"meeting_date","project_id","title","borough","lead_agency","secondary_agency","public_private","project_type","construction_type","result","review_cycles","previous_year_submission"
"2022-04-11T00:00:00.000","16690","Installation of manhole covers and doors for backflow preventers, 63 Flushing Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-04-11T00:00:00.000","22705","Reconstruction of Police Officer Jeff B. Herman Ballfield, McDonald Playground, McDonald Avenue, Avenue S, East 1st Street, and Avenue T, Brooklyn","Brooklyn","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-04-11T00:00:00.000","22709","Removal of a mosaic by Patrick Clark, Tribute Park, 116th Street and Beach Channel Drive, Far Rockaway, Queens","Queens","DPR",,"Public","Artwork","Removal","Commented",,
"2022-04-11T00:00:00.000","22716","Installation of rooftop mechanical equipment (Stop & Shop), 625 Atlantic Avenue, Brooklyn","Brooklyn","EDC",,"Private","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-04-11T00:00:00.000","22430","Construction of a parking garage and community facility as part of the Borough-Based Jails Program, Union Turnpike between 126th Street and 132nd Street, Kew Gardens, Queens","Queens","DDC","DOT","Public","Architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","22646","Installation of Memory of a Forest by Blane de St. Croix, Emergency Medical Station 17 (EMS 17), 1257 Morris Avenue, Bronx","Bronx","DCLA%","DDC","Public","Artwork","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22647","Relocation of the Peter Caesar Alberti Memorial (1958/1985) by unknown, 75 feet northeast within the Battery perimeter, as part of the South Battery Park City Resiliency master plan, The Battery, Battery Place between Washington Street and Little West 12th Street, Manhattan","Manhattan","DPR","BPCA","Public","Artwork","Relocation","Commented",,
"2022-03-14T00:00:00.000","22648","Installation of rooftop mechanical equipment, Seaside Library, 116-15 Rockaway Beach Boulevard, Belle Harbor, Queens","Queens","DDC","QL","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-03-14T00:00:00.000","22645","Removal of Upright (1992) by Kit-Yin Snyder, Manhattan Detention Complex, White Street between Baxter Street and Centre Street, 125 White Street, Manhattan","Manhattan","DCLA%","DDC/DOC","Public","Artwork","Removal","Withdrawn",,
"2022-03-14T00:00:00.000","22641","Construction of a mixed-use development, including a hotel tower and residential tower, 495 11th Avenue, 11th Avenue between 39th Street and 40th Street, Manhattan","Manhattan","EDC",,"Public and Private","Architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","22642","Reconstruction of the 154th Street Pump Station, Powell’s Cove Boulevard between 154th Street and 154th Place, Whitestone, Queens","Queens","DEP",,"Public","Architecture","Reconstruction","Approved with conditions","1",
"2022-03-14T00:00:00.000","22640","Construction of a service building and rehabilitation of the Mayflower Avenue Pump Station, 1951 Arthur Kill Road, Staten Island","Staten Island","DEP",,"Public","Architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","22639","Reconstruction of the 233rd Street Pump Station, Bronx River Parkway southbound on-ramp, south of East 233rd Street, Bronx","Bronx","DEP","DPR","Public","Architecture","Reconstruction","Commented",,
"2022-03-14T00:00:00.000","22602","Installation of an interim sally port and bail payment center, Manhattan Detention Complex, 100 Centre Street, Manhattan","Manhattan","DDC","DOC","Public","Architecture","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22638","Construction of a temporary exhibit (Budgie Feeding Experience), Bronx Zoo, 2300 Southern Boulevard, Bronx","Bronx","DCLA","DPR","Public and Private","Architecture","Construction","Approved","1",
"2022-03-14T00:00:00.000","22651","Rehabilitation of the façade, Building 77, 141 Flushing Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public and Private","Building systems & Modifications","Rehabilitation","Approved","1",
"2022-03-14T00:00:00.000","22557","Installation of a ramp, 50-52 East 130th Street, Manhattan","Manhattan","DOT",,"Public","Building systems & Modifications","Installation of specific elements","Withdrawn",,
"2022-03-14T00:00:00.000","22562","Reconstruction of the Queens Detention Center, 126-01 82nd Avenue, Kew Gardens, College Point, Queens","Queens","DDC","DOC","Public","Architecture","Reconstruction","Commented",,
"2022-03-14T00:00:00.000","22568","Installation of Waves by Andrea Belag, Engine Company 268/Ladder Company 137, 116-11 Beach Channel Drive, Rockaway Park, Queens","Queens","DCLA%","DDC","Public","Artwork","Installation of specific elements","Approved with conditions","2",
"2022-03-14T00:00:00.000","22652","Installation of an access control system, main entry guard booth, Tallman Island Wastewater Resource Recovery Facility, 127-01 Powell’s Cove Boulevard, Queens","Queens","DEP",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-03-14T00:00:00.000","22551","Construction of a golf club house (Drive Shack) and adjacent site work, Randall's Island Park, Bronx Shore Road between Randall's Island Greenway and Robert F. Kennedy Bridge, Manhattan","Manhattan","DPR",,"Public and Private","Architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","22653","Installation of manholes and a fuel system, Engine Company 265, 303 Beach 49th Street, Edgemere, Queens","Queens","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","10128","Installation of an ADA ramp, Department of Consumer Affairs Testing Center, 245 Meserole Avenue, Brooklyn","Brooklyn","DDC","DCA","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22669","Installation of security bollards, 50 Hudson Yards, West 34th Street, 10th Avenue, West 33rd Street, and Hudson Boulevard East, Manhattan","Manhattan","DOT",,"Public","Street furniture","Installation of specific elements","Approved","1",
"2022-03-14T00:00:00.000","22632","Construction of a flood wall and resiliency infrastructure, including a portion of the Brooklyn Waterfront Greenway (Red Hook Coastal Resiliency), from Summit Street at Hamilton Avenue, to Ferris Street at Coffey Street, to Halleck Street at Columbia Street, Brooklyn","Brooklyn","DDC","DPR/DOT","Public","Landscape architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","22627","Installation of mechanical equipment and downspouts, North Infirmary Command, Dorm 4, 15-00 Hazen Street, Rikers Island, Bronx","Bronx","DDC","DOC","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22629","Installation of rooftop mechanical units, Robert N. Davoren Center, Building 3, 11-11 Hazen Street, Rikers Island, Bronx","Bronx","DDC","DOC","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22637","Construction of a combined sewer overflow (CSO) facility, Gowanus Canal, 2nd Avenue, and 6th Street, Brooklyn","Brooklyn","DEP",,"Public","Architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","22634","Construction of a prototypical comfort station, Michaelis-Bayswater Park, Bay 32nd Street, Beach Channel Drive, Beach 35th Street, and Norton Avenue, Far Rockaway, Queens","Queens","DPR",,"Public","Architecture","Construction","Approved","1",
"2022-03-14T00:00:00.000","22650","Reconstruction of Building 74, Chauncey Avenue between 4th Street and 5th Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Private","Architecture","Reconstruction","Approved with conditions","1",
"2022-03-14T00:00:00.000","22635","Construction of a maintenance building and comfort station, Michaelis-Bayswater Park, Bay 32nd Street, Beach Channel Drive, Beach 35th Street, and Norton Avenue, Far Rockaway, Queens","Queens","DPR",,"Public","Architecture","Construction","Approved","1",
"2022-03-14T00:00:00.000","22644","Removal of Immigration on the Lower East Side of New York (1989) by Richard Haas, Manhattan Detention Complex, 125 White Street, Baxter Street façade, Manhattan","Manhattan","DCLA%","DDC/DOC","Public","Artwork","Removal","Withdrawn",,
"2022-03-14T00:00:00.000","22636","Construction of Engine Company 287/Ladder 136/ Battalion 46, 86-53 Grand Avenue, Elmhurst, Queens","Queens","FDNY",,"Public","Architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","22643","Conservation of Dante Alighieri (1921) by Ettore Ximenes, Dante Park, Columbus Avenue, Broadway, and West 63rd Street, Manhattan","Manhattan","DPR",,"Public","Artwork","Conservation","Approved","1",
"2022-03-14T00:00:00.000","22671","Installation of an interim south façade, Queens County Criminal Courthouse District Attorney Wing, 125-01 Queens Boulevard, Kew Gardens, Queens","Queens","DDC","DOC","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-03-14T00:00:00.000","22668","Installation of digital signage, Citi Field, 120-01 Roosevelt Avenue, Corona, Queens","Queens","DPR",,"Public and Private","Signage","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","NULL","Installation of a manhole, vent pipe, and overfill signage, FDNY Medical Service Station 54, 222-15 Merrick Boulevard, Springfield Gardens, Queens","Queens","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22664","Installation of signage, P.S. 81K (Thaddeus Stevens Elementary School), 990 Dekalb Avenue, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-03-14T00:00:00.000","22663","Installation of signage, P.S. 159K (Isaac Pitkin School), 2781 Pitkin Avenue, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-03-14T00:00:00.000","22665","Installation of signage, P.S. 346K (Abe Stark Elementary School), 1400 Pennsylvania Avenue, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-03-14T00:00:00.000","22666","Installation of signage, P.S. 148Q The (Ruby G. Allen School), 89-02 32nd Avenue, East Elmhurst, Queens","Queens","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-03-14T00:00:00.000","22661","Installation of an interim fire protection RPZ enclosure, Bush Terminal Industrial Campus (Made in NY), between 41st Street, 1st Avenue, and 44th Street, and the waterfront, Brooklyn","Brooklyn","EDC",,"Public","Landscape architecture","Installation of specific elements","Approved with conditions","1",
"2022-03-14T00:00:00.000","22662","Construction of flood protection measures as part of the South Battery Park City Resiliency master plan, Battery Place between 1st Place and Little West Street, Pier A Plaza, and The Battery, Manhattan","Manhattan","DPR","EDC/BPCA/DOT","Public","Landscape architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","22655","Construction a bluebelt as a part of the South Shore Coastal Resiliency Plan, South Beach, Father Capodanno Boulevard between Quintard Street and Sand Lane, Staten Island","Staten Island","DEP","DPR","Public","Landscape architecture","Construction","Approved","1",
"2022-03-14T00:00:00.000","22656","Construction of open space improvements, MetroTech Center, Myrtle Avenue Promenade and MetroTech Commons between Jay Street and Flatbush Avenue, Brooklyn","Brooklyn","EDC",,"Public and Private","Landscape architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","22519","Reconstruction of a pier shed and head house (Sunset Studios) and adjacent site work, Pier 94, 711 12th Avenue between West 52nd Street and West 55th Street, Hudson River, Manhattan","Manhattan","EDC",,"Public and Private","Architecture","Reconstruction","Commented",,
"2022-03-14T00:00:00.000","21477","Installation of a shade structure, Beach 59th Street Playground, Rockaway Beach, Shore Front Parkway between Beach 59th Street and Beach 60th Street, Arverne, Queens","Queens","DPR",,"Public","Landscape architecture","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","21630","Installation of a generator, Engine Company 166, 1400 Richmond Avenue, Staten Island","Staten Island","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22657","Design of prototypical porous concrete green infrastructure panels for installation citywide","Citywide","DEP","DDC/DOT","Public","Landscape architecture","Master plan/Prototype","Approved","1",
"2022-03-14T00:00:00.000","21064","Installation of a fuel tank access hatch and ventilation equipment, Engine Company 214, 495 Hancock Street, Brooklyn","Brooklyn","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","20685","Installation of a distinctive sidewalk, The Waldorf-Astoria and the Waldorf Towers, 301 Park Avenue and 100 East 50th Street, Park Avenue, East 50th Street, Lexington Avenue, and East 49th Street, Manhattan","Manhattan","DOT",,"Public and Private","Distinctive sidewalks","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","21259","Construction of a labyrinth plaza, paths, and lawn areas, Rockaway Beach, Shore Front Parkway between Beach 92nd Street and Beach 94th Street, Far Rockaway, Queens","Queens","DPR",,"Public","Landscape architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","21275","Construction of Hudson Park and Boulevard, Phase IIA, 10th Avenue and 11th Avenue from 36th Street to 37th Street, Manhattan","Manhattan","EDC","DOT","Public","Landscape architecture","Construction","Withdrawn",,
"2022-03-14T00:00:00.000","20669","Installation of a rooftop canopy with photovoltaic panels, Coney Island Branch Library, 1901 Mermaid Avenue, Brooklyn","Brooklyn","BPL",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","21478","Reconstruction of the playground, Beach 59th Street Playground, Rockaway Beach, Shore Front Parkway between Beach 59th Street and Beach 60th Street, Arverne, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-03-14T00:00:00.000","21432","Installation of a tensile membrane structure and adjacent site work, Staten Island Compost Facility, 450 West Service Road, Staten Island","Staten Island","DSNY",,"Public","Architecture","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22658","Construction of streetscape improvements as part of the Safe Routes to School program, Broadway Malls and Columbia University Medical Center, Broadway between West 131st Street and West 169th Street, St. Nicholas Avenue between West 129th Street and West 135th Street, Lenox Avenue at West 135th Street, First Avenue at East 106th Street, and Second Avenue at East 109th Street, Manhattan","Manhattan","DDC","DOT/DPR","Public","Landscape architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","21684","Reconstruction of the shoreline, including construction of outlooks and ADA accessible pathways, between Conference House Park and Butler Manor Woods, Tottenville, Staten Island","Staten Island","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-03-14T00:00:00.000","22654","Reconstruction of Ruppert Park, East 90th Street, Second Avenue, and East 91st Street, Manhattan","Manhattan","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-03-14T00:00:00.000","17097","Rehabilitation of a comfort station, Corlears Hook Park, Cherry Street, Jackson Street, and the FDR Drive, Manhattan","Manhattan","DPR",,"Public","Architecture","Rehabilitation","Commented",,
"2022-03-14T00:00:00.000","17189","Reconstruction of Tribute Park, 116th Street and Beach Channel Drive, Far Rockaway, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-03-14T00:00:00.000","16750","Reconstruction of a ticket office and adjacent site work as part of the United States Tennis Association's Billie Jean King National Tennis Center strategic vision plan, Flushing Meadows Corona Park, Queens","Queens","DPR",,"Private","Architecture","Reconstruction","Commented",,
"2022-03-14T00:00:00.000","16991","Installation of rooftop HVAC equipment, Eastchester Branch Library, 138 East Gun Hill Road, Bronx","Bronx","DDC","NYPL","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","17290","Installation of an ADA ramp, Brooklyn War Memorial, Cadman Plaza, Tillary Street, Fulton Street, Prospect Street, and Washington Street, Brooklyn","Brooklyn","DPR",,"Public","Architecture","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","19150","Construction of a broadcasting facility, United States Tennis Association's Billie Jean King National Tennis Center, Flushing Meadows Corona Park, Corona, Queens","Queens","DPR",,"Private","Architecture","Construction","Commented",,
"2022-03-14T00:00:00.000","16515","Reconstruction of the Louis Armstrong stadium and adjacent site work as part of the United States Tennis Association's Billie Jean King National Tennis Center strategic vision plan, Flushing Meadows Corona Park, Queens","Queens","DPR",,"Private","Architecture","Reconstruction","Commented",,
"2022-03-14T00:00:00.000","21835","Installation of a manhole cover, fuel tank access, and ventilation equipment, Engine Company 28, 222 East 2nd Street, Manhattan","Manhattan","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","20456","Reconstruction of a streetscape and construction of three plazas, including installation of a prototypical automatic public toilet (APT), Mott Avenue from Beach Channel Drive to Smith Place, Central Avenue from Foam Place to Mott Avenue, Beach 20th Street from Mott Avenue to Cornaga Avenue, and Beach 21st Street from Mott Avenue to Cornaga Avenue, Far Rockaway, Queens","Queens","DDC","DOT/DPR","Public","Landscape architecture","Reconstruction","Commented",,
"2022-03-14T00:00:00.000","22659","Construction of a dog run, Riverside Park, Riverside Drive at West 142nd Street, Manhattan","Manhattan","DPR",,"Public","Landscape architecture","Construction","Approved","1",
"2022-03-14T00:00:00.000","22359","Installation of a distinctive sidewalk, 2 Pennsylvania Plaza, Seventh Avenue, West 31st Street, and West 33rd Street, Manhattan","Manhattan","DOT",,"Public and Private","Distinctive sidewalks","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22233","Installation of a fuel tank access hatch, EMS Station 3, 501 Zerega Avenue, Bronx","Bronx","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22660","Rehabilitation of freight rail tracks, Hunts Point Terminal Produce Market, Row D, 410 Halleck Street, Bronx","Bronx","EDC",,"Public","Landscape architecture","Rehabilitation","Approved","1",
"2022-03-14T00:00:00.000","22667","Installation of a rooftop digital sign on the ticket office, 124-02 Roosevelt Avenue, United States Tennis Association's Billie Jean King National Tennis Center, Flushing Meadows Corona Park, Flushing, Queens","Queens","DPR",,"Private","Signage","Installation of specific elements","Commented",,
"2022-03-14T00:00:00.000","22544","Reconstruction of Harold Schneiderman Playground, adjacent to P.S. 232, 83rd Street, 155th Avenue, and 84th Street, Howard Beach, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-02-14T00:00:00.000","22626","Construction of a bulkhead and addition (Foodirect), Hunts Point Distribution Center, Building B, 355 Food Center Drive, Bronx","Bronx","EDC",,"Private","Building systems & Modifications","Construction","Approved","1",
"2022-02-14T00:00:00.000","22627","Installation of mechanical equipment and downspouts, North Infirmary Command, Dorm 4, 15-00 Hazen Street, Rikers Island, Bronx","Bronx","DDC","DOC","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22628","Installation of a fire alarm system, including rooftop equipment, Bellevue Men's Shelter, 400 East 30th Street, Manhattan","Manhattan","DDC","DHS","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22625","Reconstruction of a playground and the Billy Lake Courts, Owl’s Head Park, Colonial Road between Senator Street and Wakeman Place, Brooklyn","Brooklyn","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-02-14T00:00:00.000","22622","Reconstruction of the World's Fair Marina, Flushing Bay Promenade, Flushing Meadows Corona Park, Corona, Queens","Queens","DPR",,"Public and Private","Architecture","Reconstruction","Approved","1",
"2022-02-14T00:00:00.000","22623","Installation of doors, Engine Company 211/Ladder Company 119, 16 Hooper Street, Brooklyn","Brooklyn","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22624","Installation of louvers (Suite 602), Building 303 (formerly Building 399), Sands Street between Navy Street, Third Street, and Chauncey Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Private","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22629","Installation of rooftop mechanical units, Robert N. Davoren Center, Building 3, 11-11 Hazen Street, Rikers Island, Bronx","Bronx","DDC","DOC","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22618","Installation of signage, P.S. 215K (Morris H. Weiss School), 415 Avenue S, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22619","Construction of a plaza, 12th Street between 44th Avenue and 43rd Road, Long Island City, Queens","Queens","DOT",,"Public","Landscape architecture","Construction","Withdrawn",,
"2022-02-14T00:00:00.000","22620","Rehabilitation of the Hansborough Recreation Center and pool building, 35 West 134th Street, Manhattan","Manhattan","DPR",,"Public and Private","Architecture","Rehabilitation","Approved","1",
"2022-02-14T00:00:00.000","22616","Installation of signage, P.S. 315K (School of Performing Arts), 2310 Glenwood Road, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22621","Construction of an addition (Fancy Foods), Hunts Point Food Distribution Center, Building B, 355 Food Center Drive, Bronx","Bronx","EDC",,"Private","Building systems & Modifications","Construction","Approved","1",
"2022-02-14T00:00:00.000","22630","Reconstruction of a streetscape and shoreline, West 207th Street and Exterior Street, Manhattan","Manhattan","EDC","DPR/DOT","Public","Landscape architecture","Reconstruction","Approved","1",
"2022-02-14T00:00:00.000","22611","Reconstruction of Sankofa Park (formerly Livonia Playground), including an African burial ground memorial landscape, African Burial Ground Square, Schenck Avenue, Livonia Avenue, and Barbey Street, Brooklyn","Brooklyn","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-02-14T00:00:00.000","22613","Installation of Curiouser by Mark Reigelman, Charleston Branch Library of the New York Public Library, Tyrellan Avenue and Bricktown Way, Staten Island","Staten Island","EDC","NYPL","Public","Artwork","Installation of specific elements","Commented",,
"2022-02-14T00:00:00.000","22610","Installation of a plaque commemorating Spanish casualties of the American Revolution, Fort Greene Park, Myrtle Avenue, Washington Park, Dekalb Avenue and Saint Edward Street, Brooklyn","Brooklyn","DPR",,"Public","Artwork","Installation of specific elements","Commented",,
"2022-02-14T00:00:00.000","22608","Rehabilitation of the Hammonds Cove Marina, 140 Reynolds Avenue, Bronx","Bronx","DPR",,"Public and Private","Landscape architecture","Rehabilitation","Approved","1",
"2022-02-14T00:00:00.000","22614","Installation of signage, I.S. 234K (W. A. Cunningham School), 1875 East 17th Street, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22607","Reconstruction of baseball fields 2 and 3, Brookville Park, 147th Avenue and Brookville Boulevard, Rosedale, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-02-14T00:00:00.000","22609","Reconstruction of the playground, Scarangella Park, West 13th Street, Avenue V, and Stillwell Avenue, Brooklyn","Brooklyn","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-02-14T00:00:00.000","22632","Construction of a flood wall and resiliency infrastructure, including a portion of the Brooklyn Waterfront Greenway, (Red Hook Coastal Resiliency) Summit Street, Bowne Street, Clinton Wharf, Beard Street, and Halleck Street, Brooklyn","Brooklyn","DDC","DPR/DOT","Public","Landscape architecture","Construction","Commented",,
"2022-02-14T00:00:00.000","22631","Installation of an interim sallyport, bail payment center, and adjacent planted area, Queens Criminal Court, 125-01 Queens Boulevard at 82nd Avenue, Kew Gardens, Queens","Queens","DDC","DOC","Public","Architecture","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22602","Installation of an interim sally port and bail payment center, Manhattan Detention Complex, 100 Centre Street, Manhattan","Manhattan","DDC","DOC","Public","Architecture","Installation of specific elements","Commented",,
"2022-02-14T00:00:00.000","22615","Installation of signage, P.S/I.S. 180K (The SEEALL Academy), 5601 East 16th Avenue, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","21126","Construction of the Charleston Branch Library of the New York Public Library and adjacent site work, Tyrellan Avenue and Bricktown Way, Staten Island","Staten Island","EDC","NYPL","Public","Architecture","Construction","Commented",,
"2022-02-14T00:00:00.000","21405","Construction of Beach 98th Street Playground, Rockaway Beach, Shore Front Parkway between Beach 98th Street and Beach 101st Street, Rockaway Park, Queens","Queens","DPR",,"Public","Landscape architecture","Construction","Commented",,
"2022-02-14T00:00:00.000","21410","Installation of a shade structure, Beach 98th Street Playground, Rockaway Beach, Shore Front Parkway between Beach 98th Street and Beach 101st Street, Rockaway Park, Queens","Queens","DPR",,"Public","Landscape architecture","Installation of specific elements","Commented",,
"2022-02-14T00:00:00.000","20999","Reconstruction of a parking lot adjacent to Building 5, Market Street, Eighth Avenue, Paulding Street, and Sixth Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public and Private","Landscape architecture","Reconstruction","Commented",,
"2022-02-14T00:00:00.000","20377","Installation of doors, Department of Sanitation garage, Queens 7 Annex, 120-15 31st Avenue, Flushing, Queens","Queens","DDC","DSNY","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-02-14T00:00:00.000","20542","Reconstruction of a staircase, Sakura Park, Claremont Avenue between West 122nd Street and La Salle Street, Manhattan","Manhattan","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-02-14T00:00:00.000","21476","Construction of sand volleyball courts, an adult fitness area, lawn, and seating areas, Rockaway Beach, Shore Front Parkway between Beach 77th Street and Beach 81st Street, Arverne, Queens","Queens","DPR",,"Public","Landscape architecture","Construction","Commented",,
"2022-02-14T00:00:00.000","20829","Construction of Building 1A and 1B as Phase I of a master plan for the construction of four mixed-use residential towers, a light manufacturing facility, a central plaza open space, and adjacent site work (The Peninsula), Tiffany Street, Spofford Avenue, and Manida Street, Bronx,","Bronx","EDC",,"Public and Private","Architecture","Construction","Withdrawn",,
"2022-02-14T00:00:00.000","12934","Construction of the Far Rockaway Library, 16-37 Central Avenue, Queens","Queens","DDC","QL","Public","Architecture","Construction","Commented",,
"2022-02-14T00:00:00.000","15067","Construction of a park (Abolitionist Place), Willoughby Street, Duffield Street and Gold Street, Brooklyn","Brooklyn","EDC",,"Public","Landscape architecture","Construction","Commented",,
"2022-02-14T00:00:00.000","16514","Rehabilitation of a comfort station, Crotona Park, Crotona Park South, Fulton Avenue, Bronx","Bronx","DPR",,"Public","Architecture","Rehabilitation","Commented",,
"2022-02-14T00:00:00.000","12082","Rehabilitation of a nature center, Fulton Avenue between Claremont Parkway and East 172nd Street, Crotona Park, Bronx","Bronx","DPR",,"Public","Architecture","Rehabilitation","Commented",,
"2022-02-14T00:00:00.000","20376","Installation of doors, Department of Sanitation garage, Manhattan 3, 270 South Street, Manhattan","Manhattan","DDC","DSNY","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-02-14T00:00:00.000","21672","Reconstruction of the playground, Saratoga Square Park, Macon Street, Howard Avenue, Halsey Street, and Saratoga Avenue, Brooklyn","Brooklyn","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-02-14T00:00:00.000","21847","Reconstruction of a portion of Bath Beach Park, Shore Parkway, Bay 16th Street, and 17th Court, Brooklyn","Brooklyn","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-02-14T00:00:00.000","22020","Construction of a screen chamber, downtake shaft vent building, electrical building and police booth and reconstruction of the landscape as part of the Kensico-Eastview Connection Project, 19 Westlake Drive, Mount Pleasant, Westchester County","Upstate","DEP",,"Public","Architecture","Construction","Approved","4",
"2022-02-14T00:00:00.000","22612","Replacement of an ADA ramp and stairs, 7th Police Precinct, 19 1/2 Pitt Street, Manhattan","Manhattan","NYPD",,"Public","Building systems & Modifications","Reconstruction","Approved","1",
"2022-02-14T00:00:00.000","21479","Installation of a shade structure, Rockaway Beach, Shore Front Parkway between Beach 77th Street and Beach 81st Street, Arverne, Queens","Queens","DPR",,"Public","Landscape architecture","Installation of specific elements","Commented",,
"2022-02-14T00:00:00.000","22617","Installation of signage, P.S. 164K (Caesar Rodney School), 4211 14th Avenue, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-02-14T00:00:00.000","22596","Construction of the Douglaston-Little Neck Library, 249-01 Northern Boulevard, Little Neck, Queens","Queens","DDC","QL","Public","Architecture","Construction","Approved with conditions","1",
"2022-02-14T00:00:00.000","22600","Construction of Plaza 33, including installation of a distinctive sidewalk, West 33rd Street at Seventh Avenue, Manhattan","Manhattan","DOT",,"Public","Landscape architecture","Construction","Approved with conditions","2",
