"fiscal_year","system_code","location_code","location_name","beds","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","administrative_district_code","administrative_district_name","community_school_sup_name","tier_3_support_location_name","tier_3_support_leader_name","tier_2_support_location_name","highschool_network_location","highschool_network_name","highschool_network","community_district_1","police_precinct"
"2020","16K636","K636","Young Scholars' Academy for Discovery and Explorat","331600010636","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2008-07-01T00:00:00.000","Closed","K304","280 HART STREET","NY","1000534","191999","-73.941278","40.693654","303","36","28100","3017730014","BK35","Stuyvesant Heights","Beatrice Thompson","Acting Principal","718-453-4081","718-453-7847","16","16","COMMUNITY SCHOOL DISTRICT 16","AMON, RAHESHA","NULL","NULL","NULL","NULL","NULL","NULL","303","79"
"2020","18K637","K637","Academy for Conservation and the Environment","331800011637","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","K515","6565 FLATLANDS AVENUE","NY","1007307","170435","-73.916927","40.634451","318","46","95000","3079980005","BK50","Canarsie","Eugene Mazzola","Principal","718-968-4101","718-968-4296","18","18","NULL","NULL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South","HS06","HS Network 06 Superintendent Office","PRAYOR, MICHAEL","318","69"
"2020","19K639","K639","Brooklyn Lab School","331900011639","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","K420","999 JAMAICA AVENUE","NY","1020493","191783","-73.869305","40.693002","305","37","118000","3040940001","BK99","park-cemetery-etc-Brooklyn","GERARD HENRY","Principal","718-235-3592","718-235-4028","19","19","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 1- Brooklyn North","HS05","HS Network 05 Superintendent Office","ROSS, JANICE","305","75"
"2020","14K640","K640","Harry Van Arsdale High School","331400011640","DOE","Career Technical","High school","NULL","09,10,11,12","1999-07-01T00:00:00.000","Closed","K650","257 NORTH  6 STREET","NY","996793","199800","-73.9548","40.7151","301","33","51900","3023300011","BK73","North Side-South Side","Sam Sloves","Principal","718-486-2500","718-486-2600","14","14","COMMUNITY SCHOOL DISTRICT 14","James Quail","NULL","NULL","NULL","NULL","NULL","NULL","301","94"
"2020","18K642","K642","Urban Action Academy","331800011642","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","K500","1600 ROCKAWAY PARKWAY","NY","1012391","172660","-73.898601","40.640543","318","46","99000","3082220001","BK50","Canarsie","Fareeda Garcia","Principal","718-290-8720","718-290-8721","18","18","NULL","NULL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South","HS06","HS Network 06 Superintendent Office","PRAYOR, MICHAEL","318","69"
"2020","23K643","K643","Brooklyn Democracy Academy","332300011643","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","K275","985 ROCKAWAY AVENUE","NY","1010148","178159","-73.906662","40.655644","316","42","92200","3036360007","BK81","Brownsville","Dezann Romain","Principal","718-342-6348","718-342-6708","23","23","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 3- Affinity Group","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","316","73"
"2020","23K644","K644","Eagle Academy for Young Men II","332300011644","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","2008-07-01T00:00:00.000","Open","K271","1137 HERKIMER STREET","NY","1007797","186347","-73.915106","40.678124","316","41","30100","3015500001","BK79","Ocean Hill","RASHAD MEADE","Principal","718-495-0863","718-732-2129","23","23","COMMUNITY SCHOOL DISTRICT 23","PATE, MIATHERESA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 7- Brooklyn North","NULL","NULL","NULL","316","73"
"2020","23K645","K645","EBC/ENY High School for Public Safety & Law","332300011645","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1996-06-05T00:00:00.000","Closed","K894","1495 HERKIMER STREET","NY","1010838","186133","-73.904143","40.677528","316","37","36700","3015540016","BK79","Ocean Hill","BEVERLY FAISON","PRINCIPAL","718-498-7163","718-498-7170","23","23","COMMUNITY SCHOOL DISTRICT 23","NULL","NULL","NULL","NULL","HS04","HS Network 04","HOROWITZ, . AIMEE","316","73"
"2020","17K646","K646","Aspirations Diploma Plus High School","331700011646","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","K824","402 EASTERN PARKWAY","NY","996681","183219","-73.955188","40.669561","309","35","32300","3012670001","BK63","Crown Heights South","SHERMA FLEMING","Principal","718-773-7765","718-498-5264","17","17","NULL","NULL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","309","71"
"2020","23K647","K647","Metropolitan Diploma Plus High School","332300011647","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","K275","985 ROCKAWAY AVENUE","NY","1010148","178159","-73.906662","40.655644","316","42","92200","3036360007","BK81","Brownsville","MERI YALLOWITZ","Principal","718-342-6249","718-342-6329","23","23","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 2- Brooklyn North","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","316","73"
"2020","84K648","K648","Bedford Stuyvesant Collegiate Charter School","331600860918","Charter","General Academic","Secondary School","05,06,07,08","05,06,07,08,09,10,11,12","2008-07-01T00:00:00.000","Open","K324","800 GATES AVENUE","NY","1003090","189930","-73.932066","40.68797","303","36","29300","3016360001","BK35","Stuyvesant Heights","Justin Pigeon","PRINCIPAL","718-669-7460","718-669-7771","16","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","303","81"
"2020","84K649","K649","La Cima Charter School","331600860924","Charter","General Academic","Elementary","0K,01,02,03,04,05","0K,01,02,03,04,05","2008-07-01T00:00:00.000","Open","K324","800 GATES AVENUE","NY","1003090","189930","-73.932066","40.68797","303","36","29300","3016360001","BK35","Stuyvesant Heights","Guerschmide Saint-Ange/Nisah Brinson","Principal","718-443-2136","718-443-7291","16","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","303","81"
"2020","84K651","K651","PAVE Academy Charter School","331500860927","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2008-07-01T00:00:00.000","Open","K990","732 HENRY STREET","NY","983175","185546","-74.003372","40.675936","306","38","5900","3005390024","BK33","Carroll Gardens-Columbia Street-Red Hook","Hannah Prussin/Geoff Fenelus","PRINCIPAL","718-858-7813","718-858-7814","15","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","306","76"
"2020","84K652","K652","Brooklyn Ascend Charter School","331800860916","Charter","General Academic","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12","2008-07-01T00:00:00.000","Open","KBGH","205 Rockaway Parkway","NY","1006323","180451","-73.92044","40.661945","317","41","89200","3046330050","BK81","Brownsville","Johana Andujar/Marsha Gadsden","Principal","718-240-9162","718-240-9140","18","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","317","67"
"2020","19K654","K654","Van Siclen Community Middle School","331900010654","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2013-07-01T00:00:00.000","Open","K166","800 VAN SICLEN AVE","NY","1015961","179729","-73.885704","40.659934","305","42","110400","3043490050","BK82","East New York","Adonna Mcfarland","Principal","718-927-4701","718-927-4707","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","15K656","K656","Brooklyn High School of the Arts","331500011656","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2000-03-15T00:00:00.000","Open","K655","345 DEAN STREET","NY","989723","188459","-73.980266","40.683951","302","33","3900","3001920013","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","DANIEL VECCHIANO","Principal","718-855-2412","718-596-5027","15","15","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 5- Brooklyn North","NULL","NULL","NULL","302","84"
"2020","19K659","K659","Cypress Hills Collegiate Preparatory School","331900011659","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","K420","999 JAMAICA AVENUE","NY","1020493","191783","-73.869305","40.693002","305","37","118000","3040940001","BK99","park-cemetery-etc-Brooklyn","Amy Yager","Principal","718-647-1672","718-647-6719","19","19","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","HS05","HS Network 05 Superintendent Office","ROSS, JANICE","305","75"
"2020","19K660","K660","W. H. Maxwell Career and Technical Education High","331900011660","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","1913-07-01T00:00:00.000","Open","K660","145 PENNSYLVANIA AVENUE","NY","1013105","184765","-73.895976","40.673766","305","37","114400","3037040001","BK85","East New York (Pennsylvania Ave)","JOCELYN BADETTE","Principal","718-345-9100","718-345-5470","19","19","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 1- Brooklyn North","HS05","HS Network 05 Superintendent Office","ROSS, JANICE","305","75"
"2020","19K661","K661","Vista Academy","331900010661","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2013-07-01T00:00:00.000","Open","K302","350 LINWOOD STREET","NY","1016367","185988","-73.884211","40.677112","305","37","117000","3039690001","BK82","East New York","Bernard Addo","Principal","718-647-0913","718-647-0919","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","19K662","K662","Liberty Avenue Middle School","331900010662","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2013-07-01T00:00:00.000","Open","K302","350 LINWOOD STREET","NY","1016367","185988","-73.884211","40.677112","305","37","117000","3039690001","BK82","East New York","Kaia Nordtvedt","Principal","718-647-1301","718-647-1307","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","19K663","K663","School of the Future Brooklyn","331900010663","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2013-07-01T00:00:00.000","Open","K174","574 DUMONT AVENUE","NY","1012657","181733","-73.897604","40.665446","305","42","113000","3038020015","BK85","East New York (Pennsylvania Ave)","ROBERT BURNSIDE","I.A. Principal","718-345-5190","718-345-5196","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","23K664","K664","Brooklyn Environmental Exploration School (BEES)","332300010664","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2013-07-01T00:00:00.000","Open","K073","251 MAC DOUGAL STREET","NY","1009013","187279","-73.910719","40.680679","316","37","36900","3015280001","BK79","Ocean Hill","Craig Garber","Principal","718-453-3039","718-453-3508","23","23","COMMUNITY SCHOOL DISTRICT 23","PATE, MIATHERESA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 7- Brooklyn North","NULL","NULL","NULL","316","73"
"2020","15K667","K667","Sunset Park High School","331500011667","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","K564","153 35TH STREET","NY","983045","178123","-74.004342","40.655583","307","38","8400","3006880026","BK32","Sunset Park West","Victoria Antonini","Principal","718-840-1900","718-840-1925","15","15","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 1- Brooklyn North","HS05","HS Network 05 Superintendent Office","ROSS, JANICE","307","72"
"2020","23K668","K668","Riverdale Avenue Middle School","332300010668","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2013-07-01T00:00:00.000","Open","K183","76 RIVERDALE AVENUE","NY","1008247","179605","-73.913508","40.659618","316","42","89600","3035970011","BK81","Brownsville","Arabelle Pembroke","Principal","718-346-0764","718-346-1783","23","23","COMMUNITY SCHOOL DISTRICT 23","PATE, MIATHERESA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 7- Brooklyn North","NULL","NULL","NULL","316","73"
"2020","16K669","K669","Research and Service High School","331600011669","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","2013-07-01T00:00:00.000","Open","K455","1700 FULTON STREET","NY","1003221","186472","-73.931604","40.678478","303","36","27100","3017010001","BK61","Crown Heights North","Allison Farrington","Principal","718-804-6800","718-804-6801","16","16","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 2- Brooklyn North","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","303","81"
"2020","13K670","K670","Benjamin Banneker Academy","331300011670","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1996-06-05T00:00:00.000","Open","K914","71-77 CLINTON AVENUE","NY","992913","192627","-73.968759","40.695389","302","35","19100","3018880034","BK69","Clinton Hill","KINSLEY KWATENG","Principal","718-797-3702","718-797-3862","13","13","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 1- Brooklyn North","HS05","HS Network 05 Superintendent Office","ROSS, JANICE","302","88"
"2020","23K671","K671","Mott Hall Bridges Academy","332300010671","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2010-07-01T00:00:00.000","Open","K263","210 CHESTER STREET","NY","1008863","181999","-73.911279","40.666187","316","41","92400","3035420001","BK81","Brownsville","NADIA LOPEZ","Principal","718-345-6912","718-345-6918","23","23","COMMUNITY SCHOOL DISTRICT 23","PATE, MIATHERESA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 7- Brooklyn North","NULL","NULL","NULL","316","73"
"2020","16K672","K672","New Eagle Academy at K455","331600011672","DOE","General Academic","Secondary School","06,07,08,09,10,11,12",,"2014-07-01T00:00:00.000","Initiated, never opened","K455","1700 FULTON STREET","NY","1003221","186472","-73.931604","40.678478","303","36","27100","3017010001","BK61","Crown Heights North","NULL","NULL","NULL","NULL","16","16","COMMUNITY SCHOOL DISTRICT 16","MARTIN, YOLANDA","NULL","NULL","NULL","NULL","NULL","NULL","303","81"
"2020","18K673","K673","East Brooklyn Community High School","331800011673","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","K860","9517 KINGS HIGHWAY","NY","1006263","179711","-73.920658","40.659914","317","41","88600","3046500015","BK96","Rugby-Remsen Village","PATRICK MCGILLICUDDY","Principal","718-927-6880","718-927-6885","18","18","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 3- Affinity Group","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","317","67"
"2020","13K674","K674","City Polytechnic High School of Engineering, Archi","331300011674","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","K580","105 TECH PLACE","NY","988103","192646","-73.986105","40.695444","302","33","1300","3001310001","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","April Mckoy","Principal","718-875-1473","718-875-1947","13","13","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 1- Affinity Group","HS03","HS Network 03 Superintendent Office","WALSH, FRED","302","84"
"2020","13K674","K674","City Polytechnic High School of Engineering, Archi","331300011674","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","K580","105 TECH PLACE","NY","988103","192646","-73.986105","40.695444","302","33","1300","3001310001","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","April Mckoy","Principal","718-875-1473","718-875-1947","13","13","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 1- Affinity Group","HS03","HS Network 03 Superintendent Office","WALSH, FRED","302","84"
"2020","15K676","K676","Red Hook Neighborhood School","331500010676","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","2009-07-01T00:00:00.000","Open","K027","27 HUNTINGTON STREET","NY","982821","186259","-74.005151","40.677914","306","38","5900","3005250001","BK33","Carroll Gardens-Columbia Street-Red Hook","PRISCILLA FIGUEROA","Principal","718-330-2238","718-596-6446","15","15","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 5- Brooklyn North","NULL","NULL","NULL","306","76"
"2020","19K677","K677","East New York Elementary School of Excellence","331900010677","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","2009-07-01T00:00:00.000","Open","K072","605 SHEPHERD AVENUE","NY","1017780","183165","-73.879131","40.669358","305","42","116400","3040690001","BK82","East New York","Janet Huger","Principal","718-272-6075","718-272-6257","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","19K678","K678","East New York Middle School of Excellence","331900010678","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2009-07-01T00:00:00.000","Open","K072","605 SHEPHERD AVENUE","NY","1017780","183165","-73.879131","40.669358","305","42","116400","3040690001","BK82","East New York","MALIK SMALL","Principal","718-257-4061","718-257-4738","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","84K680","K680","Achievement First Aspire Charter School","331900860993","Charter","General Academic","Elementary","0K,01,02,03,04,05,06,07","0K,01,02,03,04,05,06,07,08","2013-07-01T00:00:00.000","Open","K202","982 HEGEMAN AVENUE","NY","1018627","181876","-73.876084","40.665817","305","42","111600","3044770001","BK82","East New York","Sarah Iannucci/Zachary Segall","Principal","718-623-2660","718-622-5998","19","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","305","75"
"2020","16K681","K681","Madiba Prep Middle School","331600010681","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2012-07-01T00:00:00.000","Open","K026","1014 LAFAYETTE AVENUE","NY","1003152","191221","-73.9317","40.6921","303","36","29100","3016160001","BK35","Stuyvesant Heights","Anne marie Malcolm","Principal","718-574-2804","718-574-2805","16","16","COMMUNITY SCHOOL DISTRICT 16","MARTIN, YOLANDA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 7- Brooklyn North","NULL","NULL","NULL","303","81"
"2020","16K681","K681","Madiba Prep Middle School","331600010681","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2012-07-01T00:00:00.000","Open","K026","1014 LAFAYETTE AVENUE","NY","1003152","191221","-73.9317","40.6921","303","36","29100","3016160001","BK35","Stuyvesant Heights","Anne marie Malcolm","Principal","718-574-2804","718-574-2805","16","16","COMMUNITY SCHOOL DISTRICT 16","MARTIN, YOLANDA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 7- Brooklyn North","NULL","NULL","NULL","303","81"
"2020","20K682","K682","The Academy of Talented Scholars","332000010682","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2009-07-01T00:00:00.000","Open","K237","50 AVENUE P","NY","987949","160421","-73.986678","40.606994","311","44","42800","3066180001","BK29","Bensonhurst East","JOSEPHIN SPORTELLA-GIUST","Principal","718-621-2730","718-621-2735","21","20","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South","NULL","NULL","NULL","311","62"
"2020","19K683","K683","School for Classics High School","331900011683","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","K218","370 FOUNTAIN AVENUE","NY","1019054","183408","-73.874537","40.67002","305","42","111800","3042780001","BK82","East New York","Nicole Tancredi","Principal","718-277-1069","718-277-1873","19","19","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","HS05","HS Network 05 Superintendent Office","ROSS, JANICE","305","75"
"2020","15K684","K684","Millennium Brooklyn HS","331500011684","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2011-07-01T00:00:00.000","Open","K460","237 7 AVENUE","NY","990192","183105","-73.97858","40.669255","306","39","15500","3010820001","BK37","Park Slope-Gowanus","Kevin Conway","Principal","718-832-4333","718-499-2126","15","15","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 1- Brooklyn North","HS05","HS Network 05 Superintendent Office","ROSS, JANICE","306","78"
"2020","14K685","K685","El Puente Academy for Peace and Justice","331400011685","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1996-06-05T00:00:00.000","Open","K778","250 HOOPER STREET","NY","996521","196327","-73.955741","40.70554","301","33","52900","3022070002","BK72","Williamsburg","Tina Lee","I.A. Principal","718-387-1125","718-387-4229","14","14","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 5- Affinity Group","HS12","H.S. Network 12 Superintendent Office","Cheng, Alan","301","90"
"2020","20K686","K686","Brooklyn School of Inquiry","332000010686","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","2009-07-01T00:00:00.000","Open","K237","50 AVENUE P","NY","987949","160421","-73.986678","40.606994","311","44","42800","3066180001","BK29","Bensonhurst East","Eric Havlik","Principal","718-621-5730","718-621-5735","21","20","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South","NULL","NULL","NULL","311","62"
"2020","16K688","K688","The Brooklyn Academy of Global Finance","331600011688","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","K057","125 STUYVESANT AVENUE","NY","1003037","191204","-73.932254","40.691467","303","36","29100","3016160001","BK35","Stuyvesant Heights","Dannielle Darbee","Principal","718-574-3126","718-574-3681","16","16","COMMUNITY SCHOOL DISTRICT 16","MARTIN, YOLANDA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 4- Brooklyn North","NULL","NULL","NULL","303","81"
"2020","84K689","K689","Citizens of the World Charter School 1 Williamsbur","331400861036","Charter","General Academic","Elementary","0K,01,02,03,04,05","0K,01,02,03,04,05","2013-07-01T00:00:00.000","Closed","K126","424 LEONARD STREET","NY","998683","201530","-73.947932","40.719818","301","33","49900","3027120001","BK76","Greenpoint","Jonea Thomas","PRINCIPAL","718-384-1386","NULL","14","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","301","94"
"2020","21K690","K690","Brooklyn Studio Secondary School","332100011690","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","1999-07-01T00:00:00.000","Open","K721","8310 21ST AVENUE","NY","985615","159687","-73.995084","40.60498","311","47","28800","3063290032","BK28","Bensonhurst West","ANDREA CILIOTTA","Principal","718-266-5032","718-266-5093","21","21","NULL","NULL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South","HS06","HS Network 06 Superintendent Office","PRAYOR, MICHAEL","311","62"
"2020","13K691","K691","Fort Greene Preparatory Academy","331300010691","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2010-07-01T00:00:00.000","Open","K046","100 CLERMONT AVENUE","NY","992113","192314","-73.971644","40.69453","302","35","18700","3020450011","BK68","Fort Greene","Paula Lettiere","Principal","718-254-9401","718-254-9407","13","13","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","NULL","NULL","NULL","302","88"
"2020","84K692","K692","Citizens of the World Charter School New York 2 Cr","331700861037","Charter","General Academic","Elementary","0K,01,02,03,04,05","0K,01,02,03,04,05","2013-07-01T00:00:00.000","Closed","K221","791 EMPIRE BOULEVARD","NY","1002074","181183","-73.935753","40.663964","309","35","35500","3014230014","BK63","Crown Heights South","Andrea Dozier","PRINCIPAL","718-221-5095","NULL","17","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","309","71"
"2020","84K693","K693","Northside Charter High School","331400860945","Charter","General Academic","High school","09,10,11,12","09,10,11,12","2009-07-01T00:00:00.000","Open","K126","424 LEONARD STREET","NY","998683","201530","-73.947932","40.719818","301","33","49900","3027120001","BK76","Greenpoint","Lori Fitzmaurice/Danielle Bero","Principal","347-390-1273","347-390-1274","14","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","301","94"
"2020","84K694","K694","Believe Southside Charter High School","331400860946","Charter","General Academic","High school","9",,"2009-07-01T00:00:00.000","Closed","K126","424 LEONARD STREET","NY","998683","201530","-73.947932","40.719818","301","33","49900","3027120001","BK76","Greenpoint","Shannon Browne","PRINCIPAL","347-390-1275","347-390-1276","14","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","301","94"
"2020","23K697","K697","Teachers Preparatory High School","332300011697","DOE","General Academic","Secondary School","09,10,11,12,SE","09,10,11,12","2001-07-01T00:00:00.000","Open","K175","226 BRISTOL STREET","NY","1008635","181773","-73.912102","40.665568","316","41","92400","3035410001","BK81","Brownsville","Carmen Simon","Principal","718-498-2605","718-345-8069","23","23","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 1- Brooklyn North","HS05","HS Network 05 Superintendent Office","ROSS, JANICE","316","73"
"2020","15K698","K698","South Brooklyn Community High School","331500011698","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","2002-07-01T00:00:00.000","Open","K825","173 CONOVER STREET","NY","980298","186209","-74.014363","40.677968","306","38","5300","3005750003","BK33","Carroll Gardens-Columbia Street-Red Hook","Latoya Kittrell","Principal","718-237-8902","718-422-1927","15","15","NULL","NULL","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 2- Brooklyn North","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","306","76"
"2020","84K701","K701","Brooklyn Charter School","331400860809","Charter","General Academic","Elementary","0K,01,02,03,04,05","0K,01,02,03,04,05","2000-04-04T00:00:00.000","Open","K023","545 WILLOUGHBY AVENUE","NY","998876","192295","-73.947256","40.69447","303","36","25901","3017590013","BK75","Bedford","Joanne Hunt","PRINCIPAL","718-302-2085","718-302-2426","14","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","303","79"
