"extract_run_date","randomized_id","ccrb_received_year","days_between_incident_date","case_type","complaint_received_place","complaint_received_mode","borough_of_incident","patrol_borough_of_incident","reason_for_initial_contact"
"2018-05-25T00:00:00.000","503","2000","22","CCRB","CCRB","Mail","Brooklyn","Brooklyn South","Other violation of VTL"
"2018-05-25T00:00:00.000","504","2000","13","CCRB","IAB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","505","2000","6","OCD","CCRB","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","506","2000","1","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","507","2000","2","CCRB","Precinct","In-person","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","508","2000","1","OCD","Precinct","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","509","2000","0","OCD","CCRB","Phone","Manhattan","Manhattan North",
"2018-05-25T00:00:00.000","510","2000","0","OCD","Precinct","Phone","Brooklyn","Brooklyn South","C/V at PCT to obtain information"
"2018-05-25T00:00:00.000","511","2000","0","OCD","CCRB","Phone","Queens","Queens North",
"2018-05-25T00:00:00.000","512","2000","8","OCD","IAB","Mail","Staten Island","Staten Island","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","513","2000","11","CCRB","IAB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","514","2000","0","OCD","CCRB","Phone","Bronx","Bronx","Report of other crime"
"2018-05-25T00:00:00.000","515","2000","4","IAB","Precinct","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","516","2000","1","OCD","CCRB","Call Processing System","Brooklyn","Other","C/V at PCT to file complaint of crime"
"2018-05-25T00:00:00.000","517","2000","60","OCD","Precinct","Phone","Brooklyn","Brooklyn South","Traffic accident"
"2018-05-25T00:00:00.000","518","2000","0","CCRB","Precinct","Phone","Queens","Queens South","Report-dispute"
"2018-05-25T00:00:00.000","519","2000","4","REFERRAL","CCRB","Phone","Queens","Queens North","Moving violation"
"2018-05-25T00:00:00.000","520","2000","89","OCD","CCRB","In-person","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","521","2000","118","CCRB","CCRB","Phone","Bronx","Bronx","Report of other crime"
"2018-05-25T00:00:00.000","522","2000","5","CCRB","IAB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","523","2000","41","CCRB","IAB","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","524","2000","7","CCRB","IAB","Phone","Manhattan","Manhattan South","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","525","2000","1","OCD","Precinct","In-person","Manhattan","Manhattan North","Parking violation"
"2018-05-25T00:00:00.000","526","2000","10","CCRB","CCRB","Phone","Manhattan","Manhattan North","Parking violation"
"2018-05-25T00:00:00.000","527","2000","0","CCRB","CCRB","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","528","2000","35","CCRB","CCRB","In-person","Brooklyn","Brooklyn North","Moving violation"
"2018-05-25T00:00:00.000","529","2000","0","CCRB","Precinct","Phone","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - auto"
"2018-05-25T00:00:00.000","530","2000","7","OCD","CCRB","Call Processing System","Queens","Other","Report-dispute"
"2018-05-25T00:00:00.000","531","2000","2","CCRB","Precinct","In-person","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","532","2000","10","CCRB","IAB","Mail","Manhattan","Manhattan South","Moving violation"
"2018-05-25T00:00:00.000","533","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","534","2000","25","OCD","CCRB","Mail","Manhattan","Manhattan North",
"2018-05-25T00:00:00.000","535","2000","2","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Execution of search warrant"
"2018-05-25T00:00:00.000","536","2000","715","OCD","CCRB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","537","2000","3","OCD","CCRB","Phone","Queens","Queens South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","538","2000","19","CCRB","Precinct","Phone","Manhattan","Manhattan North","Report of other crime"
"2018-05-25T00:00:00.000","539","2000","3","CCRB","CCRB","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","540","2000","0","OCD","CCRB","Phone","Manhattan","Other",
"2018-05-25T00:00:00.000","541","2000","1","OCD","Precinct","Phone","Queens","Queens North",
"2018-05-25T00:00:00.000","542","2000","3","CCRB","CCRB","Phone","Bronx","Bronx","C/V at PCT to obtain information"
"2018-05-25T00:00:00.000","543","2000","3","CCRB","Precinct","Phone","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","544","2000","10","CCRB","IAB","Phone","Bronx","Bronx","Parking violation"
"2018-05-25T00:00:00.000","545","2000","3","CCRB","IAB","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","546","2000","2","CCRB","Precinct","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","547","2000","1","CCRB","Precinct","In-person","Manhattan","Manhattan North",
"2018-05-25T00:00:00.000","548","2000","2","CCRB","Precinct","In-person","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","549","2000","0","OCD","Precinct","Phone","Staten Island","Staten Island","Parking violation"
"2018-05-25T00:00:00.000","550","2000","1","OCD","Precinct","Call Processing System","Brooklyn","Brooklyn North","Other violation of VTL"
"2018-05-25T00:00:00.000","551","2000","4","CCRB","CCRB","Call Processing System","Brooklyn","Brooklyn South","Report of other crime"
"2018-05-25T00:00:00.000","552","2000","80","CCRB","IAB","Phone","Brooklyn","Brooklyn South","C/V requested investigation of crime"
"2018-05-25T00:00:00.000","553","2000","1","CCRB","CCRB","Phone","Bronx","Other","Other"
"2018-05-25T00:00:00.000","554","2000","0","OCD","Precinct","Phone","Queens","Queens North","Report-dispute"
"2018-05-25T00:00:00.000","555","2000","1","CCRB","Precinct","In-person","Bronx","Bronx","Report-dispute"
"2018-05-25T00:00:00.000","556","2000","0","CCRB","Precinct","In-person","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","557","2000","3","CCRB","CCRB","Phone","Queens","Queens South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","558","2000","24","OCD","CCRB","Phone","Queens","Queens North","C/V at PCT to file complaint of crime"
"2018-05-25T00:00:00.000","559","2000","1","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","560","2000","12","OCD","Precinct","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","561","2000","0","OCD","Precinct","Phone","Manhattan","Manhattan South","Parking violation"
"2018-05-25T00:00:00.000","562","2000","5","CCRB","IAB","Phone","Brooklyn","Brooklyn North","C/V requested info from officer"
"2018-05-25T00:00:00.000","563","2000","4","OCD","CCRB","Phone","Manhattan","Manhattan North","C/V intervened on behalf of/observed encounter w/3rd party"
"2018-05-25T00:00:00.000","564","2000","16","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","565","2000","11","CCRB","IAB","Phone","Queens","Queens South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","566","2000","0","OCD","Precinct","Phone","Queens","Queens South","Parking violation"
"2018-05-25T00:00:00.000","567","2000","28","OCD","Other NYPD unit","In-person","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","568","2000","1","OCD","Precinct","In-person","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","569","2000","25","OCD","CCRB","Mail","Manhattan","Other","Other"
"2018-05-25T00:00:00.000","570","2000","5","CCRB","IAB","Mail","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","571","2000","1","CCRB","Precinct","Call Processing System","Bronx","Bronx","Traffic accident"
"2018-05-25T00:00:00.000","572","2000","12","CCRB","IAB","Phone","Brooklyn","Brooklyn North","Report-dispute"
"2018-05-25T00:00:00.000","573","2000","9","CCRB","IAB","Phone","Brooklyn","Brooklyn South",
"2018-05-25T00:00:00.000","574","2000","28","OCD","CCRB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","575","2000","0","REFERRAL","CCRB","Mail","Outside NYC","Other",
"2018-05-25T00:00:00.000","576","2000","7","CCRB","IAB","Phone","Queens","Queens North",
"2018-05-25T00:00:00.000","577","2000","1","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Parking violation"
"2018-05-25T00:00:00.000","578","2000","2","OCD","CCRB","Phone","Bronx","Bronx","Parking violation"
"2018-05-25T00:00:00.000","579","2000","1","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Report-domestic dispute"
"2018-05-25T00:00:00.000","580","2000","0","OCD","Precinct","Phone","Staten Island","Staten Island",
"2018-05-25T00:00:00.000","581","2000","76","OCD","CCRB","Mail","Brooklyn","Other","Other"
"2018-05-25T00:00:00.000","582","2000","0","CCRB","Precinct","Phone","Brooklyn","Brooklyn North","Report-dispute"
"2018-05-25T00:00:00.000","583","2000","13","OCD","IAB","E-mail","Manhattan","Other","Other"
"2018-05-25T00:00:00.000","584","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","585","2000","0","CCRB","Precinct","In-person","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","586","2000","2","REFERRAL","CCRB","Call Processing System","Brooklyn","Other","Other"
"2018-05-25T00:00:00.000","587","2000","0","OCD","CCRB","Phone","Brooklyn","Other",
"2018-05-25T00:00:00.000","588","2000","1","CCRB","CCRB","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","589","2000","8","OCD","Precinct","Phone","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","591","2000","471","CCRB","Precinct","Phone","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","592","2000","69","OCD","CCRB","In-person","Manhattan","Manhattan South","Report-dispute"
"2018-05-25T00:00:00.000","593","2000","8","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Traffic accident"
"2018-05-25T00:00:00.000","594","2000","22","CCRB","Precinct","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","595","2000","246","OCD","CCRB","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","596","2000","0","CCRB","CCRB","Phone","Bronx","Bronx","Execution of search warrant"
"2018-05-25T00:00:00.000","597","2000","2","REFERRAL","CCRB","On-line website","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","598","2000","19","CCRB","Precinct","In-person","Queens","Queens North",
"2018-05-25T00:00:00.000","599","2000","0","OCD","Precinct","Phone","Manhattan","Manhattan North",
"2018-05-25T00:00:00.000","600","2000","4","CCRB","CCRB","Phone","Manhattan","Brooklyn South",
"2018-05-25T00:00:00.000","601","2000","105","OCD","CCRB","In-person","Bronx","Bronx","C/V at PCT to file complaint of crime"
"2018-05-25T00:00:00.000","602","2000","9","CCRB","Precinct","In-person","Queens","Queens North","Aided case"
"2018-05-25T00:00:00.000","603","2000","2","CCRB","CCRB","Phone","Queens","Queens North",
"2018-05-25T00:00:00.000","604","2000","6","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","605","2000","2","OCD","Other NYPD unit","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","606","2000","26","CCRB","CCRB","Mail","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","607","2000","5","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Report-noise/disturbance"
"2018-05-25T00:00:00.000","608","2000","7","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Report-gun possession/shots fired"
"2018-05-25T00:00:00.000","609","2000","0","OCD","Precinct","Phone","Staten Island","Staten Island","Parking violation"
"2018-05-25T00:00:00.000","610","2000","17","CCRB","IAB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","611","2000","168","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Traffic accident"
"2018-05-25T00:00:00.000","612","2000","3","CCRB","CCRB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","613","2000","144","CCRB","Precinct","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","614","2000","0","OCD","CCRB","Call Processing System","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","615","2000","4","OCD","Precinct","Phone","Brooklyn","Brooklyn South","Report of other crime"
"2018-05-25T00:00:00.000","616","2000","0","OCD","Precinct","In-person","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","617","2000","5","CCRB","IAB","Phone","Manhattan","Manhattan South","Parking violation"
"2018-05-25T00:00:00.000","618","2000","1","OCD","CCRB","Phone","Manhattan","Manhattan North",
"2018-05-25T00:00:00.000","619","2000","0","CCRB","CCRB","Phone","Bronx","Bronx","Report-dispute"
"2018-05-25T00:00:00.000","620","2000","1","OCD","Precinct","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","621","2000","1","OCD","CCRB","Phone","Queens","Queens South","Moving violation"
"2018-05-25T00:00:00.000","622","2000","3","CCRB","CCRB","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","623","2000","10","CCRB","CCRB","In-person","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","624","2000","1","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","625","2000","0","OCD","CCRB","Phone","Staten Island","Staten Island","Report-noise/disturbance"
"2018-05-25T00:00:00.000","626","2000","10","CCRB","IAB","Phone","Queens","Queens North",
"2018-05-25T00:00:00.000","627","2000","1004","OCD","CCRB","Mail","Queens","Queens South",
"2018-05-25T00:00:00.000","628","2000","2","OCD","CCRB","Call Processing System","Manhattan","Other","Moving violation"
"2018-05-25T00:00:00.000","629","2000","10","OCD","CCRB","Phone","Queens","Brooklyn South","Other"
"2018-05-25T00:00:00.000","630","2000","4","CCRB","IAB","Phone","Bronx","Bronx","Execution of arrest/bench warrant"
"2018-05-25T00:00:00.000","631","2000","4","OCD","Precinct","In-person","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","632","2000","16","CCRB","IAB","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","633","2000","13","CCRB","IAB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","634","2000","4","CCRB","CCRB","Phone","Brooklyn","Other","Other"
"2018-05-25T00:00:00.000","635","2000","26","OCD","CCRB","Mail","Manhattan","Other",
"2018-05-25T00:00:00.000","636","2000","0","CCRB","Precinct","Phone","Brooklyn","Brooklyn South","Report-dispute"
"2018-05-25T00:00:00.000","637","2000","74","CCRB","IAB","Mail","Bronx","Bronx",
"2018-05-25T00:00:00.000","638","2000","0","CCRB","CCRB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","639","2000","53","OCD","IAB","Mail","Manhattan","Manhattan North",
"2018-05-25T00:00:00.000","640","2000","184","OCD","CCRB","Mail","Manhattan","Other",
"2018-05-25T00:00:00.000","641","2000","0","OCD","CCRB","Phone","Queens","Other","Parking violation"
"2018-05-25T00:00:00.000","642","2000","4","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","Aided case"
"2018-05-25T00:00:00.000","643","2000","37","OCD","IAB","Phone",,"Brooklyn South",
"2018-05-25T00:00:00.000","644","2000","1","CCRB","CCRB","Call Processing System","Manhattan","Manhattan North","Parking violation"
"2018-05-25T00:00:00.000","645","2000","12","OCD","IAB","Phone","Brooklyn","Brooklyn South","Execution of arrest/bench warrant"
"2018-05-25T00:00:00.000","646","2000","247","OCD","CCRB","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","647","2000","141","OCD","CCRB","Mail","Queens","Queens South","Moving violation"
"2018-05-25T00:00:00.000","648","2000","3","CCRB","Precinct","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","649","2000","5","CCRB","IAB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","650","2000","19","OCD","CCRB","Mail","Manhattan","Manhattan North",
"2018-05-25T00:00:00.000","651","2000","5","OCD","CCRB","Phone","Brooklyn","Brooklyn South","C/V telephoned PCT"
"2018-05-25T00:00:00.000","652","2000","2","CCRB","CCRB","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","653","2000","6","CCRB","IAB","Mail","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","654","2000","0","IAB","Precinct","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","655","2000","4","CCRB","IAB","In-person","Manhattan","Manhattan South","Report-domestic dispute"
"2018-05-25T00:00:00.000","656","2000","406","CCRB","CCRB","Phone","Manhattan","Manhattan North","Report of other crime"
"2018-05-25T00:00:00.000","657","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","658","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","Moving violation"
"2018-05-25T00:00:00.000","659","2000","0","OCD","Precinct","In-person","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","660","2000","2","OCD","CCRB","Call Processing System","Brooklyn","Other","Other"
"2018-05-25T00:00:00.000","661","2000","18","CCRB","IAB","Phone","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","662","2000","18","OCD","IAB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","663","2000","0","CCRB","Precinct","In-person","Brooklyn","Brooklyn South","Moving violation"
"2018-05-25T00:00:00.000","664","2000","73","CCRB","CCRB","Phone","Bronx","Bronx","Execution of search warrant"
"2018-05-25T00:00:00.000","665","2000","0","CCRB","CCRB","Phone","Manhattan","Manhattan South","Parking violation"
"2018-05-25T00:00:00.000","666","2000","13","CCRB","IAB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","667","2000","19","IAB","CCRB","On-line website","Queens","Queens North",
"2018-05-25T00:00:00.000","668","2000","0","OCD","CCRB","Phone","Bronx","Bronx","Traffic accident"
"2018-05-25T00:00:00.000","669","2000","9","CCRB","IAB","Phone","Brooklyn","Brooklyn North","Parking violation"
"2018-05-25T00:00:00.000","670","2000","10","OCD","CCRB","Fax","Bronx","Other","Other"
"2018-05-25T00:00:00.000","671","2000","8","CCRB","Precinct","In-person","Queens","Queens North",
"2018-05-25T00:00:00.000","672","2000","0","OCD","Precinct","In-person","Bronx","Bronx","Moving violation"
"2018-05-25T00:00:00.000","673","2000","8","CCRB","IAB","Phone","Manhattan","Manhattan North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","674","2000","0","OCD","CCRB","Phone","Manhattan","Other",
"2018-05-25T00:00:00.000","675","2000","2","OCD","CCRB","Phone","Brooklyn","Brooklyn North","Report-dispute"
"2018-05-25T00:00:00.000","676","2000","2","CCRB","CCRB","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","677","2000","0","OCD","CCRB","Phone","Queens","Queens North","Parking violation"
"2018-05-25T00:00:00.000","678","2000","7","CCRB","IAB","Phone","Manhattan","Other",
"2018-05-25T00:00:00.000","679","2000","16","OCD","IAB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","680","2000","385","CCRB","CCRB","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","681","2000","21","REFERRAL","Precinct","Phone","Manhattan","Other","Other"
"2018-05-25T00:00:00.000","682","2000","11","CCRB","IAB","Phone","Manhattan","Manhattan North","Execution of search warrant"
"2018-05-25T00:00:00.000","683","2000","81","CCRB","CCRB","In-person","Manhattan","Manhattan South","Execution of arrest/bench warrant"
"2018-05-25T00:00:00.000","684","2000","1","CCRB","Precinct","In-person","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","685","2000","1","CCRB","Precinct","Phone","Queens","Queens North","Execution of search warrant"
"2018-05-25T00:00:00.000","686","2000","1","CCRB","CCRB","Phone","Queens","Queens North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","687","2000","0","OCD","CCRB","Call Processing System","Brooklyn","Brooklyn North","Other violation of VTL"
"2018-05-25T00:00:00.000","688","2000","2","CCRB","Precinct","In-person","Manhattan","Manhattan South","Report of other crime"
"2018-05-25T00:00:00.000","689","2000","0","CCRB","Precinct","In-person","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","690","2000","62","CCRB","CCRB","In-person","Manhattan","Manhattan North","Execution of search warrant"
"2018-05-25T00:00:00.000","691","2000","6","OCD","CCRB","Call Processing System","Staten Island","Staten Island","Other"
"2018-05-25T00:00:00.000","692","2000","595","OCD","Precinct","In-person","Queens","Queens North",
"2018-05-25T00:00:00.000","693","2000","9","OCD","Precinct","Phone","Manhattan","Manhattan North","Report-dispute"
"2018-05-25T00:00:00.000","694","2000","17","CCRB","IAB","Mail","Manhattan","Manhattan South","C/V at PCT to obtain information"
"2018-05-25T00:00:00.000","695","2000","1","OCD","Precinct","In-person","Manhattan","Manhattan North",
"2018-05-25T00:00:00.000","696","2000","143","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","Traffic accident"
"2018-05-25T00:00:00.000","697","2000","6","OCD","CCRB","Phone","Bronx","Bronx","Report-dispute"
"2018-05-25T00:00:00.000","698","2000","62","CCRB","CCRB","Mail","Queens","Queens North","PD auto checkpoint"
"2018-05-25T00:00:00.000","699","2000","7","CCRB","CCRB","Phone","Manhattan","Manhattan South","Execution of search warrant"
"2018-05-25T00:00:00.000","700","2000","31","CCRB","IAB","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","701","2000","0","OCD","Precinct","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","702","2000","45","OCD","CCRB","Mail","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","703","2000","0","OCD","CCRB","Phone","Queens","Queens North","Parking violation"
"2018-05-25T00:00:00.000","704","2000","12","CCRB","Precinct","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","705","2000","5","CCRB","IAB","Mail","Manhattan","Manhattan North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","706","2000","2","CCRB","CCRB","Phone","Queens","Queens North","C/V telephoned PCT"
"2018-05-25T00:00:00.000","707","2000","0","OCD","CCRB","Call Processing System","Brooklyn","Other","Moving violation"
"2018-05-25T00:00:00.000","708","2000","121","CCRB","IAB","Phone","Queens","Queens South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","709","2000","2","OCD","CCRB","Phone","Queens","Queens South","Report-domestic dispute"
"2018-05-25T00:00:00.000","710","2000","1","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","711","2000","0","OCD","Precinct","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","712","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","713","2000","327","CCRB","IAB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","714","2000","12","CCRB","IAB","Phone","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","715","2000","0","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Report-dispute"
"2018-05-25T00:00:00.000","716","2000","4","OCD","Other NYPD unit","In-person","Bronx","Bronx",
"2018-05-25T00:00:00.000","717","2000","23","OCD","CCRB","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","718","2000","2","OCD","CCRB","In-person","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","719","2000","2","OCD","CCRB","Phone","Queens","Queens South","Parking violation"
"2018-05-25T00:00:00.000","720","2000","1","CCRB","CCRB","Phone","Bronx","Bronx","Other violation of VTL"
"2018-05-25T00:00:00.000","721","2000","4","CCRB","CCRB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","722","2000","14","OCD","CCRB","In-person","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","723","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","724","2000","0","OCD","CCRB","Phone","Brooklyn","Other","Other"
"2018-05-25T00:00:00.000","725","2000","29","OCD","CCRB","Phone","Brooklyn","Brooklyn South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","726","2000","0","CCRB","CCRB","Phone","Manhattan","Other","Other"
"2018-05-25T00:00:00.000","727","2000","1","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Report-dispute"
"2018-05-25T00:00:00.000","728","2000","5","CCRB","Precinct","Phone","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","729","2000","20","CCRB","Precinct","Mail","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","730","2000","0","OCD","CCRB","Phone","Manhattan","Other","Report of other crime"
"2018-05-25T00:00:00.000","731","2000","16","CCRB","IAB","Phone",,"Other","Other"
"2018-05-25T00:00:00.000","732","2000","57","OCD","IAB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","733","2000","13","CCRB","IAB","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","734","2000","4","OCD","CCRB","Phone","Manhattan","Other","Other"
"2018-05-25T00:00:00.000","735","2000","11","CCRB","CCRB","Call Processing System","Brooklyn","Brooklyn North","Report-possession/sale of narcotics"
"2018-05-25T00:00:00.000","736","2000","7","OCD","Other NYPD unit","Phone","Manhattan","Manhattan South","Other violation of VTL"
"2018-05-25T00:00:00.000","737","2000","13","CCRB","IAB","Phone","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","738","2000","6","CCRB","IAB","On-line website","Manhattan","Manhattan North","Other violation of VTL"
"2018-05-25T00:00:00.000","739","2000","4","OCD","Precinct","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","740","2000","1","OCD","CCRB","Phone","Queens","Queens North",
"2018-05-25T00:00:00.000","741","2000","0","CCRB","CCRB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","742","2000","2","OCD","CCRB","Call Processing System","Bronx","Other",
"2018-05-25T00:00:00.000","743","2000","0","OCD","Precinct","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","744","2000","4","OCD","Precinct","Phone","Queens","Queens South","Report-noise/disturbance"
"2018-05-25T00:00:00.000","745","2000","6","OCD","CCRB","Phone","Bronx","Other",
"2018-05-25T00:00:00.000","746","2000","8","CCRB","IAB","Phone","Bronx","Bronx","Report-possession/sale of narcotics"
"2018-05-25T00:00:00.000","747","2000","4","OCD","CCRB","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","748","2000","4","OCD","CCRB","Phone","Queens","Queens South","C/V telephoned PCT"
"2018-05-25T00:00:00.000","749","2000","0","CCRB","CCRB","Phone","Queens","Queens South","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","750","2000","4","CCRB","Precinct","In-person","Staten Island","Staten Island","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","751","2000","7","CCRB","IAB","Phone","Queens","Queens North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","752","2000","7","CCRB","IAB","Mail","Bronx","Bronx","Report-dispute"
"2018-05-25T00:00:00.000","753","2000","9","CCRB","CCRB","Call Processing System","Manhattan","Manhattan South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","754","2000","29","OCD","IAB","Phone","Manhattan","Manhattan South",
