"open_data_crash_id","crash_date","crash_time","crash_police_precinct","crash_borough","total_non_severe_injuries","total_severe_injuries","total_fatalities","latitude","longitude","on_street","cross_street","address","highway_reference_marker","zipcode","similar_fatalities_severe","similar_fatalities_all","community_board","council_district","bin","bbl","census_tract_2020_","neighborhood_tabulation_area_nta_2020_"
"4498754","2022-01-28T00:00:00.000","09:56","32","Manhattan","1","1","0","40.8196370","-73.9343200","HARLEM RIVER DRIVE",,,"907PX4M11014",,"0","0",,,,,,
"4499153","2022-01-28T00:00:00.000","14:37","30","Manhattan","0","1","0","40.8341700","-73.9483700","RIVERSIDE DRIVE",,,,,"0","2",,,,,,
"4498873","2022-01-28T00:00:00.000","17:38","20","Manhattan","1","1","0","40.7758260","-73.9912640","HENRY HUDSON PARKWAY",,,"9AX4M11066",,"0","1",,,,,,
"4499815","2022-01-28T00:00:00.000","19:41","1","Manhattan","0","1","0","40.7256740","-74.0057800","VARICK STREET","SPRING STREET",,,,"0","0",,,,,,
"4498112","2022-01-28T00:00:00.000","23:42","17","Manhattan","0","1","0","40.7571220","-73.9719200","EAST 51 STREET","LEXINGTON AVENUE",,,,"0","1",,,,,,
"4499605","2022-02-01T00:00:00.000","13:00","6","Manhattan","0","1","0","40.7372300","-74.0006560","7 AVENUE",,,,,"0","0",,,,,,
,,,,,,,,,,,,,,,,,"316","41","3042513","3015650026","301","BK1601"
"4499545","2022-02-01T00:00:00.000","18:36","18","Manhattan","0","1","0","40.7690050","-73.9923550","WEST 55 STREET","11 AVENUE",,,,"0","0",,,,,,
"4502288","2022-02-02T00:00:00.000","19:20","28","Manhattan","0","1","0","40.8108400","-73.9506800","WEST 126 STREET",,,,,"0","0",,,,,,
"4501265","2022-02-02T00:00:00.000","20:35","25","Manhattan","0","1","0","40.7960050","-73.9354200","EAST 116 STREET","1 AVENUE",,,,"0","2",,,,,,
"4499618","2022-02-03T00:00:00.000","01:25","32","Manhattan","0","1","0","40.8122000","-73.9422600","LENOX AVENUE","WEST 132 STREET",,,,"0","2",,,,,,
"4500874","2022-02-04T00:00:00.000","05:40","9","Manhattan","0","1","0","40.7232780","-73.9825300","EAST 4 STREET","AVENUE B",,,,"0","1",,,,,,
"4500361","2022-02-04T00:00:00.000","15:30","14","Manhattan","0","1","0","40.7579080","-73.9893000","8 AVENUE","WEST 43 STREET",,,,"0","0",,,,,,
"4500413","2022-02-04T00:00:00.000","18:49","18","Manhattan","0","1","0","40.7580600","-73.9799800",,,"42         WEST 48 STREET",,,"0","0","105","4","1034497","1012630059","96","MN0502"
"4500805","2022-02-04T00:00:00.000","19:50","20","Manhattan","0","2","0","40.7717800","-73.9792000","WEST 65 STREET","CENTRAL PARK WEST",,,,"0","2",,,,,,
"4500434","2022-02-05T00:00:00.000","00:42","34","Manhattan","0","1","0","40.8670120","-73.9231200","BROADWAY","WEST 204 STREET",,,,"0","1",,,,,,
"4499935","2022-02-05T00:00:00.000","01:16","24","Manhattan","0","1","0","40.7933300","-73.9796400","HENRY HUDSON PARKWAY",,,"907VX4M12079",,"0","1",,,,,,
"4501928","2022-02-05T00:00:00.000","14:15","18","Manhattan","0","1","0",,,,,"123 EAST   58 STREET",,,"0","0","105","4","1037165","1013130005","11203","MN0604"
"4500439","2022-02-05T00:00:00.000","18:30","34","Manhattan","0","1","0","40.8549770","-73.9277900","WEST 191 STREET","AUDUBON AVENUE",,,,"0","0",,,,,,
"4502438","2022-02-08T00:00:00.000","14:00","19","Manhattan","0","1","0","40.7826300","-73.9512000","EAST 92 STREET","3 AVENUE",,,,"0","0",,,,,,
"4501734","2022-02-09T00:00:00.000","14:15","18","Manhattan","0","1","0","40.7694930","-73.9894900",,,"524        WEST 57 STREET",,,"0","0","104","6","1027069","1010850041","13502","MN0402"
"4501559","2022-02-09T00:00:00.000","15:09","19","Manhattan","0","1","0","40.7678030","-73.9560100","EAST 72 STREET","1 AVENUE",,,,"0","1",,,,,,
"4507531","2022-02-10T00:00:00.000","23:14","20","Manhattan","0","1","0","40.7781640","-73.9745400","CENTRAL PARK WEST","WEST 75 STREET",,,,"0","0",,,,,,
"4502824","2022-02-13T00:00:00.000","17:18","19","Manhattan","1","1","0","40.7687950","-73.9583740","EAST 72 STREET",,,,,"0","1",,,,,,
"4504370","2022-02-13T00:00:00.000","23:30","19","Manhattan","1","1","0","40.7746100","-73.9480900","EAST 84 STREET",,,,,"0","0",,,,,,
"4502525","2022-02-14T00:00:00.000","02:40","7","Manhattan","1","2","0","40.7166400","-73.9756100","FDR DRIVE",,,"907LX4M12028",,"0","3",,,,,,
"4504653","2022-02-14T00:00:00.000","16:00","20","Manhattan","0","1","0","40.7717800","-73.9792000","WEST 65 STREET","CENTRAL PARK WEST",,,,"0","0",,,,,,
"4503164","2022-02-14T00:00:00.000","20:30","6","Manhattan","0","1","0","40.7348750","-73.9944300",,,"55         5 AVENUE",,,"0","0","102","2","1009373","1005707501","61","MN0202"
"4503193","2022-02-15T00:00:00.000","18:31","9","Manhattan","2","1","0","40.7295270","-73.9838800",,,"184        1 AVENUE",,,"0","0","103","2","1005966","1004390002","34","MN0303"
"4506293","2022-02-17T00:00:00.000","21:08","5","Manhattan","0","1","0",,,"BAXTER STREET","WALKER STREET",,,,"0","0",,,,,,
"4503966","2022-02-18T00:00:00.000","14:45","1","Manhattan","1","1","0","40.7041600","-74.0167800","FDR DRIVE",,,"907LX4M11002",,"0","0",,,,,,
"4505309","2022-02-18T00:00:00.000","21:35","5","Manhattan","0","1","0",,,"MANHATTAN BR UPPER",,,,,"0","0",,,,,,
"4504283","2022-02-19T00:00:00.000","12:00","24","Manhattan","0","1","0","40.7883570","-73.9745300","WEST 87 STREET","AMSTERDAM AVENUE",,,,"0","0",,,,,,
"4504056","2022-02-19T00:00:00.000","14:07","18","Manhattan","0","2","0","40.7609300","-73.9691400","EAST 57 STREET","LEXINGTON AVENUE",,,,"0","3",,,,,,
"4504700","2022-02-19T00:00:00.000","20:50","9","Manhattan","0","1","0","40.7246930","-73.9941900","EAST HOUSTON STREET","MOTT STREET",,,,"0","1",,,,,,
"4504298","2022-02-20T00:00:00.000","22:14","24","Manhattan","0","1","0","40.7889600","-73.9759500","BROADWAY",,,,,"0","0",,,,,,
"4504964","2022-02-22T00:00:00.000","05:00","25","Manhattan","0","1","0","40.8120730","-73.9360400","EAST 135 STREET","MADISON AVENUE",,,,"0","6",,,,,,
"4504873","2022-02-22T00:00:00.000","11:11","14","Manhattan","0","1","0","40.7573400","-73.9860200","7 AVENUE","WEST 44 STREET",,,,"1","3",,,,,,
"4507078","2022-02-23T00:00:00.000","21:30","17","Manhattan","0","1","0","40.7432060","-73.9799650","EAST 30 STREET","3 AVENUE",,,,"0","0",,,,,,
"4506835","2022-02-24T00:00:00.000","22:35","20","Manhattan","0","1","0","40.7838440","-73.9799960","WEST 79 STREET","BROADWAY",,,,"1","2",,,,,,
"4510253","2022-02-26T00:00:00.000","15:00","18","Manhattan","0","1","0","40.7620620","-73.9836350","BROADWAY",,,,,"0","0",,,,,,
"4506419","2022-02-28T00:00:00.000","01:44","34","Manhattan","0","0","3","40.8506100","-73.9443700","HENRY HUDSON PARKWAY",,,"907VX4M12124",,"0","0",,,,,,
"4506356","2022-02-28T00:00:00.000","07:54","25","Manhattan","0","1","0","40.8043750","-73.9374200","EAST 125 STREET","LEXINGTON AVENUE",,,,"1","4",,,,,,
"4506525","2022-03-01T00:00:00.000","09:55","18","Manhattan","0","1","0","40.7641680","-73.9847400","WEST 53 STREET","8 AVENUE",,,,"0","0",,,,,,
"4506684","2022-03-01T00:00:00.000","12:49","19","Manhattan","0","1","0","40.7647860","-73.9684400","PARK AVENUE","EAST 62 STREET",,,,"0","0",,,,,,
"4506853","2022-03-01T00:00:00.000","21:02","7","Manhattan","0","1","0","40.7216600","-73.9865900",,,"166        ESSEX STREET",,,"0","0","103","1","1004325","1003550001","3001","MN0302"
"4507047","2022-03-02T00:00:00.000","09:16","13","Manhattan","0","1","0",,,,,"48         WEST 21 STREET",,,"0","0","105","3","1015510","1008220067","54","MN0501"
"4508399","2022-03-02T00:00:00.000","13:15","1","Manhattan","0","1","0","40.7233050","-74.0029900","WATTS STREET","WEST BROADWAY",,,,"0","0",,,,,,
"4507536","2022-03-04T00:00:00.000","04:36","19","Manhattan","0","1","2","40.7665440","-73.9510200","FDR DRIVE","EAST 74 STREET",,,,"0","0",,,,,,
"4508153","2022-03-04T00:00:00.000","14:20","19","Manhattan","0","1","0","40.7820050","-73.9516700","EAST 91 STREET","3 AVENUE",,,,"0","0",,,,,,
"4508096","2022-03-04T00:00:00.000","20:00","9","Manhattan","0","1","0","40.7248840","-73.9782640",,,"130        AVENUE C",,,"0","0","103","2","1075834","1003780001","2602","MN0303"
"4509814","2022-03-04T00:00:00.000","23:58","19","Manhattan","0","1","0","40.7810750","-73.9523600",,,"1594       3 AVENUE",,,"0","0","108","5","1048123","1015180036","14802","MN0802"
"4507539","2022-03-05T00:00:00.000","00:12","25","Manhattan","0","0","2",,,"HARLEM RIVER DRIVE",,,,,"0","0",,,,,,
"4509937","2022-03-05T00:00:00.000","21:03","20","Manhattan","0","1","0","40.7713930","-73.9821600","WEST 63 STREET","BROADWAY",,,,"0","0",,,,,,
"4516834","2022-03-06T00:00:00.000","00:15","26","Manhattan","0","1","0","40.8121380","-73.9663600","HENRY HUDSON PARKWAY",,,"907VX4M12094",,"0","0",,,,,,
"4508303","2022-03-06T00:00:00.000","01:25","28","Manhattan","0","1","0","40.8079600","-73.9490800",,,"2070       7 AVENUE",,,"0","0","110","9","1088475","1019290029","222","MN1001"
"4510365","2022-03-06T00:00:00.000","22:05","5","Manhattan","0","1","0",,,"MADISON STREET","MARKET STREET",,,,"1","1",,,,,,
"4509583","2022-03-09T00:00:00.000","07:45","10","Manhattan","0","1","0","40.7482100","-74.0074900","11 AVENUE","WEST 22 STREET",,,,"0","0",,,,,,
"4509085","2022-03-10T00:00:00.000","12:25","33","Manhattan","0","1","0","40.8416800","-73.9375000","AUDUBON AVENUE","WEST 170 STREET",,,,"0","0",,,,,,
"4510075","2022-03-10T00:00:00.000","18:25","34","Manhattan","1","1","0","40.8622470","-73.9229200",,,"195        NAGLE AVENUE",,,"0","0","112","10","1080029","1022160001","299","MN1203"
"4510023","2022-03-11T00:00:00.000","18:32","32","Manhattan","0","1","0","40.8278770","-73.9382400","8 AVENUE",,,,,"0","0",,,,,,
"4510304","2022-03-13T00:00:00.000","07:31","28","Manhattan","0","2","0","40.8047180","-73.9455640",,,"13         MOUNT MORRIS PARK WEST",,,"0","0","111","9","1000000","1017190001","198","MN1102"
"4510603","2022-03-15T00:00:00.000","01:30","13","Manhattan","0","1","0",,,"EAST 20 STREET","20 OVAL STREET",,,,"0","0",,,,,,
"4510774","2022-03-15T00:00:00.000","13:38","34","Manhattan","0","1","0","40.8663330","-73.9250100","BROADWAY","ACADEMY STREET",,,,"0","0",,,,,,
"4510969","2022-03-15T00:00:00.000","19:00","25","Manhattan","0","1","0","40.7996000","-73.9388100",,,"2172       3 AVENUE",,,"0","0","111","8","1081471","1017670033","182","MN1102"
"4511309","2022-03-16T00:00:00.000","16:57","30","Manhattan","0","1","0","40.8264270","-73.9504550","WEST 145 STREET","BROADWAY",,,,"0","4",,,,,,
"4511087","2022-03-16T00:00:00.000","20:20","32","Manhattan","0","1","0","40.8090700","-73.9445500","LENOX AVENUE",,,,,"0","0",,,,,,
"4511279","2022-03-18T00:00:00.000","04:40","18","Manhattan","0","1","0","40.7603530","-73.9912400","WEST 45 STREET","9 AVENUE",,,,"0","2",,,,,,
"4512235","2022-03-18T00:00:00.000","19:00","28","Manhattan","0","1","0","40.8008840","-73.9525150",,,"60         SAINT NICHOLAS AVENUE",,,"0","0","110","9","1055008","1018230018","216","MN1001"
"4512116","2022-03-19T00:00:00.000","00:10","1","Manhattan","0","1","0","40.7267460","-74.0089800","GREENWICH STREET","VANDAM STREET",,,,"0","0",,,,,,
"4511585","2022-03-19T00:00:00.000","07:00","19","Manhattan","0","2","0","40.7723270","-73.9453100","FDR DRIVE",,,"907LX4M12071",,"1","7",,,,,,
"4514113","2022-03-21T00:00:00.000","08:54","6","Manhattan","0","1","0","40.7333900","-74.0042800","BLEECKER STREET",,,,,"0","0",,,,,,
"4513032","2022-03-21T00:00:00.000","15:19","10","Manhattan","0","1","0","40.7490540","-73.9957600","WEST 29 STREET","8 AVENUE",,,,"0","0",,,,,,
"4514234","2022-03-21T00:00:00.000","19:13","6","Manhattan","0","1","0","40.7314070","-73.9969800","WASHINGTON SQUARE NORTH",,,,,"0","0",,,,,,
"4513096","2022-03-22T00:00:00.000","13:38","17","Manhattan","0","1","0","40.7580070","-73.9662500","2 AVENUE","EAST 55 STREET",,,,"0","1",,,,,,
"4513094","2022-03-22T00:00:00.000","23:16","17","Manhattan","0","1","0","40.7476270","-73.9767460","EAST 37 STREET","3 AVENUE",,,,"0","1",,,,,,
"4512712","2022-03-22T00:00:00.000","23:16","9","Manhattan","0","1","0","40.7224700","-73.9871440","EAST HOUSTON STREET","EAST 1 STREET",,,,"0","1",,,,,,
"4513559","2022-03-23T00:00:00.000","10:30","33","Manhattan","0","1","0","40.8483920","-73.9376750","WEST 178 STREET","BROADWAY",,,,"0","2",,,,,,
"4513088","2022-03-24T00:00:00.000","10:26","5","Manhattan","0","1","0","40.7165400","-73.9969940","CANAL STREET",,,,,"0","1",,,,,,
"4513309","2022-03-24T00:00:00.000","14:00","24","Manhattan","0","1","0","40.7933300","-73.9686400",,,"65         WEST 96 STREET",,,"0","0","107","7","1055254","1018327502","181","MN0702"
"4513739","2022-03-26T00:00:00.000","02:10","14","Manhattan","0","1","0","40.7547070","-73.9916400","WEST 38 STREET","8 AVENUE",,,,"1","2",,,,,,
"4513914","2022-03-26T00:00:00.000","03:00","34","Manhattan","1","1","0","40.8635700","-73.9260200","SHERMAN AVENUE",,,,,"2","13",,,,,,
"4515054","2022-03-26T00:00:00.000","05:50","28","Manhattan","0","1","0","40.8058700","-73.9528100","SAINT NICHOLAS AVENUE","WEST 119 STREET",,,,"0","0",,,,,,
"4513898","2022-03-26T00:00:00.000","23:23","23","Manhattan","0","1","0","40.7934720","-73.9372600","1 AVENUE",,,,,"0","0",,,,,,
"4514342","2022-03-28T00:00:00.000","08:25","32","Manhattan","1","1","1","40.8204350","-73.9362300","WEST 145 STREET","LENOX AVENUE",,,,"0","2",,,,,,
"4516724","2022-03-28T00:00:00.000","18:00","23","Manhattan","0","1","0","40.7942800","-73.9490200","EAST 107 STREET","MADISON AVENUE",,,,"1","1",,,,,,
"4514828","2022-03-29T00:00:00.000","13:26","14","Manhattan","0","1","0","40.7562070","-73.9913600",,,"310        WEST 40 STREET",,,"0","0","104","3","1090719","1007630047","115","MN0402"
"4516087","2022-03-30T00:00:00.000","07:50","5","Manhattan","0","1","0","40.7227200","-73.9941560","ELIZABETH STREET","PRINCE STREET",,,,"0","0",,,,,,
"4514840","2022-03-30T00:00:00.000","13:40","19","Manhattan","0","1","0","40.7778740","-73.9517500","2 AVENUE","EAST 86 STREET",,,,"0","3",,,,,,
"4491215","2022-01-01T00:00:00.000","00:32","101","Queens","0","1","0","40.5958020","-73.7646560","SEAGIRT BOULEVARD","BEACH 32 STREET",,,,"0","0",,,,,,
"4491330","2022-01-01T00:00:00.000","05:18","100","Queens","1","1","0","40.6148720","-73.8216500","CROSS BAY BOULEVARD",,,,,"1","3",,,,,,
"4491200","2022-01-01T00:00:00.000","06:00","108","Queens","2","1","0",,,"BROOKLYN QUEENS EXPRESSWAY E/B","58 STREET",,,,"0","0",,,,,,
"4491218","2022-01-01T00:00:00.000","07:10","102","Queens","2","1","0","40.7072940","-73.8506400","JACKIE ROBINSON PKWY",,,"908BX5M24032",,"0","0",,,,,,
"4491742","2022-01-03T00:00:00.000","17:25","111","Queens","0","1","0",,,"G.C.P. / C.I.P. (CDR)",,,"907MX5C14D04",,"0","0",,,,,,
"4492611","2022-01-03T00:00:00.000","18:30","114","Queens","0","1","0","40.7688870","-73.9069100","ASTORIA BOULEVARD",,,,,"0","7",,,,,,
"4492418","2022-01-04T00:00:00.000","20:30","113","Queens","0","1","0","40.6825680","-73.7926600","116 AVENUE","SUTPHIN BOULEVARD",,,,"0","1",,,,,,
"4492775","2022-01-07T00:00:00.000","16:41","108","Queens","0","1","0","40.7412800","-73.9025700","63 STREET","QUEENS BOULEVARD",,,,"7","16",,,,,,
"4492845","2022-01-08T00:00:00.000","04:11","113","Queens","3","2","1",,,"GUY R BREWER BLVD","PHROANE AVE",,,,"0","0",,,,,,
"4493692","2022-01-09T00:00:00.000","18:51","113","Queens","0","1","0","40.6765480","-73.7683800","133 AVENUE","BEDELL STREET",,,,"0","0",,,,,,
,,,,,,,,,,,,,,,,,"109","7","1077383","1020680074","23501","MN0903"
"4493751","2022-01-11T00:00:00.000","12:00","111","Queens","4","1","0","40.7561900","-73.7464140","CROSS ISLAND PARKWAY",,,"907AX5M21137",,"0","4",,,,,,
"4494120","2022-01-13T00:00:00.000","00:01","106","Queens","0","1","0","40.6804600","-73.8430900","96 STREET","ROCKAWAY BOULEVARD",,,,"0","0",,,,,,
"4494284","2022-01-13T00:00:00.000","10:20","106","Queens","1","1","0","40.6678920","-73.8420400","CROSS BAY BOULEVARD","153 AVENUE",,,,"0","1",,,,,,
"4494524","2022-01-13T00:00:00.000","19:45","104","Queens","0","0","1",,,"METROPOLITAN AVENUE","RENTAR PLAZA",,,,"0","0",,,,,,
"4494518","2022-01-14T00:00:00.000","06:35","105","Queens","0","1","0","40.7047120","-73.7274250","CROSS ISLAND PARKWAY",,,"907AX5M22095",,"0","0",,,,,,
"4494694","2022-01-14T00:00:00.000","07:00","114","Queens","0","1","0","40.7584400","-73.9381600",,,"37-07      21 STREET",,,"0","0","401","26","4615979","4003640012","3302","QN0105"
"4495060","2022-01-14T00:00:00.000","22:20","103","Queens","0","1","0","40.7210600","-73.7594500","FRANCIS LEWIS BOULEVARD","HILLSIDE AVENUE",,,,"0","1",,,,,,
"4495511","2022-01-15T00:00:00.000","11:33","109","Queens","0","1","0","40.7543750","-73.8234000","KISSENA BOULEVARD","BEECH AVENUE",,,,"0","0",,,,,,
"4494963","2022-01-15T00:00:00.000","18:49","108","Queens","1","0","1",,,"BROOKLYN QUEENS EXPRESSWAY",,,,,"0","0",,,,,,
"4495493","2022-01-15T00:00:00.000","19:45","115","Queens","0","1","0","40.7531430","-73.8906200","76 STREET",,,,,"0","0",,,,,,
"4495826","2022-01-18T00:00:00.000","15:38","115","Queens","0","2","0","40.7566830","-73.8579300","34 AVENUE","111 STREET",,,,"0","0",,,,,,
"4496620","2022-01-19T00:00:00.000","20:56","114","Queens","0","1","0","40.7536770","-73.9144740","NORTHERN BOULEVARD","48 STREET",,,,"0","0",,,,,,
"4499529","2022-01-20T00:00:00.000","07:30","107","Queens","0","1","0","40.7190600","-73.8121260","150 STREET","UNION TURNPIKE",,,,"1","1",,,,,,
"4496198","2022-01-20T00:00:00.000","14:38","106","Queens","0","1","0","40.6761320","-73.8192400","ROCKAWAY BOULEVARD","LEFFERTS BOULEVARD",,,,"0","2",,,,,,
"4496199","2022-01-21T00:00:00.000","00:34","110","Queens","0","1","0","40.7414470","-73.8460300","GRAND CENTRAL PKWY",,,"907MX5M13059",,"0","0",,,,,,
"4497920","2022-01-22T00:00:00.000","23:15","105","Queens","0","1","0","40.7194500","-73.7391050","94 ROAD","217 STREET",,,,"0","0",,,,,,
"4496836","2022-01-23T00:00:00.000","19:00","109","Queens","0","1","0","40.7639400","-73.8281560","NORTHERN BOULEVARD","UNION STREET",,,,"2","4",,,,,,
"4497543","2022-01-23T00:00:00.000","22:48","110","Queens","0","0","1","40.7494700","-73.8505600","GRAND CENTRAL PKWY",,,"907MX5M13053",,"0","0",,,,,,
"4497882","2022-01-23T00:00:00.000","23:29","114","Queens","1","0","1","40.7706030","-73.9176560","GRAND CENTRAL PKWY",,,"278IX5M34048",,"0","0",,,,,,
"4497550","2022-01-24T00:00:00.000","10:28","111","Queens","0","0","1","40.7587850","-73.7904700",,,"42-32      191 STREET",,,"0","0","411","19","4121050","4053660011","1175","QN0704"
"4505388","2022-01-24T00:00:00.000","14:00","115","Queens","1","1","0","40.7556570","-73.8844450","NORTHERN BOULEVARD","83 STREET",,,,"0","1",,,,,,
"4502060","2022-01-24T00:00:00.000","22:00","114","Queens","0","1","0","40.7563000","-73.9200700","41 STREET","34 AVENUE",,,,"0","0",,,,,,
"4498109","2022-01-25T00:00:00.000","00:05","112","Queens","4","1","1","40.7165570","-73.8286900","GRAND CENTRAL PKWY",,,"907MX5M13079",,"0","0",,,,,,
"4497798","2022-01-27T00:00:00.000","08:37","111","Queens","0","1","0","40.7604900","-73.7675250","NORTHERN BOULEVARD","215 STREET",,,,"0","0",,,,,,
"4497932","2022-01-27T00:00:00.000","21:16","111","Queens","0","1","0","40.7554800","-73.7417300","LONG ISLAND EXPRESSWAY",,,"495IX5M14125",,"0","5",,,,,,
"4498387","2022-01-28T00:00:00.000","00:42","110","Queens","0","1","0",,,"ROOSEVELT AVENUE","SUBWAY QUEENS YARD",,,,"0","0",,,,,,
"4498000","2022-01-28T00:00:00.000","08:00","114","Queens","0","1","0","40.7509770","-73.9347460","NORTHERN BOULEVARD",,,,,"0","1",,,,,,
"4499295","2022-02-01T00:00:00.000","21:01","113","Queens","1","1","0","40.6684460","-73.7719300","BREWER BOULEVARD","144 ROAD",,,,"0","0",,,,,,
"4499374","2022-02-02T00:00:00.000","09:59","108","Queens","0","1","0","40.7496070","-73.8968700","BROOKLYN QUEENS EXPRESSWAY",,,"278IX5M34027",,"0","0",,,,,,
"4501622","2022-02-03T00:00:00.000","16:55","103","Queens","0","1","0","40.7039870","-73.7985500","JAMAICA AVENUE","161 STREET",,,,"0","0",,,,,,
"4500066","2022-02-05T00:00:00.000","11:48","107","Queens","0","1","0","40.7162100","-73.8268200","GRAND CENTRAL PKWY",,,"907MX5M13080",,"0","0",,,,,,
"4500091","2022-02-05T00:00:00.000","16:15","105","Queens","0","1","0","40.6655580","-73.7298500","SUNRISE HIGHWAY","HOOK CREEK BOULEVARD",,,,"0","22",,,,,,
"4500733","2022-02-06T00:00:00.000","21:50","115","Queens","0","1","0","40.7486760","-73.8945500","37 AVENUE","71 STREET",,,,"0","0",,,,,,
"4501278","2022-02-08T00:00:00.000","15:21","104","Queens","0","1","0","40.7298130","-73.8892750","73 PLACE","GRAND AVENUE",,,,"0","0",,,,,,
"4501266","2022-02-08T00:00:00.000","18:57","105","Queens","1","1","0","40.6618920","-73.7757100","ROCKAWAY BOULEVARD","145 DRIVE",,,,"0","0",,,,,,
"4501630","2022-02-09T00:00:00.000","16:13","101","Queens","1","1","1","40.6063800","-73.7547150","BEACH CHANNEL DRIVE",,,,,"0","0",,,,,,
"4502260","2022-02-12T00:00:00.000","18:36","104","Queens","0","1","0","40.6941070","-73.8973700","CYPRESS AVENUE","COOPER AVENUE",,,,"0","4",,,,,,
"4503791","2022-02-13T00:00:00.000","20:20","103","Queens","0","1","0",,,"WOODHULL AVENUE",,,,,"0","0",,,,,,
"4502992","2022-02-14T00:00:00.000","03:52","112","Queens","1","1","0","40.7170200","-73.8305050","GRAND CENTRAL PKWY",,,"907MX5M13078",,"0","14",,,,,,
"4503747","2022-02-14T00:00:00.000","23:10","113","Queens","0","1","0","40.6916660","-73.7623900","LINDEN BOULEVARD","FARMERS BOULEVARD",,,,"0","0",,,,,,
"4503725","2022-02-16T00:00:00.000","14:12","114","Queens","0","1","0","40.7536100","-73.9039300","NORTHERN BOULEVARD","57 STREET",,,,"0","0",,,,,,
"4504672","2022-02-16T00:00:00.000","15:22","114","Queens","0","1","0","40.7654800","-73.9137040","STEINWAY STREET","28 AVENUE",,,,"0","1",,,,,,
"4504755","2022-02-17T00:00:00.000","16:50","115","Queens","0","0","1",,,"NORTHERN BOULEVARD",,,,,"0","0",,,,,,
"4504249","2022-02-17T00:00:00.000","18:30","115","Queens","0","1","0","40.7533700","-73.8530200","39 AVENUE","114 STREET",,,,"0","0",,,,,,
"4503626","2022-02-17T00:00:00.000","19:40","111","Queens","0","0","1","40.7623860","-73.7429350","DOUGLASTON PARKWAY","RUSHMORE AVENUE",,,,"0","0",,,,,,
"4504254","2022-02-19T00:00:00.000","19:30","109","Queens","0","1","0","40.7545100","-73.8271560","FRANKLIN AVENUE","COLDEN STREET",,,,"0","1",,,,,,
"4504202","2022-02-20T00:00:00.000","13:33","105","Queens","0","1","0","40.7483100","-73.7095400","263 STREET","UNION TURNPIKE",,,,"0","6",,,,,,
"4504806","2022-02-21T00:00:00.000","15:13","104","Queens","2","1","1","40.7107770","-73.8650200","COOPER AVENUE","88 STREET",,,,"0","0",,,,,,
"4504661","2022-02-21T00:00:00.000","19:00","113","Queens","0","1","0","40.6685100","-73.7662600","FARMERS BOULEVARD","144 AVENUE",,,,"0","1",,,,,,
"4504889","2022-02-22T00:00:00.000","13:21","110","Queens","0","1","0","40.7406700","-73.8688350",,,"94-15      51 AVENUE",,,"0","0","404","25","4046629","4018840039","459","QN0401"
"4505331","2022-02-24T00:00:00.000","09:50","107","Queens","0","0","1","40.7301940","-73.7775800","UNION TURNPIKE","193 STREET",,,,"0","0",,,,,,
"4505687","2022-02-24T00:00:00.000","23:11","110","Queens","0","0","1","40.7476540","-73.8707200","40 DRIVE",,,,,"0","0",,,,,,
"4506087","2022-02-26T00:00:00.000","02:33","102","Queens","1","1","1","40.6890030","-73.8293460","101 AVENUE","115 STREET",,,,"0","0",,,,,,
"4505590","2022-02-26T00:00:00.000","02:35","107","Queens","0","1","0","40.7188150","-73.7932740","GRAND CENTRAL PKWY",,,"907MX5M13098",,"0","0",,,,,,
"4506273","2022-02-27T00:00:00.000","08:00","113","Queens","0","1","0",,,"VAN WYCK SERVICE ROAD","LINDEN BOULEVARD",,,,"0","0",,,,,,
"4506121","2022-02-27T00:00:00.000","18:40","106","Queens","0","1","0","40.6794000","-73.8586000","LIBERTY AVENUE","79 STREET",,,,"0","0",,,,,,
"4506378","2022-02-27T00:00:00.000","22:25","105","Queens","2","1","0","40.7112200","-73.7282700","CROSS ISLAND PARKWAY","HEMPSTEAD AVENUE",,,,"0","1",,,,,,
"4506423","2022-02-28T00:00:00.000","07:45","106","Queens","0","1","0","40.6778000","-73.8238450","LINDEN BOULEVARD","115 STREET",,,,"0","0",,,,,,
"4506708","2022-03-01T00:00:00.000","06:52","110","Queens","0","1","0","40.7402570","-73.8653200","CHRISTIE AVENUE","97 STREET",,,,"0","0",,,,,,
"4507857","2022-03-02T00:00:00.000","00:13","112","Queens","0","1","0","40.7312160","-73.8696000",,,"60-38      BOOTH STREET",,,"0","0","406","30","4072183","4030880020","687","QN0601"
"4506824","2022-03-02T00:00:00.000","09:58","109","Queens","0","1","0","40.7682080","-73.8405760",,,"31-25      COLLEGE POINT BOULEVARD",,,"0","0",,,,,,
"4507896","2022-03-05T00:00:00.000","03:50","106","Queens","0","1","0","40.6839600","-73.8247200",,,"117-18     107 AVENUE",,,"0","0","410","28","4205346","4095970009","106","QN1001"
"4509656","2022-03-06T00:00:00.000","00:21","104","Queens","0","1","0","40.6964070","-73.8863750",,,"80-12      CYPRESS HILLS STREET",,,"0","1","405","32","4091245","4037320203","561","QN0574"
"4510013","2022-03-06T00:00:00.000","19:45","113","Queens","0","1","0","40.6915800","-73.7931900","157 STREET","110 AVENUE",,,,"0","0",,,,,,
"4508266","2022-03-06T00:00:00.000","21:05","115","Queens","0","2","0","40.7515450","-73.8708500","JUNCTION BOULEVARD","37 AVENUE",,,,"0","0",,,,,,
