"inspection_type","job_ticket_or_work_order_id","job_id","job_progress","bbl","boro_code","block","lot","house_number","street_name","zip_code","x_coord","y_coord","latitude","longitude","borough","inspection_date","result","approved_date","location","community_board","council_district","census_tract","bin","nta"
"Initial","12620034","PC6457657","1","1015117502","1","01511","7502","167","EAST 82 STREET","10028","996344","222245","40.776590401909","-73.956701407097","Manhattan","2019-06-05T15:33:23.000","Passed","2019-06-07T09:52:02.000","
,  
(40.776590401909, -73.956701407097)","8","4","140","1088732","Upper East Side-Carnegie Hill"
"Initial","13555921","PC8021929","1","3029160014","3","02916","0017","834","METROPOLITAN AVENUE","11211",,,"40.714666894997","-73.940689498241","Brooklyn","2023-01-10T09:15:03.000","Passed","2023-01-12T14:47:29.000","
,  
(40.714666894997, -73.940689498241)","1","34","481","3070336","East Williamsburg"
"BAIT","2473828","PC6622161","5","2045110056","2","04511","0056","2713","WALLACE AVENUE","10467","1021740","254793","40.86593684573","-73.864455122008","Bronx","2013-03-20T12:12:20.000","Bait applied","2013-03-21T08:05:32.000","
,  
(40.86593684573, -73.864455122008)","11","13","33801","2053694","Allerton"
"Compliance","12846837","PC6664289","2","2028770166","2","02877","0166","1590","UNDERCLIFF AVENUE","10453","1005712","248304","40.848487462852","-73.922471707209","Bronx","2013-04-24T11:45:17.000","Rat Activity","2013-04-29T10:04:14.000","
,  
(40.848487462852, -73.922471707209)","5","16","20501","2092064","University Heights (South)-Morris Heights"
"BAIT","2628948","PC6846998","10","2027980017","2","02798","0017","1758","MONROE AVENUE","10457","1010176","247437","40.846013575026","-73.906531450319","Bronx","2017-07-21T11:07:25.000","Bait applied","2017-07-24T11:46:42.000","
,  
(40.846013575026, -73.906531450319)","5","14","22901","2117771","Mount Hope"
"BAIT","2542058","PC6773791","3","2025050011","2","02505","0011","1088","ANDERSON AVENUE","10452","1004933","243259","40.834477566672","-73.925473076229","Bronx","2015-08-31T09:25:36.000","Bait applied","2015-09-02T10:50:54.000","
,  
(40.834477566672, -73.925473076229)","4","16","193","2003057","Highbridge"
"BAIT","2847071","PC7879595","1","2029580088","2","02958","0088","1821","TRAFALGAR PLACE","10460",,,"40.840048307774","-73.887128624494","Bronx","2022-06-06T12:05:00.000","Bait applied","2022-06-08T08:10:01.000","
,  
(40.840048307774, -73.887128624494)","6","17","367","2010139","Tremont"
"Initial","12389314","PC6414346","1","1009400017","1","00940","0017","327","EAST 34 STREET","10016","991304","210527","40.744336659586","-73.974817316797","Manhattan","2018-01-17T14:25:46.000","Passed","2018-01-23T14:08:38.000","
,  
(40.744336659586, -73.974817316797)","6","2","78","1021902","Murray Hill-Kips Bay"
"Initial","13701468","PC8172808","1",,"1","02238","0035",,,"10034",,,,,"Manhattan","2023-08-14T12:50:04.000","Rat Activity","2023-08-17T12:31:30.000",,,,,,
"Initial","11704431","PC6065660","1","1004777502","1","00477","0075","64","WATTS STREET","10013","982671","203020","40.723709631498","-74.00570024024","Manhattan","2011-02-17T11:43:28.000","Passed","2011-02-23T11:12:27.000","
,  
(40.723709631498, -74.00570024024)","2","1","37","1000000","SoHo-Little Italy-Hudson Square"
"BAIT","2799412","PC7663392","3","1012430010","1","01243","0010","2541","BROADWAY","10025",,,"40.794079277123","-73.972216151606","Manhattan","2021-03-12T09:35:24.000","Monitoring visit","2021-03-29T09:10:42.000","
,  
(40.794079277123, -73.972216151606)","7","6","183","1033693","Upper West Side (Central)"
"Initial","13209893","PC7671899","1","3033590047","3","03359","0047","1115","MADISON STREET","11221","1007516","191402","40.691993448727","-73.916102227094","Brooklyn","2021-03-10T08:35:54.000","Rat Activity","2021-03-15T15:31:29.000","
,  
(40.691993448727, -73.916102227094)","4","37","415","3076773","Bushwick (East)"
"Initial","11771416","PC6175981","1","1018890040","1","01889","0040","290","RIVERSIDE DRIVE","10025","991979","230420","40.79908294037","-73.972156265572","Manhattan","2011-10-25T09:50:29.000","Passed","2011-10-26T15:10:35.000","
,  
(40.79908294037, -73.972156265572)","7","6","187","1057147","Upper West Side-Manhattan Valley"
"Initial","13255137","PC7735755","1","1004890021","1","00489","0021","190","SPRING STREET","10012",,,"40.725038201576","-74.002976450828","Manhattan","2021-07-12T09:10:10.000","Rat Activity","2021-07-13T14:32:52.000","
,  
(40.725038201576, -74.002976450828)","2","1","47","1007356","SoHo-Little Italy-Hudson Square"
"Compliance","12997978","PC7412843","2","4095300027","4","09530","0027","104-38","108 STREET","11419","1030390","188287","40.682696979042","-73.833313122374","Queens","2017-11-22T15:10:55.000","Rat Activity","2017-11-28T10:45:54.000","
,  
(40.682696979042, -73.833313122374)","10","32","96","4202241","South Ozone Park"
"Initial","13352155","PC7829443","1","1005300005","1","00530","0005","678","BROADWAY","10012",,,"40.727574292648","-73.99494164426","Manhattan","2022-03-23T08:28:03.000","Passed","2022-03-24T11:54:55.000","
,  
(40.727574292648, -73.99494164426)","2","1","5502","1008469","Greenwich Village"
"Initial","12555593","PC7216635","1","3023370012","3","02337","0012","210","NORTH 6 STREET","11211","996212","200168","40.716208351179","-73.956614527432","Brooklyn","2019-01-30T09:55:33.000","Passed","2019-02-04T14:48:50.000","
,  
(40.716208351179, -73.956614527432)","1","33","519","3335708","Williamsburg"
"Initial","12461244","PC7331547","1","3019670038","3","01967","0038","340","GREENE AVENUE","11238","996064","189731","40.687641144308","-73.957617566618","Brooklyn","2018-06-13T08:40:21.000","Passed","2018-06-20T15:02:48.000","
,  
(40.687641144308, -73.957617566618)","3","35","233","3056312","Bedford-Stuyvesant (West)"
"Initial","11648502","PC6573935","1","2025950001","2","02595","0001","106","LOCUST AVENUE","10454","1009541","230626","40.799885088451","-73.909540163778","Bronx","2010-05-27T13:23:10.000","Passed","2010-05-28T14:13:35.000","
,  
(40.799885088451, -73.909540163778)","1","8","1903","2097589","Mott Haven-Port Morris"
"Initial","12684726","PC7319796","1","3054250069","3","05425","0069","932","NEWKIRK AVENUE","11230","993159","169965","40.633193665368","-73.968259025233","Brooklyn","2019-11-26T11:13:39.000","Passed","2019-11-29T14:35:10.000","
,  
(40.633193665368, -73.968259025233)","14","40","482","3127995","Flatbush (West)-Ditmas Park-Parkville"
"Compliance","13456839","PC7894592","2","2026750060","2","02675","0060","715","PROSPECT AVENUE","10455","1011126","236802","40.816595179608","-73.90290231864","Bronx","2022-08-19T10:20:00.000","Rat Activity","2022-08-22T15:43:12.000","
,  
(40.816595179608, -73.90290231864)","1","17","79","2004965","Melrose"
"Compliance","13444597","PC7879456","2","1015090025","1","01509","0025","161","EAST 80 STREET","10075",,,"40.775388605706","-73.957792580056","Manhattan","2022-08-02T11:55:08.000","Passed","2022-08-08T06:48:22.000","
,  
(40.775388605706, -73.957792580056)","8","5","140","1047513","Upper East Side-Carnegie Hill"
"Initial","12397571","PC6364486","1","1021200013","1","02120","0013","554","WEST 162 STREET","10032","1000319","244096","40.836633139444","-73.94132119654","Manhattan","2018-02-08T09:56:02.000","Passed","2018-02-12T07:43:18.000","
,  
(40.836633139444, -73.94132119654)","12","7","245","1062858","Washington Heights (South)"
"Initial","11788862","PC7458076","1",,"4","03539","0027","15-50","ELDERTS LANE",,"1010780","192493","0.00000000000000000000","0.00000000000000000000","Queens","2012-02-15T09:32:08.000","Passed","2012-02-16T11:01:08.000","
,  
(0.0, 0.0)",,,,,
"Initial","13702832","PC8174366","1",,"3","01968","0037",,,"11216",,,,,"Brooklyn","2023-08-17T13:37:01.000","Failed for Other R","2023-08-18T16:07:01.000",,,,,,
"Initial","11433138","PC7384962","1","4094390046","4","09439","0046","94-37","121 STREET","11419","1032678","191993","40.693513297313","-73.82536334538","Queens","2018-06-28T09:45:17.000","Failed for Other R","2018-07-02T15:11:57.000","
,  
(40.693513297313, -73.82536334538)","9","28","148","4199233","South Richmond Hill"
"Initial","12049926","PC6329520","1","1016250050","1","01625","0050","138","EAST 98 STREET","10029","998154","225992","40.787053315889","-73.949753863381","Manhattan","2015-02-25T13:41:42.000","Passed","2015-03-03T16:03:43.000","
,  
(40.787053315889, -73.949753863381)","11","8","15802","1051741","East Harlem (South)"
"Initial","12283975","PC6350751","1","1016250168","1","01625","0168","104","EAST 98 STREET","10029","997752","226171","40.787723710383","-73.951320629177","Manhattan","2017-05-09T13:45:50.000","Passed","2017-05-15T16:15:59.000","
,  
(40.787723710383, -73.951320629177)","11","8","15802","1051752","East Harlem (South)"
"Initial","13139323","PC7574380","1","3019537501","3","01953","7501","325","GREENE AVENUE","11238","995791","189782","40.687570061578","-73.958385644076","Brooklyn","2020-02-21T12:00:00.000","Rat Activity","2020-02-26T09:44:50.000","
,  
(40.687570061578, -73.958385644076)","3","35","233","3397388","Bedford-Stuyvesant (West)"
"Initial","12532368","PC6468342","1","1014170022","1","01417","0024","1183","2 AVENUE","10065","994476","217225","40.762726033674","-73.962807523475","Manhattan","2018-12-17T15:35:34.000","Passed","2018-12-20T12:25:54.000","
,  
(40.762726033674, -73.962807523475)","8","4","110","1000000","Upper East Side-Lenox Hill-Roosevelt Island"
"Compliance","12973865","PC6926506","2","2036490001","2","03649","0001","955","EVERGREEN AVENUE","10473","1017561","238921","40.822389277189","-73.879643401783","Bronx","2017-05-22T10:43:36.000","Rat Activity","2017-05-25T09:18:14.000","
,  
(40.822389277189, -73.879643401783)","9","18","28","2022560","Soundview-Bruckner-Bronx River"
"Initial","13696922","PC8169573","1",,"1","00356","0090","000","AVENUE D",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2023-08-09T10:37:00.000","Passed","2023-08-10T10:01:48.000","
,  
(0.0, 0.0)",,,,,
"Initial","12561414","PC6480821","1","1021200058","1","02120","0058","557","WEST 161 STREET","10032","1000382","243943","40.835996559158","-73.941712057065","Manhattan","2019-02-12T12:30:43.000","Passed","2019-02-14T09:18:13.000","
,  
(40.835996559158, -73.941712057065)","12","7","245","1000000","Washington Heights (South)"
"Initial","12369005","PC6820345","1","2031070044","2","03107","0044","837","EAST TREMONT AVENUE","10460","1015510","246651","40.843471050826","-73.887184237211","Bronx","2017-11-30T11:40:41.000","Passed","2017-12-06T12:27:16.000","
,  
(40.843471050826, -73.887184237211)","6","17","36501","2086805","Tremont"
"Initial","11176108","PC6963431","1","3061290022","3","06129","0022","118","97 STREET","11209","973978","163489","40.6154031421","-74.036998418336","Brooklyn","2009-09-17T10:35:00.000","Passed","2009-09-18T13:24:22.000","
,  
(40.6154031421, -74.036998418336)","10","43","5601","3335654","Bay Ridge"
"Initial","13545162","PC7981334","1","1021160031","1","02116","0031","507","WEST  157 STREET","10032","1000163","242792","40.833062828181","-73.942495196388","Manhattan","2022-12-19T09:30:00.000","Rat Activity","2022-12-21T14:08:39.000","
,  
(40.833062828181, -73.942495196388)","12","10","241","1089242","Washington Heights (South)"
"Initial","13212418","PC7650294","1","3059510055","3","05951","0055","471","77 STREET","11209","977562","168246","40.628463523167","-74.024094044695","Brooklyn","2021-03-24T10:00:05.000","Passed","2021-03-29T11:55:37.000","
,  
(40.628463523167, -74.024094044695)","10","43","136","3149267","Bay Ridge"
"Initial","12213179","PC6779301","1","2031170014","2","03117","0014","1972","MARMION AVENUE","10460","1015730","246650","40.843588473015","-73.886573224582","Bronx","2016-11-15T14:10:44.000","Passed","2016-11-22T13:52:30.000","
,  
(40.843588473015, -73.886573224582)","6","17","36501","2013092","Tremont"
"Initial","11532645","PC6617616","1","2040000055","2","04000","0055","1625","OVERING STREET","10461","1026413","246185","40.842289064692","-73.847614299422","Bronx","2012-03-19T16:00:54.000","Passed","2012-03-21T15:20:23.000","
,  
(40.842289064692, -73.847614299422)","10","13","200","2042339","Westchester Square"
"BAIT","2661970","PC6776979","3","2027960046","2","02796","0046","1755","WEEKS AVENUE","10457","1009852","247523","40.845561480823","-73.907504357064","Bronx","2018-02-01T10:28:21.000","Bait applied","2018-02-02T10:46:34.000","
,  
(40.845561480823, -73.907504357064)","5","14","22901","2007432","Mount Hope"
"Initial","11472562","PC6894624","1","2025250019","2","02525","0019","1046","SUMMIT AVENUE","10452","1003732","243228","40.834252354227","-73.929596635982","Bronx","2019-09-17T15:13:34.000","Rat Activity","2019-09-19T10:39:53.000","
,  
(40.834252354227, -73.929596635982)","4","16","189","2003463","Highbridge"
"Compliance","13325523","PC7771837","2","3003977505","3","00397","7505","375","BALTIC STREET","11201",,,"40.684179159388","-73.990127867067","Brooklyn","2022-02-07T08:35:18.000","Failed for Other R","2022-02-11T15:37:38.000","
,  
(40.684179159388, -73.990127867067)","6","39","6902","3394312","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"BAIT","2864153","PC7928271","3","1012420029","1","01242","0029","201","WEST   94 STREET","10025","992140","228132","40.79283573112","-73.971505205579","Manhattan","2022-10-24T13:14:00.000","Bait applied","2022-10-26T06:27:09.000","
,  
(40.79283573112, -73.971505205579)","7","6","183","1033677","Upper West Side (Central)"
"Initial","11294048","PC7071544","1","3061620043","3","06162","0043","1973","70 STREET","11204","987153","163023","40.61412957207","-73.989543969196","Brooklyn","2014-03-17T09:50:26.000","Failed for Other R","2014-03-19T11:17:29.000","
,  
(40.61412957207, -73.989543969196)","11","47","258","3339715","Bensonhurst"
"Initial","11384722","PC7318001","1","3019380001","3","01938","0001","325","CLASSON AVENUE","11205","995282","190674","40.690019051047","-73.960219521719","Brooklyn","2017-01-19T15:25:18.000","Failed for Other R","2017-01-20T10:29:32.000","
,  
(40.690019051047, -73.960219521719)","3","36","233","3321871","Bedford-Stuyvesant (West)"
"Initial","13631657","PC8089124","1","3019700064","3","01970","0064","65","QUINCY STREET","11238",,,"40.686054996121","-73.958523609921","Brooklyn","2023-04-28T09:55:25.000","Passed","2023-05-01T09:38:27.000","
,  
(40.686054996121, -73.958523609921)","3","35","229","3056443","Bedford-Stuyvesant (West)"
"Initial","13704537","PC8173228","1","1022180046","1","02218","0046","549","ACADEMY STREET","10034",,,"40.863051298509","-73.922895734505","Manhattan","2023-08-22T15:57:35.000","Passed","2023-08-23T14:06:04.000","
,  
(40.863051298509, -73.922895734505)","12","10","291","1064731","Inwood"
"Initial","12170085","PC6950037","1","2029600145","2","02960","0145","881","ELSMERE PLACE","10460","1015726","246181","40.842215917192","-73.886384021194","Bronx","2016-06-20T10:22:41.000","Passed","2016-07-08T10:28:50.000","
,  
(40.842215917192, -73.886384021194)","6","17","36502","2115026","Tremont"
"Initial","12389292","PC6437518","1","1009350057","1","00935","0057","304","EAST 30 STREET","10016","990525","209556","40.742116681332","-73.977383978746","Manhattan","2018-01-17T09:00:02.000","Passed","2018-01-23T14:08:31.000","
,  
(40.742116681332, -73.977383978746)","6","2","7001","1020630","Murray Hill-Kips Bay"
"Initial","11719069","PC6150622","1","1020500149","1","02050","0149","655","ST NICHOLAS AVENUE","10030","999241","239005","40.822450390993","-73.945521359206","Manhattan","2011-04-01T15:52:25.000","Failed for Other R","2011-04-14T14:24:07.000","
,  
(40.822450390993, -73.945521359206)","9","9","227","1061007","Hamilton Heights-Sugar Hill"
"Initial","12373521","PC6810496","1","2031230007","2","03123","0007","879","EAST 178 STREET","10460","1016215","246594","40.843361414557","-73.884574925143","Bronx","2017-12-08T11:16:45.000","Passed","2017-12-13T10:13:31.000","
,  
(40.843361414557, -73.884574925143)","6","15","363","2114989","West Farms"
"Compliance","12845880","PC7487649","2","4096880001","4","09688","0001","88-01","146 STREET","11435","1036905","195984","40.704443422632","-73.810089046023","Queens","2013-04-11T15:00:41.000","Failed for Other R","2013-04-12T13:17:26.000","
,  
(40.704443422632, -73.810089046023)","12","27","238","4207005","Jamaica"
"Initial","12199333","PC7510550","1","4007270028","4","00727","0028","31-29","47 STREET","11103","1008665","215384","40.758029491581","-73.912008448646","Queens","2016-10-08T13:10:16.000","Passed","2016-10-11T15:37:13.000","
,  
(40.758029491581, -73.912008448646)","1","22","153","4013227","Astoria (East)-Woodside (North)"
"BAIT","2714237","PC6984747","5","2026037501","2","02603","0001","540","SOUTHERN BOULEVARD","10455","1010956","235135","40.812261849092","-73.903642016298","Bronx","2018-12-11T13:47:42.000","Monitoring visit","2018-12-12T09:43:21.000","
,  
(40.812261849092, -73.903642016298)","2","17","83","2004121","Longwood"
"Initial","12302345","PC6307796","1","1005200084","1","00520","0083","1A","KING STREET","10012","983533","204409","40.727612801163","-74.002612162395","Manhattan","2017-07-10T12:01:03.000","Passed","2017-07-13T15:07:47.000","
,  
(40.727612801163, -74.002612162395)","2","1","37","1008141","SoHo-Little Italy-Hudson Square"
"Initial","13271391","PC7749739","1","2028000053","2","02800","0053","235","EAST 175 STREET","10457",,,"40.846724237053","-73.906255749957","Bronx","2021-08-09T10:30:29.000","Passed","2021-08-11T11:46:57.000","
,  
(40.846724237053, -73.906255749957)","5","14","22901","2007528","Mount Hope"
"Initial","12395170","PC6753234","1","2025120040","2","02512","0040","1013","NELSON AVENUE","10452","1003974","242824","40.833142783867","-73.928470338658","Bronx","2018-02-01T12:24:42.000","Passed","2018-02-05T15:33:16.000","
,  
(40.833142783867, -73.928470338658)","4","8","189","2003222","Highbridge"
"Initial","12202412","PC6375662","1","1015210016","1","01521","0016","135","EAST 92 STREET","10128","997299","224762","40.783453629761","-73.95313287266","Manhattan","2016-10-19T12:05:20.000","Passed","2016-10-20T15:15:17.000","
,  
(40.783453629761, -73.95313287266)","8","4","15801","1048342","Upper East Side-Carnegie Hill"
"Initial","13318055","PC7794086","1","3068560059","3","06856","0059","2449","85 STREET","11214","987672","157583","40.599197750335","-73.987677401009","Brooklyn","2022-01-24T14:25:25.000","Passed","2022-01-25T09:34:54.000","
,  
(40.599197750335, -73.987677401009)","11","43","298","3185275","Gravesend (West)"
"Initial","12179437","PC6959074","1","2026140068","2","02614","0068","585","EAST 167 STREET","10456","1010656","241299","40.828744920603","-73.904702093822","Bronx","2016-08-08T14:18:34.000","Passed","2016-08-12T09:24:58.000","
,  
(40.828744920603, -73.904702093822)","3","17","18502","2004294","Morrisania"
"Initial","12461369","PC6420400","1","1005400006","1","00540","0006","114","MAC DOUGAL STREET","10012","984113","205096","40.729643954963","-74.000768518805","Manhattan","2018-06-19T12:34:04.000","Passed","2018-06-22T12:02:26.000","
,  
(40.729643954963, -74.000768518805)","2","2","65","1008693","Greenwich Village"
"Initial","11846115","PC6151876","1","1020500113","1","02050","0113","53","HAMILTON TERRACE","10031","999204","239157","40.822972282921","-73.946351954804","Manhattan","2012-06-22T08:55:11.000","Passed","2012-06-27T09:04:54.000","
,  
(40.822972282921, -73.946351954804)","9","7","227","1061000","Hamilton Heights-Sugar Hill"
"Initial","12375242","PC7129916","1","3033220038","3","03322","0038","1019","BUSHWICK AVENUE","11221","1006016","191303","40.69150607393","-73.921670505695","Brooklyn","2017-12-11T12:54:38.000","Passed","2017-12-18T11:47:25.000","
,  
(40.69150607393, -73.921670505695)","4","37","399","3076077","Bushwick (East)"
"Initial","11631878","PC6160156","1",,"1","00379","0003",,"AVENUE C","10009","990434","203566",,,"Manhattan","2010-04-02T12:52:36.000","Passed","2010-04-05T15:24:53.000",,,,,,
"Initial","13163168","PC7585308","1","3060450006","3","06045","0006","406","86 STREET","11209",,,"40.622588788561","-74.028036390824","Brooklyn","2020-06-16T09:00:42.000","Passed","2020-07-24T12:11:10.000","
,  
(40.622588788561, -74.028036390824)","10","43","160","3153522","Bay Ridge"
"Initial","12560555","PC6829862","1","2027990009","2","02799","0009","1746","TOPPING AVENUE","10457","1010413","247250","40.845431000562","-73.905686508061","Bronx","2019-02-12T15:30:57.000","Passed","2019-02-13T12:55:28.000","
,  
(40.845431000562, -73.905686508061)","5","15","22901","2007484","Mount Hope"
"BAIT","2758973","PC6514159","1","1012417501","1","01241","7501","257","WEST 93 STREET","10025","991490","228194","40.793006465029","-73.973856229749","Manhattan","2019-09-21T10:35:51.000","Bait applied","2019-10-02T10:58:49.000","
,  
(40.793006465029, -73.973856229749)","7","6","179","1033657","Upper West Side (Central)"
"Initial","12251115","PC6859971","1","2029350046","2","02935","0046","1397","CROTONA AVENUE","10456","1012356","242939","40.833355889613","-73.898078746691","Bronx","2017-02-22T13:21:22.000","Failed for Other R","2017-03-01T11:05:53.000","
,  
(40.833355889613, -73.898078746691)","3","16","151","2009783","Morrisania"
"BAIT","2512992","PC6739979","3","2025050011","2","02505","0011","1088","ANDERSON AVENUE","10452","1004933","243259","40.834477566672","-73.925473076229","Bronx","2014-09-04T11:56:10.000","Bait applied","2014-09-05T07:47:37.000","
,  
(40.834477566672, -73.925473076229)","4","8","193","2003057","Highbridge"
"Initial","13138063","PC7574313","1","3033040034","3","03304","0034","949","BUSHWICK AVENUE","11221",,,"40.692522859741","-73.923475939833","Brooklyn","2020-02-20T11:46:00.000","Passed","2020-02-21T10:05:01.000","
,  
(40.692522859741, -73.923475939833)","4","37","395","3075602","Bushwick (East)"
"Initial","12215716","PC6779896","1","2029480032","2","02948","0032","1798","CLINTON AVENUE","10457","1013988","246040","40.842095709007","-73.892676540654","Bronx","2016-11-25T15:21:29.000","Rat Activity","2016-11-30T11:52:29.000","
,  
(40.842095709007, -73.892676540654)","6","15","36902","2000000","Tremont"
"Initial","13337580","PC7817052","1","3032850080","3","03285","0080","1157","GREENE AVENUE","11221",,,"40.69483891721","-73.922683517871","Brooklyn","2022-03-01T22:59:19.000","Rat Activity","2022-03-01T22:22:52.000","
,  
(40.69483891721, -73.922683517871)","4","37","419","3075061","Bushwick (East)"
"Initial","12170090","PC6948737","1","2029590103","2","02959","0103","854","FAIRMOUNT PLACE","10460","1015304","245988","40.841777553952","-73.887190734385","Bronx","2016-06-20T11:12:45.000","Passed","2016-07-08T10:28:45.000","
,  
(40.841777553952, -73.887190734385)","6","17","36502","2115921","Tremont"
"STOPPAGE","2870812","PC7918258","4","3033310020","3","03331","0020","1185","GATES AVENUE","11221",,,"40.6918643072","-73.919744469231","Brooklyn","2022-12-02T10:07:00.000","Stoppage done","2022-12-06T09:07:54.000","
,  
(40.6918643072, -73.919744469231)","4","34","399","3076250","Bushwick (East)"
"Initial","13153218","PC7585777","1","2025230155","2","02523","0155","1005","SUMMIT AVENUE","10452",,,"40.833508799722","-73.930038300269","Bronx","2020-03-12T15:52:21.000","Passed","2020-03-13T15:45:51.000","
,  
(40.833508799722, -73.930038300269)","4","8","189","2003427","Highbridge"
"Initial","13692965","PC8158875","1","2025120045","2","02512","0045","1001","WOODYCREST AVENUE","10452",,,"40.832774629854","-73.927896160074","Bronx","2023-08-03T15:03:37.000","Rat Activity","2023-08-04T13:21:45.000","
,  
(40.832774629854, -73.927896160074)","4","8","189","2003224","Highbridge"
"Compliance","13039209","PC7210921","2","3008690018","3","00869","0018","388","PROSPECT AVENUE","11215","988352","180064","40.660902925328","-73.985215009225","Brooklyn","2018-09-18T16:00:14.000","Failed for Other R","2018-09-25T10:42:21.000","
,  
(40.660902925328, -73.985215009225)","7","38","14902","3016510","Windsor Terrace-South Slope"
"Initial","13315107","PC7790588","1","3064370043","3","06437","0043","190","BAY   20 STREET","11214","982820","158819","40.602590854047","-74.005149683078","Brooklyn","2022-01-18T14:10:03.000","Rat Activity","2022-01-19T11:21:46.000","
,  
(40.602590854047, -74.005149683078)","11","47","280","3168660","Bath Beach"
"Initial","12173603","PC6959483","1",,"2","03309","0068","208","EAST MOSHOLU PARKWAY",,"1016462","257581","0.00000000000000000000","0.00000000000000000000","Bronx","2016-07-20T11:52:44.000","Passed","2016-07-26T09:55:22.000","
,  
(0.0, 0.0)",,,,,
"Initial","11297099","PC6647712","1","2025650065","2","02565","0065","745","EAST 136 STREET","10454","1008360","231919","40.803200608005","-73.912912929677","Bronx","2014-04-23T11:30:11.000","Passed","2014-04-24T12:19:30.000","
,  
(40.803200608005, -73.912912929677)","1","8","1902","2003779","Mott Haven-Port Morris"
"BAIT","2872313","PC7941803","5","3018490011","3","01849","0011","54","MACON STREET","11216",,,"40.681154420085","-73.948874916445","Brooklyn","2022-12-15T13:06:02.000","Bait applied",,"
,  
(40.681154420085, -73.948874916445)","3","36","249","3053232","Bedford-Stuyvesant (West)"
"Compliance","13376532","PC7827515","2","2037740044","2","03774","0044","1550","EAST 172 STREET","10472",,,"40.83131655401","-73.878340746442","Bronx","2022-04-27T15:44:12.000","Passed","2022-04-28T10:31:29.000","
,  
(40.83131655401, -73.878340746442)","9","18","54","2025252","Soundview-Bruckner-Bronx River"
"Initial","11520779","PC7026403","1","3032650055","3","03265","0055","97","HIMROD STREET","11221","1005386","192899","40.696107735683","-73.9237783405","Brooklyn","2011-10-11T11:14:38.000","Rat Activity","2011-10-12T13:40:32.000","
,  
(40.696107735683, -73.9237783405)","4","34","421","3074398","Bushwick (West)"
"Initial","11850755","PC6662584","1","2028000090","2","02800","0090","1827","TOPPING AVENUE","10457","1010314","248005","40.847105186645","-73.905561233288","Bronx","2012-07-02T14:29:27.000","Passed","2012-07-05T13:46:58.000","
,  
(40.847105186645, -73.905561233288)","5","15","22901","2007541","Mount Hope"
"Initial","11588499","PC6871822","1","2026750025","2","02675","0025","687","PROSPECT AVENUE","10455","1011043","236500","40.815777496603","-73.903199762518","Bronx","2018-06-26T08:45:42.000","Rat Activity","2018-07-02T10:21:09.000","
,  
(40.815777496603, -73.903199762518)","1","17","79","2004939","Melrose"
"Initial","11674287","PC6162555","1","1012420055","1","01242","0055","2537","BROADWAY","10025","991744","228507","40.793835037093","-73.972393220473","Manhattan","2010-09-13T14:07:36.000","Passed","2010-09-14T09:20:59.000","
,  
(40.793835037093, -73.972393220473)","7","7","183","1033687","Upper West Side (Central)"
"Initial","11473729","PC7523833","1","5003900043","5","00390","0043","76","BURNSIDE AVENUE","10302","947123","166592","40.623793270648","-74.133678743906","Staten Island","2019-09-27T14:25:49.000","Failed for Other R","2019-10-03T15:39:06.000","
,  
(40.623793270648, -74.133678743906)","1","50","201","5011221","Westerleigh-Castleton Corners"
"Initial","12267083","PC6276457","1","0","1","01239","0110","2463","BROADWAY","10025","991343","227751","40.791620399042","-73.974001233807","Manhattan","2017-04-05T13:16:04.000","Passed","2017-04-07T11:35:15.000","
,  
(40.791620399042, -73.974001233807)","7","6","179","1000000","Upper West Side (Central)"
"Initial","11938173","PC6692262","1","2029580184","2","02958","0184","1829","TRAFALGAR PLACE","10460","1015479","245438","40.840166210561","-73.887005544629","Bronx","2013-09-18T14:20:40.000","Passed","2013-09-20T13:16:32.000","
,  
(40.840166210561, -73.887005544629)","6","15","367","2115353","Tremont"
"Compliance","13499226","PC7935975","2","2025230149","2","02523","0149","1021","SUMMIT AVENUE","10452",,,"40.833785923472","-73.929882616917","Bronx","2022-10-14T14:52:38.000","Passed","2022-10-19T14:59:23.000","
,  
(40.833785923472, -73.929882616917)","4","16","189","2003423","Highbridge"
"Initial","11519184","PC7013570","1","3020150056","3","02015","0056","125","LEFFERTS PLACE","11238","995633","187358","40.680916934239","-73.958959468702","Brooklyn","2011-08-30T08:37:47.000","Failed for Other R","2011-09-01T11:54:00.000","
,  
(40.680916934239, -73.958959468702)","2","35","227","3057669","Bedford-Stuyvesant (West)"
"BAIT","2881053","PC7888257","5","3053770012","3","05377","0012","314","EAST NINTH STREET","11218","992525","172737","40.640788995001","-73.9701831353","Brooklyn","2023-02-01T13:05:34.000","Bait applied","2023-02-06T09:35:06.000","
,  
(40.640788995001, -73.9701831353)","12","39","492","3126265","Kensington"
"Initial","12366876","PC7125683","1","3032750006","3","03275","0006","301","EVERGREEN AVENUE","11221","1005185","192424","40.694659068497","-73.924645483903","Brooklyn","2017-12-01T08:20:31.000","Passed","2017-12-04T10:26:13.000","
,  
(40.694659068497, -73.924645483903)","4","37","421","3074684","Bushwick (West)"
"Compliance","12995956","PC7054041","2","3008980058","3","00898","0058","343","22ND STREET","11215","986930","179221","40.658589623584","-73.990340712866","Brooklyn","2017-11-06T14:05:55.000","Passed","2017-11-09T16:23:31.000","
,  
(40.658589623584, -73.990340712866)","7","39","147","3017591","Sunset Park (West)"
