"prequalified_vendor_master_trade_code","prequalified_vendor_trade_description","prequalified_vendor_name","prequalified_vendor_address","prequalified_vendor_city_name","prequalified_vendor_state_code","prequalified_vendor_zip_code","prequalified_vendor_phone_number","prequalified_vendor_fax_number","prequalified_vendor_contact_person","prequalified_vendor_minority_business_indicator","prequalified_vendor_women_business_indicator","prequalified_vendor_local_business_indicator","prequalified_vendor_over_million_dollar_revenue_indicator","prequalified_vendor_date"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","SUPERIOR QUALITY CRAFTSMEN CORP.","175 West 137th Street","NEW YORK                      ","NY","10030          ","917-939-2249                  ","917-939-2249   ","ANDREW WIGGINS, SR            ","Y","N","N","Y","2023-12-21T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","Surface Signs of NY Inc.","63-16 Bourton Street","Rego Park                     ","NY","11374          ","718-507-5437                  ","718-974-7850   ","Caroline O'Neill              ","N","Y","N","N","2026-03-23T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","Taru Associates Corporation","1068 Susan Court","North Merrick                 ","NY","11566          ","516-503-1996                  ","               ","Chirag Shah, CEO              ","Y","N","N","N","2025-09-02T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","TBO Sitescapes, Inc","40-18 Bell Blvd.","Bayside                       ","NY","11361          ","718-224-0070                  ","646-533-0718   ","Kristine Barron               ","N","Y","N","Y","2026-05-30T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","TECHNOMEN NY INC","112-18 LIBERTY AVE","SOUTH RICHMOND HILL           ","NY","11419          ","646-208-6764                  ",,"BALDEV SINGH                  ","Y","N","N","N","2025-10-04T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","THE LANDTEK GROUP, INC.","105 SWEENEYDALE AVENUE","BAYSHORE                      ","NY","11706          ","631-691-2381                  ",,"Danielle Graber               ","N","N","N","Y","2024-03-05T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","Tri-State Paving, LLC","1620 Ocean Avenue","Bohemia                       ","NY","11716          ","631-392-0675                  ",,"Carl Girolamo                 ","N","N","N","N","2023-11-19T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","U.A. CONSTRUCTION CORPORATION","277 Huron Street","Brooklyn                      ","NY","11222          ","718-389-3300                  ","917-807-4801   ","Oded Horodniceanu             ","N","N","N","Y","2024-03-19T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","VAM Builders Inc.","969 Gabriel Ave","Franklin Square               ","NY","11010          ","516-637-3608                  ","516-350-6227   ","Abraham Mathews               ","Y","N","N","N","2026-08-16T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","VERDUGOS GENERAL CONTRACTORS CORP","608  Liberty ave","Brooklyn                      ","NY","11207          ","718-235-9727                  ","347-385-4248   ","marco verdugo                 ","Y","N","N","Y","2026-04-18T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","VIF CORP","7956 Metropolitan Ave","Middle Village                ","NY","11379          ","718-361-7949                  ","917-528-2550   ","Vanessa Feliciano             ","Y","Y","N","N","2026-04-11T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","WBE Unlimited Corp.","36-22A Francis Lewis Blvd.","Flushing                      ","NY","11358          ","718-353-2905                  ",,"Filomena Gonzalez             ","N","Y","N","N","2026-08-07T00:00:00.000"
"02700  ","PAVING AND SURFACING (incls painting of lines)                                            ","WILLIAM A. GROSS CONST. ASSOC. INC.","117 South 4th Street","NEW HYDE PARK                 ","NY","11040          ","516-437-0909                  ",,"Donna DeDestefano             ","N","N","N","Y","2024-09-28T00:00:00.000"
"02780  ","UNIT PAVERS                                                                               ","JMC STONE CORP.","323 Willis Avenue","Mineola                       ","NY","11501          ","718-569-0811                  ","516-949-6551   ","Luciane Araujo                ","N","N","N","Y","2025-07-22T00:00:00.000"
"02780  ","UNIT PAVERS                                                                               ","MSM EMPIRE CONSTRUCTION CORP","260 Broadway ","Garden City Park              ","NY","11040          ","516-746-3304                  ",,"Mario S. Ciccotto Jr          ","N","N","N","Y","2023-10-28T00:00:00.000"
"02780  ","UNIT PAVERS                                                                               ","NYCMC CORP","107-34 156TH STREET","JAMAICA                       ","NY","11433          ","718-593-9460                  ","718-593-9460   ","Fahad Fateh                   ","Y","N","N","Y","2024-10-01T00:00:00.000"
"02780  ","UNIT PAVERS                                                                               ","PIONEER GENERAL CONSTRUCTION NYC CORP","299 Fordham Place","BRONX                         ","NY","10464          ","917-207-5803                  ",,"Bilal Kharayat                ","Y","N","N","N","2024-11-23T00:00:00.000"
"02780  ","UNIT PAVERS                                                                               ","U.A. CONSTRUCTION CORPORATION","277 Huron Street","Brooklyn                      ","NY","11222          ","718-389-3300                  ","917-807-4801   ","Oded Horodniceanu             ","N","N","N","Y","2024-03-19T00:00:00.000"
"02780  ","UNIT PAVERS                                                                               ","UNITED PAVERS CO.,  INC.","3366 Hillside Avenue","NEW HYDE PARK                 ","NY","11040          ","516-747-1800                  ",,"Vincent Mule                  ","N","N","N","N","2023-10-20T00:00:00.000"
"02780  ","UNIT PAVERS                                                                               ","VAM Builders Inc.","969 Gabriel Ave","Franklin Square               ","NY","11010          ","516-637-3608                  ","516-350-6227   ","Abraham Mathews               ","Y","N","N","N","2026-08-16T00:00:00.000"
"02780  ","UNIT PAVERS                                                                               ","VIF CORP","7956 Metropolitan Ave","Middle Village                ","NY","11379          ","718-361-7949                  ","917-528-2550   ","Vanessa Feliciano             ","Y","Y","N","N","2026-04-11T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","AAL Construction Services LLC","1 Oak Point Avenue","Bronx                         ","NY","10474          ","201-621-3090                  ",,"Ayca Ergeneman                ","N","Y","N","Y","2026-03-02T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","ALL SERVICES CONSTRUCTION NY INC","240-16  70TH AVE","DOUGLASTON                    ","NY","11362          ","646-744-5610                  ",,"MEI ZHU                       ","N","N","N","N","2025-03-24T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Apache Environmental & Development LLC","442 Northfield Ave","Staten Island                 ","NY","10303          ","917-584-1973                  ",,"Anthony Albero                ","Y","N","N","Y","2026-02-10T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","ATHLETIC FIELDS OF AMERICA INC","150  River Road","Montville                     ","NJ","07045          ","973-794-3999                  ",,"Debra Martino                 ","N","N","N","Y","2025-08-25T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Base Construction Corp.","10  s denton avenue","new hyde park                 ","NY","11040          ","516-739-7008                  ",,"Bruno Rotondi                 ","N","N","N","N","2025-04-26T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Brighton Builder LLC","3049 Brighton 6th Street","Brooklyn                      ","NY","11235          ","917-597-2332                  ",,"Lev Feldman                   ","N","N","N","N","2024-06-17T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Deborah Bradley Construction & Management Services Inc.","481 Manhattan Avenue","New York                      ","NY","10027          ","212-222-2494                  ","917-709-6390   ","Deborah L. Bradley            ","N","Y","N","Y","2025-03-16T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","DOYLE-BALDANTE, INC.","535 BROAD HOLLOW ROAD ","MELVILLE                      ","NY","11747          ","631-694-7171                  ","516-395-6311   ","JAMES T. DOYLE                ","N","N","N","Y","2024-01-19T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","D & S RESTORATION, INC.","20 CALIFORNIA AVENUE","PATERSON                      ","NJ","07503          ","973-345-8020                  ","973-390-7404   ","DUSKO JOLDZIC                 ","N","N","N","Y","2024-08-31T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Empire Control Abatement, Inc.","206 Terminal Drive","Plainview                     ","NY","11803          ","718-961-9404                  ","917-417-5522   ","Lorena Alexander              ","N","Y","N","Y","2026-04-03T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Fredante Construction Corp.","18 Woodlee Road","Cold Spring Harbor            ","NY","11724          ","631-367-4479                  ","516-526-9984   ","THOMAS BALDANTE               ","N","N","N","Y","2023-12-17T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","GAZEBO CONTRACTING, INC.","333  Jericho Turnpike","Jericho                       ","NY","11753          ","718-728-1770                  ","917-440-7028   ","Benedetto Filingeri           ","N","N","N","Y","2024-05-26T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Grace Industries LLC","336 South Service Road","Melville                      ","NY","11747          ","516-336-6720                  ","516-972-5729   ","Matthew Pirozzi               ","N","N","N","Y","2025-10-17T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Interstate Contracting Co., Inc.","37-58 58 Street","Woodside                      ","NY","11377-3919     ","718-651-1342                  ","718-673-1478   ","Emerson Vidal                 ","Y","N","N","N","2025-03-23T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Intricate Construction, Inc.","143 BROADWAY","New York                      ","NY","10532          ","914-769-1200                  ","914-804-2368   ","Thomas J. Torti               ","N","N","N","Y","2026-06-20T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","J.E.H. Contracting Corp.","96 Leewater Ave","massapequa                    ","NY","11758          ","516-946-2407                  ","718-600-4685   ","JULIANN HOBBS                 ","N","Y","N","N","2025-06-01T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","JOHN CIVETTA & SONS, INC.","1123 BRONX RIVER AVE.","BRONX                         ","NY","10472          ","718-589-9000                  ","917-885-9501   ","Stefanie Gatti                ","N","N","N","Y","2025-09-13T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","J.S.K. Construction Corp","430  West Merrick Road","Valley Stream                 ","NY","11580          ","347-273-7715                  ","516-400-9485   ","Jatinder SIngh Komal          ","Y","N","N","N","2026-02-14T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","KCM Contracting Inc","1 Executive Boulevard","Yonkers                       ","NY","10701          ","917-287-4582                  ","914-963-0390   ","Roxanne Guerrerio             ","N","N","N","Y","2025-10-25T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Kelco Construction, Inc.","25 Newton Place","Hauppauge                     ","NY","11788          ","631-462-2952                  ","631-462-3524   ","Mike Shannon                  ","N","N","N","Y","2024-11-03T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","LAWS Construction Corp","34 Irvington Street","Pleasantville                 ","NY","10570          ","914-741-2100                  ",,"Steven Vescio                 ","N","N","N","Y","2025-01-13T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Manny P. Concrete Company, Inc.","609 Edgewood Drive","Westbury                      ","NY","11590          ","718-206-1550                  ",,"Manuel Pereira                ","Y","N","N","Y","2025-10-17T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","MSM EMPIRE CONSTRUCTION CORP","260 Broadway ","Garden City Park              ","NY","11040          ","516-746-3304                  ",,"Mario S. Ciccotto Jr          ","N","N","N","Y","2023-10-28T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","NY Asphalt, Inc.","151 Industrial Loop","Staten Island                 ","NY","10309          ","718-966-6466                  ",,"Michael Thompson              ","N","N","N","Y","2026-04-18T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","PERFETTO ENTERPRISES COMPANY INC","2074 RICHMOND TERRACE","STATEN ISLAND                 ","NY","10302          ","718-442-4212                  ",,"Anthony Perfetto              ","N","N","N","Y","2026-04-21T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","POSILLICO CIVIL, INC.","1750 NEW HIGHWAY","FARMINGDALE                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-09T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","PRIMA PAVING CORPORATION","1 Burns Avenue","Hicksville                    ","NY","11801          ","516-681-8700                  ","516-681-8002   ","Zahid Khan                    ","N","N","N","Y","2026-08-22T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","SDSH Group LLC","177 Edison Ave. 177 Edison Ave.","Edison                        ","NJ","08820          ","732-429-3357                  ",,"Stavan Shah                   ","Y","N","N","N","2025-07-28T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Singh Landscaping & Lawn Sprinkler Corp.","99-05  211th Street","Queens Village                ","NY","11429          ","917-968-9821                  ","718-740-3068   ","Ranjit Singh                  ","N","N","N","Y","2026-06-22T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Spencer Contracting LLC","45  Garfield Ave ","Colonia                       ","NJ","07067          ","732-205-1324                  ",,"Supan Shah                    ","Y","N","N","Y","2023-10-27T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Sponzilli Landscaping","345  Passaic Ave","Fairfield                     ","NJ","07004          ","973-244-1410                  ","973-418-1368   ","Daniel Sponzilli              ","N","N","N","Y","2024-10-18T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","STEVEN DUBNER LANDSCAPING, INC.","505 Grand Street","Westbury                      ","NY","11746          ","631-777-1800                  ",,"Debra diMonda                 ","N","N","N","Y","2024-06-24T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Structure King Inc.","95-27 108 Street","Richmond Hill                 ","NY","11419          ","646-209-3369                  ",,"RAJBIR SINGH                  ","N","N","N","N","2026-07-20T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","SUPERIOR QUALITY CRAFTSMEN CORP.","175 West 137th Street","NEW YORK                      ","NY","10030          ","917-939-2249                  ","917-939-2249   ","ANDREW WIGGINS, SR            ","Y","N","N","Y","2023-12-21T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","TBO Sitescapes, Inc","40-18 Bell Blvd.","Bayside                       ","NY","11361          ","718-224-0070                  ","646-533-0718   ","Kristine Barron               ","N","Y","N","Y","2026-05-30T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","THE LANDTEK GROUP, INC.","105 SWEENEYDALE AVENUE","BAYSHORE                      ","NY","11706          ","631-691-2381                  ",,"Danielle Graber               ","N","N","N","Y","2024-03-05T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Tri-State Paving, LLC","1620 Ocean Avenue","Bohemia                       ","NY","11716          ","631-392-0675                  ",,"Carl Girolamo                 ","N","N","N","N","2023-11-19T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","U.A. CONSTRUCTION CORPORATION","277 Huron Street","Brooklyn                      ","NY","11222          ","718-389-3300                  ","917-807-4801   ","Oded Horodniceanu             ","N","N","N","Y","2024-03-19T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Urban Ecospaces, Inc.","36-35 Bell Blvd","Bayside                       ","NY","11361          ","929-575-6502                  ","917-749-8645   ","Tamia Perry                   ","Y","Y","N","Y","2024-01-13T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","VERDUGOS GENERAL CONTRACTORS CORP","608  Liberty ave","Brooklyn                      ","NY","11207          ","718-235-9727                  ","347-385-4248   ","marco verdugo                 ","Y","N","N","Y","2026-04-18T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","WBE Unlimited Corp.","36-22A Francis Lewis Blvd.","Flushing                      ","NY","11358          ","718-353-2905                  ",,"Filomena Gonzalez             ","N","Y","N","N","2026-08-07T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","WILLIAM A. GROSS CONST. ASSOC. INC.","117 South 4th Street","NEW HYDE PARK                 ","NY","11040          ","516-437-0909                  ",,"Donna DeDestefano             ","N","N","N","Y","2024-09-28T00:00:00.000"
"02800  ","SITE IMPROVEMENTS                                                                         ","Wonder Works Construction Corp.","114 Mulberry Street","New York                      ","NY","10013          ","212-465-8455                  ",,"Michael Belkin                ","N","N","N","N","2024-06-14T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","AAL Construction Services LLC","1 Oak Point Avenue","Bronx                         ","NY","10474          ","201-621-3090                  ",,"Ayca Ergeneman                ","N","Y","N","Y","2026-03-02T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","ABC & NY CONSTRUCTION, INC.","2123 Mill Avenue","Brooklyn                      ","NY","11234          ","718-965-0207                  ","347-837-1024   ","Yeter Sisman                  ","N","Y","Y","N","2025-08-11T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","American Secured Fencing Corp.","2190 Reeds Mill Lane","Bronx                         ","NY","10475          ","718-882-6494                  ","917-693-5816   ","Dean Tierney                  ","N","N","N","N","2024-08-04T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","AM RESTORATION INC","110-09 101 ave 2r south  richmond hill ","queens                        ","NY","11419          ","347-440-5621                  ","347-440-5621   ","MUHAMMAD ASLAM                ","Y","N","N","N","2025-03-07T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","ATLAS FENCE & RAILING CO., INC.","151-49 7TH AVENUE","WHITESTONE                    ","NY","11357          ","718-767-2200                  ","917-807-3168   ","THOMAS PAPPAS                 ","N","N","N","Y","2024-09-27T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","Barbieri Fence Corp.","66 Broadway","Staten Island                 ","NY","10310          ","718-448-1800                  ","917-440-7944   ","John J. Barbieri              ","N","N","N","N","2024-02-16T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","DOYLE-BALDANTE, INC.","535 BROAD HOLLOW ROAD ","MELVILLE                      ","NY","11747          ","631-694-7171                  ","516-395-6311   ","JAMES T. DOYLE                ","N","N","N","Y","2024-01-19T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","Empire Control Abatement, Inc.","206 Terminal Drive","Plainview                     ","NY","11803          ","718-961-9404                  ","917-417-5522   ","Lorena Alexander              ","N","Y","N","Y","2026-04-03T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","Energy Fencing, Inc.","500  new lots avenue ","brooklyn                      ","NY","11207          ","646-703-2294                  ",,"Jaydan Philogene              ","Y","N","N","N","2026-03-07T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","HIGH POINT CONSTRUCTION GROUP CORP.","2747 W 15th Street","Brooklyn                      ","NY","11224          ","718-819-9275                  ",,"Sadaqat Ali                   ","Y","N","N","N","2026-05-18T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","Honey Construction NY, Inc.","135-16 124th st","South ozone park              ","NY","11420          ","917-346-2689                  ","718-843-6320   ","Malkit Multani                ","Y","N","N","N","2025-10-06T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","Innovative Construction & Management Co. Inc.","86-16 Queens Blvd.","Elmhurst                      ","NY","11373          ","929-522-0083                  ","347-665-6582   ","Razzaque Chokder              ","Y","N","N","Y","2025-09-16T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","K.&V. Construction, Inc.","539 Hobart Road","Paramus                       ","NJ","07652          ","201-245-9554                  ","201-523-9275   ","Ramesh C. Patel               ","N","N","N","Y","2025-03-30T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","MARLA CONSTRUCTION INC.","74 14th Street","Brooklyn                      ","NY","11215          ","718-369-8222                  ",,"Evrim Ersoy                   ","N","Y","N","Y","2026-01-05T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","MSM EMPIRE CONSTRUCTION CORP","260 Broadway ","Garden City Park              ","NY","11040          ","516-746-3304                  ",,"Mario S. Ciccotto Jr          ","N","N","N","Y","2023-10-28T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","NYCMC CORP","107-34 156TH STREET","JAMAICA                       ","NY","11433          ","718-593-9460                  ","718-593-9460   ","Fahad Fateh                   ","Y","N","N","Y","2024-10-01T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","On Top Renovation Inc.","1123  Eastern Parkway","Brooklyn                      ","NY","11213          ","917-335-5383                  ",,"Brian Mindley                 ","Y","N","N","N","2024-03-19T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","PONDEROSA FENCE ENTERPRISES, INC.","110 STEWART AVENUE","HICKSVILLE                    ","NY","11801          ","516-433-9471                  ","516-433-5961   ","CATHERINE GENNETT             ","N","Y","N","Y","2025-06-22T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","Singh Landscaping & Lawn Sprinkler Corp.","99-05  211th Street","Queens Village                ","NY","11429          ","917-968-9821                  ","718-740-3068   ","Ranjit Singh                  ","N","N","N","Y","2026-06-22T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","SITE FENCING, INC.","14314  94th Avenue","Jamaica                       ","NY","11435          ","347-960-7885                  ","917-324-1664   ","BEECHER LaFRANCE              ","N","N","N","N","2026-03-10T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","STAR WIRE MESH FABRICATORS, INC.","45 Broad Street","Carlstadt                     ","NJ","07072          ","212-831-4133                  ","917-885-8277   ","MARINA PAVUR                  ","N","N","N","N","2024-10-12T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","TECHNOMEN NY INC","112-18 LIBERTY AVE","SOUTH RICHMOND HILL           ","NY","11419          ","646-208-6764                  ",,"BALDEV SINGH                  ","Y","N","N","N","2025-10-04T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","THE LANDTEK GROUP, INC.","105 SWEENEYDALE AVENUE","BAYSHORE                      ","NY","11706          ","631-691-2381                  ",,"Danielle Graber               ","N","N","N","Y","2024-03-05T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","UNITED IRON, INC.","6 ROSLYN PLACE","MT. VERNON                    ","NY","10550          ","914-667-5700                  ","718-365-5275   ","RANDY RIFELLI                 ","N","N","N","Y","2026-06-28T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","VAM Builders Inc.","969 Gabriel Ave","Franklin Square               ","NY","11010          ","516-637-3608                  ","516-350-6227   ","Abraham Mathews               ","Y","N","N","N","2026-08-16T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","WBE Unlimited Corp.","36-22A Francis Lewis Blvd.","Flushing                      ","NY","11358          ","718-353-2905                  ",,"Filomena Gonzalez             ","N","Y","N","N","2026-08-07T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","WILLIAM A. GROSS CONST. ASSOC. INC.","117 South 4th Street","NEW HYDE PARK                 ","NY","11040          ","516-437-0909                  ",,"Donna DeDestefano             ","N","N","N","Y","2024-09-28T00:00:00.000"
"02820  ","FENCES AND GATES                                                                          ","Yaboo Fence Co. Inc.","95 West Nyack Way","West Nyack                    ","NY","10994          ","845-358-0118                  ",,"Elaine Gedeiko                ","N","N","N","N","2026-08-17T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Applied Landscape Technologies Inc.","145 River Road","Montville                     ","NJ","07045          ","973-402-6544                  ",,"Cory Handler                  ","N","N","N","Y","2025-08-23T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","ATHLETIC FIELDS OF AMERICA INC","150  River Road","Montville                     ","NJ","07045          ","973-794-3999                  ",,"Debra Martino                 ","N","N","N","Y","2025-08-25T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Brighton Builder LLC","3049 Brighton 6th Street","Brooklyn                      ","NY","11235          ","917-597-2332                  ",,"Lev Feldman                   ","N","N","N","N","2024-06-17T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","C.P. Perma Paving Construction, Inc","81 Industrial Loop","Staten Island                 ","NY","10309          ","718-356-6619                  ",,"Charles Pasciuta              ","N","N","N","Y","2024-06-11T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","DOYLE-BALDANTE, INC.","535 BROAD HOLLOW ROAD ","MELVILLE                      ","NY","11747          ","631-694-7171                  ","516-395-6311   ","JAMES T. DOYLE                ","N","N","N","Y","2024-01-19T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","D & S RESTORATION, INC.","20 CALIFORNIA AVENUE","PATERSON                      ","NJ","07503          ","973-345-8020                  ","973-390-7404   ","DUSKO JOLDZIC                 ","N","N","N","Y","2024-08-31T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Elite Synthetic Surfaces, Inc","486 Willis Avenue","Williston Park                ","NY","11596          ","516-997-6943                  ",,"Michael Gismondi              ","N","N","N","N","2026-03-14T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Empire Control Abatement, Inc.","206 Terminal Drive","Plainview                     ","NY","11803          ","718-961-9404                  ","917-417-5522   ","Lorena Alexander              ","N","Y","N","Y","2026-04-03T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Fredante Construction Corp.","18 Woodlee Road","Cold Spring Harbor            ","NY","11724          ","631-367-4479                  ","516-526-9984   ","THOMAS BALDANTE               ","N","N","N","Y","2023-12-17T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Interstate Contracting Co., Inc.","37-58 58 Street","Woodside                      ","NY","11377-3919     ","718-651-1342                  ","718-673-1478   ","Emerson Vidal                 ","Y","N","N","N","2025-03-23T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","JAYSAN CONTRACTING CORP.","18 DELAWARE PLACE","HEMPSTEAD                     ","NY","11550          ","516-459-0976                  ","516-469-5829   ","SANDY SHILLINGFORD            ","Y","Y","N","Y","2023-12-22T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","LAWS Construction Corp","34 Irvington Street","Pleasantville                 ","NY","10570          ","914-741-2100                  ",,"Steven Vescio                 ","N","N","N","Y","2025-01-13T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Les Constructions Pro Gite, Inc.","491  Chemin du Sommet Bleu","Sainte-Adele                  ","Qu","J8B 1T1        ","718-215-9002                  ",,"Annie Boyer                   ","N","N","N","N","2026-05-25T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","MSM EMPIRE CONSTRUCTION CORP","260 Broadway ","Garden City Park              ","NY","11040          ","516-746-3304                  ",,"Mario S. Ciccotto Jr          ","N","N","N","Y","2023-10-28T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","NY Asphalt, Inc.","151 Industrial Loop","Staten Island                 ","NY","10309          ","718-966-6466                  ",,"Michael Thompson              ","N","N","N","Y","2026-04-18T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Perkan Concrete Corp.","145-18 Liberty Avenue","Jamaica                       ","NY","11435          ","718-658-1814                  ",,"Saleem Khan                   ","Y","N","N","Y","2024-03-09T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Pettinelli Recreation Inc","423 Kenwood Avenue","Delmar                        ","NY","12054          ","518-461-5917                  ",,"Robert k. Pettinelli          ","N","N","N","N","2025-04-11T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Playground Doctor, Inc.","2 Capri Road.","Centereach                    ","NY","11720          ","631-457-9955                  ",,"John Corbin                   ","N","N","N","N","2025-04-11T00:00:00.000"
