"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping","hydrant_violation","double_parking_violation"
"1462181545","DMC2272","NY","PAS","2021-06-13T00:00:00.000","39","SUBN","AUDI","K","11115","409","0","20211204","6","6","1","160486","0001","0000","0543P","0505P","NY","F","353","WEST ST","HUDSON RIVER PARK","0","408","E1",,"BBBBBBB","ALL","ALL","BLUE","0","2021","-","0",,,,,
"1462181570","Y102302C","NY","OMT","2021-06-16T00:00:00.000","45","TAXI","TOYOT","K","34230","11112","0","0","10","10","1","160486","0001","0000","0328P",,"NY","O",,"W 23RD ST","12TH AVE","0","408","D",,"BBBBBBB","ALL","ALL","YELLO","0","0","-","0",,,,,
"1462181995","035287N","NJ","PAS","2021-06-23T00:00:00.000","20","SDN","BMW","P","409","34630","0","0","10","10","1","160159","0001","0000","1037P",,"NY","F",,"HUDSON RIVER PK","W 43RD","0","408","E1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1462189295","W441137","NJ","PAS","2021-07-04T00:00:00.000","20","VAN","HONDA","L","13235","55363","0","0","110","110","3","160243","0003","0000","1126A",,"Q","F",,"FLUSHING MEADOW PARK","MEADOW LAKE","0","408","D",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1462189301","KKF4480","NY","PAS","2021-07-04T00:00:00.000","20","SUBN","TOYOT","L","13235","55363","0","20230226","110","110","3","160243","0003","0000","1134A",,"Q","F",,"FLUSHING MEADOW PARK","MEADOW LAKE","0","408","D",,"BBBBBBB","ALL","ALL","WHT","0","2018","-","0",,,,,
"1462562784","JMJ1714","NY","PAS","2021-06-24T00:00:00.000","91","SDN","TOYOT","P","31530","52130","94730","20211021","83","83","83","958576","0083","0000","0134P",,"K","F","1623","DEKALB AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","SILVE","0","2007","-","0",,,,,
"1462563272","9GK0307","MA","PAS","2021-06-19T00:00:00.000","20","SDN","WAG","P","40330","23230","18530","0","83","83","83","945864","0083","0000","1016A",,"K","F","33","FAYETTE ST",,"0","408","D",,"BBBBBYB","0900A","0800P","GY","0","0","-","0",,,,,
"1462563284","JDN1141","NY","PAS","2021-06-19T00:00:00.000","20","SDN","LEXUS","P","40330","23230","18530","20221227","83","83","83","945864","0083","0000","1016A",,,"O","33","FAYETTE ST",,"0","408","D",,"BBBBBYB","0800A","0900","BK","0","2013","-","0",,,,,
"1462567228","6HPX360","CA","PAS","2021-06-20T00:00:00.000","20","SDN","TOYOT","P","93630","95035","18630","0","83","83","83","956145","0083","0000","0100P",,"K","F","116","WILSON ST",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1462567253","PC24613","DE","PAS","2021-06-18T00:00:00.000","21","SUBN","ME/BE","P","47030","52130","94730","0","83","83","53","956145","0053","0000","1127A",,"K","F","1432","HANCOCK ST",,"0","408","D1",,"BYBBYBB","1100A","1230P","GY","0","0","-","0",,,,,
"1462567265","007508T","NJ","PAS","2021-06-18T00:00:00.000","21","SDN","HONDA","P","47030","52130","94730","0","83","83","83","956145","0083","0000","1130A",,"K","F","1426","HANCOCK ST",,"0","408","D1",,"BYBBYBB","1100A","1230A","GY","0","0","-","0",,,,,
"1462567277","T790479C","NY","OMT","2021-06-20T00:00:00.000","20","SDN","ME/BE","P","93530","81230","93230","20210831","83","83","83","956145","0083","0000","0100P",,"K","F","116","WILSON AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","2014","-","0",,,,,
"1462571827","KFG5260","NY","PAS","2021-07-08T00:00:00.000","20","SDN","AUDI","P","19130","27790","0","20221013","23","23","23","967783","0023","0000","1030P",,,"F",,"EAST 108 ST","PARK AVE","0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2008","-","0",,,,,
"1462575780","Z29KTP","NJ","PAS","2021-07-12T00:00:00.000","20","SDN","HYUND","P","36870","211","29690","0","33","33","33","970842","0033","0000","1249P",,,"F","633","W 155TH ST",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1462577064","54843JR","NY","COM","2021-07-01T00:00:00.000","46","DELV",,"P","21190","37170","37190","0","33","33","33","959984","0033","0000","1247P","1247P","NY","F","250","FT WASHINGTON AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BROWN","0","0","-","0",,,,,
"1462577076","3GU58","NJ","PAS","2021-07-19T00:00:00.000","51",,"KAWAS","P","11710","37290","37310","0","33","33","33","959984","0033","0000","1153A","1153A","NY","F","2374","AMSTERDAM AVE",,"20210719","408","C4",,"BBBBBBB","ALL","ALL","BK","0","2016","-","0",,,,,
"1462577088","BLANKPLATE","99","999","2021-07-19T00:00:00.000","50",,"YEEWO","P","0","0","0","0","33","33","33","959984","0033","0000","1230P","1230P","NY","F",,"S/W C/O AMSTERDAM","W 177 ST","20210719","408","E3",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,
"1462591668","EDJ4418","99","PAS","2021-06-25T00:00:00.000","46",,"ME/BE","P","10610","36430","36450","0","32","32","32","957651","0032","0000","1147P",,"NY","F","2273","7TH AVE",,"0","408","F6",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,
"1462601870","55C1811","NY","PAS","2021-07-09T00:00:00.000","46","SUBN","DODGE","P","19270","10110","10010","20230627","25","25","25","962587","0025","0000","0642P",,"NY","F","312","E 116 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2017","-","0",,,,,
"1462607330","10396KZ","TX","PAS","2021-06-22T00:00:00.000","19","SDN","BMW","P","0","40404","40404","20210618","25","25","25","964166","0025","0000","0306A","0305A","NY","F","109","E 116",,"20210622","408","E3",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1462607354","069710T","NJ","PAS","2021-06-22T00:00:00.000","46","SDN","TOYOT","P","19270","27790","24890","20210702","25","25","25","964166","0025","0000","0302A","0300A","NY","F","106","E 116 STREET",,"20210622","408","E2",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,
"1462607378","KEF5741","NY","PAS","2021-07-11T00:00:00.000","46","SDN","HONDA","P","24890","19550","19570","0","25","25","25","967986","0025","0000","1156P",,,"F","2174","LEXINGTON AVE",,"0","408","C4",,"BBBBBBB","ALL","ALL","GRY","0","2014","-","0",,,,,
"1462607380","99485L7","TX","PAS","2021-06-22T00:00:00.000","40","SDN","BMW","P","0","40404","40404","0","25","25","25","967986","0025","0000","0315A",,,"F","1637","PARK",,"0","408","C3",,"BBBBBBB","ALL","ALL","GRY","0","2009","-","4",,,,,
"1462607391","5R94U2","TN","PAS","2021-06-22T00:00:00.000","19","VAN","KIA","P","0","40404","40404","0","25","25","25","962986","0025","0000","0308A",,,"F","101","E 116",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1462607410","072505T","NJ","PAS","2021-06-22T00:00:00.000","46","SDN","CHRYS","P","19270","27790","24890","0","25","25","25","967986","0025","0000","0301A",,,"F","102","E 116 ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1462617177","T649458C","NY","PAS","2021-06-23T00:00:00.000","40","SDN","HONDA","P","36030","40404","40404","20220531","28","28","28","950622","0028","0000","0200P",,"NY","F","61","W 113 STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","2020","-","3",,,,,
"1462622938","17558T8","TX","PAS","2021-07-13T00:00:00.000","46","SDN","HONDA","P","27090","37630","0","20210814","34","34","34","966894","0034","0000","1008P",,"NY","F","248","NAGLE AVENUE",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2008","-","0",,,,,
"1462623025","648NK4","MA","PAS","2021-07-19T00:00:00.000","50","SUBN","HONDA","P","0","0","0","0","34","34","34","966894","0034","0000","1035P",,"NY",,,"N/W C/O WEST 187 STR","CHITTENDEN AVENUE","0","408","E5",,"BBBBBBB","ALL","ALL","BLUE","0","2012","-","0",,,,,
"1462670659","019945T","NJ","PAS","2021-07-16T00:00:00.000","75","SUBN","NISSA","X","0","0","0","20210523","63","63","837","678549","0837","0000","1240A",,"K","O",,"S/W C/O E 59TH ST","PAERDEGAT AVE","0","408","J7",,"BBBBBBB","ALL","ALL","GY","0","2009","-","0",,,,,
"1462670672","058561T","NJ","PAS","2021-07-16T00:00:00.000","75","SUBN","LEXUS","X","37030","14280","14330","0","63","63","837","678549","0837","0000","0402A",,"K","F","1766","EAST 51TH ST",,"0","408","J5",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1462670684","058561T","NJ","PAS","2021-07-16T00:00:00.000","40","SDN","LEXUS","X","37030","14280","14330","0","63","63","837","678549","0837","0000","0356A",,"K","F","1766","EAST 51TH ST",,"0","408","J5",,"BBBBBBB","ALL","ALL","WHT","0","2003","-","2",,,,,
"1462670702","855861R","NJ","PAS","2021-07-16T00:00:00.000","75","SUBN","CHEVR","X","37030","14280","14330","20201230","63","63","837","678549","0837","0000","0424A",,"K","O","1766","EAST 51ST ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GN","0","0","-","0",,,,,
"1462685146","AJ63210","AZ","PAS","2020-11-10T00:00:00.000","14","VAN","FORD","X","54580","9140","61090","20201110","109","109","0","632190","0TMN","0000","0344P","0342P",,"F","3909","MAIN ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1462685158","HZT6610","NY","PAS","2020-11-18T00:00:00.000","19","SDN","NISSA","X","29620","63440","58220","20200625","45","45","0","632190","0TMN","0000","0243P","0243P",,"F","3630","E TREMONT AVE",,"0","408","C",,"BBBBBBB","ALL","ALL",,"0","2005","-","0",,,,,
"1462685160","KHH6338","NY","PAS","2020-11-24T00:00:00.000","14",,"INFIN","X","54580","45990","36220","20221029","109","109","0","632190","0TMN","0000","0257P","0257P",,,"42-60","MAIN ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","GY","0","2004","-","0",,,,,
"1462685171","639394","NY","PAS","2020-11-25T00:00:00.000","19","SDN","INFIN","X","29620","38320","20420","20200430","45","45","0","632190","0TMN","0000","0336P","0336P","BX","F","3104","E TREMONT AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2003","-","0",,,,,
"1462685183","639394","NY","PAS","2020-11-25T00:00:00.000","71","SDN","INFIN","X","29620","38320","20420","20200430","45","45","0","632190","0TMN","0000","0336P",,"BX",,"3104","E TREMONT AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1462685195","639394","NY","PAS","2020-11-25T00:00:00.000","70","SDN","INFIN","X","29620","38320","20420","20200430","45","45","0","632190","0TMN","0000","0336P","0336P","BX","F","3104","E TREMONT AVE",,"0","408","J6",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1462685201","JPP9969","NY","PAS","2020-12-01T00:00:00.000","19","SDN","ACURA","X","29620","30915","59820","20220624","46","46","0","632190","0TMN","0000","0348P","0348P","BX","F","2265","E TREMONT AVE",,"0","408","J3",,"BBBBBBB","ALL","ALL","WH","0","2011","-","0",,,,,
"1462695061","JGL4589","NY","PAS","2020-12-09T00:00:00.000","14","SUBN","KIA","X","13610","37330","0","20210508","34","34","0","568694","FETF","0000","0545A","0545A","NY","F","4226","BROADWAY","179 ST","0","408","C3",,"BBBBBBB","ALL","ALL","GY","0","2011","-","0",,,,,
"1462695073","JGL4589","NY","PAS","2020-12-09T00:00:00.000","71","SDN","KIA","X","13610","37330","0","20210508","34","34","0","568694","FETF","0000","0545A","0545A","NY","F","4226","BROADWAY","179 ST","0","408","C",,"BBBBBBB","ALL","ALL","GY","0","2011","-","0",,,,,
"1462698797","JMK5327","NY","999","2020-10-29T00:00:00.000","14","SDN","FORD","X","29620","10520","65060","20211131","45","45","0","621057","0TBM","0000","0320P",,,"O","3517","E TREMONT",,"0","408","J6",,"BBBBBBB","ALL","ALL","GY","0","2016","-","0",,,,,
"1462698803","FJM6743","NY","PAS","2020-11-06T00:00:00.000","14","SDN","NISSA","X","22220","61620","16420","20210331","45","45","0","21057","0TBM","0000","0325P",,,"F","1761","CROSBY AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","WH","0","2012","-","0",,,,,
"1463555465","8DHY615","CA","PAS","2021-07-04T00:00:00.000","40",,"NISSA","P","50380","21487","43595","0","121","121","121","953535","0121","0000","0528A",,"R","F","195","SUFFOLK AVE",,"0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","3",,,,,
"1463555477","Y45GHC","NJ","PAS","2021-07-01T00:00:00.000","40","SDN","FORD","P","36950","36953","31670","0","121","121","121","965366","0121","0000","0455A",,"R","F","178","LOCKMAN AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","0","-","3",,,,,
"1463555490","JHD1245","NY","OMT","2021-07-01T00:00:00.000","98","SUBN","HYUND","P","36950","24350","39740","20230425","121","121","121","953535","0121","0000","1222A",,"R","F","279","LOCKMAN AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BK","0","2009","-","0",,,,,
"1463558960","KKT3739","NY","PAS","2021-07-16T00:00:00.000","98","SUBN","FORD","P","35070","36285","19820","20230419","121","121","121","946548","0121","0000","0247P",,"R","F","484","KLONDIKE AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2011","-","0",,,,,
"1463580162","JBD7395","NY","PAS","2021-07-24T00:00:00.000","14","SDN","HYUND","P","35070","19820","34930","20220618","121","121","121","963857","0121","0000","0343A",,"R","O","503","KLONDIKE AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHT","0","2021","-","0",,,,,
"1463580319","07916W1","TX","PAS","2021-06-23T00:00:00.000","70","SDN","INFIN","P","30200","45800","19550","20210620","121","121","121","949920","0121","0000","0100A",,"R","O","344","GRANDVIEW AVE",,"0","408","F7",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1463581970","LDJ5640","PA","PAS","2021-07-01T00:00:00.000","41","VAN","DODGE","P","70218","70041","48157","20211001","121","121","121","967799","0121","0000","0145A",,"R","F","76","MULBERRY AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","2018","-","0",,,,,
"1463581981","19519Z2","TX","PAS","2021-07-18T00:00:00.000","70","SUBN","GMC","P","21129","45085","45085","0","121","121","121","967799","0121","0000","0626A",,,"O","18","CALVANICO LN",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2015","-","0",,,,,
"1463583266","LGL190","SC","PAS","2021-07-10T00:00:00.000","98","VAN","FORD","P","43700","48055","25650","20210630","121","121","121","967999","0121","0000","0805P",,,"F","941","POST AVENUE",,"0","408","J3",,"BBBBBBB","ALL","ALL",,"0","2004","-","0",,,,,
"1463583278","CCBA17","NJ","PAS","2021-07-13T00:00:00.000","98","SDN","HYUND","P","15960","40404","40404","0","121","121","121","967999","0121","0000","0645P",,"R","F","3012","ANDROS AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GREY","0","2001","-","0",,,,,
"1463583280","BLANKPLATE","99","999","2021-07-13T00:00:00.000","74","SUBN","SATUR","P","45050","27950","0","0","121","121","121","948816","0121","0000","0803P",,"R",,,"RICHMOND TERR","FABER ST","0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1463583291","CG40162","IL","PAS","2021-07-20T00:00:00.000","98","SUBN","HYUND","P","48140","51750","40200","20210820","121","121","121","967999","0121","0000","0755P",,"R","F","12","SLAIGHT ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","BLK","0","2012","-","0",,,,,
"1463583308","BLANKPLATE","99","999","2021-07-13T00:00:00.000","70","SUBN","HONDA","P","27950","45050","35740","0","121","121","121","967999","0121","0000","0800P",,,"F","18","FABER ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","1997","-","0",,,,,
"1463584106","SHU8941","NY","PAS","2021-06-24T00:00:00.000","46","SDN","LINCO","P","19730","25850","39720","20230506","121","121","121","968072","0121","0000","0913A","0910A","NY","F","205","BRAISTED AVE",,"20210624","408","F2",,"BBBBBBB","ALL","ALL","GREY","0","2019","-","0",,,,,
"1463584120","8BH9182","ME","PAS","2021-07-12T00:00:00.000","20","SUBN","FORD","P","34857","45050","18510","0","121","121","121","968072","0121","0000","0420P",,"R","F","94","JOHN ST",,"0","408","J3",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1463584180","QDI755","SC","PAS","2021-07-21T00:00:00.000","40","SUBN","FORD","P","13390","27480","28135","0","121","121","121","968072","0121","0000","1023P","1023P",,"F","269","ADA DRIVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2020","-","0",,,,,
"1463656944","GFWB88","FL","PAS","2021-07-04T00:00:00.000","14","SUBN","FORD","P","5780","9080","9130","20220431","72","72","72","953337","0072","0000","0535P",,"K","F","5016","7 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1463656956","KKF4476","NY","PAS","2021-07-04T00:00:00.000","14","SUBN","LEXUS","P","5780","9080","9130","20230224","72","72","72","943998","0072","0000","0530P",,"K","F","5018","7TH AVENUE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2018","-","0",,,,,
"1463758224","JAA1072","NY","PAS","2021-07-07T00:00:00.000","20","SUBN","TOYOT","X","26630","64830","36480","20220604","71","71","976","101535","0976","0000","0716A",,"K","F","471","CLARKSON AVE",,"0","408","F2",,"BBYBBBB","0700A","0500P","GREY","0","2018","-","0",,,,,
"1463759162","R22KHY","NJ","PAS","2021-06-20T00:00:00.000","41","SUBN","BMW","X","26630","64830","36480","0","71","71","976","101787","0976","0000","0136P",,"K","F","451","CLARKSON AVE",,"0","408","D",,"BBBBBBB","0700A","0700P","BLUE","0","0","-","0",,,,,
"1463759204","0456R09","99","999","2021-06-20T00:00:00.000","20","SUBN","MAZDA","X","93830","64830","23330","20210426","71","71","976","101787","0976","0000","1108A",,"K","O","444","WINTHROP STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1463784636","457VW7","MA","PAS","2021-06-23T00:00:00.000","17","SUBN","FORD","X","93830","64830","23330","0","71","71","976","101002","0976","0000","1219P",,"K","F","410","WINTHROP STREET",,"0","408","C4",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1463792037","EFE2874","NY","PAS","2021-06-23T00:00:00.000","98","SDN","TOYOT","X","93830","64830","23330","20220429","71","71","976","101762","0976","0000","0430A",,,"F","410","WINTHROP ST",,"0","408","C",,"BBBBBBB","ALL","ALL","SILVE","0","2005","-","0",,,,,
"1463864681","CEJ0418","99","PAS","2021-06-07T00:00:00.000","21","SDN","NISSA","P","59025","32600","59030","0","70","70","70","948157","0070","0000","0150A",,"K","F","8","MARTENSE CT",,"0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,
"1463915834","KKE1115","NY","PAS","2021-07-17T00:00:00.000","46","SDN","GENES","P","58220","27580","64830","20230216","71","71","71","968110","0071","0000","0302A",,"K","F","472","MALBONE ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1464000300","KHL2709","NY","PAS","2021-07-10T00:00:00.000","98","SUBN","SUBAR","P","0","0","0","20221109","63","63","63","965836","0063","0000","0403A",,"K",,,"C/O E 55 STREET","AVENUE L","0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2010","-","0",,,,,
"1464000323","LKJ2240","PA","PAS","2021-07-20T00:00:00.000","46","SDN","HYUND","P","37280","14130","14180","20211031","63","63","63","965836","0063","0000","0922P",,"K","O","1239","EAST 56",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2011","-","0",,,,,
"1464000335","T748100C","NY","OMT","2021-07-20T00:00:00.000","46",,"INFIN","P","37730","14130","81840","0","63","63","63","965836","0063","0000","0720P",,"K","F","1140","EAST 88",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1464000347","DFN6340","NY","PAS","2021-07-20T00:00:00.000","46","SUBN","ME/BE","P","37330","14130","14180","20230525","63","63","63","965836","0063","0000","0622P",,"K","F","1112","EAST 57 STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","2021","-","0",,,,,
"1464000359","JRR1052","NY","PAS","2021-07-20T00:00:00.000","46","SUBN","GMC","P","37430","14080","14130","20220304","63","63","63","965836","0063","0000","0600P",,"K","F","1061","EAST 59 STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","BEIGE","0","0","-","0",,,,,
"1464000505","KEN9897","NY","PAS","2021-07-07T00:00:00.000","40","SUBN",,"P","36180","14030","14080","20220810","63","63","63","970604","0063","0000","1250A",,,"F","914","E 31 ST",,"0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1464000748","BA82797","PA","PAS","2021-07-08T00:00:00.000","98","VAN","FORD","P","36480","14080","40930","0","63","63","63","963569","0063","0000","0258P",,"K","F","1234","E 37",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1464000920","92484FZ","GA","PAS","2021-07-19T00:00:00.000","14","SDN","TEXAS","P","36930","14330","40930","20210131","63","63","63","963869","0063","0000","0940A",,,"O","1831","EAST 48 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1464001339","KHV1535","NY","PAS","2021-07-20T00:00:00.000","46","SUBN","LEXUS","P","0","40404","40404","20230113","63","63","63","963703","0063","0000","0620P",,"K","O","1117","E 57",,"0","408","C",,"BBBBBBB","ALL","ALL","RD","0","2018","-","0",,,,,
"1464001340","BLANKPLATE","99","999","2021-07-20T00:00:00.000","46","SDN","BMW","P","37380","14130","14180","20230518","63","63","63","963703","0063","0000","0930P",,"K","O","1218","E 58 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","2009","-","0",,,,,
"1464001352","CPE1124","GA","PAS","2021-07-20T00:00:00.000","46","SUBN","NISSA","P","37380","14080","14130","0","63","63","63","963703","0063","0000","0933P",,"K",,"1136","E 58 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","GR","0","0","-","0",,,,,
"1464001364","JPC9811","NY","PAS","2021-07-20T00:00:00.000","46","SUBN","NISSA","P","37430","14130","14180","20220527","63","63","63","963703","0063","0000","0602P",,"K","O","1157","E 59 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","2017","-","0",,,,,
"1464001560","BB93875","CT","PAS","2021-07-04T00:00:00.000","48","SDN","HYUND","P","37280","14080","14130","0","63","63","63","967527","0063","0000","0520A",,"K","F","1141","E 56 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1464001595","KLB4577","NY","PAS","2021-07-14T00:00:00.000","74","SDN","BMW","P","37230","14330","40630","20230405","63","63","63","967527","0063","0000","0311A",,"K","F","1648","E 55 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","2011","-","0",,,,,
"1464001601","KLB4577","NY","PAS","2021-07-14T00:00:00.000","40","SDN","BMW","P","37230","14330","40630","20230405","63","63","63","967527","0063","0000","0312A",,"K","F","1648","E 55 STREET",,"0","408","J2",,"BBBBBBB","ALL","ALL","BLUE","0","2011","-","0",,,,,
"1464001613","HLX4818","NY","PAS","2021-07-14T00:00:00.000","50","SUBN","HYUND","P","0","0","0","20211120","63","63","63","967527","0063","0000","0335A",,"K",,,"N/E/C/O E 40 STREET","KINGS HWY","0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2014","-","0",,,,,
"1464001625","093617T","NJ","PAS","2021-07-14T00:00:00.000","67","SDN","AUDI","P","0","0","0","0","63","63","63","967527","0063","0000","0350A",,"K",,,"N/E/C/O E 53 STREET","AVE L","0","408","E5",,"BBBBBBB","ALL","ALL","BLUE","0","2013","-","0",,,,,
"1464001637","HLN3306","NY","PAS","2021-07-14T00:00:00.000","67",,"HONDA","P","0","0","0","20220923","63","63","63","967527","0063","0000","0625A",,"K",,,"S/W/C/O AVE M","E 46 STREET","0","408","F7",,"BBBBBBB","ALL","ALL","BLACK","0","2016","-","0",,,,,
"1464001649","16724G7","TX","PAS","2021-07-20T00:00:00.000","46","SDN","INFIN","P","70150","14580","14630","0","63","63","63","967527","0063","0000","0300A",,"K","F","2067","PEARSON STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRAY","0","2014","-","0",,,,,
"1464001662","T691558C","NY","PAS","2021-07-20T00:00:00.000","46","SDN","HONDA","P","70150","14580","14630","20211130","63","63","63","967527","0063","0000","0254A",,"K","F","2081","PEARSON STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLACK","0","2011","-","0",,,,,
"1464001686","BB93875","CT","PAS","2021-07-21T00:00:00.000","48","SDN","HYUND","P","37280","14080","14130","20240617","63","63","63","967527","0063","0000","0402A",,"K","F","1145","E 56 STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2012","-","0",,,,,
"1464001698","M777114","OH","PAS","2021-07-21T00:00:00.000","46","SDN","NISSA","P","37330","14130","14180","0","63","63","63","967527","0063","0000","0415A",,"K","F","1135","E 57 STREET",,"0","408","E9",,"BBBBBBB","ALL","ALL","BLUE","0","2018","-","0",,,,,
"1464001753","KKY8658","NY","PAS","2021-07-02T00:00:00.000","61","SDN","BMW","P","0","40404","40404","20230308","63","63","63","967701","0063","0000","0519A",,"K","F","4511","AVENUE E",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRAY","0","2017","-","0",,,,,
"1464001832","JEV2318","NY","PAS","2021-07-14T00:00:00.000","40","SDN","TOYOT","P","37280","14180","14230","20221111","63","63","63","967721","0063","0000","0258A",,"K","F","1318","E 56 ST",,"0","408","F7",,"BBBBBBB","ALL","ALL","RED","0","2017","-","0",,,,,
"1464001844","GPK9366","NY","PAS","2021-07-14T00:00:00.000","40","SUBN","TOYOT","P","37280","61003","14330","20220505","63","63","63","967721","0063","0000","0303A",,"K","F","1556","E 56 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1464001856","63803MA","NY","COM","2021-07-14T00:00:00.000","40","VAN","FORD","P","36630","54050","57250","20230215","63","63","63","967721","0063","0000","0333A",,"K","F","1316","E 40 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","W","0","2016","-","0",,,,,
"1464001868","KHA2396","NY","PAS","2021-07-14T00:00:00.000","67","SDN","BMW","P","0","0","0","20221229","63","63","63","967721","0063","0000","0345A",,"K",,,"S/E/C/E 53 STREET","AVENUE L","0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2008","-","0",,,,,
"1464001870","KNJ6480","NY","PAS","2021-07-14T00:00:00.000","51","SDN","NISSA","P","37130","14130","14180","20210412","63","63","63","967721","0063","0000","0354A",,"K","F","1363","E 53 STREET",,"0","408","F7",,"BBBBBBB","ALL","ALL","GRAY","0","2007","-","0",,,,,
"1464001881","KKT4599","NY","PAS","2021-07-19T00:00:00.000","98","SDN","HONDA","P","37430","41030","14080","20230330","63","63","63","967721","0063","0000","0123A",,"K","F","950","EAST 59 STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,
