"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"140857","Brooklyn","1505","DEAN STREET","Street",,,,,,"TROY AVENUE","ALBANY AVENUE","308.0","3082B","11213.0","36.0","25.0","56.0","8.0","0039685","Populated","POINT (-73.9381479983310754 40.6763132364111684)","72A27A9A-077B-4CE9-A7AF-CAC45DCB631B","2015-03-17 04:00:00.0000000",,,,,,,,,,,"POINT (-73.93814799833108 40.67631323641117)"
"140858","Brooklyn","251","RUTLEDGE STREET","Street",,"15.0",,,,"HARRISON AVENUE","MARCY AVENUE","301.0","3014B","11211.0","33.0","26.0","50.0","7.0","0099123","Populated","POINT (-73.9539247153090287 40.7041452429120341)","779137FA-6DF9-447B-B8B4-BE8D5C3F7269","2015-03-17 04:00:00.0000000","2018-05-08 14:06:42.0000000",,,,,,,,,,"POINT (-73.95392471530903 40.704145242912034)"
"141222","Queens","60-053","WOODHAVEN BOULEVARD","Street",,,,,,"60 DRIVE","60 ROAD","406.0","4062D","11373.0","29.0","15.0","28.0","6.0",,"Populated","POINT (-73.8713724389940296 40.7302908171708822)","B32C0D7F-242B-464D-91C0-92AE3D96995C","2015-03-17 04:00:00.0000000",,,,,,,,,,,"POINT (-73.87137243899403 40.73029081717088)"
"141223","Staten Island","178","BIONIA AVENUE","Street",,,,,,"OLYMPIA BOULEVARD","FOCH AVENUE","502.0","5021C","10305.0","50.0","23.0","64.0","11.0","0086424","Empty","POINT (-74.0731781309627166 40.5933452471581973)","31FD2C6C-6F40-4FF7-8F96-4C50606616D8","2015-03-17 04:00:00.0000000","2015-10-20 18:49:00.0000000",,,,,,,,,,"POINT (-74.07317813096272 40.5933452471582)"
"141622","Manhattan","185","LENOX AVENUE","Street","LENOX AV",,,,,"WEST 120 STREET","WEST 119 STREET","110.0","1101B","10026.0","9.0","30.0","70.0","13.0",,"Empty","POINT (-73.9482615728486508 40.8042016647129344)","720E8A27-8AA0-4019-87E4-DB031A35AFB9","2015-03-18 04:00:00.0000000","2017-06-19 08:59:58.0000000",,,,,,,,,,"POINT (-73.94826157284865 40.804201664712934)"
"141623","Queens","147-036","HOOK CREEK BOULEVARD","Street","HOOK CREEK BOULEVARD",,,,,"147 DRIVE","UNNAMED STREET","413.0","4137C","11422.0","31.0","10.0","29.0","5.0","0007420","Empty","POINT (-73.7265861871409243 40.6562589114600357)","DD626F38-7E7F-4810-B72C-CF792ABBC76F","2015-03-18 04:00:00.0000000","2023-06-19 18:24:17.0000000",,,"None",,,,,,,"POINT (-73.72658618714092 40.656258911460036)"
"141624","Manhattan","77","LUDLOW STREET","Street","LUDLOW ST",,,,,"BROOME STREET","GRAND STREET","103.0","1032B","10002.0","1.0","26.0","65.0","7.0","0081174","Populated","POINT (-73.9896037014888321 40.7177518078700018)","8C383535-D702-44E5-868E-1E5388EF7E78","2015-03-18 04:00:00.0000000","2017-01-20 08:28:38.0000000",,,,,,,,,,"POINT (-73.98960370148883 40.71775180787)"
"141625","Brooklyn","1064","83 STREET","Street",,,,,,"11 AVENUE","10 AVENUE","310.0","3104E","11228.0","43.0","22.0","46.0","11.0","0069408","Empty","POINT (-74.0171758904477315 40.6187667897637112)","CF71F076-B07C-40C8-9ED9-982A19A8E071","2015-03-18 04:00:00.0000000","2018-10-29 17:54:01.0000000",,,,"40.618964","-74.017402","166","3152652","3060220033","Dyker Heights","POINT (-74.01717589044773 40.61876678976371)"
"141626","Brooklyn","432","3 ST","Street",,,,,,"5 AV","6 AV","306.0","3064D","11215.0","39.0","26.0","44.0","10.0","0055102","Populated","POINT (-73.9812068995846914 40.6717277318321848)","E4A75E06-2CA6-41B9-8D5D-26CDB6B80EB8","2015-03-18 04:00:00.0000000","2023-06-09 15:45:00.0000000",,,,"40.671867","-73.981381","135","3021092","3009827504","Park Slope","POINT (-73.98120689958469 40.671727731832185)"
"141627","Brooklyn","6423","FORT HAMILTON PARKWAY","Street","65 STREET","32.0",,,,"FORT HAMILTON PARKWAY","10 AVENUE","310.0","3104C","11219.0","38.0","17.0","49.0","10.0","0036577","Populated","POINT (-74.0085224543636429 40.6303185737975809)","39F214BF-073C-4B77-B54F-F846CD332B7E","2015-03-18 04:00:00.0000000","2021-06-04 14:07:46.0000000",,,,,,,,,,"POINT (-74.00852245436364 40.63031857379758)"
"142022","Manhattan","320","WEST  83 STREET","Street","W 83 ST",,,,,"RIVERSIDE DRIVE","WEST END AVENUE","107.0","1073B","10024.0","6.0","31.0","67.0","10.0","0003745","Populated","POINT (-73.9802296526178935 40.7872711956338634)","486CE45B-7437-46F0-97DE-892A5C3D1ECA","2015-03-18 04:00:00.0000000","2018-08-02 16:30:51.0000000",,,,"40.787270","-73.980120","171","1033808","1012450034","Upper West Side (Central)","POINT (-73.9802296526179 40.78727119563386)"
"142024","Brooklyn","2126","BAY RIDGE PARKWAY","Street",,,,,,"BAY PARKWAY","21 AVENUE","311.0","3112E","11204.0","44.0","22.0","47.0","10.0","0037027","Populated","POINT (-73.9888779019357372 40.6089883728644665)","49B96B3B-C60E-4F3F-8524-1E7BF2E8652E","2015-03-18 04:00:00.0000000","2018-10-31 20:09:42.0000000",,,,,,,,,,"POINT (-73.98887790193574 40.60898837286447)"
"142025","Queens","88-041","75 AVENUE","Street","88 STREET",,,,,"BEND","88 STREET","405.0","4054E","11385.0","30.0","15.0","28.0","6.0","0117875","Empty","POINT (-73.8613366852961519 40.7084441681646751)","57764067-AE79-4721-A3E4-BE2B513810C9","2015-03-18 04:00:00.0000000",,,,,"40.708206","-73.861708","637","4094365","4038550128","Glendale","POINT (-73.86133668529615 40.708444168164675)"
"142026","Manhattan","336","WEST  20 STREET","Street","W 20 ST",,,,,"9 AVENUE","8 AVENUE","104.0","1041B","10011.0","3.0","27.0","75.0","10.0","0079887","Empty","POINT (-74.0014874501304547 40.7440384125754065)","10F753A2-2F6B-4A26-8204-DB0EF3567510","2015-03-18 04:00:00.0000000","2018-02-16 14:14:43.0000000",,,,"40.743905","-74.001010","89","1080452","1007430070","Chelsea-Hudson Yards","POINT (-74.00148745013045 40.74403841257541)"
"142027","Brooklyn","264","90 STREET","Street",,,,,,"3 AVENUE","RIDGE BOULEVARD","310.0","3103C","11209.0","43.0","22.0","46.0","11.0","0103436","Populated","POINT (-74.0329644710316899 40.6208108298899973)","E91AA92E-CE60-4B88-AE99-0788A9767B17","2015-03-18 04:00:00.0000000","2018-07-23 19:43:45.0000000",,,,"40.620928","-74.033255","58","3154509","3060800033","Bay Ridge","POINT (-74.03296447103169 40.62081082989)"
"142028","Manhattan","106","WEST 143 STREET","Street","W 143 ST",,,,,"ADAM CLAYTON POWELL JR BOULEVARD","LENOX AVENUE","110.0","1104B","10030.0","9.0","30.0","71.0","13.0","0026871","Empty","POINT (-73.9379442419152753 40.8194085915651002)","F663CCA6-E736-493B-A0DA-1ED397263B80","2015-03-18 04:00:00.0000000","2022-04-29 16:17:40.0000000",,,,"40.819335","-73.937659","232","1060120","1020110038","Harlem (North)","POINT (-73.93794424191528 40.8194085915651)"
"142029","Bronx","660","WEST 236 STREET","Street","INDEPENDENCE AVENUE",,,,,"WEST  236 STREET","WEST  235 STREET","208.0","2083C","10463.0","11.0","34.0","81.0","16.0","0059758","Populated","POINT (-73.9135596626048255 40.8869173931147571)","8D99F26A-48D9-485A-92BA-8006D129C680","2015-03-18 04:00:00.0000000","2022-04-19 14:48:18.0000000",,,,"40.887111","-73.913697","309","2085869","2059170140","Riverdale-Spuyten Duyvil","POINT (-73.91355966260483 40.88691739311476)"
"142030","Brooklyn","1306","EAST 103 STREET","Street",,,,,,"AVENUE N","AVENUE M","318.0","3181C","11236.0","46.0","19.0","58.0","8.0","0074830","Populated","POINT (-73.8888272046012418 40.6398608259613994)","40028184-AF21-4806-8347-FBC749680AAF","2015-03-18 04:00:00.0000000","2020-07-14 19:49:28.0000000",,,,"40.639703","-73.888528","1020","3233957","3082860046","Canarsie","POINT (-73.88882720460124 40.6398608259614)"
"142031","Brooklyn","70","DOOLEY STREET","Street","SHORE PARKWAY",,,,,"VOORHIES AVENUE","BELT PARKWAY","315.0","3153D","11235.0","48.0","23.0","41.0","9.0","0152264","Populated","POINT (-73.9459166907512326 40.5851551891729372)","9F7BC33A-160F-4CC0-AAA6-D7CCB837446A","2015-03-18 04:00:00.0000000","2019-01-03 15:42:08.0000000",,,,,,,,,,"POINT (-73.94591669075123 40.58515518917294)"
"142032","Queens","177-30","WEXFORD TERRACE","Street","WEXFORD TERRACE",,,,,"EDGERTON BOULEVARD","DALNY ROAD","408.0","4082C","11432.0","24.0","14.0","29.0","5.0","0034320","Populated","POINT (-73.7860976443723757 40.7130315308286015)","950D9B7D-3A4B-4961-8AF0-F8FDDEB1557F","2015-03-18 04:00:00.0000000","2019-01-07 14:48:19.0000000",,,,,,,,,,"POINT (-73.78609764437238 40.7130315308286)"
"142033","Queens","110-061","FARMERS BOULEVARD","Street",,,,,,"111 AVENUE","JORDAN AVENUE","412.0","4122E","11412.0","27.0","14.0","33.0","5.0","0018089","Empty","POINT (-73.7655267436544619 40.7019313792590864)","03CAA140-759F-4259-A0C9-74F98D140037","2015-03-18 04:00:00.0000000",,,,,,,,,,,"POINT (-73.76552674365446 40.701931379259086)"
"142034","Manhattan","315","10 AVENUE","Street","10 AV",,,,,"WEST  29 STREET","WEST  28 STREET","104.0","1042B","10001.0","3.0","27.0","75.0","10.0","0001298","Populated","POINT (-74.0018836172156256 40.7510183163128303)","ED6BA151-0589-412B-8659-71227089E542","2015-03-18 04:00:00.0000000","2019-09-09 22:05:04.0000000",,,"Helpful","40.750989","-74.001779","99.02","1012422","1007000030","Chelsea-Hudson Yards","POINT (-74.00188361721563 40.75101831631283)"
"142035","Manhattan","654","WEST 33 STREET","Street","10 AV",,,,,"12 AVENUE","11 AVENUE","104.0","1042B","10001.0","3.0","27.0","75.0","10.0","0001802","Populated","POINT (-74.0050483669349859 40.7564539593543032)","CBED19B6-DAAE-43B1-B536-04E739CCB7B8","2015-03-18 04:00:00.0000000",,,,,"40.755814","-74.004115","99.03","1084717","1006760005","Chelsea-Hudson Yards","POINT (-74.00504836693499 40.7564539593543)"
"142037","Brooklyn","1611","SCHENECTADY AVENUE","Street",,,,,,"AVENUE H","GLENDALE COURT","318.0","3186D","11234.0","45.0","21.0","41.0","9.0","0069772","Populated","POINT (-73.9312487884882188 40.6331925151091724)","A19DE94B-A210-4C5C-A99B-B7E3EAB69EEC","2015-03-18 04:00:00.0000000","2020-02-19 16:45:26.0000000",,,,,,,,,,"POINT (-73.93124878848822 40.63319251510917)"
"142038","Staten Island","100","RICHE AVENUE","Street",,,,,,"RIDGEWAY AVENUE","DEAD END","502.0","5024D","10314.0","50.0","24.0","63.0","11.0","0101471","Populated","POINT (-74.1827356295544433 40.5954723318828954)","619B0DF5-416B-4615-B99A-B2D8CE406DC8","2015-03-18 04:00:00.0000000",,,,,,,,,,,"POINT (-74.18273562955444 40.595472331882895)"
"142039","Staten Island","100","RICHE AVENUE","Street",,,,,,"RIDGEWAY AVENUE","DEAD END","502.0","5024D","10314.0","50.0","24.0","63.0","11.0","0101471","Populated","POINT (-74.1826818221620954 40.5955129221709328)","CCFE2978-677A-4C95-9CC1-1F76CBD9ABDA","2015-03-18 04:00:00.0000000",,,,,,,,,,,"POINT (-74.1826818221621 40.59551292217093)"
"142040","Brooklyn","348","LOTT AVENUE","Street","JUNIUS ST","16.0",,,,"JUNIUS STREET","POWELL STREET","316.0","3161A","11212.0","42.0","19.0","60.0","8.0","0072227","Empty","POINT (-73.9003049281444646 40.6589489669055624)","935E4E5D-82EC-414A-80E5-DF2E64934BC7","2015-03-18 04:00:00.0000000","2016-10-25 12:22:15.0000000",,,,,,,,,,"POINT (-73.90030492814446 40.65894896690556)"
"142041","Staten Island","40","FILLAT STREET","Street","1f",,,,,"CRYSTAL AVENUE","WOOLLEY AVENUE","501.0","5014D","10314.0","50.0","24.0","61.0","11.0","0062089","Populated","POINT (-74.1423745954528499 40.6128385857672640)","9094DADB-9B30-4B35-B92D-17BCA0EA46FF","2015-03-18 04:00:00.0000000","2021-10-05 15:05:54.0000000",,,,,,,,,,"POINT (-74.14237459545285 40.612838585767264)"
"142042","Queens","86-21","56 AVENUE","Street",,,,,,"SEABURY STREET","VAN HORN STREET","404.0","4041D","11373.0","25.0","16.0","35.0","6.0","0009515","Populated","POINT (-73.8765297863202761 40.7334206496156099)","34F1BAB8-93D2-4AA6-A633-0B3D9B1046D2","2015-03-18 04:00:00.0000000","2016-10-19 09:41:27.0000000",,,,"40.733208","-73.876692","475","4065090","4028680032","Elmhurst","POINT (-73.87652978632028 40.73342064961561)"
"142043","Brooklyn","4501","GLENDALE COURT","Street",,,,,,"SCHENECTADY AVENUE","EAST   45 STREET","318.0","3186D","11234.0","45.0","21.0","41.0","9.0","0069670","Populated","POINT (-73.9332218457775809 40.6335665592047732)","98F8D2E0-E2AA-4EF8-A1BE-A66D79F7B43D","2015-03-18 04:00:00.0000000","2016-10-20 13:33:38.0000000",,,,,,,,,,"POINT (-73.93322184577758 40.63356655920477)"
"142044","Queens","43-019","41 STREET","Street",,,,,,"QUEENS BOULEVARD","43 AVENUE","402.0","4022E","11104.0","26.0","12.0","37.0","14.0","0082362","Empty","POINT (-73.9229976302405305 40.7448370826655974)","E6CE9923-AF6B-4DA2-A410-519425E377F5","2015-03-18 04:00:00.0000000",,,,,"40.744999","-73.923066","181.02","4002456","4001880017","Sunnyside","POINT (-73.92299763024053 40.7448370826656)"
"142045","Staten Island","22","OTIS AVENUE","Street",,,,,,"ALLISON PLACE","RICHMOND ROAD","502.0","5022E","10306.0","50.0","24.0","62.0","11.0","0097975","Empty","POINT (-74.1164422095886550 40.5778182087431034)","64D5C0D0-CC69-4EEE-9279-7F811B0FA4A9","2015-03-18 04:00:00.0000000","2017-08-31 09:34:27.0000000",,,,,,,,,,"POINT (-74.11644220958866 40.5778182087431)"
"142423","Staten Island","19","HASTINGS STREET","Street","1x",,,,,"LANDIS AVENUE","NARROWS ROAD SOUTH","502.0","5021C","10305.0","50.0","23.0","64.0","11.0","0057182","Empty","POINT (-74.0668129113818168 40.6008106441545777)","1579BB44-C9DC-4E82-B984-53C6877F71AE","2015-03-18 04:00:00.0000000","2017-03-31 12:19:10.0000000",,,,,,,,,,"POINT (-74.06681291138182 40.60081064415458)"
"142424","Manhattan","120","WEST  91 STREET","Street","W 91 ST",,,,,"AMSTERDAM AVENUE","COLUMBUS AVENUE","107.0","1074A","10024.0","6.0","30.0","69.0","10.0","0004075","Populated","POINT (-73.9709567098169885 40.7900562533064317)","65830649-5D2D-44E6-BBC1-5AAA7E5D2B8B","2015-03-18 04:00:00.0000000","2020-10-27 12:36:41.0000000",,,,"40.790139","-73.970976","177","1077128","1012210007","Upper West Side (Central)","POINT (-73.97095670981699 40.79005625330643)"
"142425","Brooklyn","177","NORTH 9 STREET","Street",,,,,,"DRIGGS AVENUE","BEDFORD AVENUE","301.0","3011A","11211.0","33.0","26.0","50.0","12.0","0085324","Empty","POINT (-73.9559245211000444 40.7186151747820162)","D3BFE07D-E9E1-46FB-9844-1DF7694953C0","2015-03-18 04:00:00.0000000","2023-02-10 13:01:05.0000000",,,,"40.718562","-73.955910","517","3061703","3023050032","Williamsburg","POINT (-73.95592452110004 40.718615174782016)"
"142426","Brooklyn","2021","EAST 53 STREET","Street",,,,,,"EAST   52 STREET","AVENUE T","318.0","3184E","11234.0","46.0","19.0","59.0","8.0","0068944","Empty","POINT (-73.9230498254577526 40.6115813535207337)","2A7983D4-89FD-4B53-A536-4E7B21A055A4","2015-03-18 04:00:00.0000000","2023-05-20 19:02:24.0000000",,,,"40.611724","-73.923151","670","3378162","3085440033","Marine Park-Mill Basin-Bergen Beach","POINT (-73.92304982545775 40.611581353520734)"
"142427","Manhattan","654","WEST 33 STREET","Street","10 AV",,,,,"12 AVENUE","11 AVENUE","104.0","1042B","10001.0","3.0","27.0","75.0","10.0","0001802","Populated","POINT (-74.0050726457042600 40.7564086894350197)","FD96BE33-4715-47F3-A2B2-59F7BFDD5838","2015-03-18 04:00:00.0000000",,,,,"40.755814","-74.004115","99.03","1084717","1006760005","Chelsea-Hudson Yards","POINT (-74.00507264570426 40.75640868943502)"
"142428","Manhattan","654","WEST 33 STREET","Street","10 AV",,,,,"12 AVENUE","11 AVENUE","104.0","1042B","10001.0","3.0","27.0","75.0","10.0","0001802","Populated","POINT (-74.0051024096339347 40.7563765231383286)","D4FF3DF3-EB14-4F2B-B8C5-07A45DDF2394","2015-03-18 04:00:00.0000000",,,,,"40.755814","-74.004115","99.03","1084717","1006760005","Chelsea-Hudson Yards","POINT (-74.00510240963393 40.75637652313833)"
"142429","Brooklyn","270","76 STREET","Street","76 STREET","27.0",,,,"3 AVENUE","RIDGE BOULEVARD","310.0","3102C","11209.0","43.0","22.0","64.0","11.0","0065486","Populated","POINT (-74.0287054977175671 40.6308434185342691)","69708A00-4B7D-4CCB-9845-F1717490C826","2015-03-18 04:00:00.0000000","2016-10-07 15:38:05.0000000",,,,"40.630970","-74.029024","64","3149156","3059490036","Bay Ridge","POINT (-74.02870549771757 40.63084341853427)"
"142430","Staten Island","100","RICHE AVENUE","Street",,,,,,"RIDGEWAY AVENUE","DEAD END","502.0","5024D","10314.0","50.0","24.0","63.0","11.0","0101471","Populated","POINT (-74.1827597863316583 40.5954478709965443)","0364E2F0-87C6-4190-B8F5-5782F0AA6B70","2015-03-18 04:00:00.0000000",,,,,,,,,,,"POINT (-74.18275978633166 40.595447870996544)"
"142431","Brooklyn","5608","BEVERLY ROAD","Street","BEVERLY RD","30.0",,,,"EAST   57 STREET","EAST   56 STREET","317.0","3173D","11203.0","45.0","21.0","58.0","9.0","0068817","Populated","POINT (-73.9236480551205091 40.6466242047081820)","C873F570-C132-4CA0-A383-0A419392AADB","2015-03-18 04:00:00.0000000","2016-10-19 14:55:44.0000000",,,,,,,,,,"POINT (-73.92364805512051 40.64662420470818)"
"142432","Brooklyn","4417","FOSTER AVENUE","Street","FOSTER AV","31.0",,,,"EAST   45 STREET","TROY AVENUE","317.0","3175E","11203.0","45.0","21.0","58.0","9.0","0070380","Empty","POINT (-73.9340503452882700 40.6395476817574774)","D9AC4CD4-9278-4458-BBBF-11DAF374D90C","2015-03-18 04:00:00.0000000","2016-10-19 21:13:48.0000000",,,,,,,,,,"POINT (-73.93405034528827 40.63954768175748)"
"142433","Queens","163-19","83 STREET","Street","83 STREET",,,,,"164 AVENUE","163 AVENUE","410.0","4104C","11414.0","32.0","15.0","23.0","8.0","0021275","Populated","POINT (-73.8474183439719383 40.6508180832305257)","75840898-5A9F-497D-9363-5F52A98BA784","2015-03-18 04:00:00.0000000","2020-07-20 19:02:55.0000000",,,,"40.650912","-73.847512","892.01","4294223","4140670076","Howard Beach-Lindenwood","POINT (-73.84741834397194 40.650818083230526)"
"142434","Brooklyn","529","74 STREET","Street","74 STREET",,,,,"6 AVENUE","5 AVENUE","310.0","3102C","11209.0","43.0","22.0","64.0","11.0","0037368","Populated","POINT (-74.0214197525799591 40.6299588830306533)","FFCAFE64-497D-4C18-8A52-8FFB847C8559","2015-03-18 04:00:00.0000000","2017-03-22 08:05:40.0000000",,,,"40.629926","-74.021429","134","3147975","3059200060","Bay Ridge","POINT (-74.02141975257996 40.62995888303065)"
"142436","Queens","235-016","26 AVENUE","Street",,,,,,,,"411.0",,,,,,,,"Empty","POINT (-73.7520688181990494 40.7812687346700500)","00E41EC1-D3BF-4E29-AA21-9C7A4BBB63B1","2015-03-18 04:00:00.0000000",,,,,"40.781406","-73.752461","1483","4167998","4080130007","Douglaston-Little Neck","POINT (-73.75206881819905 40.78126873467005)"
"142437","Brooklyn","1690","80 STREET","Street","80 STREET",,,,,"17 AVENUE","16 AVENUE","311.0","3113C","11214.0","43.0","22.0","47.0","10.0","0069420","Populated","POINT (-74.0014973312495528 40.6121514351348623)","6D7C6208-F403-430A-AB68-F842E8A1884C","2015-03-18 04:00:00.0000000","2017-04-10 10:21:41.0000000",,,,"40.612295","-74.001833","182","3329050","3062830042","Bensonhurst","POINT (-74.00149733124955 40.61215143513486)"
"142438","Staten Island","24","BEACON AVENUE","Street","1f",,,,,"BEND","RICHMOND ROAD","502.0","5022C","10306.0","50.0","24.0","62.0","11.0","0116653","Populated","POINT (-74.1233037194318598 40.5765668653687470)","03F3F3BB-A28C-42DA-BDA2-E29DF3B5B283","2015-03-18 04:00:00.0000000","2016-12-23 11:06:42.0000000",,,,,,,,,,"POINT (-74.12330371943186 40.57656686536875)"
"142439","Staten Island","24","BEACON AVENUE","Street","3f",,,,,"BEND","RICHMOND ROAD","502.0","5022C","10306.0","50.0","24.0","62.0","11.0","0116653","Populated","POINT (-74.1232788388218040 40.5766306276129782)","84FDC6DD-839A-4E60-B841-41A725A45AA8","2015-03-18 04:00:00.0000000","2016-12-23 11:08:09.0000000",,,,,,,,,,"POINT (-74.1232788388218 40.57663062761298)"
"142822","Manhattan","276","WEST  86 STREET","Street","W 86 ST",,,,,"WEST END AVENUE","BROADWAY","107.0","1073B","10024.0","6.0","31.0","67.0","10.0","0003607","Populated","POINT (-73.9773625599544005 40.7885673242498186)","BB0B5C8F-D859-438C-9D70-C769E5541012","2015-03-18 04:00:00.0000000","2018-08-13 15:40:22.0000000",,,,"40.788683","-73.977408","171","1033143","1012337504","Upper West Side (Central)","POINT (-73.9773625599544 40.78856732424982)"
"142823","Manhattan","434","WEST  47 STREET","Street","W 47 ST",,,,,"10 AVENUE","9 AVENUE","104.0","1043B","10036.0","3.0","27.0","75.0","10.0","0001879","Populated","POINT (-73.9917619916594589 40.7621565968996435)","FADDE4DC-46DD-4232-ADE6-C48B81D4710F","2015-03-18 04:00:00.0000000","2018-11-18 17:56:35.0000000",,"1.0",,"40.762072","-73.991441","127","1026505","1010560048","Hell's Kitchen","POINT (-73.99176199165946 40.76215659689964)"
"142824","Brooklyn","10582","AVENUE M","Street",,,,,,"EAST  108 STREET","EAST  105 STREET","318.0","3181C","11236.0","46.0","19.0","58.0","8.0","0075147","Empty","POINT (-73.8853713548674307 40.6421822975769018)","345CE4BB-E0B9-4A98-A543-DCA136B1DE04","2015-03-18 04:00:00.0000000","2016-10-25 16:24:59.0000000",,,,,,,,,,"POINT (-73.88537135486743 40.6421822975769)"
"142825","Brooklyn","2110","CANARSIE ROAD","Street",,,,,,"SEAVIEW COURT","SKIDMORE AVENUE","318.0","3183E","11236.0","46.0","19.0","59.0","8.0","0070113","Populated","POINT (-73.8897423832421936 40.6311145296355889)","773A7938-1BD7-4062-AEFA-1A7779C595FC","2015-03-18 04:00:00.0000000","2016-10-28 14:30:57.0000000",,,,,,,,,,"POINT (-73.8897423832422 40.63111452963559)"
"142826","Staten Island","184","BIONIA AVENUE","Street",,,,,,"OLYMPIA BOULEVARD","FOCH AVENUE","502.0","5021C","10305.0","50.0","23.0","64.0","11.0","0086424","Empty","POINT (-74.0732013287421580 40.5931224558268511)","9A5629BE-1764-4193-BE92-15A4E0E781A8","2015-03-18 04:00:00.0000000",,,,,,,,,,,"POINT (-74.07320132874216 40.59312245582685)"
"142827","Manhattan","64","BRADHURST AVENUE","Street",,,,,,"WEST  146 STREET","WEST  145 STREET","110.0","1104A","10039.0","9.0","30.0","71.0","13.0","0026960","Populated","POINT (-73.9424608531871712 40.8237254114818811)","F6BF049D-0FCF-4264-8A12-2564D7A87CAD","2015-03-18 04:00:00.0000000","2023-06-28 12:37:28.0000000",,,"Helpful",,,,,,,"POINT (-73.94246085318717 40.82372541148188)"
"142828","Queens","48-013","188 STREET","Street","188 STREET",,,,,"50 AVENUE","48 AVENUE","411.0","4113D","11365.0","20.0","11.0","25.0","6.0","0005705","Populated","POINT (-73.7902344030771360 40.7485142064363970)","45CD992B-678E-43D7-8CE9-447371D8E434","2015-03-18 04:00:00.0000000","2016-10-24 16:05:27.0000000",,,,"40.748550","-73.790330","1417","4127250","4056240020","Auburndale","POINT (-73.79023440307714 40.7485142064364)"
"142829","Manhattan","351","WEST 113 STREET","Street","WEST 113 STREET",,,,,"MANHATTAN AVENUE","8 AVENUE","110.0","1101A","10026.0","9.0","30.0","70.0","13.0","0067013","Populated","POINT (-73.9579598612183844 40.8030314278095432)","9429D201-1AFF-48DE-BD09-1FC2954D37A4","2015-03-18 04:00:00.0000000","2023-04-06 15:19:48.0000000",,,,"40.802810","-73.957519","197.02",,,"Harlem (South)","POINT (-73.95795986121838 40.80303142780954)"
"142830","Queens","34-021","80 STREET","Street",,,,,,"35 AVENUE","34 AVENUE","403.0","4032D","11372.0","25.0","13.0","34.0","14.0","0031696","Empty","POINT (-73.8867111999301613 40.7528642964237733)","B4FA6ACB-22A6-4ABE-A6C7-B4C4CE47797C","2015-03-18 04:00:00.0000000","2016-11-08 15:45:59.0000000",,,,"40.752937","-73.886776","285","4029193","4012670060","Jackson Heights","POINT (-73.88671119993016 40.75286429642377)"
"142831","Queens","34-021","80 STREET","Street",,,,,,"35 AVENUE","34 AVENUE","403.0","4032D","11372.0","25.0","13.0","34.0","14.0","0031696","Empty","POINT (-73.8867123504819858 40.7528589424359708)","5B185C97-098A-491E-B8AB-22C461FA1040","2015-03-18 04:00:00.0000000","2021-09-03 15:12:40.0000000",,,,"40.752937","-73.886776","285","4029193","4012670060","Jackson Heights","POINT (-73.88671235048199 40.75285894243597)"
"142832","Staten Island","24","BEACON AVENUE","Street","2f",,,,,"BEND","RICHMOND ROAD","502.0","5022C","10306.0","50.0","24.0","62.0","11.0","0116653","Populated","POINT (-74.1232928422145108 40.5765990427399217)","C5DD16E6-917C-4E3C-8191-3E09FABA93CD","2015-03-18 04:00:00.0000000","2016-12-23 11:07:25.0000000",,,,,,,,,,"POINT (-74.12329284221451 40.57659904273992)"
"142833","Staten Island","308","CLAWSON STREET","Street","1s",,,,,"NEW DORP LANE","JACQUES AVENUE","502.0","5022C","10306.0","50.0","24.0","64.0","11.0","0062898","Empty","POINT (-74.1110890406305174 40.5719835071112698)","6B3EE79E-B402-44C0-9ACC-91F596BADB41","2015-03-18 04:00:00.0000000","2017-05-03 12:16:00.0000000",,,,,,,,,,"POINT (-74.11108904063052 40.57198350711127)"
"142834","Staten Island","296","CLAWSON STREET","Street","1f",,,,,"JACQUES AVENUE","BACHE AVENUE","502.0","5022C","10306.0","50.0","24.0","64.0","11.0","0062897","Empty","POINT (-74.1110056370455226 40.5720914020302246)","F2053940-4F9E-455C-AFE2-898D81C9A6BF","2015-03-18 04:00:00.0000000","2017-05-03 12:53:00.0000000",,,,,,,,,,"POINT (-74.11100563704552 40.572091402030225)"
"142835","Brooklyn","5414","AVENUE M","Street","AV M","26.0",,,,"EAST   55 STREET","EAST   54 STREET","318.0","3185E","11234.0","46.0","19.0","59.0","8.0","0048714","Empty","POINT (-73.9227517180831484 40.6215780079037998)","D3173D76-790D-40E4-A307-098202D0A3D9","2015-03-18 04:00:00.0000000",,,,,,,,,,,"POINT (-73.92275171808315 40.6215780079038)"
"142836","Brooklyn","1829","NEW YORK AVENUE","Street","NEW YORK AV","14.0",,,,"AVENUE J","AVENUE I","318.0","3186E","11210.0","45.0","21.0","41.0","9.0","0093881","Empty","POINT (-73.9441430635705501 40.6280419611605197)","6A71E10D-F432-4C96-BEC1-A70BF81B3A30","2015-03-18 04:00:00.0000000",,,,,,,,,,,"POINT (-73.94414306357055 40.62804196116052)"
