"eventid","eventtype","startdatetime","enddatetime","enteredon","eventagency","parkingheld","borough","communityboard_s","policeprecinct_s","category","subcategoryname","country","zipcode_s"
"710092","Shooting Permit","2023-04-26T06:00:00.000","2023-04-26T22:00:00.000","2023-04-20T08:38:04.000","Mayor's Office of Film, Theatre & Broadcasting","47 AVENUE between VAN DAM STREET and 31 STREET","Queens","2","108","Commercial","Commercial","United States of America","11101"
"710090","Shooting Permit","2023-04-25T06:00:00.000","2023-04-25T22:00:00.000","2023-04-20T08:33:30.000","Mayor's Office of Film, Theatre & Broadcasting","47 AVENUE between VAN DAM STREET and 31 STREET","Queens","2","108","Commercial","Commercial","United States of America","11101"
"710083","Shooting Permit","2023-04-25T07:00:00.000","2023-04-25T19:00:00.000","2023-04-20T07:45:30.000","Mayor's Office of Film, Theatre & Broadcasting","LORRAINE STREET between HENRY STREET and CLINTON STREET,  EAST   19 STREET between GLENWOOD ROAD and FOSTER AVENUE,  STATE STREET between HENRY STREET and GARDEN PLACE","Brooklyn","14, 2, 6","70, 76, 84","WEB","Not Applicable","United States of America","11201, 11230, 11231"
"710079","Shooting Permit","2023-04-23T01:00:00.000","2023-04-23T13:00:00.000","2023-04-20T06:41:57.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5","18","Television","News","United States of America","10036, 10105"
"710078","Shooting Permit","2023-04-23T06:00:00.000","2023-04-23T19:00:00.000","2023-04-20T06:38:47.000","Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between GARFIELD PLACE and CARROLL STREET","Brooklyn","55, 6","78","Still Photography","Not Applicable","United States of America","11215, 11238"
"710077","Shooting Permit","2023-04-22T01:00:00.000","2023-04-22T13:00:00.000","2023-04-20T06:38:34.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5","18","Television","News","United States of America","10036, 10105"
"710035","Shooting Permit","2023-04-24T07:00:00.000","2023-04-24T23:00:00.000","2023-04-19T20:24:09.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 7 AVENUE and 6 AVENUE,  7 AVENUE between WEST   54 STREET and WEST   53 STREET,  WEST   54 STREET between 7 AVENUE and 6 AVENUE","Manhattan","5","18","Film","Feature","United States of America","10019"
"710033","Shooting Permit","2023-04-24T07:00:00.000","2023-04-24T19:00:00.000","2023-04-19T20:18:23.000","Mayor's Office of Film, Theatre & Broadcasting","CHURCH STREET between 244 STREET and ORIENT AVENUE,  ORIENT AVENUE between CHURCH STREET and PINE STREET,  SECOND AVENUE between EAST    9 STREET and EAST    7 STREET,  GLENWOOD STREET between NORTHERN BOULEVARD and PEMBROKE AVENUE","Queens","11, 3","111, 9","Film","Feature","United States of America","10003, 11362, 11363"
"710028","Shooting Permit","2023-04-22T06:00:00.000","2023-04-22T19:00:00.000","2023-04-19T20:12:39.000","Mayor's Office of Film, Theatre & Broadcasting","NASSAU STREET between GOLD STREET and BRIDGE STREET,  DIVISION STREET between BOWERY and MARKET STREET,  BOWERY between DIVISION STREET and BAYARD STREET,  MARKET SLIP between CHERRY STREET and SOUTH STREET,  SOUTH STREET between MARKET STREET and CATHERINE SLIP,  KINGSLAND AVENUE between NORMAN AVENUE and GREENPOINT AVENUE,  EAST BROADWAY between CATHERINE STREET and MARKET STREET,  ST JAMES PLACE between OLIVER STREET and JAMES STREET","Brooklyn","1, 2, 3","1, 5, 7, 84, 94","Film","Feature","United States of America","10002, 10013, 10038, 11038, 11201, 11222"
"710006","Shooting Permit","2023-05-17T06:00:00.000","2023-05-17T23:59:00.000","2023-04-19T17:58:58.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST   34 STREET and WEST   40 STREET","Manhattan","4","10","WEB","Not Applicable","United States of America","10001, 10018"
"710005","Shooting Permit","2023-05-16T06:00:00.000","2023-05-16T23:59:00.000","2023-04-19T17:58:57.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST   34 STREET and WEST   40 STREET","Manhattan","4","10","WEB","Not Applicable","United States of America","10001, 10018"
"710004","Shooting Permit","2023-05-15T06:00:00.000","2023-05-15T23:59:00.000","2023-04-19T17:58:55.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST   34 STREET and WEST   40 STREET","Manhattan","4","10","WEB","Not Applicable","United States of America","10001, 10018"
"710003","Shooting Permit","2023-05-14T06:00:00.000","2023-05-14T23:59:00.000","2023-04-19T17:58:54.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST   34 STREET and WEST   40 STREET","Manhattan","4","10","WEB","Not Applicable","United States of America","10001, 10018"
"710002","Shooting Permit","2023-05-13T06:00:00.000","2023-05-13T23:59:00.000","2023-04-19T17:58:53.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST   34 STREET and WEST   40 STREET","Manhattan","4","10","WEB","Not Applicable","United States of America","10001, 10018"
"710001","Shooting Permit","2023-05-12T06:00:00.000","2023-05-12T23:59:00.000","2023-04-19T17:58:52.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST   34 STREET and WEST   40 STREET","Manhattan","4","10","WEB","Not Applicable","United States of America","10001, 10018"
"710000","Shooting Permit","2023-05-11T06:00:00.000","2023-05-11T23:59:00.000","2023-04-19T17:58:51.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST   34 STREET and WEST   40 STREET","Manhattan","4","10","WEB","Not Applicable","United States of America","10001, 10018"
"709996","Rigging Permit","2023-04-24T08:30:00.000","2023-04-24T15:00:00.000","2023-04-19T17:36:38.000","Mayor's Office of Film, Theatre & Broadcasting","WASHINGTON PLACE between BROADWAY and MERCER STREET","Manhattan","2","6","Student","Not Applicable","United States of America","10003"
"709983","Shooting Permit","2023-04-24T06:00:00.000","2023-04-24T22:00:00.000","2023-04-19T16:55:17.000","Mayor's Office of Film, Theatre & Broadcasting","47 AVENUE between VAN DAM STREET and 31 STREET","Queens","2","108","Commercial","Commercial","United States of America","11101"
"709943","Shooting Permit","2023-04-23T07:00:00.000","2023-04-23T21:00:00.000","2023-04-19T15:34:08.000","Mayor's Office of Film, Theatre & Broadcasting","GREENWICH STREET between CHARLES STREET and WEST   10 STREET,  CHARLES STREET between GREENWICH STREET and HUDSON STREET,  GREENWICH STREET between PERRY STREET and CHARLES STREET","Manhattan","2","6","Commercial","Commercial","United States of America","10014"
"709921","Shooting Permit","2023-04-22T18:00:00.000","2023-04-23T07:00:00.000","2023-04-19T14:30:37.000","Mayor's Office of Film, Theatre & Broadcasting","31ST ST between ASTORIA BLVD N and 24TH RD,  31 STREET between 23 ROAD and 24 ROAD,  ASTORIA BLVD SOUTH between 31ST ST and 33RD ST,  ASTORIA BLVD between 31ST ST and 27TH ST","Queens","1","114","Commercial","Commercial","United States of America","11102, 11103, 11105"
"709907","Shooting Permit","2023-04-21T18:00:00.000","2023-04-22T06:00:00.000","2023-04-19T14:07:09.000","Mayor's Office of Film, Theatre & Broadcasting","PALISADE AVENUE between WEST  232 STREET and KIPP ROAD","Bronx","8","50","Student","Student Film","United States of America","10463"
"709886","Shooting Permit","2023-04-21T14:00:00.000","2023-04-21T23:00:00.000","2023-04-19T13:23:22.000","Mayor's Office of Film, Theatre & Broadcasting","ST NICHOLAS AVENUE between WEST  173 STREET and WEST  180 STREET,  WEST  180 STREET between BROADWAY and FT WASHINGTON AVENUE,  BROADWAY between WEST  179 STREET and WEST  181 STREET,  FT WASHINGTON AVENUE between WEST  180 STREET and WEST  179 STREET,  WEST  181 STREET between FT WASHINGTON AVENUE and MAGAW PLACE,  WEST  179 STREET between FT WASHINGTON AVENUE and PINEHURST AVENUE","Manhattan","12","33, 34","Television","Episodic series","United States of America","10033"
"709882","Shooting Permit","2023-04-23T07:00:00.000","2023-04-23T20:00:00.000","2023-04-19T13:14:33.000","Mayor's Office of Film, Theatre & Broadcasting","ARGYLE ROAD between ALBERMARLE ROAD and CHURCH AVENUE","Brooklyn","14","70","Commercial","Commercial","United States of America","11218"
"709881","Shooting Permit","2023-04-26T07:00:00.000","2023-04-26T22:00:00.000","2023-04-19T13:10:55.000","Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  CALYER STREET between JEWEL STREET and DIAMOND STREET,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"709880","Shooting Permit","2023-04-24T18:00:00.000","2023-04-25T01:00:00.000","2023-04-19T13:10:50.000","Mayor's Office of Film, Theatre & Broadcasting","CLINTON AVENUE between PARK AVENUE and MYRTLE AVENUE,  MYRTLE AVENUE between VANDERBILT AVENUE and WAVERLY AVENUE,  VANDERBILT AVENUE between MYRTLE AVENUE and PARK AVENUE,  CLINTON AVENUE between MYRTLE AVENUE and WILLOUGHBY AVENUE","Brooklyn","2","88","Television","Episodic series","United States of America","11205"
"709867","Shooting Permit","2023-04-25T07:00:00.000","2023-04-25T21:00:00.000","2023-04-19T12:57:40.000","Mayor's Office of Film, Theatre & Broadcasting","GREENPOINT AVE between RAILROAD AVE and DEAD END,  RAILROAD AVE between GREENPOINT AVE and DEAD END","Queens","2","108","Television","Cable-episodic","United States of America","11101"
"709841","Shooting Permit","2023-04-20T04:00:00.000","2023-04-20T13:00:00.000","2023-04-19T12:07:50.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5","18","Television","News","United States of America","10036, 10105"
"709819","Shooting Permit","2023-04-25T07:00:00.000","2023-04-25T22:00:00.000","2023-04-19T11:17:11.000","Mayor's Office of Film, Theatre & Broadcasting","WEST STREET between GREENPOINT AVENUE and MILTON STREET,  MILTON STREET between WEST STREET and FRANKLIN STREET,  KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"709757","Shooting Permit","2023-04-25T06:00:00.000","2023-04-25T19:00:00.000","2023-04-19T04:42:06.000","Mayor's Office of Film, Theatre & Broadcasting","SOUTH    5 STREET between KENT AVENUE and WYTHE AVENUE","Brooklyn","1","90","Still Photography","Not Applicable","United States of America","11211, 11249"
"709684","Shooting Permit","2023-04-28T08:00:00.000","2023-04-29T02:00:00.000","2023-04-18T18:34:05.000","Mayor's Office of Film, Theatre & Broadcasting","3 AVENUE between 32 STREET and 34 STREET,  2 AVENUE between 32 STREET and 34 STREET,  37 STREET between 2 AVENUE and 3 AVENUE,  39 STREET between 2 AVENUE and 3 AVENUE","Brooklyn","7","72","Television","Episodic series","United States of America","11232"
"709683","Shooting Permit","2023-04-27T07:00:00.000","2023-04-28T01:00:00.000","2023-04-18T18:32:06.000","Mayor's Office of Film, Theatre & Broadcasting","3 AVENUE between 32 STREET and 34 STREET,  2 AVENUE between 32 STREET and 34 STREET,  37 STREET between 2 AVENUE and 3 AVENUE,  39 STREET between 2 AVENUE and 3 AVENUE","Brooklyn","7","72","Television","Episodic series","United States of America","11232"
"709677","Shooting Permit","2023-04-21T03:00:00.000","2023-04-21T22:00:00.000","2023-04-18T17:47:16.000","Mayor's Office of Film, Theatre & Broadcasting","CALYER STREET between BANKER STREET and LORIMER STREET,  LORIMER STREET between CALYER STREET and MESEROLE AVENUE,  BANKER STREET between CALYER STREET and MESEROLE AVENUE,  KINGLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  NORTH HENRY STREET between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"709611","Theater Load in and Load Outs","2023-05-06T00:01:00.000","2023-05-06T23:59:00.000","2023-04-18T15:22:04.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   51 STREET between 5 AVENUE and 6 AVENUE,  WEST   50 STREET between 5 AVENUE and 6 AVENUE,  WEST   51 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5","18","Theater","Theater","United States of America","10019, 10020, 10112"
"709595","Theater Load in and Load Outs","2023-04-25T00:01:00.000","2023-04-26T06:00:00.000","2023-04-18T14:55:07.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET,  WEST   33 STREET between 8 AVENUE and 9 AVENUE","Manhattan","4, 5","14","Theater","Theater","United States of America","10001, 10121"
"709522","Shooting Permit","2023-04-24T07:00:00.000","2023-04-24T20:00:00.000","2023-04-18T12:54:56.000","Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"709509","Shooting Permit","2023-04-20T19:30:00.000","2023-04-20T21:30:00.000","2023-04-18T12:37:07.000","Mayor's Office of Film, Theatre & Broadcasting","MULBERRY STREET between JERSEY STREET and EAST HOUSTON STREET,  MULBERRY STREET between JERSEY STREET and PRINCE STREET","Manhattan","2","5","Television","Episodic series","United States of America","10012"
"709492","Shooting Permit","2023-04-21T11:00:00.000","2023-04-22T03:00:00.000","2023-04-18T12:00:33.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   39 STREET between 6 AVENUE and 5 AVENUE,  EAST   39 STREET between 5 AVENUE and MADISON AVENUE,  WEST   38 STREET between BROADWAY and 5 AVENUE,  EAST   38 STREET between 5 AVENUE and MADISON AVENUE","Manhattan","5","14","Film","Feature","United States of America","10016, 10018"
"709481","Shooting Permit","2023-04-24T07:00:00.000","2023-04-24T23:00:00.000","2023-04-18T11:45:18.000","Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"709456","Shooting Permit","2023-04-21T09:30:00.000","2023-04-21T23:00:00.000","2023-04-18T11:01:59.000","Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between WASHINGTON SQUARE NORTH and EAST    8 STREET,  WASHINGTON SQUARE NORTH between 5 AVENUE and UNIVERSITY PLACE,  EAST    8 STREET between 5 AVENUE and UNIVERSITY PLACE,  LAGUARDIA PLACE between WEST HOUSTON STREET and WASHINGTON SQUARE SOUTH,  NORTH MOORE STREET between HUDSON STREET and VARICK STREET,  VARICK STREET between FRANKLIN STREET and NORTH MOORE STREET,  WEST BROADWAY between BEACH STREET and FRANKLIN STREET,  BEACH STREET between VARICK STREET and WEST BROADWAY,  WALKER STREET between 6 AVENUE and CHURCH STREET,  6 AVENUE between WHITE STREET and LISPENARD STREET,  CHURCH STREET between LEONARD STREET and WHITE STREET,  WHITE STREET between CHURCH STREET and BROADWAY","Manhattan","1, 2","1, 6","Television","Episodic series","United States of America","10003, 10011, 10012, 10013"
"709440","Theater Load in and Load Outs","2023-04-22T12:00:00.000","2023-04-22T23:59:00.000","2023-04-18T10:35:54.000","Mayor's Office of Film, Theatre & Broadcasting","ASHLAND PLACE between FULTON STREET and DEKALB AVENUE","Brooklyn","2","88","Theater","Theater","United States of America","11217"
"709429","Shooting Permit","2023-04-24T06:00:00.000","2023-04-24T20:00:00.000","2023-04-18T10:13:35.000","Mayor's Office of Film, Theatre & Broadcasting","HUDSON STREET between GROVE STREET and BARROW STREET","Manhattan","2","6","Still Photography","Not Applicable","United States of America","10014"
"709420","Theater Load in and Load Outs","2023-04-21T00:01:00.000","2023-04-21T23:59:00.000","2023-04-18T09:56:27.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   37 STREET between 9 AVENUE and 10 AVENUE","Manhattan","4","10, 14","Theater","Theater","United States of America","10018"
"709391","Shooting Permit","2023-04-20T09:00:00.000","2023-04-21T02:00:00.000","2023-04-18T08:50:19.000","Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 32 PLACE and 33 STREET,  33 STREET between 43 AVENUE and QUEENS BOULEVARD,  32 PLACE between 43 AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between VAN DAM STREET and 32 PLACE,  32 PLACE between SKILLMAN AVENUE and QUEENS BOULEVARD,  QUEENS BOULEVARD between 32 PLACE and 35 STREET,  VAN DAM STREET between SKILLMAN AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between 34 STREET and 33 STREET","Queens","2","108","Television","Episodic series","United States of America","11101"
"709232","Shooting Permit","2023-04-21T06:00:00.000","2023-04-21T20:00:00.000","2023-04-17T16:44:54.000","Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   23 STREET and EAST   25 STREET","Manhattan","5","13","Commercial","Commercial","United States of America","10010"
"709199","Shooting Permit","2023-04-20T08:00:00.000","2023-04-20T22:00:00.000","2023-04-17T16:07:10.000","Mayor's Office of Film, Theatre & Broadcasting","NASSAU AVENUE between KINGSLAND AVENUE and SUTTON STREET,  SUTTON STREET between NORMAN AVENUE and NASSAU AVENUE,  MONITOR STREET between NORMAN AVENUE and NASSAU AVENUE,  NASSAU AVENUE between MONITOR STREET and KINGSLAND AVENUE,  KINGSLAND AVENUE between NORMAN AVENUE and NASSAU AVENUE,  NORMAN AVENUE between NORTH HENRY STREET and SUTTON STREET,  MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and DIAMOND STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET","Queens","1, 2","108, 94","Television","Cable-episodic","United States of America","11101, 11222"
"709181","Shooting Permit","2023-04-19T10:00:00.000","2023-04-20T00:00:00.000","2023-04-17T15:45:22.000","Mayor's Office of Film, Theatre & Broadcasting","PLAZA STREET WEST between ST JOHNS PLACE and LINCOLN PLACE,  LINCOLN PLACE between PLAZA STREET WEST and 8 AVENUE,  8 AVENUE between UNION STREET and ST JOHNS PLACE,  43 AVENUE between 32 PLACE and 33 STREET,  33 STREET between 43 AVENUE and QUEENS BOULEVARD,  32 PLACE between 43 AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between VAN DAM STREET and 32 PLACE,  32 PLACE between SKILLMAN AVENUE and QUEENS BOULEVARD,  QUEENS BOULEVARD between 32 PLACE and 35 STREET,  VAN DAM STREET between SKILLMAN AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between 34 STREET and 33 STREET,  FLATBUSH AVENUE between PLAZA STREET WEST and OCEAN AVENUE","Brooklyn","2, 6","108, 78","Television","Episodic series","United States of America","11101, 11217"
"709171","Shooting Permit","2023-04-21T07:00:00.000","2023-04-21T19:00:00.000","2023-04-17T15:25:27.000","Mayor's Office of Film, Theatre & Broadcasting","HUDSON STREET between CLARKSON STREET and WEST HOUSTON STREET","Manhattan","2","1, 6","Television","Episodic series","United States of America","10014"
"709169","Theater Load in and Load Outs","2023-04-19T00:01:00.000","2023-04-19T23:59:00.000","2023-04-17T15:23:03.000","Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between WEST   57 STREET and WEST   56 STREET","Manhattan","5","18","Theater","Theater","United States of America","10019, 10106"
"709156","Shooting Permit","2023-05-15T10:00:00.000","2023-05-15T21:00:00.000","2023-04-17T15:09:24.000","Mayor's Office of Film, Theatre & Broadcasting","ANDERSON AVENUE between WEST  167 STREET and SHAKESPEARE AVENUE","Bronx","4, 5","44, 46","Music Video","Independent Artist","United States of America","10452"
"709155","Shooting Permit","2023-04-22T07:00:00.000","2023-04-22T20:00:00.000","2023-04-17T15:07:19.000","Mayor's Office of Film, Theatre & Broadcasting","GREENWICH STREET between CHARLES STREET and WEST   10 STREET,  CHARLES STREET between GREENWICH STREET and HUDSON STREET,  GREENWICH STREET between CHARLES STREET and PERRY STREET","Manhattan","2","6","Commercial","Commercial","United States of America","10014"
"709154","Shooting Permit","2023-04-26T06:00:00.000","2023-04-26T21:00:00.000","2023-04-17T15:06:59.000","Mayor's Office of Film, Theatre & Broadcasting","WESTMINSTER ROAD between CHURCH AVENUE and ALBERMARLE ROAD,  WESTMINSTER ROAD between CHURCH AVENUE and CATON AVENUE","Brooklyn","14","70","Commercial","Commercial","United States of America","11218"
"709152","Shooting Permit","2023-04-21T06:00:00.000","2023-04-21T23:59:00.000","2023-04-17T14:58:19.000","Mayor's Office of Film, Theatre & Broadcasting","REVIEW AVENUE between 29 STREET and 35 STREET,  STARR AVENUE between VANDAM STREET and BORDEN AVENUE","Queens","2","108","Commercial","Commercial","United States of America","11101"
"709146","Shooting Permit","2023-04-21T08:00:00.000","2023-04-21T23:30:00.000","2023-04-17T14:51:48.000","Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"709121","Theater Load in and Load Outs","2023-05-02T06:00:00.000","2023-05-02T23:59:00.000","2023-04-17T14:07:33.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   16 STREET between 9 AVENUE and 10 AVENUE","Manhattan","4","10","Theater","Theater","United States of America","10011"
"709115","Shooting Permit","2023-04-27T06:00:00.000","2023-04-28T01:00:00.000","2023-04-17T14:01:11.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   23 STREET between 10 AVENUE and 11 AVENUE,  WEST   23 STREET between 9 AVENUE and 10 AVENUE","Manhattan","4","10","Television","Episodic series","United States of America","10011"
"709074","Shooting Permit","2023-04-20T06:00:00.000","2023-04-20T23:00:00.000","2023-04-17T12:57:03.000","Mayor's Office of Film, Theatre & Broadcasting","8 AVENUE between WEST   43 STREET and WEST   45 STREET,  WEST   44 STREET between 8 AVENUE and 9 AVENUE,  9 AVENUE between WEST   43 STREET and WEST   46 STREET,  WEST   44 STREET between 7 AVENUE and 8 AVENUE,  WEST   45 STREET between 8 AVENUE and 9 AVENUE","Manhattan","4, 5","14, 18","Commercial","Commercial","United States of America","10036"
"709070","Shooting Permit","2023-04-26T07:00:00.000","2023-04-26T22:00:00.000","2023-04-17T12:53:45.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   44 STREET between BROADWAY and 6 AVENUE,  WEST   43 STREET between BROADWAY and 6 AVENUE,  WEST   43 STREET between 6 AVENUE and 5 AVENUE,  WEST   44 STREET between 5 AVENUE and 6 AVENUE,  EAST   44 STREET between 5 AVENUE and MADISON AVENUE,  ST NICHOLAS AVENUE between WEST  179 STREET and WEST  175 STREET,  WEST  176 STREET between SAINT NICHOLAS AVENUE and BROADWAY,  WADSWORTH AVENUE between WEST  177 STREET and WEST  175 STREET,  BROADWAY between WEST  176 STREET and WEST  174 STREET,  WEST  181 STREET between FT WASHINGTON AVENUE and MAGAW PLACE","Manhattan","12, 5","14, 33, 34","Television","Episodic series","United States of America","10017, 10033, 10036"
"709063","Theater Load in and Load Outs","2023-04-28T00:01:00.000","2023-05-02T23:59:00.000","2023-04-17T12:52:02.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   60 STREET between BROADWAY and COLUMBUS AVENUE,  WEST   60 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE","Manhattan","4, 7","18, 20","Theater","Theater","United States of America","10019, 10023"
"709056","Theater Load in and Load Outs","2023-04-30T15:00:00.000","2023-05-01T23:59:00.000","2023-04-17T12:43:36.000","Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   78 STREET and EAST   79 STREET","Manhattan","64, 8","19, 22","Theater","Theater","United States of America","10023, 10024, 10025, 10028, 10075"
"709029","Shooting Permit","2023-04-27T05:00:00.000","2023-04-27T21:00:00.000","2023-04-17T11:52:31.000","Mayor's Office of Film, Theatre & Broadcasting","BARRETTO STREET between GARRISON AVENUE and LAFAYETTE AVENUE","Bronx","2","41","Commercial","Industrial/Corporate","United States of America","10474"
"709015","Shooting Permit","2023-05-02T07:00:00.000","2023-05-02T21:00:00.000","2023-04-17T11:29:37.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   33 STREET between 8 AVENUE and 9 AVENUE","Manhattan","4","14","Commercial","Industrial/Corporate","United States of America","10001"
"709009","Shooting Permit","2023-04-22T16:00:00.000","2023-04-23T04:00:00.000","2023-04-17T11:23:40.000","Mayor's Office of Film, Theatre & Broadcasting","DIVISION STREET between ALLEN STREET and ELDRIDGE STREET,  FORSYTH STREET between DIVISION STREET and CANAL STREET,  EAST BROADWAY between MARKET STREET and PIKE STREET,  MARKET STREET between DIVISION STREET and EAST BROADWAY,  ALLEN STREET between DIVISION STREET and CANAL STREET,  CANAL STREET between FORSYTH STREET and ELDRIDGE STREET,  ALLEN STREET between HESTER STREET and CANAL STREET,  PIKE STREET between EAST BROADWAY and HENRY STREET,  ESSEX STREET between GRAND STREET and CANAL STREET","Manhattan","3","5, 7","Television","Cable-episodic","United States of America","10002"
"709005","Theater Load in and Load Outs","2023-04-20T06:00:00.000","2023-04-23T13:00:00.000","2023-04-17T11:20:38.000","Mayor's Office of Film, Theatre & Broadcasting","ATLANTIC AVENUE between FORT GREENE PLACE and 6 AVENUE,  FLATBUSH AVENUE between DEAN STREET and ATLANTIC AVENUE,  DEAN STREET between 6 AVENUE and FLATBUSH AVENUE","Brooklyn","2, 6","78","Theater","Theater","United States of America","11217"
"708977","Shooting Permit","2023-05-01T07:00:00.000","2023-05-01T19:00:00.000","2023-04-17T10:47:53.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   33 STREET between 8 AVENUE and 9 AVENUE","Manhattan","4","14","Commercial","Industrial/Corporate","United States of America","10001"
"708974","Theater Load in and Load Outs","2023-05-15T06:00:00.000","2023-05-16T23:59:00.000","2023-04-17T10:45:56.000","Mayor's Office of Film, Theatre & Broadcasting","MONTGOMERY STREET between SOUTH STREET and MONROE STREET","Manhattan","3","7","Theater","Theater","United States of America","10002"
"708943","Shooting Permit","2023-04-20T13:00:00.000","2023-04-21T02:00:00.000","2023-04-17T09:54:18.000","Mayor's Office of Film, Theatre & Broadcasting","EAST   39 STREET between PARK AVENUE and MADISON AVENUE,  EAST   41 STREET between PARK AVENUE and LEXINGTON AVENUE,  WEST   43 STREET between 6 AVENUE and BROADWAY,  6 AVENUE between WEST   43 STREET and WEST   44 STREET,  WEST   45 STREET between 6 AVENUE and BROADWAY,  WEST   43 STREET between 6 AVENUE and BROADWAY,  EAST   43 STREET between 5 AVENUE and MADISON AVENUE,  EAST   44 STREET between 5 AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   44 STREET and EAST   43 STREET,  WEST   44 STREET between 6 AVENUE and BROADWAY,  WEST   44 STREET between 5 AVENUE and 6 AVENUE,  WEST   43 STREET between 5 AVENUE and 6 AVENUE","Manhattan","5, 6","14, 17, 18","Film","Feature","United States of America","10016, 10017, 10018, 10036, 10173"
"708924","Shooting Permit","2023-04-25T07:00:00.000","2023-04-25T22:00:00.000","2023-04-17T09:26:06.000","Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET,  FRANKLIN STREET between EAGLE STREET and FREEMAN STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
