"response_id","gispropnum","omppropid","collected_date","time_of_day","year","month","month_text","week","group","location","ground_syringes","kiosk_syringes","total_syringes","kiosk_number","kiosk_type","precinct","borough","district","property_type","kiosk_site","created_date","source"
"M-005824","M037","M037-ZN07","2023-02-20T00:00:00.000","AM","2023","2","Feb","8","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-22 10:37:13.0000000","M&O MS Forms"
"M-005833","M037","M037-ZN07","2023-02-21T00:00:00.000","AM","2023","2","Feb","8","Parks","Highbridge Park","27.0",,"27.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-22 10:41:46.0000000","M&O MS Forms"
"M-005806","M037","M037-ZN07","2023-02-18T00:00:00.000","AM","2023","2","Feb","7","Parks","Highbridge Park","58.0",,"58.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-19 13:44:40.0000000","M&O MS Forms"
"M-005816","M037","M037-ZN07","2023-02-19T00:00:00.000","AM","2023","2","Feb","8","Parks","Highbridge Park","40.0",,"40.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-22 08:40:50.0000000","M&O MS Forms"
"M-005777","M037","M037-ZN07","2023-02-15T00:00:00.000","AM","2023","2","Feb","7","Parks","Highbridge Park","35.0",,"35.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-15 16:31:57.0000000","M&O MS Forms"
"M-005796","M037","M037-ZN07","2023-02-17T00:00:00.000","AM","2023","2","Feb","7","Parks","Highbridge Park","60.0",,"60.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-19 13:39:13.0000000","M&O MS Forms"
"M-005976","M037","M037-ZN07","2023-03-07T00:00:00.000","AM","2023","3","Mar","10","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-07 15:49:00.0000000","M&O MS Forms"
"M-005977","M037","M037-ZN07","2023-03-07T00:00:00.000","AM","2023","3","Mar","10","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-07 15:49:08.0000000","M&O MS Forms"
"M-005966","M037","M037-ZN07","2023-03-06T00:00:00.000","AM","2023","3","Mar","10","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-06 17:35:26.0000000","M&O MS Forms"
"M-005995","M037","M037-ZN07","2023-03-09T00:00:00.000","AM","2023","3","Mar","10","Parks","Highbridge Park","28.0",,"28.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-09 15:46:12.0000000","M&O MS Forms"
"M-005986","M037","M037-ZN07","2023-03-08T00:00:00.000","AM","2023","3","Mar","10","Parks","Highbridge Park","21.0",,"21.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-08 15:46:02.0000000","M&O MS Forms"
"M-005949","M037","M037-ZN07","2023-03-05T00:00:00.000","AM","2023","3","Mar","10","Parks","Highbridge Park","10.0",,"10.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-06 06:03:57.0000000","M&O MS Forms"
"M-005940","M037","M037-ZN07","2023-03-04T00:00:00.000","AM","2023","3","Mar","9","Parks","Highbridge Park","14.0",,"14.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-04 13:33:31.0000000","M&O MS Forms"
"M-005931","M037","M037-ZN07","2023-03-03T00:00:00.000","AM","2023","3","Mar","9","Parks","Highbridge Park","40.0",,"40.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-04 13:30:08.0000000","M&O MS Forms"
"M-006043","M037","M037-ZN07","2023-03-14T00:00:00.000","AM","2023","3","Mar","11","Parks","Highbridge Park","18.0",,"18.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-14 16:00:24.0000000","M&O MS Forms"
"M-006033","M037","M037-ZN07","2023-03-13T00:00:00.000","AM","2023","3","Mar","11","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-13 16:11:26.0000000","M&O MS Forms"
"M-006024","M037","M037-ZN07","2023-03-12T00:00:00.000","AM","2023","3","Mar","11","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-12 17:22:57.0000000","M&O MS Forms"
"M-006005","M037","M037-ZN07","2023-03-10T00:00:00.000","AM","2023","3","Mar","10","Parks","Highbridge Park","32.0",,"32.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-11 15:58:51.0000000","M&O MS Forms"
"M-006014","M037","M037-ZN07","2023-03-11T00:00:00.000","AM","2023","3","Mar","10","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-11 16:04:17.0000000","M&O MS Forms"
"M-006053","M037","M037-ZN07","2023-03-15T00:00:00.000","AM","2023","3","Mar","11","Parks","Highbridge Park","16.0",,"16.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-15 17:12:09.0000000","M&O MS Forms"
"M-006067","M037","M037-ZN07","2023-03-17T00:00:00.000","AM","2023","3","Mar","11","Parks","Highbridge Park","42.0",,"42.0",,,"34","Manhattan","M-12A","ZONE","true","2023-03-18 14:25:10.0000000","M&O MS Forms"
"M-005642","M037","M037-ZN07","2023-01-31T00:00:00.000","AM","2023","1","Jan","5","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-31 15:45:48.0000000","M&O MS Forms"
"M-005626","M037","M037-ZN07","2023-01-30T00:00:00.000","AM","2023","1","Jan","5","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-30 16:26:28.0000000","M&O MS Forms"
"M-005652","M037","M037-ZN07","2023-02-01T00:00:00.000","AM","2023","2","Feb","5","Parks","Highbridge Park","26.0",,"26.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-01 15:53:39.0000000","M&O MS Forms"
"M-005653","M037","M037-ZN07","2023-02-01T00:00:00.000","AM","2023","2","Feb","5","Parks","Highbridge Park","26.0",,"26.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-01 15:53:43.0000000","M&O MS Forms"
"M-005662","M037","M037-ZN07","2023-02-02T00:00:00.000","AM","2023","2","Feb","5","Parks","Highbridge Park","31.0",,"31.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-02 15:42:02.0000000","M&O MS Forms"
"M-005701","M037","M037-ZN07","2023-02-07T00:00:00.000","AM","2023","2","Feb","6","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-07 17:30:59.0000000","M&O MS Forms"
"M-005711","M037","M037-ZN07","2023-02-08T00:00:00.000","AM","2023","2","Feb","6","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-08 16:02:03.0000000","M&O MS Forms"
"M-005692","M037","M037-ZN07","2023-02-06T00:00:00.000","AM","2023","2","Feb","6","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-07 17:26:50.0000000","M&O MS Forms"
"M-005681","M037","M037-ZN07","2023-02-04T00:00:00.000","AM","2023","2","Feb","5","Parks","Highbridge Park","10.0",,"10.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-05 11:31:23.0000000","M&O MS Forms"
"M-005672","M037","M037-ZN07","2023-02-03T00:00:00.000","AM","2023","2","Feb","5","Parks","Highbridge Park","42.0",,"42.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-03 17:15:48.0000000","M&O MS Forms"
"M-005768","M037","M037-ZN07","2023-02-14T00:00:00.000","AM","2023","2","Feb","7","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-15 16:29:03.0000000","M&O MS Forms"
"M-005787","M037","M037-ZN07","2023-02-16T00:00:00.000","AM","2023","2","Feb","7","Parks","Highbridge Park","51.0",,"51.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-16 16:05:22.0000000","M&O MS Forms"
"M-005759","M037","M037-ZN07","2023-02-13T00:00:00.000","AM","2023","2","Feb","7","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-14 05:49:37.0000000","M&O MS Forms"
"M-005750","M037","M037-ZN07","2023-02-12T00:00:00.000","AM","2023","2","Feb","7","Parks","Highbridge Park","40.0",,"40.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-12 18:56:16.0000000","M&O MS Forms"
"M-005740","M037","M037-ZN07","2023-02-11T00:00:00.000","AM","2023","2","Feb","6","Parks","Highbridge Park","68.0",,"68.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-11 17:53:57.0000000","M&O MS Forms"
"M-005731","M037","M037-ZN07","2023-02-10T00:00:00.000","AM","2023","2","Feb","6","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-11 17:50:01.0000000","M&O MS Forms"
"M-005722","M037","M037-ZN07","2023-02-09T00:00:00.000","AM","2023","2","Feb","6","Parks","Highbridge Park","60.0",,"60.0",,,"34","Manhattan","M-12A","ZONE","true","2023-02-09 15:43:29.0000000","M&O MS Forms"
"M-005536","M037","M037-ZN07","2023-01-21T00:00:00.000","AM","2023","1","Jan","3","Parks","Highbridge Park","50.0",,"50.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 16:33:11.0000000","M&O MS Forms"
"M-005545","M037","M037-ZN07","2023-01-21T00:00:00.000","AM","2023","1","Jan","3","Parks","Highbridge Park","70.0",,"70.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 16:44:45.0000000","M&O MS Forms"
"M-005527","M037","M037-ZN07","2023-01-19T00:00:00.000","AM","2023","1","Jan","3","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 16:29:58.0000000","M&O MS Forms"
"M-005518","M037","M037-ZN07","2023-01-18T00:00:00.000","AM","2023","1","Jan","3","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 16:15:47.0000000","M&O MS Forms"
"M-005507","M037","M037-ZN07","2023-01-17T00:00:00.000","AM","2023","1","Jan","3","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 16:11:57.0000000","M&O MS Forms"
"M-005497","M037","M037-ZN07","2023-01-16T00:00:00.000","AM","2023","1","Jan","3","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 16:03:24.0000000","M&O MS Forms"
"M-005485","M037","M037-ZN07","2023-01-15T00:00:00.000","AM","2023","1","Jan","3","Parks","Highbridge Park","23.0",,"23.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 15:59:14.0000000","M&O MS Forms"
"M-005486","M037","M037-ZN07","2023-01-15T00:00:00.000","AM","2023","1","Jan","3","Parks","Highbridge Park","23.0",,"23.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 15:59:14.0000000","M&O MS Forms"
"M-005616","M037","M037-ZN07","2023-01-29T00:00:00.000","AM","2023","1","Jan","5","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-30 16:19:45.0000000","M&O MS Forms"
"M-005608","M037","M037-ZN07","2023-01-28T00:00:00.000","AM","2023","1","Jan","4","Parks","Highbridge Park","42.0",,"42.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-30 16:12:25.0000000","M&O MS Forms"
"M-005599","M037","M037-ZN07","2023-01-28T00:00:00.000","AM","2023","1","Jan","4","Parks","Highbridge Park","35.0",,"35.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-30 16:04:14.0000000","M&O MS Forms"
"M-005589","M037","M037-ZN07","2023-01-26T00:00:00.000","AM","2023","1","Jan","4","Parks","Highbridge Park","22.0",,"22.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-26 17:37:40.0000000","M&O MS Forms"
"M-005570","M037","M037-ZN07","2023-01-24T00:00:00.000","AM","2023","1","Jan","4","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-24 17:14:14.0000000","M&O MS Forms"
"M-005579","M037","M037-ZN07","2023-01-25T00:00:00.000","AM","2023","1","Jan","4","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-25 17:10:48.0000000","M&O MS Forms"
"M-005562","M037","M037-ZN07","2023-01-23T00:00:00.000","AM","2023","1","Jan","4","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 16:50:04.0000000","M&O MS Forms"
"M-005554","M037","M037-ZN07","2023-01-22T00:00:00.000","AM","2023","1","Jan","4","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-23 16:47:39.0000000","M&O MS Forms"
"M-005472","M037","M037-ZN07","2023-01-14T00:00:00.000","AM","2023","1","Jan","2","Parks","Highbridge Park","60.0",,"60.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-14 15:12:24.0000000","M&O MS Forms"
"M-005463","M037","M037-ZN07","2023-01-13T00:00:00.000","AM","2023","1","Jan","2","Parks","Highbridge Park","56.0",,"56.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-14 15:09:50.0000000","M&O MS Forms"
"M-005454","M037","M037-ZN07","2023-01-12T00:00:00.000","AM","2023","1","Jan","2","Parks","Highbridge Park","40.0",,"40.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-14 15:07:19.0000000","M&O MS Forms"
"M-005445","M037","M037-ZN07","2023-01-11T00:00:00.000","AM","2023","1","Jan","2","Parks","Highbridge Park","35.0",,"35.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-14 15:04:38.0000000","M&O MS Forms"
"M-005436","M037","M037-ZN07","2023-01-10T00:00:00.000","AM","2023","1","Jan","2","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-14 15:01:51.0000000","M&O MS Forms"
"M-005427","M037","M037-ZN07","2023-01-09T00:00:00.000","AM","2023","1","Jan","2","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-14 14:59:29.0000000","M&O MS Forms"
"M-005331","M037","M037-ZN07","2022-12-30T00:00:00.000","AM","2022","12","Dec","53","Parks","Highbridge Park","59.0",,"59.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-31 11:03:48.0000000","M&O MS Forms"
"M-005419","M037","M037-ZN07","2023-01-08T00:00:00.000","AM","2023","1","Jan","2","Parks","Highbridge Park","70.0",,"70.0",,,"34","Manhattan","M-12A","ZONE","true","2023-01-14 14:57:20.0000000","M&O MS Forms"
"M-005322","M037","M037-ZN07","2022-12-29T00:00:00.000","AM","2022","12","Dec","53","Parks","Highbridge Park","46.0",,"46.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-31 11:01:07.0000000","M&O MS Forms"
"M-005304","M037","M037-ZN07","2022-12-27T00:00:00.000","AM","2022","12","Dec","53","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-31 10:55:49.0000000","M&O MS Forms"
"M-005313","M037","M037-ZN07","2022-12-28T00:00:00.000","AM","2022","12","Dec","53","Parks","Highbridge Park","35.0",,"35.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-31 10:58:25.0000000","M&O MS Forms"
"M-005283","M037","M037-ZN07","2022-12-24T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","9.0",,"9.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-24 16:44:59.0000000","M&O MS Forms"
"M-005287","M037","M037-ZN07","2022-12-25T00:00:00.000","AM","2022","12","Dec","53","Parks","Highbridge Park","10.0",,"10.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-31 10:50:59.0000000","M&O MS Forms"
"M-005295","M037","M037-ZN07","2022-12-26T00:00:00.000","AM","2022","12","Dec","53","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-31 10:53:12.0000000","M&O MS Forms"
"M-005278","M037","M037-ZN07","2022-12-24T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","14.0",,"14.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-24 16:05:13.0000000","M&O MS Forms"
"M-005270","M037","M037-ZN07","2022-12-22T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","21.0",,"21.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-24 16:02:08.0000000","M&O MS Forms"
"M-005261","M037","M037-ZN07","2022-12-21T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-24 15:58:52.0000000","M&O MS Forms"
"M-005252","M037","M037-ZN07","2022-12-20T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-24 15:55:34.0000000","M&O MS Forms"
"M-005241","M037","M037-ZN07","2022-12-19T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-19 15:20:02.0000000","M&O MS Forms"
"M-005226","M037","M037-ZN07","2022-12-17T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","7.0",,"7.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-18 16:16:00.0000000","M&O MS Forms"
"M-005233","M037","M037-ZN07","2022-12-18T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-19 15:17:17.0000000","M&O MS Forms"
"M-005210","M037","M037-ZN07","2022-12-14T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","10.0",,"10.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-14 15:43:42.0000000","M&O MS Forms"
"M-005219","M037","M037-ZN07","2022-12-16T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","18.0",,"18.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-18 16:13:46.0000000","M&O MS Forms"
"M-005199","M037","M037-ZN07","2022-12-13T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-14 05:28:03.0000000","M&O MS Forms"
"M-005191","M037","M037-ZN07","2022-12-12T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-13 05:43:49.0000000","M&O MS Forms"
"M-005182","M037","M037-ZN07","2022-12-11T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-13 05:40:29.0000000","M&O MS Forms"
"M-005164","M037","M037-ZN07","2022-12-09T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","22.0",,"22.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-13 05:33:23.0000000","M&O MS Forms"
"M-005173","M037","M037-ZN07","2022-12-10T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-13 05:37:04.0000000","M&O MS Forms"
"M-005146","M037","M037-ZN07","2022-12-07T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","36.0",,"36.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-07 17:13:33.0000000","M&O MS Forms"
"M-005155","M037","M037-ZN07","2022-12-08T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","52.0",,"52.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-08 16:57:54.0000000","M&O MS Forms"
"M-005137","M037","M037-ZN07","2022-12-06T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-07 17:10:48.0000000","M&O MS Forms"
"M-005128","M037","M037-ZN07","2022-12-05T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-07 16:56:52.0000000","M&O MS Forms"
"M-005119","M037","M037-ZN07","2022-12-04T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-07 16:53:19.0000000","M&O MS Forms"
"M-005102","M037","M037-ZN07","2022-12-03T00:00:00.000","AM","2022","12","Dec","49","Parks","Highbridge Park","67.0",,"67.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-03 13:38:59.0000000","M&O MS Forms"
"M-005093","M037","M037-ZN07","2022-12-02T00:00:00.000","AM","2022","12","Dec","49","Parks","Highbridge Park","28.0",,"28.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-03 13:36:30.0000000","M&O MS Forms"
"M-005076","M037","M037-ZN07","2022-11-30T00:00:00.000","AM","2022","11","Nov","49","Parks","Highbridge Park","50.0",,"50.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-03 13:06:19.0000000","M&O MS Forms"
"M-005085","M037","M037-ZN07","2022-12-01T00:00:00.000","AM","2022","12","Dec","49","Parks","Highbridge Park","36.0",,"36.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-03 13:08:54.0000000","M&O MS Forms"
"M-005058","M037","M037-ZN07","2022-11-28T00:00:00.000","AM","2022","11","Nov","49","Parks","Highbridge Park","40.0",,"40.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-03 13:00:50.0000000","M&O MS Forms"
"M-005067","M037","M037-ZN07","2022-11-29T00:00:00.000","AM","2022","11","Nov","49","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-03 13:03:47.0000000","M&O MS Forms"
"M-005049","M037","M037-ZN07","2022-11-27T00:00:00.000","AM","2022","11","Nov","49","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-12-03 12:58:09.0000000","M&O MS Forms"
"M-005050","M037","M037-ZN08","2022-11-27T00:00:00.000","AM","2022","11","Nov","49","Parks","Highbridge Park","1.0",,"1.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-03 12:58:27.0000000","M&O MS Forms"
"M-005068","M037","M037-ZN08","2022-11-29T00:00:00.000","AM","2022","11","Nov","49","Parks","Highbridge Park","1.0",,"1.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-03 13:04:02.0000000","M&O MS Forms"
"M-005059","M037","M037-ZN08","2022-11-28T00:00:00.000","AM","2022","11","Nov","49","Parks","Highbridge Park","3.0",,"3.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-03 13:01:07.0000000","M&O MS Forms"
"M-005086","M037","M037-ZN08","2022-12-01T00:00:00.000","AM","2022","12","Dec","49","Parks","Highbridge Park","4.0",,"4.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-03 13:09:08.0000000","M&O MS Forms"
"M-005077","M037","M037-ZN08","2022-11-30T00:00:00.000","AM","2022","11","Nov","49","Parks","Highbridge Park","12.0",,"12.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-03 13:06:36.0000000","M&O MS Forms"
"M-005094","M037","M037-ZN08","2022-12-02T00:00:00.000","AM","2022","12","Dec","49","Parks","Highbridge Park","7.0",,"7.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-03 13:36:48.0000000","M&O MS Forms"
"M-005103","M037","M037-ZN08","2022-12-03T00:00:00.000","AM","2022","12","Dec","49","Parks","Highbridge Park","11.0",,"11.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-03 13:39:15.0000000","M&O MS Forms"
"M-005120","M037","M037-ZN08","2022-12-04T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","3.0",,"3.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-07 16:53:48.0000000","M&O MS Forms"
"M-005129","M037","M037-ZN08","2022-12-05T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","1.0",,"1.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-07 16:57:22.0000000","M&O MS Forms"
"M-005138","M037","M037-ZN08","2022-12-06T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","2.0",,"2.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-07 17:11:06.0000000","M&O MS Forms"
"M-005156","M037","M037-ZN08","2022-12-08T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","8.0",,"8.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-08 16:58:25.0000000","M&O MS Forms"
"M-005147","M037","M037-ZN08","2022-12-07T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","1.0",,"1.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-07 17:13:51.0000000","M&O MS Forms"
"M-005174","M037","M037-ZN08","2022-12-10T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","4.0",,"4.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-13 05:37:32.0000000","M&O MS Forms"
"M-005165","M037","M037-ZN08","2022-12-09T00:00:00.000","AM","2022","12","Dec","50","Parks","Highbridge Park","7.0",,"7.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-13 05:33:50.0000000","M&O MS Forms"
"M-005183","M037","M037-ZN08","2022-12-11T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","2.0",,"2.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-13 05:40:56.0000000","M&O MS Forms"
"M-005192","M037","M037-ZN08","2022-12-12T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","1.0",,"1.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-13 05:44:14.0000000","M&O MS Forms"
"M-005220","M037","M037-ZN08","2022-12-16T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","5.0",,"5.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-18 16:14:07.0000000","M&O MS Forms"
"M-005211","M037","M037-ZN08","2022-12-14T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","1.0",,"1.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-14 15:43:56.0000000","M&O MS Forms"
"M-005234","M037","M037-ZN08","2022-12-18T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","2.0",,"2.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-19 15:17:38.0000000","M&O MS Forms"
"M-005227","M037","M037-ZN08","2022-12-17T00:00:00.000","AM","2022","12","Dec","51","Parks","Highbridge Park","1.0",,"1.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-18 16:16:22.0000000","M&O MS Forms"
"M-005242","M037","M037-ZN08","2022-12-19T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","2.0",,"2.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-19 15:20:25.0000000","M&O MS Forms"
"M-005262","M037","M037-ZN08","2022-12-21T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","1.0",,"1.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-24 15:59:14.0000000","M&O MS Forms"
"M-005253","M037","M037-ZN08","2022-12-20T00:00:00.000","AM","2022","12","Dec","52","Parks","Highbridge Park","3.0",,"3.0",,,"33","Manhattan","M-12A","ZONE","true","2022-12-24 15:55:59.0000000","M&O MS Forms"
