"geoid","countyfips","borocode","boroname","boroct2020","ct2020","ctlabel","ntacode","ntatype","ntaname","ntaabbrev","cdtacode","cdtatype","cdtaname"
"36005038000","005","2","Bronx","2038000","038000","380","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005038200","005","2","Bronx","2038200","038200","382","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005038800","005","2","Bronx","2038800","038800","388","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005039000","005","2","Bronx","2039000","039000","390","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005039200","005","2","Bronx","2039200","039200","392","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005039400","005","2","Bronx","2039400","039400","394","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005039600","005","2","Bronx","2039600","039600","396","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005039800","005","2","Bronx","2039800","039800","398","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005040400","005","2","Bronx","2040400","040400","404","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005040600","005","2","Bronx","2040600","040600","406","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005040800","005","2","Bronx","2040800","040800","408","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005043501","005","2","Bronx","2043501","043501","435.01","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005035600","005","2","Bronx","2035600","035600","356","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005035800","005","2","Bronx","2035800","035800","358","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005036400","005","2","Bronx","2036400","036400","364","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005038600","005","2","Bronx","2038600","038600","386","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005042600","005","2","Bronx","2042600","042600","426","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005045600","005","2","Bronx","2045600","045600","456","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005045800","005","2","Bronx","2045800","045800","458","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005046000","005","2","Bronx","2046000","046000","460","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005046208","005","2","Bronx","2046208","046208","462.08","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005046209","005","2","Bronx","2046209","046209","462.09","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005048401","005","2","Bronx","2048401","048401","484.01","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005048402","005","2","Bronx","2048402","048402","484.02","BX1202","0","Eastchester-Edenwald-Baychester","Estchstr","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005041400","005","2","Bronx","2041400","041400","414","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005041800","005","2","Bronx","2041800","041800","418","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005042000","005","2","Bronx","2042000","042000","420","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005042200","005","2","Bronx","2042200","042200","422","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005042400","005","2","Bronx","2042400","042400","424","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005042800","005","2","Bronx","2042800","042800","428","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005043000","005","2","Bronx","2043000","043000","430","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005043400","005","2","Bronx","2043400","043400","434","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005043600","005","2","Bronx","2043600","043600","436","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005044200","005","2","Bronx","2044200","044200","442","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005044400","005","2","Bronx","2044400","044400","444","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005044800","005","2","Bronx","2044800","044800","448","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005044901","005","2","Bronx","2044901","044901","449.01","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005044902","005","2","Bronx","2044902","044902","449.02","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005045101","005","2","Bronx","2045101","045101","451.01","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005045102","005","2","Bronx","2045102","045102","451.02","BX1203","0","Wakefield-Woodlawn","Wkfld_Wdln","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005043502","005","2","Bronx","2043502","043502","435.02","BX1271","7","Woodlawn Cemetery","WdlnCem","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005043503","005","2","Bronx","2043503","043503","435.03","BX2691","9","Van Cortlandt Park","VnCrtldtPk","BX26","JIA","BX26 Van Cortlandt Park (JIA 26 Equivalent)"
"36005033400","005","2","Bronx","2033400","033400","334","BX2791","9","Bronx Park","BxPk","BX27","JIA","BX27 Bronx Park (JIA 27 Approximation)"
"36005027600","005","2","Bronx","2027600","027600","276","BX2891","9","Pelham Bay Park","PlhmByPk","BX28","JIA","BX28 Pelham Bay Park (JIA 28 Approximation)"
"36005050400","005","2","Bronx","2050400","050400","504","BX2891","9","Pelham Bay Park","PlhmByPk","BX28","JIA","BX28 Pelham Bay Park (JIA 28 Approximation)"
"36005000100","005","2","Bronx","2000100","000100","1","QN0151","5","Rikers Island","RkrsIsl","QN01","CD","QN01 Astoria-Queensbridge (CD 1 Equivalent)"
"36047049900","047","3","Brooklyn","3049900","049900","499","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047056100","047","3","Brooklyn","3056100","056100","561","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047056301","047","3","Brooklyn","3056301","056301","563.01","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047056302","047","3","Brooklyn","3056302","056302","563.02","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047056500","047","3","Brooklyn","3056500","056500","565","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047056900","047","3","Brooklyn","3056900","056900","569","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047057100","047","3","Brooklyn","3057100","057100","571","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047057300","047","3","Brooklyn","3057300","057300","573","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047057500","047","3","Brooklyn","3057500","057500","575","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047057901","047","3","Brooklyn","3057901","057901","579.01","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047057902","047","3","Brooklyn","3057902","057902","579.02","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047058901","047","3","Brooklyn","3058901","058901","589.01","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047058902","047","3","Brooklyn","3058902","058902","589.02","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047059100","047","3","Brooklyn","3059100","059100","591","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047059300","047","3","Brooklyn","3059300","059300","593","BK0101","0","Greenpoint","Grnpt","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047051300","047","3","Brooklyn","3051300","051300","513","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047051500","047","3","Brooklyn","3051500","051500","515","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047051700","047","3","Brooklyn","3051700","051700","517","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047051900","047","3","Brooklyn","3051900","051900","519","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047052300","047","3","Brooklyn","3052300","052300","523","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047052500","047","3","Brooklyn","3052500","052500","525","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047052700","047","3","Brooklyn","3052700","052700","527","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047054700","047","3","Brooklyn","3054700","054700","547","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047054900","047","3","Brooklyn","3054900","054900","549","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047055100","047","3","Brooklyn","3055100","055100","551","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047055300","047","3","Brooklyn","3055300","055300","553","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047055500","047","3","Brooklyn","3055500","055500","555","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047055700","047","3","Brooklyn","3055700","055700","557","BK0102","0","Williamsburg","Wllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047050700","047","3","Brooklyn","3050700","050700","507","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047050900","047","3","Brooklyn","3050900","050900","509","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047052900","047","3","Brooklyn","3052900","052900","529","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047053101","047","3","Brooklyn","3053101","053101","531.01","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047053102","047","3","Brooklyn","3053102","053102","531.02","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047053300","047","3","Brooklyn","3053300","053300","533","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047053500","047","3","Brooklyn","3053500","053500","535","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047053700","047","3","Brooklyn","3053700","053700","537","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047053900","047","3","Brooklyn","3053900","053900","539","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047054500","047","3","Brooklyn","3054500","054500","545","BK0103","0","South Williamsburg","SWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047044901","047","3","Brooklyn","3044901","044901","449.01","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047044902","047","3","Brooklyn","3044902","044902","449.02","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047045300","047","3","Brooklyn","3045300","045300","453","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047047700","047","3","Brooklyn","3047700","047700","477","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047048100","047","3","Brooklyn","3048100","048100","481","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047048500","047","3","Brooklyn","3048500","048500","485","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047048900","047","3","Brooklyn","3048900","048900","489","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047049100","047","3","Brooklyn","3049100","049100","491","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047049301","047","3","Brooklyn","3049301","049301","493.01","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047049302","047","3","Brooklyn","3049302","049302","493.02","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047049500","047","3","Brooklyn","3049500","049500","495","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047049700","047","3","Brooklyn","3049700","049700","497","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047050100","047","3","Brooklyn","3050100","050100","501","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047050300","047","3","Brooklyn","3050300","050300","503","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047050500","047","3","Brooklyn","3050500","050500","505","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047051100","047","3","Brooklyn","3051100","051100","511","BK0104","0","East Williamsburg","EWllmsbrg","BK01","CD","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"36047000100","047","3","Brooklyn","3000100","000100","1","BK0201","0","Brooklyn Heights","BkHts","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047000301","047","3","Brooklyn","3000301","000301","3.01","BK0201","0","Brooklyn Heights","BkHts","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047000501","047","3","Brooklyn","3000501","000501","5.01","BK0201","0","Brooklyn Heights","BkHts","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047000502","047","3","Brooklyn","3000502","000502","5.02","BK0201","0","Brooklyn Heights","BkHts","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047000700","047","3","Brooklyn","3000700","000700","7","BK0201","0","Brooklyn Heights","BkHts","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047000900","047","3","Brooklyn","3000900","000900","9","BK0201","0","Brooklyn Heights","BkHts","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047001100","047","3","Brooklyn","3001100","001100","11","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047001300","047","3","Brooklyn","3001300","001300","13","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047001501","047","3","Brooklyn","3001501","001501","15.01","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047001502","047","3","Brooklyn","3001502","001502","15.02","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047002100","047","3","Brooklyn","3002100","002100","21","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047002300","047","3","Brooklyn","3002300","002300","23","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047003700","047","3","Brooklyn","3003700","003700","37","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047003900","047","3","Brooklyn","3003900","003900","39","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047004100","047","3","Brooklyn","3004100","004100","41","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047004300","047","3","Brooklyn","3004300","004300","43","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047006901","047","3","Brooklyn","3006901","006901","69.01","BK0202","0","Downtown Brooklyn-DUMBO-Boerum Hill","DwntwnBk","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047002901","047","3","Brooklyn","3002901","002901","29.01","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047003101","047","3","Brooklyn","3003101","003101","31.01","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047003102","047","3","Brooklyn","3003102","003102","31.02","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047003300","047","3","Brooklyn","3003300","003300","33","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047003500","047","3","Brooklyn","3003500","003500","35","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047017900","047","3","Brooklyn","3017900","017900","179","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047018100","047","3","Brooklyn","3018100","018100","181","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047018300","047","3","Brooklyn","3018300","018300","183","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047018501","047","3","Brooklyn","3018501","018501","185.01","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047018700","047","3","Brooklyn","3018700","018700","187","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047021100","047","3","Brooklyn","3021100","021100","211","BK0203","0","Fort Greene","FtGrn","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047019100","047","3","Brooklyn","3019100","019100","191","BK0204","0","Clinton Hill","ClntnHl","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047019300","047","3","Brooklyn","3019300","019300","193","BK0204","0","Clinton Hill","ClntnHl","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047019500","047","3","Brooklyn","3019500","019500","195","BK0204","0","Clinton Hill","ClntnHl","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047019700","047","3","Brooklyn","3019700","019700","197","BK0204","0","Clinton Hill","ClntnHl","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047019900","047","3","Brooklyn","3019900","019900","199","BK0204","0","Clinton Hill","ClntnHl","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047020100","047","3","Brooklyn","3020100","020100","201","BK0204","0","Clinton Hill","ClntnHl","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047023100","047","3","Brooklyn","3023100","023100","231","BK0204","0","Clinton Hill","ClntnHl","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047054300","047","3","Brooklyn","3054300","054300","543","BK0261","6","Brooklyn Navy Yard","BkNvyYrd","BK02","CD","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"36047022700","047","3","Brooklyn","3022700","022700","227","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047022900","047","3","Brooklyn","3022900","022900","229","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047023300","047","3","Brooklyn","3023300","023300","233","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047023500","047","3","Brooklyn","3023500","023500","235","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047024100","047","3","Brooklyn","3024100","024100","241","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047024300","047","3","Brooklyn","3024300","024300","243","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047024500","047","3","Brooklyn","3024500","024500","245","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047024700","047","3","Brooklyn","3024700","024700","247","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047024900","047","3","Brooklyn","3024900","024900","249","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047025100","047","3","Brooklyn","3025100","025100","251","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047025300","047","3","Brooklyn","3025300","025300","253","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047025500","047","3","Brooklyn","3025500","025500","255","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047025700","047","3","Brooklyn","3025700","025700","257","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047025901","047","3","Brooklyn","3025901","025901","259.01","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047025902","047","3","Brooklyn","3025902","025902","259.02","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
