"permit_number","expiration_date","address_no","address_st","bo","zip","bbl","bin","census_tract_2010","city_council_district","community_district","nta_code","latitude","longitude"
"40421519","1991-12-31T00:00:00.000","25-60","BOROUGH PL","QUEENS","11377","4010170058","4022522","029700","22","401","QN63","40.762675133584","-73.903634614103"
"40421523","2014-12-31T00:00:00.000","2801","AVENUE S","BROOKLYN","11229","3068340048","3253837","056400","48","315","BK44","40.604877676942","-73.944557970438"
"40421527","2001-12-31T00:00:00.000","9222","FLATLANDS AVE","BROOKLYN","11236","3082000043","3229968","096600","46","318","BK50","40.641257986285","-73.904354733063"
"40421531","1996-12-31T00:00:00.000","145","ARGYLE RD","BROOKLYN","11218","3051170071","3117527","152200","40","314","BK42","40.645665647226","-73.967168412409"
"40421532","2009-12-31T00:00:00.000","149-20","NORTHERN BLVD","QUEENS","11354","4050170022","4113538","115700","20","407","QN51","40.765316096729","-73.816311753580"
"40421536","1990-12-31T00:00:00.000","35-36","161ST ST","QUEENS","11358","4052800071","4119417","117100","19","407","QN51","40.764311046145","-73.804401657309"
"40421538","1996-12-31T00:00:00.000","722","MYRTLE AVE","BROOKLYN","11205","3017510025","3329636","024100","33","303","BK75","40.694759868106","-73.954439590056"
"40421539","2014-12-31T00:00:00.000","6702","NEW UTRECHT AVE","BROOKLYN","11219","3055650001","3134553","019000","38","311","BK28","40.622287533404","-73.998087208554"
"40421543","2009-12-31T00:00:00.000","589","CRESCENT ST","BROOKLYN","11208","3042520001","3095490","120000","42","305","BK82","40.673480280076","-73.869516273708"
"40421547","2006-12-31T00:00:00.000","570","JAMAICA AVE","BROOKLYN","11208","3039120024","3086687","117202","37","305","BK83","40.685107702607","-73.882715367116"
"40421552","2004-12-31T00:00:00.000","2444","86TH ST","BROOKLYN","11214","3068650043","3185589","030000","47","311","BK29","40.598607692758","-73.988361692983"
"40421554","2008-12-31T00:00:00.000","63-17","WOODHAVEN BLVD","QUEENS","11374","4031130008","4073238","069500","29","406","QN18","40.723906503504","-73.868832704511"
"40421559","2002-12-31T00:00:00.000","66-52","80TH ST","QUEENS","11379","4030700061","4571814","065703","30","405","QN21","40.714635268290","-73.871790935072"
"40421560","1991-12-31T00:00:00.000","2525","65TH ST","BROOKLYN","11204","3066070034","3174687","043800","44","311","BK46","40.609309981115","-73.973921242517"
"40421563","2012-12-31T00:00:00.000","119-18","150 AVENUE","QUEENS","11420","4118460038","4257181","084601","32","410","QN55","40.666847672196","-73.821745856318"
"40421564","1996-12-31T00:00:00.000","325","AVENUE M","BROOKLYN","11230","3065390048","3171621","044800","44","312","BK46","40.616742295835","-73.971551850725"
"40421567","1996-12-31T00:00:00.000","107-05","MERRICK BLVD","QUEENS","11433","4102370001","4218163","044000","27","412","QN01","40.699874081377","-73.788542684551"
"40421568","1992-12-31T00:00:00.000","15002","NORTHERN BLVD","QUEENS","11354","4050320018","4114053","115700","20","407","QN51","40.765234330093","-73.814961835079"
"40421569","2013-12-31T00:00:00.000","5791","BROADWAY","BRONX","10463","2057650716","2083832","028500","11","208","BX29","40.884232170086","-73.901135949214"
"40421570","2001-12-31T00:00:00.000","689","MYRTLE AVE","BROOKLYN","11205","3017347503","3048420","123700","33","303","BK75","40.694634090673","-73.955669379655"
"40421572","2011-12-31T00:00:00.000","1100","CLOVE ROAD","STATEN ISLAND","10301","5003270060","5008972","014700","49","501","SI07","40.619161104160","-74.106520570682"
"40421573","2009-12-31T00:00:00.000","1759","BAY RIDGE PKWY","BROOKLYN","11204","3062150058","3159647","026400","43","311","BK28","40.614014729648","-73.997017713216"
"40421575","2012-12-31T00:00:00.000","27","NAHANT STREET","STATEN ISLAND","10308","5045770019","5107650","014605","51","503","SI54","40.559068851648","-74.146716844549"
"40421580","2002-12-31T00:00:00.000","2611","W 2ND ST","BROOKLYN","11223","3072340100","3196057","037402","47","313","BK26","40.585588870339","-73.971169144363"
"40421583","1996-12-31T00:00:00.000","151","SIGNS RD","STATEN ISLAND","10314","5021450025","5107354","029103","50","502","SI05","40.602195568282","-74.168274901915"
"40421585","1998-12-31T00:00:00.000","60-40","FRESH POND RD","QUEENS","11378","4027440036","4061301","060100","30","405","QN30","40.715864112646","-73.901516517154"
"40421593","1993-12-31T00:00:00.000","42-08","80TH ST","QUEENS","11373","4015250012","4536805","048100","25","404","QN29","40.743439039003","-73.884893060812"
"40421594","1990-12-31T00:00:00.000","2464","E 17TH ST","BROOKLYN","11235","3074180032","3343657","059000","48","315","BK17","40.591017534933","-73.953005613344"
"40421600","2002-12-31T00:00:00.000","1791","OCEAN AVENUE","BROOKLYN","11230","3076560041","3210005","075800","48","314","BK43","40.618134063378","-73.954949549293"
"40421607","1998-12-31T00:00:00.000","367","AVENUE X","BROOKLYN","11223","3071760038","3194578","038800","47","315","BK25","40.590633342082","-73.969438703721"
"40421610","2001-12-31T00:00:00.000","88-20","70TH RD","QUEENS","11375","4038980013","4531813","064500","29","406","QN17","40.708121988796","-73.853512897577"
"40421611","1994-12-31T00:00:00.000","50-05","47 AVENUE","QUEENS","11377","4022830075","4052868","023500","26","402","QN31","40.740695983450","-73.915210668826"
"40421614","1995-12-31T00:00:00.000","56-45","58TH ST","QUEENS","11378","4026640001","4059723","021900","30","402","QN31","40.724573900444","-73.912453257258"
"40421615","1994-12-31T00:00:00.000","2930","VOORHIES AVE","BROOKLYN","11235","3087940003","3247504","059800","48","315","BK17","40.587327461662","-73.939074860108"
"40421622","1996-12-31T00:00:00.000","35-13","ATLANTIC AVE","BROOKLYN","11208","3041510054","3093045","000700","33","302","BK09","40.691626154485","-73.999408615295"
"40421624","1992-12-31T00:00:00.000","770","CHAUNCEY ST","BROOKLYN","11207","3034520020","3080284","040300","37","304","BK78","40.686304281887","-73.906435273324"
"40421630","2011-12-31T00:00:00.000","48-33","65 STREET","QUEENS","11377","4023880007","4000000","024300","30","402","QN50","40.737744836234","-73.900859778536"
"40421631","2018-12-31T00:00:00.000","74","CATHERINE STREET","STATEN ISLAND","10302","5010500195","5024913","020100","49","501","SI07","40.627661511559","-74.135304061830"
"40421634","1990-12-31T00:00:00.000","2229","E 14TH ST","BROOKLYN","11229","3073750059","3200765","058600","48","315","BK17","40.595841611559","-73.956772255302"
"40421635","2021-12-31T00:00:00.000","529","OAK AVENUE","STATEN ISLAND","10306","5040070001","5055388","012806","50","503","SI25","40.559290562494","-74.113464070074"
"40421637","2002-12-31T00:00:00.000","2241","E 14TH ST","BROOKLYN","11229","3073750054","3200760","058600","48","315","BK17","40.595641227151","-73.956732776716"
"40421640","2014-12-31T00:00:00.000","1281","TROY AVE","BROOKLYN","11203","3049780077","3112994","083800","45","317","BK91","40.641068156999","-73.935054807789"
"40421642","2001-12-31T00:00:00.000","362","BUEL AVE","STATEN ISLAND","10305","5036510051","5052930","011201","50","502","SI36","40.583860253850","-74.090738526776"
"40421649","2007-12-31T00:00:00.000","40","BENEDICT RD","STATEN ISLAND","10304","5008760016","5022753","017700","50","502","SI24","40.597788396013","-74.108427238595"
"40421650","2007-12-31T00:00:00.000","55","GRYMES HILL RD","STATEN ISLAND","10301","5005920340","5015195","003900","49","501","SI08","40.623382789502","-74.090313357540"
"40421651","1995-12-31T00:00:00.000","74","BUTTONWOOD RD","STATEN ISLAND","10304","5008770032","5116141","017700","50","502","SI24","40.596689553618","-74.109401280497"
"40421655","1993-12-31T00:00:00.000","355","KNOLLWOOD AVE","QUEENS","11363","4080170038","4168029","148300","19","411","QN45","40.780135048224","-73.749535407281"
"40421658","2011-12-31T00:00:00.000","2649","EAST 24 STREET","BROOKLYN","11235","3074690055","3205218","060000","48","315","BK17","40.587819184909","-73.945313865065"
"40421659","1996-12-31T00:00:00.000","38","BARTON AVE","STATEN ISLAND","10306","5035630061","5051247","011402","50","502","SI45","40.583586259379","-74.106132396844"
"40421660","1993-12-31T00:00:00.000","97","CODDINGTON AVE","STATEN ISLAND","10306","5042210021","5057599","013400","50","502","SI45","40.570589921927","-74.111640419905"
"40421661","2001-12-31T00:00:00.000","1683","E 54TH ST","BROOKLYN","11234","3084940034","3239794","068200","46","318","BK58","40.616346442762","-73.922691939464"
"40421662","2011-12-31T00:00:00.000","215","ADAMS AVENUE","STATEN ISLAND","10306","5035610010","5051170","011402","50","502","SI45","40.580947837008","-74.100810976106"
"40421665","1992-12-31T00:00:00.000","86","CAMERON AVE","STATEN ISLAND","10305","5033930054","5050166","007000","50","502","SI36","40.592332350086","-74.081197629666"
"40421668","2021-12-31T00:00:00.000","0","ONE CLAIRE COURT","STATEN ISLAND","10301",,,,,,,"0","0"
"40421669","2013-12-31T00:00:00.000","324","OCEAN TERRACE","STATEN ISLAND","10301","5008640016","5022373","017700","50","502","SI24","40.603836841827","-74.109549884691"
"40421670","2009-12-31T00:00:00.000","2318","ROYCE ST","BROOKLYN","11234","3084520048","3238259","070600","46","318","BK45","40.617987118853","-73.900451205765"
"40421672","1992-12-31T00:00:00.000","33","SCRANTON ST","STATEN ISLAND","10304","5031880010","5046874","009601","50","502","SI36","40.599657329844","-74.089704978837"
"40421673","1996-12-31T00:00:00.000","72","JEROME RD","STATEN ISLAND","10305","5033510034","5049567","007000","50","502","SI36","40.593580637589","-74.085772030777"
"40421674","2008-12-31T00:00:00.000","398","BRYSON AVE","STATEN ISLAND","10314","5004850043","5151934","018901","50","501","SI07","40.611202945379","-74.144944601282"
"40421675","1990-12-31T00:00:00.000","254","BURGHER AVE","STATEN ISLAND","10305","5033320003","5049190","009602","50","502","SI36","40.591560016788","-74.089942499482"
"40421676","1990-12-31T00:00:00.000","0","C/O YACHT CLUB CV","STATEN ISLAND","10308",,,,,,,"0","0"
"40421681","1991-12-31T00:00:00.000","39-29","HONEYWELL ST","QUEENS","11101","4002140001","4550832","017100","26","401","QN31","40.751680602897","-73.931795661930"
"40421685","2001-12-31T00:00:00.000","125","FINE BLVD","STATEN ISLAND","10314","5006900077","5017227","017700","50","502","SI24","40.606955567821","-74.114499766555"
"40421686","2004-12-31T00:00:00.000","7208","AVENUE T","BROOKLYN","11234","3084130035","3237402","070000","46","318","BK45","40.621861025923","-73.908237013750"
"40421688","1993-12-31T00:00:00.000","219","LITTLE CLOVE RD","STATEN ISLAND","10301","5006760037","5016936","016901","49","501","SI07","40.611187606766","-74.106403351059"
"40421689","1990-12-31T00:00:00.000","40-22","COLLEGE POINT BLVD","QUEENS","11354","4050667501","4540380","087100","20","407","QN22","40.757792432624","-73.834160432342"
"40421690","1992-12-31T00:00:00.000","2049","HOMECREST AVE","BROOKLYN","11229","3073170062","3197998","058200","48","315","BK25","40.599663313273","-73.959387712229"
"40421692","1993-12-31T00:00:00.000","269","MERCER ST","MANHATTAN","10003","1005460021","1080098","005900","1","102","MN23","40.729105866312","-73.994815246145"
"40421695","2009-12-31T00:00:00.000","2900","AMBOY RD","STATEN ISLAND","10306","5042570001","5107624","013201","50","503","SI25","40.568393216356","-74.125713712618"
"40421699","1991-12-31T00:00:00.000","8824","4TH AVE","BROOKLYN","11209","3060620141","3000000","006000","43","310","BK31","40.621059686095","-74.029069570994"
"40421700","2008-12-31T00:00:00.000","88-16","NORTHERN BLVD","QUEENS","11372","4014360006","4437127","027700","25","403","QN28","40.756155526055","-73.879543358204"
"40421703","1996-12-31T00:00:00.000","3501","AMBOY ROAD","STATEN ISLAND","10306",,,"014606","51","503","SI54","40.556519932834","-74.139333913166"
"40421704","2000-12-31T00:00:00.000","1151","OLYMPIA BLVD","STATEN ISLAND","10306","5038830001","5055066","011202","50","502","SI45","40.570997660001","-74.094748792758"
"40421705","1990-12-31T00:00:00.000","102-10","66TH RD","QUEENS","11375","4021330016","4432046","071304","29","406","QN17","40.728518592934","-73.851537601222"
"40421707","1996-12-31T00:00:00.000","165-06","CROCHERON AVE","QUEENS","11358","4052880019","4000000","117500","19","407","QN51","40.762923920249","-73.800618973559"
"40421708","1998-12-31T00:00:00.000","24","ROCK ST","BROOKLYN","11206","3031250007","3071648","045300","34","301","BK77","40.704069563189","-73.931263885632"
"40421713","2012-12-31T00:00:00.000","220-55","46 AVENUE","QUEENS","11361","4074740050","4160990","147100","19","411","QN46","40.760119104164","-73.759281460486"
"40421714","2012-12-31T00:00:00.000","23-20","BELL BOULEVARD","QUEENS","11360","4059000075","4443744","099704","19","407","QN47","40.782031989097","-73.776263588965"
"40421717","1992-12-31T00:00:00.000","2606","AVENUE U","BROOKLYN","11229","3073590003","3200065","057400","46","315","BK44","40.600017105440","-73.945487488893"
"40421718","1990-12-31T00:00:00.000","2758","CONEY ISLAND AVE","BROOKLYN","11235","3072240021","3196008","037000","48","313","BK19","40.589249982859","-73.960513811143"
"40421719","2013-12-31T00:00:00.000","70-31","108 STREET","QUEENS","11375","4022230001","4052342","073900","29","406","QN17","40.721984221876","-73.843965307334"
"40421720","2013-12-31T00:00:00.000","46-43","215 PLACE","QUEENS","11361","4073420028","4444169","144100","19","411","QN46","40.758090618236","-73.765865564832"
"40421721","1996-12-31T00:00:00.000","1250","E 88TH ST","BROOKLYN","11236","3080660061","3226919","100600","46","318","BK50","40.633514902469","-73.901065658753"
"40421722","1993-12-31T00:00:00.000","170","MILL RD","STATEN ISLAND","10306","5040370013","5055821","012804","50","502","SI45","40.564871674421","-74.109676494576"
"40421724","1990-12-31T00:00:00.000","75","CANNON BLVD","STATEN ISLAND","10306","5042400010","5057987","013400","50","502","SI45","40.568108409402","-74.119993863909"
"40421727","1993-12-31T00:00:00.000","1647","E 48TH ST","BROOKLYN","11234","3078730031","3219862","067200","46","318","BK58","40.620261823703","-73.928962306909"
"40421728","1998-12-31T00:00:00.000","226","CROMWELL AVE","STATEN ISLAND","10305","5033410016","5049346","009602","50","502","SI36","40.589133062875","-74.094054532970"
"40421729","1994-12-31T00:00:00.000","1756","E 38TH ST","BROOKLYN","11234","3077200072","3213158","065600","46","318","BK45","40.614627222493","-73.934302636339"
"40421731","2007-12-31T00:00:00.000","15","ALLISON AVE","STATEN ISLAND","10306","5042310133","5057880","013400","50","502","SI45","40.570177619853","-74.120339540774"
"40421733","1991-12-31T00:00:00.000","1726","E 52ND ST","BROOKLYN","11234","3078960071","3221049","068200","46","318","BK58","40.617467708250","-73.924783388584"
"40421735","1990-12-31T00:00:00.000","12","ELTINGE ST","STATEN ISLAND","10304","5008450016","5021845","017700","50","502","SI24","40.602869926719","-74.095028275559"
"40421736","1991-12-31T00:00:00.000","100","ROMER RD","STATEN ISLAND","10304","5008700095","5022670","017700","50","502","SI24","40.591225697655","-74.105388466882"
"40421739","2004-12-31T00:00:00.000","1455","E 58TH ST","BROOKLYN","11234","3079030034","3221386","068800","46","318","BK58","40.618649587832","-73.919108825841"
"40421740","2004-12-31T00:00:00.000","1463","E 57TH ST","BROOKLYN","11234","3079020018","3221315","068800","46","318","BK58","40.617988702417","-73.919974112803"
"40421741","2001-12-31T00:00:00.000","1459","E 57TH ST","BROOKLYN","11234","3079020019","3221316","068800","46","318","BK58","40.618060074340","-73.919984832955"
"40421742","1992-12-31T00:00:00.000","1457","83rd Street","BROOKLYN","11228","3063040057","3164110","018400","43","311","BK28","40.613594501921","-74.008485776898"
"40421743","2005-12-31T00:00:00.000","1267","E 54TH ST","BROOKLYN","11234","3078020018","3426008","067800","46","318","BK58","40.626996971310","-73.923828752732"
"40421748","2006-12-31T00:00:00.000","767","CLOVE RD","STATEN ISLAND","10310","5003140255","5008626","012500","49","501","SI22","40.623692913082","-74.114867208404"
"40421749","2002-12-31T00:00:00.000","254-36","39TH AVE","QUEENS","11363","4081490117","4169725","148300","19","411","QN45","40.775515666586","-73.740905509928"
"40421751","1999-12-31T00:00:00.000","158-50","88TH ST","QUEENS","11414","4139860028","4292943","089200","32","410","QN57","40.659319290016","-73.844764819574"
"40421752","1990-12-31T00:00:00.000","192","FLATBUSH AVE","BROOKLYN","11217","3009310013","3018484","012902","39","306","BK37","40.681635349390","-73.975710002384"
"40421753","1996-12-31T00:00:00.000","797","PENNSYLVANIA AVE","BROOKLYN","11207","3043470013","3097668","110400","42","305","BK82","40.658018654136","-73.890195003563"
"40421754","1998-12-31T00:00:00.000","2157","MILL AVE","BROOKLYN","11234","3084630059","3238487","069800","46","318","BK45","40.614500355008","-73.912832292829"
"40421755","1991-12-31T00:00:00.000","212-20","NORTHERN BLVD","QUEENS","11361","4073130019","4530080","144700","19","411","QN46","40.759915046259","-73.770887478484"
"40421757","1996-12-31T00:00:00.000","427","ALLEN AVE","BROOKLYN","11229","3088300015","3248520","062600","46","315","BK17","40.594927110425","-73.932964605998"
"40421759","2005-12-31T00:00:00.000","85-06","159TH AVE","QUEENS","11414","4140060063","4293237","089200","32","410","QN57","40.658117512734","-73.847131976621"
"40421760","1992-12-31T00:00:00.000","135-03","BEACH CHANNEL DR","QUEENS","11694","4162470008","4305417","092800","32","414","QN10","40.579499205044","-73.856118048307"
"40421761","2006-12-31T00:00:00.000","255","BEACH 131 STREET","QUEENS","11694","4162650014","4305830","092800","32","414","QN10","40.576714185840","-73.850432816322"
"40421764","1994-12-31T00:00:00.000","184","BEACH 124 STREET","QUEENS","11694","4162330080","4305027","093401","32","414","QN10","40.577009639939","-73.843538539102"
"40421765","2006-12-31T00:00:00.000","435","STONEHAM ST","STATEN ISLAND","10306","5040290029","5055667","012806","50","503","SI25","40.558065674447","-74.114178137226"
"40421767","2021-12-31T00:00:00.000","111","PROVIDENCE ST","STATEN ISLAND","10304","5032000083","5047069","009601","50","502","SI36","40.598068976681","-74.088575744328"
"40421768","1991-12-31T00:00:00.000","79","FINLAY AVE","STATEN ISLAND","10309","5067500039","5083104","019800","51","503","SI01","40.519672533120","-74.207191287472"
"40421770","2008-12-31T00:00:00.000","76","ROMA AVE","STATEN ISLAND","10306","5040770013","5056718","012804","50","502","SI45","40.563800339571","-74.101699166514"
"40421772","1999-12-31T00:00:00.000","164","BEACH 139 STREET","QUEENS","11694","4162830073","4306395","092800","32","414","QN10","40.571909074987","-73.855500944948"
"40421773","1996-12-31T00:00:00.000","165","BEACH 139 STREET","QUEENS","11694","4162840026","4306414","092800","32","414","QN10","40.571900863354","-73.855518960385"
"40421774","2016-12-31T00:00:00.000","97-05","HORACE HARDING EXPRESSWA","QUEENS","11368","4019180108","4047335","045500","21","404","QN25","40.734891916492","-73.862525234671"
"40421775","1999-12-31T00:00:00.000","145-45","WILLETS POINT BLVD","QUEENS","11357","4046410060","4105113","104700","20","407","QN51","40.776818185447","-73.822522704814"
"40421776","1991-12-31T00:00:00.000","24198","BEACH 142 STREET","QUEENS","11694","4162920001","4306485","092200","32","414","QN10","40.575368171448","-73.860453830880"
"40421777","1997-12-31T00:00:00.000","236-01","88TH AVE","QUEENS","11426","4079560031","4166608","162100","23","413","QN43","40.730263511317","-73.730575291206"
"40421778","1996-12-31T00:00:00.000","441","BEACH 128 STREET","QUEENS","11694","4162100020","4304389","093401","32","414","QN10","40.578918702588","-73.848685508434"
"40421779","1996-12-31T00:00:00.000","120-20","ROCKAWAY BEACH BLVD","QUEENS","11694","4162160037","4304567","093402","32","414","QN10","40.578820334609","-73.840917156437"
"40421781","1991-12-31T00:00:00.000","194","BEACH 144 STREET","QUEENS","11694","4163170001","4306983","092200","32","414","QN10","40.570687541590","-73.859833742169"
"40421783","1991-12-31T00:00:00.000","144","BEACH 139 STREET","QUEENS","11694","4162830062","4306390","092800","32","414","QN10","40.571642635216","-73.855346744748"
"40421785","2014-12-31T00:00:00.000","156","BEACH 139 STREET","QUEENS","11694","4162830069","4306393","092800","32","414","QN10","40.571801946509","-73.855436386308"
"40421786","1991-12-31T00:00:00.000","160","BEACH 139 STREET","QUEENS","11694","4162830071","4306394","092800","32","414","QN10","40.571854138359","-73.855468668583"
"40421788","2021-12-31T00:00:00.000","4","CAYUGA AVE","STATEN ISLAND","10301","5006560006","5016547","016901","49","501","SI07","40.614161072271","-74.102449723967"
"40421789","2005-12-31T00:00:00.000","38-15","QUEENS BLVD","QUEENS","11101","4002190034","4003139","017900","26","402","QN31","40.744107484997","-73.926823222013"
"40421792","1995-12-31T00:00:00.000","211","BEACH 145 STREET","QUEENS","11694","4163100017","4306886","092200","32","414","QN10","40.571100778227","-73.861078290861"
"40421793","2012-12-31T00:00:00.000","2145","80 STREET","BROOKLYN","11214","3062760059","3162916","027000","44","311","BK28","40.606049083524","-73.991479172212"
"40421794","1998-12-31T00:00:00.000","1426","E 98TH ST","BROOKLYN","11236","3082620057","3232857","101200","46","318","BK50","40.638272764034","-73.893178570400"
"40421797","1994-12-31T00:00:00.000","1806","E 93RD ST","BROOKLYN","11236","3083230001","3235113","102800","46","318","BK50","40.630042861442","-73.889196436545"
"40421798","1996-12-31T00:00:00.000","1271","E 94TH ST","BROOKLYN","11236","3082210027","3230913","099000","46","318","BK50","40.639849400049","-73.900530163852"
"40421800","1994-12-31T00:00:00.000","6107","AVENUE T","BROOKLYN","11234","3083830006","3236305","068600","46","318","BK45","40.616649395320","-73.916341367249"
"40421802","2015-12-31T00:00:00.000","163-30","91 STREET","QUEENS","11414","4140740068","4294423","089200","32","410","QN57","40.651728928122","-73.840021869094"
"40421803","2017-12-31T00:00:00.000","155-32","100 STREET","QUEENS","11414","4141420020","4294720","088400","32","410","QN57","40.664259130422","-73.834411896201"
"40421804","2020-12-31T00:00:00.000","163-36","91 STREET","QUEENS","11414","4140740171","4294442","089200","32","410","QN57","40.651649299442","-73.840000437723"
"40421807","1998-12-31T00:00:00.000","2318","JEROME AVE","BRONX","10468","2031870009","2014084","023900","14","205","BX40","40.859215873645","-73.903367662844"
"40421809","1996-12-31T00:00:00.000","44602","BEACH 149 STREET","QUEENS","11694","4163130035","4306927","092200","32","414","QN10","40.569649864377","-73.864266787823"
"40421811","1997-12-31T00:00:00.000","133-06","ROCKAWAY BEACH BLVD","QUEENS","11694","4162670042","4305895","092800","32","414","QN10","40.574588163933","-73.851348310998"
"40421812","1996-12-31T00:00:00.000","1765","E 23RD ST","BROOKLYN","11229","3068060065","3183351","054800","48","315","BK44","40.607627717828","-73.950008273709"
"40421815","1995-12-31T00:00:00.000","2065","E 67TH ST","BROOKLYN","11234","3084090115","3237228","069602","46","318","BK45","40.618418473050","-73.910964903871"
"40421819","2013-12-31T00:00:00.000","428","BEACH 128 STREET","QUEENS","11694","4162090055","4304372","093401","32","414","QN10","40.578764847037","-73.848574261667"
"40421820","1991-12-31T00:00:00.000","1475","E 57TH ST","BROOKLYN","11234","3079020013","3221310","068800","46","318","BK58","40.617780083765","-73.919952751869"
"40421821","2002-12-31T00:00:00.000","425","BEACH 132 STREET","QUEENS","11694","4162550029","4305568","092800","32","414","QN10","40.577577972413","-73.851910404026"
"40421822","2003-12-31T00:00:00.000","1766","RYDER ST","BROOKLYN","11234","3078850079","3220595","065400","46","318","BK45","40.615022016143","-73.933513440874"
"40421824","2017-12-31T00:00:00.000","67","BACHE AVE","STATEN ISLAND","10306","5036350011","5000000","012200","50","502","SI45","40.574118005356","-74.113388564743"
"40421832","1994-12-31T00:00:00.000","181","SLATER BLVD","STATEN ISLAND","10305","5037100050","5053863","011201","50","502","SI36","40.580849765447","-74.090046820518"
"40421833","2003-12-31T00:00:00.000","100","MILTON AVE","STATEN ISLAND","10306","5040460004","5056000","012804","50","502","SI45","40.564465157683","-74.104107991327"
"40421835","1991-12-31T00:00:00.000","203","FAIRVIEW AVE","STATEN ISLAND","10314","5003440003","5009313","014700","50","501","SI07","40.614326855211","-74.118391614462"
"40421836","1995-12-31T00:00:00.000","44607","BEACH 133 STREET","QUEENS","11694","4162670035","4305893","092800","32","414","QN10","40.575085114971","-73.851458791247"
"40421837","2002-12-31T00:00:00.000","31778","BEACH 142 STREET","QUEENS","11694","4163160012","4306969","092200","32","414","QN10","40.571250896189","-73.858151595721"
"40421838","1994-12-31T00:00:00.000","216","BEACH 144 STREET","QUEENS","11694","4163080030","4306867","092200","32","414","QN10","40.571539028242","-73.860325080176"
"40421839","1996-12-31T00:00:00.000","181","BEACH 143 STREET","QUEENS","11694","4163170015","4000000","092200","32","414","QN10","40.570667137988","-73.858865532033"
"40421841","2001-12-31T00:00:00.000","140-05","NEWPORT AVE","QUEENS","11694","4162740006","4306107","092800","32","414","QN10","40.574706759939","-73.858288215195"
"40421842","1995-12-31T00:00:00.000","212","BEACH 128 STREET","QUEENS","11694","4162230043","4304739","093401","32","414","QN10","40.576809059044","-73.847448379674"
"40421844","1998-12-31T00:00:00.000","1839","E 32ND ST","BROOKLYN","11234","3084760023","3238832","063600","46","318","BK45","40.610448475129","-73.937083600823"
"40421847","1990-12-31T00:00:00.000","441","B 140 STREET","QUEENS","11694","4162630020","4305779","092200","32","414","QN10","40.575582769521","-73.858628322831"
"40421851","2011-12-31T00:00:00.000","409","BEACH 141 STREET","QUEENS","11694","4162920035","4306498","092200","32","414","QN10","40.574878065218","-73.859202169523"
"40421857","1990-12-31T00:00:00.000","44690","BEACH 135 STREET","QUEENS","11694","4162470028","4305425","092800","32","414","QN10","40.578348114344","-73.855306967030"
"40421858","2003-12-31T00:00:00.000","526","BEACH 140 STREET","QUEENS","11694","4162510001","4305482","092200","32","414","QN10","40.576967094918","-73.859399337339"
"40421859","1996-12-31T00:00:00.000","211","BEACH 141 STREET","QUEENS","11694","4162980047","4306646","092800","32","414","QN10","40.572664184079","-73.857925410029"
"40421860","2008-12-31T00:00:00.000","2770","OCEAN AVE","BROOKLYN","11229","3074040020","3202124","059200","48","315","BK17","40.593824339792","-73.950367915826"
"40421861","1996-12-31T00:00:00.000","676","GRAND CONCOURSE","BRONX","10451",,,"005902","17","204","BX14","40.821516869138","-73.925426225304"
"40421862","1998-12-31T00:00:00.000","240","MILL RD","STATEN ISLAND","10306","5040510009","5056125","012806","50","503","SI25","40.563056008509","-74.111084326132"
"40421864","2001-12-31T00:00:00.000","353","BEACH 143 STREET","QUEENS","11694","4163000008","4306684","092200","32","414","QN10","40.573581416808","-73.860540369175"
"40421868","1996-12-31T00:00:00.000","75","FOOTE AVE","STATEN ISLAND","10301","5006100091","5015587","004700","49","501","SI08","40.613619757725","-74.100014088974"
"40421870","2014-12-31T00:00:00.000","2916","COLD SPRING ROAD","QUEENS","11691","4157230048","4300514","100802","31","414","QN15","40.605169896730","-73.766933314900"
"40421872","2011-12-31T00:00:00.000","339","AVENUE W","BROOKLYN","11223","3071520052","3193715","038800","47","315","BK25","40.592686704147","-73.970431537252"
"40421873","1992-12-31T00:00:00.000","148-04","ROCKAWAY BEACH BLVD","QUEENS","11694","4163130026","4306925","092200","32","414","QN10","40.569629665894","-73.863438967588"
"40421874","2011-12-31T00:00:00.000","157-30","83 STREET","QUEENS","11414","4139620080","4292503","089200","32","410","QN57","40.660558560457","-73.849916107744"
"40421877","2019-12-31T00:00:00.000","2328","EAST 1 STREET","BROOKLYN","11223","3071760018","3194561","038800","47","315","BK25","40.592016750491","-73.969571290517"
"40421878","1990-12-31T00:00:00.000","2137","E 71ST ST","BROOKLYN","11234","3084310025","3237687","070000","46","318","BK45","40.619169893049","-73.906699038720"
"40421879","1990-12-31T00:00:00.000","98","BEVY CT","BROOKLYN","11229","3089550158","3250261","062800","46","315","BK17","40.595622300540","-73.929654769434"
"40421880","1995-12-31T00:00:00.000","444","BEACH 132 STREET","QUEENS","11694","4162540066","4305556","092800","32","414","QN10","40.577855372635","-73.852046580644"
"40421883","2009-12-31T00:00:00.000","124","MANILA AVE","STATEN ISLAND","10306","5041300536","5057183","012806","50","503","SI25","40.559760854686","-74.109693264109"
"40421884","2013-12-31T00:00:00.000","430","BEACH 141 STREET","QUEENS","11694","4162630056","4305794","092200","32","414","QN10","40.575180177556","-73.859352717547"
"40421885","2009-12-31T00:00:00.000","389","BURGHER AVE","STATEN ISLAND","10305","5033610184","5049773","007000","50","502","SI36","40.589567511267","-74.086098099953"
