"inspection_id","omppropid","site_name","boro","district","inspection_date","pip_category","overall_rating","cleanliness_rating"
"359212","M085","Straus Park","M","M-07","2020-07-11T10:55:00.000","Small Park","A","A"
"359213","Q421","Walter Ward Playground","Q","Q-10","2020-07-11T10:59:00.000","Playground","A","A"
"359214","B196","Pvt. Sonsire Triangle","B","B-01","2020-07-11T10:59:00.000","Small Park","U","A"
"359215","X039-ZN14","Hunter Island","X","X-15A","2020-07-11T11:00:00.000","Large Park","A","A"
"359216","M072-01","Riverbank Plgd","M","M-14","2020-07-10T11:01:00.000","Playground","A","A"
"359217","B194","Harmony Triangle","B","B-01","2020-07-11T11:04:00.000","Small Park","U","A"
"359218","X045-02","St Mary's Plgd South","X","X-01","2020-07-11T11:04:00.000","Playground","A","A"
"359219","X039-ZN15","Twin Island","X","X-15A","2020-07-11T11:05:00.000","Large Park","A","A"
"359220","M072-03","Palisades Playground","M","M-14","2020-07-10T11:06:00.000","Playground","A","A"
"359221","M190","Sheltering Arms Playground","M","M-09","2020-07-11T10:20:00.000","Playground","A","A"
"359222","MZ36","GREENSTREET","M","M-14","2020-07-10T11:09:00.000","Greenstreet","A","A"
"359223","X039-ZN13","Hunter Island Picnic Area","X","X-15A","2020-07-11T11:12:00.000","Large Park","A","A"
"359224","M071-31","Claremont","M","M-14","2020-07-11T11:13:00.000","Playground","U","A"
"359225","Q398","Rosemary's Playground","Q","Q-05","2020-07-11T11:15:00.000","Playground","U","U"
"359226","Q073","Plaut Triangle","Q","Q-07","2020-07-11T11:30:00.000","Small Park","A","A"
"359227","X039-ZN10","The Meadow","X","X-15A","2020-07-11T11:20:00.000","Large Park","A","A"
"359228","B111A","Washington Skate Park","B","B-06","2020-07-11T11:22:00.000","Playground","U","A"
"359229","B334","Fermi Playground","B","B-04","2020-07-11T11:27:00.000","Playground","U","A"
"359230","M087","Sakura Park","M","M-14","2020-07-10T11:27:00.000","Playground","U","A"
"359231","M003","Annunciation Playground","M","M-09","2020-07-11T10:45:00.000","Playground","U","U"
"359232","M200","Booker T. Washington Playground","M","M-07","2020-07-11T11:24:00.000","Playground","A","A"
"359233","M071-ZN25","Riverside Dr. Pedestrian Zone E","M","M-14","2020-07-10T11:32:00.000","Large Park","U","A"
"359234","B223V","Badame Sessa Triangle","B","B-01","2020-07-11T11:32:00.000","Small Park","U","U"
"359235","R142","Mariners Marsh Park","R","R-01","2020-07-11T13:04:00.000","Large Park","U","U"
"359236","B031","Fidelity Triangle","B","B-01","2020-07-11T11:39:00.000","Small Park","A","A"
"359237","R141","Graniteville Swamp Park","R","R-01","2020-07-11T12:23:00.000","Small Park","A","A"
"359239","M072-ZN27","Riverside Dr. Pedestrian Zone G","M","M-14","2020-07-10T11:44:00.000","Large Park","A","A"
"359240","M123","Peretz Square","M","M-03","2020-07-11T11:45:00.000","Greenstreet","A","A"
"359241","XZ345","GREENSTREET","X","X-08","2020-07-11T09:30:00.000","Greenstreet","A","A"
"359242","B111","Washington Park","B","B-06","2020-07-11T11:47:00.000","Playground","U","A"
"359243","R127","Joseph Manna Park","R","R-01","2020-07-11T11:48:00.000","Small Park","A","A"
"359244","M071-13","Hippo Plgd","M","M-14","2020-07-08T11:49:00.000","Playground","U","A"
"359245","XZ125","GREENSTREET","X","X-08","2020-07-11T10:11:00.000","Greenstreet","A","A"
"359246","XZ126","GREENSTREET","X","X-08","2020-07-11T10:15:00.000","Greenstreet","A","A"
"359247","X008-01","Claremont Park","X","X-04","2020-07-11T11:57:00.000","Playground","U","A"
"359248","X248","Barretto Park","X","X-02","2020-07-11T12:00:00.000","Small Park","U","U"
"359249","M071-16","Dinosaur Plgd","M","M-14","2020-07-08T12:04:00.000","Playground","A","A"
"359250","X029","Lyons Square Playground","X","X-02","2020-07-11T12:04:00.000","Playground","U","A"
"359251","Q099-ZN11","Passerelle","Q","Q-15","2020-07-11T12:06:00.000","Large Park","A","A"
"359252","RZ147","GREENSTREET","R","R-01","2020-07-11T12:07:00.000","Greenstreet","A","A"
"359253","B352","Curtis Playground","B","B-18","2020-07-11T12:08:00.000","Playground","U","U"
"359254","M244","Sol Bloom Playground","M","M-07","2020-07-11T12:00:00.000","Playground","A","A"
"359255","RZ123","GREENSTREET","R","R-01","2020-07-11T12:11:00.000","Greenstreet","A","A"
"359256","RZ076S","GREENSTREET","R","R-01","2020-07-11T12:13:00.000","Greenstreet","A","A"
"359257","X179","Playground 52 LII","X","X-02","2020-07-11T12:13:00.000","Playground","U","U"
"359258","RZ124","GREENSTREET","R","R-01","2020-07-11T12:16:00.000","Greenstreet","U","A"
"359259","RZ076N","GREENSTREET","R","R-01","2020-07-11T12:16:00.000","Greenstreet","A","A"
"359260","XZ272","GREENSTREET","X","X-02","2020-07-11T12:17:00.000","Greenstreet","A","A"
"359261","R144","Sobel Court Park","R","R-01","2020-07-11T12:20:00.000","Playground","U","U"
"359262","RZ82","GREENSTREET","R","R-01","2020-07-11T12:21:00.000","Greenstreet","A","A"
"359263","B017","Bushwick Playground","B","B-04","2020-07-11T12:19:00.000","Playground","U","U"
"359264","XZ127","GREENSTREET","X","X-08","2020-07-11T10:20:00.000","Greenstreet","A","A"
"359265","XZ489","Greenstreet","X","X-02","2020-07-11T12:23:00.000","Greenstreet","A","A"
"359266","RZ74","GREENSTREET","R","R-01","2020-07-11T12:24:00.000","Greenstreet","A","A"
"359267","XZ128","GREENSTREET","X","X-08","2020-07-11T10:22:00.000","Greenstreet","A","A"
"359268","RZ72","GREENSTREET","R","R-01","2020-07-11T12:27:00.000","Greenstreet","A","A"
"359269","B152","Rappaport Playground","B","B-12","2020-07-11T12:29:00.000","Playground","U","U"
"359270","R042","Kaltenmeier Playground","R","R-01","2020-07-11T12:29:00.000","Playground","A","A"
"359271","XZ130","GREENSTREET","X","X-08","2020-07-11T10:25:00.000","Greenstreet","A","A"
"359272","RZ323","GREENSTREET","R","R-01","2020-07-11T12:34:00.000","Greenstreet","A","A"
"359273","M353-ZN01","North Waterfront","M","M-14","2020-07-08T12:34:00.000","Large Park","U","U"
"359274","XZ129","GREENSTREET","X","X-08","2020-07-11T10:19:00.000","Greenstreet","A","A"
"359275","M353-ZN02","North Riverside Blvd and Slopes","M","M-14","2020-07-08T12:42:00.000","Large Park","U","U"
"359276","M005-ZN01","Battery Park Zone 1","M","M-01","2020-07-10T12:45:00.000","Large Park","A","A"
"359277","M353-ZN03","South Waterfront","M","M-14","2020-07-08T12:47:00.000","Large Park","U","A"
"359278","Q003","Ashmead Park","Q","Q-12","2020-07-11T12:47:00.000","Small Park","A","A"
"359279","M016","Cooper Triangle","M","M-03","2020-07-11T12:48:00.000","Small Park","A","A"
"359280","M046","Vietnam Veterans Plaza","M","M-01","2020-07-11T12:49:00.000","Small Park","A","A"
"359282","QT05","Copernicus Triangle","Q","Q-05","2020-07-11T12:54:00.000","Playground","A","A"
"359283","MT04","Coenties Slip","M","M-01","2020-07-11T12:55:00.000","Small Park","A","A"
"359284","XZ14","GREENSTREET","X","X-08","2020-07-11T11:01:00.000","Greenstreet","A","A"
"359285","R160","Heritage Park","R","R-01","2020-07-11T11:50:00.000","Small Park","A","A"
"359286","M167","Peck Slip","M","M-01","2020-07-11T12:58:00.000","Other","A","A"
"359287","M282","Septuagesimo UNO","M","M-07","2020-07-11T12:42:00.000","Small Park","A","A"
"359288","M212","The Queen Elizabeth II September 11th Garden","M","M-01","2020-07-11T13:01:00.000","Small Park","A","A"
"359289","XZ15","GREENSTREET","X","X-08","2020-07-11T11:02:00.000","Greenstreet","A","A"
"359290","M071-ZN01","South Lawn","M","M-14","2020-07-08T13:03:00.000","Large Park","U","U"
"359291","XZ311","GREENSTREET","X","X-04","2020-07-11T13:03:00.000","Greenstreet","A","A"
"359292","B029-ZN01","Eastern Parkway Mall Zone 1","B","B-08","2020-07-11T08:30:00.000","Large Park","U","U"
"359293","B029-ZN02","Eastern Parkway Mall Zone 2","B","B-08","2020-07-11T09:05:00.000","Large Park","U","U"
"359294","X304","Tiffany Street Pier","X","X-02","2020-07-11T13:10:00.000","Small Park","U","U"
"359295","B029-ZN03","Eastern Parkway Mall Zone 3","B","B-08","2020-07-11T09:50:00.000","Large Park","U","U"
"359296","M037-ZN05","Highbridge Park Zone 5","M","M-12A","2020-07-11T10:55:00.000","Large Park","A","A"
"359297","R063","Old Town Playground","R","R-02","2020-07-11T13:14:00.000","Playground","U","A"
"359298","M108T-ZN02","East River Esplanade Zone 2","M","M-15","2020-07-11T13:16:00.000","Large Park","A","A"
"359300","Q259","Memorial Circle","Q","Q-14","2020-07-10T09:21:00.000","Small Park","A","A"
"359301","M091","Bennett Rest","M","M-12","2020-07-11T13:25:00.000","Small Park","A","A"
"359303","XZ309","GREENSTREET","X","X-05","2020-07-11T13:27:00.000","Greenstreet","U","U"
"359304","QZ911","Greenstreet","Q","Q-12","2020-07-11T12:59:00.000","Greenstreet","A","A"
"359305","M029","Fort Tryon Park","M","M-12","2020-07-11T13:31:00.000","Large Park","A","A"
"359306","Q360E","Hull Triangle","Q","Q-05","2020-07-11T13:32:00.000","Small Park","A","A"
"359307","M058-01","Mt. Morris East","M","M-11","2020-07-11T07:05:00.000","Playground","A","A"
"359308","M037-11","Dyckman Sitting Area","M","M-12A","2020-07-11T11:34:00.000","Small Park","A","A"
"359311","X045-ZN02","St Mary's Park Zone 2","X","X-01","2020-07-11T13:34:00.000","Large Park","U","U"
"359312","M037-ZN09","Highbridge Park Zone 9","M","M-12A","2020-07-11T13:39:00.000","Large Park","A","A"
"359313","M029-ZN04","Fort Tryon Park Zone 4","M","M-12","2020-07-11T13:39:00.000","Large Park","A","A"
"359314","M116","ABC Playground","M","M-03","2020-07-11T13:39:00.000","Playground","A","A"
"359315","XZ256","GREENSTREET","X","X-05","2020-07-11T13:40:00.000","Greenstreet","A","A"
"359316","M071-ZN02","Running Track And 78th St. Ballfields","M","M-14","2020-07-08T13:37:00.000","Large Park","U","U"
"359317","M058-06","Marcus Garvey Memorial Park","M","M-11","2020-07-11T07:20:00.000","Playground","A","A"
"359318","R065-02","Woodhull Playground","R","R-03","2020-07-11T13:46:00.000","Playground","A","A"
"359319","M199","Monsignor Kett Playground","M","M-12A","2020-07-11T12:25:00.000","Playground","A","A"
"359320","Q086","Flushing Fields","Q","Q-07","2020-07-11T13:47:00.000","Large Park","U","A"
"359321","M009","Bennett Park","M","M-12","2020-07-11T13:49:00.000","Playground","U","A"
"359322","M071-ZN03","Rotunda And Landscape","M","M-14","2020-07-08T13:51:00.000","Large Park","U","U"
"359323","M058-07","Marcus Garvey Memorial Park","M","M-11","2020-07-11T07:50:00.000","Playground","A","A"
"359324","B151","Dome Playground","B","B-12","2020-07-11T13:56:00.000","Playground","U","U"
"359325","M071-ZN04","Waterfront Landscape To 89 St.","M","M-14","2020-07-08T13:58:00.000","Large Park","U","A"
"359326","M028-ZN01B","Fort Washington Park Zone 1B","M","M-12","2020-07-11T13:59:00.000","Large Park","U","U"
"359327","XZ108","GREENSTREET","X","X-05","2020-07-11T13:58:00.000","Greenstreet","A","A"
"359329","M243","Eugene McCabe Field","M","M-11","2020-07-11T08:05:00.000","Playground","A","A"
"359330","M188A","Abe Lebewohl Triangle","M","M-03","2020-07-11T14:17:00.000","Small Park","A","A"
"359331","M010-188","Wild West Plgd","M","M-13","2020-07-11T14:20:00.000","Playground","A","A"
"359332","M010-187","Safari Plgd","M","M-13","2020-07-11T14:23:00.000","Playground","A","A"
"359333","XZ123","GREENSTREET","X","X-07","2020-07-11T11:08:00.000","Greenstreet","A","A"
"359335","M285","Dr. Ronald E. McNair Playground","M","M-11","2020-07-11T08:30:00.000","Playground","U","U"
"359336","M188","Abe Lebewohl Park","M","M-03","2020-07-11T14:40:00.000","Small Park","A","A"
"359337","B060","McKinley Park","B","B-10","2020-07-10T12:50:00.000","Large Park","U","A"
"359338","M254","Gustave Hartman Square","M","M-03","2020-07-11T14:53:00.000","Small Park","A","A"
"359339","M088","Tompkins Square Park","M","M-03","2020-07-11T14:59:00.000","Large Park","U","A"
"359340","B175","Dahill Triangle","B","B-12","2020-07-11T15:01:00.000","Small Park","U","U"
"359341","B128","Colonel David Marcus Playground","B","B-12","2020-07-11T15:25:00.000","Playground","U","U"
"359342","M111","James Weldon Johnson Playground","M","M-11","2020-07-08T09:35:00.000","Playground","U","A"
"359343","M148","White Playground","M","M-11","2020-07-08T09:55:00.000","Playground","U","A"
"359345","M264","Playground Eighty Nine LXXXIX","M","M-07","2020-07-11T16:00:00.000","Playground","A","A"
"359346","M183","Peter Minuit Playground","M","M-11","2020-07-08T10:10:00.000","Playground","U","A"
"359347","Q013","Veterans Grove","Q","Q-04","2020-07-11T08:00:00.000","Playground","A","A"
"359348","M187","Marx Brothers Playground","M","M-11","2020-07-08T10:40:00.000","Playground","A","A"
"359349","Q046","Josephine Caminiti Playground","Q","Q-04","2020-07-11T10:45:00.000","Playground","U","A"
"359351","X039-ZN16","Orchard Beach North","X","X-15A","2020-07-11T16:36:00.000","Large Park","A","A"
"359352","Q474","Simeone Park","Q","Q-04","2020-07-11T12:00:00.000","Small Park","A","A"
"359353","M378","Pearl St Playground","M","M-01","2020-07-10T16:10:00.000","Playground","A","A"
"359354","R016-ZN01","Cedar Grove Beach Zone 1","R","R-03","2020-07-11T16:48:00.000","Large Park","A","A"
"359355","M005-06","Peter Minuit Plaza","M","M-01","2020-07-11T14:10:00.000","Small Park","A","A"
"359356","B073-02","Third St Plgd","B","B-19","2020-07-11T16:48:00.000","Playground","U","U"
"359357","M301","St. Gregory's Playground","M","M-07","2020-07-11T16:51:00.000","Playground","A","A"
"359358","M160","Fred Samuel Playground","M","M-10","2020-07-11T16:49:00.000","Playground","A","A"
"359359","M005-ZN02","Battery Park Zone 2","M","M-01","2020-07-11T15:25:00.000","Large Park","A","A"
"359360","R016-ZN02","Cedar Grove Beach Zone 2","R","R-03","2020-07-11T16:53:00.000","Large Park","A","A"
"359361","Q422","Seaside Playground","Q","Q-14","2020-07-11T16:52:00.000","Playground","A","A"
"359363","Q360N","Hoffman Park","Q","Q-04","2020-07-11T13:00:00.000","Playground","A","A"
"359364","R016-ZN03","Cedar Grove Beach Zone 3","R","R-03","2020-07-11T16:59:00.000","Large Park","A","A"
"359365","M013","City Hall Park","M","M-01","2020-07-11T16:35:00.000","Large Park","A","A"
"359366","XZ47","GREENSTREET","X","X-04","2020-07-11T10:10:00.000","Greenstreet","A","A"
"359367","X092-ZN19","NW Forest","X","X-13","2020-07-11T16:16:00.000","Large Park","U","U"
"359368","X092-06","Woodlawn Plgd","X","X-13","2020-07-11T17:00:00.000","Playground","A","A"
"359369","M186","Brigadier General Charles Young Playground","M","M-10","2020-07-11T17:24:00.000","Playground","U","U"
"359370","X096","Rita Ley Triangle","X","X-13","2020-07-11T16:15:00.000","Small Park","A","A"
"359371","XZ482","GREENSTREET","X","X-13","2020-07-11T16:05:00.000","Greenstreet","A","A"
"359372","X067","Martin Luther King Triangle","X","X-04","2020-07-11T17:29:00.000","Small Park","A","A"
"359373","X092-XZ44","Greenstreet","X","X-13","2020-07-11T16:45:00.000","Greenstreet","A","A"
"359374","BZ383","GREENSTREET","B","B-18","2020-07-10T12:00:00.000","Greenstreet","U","A"
"359375","B073-20","Harmony Playground","B","B-19","2020-07-11T17:28:00.000","Playground","U","U"
"359376","X030-ZN03","Macombs Dam Park Zone 3","X","X-04","2020-07-11T17:37:00.000","Large Park","U","A"
"359377","X092-26","Sachkerah Woods Playground","X","X-13","2020-07-11T16:00:00.000","Playground","A","A"
"359378","BZ384","GREENSTREET","B","B-18","2020-07-10T12:50:00.000","Greenstreet","U","A"
"359379","BZ385","GREENSTREET","B","B-18","2020-07-10T13:45:00.000","Greenstreet","U","A"
"359380","BZ386","GREENSTREET","B","B-18","2020-07-10T14:20:00.000","Greenstreet","U","A"
"359381","BZ387","GREENSTREET","B","B-18","2020-07-10T15:10:00.000","Greenstreet","U","A"
"359382","B254","Wingate Park","B","B-09","2020-07-11T07:00:00.000","Playground","U","U"
"359383","M391-ZN02","East River Waterfront Esplanade Zone 2","M","M-01","2020-07-11T18:39:00.000","Large Park","A","A"
"359384","B358","De Hostos Playground","B","B-01","2020-07-10T17:10:00.000","Playground","U","U"
"359385","M027","Downing Street Playground","M","M-02","2020-07-11T17:55:00.000","Playground","A","A"
"359386","M125B","Minetta Playground","M","M-02","2020-07-11T18:07:00.000","Playground","A","A"
"359387","M295","Mercer Playground","M","M-02","2020-07-11T18:23:00.000","Playground","A","A"
"359388","B090","Sobel Playground","B","B-01","2020-07-08T19:32:00.000","Playground","U","U"
"359389","M001","Abingdon Square","M","M-02","2020-07-10T08:55:00.000","Small Park","A","A"
"359390","MT09","Winston Churchill Square","M","M-02","2020-07-11T18:04:00.000","Small Park","A","A"
"359391","M125E","Charlton Plaza","M","M-02","2020-07-11T17:35:00.000","Small Park","A","A"
"359392","MZ60","GREENSTREET","M","M-12","2020-07-11T21:55:00.000","Greenstreet","A","A"
"359393","M042-ZN07","Inwood Hill Park Zone 7","M","M-12","2020-07-11T21:58:00.000","Large Park","A","A"
"359394","M215","Cherry Tree Park","M","M-11","2020-07-08T12:30:00.000","Playground","U","A"
"359395","M292","Sunshine Playground","M","M-11","2020-07-08T14:00:00.000","Playground","U","A"
"359396","MZ22","GREENSTREET","M","M-11","2020-07-08T14:50:00.000","Greenstreet","A","A"
"359397","MZ185","GREENSTREET","M","M-11","2020-07-08T14:55:00.000","Greenstreet","A","A"
"359398","MZ197","GREENSTREET","M","M-11","2020-07-08T15:05:00.000","Greenstreet","A","A"
"359399","X153-01","Merriam Plgd (Upper)","X","X-04","2020-07-12T04:59:00.000","Playground","A","A"
"359400","X287","Ogden Plimpton Playground","X","X-04","2020-07-12T05:17:00.000","Playground","A","A"
"359401","X153-02","Merriam Plgd (Lower)","X","X-04","2020-07-12T05:21:00.000","Playground","U","U"
"359402","X148A2","Plimpton Playground","X","X-04","2020-07-12T05:37:00.000","Playground","U","U"
"359403","X092-09","Southwest Plgd","X","X-13","2020-07-12T06:28:00.000","Playground","U","U"
"359404","X092-26","Sachkerah Woods Playground","X","X-13","2020-07-12T07:36:00.000","Playground","U","U"
"359406","X092-06","Woodlawn Plgd","X","X-13","2020-07-11T08:00:00.000","Playground","U","U"
"359407","X092-09","Southwest Plgd","X","X-13","2020-07-12T06:52:00.000","Playground","U","A"
"359409","X129","Devanney Triangle","X","X-05","2020-07-12T07:12:00.000","Small Park","A","A"
"359410","X112","Hilton White Playground","X","X-03","2020-07-12T07:39:00.000","Playground","A","A"
"359411","Q163-02","Sandpiper Playground","Q","Q-14","2020-07-11T08:20:00.000","Playground","A","A"
"359412","X185","Dunbar Playground","X","X-03","2020-07-12T08:45:00.000","Playground","A","A"
"359413","M019","Coleman Playground","M","M-03","2020-07-12T07:48:00.000","Playground","U","U"
"359414","X086","Charlton Garden","X","X-03","2020-07-11T10:10:00.000","Small Park","A","A"
"359415","X053","O'Neill Triangle","X","X-03","2020-07-11T08:10:00.000","Small Park","U","U"
"359416","M067","Sophie Irene Loeb","M","M-03","2020-07-12T07:55:00.000","Playground","A","A"
"359417","M178","Catherine Slip Malls","M","M-03","2020-07-12T08:00:00.000","Small Park","A","A"
"359418","M194","Alfred E. Smith Playground","M","M-03","2020-07-12T08:06:00.000","Playground","U","U"
"359419","X039-ZN12","The Lagoon","X","X-15A","2020-07-12T08:08:00.000","Large Park","A","A"
"359420","M196","Playground One","M","M-03","2020-07-12T08:13:00.000","Playground","A","A"
"359421","XZ19","GREENSTREET","X","X-06","2020-07-12T08:16:00.000","Greenstreet","A","A"
"359422","B249","Van Dyke Playground","B","B-16","2020-07-12T08:22:00.000","Playground","U","U"
"359423","B363","Houston Playground","B","B-16","2020-07-12T08:23:00.000","Playground","U","U"
"359424","M206","Tanahey Playground","M","M-03","2020-07-12T08:18:00.000","Playground","U","U"
"359425","X295","Half-Nelson Playground","X","X-05","2020-07-12T08:25:00.000","Playground","A","A"
"359426","M246","Kimlau Square","M","M-03","2020-07-12T08:30:00.000","Small Park","A","A"
"359427","RZ263","GREENSTREET","R","R-03","2020-07-11T08:37:00.000","Greenstreet","A","A"
"359428","X148C7","Jerome Playground South","X","X-04","2020-07-12T08:37:00.000","Playground","A","A"
"359429","X266","Vidalia Park","X","X-06","2020-07-12T08:39:00.000","Playground","U","U"
"359430","M247","St. James Triangle","M","M-03","2020-07-12T08:39:00.000","Small Park","U","U"
"359431","RZ10","GREENSTREET","R","R-03","2020-07-11T08:40:00.000","Greenstreet","A","A"
"359432","R031-ZN03","Wolfe's Pond Park Zone 3","R","R-03","2020-07-12T08:43:00.000","Large Park","U","U"
"359433","R031-11","Wolfe's Pond Park","R","R-03","2020-07-12T08:46:00.000","Playground","U","A"
"359434","MZ97","GREENSTREET","M","M-12","2020-07-12T08:48:00.000","Greenstreet","A","A"
"359435","X300","Davidson Playground","X","X-05","2020-07-12T08:45:00.000","Playground","A","A"
"359437","MZ199","GREENSTREET","M","M-12","2020-07-12T08:50:00.000","Greenstreet","A","A"
"359438","MZ27","GREENSTREET","M","M-12A","2020-07-12T08:54:00.000","Greenstreet","A","A"
"359439","M255","James Madison Plaza","M","M-03","2020-07-10T08:56:00.000","Small Park","A","A"
"359440","R020","Egbert Triangle","R","R-01","2020-07-12T10:21:00.000","Small Park","A","A"
"359441","X010A-01","Tremont Playground","X","X-06","2020-07-12T09:13:00.000","Playground","U","A"
"359442","M071-ZN05","Mt. Tom Landscape","M","M-14","2020-07-10T09:15:00.000","Large Park","U","A"
"359443","RZ241","GREENSTREET","R","R-03","2020-07-12T09:22:00.000","Greenstreet","A","A"
"359444","R097","Ida Court","R","R-03","2020-07-12T09:25:00.000","Small Park","A","A"
"359445","X010A-02","175th Street Playground","X","X-06","2020-07-12T09:29:00.000","Playground","U","U"
"359446","B395","Green Central Knoll","B","B-04","2020-07-12T09:30:00.000","Playground","U","A"
"359447","RZ38","GREENSTREET","R","R-03","2020-07-12T09:30:00.000","Greenstreet","A","A"
"359448","X014","Horseshoe Playground","X","X-02","2020-07-12T09:35:00.000","Playground","U","U"
"359449","Q396","Montbellier Park","Q","Q-12","2020-07-12T09:35:00.000","Playground","U","U"
"359450","MZ188","GREENSTREET","M","M-12","2020-07-12T09:47:00.000","Greenstreet","A","A"
"359451","Q135A","McKee Triangle","Q","Q-07","2020-07-11T10:12:00.000","Small Park","A","A"
"359452","Q021-ZN05","Cunningham Park Zone 5","Q","Q-08","2020-07-12T06:12:00.000","Large Park","A","A"
"359453","M238","Bloomingdale Playground","M","M-07","2020-07-12T09:00:00.000","Playground","A","A"
"359454","M200A","Anibal Aviles Playground","M","M-07","2020-07-12T09:30:00.000","Playground","A","A"
"359455","X039-99","Orchard Beach Plgd","X","X-15A","2020-07-12T09:53:00.000","Playground","A","A"
"359456","M029-01","Jacob Javits Plgd","M","M-12","2020-07-12T09:55:00.000","Playground","U","A"
"359458","X039-XZ174","Greenstreet","X","X-15A","2020-07-12T09:56:00.000","Greenstreet","A","A"
"359459","Q021-ZN06","Cunningham Park Zone 6","Q","Q-08","2020-07-12T06:44:00.000","Large Park","A","A"
"359460","X039-ZN11","Orchard Beach Parking Lot","X","X-15A","2020-07-12T10:08:00.000","Large Park","A","A"
"359461","R053","Harris Brothers Park","R","R-03","2020-07-12T10:13:00.000","Playground","A","A"
"359462","M037-09","Ft George Plgd","M","M-12A","2020-07-12T10:15:00.000","Playground","A","A"
"359463","RZ270","GREENSTREET","R","R-03","2020-07-12T10:17:00.000","Greenstreet","A","A"
"359464","RZ18","GREENSTREET","R","R-01","2020-07-12T09:37:00.000","Greenstreet","A","A"
"359465","M031","Amelia Gorman Park","M","M-12","2020-07-12T10:19:00.000","Small Park","U","A"
"359466","RZ19","GREENSTREET","R","R-01","2020-07-12T09:56:00.000","Greenstreet","A","A"
"359467","X010-05","Hill & Dale Playground","X","X-03","2020-07-12T10:23:00.000","Playground","U","U"
"359468","RZ178","GREENSTREET","R","R-03","2020-07-12T10:26:00.000","Greenstreet","A","A"
"359469","M198","Martin Luther King, Jr. Playground","M","M-10","2020-07-12T10:28:00.000","Playground","A","A"
"359470","X010-11","Crotona Playground (11)","X","X-03","2020-07-12T10:29:00.000","Playground","U","U"
"359471","Q058","Dunningham Triangle","Q","Q-04","2020-07-12T10:30:00.000","Small Park","A","A"
"359472","M300","Sherman Creek","M","M-12","2020-07-12T10:39:00.000","Small Park","A","A"
"359474","RZ317",,"R","R-03","2020-07-12T10:47:00.000","Greenstreet","A","A"
"359475","X002-ZN02","Bronx Park Zone 2","X","X-14","2020-07-12T10:49:00.000","Large Park","U","U"
"359476","RZ29","GREENSTREET","R","R-03","2020-07-12T10:50:00.000","Greenstreet","A","A"
"359477","R006-01","Lenape Playground","R","R-03","2020-07-12T10:54:00.000","Playground","A","A"
"359478","M011","Chelsea Park","M","M-04","2020-07-12T06:30:00.000","Playground","U","A"
"359479","Q005-01","Sutphin Playground","Q","Q-12","2020-07-12T11:05:00.000","Playground","A","A"
"359480","M277","Hell's Kitchen Park","M","M-04","2020-07-12T08:14:00.000","Playground","A","A"
"359482","R110","Tottenville Pool","R","R-03","2020-07-12T11:14:00.000","Playground","A","A"
"359483","Q462","Manuel De Dios Unanue Triangle","Q","Q-04","2020-07-12T10:45:00.000","Small Park","A","A"
"359484","Q127","Marconi Park","Q","Q-12","2020-07-12T11:15:00.000","Playground","U","A"
"359485","X148H1","Prospect Playground","X","X-06","2020-07-12T11:17:00.000","Playground","U","U"
"359486","RZ179","GREENSTREET","R","R-03","2020-07-12T11:20:00.000","Greenstreet","A","A"
"359487","X042","Rose Hill Park","X","X-06","2020-07-12T11:23:00.000","Small Park","U","U"
"359488","Q068","Triangle 90","Q","Q-04","2020-07-12T11:00:00.000","Small Park","A","A"
"359490","QZ04","Greenstreet","Q","Q-04","2020-07-12T11:31:00.000","Greenstreet","A","A"
"359491","X042-XZ466",,"X","X-06","2020-07-12T11:31:00.000","Greenstreet","U","U"
"359492","M221","Gutenberg Playground","M","M-04","2020-07-12T11:34:00.000","Playground","A","A"
"359493","M217","Howard Bennett Playground","M","M-10","2020-07-12T11:41:00.000","Playground","A","A"
"359495","X033-ZN02","Mosholu Parkway Zone 2","X","X-07","2020-07-12T10:55:00.000","Large Park","U","U"
"359497","X116","Rev J Polite Playground","X","X-02","2020-07-12T11:57:00.000","Playground","U","U"
"359501","RZ244","GREENSTREET","R","R-01","2020-07-12T12:16:00.000","Greenstreet","A","A"
"359502","X190","Tiffany Playground","X","X-02","2020-07-12T12:18:00.000","Playground","U","U"
"359503","X260","Julio Carballo Fields","X","X-02","2020-07-12T12:18:00.000","Playground","U","U"
"359504","RZ331","GREENSTREET","R","R-01","2020-07-12T12:22:00.000","Greenstreet","A","A"
"359505","X335","Risse Street Park","X","X-07","2020-07-12T11:50:00.000","Small Park","A","A"
"359506","RZ330","GREENSTREET","R","R-01","2020-07-12T12:24:00.000","Greenstreet","A","A"
"359507","RZ82S","GREENSTREET","R","R-01","2020-07-12T12:26:00.000","Greenstreet","A","A"
"359508","R033","Levy Playground","R","R-01","2020-07-12T11:45:00.000","Playground","A","A"
"359510","RZ82N","GREENSTREET","R","R-01","2020-07-12T12:29:00.000","Greenstreet","A","A"
"359511","R067","Gen. Douglas MacArthur Park","R","R-02","2020-07-12T12:34:00.000","Playground","A","A"
"359512","RZ315",,"R","R-01","2020-07-12T12:36:00.000","Greenstreet","A","A"
"359513","R019","Veterans Park","R","R-01","2020-07-12T12:05:00.000","Small Park","A","A"
"359514","Q029","William F Moore Park","Q","Q-04","2020-07-12T12:47:00.000","Small Park","A","A"
"359515","R052","Allison Pond Park","R","R-01","2020-07-12T12:25:00.000","Large Park","A","A"
