"arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat"
"228487184","2021-05-21T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","M","9","0","18-24","M","WHITE","987624","203977","40.72655401900005","-73.98782842699995","POINT (-73.98782842699995 40.72655401900005)"
"185003205","2018-07-10T00:00:00.000","164","SODOMY 3","116","SEX CRIMES","PL 1304003","F","B","48","0","25-44","M","WHITE HISPANIC","1011779","246746","40.84390125500005","-73.900504632","POINT (-73.900504632 40.843901255000056)"
"196856611","2019-05-06T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","K","79","0","45-64","M","BLACK","999634","190253","40.688872153000034","-73.944529031999934","POINT (-73.94452903199993 40.688872153000034)"
"211413196","2020-03-24T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302503","F","K","77","0","18-24","M","WHITE","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
"228922424","2021-06-01T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","40","0","18-24","F","BLACK","1005041","234533","40.810398494000026","-73.92489531099994","POINT (-73.92489531099994 40.810398494000026)"
"183898566","2018-06-15T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303002","F","K","77","0","25-44","M","BLACK","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
"197701294","2019-05-28T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200512","F","M","24","0","25-44","M","BLACK","992718","229050","40.795369565000044","-73.969418258999951","POINT (-73.96941825899995 40.795369565000044)"
"184628517","2018-06-30T00:00:00.000","586",,,,"PL 230345A","F","M","25","0","25-44","M","BLACK","1000555","230994","40.800694331000045","-73.94110928599997","POINT (-73.94110928599997 40.800694331000045)"
"229123142","2021-06-04T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","32","0","25-44","M","BLACK","999900","238685","40.82180517200004","-73.94345715499998","POINT (-73.94345715499998 40.82180517200004)"
"197829846","2019-05-30T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","K","77","0","25-44","M","BLACK","1003606","185050","40.674583308000081","-73.930221540999980","POINT (-73.93022154099998 40.67458330800008)"
"227404803","2021-04-27T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303502","F","M","5","0","25-44","M","BLACK","984946","200203","40.716195914000025","-73.99749074599998","POINT (-73.99749074599998 40.716195914000025)"
"212113677","2020-04-17T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","113","0","45-64","M","BLACK","1051432","189499","40.686561004000055","-73.75776125999994","POINT (-73.75776125999994 40.686561004000055)"
"196477863","2019-04-26T00:00:00.000",,,,,"PL 2650022","M","M","30","0","25-44","F","BLACK","997308","239826","40.824941106000040","-73.952819967999972","POINT (-73.95281996799997 40.82494110600004)"
"210430556","2020-03-03T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303002","F","B","41","0","<18","M","BLACK HISPANIC","1013232","236725","40.816391847000034","-73.89529641399997","POINT (-73.89529641399997 40.816391847000034)"
"202325103","2019-09-12T00:00:00.000","707","IMPERSONATION 2, PUBLIC SERVAN","340","FRAUDS","PL 1902501","M","B","48","0","25-44","M","BLACK","1012336","248794","40.849520655000049","-73.898482915999978","POINT (-73.89848291599998 40.84952065500005)"
"183850386","2018-06-14T00:00:00.000","179","SEXUAL ABUSE 1","116","SEX CRIMES","PL 1305300","F","K","71","0","18-24","M","BLACK","998749","181383","40.66452749800004","-73.94773929099993","POINT (-73.94773929099993 40.66452749800004)"
"183778391","2018-06-13T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","5","0","18-24","M","BLACK","984946","200203","40.716195914000025","-73.99749074599998","POINT (-73.99749074599998 40.716195914000025)"
"212107188","2020-04-17T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","K","79","0","25-44","M","BLACK","999507","190206","40.688743368000075","-73.94498708099997","POINT (-73.94498708099997 40.688743368000075)"
"229298081","2021-06-09T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302502","F","Q","112","0","25-44","M","BLACK","1025420","202485","40.72236368700004","-73.85147389399998","POINT (-73.85147389399998 40.72236368700004)"
"210065021","2020-02-25T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1702500","F","K","77","0","25-44","M","BLACK","997290","186557","40.67873123800007","-73.95298829699995","POINT (-73.95298829699995 40.67873123800007)"
"210992209","2020-03-13T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","43","0","25-44","M","BLACK","1020316","239179","40.82310129900002","-73.86969046099993","POINT (-73.86969046099993 40.82310129900002)"
"198144287","2019-06-06T00:00:00.000","440",,,,"PL 1553502","F","Q","107","0","45-64","M","BLACK","1036628","204948","40.729064750000077","-73.811020131999953","POINT (-73.81102013199995 40.72906475000008)"
"212021760","2020-04-14T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","M","18","0","45-64","M","BLACK","989487","214741","40.75609761800007","-73.98109854999996","POINT (-73.98109854999996 40.75609761800007)"
"210179017","2020-02-27T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","Q","103","0","18-24","M","BLACK","1041749","196938","40.70704747500002","-73.79261190399995","POINT (-73.79261190399995 40.70704747500002)"
"228432286","2021-05-20T00:00:00.000","223","BURGLARY,RESIDENCE,NIGHT","107","BURGLARY","PL 1402502","F","Q","108","0","45-64","M","BLACK","996644","209958","40.74296235400004","-73.95527424799997","POINT (-73.95527424799997 40.74296235400004)"
"184912742","2018-07-08T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","K","88","0","25-44","M","WHITE","990477","191354","40.691905322000025","-73.97754678999998","POINT (-73.97754678999998 40.691905322000025)"
"210073982","2020-02-25T00:00:00.000","263","ARSON 2,3,4","114","ARSON","PL 1501001","F","K","60","71","25-44","M","BLACK","987828","148671","40.57475100400006","-73.98712174699995","POINT (-73.98712174699995 40.57475100400006)"
"212232694","2020-04-21T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303502","F","M","30","0","45-64","M","BLACK","999794","241252","40.82885104500008","-73.94383419099995","POINT (-73.94383419099995 40.82885104500008)"
"184964444","2018-07-10T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 12005EH","F","S","121","0","45-64","M","BLACK","939162","160533","40.60719583400004","-74.16238323299996","POINT (-74.16238323299996 40.60719583400004)"
"228255720","2021-05-16T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1702500","F","K","81","0","25-44","M","BLACK","1002041","186214","40.677781508000066","-73.93586041499998","POINT (-73.93586041499998 40.677781508000066)"
"202546977","2019-09-17T00:00:00.000","440",,,,"PL 1553502","F","M","32","2","<18","M","BLACK","1000126","238706","40.821862408000072","-73.942640553999979","POINT (-73.94264055399998 40.82186240800007)"
"23834108","2006-08-13T00:00:00.000","750.0","RESISTING ARREST","359.0","OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","K","67","0.0","18-24","M","BLACK","1003422.0","178505.0","40.656619138000046","-73.93090348599996","POINT (-73.93090348599996 40.656619138000046)"
"200509269","2019-07-31T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303502","F","B","41","0","25-44","M","BLACK HISPANIC","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"197191457","2019-05-14T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211300","F","K","71","0","25-44","M","BLACK","999005","181250","40.664162020000049","-73.946816819999981","POINT (-73.94681681999998 40.66416202000005)"
"226147627","2021-03-26T00:00:00.000","177","SEXUAL ABUSE","116","SEX CRIMES","PL 1306501","F","M","5","0","25-44","M","WHITE","984946","200203","40.716195914000025","-73.99749074599998","POINT (-73.99749074599998 40.716195914000025)"
"202644072","2019-09-19T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302502","F","B","41","0","18-24","M","BLACK","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"198404712","2019-06-13T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","Q","113","0","25-44","M","BLACK","1049678","192490","40.694783721000078","-73.764056631999949","POINT (-73.76405663199995 40.69478372100008)"
"208459369","2020-01-24T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","K","77","0","18-24","M","BLACK","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
"202735605","2019-09-21T00:00:00.000",,,,,"PL 2650022","M","M","5","0","25-44","M","BLACK HISPANIC","985048","202430","40.722308486000031","-73.997122533999971","POINT (-73.99712253399997 40.72230848600003)"
"183235704","2018-05-29T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","K","77","0","45-64","M","WHITE HISPANIC","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
"208459364","2020-01-24T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601002","F","B","42","0","<18","M","BLACK","1008691","238872","40.82229848500003","-73.91169413099993","POINT (-73.91169413099993 40.82229848500003)"
"225863323","2021-03-19T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","14","0","45-64","M","BLACK","985679","213954","40.75393893800003","-73.99484365499995","POINT (-73.99484365499995 40.75393893800003)"
"209554391","2020-02-14T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303502","F","M","14","0","25-44","M","WHITE","985679","213954","40.75393893800003","-73.99484365499995","POINT (-73.99484365499995 40.75393893800003)"
"224807588","2021-02-24T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","K","73","2","45-64","M","WHITE HISPANIC","1008276","183623","40.670655072000045","-73.91339091999998","POINT (-73.91339091999998 40.670655072000045)"
"209659374","2020-02-17T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303502","F","M","5","0","25-44","M","BLACK","984946","200203","40.716195914000025","-73.99749074599998","POINT (-73.99749074599998 40.716195914000025)"
"200183840","2019-07-24T00:00:00.000","440",,,,"PL 1553502","F","M","20","0","18-24","M","WHITE HISPANIC","989234","219847","40.770112422000068","-73.982007966999959","POINT (-73.98200796699996 40.77011242200007)"
"191416894","2018-12-21T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200000","M","Q","112","0","45-64","M","WHITE","1025286","202643","40.722797981000035","-73.85195635699995","POINT (-73.85195635699995 40.722797981000035)"
"198463476","2019-06-14T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","10","0","25-44","M","WHITE","982422","210465","40.744362437000063","-74.006598433999955","POINT (-74.00659843399995 40.74436243700006)"
"208328211","2020-01-22T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","25-44","M","BLACK HISPANIC","1013232","236725","40.816391847000034","-73.89529641399997","POINT (-73.89529641399997 40.816391847000034)"
"191670489","2018-12-30T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","K","75","0","25-44","M","BLACK","1017119","183909","40.67141166300007","-73.88151172399995","POINT (-73.88151172399995 40.67141166300007)"
"226126327","2021-03-25T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","13","0","45-64","M","BLACK","988476","208699","40.739514386000046","-73.98475153999993","POINT (-73.98475153999993 40.739514386000046)"
"191703950","2018-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200000","M","K","77","0","45-64","M","BLACK","1001136","184247","40.67238430900005","-73.93912809399995","POINT (-73.93912809399995 40.67238430900005)"
"207951645","2020-01-15T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","32","0","25-44","M","BLACK","999428","236544","40.815929553000046","-73.94516735699995","POINT (-73.94516735699995 40.815929553000046)"
"209588066","2020-02-15T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","M","14","0","25-44","M","BLACK","985679","213954","40.75393893800003","-73.99484365499995","POINT (-73.99484365499995 40.75393893800003)"
"197687722","2019-05-27T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","K","81","0","45-64","M","BLACK","1005218","190528","40.689615497000034","-73.924393111999962","POINT (-73.92439311199996 40.689615497000034)"
"197686833","2019-05-27T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K","73","0","25-44","M","BLACK","1009115","180014","40.660746855000070","-73.910379747999968","POINT (-73.91037974799997 40.66074685500007)"
"197067726","2019-05-11T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","25","0","25-44","M","WHITE","1000555","230994","40.800694331000045","-73.941109285999971","POINT (-73.94110928599997 40.800694331000045)"
"191450487","2018-12-22T00:00:00.000","397","ROBBERY,UNCLASSIFIED,OPEN AREAS","105","ROBBERY","PL 1600500","F","M","26","0","18-24","M","BLACK","995484","235091","40.81194736900005","-73.95941841399997","POINT (-73.95941841399997 40.81194736900005)"
"225736820","2021-03-17T00:00:00.000","223","BURGLARY,RESIDENCE,NIGHT","107","BURGLARY","PL 1402502","F","S","120","0","<18","M","BLACK","962822","174282","40.645022746000045","-74.077216847","POINT (-74.077216847 40.645022746000045)"
"197773165","2019-05-29T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303504","F","Q","112","0","45-64","M","BLACK","1025420","202485","40.722363687000040","-73.851473893999980","POINT (-73.85147389399998 40.72236368700005)"
"226229679","2021-03-28T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","K","79","0","18-24","M","BLACK","995728","190315","40.689048255000046","-73.95861337799995","POINT (-73.95861337799995 40.689048255000046)"
"225348169","2021-03-09T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","K","77","0","25-44","M","BLACK","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
"225031986","2021-03-02T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","23","0","25-44","M","BLACK","998829","226859","40.78934789300007","-73.94735241299998","POINT (-73.94735241299998 40.78934789300007)"
"225350246","2021-03-09T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","Q","103","0","25-44","M","BLACK","1041749","196938","40.70704747500002","-73.79261190399995","POINT (-73.79261190399995 40.70704747500002)"
"183376827","2018-06-01T00:00:00.000","566","MARIJUANA, POSSESSION","678","MISCELLANEOUS PENAL LAW","PL 2210500","V","K","60","0","25-44","M","WHITE","990784","149362","40.576645978000045","-73.97648039599994","POINT (-73.97648039599994 40.57664597800005)"
"191465240","2018-12-23T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200512","F","K","75","0","25-44","M","BLACK","1014484","181357","40.66441638600002","-73.89102209099997","POINT (-73.89102209099997 40.66441638600002)"
"226619610","2021-04-07T00:00:00.000","106","ASSAULT POLICE/PEACE OFFICER","106","FELONY ASSAULT","PL 12005A3","F","K","70","0","25-44","M","BLACK","994058","176414","40.65089512100008","-73.96465538799998","POINT (-73.96465538799998 40.65089512100008)"
"199166201","2019-07-01T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","44","0","25-44","M","BLACK","1006434","244344","40.837323511000079","-73.919830756999943","POINT (-73.91983075699994 40.83732351100008)"
"191381703","2018-12-20T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","32","0","25-44","M","BLACK","999428","236544","40.815929553000046","-73.94516735699995","POINT (-73.94516735699995 40.815929553000046)"
"208321745","2020-01-22T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","M","14","0","45-64","M","BLACK","985679","213954","40.75393893800003","-73.99484365499995","POINT (-73.99484365499995 40.75393893800003)"
"183418429","2018-06-03T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","110","0","25-44","M","BLACK HISPANIC","1024987","210038","40.74309679600003","-73.85299028099996","POINT (-73.85299028099996 40.74309679600003)"
"208796450","2020-01-31T00:00:00.000","263","ARSON 2,3,4","114","ARSON","PL 150150H","F","Q","101","0","25-44","M","BLACK HISPANIC","1043389","154070","40.58937363500007","-73.78707254599993","POINT (-73.78707254599993 40.58937363500007)"
"197307282","2019-05-17T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1701502","F","M","18","1","65+","M","BLACK","990946","216319","40.760427842000070","-73.975830732999952","POINT (-73.97583073299995 40.76042784200007)"
"225007292","2021-03-01T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","83","0","25-44","M","BLACK","1007128","193705","40.69833089400004","-73.91749507299994","POINT (-73.91749507299994 40.69833089400004)"
"225646958","2021-03-15T00:00:00.000","205","TRESPASS 2, CRIMINAL","352","CRIMINAL TRESPASS","PL 1401501","M","K","67","0","18-24","F","BLACK","1003204","174561","40.64579418700004","-73.93170026399997","POINT (-73.93170026399997 40.64579418700004)"
"183029981","2018-05-23T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","M","25","0","45-64","M","BLACK","1000555","230994","40.800694331000045","-73.94110928599997","POINT (-73.94110928599997 40.800694331000045)"
"224965368","2021-02-28T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","70","0","25-44","M","BLACK","996352","172912","40.64128004900005","-73.95639455799993","POINT (-73.95639455799993 40.64128004900005)"
"198988258","2019-06-26T00:00:00.000","263","ARSON 2,3,4","114","ARSON","PL 1501001","F","K","62","0","<18","M","BLACK","984036","160462","40.607115663000059","-74.000772146999964","POINT (-74.00077214699996 40.60711566300006)"
"225102172","2021-03-03T00:00:00.000","464","JOSTLING","230","JOSTLING","PL 1652501","M","B","47","97","25-44","M","BLACK","1023443","266909","40.89919838400005","-73.85823008599993","POINT (-73.85823008599993 40.89919838400005)"
"183484177","2018-06-05T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","K","67","0","25-44","M","BLACK","997897","175677","40.64886713300007","-73.95082189999994","POINT (-73.95082189999994 40.64886713300007)"
"209208772","2020-02-08T00:00:00.000","203","TRESPASS 3, CRIMINAL","352","CRIMINAL TRESPASS","PL 140100A","M","M","7","0","25-44","M","BLACK","987900","200863","40.71800673100006","-73.98683433799994","POINT (-73.98683433799994 40.71800673100006)"
"198070198","2019-06-05T00:00:00.000",,,,,"PL 2650022","M","K","70","0","45-64","M","WHITE HISPANIC","993205","175595","40.648648047000052","-73.967730514999971","POINT (-73.96773051499997 40.64864804700005)"
"183185098","2018-05-27T00:00:00.000","397","ROBBERY,UNCLASSIFIED,OPEN AREAS","105","ROBBERY","PL 1600500","F","Q","114","2","25-44","M","WHITE HISPANIC","1002494","216454","40.760782095000025","-73.93414527799997","POINT (-73.93414527799997 40.760782095000025)"
"225195676","2021-03-05T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","14","0","45-64","M","WHITE","985679","213954","40.75393893800003","-73.99484365499995","POINT (-73.99484365499995 40.75393893800003)"
"225373106","2021-03-09T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1752500","F","K","72","0","25-44","M","WHITE","979017","173859","40.64388608100006","-74.01885813799998","POINT (-74.01885813799998 40.64388608100006)"
"198164143","2019-06-07T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200000","M","K","62","0","<18","M","WHITE","983503","158624","40.602070698000034","-74.002691508999987","POINT (-74.00269150899999 40.602070698000034)"
"24079639","2006-08-30T00:00:00.000","478.0","THEFT OF SERVICES, UNCLASSIFIED","343.0","OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","K","84","1.0","18-24","M","BLACK","987759.0","191193.0","40.69146490900005","-73.98734802299998","POINT (-73.98734802299998 40.69146490900005)"
"199515364","2019-07-09T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302503","F","B","47","0","25-44","M","BLACK","1026387","262634","40.887451313000042","-73.847607786999959","POINT (-73.84760778699996 40.88745131300004)"
"225551154","2021-03-13T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","S","120","0","18-24","M","WHITE HISPANIC","962748","174174","40.64472613100002","-74.07748315899995","POINT (-74.07748315899995 40.64472613100002)"
"200955996","2019-08-10T00:00:00.000","625","DISORDERLY CONDUCT","572","DISORDERLY CONDUCT","PL 2402005","V","M","10","0","18-24","M","WHITE","984791","209846","40.742663608000043","-73.998049107999975","POINT (-73.99804910799998 40.74266360800004)"
"197991127","2019-06-03T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303504","F","B","41","0","45-64","M","WHITE HISPANIC","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"199629708","2019-07-11T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","14","0","25-44","M","WHITE","985679","213954","40.753938938000033","-73.994843654999954","POINT (-73.99484365499995 40.75393893800003)"
"209446300","2020-02-12T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","K","81","0","18-24","M","BLACK","1005312","190540","40.68964821100008","-73.92405412199997","POINT (-73.92405412199997 40.68964821100008)"
"225586354","2021-03-13T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200512","F","Q","110","0","18-24","F","WHITE","1018158","206172","40.73251441200006","-73.87765413899997","POINT (-73.87765413899997 40.73251441200006)"
"209848208","2020-02-20T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","79","0","25-44","M","BLACK","997102","187793","40.68212405400004","-73.95366373699994","POINT (-73.95366373699994 40.68212405400005)"
"191207903","2018-12-16T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303502","F","Q","107","0","18-24","M","BLACK","1036790","205267","40.729939364000074","-73.81043314199997","POINT (-73.81043314199997 40.729939364000074)"
"182968502","2018-05-21T00:00:00.000","397","ROBBERY,UNCLASSIFIED,OPEN AREAS","105","ROBBERY","PL 1600500","F","K","79","97","45-64","M","BLACK","1000401","192939","40.69624323500005","-73.94175690599997","POINT (-73.94175690599997 40.69624323500005)"
"200468230","2019-07-31T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302503","F","Q","112","0","45-64","M","BLACK","1025420","202485","40.722363687000040","-73.851473893999980","POINT (-73.85147389399998 40.72236368700005)"
"197863190","2019-05-31T00:00:00.000","440",,,,"PL 1553502","F","S","120","0","18-24","M","BLACK","962822","174282","40.645022746000052","-74.077216846999988","POINT (-74.07721684699999 40.64502274600005)"
"23985120","2006-08-22T00:00:00.000","515.0","CONTROLLED SUBSTANCE,SALE 3","117.0","DANGEROUS DRUGS","PL 2203901","F","M","14","0.0","25-44","M","BLACK","986320.0","213788.0","40.75348318300007","-73.99253009799997","POINT (-73.99253009799997 40.75348318300007)"
"225893376","2021-03-20T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","M","14","0","45-64","M","BLACK","986455","213102","40.75160025400004","-73.99204306099993","POINT (-73.99204306099993 40.75160025400004)"
"191428452","2018-12-22T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS,","109","GRAND LARCENY","PL 1553501","F","M","14","0","18-24","F","BLACK","987220","212676","40.75043076800005","-73.98928217599996","POINT (-73.98928217599996 40.75043076800005)"
"183070493","2018-05-23T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","13","0","25-44","M","BLACK","988874","207673","40.736698070000045","-73.98331602599995","POINT (-73.98331602599995 40.736698070000045)"
"24287989","2006-09-13T00:00:00.000","515.0","CONTROLLED SUBSTANCE,SALE 3","117.0","DANGEROUS DRUGS","PL 2203901","F","B","45","0.0","25-44","M","WHITE HISPANIC","1033760.0","243923.0","40.836057074000045","-73.82108070599996","POINT (-73.82108070599996 40.83605707400005)"
"224862515","2021-02-25T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","K","68","0","45-64","M","WHITE","978016","172087","40.63902167200007","-74.022463524","POINT (-74.022463524 40.63902167200007)"
"225195664","2021-03-04T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302502","F","K","66","0","45-64","M","WHITE","986633","167258","40.62576896100006","-73.99141682199996","POINT (-73.99141682199996 40.62576896100006)"
"209668505","2020-02-17T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","24","0","25-44","M","BLACK","993373","229301","40.79605784000006","-73.96705230699997","POINT (-73.96705230699997 40.79605784000006)"
"208617652","2020-01-28T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","47","0","25-44","M","BLACK","1024886","269336","40.905853182000044","-73.85299565299994","POINT (-73.85299565299994 40.905853182000044)"
"198369941","2019-06-12T00:00:00.000","177","SEXUAL ABUSE","116","SEX CRIMES","PL 2603204","F","M","25","0","65+","M","WHITE","1000555","230994","40.800694331000045","-73.941109285999971","POINT (-73.94110928599997 40.800694331000045)"
"209935872","2020-02-22T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","23","0","25-44","M","BLACK","998260","227328","40.79063609200006","-73.94940626099998","POINT (-73.94940626099998 40.79063609200006)"
"198614734","2019-06-18T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302503","F","M","25","0","25-44","M","BLACK","1000555","230994","40.800694331000045","-73.941109285999971","POINT (-73.94110928599997 40.800694331000045)"
"183466983","2018-06-04T00:00:00.000","168","SODOMY 1","116","SEX CRIMES","PL 1305001","F","Q","112","0","<18","M","BLACK HISPANIC","1025420","202485","40.72236368700004","-73.85147389399998","POINT (-73.85147389399998 40.72236368700005)"
"225683026","2021-03-16T00:00:00.000","168","SODOMY 1","116","SEX CRIMES","PL 1305003","F","M","7","0","18-24","F","WHITE HISPANIC","988708","200317","40.71650772200008","-73.98391989899994","POINT (-73.98391989899994 40.71650772200008)"
"183253382","2018-05-29T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","B","43","0","25-44","M","BLACK","1020183","239283","40.82338729100008","-73.87017045","POINT (-73.87017045 40.82338729100008)"
"208851261","2020-02-01T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","K","77","0","18-24","M","WHITE","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
