"objectid","meter_number","status","pay_by_cell_number","meter_hours","parking_facility_name","facility","borough","on_street","side_of_street","from_street","to_street","lat","long","x","y","location"
"7755","1409960","Active","106239","2HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","9 Avenue","W","West 54 Street","West 53 Street","40.7657823669331","-73.987411087591","987737.219719633","218272.168492228","POINT (-73.987411087591 40.765782366933)"
"15230","3743018","Active","342851","15HR Pas Mon-Sat 0800-2200","Gowanus Parking Field","Off Street","Brooklyn","3 Avenue","C","40 Street","41 Street","40.6531548520866","-74.0088313367006","981799.518996641","177238.431334138","POINT (-74.008831336701 40.653154852087)"
"14763","1403169","Active","103125","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 49 Street","N","8 Avenue","9 Avenue","40.7620209137947","-73.9872838956823","987772.65173538","216901.752269804","POINT (-73.987283895682 40.762020913795)"
"10405","5763002","Active","525705","15HR Pas Mon-Sat 0800-2200","New Dorp","Off Street","Staten Island","4 Street","S","Rose Avenue","New Dorp Lane","40.5740549249552","-74.1178253325941","951517.584809974","148442.150344148","POINT (-74.117825332594 40.574054924955)"
"15412","3493099","Active","306066","2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri",,"On Street","Brooklyn","New Utrecht Avenue","E","55 Street","13 Avenue","40.63178428005","-73.9953024073301","985553.885175556","169452.461341813","POINT (-73.99530240733 40.63178428005)"
"10802","1433094","Active","104456","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 56 Street","N","5 Avenue","6 Avenue","40.7631085882977","-73.976274397566","990822.427131891","217298.662237138","POINT (-73.976274397566 40.763108588298)"
"15409","2073097","Active","215008","2 HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","East Gunhill Road","N","Perry Avenue","Putnam Place","40.879337803407","-73.8746560678748","1018911.9631443","259669.091275647","POINT (-73.874656067875 40.879337803407)"
"1145","4152028","Active","416832","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","Skillman Avenue","S","Van Dam Street","32 Place","40.7463199759321","-73.9327574146104","1002882.12348489","211188.286990732","POINT (-73.93275741461 40.746319975932)"
"9733","1403043","Active","101022","1HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","West 46 Street","S","9 Avenue","8 Avenue","40.7607812949613","-73.9904239357805","986902.838186309","216450.00776647","POINT (-73.99042393578 40.760781294961)"
"9775","1443316","Active","106680","3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Avenue of the Americas","W","West 37 Street","West 38 Street","40.7521505644893","-73.9862051888513","988072.044509307","213305.707624644","POINT (-73.986205188851 40.752150564489)"
"10262","1443786","Active","101186","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","W","West 38 Street","West 37 Street","40.7525121357501","-73.9875176916309","987708.378569975","213437.385182813","POINT (-73.987517691631 40.75251213575)"
"9774","1443315","Active","102868","3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Avenue of the Americas","W","West 36 Street","West 37 Street","40.7515610151086","-73.9866330658216","987953.528014049","213090.89735873","POINT (-73.986633065822 40.751561015109)"
"11026","1433383","Active","101518","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 50 Street","N","7 Avenue","6 Avenue","40.7605100270114","-73.9817576666535","989303.658187807","216351.557175979","POINT (-73.981757666653 40.760510027011)"
"9026","1243059","Active","103751","3HR Com Mon-Sat 0700-1300 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Canal Street","S","Mulberry Street","Mott Street","40.7168896499517","-73.9983022868583","984720.624046803","200458.75201939","POINT (-73.998302286858 40.716889649952)"
"10333","1443972","Active","106207","3HR Com Mon-Fri 1000-1600 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","East 41 Street","N","2 Avenue","3 Avenue","40.7495998187139","-73.9736216444235","991558.770475477","212377.188156232","POINT (-73.973621644423 40.749599818714)"
"9651","1443294","Active","103869","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","E","West 38 Street","West 37 Street","40.7526616840449","-73.9872583626983","987780.220945969","213491.880808726","POINT (-73.987258362698 40.752661684045)"
"11091","1433733","Active","103275","3HR Com Mon-Fri 1000-1600 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","Vanderbilt Avenue","E","East 45 Street","East 46 Street","40.7544913819409","-73.9767832605031","990682.294866219","214159.094697386","POINT (-73.976783260503 40.754491381941)"
"8855","1173011","Active","104613","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","W","West 58 Street","West 57 Street","40.7668663550941","-73.9818627127234","989274.07786639","218667.370785818","POINT (-73.981862712723 40.766866355094)"
"15387","4233183","Active","421442","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Newtown Avenue","N","24 Street","Astoria Blvd","40.7716359214679","-73.9250407900305","1005012.41548413","220413.445705727","POINT (-73.92504079003 40.771635921468)"
"15371","3203013","Active","334640","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Bedford Ave","W","Lincoln Place","Eastern Parkway","40.6708362029024","-73.9551098914897","996702.610909551","183683.31050472","POINT (-73.95510989149 40.670836202902)"
"9239","1463029","Active","106184","3HR Com Mon-Fri 0700-1400 / 2HR Pas Sat 0700-1400",,"On Street","Manhattan","Little West 12 Street","N","Washington Street","9 Avenue","40.7401282335712","-74.0074260789693","982192.130088061","208925.373865649","POINT (-74.007426078969 40.740128233571)"
"10899","1433212","Active","105025","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 52 Street","S","5 Avenue","Madison Avenue","40.7592726195795","-73.9751910071813","991122.941950798","215901.176186979","POINT (-73.975191007181 40.75927261958)"
"10839","1433138","Active","104183","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 45 Street","N","6 Avenue","Broadway","40.7577841049454","-73.9850003395338","988405.513330549","215358.244201973","POINT (-73.985000339534 40.757784104945)"
"9243","1463033","Active","107292","3HR Com Mon-Fri 0700-1400 / 2HR Pas Sat 0700-1400",,"On Street","Manhattan","West 13 Street","S","Hudson Street","9 Avenue","40.7401708137539","-74.0057824950055","982647.591119394","208940.852837309","POINT (-74.005782495005 40.740170813754)"
"9388","1443010","Active","103670","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 39 Street","N","Avenue of the Americas","Broadway","40.7535087351653","-73.9867202500745","987929.26461114","213800.511096984","POINT (-73.986720250074 40.753508735165)"
"15383","1403176","Active","103208","3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","8 AVENUE","W","West 42 street","West 43 street","40.7575013967252","-73.989738535612","987092.853226215","215255.055103898","POINT (-73.989738535612 40.757501396725)"
"10963","1433295","Active","106759","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 44 Street","S","5 Avenue","Madison Avenue","40.7542545859934","-73.978816109705","990119.106360048","214072.679515898","POINT (-73.978816109705 40.754254585993)"
"13732","1443041","Active","106845","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 38 Street","S","6 Avenue","5 Avenue","40.7517948847419","-73.9848384027561","988450.754053727","213176.184589729","POINT (-73.984838402756 40.751794884742)"
"15361","3013692","Active","342556","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Schermerhorn Street","S","Boerum Place","Court Street","40.6906002548555","-73.9906209772315","986850.989864811","190880.873537391","POINT (-73.990620977231 40.690600254856)"
"8262","1403062","Active","104706","3HR Com Mon-Sat 0700-1800 /6 HR Pas Sat 1800-2400",,"On Street","Manhattan","West 49 Street","S","8 Avenue","9 Avenue","40.7622294006444","-73.98803462265","987564.672820643","216977.681579888","POINT (-73.98803462265 40.762229400644)"
"10343","1443982","Active","106984","3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 40 Street","N","Broadway","Avenue of the Americas","40.754200197842","-73.986454213","988002.933427051","214052.444648221","POINT (-73.986454213 40.754200197842)"
"10846","1433146","Active","104200","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","7 Avenue","E","West 49 Street","West 50 Street","40.7608464720954","-73.9833227092056","988870.072440803","216474.048728898","POINT (-73.983322709206 40.760846472095)"
"9728","1403038","Active","105954","1HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","West 45 Street","N","8 Avenue","9 Avenue","40.7596713897655","-73.9894950586191","987160.211687312","216045.662446558","POINT (-73.989495058619 40.759671389766)"
"8862","1173018","Active","104521","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","W","Columbus Circle","West 58 Street","40.7672661616799","-73.9817944136984","989292.966608137","218813.03748922","POINT (-73.981794413698 40.76726616168)"
"13711","1243123","Active","102632","3HR Com Mon-Sat 0700-1300 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Canal Street","S","Cortlandt Alley","Lafayette Street","40.7186580254982","-74.0010130556152","983969.177715048","201103.02238439","POINT (-74.001013055615 40.718658025498)"
"15170","3743006","Active","342839","4HR Pas Mon-Sat 0700-2200","Gowanus Parking Field","Off Street","Brooklyn","3 Avenue","S","33 Street","34 Street","40.6567140437473","-74.0051813948693","982812.365724221","178535.062599137","POINT (-74.005181394869 40.656714043747)"
"10320","1443959","Active","102074","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 41 Street","S","7 Avenue","8 Avenue","40.7563172433537","-73.9898196746704","987070.424465299","214823.626832888","POINT (-73.98981967467 40.756317243354)"
"9549","1443181","Active","103498","3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","N","5 Avenue","Avenue of the Americas","40.7495983908573","-73.9851376007878","988367.992408216","212375.916833311","POINT (-73.985137600788 40.749598390857)"
"9451","1443078","Active","104449","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 37 Street","N","5 Avenue","Avenue of the Americas","40.7514257164941","-73.9856138019633","988235.939850807","213041.648441479","POINT (-73.985613801963 40.751425716494)"
"9734","1403044","Active","101022","1HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","West 46 Street","S","9 Avenue","8 Avenue","40.7605785060651","-73.9899302853206","987039.601692304","216376.140460148","POINT (-73.989930285321 40.760578506065)"
"3253","4033035","Active","413007","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","146 Street","W","97 avenue","101 Avenue","40.6969956030868","-73.8056680457449","1038136.90927438","193270.521317139","POINT (-73.805668045745 40.696995603087)"
"11352","3243003","Active","301223","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Vanderbilt Avenue","W","Bergen Street","St. Marks Place","40.6792900184519","-73.9683803578957","993020.243930474","186761.669505477","POINT (-73.968380357896 40.679290018452)"
"9590","1443229","Active","106301","3HR Com Mon-Fri 1000-1600 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 33 Street","S","Avenue of the Americas","7 Avenue","40.7498119819671","-73.9900035710329","987019.747073218","212453.543646559","POINT (-73.990003571033 40.749811981967)"
"1160","4152004","Active","418951","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","Skillman Avenue","E","27 Street","28 Street","40.7445286809821","-73.9397752297253","1000938.01910539","210534.246304065","POINT (-73.939775229725 40.744528680982)"
"10949","1433281","Active","104616","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 56 Street","S","Lexington Avenue","3 Avenue","40.7596775893063","-73.9683851256981","993008.351237714","216049.327137396","POINT (-73.968385125698 40.759677589306)"
"10845","1433145","Active","102147","3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","7 Avenue","W","West 49 Street","West 48 Street","40.7602197731189","-73.9840216105917","988676.499009058","216245.685668558","POINT (-73.984021610592 40.760219773119)"
"10894","1433207","Active","107008","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 51 Street","N","Madison Avenue","5 Avenue","40.7587147702566","-73.9755655760715","991019.230215967","215697.904283807","POINT (-73.975565576071 40.758714770257)"
"10260","1443784","Active","104934","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","E","West 41 Street","West 40 Street","40.7544762481542","-73.9867047883193","987933.494917631","214153.008095399","POINT (-73.986704788319 40.754476248154)"
"15376","1113117","Active","104986","2HR Pas Mon-Sat 0800-2200",,"On Street","Manhattan","Varick Street","W","North Moore Street","Franklin Street","40.7193009351844","-74.0069997588251","982309.662989467","201337.329986647","POINT (-74.006999758825 40.719300935184)"
"11019","1433376","Active","101501","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 49 Street","S","6 Avenue","7 Avenue","40.7597114981398","-73.9820785995527","989214.809940308","216060.608610898","POINT (-73.982078599553 40.75971149814)"
"10099","1443668","Active","102555","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","E","West 29 Street","West 28 Street","40.7458631113197","-73.9885399951265","987425.453610882","211014.892980561","POINT (-73.988539995126 40.74586311132)"
"11020","1433377","Active","101501","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 49 Street","S","6 Avenue","7 Avenue","40.7599542273312","-73.9826787638138","989048.527464464","216149.009352729","POINT (-73.982678763814 40.759954227331)"
"9750","1403079","Active","105093","2HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","9 Avenue","W","West 55 Street","West 54 Street","40.7661756412633","-73.9871256338896","987816.271398798","218415.46282506","POINT (-73.98712563389 40.766175641263)"
"7749","1409963","Active","107169","2HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","9 Avenue","W","West 51 Street","West 50 Street","40.763810695712","-73.9888480465166","987339.263166472","217553.769666567","POINT (-73.988848046517 40.763810695712)"
"13655","3863007","Active","342824","15HR Pas Mon-Sat 0800-2200","Canarsie","Off Street","Brooklyn","Rockaway Parkway","E","Farragut Road","Glenwood Road","40.6465121772318","-73.9026107761444","1011275.82454522","174833.221905723","POINT (-73.902610776144 40.646512177232)"
"1820","3013554","Active","342771","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Remsen Street","N","Clinton Street","Court Street","40.6935931844568","-73.9925400995996","986318.68613939","191971.234545648","POINT (-73.9925400996 40.693593184457)"
"15381","1243145","Active","100014","2HR Pas Mon-Sat 0730-1900",,"On Street","Manhattan","Chatham Square","W","Doyers Street","Mott Street","40.7137474017895","-73.9982771579939","984727.612549886","199313.935411394","POINT (-73.998277157994 40.71374740179)"
"9242","1463032","Active","101337","3HR Com Mon-Fri 0700-1400 / 2HR Pas Sat 0700-1400",,"On Street","Manhattan","West 13 Street","N","Hudson Street","9 Avenue","40.7402194211137","-74.0056416623386","982686.618928477","208958.559494808","POINT (-74.005641662339 40.740219421114)"
"10138","1403098","Active","102402","2HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","9 Avenue","W","West 57 Street","West 56 Street","40.7676810827451","-73.9860282603377","988120.162523299","218963.991583645","POINT (-73.986028260338 40.767681082745)"
"11059","1433431","Active","104176","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 54 Street","N","8 Avenue","Broadway","40.7645885636162","-73.9836804486083","988770.714699894","217837.397052065","POINT (-73.983680448608 40.764588563616)"
"15190","2173069","Active","200923","2 HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","Westchester Avenue","N","Olmstead Avenue","Pugsley Avenue","40.8337457010865","-73.8568831380324","1023853.93226297","243065.690099314","POINT (-73.856883138032 40.833745701087)"
"11581","4153002","Active","412868","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","Skillman Avenue","N","39 Street","Honeywell Street","40.7476466256625","-73.9269138225892","1004500.90994547","211672.924800977","POINT (-73.926913822589 40.747646625663)"
"9658","1443301","Active","107300","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","7 Avenue","E","West 41 Street","West 40 Street","40.7551324003755","-73.9874835066928","987717.713525057","214392.033864066","POINT (-73.987483506693 40.755132400376)"
"10755","1433040","Active","102929","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 56 Street","S","7 Avenue","6 Avenue","40.7641973524418","-73.9791093184908","990037.007442892","217695.134869397","POINT (-73.979109318491 40.764197352442)"
"9560","1443194","Active","106700","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","S","7 Avenue","8 Avenue","40.7526314790023","-73.9925870520825","986303.84561789","213480.706290394","POINT (-73.992587052082 40.752631479002)"
"10757","1433042","Active","105558","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 44 Street","N","6 Avenue","5 Avenue","40.7554480197021","-73.9813988365327","989403.456216559","214507.323659733","POINT (-73.981398836533 40.755448019702)"
"15382","1133111","Active","104236","2HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2200",,"On Street","Manhattan","1 AVENUE","W","EAST 13 STREET","EAST 14 STREET","40.7309330710052","-73.9830228971546","988955.240905643","205575.655499473","POINT (-73.983022897155 40.730933071005)"
"10992","1433333","Active","106999","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 46 Street","S","Lexington Avenue","3 Avenue","40.7537188278775","-73.9736698018038","991544.976211727","213877.87216273","POINT (-73.973669801804 40.753718827878)"
"9499","1443128","Active","104876","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 36 Street","S","8 Avenue","7 Avenue","40.7532638579313","-73.9921752790623","986417.911662728","213711.112325639","POINT (-73.992175279062 40.753263857931)"
"13654","3863006","Active","342824","15HR Pas Mon-Sat 0800-2200","Canarsie","Off Street","Brooklyn","Rockaway Parkway","E","Farragut Road","Glenwood Road","40.6463413031561","-73.9029657680063","1011177.3821568","174770.8585134","POINT (-73.902965768006 40.646341303156)"
"8713","1023056","Active","103706","2HR Pas Mon-Sat 0900-2400",,"On Street","Manhattan","Ludlow Street","W","Stanton Street","Rivington Street","40.7208455062638","-73.9880158798495","987571.927727386","201900.214359567","POINT (-73.988015879849 40.720845506264)"
"10315","1443954","Active","102074","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 41 Street","S","7 Avenue","8 Avenue","40.7554780397765","-73.9878134457575","987626.285886392","214517.948638484","POINT (-73.987813445757 40.755478039777)"
"14481","1433262","Active","104287","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East  55 Street","S","Park Avenue","Madison Avenue","40.7607443805022","-73.9728563052788","991769.568282217","216437.578657478","POINT (-73.972856305279 40.760744380502)"
"9546","1443178","Active","105318","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","S","5 Avenue","Avenue of the Americas","40.7492049280027","-73.9844335867648","988563.082241133","212232.599534646","POINT (-73.984433586765 40.749204928003)"
"1201","4152161","Active","426804","12 HR Pas Mon-Sat 0600-2200",,"On Street","Queens","Borden Avenue","S","2 Street","Vernon Boulevard","40.7414961741417","-73.9558018143032","996497.680873215","209426.760658145","POINT (-73.955801814303 40.741496174142)"
"7746","1409952","Active","104705","3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","9 Avenue","E","West 49 Street","West 48 Street","40.7626324610777","-73.9894255558473","987179.335992888","217124.480170816","POINT (-73.989425555847 40.762632461078)"
"1130","4151982","Active","420574","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","33 Street","E","47 Avenue","Queens Boulevard","40.7430432486653","-73.9319515993943","1003106.33268213","209994.643380642","POINT (-73.931951599394 40.743043248665)"
"10831","1433127","Active","105290","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 48 Street","S","7 Avenue","6 Avenue","40.7590526139801","-73.9824343692224","989116.298326299","215820.53560023","POINT (-73.982434369222 40.75905261398)"
"15377","1113128","Active","105146","2HR Pas Mon-Sat 0700-2200",,"On Street","Manhattan","6 Avenue","E","White Street","Walker Street","40.719412054117","-74.0050647777551","982846.043150306","201377.777084231","POINT (-74.005064777755 40.719412054117)"
"8268","1403028","Active","102977","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 50 Street","N","9 Avenue","8 Avenue","40.7627002930069","-73.9869537036777","987864.085607633","217149.285895482","POINT (-73.986953703678 40.762700293007)"
"10915","1433233","Active","103813","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 54 Street","N","5 Avenue","Madison Avenue","40.7609288721592","-73.9749839029693","991180.1445923","216504.619533896","POINT (-73.974983902969 40.760928872159)"
"9732","1403042","Active","102834","1HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","West 45 Street","S","8 Avenue","9 Avenue","40.759382005142","-73.9890289287466","987289.358082548","215940.245990723","POINT (-73.989028928747 40.759382005142)"
"10968","1433300","Active","103021","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 44 Street","S","Lexington Avenue","3 Avenue","40.7523208607098","-73.9742324389483","991389.243255466","213368.501134232","POINT (-73.974232438948 40.75232086071)"
"14383","4153009","Active","425992","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","32 Place","E","Queens Boulevard","47 Avenue","40.7442000819406","-73.9326741272782","1002905.79502547","210415.959795222","POINT (-73.932674127278 40.744200081941)"
"11495","1433361","Active","106391","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 48 Street","S","Park Avenue","Lexington Avenue","40.7556347477213","-73.9743081125947","991367.922760054","214575.851409808","POINT (-73.974308112595 40.755634747721)"
"10350","1443989","Active","103155","3HR Com Mon-Fri 0700-1600 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 40 Street","S","Avenue of the Americas","5 Avenue","40.7528350582053","-73.983465730041","988831.002637058","213555.22221747","POINT (-73.983465730041 40.752835058205)"
"10918","1433236","Active","103813","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 54 Street","N","5 Avenue","Madison Avenue","40.7605454695829","-73.9740750184746","991431.971844554","216365.006624147","POINT (-73.974075018475 40.760545469583)"
"11024","1433381","Active","101518","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 50 Street","N","7 Avenue","6 Avenue","40.760972737328","-73.9828570416389","988999.06627731","216520.076195896","POINT (-73.982857041639 40.760972737328)"
"9241","1463031","Active","105306","3HR Com Mon-Fri 0700-1400 / 2HR Pas Sat 0700-1400",,"On Street","Manhattan","Little West 12 Street","S","Washington Street","9 Avenue","40.7401471980388","-74.0076900619028","982118.977347225","208932.289534226","POINT (-74.007690061903 40.740147198039)"
"11160","1433802","Active","103028","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 49 Street","S","Broadway","8 Avenue","40.7612525984574","-73.9857127338291","988207.945156142","216621.896858394","POINT (-73.985712733829 40.761252598457)"
"10912","1433230","Active","102051","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 53 Street","N","Madison Avenue","5 Avenue","40.7599886658092","-73.9746899832078","991261.667395145","216162.094956473","POINT (-73.974689983208 40.759988665809)"
"10852","1433153","Active","102929","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 56 Street","S","7 Avenue","6 Avenue","40.7646592791576","-73.9802141570231","989730.913894966","217863.358942389","POINT (-73.980214157023 40.764659279158)"
"11006","1433358","Active","104043","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 56 Street","N","5 Avenue","Madison Avenue","40.7618389771309","-73.973260834662","991657.380514473","216836.341639474","POINT (-73.973260834662 40.761838977131)"
"9416","1443040","Active","102727","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 38 Street","N","Avenue of the Americas","5 Avenue","40.7522061679984","-73.9855513296751","988253.201955393","213325.99498564","POINT (-73.985551329675 40.752206167998)"
"14662","3083074","Active","307513","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Brighton 4 Street","E","Oceanview Avenue","Brighton Beach Avenue","40.5774602118433","-73.963317242584","994440.120683894","149662.900527313","POINT (-73.963317242584 40.577460211843)"
"12114","1433446","Active","104182","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 55 Street","S","Broadway","8 Avenue","40.7652378965682","-73.983523756474","988814.075833634","218073.978599891","POINT (-73.983523756474 40.765237896568)"
"15375","1113116","Active","103119","2HR Pas Mon-Sat 0800-2200",,"On Street","Manhattan","Varick Street","W","Franklin Street","Leonard Street","40.7188024722393","-74.00709021969","982284.572488472","201155.726675317","POINT (-74.00709021969 40.718802472239)"
"10884","1433196","Active","104573","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 48 Street","N","Lexington Avenue","3 Avenue","40.7550024411477","-73.9725754095683","991848.039253891","214345.627132729","POINT (-73.972575409568 40.755002441148)"
"9653","1443296","Active","102866","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","E","West 37 Street","West 36 Street","40.7520040266656","-73.987421547005","987735.043214798","213252.268427059","POINT (-73.987421547005 40.752004026666)"
"10983","1433318","Active","103694","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 46 Street","S","5 Avenue","Madison Avenue","40.7558136102502","-73.9786263845287","990171.532108217","214640.695440233","POINT (-73.978626384529 40.75581361025)"
"76","4152012","Active","412854","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","Skillman Avenue","W","Thomson Avenue","49 Avenue","40.7445853387757","-73.9399246714733","1000896.59530371","210554.860107973","POINT (-73.939924671473 40.744585338776)"
