"recordid","address","house_number","street","zip_original","cb_original","site","species","diameter","condition","wires","sidewalk_condition","support_structure","borough","x","y","longitude","latitude","cb_new","zip_new","censustract_2010","censusblock_2010","nta_2010","segmentid","spc_common","spc_latin","location","council_district","bin","bbl"
"490","39 CHARLTON ST","39","CHARLTON ST","10014","102","Front","PLAC","10","Excellent","None","Good","Stakes / Wires","Manhattan","982909.722","204174.6632","-74.004836","40.727089","102","10014","37","2005","MN24","32142","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.727089, -74.004836)","3","1008114","1005190064"
"491","35 CHARLTON ST","35","CHARLTON ST","10014","102","Front","QUPH","14","Excellent","None","Good","None","Manhattan","982957.1433","204168.7967","-74.004665","40.727073","102","10014","37","2005","MN24","32142","OAK, WILLOW","QUERCUS PHELLOS","(40.727073, -74.004665)","3","1008112","1005190062"
"492","31 CHARLTON ST","31","CHARLTON ST","10014","102","Front","PLAC","11","Excellent","None","Good","None","Manhattan","983004.0001","204163","-74.004495","40.727057","102","10014","37","2005","MN24","32142","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.727057, -74.004495)","3","1008110","1005190060"
"493","29 CHARLTON ST","29","CHARLTON ST","10014","102","Front","ZESE","4","Poor","None","Good","None","Manhattan","983027.7108","204160.0667","-74.00441","40.727049","102","10014","37","2005","MN24","32142","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.727049, -74.00441)","3","1008109","1005190059"
"494","25 CHARLTON ST","25","CHARLTON ST","10014","102","Front","PLAC","14","Excellent","None","Good","None","Manhattan","983074.5677","204154.27","-74.004241","40.727033","102","10014","37","2005","MN24","32142","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.727033, -74.004241)","3","1077775","1005190057"
"495","21 CHARLTON ST","21","CHARLTON ST","10014","102","Front","ZESE","5","Poor","None","Good","None","Manhattan","983121.4245","204148.4733","-74.004072","40.727017","102","10014","37","2005","MN24","32142","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.727017, -74.004072)","3","1008107","1005190056"
"496","21 CHARLTON ST","21","CHARLTON ST","10014","102","Front","GIBI","11","Excellent","None","Good","None","Manhattan","983121.4245","204148.4733","-74.004072","40.727017","102","10014","37","2005","MN24","32142","GINKGO","GINKGO BILOBA","(40.727017, -74.004072)","3","1008107","1005190056"
"497","17 CHARLTON ST","17","CHARLTON ST","10014","102","Front","GIBI","11","Excellent","None","Good","None","Manhattan","983168.8458","204142.6068","-74.003901","40.727001","102","10014","37","2005","MN24","32142","GINKGO","GINKGO BILOBA","(40.727001, -74.003901)","3","1008105","1005197501"
"498","11 CHARLTON ST","11","CHARLTON ST","10014","102","Front","GIBI","4","Excellent","None","Good","None","Manhattan","983239.4134","204133.8767","-74.003646","40.726977","102","10014","37","2005","MN24","32142","GINKGO","GINKGO BILOBA","(40.726977, -74.003646)","3","1008103","1005190051"
"12346","900 WEST END AVE","900","WEST END AVE","10025","107","Side","GIBI","7","Good","None","Good","None","Manhattan","992694.9051","230863.435","-73.969498","40.800339","107","10025","191","3001","MN12","9003003","GINKGO","GINKGO BILOBA","(40.800339, -73.969498)",,,
"499","210 Avenue of the Amer","210","Avenue of the Amer","10014","102","Across","GIBI","3","Excellent","None","Good","None","Manhattan","983320.4927","204191.89","-74.003354","40.727136","102","10014","37","2006","MN24","32143","GINKGO","GINKGO BILOBA","(40.727136, -74.003354)","3","1008101","1005190044"
"500","210 Avenue of the Amer","210","Avenue of the Amer","10014","102","Across","GIBI","3","Excellent","None","Good","None","Manhattan","983320.4927","204191.89","-74.003354","40.727136","102","10014","37","2006","MN24","32143","GINKGO","GINKGO BILOBA","(40.727136, -74.003354)","3","1008101","1005190044"
"501","20 KING ST","20","KING ST","10014","102","Front","PLAC","10","Excellent","None","Good","None","Manhattan","983311.9959","204389.5037","-74.003384","40.727679","102","10014","37","2005","MN24","32148","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.727679, -74.003384)","3","1008098","1005190029"
"502","22 KING ST","22","KING ST","10014","102","Front","GIBI","5","Excellent","None","Good","None","Manhattan","983287.482","204392.6435","-74.003473","40.727687","102","10014","37","2005","MN24","32148","GINKGO","GINKGO BILOBA","(40.727687, -74.003473)","3","1008097","1005190028"
"503","24 KING ST","24","KING ST","10014","102","Front","ACPL","6","Excellent","None","Good","None","Manhattan","983263.5968","204395.703","-74.003559","40.727696","102","10014","37","2005","MN24","32148","MAPLE, NORWAY","ACER PLATANOIDES","(40.727696, -74.003559)","3","1008096","1005190027"
"504","26 KING ST","26","KING ST","10014","102","Front","ZESE","4","Poor","None","Good","None","Manhattan","983239.0829","204398.8428","-74.003647","40.727704","102","10014","37","2005","MN24","32148","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.727704, -74.003647)","3","1008095","1005190026"
"506","34 KING ST","34","KING ST","10014","102","Front","ZESE","5","Excellent","None","Good","None","Manhattan","983142.2847","204411.2414","-74.003997","40.727738","102","10014","37","2005","MN24","32148","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.727738, -74.003997)","3","1008092","1005190022"
"507","36 KING ST","36","KING ST","10014","102","Front","PYCA","3","Excellent","None","Good","None","Manhattan","983118.3993","204414.3007","-74.004083","40.727747","102","10014","37","2005","MN24","32148","PEAR, CALLERY","PYRUS CALLERYANA","(40.727747, -74.004083)","3","1008091","1005190021"
"508","38 KING ST","38","KING ST","10014","102","Front","ZESE","5","Excellent","None","Good","None","Manhattan","983093.8855","204417.4407","-74.004171","40.727755","102","10014","37","2005","MN24","32148","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.727755, -74.004171)","3","1008090","1005190020"
"509","42 KING ST","42","KING ST","10014","102","Front","PLAC","9","Excellent","None","Good","None","Manhattan","983046.1149","204423.5594","-74.004344","40.727772","102","10014","37","2005","MN24","32148","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.727772, -74.004344)","3","1008088","1005190018"
"510","50 KING ST","50","KING ST","10014","102","Front","UNKDEAD","0","Dead","None","Good","None","Manhattan","982949.3167","204435.958","-74.004693","40.727806","102","10014","37","2005","MN24","32148","UNKNOWN DEAD TREES","UNKNOWN DEAD TREES ","(40.727806, -74.004693)","3","1008086","1005190014"
"511","50 KING ST","50","KING ST","10014","102","Front","COMA","5","Poor","None","Good","None","Manhattan","982949.3167","204435.958","-74.004693","40.727806","102","10014","37","2005","MN24","32148","CHERRY, CORNELIAN","CORNUS MAS","(40.727806, -74.004693)","3","1008086","1005190014"
"512","52 KING ST","52","KING ST","10014","102","Front","ZESE","5","Excellent","None","Good","None","Manhattan","982924.8029","204439.0979","-74.004781","40.727815","102","10014","37","2005","MN24","32148","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.727815, -74.004781)","3","1008085","1005190013"
"513","49 KING ST","49","KING ST","10014","102","Front","ULAM","6","Excellent","None","Good","None","Manhattan","982870.1181","204446.1022","-74.004979","40.727834","102","10014","37","2002","MN24","32148","ELM, AMERICAN","ULMUS AMERICANA","(40.727834, -74.004979)","3","1077778","1005200056"
"514","47 KING ST","47","KING ST","10014","102","Front","ULAM","8","Good","None","Good","None","Manhattan","982898.4033","204442.4793","-74.004877","40.727824","102","10014","37","2002","MN24","32148","ELM, AMERICAN","ULMUS AMERICANA","(40.727824, -74.004877)","3","1077778","1005200056"
"515","45 KING ST","45","KING ST","10014","102","Front","QURU","11","Excellent","None","Good","None","Manhattan","982927.3171","204438.7759","-74.004772","40.727814","102","10014","37","2002","MN24","32148","OAK, NORTHERN RED","QUERCUS RUBRA","(40.727814, -74.004772)","3","1008135","1005200055"
"516","41 KING ST","41","KING ST","10014","102","Front","PLAC","12","Good","None","Good","None","Manhattan","982984.5161","204431.4494","-74.004566","40.727794","102","10014","37","2002","MN24","32148","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.727794, -74.004566)","3","1008133","1005200053"
"517","37 KING ST","37","KING ST","10014","102","Front","QURU","7","Excellent","None","Good","None","Manhattan","983041.7151","204424.1229","-74.004359","40.727774","102","10014","37","2002","MN24","32148","OAK, NORTHERN RED","QUERCUS RUBRA","(40.727774, -74.004359)","3","1008132","1005200051"
"518","29 KING ST","29","KING ST","10014","102","Front","ZESE","7","Excellent","None","Good","None","Manhattan","983155.4844","204409.5507","-74.003949","40.727734","102","10014","37","2002","MN24","32148","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.727734, -74.003949)","3","1008142","1005207501"
"519","29 KING ST","29","KING ST","10014","102","Front","PYCA","7","Good","None","Good","None","Manhattan","983155.4844","204409.5507","-74.003949","40.727734","102","10014","37","2002","MN24","32148","PEAR, CALLERY","PYRUS CALLERYANA","(40.727734, -74.003949)","3","1008142","1005207501"
"520","29 KING ST","29","KING ST","10014","102","Front","PYCA","8","Excellent","None","Good","None","Manhattan","983155.4844","204409.5507","-74.003949","40.727734","102","10014","37","2002","MN24","32148","PEAR, CALLERY","PYRUS CALLERYANA","(40.727734, -74.003949)","3","1008142","1005207501"
"521","29 KING ST","29","KING ST","10014","102","Front","ZESE","5","Poor","None","Good","None","Manhattan","983155.4844","204409.5507","-74.003949","40.727734","102","10014","37","2002","MN24","32148","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.727734, -74.003949)","3","1008142","1005207501"
"522","25 KING ST","25","KING ST","10014","102","Front","ULAM","5","Excellent","None","Good","None","Manhattan","983212.6834","204402.2242","-74.003743","40.727713","102","10014","37","2002","MN24","32148","ELM, AMERICAN","ULMUS AMERICANA","(40.727713, -74.003743)","3","1008131","1005200045"
"523","211/2 KING ST",,"KING ST","0","0","Front","PLAC","13","Unknown","None","Good","None","Manhattan","1","1","1","1","102","10014","37","2002","MN24","32148","LONDON PLANETREE","PLATANUS ACERIFOLIA","(1.0, 1.0)",,,
"524","350 HUDSON ST","350","HUDSON ST","10014","102","Front","PYCA","6","Excellent","None","Good","Guard Strangling","Manhattan","982228.6014","204322.5795","-74.007293","40.727495","102","10014","37","2004","MN24","31914","PEAR, CALLERY","PYRUS CALLERYANA","(40.727495, -74.007293)","3","1009750","1005800039"
"525","350 HUDSON ST","350","HUDSON ST","10014","102","Front","PYCA","7","Excellent","None","Good","None","Manhattan","982228.6014","204322.5795","-74.007293","40.727495","102","10014","37","2004","MN24","31914","PEAR, CALLERY","PYRUS CALLERYANA","(40.727495, -74.007293)","3","1009750","1005800039"
"526","345 HUDSON ST","345","HUDSON ST","10014","102","Front","PYCA","7","Good","None","Good","None","Manhattan","982227.8971","204316.9671","-74.007296","40.727479","102","10014","37","1011","MN24","31914","PEAR, CALLERY","PYRUS CALLERYANA","(40.727479, -74.007296)","3","1010378","1005980058"
"527","345 HUDSON ST","345","HUDSON ST","10014","102","Front","PYCA","6","Excellent","None","Good","Guard Strangling","Manhattan","982227.8971","204316.9671","-74.007296","40.727479","102","10014","37","1011","MN24","31914","PEAR, CALLERY","PYRUS CALLERYANA","(40.727479, -74.007296)","3","1010378","1005980058"
"528","345 HUDSON ST","345","HUDSON ST","10014","102","Front","PYCA","8","Excellent","None","Good","None","Manhattan","982227.8971","204316.9671","-74.007296","40.727479","102","10014","37","1011","MN24","31914","PEAR, CALLERY","PYRUS CALLERYANA","(40.727479, -74.007296)","3","1010378","1005980058"
"529","345 HUDSON ST","345","HUDSON ST","10014","102","Front","PYCA","7","Excellent","None","Good","Guard Strangling","Manhattan","982227.8971","204316.9671","-74.007296","40.727479","102","10014","37","1011","MN24","31914","PEAR, CALLERY","PYRUS CALLERYANA","(40.727479, -74.007296)","3","1010378","1005980058"
"530","345 HUDSON ST","345","HUDSON ST","10014","102","Front","PYCA","8","Excellent","None","Good","None","Manhattan","982227.8971","204316.9671","-74.007296","40.727479","102","10014","37","1011","MN24","31914","PEAR, CALLERY","PYRUS CALLERYANA","(40.727479, -74.007296)","3","1010378","1005980058"
"531","345 HUDSON ST","345","HUDSON ST","10014","102","Front","PYCA","8","Excellent","None","Good","None","Manhattan","982227.8971","204316.9671","-74.007296","40.727479","102","10014","37","1011","MN24","31914","PEAR, CALLERY","PYRUS CALLERYANA","(40.727479, -74.007296)","3","1010378","1005980058"
"534","70 VAN DAM ST","70","VAN DAM ST","10013","102","Front","UNKDEAD","0","Dead","None","Good","None","Manhattan","982281.3744","203985.857","-74.007103","40.72657","102","10013","37","3003","MN24","31908","UNKNOWN DEAD TREES","UNKNOWN DEAD TREES ","(40.72657, -74.007103)","3","1009742","1005790047"
"535","304 HUDSON ST","304","HUDSON ST","10013","102","Front","PYCA","4","Excellent","None","Good","Stakes / Wires","Manhattan","982158.9202","203751.0239","-74.007544","40.725926","102","10013","37","3003","MN24","31888","PEAR, CALLERY","PYRUS CALLERYANA","(40.725926, -74.007544)","3","1009742","1005790047"
"536","304 HUDSON ST","304","HUDSON ST","10013","102","Front","PS","0","Planting Space","None","Good","None","Manhattan","982158.9202","203751.0239","-74.007544","40.725926","102","10013","37","3003","MN24","31888","PLANTING SITE","PLANTING SITE","(40.725926, -74.007544)","3","1009742","1005790047"
"537","304 HUDSON ST","304","HUDSON ST","10013","102","Front","PYCA","4","Excellent","None","Good","Stakes / Wires","Manhattan","982158.9202","203751.0239","-74.007544","40.725926","102","10013","37","3003","MN24","31888","PEAR, CALLERY","PYRUS CALLERYANA","(40.725926, -74.007544)","3","1009742","1005790047"
"538","304 HUDSON ST","304","HUDSON ST","10013","102","Front","PS","0","Planting Space","None","Good","None","Manhattan","982158.9202","203751.0239","-74.007544","40.725926","102","10013","37","3003","MN24","31888","PLANTING SITE","PLANTING SITE","(40.725926, -74.007544)","3","1009742","1005790047"
"539","304 HUDSON ST","304","HUDSON ST","10013","102","Front","PS","0","Planting Space","None","Good","None","Manhattan","982158.9202","203751.0239","-74.007544","40.725926","102","10013","37","3003","MN24","31888","PLANTING SITE","PLANTING SITE","(40.725926, -74.007544)","3","1009742","1005790047"
"540","304 HUDSON ST","304","HUDSON ST","10013","102","Front","PYCA","4","Excellent","None","Good","None","Manhattan","982158.9202","203751.0239","-74.007544","40.725926","102","10013","37","3003","MN24","31888","PEAR, CALLERY","PYRUS CALLERYANA","(40.725926, -74.007544)","3","1009742","1005790047"
"541","304 HUDSON ST","304","HUDSON ST","10013","102","Front","PYCA","4","Excellent","None","Good","Stakes / Wires","Manhattan","982158.9202","203751.0239","-74.007544","40.725926","102","10013","37","3003","MN24","31888","PEAR, CALLERY","PYRUS CALLERYANA","(40.725926, -74.007544)","3","1009742","1005790047"
"542","315 HUDSON ST","315","HUDSON ST","10013","102","Front","QUPH","10","Excellent","None","Good","None","Manhattan","982178.1698","203903.3713","-74.007475","40.726344","102","10013","37","1013","MN24","31888","OAK, WILLOW","QUERCUS PHELLOS","(40.726344, -74.007475)","3","1010362","1005970012"
"543","315 HUDSON ST","315","HUDSON ST","10013","102","Front","PYCA","4","Excellent","None","Good","None","Manhattan","982178.1698","203903.3713","-74.007475","40.726344","102","10013","37","1013","MN24","31888","PEAR, CALLERY","PYRUS CALLERYANA","(40.726344, -74.007475)","3","1010362","1005970012"
"544","302 SPRING ST","302","SPRING ST","10013","102","Front","SOJA","5","Excellent","None","Good","None","Manhattan","982000.0401","203739.1047","-74.008118","40.725893","102","10013","37","1015","MN24","31887","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.725893, -74.008118)","3","1087493","1005947506"
"545","302 SPRING ST","302","SPRING ST","10013","102","Front","SOJA","4","Excellent","None","Good","None","Manhattan","982000.0401","203739.1047","-74.008118","40.725893","102","10013","37","1015","MN24","31887","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.725893, -74.008118)","3","1087493","1005947506"
"546","143 VARICK ST","143","VARICK ST","10013","102","Front","PLAC","11","Good","None","Good","None","Manhattan","982663.4646","203752.3048","-74.005724","40.72593","102","10013","37","3003","MN24","31907","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.72593, -74.005724)","3","1009744","1005790068"
"547","175 VARICK ST","175","VARICK ST","10014","102","Side","PLAC","9","Good","None","Good","None","Manhattan","982721.4976","204266.7225","-74.005515","40.727341","102","10014","37","2004","MN24","31920","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.727341, -74.005515)","3","1009754","1005800065"
"548","100 CHARLTON ST","100","CHARLTON ST","10014","102","Front","SOJA","4","Excellent","None","Good","None","Manhattan","982064.9227","204281.8711","-74.007884","40.727383","102","10014","37","1012","MN24","31913","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.727383, -74.007884)","3","1010372","1005970051"
"549","486 GREENWICH ST","486","GREENWICH ST","10013","102","Front","GLTR","12","Excellent","None","Good","None","Manhattan","981677.3655","203407.2711","-74.009282","40.724982","102","10013","37","1018","MN24","31637","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.724982, -74.009282)","3","1010352","1005950083"
"550","488 GREENWICH ST","488","GREENWICH ST","10013","102","Front","GLTR","14","Excellent","None","Good","None","Manhattan","981682.2106","203455.0766","-74.009264","40.725113","102","10013","37","1018","MN24","31637","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.725113, -74.009264)","3","1010351","1005950082"
"551","500 GREENWICH ST","500","GREENWICH ST","10013","102","Front","PYCA","4","Excellent","None","Good","Stakes / Wires","Manhattan","981711.3252","203742.3402","-74.009159","40.725902","102","10013","37","1018","MN24","31637","PEAR, CALLERY","PYRUS CALLERYANA","(40.725902, -74.009159)","3","1076084","1005957501"
"552","500 GREENWICH ST","500","GREENWICH ST","10013","102","Front","PYCA","4","Excellent","None","Good","Stakes / Wires","Manhattan","981711.3252","203742.3402","-74.009159","40.725902","102","10013","37","1018","MN24","31637","PEAR, CALLERY","PYRUS CALLERYANA","(40.725902, -74.009159)","3","1076084","1005957501"
"553","500 GREENWICH ST","500","GREENWICH ST","10013","102","Front","PYCA","4","Excellent","None","Good","Stakes / Wires","Manhattan","981711.3252","203742.3402","-74.009159","40.725902","102","10013","37","1018","MN24","31637","PEAR, CALLERY","PYRUS CALLERYANA","(40.725902, -74.009159)","3","1076084","1005957501"
"554","500 GREENWICH ST","500","GREENWICH ST","10013","102","Front","PYCA","5","Excellent","None","Good","Stakes / Wires","Manhattan","981711.3252","203742.3402","-74.009159","40.725902","102","10013","37","1018","MN24","31637","PEAR, CALLERY","PYRUS CALLERYANA","(40.725902, -74.009159)","3","1076084","1005957501"
"555","275 HUDSON ST","275","HUDSON ST","10013","102","Front","PS","0","Planting Space","None","Good","None","Manhattan","982123.5351","203480.5649","-74.007672","40.725184","102","10013","37","1016","MN24","31883","PLANTING SITE","PLANTING SITE","(40.725184, -74.007672)","3","1010314","1005940087"
"556","38 DOMINICK ST","38","DOMINICK ST","10013","102","Front","SOJA","3","Unknown","None","Good","None","Manhattan","982454.5509","203445.6273","-74.006478","40.725088","102","10013","37","3008","MN24","31904","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.725088, -74.006478)","3","1009724","1005780061"
"557","121 VARICK ST","121","VARICK ST","10013","102","Front","TICO","5","Excellent","None","Good","None","Manhattan","982608.9206","203382.8232","-74.005921","40.724915","102","10013","37","3008","MN24","31903","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.724915, -74.005921)","3","1009728","1005780067"
"558","572 BROOME ST","572","BROOME ST","10013","102","Front","AIAL","10","Excellent","None","Good","None","Manhattan","982394.6149","203218.5077","-74.006694","40.724464","102","10013","37","3008","MN24","31901","TREE OF HEAVEN","AILANTHUS ALTISSIMA","(40.724464, -74.006694)","3","1009732","1005780077"
"559","572 BROOME ST","572","BROOME ST","10013","102","Front","GLTR","2","Poor","None","Good","None","Manhattan","982394.6149","203218.5077","-74.006694","40.724464","102","10013","37","3008","MN24","31901","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.724464, -74.006694)","3","1009732","1005780077"
"560","572 BROOME ST","572","BROOME ST","10013","102","Front","COMA","8","Excellent","None","Good","None","Manhattan","982394.6149","203218.5077","-74.006694","40.724464","102","10013","37","3008","MN24","31901","CHERRY, CORNELIAN","CORNUS MAS","(40.724464, -74.006694)","3","1009732","1005780077"
"561","100 VARICK ST","100","VARICK ST","10013","102","Front","TICO","9","Excellent","None","Good","None","Manhattan","982562.0984","203037.7845","-74.00609","40.723968","102","10013","37","3011","MN24","31862","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.723968, -74.00609)","3","1088503","1004770035"
"562","100 VARICK ST","100","VARICK ST","10013","102","Front","TICO","8","Excellent","None","Good","None","Manhattan","982562.0984","203037.7845","-74.00609","40.723968","102","10013","37","3011","MN24","31862","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.723968, -74.00609)","3","1088503","1004770035"
"563","100 VARICK ST","100","VARICK ST","10013","102","Front","TICO","9","Excellent","None","Good","None","Manhattan","982562.0984","203037.7845","-74.00609","40.723968","102","10013","37","3011","MN24","31862","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.723968, -74.00609)","3","1088503","1004770035"
"564","100 VARICK ST","100","VARICK ST","10013","102","Front","UNKDEAD","9","Dead","None","Good","None","Manhattan","982562.0984","203037.7845","-74.00609","40.723968","102","10013","37","3011","MN24","31862","UNKNOWN DEAD TREES","UNKNOWN DEAD TREES ","(40.723968, -74.00609)","3","1088503","1004770035"
"565","100 VARICK ST","100","VARICK ST","10013","102","Front","TICO","9","Excellent","None","Good","None","Manhattan","982562.0984","203037.7845","-74.00609","40.723968","102","10013","37","3011","MN24","31862","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.723968, -74.00609)","3","1088503","1004770035"
"566","100 VARICK ST","100","VARICK ST","10013","102","Front","TICO","7","Poor","None","Good","None","Manhattan","982562.0984","203037.7845","-74.00609","40.723968","102","10013","37","3011","MN24","31862","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.723968, -74.00609)","3","1088503","1004770035"
"567","100 VARICK ST","100","VARICK ST","10013","102","Front","TICO","8","Excellent","None","Good","None","Manhattan","982562.0984","203037.7845","-74.00609","40.723968","102","10013","37","3011","MN24","31862","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.723968, -74.00609)","3","1088503","1004770035"
"568","100 VARICK ST","100","VARICK ST","10013","102","Front","TICO","9","Excellent","None","Good","None","Manhattan","982562.0984","203037.7845","-74.00609","40.723968","102","10013","37","3011","MN24","31862","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.723968, -74.00609)","3","1088503","1004770035"
"569","281 W BROADWAY","281","W BROADWAY","10013","101","Front","PYCA","4","Excellent","None","Good","None","Manhattan","982889.5101","201959.6582","-74.004908","40.721009","101","10013","33","2000","MN24","31819","PEAR, CALLERY","PYRUS CALLERYANA","(40.721009, -74.004908)","1","1002726","1002110016"
"570","285 W BROADWAY","285","W BROADWAY","10013","101","Front","SOJA","3","Excellent","None","Good","None","Manhattan","982905.8584","201986.8026","-74.004849","40.721084","101","10013","33","2000","MN24","31819","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.721084, -74.004849)","1","1002728","1002110018"
"571","285 W BROADWAY","285","W BROADWAY","10013","101","Front","GLTR","6","Excellent","Yes","Good","None","Manhattan","982905.8584","201986.8026","-74.004849","40.721084","101","10013","33","2000","MN24","31819","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.721084, -74.004849)","1","1002728","1002110018"
"572","148 SPRING ST","148","SPRING ST","10012","102","Front","GIBI","6","Excellent","None","Good","None","Manhattan","983886.4041","203142.2476","-74.001312","40.724255","102","10012","47","1003","MN24","32140","GINKGO","GINKGO BILOBA","(40.724255, -74.001312)","1","1007317","1004870027"
"573","146 SPRING ST","146","SPRING ST","10012","102","Front","GIBI","6","Excellent","None","Good","None","Manhattan","983910.5222","203127.1738","-74.001225","40.724214","102","10012","47","1003","MN24","32140","GINKGO","GINKGO BILOBA","(40.724214, -74.001225)","1","1007318","1004870028"
"574","80 WOOSTER ST","80","WOOSTER ST","10012","102","Front","AIAL","8","Excellent","None","Good","None","Manhattan","983839.9773","202957.5576","-74.001479","40.723748","102","10012","49","1009","MN24","32114","TREE OF HEAVEN","AILANTHUS ALTISSIMA","(40.723748, -74.001479)","1","1007285","1004860009"
"575","80 WOOSTER ST","80","WOOSTER ST","10012","102","Front","AIAL","10","Excellent","None","Good","None","Manhattan","983839.9773","202957.5576","-74.001479","40.723748","102","10012","49","1009","MN24","32114","TREE OF HEAVEN","AILANTHUS ALTISSIMA","(40.723748, -74.001479)","1","1007285","1004860009"
"33901","4 MARINE PL","4","MARINE PL","0","0","Median","PLAC","14","Good","None","Good","None","Manhattan","1","1","1","1","101","10004","13","2008","MN25","235597","LONDON PLANETREE","PLATANUS ACERIFOLIA","(1.0, 1.0)","1",,
"576","120 SPRING ST","120","SPRING ST","10012","102","Front","GIBI","5","Excellent","None","Good","None","Manhattan","984212.2602","202933.384","-74.000136","40.723682","102","10012","49","1008","MN24","32359","GINKGO","GINKGO BILOBA","(40.723682, -74.000136)","1","1007263","1004850016"
"577","111 SPRING ST","111","SPRING ST","10012","102","Front","GIBI","5","Excellent","None","Good","None","Manhattan","984287.0181","202884.9694","-73.999866","40.723549","102","10012","49","1005","MN24","32359","GINKGO","GINKGO BILOBA","(40.723549, -73.999866)","1","1007622","1004990037"
"578","47 BEACH ST","47","BEACH ST","10013","101","Front","PYCA","7","Excellent","None","Good","None","Manhattan","981764.7052","201825.074","-74.008966","40.72064","101","10013","39","4000","MN24","31582","PEAR, CALLERY","PYRUS CALLERYANA","(40.72064, -74.008966)","1",,
"579","47 BEACH ST","47","BEACH ST","10013","101","Front","PYCA","8","Excellent","None","Good","None","Manhattan","981764.7052","201825.074","-74.008966","40.72064","101","10013","39","4000","MN24","31582","PEAR, CALLERY","PYRUS CALLERYANA","(40.72064, -74.008966)","1",,
"580","57 BEACH ST","57","BEACH ST","10013","101","Front","AIAL","16","Excellent","None","Good","None","Manhattan","981639.889","201845.8151","-74.009416","40.720696","101","10013","39","4001","MN24","31572","TREE OF HEAVEN","AILANTHUS ALTISSIMA","(40.720696, -74.009416)","1","1079555","1002140002"
"581","427 WASHINGTON ST","427","WASHINGTON ST","10013","101","Front","UNKDEAD","0","Dead","None","Good","None","Manhattan","981353.4501","202637.5701","-74.01045","40.72287","101","10013","39","1012","MN24","31591","UNKNOWN DEAD TREES","UNKNOWN DEAD TREES ","(40.72287, -74.01045)","1","1002902","1002230021"
"582","135 WASHINGTON ST","135","WASHINGTON ST","10006","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","980416.8378","197825.3614","-74.013826","40.709661","101","10006","13","1002","MN25","23077","PLANTING SITE","PLANTING SITE","(40.709661, -74.013826)","1","1001059","1000540001"
"583","135 WASHINGTON ST","135","WASHINGTON ST","10006","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","980416.8378","197825.3614","-74.013826","40.709661","101","10006","13","1002","MN25","23077","PLANTING SITE","PLANTING SITE","(40.709661, -74.013826)","1","1001059","1000540001"
"584","135 WASHINGTON ST","135","WASHINGTON ST","10006","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","980416.8378","197825.3614","-74.013826","40.709661","101","10006","13","1002","MN25","23077","PLANTING SITE","PLANTING SITE","(40.709661, -74.013826)","1","1001059","1000540001"
"585","135 WASHINGTON ST","135","WASHINGTON ST","10006","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","980416.8378","197825.3614","-74.013826","40.709661","101","10006","13","1002","MN25","23077","PLANTING SITE","PLANTING SITE","(40.709661, -74.013826)","1","1001059","1000540001"
"586","138-140 WATTS ST",,"WATTS ST","10013","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","981473.1652","203103.5325","-74.010018","40.724149","101","10013","39","1003","MN24","31632","PLANTING SITE","PLANTING SITE","(40.724149, -74.010018)",,,
