"cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"11072026","2005-01-01T00:00:00.000","00:01:00","2006-04-17T00:00:00.000","16:00:00","44","2006-04-18T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006490","244533","(null)","UNKNOWN","(null)",,"40.8378421209284","-73.9196277517392","(40.8378421209284, -73.9196277517392)","PATROL BORO BRONX","(null)","25-44","BLACK","M"
"35326054","2000-10-27T00:00:00.000","14:00:00","2007-10-27T00:00:00.000","14:19:00","61","2007-10-27T00:00:00.000","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","FOOD SUPERMARKET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995122","155693","(null)","(null)","(null)",,"40.5940190586592","-73.9608543158447","(40.5940190586592, -73.9608543158447)","PATROL BORO BKLYN SOUTH","(null)","(null)","UNKNOWN","D"
"77752483","2005-01-01T00:00:00.000","12:00:00",,"(null)","7","2011-03-15T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","593","988917","200245","25-44","BLACK","M",,"40.7163099917327","-73.9831660136947","(40.7163099917327, -73.9831660136947)","PATROL BORO MAN SOUTH","(null)","<18","BLACK","F"
"45380320","2004-01-31T00:00:00.000","12:00:00",,"(null)","70","2008-04-09T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","991549","169019","25-44","BLACK","M",,"40.6305998504358","-73.9737053160275","(40.6305998504358, -73.9737053160275)","PATROL BORO BKLYN SOUTH","(null)","45-64","BLACK","M"
"65422717","2001-08-29T00:00:00.000","00:01:00",,"(null)","25","2009-09-01T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","MANHATTAN","(null)","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000558","231080","18-24","WHITE HISPANIC","M",,"40.8009303727402","-73.9410982410066","(40.8009303727402, -73.9410982410066)","PATROL BORO MAN NORTH","(null)","<18","WHITE HISPANIC","F"
"71297382","2005-01-01T00:00:00.000","10:00:00",,"(null)","61","2010-02-11T00:00:00.000","340","FRAUDS","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995122","155693","(null)","(null)","(null)",,"40.5940190586592","-73.9608543158447","(40.5940190586592, -73.9608543158447)","PATROL BORO BKLYN SOUTH","(null)","45-64","WHITE","F"
"10296020","2000-03-01T00:00:00.000","00:01:00","2005-09-01T00:00:00.000","00:01:00","42","2006-02-05T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BRONX","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008690","238862","(null)","(null)","(null)",,"40.8222710411331","-73.911697780277","(40.8222710411331, -73.911697780277)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","M"
"27307180","2003-07-01T00:00:00.000","16:00:00",,"(null)","110","2007-03-09T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1019164","210169","(null)","WHITE HISPANIC","M",,"40.7434812638841","-73.8740035373971","(40.7434812638841, -73.8740035373971)","PATROL BORO QUEENS NORTH","(null)","<18","WHITE HISPANIC","F"
"38755586","2000-01-01T00:00:00.000","00:01:00",,"(null)","67","2008-01-30T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","997843","175671","(null)","(null)","(null)",,"40.6488507469884","-73.951016510623","(40.6488507469884, -73.951016510623)","PATROL BORO BKLYN SOUTH","(null)","65+","BLACK","F"
"140727767","1965-01-20T00:00:00.000","15:30:00","2015-01-27T00:00:00.000","11:32:00","71","2015-01-27T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BROOKLYN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","998742","181235","(null)","(null)","(null)",,"40.664121282631","-73.9477648403751","(40.664121282631, -73.9477648403751)","PATROL BORO BKLYN SOUTH","(null)","65+","BLACK","M"
"16610550","2000-10-18T00:00:00.000","09:00:00","2000-10-18T00:00:00.000","10:50:00","61","2006-05-30T00:00:00.000","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","BROOKLYN","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995122","155693","(null)","(null)","(null)",,"40.5940190586592","-73.9608543158447","(40.5940190586592, -73.9608543158447)","PATROL BORO BKLYN SOUTH","(null)","45-64","WHITE","M"
"33183062","2005-09-15T00:00:00.000","12:00:00","2006-03-10T00:00:00.000","12:00:00","75","2007-07-19T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1017036","183890","(null)","(null)","(null)",,"40.6713598203364","-73.8818110231735","(40.6713598203364, -73.8818110231735)","PATROL BORO BKLYN NORTH","(null)","25-44","BLACK","F"
"24085957","2003-08-01T00:00:00.000","00:01:00","2006-08-28T00:00:00.000","12:30:00","70","2006-08-28T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","991549","169019","(null)","(null)","(null)",,"40.6305998504358","-73.9737053160275","(40.6305998504358, -73.9737053160275)","PATROL BORO BKLYN SOUTH","(null)","25-44","BLACK","M"
"25450431","2005-06-01T00:00:00.000","06:00:00","2006-06-23T00:00:00.000","06:00:00","66","2006-11-23T00:00:00.000","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","986764","167283","(null)","(null)","(null)",,"40.6258375452829","-73.9909448942322","(40.6258375452829, -73.9909448942322)","PATROL BORO BKLYN SOUTH","(null)","45-64","WHITE","M"
"90475913","2004-08-16T00:00:00.000","15:00:00","2007-08-16T00:00:00.000","15:00:00","61","2013-05-04T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","BROOKLYN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995122","155693","(null)","(null)","(null)",,"40.5940190586592","-73.9608543158447","(40.5940190586592, -73.9608543158447)","PATROL BORO BKLYN SOUTH","(null)","<18","BLACK","F"
"10042767","2004-07-16T00:00:00.000","15:00:00","2006-01-09T00:00:00.000","17:30:00","23","2006-01-09T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","998751","226901","(null)","UNKNOWN","(null)",,"40.7894632995555","-73.9476340039424","(40.7894632995555, -73.9476340039424)","PATROL BORO MAN NORTH","(null)","25-44","BLACK HISPANIC","F"
"49869920","2005-08-04T00:00:00.000","22:00:00","2008-08-05T00:00:00.000","22:00:00","104","2008-08-05T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","QUEENS","(null)","TRANSIT - NYC SUBWAY","N.Y. TRANSIT POLICE","1","(null)","(null)","(null)","1013701","195936","(null)","UNKNOWN","(null)","33","40.7044350296655","-73.8937807141634","(40.7044350296655, -73.8937807141634)","PATROL BORO QUEENS NORTH","WYCKOFF AVENUE","(null)","UNKNOWN","D"
"24609826","2005-09-18T00:00:00.000","13:00:00","2006-02-01T00:00:00.000","13:00:00","104","2006-10-02T00:00:00.000","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1013701","195936","(null)","(null)","(null)",,"40.7044350296655","-73.8937807141634","(40.7044350296655, -73.8937807141634)","PATROL BORO QUEENS NORTH","(null)","25-44","WHITE","F"
"89988803","2002-01-01T00:00:00.000","01:00:00","2002-01-01T00:00:00.000","23:59:00","25","2013-04-05T00:00:00.000","116","SEX CRIMES","177","SEXUAL ABUSE","ATTEMPTED","FELONY","MANHATTAN","INSIDE","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000558","231080","(null)","(null)","(null)",,"40.8009303727402","-73.9410982410066","(40.8009303727402, -73.9410982410066)","PATROL BORO MAN NORTH","(null)","<18","BLACK","F"
"10866153","2005-06-16T00:00:00.000","09:00:00","2005-10-21T00:00:00.000","17:00:00","14","2006-04-03T00:00:00.000","109","GRAND LARCENY","407","LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","MANHATTAN","INSIDE","DOCTOR/DENTIST OFFICE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","985764","213806","25-44","WHITE","M",,"40.7535327012632","-73.9945368920152","(40.7535327012632, -73.9945368920152)","PATROL BORO MAN SOUTH","(null)","(null)","UNKNOWN","D"
"65389821","2005-01-01T00:00:00.000","12:00:00","2009-09-01T00:00:00.000","12:00:00","90","2009-09-01T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","530","998002","196692","(null)","(null)","(null)",,"40.7065483947783","-73.9504006335643","(40.7065483947783, -73.9504006335643)","PATROL BORO BKLYN NORTH","(null)","65+","WHITE HISPANIC","M"
"54518564","2003-07-13T00:00:00.000","17:00:00","2008-10-26T00:00:00.000","17:00:00","120","2008-11-28T00:00:00.000","124","KIDNAPPING & RELATED OFFENSES","183","IMPRISONMENT 1,UNLAWFUL","COMPLETED","FELONY","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","962873","174172","25-44","AMERICAN INDIAN/ALASKAN NATIVE","M",,"40.6447209438691","-74.0770327198983","(40.6447209438691, -74.0770327198983)","PATROL BORO STATEN ISLAND","(null)","18-24","AMERICAN INDIAN/ALASKAN NATIVE","F"
"54668584","2002-12-22T00:00:00.000","12:00:00","2008-07-07T00:00:00.000","03:00:00","108","2008-12-05T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","996424","210017","25-44","WHITE HISPANIC","M",,"40.7431245994984","-73.9560680726795","(40.7431245994984, -73.9560680726795)","PATROL BORO QUEENS NORTH","(null)","<18","WHITE HISPANIC","F"
"26635030","2004-10-04T00:00:00.000","09:00:00","2005-04-03T00:00:00.000","17:00:00","120","2007-02-01T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","962873","174172","(null)","(null)","(null)",,"40.6447209438691","-74.0770327198983","(40.6447209438691, -74.0770327198983)","PATROL BORO STATEN ISLAND","(null)","(null)","UNKNOWN","D"
"24090137","2005-08-30T00:00:00.000","04:10:00","2005-08-30T00:00:00.000","04:19:00","44","2006-08-30T00:00:00.000","110","GRAND LARCENY OF MOTOR VEHICLE","441","LARCENY,GRAND OF AUTO","ATTEMPTED","FELONY","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006490","244533","(null)","(null)","(null)",,"40.8378421209284","-73.9196277517392","(40.8378421209284, -73.9196277517392)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","F"
"61042558","2004-07-06T00:00:00.000","12:00:00","2007-06-05T00:00:00.000","12:00:00","109","2009-04-22T00:00:00.000","113","FORGERY","729","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","QUEENS","INSIDE","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1032051","217053","(null)","(null)","(null)",,"40.7623158004241","-73.8274480018593","(40.7623158004241, -73.8274480018593)","PATROL BORO QUEENS NORTH","(null)","45-64","ASIAN / PACIFIC ISLANDER","M"
"55025307","2004-11-04T00:00:00.000","09:00:00",,"(null)","26","2008-12-19T00:00:00.000","340","FRAUDS","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","996351","236132","(null)","(null)","(null)",,"40.8148034786258","-73.95628448405","(40.8148034786258, -73.95628448405)","PATROL BORO MAN NORTH","(null)","18-24","WHITE","F"
"54668347","2003-01-07T00:00:00.000","00:01:00",,"(null)","83","2008-12-05T00:00:00.000","343","OTHER OFFENSES RELATED TO THEF","478","THEFT OF SERVICES, UNCLASSIFIE","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007052","193757","(null)","(null)","(null)",,"40.6984738177025","-73.917768981221","(40.6984738177025, -73.917768981221)","PATROL BORO BKLYN NORTH","(null)","25-44","WHITE HISPANIC","M"
"11003908","2005-01-27T00:00:00.000","12:00:00",,"(null)","120","2006-04-17T00:00:00.000","109","GRAND LARCENY","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","962873","174172","(null)","(null)","(null)",,"40.6447209438691","-74.0770327198983","(40.6447209438691, -74.0770327198983)","PATROL BORO STATEN ISLAND","(null)","45-64","BLACK","M"
"25223952","2005-01-06T00:00:00.000","20:00:00","2006-07-24T00:00:00.000","14:00:00","110","2006-11-08T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1019164","210169","25-44","WHITE HISPANIC","M",,"40.7434812638841","-73.8740035373971","(40.7434812638841, -73.8740035373971)","PATROL BORO QUEENS NORTH","(null)","<18","WHITE HISPANIC","F"
"10629750","2004-09-01T00:00:00.000","00:00:00","2006-02-21T00:00:00.000","00:00:00","34","2006-03-10T00:00:00.000","109","GRAND LARCENY","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1002173","249401","(null)","(null)","(null)",,"40.8512131676868","-73.9352160519866","(40.8512131676868, -73.9352160519866)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","M"
"10212555","2005-06-01T00:00:00.000","18:00:00","2006-01-24T00:00:00.000","21:00:00","19","2006-01-25T00:00:00.000","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","994244","218713","(null)","WHITE","M",,"40.7669956423899","-73.9639223035387","(40.7669956423899, -73.9639223035387)","PATROL BORO MAN NORTH","(null)","18-24","WHITE","F"
"25992831","2004-10-17T00:00:00.000","12:00:00",,"(null)","63","2006-12-27T00:00:00.000","341","PETIT LARCENY","349","LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000528","168138","(null)","(null)","(null)",,"40.6281697437036","-73.9413587834752","(40.6281697437036, -73.9413587834752)","PATROL BORO BKLYN SOUTH","(null)","25-44","BLACK","M"
"10809191","2005-06-15T00:00:00.000","12:00:00",,"(null)","106","2006-03-23T00:00:00.000","341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1028607","187930","25-44","ASIAN / PACIFIC ISLANDER","M",,"40.682398279333","-73.8400721577516","(40.682398279333, -73.8400721577516)","PATROL BORO QUEENS SOUTH","(null)","45-64","ASIAN / PACIFIC ISLANDER","F"
"24383232","2004-01-01T00:00:00.000","00:01:00","2006-05-01T00:00:00.000","00:01:00","60","2006-09-18T00:00:00.000","340","FRAUDS","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","990784","149362","(null)","UNKNOWN","(null)",,"40.5766459780433","-73.9764803960699","(40.5766459780433, -73.9764803960699)","PATROL BORO BKLYN SOUTH","(null)","25-44","WHITE HISPANIC","F"
"59863784","2003-01-01T00:00:00.000","00:01:00","2008-12-31T00:00:00.000","23:59:00","83","2009-03-23T00:00:00.000","340","FRAUDS","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007052","193757","(null)","(null)","(null)",,"40.6984738177025","-73.917768981221","(40.6984738177025, -73.917768981221)","PATROL BORO BKLYN NORTH","(null)","25-44","WHITE HISPANIC","F"
"23640115","2003-12-12T00:00:00.000","00:00:00",,"(null)","83","2006-07-29T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007052","193757","18-24","WHITE HISPANIC","M",,"40.6984738177025","-73.917768981221","(40.6984738177025, -73.917768981221)","PATROL BORO BKLYN NORTH","(null)","<18","WHITE HISPANIC","F"
"32940332","1997-01-01T00:00:00.000","00:01:00","2007-07-04T00:00:00.000","23:59:00","67","2007-07-05T00:00:00.000","104","RAPE","155","RAPE 2","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","997843","175671","25-44","BLACK","M",,"40.6488507469884","-73.951016510623","(40.6488507469884, -73.951016510623)","PATROL BORO BKLYN SOUTH","(null)","<18","BLACK","F"
"45773314","1997-04-01T00:00:00.000","21:00:00","2005-07-01T00:00:00.000","15:00:00","83","2008-04-18T00:00:00.000","104","RAPE","155","RAPE 2","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007052","193757","45-64","WHITE HISPANIC","M",,"40.6984738177025","-73.917768981221","(40.6984738177025, -73.917768981221)","PATROL BORO BKLYN NORTH","(null)","<18","WHITE HISPANIC","F"
"16596547","2002-11-01T00:00:00.000","16:00:00","2003-06-30T00:00:00.000","16:00:00","33","2006-05-28T00:00:00.000","104","RAPE","155","RAPE 2","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001891","245600","25-44","BLACK HISPANIC","M",,"40.8407811088581","-73.9362453818218","(40.8407811088581, -73.9362453818218)","PATROL BORO MAN NORTH","(null)","<18","BLACK HISPANIC","F"
"23359201","1999-10-01T00:00:00.000","11:00:00","2006-07-11T00:00:00.000","09:15:00","61","2006-07-11T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995122","155693","(null)","(null)","(null)",,"40.5940190586592","-73.9608543158447","(40.5940190586592, -73.9608543158447)","PATROL BORO BKLYN SOUTH","(null)","45-64","WHITE","F"
"79857314","2000-07-15T00:00:00.000","21:30:00",,"(null)","30","2011-07-17T00:00:00.000","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","MANHATTAN","OPPOSITE OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","999790","241169","(null)","(null)","(null)",,"40.8286232400477","-73.9438488369889","(40.8286232400477, -73.9438488369889)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","F"
"38821305","1980-02-01T00:00:00.000","08:00:00","1980-02-01T00:00:00.000","08:45:00","45","2008-02-01T00:00:00.000","117","DANGEROUS DRUGS","500","CONTROLLED SUBSTANCE,POSSESS.","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1032091","241976","(null)","(null)","(null)",,"40.8307223277672","-73.8271260588639","(40.8307223277672, -73.8271260588639)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"10232032","2005-07-09T00:00:00.000","22:00:00","2006-01-27T00:00:00.000","18:28:00","50","2006-01-27T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1010914","260940","(null)","(null)","(null)",,"40.8828621313214","-73.9035744897024","(40.8828621313214, -73.9035744897024)","PATROL BORO BRONX","(null)","18-24","WHITE","F"
"33845532","1986-09-10T00:00:00.000","12:00:00","1994-09-06T00:00:00.000","00:01:00","70","2007-08-17T00:00:00.000","233","SEX CRIMES","175","SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","991549","169019","45-64","BLACK HISPANIC","M",,"40.6305998504358","-73.9737053160275","(40.6305998504358, -73.9737053160275)","PATROL BORO BKLYN SOUTH","(null)","25-44","BLACK","F"
"39325291","2004-07-01T00:00:00.000","12:00:00","2007-12-20T00:00:00.000","12:00:00","71","2008-02-21T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","998742","181235","(null)","(null)","(null)",,"40.664121282631","-73.9477648403751","(40.664121282631, -73.9477648403751)","PATROL BORO BKLYN SOUTH","(null)","25-44","BLACK","M"
"35006274","2005-03-01T00:00:00.000","09:00:00","2006-11-12T00:00:00.000","17:00:00","50","2007-10-12T00:00:00.000","340","FRAUDS","707","IMPERSONATION 2, PUBLIC SERVAN","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1010914","260940","25-44","WHITE","F",,"40.8828621313214","-73.9035744897024","(40.8828621313214, -73.9035744897024)","PATROL BORO BRONX","(null)","45-64","WHITE","M"
"25977233","2000-12-27T00:00:00.000","12:35:00","2006-12-27T00:00:00.000","13:28:00","109","2006-12-27T00:00:00.000","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1032051","217053","(null)","(null)","(null)",,"40.7623158004241","-73.8274480018593","(40.7623158004241, -73.8274480018593)","PATROL BORO QUEENS NORTH","(null)","(null)","UNKNOWN","D"
"26406611","2001-04-20T00:00:00.000","00:01:00","2007-01-12T00:00:00.000","00:01:00","67","2007-01-19T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","997843","175671","(null)","(null)","(null)",,"40.6488507469884","-73.951016510623","(40.6488507469884, -73.951016510623)","PATROL BORO BKLYN SOUTH","(null)","25-44","BLACK","F"
"10737832","2005-03-20T00:00:00.000","19:48:00",,"(null)","122","2006-03-20T00:00:00.000","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","STATEN ISLAND","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","954827","148519","(null)","(null)","(null)",,"40.5742856881925","-74.1059144051212","(40.5742856881925, -74.1059144051212)","PATROL BORO STATEN ISLAND","(null)","45-64","WHITE","M"
"32291940","2004-01-28T00:00:00.000","13:00:00","2004-01-28T00:00:00.000","13:10:00","13","2007-06-15T00:00:00.000","109","GRAND LARCENY","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","988886","207857","(null)","(null)","(null)",,"40.7372030985741","-73.9832725981497","(40.7372030985741, -73.9832725981497)","PATROL BORO MAN SOUTH","(null)","25-44","WHITE","F"
"10699984","2005-03-16T00:00:00.000","01:30:00",,"(null)","75","2006-03-17T00:00:00.000","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1017036","183890","(null)","BLACK","M",,"40.6713598203364","-73.8818110231735","(40.6713598203364, -73.8818110231735)","PATROL BORO BKLYN NORTH","(null)","25-44","WHITE HISPANIC","M"
"10190373","2005-07-29T00:00:00.000","19:00:00","2005-07-30T00:00:00.000","23:00:00","44","2006-01-23T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","BRONX","(null)","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006490","244533","(null)","(null)","(null)",,"40.8378421209284","-73.9196277517392","(40.8378421209284, -73.9196277517392)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
