"uid","facname","addressnum","streetname","address","city","boro","borocode","zipcode","latitude","longitude","xcoord","ycoord","bin","bbl","commboard","council","censtract","nta","facgroup","facsubgrp","factype","capacity","captype","optype","opname","opabbrev","overlevel","overagency","overabbrev","datasource","facdomain","schooldist","policeprct","servarea"
"0022df279f0480592272e66449c30c9d","SIX FIGURES, INC.",,,,"NEW YORK","MANHATTAN","1","10024","0.000000000000000","0.000000000000000","0.000000000000000","0.000000000000000","0","0.000000000000000",,,,,"CULTURAL INSTITUTIONS","OTHER CULTURAL INSTITUTIONS","THEATER",,,"Non-public","Six Figures, Inc.","Non-public","City","NYC Department of Cultural Affairs","NYCDCLA","dcla_culturalinstitutions","LIBRARIES AND CULTURAL PROGRAMS",,,"Regional"
"0a3bc7e9494af69e9e78ea4a937d4a04","CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMM CTR","120","WEST 231 STREET","120 WEST 231 STREET","BRONX","BRONX","2","10463","40.875535626756800","-73.901600229946695","1011462.523508009966463","258274.292166764993453","2015547","2032530141.000000000000000","208","14","27300","BX28","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMM CTR",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","10","50","Local"
"00240ce2890ebcef4189888c9af4eac0","MOUNT HOPE GARDEN","2035","CRESTON AVENUE","2035 CRESTON AVENUE","BRONX","BRONX","2","10453","40.852558310075302","-73.905359313347404","1010431.991503339959309","249901.621310182003072","0","2028070062.000000000000000","205","14","24100","BX41","PARKS AND PLAZAS","RECREATION AND WATERFRONT SITES","PLAYGROUND",,,"Public","NYC Department of Parks and Recreation","NYCDPR","City","NYC Department of Parks and Recreation","NYCDPR","dpr_parksproperties","PARKS, GARDENS, AND HISTORICAL SITES","9","46","Local"
"0a3be06dcd793b942733f6e2c3cbbc25","MAGIC YEARS DAYCARE CENTER CORP","90-20","55 AVENUE","90-20 55 AVENUE","ELMHURST","QUEENS","4","11373","40.736679620811898","-73.872196737649602","1019667.884631240041927","207694.685107944998890","4045951","4018577501.000000000000000","404","25","45700","QN29","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","DAY CARE",,,"Non-public","Magic Years Daycare Center Corp","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","24","110","Local"
"003038a9202a18c09b1acea2a3547cd1","BIMC GERIATRICS SENIOR HEALTH CENTER","275","EIGHTH AVENUE","275 EIGHTH AVENUE","NEW YORK","MANHATTAN","1","10011","40.746196934702397","-73.999818491687606","984300.293900049990043","211136.307859858003212","1078540","1007470001.000000000000000","104","3","9300","MN13","HEALTH CARE","HOSPITALS AND CLINICS","HOSPITAL EXTENSION CLINIC",,,"Non-public","Beth Israel Medical Center Inc","Non-public","State","NYS Department of Health","NYSDOH","nysdoh_healthfacilities","HEALTH AND HUMAN SERVICES","2","10","Regional"
"0a4d54d18bbf5b59a7fbcf24762104bf","FOOD BANK FOR NEW YORK CITY","39","BROADWAY","39 BROADWAY","NEW YORK","MANHATTAN","1","10006","40.706344344842698","-74.013428095371594","980527.000941351987422","196617.058744501002366","1000803","1000200004.000000000000000","101","1","1300","MN25","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"FOOD BANK FOR NEW YORK CITY",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","2","1","Local"
"0a516440a873720030eebbbc7fa28a46","CROWN HEIGHTS JEWISH COMMUNITY COUNCIL INC","387","KINGSTON AVENUE","387 KINGSTON AVENUE","BROOKLYN","BROOKLYN","3","11225","40.665645928769202","-73.942293910709495","1000259.036291260039434","181794.429068563011242","3034315","3013000010.000000000000000","309","35","33300","BK63","HUMAN SERVICES","SENIOR SERVICES","SENIORS",,,,"CROWN HEIGHTS JEWISH COMMUNITY COUNCIL INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","17","71","Local"
"00306a23a2df55a44a8774731d0d483f","JW MAYS BUILDING","9","BOND STREET","9 BOND STREET","BROOKLYN","BROOKLYN","3","11201","40.689199999999801","-73.982865000000004","989001.976638103951700","190371.045230246003484","0","3001600007.000000000000000","302","33","3700","BK38","OFFICES, TRAINING, AND TESTING","CITY GOVERNMENT OFFICES","FIELD OFFICE-PUBLIC",,,"Public","NYC Office of Administrative Trials and Hearings","NYCOATH","City","NYC Office of Administrative Trials and Hearings","NYCOATH","dcp_colp","ADMINISTRATION OF GOVERNMENT","15","84","Regional"
"0a516a894f0ba746a0be5e8621d89488","THE CORNER SCHOOL","150-03","BAYSIDE AVENUE","150-03 BAYSIDE AVENUE","FLUSHING","QUEENS","4","11354","40.771769543429599","-73.815597469301906","1035326.204213590011932","220507.005923654010985","4109019","4048230005.000000000000000","407","19","104700","QN51","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","DAY CARE",,,"Non-public","The Corner School","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","25","109","Local"
"003c705c86dd54db36a217eebfec59b5","WESTERN QUEENS CONSULTATION CENTER","44-04","QUEENS BOULEVARD","44-04 QUEENS BOULEVARD","SUNNYSIDE","QUEENS","4","11104","40.742945799758303","-73.920386299144695","1006311.129374359967187","209961.840780892991461","4001968","4001660027.000000000000000","402","26","18300","QN31","HEALTH CARE","MENTAL HEALTH","OUTPATIENT MENTAL HEALTH",,,"Non-public","Mental Health Providers of Western Queens In","Non-public","State","NYS Office of Mental Health","NYSOMH","nysomh_mentalhealth","HEALTH AND HUMAN SERVICES","24","108","Regional"
"0a53c8f07d019a383ae6d8fa717dcf41","ITALIAN AMERICAN CIVIL RIGHTS LEAGUE CANARSIE INC","1400","PENNSYLVANIA AVENUE","1400 PENNSYLVANIA AVENUE","BROOKLYN","BROOKLYN","3","11239","40.646641305795299","-73.881998973154197","1016995.599995499942452","174887.299112025997601","3098294","3044520025.000000000000000","305","42","105804","BK93","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","COMPASS ELEMENTARY",,,,"ITALIAN AMERICAN CIVIL RIGHTS LEAGUE CANARSIE INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","19","75","Local"
"00450c3de43ad89d654ff22325cc1ea8","BLUDHAVEN ENTERPRISES INC","432","RODNEY STREET","432 RODNEY STREET","BROOKLYN","BROOKLYN","3","11211","40.712552219940498","-73.953341019110198","997185.204331786953844","198881.934668934991350","3426882","3023740001.000000000000000","301","34","51300","BK73","TRANSPORTATION","PARKING LOTS AND GARAGES","COMMERCIAL GARAGE",,,"Non-public","Bludhaven Enterprises Inc","Non-public","City","NYC Department of Consumer Affairs","NYCDCA","dca_operatingbusinesses","CORE INFRASTRUCTURE AND TRANSPORTATION","14","90","Local"
"00481b640e99e441d2ead1d07cc370e6","CONSOLIDATED BUS TRANSIT, INC.","154","SHEFFIELD AVENUE","154 SHEFFIELD AVENUE","BROOKLYN","BROOKLYN","3","11207","40.673733010511697","-73.897836489195100","1012589.137597369961441","184752.035087030992145","3393335","3037020001.000000000000000","305","37","114400","BK85","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","32","routes","Non-public","Consolidated Bus Transit, Inc.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","19","75","Regional"
"0a65385efbc1c31d72beddf65a23fc8d","COUNCIL OF PEOPLES ORGANIZATION INC","55-11","QUEENS BOULEVARD","55-11 QUEENS BOULEVARD","WOODSIDE","QUEENS","4","11377","40.742603944158901","-73.909622656419899","1009293.885651209973730","209840.186009948985884","4030990","4013250001.000000000000000","402","26","25100","QN63","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"COUNCIL OF PEOPLES ORGANIZATION INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","30","108","Local"
"004cfbe2d0cdb4c3c7029ae6478a7d46","ATARA HOME CARE","3525","BAYCHESTER AVENUE","3525 BAYCHESTER AVENUE","BRONX","BRONX","2","10466","40.881882776693999","-73.839588578396999","1028607.637793150031939","260612.142414973990526","2065676","2048940011.000000000000000","212","12","46000","BX03","HEALTH CARE","OTHER HEALTH CARE","CERTIFIED HOME HEALTH AGENCY",,,"Non-public","Fort Tryon Rehabilitation & Health Care Facility LLC","Non-public","State","NYS Department of Health","NYSDOH","nysdoh_healthfacilities","HEALTH AND HUMAN SERVICES","11","47","Regional"
"004de5a7c53538e78e7774a7836a7bba","JACOB H. SCHIFF PLAYGROUND","1540","AMSTERDAM AVENUE","1540 AMSTERDAM AVENUE","NEW YORK","MANHATTAN","1","10031","40.820510883378397","-73.952023437861698","997528.933070373954251","238215.045749938988592","1059815","1019880200.000000000000000","109","7","22301","MN06","PARKS AND PLAZAS","RECREATION AND WATERFRONT SITES","JOINTLY OPERATED PLAYGROUND",,,"Public","NYC Department of Parks and Recreation","NYCDPR","City","NYC Department of Parks and Recreation","NYCDPR","dpr_parksproperties","PARKS, GARDENS, AND HISTORICAL SITES","6","30","Local"
"0a8952d50d43b2d3b6bf4f1578f020fd","CONSCIENTIOUS MUSICAL REVUES","108","WEST 146 STREET","108 WEST 146 STREET","NEW YORK","MANHATTAN","1","10039","40.821173554165199","-73.936485270412305","1001829.404924600035883","238459.217511589988135","1060189","1020140036.000000000000000","110","9","23200","MN03","HUMAN SERVICES","SENIOR SERVICES","SENIORS",,,,"CONSCIENTIOUS MUSICAL REVUES",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","5","32","Local"
"0053fd90d5e0d41f4bc382468e15100e","WELCOME PARKING LIMITED LIABILITY COMPANY","88-06","VAN WYCK EXPRESSWAY","88-06 VAN WYCK EXPRESSWAY","RICHMOND HILL","QUEENS","4","11418","40.701809031417397","-73.817323924404107","1034901.162300260039046","195017.237183026998537","4196414","4093420007.000000000000000","409","29","14202","QN54","TRANSPORTATION","PARKING LOTS AND GARAGES","COMMERCIAL GARAGE",,,"Non-public","Welcome Parking Limited Liability Company","Non-public","City","NYC Department of Consumer Affairs","NYCDCA","dca_operatingbusinesses","CORE INFRASTRUCTURE AND TRANSPORTATION","28","102","Local"
"0a89e0de01d4844af2c81199a86fa704","ASPIRA OF NEW YORK INC","2545","GUNTHER AVENUE","2545 GUNTHER AVENUE","BRONX","BRONX","2","10469","40.863805624861399","-73.836537094280700","1029463.736350520048290","254027.493809011997655","2053518","2044930001.000000000000000","211","13","31000","BX31","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"ASPIRA OF NEW YORK INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","11","49","Local"
"0056224ecab7600c9f4af83c8954f38c","FIRST PARKING SYSTEMS, CORP","90-10","SUTPHIN BOULEVARD","90-10 SUTPHIN BOULEVARD","JAMAICA","QUEENS","4","11435","40.702678345133798","-73.808599347788601","1037319.556939090020023","195339.118620583001757","0","4096760022.000000000000000","412","24","24000","QN61","TRANSPORTATION","PARKING LOTS AND GARAGES","COMMERCIAL PARKING LOT",,,"Non-public","First Parking Systems, Corp","Non-public","City","NYC Department of Consumer Affairs","NYCDCA","dca_operatingbusinesses","CORE INFRASTRUCTURE AND TRANSPORTATION","28","103","Local"
"0a97a42249638374c019f5a22734d9c9","JEWISH COMMUNITY CENTER - CHABAD OF WEST QUEENS, INC.","10-29","48 AVENUE","10-29 48 AVENUE","LONG ISLAND CITY","QUEENS","4","11101","40.744100127107700","-73.952425784653201","997432.691132668987848","210375.953554120002082","4000272","4000450012.000000000000000","402","26","700","QN31","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","DAY CARE",,,"Non-public","Chabad Of West Queens, Inc.","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","30","108","Local"
"0a987d7ffa2a3267b1f67651fbac5af5","AIDS CENTER OF QUEENS COUNTY","62-07","WOODSIDE AVENUE","62-07 WOODSIDE AVENUE","WOODSIDE","QUEENS","4","11377","40.744721375077603","-73.902227596231995","1011342.221443010028452","210613.833860315004131","4307300","4012940020.000000000000000","402","26","26100","QN63","HUMAN SERVICES","SOUP KITCHENS AND FOOD PANTRIES","FOOD PANTRY",,,"Non-public","Aids Center of Queens County","Non-public",,"Non-public","Non-public","foodbankny_foodbanks","HEALTH AND HUMAN SERVICES","30","108","Local"
"0059b283716adf863a6f58fa7239a918","QE14G GARAGE","51-10","ALMEDA AVENUE","51-10 ALMEDA AVENUE","FAR ROCKAWAY","QUEENS","4","11691","40.600517021454500","-73.781317493480003","1044976.885855240048841","158136.745449009991717","4616024","4159800100.000000000000000","414","31","97203","QN12","SOLID WASTE","SOLID WASTE TRANSFER AND CARTING","DSNY GARAGE",,,"Public","NYC Department of Sanitation","NYCDSNY","City","NYC Department of Sanitation","NYCDSNY","dsny_garages","CORE INFRASTRUCTURE AND TRANSPORTATION","27","101","Regional"
"00650e6934d6b67ae8c8061a212a1d68","LORINDA ENTERPRISES, LTD.",,,,"OZONE PARK","QUEENS","4","11416","40.689072381294103","-73.845236366600901","1027170.000000000000000","190361.999999936000677","0","4090420019.000000000000000","409","32","3200","QN53","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","129","routes","Non-public","Lorinda Enterprises, Ltd.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","27","102","Regional"
"0aab7995cd5befa0702b174048aa9203","THE BOYS CLUB OF NEW YORK INC","287","EAST 10 STREET","287 EAST 10 STREET","NEW YORK","MANHATTAN","1","10009","40.728139535526502","-73.982429046862194","989120.031953920028172","204557.915932239993708","1005949","1004380032.000000000000000","103","2","3400","MN22","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"THE BOYS CLUB OF NEW YORK INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","1","9","Local"
"00654adb871695b0e8410e0db5c4df82","CONSUMER OFFICER","42-09","28 STREET","42-09 28 STREET","LONG ISLAND CITY","QUEENS","4","11101","40.749343451509297","-73.938890696446293","1001181.895607160055079","212288.590866529993946","4538327","4004207501.000000000000000","402","26","1900","QN31","HEALTH CARE","MENTAL HEALTH","SUPPORT MENTAL HEALTH",,,"Non-public","MHANYC dba Vibrant Emotional Health","Non-public","State","NYS Office of Mental Health","NYSOMH","nysomh_mentalhealth","HEALTH AND HUMAN SERVICES","30","108","Regional"
"00657d8073617f8488f65c8fa7d87ad1","HORIZON JUVENILE CENTER","560","BROOK AVENUE","560 BROOK AVENUE","BRONX","BRONX","2","10455","40.815525999999799","-73.913689000000005","1008140.909795959945768","236407.006799511989811","0","2022760001.000000000000000","201","17","7100","BX34","PUBLIC SAFETY","POLICE SERVICES","POLICE STATION",,,"Public","NYC Police Department","NYPD","City","NYC Police Department","NYPD","dcp_colp","PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE","7","40","Local"
"0abc92a1b996439ec11908be69c1b1d2","BROOKLYN BUREAU OF COMMUNITY SERVICE","285","SCHERMERHORN STREET","285 SCHERMERHORN STREET","BROOKLYN","BROOKLYN","3","11217","40.687916679819999","-73.982611125489896","989072.475388083956204","189903.508084239001619","3000519","3001667501.000000000000000","302","33","3700","BK38","HUMAN SERVICES","PROGRAMS FOR PEOPLE WITH DISABILITIES","TRANSITIONAL EMPLOYMENT-OPWDD",,,,"BROOKLYN BUREAU OF COMMUNITY SERVICE",,"City","NYC Department of Health and Mental Hygiene","NYCDOHMH","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","15","84","Local"
"0abe21232516a6fe85dd8d424ba6b1ea","ASSOCIATION OF COMMUNITY EMPLOYMENT PROGRAMS FOR THEHOMELESS","30-30","NORTHERN BOULEVARD","30-30 NORTHERN BOULEVARD","LONG ISLAND CITY","QUEENS","4","11101","40.750898641035000","-73.933576085195298","1002654.014670619973913","212856.268302945012692","4003411","4002390060.000000000000000","401","26","17100","QN31","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"ASSOCIATION OF COMMUNITY EMPLOYMENT PROGRAMS FOR THEHOMELESS",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","30","114","Local"
"006e6b70ef797dfcab1e6d0e796d85f5","P.S. 152 GWENDOLINE ALLEYNE SC",,,"33 52 62 STREET","WOODSIDE","QUEENS","4","11377","40.753092000000002","-73.900585000000007","1011793.914947969955392","213664.032028954999987","0","4011840014.000000000000000","402","26","29300","QN63","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS",,,,"Woodside On The Move, Inc.",,"City","NYC Department of Youth and Community Development","NYCDYCD","dycd_afterschoolprograms","EDUCATION, CHILD WELFARE, AND YOUTH","30","108","Local"
"0072a50abd8aa580b5c0d3b06967abd1","CHILDREN ARK DAY CARE CENTER","9130","AVENUE L","9130 AVENUE L","BROOKLYN","BROOKLYN","3","11236","40.636101591275903","-73.898835712782500","1012327.796674940036610","171041.552209787012544","3232575","3082560049.000000000000000","318","46","100800","BK50","CHILD SERVICES AND WELFARE","CHILD NUTRITION","SUMMER ONLY FEEDING SITE",,,"Non-public","Children Ark Day Care Center","Non-public","City","NYC Department of Education","NYCDOE","nysed_activeinstitutions","EDUCATION, CHILD WELFARE, AND YOUTH","18","69","Local"
"00737f0c496cf6a5591197251a32fc90","THE SALVATION ARMY TEXTILE DROP-OFF SITE","268","WEST 96 STREET","268 WEST 96 STREET","NEW YORK","MANHATTAN","1","10025","40.794756224858197","-73.972759102730706","991792.642579889972694","228829.247964579000836","0","1012437503.000000000000000","107","6","18300","MN12","SOLID WASTE","DSNY DROP-OFF FACILITY","TEXTILES",,,,"The Salvation Army",,"City","NYC Department of Sanitation","NYCDSNY","dsny_donatenycdirectory","CORE INFRASTRUCTURE AND TRANSPORTATION","3","24","Regional"
"0acfb6cf70b93198d49fc4e498c4bdab","CATHOLIC CHARITIES COMMUNITY SERVICES ARCHDIOCESE OF NY","402","EAST 152 STREET","402 EAST 152 STREET","BRONX","BRONX","2","10455","40.817952350741997","-73.916639973381294","1007323.238514330005273","237290.222124394989805","2001346","2023740035.000000000000000","201","17","6700","BX34","HUMAN SERVICES","FINANCIAL ASSISTANCE AND SOCIAL SERVICES","HEALTHY FAMILIES",,,,"CATHOLIC CHARITIES COMMUNITY SERVICES ARCHDIOCESE OF NY",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","7","40","Local"
"0acfe3607751e8853fe1e70712da9406","SAMUEL FIELD YM & YWHA INC","189-10","RADNOR ROAD","189-10 RADNOR ROAD","HOLLIS","QUEENS","4","11423","40.724200680608902","-73.777224039933500","1045999.012705659959465","203200.900167896004859","4156558","4072770001.000000000000000","408","23","127700","QN06","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","COMPASS ELEMENTARY",,,,"SAMUEL FIELD YM & YWHA INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","26","107","Local"
"007a7331fd660306b4fad7333631484b","SOLOMON R. GUGGENHEIM FOUNDATION","1071","FIFTH AVENUE","1071 FIFTH AVENUE","NEW YORK","MANHATTAN","1","10128","40.782999901572701","-73.958903059481599","995631.206167388008907","224547.512772451998899","1046946","1015000001.000000000000000","108","4","15002","MN40","CULTURAL INSTITUTIONS","MUSEUMS","MUSEUM",,,"Non-public","Solomon R. Guggenheim Foundation","Non-public","City","NYC Department of Cultural Affairs","NYCDCLA","dcla_culturalinstitutions","LIBRARIES AND CULTURAL PROGRAMS","2","19","Regional"
"0ad984f5963e9566d91ee0555a55c3f5","COMMUNITY AGENCY FOR SENIOR CITIZENS INC",,,"56 BAY STREET",,,"0",,"0.000000000000000","0.000000000000000","0.000000000000000","0.000000000000000","0","0.000000000000000",,,,,"HUMAN SERVICES","SENIOR SERVICES","TRANSPORTATION",,,,"COMMUNITY AGENCY FOR SENIOR CITIZENS INC",,"City","NYC Department for the Aging","NYCDFTA","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES",,,"Local"
"0ae82e3c2f1cf1613ab65d18e379128d","ICCD","98-02","62 DRIVE","98-02 62 DRIVE","REGO PARK","QUEENS","4","11374","40.732269606040902","-73.859880971745397","1023083.497615269967355","206093.199755490990356","4440231","4020860050.000000000000000","406","29","71701","QN18","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","DAY CARE",,,"Non-public","Interdisciplinary Center For Child Development Inc.","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","28","112","Local"
"0aecb52938e11d35e7dd4e4b2a2f9144","BRIDGE THE GAP YOUTH INC","1600","AVENUE L","1600 AVENUE L","BROOKLYN","BROOKLYN","3","11230","40.619680016789196","-73.959147218441899","995591.340000689961016","165045.166254376992583","3180673","3067340109.000000000000000","314","44","76800","BK43","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"BRIDGE THE GAP YOUTH INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","21","70","Local"
"0085266bb9f540f978c935e3056c8d8a","ALL AMERICAN SCHOOL BUS CORP.","6055","STRICKLAND AVENUE","6055 STRICKLAND AVENUE","BROOKLYN","BROOKLYN","3","11234","40.610930972576099","-73.914218306268097","1008067.393006470054388","161866.677662569010863","3343229","3084701070.000000000000000","318","46","69800","BK45","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","220","routes","Non-public","All American School Bus Corp.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","22","63","Regional"
"0af8debad8bf6d2c68bd971d2151a20e","COMMUNITY LEAGUE OF THE HEIGHTS","508","WEST 159 STREET","508 WEST 159 STREET","NEW YORK","MANHATTAN","1","10032","40.834199634858201","-73.941910910555606","1000324.566551830037497","243204.052222970000003","1062762","1021170031.000000000000000","112","7","24500","MN36","HUMAN SERVICES","SOUP KITCHENS AND FOOD PANTRIES","FOOD PANTRY",,,"Non-public","Community League of the Heights","Non-public",,"Non-public","Non-public","foodbankny_foodbanks","HEALTH AND HUMAN SERVICES","6","33","Local"
"0afeeb611f3fb215571accc179a06d1c","PHIPPS NEIGHBORHOODS INC","912","EAST 178 STREET","912 EAST 178 STREET","BRONX","BRONX","2","10460","40.842572372317200","-73.883694362752394","1016430.346375309978612","246270.586122261011042","2113165","2031210046.000000000000000","206","17","36300","BX17","HUMAN SERVICES","NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES","SUPPORTED SRO-OMH",,,,"PHIPPS NEIGHBORHOODS INC",,"City","NYC Department of Health and Mental Hygiene","NYCDOHMH","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","12","48","Local"
"009842e931d136b654b90c823883eb5c","OFFICES","115-01","LEFFERTS BOULEVARD","115-01 LEFFERTS BOULEVARD","SOUTH OZONE PARK","QUEENS","4","11420","40.676907999999798","-73.819253000000003","1034385.001681569963694","185943.972815866000019","0","4116630033.000000000000000","410","28","16600","QN55","OFFICES, TRAINING, AND TESTING","CITY GOVERNMENT OFFICES","AGENCY OFFICE",,,"Public","NYC 4 Community Board 10","NYCCB410","City","NYC Queens Community Board 10","NYCCB410","dcp_colp","ADMINISTRATION OF GOVERNMENT","27","106","Regional"
"0b0fcfe5cd4e592271a86202bcfd148e","CAPITOL DISTRICT MANAGEMENT ASSOCIATION INC","900","GRAND CONCOURSE","900 GRAND CONCOURSE","BRONX","BRONX","2","10451","40.827175569441003","-73.921895730166597","1005865.500746740028262","240649.233430101012345","2002802","2024600001.000000000000000","204","16","18301","BX14","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"CAPITOL DISTRICT MANAGEMENT ASSOCIATION INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","9","44","Local"
"009aeea5f2f7b418077cf39303d99f55","SCUFFY'S COLLISION INC.","70-11","GARFIELD AVENUE","70-11 GARFIELD AVENUE","WOODSIDE","QUEENS","4","11377","40.737404515987997","-73.893495218077902","1013765.157748710014857","207950.893110936012818","4056364","4024360066.000000000000000","402","30","48900","QN50","TRANSPORTATION","PARKING LOTS AND GARAGES","TOW TRUCK COMPANY",,,"Non-public","Scuffy'S Collision Inc.","Non-public","City","NYC Department of Consumer Affairs","NYCDCA","dca_operatingbusinesses","CORE INFRASTRUCTURE AND TRANSPORTATION","24","108","Local"
"0b11dd0ad68583ade7ca8a38e248686f","YMCA OF GREATER NEW YORK","69-02","64 STREET","69-02 64 STREET","RIDGEWOOD","QUEENS","4","11385","40.704123960416602","-73.894101585464497","1013611.776513800024986","195825.568846749985823","4088138","4036310006.000000000000000","405","30","58100","QN20","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"YMCA OF GREATER NEW YORK",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","24","104","Local"
"009c4ee5f91a6e814dc565fafad20a6e","LORINDA ENTERPRISES, LTD.",,,,"JAMAICA","QUEENS","4","11434","40.665012070228997","-73.782695254509093","1044536.000000020023435","181632.999999946012395","0","0.000000000000000","413","31","30600","QN03","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","107","routes","Non-public","Lorinda Enterprises, Ltd.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","29","105","Regional"
"0b1b7592ce3806d97d65e67719fc21f2","THORPE FAMILY RESIDENCE","406","EAST 184 STREET","406 EAST 184 STREET","BRONX","BRONX","2","10458","40.856398475997601","-73.894749258760498","1013365.540941240033135","251304.088759020989528","2011182","2030310007.000000000000000","206","15","38302","BX40","HUMAN SERVICES","SOUP KITCHENS AND FOOD PANTRIES","FOOD PANTRY",,,"Non-public","Thorpe Family Residence","Non-public",,"Non-public","Non-public","foodbankny_foodbanks","HEALTH AND HUMAN SERVICES","10","48","Local"
