"projectcode","groupowner","locationdescription","borough","description","projectstatus","nextstep","dateadded","bctsnum","ccunum","requestorletterreplydate","cbletterrequestdate","cbletterrecieveddate","oldsign","newsign","markingsdate","installationdate","secondstudycode","closeddate","speedcushion","requestdate","requestortype","segmentid","onstreet","fromstreet","tostreet","geoboroughname","lionkey","fromlatitude","fromlongitude","tolatitude","tolongitude","oft","cb","segmentstatus","segmentstatusdescription","denialreason","numsrproposed","trafficdirection","trafficdirectiondesc","oldsign1","newsign1","oldsign2","newsign2"
"SR-20130531-7708","Queens BC","130 AVENUE from 217 STREET to FRANCIS LEWIS BOULEVARD","Queens","PLEASE SEE SR-20190708-14866 ; REQUEST FOR SPEED REDUCER ON 130 AVENUE BETWEEN SPRINGFIELD BOULEVARD [ONE BLOCK WEST OF 217 STREET] AND FRANCIS LEWIS BOULEVARD","CB accepted proposal","Planning actions","2013-05-31T16:08:07.000","13-0688",,,"2013-09-06T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,"No","2013-05-29T00:00:00.000","Council Member","129446","130 AVENUE","BEND","230 STREET","Queens","4637606140","40.6818127748802","-73.737845999257601","40.681671780889303","-73.737403079860599","421870435780427096","413","No","Not Feasible",,,"T","Two-way",,,,
"SR-20211110-26706","Brooklyn BC","81 STREET from 18 AVENUE to 19 AVENUE","Brooklyn","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-11-10T11:55:37.000","DOT-522397-R4T4",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:08:00.000","No","2021-10-15T00:00:00.000","Citizen","19827","81 STREET","18 AVENUE","19 AVENUE","Brooklyn","3940401120","40.609951","-73.999456","40.608777","-73.997504","310630306880306980","311","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20220520-27239","Queens BC","HUXLEY STREET from 147 AVENUE to DEAD END","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; Re-open case. Previous study was SR-20170612-12898","CB accepted proposal","Planning actions","2022-05-20T09:10:19.000","DOT-338779-D2J8",,,"2022-05-24T00:00:00.000","2022-05-24T00:00:00.000",,,,,,,"No","2017-06-12T00:00:00.000",,"62530","HUXLEY STREET","148 ROAD","148 DRIVE","Queens","4280200070","40.654526","-73.739784","40.653798","-73.739376","450620423130423120","413","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20130531-7708","Queens BC","130 AVENUE from 217 STREET to FRANCIS LEWIS BOULEVARD","Queens","PLEASE SEE SR-20190708-14866 ; REQUEST FOR SPEED REDUCER ON 130 AVENUE BETWEEN SPRINGFIELD BOULEVARD [ONE BLOCK WEST OF 217 STREET] AND FRANCIS LEWIS BOULEVARD","CB accepted proposal","Planning actions","2013-05-31T16:08:07.000","13-0688",,,"2013-09-06T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,"No","2013-05-29T00:00:00.000","Council Member","129438","130 AVENUE","BEND","226 STREET","Queens","4637606100","40.682926730816398","-73.741295731743605","40.682785758243902","-73.740856403159498","421870435780427070","413","No","Not Feasible","other",,"T","Two-way",,,,
"SR-20191114-17114","Queens BC","116 AVENUE from 157 STREET to GUY R BREWER BOULEVARD","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT; CB 12 request speed hump study.","CB accepted proposal","Planning actions","2019-11-14T16:07:13.000","DOT-439872-S8R7",,,"2022-04-18T00:00:00.000","2022-04-18T00:00:00.000",,,,,,,"No","2019-11-14T00:00:00.000","Community Board","59101","116 AVENUE","157 STREET","158 STREET","Queens","4627201165","40.685111","-73.786527","40.685588","-73.785837","420890423790423840","412","No","Not Feasible","curve in roadway",,"T","Two-way",,,,
"SR-20130531-7708","Queens BC","130 AVENUE from 217 STREET to FRANCIS LEWIS BOULEVARD","Queens","PLEASE SEE SR-20190708-14866 ; REQUEST FOR SPEED REDUCER ON 130 AVENUE BETWEEN SPRINGFIELD BOULEVARD [ONE BLOCK WEST OF 217 STREET] AND FRANCIS LEWIS BOULEVARD","CB accepted proposal","Planning actions","2013-05-31T16:08:07.000","13-0688",,,"2013-09-06T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,"No","2013-05-29T00:00:00.000","Council Member","116208","130 AVENUE","230 STREET","BEND","Queens","4637606145","40.681671780889303","-73.737403079860599","40.681406421443903","-73.736589290219698","421870427096435780","413","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20211203-26764","Queens BC","89 STREET from JAMAICA AVENUE to PARK LANE SOUTH","Queens","Anonymous speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-12-03T11:21:46.000","DOT-525006-B1R6",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:19:00.000","No","2021-11-05T00:00:00.000","Anonymous","52670","89 STREET","85 ROAD","86 ROAD","Queens","4603203020","40.695707","-73.856267","40.694354","-73.855967","418090417290417490","409","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20180427-13807","Queens BC","9 AVENUE from 117 STREET to COLLEGE POINT BOULEVARD","Queens","Queens-Speed hump request- 9 avenue between college pt. blvd and 117 Street","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2018-04-27T09:40:04.000","368513-N5K1",,"2022-06-08T00:00:00.000",,,,,,,,"2022-06-08T10:42:00.000","No","2018-04-27T00:00:00.000","Police Department","84721","9 AVENUE","120 STREET","COLLEGE PLACE","Queens","4515600050","40.789411000000001","-73.847978999999995","40.789459000000001","-73.846776000000006","405490421340439590","407","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191114-17114","Queens BC","116 AVENUE from 157 STREET to GUY R BREWER BOULEVARD","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT; CB 12 request speed hump study.","CB accepted proposal","Planning actions","2019-11-14T16:07:13.000","DOT-439872-S8R7",,,"2022-04-18T00:00:00.000","2022-04-18T00:00:00.000",,,,,,,"No","2019-11-14T00:00:00.000","Community Board","59122","116 AVENUE","BEDELL STREET","GUY R BREWER BOULEVARD","Queens","4627201200","40.686648","-73.784705","40.686760","-73.784485","420890435490457190","412","No","Not Feasible","stop controls at end of roadway",,"T","Two-way",,,,
"SR-20211203-26764","Queens BC","89 STREET from JAMAICA AVENUE to PARK LANE SOUTH","Queens","Anonymous speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-12-03T11:21:46.000","DOT-525006-B1R6",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:19:00.000","No","2021-11-05T00:00:00.000","Anonymous","52668","89 STREET","86 ROAD","JAMAICA AVENUE","Queens","4603203030","40.694354","-73.855967","40.692726","-73.855577","418090417490451090","409","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20130531-7708","Queens BC","130 AVENUE from 217 STREET to FRANCIS LEWIS BOULEVARD","Queens","PLEASE SEE SR-20190708-14866 ; REQUEST FOR SPEED REDUCER ON 130 AVENUE BETWEEN SPRINGFIELD BOULEVARD [ONE BLOCK WEST OF 217 STREET] AND FRANCIS LEWIS BOULEVARD","CB accepted proposal","Planning actions","2013-05-31T16:08:07.000","13-0688",,,"2013-09-06T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,"No","2013-05-29T00:00:00.000","Council Member","116207","130 AVENUE","BEND","FRANCIS LEWIS BOULEVARD","Queens","4637606150","40.681406421443903","-73.736589290219698","40.6812303191777","-73.7363988967995","421870435780445890","413","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20191104-17094","Bronx BC","METROPOLITAN AVENUE from PURDY STREET to METROPOLITAN OVAL","Bronx","Speeding concern requesting speed reducer  on bus route","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-11-04T18:12:38.000","DOT-422456-Y9M2",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T09:39:00.000","Yes","2019-07-05T00:00:00.000","Citizen","86457","METROPOLITAN AVENUE","LINDEN DRIVE","PURDY STREET","Bronx","2473200180","40.840508","-73.855144","40.840611","-73.854186","250750246340259820","209","No","Not Feasible","Speed Cushion denied for not being 1000' clear of a speed camera",,"T","Two-way",,,,
"SR-20211018-26609","Brooklyn BC","CHESTER STREET from PITKIN AVENUE to SUTTER AVENUE","Brooklyn","Citizen speed hump request due to speeding concerns. School: PS 327","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-10-18T14:19:59.000","DOT-519255-M4V9",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:04:00.000","No","2021-09-23T00:00:00.000","Citizen","43864","CHESTER STREET","PITKIN AVENUE","SUTTER AVENUE","Brooklyn","3199200020","40.669548","-73.911664","40.667028","-73.911019","325930370930383730","316","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20191104-17094","Bronx BC","METROPOLITAN AVENUE from PURDY STREET to METROPOLITAN OVAL","Bronx","Speeding concern requesting speed reducer  on bus route","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-11-04T18:12:38.000","DOT-422456-Y9M2",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T09:39:00.000","Yes","2019-07-05T00:00:00.000","Citizen","86327","METROPOLITAN AVENUE","MAPLE DRIVE","RED OAK DRIVE","Bronx","2473200150","40.839882","-73.857658","40.840139","-73.856988","250750249135260570","209","No","Not Feasible","Speed Cushion denied for not being 1000' clear of a speed camera",,"T","Two-way",,,,
"SR-20230103-29149","Brooklyn BC","EAST   52 STREET from AVENUE T to AVENUE K","Brooklyn","Requesting a speed bump reducer to slow the cars down on East 52 Street between Flatlands Avenue and Avenue K. This stretch of roadway is a speed way for cars.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-01-03T12:04:59.000","DOT-576235-Z5C4",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T10:54:00.000","No","2022-12-20T00:00:00.000",,"41220","EAST   52 STREET","FILLMORE AVENUE","AVENUE S","Brooklyn","3304402120","40.614601","-73.924466","40.613179","-73.924316","337080340630314530","318","No","Not Feasible",,,"A","One-way",,,,
"SR-20191104-17094","Bronx BC","METROPOLITAN AVENUE from PURDY STREET to METROPOLITAN OVAL","Bronx","Speeding concern requesting speed reducer  on bus route","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-11-04T18:12:38.000","DOT-422456-Y9M2",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T09:39:00.000","Yes","2019-07-05T00:00:00.000","Citizen","178032","METROPOLITAN AVENUE","HAWTHORNE DRIVE","PINE DRIVE","Bronx","2473200115","40.839148","-73.858957","40.839537","-73.858356","250750238830258550","209","No","Not Feasible","Speed Cushion Denied Due To Failure By KSI.",,"T","Two-way",,,,
"SR-20211122-26746","Bronx BC","TOWNSEND AVENUE from EAST MT EDEN AVENUE to EAST  174 STREET","Bronx","Citizen speed hump request due to speeding concerns. School: PS 170","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-11-22T15:09:31.000","DOT-524312-Z5T2",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:11:00.000","No","2021-10-29T00:00:00.000","Citizen","174377","TOWNSEND AVENUE","EAST MT EDEN AVENUE","CROSS BRONX EP NB EN JEROME AV","Bronx","2719200035","40.843978","-73.913858","40.844999","-73.913130","269320229520211200","204","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20130531-7708","Queens BC","130 AVENUE from 217 STREET to FRANCIS LEWIS BOULEVARD","Queens","PLEASE SEE SR-20190708-14866 ; REQUEST FOR SPEED REDUCER ON 130 AVENUE BETWEEN SPRINGFIELD BOULEVARD [ONE BLOCK WEST OF 217 STREET] AND FRANCIS LEWIS BOULEVARD","CB accepted proposal","Planning actions","2013-05-31T16:08:07.000","13-0688",,,"2013-09-06T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,"No","2013-05-29T00:00:00.000","Council Member","63601","130 AVENUE","222 STREET","223 STREET","Queens","4637606070","40.683903000000001","-73.744305999999995","40.683625999999997","-73.743442000000002","421870426940426990","413","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20180517-13827","Queens BC","107 AVENUE from 84 STREET to CROSS BAY BOULEVARD","Queens","Speed hump requested on 107th Ave between 88th St and Cross Bay Blvd - Queens (Multi-Case)  Boundary extended to include ARTS case DOT-440412-H5L7 requester Sam Esposito from Ozone Park Block Assoc.","CB accepted proposal","Planning actions","2018-05-17T11:28:59.000","376316-V2D7",,,"2022-02-04T00:00:00.000","2022-02-04T00:00:00.000",,,,,,,"No","2018-05-17T00:00:00.000","Citizen","51609","107 AVENUE","89 STREET","90 STREET","Queens","4617400050","40.678139999999999","-73.848838000000001","40.678266999999998","-73.847932999999998","419990418090418240","410","Yes","Feasible",,"0","A","One-way",,,,
"SR-20220323-26931","Brooklyn BC","EAST   54 STREET from AVENUE N to AVENUE T","Brooklyn","Elected Official  request due to speeding concerns. extended boundaries for Council Member request DOT-546994-L3F3, pd-5/23/22.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2022-03-23T11:50:32.000","DOT-530754-X1F4",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T16:07:00.000","No","2022-01-06T00:00:00.000","Elected Official","41224","EAST   54 STREET","FILLMORE AVENUE","AVENUE S","Brooklyn","3305603130","40.614720","-73.922528","40.613299","-73.922375","337180340630314530","318","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20230523-29746","Brooklyn BC","EAST   49 STREET from AVENUE M to AVENUE N","Brooklyn","Too many cars speed on this block. Double the spend limit at times. Kids play outside the house and it’s very serious and concerning if anyone gets hurts from unnecessary speeding.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-05-23T09:46:38.000","DOT-597295-L9X9",,"2023-05-30T00:00:00.000",,,,,,,,"2023-05-30T13:57:00.000","No","2023-05-22T00:00:00.000",,"41121","EAST   49 STREET","AVENUE M","AVENUE N","Brooklyn","3303603090","40.621295","-73.928143","40.618888","-73.927883","336980314230314280","318","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20211115-26716","Brooklyn BC","CROWN STREET from NEW YORK AVENUE to BROOKLYN AVENUE","Brooklyn","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-11-15T14:35:44.000","DOT-522434-H5C1",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:08:00.000","No","2021-10-15T00:00:00.000","Citizen","29729","CROWN STREET","NEW YORK AVENUE","BROOKLYN AVENUE","Brooklyn","3232800080","40.666139","-73.948068","40.665987","-73.945300","330930364830323330","309","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20220113-26790","Queens BC","112 STREET from 75 AVENUE to 72 DRIVE","Queens","Citizen speed hump request due to speeding concerns. Previous study found feasible but CB denied under SR-20160808-12141.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2022-01-13T14:30:03.000","DOT-525472-M1P7",,"2023-05-30T00:00:00.000",,,,,,,,"2023-05-30T13:31:00.000","No","2021-11-19T00:00:00.000","Citizen","82854","112 STREET","72 DRIVE","73 AVENUE","Queens","4622802150","40.720315","-73.837956","40.719655","-73.837618","420590415190415390","406","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20220114-26802","Manhattan BC","WEST  118 STREET from ADAM CLAYTON POWELL JR BOULEVARD to LENOX AVENUE","Manhattan","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2022-01-14T15:02:58.000","DOT-525870-R1K1",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:20:00.000","No","2021-11-13T00:00:00.000","Citizen","166481","WEST  118 STREET","LENOX AVENUE","ADAM CLAYTON POWELL JR BOULEVARD","Manhattan","1545002012","40.803330","-73.948727","40.804526","-73.951572","136130124690110610","110","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20170518-12812","Brooklyn BC","GLENWOOD ROAD from EAST   17 STREET to OCEAN AVENUE","Brooklyn",,"BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2017-05-18T15:28:21.000","DOT-334385-S1C8",,"2019-06-14T00:00:00.000",,,,,,,,"2019-06-14T12:43:00.000","No","2017-05-02T00:00:00.000","Community Board","163494","GLENWOOD ROAD","EAST 19 STREET","OCEAN AVENUE","Brooklyn","3390400070","40.632775000000002","-73.958960000000005","40.632897999999997","-73.957746","344430335680367530","314","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20201104-20078","Queens BC","VIRGINIA STREET from EMPIRE AVENUE to ELVIRA AVENUE","Queens","NYS Assembly Member speed hump study request. Sh'or Yoshuv Institute is located on this block","Study request passed to planning","Awaiting  planning decision","2020-11-04T14:49:08.000","DOT-450750-F9P5",,,,,,,,,,,"No","2020-02-09T00:00:00.000","NYS Assembly Member","62206","VIRGINIA STREET","ALMONT ROAD","EMPIRE AVENUE","Queens","4476600050","40.606463","-73.742878","40.606956","-73.743524","466640427840443990","414","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20130531-7708","Queens BC","130 AVENUE from 217 STREET to FRANCIS LEWIS BOULEVARD","Queens","PLEASE SEE SR-20190708-14866 ; REQUEST FOR SPEED REDUCER ON 130 AVENUE BETWEEN SPRINGFIELD BOULEVARD [ONE BLOCK WEST OF 217 STREET] AND FRANCIS LEWIS BOULEVARD","CB accepted proposal","Planning actions","2013-05-31T16:08:07.000","13-0688",,,"2013-09-06T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,"No","2013-05-29T00:00:00.000","Council Member","129437","130 AVENUE","225 STREET","BEND","Queens","4637606095","40.683064924578098","-73.741720650733697","40.682926730816398","-73.741295731743605","421870427050435780",,"No","Not Feasible","other",,"T","Two-way",,,,
"SR-20220419-27140","Bronx BC","SEYMOUR AVENUE from ALLERTON AVENUE to ARNOW AVENUE","Bronx","Citizen speed hump request due to speeding concerns.","Study request passed to planning","Awaiting  planning decision","2022-04-19T12:44:54.000","DOT-511785-G7F0",,,,,,,,,,,"No","2021-07-25T00:00:00.000","Citizen","88356","SEYMOUR AVENUE","ALLERTON AVENUE","ARNOW AVENUE","Bronx","2642400050","40.865264","-73.846247","40.867504","-73.846173","264420208320209320","211","No","Not Feasible","Insufficient radar speed data recorded or provided.",,"T","Two-way",,,,
"SR-20190412-14701","Brooklyn BC","47 STREET from 3 AVENUE to 4 AVENUE","Brooklyn","SSZ PT. 2 2019.  P.S. 1 BERGEN","Study request passed to planning","Awaiting  planning decision","2019-04-12T14:45:01.000","DOT-410304-W0F0",,,,,,,,,,,"No","2019-04-03T00:00:00.000","DOT Internal","161679","47 STREET","3 AVENUE","4 AVENUE","Brooklyn","3920801025","40.649360000000001","-74.012833000000001","40.648153000000001","-74.010822000000005","308930305280305430","307","No","Not Feasible",,"0","A","One-way",,,,
"SR-20220324-26944","SI BC","ALVERSON AVENUE from POND STREET to MASON BOULEVARD","Staten Island","Anonymous speed hump request due to speeding concerns.","Study request passed to planning","Awaiting  planning decision","2022-03-24T09:56:40.000","DOT-531459-Y6R4",,,,,,,,,,,"No","2022-01-15T00:00:00.000","Anonymous","1824","ALVERSON AVENUE","SELKIRK STREET","BALSAM PLACE","Staten Island","5029600070","40.549993","-74.208870","40.549261","-74.208569","570007547435517307","503","No","Not Feasible",,,"T","Two-way",,,,
"SR-20220114-26801","Queens BC","BROWN PLACE from CALDWELL AVENUE to QUEENS MIDTOWN EXPRESSWAY SR S","Queens","Citizen speed hump request.","Study request passed to planning","Awaiting  planning decision","2022-01-14T14:55:00.000","DOT-525746-X3M8",,,,,,,,,,,"No","2021-11-12T00:00:00.000","Citizen","74140","BROWN PLACE","58 AVENUE","58 AVENUE","Queens","4145400020","40.724243","-73.895819","40.724068","-73.895776","437440412040412040","405","No","Not Feasible",,,"T","Two-way",,,,
"SR-20211203-26764","Queens BC","89 STREET from JAMAICA AVENUE to PARK LANE SOUTH","Queens","Anonymous speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-12-03T11:21:46.000","DOT-525006-B1R6",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:19:00.000","No","2021-11-05T00:00:00.000","Anonymous","52684","89 STREET","PARK LANE SOUTH","85 ROAD","Queens","4603203010","40.697064","-73.856570","40.695707","-73.856267","418090458490417290","409","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20190412-14698","Brooklyn BC","EAST   57 STREET from CLARENDON ROAD to AVENUE D","Brooklyn","SSZ PT. 2 2019.  NAZARETH REGIONAL.   H.S.UNCONTROLLED SCHOOL INX. PRIORITY INSTALLATION 2019 PROJECT.","CB accepted proposal","Planning actions","2019-04-12T14:27:09.000","DOT-410290-Q4Z5",,,"2019-07-15T00:00:00.000","2019-07-25T00:00:00.000",,,,,,,"No","2019-04-03T00:00:00.000","DOT Internal","42299","EAST 57 STREET","CLARENDON ROAD","AVENUE D","Brooklyn","3307201040","40.644855999999997","-73.922849999999997","40.642733999999997","-73.922613999999996","337330326430313880","317","Yes","Feasible",,"2","A","One-way",,,,
"SR-20190412-14697","Brooklyn BC","AVENUE P from STILLWELL AVENUE to WEST   12 STREET","Brooklyn","SSZ PT. 2 2019.  LUCRETIA MARCIGLIANO EDUCATIONAL CAMPUS (FORMER P.S. 237)","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-12T14:17:45.000","DOT-410285-F8B3",,"2019-06-12T00:00:00.000",,,,,,,,"2019-06-12T14:55:00.000","No","2019-04-03T00:00:00.000","DOT Internal","20222","AVENUE P","STILLWELL AVENUE","WEST 13 STREET","Brooklyn","3076000020","40.607244000000001","-73.987253999999993","40.607357","-73.986256999999995","314380381830391130","311","No","Not Feasible","multi-lane roadway",,"T","Two-way",,,,
"SR-20190412-14697","Brooklyn BC","AVENUE P from STILLWELL AVENUE to WEST   12 STREET","Brooklyn","SSZ PT. 2 2019.  LUCRETIA MARCIGLIANO EDUCATIONAL CAMPUS (FORMER P.S. 237)","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-12T14:17:45.000","DOT-410285-F8B3",,"2019-06-12T00:00:00.000",,,,,,,,"2019-06-12T14:55:00.000","No","2019-04-03T00:00:00.000","DOT Internal","20329","AVENUE P","WEST 13 STREET","WEST 12 STREET","Brooklyn","3076000030","40.607357","-73.986256999999995","40.607458000000001","-73.985331000000002","314380391130391080","311","No","Not Feasible","stop controls at end of roadway",,"T","Two-way",,,,
"SR-20190412-14696","Brooklyn BC","BLEECKER STREET from WILSON AVENUE to KNICKERBOCKER AVENUE","Brooklyn","SSZ PT. 2 2019.  J.H.S. 383 PHILIPPA SCHUYLER","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-12T14:13:23.000","DOT-410276-H1D6",,"2019-06-12T00:00:00.000",,,,,,,,"2019-06-12T14:56:00.000","No","2019-04-03T00:00:00.000","DOT Internal","45008","BLEECKER STREET","WILSON AVENUE","KNICKERBOCKER AVENUE","Brooklyn","3134801030","40.697062000000003","-73.919319999999999","40.698537000000002","-73.917872000000003","319930393530354100","304","No","Not Feasible","other",,"A","One-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","114661","PENNYFIELD AVENUE","ERBEN AVENUE","SHEPARD AVENUE","Bronx","2788100030","40.809247","-73.801316","40.808965","-73.801270","257930231390264650","210","No","Not Feasible",,,"A","One-way",,,,
"SR-20190425-14785","Queens BC","23 STREET from NEWTOWN AVENUE to 27 ROAD","Queens","114 Precinct speed hump request.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-25T17:30:54.000","DOT-407698-V6X6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T09:44:00.000","No","2019-03-12T00:00:00.000","Police Department","68662","23 STREET","NEWTOWN AVENUE","27 ROAD","Queens","4527400200","40.771355","-73.924783000000005","40.771011999999999","-73.925065000000004","407040457390407450","401","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%","0","A","One-way",,,,
"SR-20230530-29789","Queens BC","133 AVENUE from   96 STREET to CROSS BAY BOULEVARD","Queens","The most convenient here in the neighborhood we need have a safety street, most of Children can be vulnerable sometimes and a parent it is only natural to worry about their safety on the street.We need to keep safety on the street, here the street car driving high speeding all the time.We need to stop the car driving in the high speeding, here most family and kids need safety.","Study created",,"2023-05-30T12:49:54.000","DOT-596685-Q4B4",,,,,,,,,,,"No","2023-05-17T00:00:00.000",,"169136","133 AVENUE","CROSS BAY BOULEVARD","96 STREET","Queens","4640802025","40.675313","-73.843304","40.675958","-73.840883","422090440890418890","410",,"Not Feasible",,,"T","Two-way",,,,
"SR-20190412-14693","Brooklyn BC","WILLOUGHBY AVENUE from ST NICHOLAS AVENUE to CYPRESS AVENUE","Brooklyn","SSZ PT. 2 2019.  J.H.S. 162 WILLOUGHBY","CB accepted proposal","Planning actions","2019-04-12T13:36:43.000","DOT-410246-K6X4",,,"2019-06-12T00:00:00.000","2019-07-25T00:00:00.000",,,,,,,"No","2019-04-03T00:00:00.000","DOT Internal","45042","WILLOUGHBY AVENUE","ST NICHOLAS AVENUE","CYPRESS AVENUE","Brooklyn","3863204030","40.706743000000003","-73.920315000000002","40.707816000000001","-73.919219999999996","393230380630331230","304","Yes","Feasible",,"1","A","One-way",,,,
"SR-20190411-14692","Brooklyn BC","CORTELYOU ROAD from EAST    7 STREET to EAST    8 STREET","Brooklyn","SSZ PT. 2 2019. J.H.S. 62 DITMAS.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-11T14:06:52.000","DOT-409541-R2Y8",,"2019-06-12T00:00:00.000",,,,,,,,"2019-06-12T14:56:00.000","No","2019-03-27T00:00:00.000","DOT Internal","27958","CORTELYOU ROAD","EAST 7 STREET","EAST 8 STREET","Brooklyn","3226400080","40.638674999999999","-73.971812999999997","40.638795000000002","-73.970738999999995","329630335080335130","312","No","Not Feasible","stop controls at end of roadway",,"T","Two-way",,,,
"SR-20230103-29149","Brooklyn BC","EAST   52 STREET from AVENUE T to AVENUE K","Brooklyn","Requesting a speed bump reducer to slow the cars down on East 52 Street between Flatlands Avenue and Avenue K. This stretch of roadway is a speed way for cars.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-01-03T12:04:59.000","DOT-576235-Z5C4",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T10:54:00.000","No","2022-12-20T00:00:00.000",,"128067","EAST   52 STREET","AVENUE L","AVENUE M","Brooklyn","3304402077","40.623681","-73.925432","40.621483","-73.925193","337080314180314230","318","No","Not Feasible",,,"A","One-way",,,,
