"building_id","registration_id","borough","house_number","street_name","postcode","of_dwelling_units","infested_dwelling_unit_count","eradicated_unit_count","re_infested_dwelling_unit","filing_date","filing_period_start_date","filling_period_end_date","latitude","longitude","community_board","city_council_district","census_tract_2010","bin","bbl","nta"
"12838","111626","MANHATTAN","219","EAST 28 STREET","10016","22","0","0","0","2021-03-15T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.741699","-73.980192","6","2","66","1019890","1009090010","Murray Hill-Kips Bay"
"894410","811186","BROOKLYN","435","BLAKE AVENUE","11212","2","0","0","0","2021-06-14T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.666631","-73.902988","16","42","910","3393964","3037630001","Brownsville"
"37689","102692","MANHATTAN","308","WEST 107 STREET","10025","9","0","0","0","2022-02-17T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.802569","-73.968677","7","7","195","1057268","1018920023","Upper West Side-Manhattan Valley"
"302090","325896","BROOKLYN","361","GRAHAM AVENUE","11211","6","0","0","0","2019-02-26T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.715395","-73.944538","1","34","497","3068607","3027540029","East Williamsburg"
"58371","210722","BRONX","517","CONCORD AVENUE","10455","3","0","0","0","2021-04-01T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.812363","-73.908411","1","8","35","2003930","2025790034","Mott Haven-Port Morris"
"12760","108080","MANHATTAN","221","EAST 26 STREET","10010","12","0","0","0","2023-01-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.740316","-73.980752","6","2","66","1019851","1009070014","Murray Hill-Kips Bay"
"368007","354081","BROOKLYN","724","SCHENECTADY AVENUE","11203","3","0","0","0","2023-07-01T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.655809","-73.933757","17","41","870","3108026","3048510013","East Flatbush-Rugby"
"899571","382123","BROOKLYN","1710","NEWKIRK AVENUE","11226","19","0","0","0","2022-03-18T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.636457","-73.961376","14","40","518","3405045","3052170004","Flatbush (West)-Ditmas Park-Parkville"
"877570","377737","BROOKLYN","8118","BAY 16 STREET","11214","3","0","0","0","2023-04-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.610632","-74.001632","11","38","182","3346129","3063130038","Bensonhurst"
"424114","409558","QUEENS","108","37 AVENUE","11368","6","0","0","0","2023-06-23T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.753945","-73.859985","3","21","381","4043633","4017520046","North Corona"
"162217","315830","BROOKLYN","723","60 STREET","11220","16","0","0","0","2021-12-26T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.636422","-74.011076","7","43","10401","3016445","3008660071","Sunset Park (Central)"
"67602","216308","BRONX","761","EAST 211 STREET","10467","3","0","0","0","2021-06-27T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.877516","-73.862936","12","12","380","2057780","2046600076","Williamsbridge-Olinville"
"35009","101889","MANHATTAN","244","WEST 72 STREET","10023","88","2","2","0","2023-06-23T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.779258","-73.983185","7","6","159","1030432","1011630053","Upper West Side-Lincoln Square"
"142415","356165","BROOKLYN","149","17 STREET","11215","3","0","0","0","2023-06-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.665659","-73.994496","7","38","143","3008901","3006270059","Sunset Park (West)"
"234696","319651","BROOKLYN","89","DRIGGS AVENUE","11222","5","0","0","0","2022-03-28T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.723233","-73.942558","1","33","591","3067713","3027040024","Greenpoint"
"884166","386787","BROOKLYN","2012","BEDFORD AVENUE","11226","3","0","0","0","2019-01-29T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.655625","-73.956373","9","40","79601","3392652","3050550156","Prospect Lefferts Gardens-Wingate"
"138427","308067","BROOKLYN","6609","13 AVENUE","11219","6","0","0","0","2021-10-30T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.625259","-74.002259","10","38","194","3142549","3057610007","Dyker Heights"
"143343","362630","BROOKLYN","8601","18 AVENUE","11214","6","0","0","0","2022-05-27T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.607001","-74.002903","11","47","278","3166609","3063690047","Bensonhurst"
"304071","367427","BROOKLYN","298","GREENE AVENUE","11238","3","0","0","0","2021-12-13T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.687514","-73.958797","3","36","233","3056291","3019670016","Bedford-Stuyvesant (West)"
"392604","324661","BROOKLYN","1651","WEST 9 STREET","11223","3","0","0","0","2023-04-13T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.606557","-73.982310","11","43","426","3175440","3066230058","Gravesend (West)"
"10847","101421","MANHATTAN","521","EAST 5 STREET","10009","18","0","0","0","2019-12-26T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.724583","-73.983718","3","2","32","1005073","1004010053","East Village"
"331053","333317","BROOKLYN","55","MADISON STREET","11238","7","0","0","0","2022-03-16T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.683987","-73.957014","3","36","229","3057096","3019870055","Bedford-Stuyvesant (West)"
"60070","209885","BRONX","2100","CROTONA PARKWAY","10460","41","0","0","0","2022-12-19T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.845931","-73.884026","6","17","363","2013101","2031190029","West Farms"
"953385","144201","MANHATTAN","261","HUDSON STREET","10013","201","0","0","0","2022-01-04T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.724919","-74.007732","2","1","37","1090602","1005947511","SoHo-Little Italy-Hudson Square"
"498766","418259","QUEENS","102","90 AVENUE","11418","3","0","0","0","2023-04-13T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.692510","-73.843800","9","32","28","4194470","4092940004","Richmond Hill"
"175814","368019","BROOKLYN","1630","80 STREET","11214","6","0","0","0","2021-04-14T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.612929","-74.002889","11","43","182","3163223","3062830018","Bensonhurst"
"12135","138202","MANHATTAN","230","EAST 15 STREET","10003","175","0","0","0","2021-11-15T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.733421","-73.985379","6","2","48","1019519","1008960032","Gramercy"
"219124","354929","BROOKLYN","524","CHAUNCEY STREET","11233","6","0","0","0","2023-07-03T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.682495","-73.911218","16","37","369","3041177","3015170011","Ocean Hill"
"271187","372150","BROOKLYN","921","EAST 55 STREET","11234","3","0","0","0","2022-07-16T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.634673","-73.923708","18","45","724","3213819","3077390034","Flatlands"
"13146","143168","MANHATTAN","35","EAST 32 STREET","10016","52","0","0","0","2020-10-14T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.746327","-73.983514","5","4","74","1017018","1008620028","Midtown South-Flatiron-Union Square"
"166003","359551","BROOKLYN","1016","67 STREET","11219","3","0","0","0","2021-02-12T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.628454","-74.008761","10","43","210","3142751","3057650012","Dyker Heights"
"296821","331453","BROOKLYN","981","63 STREET","11219","4","0","4","0","2021-04-21T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.631380","-74.007306","10","38","212","3141447","3057290047","Dyker Heights"
"144023","304773","BROOKLYN","8210","19 AVENUE","11214","53","1","1","0","2020-11-25T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.608003","-73.998318","11","38","278","3164658","3063150034","Bensonhurst"
"23899","127966","MANHATTAN","1464","LEXINGTON AVENUE","10128","6","1","1","0","2021-05-13T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.784948","-73.951619","8","4","15801","1048472","1015230157","Upper East Side-Carnegie Hill"
"332834","375722","BROOKLYN","322","MARINE AVENUE","11209","3","0","0","0","2022-05-21T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.614495","-74.033648","10","43","5602","3155992","3061300014","Bay Ridge"
"327783","361743","BROOKLYN","81","LINDEN STREET","11221","8","0","0","0","2022-03-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.692086","-73.920704","4","37","399","3076069","3033220022","Bushwick (East)"
"34436","114403","MANHATTAN","446","WEST 58 STREET","10019","15","0","0","0","2023-04-12T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.769161","-73.986585","4","6","139","1026895","1010670051","Hell's Kitchen"
"14474","103985","MANHATTAN","350","EAST 57 STREET","10022","35","0","0","0","2020-12-14T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.758696","-73.963864","6","5","10802","1039987","1013490032","East Midtown-Turtle Bay"
"2804","112444","MANHATTAN","40","5 AVENUE","10011","66","0","0","0","2021-12-01T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.734114","-73.995508","2","2","63","1009539","1005740039","Greenwich Village"
"374579","348452","BROOKLYN","1562","ST MARKS AVENUE","11233","3","0","0","0","2021-11-15T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.673311","-73.915445","16","41","363","3039210","3014590026","Ocean Hill"
"559055","402334","QUEENS","90","148 STREET","11435","29","0","0","0","2021-12-21T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.702764","-73.807220","12","24","240","4206815","4096780155","Jamaica"
"116612","219587","BRONX","1683","UNIONPORT ROAD","10462","5","1","1","0","2023-01-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.843090","-73.865819","11","13","240","2042882","2040270021","Pelham Parkway-Van Nest"
"50412","222985","BRONX","1357","BOSTON ROAD","10456","20","0","0","0","2020-12-21T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.832293","-73.898638","3","16","151","2009759","2029340047","Morrisania"
"981789","387708","BROOKLYN","258","18 STREET","11215","4","0","0","0","2021-09-28T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.662519","-73.990845","7","38","143","3413945","3008797503","Sunset Park (West)"
"14307","132368","MANHATTAN","325","EAST 54 STREET","10022","20","0","0","0","2018-12-26T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.757069","-73.965933","6","4","10801","1039945","1013470012","East Midtown-Turtle Bay"
"12758","134421","MANHATTAN","219","EAST 26 STREET","10010","18","0","0","0","2019-12-20T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.740340","-73.980809","6","2","66","1019850","1009070013","Murray Hill-Kips Bay"
"442","119527","MANHATTAN","218","1 AVENUE","10009","12","0","0","0","2021-04-13T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.730753","-73.982984","3","2","34","1006009","1004410001","East Village"
"28566","109620","MANHATTAN","230","SULLIVAN STREET","10012","9","0","0","0","2022-12-07T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.729541","-73.999816","2","1","65","1008705","1005400024","Greenwich Village"
"956632","388016","BROOKLYN","70","SUTTON STREET","11222","8","0","0","0","2020-12-22T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.725156","-73.940590","1","33","593","3415472","3026900070","Greenpoint"
"373949","323219","BROOKLYN","285","ST JOHNS PLACE","11238","30","0","0","0","2019-01-25T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.674125","-73.968052","8","35","207","3029332","3011710014","Prospect Heights"
"22481","106422","MANHATTAN","34","GROVE STREET","10014","3","0","0","0","2021-03-17T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.732673","-74.004716","2","3","73","1010012","1005880014","West Village"
"929888","383166","BROOKLYN","87","STAGG STREET","11206","15","0","0","0","2021-02-09T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.709160","-73.947108","1","34","511","3403572","3030230029","East Williamsburg"
"57049","214616","BRONX","1812","CLINTON AVENUE","10457","3","0","0","0","2021-07-15T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.842390","-73.892388","6","15","36902","2009959","2029490105","Tremont"
"375190","327957","BROOKLYN","104","ST NICHOLAS AVENUE","11237","4","0","0","0","2023-06-24T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.705759","-73.918671","4","37","445","3073679","3032380026","Bushwick (West)"
"27244","106238","MANHATTAN","320","RIVERSIDE DRIVE","10025","123","0","0","0","2021-12-27T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.801057","-73.970931","7","6","191","1057209","1018910001","Upper West Side-Manhattan Valley"
"2290","136397","MANHATTAN","542","3 AVENUE","10016","9","0","0","0","2021-02-09T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.747105","-73.977130","6","4","80","1018961","1008920039","Murray Hill-Kips Bay"
"842826","379593","BROOKLYN","2290","80 STREET","11214","3","0","0","0","2022-06-08T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.604253","-73.988530","11","44","270","3163484","3062890040","Bensonhurst"
"908545","382583","BROOKLYN","1552","73 STREET","11228","3","0","0","0","2022-10-30T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.618103","-74.000681","11","38","188","3158937","3062020028","Bensonhurst"
"434525","412533","QUEENS","32","45 STREET","11103","5","0","0","0","2022-03-14T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.755528","-73.916297","1","26","159","4012400","4007070068","Astoria (East)-Woodside (North)"
"57038","208831","BRONX","1418","CLINTON AVENUE","10456","10","0","0","0","2021-12-31T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.834354","-73.898682","3","15","151","2009811","2029360044","Morrisania"
"283892","322383","BROOKLYN","476","EAST 95 STREET","11212","6","0","0","0","2021-12-31T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.655872","-73.917168","17","42","888","3102589","3046910026","East Flatbush-Remsen Village"
"7879","116271","MANHATTAN","240","WEST 102 STREET","10025","27","0","0","0","2022-12-21T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.798650","-73.969437","7","7","187","1056518","1018730052","Upper West Side-Manhattan Valley"
"304817","387411","BROOKLYN","74","GREENPOINT AVENUE","11222","13","0","0","0","2021-03-31T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.729819","-73.958143","1","33","565","3337057","3025620019","Greenpoint"
"243093","345958","BROOKLYN","628","WESTMINSTER ROAD","11230","3","0","0","0","2022-03-04T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.633494","-73.965816","14","45","526","3121073","3052320025","Flatbush (West)-Ditmas Park-Parkville"
"459818","419504","QUEENS","98","67 AVENUE","11374","285","0","0","0","2020-12-29T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.723890","-73.855697","6","30","71306","4074627","4031550027","Forest Hills"
"357024","314411","BROOKLYN","249","PROSPECT PLACE","11238","8","0","0","0","2022-01-06T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.677485","-73.967964","8","35","205","3028536","3011520088","Prospect Heights"
"705854","405395","QUEENS","876","WOODWARD AVENUE","11385","6","0","0","0","2019-06-27T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.702590","-73.901792","5","34","551","4083112","4034730046","Ridgewood"
"125656","223034","BRONX","1092","WOODYCREST AVENUE","10452","3","0","0","0","2021-08-25T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.834614","-73.926464","4","16","193","2099368","2025090013","Highbridge"
"822072","924327","QUEENS","29","MARTIN COURT","11691","3","0","0","0","2023-07-13T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.602998","-73.766558","14","31","100804","4453707","4157380104","Far Rockaway-Bayswater"
"2741","131431","MANHATTAN","271","5 AVENUE","10016","6","0","0","0","2021-04-14T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.745553","-73.986651","5","2","74","1016923","1008590003","Midtown South-Flatiron-Union Square"
"27927","118629","MANHATTAN","1091","ST NICHOLAS AVENUE","10032","56","0","0","0","2021-01-14T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.838137","-73.939915","12","7","245","1076743","1021220084","Washington Heights (South)"
"73384","217672","BRONX","717","EAST 242 STREET","10470","4","0","0","0","2023-06-19T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.905609","-73.848892","12","11","442","2071913","2051150016","Wakefield-Woodlawn"
"810910","412800","QUEENS","91","153 AVENUE","11414","2","0","0","0","2023-06-29T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.667437","-73.843856","10","32","6201","4434835","4114210013","Howard Beach-Lindenwood"
"342046","337266","BROOKLYN","271","NEPTUNE AVENUE","11235","5","0","0","0","2021-12-07T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.581240","-73.963370","13","48","366","3196381","3072620003","Brighton Beach"
"913844","431670","QUEENS","87","58 AVENUE",,"4","0","0","0","2022-03-22T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.732675","-73.873590","4","30","475","4064882","4028580029","Elmhurst"
"16040","138606","MANHATTAN","177","EAST 74 STREET","10021","86","0","0","0","2019-01-08T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.771364","-73.960333","8","4","128","1043089","1014090033","Upper East Side-Carnegie Hill"
"904460","382406","BROOKLYN","734","LIVONIA AVENUE","11207","3","0","0","0","2023-07-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.665379","-73.889808","5","42","1124","3391670","3038270027","East New York-New Lots"
"196084","352764","BROOKLYN","71","AVENUE U","11223","4","0","0","0","2021-02-25T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.596042","-73.981780","11","43","402","3190902","3070950046","Gravesend (West)"
"395242","383423","BROOKLYN","122","WEST STREET","11222","93","0","0","0","2023-02-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.731036","-73.959448","1","33","565","3064526","3025497501","Greenpoint"
"56257","214755","BRONX","1330","CHISHOLM STREET","10459","3","0","0","0","2022-12-06T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.831033","-73.895684","3","16","153","2010423","2029720024","Crotona Park East"
"23127","109156","MANHATTAN","78","IRVING PLACE","10003","8","0","0","0","2021-12-16T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.736960","-73.986587","6","2","50","1078741","1008747505","Gramercy"
"16030","131788","MANHATTAN","163","EAST 74 STREET","10021","6","0","0","0","2020-12-15T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.771488","-73.960622","8","4","128","1043108","1014090127","Upper East Side-Carnegie Hill"
"34643","135331","MANHATTAN","42","WEST 69 STREET","10023","14","0","0","0","2019-01-30T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.774877","-73.978803","7","6","15301","1028471","1011210052","Upper West Side-Lincoln Square"
"289696","315882","BROOKLYN","153","ENGERT AVENUE","11222","6","0","0","0","2020-01-08T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.721733","-73.944331","1","33","591","3067655","3027020043","Greenpoint"
"123224","219897","BRONX","3235","WHITE PLAINS ROAD","10467","3","0","0","0","2023-03-20T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.872136","-73.867145","12","15","374","2056228","2045950038","Williamsbridge-Olinville"
"392288","315484","BROOKLYN","1874","WEST 8 STREET","11223","3","0","0","0","2023-04-10T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.601685","-73.980460","11","43","408","3177958","3066720036","Gravesend (West)"
"213596","305754","BROOKLYN","720","BRISTOL STREET","11236","4","0","0","0","2021-05-14T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.653176","-73.908450","16","42","922","3083051","3036410045","Brownsville"
"23900","137916","MANHATTAN","1466","LEXINGTON AVENUE","10128","29","1","1","0","2020-12-16T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.784978","-73.951597","8","4","15801","1048448","1015230059","Upper East Side-Carnegie Hill"
"333542","325339","BROOKLYN","295","MAUJER STREET","11206","6","0","0","0","2021-02-24T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.711988","-73.937374","1","34","485","3070776","3030190084","East Williamsburg"
"627351","402758","QUEENS","63","ALDERTON STREET","11374","3","0","0","0","2023-04-17T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.725684","-73.863512","6","30","69702","4072917","4031040191","Rego Park"
"327784","361744","BROOKLYN","83","LINDEN STREET","11221","8","0","0","0","2020-07-02T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.692133","-73.920657","4","37","399","3076068","3033220021","Bushwick (East)"
"29614","108990","MANHATTAN","317","WEST 4 STREET","10014","3","0","0","0","2021-05-21T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.737386","-74.003821","2","3","77","1011001","1006150009","West Village"
"363521","350976","BROOKLYN","1047","ROGERS AVENUE","11226","6","0","0","0","2022-12-09T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.644539","-73.951800","17","40","826","3119172","3051710082","East Flatbush-Erasmus"
"805439","132332","MANHATTAN","715","WASHINGTON STREET","10014","10","0","0","0","2019-12-02T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.735363","-74.008371","2","3","75","1078264","1006330006","West Village"
"387630","373995","BROOKLYN","3080","VOORHIES AVENUE","11235","72","0","0","0","2023-04-19T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.587971","-73.933270","15","48","598","3321826","3088060150","Sheepshead Bay-Manhattan Beach-Gerritsen Beach"
"24155","121080","MANHATTAN","346","LEXINGTON AVENUE","10016","6","0","0","0","2021-07-22T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.749960","-73.977140","6","4","80","1019490","1008950075","Murray Hill-Kips Bay"
"235384","343504","BROOKLYN","2240","EAST 1 STREET","11223","3","0","0","0","2021-06-29T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.594104","-73.969963","15","44","388","3193694","3071520024","Gravesend (East)-Homecrest"
"18610","135095","MANHATTAN","208","EAST 95 STREET","10128","15","0","0","0","2023-07-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.784192","-73.949078","8","5","15601","1049237","1015400043","Upper East Side-Yorkville"
"10837","115272","MANHATTAN","511","EAST 5 STREET","10009","8","0","0","0","2019-12-27T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.724654","-73.983884","3","2","32","1005078","1004010058","East Village"
"129481","341408","BROOKLYN","6824","4 AVENUE","11220","6","0","0","0","2022-03-03T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.635097","-74.023336","10","43","68","3145226","3058630048","Bay Ridge"
"165462","360614","BROOKLYN","1026","66 STREET","11219","6","0","0","0","2022-03-11T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.628918","-74.008023","10","43","210","3142397","3057580016","Dyker Heights"
"172496","377631","BROOKLYN","2050","76 STREET","11214","3","0","0","0","2022-07-19T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.609561","-73.991284","11","43","272","3160968","3062400024","Bensonhurst"
"129490","337242","BROOKLYN","6907","4 AVENUE","11209","4","0","0","0","2022-02-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.634463","-74.023570","10","43","130","3145726","3058730011","Bay Ridge"
"34274","137147","MANHATTAN","453","WEST 56 STREET","10019","4","0","0","0","2019-01-23T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.767874","-73.987682","4","3","139","1075656","1010660102","Hell's Kitchen"
"677164","419989","QUEENS","51","MANILLA STREET","11373","3","0","0","0","2023-06-25T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.736054","-73.883885","4","25","479","4057064","4024710023","Elmhurst"
"657855","403468","QUEENS","1673","GATES AVENUE","11385","6","0","0","0","2022-03-08T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.701559","-73.910172","5","34","547","4082365","4034470052","Ridgewood"
"85932","203931","BRONX","3010","HOLLAND AVENUE","10467","13","0","0","0","2022-12-12T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.869995","-73.865244","12","15","33802","2055603","2045700010","Williamsbridge-Olinville"
"18308","103975","MANHATTAN","170","EAST 92 STREET","10128","19","0","0","0","2019-01-15T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.782966","-73.952007","8","5","15801","1048333","1015200140","Upper East Side-Carnegie Hill"
"159318","356392","BROOKLYN","1616","57 STREET","11204","3","0","0","0","2022-03-15T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.626241","-73.989675","12","44","470","3131148","3054970014","Borough Park"
"393555","374907","BROOKLYN","2332","WEST 11 STREET","11223","6","0","0","0","2023-06-25T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.590887","-73.981216","13","47","382","3194228","3071620019","Gravesend (South)"
"56977","203044","BRONX","1775","CLAY AVENUE","10457","49","0","0","0","2022-12-16T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.846131","-73.904740","5","14","22901","2007503","2027990035","Mount Hope"
"30121","119340","MANHATTAN","49","WEST 12 STREET","10011","76","0","0","0","2019-01-25T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.735349","-73.996164","2","2","63","1009632","1005760066","Greenwich Village"
"164545","339004","BROOKLYN","1934","64 STREET","11204","4","0","0","0","2022-06-25T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.617927","-73.986579","11","47","254","3133580","3055480015","Bensonhurst"
"398507","301031","BROOKLYN","252","WYCKOFF STREET","11217","8","0","0","0","2019-01-11T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.683719","-73.984853","2","33","71","3006220","3003930032","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"134390","303741","BROOKLYN","4913","8 AVENUE","11220","39","0","0","0","2021-11-15T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.641538","-74.003254","12","43","10802","3137522","3056370001","Sunset Park (East)-Borough Park (West)"
