"status","date","start_time","end_time","type","event","borough","event_location","event_address","actual_participants","postcode","latitude","longitude","community_board","council_district","bin","bbl","census_tract","nta"
"Completed (59)","2016-08-20T00:00:00.000","10:00 AM","03:00 PM","RNY Fair (FAIR)","Sixth Annual Backpack Drive and Community Fair","Brooklyn","Seth Low Houses","230 Powell Street","0","11212","40.669004","-73.903799","316","41","3084013","3037450001","908","BK1602"
"Completed (59)","2016-08-20T00:00:00.000","11:00 AM","03:00 PM","RNY Fair (FAIR)","Health Resource Fair","Manhattan","East 108th Street between Lexington and Park Aves","East 108th Street between Lexington and Park Aves","0",,,,,,,,,
"Completed (59)","2016-08-20T00:00:00.000","11:00 AM","03:00 PM","RNY Fair (FAIR)","Health Empowerment Celebration","Brooklyn","Sunset Park Recreation Center","7th Avenue and 43rd Street,","225",,,,,,,,,
"Completed (59)","2016-08-22T00:00:00.000","10:00 AM","12:59 PM","RNY Hurricane (H)","Hurricane Prep Zone 3","Brooklyn","CCNS Bay Senior Center","3643 Nostrand Avenue","25","11229","40.594966","-73.940825","315","46","3344554","3074051001","572","BK1503"
"Completed (59)","2016-08-22T00:00:00.000","01:00 PM","03:00 PM","RNY General Presentation (GEN)","Emergency Preparedness","Manhattan","Barrier Free Living Freedom House","121 E 115 St","15","10029","40.798357","-73.943096","111","8","1087438","1016430010","182","MN1102"
"Completed (59)","2016-08-23T00:00:00.000","01:00 PM","02:00 PM","RNY General Presentation (GEN)","Fire and Safety Preparedness","Bronx","Heritage Health and Housing","759 138th Street","20",,,,,,,,,
"Completed (59)","2016-08-24T00:00:00.000","01:00 PM","02:59 PM","RNY General Presentation (GEN)","All Community Adult Day Center","Queens","All Community Adult Day Center","132-26 Avery AVenue","30","11355","40.752513","-73.831839","407","20","4540147","4051057504","79702","QN0707"
"Completed (59)","2016-08-24T00:00:00.000","12:00 PM","01:00 PM","RNY General Presentation (GEN)","Preparedness for Building Owners","Brooklyn","Municipal Building Brooklyn","210 Joralemon St, 7 Floor","28","11201","40.692459","-73.990491","302","33","3002558","3002667501","9","BK0201"
"Completed (59)","2016-08-24T00:00:00.000","06:30 PM","08:30 PM","RNY General Presentation (GEN)","Emergency Preparedness","Manhattan","100 Saint Nicholas HDFC","100 Saint Nicholas Ave","20","10026","40.802511","-73.952596","110","9","1055040","1018250001","218","MN1001"
"Completed (59)","2016-08-25T00:00:00.000","07:00 PM","08:30 PM","RNY Fair/Presentation (FP)","YMCA ESOL Class","Queens","Flushing YMCA","138-46 Northern Blvd","35","11354","40.764119","-73.827142","407","20","4113292","4050100038","865","QN0707"
"Completed (59)","2016-08-26T00:00:00.000","10:00 AM","11:59 PM","RNY Hurricane (H)","Hurricane prep zone 3","Queens","Selfhelp Latimer Senior Center","34-30 137 Street","30","11354","40.766044","-73.829935","407","20","4443410","4049510008","88902","QN0707"
"Completed (59)","2016-08-26T00:00:00.000","04:30 PM","08:00 PM","RNY Fair (FAIR)","Kids Back to School Block Party","Manhattan","East 120th street between 5th and Madison Ave","East 120th street between 5th and Madison Ave","300",,,,,,,,,
"Completed (59)","2016-08-27T00:00:00.000","02:00 PM","06:00 PM","RNY Fair (FAIR)","Annual Back to School Fair Event","Brooklyn","Mt Lebanon Baptist Church","230 Decatur Street","200","11233","40.681376","-73.933948","303","36","3047407","3016800009","297","BK0302"
"Completed (59)","2016-08-28T00:00:00.000","07:30 AM","02:00 PM","RNY Fair (FAIR)","Brighton Beach Jubilee","Brooklyn","Brighton Ave btwn 14th and 15th street","Brighton Ave btwn 14th and 15th street","850",,,,,,,,,
"Completed (59)","2016-08-30T00:00:00.000","03:00 PM","04:00 PM","RNY Hurricane (H)","Hurricane Presentation","Brooklyn","JASA Trump United Norc","2942 West 5 Street Lobbt Level","30","11224","40.577581","-73.972544","313","48","3196577","3072730050","354","BK1302"
"Completed (59)","2016-08-31T00:00:00.000","12:00 AM","01:00 PM","RNY General Presentation (GEN)","Preparedness for Building Owners","Brooklyn","NYC HPD","701 Euclid Ave","42","11208","40.669676","-73.870515","305","42","3098536","3044610001","120801","BK0505"
"Completed (59)","2016-08-31T00:00:00.000","12:30 PM","01:30 PM","RNY General Presentation (GEN)","Ready New York General Presentation","Brooklyn","Swinging Sixties Senior Center","211 Ainslie Street","60","11211","40.712972","-73.945453","301","34","3069039","3027700001","495","BK0104"
"Completed (59)","2016-08-31T00:00:00.000","06:00 PM","09:00 PM","RNY Fair (FAIR)","National Preparedness Month Event - Brooklyn Cyclones Game","Brooklyn","MCU Park","1904 Surf Ave","250","11224","40.575166","-73.98541","313","47","3189656","3070730101","352","BK1302"
"Completed (59)","2016-09-01T00:00:00.000","10:00 AM","11:30 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Staten Island","Fort Wadsworth - Gateway National Park Service","120 New York Ave","75","10305","40.604762","-74.059238","595","49","5157544","5031280001","18","SI9561"
"Completed (59)","2016-09-01T00:00:00.000","12:45 PM","02:15 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Manhattan","JASA/Club 76","120 W 76 St","150","10023","40.780342","-73.977739","107","6","1030146","1011470042","161","MN0702"
"Completed (59)","2016-09-04T00:00:00.000","10:00 AM","03:00 PM","RNY Fair (FAIR)","Brazilian Day Parade","Manhattan","Midtown","6 AVE. between 47 St and 48 St","450",,,,,,,,,
"Completed (59)","2016-09-05T00:00:00.000","07:00 AM","10:00 AM","RNY Fair (FAIR)","West Indian Day Parade","Brooklyn","Lincoln Terrace Park Breakfast","398 Buffalo Ave","50","11213","40.665803","-73.925925","308","41",,,"35702","BK0891"
"Completed (59)","2016-09-06T00:00:00.000","10:30 AM","04:00 PM","RNY Fair (FAIR)","National Preparedness Month Fair","Manhattan","Adam Clayton Powell State Office Building, Plaza","163 W 125 St","200","10027","40.808644","-73.947524","110","9","1081602","1019100001","222","MN1001"
"Completed (59)","2016-09-06T00:00:00.000","03:00 PM","06:00 PM","RNY Fair (FAIR)","Constituent Hours with Senator Serrano","Bronx","Mott Haven Library","321 E 140 St","50","10454","40.811472","-73.924448","201","8","2000744","2023150018","39","BX0101"
"Completed (59)","2016-09-06T00:00:00.000","04:30 PM","09:30 PM","RNY Fair (FAIR)","National Preparedness Month at the Yankee's","Bronx","Yankee Stadium","1 E 161 St, Yankee's Lobby at Gate 2","500","10451","40.829035","-73.928497","204","16","2114490","2024930001","6302","BX0491"
"Completed (59)","2016-09-07T00:00:00.000","03:00 PM","04:00 PM","RNY General Presentation (GEN)","Preparedness for Building Owners","Brooklyn","NYC HPD","516 Bergen St, 2 Floor","50","11217","40.680451","-73.973197","308","35","3413910","3011430025","161","BK0801"
"Completed (59)","2016-09-07T00:00:00.000","07:00 PM","08:00 PM","RNY General Presentation (GEN)","General Ready NY Presentation","Manhattan","216 Fort Washington Ave","216 Fort Washington Ave","10","10032","40.842571","-73.942097","112","10","1063381","1021380079","251","MN1201"
"Completed (59)","2016-09-07T00:00:00.000","10:00 AM","02:00 PM","RNY Fair (FAIR)","NYCEM Office Hours","Manhattan","Dag Hammarskjold Plaza","2 Ave & E 47 St","60",,,,,,,,,
"Completed (59)","2016-09-08T00:00:00.000","03:00 PM","04:00 PM","RNY General Presentation (GEN)","Preparedness for Building Owners","Manhattan","NYC HPD","105 E 106 St, 4","55","10029","40.792741","-73.947428","111","8","1052015","1016340003","172","MN1101"
"Completed (59)","2016-09-08T00:00:00.000","03:00 PM","05:00 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation","Manhattan","Permanent Mission to Finland","866 UN Plaza, Suite 222","40","10017","40.752925","-73.966834","106","4","1040072","1013607501","8603","MN0604"
"Completed (59)","2016-09-08T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Wyckoff Gardens Senior Center","Brooklyn","Wyckoff Gardens Senior Center","280 Wyckoff Street","25","11217","40.683365","-73.983941","306","39","3336056","3003940001","127","BK0601"
"Completed (59)","2016-09-08T00:00:00.000","01:00 PM","02:00 PM","RNY General Presentation (GEN)","Preparedness for HPD Staff","Manhattan","HPD HQ","100 Gold St, room number 8F-14","50","10038","40.710353","-74.004007","101","1","1001289","1000940025","1501","MN0101"
"Completed (59)","2016-09-08T00:00:00.000","11:30 AM","01:30 PM","RNY Fair (FAIR)","National Preparedness Month Fair","Manhattan","One Time Warner Center (Columbus Circle)","One Time Warner Center- 10TH FLOOR","80",,,,,,,,,
"Completed (59)","2016-09-08T00:00:00.000","12:00 PM","04:00 PM","RNY Fair (FAIR)","Staff Preparedness Fair","Brooklyn","Kings County Hospital Center","451 Clarkson Ave, C-D Link, 1st Floor","200","11203","40.65576","-73.944602","309","40","3327711","3048290001","808","BK0902"
"Completed (59)","2016-09-09T00:00:00.000","11:00 AM","02:00 PM","RNY Fair (FAIR)","Council Member Rafael Salamanca Jr. Community Fair","Bronx","1070 Southern Boulevard","1070 Southern Boulevard","25","10459","40.824955","-73.891918","202","17","2006027","2027440001","12701","BX0202"
"Completed (59)","2016-09-09T00:00:00.000","12:00 PM","02:00 PM","RNY Fair (FAIR)","Staff Preparedness Fair","Manhattan","SL Green Reality Corps","810 7 Ave, 17 Floor","25","10019","40.762639","-73.982146","105","3","1024828","1010240038","131","MN0502"
"Completed (59)","2016-09-10T00:00:00.000","10:00 AM","11:30 AM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Manhattan","Bethel Gospel Assembly Church","2 E 120 St","75","10035","40.803103","-73.944324","111","9","1087193","1017460002","198","MN1102"
"Completed (59)","2016-09-10T00:00:00.000","11:00 AM","12:30 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Brooklyn","The Church of Latter Day Saints","1218 Glenwood Rd","100","11230","40.632055","-73.965269","314","45","3178925","3066870006","528","BK1402"
"Completed (59)","2016-09-10T00:00:00.000","08:00 AM","01:00 PM","RNY Fair (FAIR)","Autism Speaks Walk","Manhattan","Randall's Island","Randall's Island","500","10035","40.795535","-73.922671","111","8","1000000","1018190203","240","MN1191"
"Completed (59)","2016-09-10T00:00:00.000","12:00 PM","05:00 PM","RNY Fair (FAIR)","Community Day and Block Party","Brooklyn","Saint Paul A.M.E Church","454 Essex St & Belmont Ave","138","11208","40.672913","-73.88145","305","42","3089273","3040190133","1166","BK0502"
"Completed (59)","2016-09-10T00:00:00.000","10:00 AM","03:00 PM","RNY Fair (FAIR)","Back to School Fair","Brooklyn","PS 13 Roberto Clemente","557 Pennsylvania Avenue","250","11207","40.663673","-73.893754","305","42","3085070","3038230001","1126","BK0503"
"Completed (59)","2016-09-11T00:00:00.000","11:00 AM","03:00 PM","RNY Fair (FAIR)","Grandparents' Day Celebration Fair","Brooklyn","St. Paul Community Baptist Church","859 Hendrix St","100","11207","40.660158","-73.88427","305","42","3097692","3043540024","1104","BK0503"
"Completed (59)","2016-09-13T00:00:00.000","10:00 AM","12:00 PM","RNY for Kids (KIDS)","Ready Girl at Woodhull Hospital","Brooklyn","Woodhull Medical Center","760 Broadway","100","11206","40.700528","-73.941604","303","36","3048341","3017230001","28501","BK0302"
"Completed (59)","2016-09-13T00:00:00.000","11:00 AM","02:00 PM","RNY Fair (FAIR)","Constituent Hours with Senator Serrano","Bronx","BronxWorks NORC Senior Center at River Park Towers","20 Richman Plaza","50","10453","40.851719","-73.92278","205","16","2127134","2028820229","53","BX0501"
"Completed (59)","2016-09-13T00:00:00.000","11:30 AM","02:00 PM","RNY Fair (FAIR)","Preparedness Fair at Gap","Manhattan","Gap Inc. HQ","55 Thomas Street","100","10013","40.716759","-74.007143","101","1","1001622","1001487501","33","MN0102"
"Completed (59)","2016-09-13T00:00:00.000","03:30 PM","05:30 PM","RNY Fair (FAIR)","Emergency Preparedness Fair for Staff","Manhattan","Shearman & Sterling LLC","599 Lexington Ave","30","10022","40.758275","-73.971055","106","4","1036467","1013070023","100","MN0604"
"Completed (59)","2016-09-14T00:00:00.000","07:30 PM","08:30 PM","RNY General Presentation (GEN)","Community Board 1 Staten Island","Staten Island","All Saints Episcopal Church","2329 Victory Blvd","60","10314","40.611145","-74.142053","501","50","5012794","5004740036","18901","SI0105"
"Completed (59)","2016-09-14T00:00:00.000","01:30 PM","03:00 PM","RNY General Presentation (GEN)","Emergency Preparedness","Manhattan","Catholic Guardian Services","1011 First Ave","10","10022","40.757271","-73.963692","106","4","1039972","1013480023","10801","MN0604"
"Completed (59)","2016-09-14T00:00:00.000","01:00 PM","03:00 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation","Bronx","IAHD","2213 East Tremont Avenue","8","10462","40.84208","-73.856829","211","13","2043258","2040420247","238","BX1101"
"Completed (59)","2016-09-14T00:00:00.000","12:00 PM","02:00 PM","RNY Fair (FAIR)","RNY at a Business","Manhattan","Mitchell & Associates","635-641 Avenue of the Americas","100","10011","40.740581","-73.994504","104","3","1014731","1007950037","87","MN0401"
"Completed (59)","2016-09-14T00:00:00.000","08:00 AM","02:00 PM","RNY Fair (FAIR)","Emergency Preparedness for Staff Fair","Manhattan","Pfizer NY HQ","235 E 42 St, Cafeteria","200","10017","40.750214","-73.973108","106","4","1037552","1013160023","88","MN0603"
"Completed (59)","2016-09-14T00:00:00.000","09:00 AM","11:00 AM","RNY Business (B)","Business Presentation","Manhattan","B.B. King Blues Club & Grill","237 West 42nd Street","50","10036","40.756785","-73.988702","105","3","1087142","1010140001","119","MN0502"
"Completed (59)","2016-09-15T00:00:00.000","09:00 AM","02:00 PM","RNY Fair (FAIR)","Protecting One Another: Pets and Service Animals Preparedness Event","Brooklyn","Walt Whitman Park in front of NYCEM HQ","165 Cadman Plaza East","75","11201","40.698761","-73.98987","302","33","3000172","3000850006","13","BK0202"
"Completed (59)","2016-09-15T00:00:00.000","10:00 AM","03:00 PM","RNY Fair (FAIR)","Annual Health Fair","Brooklyn","New York City Employees Retirement System","335 Adams Street","300","11201","40.693565","-73.988908","302","33","3000259","3001407501","11","BK0202"
"Completed (59)","2016-09-15T00:00:00.000","12:00 PM","02:00 PM","RNY Fair (FAIR)","Preparedness Fair for Staff","Manhattan","L&L Holding Company, LLC","222 Broadway","100","10038","40.711313","-74.008661","101","1","1001245","1000890012","1501","MN0101"
"Completed (59)","2016-09-16T00:00:00.000","03:30 PM","05:00 PM","RNY for Kids (KIDS)","Workshop for Youth","Bronx","St. Dominic's Foster Boarding Home","853 Longwood Ave","15","10459","40.819315","-73.901241","202","17","2115863","2026890048","87","BX0202"
"Completed (59)","2016-09-17T00:00:00.000","10:00 AM","03:00 PM","RNY for Kids (KIDS)","Back to School Expo Event","Brooklyn","Child Development Support Corporation","352-358 Classon Ave","100","11238","40.688478","-73.959936","302","35","3335008","3019480035","231","BK0204"
"Completed (59)","2016-09-17T00:00:00.000","12:00 PM","03:30 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Brooklyn","The Church of Latter Day Saints","828 60 St","150","11220","40.635022","-74.008795","312","43","3141160","3057140018","118","BK0703"
"Completed (59)","2016-09-18T00:00:00.000","12:00 PM","05:00 PM","RNY Fair (FAIR)","Adoptapalooza, Celebrating ASPCA 150th Anniversary","Manhattan","Union Square","Broadway and Fourth Ave","100",,,,,,,,,
"Completed (59)","2016-09-18T00:00:00.000","11:00 AM","04:00 PM","RNY Fair (FAIR)","Ready New York Fair","Manhattan","Amsterdam Ave Street Fair","Amsterdam Ave between 106th and 110th Streets","400",,,,,,,,,
"Completed (59)","2016-09-18T00:00:00.000","09:00 AM","04:00 PM","RNY Fair (FAIR)","Bronx Zoo Family Fun Day","Bronx","Bronx Zoo","2300 Southern Blvd","300","10460","40.850543","-73.882456","227","15","2116700","2031200020","334","BX2791"
"Completed (59)","2016-09-20T00:00:00.000","06:00 PM","08:00 PM","RNY General Presentation (GEN)","Emergency Preparedness","Manhattan","CUNY Graduate Center","365 5 Ave","40","10016","40.748822","-73.984268","105","4","1017097","1008647502","74","MN0501"
"Completed (59)","2016-09-20T00:00:00.000","04:00 PM","05:30 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Staten Island","JCC of Staten Island","1466 Manor Rd","100","10314","40.594916","-74.125393","502","50","5141743","5009550100","181","SI0203"
"Completed (59)","2016-09-20T00:00:00.000","04:00 PM","07:00 PM","RNY Fair (FAIR)","M/WBE Open House/Networking Event","Queens","Jamaica Center for Arts and Learning","161-4 Jamaica Ave","85","11432","40.704025","-73.798437","412","27","4215617","4101010011","44601","QN1201"
"Completed (59)","2016-09-21T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Hurricane Presentation","Brooklyn","Tompkins Park Neighborhood Senior Center","550 Greene Avenue","20","11216","40.688666","-73.948775","303","36","3050417","3017980040","251","BK0301"
"Completed (59)","2016-09-21T00:00:00.000","02:30 PM","04:00 PM","RNY General Presentation (GEN)","Urban Fellows Tour","Brooklyn","NYC EM","165 Cadman Plaza East","25","11201","40.698761","-73.98987","302","33","3000172","3000850006","13","BK0202"
"Completed (59)","2016-09-21T00:00:00.000","05:00 PM","07:00 PM","RNY Fair (FAIR)","Kings County Hospital Community Fair","Brooklyn","Kings County Hospital","451 Clarkson Ave, T Building Auditorium","21","11203","40.65576","-73.944602","309","40","3327711","3048290001","808","BK0902"
"Completed (59)","2016-09-21T00:00:00.000","12:00 PM","02:30 PM","RNY Fair (FAIR)","Sony's Safety Fair","Manhattan","Sony","25 Madison Ave, 28 Floor","70","10010","40.742046","-73.987117","105","2","1088910","1008547501","56","MN0501"
"Completed (59)","2016-09-21T00:00:00.000","11:30 AM","03:00 PM","RNY Fair (FAIR)","National Preparedness Month at 30 Rock","Manhattan","NBC Universal","30 Rockfeller Plaza, Cafe","350",,,,,,,,,
"Completed (59)","2016-09-22T00:00:00.000","12:00 PM","02:00 PM","RNY General Presentation (GEN)","Presentation to Staff","Manhattan","HPD HQ","100 Gold St","20","10038","40.710353","-74.004007","101","1","1001289","1000940025","1501","MN0101"
"Completed (59)","2016-09-22T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Senior ESOL Presentation","Brooklyn","Wyckoff Gardens Senior Center","280 Wyckoff Street","35","11217","40.683365","-73.983941","306","39","3336056","3003940001","127","BK0601"
"Completed (59)","2016-09-22T00:00:00.000","10:15 AM","11:15 AM","RNY General Presentation (GEN)","General RNY Presentation","Manhattan","Commission for the Blind","80 Maiden Lane-23rd Floor","40",,,,,,,,,
"Completed (59)","2016-09-22T00:00:00.000","12:30 PM","01:30 PM","RNY General Presentation (GEN)","Emergency Preparedness for Staff","Manhattan","DFTA","2 Lafayette","15",,,,,,,,,
"Completed (59)","2016-09-22T00:00:00.000","06:30 PM","08:00 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Brooklyn","Joseph Miccio Center","110 W 9 St","100","11231","40.676024","-74.002318","306","38","3339411","3005380001","85","BK0601"
"Completed (59)","2016-09-22T00:00:00.000","01:00 PM","04:00 PM","RNY Fair (FAIR)","Senior Services Health Fair","Manhattan","Vladeck Houses Courtyard","356 Madison St.","100","10002","40.713392","-73.982166","103","1","1083389","1002600075","202","MN0302"
"Completed (59)","2016-09-23T00:00:00.000","02:30 PM","04:00 PM","RNY General Presentation (GEN)","General Ready NY Presentation","Brooklyn","Independence Care System","25 Elm Place- 5th Floor","40",,,,,,,,,
"Completed (59)","2016-09-24T00:00:00.000","11:00 AM","02:00 PM","RNY Fair/Presentation (FP)","Edgemere Workshop","Queens","Beach 41st Street Community Center","426 Beach 40 St","50","11691","40.596249","-73.772408","414","31","4302129","4159550003","97206","QN1402"
"Completed (59)","2016-09-24T00:00:00.000","10:00 AM","05:00 PM","RNY Fair (FAIR)","Staten Island Children's Museum","Staten Island","Staten Island Children's Museum","1000 Richmond Terrace","290","10310","40.645075","-74.104753","501","49","5000000","5000760200","9702","SI0191"
"Completed (59)","2016-09-24T00:00:00.000","09:00 AM","01:00 PM","RNY Fair (FAIR)","Key to the City","Brooklyn","PS 24","427 38th Street","185","11232","40.652701","-74.004743","307","38","3346119","3007010001","84","BK0702"
"Completed (59)","2016-09-24T00:00:00.000","11:00 AM","04:00 PM","RNY Fair (FAIR)","Hero's Hope","Staten Island","Church at Gateway","200 Boscombe Ave","250","10309","40.524646","-74.23137","503","51","5118310","5075770003","22602","SI0305"
"Completed (59)","2016-09-24T00:00:00.000","10:00 AM","03:00 PM","RNY Fair (FAIR)","Moon Festival","Brooklyn","Sunset Park Recreation Center","7th Ave and 43rd Street","150",,,,,,,,,
"Completed (59)","2016-09-25T00:00:00.000","11:00 AM","04:00 PM","RNY Fair (FAIR)","Ready New York Fair","Manhattan","Amsterdam Ave between 106th and 110th Streets","Amsterdam Ave between 106th and 110th Streets","252",,,,,,,,,
"Completed (59)","2016-09-26T00:00:00.000","01:30 PM","03:00 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Manhattan","Stanley M. Isaacs Neighborhood Center","415 E 93 St","150","10128","40.780904","-73.945112","108","8","1082367","1015730001","152","MN0803"
"Completed (59)","2016-09-26T00:00:00.000","11:30 AM","02:00 PM","RNY Fair (FAIR)","Emergency Preparedness Fair","Queens","Jet Blue Headquarters","27-01 Queens Plaza North","120","11101","40.750561","-73.939315","401","26","4005016","4004160010","3301","QN0105"
"Completed (59)","2016-09-28T00:00:00.000","10:00 AM","02:00 PM","RNY Fair/Presentation (FP)","General RNY Presentation & Fair","Queens","Queens Library at Glen Oaks","256-04 Union Turnpike","150","11004","40.745388","-73.715036","413","23","4177530","4086930010","157902","QN1301"
"Completed (59)","2016-09-28T00:00:00.000","11:00 AM","02:00 PM","RNY Fair (FAIR)","Health and Wellness Fair for Students and Staff","Manhattan","CUNY School of Professional Studies","119 W 31 St","100","10001","40.748238","-73.989952","105","3","1015181","1008070028","101","MN0501"
"Completed (59)","2016-09-28T00:00:00.000","09:30 AM","01:30 PM","RNY Fair (FAIR)","Health and Wellness Senior Expo","Brooklyn","Diana H. Jones Innovative Senior Center","9 Noll Street","200","11206","40.700163","-73.935675","304","34","3387594","3031450100","391","BK0401"
"Completed (59)","2016-09-28T00:00:00.000","01:00 PM","04:00 PM","RNY Fair (FAIR)","Student Opportunities Fair","Manhattan","Urban Assembly School for Emergency Management","411 Pearl St.","400","10038","40.711442","-74.000851","101","1","1001388","1001130100","2901","MN0102"
"Completed (59)","2016-09-28T00:00:00.000","11:30 AM","02:00 PM","RNY Fair (FAIR)","RNY Fair 1211 Avenue of the Americas","Manhattan","1211 Avenue of the Americas","1211 Avenue of the Americas","75","10036","40.758393","-73.981537","105","4","1022678","1010000029","125","MN0502"
"Completed (59)","2016-09-29T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Ready New York Presentation","Brooklyn","Raices Gowanus Senior Center","420 Baltic Street","10","11217","40.683646","-73.988783","306","39","3336072","3004040001","71","BK0601"
"Completed (59)","2016-09-29T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Senior ESOL Presentation","Brooklyn","Wyckoff Gardens Senior Center","280 Wyckoff Street","30","11217","40.683365","-73.983941","306","39","3336056","3003940001","127","BK0601"
"Completed (59)","2016-09-29T00:00:00.000","07:00 PM","09:00 PM","RNY General Presentation (GEN)","Forum: Emergencies Happen. Are You Ready Harlem?","Manhattan","Frederick E Samuel Community Democratic Club","180 W 135 St","20","10030","40.815114","-73.943263","110","9","1058250","1019190053","228","MN1002"
"Completed (59)","2016-09-29T00:00:00.000","06:00 PM","07:30 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Brooklyn","Susan S. McKinney Center","101 Park Ave","50","11205","40.696324","-73.97578","302","35","3057942","3020280001","211","BK0203"
"Completed (59)","2016-09-29T00:00:00.000","05:00 PM","09:30 PM","RNY Fair (FAIR)","One Brooklyn Resource Fair","Brooklyn","Brooklyn Borough Hall","209 Joralemon St.","115","11201","40.692476","-73.990487","302","33","3000256","3001390001","11","BK0202"
"Completed (59)","2016-09-29T00:00:00.000","12:00 PM","03:00 PM","RNY Fair (FAIR)","Barnard Preparedness and Prevention Day Fair","Manhattan","Barnard College","3009 Broadway","200","10027","40.809086","-73.963121","109","7","1082351","1019890001","205","MN0901"
"Completed (59)","2016-09-29T00:00:00.000","10:30 AM","02:30 PM","RNY Fair (FAIR)","Disney/ABC/ESPN Emergency Preparedness Fair","Manhattan","The Walt Disney Company","77 West 66th Street","150","10023","40.773247","-73.980691","107","6","1082810","1011190008","15301","MN0701"
"Completed (59)","2016-09-29T00:00:00.000","06:00 PM","08:00 PM","RNY Fair (FAIR)","National Preparedness Month with Councilman Kallos","Manhattan","Good Shepherd Community Center","543 Main St","150","10044","40.761674","-73.949842","108","5","1083200","1013730001","23803","MN0801"
"Completed (59)","2016-09-30T00:00:00.000","09:00 AM","10:00 AM","RNY General Presentation (GEN)","Ready NY for Staff","Manhattan","La Scuola D' Italia","406 E. 67th Street","50","10065","40.764428","-73.957897","108","5","1081230","1014610001","116","MN0801"
"Completed (59)","2016-09-30T00:00:00.000","08:00 AM","10:00 AM","RNY Fair (FAIR)","Emergency Preparedness Fair at JFK","Queens","Terminal 5 JFK","JFK International Airport","100","11430","40.648321","-73.788281","483","31","4000000","4142600001","716","QN8381"
"Completed (59)","2016-10-01T00:00:00.000","12:00 PM","05:00 PM","RNY Fair (FAIR)","The Health and Wellness Fair","Queens","Bethany Baptist Church","112-06 Sutphin Blvd","50","11435","40.687358","-73.794709","412","28","4258993","4119660001","190","QN1203"
"Completed (59)","2016-10-02T00:00:00.000","01:00 PM","03:00 PM","RNY General Presentation (GEN)","Waterfront Alliance Lecture Series: Ready New York","Queens","Rockaway Waterfront Alliance","58-03 Rockaway Beach Blvd","38","11692","40.592098","-73.78784","414","31","4302052","4159260044","97202","QN1402"
"Completed (59)","2016-10-03T00:00:00.000","10:00 AM","11:00 AM","RNY General Presentation (GEN)","General Ready NY Presentation","Queens","Harmony JVL Innovative Senior Center","27-40 Hoyt Avenue South","50","11102","40.771857","-73.9198","401","22","4537921","4008390001","69","QN0103"
"Completed (59)","2016-10-04T00:00:00.000","10:00 AM","12:00 PM","RNY General Presentation (GEN)","Ready NY Staff Presentation","Bronx","Bronx Independent Living Services","4419 Third Avenue, Suite 2C","20","10457","40.851846","-73.893031","206","15","2011533","2030480046","37504","BX0602"
"Completed (59)","2016-10-04T00:00:00.000","06:00 PM","07:30 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Staten Island","Christian Pentecostal Church","900 Richmond Rd","100","10304","40.60499","-74.092554","502","50","5046375","5031680039","50","SI0201"
"Completed (59)","2016-10-05T00:00:00.000","12:00 PM","01:30 PM","RNY General Presentation (GEN)","General Presentation","Manhattan","New York District Council of Carpenters","395 Hudson Street (5th Floor Training Center)","25","10014","40.729135","-74.007043","102","3","1010382","1006007501","69","MN0203"
"Completed (59)","2016-10-05T00:00:00.000","05:15 PM","06:00 PM","RNY General Presentation (GEN)","NYU Langone Initiative for Women with Disabilties Presentation","Manhattan","NYU Langone","359 Second Ave, 1st Floor","15","10010","40.736429","-73.981983","106","2","1019620","1009017502","64","MN0602"
"Completed (59)","2016-10-05T00:00:00.000","09:00 AM","03:00 PM","RNY Fair (FAIR)","Wagner Public Safety Day","Staten Island","Wagner College","One Campus Road","150",,,,,,,,,
"Completed (59)","2016-10-05T00:00:00.000","07:00 PM","09:00 PM","RNY Fair (FAIR)","HUD Action Plan Amendment Town Hall","Queens","Beach Channel Educational Campus Auditorium","100-00 Beach Channel Drive","100","11694","40.586066","-73.822624","414","32","4303773","4161670099","94201","QN1402"
"Completed (59)","2016-10-06T00:00:00.000","09:00 AM","06:00 PM","RNY Fair (FAIR)","Ready Girl at Comic Con","Manhattan","Javits Center","655 W 34th Street","500","10001","40.756563","-74.003808","104","3","1067973","1006800001","9903","MN0401"
