"provider_id","provider_name","hq_address_1","hq_address_2","hq_borough","hq_city","hq_state","hq_zip","provider_ein","provider_website","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"583","BROOKS SENIOR CENTER",,,,,,,,,,,,,,,,
"584","Queens World Film Initiative, Inc.",,,,,,,,,,,,,,,,
"585","GREENWICH HOUSE INC",,,,,,,,,,,,,,,,
"586","STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC",,,,,,,,,,,,,,,,
"587","CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMM CTR",,,,,,,,,,,,,,,,
"588","NEW YORK CENTER FOR INTERPERSONAL DEVELOPMENT INC","130 Stuyvesant Place","5th Floor","Staten Island","Staten Island","NY","10301","237085239",,"40.642907","-74.076889","501","49","3","5000085","5000080070","West New Brighton-New Brighton-St. George"
"589","EAST HARLEM COUNCIL FOR HUMAN SERVICES INC",,,,,,,,,,,,,,,,
"590","SEBCO DEVELOPMENT INC",,,,,,,,,,,,,,,,
"591","NEW YORK FOUNDATION FOR SENIOR CITIZENS, INC.",,,,,,,,,,,,,,,,
"592","DIASORIN INC",,,,,,,,,,,,,,,,
"593","CENTRAL HARLEM SENIOR CITIZEN'S CENTERS, INC.",,,,,,,,,,,,,,,,
"595","HANDS IN 4 YOUTH INC",,,,,,,,,,,,,,,,
"596","SOUTH BRONX CONCERNED CITIZENS INC",,,,,,,,,,,,,,,,
"597","BROOKLYN PITBULLS YOUTH FOOTBALL INC.",,,,,,,,,,,,,,,,
"598","PARTNERSHIP WITH CHILDREN, INC.",,,,,,,,,,,,,,,,
"599","BANK STREET COLLEGE OF EDUCATION",,,,,,,,,,,,,,,,
"600","BJHI INC",,,,,,,,,,,,,,,,
"601","UNITED SENIOR CITIZENS OF SUNSET PARK INC",,,,,,,,,,,,,,,,
"602","COMMUNITY AGENCY FOR SENIOR CITIZENS INC",,,,,,,,,,,,,,,,
"603","SERIOUS FUN AFTER SCHOOL INC",,,,,,,,,,,,,,,,
"604","SPECIAL PATHOGENS LABORATORY LLC",,,,,,,,,,,,,,,,
"605","EMLab P&K LLC",,,,,,,,,,,,,,,,
"606","DIRECTIONS FOR OUR YOUTH INC",,,,,,,,,,,,,,,,
"607","POLICE ATHLETIC LEAGUE INC",,,,,,,,,,,,,,,,
"608","CORONA CONGREGATIONAL CHURCH",,,,,,,,,,,,,,,,
"609","ASSOCIATION OF BLACK SOCIAL WORKERS",,,,,,,,,,,,,,,,
"610","CARTER BURDEN NETWORK INC",,,,,,,,,,,,,,,,
"611","MANHATTAN YOUTH RECREATION AND RESOURCES INC",,,,,,,,,,,,,,,,
"612","WILLIAM HODSON COMMUNITY CENTER INC",,,,,,,,,,,,,,,,
"613","HOPE OF ISRAEL SENIOR CITIZENS CENTER INC",,,,,,,,,,,,,,,,
"614","IMANI HOUSE, INC.",,,,,,,,,,,,,,,,
"615","THE LOUKOUMI MAKE A DIFFERENCE FOUNDATION INC",,,,,,,,,,,,,,,,
"616","IMMIGRATION EQUALITY","40 Exchange Pl",,"Manhattan","New York","NY","10004",,,"40.705939","-74.010283","101","1","9","1000825","1000250027","Battery Park City-Lower Manhattan"
"617","BANANA KELLY COMMUNITY IMPROVEMENT ASSOCIATION INC",,,,,,,,,,,,,,,,
"618","BROOKLYN LEGAL SERVICES INC","260 Broadway",,"Brooklyn","Brooklyn","NY","11211",,,"40.708935","-73.959386","301","33","525","3059650","3021400021","North Side-South Side"
"619","ELMCOR YOUTH & ADULT ACTIVITIES INC",,,,,,,,,,,,,,,,
"620","SURVEYMONKEY INC",,,,,,,,,,,,,,,,
"621","AMERICAN BROTHERHOOD FOR THE RUSSIAN DISABLED, INC.",,,,,,,,,,,,,,,,
"622","ST NICKS ALLIANCE HOME CARE CORP",,,,,,,,,,,,,,,,
"623","FUTURES AND OPTIONS INC.",,,,,,,,,,,,,,,,
"624","ECLINICALWORKS, LLC",,,,,,,,,,,,,,,,
"625","CONCRETE SAFARIS INC",,,,,,,,,,,,,,,,
"626","BIOPOOL US INC TRINITY BIOTECH DISTRIBUTI",,,,,,,,,,,,,,,,
"627","BRIDGING ACCESS TO CARE INC",,,,,,,,,,,,,,,,
"628","BROOKLYN ON FUN ASSOCIATION USA INC",,,,,,,,,,,,,,,,
"629","DB GRANT ASSOCIATES INC",,,,,,,,,,,,,,,,
"630","THE MARAMONT CORPORATION",,,,,,,,,,,,,,,,
"631","BEDFORD PARK-MULTI-SERVICE CENTER FOR SENIOR CITIZENS INC",,,,,,,,,,,,,,,,
"632","THE PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SER",,,,,,,,,,,,,,,,
"633","SOUTHERN QUEENS PARK ASSOC. INC.",,,,,,,,,,,,,,,,
"634","REACHING ACROSS THE WORLD MINISTRIES INC",,,,,,,,,,,,,,,,
"636","ASCEND LEARNING, INC",,,,,,,,,,,,,,,,
"637","UNITED ACTIVITIES UNLIMITED UAU",,,,,,,,,,,,,,,,
"638","NATIONAL ALLIANCE ON MENTAL ILLNESS OF NEW YORK CITY INC",,,,,,,,,,,,,,,,
"639","Westhab, Inc.",,,,,,,,,,,,,,,,
"640","WOMEN IN NEED, INC.",,,,,,,,,,,,,,,,
"641","ROCKAWAY WATERFRONT ALLIANCE",,,,,,,,,,,,,,,,
"924","BRONXCARE HEALTH SYSTEM",,,,,,,,,,,,,,,,
"643","INFINITY EDUCATIONAL PROGRAMS INC",,,,,,,,,,,,,,,,
"645","BEDFORD STUYVESANT RESTORATION CORP",,,,,,,,,,,,,,,,
"646","COMMUNITY ACCESS INC",,,,,,,,,,,,,,,,
"647","NEIGHBORHOOD INITIATIVES DEVELOPMENT CORPORATION",,,,,,,,,,,,,,,,
"648","NORTH FORK HELICOPTERS LTD",,,,,,,,,,,,,,,,
"649","SCAN-HARBOR INC","345 E 102ND ST, SUITE 301",,"Manhattan","New York","NY","10029","132912963","www.scanny.org","40.787394","-73.942709","111","8","164","1086440","1016747501","East Harlem South"
"650","SCAN NEW YORK VOLUNTEER PARENT AIDES ASSOCIATION INC.",,,,,,,,,,,,,,,,
"651","YOUNG ATHLETES INC",,,,,,,,,,,,,,,,
"652","EL BARRIOS OPERATION FIGHTBACK INC",,,,,,,,,,,,,,,,
"653","SIMPSON STREET DEVELOPMENT ASSOCIATION INC",,,,,,,,,,,,,,,,
"654","ROADS TO SUCCESS INC",,,,,,,,,,,,,,,,
"655","Girls Incorporated of New York City",,,,,,,,,,,,,,,,
"656","NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS (NYS) INC",,,,,,,,,,,,,,,,
"657","THE YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF THE CITY OF NY",,,,,,,,,,,,,,,,
"658","CABS HOME ATTENDANTS SERVICE, INC.",,,,,,,,,,,,,,,,
"659","DAY ONE NEW YORK INC.","PO Box 3220 Church Street Station","Church Street Station","Manhattan","New York","NY","10008","06-1103000","www.dayoneny.org",,,,,,,,
"660","ST JOHNS COMMUNITY HDFC",,,,,,,,,,,,,,,,
"661","NEW YORK CITY MISSION SOCIETY",,,,,,,,,,,,,,,,
"662","COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICIANS INC",,,,,,,,,,,,,,,,
"663","COMMUNITY LEAGUE OF THE HEIGHTS, INC.",,,,,,,,,,,,,,,,
"664","SOUTH ASIAN YOUTH ACTION SAYA INC","54-05 SEABURY STREET",,"Queens","Elmhurst","NY","11373","133943630","www.saya.org","40.735303","-73.877474","404","25","475","4064688","4028520006","Elmhurst"
"665","TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK",,,,,,,,,,,,,,,,
"666","HAITIAN AMERICANS UNITED FOR PROGRESS INC",,,,,,,,,,,,,,,,
"667","BUSHWICK STUYVESANT HEIGHTS HOME ATTENDANTS INC",,,,,,,,,,,,,,,,
"668","THE STELLA ORTON HOME CARE AGENCY INC","3155 Amboy Road",,"Staten Island","Staten Island","NY","10306","133137595",,"40.564389","-74.131879","503","51","14606","5107641","5044720001","Great Kills"
"669","CITYMEALS-ON-WHEELS",,,,,,,,,,,,,,,,
"670","BROOKLYN COMMUNITY HOUSING & SERVICES,INC.",,,,,,,,,,,,,,,,
"671","RESEARCH FOUNDATION FOR MENTAL HYGIENE, INC.",,,,,,,,,,,,,,,,
"672","QUEENS LEGAL SERVICES CORPORATION","8900 Sutphin Boulevard",,"Queens","Jamaica","NY","11435",,,"40.703702","-73.808746","412","24","240","4206748","4096760007","Jamaica"
"673","SHELTERING ARMS CHILDREN AND FAMILY SERVICES INC","25 Broadway - 18th Fl.",,"Manhattan","New York","NY","10004","133709095","www.shelteringarmsny.org",,,,,,,,
"674","SCHOOL SETTLEMENT HOME ATTENDANT SERVICE CORP","357 Manhattan Ave",,"Brooklyn","Brooklyn","NY","11211","112578076",,"40.716381","-73.946409","301","34","501","3068417","3027480021","East Williamsburg"
"675","NEW YORK JUNIOR TENNIS LEAGUE INC",,,,,,,,,,,,,,,,
"676","UPPER MANHATTAN MENTAL HEALTH CENTER, INC.",,,,,,,,,,,,,,,,
"677","BOYS AND GIRLS HARBOR INC",,,,,,,,,,,,,,,,
"678","HOMES FOR THE HOMELESS INC",,,,,,,,,,,,,,,,
"679","FOUNTAIN HOUSE, INC.",,,,,,,,,,,,,,,,
"680","HARLEM UNITED COMMUNITY AIDS CENTER, INC.",,,,,,,,,,,,,,,,
"681","COLORED GIRLS HUSTLE LLC",,,,,,,,,,,,,,,,
"682","BALTIC STREET AEH, INC",,,,,,,,,,,,,,,,
"683","GOODWILL INDUSTRIES OF GREATER NY & NORTHERN NEW JERSEY INC",,,,,,,,,,,,,,,,
"684","RISING GROUND INC","463 HAWTHORNE AVE",,"Not in NYC","YONKERS","NY","10705","13-1860451","www.RisingGround.org",,,,,,,,
"685","COUNTY OF ROCKLAND",,,,,,,,,,,,,,,,
"686","COMMUNITY HOUSE HOUSING DEVELOPMENT FUND COMPANY INC",,,,,,,,,,,,,,,,
"687","BIRCH FAMILY SERVICES INC.",,,,,,,,,,,,,,,,
"689","VISITING NURSE SERVICE OF NEW YORK HOMECARE II",,,,,,,,,,,,,,,,
"690","QUEENS BOROUGH PUBLIC LIBRARY",,,,,,,,,,,,,,,,
"691","WELLLIFE NETWORK INC.",,,,,,,,,,,,,,,,
"692","GEEL COMMUNITY SERVICES INC",,,,,,,,,,,,,,,,
"693","RENAISSANCE CHARTER SCHOOL",,,,,,,,,,,,,,,,
"694","YESHIVATH KEHILATH YAKOV, INC.",,,,,,,,,,,,,,,,
"695","DREAMYARD PROJECT INC",,,,,,,,,,,,,,,,
"696","NORTH BROOKLYN DEVELOPMENT CORPORATION",,,,,,,,,,,,,,,,
"697","THE DOE FUND INC",,,,,,,,,,,,,,,,
"698","THE JERICHO PROJECT",,,,,,,,,,,,,,,,
"699","CECIL HOUSING DEVELOPMENT FUND",,,,,,,,,,,,,,,,
"700","MUHLENBERG COMMUNITY HOUSING DEVELOPMENT FUND CORPORATION",,,,,,,,,,,,,,,,
"701","SINERGIA INCORPORATED",,,,,,,,,,,,,,,,
"702","COMMUNITY ASSISTANCE RESOURCES & EXTENDED SERVICES INC",,,,,,,,,,,,,,,,
"703","CHILDREN OF PROMISE NYC",,,,,,,,,,,,,,,,
"704","CARDINAL MCCLOSKEY SCHOOL & HOME FOR CHILDREN",,,,,,,,,,,,,,,,
"705","URBAN PATHWAYS INC",,,,,,,,,,,,,,,,
"706","PROVIDENCE HOUSE INC.",,,,,,,,,,,,,,,,
"707","BANDUJO ADVERTISING AND DESIGN, INC",,,,,,,,,,,,,,,,
"708","RED HOOK INITIATIVE INC","767 Hicks St",,"Brooklyn","Brooklyn","NY","11231","203904662","www.rhicenter.org","40.676803","-74.004705","306","38","59","3393808","3005350001","Carroll Gardens-Columbia Street-Red Hook"
"709","POSTGRADUATE CENTER FOR MENTAL HEALTH",,,,,,,,,,,,,,,,
"710","THE EPILEPSY INSTITUTE",,,,,,,,,,,,,,,,
"711","VISIONS/SERVICES FOR THE BLIND AND VISUALLY IMPAIRED",,,,,,,,,,,,,,,,
"712","WEST HARLEM GROUP ASSISTANCE INC",,,,,,,,,,,,,,,,
"713","VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES INC",,,,,,,,,,,,,,,,
"714","PUBLIC PREP CHARTER SCHOOL ACADEMIES",,,,,,,,,,,,,,,,
"715","MORNINGSIDE CTR FOR TEACHING SOCIAL RESPONSIBILITY INC",,,,,,,,,,,,,,,,
"716","1199 SEIU EMPLOYER CHILD CARE CORPORATION",,,,,,,,,,,,,,,,
"717","ROCKAWAY DEVELOPMENT REVITALIZATION CORP","1920 MOTT AVE 2ND FL",,"Queens","Far Rockaway","NY","11691","112575794","www.rdrc.org","40.603898","-73.752247","414","31","103202","4457760","4155590012","Far Rockaway-Bayswater"
"718","PIBLY RESIDENTIAL PROGRAMS, INC.",,,,,,,,,,,,,,,,
"719","BERKSHIRE FARM CENTER & SERVICES FOR YOUTH",,,,,,,,,,,,,,,,
"720","LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK INC",,,,,,,,,,,,,,,,
"721","THE CENTER FOR ARCHITECTURE INC",,,,,,,,,,,,,,,,
"722","MADISON SQUARE BOYS & GIRLS CLUB INC",,,,,,,,,,,,,,,,
"723","EXPANDED SCHOOLS INC",,,,,,,,,,,,,,,,
"724","LEXINGTON CENTER FOR MENTAL HEALTH SERVICES INC",,,,,,,,,,,,,,,,
"725","ST FRANCIS FRIENDS OF THE POOR INC",,,,,,,,,,,,,,,,
"726","THE MOMENTUM PROJECT INC",,,,,,,,,,,,,,,,
"727","AIDS CENTER OF QUEENS COUNTY INC ADVOCACY CENTER OF QUEENS",,,,,,,,,,,,,,,,
"728","RICHMOND MEDICAL CENTER",,,,,,,,,,,,,,,,
"729","CASITA MARIA INC",,,,,,,,,,,,,,,,
"730","SERVICES FOR THE UNDERSERVED INC",,,,,,,,,,,,,,,,
"731","PRAXIS HOUSING INITIATIVES INC",,,,,,,,,,,,,,,,
"732","MEALS ON WHEELS OF STATEN ISLAND INC",,,,,,,,,,,,,,,,
"733","BEAM CENTER INC",,,,,,,,,,,,,,,,
"735","UNIQUE PEOPLE SERVICES INC.",,,,,,,,,,,,,,,,
"736","WELFARE RESEARCH, INC",,,,,,,,,,,,,,,,
"737","UNITED CEREBRAL PALSY OF NEW YORK CITY INC",,,,,,,,,,,,,,,,
"738","ISABELLA GERIATRIC CENTER INC.",,,,,,,,,,,,,,,,
"739","HEBREW EDUCATIONAL SOCIETY OF BROOKLYN",,,,,,,,,,,,,,,,
"740","LOWER EASTSIDE SERVICE CENTER INC",,,,,,,,,,,,,,,,
"741","ST. JOSEPH'S HOSPITAL",,,,,,,,,,,,,,,,
"742","BREAKING GROUND HOUSING DEVELOPMENT FUND CORPORATION",,,,,,,,,,,,,,,,
"743","ST LUKE'S-ROOSEVELT HOSPITAL CENTER",,,,,,,,,,,,,,,,
"744","COMMUNITY RESOURCE EXCHANGE INC",,,,,,,,,,,,,,,,
"745","PEERPLACE NETWORKS LLC",,,,,,,,,,,,,,,,
"746","SINGLE PARENT RESOURCE CENTER INC",,,,,,,,,,,,,,,,
"748","RECREATION ROOMS AND SETTLEMENT INC",,,,,,,,,,,,,,,,
"749","A.F. PAREDES & CO.",,,,,,,,,,,,,,,,
"750","XINCON HOME-HEALTHCARE SERVICES INC.",,,,,,,,,,,,,,,,
"751","HOUR CHILDREN, INC",,,,,,,,,,,,,,,,
"753","UNIVERSITY BEHAVIORAL ASSOCIATES,INC.",,,,,,,,,,,,,,,,
"754","NEW YORK AND PRESBYTERIAN HOSPITAL",,,,,,,,,,,,,,,,
"755","RESEARCH TRIANGLE INSTITUTE",,,,,,,,,,,,,,,,
"756","PADILLA & COMPANY LLP",,,,,,,,,,,,,,,,
"757","CENTERLIGHT HEALTH SYSTEM INC",,,,,,,,,,,,,,,,
"759","WESTCHESTER COUNTY",,,,,,,,,,,,,,,,
"761","CHINESE-AMERICAN PLANNING COUNCIL HOME ATTENDANT PROGRAM INC","1 York St.","2 Floor","Manhattan","New York","NY","10013","133203211",,"40.721085","-74.005754","101","1","33","1002736","1002127503","SoHo-TriBeCa-Civic Center-Little Italy"
"762","ARBOR E&T LLC","9901 Linn Station Road",,"Bronx","Louisville","KY","40223",,"https://www.rescare.com/",,,,,,,,
"763","POMONOK HOME SERVICES INC","61-34 188 St","Suite 219","Queens","Fresh Meadows","NY","11365","112694987",,"40.739732","-73.786165","408","23","1347","4439481","4070750001","Fresh Meadows-Utopia"
"765","HARLEM RBI INCORPORATED",,,,,,,,,,,,,,,,
"766","CAMBA LEGAL SERVICES","1720 Church Avenue",,"Brooklyn","Brooklyn","NY","11226",,,"40.649339","-73.963307","314","40","512","3341487","3050970085","Flatbush"
"767","CORE SERVICES GROUP, INC.",,,,,,,,,,,,,,,,
"768","NEIGHBORHOOD ASSOCIATION FOR INTER-CULTURAL AFFAIRS INC","1075 Grand Concourse",,"Bronx","Bronx","NY","10452",,,"40.831448","-73.920162","204","16","195","2002889","2024720011","West Concourse"
"769","THE PARTNERSHIP FOR THE HOMELESS INC",,,,,,,,,,,,,,,,
"770","CLINTON HOUSING DEVELOPMENT COMPANY INC",,,,,,,,,,,,,,,,
"771","MAXIMUS HUMAN SERVICES, INC.",,,,,,,,,,,,,,,,
"772","Brienzas Educare",,,,,,,,,,,,,,,,
"773","THE BRONX DEFENDERS","360 East 161st Street",,"Bronx","Bronx","NY","10451",,,"40.824456","-73.914732","203","17","141","2116642","2024077501","Morrisania-Melrose"
"774","HOME CARE SERV FOR INDEPENDENT LIVING INC.","2044 Ocean Ave","Suite B4","Brooklyn","Brooklyn","NY","11230","112516716",,"40.612086","-73.953826","314","48","546","3182045","3067660036","Midwood"
"775","Voces Latinas Corp.",,,,,,,,,,,,,,,,
"776","ALI FORNEY CENTER",,,,,,,,,,,,,,,,
"777","SAUTI YETU CENTER FOR AFRICAN WOMEN INC",,,,,,,,,,,,,,,,
"778","STRIVE INTERNATIONAL INC",,,,,,,,,,,,,,,,
"856","FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC",,,,,,,,,,,,,,,,
"779","WHITE GLOVE COMMUNITY CARE INC","89 Bartlett St",,"Brooklyn","Brooklyn","NY","11206","113270257",,"40.702105","-73.944975","301","33","507","3424167","3022707501","Bedford"
"780","SOUTHEAST BRONX NEIGHBORHOOD CENTERS INC",,,,,,,,,,,,,,,,
"781","PLANNED PARENTHOOD OF NYC INC",,,,,,,,,,,,,,,,
"782","PUBLIC HEALTH SOLUTIONS",,,,,,,,,,,,,,,,
"783","CENTER FOR EMPLOYMENT OPPORTUNITIES INC","50 Broadway","Suite 1604","Manhattan","New York","NY","10004","133843322","http://www.ceoworks.org","40.706449","-74.012761","101","1","9","1000813","1000220024","Battery Park City-Lower Manhattan"
"784","THE HOPE PROGRAM INC",,,,,,,,,,,,,,,,
"785","ODYSSEY HOUSE INC",,,,,,,,,,,,,,,,
"786","WEST SIDE FEDERATION FOR SR & SUPPORTIVE HOUSING INC",,,,,,,,,,,,,,,,
"787","RAJ SOMAS",,,,,,,,,,,,,,,,
"788","THE ARTS CONNECTION INC",,,,,,,,,,,,,,,,
"789","ST. MARY'S HDFC",,,,,,,,,,,,,,,,
"790","THE SECOND HENRY STREET HDFC",,,,,,,,,,,,,,,,
"791","ENSIGN ENGINEERING PC",,,,,,,,,,,,,,,,
"792","HAMASPIK OF ROCKLAND COUNTY INC",,,,,,,,,,,,,,,,
"793","NEW VENTURES CHARTER SCHOOL",,,,,,,,,,,,,,,,
"794","ARGUS COMMUNITY INC",,,,,,,,,,,,,,,,
"795","WEST BRONX HOUSING AND NEIGHBORHOOD RESOURCE CENTER INC",,,,,,,,,,,,,,,,
"796","NEW YORK UNIVERSITY",,,,,,,,,,,,,,,,
"797","African Refuge Inc",,,,,,,,,,,,,,,,
"798","QED INC",,,,,,,,,,,,,,,,
"799","HARLEM COMMONWEALTH COUNCIL INC.","361 West 125th Street",,"Manhattan","New York","NY","10027","136271908","https://harlemcommonwealth.org","40.810952","-73.953005","109","9","20901","1059308","1019520009","Morningside Heights"
"800","GEN-PROBE SALES & SERVICE INC",,,,,,,,,,,,,,,,
"801","BEER HAGOLAH INSTITUTES INC",,,,,,,,,,,,,,,,
"802","COMPULINK TECHNOLOGIES INC",,,,,,,,,,,,,,,,
"803","IMMIGRANT SOCIAL SERVICES INC",,,,,,,,,,,,,,,,
"804","PKA TECHNOLOGIES, INC",,,,,,,,,,,,,,,,
"805","WEST 28TH STREET CORP",,,,,,,,,,,,,,,,
"806","BREAKING GROUND II HOUSING DEVELOPMENT FUND CORPORATION",,,,,,,,,,,,,,,,
"807","INNOVATIVE CUSTOMER SOLUTIONS",,,,,,,,,,,,,,,,
"808","GEEL COMMUNITY UNION AVENUE HDFC",,,,,,,,,,,,,,,,
"809","WOODSTOCK HDFC FOR SENIOR CITIZENS",,,,,,,,,,,,,,,,
"810","URBAN STRATEGIES INC",,,,,,,,,,,,,,,,
"811","CONSCIENTIOUS MUSICAL REVUES",,,,,,,,,,,,,,,,
"812","EAST HARLEM TUTORIAL PROGRAM INC",,,,,,,,,,,,,,,,
"813","ACCENTCARE OF NEW YORK INC","27 Main St.",,"Not in NYC","Yorker","NY","10701","731628974",,,,,,,,,
"814","Bridge Builders Community Partnership, Inc.",,,,,,,,,,,,,,,,
"815","MEDCO CONSULTANTS, INC",,,,,,,,,,,,,,,,
"816","Hunts Point Alliance for Children",,,,,,,,,,,,,,,,
"818","BROOKLYN CHILDRENS MUSEUM CORP",,,,,,,,,,,,,,,,
"819","FORDHAM BEDFORD COMMUNITY SERVICES, INC.",,,,,,,,,,,,,,,,
"820","THERACARE NURSES REGISTRY LLC",,,,,,,,,,,,,,,,
"821","LONG ISLAND JEWISH MEDICAL CENTER",,,,,,,,,,,,,,,,
"822","THE MOUNT SINAI HOSPITAL",,,,,,,,,,,,,,,,
"823","P2L PATHWAYS TO LEADERSHIP INC.",,,,,,,,,,,,,,,,
"824","HARLEM CHILDRENS ZONE INC",,,,,,,,,,,,,,,,
"826","WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY",,,,,,,,,,,,,,,,
"827","YMS MANAGEMENT ASSOCIATES INC",,,,,,,,,,,,,,,,
"828","ECUMENICAL COMMUNITY DEVELOPMENT ORGANIZATION",,,,,,,,,,,,,,,,
"829","BROOKLYN PROSPECT CHARTER SCHOOL",,,,,,,,,,,,,,,,
"830","SHOREFRONT JEWISH COMMUNITY COUNCIL INC",,,,,,,,,,,,,,,,
"831","DIVAS FOR SOCIAL JUSTICE INC.",,,,,,,,,,,,,,,,
"833","Apex for Youth Inc",,,,,,,,,,,,,,,,
"834","LITERACY ASSISTANCE CENTER",,,,,,,,,,,,,,,,
"835","OLDER ADULTS TECHNOLOGY SERVICES INC",,,,,,,,,,,,,,,,
"837","After-School All-Stars",,,,,,,,,,,,,,,,
"838","GIRLS EDUCATIONAL & MENTORING SERVICES",,,,,,,,,,,,,,,,
"839","CENTRAL BROOKLYN ECONOMIC DEVELOPMENT CORP",,,,,,,,,,,,,,,,
"840","CLAREMONT NEIGHBORHOOD CENTERS INC",,,,,,,,,,,,,,,,
"841","COUNCIL OF PEOPLES ORGANIZATION INC",,,,,,,,,,,,,,,,
"843","JEWISH COMMUNITY COUNCIL OF CANARSIE",,,,,,,,,,,,,,,,
"844","EPISCOPAL HEALTH SERVICES INC",,,,,,,,,,,,,,,,
"845","MCCLANAHAN ASSOCIATES INC",,,,,,,,,,,,,,,,
"846","JOHN SNOW,INC",,,,,,,,,,,,,,,,
"847","THE COMMITTEE FOR HISPANIC CHILDREN AND FAMILIES INC",,,,,,,,,,,,,,,,
"848","AL-MADINAH SCHOOL INC.",,,,,,,,,,,,,,,,
"849","InnovateEDU Inc.",,,,,,,,,,,,,,,,
"851","COMMUNITY PARTNERSHIP CHARTER SCHOOL EDUCATION CORPORATION",,,,,,,,,,,,,,,,
"852","IMEINU INC",,,,,,,,,,,,,,,,
"853","MORRIS HGTS HLTH CTR",,,,,,,,,,,,,,,,
"854","COUNSELING IN SCHOOLS INC",,,,,,,,,,,,,,,,
"855","THE B.E.L.L. FOUNDATION, INC.",,,,,,,,,,,,,,,,
"857","NY TIBETAN SERVICE CENTER, INC.",,,,,,,,,,,,,,,,
"858","CENTERS FOR DISEASE CONTROL",,,,,,,,,,,,,,,,
"859","BLACK SPECTRUM THEATER COMPANY INC",,,,,,,,,,,,,,,,
"860","CROWN HEIGHTS JEWISH COMMUNITY COUNCIL INC",,,,,,,,,,,,,,,,
"861","THE NOEL POINTER FOUNDATION INC.",,,,,,,,,,,,,,,,
"862","Together We Are",,,,,,,,,,,,,,,,
"863","HOUSING AND FAMILY SERVICES OF GREATER NEW YORK INC",,,,,,,,,,,,,,,,
"864","THE YOUNG WOMENS CHRISTIAN ASSOCIATION OF THE CITY OF NEW YO",,,,,,,,,,,,,,,,
"865","HUMAN SERVICES COUNCIL OF NEW YORK",,,,,,,,,,,,,,,,
"866","MARTIN DE PORRES GROUP HOMES",,,,,,,,,,,,,,,,
"867","PURELEMENTS AN EVOLUTION IN DANCE INC",,,,,,,,,,,,,,,,
"868","SI BEHAVIORAL NETWORK INC",,,,,,,,,,,,,,,,
"869","COMMON GROUND MANAGEMENT CORP",,,,,,,,,,,,,,,,
"870","TEAM FIRST INC.",,,,,,,,,,,,,,,,
"871","WESTON UNITED COMMUNITY RENEWAL INC.",,,,,,,,,,,,,,,,
"872","PALLADIA, INC.","305 Seventh Avenue",,"Manhattan","New York","NY","10001","23-7089380","www.sus.org","40.746817","-73.993655","105","3","95","1015060","1008037502","Midtown-Midtown South"
"873","ART START INC",,,,,,,,,,,,,,,,
"874","KINGS BAY YM -YWHA INC",,,,,,,,,,,,,,,,
"875","MENTAL HEALTH PROVIDERS OF WESTERN QUEENS INC",,,,,,,,,,,,,,,,
"876","BETH ISRAEL MEDICAL CENTER",,,,,,,,,,,,,,,,
"877","HISPANIC AIDS FORUM, INC.",,,,,,,,,,,,,,,,
"878","WEST END RESIDENCES HDFC, INC.",,,,,,,,,,,,,,,,
"879","VIOLENCE INTERVENTION PROGRAM INC","P.O. Box 1161",,"Bronx","New York","NY","10035","13-3540337","www.vipmujeres.org",,,,,,,,
"880","KIPP ACADEMY CHARTER SCHOOL",,,,,,,,,,,,,,,,
"881","ST DOMINICS FAMILY SERVICES",,,,,,,,,,,,,,,,
"882","AMETHYST HOUSE INC.",,,,,,,,,,,,,,,,
"883","FUND FOR PUBLIC HEALTH IN NEW YORK INC",,,,,,,,,,,,,,,,
"884","BARRIER FREE LIVING INC","637 EAST 138 STREET","Basement","Bronx","Bronx","NY","10454","13-3059155","www.bflnyc.org","40.805828","-73.915128","201","8","2702","2119743","2025510040","Mott Haven-Port Morris"
"885","FEDCAP REHABILITATION SERVICES INC","633 Third Ave, 6th Fl",,,"New York","NY","10017","135645879","www.fedcap.org",,,,,,,,
"886","XPOSURE FOUNDATION INC.",,,,,,,,,,,,,,,,
"887","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",,,,,,,,,,,,,,,,
"888","82ND STREET ACADEMICS",,,,,,,,,,,,,,,,
"889","CENTRAL QUEENS YM & YWHA INC",,,,,,,,,,,,,,,,
"890","PLAY STUDY WIN INC.",,,,,,,,,,,,,,,,
"891","ADDY SYSTEMS LLC",,,,,,,,,,,,,,,,
"892","CITY YEAR INC",,,,,,,,,,,,,,,,
"893","NEW YORK COUNTY HEALTH SERVICES REVIEW ORGANIZATIONS INC","199 Water St","27 Floor","Manhattan","New York","NY","10038","237379635",,"40.70727","-74.004314","101","1","1502","1001162","1000747501","Battery Park City-Lower Manhattan"
