"dbn","location","location_type","total_gc_sw","total_gc","full_time","part_time","bilingual","serving_more_than_one_location","atr","_2014_enrollment_pk_12","ratio_gc_sw","ratio_gc_only"
"09X055","09X055 - P.S. 055 BENJAMIN FRANKLIN","ELEMENTARY","3","2","2",,"1",,,"720","240","360"
"09X058","09X058 - P.S. 058","ELEMENTARY","3","2","2",,"1",,,"488","163","244"
"09X063","09X063 - P.S. 063 AUTHOR'S ACADEMY","ELEMENTARY","3","2","2",,"1",,,"599","200","300"
"09X064","09X064 - P.S. 064 PURA BELPRE","ELEMENTARY","2.2","1.2","1","0.2",,"0.2",,"285","95","143"
"09X070","09X070 - P.S. 070 MAX SCHOENFELD","ELEMENTARY","4","3","3",,,,,"1332","333","444"
"09X073","09X073 - P.S. 073 BRONX","ELEMENTARY","4","2","2",,,,,"827","207","414"
"09X088","09X088 - P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"205","205","205"
"09X109","09X109 - P.S. 109 SEDGWICK","ELEMENTARY","2","1","1",,,,,"812","406","812"
"09X110","09X110 - P.S. 110 THEODORE SCHOENFELD","ELEMENTARY","3","2","2",,,,,"481","161","241"
"09X114","09X114 - P.S. X114 - LUIS LLORENS TORRES SCHOOLS","ELEMENTARY","3","3","3",,,,,"833","278","278"
"09X117","09X117 - I.S. 117 JOSEPH H. WADE","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"618","206","309"
"09X126","09X126 - P.S. 126 DR MARJORIE H DUNBAR","ELEMENTARY","4","3","3",,,,,"723","181","241"
"09X128","09X128 - MOTT HALL III","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"359","359","359"
"09X132","09X132 - P.S. 132 GARRET A. MORGAN","ELEMENTARY","2","1","1",,,,,"487","244","487"
"09X145","09X145 - J.H.S. 145 ARTURO TOSCANINI","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"368","184","368"
"09X163","09X163 - P.S. 163 ARTHUR A. SCHOMBURG","ELEMENTARY","2","2","2",,"1",,,"566","283","283"
"09X170","09X170 - P.S. 170","EARLY CHILDHOOD","0","0",,,,,,"275",,
"09X199","09X199 - P.S. 199X - THE SHAKESPEARE SCHOOL","ELEMENTARY","2","2","2",,,,,"798","399","399"
"09X204","09X204 - P.S. 204 MORRIS HEIGHTS","ELEMENTARY","1","1","1",,,,,"591","591","591"
"09X215","09X215 - KAPPA","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"299","299","299"
"09X218","09X218 - P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE","K-8","2","2","2",,"1",,,"960","480","480"
"09X219","09X219 - I.S. 219 NEW VENTURE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","1","1",,,,,"326","109","326"
"09X227","09X227 - BRONX COLLEGIATE ACADEMY","HIGH SCHOOL","3","3","3",,"1",,"1","382","96","96"
"09X229","09X229 - I.S. 229 ROLAND PATTERSON","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","2","2",,,,,"248","62","124"
"09X230","09X230 - P.S. 230 DR ROLAND N. PATTERSON","ELEMENTARY","1","1","1",,,,,"156","156","156"
"09X231","09X231 - EAGLE ACADEMY FOR YOUNG MEN","SECONDARY SCHOOL","3","2","2",,,,"1","608","152","203"
"09X232","09X232 - I.S. 232","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"549","275","275"
"09X236","09X236 - P.S. 236 LANGSTON HUGHES","ELEMENTARY","1","0",,,,,,"388","388",
"09X241","09X241 - URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE","SECONDARY SCHOOL","2","2","2",,,,,"619","310","310"
"09X250","09X250 - EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA","SECONDARY SCHOOL","3","3","3",,"2",,,"449","150","150"
"09X252","09X252 - MOTT HALL BRONX HIGH SCHOOL","HIGH SCHOOL","2","0",,,,,,"402","201",
"09X260","09X260 - BRONX CENTER FOR SCIENCE AND MATHEMATICS","HIGH SCHOOL","2","2","2",,"1",,,"457","229","229"
"09X263","09X263 - VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEAR","HIGH SCHOOL","2","1","1",,,,,"375","188","375"
"09X274","09X274 - THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE","ELEMENTARY","1","1","1",,,,,"506","506","506"
"09X276","09X276 - LEADERSHIP INSTITUTE","HIGH SCHOOL","1","1","1",,,,"1","207","104","104"
"09X294","09X294 - THE WALTON AVENUE SCHOOL","ELEMENTARY","0","0",,,,,,"338",,
"09X297","09X297 - MORRIS ACADEMY FOR COLLABORATIVE STUDIES","HIGH SCHOOL","2","2","2",,,,,"471","236","236"
"09X303","09X303 - I.S. X303 LEADERSHIP & COMMUNITY SERVICE","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"287","287",
"09X311","09X311 - LUCERO ELEMENTARY SCHOOL","ELEMENTARY","0","0",,,,,,"234",,
"09X313","09X313 - I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"348","174","348"
"09X323","09X323 - BRONX WRITING ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"460","154","230"
"09X324","09X324 - BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"503","168","252"
"09X325","09X325 - URBAN SCIENCE ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"331","166","331"
"09X327","09X327 - COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.6","0.6",,"0.6",,"0.6",,"628","314","628"
"09X328","09X328 - NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"176","176","176"
"09X329","09X329 - DREAMYARD PREPARATORY SCHOOL","HIGH SCHOOL","3","2","2",,,,,"336","112","168"
"09X339","09X339 - I.S. 339","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","3","3",,,,,"555","185","185"
"09X350","09X350 - NEW DIRECTIONS SECONDARY SCHOOL","SECONDARY SCHOOL","1","1","1",,,,,"149","149","149"
"09X361","09X361 - THE HIGHBRIDGE GREEN SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.8","1.8","1","0.8",,,,"269","135","135"
"09X365","09X365 - ACADEMY FOR LANGUAGE AND TECHNOLOGY","HIGH SCHOOL","2","2","2",,"1",,,"322","161","161"
"09X403","09X403 - BRONX INTERNATIONAL HIGH SCHOOL","HIGH SCHOOL","3","1","1",,,,,"409","137","409"
"09X404","09X404 - SCHOOL FOR EXCELLENCE","HIGH SCHOOL","4","3","3",,,,,"421","106","141"
"09X412","09X412 - BRONX HIGH SCHOOL OF BUSINESS","HIGH SCHOOL","4","2","2",,,,,"339","85","170"
"09X413","09X413 - BRONX HIGH SCHOOL FOR MEDICAL SCIENCE","SECONDARY SCHOOL","4","3","3",,,,,"472","118","158"
"09X414","09X414 - JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICA","HIGH SCHOOL","3","3","3",,"1",,,"160","54","54"
"09X443","09X443 - THE FAMILY SCHOOL","ELEMENTARY","2","1","1",,,,,"525","263","525"
"09X449","09X449 - GRANT AVENUE ELEMENTARY SCHOOL","EARLY CHILDHOOD","1","1","1",,,,,"477","477","477"
"09X454","09X454 - SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"445","445",
"09X457","09X457 - SHERIDAN ACADEMY FOR YOUNG LEADERS","EARLY CHILDHOOD","2","0",,,,,,"597","299",
"09X505","09X505 - BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE","SECONDARY SCHOOL","4.6","3","3",,,,,"778","156","260"
"09X517","09X517 - FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL","SECONDARY SCHOOL","2.4","1.4","1","0.4",,,,"427","143","214"
"09X525","09X525 - BRONX LEADERSHIP ACADEMY HIGH SCHOOL","HIGH SCHOOL","4","4","4",,"1",,,"686","172","172"
"09X543","09X543 - HIGH SCHOOL FOR VIOLIN AND DANCE","HIGH SCHOOL","2","2","2",,"1",,,"384","192","192"
"09X555","09X555 - MOUNT EDEN CHILDREN'S ACADEMY","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"272","272","272"
"09X564","09X564 - CLAREMONT INTERNATIONAL HS","HIGH SCHOOL","3","1","1",,,,,"257","86","257"
"09X568","09X568 - YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.2","0",,,,,,"252","252",
"10X003","10X003 - P.S. 3 RAUL JULIA MICRO SOCIETY","K-8","1","1","1",,,,,"337","337","337"
"10X007","10X007 - MILTON FEIN SCHOOL","ELEMENTARY","2","1","1",,,,,"728","364","728"
"10X008","10X008 - P.S. 008 ISSAC VARIAN","ELEMENTARY","4","3","3",,"1",,,"1129","283","377"
"10X009","10X009 - P.S. 9 RYER AVENUE ELEMENTARY SCHOOL","ELEMENTARY","3","1","1",,,,,"867","289","867"
"10X015","10X015 - P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING","K-8","2","1","1",,,,,"523","262","523"
"10X020","10X020 - PS/MS 20 P.O.GEORGE J. WERDANN, III","K-8","3","1","1",,,,,"1110","370","1110"
"10X023","10X023 - P.S. 023 THE NEW CHILDREN'S SCHOOL","EARLY CHILDHOOD","2","2","2",,,,,"568","284","284"
"10X024","10X024 - P.S. 024 SPUYTEN DUYVIL","ELEMENTARY","3","1","1",,,,,"977","326","977"
"10X032","10X032 - P.S. 032 BELMONT","ELEMENTARY","5","1","1",,,,,"831","167","831"
"10X033","10X033 - P.S. 033 TIMOTHY DWIGHT","ELEMENTARY","3","2","2",,,,,"1061","354","531"
"10X037","10X037 - P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL","K-8","1","1","1",,,,,"648","648","648"
"10X045","10X045 - THOMAS C. GIORDANO MIDDLE SCHOOL 45","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"716","358","716"
"10X046","10X046 - P.S. 046 EDGAR ALLAN POE","ELEMENTARY","6","4","4",,"1",,,"1252","209","313"
"10X051","10X051 - P.S. 051 BRONX NEW SCHOOL","ELEMENTARY","0.2","0",,,,,,"263","263",
"10X054","10X054 - P.S. / I.S. 54","ELEMENTARY","4","1","1",,,,,"486","122","486"
"10X056","10X056 - P.S. 056 NORWOOD HEIGHTS","ELEMENTARY","1.5","0.5",,"0.5",,,,"663","332","663"
"10X059","10X059 - P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY","ELEMENTARY","2","1","1",,,,,"603","302","603"
"10X077","10X077 - BEDFORD PARK ELEMENTARY SCHOOL","ELEMENTARY","1","1","1",,"1",,,"111","111","111"
"10X080","10X080 - J.H.S. 080 THE MOSHOLU PARKWAY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"656","219","328"
"10X081","10X081 - P.S. 081 ROBERT J. CHRISTEN","ELEMENTARY","2","1","1",,,,,"678","339","678"
"10X085","10X085 - P.S. 085 GREAT EXPECTATIONS","ELEMENTARY","4","1","1",,,,,"983","246","983"
"10X086","10X086 - P.S. 086 KINGSBRIDGE HEIGHTS","ELEMENTARY","6","2","2",,,,,"1700","284","850"
"10X091","10X091 - P.S. 091 BRONX","ELEMENTARY","3","2","2",,,,,"742","248","371"
"10X094","10X094 - P.S. 094 KINGS COLLEGE SCHOOL","ELEMENTARY","4","3","3",,"2",,,"1239","310","413"
"10X095","10X095 - P.S. 095 SHEILA MENCHER","K-8","5","3","3",,,,,"1301","261","434"
"10X118","10X118 - J.H.S. 118 WILLIAM W. NILES","JUNIOR HIGH-INTERMEDIATE-MIDDLE","6","3","3",,,,,"1194","199","398"
"10X141","10X141 - RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H","SECONDARY SCHOOL","6","4","4",,"1",,,"1381","231","346"
"10X159","10X159 - P.S. 159 LUIS MUNOZ MARIN BILING","ELEMENTARY","0","0",,,,,,"195",,
"10X205","10X205 - P.S. 205 FIORELLO LAGUARDIA","ELEMENTARY","2","2","2",,,,,"1032","516","516"
"10X206","10X206 - I.S. 206 ANN MERSEREAU","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"267","134","134"
"10X207","10X207 - P.S. 207","ELEMENTARY","2","0",,,,,,"373","187",
"10X209","10X209 - P.S. 209","EARLY CHILDHOOD","1","1","1",,,,,"259","259","259"
"10X213","10X213 - BRONX ENGINEERING AND TECHNOLOGY ACADEMY","HIGH SCHOOL","3","2","2",,,,,"417","139","209"
"10X225","10X225 - THEATRE ARTS PRODUCTION COMPANY SCHOOL","SECONDARY SCHOOL","2","2","2",,,,,"632","316","316"
"10X226","10X226 - P.S. 226","ELEMENTARY","3","2","2",,,,,"504","168","252"
"10X228","10X228 - JONAS BRONCK ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"261","261",
"10X237","10X237 - THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND","HIGH SCHOOL","3","1","1",,,,,"583","195","583"
"10X243","10X243 - WEST BRONX ACADEMY FOR THE FUTURE","SECONDARY SCHOOL","4","3","3",,"1",,,"599","150","200"
"10X244","10X244 - THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","4","4",,"1",,,"773","194","194"
"10X246","10X246 - P.S. 246 POE CENTER","ELEMENTARY","3","2","2",,,,,"756","252","378"
"10X254","10X254 - I.S. 254","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,"1",,,"493","247","493"
"10X264","10X264 - BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE)","HIGH SCHOOL","2","0",,,,,,"226","113",
"10X268","10X268 - KINGSBRIDGE INTERNATIONAL HIGH SCHOOL","HIGH SCHOOL","2","1","1",,,,,"461","231","461"
"10X279","10X279 - P.S. 279 CAPTAIN MANUEL RIVERA, JR.","K-8","4","3","3",,,,,"1082","271","361"
"10X280","10X280 - P.S./M.S. 280 MOSHOLU PARKWAY","K-8","4","3","3",,,,,"878","220","293"
"10X284","10X284 - BRONX SCHOOL OF LAW AND FINANCE","HIGH SCHOOL","2.6","1.6","1","0.6",,,,"426","142","213"
"10X291","10X291 - P.S. 291","ELEMENTARY","1","1","1",,,,,"695","695","695"
"10X306","10X306 - P.S. 306","ELEMENTARY","4","1","1",,"1",,,"756","189","756"
"10X307","10X307 - LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOV","ELEMENTARY","2","1","1",,"1",,,"409","205","409"
"10X308","10X308 - BRONX DANCE ACADEMY SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"268","268","268"
"10X310","10X310 - P.S. 310 MARBLE HILL","ELEMENTARY","3","2","2",,,,,"768","256","384"
"10X315","10X315 - P.S. 315 LAB SCHOOL","K-8","0","0",,,,,,"283",,
"10X319","10X319 - PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH","HIGH SCHOOL","0.4","0.4",,"0.4",,,,"227","227","227"
"10X331","10X331 - THE BRONX SCHOOL OF YOUNG LEADERS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","3","3",,"1",,,"394","132","132"
"10X340","10X340 - P.S. 340","ELEMENTARY","0","0",,,,,,"645",,
"10X342","10X342 - INTERNATIONAL SCHOOL FOR LIBERAL ARTS","SECONDARY SCHOOL","4","3","3",,"1",,,"561","141","187"
"10X344","10X344 - AMPARK NEIGHBORHOOD","ELEMENTARY","0","0",,,,,,"378",,
"10X351","10X351 - BRONX COLLABORATIVE HIGH SCHOOL","HIGH SCHOOL","1","0",,,,,,"223","223",
"10X353","10X353 - WORLD VIEW HIGH SCHOOL","HIGH SCHOOL","1","0",,,,,,"173","173",
"10X360","10X360 - P.S. 360","ELEMENTARY","1","0",,,,,,"485","485",
"10X363","10X363 - ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","0",,,,,,"409","103",
"10X368","10X368 - IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)","SECONDARY SCHOOL","4","4","4",,,,,"1022","256","256"
"10X374","10X374 - KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO","HIGH SCHOOL","1","1","1",,,,,"487","487","487"
"10X382","10X382 - ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOG","ELEMENTARY","2","1","1",,,,,"283","142","283"
"10X386","10X386 - SCHOOL FOR ENVIRONMENTAL CITIZENSHIP","ELEMENTARY","1","1","1",,,,,"553","553","553"
"10X390","10X390 - M.S. 390","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"397","133","199"
"10X391","10X391 - THE ANGELO PATRI MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","2","2",,"2",,,"514","129","257"
"10X396","10X396 - P.S. 396","ELEMENTARY","2","1","1",,,,,"373","187","373"
"10X397","10X397 - ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR","HIGH SCHOOL","3","2","2",,,,,"350","117","175"
"10X433","10X433 - HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS","HIGH SCHOOL","3","2","2",,,,,"486","162","243"
"10X434","10X434 - BELMONT PREPARATORY HIGH SCHOOL","HIGH SCHOOL","2","2","2",,,,,"416","208","208"
"10X437","10X437 - FORDHAM HIGH SCHOOL FOR THE ARTS","HIGH SCHOOL","2","1","1",,,,,"401","201","401"
"10X438","10X438 - FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNO","HIGH SCHOOL","5","4","4",,,,,"438","88","110"
"10X439","10X439 - BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE","HIGH SCHOOL","3.5","3","3",,"1",,,"398","100","133"
"10X440","10X440 - DEWITT CLINTON HIGH SCHOOL","HIGH SCHOOL","10","9","9",,,,"1","2109","192","211"
"10X442","10X442 - CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE","HIGH SCHOOL","2","2","2",,,,,"430","215","215"
"10X445","10X445 - BRONX HIGH SCHOOL OF SCIENCE","HIGH SCHOOL","12","12","12",,"1",,,"3015","252","252"
"10X447","10X447 - CRESTON ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"479","240","240"
"10X459","10X459 - EAST FORDHAM ACADEMY FOR THE ARTS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"364","364","364"
"10X477","10X477 - MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES","HIGH SCHOOL","1","1","1",,"1",,,"449","449","449"
"10X503","10X503 - WALTON YABC","HIGH SCHOOL","1","1","1",,,,,"264","264","264"
"10X524","10X524 - CROTONA INTERNATIONAL HIGH SCHOOL","HIGH SCHOOL","3","1","1",,,,,"336","112","336"
"10X546","10X546 - BRONX THEATRE HIGH SCHOOL","HIGH SCHOOL","3","2","2",,,,,"428","143","214"
"10X549","10X549 - DISCOVERY HIGH SCHOOL","HIGH SCHOOL","2","2","2",,,,,"530","265","265"
"10X565","10X565 - HIGH SCHOOL FOR ENERGY AND TECHNOLOGY","HIGH SCHOOL","2","2","2",,,,,"311","156","156"
"10X660","10X660 - GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SC","HIGH SCHOOL","2.4","1","1",,,,,"178","60","178"
"10X696","10X696 - HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE","HIGH SCHOOL","2","2","2",,,,,"376","188","188"
"11X016","11X016 - P.S. 016 WAKEFIELD","ELEMENTARY","2","1","1",,"1",,,"570","285","570"
"11X019","11X019 - P.S. 019 JUDITH K. WEISS","K-8","1","1","1",,,,,"504","504","504"
"11X021","11X021 - P.S. 021 PHILIP H. SHERIDAN","ELEMENTARY","2","1","1",,,,,"707","354","707"
"11X041","11X041 - P.S. 041 GUN HILL ROAD","ELEMENTARY","2","2","2",,,,,"933","467","467"
"11X068","11X068 - P.S. 068 BRONX","ELEMENTARY","4","3","3",,,,,"749","188","250"
"11X076","11X076 - P.S. 076 THE BENNINGTON SCHOOL","ELEMENTARY","2","2","2",,,,,"1049","525","525"
"11X078","11X078 - P.S. 078 ANNE HUTCHINSON","ELEMENTARY","3","2","2",,,,,"800","267","400"
"11X083","11X083 - P.S. 083 DONALD HERTZ","K-8","5.4","3.4","3","0.4",,,,"1680","280","420"
"11X087","11X087 - P.S. 087 BRONX","ELEMENTARY","1.4","0.4",,"0.4",,,,"630","315","630"
"11X089","11X089 - P.S. 089 BRONX","K-8","3","2","2",,,,,"1472","491","736"
"11X096","11X096 - P.S. 096 RICHARD RODGERS","ELEMENTARY","2","1","1",,,,,"985","493","985"
"11X097","11X097 - P.S. 097 BRONX","ELEMENTARY","2","1","1",,,,,"738","369","738"
"11X103","11X103 - P.S. 103 HECTOR FONTANEZ","ELEMENTARY","2","1","1",,,,,"1154","577","1154"
"11X105","11X105 - P.S. 105 SEN ABRAHAM BERNSTEIN","ELEMENTARY","3","2","2",,,,,"1368","456","684"
"11X106","11X106 - P.S. 106 PARKCHESTER","ELEMENTARY","2","1","1",,,,,"1217","609","1217"
"11X108","11X108 - P.S. 108 PHILIP J. ABINANTI","ELEMENTARY","1","1","1",,,,,"579","579","579"
"11X111","11X111 - P.S. 111 SETON FALLS","ELEMENTARY","2","1","1",,,,,"689","345","689"
"11X112","11X112 - P.S. 112 BRONXWOOD","ELEMENTARY","1","0",,,,,"1","406","203",
"11X121","11X121 - P.S. 121 THROOP","ELEMENTARY","2","1","1",,,,,"980","490","980"
"11X127","11X127 - J.H.S. 127 THE CASTLE HILL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","3","3",,,,,"733","184","245"
"11X142","11X142 - MS 142 JOHN PHILIP SOUSA","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"113","113","113"
"11X144","11X144 - J.H.S. 144 MICHELANGELO","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"558","186","279"
"11X153","11X153 - P.S. 153 HELEN KELLER","ELEMENTARY","2","1","1",,,,,"700","350","700"
"11X160","11X160 - P.S. 160 WALT DISNEY","ELEMENTARY","4","2","2",,,,,"398","100","199"
"11X169","11X169 - BAYCHESTER ACADEMY","EARLY CHILDHOOD","2","0",,,,,,"444","222",
"11X175","11X175 - P.S. 175 CITY ISLAND","K-8","0.4","0.4",,"0.4",,,,"324","324","324"
"11X178","11X178 - P.S. 178 - DR. SELMAN WAKSMAN","ELEMENTARY","1","1","1",,,,,"491","491","491"
"11X180","11X180 - M.S. 180 DR. DANIEL HALE WILLIAMS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"876","292","438"
"11X181","11X181 - I.S. 181 PABLO CASALS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,"1",,,"873","291","437"
"11X189","11X189 - CORNERSTONE ACADEMY FOR SOCIAL ACTION","ELEMENTARY","1.4","0.4",,"0.4",,"0.4",,"406","203","406"
"11X194","11X194 - PS/MS 194","K-8","3","2","2",,,,,"1384","462","692"
"11X249","11X249 - BRONX HEALTH SCIENCES HIGH SCHOOL","HIGH SCHOOL","2","2","2",,"1",,,"374","187","187"
"11X253","11X253 - BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR","HIGH SCHOOL","3","3","3",,,,,"389","130","130"
"11X265","11X265 - BRONX LAB SCHOOL","HIGH SCHOOL","3","1","1",,,,,"471","157","471"
"11X270","11X270 - ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO","SECONDARY SCHOOL","2","2","2",,,,,"371","186","186"
"11X272","11X272 - GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"238","119","238"
"11X275","11X275 - HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY","HIGH SCHOOL","4","3","3",,"2",,,"567","142","189"
"11X287","11X287 - THE FORWARD SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"248","124","248"
"11X288","11X288 - COLLEGIATE INSTITUTE FOR MATH AND SCIENCE","HIGH SCHOOL","3","2","2",,,,,"687","229","344"
"11X289","11X289 - THE YOUNG SCHOLARS ACADEMY OF THE BRONX","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,"1","318","159","159"
"11X290","11X290 - BRONX ACADEMY OF HEALTH CAREERS","HIGH SCHOOL","3","3","3",,,,,"465","155","155"
"11X299","11X299 - ASTOR COLLEGIATE ACADEMY","HIGH SCHOOL","4","4","4",,,,,"476","119","119"
"11X326","11X326 - BRONX GREEN MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"414","414","414"
"11X355","11X355 - BRONX ALLIANCE MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"203","203","203"
"11X357","11X357 - YOUNG VOICES ACADEMY OF THE BRONX","ELEMENTARY","1","1","1",,,,,"167","167","167"
"11X370","11X370 - SCHOOL OF DIPLOMACY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"234","117","117"
"11X417","11X417 - C COLUMBUS HS YABC","HIGH SCHOOL","1","1","1",,,,,"236","236","236"
"11X418","11X418 - BRONX HIGH SCHOOL FOR THE VISUAL ARTS","HIGH SCHOOL","3","2","2",,,,,"483","161","242"
"11X455","11X455 - HARRY S TRUMAN HIGH SCHOOL","HIGH SCHOOL","8","7","7",,,,"1","2058","229","258"
"11X462","11X462 - CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"253","127","253"
"11X468","11X468 - PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"337","337","337"
"11X498","11X498 - PS/MS 11X498 - VAN NEST ACADEMY","K-8","2","2","2",,,,,"582","291","291"
"11X508","11X508 - BRONXDALE HIGH SCHOOL","HIGH SCHOOL","3","2","2",,,,,"427","143","214"
"11X509","11X509 - HIGH SCHOOL OF LANGUAGE AND INNOVATION","HIGH SCHOOL","3","2","2",,,,,"354","118","177"
"11X513","11X513 - NEW WORLD HIGH SCHOOL","HIGH SCHOOL","3","3","3",,"1",,,"408","136","136"
"11X514","11X514 - THE BRONXWOOD PREPARATORY ACADEMY","HIGH SCHOOL","3","3","3",,,,,"423","141","141"
"11X529","11X529 - ONE WORLD MIDDLE SCHOOL AT EDENWALD","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.4","1.4","1","0.4",,"0.4",,"331","166","166"
"11X532","11X532 - BAYCHESTER MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.2","1.2","1","0.2",,"0.2",,"287","144","144"
"11X542","11X542 - PELHAM PREPARATORY ACADEMY","HIGH SCHOOL","3","2","2",,,,,"489","163","245"
