"order_number","record_type","order_type","borough","on_street","on_street_suffix","from_street","from_street_suffix","to_street","to_street_suffix","side_of_street","order_completed_on_date","sign_code","sign_description","sign_size","sign_design_voided_on_date","sign_location","distance_from_intersection","arrow_direction","facing_direction","sheeting_type","support","sign_notes","sign_x_coord","sign_y_coord"
"P-01417960","Historical","P-","Queens","HORACE HARDING EXPRESSWAY",,"190 STREET",,"194 STREET",,"S","2020-11-20T00:00:00.000","CL","CURB LINE","N/A",,,"753",,,,,,,
"R-01530195","Historical","R-","Bronx","HUGH GRANT CIRCLE",,"VIRGINIA AVENUE",,"CROSS BRONX EXPRESSWAY","S S/R","S","2021-06-08T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"264",,,"PNTD","PNTD","220448","1022815","242654"
"R-01525511","Historical","R-","Bronx","GRAND CONCOURSE",,"EAST  158 STREET",,"EAST  151 STREET",,"W","2021-06-08T00:00:00.000","PS-54B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> (SUPERSEDES SP-412C)","018 X 012",,,"1403",,,"PNTD","PNTD",,"1004853","238700"
"P-151698","Historical","P-","Manhattan","WEST   70 STREET",,"BROADWAY",,"COLUMBUS AVENUE",,"N","2005-10-28T00:00:00.000","BL","BUILDING LINE","N/A",,,"24",,,,,,,
"S-01492748","Historical","S-","Brooklyn","HICKS STREET","W RDWY","WARREN STREET",,"BALTIC STREET",,"W","2021-01-25T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01546043","Historical","R-","Bronx","ROSEDALE AVENUE",,"SOUNDVIEW AVENUE",,,,"@","2021-08-31T00:00:00.000","R3-12","STOP HERE ON RED SIGNAL","024 X 030",,"N/W C","0",,"North","ENGG","ENGG",,"1021179","238712"
"ST01528704","Current","ST","Queens","89 AVENUE",,"96 STREET",,,,"@","2021-06-09T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"N/W C","0",,,"ENGG","ENGG","89 AV","1026302","191410"
"S-01285661","Current","S-","Staten Island","ARMSTRONG AVENUE",,"HYLAN BOULEVARD",,"DEAD END",,"W","2018-01-18T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-229709","Historical","S-","Queens","70 STREET",,"37 ROAD",,"BQE",,"W","1967-03-31T00:00:00.000","BL","BUILDING LINE","N/A",,,"0",,,,,,,
"R-01573720","Historical","R-","Manhattan","GREENWICH STREET",,"MORTON STREET",,,,"@","2022-03-09T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","North",,"TIII","TIII",,"982030","205623"
"S-180537","Historical","S-","Manhattan","MADISON AVENUE",,"EAST   60 STREET",,"EAST   61 STREET",,"E","2007-12-15T00:00:00.000","CL","CURB LINE","N/A",,,"228",,,,,,,
"S-01571079","Current","S-","Bronx","BAYCHESTER AVENUE",,"ALDRICH STREET",,"DONIZETTI PLACE",,"E","2022-03-10T00:00:00.000","PS-29B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 8:30AM-10AM <-> (SUPERSEDES SP-387C)","018 X 012",,,"713",,,"PNTD","PNTD",,"1030467","256992"
"R-01575299","Historical","R-","Manhattan","ADAM CLAYTON POWELL JR BOULEVARD",,"WEST  110 STREET",,,,"@","2022-03-17T00:00:00.000","SI-1068G","BIKE (SYMBOL) CENTRAL PARK W/ 3 O'CLOCK ARROW","024 X 036",,"W SSD","26",,"West","TIII","TIII",,"996625","230537"
"P-01468022","Historical","P-","Manhattan","WEST  125 STREET",,"5 AVENUE",,"LENOX AVENUE",,"N","2020-10-02T00:00:00.000","PS-56CA","2 HOUR METERED PARKING 8:30AM-7PM EXCEPT SUNDAY --> (SUPERSEDES SP-146EBA)","018 X 018",,,"424","East",,"PNTD","PNTD",,"999870","233316"
"R-01577109","Historical","R-","Manhattan","12 AVENUE",,"WEST   55 STREET",,,,"@","2022-03-26T00:00:00.000","SPECIAL","DESCRIPTION NOT AVAILABLE","N/A",,"S ESD","116",,"South","TIII","TIII",,,
"ST01492070","Historical","ST","Queens","24 AVENUE",,"81 STREET",,,,"@","2020-12-30T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/W C","0",,,"TIII","TIII","24 AV","1015278","217924"
"R-01574719","Historical","R-","Manhattan","BROADWAY",,"COLUMBUS AVENUE",,,,"@","2022-03-15T00:00:00.000","R3-2","NO LEFT TURN (SYMBOL) (SUPERSEDES R3-2 WORD MESSAGE)","024 X 024",,"S CML","0",,"North","TIII","TIII",,"989181","220914"
"B-01551221","Historical","B-","Bronx","WESTCHESTER AVENUE",,"BROOK AVENUE",,"SOUTHERN BOULEVARD",,"E","2021-10-20T00:00:00.000","SP-477B","BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING <----->","20"" DIA.",,,"0",,,"PNTD","PNTD","100209                                                 17 FEET SOUTH OF EL-COL # 140","1008000","236674"
"S-250127","Current","S-","Queens","10 AVENUE",,"152 STREET",,"151 PLACE",,"N","2011-01-17T00:00:00.000","PL","PROPERTY LINE","N/A",,,"299",,,,,,,
"S-01347702","Historical","S-","Brooklyn","NORTH    7 STREET",,"BEDFORD AVENUE",,"DRIGGS AVENUE",,"N","2018-12-26T00:00:00.000","BL","BUILDING LINE","N/A",,,"15",,,,,,,
"P-01532997","Current","P-","Brooklyn","18 AVENUE",,"51 STREET",,"50 STREET",,"E","2021-06-18T00:00:00.000","PS-336CA","2 HOUR METERED PARKING MONDAY-THURSDAY 8:30AM-7PM 4 HOUR METERED PARKING FRIDAY 8:30AM-7PM -->","018 X 030",,,"13","North",,"PNTD","PNTD",,"989246","167779"
"R-01534065","Historical","R-","Manhattan","BROADWAY",,"COLUMBUS AVENUE",,,,"@","2021-06-21T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"N WSD","24","South",,"TIII","TIII","24'N WSD OF COLUMBUS AV STARTING AT BROADWAY.","989181","220913"
"C-935947","Historical","C-","Queens","PERRY AVENUE",,"HAMILTON PLACE",,,,"@","1996-09-19T00:00:00.000","R1-1","STOP","030 X 030",,"S/W C","0",,"West","ENGG","ENGG",,"1012246","203356"
"R-01532461","Historical","R-","Queens","MARTENSE AVENUE",,"WALDRON STREET",,,,"@","2021-06-11T00:00:00.000","SR-731","ALL WAY","018 X 006",,"W SSD","43",,"West","TIII","TIII",,"1024048","209064"
"S-01391925","Current","S-","Brooklyn","60 STREET",,"4 AVENUE",,"3 AVENUE",,"N","2021-06-08T00:00:00.000","PS-35B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-394C)","018 X 012",,,"268",,,"PNTD","PNTD",,,
"R-541536","Historical","R-","Manhattan","EAST  117 STREET",,"MADISON AVENUE",,"FIFTH AVENUE",,"N","1997-06-19T00:00:00.000","PL","PROPERTY LINE","N/A",,,"438",,,,,,,
"S-930135","Historical","S-","Brooklyn","NARROWS AVENUE",,"BAY RIDGE PARKWAY",,"77 STREET",,"W","1995-12-11T00:00:00.000","PL","PROPERTY LINE","N/A",,,"8",,,,,,,
"S-214901","Current","S-","Bronx","WEST  232 STREET",,"RIVERDALE AVENUE",,"CAMBRIDGE AVENUE",,"N","2009-11-17T00:00:00.000","PL","PROPERTY LINE","N/A",,,"438",,,,,,,
"R-01527495","Historical","R-","Brooklyn","FULTON STREET",,"SOUTH ELLIOTT PLACE",,"SOUTH PORTLAND AVENUE",,"S","2021-06-01T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"277",,,"PNTD","PNTD","302560","991282","189349"
"S-01510649","Current","S-","Brooklyn","WEST BRIGHTON AVENUE","N RDWY","WEST    1 STREET",,"WEST    2 STREET",,"S","2021-06-22T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"175",,,"PNTD","PNTD",,"992475","149306"
"R-01529784","Historical","R-","Manhattan","1 AVENUE",,"EAST   96 STREET",,,,"@","2021-06-01T00:00:00.000","R3-7R","RIGHT LANE MUST TURN RIGHT","030 X 030",,"E NSD","114",,"East","TIII","TIII",,"999644","224547"
"R-01535351","Historical","R-","Staten Island","HOOKER PLACE",,"TRANTOR PLACE",,,,"@","2021-06-28T00:00:00.000","W14-4","DEAD END 3/27/92 SUPERSEDES W14-4 (24""X24"") ""DEAD END STREET""","030 X 030",,"S/W C","0",,"East","TIII","TIII",,"944359","169354"
"S-987898","Historical","S-","Manhattan","WALL STREET",,"WILLIAM STREET",,"PEARL STREET",,"N","1999-07-03T00:00:00.000","BL","BUILDING LINE","N/A",,,"500",,,,,,,
"C-01531451","Current","C-","Bronx","DECATUR AVENUE",,"EAST  197 STREET","W LEG",,,"@","2021-06-21T00:00:00.000","R1-1","STOP","030 X 030",,"N/W C","0",,"West","TIII","TIII",,,
"R-628022","Historical","R-","Staten Island","MIDLAND AVENUE",,"BOUNDARY AVENUE",,"MASON AVENUE",,"W","2001-06-26T00:00:00.000","CL","CURB LINE","N/A",,,"1328",,,,,,,
"P-219707","Historical","P-","Queens","QUEENS BOULEVARD",,"90 STREET",,"57 AVENUE",,"N","2009-02-21T00:00:00.000","PL","PROPERTY LINE","N/A",,,"162",,,,,,,
"S-01523422","Current","S-","Brooklyn","CLASSON AVENUE",,"PACIFIC STREET",,"ATLANTIC AVENUE",,"E","2021-06-10T00:00:00.000","PS-80B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> (SUPERSEDES SP-361C)","018 X 012",,,"92",,,"PNTD","PNTD",,"995765","186763"
"P-01420520","Historical","P-","Bronx","WEST  242 STREET",,"MANH COLLEGE PARKWAY",,"BROADWAY",,"S","2020-12-05T00:00:00.000","PS-65C","2 HOUR METERED PARKING 8AM-7PM EXCEPT SUNDAY <-> (SUPERSEDES R7-128RB)","018 X 018",,,"0",,,"PNTD","PNTD",,"1012377","263347"
"R-01363572","Historical","R-","Queens","31 ROAD",,"FARRINGTON STREET",,"LINDEN PLACE",,"S","2019-03-20T00:00:00.000","CL","CURB LINE","N/A",,,"281",,,,,,,
"S-134065","Historical","S-","Queens","KEW GARDENS ROAD",,"UNION TURNPIKE",,"80 ROAD",,"S","2004-10-14T00:00:00.000","PL","PROPERTY LINE","N/A",,,"8",,,,,,,
"R-01533893","Historical","R-","Brooklyn","ERSKINE STREET",,"SEAVIEW AVENUE",,"VANDALIA AVENUE",,"E","2021-06-21T00:00:00.000","PS-3G","NO STOPPING ANYTIME <-> (SUPERSEDES SP-14A)","018 X 012",,,"1624",,,"PNTD","PNTD",,"1021228","177169"
"S-01517572","Current","S-","Brooklyn","ST JOHNS PLACE",,"TROY AVENUE",,"SCHENECTADY AVENUE",,"S","2021-06-21T00:00:00.000","SI-584G","14 STREET & UNION SQ (BOTTOM LOCATION PANEL)(USE AS EXAMPLE FOR DIFFERENT LOCATION)","016 X 008",,,"721",,,"PNTD","PNTD","ST JOHNS PL &amp; SCHENECTADY AV","1002599","183627"
"R-01531840","Historical","R-","Manhattan","EAST  119 STREET",,"LEXINGTON AVENUE",,"PARK AVENUE",,"S","2021-06-10T00:00:00.000","PS-11D","STAR (SYMBOL) AVO POLICE DEPARTMENT <-> (SUPERSEDES PS-31E)","018 X 018",,,"400",,,"PNTD","PNTD",,"1000455","231140"
"S-942802","Historical","S-","Bronx","ZEREGA AVENUE",,"LAFAYETTE AVENUE",,"HOMER AVENUE",,"W","1997-04-11T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-978326","Historical","S-","Queens","160 STREET",,"72 AVENUE",,"NO NAME",,"E","1998-12-10T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-01512735","Current","S-","Brooklyn","PROSPECT PLACE",,"BUFFALO AVENUE",,"ROCHESTER AVENUE",,"S","2021-06-03T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"P-01643929","Current","P-","Manhattan","WEST  120 STREET",,"AMSTERDAM AVENUE",,"BROADWAY",,"N","2023-05-19T00:00:00.000","PS-115C","6 HOUR METERED PARKING MONDAY-FRIDAY 8AM-10PM <-> (SUPERSEDES SP-10EB)","018 X 018",,,"207",,,"PNTD","PNTD",,"995355","234282"
"R-773971","Historical","R-","Bronx","PARK AVENUE","W RDWY","EAST  175 STREET",,"ITTNER PLACE",,"W","2008-10-29T00:00:00.000","BL","BUILDING LINE","N/A",,,"9",,,,,,,
"R-01533885","Historical","R-","Manhattan","ADAM CLAYTON POWELL JR BOULEVARD",,"WEST  125 STREET",,,,"@","2021-06-22T00:00:00.000","SI-184G","TRUCK ROUTE W/ TRUCK SYMBOL","036 X 024",,"S/E C","0",,"West","TIII","TIII",,"998585","233957"
"R-01534013","Historical","R-","Staten Island","DAVIDSON STREET",,"GRANDVIEW AVENUE",,,,"@","2021-06-22T00:00:00.000","W14-4","DEAD END 3/27/92 SUPERSEDES W14-4 (24""X24"") ""DEAD END STREET""","030 X 030",,"S/E C","0",,"North","TIII","TIII",,"938445","170763"
"S-01517977","Current","S-","Queens","96 STREET",,"25 AVENUE",,"JACKSON MILL ROAD",,"E","2021-06-23T00:00:00.000","PL","PROPERTY LINE","N/A",,,"6",,,,,,,
"S-01531082","Current","S-","Bronx","GRAND CONCOURSE",,"MORRIS AVENUE",,"CROSS BRONX EXPRESSWAY",,"W","2021-06-12T00:00:00.000","PS-54BA","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM --> (SUPERSEDES SP-412CA)","018 X 012",,,"420","North",,"PNTD","PNTD",,"1009003","247335"
"R-01523021","Historical","R-","Bronx","HUNTS POINT AVENUE",,"GARRISON AVENUE",,"LAFAYETTE AVENUE",,"W","2021-06-21T00:00:00.000","SI-1910G","SELECT BUS SERVICE ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"131",,,"PNTD","PNTD","BX6 SBS","1014831","237719"
"R-01528218","Historical","R-","Manhattan","WAVERLY PLACE",,"WASHINGTON SQUARE EAST",,"GREENE STREET",,"S","2021-06-04T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"56",,,"PNTD","PNTD","103416","985525","205448"
"R-01466461","Historical","R-","Staten Island","VICTORY BOULEVARD",,"DECATUR AVENUE",,"CRAFTON AVENUE",,"S","2021-06-07T00:00:00.000","SI-1878G","LOCAL MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"645",,,"PNTD","PNTD","S62","944625","161894"
"R-01533319","Historical","R-","Staten Island","CLAWSON STREET",,"PETER AVENUE",,,,"@","2021-06-16T00:00:00.000","R5-1","DO NOT ENTER (SYMBOL)","030 X 030",,"S/W C","0",,"North","TIII","TIII",,"951124","144673"
"R-01529097","Historical","R-","Queens","RUST STREET",,"MASPETH AVENUE",,"GRAND AVENUE",,"W","2021-06-08T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01530418","Historical","R-","Queens","MENAHAN STREET",,"CYPRESS AVENUE",,"SENECA AVENUE",,"N","2021-06-03T00:00:00.000","PL","PROPERTY LINE","N/A",,,"474",,,,,,,
"R-01530137","Historical","R-","Manhattan","ARDEN STREET",,"SHERMAN AVENUE",,"NAGLE AVENUE",,"S","2021-06-03T00:00:00.000","PS-34B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 9:30AM-11AM <-> (SUPERSEDES SP-388C)","018 X 012",,,"115",,,"PNTD","PNTD",,"1004306","253552"
"R-01530406","Historical","R-","Bronx","WEST  228 STREET",,"MARBLE HILL AVENUE",,"DEAD END",,"N","2021-06-03T00:00:00.000","PS-110B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 9AM-10:30AM <-> (SUPERSEDES SP-437C)","018 X 012",,,"1449",,,"PNTD","PNTD",,,
"ST01503044","Historical","ST","Queens","REGATTA PLACE",,"BAY STREET",,,,"@","2021-01-25T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/W C","0",,,"TIII","TIII","REGATTA PL","1052366","220238"
"P-01314747","Historical","P-","Manhattan","CHURCH STREET",,"PARK PLACE",,"MURRAY STREET",,"W","2018-06-28T00:00:00.000","PS-183DA","STAR (SYMBOL) AVO NYC HOUSING AUTHORITY MONDAY-FRIDAY 7AM-7PM -->","018 X 024",,,"98","South",,"PNTD","PNTD",,"981719","199253"
"R-574394","Historical","R-","Manhattan","WEST   12 STREET",,"GREENWICH AVENUE",,"SEVENTH AVENUE SOUTH",,"S","1998-05-07T00:00:00.000","BL","BUILDING LINE","N/A",,,"19",,,,,,,
"R-541592","Historical","R-","Bronx","EAST TREMONT AVENUE",,"CODDINGTON AVENUE",,"HARRINGTON AVENUE",,"E","1996-02-22T00:00:00.000","BL","BUILDING LINE","N/A",,,"227",,,,,,,
"R-01575041","Historical","R-","Brooklyn","KINGS HIGHWAY","MN RDWY","CLARENDON ROAD",,"BEVERLY ROAD",,"E","2022-03-24T00:00:00.000","SI-1878G","LOCAL MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"611",,,"PNTD","PNTD","B7","1005176","174874"
"ST01501238","Historical","ST","Queens","157 AVENUE",,"99 STREET",,,,"@","2021-01-19T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"N/W C","0",,,"TIII","TIII","157 AV","1029995","180986"
"R-01530081","Historical","R-","Manhattan","EDGECOMBE AVENUE",,"WEST  165 STREET",,,,"@","2021-06-03T00:00:00.000","SW-846","AHEAD (RIDER)","024 X 012",,"N WSD","130",,"North","TIII","TIII",,"1001791","244426"
"S-01531130","Current","S-","Bronx","EAST  138 STREET",,"RIDER AVENUE",,"THIRD AVENUE",,"S","2021-06-12T00:00:00.000","SI-1879G","LOCAL MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"253",,,"PNTD","PNTD","MOTT HAVEN","1004146","235017"
"S-01532751","Current","S-","Manhattan","RIVERSIDE DRIVE",,"TIEMANN PLACE",,"WEST  110 STREET",,"W","2021-06-18T00:00:00.000","PS-18B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM <-> (SUPERSEDES SP-853C)","018 X 012",,,"3204",,,"PNTD","PNTD",,"993542","233765"
"S-386249","Current","S-","Queens","60 STREET",,"48 AVENUE",,"LAUREL HILL BOULEVARD",,"W","2016-04-01T00:00:00.000","PL","PROPERTY LINE","N/A",,,"144",,,,,,,
"R-01533818","Historical","R-","Manhattan","ADAM CLAYTON POWELL JR BOULEVARD",,"WEST  125 STREET",,,,"@","2021-06-18T00:00:00.000","SR-1959","BUS (SYMBOL) BUS LANE BUSES ONLY & RIGHT TURNS W/ 7 O'CLOCK ARROW","036 X 024",,"S/E C","0",,"West","TIII","TIII",,"998585","233957"
"S-096268","Historical","S-","Bronx","PARK AVENUE",,"EAST  149 STREET",,"EAST  151 STREET",,"E","2002-06-05T00:00:00.000","PL","PROPERTY LINE","N/A",,,"15",,,,,,,
"C-01514455","Current","C-","Brooklyn","JAY STREET",,"WILLOUGHBY STREET",,,,"@","2021-06-08T00:00:00.000","SR-568","NO TURNS","036 X 036",,"N/E C","0",,"South","TIII","TIII",,"987801","191496"
"P-01418145","Current","P-","Queens","JAMAICA AVENUE",,"117 STREET",,"116 STREET",,"N","2020-12-03T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01522892","Historical","R-","Brooklyn","HAVEMEYER STREET",,"HOPE STREET",,"METROPOLITAN AVENUE",,"E","2021-06-08T00:00:00.000","CL","CURB LINE","N/A",,,"242",,,,,,,
"S-01318718","Current","S-","Queens","55 AVENUE",,"92 STREET",,"90 STREET",,"N","2018-08-08T00:00:00.000","PL","PROPERTY LINE","N/A",,,"9",,,,,,,
"R-452136","Historical","R-","Brooklyn","59 STREET",,"6 AVENUE",,"5 AVENUE",,"S","1988-09-10T00:00:00.000","PL","PROPERTY LINE","N/A",,,"705",,,,,,,
"R-927670","Historical","R-","Staten Island","FOREST HILL ROAD",,"WILLOWBROOK ROAD",,"CSI FOREST HILL RD ENTRANCE",,"W","2015-10-05T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-01462594","Historical","S-","Manhattan","EAST   57 STREET",,"LEXINGTON AVENUE",,"3 AVENUE",,"S","2021-03-10T00:00:00.000","SI-1881G","EXPRESS MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"333",,,"PNTD","PNTD","LITTLE NECK","993103","216304"
"S-01457328","Historical","S-","Manhattan","6 AVENUE",,"WEST HOUSTON STREET",,"BLEECKER STREET",,"E","2020-07-25T00:00:00.000","PS-55B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM <-> (SUPERSEDES SP-360C)","018 X 012",,,"93",,,"PNTD","PNTD",,,
"P-332739","Historical","P-","Bronx","HUGHES AVENUE",,"EAST  186 STREET",,"EAST  187 STREET",,"E","2014-07-07T00:00:00.000","BL","BUILDING LINE","N/A",,,"288",,,,,,,
"C-817245","Historical","C-","Bronx","TRAFALGAR PLACE",,"EAST  176 STREET",,,,"@","1987-10-27T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","South",,"ENGG","ENGG",,"1015593","245462"
"ST01528584","Current","ST","Queens","BAYSIDE LANE",,"165 STREET",,,,"@","2021-06-11T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"*NOTE","0",,,"TIII","TIII","165 ST","1039789","220844"
"P-202114","Historical","P-","Manhattan","GREENWICH AVENUE",,"PERRY STREET",,"CHARLES STREET",,"W","2009-06-10T00:00:00.000","BL","BUILDING LINE","N/A",,,"213",,,,,,,
"S-980163","Historical","S-","Queens","GRAND CENTRAL PARKWAY",,"80 STREET",,"79 STREET",,"N","1998-12-16T00:00:00.000","CL","CURB LINE","N/A",,,"233",,,,,,,
"S-01470887","Current","S-","Brooklyn","PROSPECT PARK WEST",,"6 STREET",,"7 STREET",,"W","2020-09-16T00:00:00.000","CL","CURB LINE","N/A",,,"237",,,,,,,
"R-814183","Historical","R-","Bronx","CAMBRELENG AVENUE",,"EAST  187 STREET",,"EAST  183 STREET",,"E","2010-05-17T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01535992","Historical","R-","Staten Island","HYLAN BOULEVARD",,"NEW DORP LANE",,,,"@","2021-06-30T00:00:00.000","SI-184G","TRUCK ROUTE W/ TRUCK SYMBOL","036 X 024",,"W SSD","57",,"West","TIII","TIII",,"953756","147132"
"S-921150","Historical","S-","Queens","60 PLACE",,"PUTNAM AVENUE",,"MADISON STREET",,"E","1994-11-30T00:00:00.000","CL","CURB LINE","N/A",,,"199",,,,,,,
"R-01326485","Historical","R-","Brooklyn","UNION AVENUE",,"BROADWAY",,"LYNCH STREET",,"W","2018-09-07T00:00:00.000","PL","PROPERTY LINE","N/A",,,"298",,,,,,,
"C-01521764","Current","C-","Brooklyn","CATHEDRAL PLACE",,"JAY STREET",,,,"@","2021-06-08T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"N/E C","0","East",,"TIII","TIII",,"987838","193153"
"P-063534","Historical","P-","Bronx","JEROME AVENUE",,"EAST  179 STREET",,"EAST BURNSIDE AVENUE",,"E","1982-01-01T00:00:00.000","CL","CURB LINE","N/A",,,"485",,,,,,,
"R-706188","Historical","R-","Queens","AGUILAR AVENUE",,"72 AVENUE",,"PARSONS BOULEVARD",,"N","2005-09-26T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"ST01532557","Current","ST","Queens","69 AVENUE",,"230 STREET",,,,"@","2021-06-11T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"*NOTE","0",,,"TIII","TIII","230 ST","1054650","211062"
"R-01531293","Historical","R-","Brooklyn","MORGAN AVENUE",,"FROST STREET",,,,"@","2021-06-08T00:00:00.000","W14-2C","DIAMOND DELINEATOR (BLANK) MAY BE USED AS SUBSTITUTE OR REPLACMENT FOR W14-2A & W14-2B (REVISED 4/24/2013)","009 X 009",,"*NOTE","0",,"West","TIII","TIII",,"1001568","201401"
"R-01531293","Historical","R-","Brooklyn","MORGAN AVENUE",,"FROST STREET",,,,"@","2021-06-08T00:00:00.000","W14-2C","DIAMOND DELINEATOR (BLANK) MAY BE USED AS SUBSTITUTE OR REPLACMENT FOR W14-2A & W14-2B (REVISED 4/24/2013)","009 X 009",,"*NOTE","0",,"West","TIII","TIII",,"1001568","201401"
"R-01534421","Historical","R-","Brooklyn","18 AVENUE",,"81 STREET",,"84 STREET",,"W","2021-06-22T00:00:00.000","PS-23BA","NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8AM EXCEPT SUNDAY --> (SUPERSEDES SP-859CA) (SUPERSEDED BY PS-121BA)","018 X 012","2019-05-22T00:00:00.000",,"233","North",,"PNTD","PNTD",,"984230","161307"
"S-01434709","Historical","S-","Queens","CROCHERON AVENUE",,"UTOPIA PARKWAY",,"172 STREET",,"N","2020-05-05T00:00:00.000","PL","PROPERTY LINE","N/A",,,"208",,,,,,,
"R-01534334","Historical","R-","Queens","64 ROAD",,"SAUNDERS STREET",,"QUEENS BOULEVARD",,"E","2021-06-22T00:00:00.000","PS-56CA","2 HOUR METERED PARKING 8:30AM-7PM EXCEPT SUNDAY --> (SUPERSEDES SP-146EBA)","018 X 018",,,"138","North",,"PNTD","PNTD",,"1022922","204862"
"S-01462594","Historical","S-","Manhattan","EAST   57 STREET",,"LEXINGTON AVENUE",,"3 AVENUE",,"S","2021-03-10T00:00:00.000","SI-1881G","EXPRESS MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"424",,,"PNTD","PNTD","ROXBURY","993182","216260"
"R-01533657","Historical","R-","Brooklyn","71 STREET",,"16 AVENUE",,"17 AVENUE",,"N","2021-06-17T00:00:00.000","PL","PROPERTY LINE","N/A",,,"10",,,,,,,
"R-01531244","Historical","R-","Manhattan","BROADWAY",,"BROOME STREET",,"GRAND STREET",,"W","2021-06-08T00:00:00.000","PS-105F","3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-6PM <->2 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 8AM-10PM <-> (SUPERSEDES PS-36F)","018 X 048",,,"207",,,"PNTD","PNTD",,"984147","202064"
"S-01456245","Historical","S-","Brooklyn","ALABAMA AVENUE",,"ATLANTIC AVENUE",,"FULTON STREET",,"E","2020-07-14T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"ST01530816","Current","ST","Queens","PARSONS BOULEVARD",,"35 AVENUE",,,,"@","2021-06-09T00:00:00.000","SI-XXXG","36"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","036 X 009",,"S/W C","0",,,"TIII","TIII","PARSONS BLVD","1033079","218336"
