"date","borough","pool","attendance"
"2017-07-14T00:00:00.000","Manhattan","Frederick Douglass","0"
"2017-07-14T00:00:00.000","Manhattan","Vesuvio","16"
"2017-07-14T00:00:00.000","Manhattan","Tompkins Square","4"
"2017-07-14T00:00:00.000","Queens","Astoria","3427"
"2017-07-14T00:00:00.000","Queens","Fisher","0"
"2017-07-14T00:00:00.000","Queens","Liberty","0"
"2017-07-14T00:00:00.000","Queens","Totten","50"
"2017-07-14T00:00:00.000","Queens","Marie Curie Park","0"
"2017-07-14T00:00:00.000","Queens","Astoria Hts PS 10","0"
"2017-07-14T00:00:00.000","Queens","PS 186 Playground","64"
"2017-07-14T00:00:00.000","Queens","Windmuller","14"
"2017-07-14T00:00:00.000","Staten Island","Faber","12"
"2017-07-14T00:00:00.000","Staten Island","Lyons","31"
"2017-07-14T00:00:00.000","Staten Island","Tottenville","24"
"2017-07-14T00:00:00.000","Staten Island","West Brighton","0"
"2017-07-14T00:00:00.000","Staten Island","General Douglas","21"
"2017-07-14T00:00:00.000","Staten Island","Mariner's Harbor","0"
"2017-07-14T00:00:00.000","Staten Island","PS 14 Playground","0"
"2017-07-14T00:00:00.000","Staten Island","PS 46 Playground","0"
"2017-07-15T00:00:00.000","Brooklyn","Betsy Head","1081"
"2017-07-15T00:00:00.000","Brooklyn","PS 20 Playground","0"
"2017-07-15T00:00:00.000","Brooklyn","Lindower Park","125"
"2017-07-15T00:00:00.000","Brooklyn","JHS 57/HS 26 Pool","0"
"2017-07-15T00:00:00.000","Brooklyn","Glenwood Houses","28"
"2017-07-15T00:00:00.000","Brooklyn","David Fox/PS 251 Pool","121"
"2017-07-15T00:00:00.000","Brooklyn","McCarren Park","2215"
"2017-07-15T00:00:00.000","Brooklyn","Sunset Park","1778"
"2017-07-15T00:00:00.000","Brooklyn","Red Hook","1650"
"2017-07-15T00:00:00.000","Brooklyn","Kosciuszko","798"
"2017-07-15T00:00:00.000","Brooklyn","Howard","337"
"2017-07-15T00:00:00.000","Brooklyn","Douglas and DeGraw","678"
"2017-07-15T00:00:00.000","Brooklyn","Commodore Barry","383"
"2017-07-15T00:00:00.000","Brooklyn","Bushwick","243"
"2017-07-15T00:00:00.000","Bronx","Claremont","421"
"2017-07-15T00:00:00.000","Bronx","Edenwald Houses","69"
"2017-07-15T00:00:00.000","Bronx","Crotona","1450"
"2017-07-15T00:00:00.000","Bronx","Floating Pool","671"
"2017-07-15T00:00:00.000","Bronx","Haffen","613"
"2017-07-15T00:00:00.000","Bronx","Mapes","547"
"2017-07-15T00:00:00.000","Bronx","Mullaly","380"
"2017-07-15T00:00:00.000","Bronx","Van Cortlandt","1097"
"2017-07-15T00:00:00.000","Bronx","Bronx River Playground","96"
"2017-07-15T00:00:00.000","Manhattan","Asser Levy","475"
"2017-07-15T00:00:00.000","Manhattan","Tony Dapolito","267"
"2017-07-15T00:00:00.000","Manhattan","Dry Dock","268"
"2017-07-15T00:00:00.000","Manhattan","Hamilton Fish","1240"
"2017-07-15T00:00:00.000","Manhattan","Highbridge","2254"
"2017-07-15T00:00:00.000","Manhattan","Jackie Robinson","678"
"2017-07-15T00:00:00.000","Manhattan","John Jay","687"
"2017-07-15T00:00:00.000","Manhattan","Lasker","1339"
"2017-07-15T00:00:00.000","Manhattan","Marcus Garvey","318"
"2017-07-15T00:00:00.000","Manhattan","Sheltering Arms","374"
"2017-07-15T00:00:00.000","Manhattan","Thomas Jefferson","839"
"2017-07-15T00:00:00.000","Manhattan","Wagner","405"
"2017-07-15T00:00:00.000","Manhattan","Abe Lincoln","113"
"2017-07-15T00:00:00.000","Manhattan","Frederick Douglass","88"
"2017-07-15T00:00:00.000","Manhattan","Vesuvio","115"
"2017-07-15T00:00:00.000","Manhattan","Tompkins Square","72"
"2017-07-15T00:00:00.000","Queens","Astoria","2564"
"2017-07-15T00:00:00.000","Queens","Fisher","481"
"2017-07-15T00:00:00.000","Queens","Liberty","0"
"2017-07-15T00:00:00.000","Queens","Totten","474"
"2017-07-15T00:00:00.000","Queens","Marie Curie Park","136"
"2017-07-15T00:00:00.000","Queens","Astoria Hts PS 10","0"
"2017-07-15T00:00:00.000","Queens","PS 186 Playground","78"
"2017-07-15T00:00:00.000","Queens","Windmuller","308"
"2017-07-15T00:00:00.000","Staten Island","Faber","234"
"2017-07-15T00:00:00.000","Staten Island","Lyons","0"
"2017-07-15T00:00:00.000","Staten Island","Tottenville","217"
"2017-07-15T00:00:00.000","Staten Island","West Brighton","147"
"2017-07-15T00:00:00.000","Staten Island","General Douglas","29"
"2017-07-15T00:00:00.000","Staten Island","Mariner's Harbor","0"
"2017-07-15T00:00:00.000","Staten Island","PS 14 Playground","93"
"2017-07-15T00:00:00.000","Staten Island","PS 46 Playground","62"
"2017-07-16T00:00:00.000","Brooklyn","Betsy Head","1192"
"2017-07-16T00:00:00.000","Brooklyn","PS 20 Playground","430"
"2017-07-16T00:00:00.000","Brooklyn","Lindower Park","226"
"2017-07-16T00:00:00.000","Brooklyn","JHS 57/HS 26 Pool","0"
"2017-07-16T00:00:00.000","Brooklyn","Glenwood Houses","51"
"2017-07-16T00:00:00.000","Brooklyn","David Fox/PS 251 Pool","123"
"2017-07-16T00:00:00.000","Brooklyn","McCarren Park","4117"
"2017-07-16T00:00:00.000","Brooklyn","Sunset Park","2993"
"2017-07-16T00:00:00.000","Brooklyn","Red Hook","2126"
"2017-07-16T00:00:00.000","Brooklyn","Kosciuszko","1354"
"2017-07-16T00:00:00.000","Brooklyn","Howard","281"
"2017-07-16T00:00:00.000","Brooklyn","Douglas and DeGraw","784"
"2017-07-16T00:00:00.000","Brooklyn","Commodore Barry","344"
"2017-07-16T00:00:00.000","Brooklyn","Bushwick","330"
"2017-07-16T00:00:00.000","Bronx","Claremont","574"
"2017-07-16T00:00:00.000","Bronx","Edenwald Houses","62"
"2017-07-16T00:00:00.000","Bronx","Crotona","1949"
"2017-07-16T00:00:00.000","Bronx","Floating Pool","821"
"2017-07-16T00:00:00.000","Bronx","Haffen","622"
"2017-07-16T00:00:00.000","Bronx","Mapes","760"
"2017-07-16T00:00:00.000","Bronx","Mullaly","523"
"2017-07-16T00:00:00.000","Bronx","Van Cortlandt","1674"
"2017-07-16T00:00:00.000","Bronx","Bronx River Playground","97"
"2017-07-16T00:00:00.000","Manhattan","Asser Levy","690"
"2017-07-16T00:00:00.000","Manhattan","Tony Dapolito","430"
"2017-07-16T00:00:00.000","Manhattan","Dry Dock","459"
"2017-07-16T00:00:00.000","Manhattan","Hamilton Fish","2179"
"2017-07-16T00:00:00.000","Manhattan","Highbridge","3117"
"2017-07-16T00:00:00.000","Manhattan","Jackie Robinson","1231"
"2017-07-16T00:00:00.000","Manhattan","John Jay","1370"
"2017-07-16T00:00:00.000","Manhattan","Lasker","3891"
"2017-07-16T00:00:00.000","Manhattan","Marcus Garvey","679"
"2017-07-16T00:00:00.000","Manhattan","Sheltering Arms","445"
"2017-07-16T00:00:00.000","Manhattan","Thomas Jefferson","1266"
"2017-07-16T00:00:00.000","Manhattan","Wagner","571"
"2017-07-16T00:00:00.000","Manhattan","Abe Lincoln","138"
"2017-07-16T00:00:00.000","Manhattan","Frederick Douglass","63"
"2017-07-16T00:00:00.000","Manhattan","Vesuvio","167"
"2017-07-16T00:00:00.000","Manhattan","Tompkins Square","93"
"2017-07-16T00:00:00.000","Queens","Astoria","4481"
"2017-07-16T00:00:00.000","Queens","Fisher","752"
"2017-07-16T00:00:00.000","Queens","Liberty","752"
"2017-07-16T00:00:00.000","Queens","Totten","717"
"2017-07-16T00:00:00.000","Queens","Marie Curie Park","235"
"2017-07-16T00:00:00.000","Queens","Astoria Hts PS 10","0"
"2017-07-16T00:00:00.000","Queens","PS 186 Playground","100"
"2017-07-16T00:00:00.000","Queens","Windmuller","402"
"2017-07-16T00:00:00.000","Staten Island","Faber","370"
"2017-07-16T00:00:00.000","Staten Island","Lyons","653"
"2017-07-16T00:00:00.000","Staten Island","Tottenville","443"
"2017-07-16T00:00:00.000","Staten Island","West Brighton","223"
"2017-07-16T00:00:00.000","Staten Island","General Douglas","31"
"2017-07-16T00:00:00.000","Staten Island","Mariner's Harbor","0"
"2017-07-16T00:00:00.000","Staten Island","PS 14 Playground","118"
"2017-07-16T00:00:00.000","Staten Island","PS 46 Playground","48"
"2017-07-17T00:00:00.000","Brooklyn","Betsy Head","1021"
"2017-07-17T00:00:00.000","Brooklyn","PS 20 Playground","143"
"2017-07-17T00:00:00.000","Brooklyn","Lindower Park","172"
"2017-07-17T00:00:00.000","Brooklyn","JHS 57/HS 26 Pool","0"
"2017-07-17T00:00:00.000","Brooklyn","Glenwood Houses","64"
"2017-07-17T00:00:00.000","Brooklyn","David Fox/PS 251 Pool","109"
"2017-07-17T00:00:00.000","Brooklyn","McCarren Park","2093"
"2017-07-17T00:00:00.000","Brooklyn","Sunset Park","1266"
"2017-07-17T00:00:00.000","Brooklyn","Red Hook","1339"
"2017-07-17T00:00:00.000","Brooklyn","Kosciuszko","0"
