"borough","geographical","admin_district","ats_code","location_name","grade_level","building_code","building_name","address","building_ownership","room_no","area","function","is_school_co_located","inside_v_outside","is_the_space_shared","space_used_for_any"
"M","3","3","03M009","P.S. 009 Sarah Anderson","Elementary","M009","P.S. 9 - Manhattan","100 West 84 Street","DOE Owned","GYM","3886","Gymnasium","true","Inside","true","false"
"M","3","3","03M009","P.S. 009 Sarah Anderson","Elementary","M009","P.S. 9 - Manhattan","100 West 84 Street","DOE Owned","Outdoor Yard 1","33095","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M054","J.H.S. 054 Booker T. Washington","Junior High-Intermediate-Middle","M054","I.S. 54 - Manhattan","103 West 107 Street","DOE Owned","GYM","5720","Gymnasium","false","Inside","false","false"
"M","3","3","03M054","J.H.S. 054 Booker T. Washington","Junior High-Intermediate-Middle","M054","I.S. 54 - Manhattan","103 West 107 Street","DOE Owned","Outdoor Yard 1","8316","Outdoor Yard","false","Outdoor","false","false"
"M","3","3","03M075","P.S. 075 Emily Dickinson","Elementary","M075","P.S. 75 - Manhattan","735 West End Avenue","DOE Owned","GYM","3740","Gymnasium","true","Inside","true","false"
"M","3","3","03M075","P.S. 075 Emily Dickinson","Elementary","M075","P.S. 75 - Manhattan","735 West End Avenue","DOE Owned","Outdoor Yard 1","3782","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M075","P.S. 075 Emily Dickinson","Elementary","M075","P.S. 75 - Manhattan","735 West End Avenue","DOE Owned","Outdoor Yard 2","19617","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M076","P.S. 076 A. Philip Randolph","Elementary","M076","P.S. 76 - Manhattan","220 West 121 Street","DOE Owned","GYM","3828","Gymnasium","true","Inside","true","false"
"M","3","3","03M076","P.S. 076 A. Philip Randolph","Elementary","M076","P.S. 76 - Manhattan","220 West 121 Street","DOE Owned","Outdoor Yard 1","15929","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M084","P.S. 084 Lillian Weber","Elementary","M084","P.S. 84 - Manhattan","32 West 92 Street","DOE Owned","308","648","Dance Room","true","Inside","true","false"
"M","3","3","03M084","P.S. 084 Lillian Weber","Elementary","M084","P.S. 84 - Manhattan","32 West 92 Street","DOE Owned","GYM","3886","Gymnasium","true","Inside","true","false"
"M","3","3","03M084","P.S. 084 Lillian Weber","Elementary","M084","P.S. 84 - Manhattan","32 West 92 Street","DOE Owned","Outdoor Yard 1","3239","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M087","P.S. 087 William Sherman","Elementary","M087","P.S. 87 - Manhattan","160 West 78 Street","DOE Owned","216","3808","Gymnasium","false","Inside","false","false"
"M","3","3","03M087","P.S. 087 William Sherman","Elementary","M087","P.S. 87 - Manhattan","160 West 78 Street","DOE Owned","Outdoor Yard 1","3490","Outdoor Yard","false","Outdoor","false","false"
"M","3","3","03M145","P.S. 145, The Bloomingdale School","Elementary","M145","P.S. 145 - Manhattan","150 West 105 Street","DOE Owned","201","4060","Gymnasium","true","Inside","true","false"
"M","3","3","03M145","P.S. 145, The Bloomingdale School","Elementary","M145","P.S. 145 - Manhattan","150 West 105 Street","DOE Owned","213","702","Dance Room","true","Inside","true","false"
"M","3","3","03M145","P.S. 145, The Bloomingdale School","Elementary","M145","P.S. 145 - Manhattan","150 West 105 Street","DOE Owned","Outdoor Yard 1","1125","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M145","P.S. 145, The Bloomingdale School","Elementary","M145","P.S. 145 - Manhattan","150 West 105 Street","DOE Owned","Outdoor Yard 2","3479","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M149","P.S. 149 Sojourner Truth","K-8","M207","P.S. 207 (Tandem M149)","41 West 117 Street","DOE Owned","136","3009","Gymnasium","true","Inside","true","false"
"M","3","3","03M149","P.S. 149 Sojourner Truth","K-8","M207","P.S. 207 (Tandem M149)","41 West 117 Street","DOE Owned","Outdoor Yard 1","18838","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M149","P.S. 149 Sojourner Truth","K-8","M149","P.S. 149 (Tandem M207) - Manhattan","34 West 118 Street","DOE Owned","127","3840","Gymnasium","true","Inside","true","false"
"M","3","3","03M149","P.S. 149 Sojourner Truth","K-8","M149","P.S. 149 (Tandem M207) - Manhattan","34 West 118 Street","DOE Owned","201","728","Dance Room","true","Inside","true","false"
"M","3","3","03M149","P.S. 149 Sojourner Truth","K-8","M149","P.S. 149 (Tandem M207) - Manhattan","34 West 118 Street","DOE Owned","Outdoor Yard 1","9210","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M163","P.S. 163 Alfred E. Smith","Elementary","M163","P.S. 163 - Manhattan","163 West 97 Street","DOE Owned","GYM","3752","Gymnasium","true","Inside","true","false"
"M","3","3","03M163","P.S. 163 Alfred E. Smith","Elementary","M919","P.S. 163 Transportable - M","163 West 97 Street","DOE Owned","Outdoor Yard 1","6998","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M165","P.S. 165 Robert E. Simon","K-8","M165","P.S. 165 - Manhattan","234 West 109 Street","DOE Owned","100","9394","Gymnasium","true","Inside","true","false"
"M","3","3","03M165","P.S. 165 Robert E. Simon","K-8","M165","P.S. 165 - Manhattan","234 West 109 Street","DOE Owned","GYM","4712","Gymnasium","true","Inside","true","false"
"M","3","3","03M165","P.S. 165 Robert E. Simon","K-8","M165","P.S. 165 - Manhattan","234 West 109 Street","DOE Owned","Outdoor Yard 1","8491","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M165","P.S. 165 Robert E. Simon","K-8","M165","P.S. 165 - Manhattan","234 West 109 Street","DOE Owned","Outdoor Yard 2","12783","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M166","P.S. 166 The Richard Rodgers School of The Arts and Technology","Elementary","M166","P.S. 166 - Manhattan","132 West 89 Street","DOE Owned","504","552","Dance Room","false","Inside","false","false"
"M","3","3","03M166","P.S. 166 The Richard Rodgers School of The Arts and Technology","Elementary","M166","P.S. 166 - Manhattan","132 West 89 Street","DOE Owned","GYM","6014","Gymnasium","false","Inside","false","false"
"M","3","3","03M166","P.S. 166 The Richard Rodgers School of The Arts and Technology","Elementary","M166","P.S. 166 - Manhattan","132 West 89 Street","DOE Owned","Outdoor Yard 1","4664","Outdoor Yard","false","Outdoor","false","false"
"M","3","3","03M180","P.S. 180 Hugo Newman","K-8","M180","P.S. 180 - Manhattan","370 West 120Th Street","DOE Owned","GYM","3816","Gymnasium","false","Inside","false","false"
"M","3","3","03M180","P.S. 180 Hugo Newman","K-8","M180","P.S. 180 - Manhattan","370 West 120Th Street","DOE Owned","Outdoor Yard 1","20408","Outdoor Yard","false","Outdoor","false","false"
"M","3","3","03M180","P.S. 180 Hugo Newman","K-8","M180","P.S. 180 - Manhattan","370 West 120Th Street","DOE Owned","Outdoor Yard 2","6885","Outdoor Yard","false","Outdoor","false","false"
"M","3","3","03M185","P.S. 185 - The Early Childhood Discovery and Design Magnet School","Early Childhood","M185","P.S. 185 (Tandem M208) - Manhattan","20 West 112 Street","DOE Owned","158","529","Dance Room","true","Inside","true","false"
"M","3","3","03M185","P.S. 185 - The Early Childhood Discovery and Design Magnet School","Early Childhood","M185","P.S. 185 (Tandem M208) - Manhattan","20 West 112 Street","DOE Owned","266","576","Dance Room","true","Inside","true","false"
"M","3","3","03M185","P.S. 185 - The Early Childhood Discovery and Design Magnet School","Early Childhood","M185","P.S. 185 (Tandem M208) - Manhattan","20 West 112 Street","DOE Owned","Outdoor Yard 1","31183","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M191","P.S. 191 Amsterdam","Elementary","M191","P.S. 191 - Manhattan","210 West 61 Street","DOE Owned","225","3944","Gymnasium","false","Inside","false","false"
"M","3","3","03M191","P.S. 191 Amsterdam","Elementary","M191","P.S. 191 - Manhattan","210 West 61 Street","DOE Owned","226","736","Dance Room","false","Inside","false","false"
"M","3","3","03M191","P.S. 191 Amsterdam","Elementary","M191","P.S. 191 - Manhattan","210 West 61 Street","DOE Owned","Outdoor Yard 1","17257","Outdoor Yard","false","Outdoor","false","false"
"M","3","3","03M199","P.S. 199 Jessie Isador Straus","Elementary","M199","P.S. 199 - Manhattan","270 West 70 Street","DOE Owned","GYM","4200","Gymnasium","false","Inside","false","false"
"Q","27","27","27Q043","P.S. 043","K-8","Q043","P.S. 43 - Queens","160 Beach 29 Street","DOE Owned","227","3102","Gymnasium","true","Inside","true","false"
"M","3","3","03M199","P.S. 199 Jessie Isador Straus","Elementary","M199","P.S. 199 - Manhattan","270 West 70 Street","DOE Owned","Outdoor Yard 1","1922","Outdoor Yard","false","Outdoor","false","false"
"M","3","3","03M208","P.S. 208 Alain L. Locke","Elementary","M208","P.S. 208 (Tandem M185) - Manhattan","21 West 111 Street","DOE Owned","GYM","2900","Gymnasium","true","Inside","true","false"
"M","3","3","03M208","P.S. 208 Alain L. Locke","Elementary","M208","P.S. 208 (Tandem M185) - Manhattan","21 West 111 Street","DOE Owned","Outdoor Yard 1","31108","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M241","STEM Institute of Manhattan","K-8","M113","P.S. 241 - Manhattan","240 West 113 Street","DOE Owned","115","644","Dance Room","true","Inside","true","false"
"M","3","3","03M241","STEM Institute of Manhattan","K-8","M113","P.S. 241 - Manhattan","240 West 113 Street","DOE Owned","124","3135","Gymnasium","true","Inside","true","false"
"M","3","3","03M241","STEM Institute of Manhattan","K-8","M113","P.S. 241 - Manhattan","240 West 113 Street","DOE Owned","321","624","Dance Room","true","Inside","true","false"
"M","3","3","03M241","STEM Institute of Manhattan","K-8","M113","P.S. 241 - Manhattan","240 West 113 Street","DOE Owned","EL GYM","4392","Gymnasium","true","Inside","true","false"
"M","3","3","03M241","STEM Institute of Manhattan","K-8","M113","P.S. 241 - Manhattan","240 West 113 Street","DOE Owned","Outdoor Yard 1","26616","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M242","P.S. 242 - The Young Diplomats Magnet Academy","Elementary","M144","P.S. 242 (Old P144) - Manhattan","134 West 122 Street","DOE Owned","GYM","4032","Gymnasium","true","Inside","true","false"
"M","3","3","03M242","P.S. 242 - The Young Diplomats Magnet Academy","Elementary","M144","P.S. 242 (Old P144) - Manhattan","134 West 122 Street","DOE Owned","Outdoor Yard 1","28550","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M242","P.S. 242 - The Young Diplomats Magnet Academy","Elementary","M144","P.S. 242 (Old P144) - Manhattan","134 West 122 Street","DOE Owned","Outdoor Yard 2","6090","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M243","M.S. 243 Center School","Junior High-Intermediate-Middle","M009","P.S. 9 - Manhattan","100 West 84 Street","DOE Owned","GYM","3886","Gymnasium","true","Inside","true","false"
"M","3","3","03M243","M.S. 243 Center School","Junior High-Intermediate-Middle","M009","P.S. 9 - Manhattan","100 West 84 Street","DOE Owned","Outdoor Yard 1","33095","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M245","M.S. M245 The Computer School","Junior High-Intermediate-Middle","M044","I.S. 44 - Manhattan","100 West 77 Street","DOE Owned","237","960","Dance Room","true","Inside","true","false"
"M","3","3","03M245","M.S. M245 The Computer School","Junior High-Intermediate-Middle","M044","I.S. 44 - Manhattan","100 West 77 Street","DOE Owned","GYM","6222","Gymnasium","true","Inside","true","false"
"M","3","3","03M245","M.S. M245 The Computer School","Junior High-Intermediate-Middle","M044","I.S. 44 - Manhattan","100 West 77 Street","DOE Owned","Outdoor Yard 1","36197","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M247","M.S. M247 Dual Language Middle School","Junior High-Intermediate-Middle","M084","P.S. 84 - Manhattan","32 West 92 Street","DOE Owned","308","648","Dance Room","true","Inside","true","false"
"M","3","3","03M247","M.S. M247 Dual Language Middle School","Junior High-Intermediate-Middle","M084","P.S. 84 - Manhattan","32 West 92 Street","DOE Owned","GYM","3886","Gymnasium","true","Inside","true","false"
"M","3","3","03M247","M.S. M247 Dual Language Middle School","Junior High-Intermediate-Middle","M084","P.S. 84 - Manhattan","32 West 92 Street","DOE Owned","Outdoor Yard 1","3239","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M250","M.S. 250 West Side Collaborative Middle School","Junior High-Intermediate-Middle","M075","P.S. 75 - Manhattan","735 West End Avenue","DOE Owned","GYM","3740","Gymnasium","true","Inside","true","false"
"M","3","3","03M250","M.S. 250 West Side Collaborative Middle School","Junior High-Intermediate-Middle","M075","P.S. 75 - Manhattan","735 West End Avenue","DOE Owned","Outdoor Yard 1","3782","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M250","M.S. 250 West Side Collaborative Middle School","Junior High-Intermediate-Middle","M075","P.S. 75 - Manhattan","735 West End Avenue","DOE Owned","Outdoor Yard 2","19617","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M256","M.S. 256 Academic & Athletic Excellence","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","403","1254","Dance Room","true","Inside","true","false"
"M","3","3","03M256","M.S. 256 Academic & Athletic Excellence","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","GYM","4015","Gymnasium","true","Inside","true","false"
"M","3","3","03M256","M.S. 256 Academic & Athletic Excellence","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","GYM 2FL","4015","Gymnasium","true","Inside","true","false"
"M","3","3","03M256","M.S. 256 Academic & Athletic Excellence","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","Outdoor Yard 1","6888","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M256","M.S. 256 Academic & Athletic Excellence","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","Outdoor Yard 2","15031","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M258","Community Action School - MS 258","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","403","1254","Dance Room","true","Inside","true","false"
"M","3","3","03M258","Community Action School - MS 258","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","GYM","4015","Gymnasium","true","Inside","true","false"
"M","3","3","03M258","Community Action School - MS 258","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","GYM 2FL","4015","Gymnasium","true","Inside","true","false"
"M","3","3","03M258","Community Action School - MS 258","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","Outdoor Yard 1","6888","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M258","Community Action School - MS 258","Junior High-Intermediate-Middle","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","Outdoor Yard 2","15031","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M299","The Maxine Greene HS for Imaginative Inquiry","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","G10","1716","Swimming Pool","true","Inside","true","false"
"M","3","3","03M299","The Maxine Greene HS for Imaginative Inquiry","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","G1E","1210","Weight Room","true","Inside","true","false"
"M","3","3","03M299","The Maxine Greene HS for Imaginative Inquiry","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","G9","1210","Dance Room","true","Inside","true","false"
"M","3","3","03M299","The Maxine Greene HS for Imaginative Inquiry","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","GYM-1","4559","Gymnasium","true","Inside","true","false"
"M","3","3","03M299","The Maxine Greene HS for Imaginative Inquiry","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","GYM-2","8827","Gymnasium","true","Inside","true","false"
"M","3","3","03M307","Urban Assembly School for Media Studies, The","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","G10","1716","Swimming Pool","true","Inside","true","false"
"M","3","3","03M307","Urban Assembly School for Media Studies, The","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","G1E","1210","Weight Room","true","Inside","true","false"
"M","3","3","03M307","Urban Assembly School for Media Studies, The","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","G9","1210","Dance Room","true","Inside","true","false"
"M","3","3","03M307","Urban Assembly School for Media Studies, The","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","GYM-1","4559","Gymnasium","true","Inside","true","false"
"M","3","3","03M307","Urban Assembly School for Media Studies, The","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","GYM-2","8827","Gymnasium","true","Inside","true","false"
"M","3","3","03M333","P.S. 333 Manhattan School for Children","K-8","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","403","1254","Dance Room","true","Inside","true","false"
"M","3","3","03M333","P.S. 333 Manhattan School for Children","K-8","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","GYM","4015","Gymnasium","true","Inside","true","false"
"M","3","3","03M333","P.S. 333 Manhattan School for Children","K-8","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","GYM 2FL","4015","Gymnasium","true","Inside","true","false"
"M","3","3","03M333","P.S. 333 Manhattan School for Children","K-8","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","Outdoor Yard 1","6888","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M333","P.S. 333 Manhattan School for Children","K-8","M118","I.S. 118 - Manhattan","154 West 93 Street","DOE Owned","Outdoor Yard 2","15031","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M334","The Anderson School","K-8","M044","I.S. 44 - Manhattan","100 West 77 Street","DOE Owned","Outdoor Yard 1","36197","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M402","The Urban Assembly School for Green Careers","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","B1","1000","Weight Room","true","Inside","true","false"
"M","3","3","03M402","The Urban Assembly School for Green Careers","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","B7SC","720","Weight Room","true","Inside","true","false"
"M","3","3","03M402","The Urban Assembly School for Green Careers","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C1","2408","Gymnasium","true","Inside","true","false"
"M","3","3","03M402","The Urban Assembly School for Green Careers","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C14","7920","Gymnasium","true","Inside","true","false"
"M","3","3","03M402","The Urban Assembly School for Green Careers","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C16","741","Dance Room","true","Inside","true","false"
"M","3","3","03M402","The Urban Assembly School for Green Careers","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C2","2408","Gymnasium","true","Inside","true","false"
"M","3","3","03M403","The Global Learning Collaborative","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","B1","1000","Weight Room","true","Inside","true","false"
"M","3","3","03M403","The Global Learning Collaborative","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","B7SC","720","Weight Room","true","Inside","true","false"
"M","3","3","03M403","The Global Learning Collaborative","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C1","2408","Gymnasium","true","Inside","true","false"
"M","3","3","03M403","The Global Learning Collaborative","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C14","7920","Gymnasium","true","Inside","true","false"
"M","3","3","03M403","The Global Learning Collaborative","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C16","741","Dance Room","true","Inside","true","false"
"M","3","3","03M403","The Global Learning Collaborative","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C2","2408","Gymnasium","true","Inside","true","false"
"M","3","3","03M404","Innovation Diploma Plus","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","B1","1000","Weight Room","true","Inside","true","false"
"M","3","3","03M404","Innovation Diploma Plus","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","B7SC","720","Weight Room","true","Inside","true","false"
"M","3","3","03M404","Innovation Diploma Plus","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C1","2408","Gymnasium","true","Inside","true","false"
"M","3","3","03M404","Innovation Diploma Plus","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C14","7920","Gymnasium","true","Inside","true","false"
"M","3","3","03M404","Innovation Diploma Plus","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C16","741","Dance Room","true","Inside","true","false"
"M","3","3","03M404","Innovation Diploma Plus","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C2","2408","Gymnasium","true","Inside","true","false"
"M","3","3","03M415","Wadleigh Secondary School for the Performing & Visual Arts","Secondary School","M088","I.S. 88 - Manhattan","215 West 114 Street","DOE Owned","108","962","Dance Room","true","Inside","true","false"
"M","3","3","03M415","Wadleigh Secondary School for the Performing & Visual Arts","Secondary School","M088","I.S. 88 - Manhattan","215 West 114 Street","DOE Owned","1-GYM","2409","Gymnasium","true","Inside","true","false"
"M","3","3","03M415","Wadleigh Secondary School for the Performing & Visual Arts","Secondary School","M088","I.S. 88 - Manhattan","215 West 114 Street","DOE Owned","2-GYM","7200","Gymnasium","true","Inside","true","false"
"M","3","3","03M415","Wadleigh Secondary School for the Performing & Visual Arts","Secondary School","M088","I.S. 88 - Manhattan","215 West 114 Street","DOE Owned","Outdoor Yard 1","5766","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M415","Wadleigh Secondary School for the Performing & Visual Arts","Secondary School","M088","I.S. 88 - Manhattan","215 West 114 Street","DOE Owned","Outdoor Yard 2","2082","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M415","Wadleigh Secondary School for the Performing & Visual Arts","Secondary School","M088","I.S. 88 - Manhattan","215 West 114 Street","DOE Owned","Outdoor Yard 3","1282","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M417","Frank Mccourt High School","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","B1","1000","Weight Room","true","Inside","true","false"
"M","3","3","03M417","Frank Mccourt High School","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","B7SC","720","Weight Room","true","Inside","true","false"
"M","3","3","03M417","Frank Mccourt High School","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C1","2408","Gymnasium","true","Inside","true","false"
"M","3","3","03M417","Frank Mccourt High School","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C14","7920","Gymnasium","true","Inside","true","false"
"M","3","3","03M417","Frank Mccourt High School","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C16","741","Dance Room","true","Inside","true","false"
"M","3","3","03M417","Frank Mccourt High School","High school","M470","Louis D. Brandeis Hs - Manhattan","145 West 84 Street","DOE Owned","C2","2408","Gymnasium","true","Inside","true","false"
"M","3","3","03M421","West Prep Academy","Junior High-Intermediate-Middle","M145","P.S. 145 - Manhattan","150 West 105 Street","DOE Owned","201","4060","Gymnasium","true","Inside","true","false"
"M","3","3","03M421","West Prep Academy","Junior High-Intermediate-Middle","M145","P.S. 145 - Manhattan","150 West 105 Street","DOE Owned","213","702","Dance Room","true","Inside","true","false"
"M","3","3","03M421","West Prep Academy","Junior High-Intermediate-Middle","M145","P.S. 145 - Manhattan","150 West 105 Street","DOE Owned","Outdoor Yard 1","1125","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M421","West Prep Academy","Junior High-Intermediate-Middle","M145","P.S. 145 - Manhattan","150 West 105 Street","DOE Owned","Outdoor Yard 2","3479","Outdoor Yard","true","Outdoor","true","false"
"M","3","3","03M452","P.S. 452","Elementary","M044","I.S. 44 - Manhattan","100 West 77 Street","DOE Owned","GYM","6222","Gymnasium","true","Inside","true","false"
"M","3","3","03M452","P.S. 452","Elementary","M044","I.S. 44 - Manhattan","100 West 77 Street","DOE Owned","Outdoor Yard 1","36197","Outdoor Yard","true","Outdoor","true","false"
"M","2","2","03M479","Beacon High School","High school","M912","Beacon High School - Manhattan","522 West 44Th Street","DOE Owned","226","2200","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","03M479","Beacon High School","High school","M912","Beacon High School - Manhattan","522 West 44Th Street","DOE Owned","608","2613","Dance Room","true","Inside","true","false"
"M","2","2","03M479","Beacon High School","High school","M912","Beacon High School - Manhattan","522 West 44Th Street","DOE Owned","611","510","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","03M479","Beacon High School","High school","M912","Beacon High School - Manhattan","522 West 44Th Street","DOE Owned","702","6324","Gymnasium","true","Inside","true","false"
"M","3","3","03M485","Fiorello H. LaGuardia High School of Music & Art and Performing Arts","High school","M485","Fiorello Laguardia Hs - Manhattan","100 Amsterdam Avenue","DOE Owned","308","8585","Gymnasium","false","Inside","false","false"
"M","3","3","03M485","Fiorello H. LaGuardia High School of Music & Art and Performing Arts","High school","M485","Fiorello Laguardia Hs - Manhattan","100 Amsterdam Avenue","DOE Owned","343/345","1450","Weight Room","false","Inside","false","false"
"M","3","3","03M485","Fiorello H. LaGuardia High School of Music & Art and Performing Arts","High school","M485","Fiorello Laguardia Hs - Manhattan","100 Amsterdam Avenue","DOE Owned","806","2200","Dance Room","false","Inside","false","false"
"M","3","3","03M485","Fiorello H. LaGuardia High School of Music & Art and Performing Arts","High school","M485","Fiorello Laguardia Hs - Manhattan","100 Amsterdam Avenue","DOE Owned","808","2100","Dance Room","false","Inside","false","false"
"M","3","3","03M485","Fiorello H. LaGuardia High School of Music & Art and Performing Arts","High school","M485","Fiorello Laguardia Hs - Manhattan","100 Amsterdam Avenue","DOE Owned","838","2200","Dance Room","false","Inside","false","false"
"M","3","3","03M485","Fiorello H. LaGuardia High School of Music & Art and Performing Arts","High school","M485","Fiorello Laguardia Hs - Manhattan","100 Amsterdam Avenue","DOE Owned","840","2100","Dance Room","false","Inside","false","false"
"M","3","3","03M485","Fiorello H. LaGuardia High School of Music & Art and Performing Arts","High school","M485","Fiorello Laguardia Hs - Manhattan","100 Amsterdam Avenue","DOE Owned","857","744","Dance Room","false","Inside","false","false"
"M","3","3","03M492","High School for Law, Advocacy and Community Justice","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","G10","1716","Swimming Pool","true","Inside","true","false"
"M","3","3","03M492","High School for Law, Advocacy and Community Justice","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","G1E","1210","Weight Room","true","Inside","true","false"
"M","3","3","03M492","High School for Law, Advocacy and Community Justice","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","G9","1210","Dance Room","true","Inside","true","false"
"M","3","3","03M492","High School for Law, Advocacy and Community Justice","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","GYM-1","4559","Gymnasium","true","Inside","true","false"
"M","3","3","03M492","High School for Law, Advocacy and Community Justice","High school","M490","Martin Luther King, Jr. Hs - M","122 Amsterdam Avenue","DOE Owned","GYM-2","8827","Gymnasium","true","Inside","true","false"
