"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_therms","es_commodity","underlying_utility"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 35","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12214982","2023-01","2021-11-22T00:00:00.000","2021-12-23T00:00:00.000","31","3570932","Y","4252.18","TRMDH","Yes","4218","UTILITY GAS","ConEd"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 01","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12203242","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6130357","N","776.35","T3 TRAN MULT FAM","Yes","1336.62","UTILITY GAS","NatGrid NYC"
"FHA REPOSSESSED HOUSES (GROUP III)","FHA","FHA REPOSSESSED HOUSES (GROUP III)","100-38 FRANCIS LEWIS BOULEVARD","AMR",,"213","340","Q021300","FEDERAL","NY005012090P","National Grid NYC","12205938","2023-01","2023-01-12T00:00:00.000","2023-02-10T00:00:00.000","29","5330432","N","204","T1B TRAN RES HEAT","Yes","204","UTILITY GAS","NatGrid NYC"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","NONE",,"343","757","M034300","FEDERAL","NY005012410P","CONSOLIDATED EDISON COMPANY OF NY","12157816","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3613957","N","4568.48","TRMDH","Yes","3892.53","UTILITY GAS","ConEd"
"GLENMORE PLAZA","BROOKLYN","GLENMORE PLAZA","BLD 02","AMR","BLD 1-4","171","581","K017100","FEDERAL","NY005011690P","National Grid NYC","12203307","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","3923643","N","33818.69","T3 TRAN MULT FAM","Yes","63683","UTILITY GAS","NatGrid NYC"
"#N/A","STATEN ISLAND","WEST BRIGHTON II","BLD 11 - Community Center","AMR",,"#N/A","242","S217500","FEDERAL","NY005010130P","National Grid NYC","12202907","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","5236937","N","367.88","T3 TRAN MULT FAM","Yes","544","UTILITY GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 45","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12172138","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","6901113","Y","3481.95","TRMDH","Yes","2523","UTILITY GAS","ConEd"
"BETHUNE GARDENS","MANHATTAN","BETHUNE GARDENS","BLD 01","NONE",,"160","271","M016000","FEDERAL","NY005010030P","CONSOLIDATED EDISON COMPANY OF NY","12185156","2023-01","2022-02-24T00:00:00.000","2022-03-25T00:00:00.000","29","3893285","Y","21423.73","TRMDHDF","Yes","21413","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 02","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203271","2023-01","2022-12-23T00:00:00.000","2023-01-26T00:00:00.000","34","4801163","N","448.14","T3 TRAN MULT FAM","Exception","677","UTILITY GAS","NatGrid NYC"
"FHA REPOSSESSED HOUSES (GROUP VI)","FHA","FHA REPOSSESSED HOUSES (GROUP VI)","116-31 FARMERS BOULEVARD","AMR",,"273","395","Q027300","FEDERAL","NY005012090P","National Grid NYC","12210099","2023-01","2023-01-11T00:00:00.000","2023-02-10T00:00:00.000","30","4205041","N","60.47","T1B TRAN RES HEAT","Yes","27","UTILITY GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 38","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12141290","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3267783","Y","2129.38","TRMDH","Yes","1527","UTILITY GAS","ConEd"
"AUDUBON","MANHATTAN","AUDUBON","BLD 01","NONE",,"125","444","M012500","FEDERAL","NY005010030P","CONSOLIDATED EDISON COMPANY OF NY","12196022","2023-01","2023-01-25T00:00:00.000","2023-01-31T00:00:00.000","6","3632444","Y","8231.77","TRMDHDF","Yes","6392","UTILITY GAS","ConEd"
"BOSTON ROAD PLAZA","BRONX","BOSTON ROAD PLAZA","BLD 01","AMR","BLD 1-2","189","304","B018900","FEDERAL","NY005010390P","CONSOLIDATED EDISON COMPANY OF NY","12187742","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","6900185","N","19929.83","TRMDHDF","Yes","17313.58","UTILITY GAS","ConEd"
"REHAB PROGRAM (DOUGLASS REHABS)","MANHATTAN","REHAB PROGRAM (DOUGLASS REHABS)","BLD 04","NONE",,"515","255","M051500","FEDERAL","NY005013170P","CONSOLIDATED EDISON COMPANY OF NY","12141912","2023-01","2022-09-22T00:00:00.000","2023-01-25T00:00:00.000","125","3377122","N","8113.31","TRMDH","Yes","6355","UTILITY GAS","ConEd"
"ATLANTIC TERMINAL SITE 4B","BROOKLYN","ATLANTIC TERMINAL SITE 4B","BLD 01","AMR",,"256","384","K025600","FEDERAL","NY005011630P","National Grid NYC","12203081","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","7503651","N","26782.85","T3 TRAN MULT FAM","Yes","50367","UTILITY GAS","NatGrid NYC"
"TWIN PARKS EAST (SITE 9)","BRONX","TWIN PARKS EAST (SITE 9)","BLD 01","NONE",,"287","577","B028700","FEDERAL","NY005012270P","CONSOLIDATED EDISON COMPANY OF NY","12141772","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3469416","N","20834.19","TRMDH","Yes","17760","UTILITY GAS","ConEd"
"HOWARD AVENUE-PARK PLACE","BROOKLYN","HOWARD AVENUE-PARK PLACE","BLD 04","AMR",,"365","551","K036500","FEDERAL","NY005013510P","National Grid NYC","12202876","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","7409032","Y","2173.39","T3 TRAN MULT FAM","Yes","3831","UTILITY GAS","NatGrid NYC"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12214866","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2543768","N","19987.81","TRMDH","Yes","17009","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 11","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12142241","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3192778","Y","2638.62","TRMDH","Yes","1902","UTILITY GAS","ConEd"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12205370","2023-01","2021-10-22T00:00:00.000","2021-11-22T00:00:00.000","31","2543768","Y","18751.39","TRMDH","Yes","21153","UTILITY GAS","ConEd"
"WEST TREMONT AVENUE-SEDGWICK AVENUE AREA","BRONX","WEST TREMONT AVENUE-SEDGWICK AVENUE AREA","BLD 01","NONE",,"246","365","B024600","FEDERAL","NY005010450P","CONSOLIDATED EDISON COMPANY OF NY","12147976","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3591930","N","5857.25","TRMDH","Yes","4815.85","UTILITY GAS","ConEd"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12205356","2023-01","2022-10-24T00:00:00.000","2022-11-22T00:00:00.000","29","2543768","Y","16277.19","TRMDH","Yes","14919","UTILITY GAS","ConEd"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 10","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12203202","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","3907813","N","213.21","T1B TRAN RES HEAT","Yes","189","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 03","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203276","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","1308590","N","580.99","T3 TRAN MULT FAM","Yes","852","UTILITY GAS","NatGrid NYC"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 11","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12203201","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","3907810","N","305.2","T1B TRAN RES HEAT","Yes","302","UTILITY GAS","NatGrid NYC"
"JACKSON","BRONX","JACKSON","BLD 02","NONE","BLD 1-7","120","243","B012000","FEDERAL","NY005012670P","CONSOLIDATED EDISON COMPANY OF NY","12179249","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3382743","Y","85223.54","TRMDHDF","Yes","74891","UTILITY GAS","ConEd"
"BAILEY AVENUE-WEST 193RD STREET","BRONX","BAILEY AVENUE-WEST 193RD STREET","BLD 01","NONE",,"202","311","B020200","FEDERAL","NY005012020P","CONSOLIDATED EDISON COMPANY OF NY","12202692","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2545177","N","41532.42","TRMDHDF","Yes","36125","UTILITY GAS","ConEd"
"CLAREMONT PARKWAY-FRANKLIN AVENUE","BRONX","CLAREMONT PARKWAY-FRANKLIN AVENUE","BLD 01","NONE",,"334","779","B033400","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12202666","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3302750","Y","2706.53","TRMDH","Yes","1952","UTILITY GAS","ConEd"
"#N/A","BRONX","THROGGS NECK ADDITION","BLD 32 - Community Center","NONE","BLD 30-33","#N/A","303","B219300","FEDERAL","NY005010630P","CONSOLIDATED EDISON COMPANY OF NY","12202678","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3564302","N","2701.55","TR II NR","Yes","2442","UTILITY GAS","ConEd"
"HOWARD AVENUE-PARK PLACE","BROOKLYN","HOWARD AVENUE-PARK PLACE","BLD 03","AMR",,"365","551","K036500","FEDERAL","NY005013510P","National Grid NYC","12202877","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","7361555","Y","690.25","T3 TRAN MULT FAM","Yes","1035","UTILITY GAS","NatGrid NYC"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 12","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12203199","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","3907797","N","352.46","T1B TRAN RES HEAT","Yes","360","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 07","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203269","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4652463","N","42.27","T3 TRAN MULT FAM","Exception","0","UTILITY GAS","NatGrid NYC"
"REHAB PROGRAM (TAFT REHABS)","MANHATTAN","REHAB PROGRAM (TAFT REHABS)","BLD 01","NONE","BLD 2-3","516","295","M051600","FEDERAL","NY005013170P","CONSOLIDATED EDISON COMPANY OF NY","12140393","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3231392","Y","5145.71","TRMDH","Yes","3840","UTILITY GAS","ConEd"
"SACK WERN","BRONX","SACK WERN","BLD 02","AMR",,"280","506","B028000","FEDERAL","NY005012800P","CONSOLIDATED EDISON COMPANY OF NY","12167079","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3492089","N","630.06","TR I NR","Yes","859.56","UTILITY GAS","ConEd"
"SACK WERN","BRONX","SACK WERN","BLD 03","NONE",,"280","506","B028000","FEDERAL","NY005012800P","CONSOLIDATED EDISON COMPANY OF NY","12142505","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3512688","N","28.81","TRMDH","Yes","0","UTILITY GAS","ConEd"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","NONE",,"343","757","M034300","FEDERAL","NY005012410P","CONSOLIDATED EDISON COMPANY OF NY","12157816","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3613955","N","16027.94","TRMDH","Yes","13656.47","UTILITY GAS","ConEd"
"REHAB PROGRAM (TAFT REHABS)","MANHATTAN","REHAB PROGRAM (TAFT REHABS)","BLD 04","NONE","BLD 04","516","292","M051600","FEDERAL","NY005013170P","CONSOLIDATED EDISON COMPANY OF NY","12140380","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3571077","N","1265.87","TR I NR","Yes","1725","UTILITY GAS","ConEd"
"MIDDLETOWN PLAZA","BRONX","MIDDLETOWN PLAZA","BLD 01","NONE",,"191","302","B019100","FEDERAL","NY005010340P","CONSOLIDATED EDISON COMPANY OF NY","12146403","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3979680","N","34536.85","TRMDHDF","Yes","29918","UTILITY GAS","ConEd"
"RUTGERS","MANHATTAN","RUTGERS","BLD 02","NONE",,"99","439","M009900","MIXED FINANCE/LLC1","NY005020990P","CONSOLIDATED EDISON COMPANY OF NY","12142374","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3979219","Y","29254.36","TRMDH","Yes","25231","UTILITY GAS","ConEd"
"VANDALIA AVENUE","BROOKLYN","VANDALIA AVENUE","BLD 02","AMR","BLD 1-3","315","273","K031500","FEDERAL","NY005011940P","National Grid NYC","12203362","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5610485","N","861.57","T2-2 TRAN GENERAL","Exception","993","UTILITY GAS","NatGrid NYC"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12205323","2023-01","2022-07-25T00:00:00.000","2022-08-23T00:00:00.000","29","2543768","Y","4837.43","TRMDH","Yes","4580","UTILITY GAS","ConEd"
"ISAACS","MANHATTAN","ISAACS","BLD 03","NONE","BLD 1-4","139","253","M013900","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","12142019","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3512052","N","164722.07","TRMDHDF","Yes","145428","UTILITY GAS","ConEd"
"ROOSEVELT II","BROOKLYN","ROOSEVELT I/ROOSEVELT II","ROOSEVELT I BLD 03","AMR",,"177","281","K017700","FEDERAL","NY005011350P","National Grid NYC","12203076","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","00811377-30.3%","N","11806.57","T3 TRAN MULT FAM","Yes","22245.35","UTILITY GAS","NatGrid NYC"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 07","AMR","BLD 1-15","70","536","K007000","FEDERAL","NY005010700P","National Grid NYC","12203333","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4623273","N","97114.73","T3 TRAN MULT FAM","Yes","183391","UTILITY GAS","NatGrid NYC"
"RUTGERS","MANHATTAN","RUTGERS","BLD 03","NONE",,"99","439","M009900","MIXED FINANCE/LLC1","NY005020990P","CONSOLIDATED EDISON COMPANY OF NY","12142381","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3891448","Y","3419.46","TRMDH","Yes","2477","UTILITY GAS","ConEd"
"TELLER AVENUE-EAST 166TH STREET","BRONX","TELLER AVENUE-EAST 166TH STREET","BLD 01","NONE",,"223","344","B022300","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12204501","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3912262","N","28.81","TRMDH","Yes","0","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 06","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12141959","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3231320","Y","4352.42","TRMDH","Yes","3164","UTILITY GAS","ConEd"
"BETHUNE GARDENS","MANHATTAN","BETHUNE GARDENS","BLD 01","NONE",,"160","271","M016000","FEDERAL","NY005010030P","CONSOLIDATED EDISON COMPANY OF NY","12172152","2023-01","2022-08-23T00:00:00.000","2022-09-22T00:00:00.000","30","3893285","Y","6337.37","TRMDHDF","Yes","6195","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 04","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203278","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5150444","N","682.76","T3 TRAN MULT FAM","Yes","1015","UTILITY GAS","NatGrid NYC"
"BETHUNE GARDENS","MANHATTAN","BETHUNE GARDENS","BLD 01","NONE",,"160","271","M016000","FEDERAL","NY005010030P","CONSOLIDATED EDISON COMPANY OF NY","12184301","2023-01","2022-06-23T00:00:00.000","2022-07-25T00:00:00.000","32","3893285","Y","7419.12","TRMDHDF","Yes","7360","UTILITY GAS","ConEd"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12205328","2023-01","2022-04-25T00:00:00.000","2022-05-24T00:00:00.000","29","2543768","Y","16351.15","TRMDH","Yes","17953","UTILITY GAS","ConEd"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12205336","2023-01","2022-05-24T00:00:00.000","2022-06-23T00:00:00.000","30","2543768","Y","6143.88","TRMDH","Yes","5980","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 06","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203280","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","1293214","N","42.27","T3 TRAN MULT FAM","Yes","0","UTILITY GAS","NatGrid NYC"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 03","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12203227","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","7400269","Y","1094.69","T3 TRAN MULT FAM","Yes","1967.3","UTILITY GAS","NatGrid NYC"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 16","AMR","BLD 1-20","44","584","K004400","FEDERAL","NY005000440P","National Grid NYC","12203259","2023-01","2022-12-19T00:00:00.000","2023-01-26T00:00:00.000","38","7410436","N","116830.25","T3 TRAN MULT FAM","Yes","245142","UTILITY GAS","NatGrid NYC"
"RED HOOK EAST","BROOKLYN","RED HOOK EAST","BLD 27 - Community Center","AMR","Community Center","4","202","K000400","FEDERAL","NY005000040P","National Grid NYC","12203111","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5769001","N","547.09","T2-2 TRAN GENERAL","Yes","611","UTILITY GAS","NatGrid NYC"
"LOWER EAST SIDE II","MANHATTAN","LOWER EAST SIDE II","BLD 03","NONE",,"337","783","M033700","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12142514","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3127410","Y","7160.87","TRMDH","Yes","5628","UTILITY GAS","ConEd"
"LOWER EAST SIDE II","MANHATTAN","LOWER EAST SIDE II","BLD 04","NONE",,"337","783","M033700","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12142519","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3033011","N","8464.86","TRMDH","Yes","6785","UTILITY GAS","ConEd"
"COLLEGE AVENUE-EAST 165TH STREET","BRONX","COLLEGE AVENUE-EAST 165TH STREET","BLD 01","NONE","BLD 01","236","351","B023600","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12204156","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3337844","Y","1252.21","TR I NR","Yes","1705","UTILITY GAS","ConEd"
"GOWANUS","BROOKLYN","GOWANUS",,,,"25","515","K002500","FEDERAL","NY005000250P","National Grid NYC","12203084","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","7309571","N","47.64","T3 TRAN MULT FAM","Yes","6","UTILITY GAS",
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 35","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12215020","2023-01","2022-02-24T00:00:00.000","2022-03-25T00:00:00.000","29","3570932","Y","4534.41","TRMDH","Yes","3946","UTILITY GAS","ConEd"
"EAST 165TH STREET-BRYANT AVENUE","BRONX","EAST 165TH STREET-BRYANT AVENUE","BLD 03","NONE",,"304","552","B030400","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12202704","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3562574","Y","4840.28","TRMDH","Yes","3569","UTILITY GAS","ConEd"
"LEAVITT STREET-34TH AVENUE","QUEENS","LEAVITT STREET-34TH AVENUE","BLD 01","NONE","BLD 1","201","386","Q020100","FEDERAL","NY005011860P","CONSOLIDATED EDISON COMPANY OF NY","12199321","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3319222","N","9793.64","TRMDH","Yes","7964","UTILITY GAS","ConEd"
"OCEAN HILL-BROWNSVILLE","BROOKLYN","OCEAN HILL-BROWNSVILLE","BLD 05","AMR",,"313","287","K031300","FEDERAL","NY005013510P","National Grid NYC","12203161","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","1315793","N","1204.84","T3 TRAN MULT FAM","Yes","2002","UTILITY GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 35","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12206296","2023-01","2022-10-24T00:00:00.000","2022-11-22T00:00:00.000","29","3570932","Y","4825.63","TRMDH","Yes","3938","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 35","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12215001","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3570932","N","5873.78","TRMDH","Yes","4486","UTILITY GAS","ConEd"
"OCEAN HILL-BROWNSVILLE","BROOKLYN","OCEAN HILL-BROWNSVILLE","BLD 04","AMR",,"313","287","K031300","FEDERAL","NY005013510P","National Grid NYC","12203189","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4862074","N","1584.28","T3 TRAN MULT FAM","Yes","2720","UTILITY GAS","NatGrid NYC"
"GRANT","MANHATTAN","GRANT","BLD 05","NONE","BLD 1-9","87","232","M008700","FEDERAL","NY005000870P","CONSOLIDATED EDISON COMPANY OF NY","12179235","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2545226","N","330772.19","TRMDHDF","Yes","292760","UTILITY GAS","ConEd"
"EAST NEW YORK CITY LINE","BROOKLYN","EAST NEW YORK CITY LINE","BLD 29","AMR","BLD 28-29","263","378","K026300","FEDERAL","NY005010700P","National Grid NYC","12203378","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5610421","N","553.1","T3 TRAN MULT FAM","Yes","808","UTILITY GAS","NatGrid NYC"
"PARK ROCK REHAB","BROOKLYN","PARK ROCK REHAB","BLD 06","AMR","BLD 06","351","765","K035100","FEDERAL","NY005013510P","National Grid NYC","12203172","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4653387","N","1837.56","T3 TRAN MULT FAM","Yes","3199","UTILITY GAS","NatGrid NYC"
"SHELTON HOUSE","QUEENS","SHELTON HOUSE","BLD 01","AMR","BLD 1","279","505","Q027900","FEDERAL","NY005010910P","National Grid NYC","12202896","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4829151","Y","662.24","T3 TRAN MULT FAM","Yes","1040","UTILITY GAS","NatGrid NYC"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12194448","2023-01","2022-08-23T00:00:00.000","2022-09-22T00:00:00.000","30","2543768","Y","5792.89","TRMDH","Yes","5592","UTILITY GAS","ConEd"
"SOUTH BRONX AREA (SITE 402)","BRONX","SOUTH BRONX AREA (SITE 402)","BLD 02","NONE",,"305","550","B030500","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12204370","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3571445","Y","3052.82","TRMDH","Yes","2207","UTILITY GAS","ConEd"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 04","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12202882","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","5101193","Y","1514.58","T3 TRAN MULT FAM","Yes","2589","UTILITY GAS","NatGrid NYC"
"LOW HOUSES","BROOKLYN","LOW HOUSES","BLD 01","AMR","BLD 1-4","169","276","K016900","FEDERAL","NY005011690P","National Grid NYC","12202891","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","2644912","Y","56695.62","T3 TRAN MULT FAM","Yes","106615","UTILITY GAS","NatGrid NYC"
"QUEENSBRIDGE NORTH","QUEENS","QUEENSBRIDGE NORTH","BLD 11","NONE","BLD 9-13, 27","505","398","Q050500","FEDERAL","NY005005050P","CONSOLIDATED EDISON COMPANY OF NY","12199328","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3706929","N","64998.67","TRMDH","Yes","56946","UTILITY GAS","ConEd"
"CASSIDY-LAFAYETTE","STATEN ISLAND","CASSIDY-LAFAYETTE","BLD 02","AMR","BLD 1-5","206","319","S020600","FEDERAL","NY005011170P","National Grid NYC","12202910","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","811387","N","25816.32","T3 TRAN MULT FAM","Exception","52505","UTILITY GAS","NatGrid NYC"
"QUEENSBRIDGE NORTH","QUEENS","QUEENSBRIDGE NORTH","BLD 14","NONE","BLD 14-18, 28","505","398","Q050500","FEDERAL","NY005005050P","CONSOLIDATED EDISON COMPANY OF NY","12198336","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3706930","N","70593.34","TRMDH","Yes","61910","UTILITY GAS","ConEd"
