"objectid","wotype","wostatus","wopriority","boroughcode","communityboard","buildingnumber","streetname","locationdetails","actualfinishdate","wocontract","parkname","parkzone","cancelreason","wocategory","sanitationassigneddate","sanitationremovaldate","sanitationupdateddate","wowoodremains","woequipment","zipcode","citycouncil","statesenate","stateassembly","congressional","sanitationzone","physicalid","crossstreet1","crossstreet2","plantingspaceglobalid","treepointglobalid","inspectionglobalid","globalid","sidewalkdamage","wowireconflict","crewglobalid","geometry","closeddate","canceldate","createddate","updateddate","woentity","projstartdate","woproject","recommendedspecies","latitude","longitude","census_tract","bin","bbl","nta","location"
"20801315","Pruning","Open","8","Manhattan","107.0",,,,,,"Riverside Park",,,"Risk Mitigation",,,,"No Wood Debris",,"10025.0","6.0","31.0","69.0","10.0","1075B",,"RIVERSIDE DR","W 108 ST",,,"C59C77A5-3282-4974-9201-76ADC513E070","4752AC01-6CBE-4B72-A1E3-EB9BBAF5527B",,"No Util Conflict Present",,"POINT (-73.9708356907290607 40.8050818412768379)",,,"2023-06-13 15:41:26.0000000",,"In-House",,,,,,,,,,"POINT (-73.97083569072906 40.80508184127684)"
"11292946","Block Pruning","Open",,"Queens","406.0",,,,,"BP-Q21","Lost Battalion Hall Recreation Center",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"4061D",,,,,,"380E4196-7D4C-4A23-A770-4F9C7958A313","927A04B5-5FC0-4A17-864E-EC1050A1DB4A",,"No Util Conflict Present",,"POINT (-73.8652408115814438 40.7321147264484793)",,,"2020-03-11 12:56:00.0000000","2020-05-15 10:52:33.0000000","Expense",,,,,,,,,,"POINT (-73.86524081158144 40.73211472644848)"
"20947409","Stump Removal","Open",,"Queens","405.0",,,"5P",,"TRS-S23","Rosemary's Playground","Q398",,"Stump Removal",,,,"No Wood Debris",,"11385.0","30.0","15.0","37.0","7.0","4053C",,"WOODBINE ST","WOODWARD AV",,,"0A21033E-9101-42F2-ABC8-C09B4F06CC18","66A2F936-E71D-4ACA-8971-ECED3AE9DA1B",,"No Util Conflict Present",,"POINT (-73.9041905550631242 40.7044941931599098)",,,"2023-06-26 12:02:14.0000000",,"Expense",,,,,,,,,,"POINT (-73.90419055506312 40.70449419315991)"
"16167724","Stump Removal","Open",,"Brooklyn","310.0","602","67th Street","1x",,"TRS-B21","Leif Ericson Park",,,"Stump Removal",,,,"No Wood Debris",,,,,,,"3101C",,,,,,"9AF0D695-8260-4908-A65E-322C6EF14F2D","9DE28D18-A8D7-4A6D-BB1C-ECDA2DB647AE",,"No Util Conflict Present",,"POINT (-74.0175188640980224 40.6340474421495159)",,,"2022-01-10 18:35:00.0000000",,"Expense",,,,,,,,,,"POINT (-74.01751886409802 40.634047442149516)"
"11332649","Block Pruning","Open",,"Brooklyn","304.0","62","Irving Ave",,,"BP-B21","Maria Hernandez Park",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3041B",,,,,,"358A1197-1D54-4C85-B769-036FD18BEA96","19CD4EE9-9812-47E7-A922-ED3FDF6E4BFC",,"No Util Conflict Present",,"POINT (-73.9235975089297881 40.7038837064506183)",,,"2020-03-16 19:30:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.92359750892979 40.70388370645062)"
"11123449","Block Pruning","Open",,"Bronx","209.0","*","*","WESTSIDE",,"BP-X23","Harding Park Beautification Project",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2091B",,,,,,"4FA0EA13-8FAA-41AE-9D46-C7FE20C9C34E","28D78487-36E1-4A49-82CB-ED1E23D4E837",,"No Util Conflict Present",,"POINT (-73.8581690753826479 40.8077500285849410)",,,"2020-02-11 17:17:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.85816907538265 40.80775002858494)"
"11070669","Block Pruning","Open",,"Bronx","204.0","*","*","SW CORNER",,"BP-X23","Mosaic Success Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2043A",,,,,,"8BEC3CCE-DACA-4508-8B5B-FAE89900D2DF","0DBB418E-4DB5-4C8E-BB75-EE0A6761DF01",,"No Util Conflict Present",,"POINT (-73.9255487616105142 40.8403260693120203)",,,"2020-01-31 17:26:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.92554876161051 40.84032606931202)"
"11002055","Block Pruning","Open",,"Bronx","202.0","*","*","CENTER",,"BP-X23","Wishing Well Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2021B",,,,,,"1ED36F35-4F7E-48E1-BB2D-ADB2882C71AA","03920AF3-84E5-48BA-A39F-EEE6B1B1BA68",,"No Util Conflict Present",,"POINT (-73.8986695937024365 40.8195045961769267)",,,"2020-01-20 17:57:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.89866959370244 40.81950459617693)"
"11063321","Block Pruning","Open",,"Bronx","201.0","*","*","NE SECTION",,"BP-X23","Padre Plaza",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2012A",,,,,,"1C77F052-2CBA-43F9-B577-72A6F9B1339B","09A92CB8-06C7-4159-8128-F0178087C285",,"No Util Conflict Present",,"POINT (-73.9173242922974651 40.8079416934810979)",,,"2020-01-30 15:28:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.91732429229747 40.8079416934811)"
"17212543","Block Pruning","Open",,"Brooklyn","304.0","1300","GREENE AV","4F",,"BP-B22",,,,"Block Pruning",,,,"No Wood Debris",,"11237.0","37.0","18.0","53.0","7.0","3042B","96874","GREENE AV","WILSON AV",,,"523A0AC3-B358-4A95-9F1D-1467DEAFCBC5","D1B7A8E6-A949-46E6-A260-EFF2221D50E0",,"No Util Conflict Present",,"POINT (-73.9194376888849405 40.6980437099267434)",,,"2022-03-24 15:06:55.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.91943768888494 40.69804370992674)"
"17453393","Pruning","Open","7","Staten Island","501.0","2","HARDY STREET","1F post parking",,,,,,"Risk Mitigation",,,,"No Wood Debris",,"10304.0","49.0","23.0","61.0","11.0","5011D","49963","HARDY ST","PRINCE ST",,,"F48E2EB3-B376-47D3-B129-B96FEAD91E49","89558C66-49EF-40E2-918E-EFECB60BDED0",,"No Util Conflict Present",,"POINT (-74.0827635589488551 40.6179735408391380)",,,"2022-04-13 15:35:53.0000000",,"In-House",,,,,,,,,,"POINT (-74.08276355894886 40.61797354083914)"
"7077153","Stump Removal","Closed",,"Brooklyn","302.0",,,,"2018-01-22 00:00:00.0000000","SR-B18",,,,"Stump Removal",,,,"No Wood Debris",,,,,,,"3021B",,,,,,"BC20E0B6-1490-43F6-A152-401D611536A8","8BD6274E-0FEE-4DD8-97D8-EFAECD7AB560",,"No Util Conflict Present",,"POINT (-73.9892011203975812 40.6949342588221157)","2018-01-22 00:00:00.0000000",,"2017-11-08 15:07:58.0000000","2018-01-22 00:00:00.0000000","Expense",,,,,,,,,,"POINT (-73.98920112039758 40.694934258822116)"
"5651550","Hanging Limb","Closed",,"Bronx","211.0",,,,"2017-01-17 07:43:07.0000000",,"Pelham Parkway","X003-ZN01",,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"2111C",,,,,,"C63B72C0-0F39-4296-97AE-4EA382A5BB54","C3D829CB-A5CA-4D6B-86ED-EFA8B321A817",,"No Util Conflict Present",,"POINT (-73.8642762521387795 40.8569062094592965)","2017-01-17 08:30:04.0000000",,"2017-01-17 08:29:33.0000000","2019-09-04 17:18:08.0000000","In-House",,,,,,,,,,"POINT (-73.86427625213878 40.8569062094593)"
"11388770","Block Pruning","Open",,"Brooklyn","304.0","62","Starr St",,,"BP-B21","Maria Hernandez Park",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3041B",,,,,,"892FEE00-B340-472B-9E3B-150B252E3842","26740822-043F-48D3-8983-EFA65461C49D",,"No Util Conflict Present",,"POINT (-73.9239070704452814 40.7034267855902741)",,,"2020-03-24 16:26:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.92390707044528 40.703426785590274)"
"7700266","Block Pruning","Closed",,"Bronx","228.0",,,"INSIDE BB FIELD ALONG FENCE","2019-03-29 06:50:46.0000000","BP-X19","Pelham Bay Park","X039-ZN01",,"Block Pruning",,,,"No Wood Debris",,,,,,,,,,,,,"B6ED51E5-2A7D-4222-926E-5AAE7B3938D8","E6317FF3-D8F5-4CF6-8CD5-EFA5B84E0014",,"No Util Conflict Present",,"POINT (-73.8253146675023117 40.8474906665500086)","2019-04-18 13:27:46.0000000",,"2018-02-21 10:59:09.0000000","2019-05-13 12:51:55.0000000","Expense",,,,,,,,,,"POINT (-73.82531466750231 40.84749066655001)"
"11926306","Pruning","Open","6","Bronx","204.0",,,,,,"Jerome Slope",,,"Risk Mitigation",,,,"No Wood Debris",,"10452.0","8.0","29.0","77.0","15.0","2041A",,"E 165 ST","JEROME AV",,,"97D53869-A20F-4629-9A12-9857E37E5F7A","2FF260FC-D080-4180-B52E-EF9C12F34869",,"No Util Conflict Present",,"POINT (-73.9256663507710101 40.8326411491292376)",,,"2020-07-06 17:15:49.0000000",,"In-House",,,,,,,,,,"POINT (-73.92566635077101 40.83264114912924)"
"16549093","Block Pruning","Closed",,"Bronx","205.0","1801","WEEKS AVENUE","2F","2022-09-14 17:05:49.0000000","BP-X23",,,,"Block Pruning",,,,"No Wood Debris",,"10457.0","15.0","33.0","86.0","15.0","2053B",,"E 175 ST","WEEKS AV",,,"FB6CBB3F-942D-43C6-865C-BE8402F97A7B","B60702E5-87AA-440B-802B-F0C3E92F5E4F",,"No Util Conflict Present",,"POINT (-73.9074410203561882 40.8470132035861937)",,,"2022-02-08 19:06:04.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.90744102035619 40.847013203586194)"
"11079506","Stump Removal","Open",,"Manhattan","111.0",,,,,"TRS-M20","Marcus Garvey Park","M058-ZN03",,"Stump Removal",,,,"No Wood Debris",,,,,,,"1113B",,,,,,"AB8DE527-747F-425D-A867-3A02B74BD7EA","D63FE7F1-6BE6-4A81-91E6-F27E65DF29FE",,"No Util Conflict Present",,"POINT (-73.9437179435674352 40.8047418651251022)",,,"2020-02-03 22:06:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.94371794356744 40.8047418651251)"
"20680662","Pruning","Open","8","Bronx","209.0","2022","NEWBOLD AVENUE",,,,,,,"Risk Mitigation",,,,"No Wood Debris",,"10462.0","18.0","34.0","87.0","14.0","2093E","41176","E 177 ST","ELLIS AV",,,"E9780A04-9321-47DB-86B7-2D522C9ACEE2","AF30E762-6F5A-4BFA-9027-F489CFE71D90",,"No Util Conflict Present",,"POINT (-73.8565359688898013 40.8323569264838468)",,,"2023-05-26 14:28:19.0000000",,"In-House",,,,,,,,,,"POINT (-73.8565359688898 40.83235692648385)"
"11028366","Block Pruning","Open",,"Bronx","203.0","*","*","CENTER",,"BP-X23","El Coqui Community Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2031B",,,,,,"98B480DB-4856-4D13-96E7-82977CB06FC3","7D90BEC4-D1BA-4E1D-A987-F46CE9EBE17B",,"No Util Conflict Present",,"POINT (-73.9127716672151678 40.8251426638072630)",,,"2020-01-24 14:39:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.91277166721517 40.82514266380726)"
"19935250","Stump Removal","Open",,"Bronx","204.0","//","//",,,"TRS-X23","Franz Sigel Park",,,"Stump Removal",,,,"No Wood Debris",,,,,,,"2041A",,,,,,"EA1D534E-91C6-42A3-8A35-F39D5C756B05","DFB7C5DB-E3BA-4353-A5DF-F50AFEC21F75",,"No Util Conflict Present",,"POINT (-73.9275024030728929 40.8228638750662327)",,,"2023-02-23 18:09:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.92750240307289 40.82286387506623)"
"11076116","Block Pruning","Open",,"Bronx","205.0","*","*","EASTSIDE",,"BP-X23","Townsend Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2052B",,,,,,"B163CCEE-0E79-405C-A5A3-DC8F739E6617","984928A8-CCDC-4344-961B-F66EB0AE9D22",,"No Util Conflict Present",,"POINT (-73.9108831196312508 40.8468439799701031)",,,"2020-02-03 16:38:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.91088311963125 40.8468439799701)"
"17191175","Block Pruning","Open",,"Queens","401.0","40-14","DITMARS BOULEVARD","1F",,"BP-Q22",,,,"Block Pruning",,,,"No Wood Debris",,"11105.0","22.0","13.0","36.0","14.0","4012D","23061","41 ST","DITMARS BLVD",,,"D54EB171-9FBF-48B5-886A-8851E3AB11CD","58616C7F-17CC-43F5-9CD6-F62319331EC9",,"Electric Utility Open",,"POINT (-73.9056704987891493 40.7724881419690064)",,,"2022-03-23 12:15:49.0000000",,"Expense",,,,,,,,,,"POINT (-73.90567049878915 40.772488141969006)"
"11717600","Stump Removal","Open",,"Bronx","210.0","600","THROGS NECK EXPRESSWAY SR",,,"TRS-X20",,,,"Stump Removal",,,,"No Wood Debris",,,,,,,,,,,,,"0507068F-9952-4D49-8377-330DAC121921","BD9F91C7-A206-4D62-BD7B-F6220C100650",,"No Util Conflict Present",,"POINT (-73.8162327450247346 40.8266802744565993)",,,"2020-06-02 14:39:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.81623274502473 40.8266802744566)"
"2436513","Block Pruning","Closed",,"Brooklyn","310.0","n/a","n/a",,"2015-12-28 05:00:00.0000000","BP-20150001562","McKinley Park",,,"Block Pruning",,,,"No Wood Debris",,,,,,,,,,,,,"F10FB1D9-D0DB-4C84-AF7C-9A3542D3F86D","F8E3E012-A8FB-4B87-8C34-F8636CCC0C76",,"No Util Conflict Present",,"POINT (-74.0173412431287687 40.6264762073221988)","2016-01-11 14:57:00.0000000",,"2016-01-11 14:57:00.0000000",,"Expense",,,,,,,,,,"POINT (-74.01734124312877 40.6264762073222)"
"20255439","Pruning","Open","5","Staten Island","503.0","4","Holly Pl",,,,,,,"Risk Mitigation",,,,"No Wood Debris",,"10306.0","50.0","24.0","62.0","11.0","5031E","95348","HOLLY PL","OAKLEY PL",,,"C7484528-27F0-455E-AEEC-0A6D35B2D0C3","C0C423AE-324B-414E-8A96-F84A65DF3DCB",,"No Util Conflict Present",,"POINT (-74.1235978099240072 40.5739291128084290)",,,"2023-04-05 17:33:58.0000000",,"In-House",,,,,,,,,,"POINT (-74.12359780992401 40.57392911280843)"
"20573428","Pruning","Open","7","Bronx","226.0",,,,,,"Van Cortlandt Park",,,"Risk Mitigation",,,,"No Wood Debris",,"10467.0","11.0","34.0","81.0","16.0",,,"KNOX PL","W GUN HILL RD",,,"F6D1603D-A3B1-4AE4-96D9-E7A769B3FC1C","882764B2-6AAB-4F68-B1CC-F8A4332C6F8F",,"No Util Conflict Present",,"POINT (-73.8813344809444175 40.8839004221668390)",,,"2023-05-12 14:44:18.0000000",,"In-House",,,,,,,,,,"POINT (-73.88133448094442 40.88390042216684)"
"10511738","Block Pruning","Open",,"Bronx","206.0","/","Quarry Ballfields",,,"BP-X23","Quarry Ballfields",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2061B",,,,,,"60AF5881-FBBD-4FFB-8E35-18586392BD8D","1987577C-9EBF-48B6-B0AD-F9A960513719",,"Electric Utility Pending",,"POINT (-73.8920201831232646 40.8513915688843099)",,,"2019-11-08 17:53:00.0000000","2019-11-08 17:53:52.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.89202018312326 40.85139156888431)"
"11098282","Block Pruning","Open",,"Bronx","204.0","*","*","SE CORNER",,"BP-X23","Dred Scott Bird Sanctuary",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2043B",,,,,,"E6A000F8-9EE6-4D4C-B601-7A1FC1D97ADC","8243C730-D8E0-44CB-987C-FA84F5955349",,"No Util Conflict Present",,"POINT (-73.9131077522910260 40.8359506875749787)",,,"2020-02-06 15:24:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.91310775229103 40.83595068757498)"
"5333022","Pruning","Cancel","8","Brooklyn","307.0",,,,,,"Sunset Park",,"BP-17","Risk Mitigation",,,,"No Wood Debris",,,,,,,"3072E",,,,,,"B0BE56E3-2908-4888-809E-B766547FBD84","D4E073BC-D85E-4E7E-8422-FA3A21A8D416",,"No Util Conflict Present",,"POINT (-74.0013369155428933 40.6472473691890102)",,"2016-11-17 12:02:08.0000000","2016-11-10 10:59:34.0000000","2016-11-17 12:02:08.0000000","In-House",,,,,,,,,,"POINT (-74.0013369155429 40.64724736918901)"
"19937536","Tree Removal","Open","7","Bronx","203.0","818","RITTER PLACE",,,,,,,"Risk Mitigation",,,,"Unprocessed Wood",,"10459.0","17.0","32.0","79.0","15.0","2031A","100833","RITTER PL","UNION AV",,,"6BAD71E2-7B0F-49D3-97E3-111BB763A85E","AC5BF9D9-782F-4C08-9D61-FBB55606D025",,"No Util Conflict Present",,"POINT (-73.8978012141220262 40.8308893007976934)",,,"2023-02-23 14:51:33.0000000",,"In-House",,,,,,,,,,"POINT (-73.89780121412203 40.83088930079769)"
"16585307","Block Pruning","Open",,"Queens","405.0","54-29","NURGE AVENUE","1F",,"BP-Q22",,,,"Block Pruning",,,,"No Wood Debris",,"11378.0","30.0","12.0","37.0","7.0","4051D","28963","54 PL","NURGE AV",,,"ECDDF2B5-0260-43C1-AA25-A1B6C2897D23","69E7B005-678F-46B0-8461-FBF33AB0061E",,"Electric Utility Open",,"POINT (-73.9114895626125019 40.7148143890304226)",,,"2022-02-10 15:49:44.0000000",,"Expense",,,,,,,,,,"POINT (-73.9114895626125 40.71481438903042)"
"7463941","Stump Removal","Open",,"Manhattan","112.0",,,,,"SR-M18","Fort Washington Park","M028-ZN02",,"Stump Removal",,,,"No Wood Debris",,,,,,,"1122B",,,,,,"FB934025-559D-4B41-A0B7-E2B82DB2E333","A4FB5D0B-AB27-4921-AE7A-FCE328DF4BF1",,"No Util Conflict Present",,"POINT (-73.9462427187551867 40.8462277849298729)",,,"2018-01-12 11:00:02.0000000","2018-01-12 11:00:02.0000000","Expense",,,,,,,,,,"POINT (-73.94624271875519 40.84622778492987)"
"20651301","Tree Removal","Open","8","Bronx","212.0","3600","HARPER AVENUE",,,,,,,"Risk Mitigation",,,,"No Wood Debris",,"10466.0","12.0","36.0","83.0","16.0","2125E","37932","HARPER AV","MAROLLA PL",,,"B28D14A8-A16B-43E5-BFF1-2484134E763B","20E6C0F2-E4C1-430C-B082-FD8E32D82EEA",,"No Util Conflict Present",,"POINT (-73.8344746553292595 40.8843898203395781)",,,"2023-05-23 19:44:21.0000000",,"In-House",,,,,,,,,,"POINT (-73.83447465532926 40.88438982033958)"
"20293912","Stump Removal","Alternate",,"Staten Island","503.0","235","NOEL STREET","IFO",,"TRS-S23",,,,"Stump Removal",,,,"No Wood Debris",,"10312.0","51.0","24.0","62.0","11.0","5034D","94786","BARCLAY AVENUE","HOLDRIDGE AVENUE",,,"0A71121D-335E-4253-A3B8-6261D08DCA71","5617CFBB-17BA-4670-A50C-FE33BF19FE62",,"No Util Conflict Present",,"POINT (-74.1687773497378942 40.5301820028797906)",,,"2023-04-10 16:33:00.0000000",,"Expense",,,,,,,,,,"POINT (-74.1687773497379 40.53018200287979)"
"15489812","Stump Removal","Open",,"Queens","411.0","226-059","UNION TURNPIKE","1M",,"TRS-Q22",,,,"Stump Removal",,,,"No Wood Debris",,"11364.0","23.0","11.0","24.0","6.0","4115C",,"GCP WB EN 86 AV","GRAND CENTRAL PKWY",,,"DC7A1FA1-E880-4797-8606-7755C8F50E93","08547F5A-9225-43D6-BE4B-FDBFE284D9B7",,"No Util Conflict Present",,"POINT (-73.7434314697006101 40.7364521884663588)",,,"2021-10-14 14:12:28.0000000",,"Expense",,,,,,,,,,"POINT (-73.74343146970061 40.73645218846636)"
"10526421","Block Pruning","Open",,"Bronx","206.0","/","Quarry Ballfields",,,"BP-X23","Quarry Ballfields",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2061B",,,,,,"7BD9990A-12E2-4067-9498-3921C3D644CE","A51229C6-D807-4727-9C11-FEF7FE0D485A",,"No Util Conflict Present",,"POINT (-73.8922871648571800 40.8512322492963023)",,,"2019-11-15 16:45:00.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.89228716485718 40.8512322492963)"
"11132203","Block Pruning","Open",,"Queens","401.0","*","*","EAST CENTRAL",,"BP-Q20","Two Coves Community Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"4013C",,,,,,"CDEC1723-1B6B-401E-89DA-7EEF2FE144BC","BB918CF4-CD13-4B79-8EF9-05392ACC852F",,"No Util Conflict Present",,"POINT (-73.9317278576842369 40.7721932192220891)",,,"2020-02-13 16:18:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.93172785768424 40.77219321922209)"
"7134652","Stump Removal","Pending",,"Brooklyn","318.0",,,,,"SR-B18",,,,"Stump Removal",,,,"No Wood Debris",,,,,,,"3186D",,,,,,"87B8267C-41CC-41AC-ADEB-1A2975261241","E538F70D-261E-49D2-99F4-04C8D27A62F8",,"No Util Conflict Present",,"POINT (-73.9393683943276585 40.6283790574382593)",,,"2017-11-20 09:25:48.0000000","2017-11-20 09:25:48.0000000","Expense",,,,,,,,,,"POINT (-73.93936839432766 40.62837905743826)"
"10824503","Block Pruning","Open",,"Brooklyn","305.0","*","*","WESTSIDE",,"BP-B20","Green Gems",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3052E",,,,,,"1C6B11BB-C752-470D-9565-E3F828B87ED9","5AE208FB-BE73-44FF-AE55-08B25A2B69DB",,"No Util Conflict Present",,"POINT (-73.8755394788239244 40.6764881294427170)",,,"2019-12-17 15:41:00.0000000",,"Expense",,,"Cornus kousa - kousa dogwood",,,,,,,"POINT (-73.87553947882392 40.67648812944272)"
"16374144","Block Pruning","Open",,"Queens","407.0","159-14","CRYDERS LANE","1F",,"BP-Q22",,,,"Block Pruning",,,,"No Wood Debris",,"11357.0","19.0","11.0","26.0","3.0","4078C","28306","159 ST","CRYDERS LA",,,"6D8AB1DA-903A-4AAC-86AA-661657156055","ACCE2363-881C-412C-BB2B-FF5E42CA0073",,"Electric Utility Open",,"POINT (-73.8028580511595180 40.7874858514616321)",,,"2022-01-26 18:15:27.0000000",,"Expense",,,,,,,,,,"POINT (-73.80285805115952 40.78748585146163)"
"18481888","Hanging Limb","Closed","7","Queens","411.0","50-017","OVERBROOK STREET","1S","2022-07-23 04:00:00.0000000",,,,,"Risk Mitigation",,,,"All Wood Removed",,"11362.0","19.0","11.0","26.0","3.0","4114D","83532","51 AVENUE","VAN ZANDT AVENUE",,,"92A65ED6-278E-42F7-9005-5E676042B4EF","6523C9F2-5E59-43FD-98C5-001760964161",,"No Util Conflict Present","CCA5AEF9-D06E-49A7-A158-F898E342A0EE","POINT (-73.7375784164948129 40.7615772195958854)","2022-07-23 18:15:00.0000000",,"2022-07-22 15:15:00.0000000","2022-07-23 18:15:41.0000000","In-House",,"SubStatus 3",,,,,,,,"POINT (-73.73757841649481 40.761577219595885)"
"15925821","Block Pruning","Closed",,"Staten Island","502.0","85","JEFFERSON AVENUE","1f  Inspected by EC.","2022-04-21 04:00:00.0000000","BP-S22",,,,"Block Pruning",,,,"No Wood Debris",,"10306.0","50.0","24.0","62.0","11.0","5022E","52281","JEFFERSON AV","N RAILROAD AV",,,"20C7FB7C-D069-493F-A223-D45AD3194C16","0EC976E4-787B-4365-88FA-00775694350B",,"Electric Utility Open",,"POINT (-74.1029642144068106 40.5844063035777651)","2022-04-21 04:00:00.0000000",,"2021-11-29 22:51:38.0000000","2022-04-01 16:23:32.0000000","Expense",,"Block Pruning","Platanus x acerifolia - London planetree",,,,,,,"POINT (-74.10296421440681 40.584406303577765)"
"12973687","Block Pruning","Closed",,"Bronx","206.0","2452","LORILLARD PLACE","1X","2022-06-28 04:00:00.0000000","BP-X21",,,,"Block Pruning",,,,"No Wood Debris",,"10458.0","15.0","33.0","78.0","15.0","2061B","100428","E 189 ST","LORILLARD PL",,,"C4C2C361-980F-4B6F-BB7C-95315C341089","8E1171F9-6B26-44F6-B16A-0068031CDA96",,"No Util Conflict Present",,"POINT (-73.8880465008744380 40.8578298698737186)","2022-07-06 04:00:00.0000000",,"2020-10-20 14:39:59.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.88804650087444 40.85782986987372)"
"4419551","Block Pruning","Closed",,"Bronx","203.0","3317","3 AVENUE","pit: sidewalk pit 1f","2017-03-20 11:26:10.0000000","BP-X17",,,,"Block Pruning",,,,"No Wood Debris",,"10456.0","17.0","32.0","79.0","15.0","2031B","35972","EAST 165 STREET","WEIHER COURT",,,"71EC393A-1048-4D41-AA14-598CD939020A","D66CB174-C2DF-46C9-85A4-009B71F7502D",,"No Util Conflict Present",,"POINT (-73.9079466115123864 40.8262407482343619)","2017-03-24 10:55:45.0000000",,"2016-08-10 12:15:04.0000000","2017-03-24 10:55:45.0000000","Expense",,"Block Pruning",,"40.826147","-73.907883","185.01","2116712","2023697502","Morrisania","POINT (-73.90794661151239 40.82624074823436)"
"14412452","Limb Down","Closed","8","Queens","407.0","49-11","169 STREET","1 F 3 inch limb down, partially obstructing street","2021-07-21 04:00:00.0000000",,,,,"Post-Failure Tree/Debris Removal",,,,"All Wood Removed","Bucket, Loader & Chipper","11365.0","20.0","11.0","25.0","6.0","4074C","82745","UNDERHILL AVENUE","LITHONIA AVENUE",,,"AB6F9A5F-2CA6-4E66-9F79-49AD4938EA91","3078F950-FD4B-4400-AA5B-01CFCB293CF3","1.0","No Util Conflict Present","DE035827-1E74-44F2-93FE-A81F5BCB277F","POINT (-73.7989484597282086 40.7484035141478600)","2021-07-21 18:56:00.0000000",,"2021-07-07 21:12:00.0000000","2021-07-21 18:56:00.0000000","In-House",,"SubStatus 3",,"40.748480","-73.798992","1207.01","4125860","4055730034","East Flushing","POINT (-73.79894845972821 40.74840351414786)"
"14935826","Block Pruning","Closed",,"Bronx","212.0","3033","COLDEN AVENUE","1F","2021-11-29 05:00:00.0000000","BP-X22",,,,"Block Pruning",,,,"No Wood Debris",,"10469.0","12.0","36.0","83.0","16.0","2121E",,"BURKE AV","COLDEN AV",,,"4261754E-FF1D-460C-A5D5-4F780076B036","931F73E2-E602-4C63-8278-01B6EF0E59F3",,"No Util Conflict Present",,"POINT (-73.8595161853215956 40.8707040804573154)","2022-01-27 14:43:00.0000000",,"2021-08-26 16:43:00.0000000","2022-01-27 14:43:00.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.8595161853216 40.870704080457315)"
"6825763","Block Pruning","Closed","2","Bronx","210.0","2843","CODDINGTON AVENUE","4S ON MAYFLOWER","2017-10-13 07:18:47.0000000","BP-X18",,,,"Block Pruning",,,,"No Wood Debris",,"10461.0","13.0","34.0","82.0","14.0","2103E","87385","MAYFLOWER AVENUE","EAST TREMONT AVENUE",,,"68834A34-3A24-47C1-A5C7-815627A10F29","52A81609-AA4A-4536-856A-01524969BB20",,"No Util Conflict Present",,"POINT (-73.8335587525906618 40.8392003727607147)","2017-10-23 10:49:32.0000000",,"2017-09-14 09:46:35.0000000","2017-10-23 10:49:32.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.83355875259066 40.839200372760715)"
"17280398","Block Pruning","Open",,"Brooklyn","304.0","294","MENAHAN STREET","1F",,"BP-B22",,,,"Block Pruning",,,,"No Wood Debris",,"11237.0","37.0","18.0","53.0","7.0","3042B","72366","IRVING AV","MENAHAN ST",,,"F9FF34F1-E8C3-49B3-A0B5-E372615EE742","44F5B1CE-8056-425B-AA20-01BED9835FD6","1.0","Electric Utility Open",,"POINT (-73.9150760750678444 40.7001003333483666)",,,"2022-03-30 22:00:16.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.91507607506784 40.70010033334837)"
