"bin","borough","zip","house_num","street_name","block","lot","confirmation_num","reporting_year","tank_num","inspection_by_firm","inspection_performed","inspection_date","gi_req_internal_structure","gi_result_internal_structure","gi_req_external_structure","gi_result_external_structure","gi_req_overflow_pipes","gi_result_overflow_pipes","gi_req_access_ladders","gi_result_access_ladders","gi_req_air_vents","gi_result_air_vents","gi_req_roof_access","gi_result_roof_access","si_req_sediment","si_result_sediment","si_req_biological_growth","si_result_biological_growth","si_req_debris_insects","si_result_debris_insects","si_req_rodent_bird","si_result_rodent_bird","sample_collected","lab_name","nys_certified","analytes","coliform","ecoli","meet_standards","deleted","latitude","longitude","community_board","council_district","census_tract","bbl","nta","batch_date"
"1014505","MANHATTAN","10018","202","WEST   40 STREET","789","44","WTI2024376926","2018","1","Rosenwach Tank Co. LLC","Y","03/01/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.754938","-73.98836","5","3","113","1007890044","Midtown-Midtown South","2023-08-25T12:15:23.000"
"1045251","MANHATTAN","10075","353","East 78 Street","01453","0021","WTI6407685891","2023","1","isseks bros","Y","05/11/2023","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental building solutions llc","Y","B","A","A",,"No","40.77212","-73.954257","8","5","134","1014530021","Lenox Hill-Roosevelt Island","2023-08-25T12:15:27.000"
"1036206","MANHATTAN","10017","485","Lexington Avenue","01301","0023","WTI4471506164","2021","1","Rosenwach Tank Co. LLC","Y","11/07/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.754244","-73.973994","6","4","92","1013010023","Turtle Bay-East Midtown","2023-08-25T12:15:10.000"
"1018513","MANHATTAN","10016","120","East 34th Street","00889","0068","WTI1810236995","2022","1","Rosenwach Tank Co. LLC","Y","08/31/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.746661","-73.98036","5","2","72","1008890068","Murray Hill-Kips Bay","2023-08-25T12:15:41.000"
"1023398","MANHATTAN","10019","112","West 56th St","01008","7501","WTI8778473345","2016","1","Isseks Bros. Inc.","Y","07/28/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.763912","-73.97833","5","4","137","1010087501","Midtown-Midtown South","2023-08-25T12:15:15.000"
"1033133","MANHATTAN","10024","2350","BROADWAY","1233","16","WTI8994475776","2018","3","Rosenwach Tank Co. LLC","Y","08/28/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.788007","-73.976747","7","6","171","1012330016","Upper West Side","2023-08-25T12:15:28.000"
"1036463","MANHATTAN","10022","150","East 52 Street","01306","0042","WTI0651798467","2019","1","American pipe and Tank","Y","11/16/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.757534","-73.970965","6","4","100","1013060042","Turtle Bay-East Midtown","2023-08-25T12:15:39.000"
"3206459","BROOKLYN","11210","1655","Flatbush Avenue","07579","0010","WTI2222264677","2020","1","American Pipe and Tank","Y","10/07/2020","Y","N","Y","A","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.630096","-73.944757","18","45","776","3075790010","Flatlands","2023-08-25T12:15:34.000"
"1015942","MANHATTAN","10018","12","West 37th Street","00838","0058","WTI0434204104","2022","1","Rosenwach Tank Co. LLC","Y","02/25/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.750639","-73.983899","5","4","84","1008380058","Midtown-Midtown South","2023-08-25T12:15:37.000"
"1036147","MANHATTAN","10017","355","Lexington Avenue","01295","0023","WTI9398833032","2015","1","Rosenwach Tank Co. LLC","Y","09/12/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.750245","-73.976909","6","4","80","1012950023","Murray Hill-Kips Bay","2023-08-25T12:15:20.000"
"1016148","MANHATTAN","10003","37","East 18th Street","00847","0029","WTI1703329830","2022","1","Rosenwach Tank Co. LLC","Y","10/17/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.737652","-73.989759","5","2","52","1008470029","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:43.000"
"1030185","MANHATTAN","10024","160","West 77th Street","01148","0056","WTI9832404454","2022","1","Rosenwach Tank Co. LLC","Y","08/22/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.781333","-73.978082","7","6","161","1011480056","Upper West Side","2023-08-25T12:15:41.000"
"1000544","MANHATTAN","10280","380","RECTOR PLACE","16","7505","WTI5587746651","2020","1","Rosenwach Tank Co. LLC","Y","11/10/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.709311","-74.017764","1","1","31704","1000167505","Battery Park City-Lower Manhattan","2023-08-25T12:15:43.000"
"4437132","QUEENS","11373","79-01","Broadway","01500","0002","WTI5038612060","2021","2","Nalco","Y","09/13/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.744416","-73.886097","4","25","267","4015000002","Elmhurst","2023-08-25T12:15:25.000"
"1036462","MANHATTAN","10022","850","Third Avenue","01306","0033","WTI8830103890","2016","2","Rosenwach Tank Co. LLC","Y","09/03/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.756924","-73.969976","6","4","100","1013060033","Turtle Bay-East Midtown","2023-08-25T12:15:15.000"
"1046833","MANHATTAN","10028","1020","Park Avenue","01497","0034","WTI2273742345","2019","1","Culligan of Manhattan","Y","12/12/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","A","Y","N","Y","N","Y","N","Y","Certified Laboratories","Y","B","A","A",,"No","40.779685","-73.95757","8","4","15001","1014970034","Upper East Side-Carnegie Hill","2023-08-25T12:15:25.000"
"1057082","MANHATTAN","10025","785","West End Avenue","1888","15","WTI2770339370","2020","1","Rosenwach Tank Co. LLC","Y","05/27/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.796762","-73.972483","7","6","187","1018880015","Upper West Side","2023-08-25T12:15:42.000"
"1047074","MANHATTAN","10128","1160","PARK AVENUE","1504","31","WTI7831424302","2018","1","Rosenwach Tank Co. LLC","Y","08/29/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.784254","-73.954797","8","4","16001","1015040031","Upper East Side-Carnegie Hill","2023-08-25T12:15:28.000"
"1014491","MANHATTAN","10018","270","WEST   39 STREET","788","86","WTI8732994253","2018","1","Rosenwach Tank Co. LLC","Y","06/30/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.754902","-73.990186","5","3","113","1007880086","Midtown-Midtown South","2023-08-25T12:15:24.000"
"1013820","MANHATTAN","10011","230","WEST   17 STREET","766","61","WTI3404448111","2018","1","Rosenwach Tank Co. LLC","Y","11/11/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.740899","-73.999325","4","3","81","1007660061","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:29.000"
"1001025","MANHATTAN","10005","14","Wall Street","00046","0009","WTI4840363644","2020","1","American Pipe and Tank","Y","04/18/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.707347","-74.010997","1","1","7","1000460009","Battery Park City-Lower Manhattan","2023-08-25T12:15:40.000"
"1018063","MANHATTAN","10010","315","Park Avenue South","00879","0081","WTI6249816149","2019","1","American Pipe and Tank","Y","03/30/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","E B S","Y","B","A","A",,"No","40.74061","-73.986045","5","2","68","1008790081","Gramercy","2023-08-25T12:15:29.000"
"1043025","MANHATTAN","10021","785","PARK AVENUE","01408","0001","WTI6721792070","2020","1","ADRIATIC PLUMBING AND HEATING CORP.","Y","09/01/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","AMBIENT GROUP INC.","Y","B","A","A",,"No","40.772002","-73.963156","8","4","128","1014080001","Upper East Side-Carnegie Hill","2023-08-25T12:15:43.000"
"1024905","MANHATTAN","10019","202","West 58th Street","01029","0037","WTI3071297417","2015","1","Rosenwach Tank Co. LLC","Y","05/02/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.766352","-73.979932","5","4","137","1010290037","Midtown-Midtown South","2023-08-25T12:15:13.000"
"1072689","MANHATTAN","10075","404","EAST   79 STREET","1473","7501","WTI8134950109","2019","1","Rosenwach Tank Co. LLC","Y","10/21/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.772166","-73.952289","8","5","132","1014737501","Lenox Hill-Roosevelt Island","2023-08-25T12:15:11.000"
"2083686","BRONX","10463","3424","Kingsbridge Ave","5760","112","WTI9634661448","2020","1","Rosenwach Tank Co. LLC","Y","11/24/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.882723","-73.903711","8","11","287","2057600112","Spuyten Duyvil-Kingsbridge","2023-08-25T12:15:43.000"
"1048335","MANHATTAN","10128","1165","PARK AVENUE","1521","1","WTI7097629677","2018","1","Rosenwach Tank Co. LLC","Y","08/20/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.78424","-73.95422","8","4","15801","1015210001","Upper East Side-Carnegie Hill","2023-08-25T12:15:28.000"
"2091185","BRONX","10456","1260","WEBSTER AVENUE","02395","0001","WTI4036905307","2017","1","AMERICAN PIPE & TANK","Y","08/16/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ATLAS ENVIRONMENTAL","Y","B","A","A",,"No","40.833133","-73.909131","3","16","145","2023950001","Claremont-Bathgate","2023-08-25T12:15:21.000"
"1009333","MANHATTAN","10003","18","EAST   12 STREET","569","7503","WTI6455156031","2016","1","Rosenwach Tank Co. LLC","Y","09/21/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.734273","-73.993653","2","2","61","1005697503","West Village","2023-08-25T12:15:19.000"
"1000807","MANHATTAN","10006","55","Broadway","00020","0016","WTI2363131986","2021","1","American Pipe and Tank","Y","05/15/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","A","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.706638","-74.012631","1","1","13","1000200016","Battery Park City-Lower Manhattan","2023-08-25T12:15:43.000"
"1015181","MANHATTAN","10001","116","West 32 St","00807","0028","WTI3434733360","2016","1","Isseks Bros Inc","Y","06/04/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.74882","-73.989472","5","3","101","1008070028","Midtown-Midtown South","2023-08-25T12:15:18.000"
"1044023","MANHATTAN","10021","207","East 74th Street","01429","0005","WTI4021436547","2022","1","Rosenwach Tank Co. LLC","Y","11/10/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.770889","-73.959207","8","4","134","1014290005","Lenox Hill-Roosevelt Island","2023-08-25T12:15:36.000"
"1007718","MANHATTAN","10012","145","SPRING STREET","501","33","WTI8582872749","2018","1","Rosenwach Tank Co. LLC","Y","04/11/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.724266","-74.001313","2","1","49","1005010033","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:23.000"
"1043991","MANHATTAN","10021","225","East 73rd Street","01428","0013","WTI2198986774","2015","1","Isseks Brother","Y","11/11/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building","Y","B","A","A",,"No","40.770137","-73.959385","8","4","126","1014280013","Lenox Hill-Roosevelt Island","2023-08-25T12:15:15.000"
"1035252","MANHATTAN","10019","21","west 58 Street","01274","0016","WTI9398955800","2019","1","isseks bros., inc.","Y","04/01/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental building solutions llc","Y","B","A","A",,"No","40.764246","-73.97486","5","4","11201","1012740016","Midtown-Midtown South","2023-08-25T12:15:29.000"
"1001416","MANHATTAN","10007","101","BARCLAY STREET","00128","0002","WTI8645897156","2015","1","ATLANTANK","Y","07/28/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Not Collected","D",,,,"N","No","40.713767","-74.011925","1","1","21","1001280002","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:19.000"
"1083799","MANHATTAN","10019","725","10 AVENUE","01078","0023","WTI6043708335","2019","1","ISSEKS BROS INC","Y","08/07/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.764279","-73.992094","4","3","129","1010780023","Clinton","2023-08-25T12:15:30.000"
"1001100","MANHATTAN","10038","176","BROADWAY","65","17","WTI5926773916","2019","1","Rosenwach Tank Co. LLC","Y","11/07/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.709932","-74.009869","1","1","1502","1000650017","Battery Park City-Lower Manhattan","2023-08-25T12:15:30.000"
"1035462","MANHATTAN","10022","455","MADISON AVENUE","1286","21","WTI2986774079","2018","1","Rosenwach Tank Co. LLC","Y","11/19/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.758114","-73.975393","5","4","102","1012860021","Midtown-Midtown South","2023-08-25T12:15:29.000"
"1057091","MANHATTAN","10025","817","WEST END AVENUE","1888","7503","WTI3360912778","2020","1","Rosenwach Tank Co. LLC","Y","06/24/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.797684","-73.971446","7","6","187","1018887503","Upper West Side","2023-08-25T12:15:28.000"
"1015523","MANHATTAN","10010","55","West 21st Street","00823","0009","WTI8448716890","2021","1","Rosenwach Tank Co. LLC","Y","03/30/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.740998","-73.992234","5","3","58","1008230009","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:43.000"
"1042464","MANHATTAN","10065","165","East 66th Street","01401","7501","WTI1090729536","2021","1","Isseks Bros., Inc.","Y","04/21/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.766269","-73.964192","8","4","120","1014017501","Upper East Side-Carnegie Hill","2023-08-25T12:15:22.000"
"1016888","MANHATTAN","10016","66","MADISON AVENUE","00857","0018","WTI9707641112","2018","1","ISSEKS BROS INC","Y","12/19/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.743596","-73.986009","5","2","56","1008570018","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:22.000"
"1015903","MANHATTAN","10018","20","west 36th street","00837","0058","WTI0479370683","2017","1","Atlantank","Y","06/17/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient Group","Y","B","A","A",,"No","40.75009","-73.984513","5","4","84","1008370058","Midtown-Midtown South","2023-08-25T12:15:24.000"
"1047926","MANHATTAN","10028","1021","Park Avenue","01514","0001","WTI0877543140","2018","1","Cullligan of Manhattan","Y","10/08/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","A","Y","A","Y","A","Y","N","Y","Certified Laboratories","Y","B","A","A",,"No","40.779414","-73.957249","8","4","14801","1015140001","Upper East Side-Carnegie Hill","2023-08-25T12:15:21.000"
"1017035","MANHATTAN","10016","161","MADISON AVE","00862","7501","WTI7474983701","2019","2","ISSEKS BROS INC","Y","06/20/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.746816","-73.98364","5","2","74","1008627501","Midtown-Midtown South","2023-08-25T12:15:11.000"
"1009622","MANHATTAN","10011","15","West 12 St","00576","0049","WTI2454023537","2015","1","Isseks Bros. Inc","Y","10/14/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.73497","-73.995266","2","3","63","1005760049","West Village","2023-08-25T12:15:20.000"
"1078833","MANHATTAN","10010","444","Second Avenue","00931","0001","WTI6025578404","2022","2","Rosenwach Tank Co. LLC","Y","08/18/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.739311","-73.97985","6","2","66","1009310001","Murray Hill-Kips Bay","2023-08-25T12:15:41.000"
"1048799","MANHATTAN","10128","250","EAST   87 STREET","1532","22","WTI9886497754","2020","1","Rosenwach Tank Co. LLC","Y","06/11/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.779011","-73.95236","8","5","14602","1015320022","Yorkville","2023-08-25T12:15:35.000"
"1064521","BRONX","10463","150","WEST  225 STREET","2215","42","WTI1575878468","2020","1","Rosenwach Tank Co. LLC","Y","11/24/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.875121","-73.912461","8","10","309","1022150042","Marble Hill-Inwood","2023-08-25T12:15:43.000"
"1009599","MANHATTAN","10011","55","WEST   11 STREET","575","77","WTI7201819102","2018","1","Rosenwach Tank Co. LLC","Y","09/18/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.734767","-73.996771","2","3","63","1005750077","West Village","2023-08-25T12:15:29.000"
"1015559","MANHATTAN","10010","7","West 22nd Street","00824","0032","WTI3821978159","2017","1","JMZ MAINTENANCE","Y","10/16/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient Group","Y","B","A","A",,"No","40.741148","-73.990686","5","3","58","1008240032","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:21.000"
"1030544","MANHATTAN","10023","2109","Broadway","01165","7503","WTI6393930965","2019","1","Rosenwach Tank Co. LLC","Y","02/28/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.780408","-73.982076","7","6","159","1011657503","Lincoln Square","2023-08-25T12:15:22.000"
"1013623","MANHATTAN","10018","555","8TH AVENUE","00761","0037","WTI2639943326","2017","1","AMERICANPIPE & TANK","Y","04/22/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.754477","-73.991814","4","3","111","1007610037","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:15.000"
"1046852","MANHATTAN","10028","1040","Park Avenue","01498","0033","WTI1826497943","2017","1","Culligan of Manhattan","Y","07/11/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","A","Y","N","Y","N","Y","N","Y","Certified Laboratories","Y","B","A","A",,"No","40.780284","-73.957133","8","4","15002","1014980033","Upper East Side-Carnegie Hill","2023-08-25T12:15:20.000"
"1015504","MANHATTAN","10010","18","WEST   21 STREET","822","52","WTI0791923800","2017","1","Rosenwach Tank Co. LLC","Y","08/14/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.740619","-73.991379","5","3","54","1008220052","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:13.000"
"3082700","BROOKLYN","11212","7-29","Hegeman Ave","3621","1","WTI4248400595","2020","1","Rosenwach Tank Co. LLC","Y","03/04/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.655591","-73.911863","16","42","896","3036210001","Brownsville","2023-08-25T12:15:24.000"
"1027056","MANHATTAN","10019","811","Tenth Ave","01082","0025","WTI6820271518","2021","1","American Pipe and Tank","Y","09/21/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.767062","-73.990069","4","3","135","1010820025","Clinton","2023-08-25T12:15:33.000"
"1015933","MANHATTAN","10018","7","WEST   36 STREET","838","36","WTI7813172884","2017","1","Rosenwach Tank Co. LLC","Y","03/11/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.749934","-73.984094","5","4","84","1008380036","Midtown-Midtown South","2023-08-25T12:15:20.000"
"4444031","QUEENS","11365","189-02","64th Avenue","07117","0003","WTI9569611950","2020","1","Rosenwach Tank Co. LLC","Y","12/16/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.739623","-73.783859","8","23","1347","4071170003","Fresh Meadows-Utopia","2023-08-25T12:15:40.000"
"1041364","MANHATTAN","10021","750","Park Avenue","01386","0037","WTI6526181998","2021","1","Rosenwach Tank Co. LLC","Y","09/09/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.770863","-73.964013","8","4","130","1013860037","Upper East Side-Carnegie Hill","2023-08-25T12:15:30.000"
"3124635","BROOKLYN","11218","303","BEVERLEY ROAD","5336","82","WTI6813417856","2020","1","Rosenwach Tank Co. LLC","Y","10/20/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.642974","-73.977169","12","39","488","3053360082","Kensington-Ocean Parkway","2023-08-25T12:15:27.000"
"1076276","MANHATTAN","10017","333","EAST 45 STREET","01338","7502","WTI7645231941","2020","1","ISSEKS BROS INC","Y","11/05/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.751391","-73.969917","6","4","90","1013387502","Turtle Bay-East Midtown","2023-08-25T12:15:31.000"
"1043173","MANHATTAN","10021","145","East 76th Street","01411","7501","WTI5114897383","2020","1","Isseks Bros. Inc.","Y","06/08/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.772899","-73.960033","8","4","128","1014117501","Upper East Side-Carnegie Hill","2023-08-25T12:15:41.000"
"1087329","MANHATTAN","10128","345","East 94th Street","01557","0025","WTI1631936308","2019","1","Isseks","Y","05/09/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.782486","-73.946934","8","5","15601","1015570025","Yorkville","2023-08-25T12:15:23.000"
"1008839","MANHATTAN","10003","23","WAVERLY PLACE","00548","0045","WTI7132672258","2017","1","ISSEKS BROS INC","Y","08/16/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.730645","-73.99444","2","1","59","1005480045","West Village","2023-08-25T12:15:14.000"
"1037165","MANHATTAN","10022","110","EAST   59 STREET","1313","5","WTI7135177835","2020","1","Rosenwach Tank Co. LLC","Y","05/30/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.762631","-73.969157","5","4","11203","1013130005","Turtle Bay-East Midtown","2023-08-25T12:15:34.000"
"1008877","MANHATTAN","10011","37","WASHINGTON SQUARE WEST","552","26","WTI3798662427","2016","1","Rosenwach Tank Co. LLC","Y","11/03/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.73127","-73.999423","2","1","65","1005520026","West Village","2023-08-25T12:15:18.000"
"1035473","MANHATTAN","10022","350","PARK AVENUE","01287","0033","WTI8603578433","2022","1","ISSEKS BROS INC","Y","10/15/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.758224","-73.973231","5","4","102","1012870033","Midtown-Midtown South","2023-08-25T12:15:35.000"
