"permitno","expiration_date","companyname","city","state","zipcode","issuedate","permitprintdate","permittype","location","validdates","validtimes","platestate","reason","purpose","conditionrestrictions"
"452","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY  28, 2010","MONDAY - SUNDAY   7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"453","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -   FEBRUARY 28, 2010","MONDAY  - SUNDAY 7:00AM  - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH.***"
"454","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  - FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"455","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 228, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS.; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METER.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"456","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY  -  SUNDAY  7:00AM  -  8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"457","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY  28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"458","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON CHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"459","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRAURY 28, 2010","MONDAY  - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"460","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009  -  FEBRUARY  28, 2010","MONDAY -SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DO HMH ONLY.***"
"461","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENATL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRAURY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"462","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY  28, 2010","MONDAY - SUNDAY 7:00AM  - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.*** PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"463","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"464","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  - FEBRUARY 28, 2010","MONDAY -  SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"465","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METER.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"466","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY 28, 2010","MONDAY -SUNDAY   7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON  SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"467","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"468","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY  28, 2010","MONDAY -SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID  FOR STAFF WORKING ON SCHOOL BASED VACCI NATION TEAMS FOR DOHMH ONLY.***"
"469","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT BALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"470","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES  ANYTIME/SPECIFIC HOURS ;NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"471","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY  28, 2010","MONDAY -SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"472","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"473","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRAURY 28, 2010","MONDAY  -  SUNDAY  7:0OAM  - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"474","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY 28, 2010","MONDAY -SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"475","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"476","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 -  FEBRUARY 28, 2010","MONDAY  - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"477","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS;; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"478","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009  - FEBRUARY  28, 2010","MONDAY -SUNDAY  7:00AM  - 8:00PM","NY","VISITOR","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFI HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"479","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"480","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM -  8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON BASED VACCINATION TEAMS FOR DOHMH ONLY"
"481","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"482","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"483","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRAURY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES  ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"484","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH  & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY 28,2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"485","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"486","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRAURY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"650","2010-09-30T00:00:00.000","DEPARTMENT OF EDUCATION","NEW YORK","NY","10007","2010-07-23T00:00:00.000","2010-07-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 23, 2010 - SEPTEMBER 30, 2010","MONDAY - FRIDAY  (7:00 AM - 7:00 PM)","NY","OFFICIAL CITY BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"487","2010-01-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
