"record_id","certificate_number","business_name","violation_date","industry","borough","charge","charge_count","outcome","counts_settled","counts_guilty","counts_not_guilty","building_number","street","street_2","unit_type","unit","description","city","state","zip","longitude","latitude"
"60951-2017-ENFO","05414730","NAGI A. ISMAIL","2017-09-29T00:00:00.000","Grocery-Retail - 808","Manhattan","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","2","Pleaded","2",,,"600","W 161ST ST",,,,,"NEW YORK","NY","10032","-73.94333105285334","40.836664988649915"
"60975-2017-ENFO","05417258","HART DELI GROCERY INC","2017-09-27T00:00:00.000","Grocery-Retail - 808","Brooklyn","6 RCNY § 5-32(c ) - RECEIPT DID NOT INCLUDE REQUIRED INFORMATION","1","Settlement (Pre-Hearing)","1",,,"136","HART ST",,,,,"BROOKLYN","NY","11206","-73.94648552525777","40.69342667292443"
"25288-2019-ENFO","80036552","AAA QUEENS GAS, INC","2019-05-08T00:00:00.000","Tobacco Retail Dealer","Queens","NYC Admin Code § 17-706(a) - SOLD CIGARETTES TO A PERSON UNDER 21 YEARS OF AGE","1","Pleaded","1",,,"6011","QUEENS BLVD",,,,,"WOODSIDE","NY","11377","-73.90417102486197","40.74147920713577"
"5708-2022-ENFO","22T00478","J & N TOBACCO & ORGANIC CORP","2022-02-07T00:00:00.000","Electronic Cigarette Dealer","Manhattan","NYC Admin Code § 17-706(a-1) - SOLD E-CIGARETTES TO A PERSON UNDER 21 YEARS OF AGE","1","Default Decision",,"1",,"2133","3RD AVE",,,,,"NEW YORK","NY","10035","-77.51985434779556","40.11248907798172"
"57947-2018-ENFO","05432081","RITE AID OF NEW YORK, INC.","2018-11-20T00:00:00.000","Drug Store Retail - 810","Bronx","NYC Admin Code § 20-822(a) - SALE OF EXPIRED MEDS:  BUSINESS OFFERED FOR SALE OVER-THE COUNTER MEDICATION LATER THAN EXPIRATION DATE ON THE LABEL.","3","Default Decision",,"3",,"840","WESTCHESTER AVE",,,,,"BRONX","NY","10459","-73.90148229894645","40.81974036245081"
"36371-2021-ENFO","21T02060","A & A SMOKE SHOP 1 CORPORATION","2021-10-06T00:00:00.000","Electronic Cigarette Dealer","Manhattan","NY Pub Health § 1399-cc(2) - SELLING E-CIGARETTES TO A PERSON UNDER 21 YEARS OF AGE","1","Default Decision",,"1",,"710","9TH AVE",,,,,"NEW YORK","NY","10019","-77.51985452078821","40.112488974468725"
"32210-2023-ENFO","23N00704","New York Fruit King Inc","2023-06-16T00:00:00.000","Grocery-Retail - 808","Brooklyn","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","2","Pleaded","2",,,"1507","KINGS HWY",,,,,"BROOKLYN","NY","11229","-77.51985438577385","40.11248855649645"
"55164-2016-ENFO","05400013","NEW RICHIE'S 99 CENTS WORLD INC","2016-07-25T00:00:00.000","Misc Non-Food Retail - 817","Brooklyn","6 RCNY § 5-73(b)(1) - BUSINESS SOLD OR OFFERED TO SELL, OR CAUSED ANY PERSON TO SELL OR OFFER TO SELL, A BOX CUTTER TO ANY INDIVIDUAL UNDER EIGHTEEN YEARS OF AGE","1","Settlement (Pre-Hearing)","1",,,"5114","4TH AVE",,,,,"BROOKLYN","NY","11220","-74.0133150104037","40.645775299048125"
"22307-2016-ENFO","05398527","110 GARAGE CORP.","2016-03-31T00:00:00.000","Garage - 049","Manhattan","NYC Admin Code § 20-327(a) - BUSINESS EXCEEDS VEHICLE CAPACITY.","8","Hearing Decision",,"1","7","110","E END AVE",,,,,"NEW YORK","NY","10028","-73.9454748506693","40.77398199227074"
"56113-2014-ENFO","70022186","M & M MEAT & PRODUCE II CORP.","2014-09-21T00:00:00.000","Cigarette Retail Dealer - 127","Brooklyn","NYC Admin Code § 17-706(a) - SOLD TOBACCO PRODUCTS TO A PERSON UNDER 21 YEARS OF AGE","1","Settlement (Pre-Hearing)","1",,,"760","4TH AVE",,,,,"BROOKLYN","NY","11232","-73.99811134121482","40.66039201809476"
"45048-2017-ENFO","05416269","194 THROOP FOOD CORP","2017-07-06T00:00:00.000","Grocery-Retail - 808","Brooklyn","6 RCNY § 5-37 - REFUND POLICY IS NOT POSTED AT CASH REGISTER/S OR AT THE ENTRANCES.","1","Default Decision",,"1",,"194","THROOP AVE",,,,,"BROOKLYN","NY","11206","-73.94398237767929","40.69833312752747"
"38796-2017-ENFO","05408499","GHALEB ALI A","2017-06-09T00:00:00.000","Misc Non-Food Retail - 817","Bronx","6 RCNY § 5-32(b)(2) - $5-20 PURCHASE NOT RECEIPT","1","Pleaded","1",,,"4309","KATONAH AVE",,,,,"BRONX","NY","10470","-73.86743890699343","40.89884974930453"
"14325-2018-ENFO","05424145","695 LEON BAKERY INC.","2018-03-01T00:00:00.000","Grocery-Retail - 808","Manhattan","NYC Admin Code § 20-691(a) - CASH REGISTERS DO NOT HAVE COSTS INDICATORS VISIBLE TO CUSTOMERS","1","Pleaded","1",,,"695","9TH AVE",,,,,"NEW YORK","NY","10036","-73.9900188724921","40.76203562644135"
"77-2015-LEGL","05349359","STEVEN J TRUJILLO","2015-02-06T00:00:00.000","Process Server (Individual) - 110","Manhattan","6 RCNY § 2-236(c)(2) - FAIL TO REPORT TRAVERSE HEARING RESULT","1","Settlement (Pre-Hearing)","1",,,,,,,,,"BRONX","NY","10451",,
"20066-2015-ENFO","05354027","DAVID'S SHOE REPAIR I, INC.","2015-04-13T00:00:00.000","Misc Non-Food Retail - 817","Queens","6 RCNY § 5-37 - REFUND POLICY NOT POSTED","1","Pleaded","1",,,"6644","GRAND AVE",,,,,"MASPETH","NY","11378","-73.89770482015334","40.72464554567827"
"67264-2017-ENFO","05419562","M G VALUE DISCOUNT, INC.","2017-10-31T00:00:00.000","Misc Non-Food Retail - 817","Bronx","6 RCNY § 5-41 - Business engaged in deceptive trade practice by collecting sales tax on a non-taxable good or service.","1","Pleaded","1",,,"4010","WHITE PLAINS RD",,,,,"BRONX","NY","10466","-73.85989638192234","40.88882273856216"
"35930-2018-ENFO","70047952","ALSAMET, SAMIR A","2018-07-17T00:00:00.000","Tobacco Retail Dealer","Brooklyn","NYC Admin Code § 17-715(a) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL FLAVORED TOBACCO PRODUCT","1","Default Decision",,"1",,"19","HUMBOLDT ST",,,,,"BROOKLYN","NY","11206","-73.94053891536699","40.70168825003552"
"39041-2017-ENFO","05405885","AZEEZ 2 DELI GROCERY CORP","2017-06-15T00:00:00.000","Cigarette Retail Dealer - 127","Manhattan","NYC Admin Code § 20-202(a)(1) - UNLICENSED CIGARETTE RETAIL DEALER","1","Default Decision",,"1",,"3895","BROADWAY",,,,,"NEW YORK","NY","10032","-73.94228220018685","40.83762511731578"
"1899-2020-ENFO","05445035","KLEIN'S GROCERY, INC.","2020-01-09T00:00:00.000","Grocery-Retail - 808","Brooklyn","NYC Admin Code § 20-822(a) - SALE OF EXPIRED MEDS:  BUSINESS OFFERED FOR SALE OVER-THE COUNTER MEDICATION LATER THAN EXPIRATION DATE ON THE LABEL.","1","Pleaded","1",,,"504","EMPIRE BLVD",,,,,"BROOKLYN","NY","11225","-73.94586737114788","40.664197284467654"
"15167-2020-ENFO","20M00033","REYCO SUPERMARKETS LLC","2020-07-23T00:00:00.000","Stoop Line Stand - 033","Manhattan","6 RCNY § 1-03(a) - FAILED TO CONSPICUOUSLY POST COMBINED LICENSE / COMPLAINT SIGN","1","Pleaded","1",,,"1635","LEXINGTON AVE",,,,,"NEW YORK","NY","10029","-77.51985437445123","40.11248905578617"
"40505-2016-ENFO","05399360","350 3 AVE CLEANERS CORP.","2016-06-10T00:00:00.000","Laundry Jobber - 066","Manhattan","NYC Admin Code § 20-750(c) - PRICE LIST CONTAINS DIFFERENT PRICES BASED ON GENDER","1","Default Decision",,"1",,"162","E 23RD ST",,,,,"NEW YORK","NY","10010","-73.98402123665466","40.739193162294505"
"50520-2017-ENFO","05416727","MAURICE PHARMACY INC.","2017-08-02T00:00:00.000","Drug Store Retail - 810","Brooklyn","NYC Admin Code § 20-822(a) - SALE OF EXPIRED MEDS:  BUSINESS OFFERED FOR SALE OVER-THE COUNTER MEDICATION LATER THAN EXPIRATION DATE ON THE LABEL.","2","Pleaded","2",,,"802","AVENUE U",,,,,"BROOKLYN","NY","11223","-73.96287781981638","40.59810951980847"
"13472-2023-ENFO","23T01221","SETH LOW SNACKS INC.","2023-02-19T00:00:00.000","Electronic Cigarette Dealer","Brooklyn","NYC Admin Code § 20-561(a)(1) - BUSINESS ENGAGES IN UNLICENSED ELECTRONIC CIGARETTE RETAIL DEALER ACTIVITY","1","Default Decision",,"1",,"7118","BAY PKWY",,,,,"BROOKLYN","NY","11204","-77.51985448375359","40.11248855670257"
"50112-2019-ENFO","70052432","149 DELI AND GROCERY INC","2019-10-06T00:00:00.000","Tobacco Retail Dealer","Bronx","NY Pub Health § 1399-GG(1)  - SOLD OR OFFERED FOR SALE A CIGARETTE REMOVED FROM PACKAGING THAT BEARS A HEALTH WARNING","1","Default Decision",,"1",,"395","E 149TH ST",,,,,"BRONX","NY","10455","-73.91803758359255","40.81617420367402"
"35366-2016-ENFO","70039255","HELAL S ALMONTASER","2016-05-22T00:00:00.000","Cigarette Retail Dealer - 127","Bronx","NYC Admin Code § 17-706(C) - FAILED TO DISPLAY AGE RESTRICTION SIGN AS SPECIFIED IN 24 RCNY § 13-06(a)","1","Hearing Decision",,"1",,"838","E 180TH ST",,,,,"BRONX","NY","10460","-73.88391062197863","40.8456999896721"
"40562-2019-ENFO","05441313","THE REAL CHANCE INC","2019-07-29T00:00:00.000","Supermarket - 819","Manhattan","NYC Admin Code § 20-822(a) - SALE OF EXPIRED MEDS:  BUSINESS OFFERED FOR SALE OVER-THE COUNTER MEDICATION LATER THAN EXPIRATION DATE ON THE LABEL.","1","Pleaded","1",,,"125","E 116TH ST",,,,,"NEW YORK","NY","10029","-73.94221104890646","40.79888336733761"
"34006-2018-ENFO","05426612","CFS 2907 LGA LLC","2018-07-06T00:00:00.000","Parking Lot - 050","Queens","6 RCNY § 2-161(g)(2)(i) - IMPROPER RATE SIGN","1","Pleaded","1",,,"9001","23RD AVE",,,,,"EAST ELMHURST","NY","11369","-73.87984790156366","40.76776206896886"
"62898-2019-ENFO","70054826","SAMS DELI GROCERY CORP.","2019-12-18T00:00:00.000","Tobacco Retail Dealer","Bronx","NYC Admin Code § 17-715(a) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL FLAVORED TOBACCO PRODUCT","2","Pleaded","2",,,"7","E 170TH ST",,,,,"BRONX","NY","10452","-73.91737201404409","40.840115882438944"
"46918-2021-ENFO","21T02617","1968 THIRD AVE DELI GROCERY CORP","2021-12-16T00:00:00.000","Tobacco Retail Dealer","Manhattan","NYC Admin Code § 17-715(a) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL FLAVORED TOBACCO PRODUCT","1","Default Decision",,"1",,"1968","3RD AVE",,,,,"NEW YORK","NY","10029","-77.51985436083531","40.112489063138106"
"66827-2015-ENFO","05389317","CAFE CORTADITO LLC","2015-12-05T00:00:00.000","Sidewalk Cafe - 013","Manhattan","NYC Admin Code § 20-226(g) - UNENCLOSED NOT COMPLYING W/ CONSENT TERM","1","Settlement (Pre-Hearing)","1",,,"210","E 3RD ST",,,,,"NEW YORK","NY","10009","-73.98262545833472","40.722518572880126"
"25600-2016-ENFO","05398808","U. K. Cleaners Inc","2016-04-13T00:00:00.000","Laundry Jobber - 066","Manhattan","NYC Admin Code § 20-750(c) - PRICE LIST DISCLOSES DIFFERENT PRICES BASED ON GENDER","1","Pleaded","1",,,"911","2ND AVE",,,,,"NEW YORK","NY","10017","-73.96921566138612","40.75394318327628"
"1508-2015-ENFO","05351304","107 GARAGE CORP.","2015-01-07T00:00:00.000","Garage - 049","Manhattan","6 RCNY § 2-161(h)(1) - PARKING LOT/GARAGE FAILS TO POST REQUIRED 'CAPACITY FULL' SIGN AT EACH PUBLIC ENTRANCE WHEN THE GARAGE HAS REACHED MAXIMUM CAPACITY","1","Pleaded","1",,,"107-109","W 13TH ST",,,,,"NEW YORK","NY","10011","-73.99788184003305","40.7369078726219"
"57151-2018-ENFO","70050129","STADIUM SNACKS & MORE INC","2018-11-24T00:00:00.000","Tobacco Retail Dealer","Bronx","NYC Admin Code § 17-715(a) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL FLAVORED TOBACCO PRODUCT","25","Default Decision",,"25",,"895","WALTON AVE",,,,,"BRONX","NY","10452","-73.92368533000307","40.827887047889625"
"71026-2022-ENFO","22X01496","FORDHAM EXOTIC SNAKS CORPORATION","2022-12-05T00:00:00.000","Electronic Cigarette Dealer","Bronx","NYC Admin Code § 17-715(b) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL OR OFFER FOR SALE FLAVORED ELECTRONIC CIGARETTE OR E-LIQUID","14","Default Decision",,"14",,"384","E FORDHAM RD",,,,,"BRONX","NY","10458","-77.51985418614096","40.112489257612204"
"14411-2016-ENFO","05399409","NYC PARKING GROUP I LLC","2016-02-25T00:00:00.000","Garage - 049","Manhattan","6 RCNY § 2-161(h)(1) - PARKING LOT/GARAGE FAILS TO POST REQUIRED 'CAPACITY FULL' SIGN AT EACH PUBLIC ENTRANCE WHEN THE GARAGE HAS REACHED MAXIMUM CAPACITY","1","Pleaded","1",,,"340","E 74TH ST",,,,,"NEW YORK","NY","10021","-73.95637764666981","40.76967739508274"
"62403-2022-ENFO","22T04046","ROSARIO DELI MARKET CORP.","2022-10-24T00:00:00.000","Tobacco Retail Dealer","Bronx","NY Pub Health § 1399-cc(2) - SELLING TOBACCO PRODUCTS TO PERSON UNDER 21 YEARS OF AGE","1","Pleaded","1",,,"582","UNION AVE",,,,"582-86","BRONX","NY","10455","-77.51985422588746","40.11248912367024"
"53186-2018-ENFO","70049769","WEBB DELI GROCERY INC","2018-10-28T00:00:00.000","Tobacco Retail Dealer","Bronx","NYC Admin Code § 17-715(a) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL FLAVORED TOBACCO PRODUCT","4","Hearing Decision",,"4",,"2690","WEBB AVE",,"FRNT","1",,"BRONX","NY","10468","-73.9023135180704","40.868799988823326"
"1149-2015-ENFO","70025239","New South & North Happy Grocery & Deli, Inc.","2015-01-10T00:00:00.000","Cigarette Retail Dealer - 127","Bronx","NYC Admin Code § 17-176.1(d)(2) - SOLD PACK OF LITTLE CIGARS FOR LESS THAN THE PRICE FLOOR","1","Default Decision",,"1",,"1200","WHITE PLAINS RD",,,,,"BRONX","NY","10472","-73.8617386104249","40.83079920006686"
"40041-2016-ENFO","05396013","P&C DELI GROCERY CORP.","2016-06-13T00:00:00.000","Grocery-Retail - 808","Queens","6 RCNY § 5-37 - REFUND POLICY NOT POSTED","1","Default Decision",,"1",,"8334","PARSONS BLVD",,,,,"JAMAICA","NY","11432","-73.80760318747583","40.7148769001175"
"58604-2018-ENFO","70050162","AD DALI FOOD CORP","2018-12-01T00:00:00.000","Tobacco Retail Dealer","Brooklyn","NYC Admin Code § 20-202(a)(1) - BUSINESS ENGAGES IN UNLICENSED TOBACCO RETAIL ACTIVITY.","1","Hearing Decision",,"1",,"797","STANLEY AVE",,,,,"BROOKLYN","NY","11207","-73.87956040480238","40.66123201419009"
"40031-2015-ENFO","80017749","3700 EXPRESS DELI GROCERY INC.","2015-07-14T00:00:00.000","Cigarette Retail Dealer - 127","Bronx","NYC Admin Code § 17-176.1(d)(1) - SOLD PACK OF CIGARETTES FOR LESS THAN THE PRICE FLOOR","1","Pleaded","1",,,"3700","WHITE PLAINS RD",,,,,"BRONX","NY","10467","-73.86392219248654","40.88154863659815"
"49077-2019-ENFO","70052385","KING STARS DELI & GROCERY, INC","2019-09-22T00:00:00.000","Tobacco Retail Dealer","Brooklyn","NY Pub Health § 1399-CC(2) - SOLD TOBACCO PRODUCTS TO PERSON UNDER 18 YEARS OF AGE","1","Hearing Decision",,"1",,"5325","CLARENDON RD",,,,,"BROOKLYN","NY","11203","-73.92637770410516","40.644640866127375"
"70815-2015-ENFO","05392197","NEW YORK LIVERY LEASING","2015-12-16T00:00:00.000","Misc Non-Food Retail - 817","Queens","NYC Admin Code § 20-708 - DEALER DISPLAYED CAR(S) FOR SALE WITHOUT DISPLAYING THE SELLING PRICE","1","Default Decision",,"1",,"3615","QUEENS BLVD",,,,,"LONG ISLAND CITY","NY","11101","-73.92866743308073","40.744326823300305"
"15503-2018-CMPL","05433154","N. SIMPSON, INC.","2018-10-25T00:00:00.000","Pawnbroker - 080","Manhattan","NY Gen Bus § 44(1) - PAWN TICKET DID NOT INCLUDE REQUIRED INFORMATION","1","Pleaded","1",,,"149","CANAL ST",,,,,"NEW YORK","NY","10002","-73.99572529618001","40.716503292080134"
"23308-2021-ENFO","21Q00555","BAYSIDE GOLF ENTERPRISES","2021-07-16T00:00:00.000","Misc Non-Food Retail - 817","Queens","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","2","Pleaded","2",,,"4325","BELL BLVD",,,,,"BAYSIDE","NY","11361","-77.51985373548028","40.11248899516161"
"46471-2015-ENFO","05381069","WALGREEN EASTERN CO., INC.","2015-08-10T00:00:00.000","Drug Store Retail - 810","Manhattan","6 RCNY § 5-37 - REFUND POLICY NOT POSTED","1","Settlement (Pre-Hearing)","1",,,"2575","BROADWAY",,,,,"NEW YORK","NY","10025","-73.97141412455574","40.795169712248224"
"48127-2014-ENFO","05346174","WORTHY PARKING LLC","2014-08-11T00:00:00.000","Garage - 049","Manhattan","NYC Admin Code § 20-327(a) - OVER CAPACITY","26","Default Decision",,"26",,"841","10TH AVE",,,,,"NEW YORK","NY","10019","-73.9892706556262","40.768156333087376"
"21877-2018-ENFO","70045281","6408 DELI & GROCERY CORP","2018-04-14T00:00:00.000","Tobacco Retail Dealer","Queens","NYC Admin Code § 17-704(b) - SOLD OR OFFERED FOR SALE A CIGAR FOR $3 OR LESS (INCLUDING SALES TAX) THAT WAS NOT IN A PACKAGE OF AT LEAST 4 CIGARS","1","Default Decision",,"1",,"6408","BEACH CHANNEL DR",,,,,"ARVERNE","NY","11692","-73.79345074762531","40.59301669386795"
"5146-2020-ENFO","05445203","PEACE LAUNDROMAT INC.","2020-01-29T00:00:00.000","Laundries","Brooklyn","6 RCNY § 2-134(a)(4)(i) - COMPLAINT AND REFUND SIGN IMPROPER: LETTERING ON SIGN IS LESS THAN 2 INCHES, AND SIGN DOES NOT STATE REQUIRED LANGUAGE AND NAME, ADDRESS AND PHONE NUMBER OF PERSON TO WHOM COMPLAINTS AND REFUNDS MUST BE MADE","1","Pleaded","1",,,"570","FLATBUSH AVE",,,,,"BROOKLYN","NY","11225","-73.96059441471387","40.659808880162835"
"49533-2016-ENFO","05400669","SANTA GROCERY NY CORP.","2016-07-28T00:00:00.000","Grocery-Retail - 808","Brooklyn","1 NYCRR § 221.4 - LABEL ON COMMODITY DOES NOT CLEARLY STATE THE NAME AND ADDRESS OF MANUFACTURER, PACKER OR DISTRIBUTOR","1","Pleaded","1",,,"137","BLAKE AVE",,,,,"BROOKLYN","NY","11212","-73.91470542953321","40.664892042374696"
"15661-2016-ENFO","05393447","BC 650 PRODUCE, INC.","2016-03-04T00:00:00.000","Supermarket - 819","Brooklyn","NYC Admin Code § 20-822(a) - SALE OF EXPIRED MEDS:  BUSINESS OFFERED FOR SALE OVER-THE COUNTER MEDICATION LATER THAN EXPIRATION DATE ON THE LABEL.","4","Pleaded","4",,,"650","FLATBUSH AVE",,,,,"BROOKLYN","NY","11225","-73.96031464606925","40.6575141475207"
"33057-2019-ENFO","05439833","CAROLINA SARRIA","2019-06-20T00:00:00.000","Wearing Apparel - 450","Manhattan","6 RCNY § 5-37 - REFUND POLICY IS NOT POSTED AT CASH REGISTER/S OR AT THE ENTRANCES.","1","Default Decision",,"1",,"149","LUDLOW ST",,,,,"NEW YORK","NY","10002","-73.98802645873182","40.72075163673245"
"604-2020-ENFO","70054637","AL MUTAZ CANDY & GROCERY INC","2019-12-29T00:00:00.000","Tobacco Retail Dealer","Manhattan","NYC Admin Code § 17-176.1(d)(1) - SOLD PACK OF CIGARETTES FOR LESS THAN THE PRICE FLOOR","1","Default Decision",,"1",,"85","AUDUBON AVE",,,,,"NEW YORK","NY","10032","-73.93769985559719","40.84138024086572"
"60900-2018-ENFO","05433829","ONE STOP GENERAL AND BEAUTY SUPPLY, INC.","2018-12-04T00:00:00.000","Misc Non-Food Retail - 817","Queens","6 RCNY § 5-41 - Business engaged in deceptive trade practice by collecting sales tax on a non-taxable good or service.","1","Default Decision",,"1",,"8015","ROOSEVELT AVE",,,,,"JACKSON HEIGHTS","NY","11372","-73.88555788116977","40.74747322292584"
"10446-2019-ENFO","70050552","TEJEDA & CASTILLO FOOD CORPORATION","2019-02-16T00:00:00.000","Tobacco Retail Dealer","Bronx","NYC Admin Code § 20-202(a)(1) - BUSINESS ENGAGES IN UNLICENSED TOBACCO RETAIL DEALER ACTIVITY","1","Default Decision",,"1",,"1675","BOSTON RD",,,,,"BRONX","NY","10460","-73.88942353535143","40.83638711378165"
"58896-2019-ENFO","70052671","FIRST FOOD MART INC.","2019-12-12T00:00:00.000","Tobacco Retail Dealer","Bronx","NYC Admin Code § 20-202(a)(1) - UNLICENSED TOBACCO RETAIL DEALER","1","Default Decision",,"1",,"3706","3RD AVE",,,,,"BRONX","NY","10456","-73.90305236518776","40.835693983925054"
"36361-2019-ENFO","05447399","AUTHENTIC AUTOS LLC","2019-07-08T00:00:00.000","Secondhand Dealer Auto - 005","Queens","6 RCNY § 5-75(a) - SELLING OR OFFERING TO SELL A USED AUTOMOBILE WITHOUT POSTING A BUYER'S GUIDE","2","Pleaded","2",,,"18717","JAMAICA AVE",,,,,"HOLLIS","NY","11423","-73.77163622078461","40.71034542995627"
"38651-2017-ENFO","05408506","RITE AID OF NEW YORK, INC.","2017-06-08T00:00:00.000","Drug Store Retail - 810","Bronx","NYC Admin Code § 20-708.1(d) - SCANNER PRICE EXCEEDED ITEM/SHELF/SALE/ADVERTISED PRICE.","1","Settlement (Pre-Hearing)","1",,,"3480","JEROME AVE",,,,,"BRONX","NY","10467","-73.88185434473027","40.882166728753795"
"10350-2019-ENFO","05438816","CROWN STAR DELI INC.","2019-02-13T00:00:00.000","Grocery-Retail - 808","Brooklyn","1 NYCRR § 221.13(b)(18) - DELI ITEMS DO NOT HAVE PRICES DISPLAYED","1","Pleaded","1",,,"240","UTICA AVE",,,,,"BROOKLYN","NY","11213","-73.93098151122031","40.6703952600378"
"22746-2021-ENFO","21T01268","FULTON CORNER STORE CORP.","2021-07-13T00:00:00.000","Tobacco Retail Dealer","Brooklyn","NY Pub Health § 1399-GG(1)  - SOLD OR OFFERED FOR SALE A CIGARETTE REMOVED FROM PACKAGING THAT BEARS A HEALTH WARNING","1","Default Decision",,"1",,"3441","FULTON ST",,,,,"BROOKLYN","NY","11208","-77.51985407704231","40.11248877433119"
"41959-2015-ENFO","70033559","MAFLAHI, SADAM","2015-07-24T00:00:00.000","Cigarette Retail Dealer - 127","Bronx","NY Pub Health § 1399-CC(2) - SOLD TOBACCO PRODUCTS TO PERSON UNDER 18 YEARS OF AGE","1","Hearing Decision",,"1",,"510 1/2","WILLIS AVE",,,,,"BRONX","NY","10455","-73.91840007646972","40.81518087170985"
"12976-2021-ENFO","21M00757","455 CPW PARKING CORP","2021-05-03T00:00:00.000","Garage - 049","Manhattan","6 RCNY § 5-32(c) -  RECEIPT DOES NOT INCLUDE REQUIRED INFORMATION","1","Hearing Decision",,,"1","455","CENTRAL PARK W",,,,,"NEW YORK","NY","10025","-77.51985442044703","40.112489074798255"
"9351-2021-ENFO","21M00558","MP EAST 26 LLC","2021-04-07T00:00:00.000","Garage - 049","Manhattan","6 RCNY § 2-161(h)(1) - PARKING LOT/GARAGE FAILS TO POST REQUIRED 'CAPACITY FULL' SIGN AT EACH PUBLIC ENTRANCE WHEN THE GARAGE HAS REACHED MAXIMUM CAPACITY","1","Pleaded","1",,,"308","E 26TH ST",,,,"AKA: 308-330 EAST 26TH STREET","NEW YORK","NY","10010","-77.51985448011591","40.11248891277679"
"11793-2018-ENFO","70044802","POMEGRANAT DELI INC","2018-02-27T00:00:00.000","Cigarette Retail Dealer - 127","Brooklyn","NYC Admin Code § 17-176.1(d)(1) - SOLD PACK OF CIGARETTES FOR LESS THAN THE PRICE FLOOR","1","Hearing Decision",,"1",,"1064","BROADWAY",,,,,"BROOKLYN","NY","11221","-73.93152233584813","40.69487895958048"
"51139-2022-ENFO","22M01633","MOOSES MUNCHIES LLC","2022-09-08T00:00:00.000","Tobacco Retail Dealer","Manhattan","NYC Admin Code § 17-704(a) - SOLD OR OFFERED FOR SALE TOBACCO PRODUCTS REMOVED FROM PACKAGING THAT BEARS A HEALTH WARNING","1","Default Decision",,"1",,"2301","7TH AVE",,,,,"NEW YORK","NY","10030","-77.51985436401999","40.11248912451252"
"36663-2022-ENFO","22T02615","THE SANDWICH SPOT INC","2022-07-13T00:00:00.000","Tobacco Retail Dealer","Queens","NYC Admin Code § 20-202(a)(1) - BUSINESS ENGAGES IN UNLICENSED TOBACCO RETAIL DEALER ACTIVITY","1","Default Decision",,"1",,"8718","ROCKAWAY BEACH BLVD",,,,,"ROCKAWAY BEACH","NY","11693","-77.51985386260061","40.11248851372018"
"69096-2015-ENFO","05389334","1387 SIXTH AVENUE INC","2015-12-13T00:00:00.000","Special Sale - 102","Manhattan","NYC Admin Code § 20-309 - BUSINESS IS ADVERTISING A SPECIAL SALE WITHOUT A LICENSE","1","Settlement (Pre-Hearing)","1",,,"1387","AVENUE OF THE AMERICAS",,,,,"NEW YORK","NY","10019","-73.97750663475115","40.7639085221366"
"3427-2018-CMPL","05422075","S&K GREEN GROCERIES, INC.","2018-03-26T00:00:00.000","Grocery-Retail - 808","Queens","NYC Admin Code § 20-822(a) - SALE OF EXPIRED MEDS:  BUSINESS OFFERED FOR SALE OVER-THE COUNTER MEDICATION LATER THAN EXPIRATION DATE ON THE LABEL.","1","Pleaded","1",,,"11318","LIBERTY AVE",,,,,"SOUTH RICHMOND HILL","NY","11419","-73.82922474461722","40.685462351376394"
"20922-2016-ENFO","05390877","CENTRAL HARLEM GARAGE CORP.","2016-03-25T00:00:00.000","Garage - 049","Manhattan","6 RCNY § 2-161(g)(2)(i) - BUSINESS FAILS TO POST A RATE SIGN AT EACH PUBLIC ENTRANCE","1","Pleaded","1",,,"130","MALCOLM X BLVD",,,,,"NEW YORK","NY","10026","-73.94942480453088","40.80235883795086"
"965-2016-ENFO","05392264","LIBERTY KING FARM, INC.","2015-12-29T00:00:00.000","Grocery-Retail - 808","Queens","1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT","2","Pleaded","2",,,"11720","LIBERTY AVE",,,,,"SOUTH RICHMOND HILL","NY","11419","-73.82567907627887","40.68595658407432"
"72300-2022-ENFO","22M02741","CONVENIENCE ON COLUMBUS CORPORATION","2022-12-29T00:00:00.000","Tobacco Retail Dealer","Manhattan","NYC Admin Code § 20-202(a)(1) - BUSINESS ENGAGES IN UNLICENSED TOBACCO RETAIL DEALER ACTIVITY","1","Default Decision",,"1",,"550","COLUMBUS AVE",,,,,"NEW YORK","NY","10024","-73.97189435280914","40.78688897704574"
