"extract_run_date","randomized_id","closed_year","case_type","days_from_received_date_to","re_opened","ever_on_da_hold","outcome_path","case_disposition","borough_of_incident","patrol_borough_of_incident","stop_question_frisk_complaint"
"2018-05-25T00:00:00.000","443","2000","CCRB","41","false","false","Other","Duplicate - CCRB","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","444","2000","CCRB","544","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","true"
"2018-05-25T00:00:00.000","445","2000","CCRB","366","false","false","Full Investigation","Exonerated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","446","2000","CCRB","124","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","447","2000","CCRB","448","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","448","2000","CCRB","427","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","449","2000","CCRB","275","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","450","2000","CCRB","433","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","451","2000","CCRB","287","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","452","2000","CCRB","574","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","453","2000","CCRB","89","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","454","2000","CCRB","82","false","false","Truncated","Alleged Victim Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","455","2000","CCRB","218","false","false","Truncated","Alleged Victim Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","456","2000","CCRB","91","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","457","2000","CCRB","131","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","458","2000","CCRB","589","false","false","Full Investigation","Unsubstantiated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","459","2000","CCRB","220","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","460","2000","CCRB","112","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","461","2000","CCRB","150","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","462","2000","CCRB","161","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","463","2000","CCRB","87","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","464","2000","CCRB","238","false","false","Other","Miscellaneous","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","465","2000","CCRB","394","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","466","2000","CCRB","191","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","467","2000","CCRB","277","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","468","2000","CCRB","171","false","false","Truncated","Complainant Unavailable",,"Other","false"
"2018-05-25T00:00:00.000","469","2000","CCRB","97","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","470","2000","CCRB","112","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","471","2000","CCRB","428","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","472","2000","CCRB","345","false","false","Full Investigation","Officer(s) Unidentified","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","473","2000","CCRB","63","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","474","2000","CCRB","281","false","false","Other","Miscellaneous","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","475","2000","CCRB","180","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","476","2000","CCRB","94","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","477","2000","CCRB","164","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","478","2000","CCRB","407","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","479","2000","CCRB","235","false","false","Full Investigation","Unfounded","Manhattan","Other","false"
"2018-05-25T00:00:00.000","480","2000","CCRB","214","false","false","Truncated","Alleged Victim Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","481","2000","CCRB","440","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","482","2000","CCRB","213","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","483","2000","CCRB","97","false","false","Truncated","Alleged Victim Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","484","2000","CCRB","62","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","485","2000","CCRB","142","false","false","Mediation Attempted","Mediation Attempted","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","486","2000","CCRB","101","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","487","2000","CCRB","56","false","false","Truncated","Complaint Withdrawn","Queens","Queens North","true"
"2018-05-25T00:00:00.000","488","2000","CCRB","136","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","489","2000","CCRB","491","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","490","2000","CCRB","168","false","false","Truncated","Complainant Unavailable","Queens","Other","false"
"2018-05-25T00:00:00.000","653","2000","CCRB","60","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","491","2000","CCRB","175","false","false","Full Investigation","Exonerated","Queens","Manhattan North","false"
"2018-05-25T00:00:00.000","492","2000","CCRB","202","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","493","2000","CCRB","122","false","false","Truncated","Complainant Unavailable","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","494","2000","CCRB","308","false","false","Full Investigation","Unfounded","Queens","Bronx","false"
"2018-05-25T00:00:00.000","495","2000","CCRB","187","false","false","Full Investigation","Substantiated (Command Discipline)","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","496","2000","CCRB","118","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","true"
"2018-05-25T00:00:00.000","497","2000","CCRB","388","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","498","2000","CCRB","251","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","499","2000","CCRB","220","false","false","Truncated","Complaint Withdrawn","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","500","2000","CCRB","383","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","501","2000","CCRB","66","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","502","2000","CCRB","159","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","503","2000","CCRB","83","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","504","2000","CCRB","275","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","505","2000","CCRB","174","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","506","2000","CCRB","139","false","false","Truncated","Alleged Victim Unavailable","Manhattan","Other","false"
"2018-05-25T00:00:00.000","507","2000","CCRB","194","false","false","Full Investigation","Substantiated (Command Discipline)","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","508","2000","CCRB","99","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","509","2000","CCRB","54","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","510","2000","CCRB","188","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","511","2000","CCRB","261","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","512","2000","CCRB","330","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","513","2000","CCRB","154","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","514","2000","CCRB","82","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","515","2000","CCRB","186","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","516","2000","CCRB","596","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","517","2000","CCRB","112","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","518","2000","CCRB","138","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","519","2000","CCRB","85","false","false","Truncated","Complainant Unavailable","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","520","2000","CCRB","142","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","521","2000","CCRB","115","false","false","Full Investigation","Unfounded","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","522","2000","CCRB","362","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","523","2000","CCRB","223","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","524","2000","CCRB","439","false","false","Full Investigation","Unfounded","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","525","2000","CCRB","403","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","526","2000","CCRB","335","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","527","2000","CCRB","15","false","false","Other","Duplicate - CCRB","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","528","2000","CCRB","96","false","false","Truncated","Complaint Withdrawn","Queens","Queens South","false"
"2018-05-25T00:00:00.000","529","2000","CCRB","227","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","530","2000","CCRB","135","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","531","2000","CCRB","238","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","532","2000","CCRB","396","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","533","2000","CCRB","146","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","534","2000","CCRB","87","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","535","2000","CCRB","179","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","536","2000","CCRB","217","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","537","2000","CCRB","456","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","538","2000","CCRB","91","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","539","2000","CCRB","420","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","540","2000","CCRB","121","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","541","2000","CCRB","113","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","542","2000","CCRB","367","false","false","Full Investigation","Unsubstantiated","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","543","2000","CCRB","149","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","544","2000","CCRB","463","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","545","2000","CCRB","322","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","546","2000","CCRB","339","false","false","Full Investigation","Substantiated (No Recommendations)","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","547","2000","CCRB","49","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","548","2000","CCRB","429","false","false","Full Investigation","Officer(s) Unidentified","Queens","Queens North","false"
"2018-05-25T00:00:00.000","549","2000","CCRB","171","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","550","2000","CCRB","343","false","false","Full Investigation","Substantiated (Command Discipline)","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","551","2000","CCRB","581","false","false","Full Investigation","Unfounded","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","552","2000","CCRB","422","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","553","2000","CCRB","190","false","false","Full Investigation","Unfounded","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","554","2000","CCRB","240","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","555","2000","CCRB","84","false","false","Truncated","Complainant Unavailable","Brooklyn","Other","false"
"2018-05-25T00:00:00.000","556","2000","CCRB","353","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","557","2000","CCRB","406","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","558","2000","CCRB","143","false","false","Truncated","Complainant Unavailable","Staten Island","Staten Island","true"
"2018-05-25T00:00:00.000","559","2000","CCRB","65","false","false","Truncated","Complainant Unavailable","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","560","2000","CCRB","266","false","false","Mediated","Mediated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","561","2000","CCRB","347","false","false","Full Investigation","Officer(s) Unidentified","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","562","2000","CCRB","396","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","1791","2000","CCRB","193","false","false","Mediated","Mediated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","563","2000","CCRB","211","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","564","2000","CCRB","508","false","false","Full Investigation","Unsubstantiated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","565","2000","CCRB","71","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","566","2000","CCRB","388","false","false","Full Investigation","Exonerated","Manhattan","Other","true"
"2018-05-25T00:00:00.000","567","2000","CCRB","71","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","568","2000","CCRB","111","false","false","Truncated","Complainant Unavailable","Queens","Queens South","false"
"2018-05-25T00:00:00.000","569","2000","CCRB","84","false","false","Truncated","Complaint Withdrawn","Queens","Queens South","false"
"2018-05-25T00:00:00.000","570","2000","CCRB","533","false","false","Other","Miscellaneous - Subject Resigned","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","571","2000","CCRB","141","false","false","Mediated","Mediated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","572","2000","CCRB","205","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","573","2000","CCRB","174","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","574","2000","CCRB","359","false","false","Full Investigation","Exonerated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","575","2000","CCRB","459","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","576","2000","CCRB","225","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","577","2000","CCRB","101","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","578","2000","CCRB","104","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","579","2000","CCRB","92","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","580","2000","CCRB","551","false","false","Full Investigation","Unsubstantiated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","581","2000","CCRB","116","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","582","2000","CCRB","139","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","583","2000","CCRB","344","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","584","2000","CCRB","396","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","585","2000","CCRB","96","false","false","Full Investigation","Substantiated (Instructions)","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","586","2000","CCRB","540","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","587","2000","CCRB","97","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","588","2000","CCRB","72","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","589","2000","CCRB","111","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","590","2000","CCRB","216","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","591","2000","CCRB","118","false","false","Mediated","Mediated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","592","2000","CCRB","68","false","false","Truncated","Complaint Withdrawn","Queens","Queens North","false"
"2018-05-25T00:00:00.000","593","2000","CCRB","98","false","false","Truncated","Alleged Victim Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","594","2000","CCRB","77","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","595","2000","CCRB","112","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","596","2000","CCRB","10","false","false","Other","Duplicate - CCRB","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","597","2000","CCRB","187","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","598","2000","CCRB","85","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","599","2000","CCRB","128","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","2831","2000","CCRB","161","false","false","Mediated","Mediated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","600","2000","CCRB","398","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","601","2000","CCRB","83","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","602","2000","CCRB","227","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","603","2000","CCRB","383","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","604","2000","CCRB","151","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","605","2000","CCRB","87","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","606","2000","CCRB","443","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","607","2000","CCRB","190","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","608","2000","CCRB","83","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","609","2000","CCRB","343","false","false","Truncated","Complaint Withdrawn","Brooklyn","Other","false"
"2018-05-25T00:00:00.000","610","2000","CCRB","97","false","false","Truncated","Complaint Withdrawn","Manhattan","Other","false"
"2018-05-25T00:00:00.000","611","2000","CCRB","393","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","612","2000","CCRB","216","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","613","2000","CCRB","140","false","false","Truncated","Complainant Uncooperative","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","614","2000","CCRB","339","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","615","2000","CCRB","138","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","616","2000","CCRB","71","false","false","Truncated","Complaint Withdrawn","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","617","2000","CCRB","429","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","618","2000","CCRB","657","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","619","2000","CCRB","346","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","620","2000","CCRB","99","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","621","2000","CCRB","399","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","622","2000","CCRB","127","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","623","2000","CCRB","217","false","false","Full Investigation","Unfounded","Manhattan","Other","false"
"2018-05-25T00:00:00.000","624","2000","CCRB","375","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","625","2000","CCRB","334","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","626","2000","CCRB","414","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","627","2000","CCRB","307","false","false","Other","Miscellaneous","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","628","2000","CCRB","175","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","629","2000","CCRB","94","false","false","Truncated","Complaint Withdrawn","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","630","2000","CCRB","108","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","631","2000","CCRB","85","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","632","2000","CCRB","402","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","633","2000","CCRB","395","false","false","Full Investigation","Unfounded","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","634","2000","CCRB","354","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","635","2000","CCRB","98","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","636","2000","CCRB","291","false","false","Full Investigation","Unfounded","Manhattan","Other","false"
"2018-05-25T00:00:00.000","637","2000","CCRB","424","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","638","2000","CCRB","141","false","false","Truncated","Complaint Withdrawn","Queens","Queens South","false"
"2018-05-25T00:00:00.000","639","2000","CCRB","89","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","640","2000","CCRB","219","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","641","2000","CCRB","314","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","642","2000","CCRB","329","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","643","2000","CCRB","251","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","644","2000","CCRB","408","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","645","2000","CCRB","102","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","646","2000","CCRB","474","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","647","2000","CCRB","84","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","648","2000","CCRB","504","false","false","Full Investigation","Unfounded","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","649","2000","CCRB","681","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","650","2000","CCRB","190","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","651","2000","CCRB","91","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","652","2000","CCRB","427","false","false","Full Investigation","Unsubstantiated","Manhattan","Other","true"
"2018-05-25T00:00:00.000","654","2000","CCRB","289","false","false","Full Investigation","Unfounded","Manhattan","Brooklyn North","false"
"2018-05-25T00:00:00.000","655","2000","CCRB","78","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","656","2000","CCRB","238","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","657","2000","CCRB","198","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","658","2000","CCRB","314","false","false","Full Investigation","Officer(s) Unidentified","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","659","2000","CCRB","545","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","660","2000","CCRB","88","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","661","2000","CCRB","96","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","662","2000","CCRB","415","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","663","2000","CCRB","233","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
