"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location_point1"
"50107753","Kobe Ramen","Queens","7057","PARSONS BLVD","11365","3475736565",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.730470676809","-73.81087692539","408","24","122701","4146991","4067890065","QN38",
"50054868","COFFEE RX","Brooklyn","276","88 STREET","11209","9174859053","Coffee/Tea","2022-08-23T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","19",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.622208861411","-74.032384133977","310","47","006000","3154050","3060610136","BK31",
"50131549","BONDI SUSHI","Queens","4005","SKILLMAN AVE","11104","3474997705",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.747195864681","-73.923416505935","402","26","017100","4002375","4001830292","QN31",
"50127832","LOCARBONGRUB HOLDINGS, LLC","Manhattan","54","WEST   14 STREET","10011","9292554545",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.736708886754","-73.995327052652","102","02","006300","1009709","1005770013","MN23",
"50048052","KABAYAN FILIPINO RESTAURANT","Queens","4912","QUEENS BLVD","11377","7186393113","Filipino","2022-05-27T00:00:00.000","Establishment re-opened by DOHMH.","04M","Live roaches present in facility's food and/or non-food areas.","Critical","22","Z","2022-05-27T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Reopening Inspection","40.742787795028","-73.915619398004","402","26","023500","4052835","4022820028","QN31",
"50139271",,"Brooklyn","95","GUERNSEY STREET","11222","9174432222",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.724422098814","-73.953199801617","301","33","056900","3065948","3026430012","BK76",
"50133831","CHA CHA MATCHA","Manhattan","373","BROOME STREET","10013","9179575017",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.720248560056","-73.996237316058","102","01","004100","1006985","1004710043","MN24",
"50095909","LUXOR","Manhattan","3775","10 AVENUE","10034","8456377613","Caribbean","2022-02-17T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2023-08-27T06:00:09.000","Smoke-Free Air Act / Initial Inspection","40.861351149422","-73.921184087598","112","10","029900","1064490","1021990001","MN01",
"50115748","AweSum DimSum Times Square","Manhattan","612","8 AVENUE","10018","6462434876","Chinese","2021-12-08T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","10","A","2021-12-08T00:00:00.000","2023-08-27T06:00:08.000","Pre-permit (Operational) / Initial Inspection","40.755702371662","-73.990889656251","105","03","011300","1014513","1007890079","MN17",
"50036890","NEW SHANGHAI TAN RESTAURANT","Queens","13520","40TH RD","11354","7186610900","Chinese","2023-06-26T00:00:00.000","Establishment re-opened by DOHMH.","04M","Live roaches in facility's food or non-food area.","Critical","17","Z","2023-06-26T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Reopening Inspection","40.75884874404","-73.830118577915","407","20","087100","4449969","4050370053","QN22",
"50085140","SOLIMAR GRILL","Bronx","1478","BEACH AVENUE","10460","3473985482","Spanish","2019-06-13T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","22",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.837114811621","-73.86718114623","209","18","021800","2028218","2038990031","BX08",
"50140764",,"Manhattan","127","WEST   26 STREET","10001","2128841519",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.745217495168","-73.992396013604","105","03","009500","1015037","1008020022","MN17",
"50092238","LEO'S PIZZA","Brooklyn","8502","3 AVENUE","11209","7189211900","Pizza","2021-12-09T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","31","C","2021-12-09T00:00:00.000","2023-08-27T06:00:08.000","Pre-permit (Operational) / Re-inspection","40.62418006021","-74.03077484518","310","47","006200","3153076","3060330040","BK31",
"50056951","NEUBERGER BERMAN CAFE","Manhattan","1290","AVE AMERICAS",,"3472666551","American","2023-04-27T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","13","A","2023-04-27T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50139007",,"Bronx","3289","WESTCHESTER AVENUE","10461","7188726036",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.852929194943","-73.827343393689","210","13","030000","2047780","2042490046","BX10",
"50136136","Le Chai","Brooklyn","1904","UTICA AVENUE","11234","3479927964",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.625259200507","-73.927562836338","318","45","067600","3217715","3078290049","BK58",
"50110747","CHEF'S GARDEN","Queens","8009","164TH ST","11432","7183800956","Chinese","2022-08-24T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","11","A","2022-08-24T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.721201785368","-73.804452905701","408","24","126500","4152030","4070140032","QN38",
"50105670","ALL IN","Queens","3574","159TH ST","11358","3479880688","American","2023-03-27T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","27","N",,"2023-08-27T06:00:08.000","Pre-permit (Operational) / Initial Inspection","40.76524999497","-73.80616057638","407","19","117100","4119306","4052740001","QN51",
"50134281","SUSHI TA'EEM","Brooklyn","4708","13 AVENUE","11219","9173621554","Other","2023-04-24T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","N",,"2023-08-27T06:00:08.000","Pre-permit (Non-operational) / Initial Inspection","40.636027587253","-73.991086206849","312","44","022200","3320618","3056280136","BK88",
"50097837","DOUZO","Manhattan","63","DELANCEY STREET","10002","2129256200","Japanese","2020-02-18T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","20",,,"2023-08-27T06:00:08.000","Pre-permit (Operational) / Initial Inspection","40.719336993754","-73.990847748697","103","01","001800","1005457","1004140018","MN27",
"50105249","YUAN BAO 55","Brooklyn","774","55 STREET","11220","7185643821","Chinese","2021-08-12T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","24",,,"2023-08-27T06:00:08.000","Pre-permit (Operational) / Initial Inspection","40.63864074086","-74.00719184743","307","38","010600","3015155","3008340036","BK34",
"50127236","DON CHINGRI RESTAURANT","Queens","3078","STEINWAY ST","11103","7169023430",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.762100553363","-73.916461197402","401","22","015500","4010678","4006600081","QN70",
"41395514","CITI FIELD STAND 310","Queens",,"ROOSEVELT AVENUE","11368","7185958100","American","2019-06-06T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2019-06-06T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection",,,,,,,,,
"50105356","CROP CIRCLE","Manhattan","126","MACDOUGAL STREET","10012","7188018289",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.730105077507","-74.00037884993","102","01","006500","1008699","1005400012","MN23",
"41183237","809 GRILL & BAR RESTAURANT","Manhattan","112","DYCKMAN STREET","10040","2123043800","Latin American","2017-02-03T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","9","A","2017-02-03T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Re-inspection","40.86201245293","-73.925022728194","112","10","028500","1064174","1021740064","MN35",
"50032691","KONDO JAPANESE RESTAURANT","Queens","2913","BROADWAY","11106","3476171236","Japanese","2021-08-11T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","7","A","2021-08-11T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.762637346859","-73.926791955609","401","22","007500","4007506","4005880103","QN70",
"50106672","HAMILTON HALL","Manhattan","3495","BROADWAY","10031","7184736220",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.824942569638","-73.951542611028","109","07","022900","1062347","1020890033","MN04",
"50131010",,"Manhattan","380","WEST   33 STREET","10001","9178269213",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.752376014707","-73.996004498819","104","03","010300","1084820","1007557501","MN13",
"50131406","SUCKER PUNCH SPORTS BAR","Manhattan","344","3 AVENUE","10010","2127399231",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.74031420101","-73.982075837501","106","02","006800","1018110","1008810041","MN21",
"50139637","STONED PIZZA","Bronx","123","WESTCHESTER SQ","10461","2122020005",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.840570933856","-73.841582678813","210","18","009600","2128715","2038590011","BX59",
"50084567","GRAND SICHUAN EASTERN","Manhattan","172","8 AVENUE","10011","9178557086","Chinese","2020-02-27T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","11","A","2020-02-27T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.742623946021","-74.000415009142","104","03","008700","1013892","1007680082","MN13",
"50044252","OPEN MARKET","Manhattan","15","WILLIAM STREET","10005","2127855555","American","2023-02-23T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","25","B","2023-02-23T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Re-inspection","40.705201361926","-74.009997887352","101","01","000900","1087954","1000257501","MN25",
"50135919","FLATBUSH CENTRAL","Brooklyn","2123","CATON AVENUE","11226","3476742509",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.652791471847","-73.959737259455","314","40","050803","3397264","3050630058","BK42",
"50139338","LARK BY THE PARK","Brooklyn","1311","CATON AVENUE","11226","9177709055",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.649678672831","-73.967717800497","314","40","017700","3411682","3050510001","BK99",
"41444679","FOO HING KITCHEN","Bronx","522","EAST  138 STREET","10454","7189938680","Chinese","2023-01-30T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","16","B","2023-01-30T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Re-inspection","40.807291740699","-73.918643883081","201","08","002500","2000038","2022650031","BX39",
"50127976",,"Bronx","2155","UNIVERSITY AVENUE","10453","4048765700",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.857387539629","-73.909696629032","205","14","024900","2100248","2032220062","BX36",
"50090419","Mr. Chicken and Mrs. Tea","Queens","15029","CROSSBAY BLVD","11417","3475530010","Chicken","2022-05-14T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","13","A","2022-05-14T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.669872763313","-73.842595288835","410","32","008800","4000000","4115440100","QN56",
"50002863","JOHN'S DELI","Brooklyn","2033","STILLWELL AVENUE","11223","7183727481","Sandwiches","2022-03-15T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","9","A","2022-03-15T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.597276126375","-73.985358784319","311","43","040200","3190729","3070920048","BK29",
"50125466","HOI POLLOI","Queens","37-09","COLLEGE POINT BOULEVARD","11354","3476421959",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.760052364497","-73.834847851894","407","20","087100","4000000","4049727505","QN22",
"50132261","TAX DEPARTMENT","Manhattan","620","AVENUE OF THE AMERICAS","10011","6187894983",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.740073946154","-73.99484325844","105","03","005400","1080644","1008207505","MN13",
"50117561","KNAPP STREET PIZZA","Brooklyn","2157","KNAPP STREET","11229","7187430537","Pizza","2022-01-31T00:00:00.000","Violations were cited in the following area(s).","10J","Hand wash sign not posted","Not Critical","32",,,"2023-08-27T06:00:08.000","Pre-permit (Operational) / Initial Inspection","40.6001675494","-73.934064845679","315","46","057000","3248258","3088220002","BK17",
"50130750","ANDARE","Bronx","5782","MOSHOLU AVENUE","10471","9179988599",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.905440495558","-73.897852009141","208","11","034500","2084898","2058552257","BX22",
"50127886","DIMSUM GARDEN","Queens","13505","40TH RD","11354","9172076061","Asian/Asian Fusion","2023-08-22T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","68","N",,"2023-08-27T06:00:08.000","Pre-permit (Operational) / Initial Inspection","40.758859744427","-73.830132988411","407","20","087100","4114132","4050360056","QN22",
"50109300","EZWAFFLES&MORE","Manhattan","2236","ADAM CLAYTON POWELL JR BOULEVARD",,"3472342571",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"0","0",,,,,"1",,
"50059980","OSCAR WILDE'S","Manhattan","45","WEST   27 STREET","10001","2122133066","American","2022-08-04T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","53",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.744868696154","-73.989656900571","105","03","005800","1015677","1008290011","MN13",
"41648187","EL NUEVO SANDY RESTAURANT","Manhattan","2261","2 AVENUE","10035","2123488654","Latin American","2021-08-19T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","12","A","2021-08-19T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.797101434903","-73.937708318718","111","08","018800","1052582","1016660020","MN34",
"50125554","TORNADO CREPES","Queens","1808","WEIRFIELD STREET","11385","3472577736",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.700233661043","-73.902715406555","405","34","055700","4086226","4035730011","QN20",
"50129800",,"Manhattan","1164","1 AVENUE","10065","9175766999",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.762579543827","-73.959789761872","108","05","010602","1045388","1014580046","MN31",
"50011891","TWO HANDS","Manhattan","164","MOTT STREET","10013","2019934484","American","2022-07-18T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","62",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.719738031861","-73.996194054618","102","01","004100","1006923","1004700007","MN24",
"50141072","Ora La Casa de Las Flores","Queens","4208","43RD AVE","11104","9178595086",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.745292699214","-73.921866865779","402","26","018102","4001949","4001630019","QN31",
"50081233","FLAVOR'S HOUSE","Manhattan","449","2 AVENUE","10010","6468700318","Spanish","2021-09-03T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","35",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.739430005106","-73.97977739708","106","02","006600","1019832","1009060028","MN20",
"50130426","BARESE PIZZA","Bronx","305","EAST  170 STREET","10456","9176201998",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.837425620196","-73.910388793792","204","16","022500","2007253","2027840038","BX14",
"50131911","SUBWAY INN","Manhattan","1154","2 AVENUE","10065","9175625133",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.761658562652","-73.963555352678","108","05","011000","1044220","1014350051","MN31",
"50101173","KIKU SUSHI","Brooklyn","453","7 AVENUE","11215","7183691155","Japanese","2023-06-26T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","28",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.662821492071","-73.984958667016","307","39","014900","3026632","3011040002","BK37",
"50135036",,"Queens","19808","33RD AVE","11358","7183335480",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.767527413337","-73.790135733647","411","19","109900","4134972","4060740004","QN46",
"50127810","ARIAPITA RESTAURANT","Brooklyn","1197","FLATBUSH AVENUE","11226","3475298907",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.64113310798","-73.956249153651","314","45","079000","3119633","3051880010","BK95",
"50119348","TRIPLE J'S","Bronx","3563B","BOSTON ROAD","10469","6469962018",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.878227012665","-73.844371082316","212","12","038600","2097013","2047280035","BX03",
"50107718","TEN SECONDS YUNNAN RICE NOODLES","Brooklyn","2059","86 STREET","11214","9177899769","Chinese","2022-02-22T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","12","A","2022-02-22T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.603658643639","-73.99667966152","311","47","028800","3165858","3063460055","BK28",
"50130412","PLUG & UGLIE","Manhattan","1495","1 AVENUE","10075","5165215828",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.771758226944","-73.953123083363","108","05","013400","1045252","1014530023","MN31",
"50141238","LAFFIDO CHOCOLATE FOUNTAIN","Staten Island","2655","RICHMOND AVENUE","10314","2018990181",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.582297419955","-74.169052592685","502","51","027702","5039658","5024000180","SI24",
"50139226","RIZE BROOKLYN","Brooklyn","137","SCHENECTADY AVENUE","11213","7189383131",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.674427237259","-73.933360259839","308","36","030900","3324618","3013540001","BK61",
"50136833","CRISPY BURGER","Staten Island","1351","FOREST AVENUE","10302","9175392828",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.625949769931","-74.134450400927","501","49","020100","5024915","5010520001","SI07",
"50104312","UH GA SUSHI HOUSE","Queens","3502","154TH ST","11354","7183590333",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.765823243954","-73.810851960991","407","20","115500","4119170","4052640117","QN51",
"50122847","YE'S APOTHECARY","Manhattan","119","ORCHARD STREET","10002","6469156806",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.719446674456","-73.989559850594","103","01","001800","1089952","1004150077","MN27",
"50136538",,"Bronx","1061","EAST TREMONT AVENUE","10460","9145140101",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.84008149558","-73.879275160354","206","15","036100","2013281","2031390001","BX17",
"50082809","COZY CORNER BAR","Queens","6001","70TH AVE","11385","7183818397","American","2023-01-17T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","21",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.70161892992","-73.898576665288","405","30","058300","4084420","4035160052","QN20",
"50140185",,"Manhattan","1550","SAINT NICHOLAS AVENUE","10040","6467144984",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.85336465511","-73.930754755115","112","10","026900","1063808","1021580007","MN35",
"50106242","La Cocinita-Mia","Brooklyn","442","LORIMER STREET","11206","3477921575",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.710097975664","-73.948708351374","301","34","050300","3338218","3027920002","BK90",
"50096198","WOW SUSHI & THAI","Brooklyn","1708","EAST   16 STREET","11229","7183363887","Japanese","2020-02-04T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2023-08-27T06:00:08.000","Administrative Miscellaneous / Initial Inspection","40.607847460834","-73.957175018165","315","48","055200","3182979","3067980013","BK44",
"50114773","NO. 1 FLOWER DRUM HOUSE, INC","Queens","2921","ASTORIA BLVD","11102","7189165594",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.770402763203","-73.91934258352","401","22","006900","4017400","4008380115","QN71",
"40386528","ERIN'S ISLE","Queens","154-03","CROSS ISLAND PARKWAY","11357","7187468456","Italian","2022-04-18T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","13","A","2022-04-18T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.786870463695","-73.807783814748","407","19","099100","4103810","4045620082","QN49",
"41235545","FAVELA","Queens","3318","28 AVENUE","11103","7185458250","Brazilian","2022-12-15T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","9",,,"2023-08-27T06:00:08.000","Cycle Inspection / Compliance Inspection","40.767616080869","-73.918277371132","401","22","006501","4009145","4006270024","QN70",
"50112557","NULEAF","Manhattan","23","WEST   23 STREET","10010","9172083444",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.741967560086","-73.990559537558","105","03","005800","1015582","1008250029","MN13",
"50035269","FRESCO TORTILLAS","Queens","3112","36TH AVE","11106","7182679536","Tex-Mex","2023-05-18T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","15",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.756479845577","-73.929570868059","401","26","005100","4007905","4006000031","QN68",
"50111057","886 WENWEN","Brooklyn","1025","MANHATTAN AVENUE","11222","8313243588",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.733974562561","-73.954892578391","301","33","056300","3064036","3025120048","BK76",
"50138238","LAN THAI","Brooklyn","8510","4 AVENUE","11209","7183335811",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.623395735593","-74.02811598178","310","43","006200","3153126","3060340041","BK31",
"50141303",,"Staten Island","1970","VICTORY BOULEVARD","10314","7184158751",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.612538973812","-74.129481726979","501","50","018701","5018255","5007220001","SI07",
"50106222","EUN HA SOO CATERING","Queens","4017","150TH ST","11354","8453003395",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.763254163059","-73.814223717066","407","20","116700","4114085","4050340016","QN51",
"50137459","Janie's Life-Changing Baked Goods","Manhattan","82","CHRISTOPHER STREET","10014","6463381189",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.733459119264","-74.003763432791","102","03","007300","1010197","1005910048","MN23",
"50093485","VECHE 7 ENTERTAINEMENT","Queens","3613","164TH ST","11358","7186870621",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.76256912241","-73.801786027547","407","19","117500","4119567","4052870012","QN51",
"50137610","MARI:NE","Manhattan","135","WEST   41 STREET","10036","2018931848",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.754683548483","-73.985796888936","105","04","011300","1022577","1009940045","MN17",
"50141020","JOLLIBEE","Brooklyn","5212","KINGS HIGHWAY","11234","6266125887",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.636407892616","-73.926588684079","318","45","093200","3223073","3079690009","BK91",
"50133179",,"Brooklyn","27","GREENPOINT AVENUE","11222","3475294584",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.729683520717","-73.95964732516","301","33","056500","3064666","3025560052","BK76",
"41591580","JPAN SUSHI RESTAURANT","Brooklyn","287","5 AVENUE","11215","7187882880","Japanese","2022-04-21T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","7","A","2022-04-21T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.673709674948","-73.982501175231","306","39","013500","3020793","3009700006","BK37",
"50131350","FIVE IRON GOLF","Manhattan","1681","3 AVENUE","10128","9176946913",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.784037010222","-73.95016058363","108","05","015601","1000000","1015407503","MN32",
"50101867","JAMOY","Manhattan","208","THOMPSON STREET","10012","6465900122","American","2021-07-19T00:00:00.000","Violations were cited in the following area(s).","10J","Hand wash sign not posted","Not Critical","11",,,"2023-08-27T06:00:08.000","Pre-permit (Non-operational) / Initial Inspection","40.72883424962","-73.99931086713","102","01","006500","1083505","1005370001","MN23",
"50126743",,"Manhattan","295","MERCER STREET","10003","9176200779",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.730346447846","-73.993761581801","102","02","005900","1008838","1005480040","MN23",
"50108930","Nelore Grill","Manhattan","744","9 AVENUE","10019","9177555913",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.763618073898","-73.988834526509","104","03","013300","1025170","1010410002","MN15",
"50134655","CELESTIAL","Manhattan","62","CHELSEA PIERS","10011","7327275030",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.747992386672","-74.008495743918","104","03","009900","1000000","1006620011","MN13",
"50139287",,"Queens","10018","QUEENS BLVD","11375","9733938429",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.72684398857","-73.853442721452","406","29","071306","4075137","4031700031","QN17",
"50093700","WIN SON BAKERY","Brooklyn","164","GRAHAM AVENUE","11206","9178336054","Asian/Asian Fusion","2022-05-17T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","12","A","2022-05-17T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.70715296741","-73.943163293674","301","34","049300","3071214","3030620008","BK78",
"50134842",,"Manhattan","830","5 AVENUE","10065","917482464488",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.767704518048","-73.970515990865","164","06","014300","1083811","1011110001","MN99",
"50139254",,"Manhattan","56","EAST BROADWAY","10002","9173276669",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.713608942645","-73.995588396647","103","01","000800","1003501","1002810026","MN27",
"50119336","COMMON GOOD HARLEM","Manhattan","2801","FREDERICK DOUGLASS BOULEVARD",,"9175290966","Coffee/Tea","2022-04-22T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","11","A","2022-04-22T00:00:00.000","2023-08-27T06:00:08.000","Pre-permit (Operational) / Re-inspection","0","0",,,,,"1",,
