"id","reservation_date","franchisee","status","installation_date","pole_type","borough","x_coord","y_coord","latitude","longitude","zone","on_street","cross_street_1","cross_street_2","park_advisory","historic_advisory","scenic_landmark_advisory","bid_advisory","school_advisory","zipcode","community_board","council_district"
"26992","2021-11-30T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","953534.1600000","167124.9400000","40.6253426","-74.1106513","B","Bement Avenue","Matthews Avenue","Howe Street",,,,,,"10310","501","49"
"26985","2021-11-17T00:00:00.000","Extenet II","Approved",,"UTILITY","Brooklyn","995197.0000000","158096.0000000","40.6006065","-73.9605789","B","Avenue T","East 12th St","Coney Island Ave",,,,,,"11223","315","48"
"26984","2021-11-17T00:00:00.000","Extenet II","Approved",,"UTILITY","Brooklyn","1009745.0000000","167036.0000000","40.6251150","-73.9081567","B","Bergen Ave","Cove Ln","Ave T",,,,,,"11234","318","46"
"26983","2021-11-17T00:00:00.000","Extenet II","Proposed",,"UTILITY","Brooklyn","1003283.0000000","162310.0000000","40.6121594","-73.9314487","B","East 38th St","Fillmore Ave","Ave S",,,,,,"11234","318","46"
"26982","2021-11-16T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","959786.7700000","165273.5100000","40.6202803","-74.0881201","B","Park Lane","Oakland Terrace","Dead End",,,,,,"10304","501","49"
"26981","2021-11-16T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","957145.0000000","164698.0000000","40.6186929","-74.0976338","B","HIGHLAND AVENUE","ARLO ROAD","HOWARD AVENUE",,,,,,"10301","501","49"
"26980","2021-11-16T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961131.4200000","164297.9300000","40.6176061","-74.0832731","B","Hardy Street","Irving Place","Prince Street",,,,,,"10304","501","49"
"26979","2021-11-16T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","960705.4700000","164354.5900000","40.6177605","-74.0848076","B","Targee Street","Waverly Place","Irving Place",,,,,,"10304","501","49"
"26978","2021-11-16T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961234.7700000","170805.9700000","40.6354696","-74.0829231","B","Willis Avenue","Avon Place","Fielder Avenue",,,,,,"10301","501","49"
"26977","2021-11-16T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961555.9400000","171199.6900000","40.6365511","-74.0817672","B","Victory Boulevard","Fiedler Avenue","Pike Street",,,,,,"10301","501","49"
"26976","2023-01-04T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961980.0000000","170900.0000000","40.6357296","-74.0802383","B","Tompkins Circle","Fiedler Avenue","Pavillion Hill Terrace",,,,,,"10304","501","49"
"26975","2021-11-16T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961027.3500000","166859.7900000","40.6246376","-74.0836568","B","TARGEE STREET","PURROY PLACE","BROAD STREET",,,,,,"10304","501","49"
"26974","2021-11-16T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","954966.3600000","164702.1500000","40.6186974","-74.1054814","B","Clove Road","Cheshire Place","Fairway Lane","Silver Lake Park",,,,,"10301","501","49"
"26973","2021-11-16T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","955998.9300000","165447.5400000","40.6207467","-74.1017652","B","East Cheshire Place","Cheshire Place","Beverly Avenue",,,,,,"10301","501","49"
"26972","2021-11-16T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","959897.0000000","169403.6200000","40.6316168","-74.0877379","B","Victory Boulevard","Woodstock Avenue","Louis Street",,,,,,"10301","501","49"
"26971","2021-11-16T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","955877.8300000","164615.1700000","40.6184616","-74.1021979","B","MELROSE AVENUE","WALDRON AVENUE","BEVERLY AVENUE",,,,,,"10301","501","49"
"26970","2021-11-15T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","956584.8400000","165090.5000000","40.6197685","-74.0996532","B","Victory Boulevard","East Cheshire Place","Sliver Lake Park Road",,,,,,"10301","501","49"
"26969","2021-11-15T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","957871.9300000","163833.1200000","40.6163212","-74.0950120","B","Howard Avenue","Campus Road","Hillside Avenue",,,,,,"10301","501","49"
"26968","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","960173.5900000","168930.0500000","40.6303177","-74.0867398","B","LOUIS STREET","HOWARD AVENUE","SUNRISE TERRACE",,,,,,"10304","501","49"
"26967","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","958792.2800000","166419.1600000","40.6234220","-74.0917067","B","GRYMES HILL ROAD","BERTHA PLACE","DUNCAN ROAD",,,,,,"10301","501","49"
"26966","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","956890.3600000","164257.3600000","40.6174827","-74.0985493","B","VAN CORTLANDT AVENUE","RUGBY AVENUE","GRAND AVENUE",,,,,,"10301","501","49"
"26965","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","956796.4200000","163714.6100000","40.6159926","-74.0988854","B","ALPINE AVENUE","GRAND AVENUE","RUGBY AVENUE",,,,,,"10301","501","49"
"26964","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","962079.5000000","164623.0000000","40.6185008","-74.0798592","B","Park Hill Lane","Vanderbilt Avenue","Park Hill Avenue",,,,,,"10304","501","49"
"26963","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","960580.0000000","168861.0000000","40.6301293","-74.0852754","B","WARD AVENUE","OCCIDENT AVENUE","AUSTIN PLACE",,,,,,"10304","501","49"
"26962","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961196.4600000","168379.3600000","40.6288089","-74.0830528","B","St Pauls Avenue","Occident Avenue","Maion Avenue",,"St. Paul's Avenue-Stapleton Heights Historic District",,,,"10304","501","49"
"26961","2021-11-15T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","959636.0000000","167340.4400000","40.6259531","-74.0886707","B","Howard Circle","Howard Avenue","Dead End",,,,,,"10304","501","49"
"26960","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","959686.3700000","166716.6900000","40.6242412","-74.0884870","B","HOWARD AVENUE","ADA PLACE","HOWARD CIRCLE",,,,,,"10304","501","49"
"26959","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","959651.2000000","165591.7200000","40.6211533","-74.0886096","B","HOWARD AVENUE","HOWARD LANE","PARK LANE",,,,,,"10304","501","49"
"26958","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","960351.2000000","168089.7000000","40.6280116","-74.0860969","B","TROSSACH ROAD","NORWOOD COURT","MURRAY PLACE",,,,,,"10304","501","49"
"26957","2021-11-15T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","959924.1900000","164515.3700000","40.6181997","-74.0876224","B","Woodside Avenue","Centre Avenue","Cedarcliff Road",,,,,,"10301","501","49"
"26956","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","959077.0000000","164537.4510000","40.6182579","-74.0906741","B","SIGNAL HILL ROAD","HOWARD AVENUE","NESMYTHE TERRACE",,,,,,"10301","501","49"
"26955","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","964110.8300000","164874.1200000","40.6191949","-74.0725430","B","GREENFIELD AVENUE","AMAZON COURT","GREENFIELD COURT",,,,,,"10304","501","49"
"26954","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","956538.2700000","163117.1800000","40.6143520","-74.0998128","B","Sunnyside Terrance","Clove Road","Grand Avenue",,,,,,"10301","501","49"
"26953","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","957954.1400000","165058.6600000","40.6196853","-74.0947207","B","Arlo Road","Stratford Avenue","Highland Avenue",,,,,,"10301","501","49"
"26952","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","958588.4600000","164673.0200000","40.6186286","-74.0924343","B","HOWARD AVENUE","STRATFORD AVENUE","SIGNAL HILL ROAD",,,,,,"10301","501","49"
"26951","2021-11-15T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","959238.4100000","166116.5200000","40.6225926","-74.0900985","B","Greta Place","Hillcrest Road","Howard Avenue",,,,,,"10301","501","49"
"26950","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","959193.8200000","165000.0000000","40.6195279","-74.0902550","B","Howard Avenue","Arlo Road","Claire Court",,,,,,"10301","501","49"
"26949","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","956137.7000000","164095.6900000","40.6170366","-74.1012597","B","Grand Avenue","Glenwood Road","Victory Boulevard",,,,,,"10301","501","49"
"26948","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","959020.5500000","166807.6300000","40.6244889","-74.0908859","B","THERESA PLACE","DUNCAN ROAD","BERTHA PLACE",,,,,,"10301","501","49"
"26947","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961128.1500000","168786.9700000","40.6299276","-74.0833003","B","Pommer Avenue","Marion Avenue","Catlin Avenue",,"St. Paul's Avenue-Stapleton Heights Historic District",,,,"10304","501","49"
"26946","2021-11-15T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","960646.6800000","166845.7300000","40.6245980","-74.0850281","B","Van Duzer Street","Shelterview Drive","Broad Street",,,,,,"10304","501","49"
"26945","2021-11-08T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","946136.0200000","163099.9700000","40.6142661","-74.1372798","B","Demorest Avenue","Marble Street","Watchogue Road",,,,,,"10314","501","50"
"26944","2021-11-08T00:00:00.000","NY SMSA","Installed","2022-10-12T00:00:00.000","UTILITY","Staten_Island","946625.0600000","166156.2700000","40.6226571","-74.1355354","B","BIDWELL AVENUE","NORTH AVENUE","COLLEGE AVENUE",,,,,,"10314","501","50"
"26943","2021-11-08T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","946730.3600000","162940.2700000","40.6138303","-74.1351382","B","SEWARD PLACE","MARBLE STREET","WILLARD PLACE",,,,,,"10314","501","50"
"26942","2021-11-08T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","945348.8900000","164399.5600000","40.6178298","-74.1401223","B","WATERS AVENUE","GLASCOE AVENUE","WOOLLEY AVENUE",,,,,,"10314","501","50"
"26941","2021-11-08T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","959881.1700000","163302.2100000","40.6148697","-74.0877730","B","CUNARD AVENUE","WANDELL AVENUE","VAN DUZER ST",,,,,,"10304","501","49"
"26940","2021-11-08T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","945840.4500000","164613.7300000","40.6184198","-74.1383530","B","Leonard Avenue","Livermore Aveue","Dickie Avenue",,,,,,"10314","501","50"
"26939","2021-11-08T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","947217.5200000","163212.0600000","40.6145784","-74.1333850","B","Watchogue Road","Frederick Street","Smith Court",,,,,,"10314","501","50"
"26938","2021-11-08T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","944607.2500000","164406.2600000","40.6178449","-74.1427938","B","Waters Avenue","Collfield Avenue","Dead End",,,,,,"10302","501","50"
"26937","2021-11-08T00:00:00.000","NY SMSA","Installed","2022-09-15T00:00:00.000","UTILITY","Staten_Island","954678.6600000","170437.2600000","40.6344381","-74.1065429","B","Bard Avenue","Castleton Avenue","De Kay Street",,,,,,"10310","501","49"
"26936","2021-11-08T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","951661.8800000","170510.7800000","40.6346293","-74.1174124","B","Castleton Avenue","Broadway","State Street",,,,,,"10310","501","49"
"26935","2021-11-08T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","963313.2000000","165221.1500000","40.6201456","-74.0754172","B","NORWOOD AVENUE","TALBOT PLACE","TOMPKINS AVENUE",,,,,,"10304","501","49"
"26934","2021-11-08T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","952506.3100000","170171.2300000","40.6337004","-74.1143684","B","North Burgher Avenue","South Street","Castleton Avenue",,,,,,"10310","501","49"
"26933","2021-11-08T00:00:00.000","NY SMSA","Installed","2022-09-09T00:00:00.000","UTILITY","Staten_Island","951843.7000000","169500.0200000","40.6318556","-74.1167525","B","Broadway","Seneca Street","Cary Avenue",,,,,,"10310","501","49"
"26932","2021-10-29T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","944091.0000000","162971.0000000","40.6139031","-74.1446448","B","BRYSON AVENUE","CASWELL AVENUE","AUBURN AVENUE",,,,,,"10314","501","50"
"26931","2021-10-29T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","946106.1900000","164857.3300000","40.6190896","-74.1373971","B","Lathrop Avenue","Dickie Avenue","Bidwell Avenue",,,,,,"10314","501","50"
"26930","2021-10-28T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","946414.2800000","163674.8100000","40.6158451","-74.1362807","B","WATCHOGUE ROAD","NEAL DOW AVENUE","DEMOREST AVENUE",,,,,,"10314","501","50"
"26929","2021-10-28T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","946765.6100000","162356.5800000","40.6122284","-74.1350080","B","Victory Boulevard","Kell Avenue","Byrne Avenue",,,,,,"10314","501","50"
"26928","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","945677.2000000","163827.7200000","40.6162617","-74.1389365","B","Livermore Avenue","Watchogue Road","Waters Avenue",,,,,,"10314","501","50"
"26927","2021-10-28T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","944196.9200000","164032.0200000","40.6168159","-74.1442696","B","Watchogue Road","Bryson Avenue","Stuart Avenue",,,,,,"10314","501","50"
"26926","2021-10-28T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","945930.7400000","162627.0100000","40.6129671","-74.1380165","B","O'Connor Avenue","Caswell Avenue","Victory Boulevard",,,,,,"10314","501","50"
"26925","2021-10-28T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","946807.5000000","165390.9000000","40.6205571","-74.1348739","B","Neal Dow Avenue","Maine Avenue","College Avenue",,,,,,"10314","501","50"
"26924","2021-10-28T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","945189.8200000","163862.9200000","40.6163562","-74.1406922","B","Watchogue Road","Glascoe Avenue","Wooley Avenue",,,,,,"10314","501","50"
"26923","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","946335.0000000","165757.0000000","40.6215600","-74.1365780","B","College Avenue","Dickie Avenue","Bidwell Avenue",,,,,,"10314","501","50"
"26922","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","947091.8800000","164856.5600000","40.6190917","-74.1338466","B","Willard Avenue","Springfield Avenue","Lathrop Avenue",,,,,,"10314","501","50"
"26921","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","947345.0000000","165318.0000000","40.6203593","-74.1329374","B","Maine Avenue","Clinton B Fiske Avenue","College Avenue",,,,,,"10314","501","50"
"26920","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","943912.9700000","163439.7000000","40.6151888","-74.1452888","B","STEWART AVENUE","CASWELL AVENUE","WATCHOGUE ROAD",,,,,,"10314","501","50"
"26919","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","944943.1600000","162803.0100000","40.6134458","-74.1415745","B","CASWELL AVENUE","WOOLLEY AVENUE","CRYSTAL AVENUE",,,,,,"10314","501","50"
"26918","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","945129.3000000","164763.0900000","40.6188267","-74.1409154","B","Leonard Avenue","Muller Avenue","Glascoe Avenue",,,,,,"10314","501","50"
"26917","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","943641.0900000","166133.5800000","40.6225817","-74.1462843","B","HOUSTON STREET","WILLOW ROAD EAST","WILLOWBROOK ROAD","Markham Playground",,,,"IS 051 EDWIN MARKHAM","10302","501","50"
"26916","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","944330.9400000","166063.6600000","40.6223929","-74.1437988","B","COLLEGE AVENUE","BRYSON AVENUE","WILLOWBROOK ROAD",,,,,,"10302","501","50"
"26915","2021-10-28T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","944685.7300000","163543.2700000","40.6154765","-74.1425060","B","CRYSTAL AVENUE","DELMORE STREET","WADE STREET",,,,,,"10314","501","50"
"26914","2021-10-28T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","946247.4500000","165205.5200000","40.6200459","-74.1368903","B","GARRISON AVENUE","DICKIE AVENUE","BIDWELL AVENUE",,,,,,"10314","501","50"
"26913","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","944981.8300000","161984.4200000","40.6111991","-74.1414304","B","VICTORY BOULEVARD","WOOLLEY AVENUE","CRAFTON AVENUE",,,,,,"10314","501","50"
"26912","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","945680.6700000","162161.9300000","40.6116894","-74.1389145","B","VICTORY BOULEVARD","HARVEY AVENUE","SHERADEN AVENUE",,,,,,"10314","501","50"
"26911","2021-10-28T00:00:00.000","NY SMSA","Installed","2022-07-06T00:00:00.000","UTILITY","Staten_Island","945442.5100000","165053.9000000","40.6196263","-74.1397889","B","GLASCOE AVENUE","LATHROP AVENUE","GARRISON AVENUE",,,,,,"10314","501","50"
"26910","2021-10-28T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","943191.7300000","164185.5000000","40.6172325","-74.1478911","B","LYON PLACE","WATCHOGUE ROAD","HOME PLACE",,,,,,"10314","501","50"
"26909","2022-05-18T00:00:00.000","NY SMSA","Installed","2023-02-23T00:00:00.000","UTILITY","Staten_Island","947672.6200000","165593.7300000","40.6211175","-74.1317587","B","JEWETT AVENUE","COLLEGE AVENUE","KINGSLEY AVENUE",,,,,,"10314","501","50"
"26907","2021-10-21T00:00:00.000","Crown Castle Fiber","Proposed",,"UTILITY","Bronx","1009841.0000000","255222.0000000","40.8671629","-73.9074753","C","Sedgwick Ave","Webb Ave","W Kingsbridge Rd",,,,,,"10468","207","14"
"26905","2021-10-13T00:00:00.000","Boldyn Infrastructure (ZenFi)","Approved",,"UTILITY","Bronx","1029840.0000000","264613.0000000","40.8928576","-73.8351047","B","Bell Avenue","Nuvern Avenue","Strang Avenue",,,,,,"10466","212","12"
"26902","2021-10-13T00:00:00.000","Boldyn Infrastructure (ZenFi)","Approved",,"UTILITY","Bronx","1034364.0000000","240701.0000000","40.8272019","-73.8189206","B","Hollywood Avenue","Randall Avenue","Schley Avenue",,,,,"BRONX DELTA SCHOOL","10465","210","13"
"26901","2021-10-13T00:00:00.000","Boldyn Infrastructure (ZenFi)","Installed","2022-07-29T00:00:00.000","UTILITY","Bronx","1032658.0000000","246660.0000000","40.8435671","-73.8250420","B","Mc Donough Place","Dwight Place","Griswold Avenue",,,,,,"10465","210","13"
"26900","2021-10-13T00:00:00.000","Boldyn Infrastructure (ZenFi)","Approved",,"UTILITY","Bronx","1030511.0000000","263276.0000000","40.8891844","-73.8326870","B","East 233rd Street","Harper Avenue","Secor Avenue",,,,,,"10466","212","12"
"26899","2021-10-13T00:00:00.000","Boldyn Infrastructure (ZenFi)","Approved",,"UTILITY","Bronx","1023712.0000000","247812.0000000","40.8467736","-73.8573681","B","Bogart Avenue","Morris Park Avenue","Van Nest Avenue",,,,,,"10462","211","13"
"26898","2021-10-13T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"UTILITY","Bronx","1028245.0000000","267808.0000000","40.9016349","-73.8408527","B","Mundy Lane","Bushnell Place","East 241st Street",,,,,,"10466","212","12"
"26897","2021-10-12T00:00:00.000","NY SMSA","Installed","2022-12-13T00:00:00.000","UTILITY","Staten_Island","959989.0000000","162603.0000000","40.6129508","-74.0873821","B","Richmond Road","Mary Street","Vanderbilt Avenue",,,,,,"10304","501","49"
"26896","2021-10-12T00:00:00.000","NY SMSA","Installed","2022-12-07T00:00:00.000","UTILITY","Staten_Island","962136.0000000","165111.0000000","40.6198404","-74.0796573","B","DIX PLACE","COURSEN PLACE","DEAD END",,,,,,"10304","501","49"
"26895","2021-10-12T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","962333.0000000","166949.0000000","40.6248858","-74.0789537","B","BROAD STREET","QUINN STREET","TOMPKINS AVENUE",,,,,,"10304","501","49"
"26894","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","960762.0000000","166296.0000000","40.6230894","-74.0846107","B","BROAD STREET","VAN DUZER STREET","TARGEE STREET",,,,,,"10304","501","49"
"26893","2021-10-12T00:00:00.000","NY SMSA","Installed","2022-11-09T00:00:00.000","UTILITY","Staten_Island","960413.0000000","165077.0000000","40.6197426","-74.0858636","B","VAN DUZER STREET","LAUREL AVENUE","OSGOOD AVENUE",,,,,,"10304","501","49"
"26892","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","960964.0000000","161448.0000000","40.6097832","-74.0838664","B","Hanover Street","Steuben Street","Palma Drive",,,,,,"10304","501","49"
"26891","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","963504.0000000","164249.0000000","40.6174777","-74.0747270","B","Greenfield Avenue","Sandra Lane","Bay Street",,,,,,"10304","501","49"
"26890","2021-10-12T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","963837.0000000","165906.0000000","40.6220266","-74.0735325","B","VANDERBILT AVENUE","ERRINGTON PLACE","BAY STREET",,,,,,"10304","501","49"
"26889","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","959494.0000000","162968.0000000","40.6139513","-74.0891663","B","CEDAR TERRACE","CUNARD PLACE","DEAD END",,,,,,"10304","501","49"
"26888","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961591.0000000","164995.0000000","40.6195206","-74.0816201","B","LAUREL AVENUE","COURSEN COURT","GORDON STREET",,,,,,"10304","501","49"
"26887","2021-10-12T00:00:00.000","NY SMSA","Installed","2022-11-11T00:00:00.000","UTILITY","Staten_Island","960838.0000000","161746.0000000","40.6106008","-74.0843212","B","Brition Avenue","Saunder Avenue","Steuben Street",,,,,,"10304","501","49"
"26885","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","960723.0000000","164974.0000000","40.6194607","-74.0847466","B","TARGEE STREET","LAUREL AVENUE","OSGOOD AVENUE",,,,,,"10304","501","49"
"26884","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","960223.0000000","164114.0000000","40.6170988","-74.0865446","B","VAN DUZER STREET","ROFF STREET","METCALFE STREET",,,,,,"10304","501","49"
"26883","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","962935.0000000","165292.0000000","40.6203391","-74.0767798","B","Vanderbilt Avenue","Tompkins Avenue","Talbot Place",,,,,,"10304","501","49"
"26882","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961644.0000000","160753.0000000","40.6078773","-74.0814150","B","Steuben Street","Mosel Avenue","Elbe Avenue",,,,,,"10304","501","49"
"26881","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","964337.0000000","165735.0000000","40.6215583","-74.0717309","B","BAY STREET","TOWNSEND AVENUE","NORWOOD AVENUE",,,,,,"10304","501","49"
"26880","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961292.0000000","161114.0000000","40.6088673","-74.0826839","B","Weser Avenue","Steuben Street","Dead End",,,,,,"10304","501","49"
"26879","2021-10-12T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","962862.0000000","164132.0000000","40.6171550","-74.0770391","B","PARK HILL CIRCLE","PARK HILL LANE","OSGOOD AVENUE",,,,,,"10304","501","49"
"26878","2021-10-12T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","962286.0000000","164245.0000000","40.6174638","-74.0791142","B","PARK HILL LANE","FAIRWAY AVENUE","PARK HILL AVENUE",,,,,,"10304","501","49"
"26877","2021-10-12T00:00:00.000","NY SMSA","Installed","2022-12-01T00:00:00.000","UTILITY","Staten_Island","959487.0000000","162504.0000000","40.6126777","-74.0891898","B","CUNARD PLACE","CEDAR TERRACE","RIDGEFIELD AVENUE",,,,,,"10304","501","49"
"26876","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","962846.0000000","163072.0000000","40.6142455","-74.0770933","B","MOSEL AVENUE","OSGOOD AVENUE","CIRCLE LOOP",,,,,,"10304","501","49"
"26874","2021-10-12T00:00:00.000","NY SMSA","Installed","2022-12-12T00:00:00.000","UTILITY","Staten_Island","963675.0000000","165054.0000000","40.6196876","-74.0741135","B","TOWNSEND AVENUE","TOMPKINS AVENUE","BAY STREET",,,,,,"10304","501","49"
"26872","2021-10-12T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Staten_Island","959710.0000000","162170.0000000","40.6117616","-74.0883854","B","Richmond Road","Longview Road","Steuben Street",,,,,,"10304","501","49"
"26871","2021-10-12T00:00:00.000","NY SMSA","Approved",,"UTILITY","Staten_Island","961998.0000000","164124.0000000","40.6171309","-74.0801512","B","OSGOOD AVENUE","PARK HILL AVENUE","FAIRWAY AVENUE",,,,,,"10304","501","49"
"26870","2021-10-12T00:00:00.000","NY SMSA","Installed","2022-12-13T00:00:00.000","UTILITY","Staten_Island","960014.0000000","161518.0000000","40.6099728","-74.0872881","B","Pierce Street","Targee Street","Rhine Avenue",,,,,,"10304","501","49"
"26869","2021-10-12T00:00:00.000","NY SMSA","Installed","2022-11-23T00:00:00.000","UTILITY","Staten_Island","959215.0000000","163807.0000000","40.6162534","-74.0901743","B","PLEASANT VALLEY AVENUE","VAN DUZER STREET","DEAD END",,,,,,"10304","501","49"
"26868","2021-10-07T00:00:00.000","NY SMSA","Approved",,"UTILITY","Bronx","1013901.0000000","248045.0000000","40.8474515","-73.8928280","B","Arthur Avenue","East 178th Street","East 179th Street",,,,,,"10457","206","17"
"26867","2021-10-06T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Bronx","1012530.0000000","247283.0000000","40.8453645","-73.8977866","B","Bathgate Avenue","East 176th Street","East 175th Street",,,,,"EAGLE ACADEMY FOR YOUNG MEN","10457","206","15"
"26866","2021-10-06T00:00:00.000","NY SMSA","Proposed",,"UTILITY","Bronx","1015137.0000000","249334.0000000","40.8509852","-73.8883546","B","Belmont Avenue","East 182nd Street","East 181st Street",,,,,,"10457","206","15"
"26865","2021-10-04T00:00:00.000","Crown Castle Fiber","Approved",,"UTILITY","Bronx","1013791.0000000","247804.0000000","40.8467904","-73.8932267","B","Arthur Av","E 178th St","E Tremont Ave",,,,,,"10457","206","17"
"26863","2021-09-15T00:00:00.000","Extenet II","Approved",,"UTILITY","Brooklyn","1019766.0000000","179643.0000000","40.6596840","-73.8719906","B","Berriman St","Flatlands Avenue","Cozine Avenue",,,,,,"11208","305","42"
