"projectid","buildingid","reportingconstructiontype","boroid","block","lot","bin","housenumber","streetname","countedrentalunits","countedhomeownershipunits","allcountedunits","totalbuildingunits","basesquarefootage","stories","bbl","community_board_cb","council_district","census_tract","nta","latitude","longitude","postcode"
"48765","28118","Preservation",,"1958","54","1059439","432","ST NICHOLAS AVENUE","0","0","0","10","2490","5","1019580054","10","9","215","MN03","40.814675","-73.949217","10027"
"48765","42524","Preservation",,"2038","7","1060609","259","WEST 152 STREET","0","0","0","24","5000","6","1020380007","10","9","236","MN03","40.826900","-73.937869","10039"
"48765","85438","Preservation",,"2749","20","2006112","1046","HOE AVENUE","0","0","0","21","4000","5","2027490020","2","17","119","BX27","40.824367","-73.890495","10459"
"48765","85441","Preservation",,"2749","22","2006113","1050","HOE AVENUE","0","0","0","21","4000","5","2027490022","2","17","119","BX27","40.824446","-73.890498","10459"
"48765","309680","Preservation",,"4478","1","3098665","996","HEGEMAN AVENUE","0","0","0","24","6600","4","3044780001","5","42","1116","BK82","40.666658","-73.876011","11208"
"48765","313692","Preservation",,"1550","31","3042158","178","THOMAS S BOYLAND STREET","0","0","0","28","10000","4","3015500031","16","41","301","BK79","40.678316","-73.913574","11233"
"48765","313693","Preservation",,"1550","36","3042159","186","THOMAS S BOYLAND STREET","0","0","0","32","10000","4","3015500036","16","41","301","BK79","40.678080","-73.913582","11233"
"48765","822049","Preservation",,"2964","29","2114127","1412","BRISTOW STREET","0","0","0","80","40000","5","2029640029","3","16","153","BX75","40.833678","-73.895196","10459"
"48768","65052","Preservation",,"2480","1","2101464","50","EAST 168 STREET","132","0","132","132","0","10","2024800001","4","16","197","BX63","40.836725","-73.919292","10452"
"48771","50377","Preservation",,"2614","41","2004286","1187","BOSTON ROAD","0","0","0","20","4203","5","2026140041","3","16","185","BX35","40.829082","-73.902842","10456"
"48771","50382","Preservation",,"2663","1","2004739","729","EAST 168 STREET","0","0","0","20","3235","5","2026630001","3","17","151","BX35","40.829529","-73.901800","10456"
"48771","56602","Preservation",,"2928","14","2009645","538","CLAREMONT PARKWAY","0","0","0","12","3469","5","2029280014","3","16","169","BX01","40.838072","-73.900917","10457"
"48771","56847","Preservation",,"2427","18","2002100","1268","CLAY AVENUE","0","0","0","12","2315","5","2024270018","4","16","17701","BX14","40.833784","-73.909798","10456"
"48771","64901","Preservation",,"2633","20","2004506","656","EAST 166 STREET","0","0","0","15","2510","5","2026330020","3","16","185","BX35","40.826989","-73.904615","10456"
"48771","64911","Preservation",,"2679","21","2005028","818","EAST 166 STREET","0","0","0","15","2700","5","2026790021","3","17","131","BX33","40.825882","-73.899988","10459"
"48771","64974","Preservation",,"2613","24","2004267","600","EAST 167 STREET","0","0","0","20","3428","5","2026130024","3","16","185","BX35","40.828433","-73.904237","10456"
"48771","113800","Preservation",,"2927","9","2009633","3758","3 AVENUE","0","0","0","18","3523","5","2029270009","3","16","169","BX01","40.836380","-73.902560","10456"
"48771","116817","Preservation",,"2876","83","2008826","1632","UNIVERSITY AVENUE","0","0","0","25","4113","5","2028760083","5","14","21502","BX36","40.847635","-73.919401","10453"
"48771","116824","Preservation",,"2876","95","2008831","94","BRANDT PLACE","0","0","0","21","3580","5","2028760095","5","14","21502","BX36","40.848096","-73.918161","10453"
"48771","116827","Preservation",,"2876","100","2008832","1700","UNIVERSITY AVENUE","0","0","0","22","4196","5","2028760100","5","14","21502","BX36","40.848433","-73.918262","10453"
"48771","120450","Preservation",,"2427","44","2002113","1241","WEBSTER AVENUE","0","0","0","8","1967","4","2024270044","4","16","17701","BX14","40.832826","-73.909326","10456"
"48771","120452","Preservation",,"2427","42","2002111","1245","WEBSTER AVENUE","0","0","0","7","1950","4","2024270042","4","16","17701","BX14","40.832927","-73.909268","10456"
"48771","120457","Preservation",,"2427","32","2002106","1267","WEBSTER AVENUE","0","0","0","11","1987","5","2024270032","4","16","17701","BX14","40.833682","-73.908848","10456"
"48771","120458","Preservation",,"2427","31","2002105","1273","WEBSTER AVENUE","0","0","0","10","2011","5","2024270031","4","16","17701","BX14","40.833780","-73.908794","10456"
"48771","806301","Preservation",,"2663","1","2004740","1214","BOSTON ROAD","0","0","0","16","3177","5","2026630001","3","17","151","BX35","40.829891","-73.901876","10456"
"48771","806302","Preservation",,"2663","1","2004741","1216","BOSTON ROAD","0","0","0","17","2846","5","2026630001","3","17","151","BX35","40.829921","-73.901839","10456"
"48771","806680","Preservation",,"2608","19","2004201","1109","FRANKLIN AVENUE","0","0","0","24","4269","5","2026080019","3","16","185","BX35","40.827831","-73.906312","10456"
"48772","944105","New Construction",,"4452","7505","3398158","526","SCHROEDERS AVENUE","0","0","0","47","53245","5","3044527505","5","42","1070","BK82","40.655194","-73.872237","11239"
"48772","944106","New Construction",,"4452","7503","3398159","516","VANDALIA AVENUE","0","0","0","64","77190","6","3044527503","5","42","1070","BK82","40.655427","-73.873963","11239"
"48772","944107","New Construction",,"4452","7504","3398170","524","VANDALIA AVENUE","0","0","0","64","77190","6","3044520000","5","42","1070","BK82","40.655758","-73.873187","11239"
"48787","215645","Preservation",,"3349","3","3076548","1089","BUSHWICK AVENUE","1","15","16","16","12480","4","3033490003","4","34","399","BK78","40.690255","-73.919451","11221"
"48788","9827","Preservation",,"1841","4","1055594","927","COLUMBUS AVENUE","0","0","0","12","2500","5","1018410004","7","7","189","MN12","40.798870","-73.963120","10025"
"48794","52677","Preservation",,"2284","62","2091063","277","BROOK AVENUE","0","0","0","14","20401","5","2022840062","1","8","39","BX39","40.808583","-73.918636","10454"
"48794","62836","Preservation",,"2550","8","2003605","572","EAST 138 STREET","0","0","0","10","3417","5","2025500008","1","8","2701","BX39","40.806641","-73.917096","10454"
"48794","62837","Preservation",,"2550","10","2003606","574","EAST 138 STREET","0","0","0","24","5000","6","2025500010","1","8","2701","BX39","40.806625","-73.917052","10454"
"48794","63883","Preservation",,"2398","9","2001662","356","EAST 152 STREET","0","0","0","13","2858","5","2023980009","1","17","67","BX34","40.818662","-73.918483","10455"
"48794","806337","Preservation",,"2284","62","2091060","281","BROOK AVENUE","0","0","0","15","20401","5","2022840062","1","8","39","BX39","40.808638","-73.918607","10454"
"48794","806338","Preservation",,"2284","62","2091061","283","BROOK AVENUE","0","0","0","15","20401","5","2022840062","1","8","39","BX39","40.808663","-73.918592","10454"
"48794","902977","Preservation",,"2284","62","2091062","285","BROOK AVENUE","0","0","0","15","20401","5","2022840062","1","8","39","BX39","40.808690","-73.918574","10454"
"48870","116785","Preservation",,"2534","8","2003556","1380","UNIVERSITY AVENUE","139","0","139","139","8946","17","2025340008","4","16","201","BX26","40.842425","-73.925928","10452"
"48877","950994","New Construction",,"4586","971","3000000","900","ERSKINE STREET","0","0","0","1","1500","3","3045860001","5","42","1070","BK82","40.656358","-73.867863","11239"
"48877","951024","New Construction",,"4586","972","3000000","902","ERSKINE STREET","0","0","0","1","820","3","3045860001","5","42","1070","BK82","40.656147","-73.867838","11239"
"48877","951028","New Construction",,"4452","323","3398312","693","VANDALIA AVENUE","0","0","0","1","820","3","3044520323","5","42","1070","BK82","40.657567","-73.869014","11239"
"48877","951031","New Construction",,"4586","974","3000000","906","ERSKINE STREET","0","0","0","1","820","3","3045860001","5","42","1070","BK82","40.655722","-73.867789","11239"
"48877","951032","New Construction",,"4586","975","3000000","908","ERSKINE STREET","0","0","0","1","820","3","3045860001","5","42","1070","BK82","40.655510","-73.867767","11239"
"48877","951033","New Construction",,"4586","976","3000000","910","ERSKINE STREET","0","0","0","1","820","3","3045860001","5","42","1070","BK82","40.655296","-73.867743","11239"
"48877","951034","New Construction",,"4586","977","3000000","912","ERSKINE STREET","0","0","0","1","820","3","3045860001","5","42","1070","BK82","40.655085","-73.867718","11239"
"48877","951035","New Construction",,"4586","973","3000000","904","ERSKINE STREET","0","0","0","1","820","3","3045860001","5","42","1070","BK82","40.655933","-73.867813","11239"
"48877","951037","New Construction",,"4452","324","3398313","695","VANDALIA AVENUE","0","0","0","1","820","3","3044520324","5","42","1070","BK82","40.657589","-73.868967","11239"
"48877","951039","New Construction",,"4452","325","3398314","697","VANDALIA AVENUE","0","0","0","1","820","3","3044520300","5","42","1070","BK82","40.657609","-73.868920","11239"
"48877","951041","New Construction",,"4452","326","3398315","699","VANDALIA AVENUE","0","0","0","1","820","3","3044520326","5","42","1070","BK82","40.657630","-73.868870","11239"
"48877","951043","New Construction",,"4452","327","3398316","701","VANDALIA AVENUE","0","0","0","1","820","3","3044520327","5","42","1070","BK82","40.657650","-73.868823","11239"
"48877","951045","New Construction",,"4452","328","3398317","703","VANDALIA AVENUE","0","0","0","1","820","3","3044520328","5","42","1070","BK82","40.657671","-73.868772","11239"
"48877","951047","New Construction",,"4452","329","3398318","705","VANDALIA AVENUE","0","0","0","1","820","3","3044520329","5","42","1070","BK82","40.657693","-73.868725","11239"
"48877","951050","New Construction",,"4452","331","3398320","709","VANDALIA AVENUE","0","0","0","1","820","3","3044520331","5","42","1070","BK82","40.657770","-73.868541","11239"
"48877","951052","New Construction",,"4452","332","3398321","711","VANDALIA AVENUE","0","0","0","1","820","3","3044520332","5","42","1070","BK82","40.657795","-73.868484","11239"
"48877","951054","New Construction",,"4452","333","3398322","713","VANDALIA AVENUE","0","0","0","1","820","3","3044520333","5","42","1070","BK82","40.657819","-73.868422","11239"
"48877","951056","New Construction",,"4452","334","3398323","715","VANDALIA AVENUE","0","0","0","1","820","3","3044520334","5","42","1070","BK82","40.657844","-73.868365","11239"
"48877","951058","New Construction",,"4452","335","3398324","717","VANDALIA AVENUE","0","0","0","1","820","3","3044520335","5","42","1070","BK82","40.657869","-73.868307","11239"
"48877","951060","New Construction",,"4452","336","3398325","719","VANDALIA AVENUE","0","0","0","1","820","3","3044520336","5","42","1070","BK82","40.657896","-73.868249","11239"
"48877","951063","New Construction",,"4452","337","3398326","721","VANDALIA AVENUE","0","0","0","1","820","3","3044520337","5","42","1070","BK82","40.657956","-73.868105","11239"
"48877","951065","New Construction",,"4452","338","3398327","723","VANDALIA AVENUE","0","0","0","1","820","3","3044520338","5","42","1070","BK82","40.657986","-73.868036","11239"
"48877","951067","New Construction",,"4452","339","3398328","725","VANDALIA AVENUE","0","0","0","1","820","3","3044520339","5","42","1070","BK82","40.658016","-73.867964","11239"
"48877","951069","New Construction",,"4452","340","3398329","727","VANDALIA AVENUE","0","0","0","1","820","3","3044520340","5","42","1070","BK82","40.658049","-73.867896","11239"
"48877","951071","New Construction",,"4452","341","3398330","729","VANDALIA AVENUE","0","0","0","1","820","3","3044520341","5","42","1070","BK82","40.658079","-73.867824","11239"
"48877","951073","New Construction",,"4452","342","3398331","731","VANDALIA AVENUE","0","0","0","1","820","3","3044520342","5","42","1070","BK82","40.658112","-73.867751","11239"
"48877","951076","New Construction",,"4452","359","3398296","733","VANDALIA AVENUE","0","0","0","1","820","3","3044520359","5","42","1070","BK82","40.658246","-73.867438","11239"
"48877","951079","New Construction",,"4452","360","3398297","735","VANDALIA AVENUE","0","0","0","1","820","3","3044520360","5","42","1070","BK82","40.658279","-73.867362","11239"
"48877","951081","New Construction",,"4452","361","3398298","737","VANDALIA AVENUE","0","0","0","1","820","3","3044520361","5","42","1070","BK82","40.658312","-73.867290","11239"
"48877","951083","New Construction",,"4452","362","3398299","739","VANDALIA AVENUE","0","0","0","1","820","3","3044520362","5","42","1070","BK82","40.658345","-73.867214","11239"
"48877","951085","New Construction",,"4452","363","3398300","741","VANDALIA AVENUE","0","0","0","1","820","3","3044520363","5","42","1070","BK82","40.658375","-73.867138","11239"
"48877","951087","New Construction",,"4452","364","3398301","743","VANDALIA AVENUE","0","0","0","1","820","3","3044520364","5","42","1070","BK82","40.658408","-73.867063","11239"
"48877","951089","New Construction",,"4452","365","3398302","745","VANDALIA AVENUE","0","0","0","1","820","3","3044520365","5","42","1070","BK82","40.658441","-73.866990","11239"
"48877","951091","New Construction",,"4452","366","3398303","747","VANDALIA AVENUE","0","0","0","1","820","3","3044520366","5","42","1070","BK82","40.658474","-73.866915","11239"
"48877","951093","New Construction",,"4452","367","3398304","749","VANDALIA AVENUE","0","0","0","1","820","3","3044520367","5","42","1070","BK82","40.658504","-73.866839","11239"
"48877","951095","New Construction",,"4452","368","3398305","751","VANDALIA AVENUE","0","0","0","1","820","3","3044520368","5","42","1070","BK82","40.658537","-73.866767","11239"
"48877","951097","New Construction",,"4452","369","3398306","753","VANDALIA AVENUE","0","0","0","1","820","3","3044520369","5","42","1070","BK82","40.658569","-73.866691","11239"
"48877","951099","New Construction",,"4452","370","3398307","755","VANDALIA AVENUE","0","0","0","1","820","3","3044520370","5","42","1070","BK82","40.658602","-73.866615","11239"
"48877","951101","New Construction",,"4452","371","3398308","757","VANDALIA AVENUE","0","0","0","1","820","3","3044520371","5","42","1070","BK82","40.658632","-73.866543","11239"
"48877","951103","New Construction",,"4452","372","3398309","759","VANDALIA AVENUE","0","0","0","1","820","3","3044520372","5","42","1070","BK82","40.658665","-73.866467","11239"
"48877","951105","New Construction",,"4452","373","3398310","761","VANDALIA AVENUE","0","0","0","1","820","3","3044520373","5","42","1070","BK82","40.658698","-73.866392","11239"
"48877","951107","New Construction",,"4452","374","3398311","763","VANDALIA AVENUE","0","0","0","1","820","3","3044520374","5","42","1070","BK82","40.658731","-73.866316","11239"
"48877","951318","New Construction",,"4452","301","3398247","694","EGAN STREET","0","0","0","1","820","3","3044520301","5","42","1070","BK82","40.658292","-73.869254","11239"
"48877","951319","New Construction",,"4452","302","3398248","696","EGAN STREET","0","0","0","1","820","3","3044520302","5","42","1070","BK82","40.658309","-73.869211","11239"
"48877","951320","New Construction",,"4452","303","3398249","698","EGAN STREET","0","0","0","1","820","3","3044520303","5","42","1070","BK82","40.658328","-73.869171","11239"
"48877","951321","New Construction",,"4452","304","3398250","700","EGAN STREET","0","0","0","1","820","3","3044520304","5","42","1070","BK82","40.658344","-73.869128","11239"
"48877","951322","New Construction",,"4452","305","3398254","702","EGAN STREET","0","0","0","1","820","3","3044520305","5","42","1070","BK82","40.658361","-73.869085","11239"
"48877","951323","New Construction",,"4452","306","3398255","704","EGAN STREET","0","0","0","1","820","3","3044520306","5","42","1070","BK82","40.658380","-73.869045","11239"
"48877","951324","New Construction",,"4452","307","3398256","706","EGAN STREET","0","0","0","1","820","3","3044520307","5","42","1070","BK82","40.658396","-73.869002","11239"
"48877","951325","New Construction",,"4452","308","3413855","708","EGAN STREET","0","0","0","1","820","3","3044520308","5","42","1070","BK82","40.658416","-73.868962","11239"
"48877","951326","New Construction",,"4452","309","3398259","710","EGAN STREET","0","0","0","1","820","3","3044520309","5","42","1070","BK82","40.658432","-73.868919","11239"
"48877","951327","New Construction",,"4452","310","3398260","712","EGAN STREET","0","0","0","1","820","3","3044520310","5","42","1070","BK82","40.658451","-73.868879","11239"
"48877","951328","New Construction",,"4452","311","3398261","714","EGAN STREET","0","0","0","1","820","3","3044520311","5","42","1070","BK82","40.658468","-73.868836","11239"
"48877","951329","New Construction",,"4452","312","3398262","716","EGAN STREET","0","0","0","1","820","3","3044520312","5","42","1070","BK82","40.658484","-73.868796","11239"
"48877","951330","New Construction",,"4452","313","3398263","718","EGAN STREET","0","0","0","1","820","3","3044520313","5","42","1070","BK82","40.658503","-73.868753","11239"
"48877","951331","New Construction",,"4452","314","3398264","720","EGAN STREET","0","0","0","1","820","3","3044520314","5","42","1070","BK82","40.658520","-73.868713","11239"
"48877","951332","New Construction",,"4452","315","3398265","722","EGAN STREET","0","0","0","1","820","3","3044520315","5","42","1070","BK82","40.658539","-73.868670","11239"
"48877","951333","New Construction",,"4452","316","3398266","724","EGAN STREET","0","0","0","1","820","3","3044520316","5","42","1070","BK82","40.658555","-73.868630","11239"
"48877","951334","New Construction",,"4452","317","3398267","726","EGAN STREET","0","0","0","1","820","3","3044520317","5","42","1070","BK82","40.658572","-73.868587","11239"
"48877","951335","New Construction",,"4452","318","3398268","728","EGAN STREET","0","0","0","1","820","3","3044520318","5","42","1070","BK82","40.658591","-73.868543","11239"
"48877","951336","New Construction",,"4452","319","3398269","730","EGAN STREET","0","0","0","1","820","3","3044520319","5","42","1070","BK82","40.658607","-73.868504","11239"
"48877","951337","New Construction",,"4452","320","3398270","732","EGAN STREET","0","0","0","1","820","3","3044520320","5","42","1070","BK82","40.658626","-73.868461","11239"
"48877","951338","New Construction",,"4452","321","3398271","734","EGAN STREET","0","0","0","1","820","3","3044520321","5","42","1070","BK82","40.658643","-73.868421","11239"
"48877","951339","New Construction",,"4452","322","3398272","736","EGAN STREET","0","0","0","1","820","3","3044520322","5","42","1070","BK82","40.658662","-73.868378","11239"
"48877","951387","New Construction",,"4452","343","3398273","738","EGAN STREET","0","0","0","1","820","3","3044520343","5","42","1070","BK82","40.658870","-73.867887","11239"
"48877","951388","New Construction",,"4452","344","3398274","740","EGAN STREET","0","0","0","1","820","3","3044520344","5","42","1070","BK82","40.658897","-73.867815","11239"
"48877","951389","New Construction",,"4452","345","3398275","742","EGAN STREET","0","0","0","1","820","3","3044520345","5","42","1070","BK82","40.658927","-73.867746","11239"
"48877","951390","New Construction",,"4452","346","3398276","744","EGAN STREET","0","0","0","1","820","3","3044520346","5","42","1070","BK82","40.658958","-73.867674","11239"
"48877","951391","New Construction",,"4452","347","3398277","746","EGAN STREET","0","0","0","1","820","3","3044520347","5","42","1070","BK82","40.658988","-73.867606","11239"
"48877","951392","New Construction",,"4452","348","3398278","748","EGAN STREET","0","0","0","1","820","3","3044520348","5","42","1070","BK82","40.659018","-73.867533","11239"
"48877","951393","New Construction",,"4452","349","3398279","750","EGAN STREET","0","0","0","1","820","3","3044520349","5","42","1070","BK82","40.659048","-73.867465","11239"
"48877","951394","New Construction",,"4452","350","3398280","752","EGAN STREET","0","0","0","1","820","3","3044520350","5","42","1070","BK82","40.659075","-73.867393","11239"
"48877","951395","New Construction",,"4452","351","3398281","754","EGAN STREET","0","0","0","1","820","3","3044520351","5","42","1070","BK82","40.659105","-73.867324","11239"
"48877","951396","New Construction",,"4452","352","3398282","756","EGAN STREET","0","0","0","1","820","3","3044520352","5","42","1070","BK82","40.659135","-73.867252","11239"
"48877","951397","New Construction",,"4452","353","3398283","758","EGAN STREET","0","0","0","1","820","3","3044520353","5","42","1070","BK82","40.659166","-73.867184","11239"
"48877","951398","New Construction",,"4452","354","3398284","760","EGAN STREET","0","0","0","1","820","3","3044520354","5","42","1070","BK82","40.659196","-73.867111","11239"
"48877","951399","New Construction",,"4452","355","3398285","762","EGAN STREET","0","0","0","1","820","3","3044520355","5","42","1070","BK82","40.659226","-73.867043","11239"
"48877","951400","New Construction",,"4452","356","3398286","764","EGAN STREET","0","0","0","1","820","3","3044520356","5","42","1070","BK82","40.659256","-73.866971","11239"
"48877","951401","New Construction",,"4452","358","3398288","768","EGAN STREET","0","0","0","1","820","3","3044520358","5","42","1070","BK82","40.659313","-73.866830","11239"
"48877","951402","New Construction",,"4452","357","3398287","766","EGAN STREET","0","0","0","1","820","3","3044520357","5","42","1070","BK82","40.659283","-73.866902","11239"
"48877","951455","New Construction",,"4452","330","3398319","707","VANDALIA AVENUE","0","0","0","1","820","3","3044520330","5","42","1070","BK82","40.657713","-73.868679","11239"
"48879","954108","Preservation",,"811","1","4616405","19-73","38 STREET","84","0","84","84","33900","4","4008110001","1","22","12301","QN72","40.777568","-73.901635","11105"
"48885","1182","Preservation",,"1678","1","1081081","2086","2 AVENUE","0","118","118","118","0","20","1016780001","11","8","170","MN33","40.791363","-73.941885","10029"
"48885","1946","Preservation",,"1656","1","1080689","1925","3 AVENUE","0","114","114","114","0","20","1016560001","11","8","170","MN33","40.791666","-73.944594","10029"
"48885","804638","Preservation",,"1656","1","1080691","225","EAST 106 STREET","0","116","116","116","0","20","1016560001","11","8","170","MN33","40.791073","-73.943475","10029"
"48885","804639","Preservation",,"1678","1","1081083","315","EAST 106 STREET","0","118","118","118","0","20","1016780001","11","8","170","MN33","40.790265","-73.941561","10029"
"48885","804640","Preservation",,"1678","1","1081085","325","EAST 106 STREET","0","118","118","118","0","20","1016780001","11","8","170","MN33","40.790086","-73.941139","10029"
"48885","804647","Preservation",,"1678","1","1081080","324","EAST 108 STREET","0","118","118","118","0","20","1016780001","11","8","170","MN33","40.791403","-73.940332","10029"
"48885","804648","Preservation",,"1678","1","1081079","334","EAST 108 STREET","0","118","118","118","0","20","1016780001","11","8","170","MN33","40.791244","-73.939957","10029"
"48885","804717","Preservation",,"1656","1","1080690","211","EAST 106 STREET","0","115","115","115","0","20","1016560001","11","8","170","MN33","40.791370","-73.944179","10029"
"48885","804823","Preservation",,"1678","1","1081084","2065","1 AVENUE","0","118","118","118","0","20","1016780001","11","8","170","MN33","40.790017","-73.939792","10029"
"48885","804824","Preservation",,"1678","1","1081078","2075","1 AVENUE","0","118","118","118","0","20","1016780001","11","8","170","MN33","40.790376","-73.939532","10029"
"48885","805279","Preservation",,"1656","1","1084322","2075","2 AVENUE","0","116","116","116","0","20","1016560001","11","8","170","MN33","40.791067","-73.942128","10029"
"48885","805280","Preservation",,"1678","1","1081082","2078","2 AVENUE","0","118","118","118","0","20","1016780001","11","8","170","MN33","40.791036","-73.942124","10029"
"48885","805281","Preservation",,"1656","1","1080693","2081","2 AVENUE","0","114","114","114","0","20","1016560001","11","8","170","MN33","40.791371","-73.941907","10029"
"48885","805394","Preservation",,"1656","1","1080688","1945","3 AVENUE","0","115","115","115","0","20","1016560001","11","8","170","MN33","40.792374","-73.944073","10029"
"48886","51243","Preservation",,"3293","135","2016825","2621","BRIGGS AVENUE","0","0","0","49","1300","5","2032930135","7","15","39901","BX05","40.864431","-73.893151","10458"
"48886","66855","Preservation",,"3174","24","2013923","62","EAST 190 STREET","0","0","0","27","7131","5","2031740024","7","14","401","BX05","40.863011","-73.898475","10468"
"48886","66882","Preservation",,"3276","36","2016344","353","EAST 193 STREET","0","0","0","11","3053","5","2032760036","7","15","39901","BX05","40.863246","-73.891114","10458"
"48886","67110","Preservation",,"3283","37","2016501","364","EAST 197 STREET","0","0","0","14","2850","4","2032830037","7","15","40502","BX05","40.865933","-73.887943","10458"
"48886","117114","Preservation",,"3300","11","2016995","2666","VALENTINE AVENUE","0","0","0","11","2884","5","2033000011","7","15","40501","BX05","40.865784","-73.893008","10458"
"48886","117122","Preservation",,"3300","23","2017001","2690","VALENTINE AVENUE","0","0","0","10","3973","5","2033000023","7","15","40501","BX05","40.866182","-73.892812","10458"
"48886","117124","Preservation",,"3300","27","2017003","2698","VALENTINE AVENUE","0","0","0","10","4690","5","2033000027","7","15","40501","BX05","40.866571","-73.892562","10458"
"48887","57693","Preservation",,"3737","37","2023761","1160","COLGATE AVENUE","0","0","0","17","0","4","2037370037","9","17","52","BX55","40.827218","-73.881706","10472"
"48889","342209","Preservation",,"7268","1","3320750","828","NEPTUNE AVENUE","0","0","0","318","16979","20","3072680001","13","48","350","BK23","40.579693","-73.977216","11224"
"48889","809793","Preservation",,"7268","1","3320751","2892","WEST 8 STREET","0","0","0","314","16979","20","3072680001","13","48","350","BK23","40.578208","-73.976360","11224"
"48889","809794","Preservation",,"7268","1","3320752","2954","WEST 8 STREET","0","0","0","318","16979","20","3072680001","13","48","350","BK23","40.576608","-73.976508","11224"
"48889","809803","Preservation",,"7268","1","3320749","2823","WEST 12 STREET","0","0","0","314","16979","20","3072680001","13","48","350","BK23","40.578818","-73.979603","11224"
"48889","809804","Preservation",,"7268","1","3320753","2879","WEST 12 STREET","0","0","0","312","16979","20","3072680001","13","48","350","BK23","40.577347","-73.979603","11224"
"48890","59889","Preservation",,"3083","68","2012405","2129","CROTONA AVENUE","0","0","0","45","0","6","2030830068","6","15","373","BX17","40.849097","-73.887964","10457"
"48891","88316","Preservation",,"2859","1","2008319","1484","INWOOD AVENUE","0","0","0","27","0","6","2028590001","4","14","209","BX63","40.842551","-73.917452","10452"
"48892","53714","Preservation",,"3001","6","2010870","1522","BRYANT AVENUE","0","0","0","11","2200","5","2030010006","3","17","157","BX75","40.833489","-73.886881","10460"
"48895","57674","Preservation",,"3737","18","2092814","1130","COLGATE AVENUE","0","0","0","12","23403","4","2037370018","9","17","52","BX55","40.826641","-73.881570","10472"
"48895","806379","Preservation",,"3737","18","2092815","1132","COLGATE AVENUE","0","0","0","12","23403","4","2037370018","9","17","52","BX55","40.826680","-73.881581","10472"
"48895","806380","Preservation",,"3737","18","2092816","1136","COLGATE AVENUE","0","0","0","12","23403","4","2037370018","9","17","52","BX55","40.826757","-73.881599","10472"
"48895","806381","Preservation",,"3737","18","2092817","1138","COLGATE AVENUE","0","0","0","12","23403","4","2037370018","9","17","52","BX55","40.826795","-73.881606","10472"
"48895","806382","Preservation",,"3737","18","2092818","1140","COLGATE AVENUE","0","0","0","12","23403","4","2037370018","9","17","52","BX55","40.826834","-73.881617","10472"
"48895","806383","Preservation",,"3737","18","2092819","1142","COLGATE AVENUE","0","0","0","12","23403","4","2037370018","9","17","52","BX55","40.826872","-73.881624","10472"
"48895","806384","Preservation",,"3737","18","2092820","1146","COLGATE AVENUE","0","0","0","12","23403","4","2037370018","9","17","52","BX55","40.826949","-73.881642","10472"
"48896","216940","Preservation",,"2044","13","3257033","105","CARLTON AVENUE","0","0","0","135","15000","5","3020440013","2","35","18501","BK68","40.694581","-73.973188","11205"
"48897","8023","Preservation",,"2087","31","1062299","3405","BROADWAY","0","0","0","16","3250","6","1020870031","9","7","225","MN04","40.822213","-73.953539","10031"
"48898","822634","Preservation",,"1748","1","1084826","1883","MADISON AVENUE","0","135","135","135","308799","6","1017480001","11","9","198","MN34","40.803857","-73.942069","10035"
"48899","4360","Preservation",,"749","24","1083599","315","8 AVENUE","0","0","0","186","59250","21","1007490024","4","3","93","MN13","40.746984","-73.997272","10001"
"48899","4371","Preservation",,"752","1","1083604","363","8 AVENUE","0","0","0","186","84550","21","1007520001","4","3","97","MN13","40.748535","-73.996138","10001"
"48899","4623","Preservation",,"747","1","1078541","350","WEST 24 STREET","0","0","0","186","71700","21","1007470001","4","3","93","MN13","40.746825","-74.000448","10011"
"48899","4633","Preservation",,"749","1","1013458","365","WEST 25 STREET","0","0","0","186","49375","21","1007490001","4","3","93","MN13","40.747426","-73.999552","10001"
"48899","4636","Preservation",,"751","1","1082794","270","9 AVENUE","0","0","0","378","393100","21","1007510001","4","3","97","MN13","40.748497","-73.999856","10001"
"48899","31596","Preservation",,"748","1","1083596","311","WEST 24 STREET","0","0","0","378","206175","21","1007480001","4","3","93","MN13","40.746043","-73.998333","10011"
"48899","803934","Preservation",,"751","1","1082793","345","8 AVENUE","0","0","0","378","393100","21","1007510001","4","3","97","MN13","40.747920","-73.996589","10001"
"48899","805574","Preservation",,"748","1","1083598","341","WEST 24 STREET","0","0","0","378","206175","21","1007480001","4","3","93","MN13","40.746325","-73.999802","10011"
"48899","805584","Preservation",,"751","1","1082796","330","WEST 28 STREET","0","0","0","378","393100","21","1007510001","4","3","97","MN13","40.749131","-73.997019","10001"
"48899","805585","Preservation",,"752","1","1083605","365","WEST 28 STREET","0","0","0","186","84550","21","1007520001","4","3","97","MN13","40.749501","-73.998444","10001"
"48902","88267","Preservation",,"2722","1","2087653","854","INTERVALE AVENUE","0","0","0","15","4345","4","2027220001","2","17","89","BX27","40.817721","-73.895441","10459"
"48906","948178","New Construction",,"4829","5","3000000","560","WINTHROP STREET","293","0","293","293","1","9","3048290005","9","40","808","BK60","40.657646","-73.941519","11203"
"48908","139704","Preservation",,"1043","21","3023754","342","14 STREET","8","0","8","8","5370","4","3010430021","6","39","149","BK37","40.664547","-73.985474","11215"
"48908","307271","Preservation",,"1656","48","3045833","633","HANCOCK STREET","6","0","6","6","3388","3","3016560048","3","36","295","BK35","40.684827","-73.930177","11233"
