"incident_type","location","borough","creation_date","closed_date","latitude","longitude"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Fire-5th Alarm","773 St. Nicholas Avenue","Manhattan","2018-03-22T23:11:10.000",,"40.82653750735761","-73.94317386914989"
"Structural-Collapse","2383 2nd Avenue","Manhattan","2018-03-27T13:50:31.000",,"40.80101411463438","-73.93486806829578"
"Fire-5th Alarm","773 St. Nicholas Avenue","Manhattan","2018-03-22T23:11:10.000",,"40.82653750735761","-73.94317386914989"
"Structural-Street Collapse","East 7th Street & 1st Avenue","Manhattan","2018-03-13T12:36:24.000",,"40.726980000000005","-73.985751"
"HazMat-Other","127-76 Willets Point Boulevard","Queens","2019-10-09T12:42:54.000",,"40.760384878152266","-73.84085995891287"
"Fire-5th Alarm","773 St. Nicholas Avenue","Manhattan","2018-03-22T23:11:10.000",,"40.82653750735761","-73.94317386914989"
"Fire-4th Alarm","2000 2nd Avenue","Manhattan","2018-03-24T01:16:50.000",,"40.78878085261705","-73.94375789174227"
"Utility-Water Main","136-17 72 Avenue","Queens","2017-01-16T13:13:38.000",,"40.71400364095638","-73.82998933154158"
"Fire-10-77 (Residential High Rise Fire)","1774 3 Avenue","Manhattan","2017-01-16T09:08:12.000",,"40.71442154062271","-74.00607638041981"
"Utility-Steam Service Line","5th Avenue  & 57th Street","Manhattan","2017-01-06T11:44:57.000",,,
"Fire-2nd Alarm","3269 3rd Avenue","Bronx","2018-03-29T05:20:43.000",,"40.82483714654625","-73.90843615335557"
"Fire-2nd Alarm","667 Jefferson Avenue","Brooklyn","2018-03-05T00:49:27.000",,"40.685477405505175","-73.93117632001268"
"Fire-5th Alarm","773 St. Nicholas Avenue","Manhattan","2018-03-22T23:11:10.000",,"40.82653750735761","-73.94317386914989"
"Fire-5th Alarm","773 St. Nicholas Avenue","Manhattan","2018-03-22T23:11:10.000",,"40.82653750735761","-73.94317386914989"
"Utility-Water Main","4320 5th Avenue","Brooklyn","2019-11-24T06:14:27.000",,"40.64863500000001","-74.006847"
"Fire-Manhole","155 East 38th Street","Manhattan","2019-10-06T01:39:44.000",,"40.748714400076246","-73.97721740049033"
"Fire-Collapse","60 Norfolk Street","Manhattan","2019-10-21T10:07:20.000",,"40.71725173567444","-73.98789547742892"
"Utility-Power Outage","3159 Flatbush Avenue","Brooklyn","2019-10-29T20:11:03.000",,"40.58908229199595","-73.89950293254094"
"Utility-Water Main","58-03 Rockaway Beach Boulevard","Queens","2019-11-13T07:44:53.000",,"40.592104785446416","-73.78824765015293"
"Fire-5th Alarm","1486 Watson Avenue","Bronx","2017-10-01T14:50:56.000",,"40.82577659449483","-73.88016707063305"
"Fire-Residential","5910 Fort Hamilton Parkway","Brooklyn","2019-10-30T14:55:41.000",,"40.633334569536544","-74.00522669553922"
"Fire-4th Alarm","1466 Watson Avenue","Bronx","2019-07-12T06:35:31.000",,"40.82568468884546","-73.88088613321604"
"HazMat-Other","63-84 Saunders Street","Queens","2017-09-01T06:11:41.000",,"40.729007464856835","-73.86213163976556"
"Utility-Power Outage","107-10 Shore Front Parkway","Queens","2017-01-21T08:59:38.000",,"40.71400364095638","-73.82998933154158"
"Law Enforcement-Suspicious Package","800 2nd Avenue","Manhattan","2017-10-26T15:17:12.000",,"40.780869475028496","-73.96769187839601"
"Fire-5th Alarm","773 St. Nicholas Avenue","Manhattan","2018-03-22T23:11:10.000",,"40.82653750735761","-73.94317386914989"
"Fire-4th Alarm","721 5th Avenue","Manhattan","2018-04-07T18:04:46.000",,"40.76257247680206","-73.9742043796528"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Fire-5th Alarm","773 St. Nicholas Avenue","Manhattan","2018-03-22T23:11:10.000",,"40.82653750735761","-73.94317386914989"
"Fire-Manhole","155 East 38th Street","Manhattan","2019-10-06T01:39:44.000",,"40.748714400076246","-73.97721740049033"
"Transportation-Other","Lily Pond Avenue  & Narrows Road South","Staten Island","2019-10-25T04:06:37.000",,"40.60118700000001","-74.06508149999999"
"Structural-Other",,"Brooklyn","2019-10-16T21:09:40.000",,,
"Structural-Sidewalk Shed","50 East Fordham Road","Bronx","2019-10-17T00:20:18.000",,"40.862258999999995","-73.9001925"
"Utility-Water Main","85-08 215th Street","Queens","2019-06-21T10:16:48.000",,"40.730268520947604","-73.75439292258626"
"Utility-Other","66 beaver street","manhattan","2019-06-16T07:25:04.000",,"40.70515410674308","-74.00957933606146"
"Fire-3rd Alarm","787 7th Avenue","Manhattan","2019-06-10T14:08:22.000",,"40.76221276879802","-73.98240503384511"
"Structural-Collapse","705 Lafayette Ave","Brooklyn","2019-06-04T12:23:48.000",,"40.69063440550517","-73.94488659409082"
"Structural-Partial Collapse","2708 schurz ave","Bronx","2019-07-21T14:58:50.000",,"40.813564348866116","-73.82180960407413"
"Fire-2nd Alarm","91-58 117th Street","Richmond Hill","2019-07-21T09:59:09.000",,"40.69382490146579","-73.82984833585304"
"Fire-2nd Alarm","218 E. 9th Street","Manhattan","2018-04-21T16:03:09.000","2018-04-21T18:43:53.000","40.72967981181837","-73.98848296586642"
"Fire-4th Alarm","1945 63 Street","Brooklyn","2018-04-11T15:34:28.000",,"40.61835509132084","-73.98571677670385"
"Fire-5th Alarm","773 St. Nicholas Avenue","Manhattan","2018-03-22T23:11:10.000","2018-04-13T22:12:16.000","40.82653750735761","-73.94317386914989"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Structural-Parapet","849 Sound View Avenue","Bronx","2018-04-23T13:06:25.000",,"40.82236969214837","-73.86729977418626"
"Fire-4th Alarm","316 East 194th Street","Bronx","2018-04-24T05:50:05.000",,,
"Fire-5th Alarm","316 East 194th Street","Bronx","2018-04-24T05:50:05.000",,"40.86420309463907","-73.89149695934556"
"Fire-5th Alarm","316 East 194th Street","Bronx","2018-04-24T05:50:05.000",,,
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Fire-5th Alarm","316 East 194th Street","Bronx","2018-04-24T05:50:05.000",,"40.86420309463907","-73.89149695934556"
"Structural-Other","2831 Church Avenue","Brooklyn","2018-05-02T14:24:31.000",,"40.65080048932419","-73.9503317828207"
"Utility-Water Main","East 173 Street & Clay Avenue","Bronx","2017-05-21T04:23:59.000",,"40.84337164338774","-73.90493845584427"
"Structural-Partial Collapse","3138 Bailey Avenue","Bronx","2018-05-13T12:07:17.000",,"40.878933182064785","-73.90162522993259"
"Structural-Other","2831 Church Avenue","Brooklyn","2018-05-02T14:24:31.000",,"40.65080048932419","-73.9503317828207"
"Fire-Other","215 8th ave","Manhattan","2018-05-10T19:43:54.000","2018-05-10T22:33:07.000","40.743937812106836","-73.99950702735288"
"Fire-3rd Alarm","2077 Anthony Ave","Bronx","2018-05-21T06:04:08.000","2018-05-21T23:38:43.000","40.853004464337225","-73.90184721080266"
"Structural-Street Collapse",,"Brooklyn","2019-10-31T05:59:11.000",,,
"Fire-Manhole","155 East 38th Street","Manhattan","2019-10-06T01:39:44.000",,"40.748714400076246","-73.97721740049033"
"Structural-Partial Collapse","3111 Heath Avenue","Bronx","2018-05-13T12:07:17.000",,"40.87854737552654","-73.90074761824106"
"Law Enforcement-Suspicious Package","329 Beach 59 Street","Queens","2018-05-03T11:50:38.000",,"40.593598177073126","-73.78911835348241"
"Utility-Power Outage","2900 Flatbush Avenue","Brooklyn","2019-10-29T00:17:57.000",,"40.5996100532635","-73.91135152902633"
"Fire-Other","215 8th ave","Manhattan","2018-05-10T19:43:54.000",,"40.743937812106836","-73.99950702735288"
"Administration-Equipment Failure",,"Brooklyn","2018-05-05T20:37:57.000",,,
"Structural-Life Safety Violations","734 Amsterdam Ave","Manhattan","2018-05-11T23:21:47.000",,"40.79393387039063","-73.97049633417961"
"Fire-2nd Alarm","40-46 Case Street","Queens","2018-05-11T05:33:38.000",,"40.74766395002607","-73.87541512199196"
"Fire-10-77 (Residential High Rise Fire)","260 Audubon Avenue","Manhattan","2018-05-19T09:58:17.000",,"40.84708662611826","-73.93349615647224"
"Fire-10-77 (Residential High Rise Fire)","260 Audubon Avenue","Manhattan","2018-05-19T09:58:17.000",,"40.84708662611826","-73.93349615647224"
"Utility-Water Main","East 76th Street & 1st Avenue","Manhattan","2018-05-23T23:31:13.000",,"40.770387","-73.95410249999999"
"Utility-Water Main","418 West 56th Street","Manhattan","2018-05-26T05:54:08.000",,"40.767678786283156","-73.98726160075591"
"Fire-10-77 (Residential High Rise Fire)","260 Audubon Avenue","Manhattan","2018-05-19T09:58:17.000",,"40.84708662611826","-73.93349615647224"
"Fire-Collapse","02 Aberdeen Street","Brooklyn","2018-06-23T11:06:46.000",,"40.68137729418902","-73.90656176184446"
"Fire-5th Alarm","1555 Grand Concourse","Bronx","2019-10-04T20:39:33.000",,"40.84228477269314","-73.91246178310915"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Structural-Other","526 Logan Street","Brooklyn","2019-06-06T16:13:08.000",,"40.673153399388326","-73.87583541355524"
"Structural-Other","2831 Church Avenue","Brooklyn","2018-05-02T14:24:31.000",,"40.65080048932419","-73.9503317828207"
"Utility-Power Outage",,"Brooklyn","2018-05-03T17:28:27.000",,,
"Fire-Residential","121 Fort George Avenue","Manhattan","2019-11-04T05:26:54.000",,"40.8574489320791","-73.92710061348508"
"Utility-Steam Main",,"Brooklyn","2019-11-18T17:25:37.000",,,
"Fire-10-77 (Residential High Rise Fire)","260 Audubon Avenue","Manhattan","2018-05-19T09:58:17.000",,"40.84708662611826","-73.93349615647224"
"Fire-2nd Alarm","5710 Preston Court","Brooklyn","2019-11-14T15:11:37.000",,"40.63962526726879","-73.92197066166545"
"Fire-2nd Alarm","458 Lorimer Street","Brooklyn","2019-11-09T02:36:27.000",,"40.71064330252755","-73.94878669649151"
"Structural-Collapse","217 9 street","Brooklyn","2018-05-17T23:20:00.000",,"40.670854772981606","-73.98973948874726"
"Fire-2nd Alarm","147-09 41st Avenue","queens","2018-06-04T02:32:23.000",,"40.76160000141365","-73.81765751194521"
"Fire-2nd Alarm","147-09 41st Avenue","queens","2018-06-04T02:32:23.000",,"40.76160000141365","-73.81765751194521"
"Law Enforcement-Other","East 64th Street & Madison Avenue","Manhattan","2018-06-01T07:18:18.000",,"40.766715000000005","-73.9691325"
"Fire-3rd Alarm","952 Rogers Place","Bronx","2019-11-18T20:44:10.000",,"40.822579508742564","-73.8978128598304"
"Utility-Water Main","58-03 Rockaway Beach Boulevard","Queens","2019-11-13T07:44:53.000",,"40.592104785446416","-73.78824765015293"
"Fire-Haz Mat","4311 4th Avenue","Brooklyn","2019-11-08T07:02:08.000",,"40.650108035518564","-74.00865303551853"
"Fire-3rd Alarm","59 Van Dam Street","Brooklyn","2019-11-08T03:19:54.000",,"40.72696143435861","-73.9371340469155"
"Fire-6th Alarm","565 West 144 Street","Manhattan","2017-11-17T15:35:42.000",,"40.82561021371684","-73.9505288664955"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Fire-Manhole","155 East 38th Street","Manhattan","2019-10-06T01:39:44.000",,"40.748714400076246","-73.97721740049033"
"Fire-4th Alarm","259 Monitor Street","Brooklyn","2019-08-01T00:55:54.000",,"40.72838802331353","-73.94309536831317"
"Fire-5th Alarm","1486 Watson Avenue","Bronx","2017-10-01T14:50:56.000",,"40.82577659449483","-73.88016707063305"
"Fire-4th Alarm","1163 Fulton Street","Brooklyn","2017-12-07T05:37:05.000",,"40.68105021233186","-73.95517661726011"
"Utility-Gas Main Rupture","47-48 37 Street","Queens","2017-12-08T20:22:39.000",,,
"Structural-Stability Problem","300 East 96 Street","Manhattan","2017-11-09T14:33:16.000",,"40.73135779349652","-73.99245451693689"
"Law Enforcement-Suspicious Package","77 5th Avenue","Manhattan","2017-03-25T01:00:22.000",,"40.71442154062271","-74.00607638041981"
"Structural-Other","1040 Bronx River Avenue","Bronx","2018-01-04T11:30:58.000",,,
"Fire-4th Alarm","3414 Knox Place","Bronx","2017-12-27T04:51:28.000",,,
"Structural-Partial Collapse","7301 19th avenue","Brooklyn","2018-06-01T06:15:53.000",,"40.6132148351319","-73.9928390456461"
"Fire-Collapse","02 Aberdeen Street","Brooklyn","2018-06-23T11:06:46.000",,"40.68137729418902","-73.90656176184446"
"Law Enforcement-Device","234 Avenue Z","Brooklyn","2018-06-13T07:28:36.000",,"40.58459559059971","-73.984568464193"
"Fire-Manhole","2nd street & union Avenue","Brooklyn","2018-06-22T01:58:34.000",,"40.709142000000014","-73.950813"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Water Main","275 Central Park West","Manhattan","2018-07-10T02:16:10.000",,"40.78639123120199","-73.96856991508444"
"Fire-Other","666 west end avenue","manhattan","2018-07-05T15:01:05.000",,"40.79285787425713","-73.97491533288154"
"Structural-Construction Accident","West 145th & St. Nicholas Avenue","New York","2018-07-11T14:17:32.000",,"40.824036","-73.9447605"
"Structural-Street Collapse",,"Brooklyn","2018-07-24T21:36:21.000",,,
"Fire-2nd Alarm","119-56 Long Street","Queens","2016-11-21T05:15:46.000",,"40.71400364095638","-73.82998933154158"
"Fire-1st Alarm","150-05 Cohancy Street","Queens","2016-11-20T13:03:30.000",,"40.71400364095638","-73.82998933154158"
"Fire-5th Alarm","1555 Grand Concourse","Bronx","2019-10-04T20:39:33.000",,"40.84228477269314","-73.91246178310915"
"Fire-5th Alarm","316 East 194th Street","Bronx","2018-04-24T05:50:05.000",,"40.86420309463907","-73.89149695934556"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Fire-Explosion","820 Friel Place","Brooklyn","2019-09-30T13:33:08.000",,"40.64731066971553","-73.97189923022104"
"Administration-Planned Event","East 161 Street & River Avenue","Bronx","2018-07-18T16:55:42.000",,"40.827690000000004","-73.92607199999999"
"Structural-Partial Collapse","3111 Heath Avenue","Bronx","2018-05-13T12:07:17.000",,"40.87854737552654","-73.90074761824106"
"Utility-Water Main","75 Longview Road","Staten Island","2019-10-07T11:45:58.000",,"40.61150529476592","-74.09053113601466"
"Fire-Other","666 west end avenue","manhattan","2018-07-05T15:01:05.000",,"40.79285787425713","-73.97491533288154"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Structural-Crane",,"Brooklyn","2016-11-18T13:12:51.000",,,
"Structural-Partial Collapse","3111 Heath Avenue","Bronx","2018-05-13T12:07:17.000",,"40.87854737552654","-73.90074761824106"
"Fire-Other","666 west end avenue","manhattan","2018-07-05T15:01:05.000",,"40.79285787425713","-73.97491533288154"
"Utility-Water Main","275 Central Park West","Manhattan","2018-07-10T02:16:10.000",,"40.78639123120199","-73.96856991508444"
"Fire-Other","666 west end avenue","manhattan","2018-07-05T15:01:05.000",,"40.79285787425713","-73.97491533288154"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Fire-3rd Alarm","952 Rogers Place","Bronx","2019-11-18T20:44:10.000",,"40.822579508742564","-73.8978128598304"
"Utility-Water Main","73rd Avenue & 193rd Street","Queens","2019-11-23T23:18:18.000",,"40.734278999999994","-73.7795115"
"Fire-10-76 (Commercial High Rise Fire)","120 Broadway","Manhattan","2019-11-23T07:15:16.000",,"40.80810448882693","-73.9636467788011"
"Structural-Street Collapse","1622 Adams Street","Bronx","2017-08-18T16:51:18.000",,"40.84027204108713","-73.87025070647482"
"Structural-Other","508 West 126 Street","Manhattan","2017-08-15T11:55:01.000","2017-08-15T19:48:53.000","40.81443510684409","-73.95599463033051"
"Structural-Street Collapse","1622 Adams Street","Bronx","2017-08-18T16:51:18.000",,"40.84027204108713","-73.87025070647482"
"Fire-Other","1729 Lexington Avenue","Manhattan","2017-08-21T11:38:11.000",,"40.79335365944375","-73.9454271248775"
"Structural-Falling Debris","West 58th Street  & 7th Avenue","Manhattan","2019-12-18T10:50:43.000",,"40.766192999999994","-73.97955"
"Utility-Water Main","Watchogue Road and Hawthorne Avenue","Staten Island","2019-11-20T05:25:42.000",,"40.617045000000005","-74.14710299999999"
"Utility-Steam Main","West 49th Street  & 8th Avenue","Manhattan","2019-11-18T17:25:37.000",,"40.761638999999995","-73.9865295"
"Utility-Water Main","4320 5th Avenue","Brooklyn","2019-11-24T06:14:27.000",,"40.64863500000001","-74.006847"
"HazMat-Other","462 1st avenue","Manhattan","2019-08-13T10:28:06.000",,"40.73960510407413","-73.9765115636795"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Law Enforcement-Suspicious Package","725 5th Avenue","new york","2018-07-27T18:07:56.000",,"40.7624606672115","-73.97424936286971"
"Utility-Other","625 Castle Hill Avenue, Bronx, NY","Bronx","2018-07-06T12:20:27.000",,"40.81967091672924","-73.84821524277184"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Fire-4th Alarm","917 Ogden Avenue (BX)","Bronx","2019-07-26T00:00:21.000",,"40.83122913711119","-73.93037144269714"
"Fire-Collapse","60 Norfolk Street","Manhattan","2019-10-21T10:07:20.000",,"40.71725173567444","-73.98789547742892"
"Fire-4th Alarm","1488 East 17th Street","Brooklyn","2019-06-13T04:22:10.000",,"40.61386341104509","-73.95735567903502"
"Law Enforcement-Other","West 5 Street  & Surf Avenue","Brooklyn","2019-07-11T13:45:12.000",,"40.57480799999999","-73.97344799999999"
"Structural-Partial Collapse","3111 Heath Avenue","Bronx","2018-05-13T12:07:17.000",,"40.87854737552654","-73.90074761824106"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Fire-3rd Alarm","409 East 69th Street","Manhattan","2019-12-25T12:10:12.000",,"40.76584284710218","-73.95715140420253"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Utility-Water Main","327 Beach 19th Street","Queens","2019-12-10T08:45:12.000",,"40.598565013330195","-73.75277644298559"
"Utility-Other","327 Beach 19th Street","Queens","2019-12-12T08:57:53.000",,"40.598565013330195","-73.75277644298559"
"Law Enforcement-Suspicious Package","322 east 14 street","Manhattan","2019-12-09T14:21:45.000",,"40.731872170806405","-73.98400601319916"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Utility-Water Main","Beach 81 Street  & Beach Channel Drive","Queens","2019-12-12T07:36:42.000",,"40.589901","-73.80747"
"Structural-Collapse","391 East 149 Street","Bronx","2017-09-24T22:58:03.000",,,
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Law Enforcement-Suspicious Package","800 2 Avenue","Manhattan","2017-09-15T14:37:12.000",,"40.75018796197129","-73.97191430792324"
"Utility-Water Main","Beach 81 Street  & Beach Channel Drive","Queens","2019-12-12T07:36:42.000",,"40.589901","-73.80747"
"Utility-Sewer Service","130-40 Inwood street","Queens","2019-11-30T15:12:28.000",,"40.669335848462104","-73.7935971483639"
"Fire-5th Alarm","1920 Walton Street","Bronx","2017-09-27T06:44:58.000",,"40.85053252400602","-73.90891950415494"
"Fire-Other","1729 Lexington Avenue","Manhattan","2017-08-21T11:38:11.000",,"40.79335365944375","-73.9454271248775"
"Law Enforcement-Suspicious Package","322 east 14 street","Manhattan","2019-12-09T14:21:45.000",,"40.731872170806405","-73.98400601319916"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Structural-Collapse","1294 Park Pl","Brooklyn","2017-10-17T10:00:47.000",,,
"Utility-Power Outage",,"Brooklyn","2018-07-27T19:11:59.000",,,
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Administration-OEM Involved MVA",,"Brooklyn","2017-10-26T07:08:23.000",,,
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Structural-Partial Collapse","109 Sherman Ave","Staten Island","2018-09-12T05:42:45.000",,"40.638462631975294","-74.08071906382372"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Fire-2nd Alarm","71 Vermilyea Avenue","Manhattan","2019-08-19T11:35:02.000",,"40.865725823730216","-73.92321583015469"
"Fire-4th Alarm","259 Monitor Street","Brooklyn","2019-08-01T00:55:54.000",,"40.72838802331353","-73.94309536831317"
"Law Enforcement-Other","410 Atlantic Avenue","Brooklyn","2018-02-22T12:44:04.000",,"40.686761651393674","-73.98453384638462"
"Utility-Steam Main",,"Brooklyn","2019-11-18T17:25:37.000",,,
"Structural-Stability Problem","118-18 Union Turnpike","Queens","2018-02-10T16:44:26.000",,"40.71260968549858","-73.83408588450024"
"Structural-Falling Debris","434 Broadway","New York","2018-02-16T14:04:45.000",,"40.72001616902305","-74.0012893591379"
"Fire-Haz Mat","50-18 196th Street","Queens","2018-09-07T11:55:20.000",,"40.74862336580302","-73.78334184736558"
"Fire-Commercial",,"Brooklyn","2018-12-21T09:44:40.000",,,
"Structural-Crane",,"Brooklyn","2016-11-18T13:12:51.000",,,
"Utility-Gas High Pressure","217-09 56th Avenue","Queens","2017-10-18T10:18:56.000",,,
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Water Main","193 Longview Road","Staten Island","2017-10-18T14:48:19.000",,,
"Utility-Water Main","Todt Hill Road  & Circle Road","Staten Island","2017-10-18T17:19:50.000",,,
"Structural-Collapse","1294 Park Pl","Brooklyn","2017-10-17T10:00:47.000",,,
"HazMat-High Carbon Monoxide","1650 Broadway","Manhattan","2018-08-16T22:59:07.000","2018-08-28T19:04:48.000","40.76192518789317","-73.98368597264711"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Transportation-Other",,"Brooklyn","2018-08-11T21:12:15.000",,,
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Power Outage",,"Brooklyn","2018-08-30T14:28:53.000",,,
"Utility-Water Main","701 West 135 Street","Manhattan","2018-09-14T09:49:55.000",,"40.82134655736019","-73.95795374268586"
"Utility-Power Outage",,"Brooklyn","2018-08-30T14:28:53.000",,,
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Fire-Haz Mat","50-18 196th Street","Queens","2018-09-07T11:55:20.000",,"40.74862336580302","-73.78334184736558"
"Fire-Collapse","714 39th street","Brooklyn","2018-09-12T14:09:41.000",,"40.64821698860304","-73.99890693479128"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Transportation-Other","West 19th Street & Neptune Ave","Brooklyn","2018-08-11T21:12:15.000","2018-08-13T12:55:58.000","40.57881300000001","-73.9862775"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Power Outage",,"Brooklyn","2018-08-30T14:28:53.000",,,
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Power Outage",,"Brooklyn","2018-08-30T14:28:53.000",,,
"Utility-Other","98th Street & 38th Avenue","Queens","2018-08-17T00:57:49.000",,"40.750181999999995","-73.86798599999999"
"Fire-3rd Alarm","291 Buffalo Avenue","Brooklyn","2018-08-17T06:19:24.000",,"40.668977302679714","-73.92550441739974"
"Utility-Water Main","701 West 135 Street","Manhattan","2018-09-14T09:49:55.000",,"40.82134655736019","-73.95795374268586"
"Structural-Falling Debris","Bennett Avenue & West 192nd Street","Manhattan","2018-09-07T17:25:41.000",,"40.85810999999999","-73.932993"
"Structural-Stability Problem","223 South Avenue","Staten ISland","2018-09-17T06:31:13.000",,"40.63430557507647","-74.16621381513659"
"Utility-Power Outage",,"Brooklyn","2018-08-30T14:28:53.000",,,
"Utility-Power Outage",,"Brooklyn","2018-08-30T14:28:53.000",,,
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Fire-7th Alarm","5100 Kings Plaza","Brooklyn","2018-09-17T09:19:47.000",,"40.60850653346974","-73.92083277058703"
"Structural-Other","282 Scholes Street","Brooklyn","2018-08-13T10:33:16.000",,,
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"HazMat-Other","376 Hudson Street","Manhattan","2018-08-15T17:12:18.000",,"40.728406913959276","-74.00713762057833"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Water Main","701 West 135 Street","Manhattan","2018-09-14T09:49:55.000",,"40.82134655736019","-73.95795374268586"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Power Outage",,"Brooklyn","2018-08-30T14:28:53.000",,,
"Utility-Other","East 63 Street  & York Aveune","Manhattan","2019-07-06T16:51:31.000",,"40.76115299999999","-73.95786"
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Utility-Power Outage",,"Brooklyn","2018-08-30T14:28:53.000",,,
"Utility-Steam Main","141 5th Avenue","Manhattan","2018-07-19T07:02:24.000",,"40.74003718789318","-73.99063758200136"
"Fire-Collapse","714 39th street","Brooklyn","2018-09-12T14:09:41.000",,"40.64821698860304","-73.99890693479128"
