"name","boro","geo_dist","projdesc","award","consttype","buildingid","building_address","city","zip_code","borough","latitude","longitude","community_board","community_council","bin","bbl","census_tract","nta","location_1","data_as_of"
"P.S. 196 - BRONX","X","12","(PHASE II) EXISTING SCHOOL RENOVATION WORK","5056386.84","CIP","X077","1250 WARD AVENUE","Bronx","11225","BRONX","40.830499","-73.877704","209","17","2000000","2037750025","54","BX0901","(40.830499, -73.877704)","23-May"
"P.S. 345 - BROOKLYN","K","19","EXTERIOR MASONRY / WATER INFILTRATION / WINDOWS","6785584","CIP","K345","111 BERRIMAN STREET","Brooklyn","11225","BROOKLYN","40.676129","-73.880337","305","37","3088734","3039900001","1192","BK0502","(40.676129, -73.880337)","23-May"
"I.S. 2 - STATEN ISLAND","R","31","FLOOD ELIMINATION","579000","CIP","R002","333 MIDLAND AVENUE","Staten Island","11225","STATEN IS","40.576725","-74.100726","502","50","5053571","5036960100","11203","SI0202","(40.576725, -74.100726)","23-May"
"P.S. 190 - BROOKLYN","K","19","STANDALONE GYM ANNEX","8464400","CIP","K478","590 SHEFIELD AVENUE","Brooklyn","11225",,,,,,,,,,,"23-May"
"NEW DORP HS - STATEN ISLAND","R","31","AIR CONDITIONING / COVID BMS REPLACEMENT / COVID VENTILATION / HOT WATER HEATER REPLACEMENT / REPLACE SINGLE STAGE STEAM ABSORBER","16775000","CIP","R435","465 NEW DORP LANE","Staten Island","11225","STATEN IS","40.569393","-74.107737","502","50","5055367","5039300010","11204","SI9592","(40.569393, -74.107737)","23-May"
"P.S. 277 - BROOKLYN","K","22","FY18 RESO A SCIENCE LAB UPGRADES","277000","CIP","K277","2529 GERRITSEN AVENUE","Brooklyn","11225","BROOKLYN","40.596145","-73.928793","318","46","3242369","3085900650","666","BK1891","(40.596145, -73.928793)","23-May"
"MOTT HALL HS - MANHATTAN","M","5","RPZ BACKFLOW PREVENTION DEVICES","485000","CIP","M136","6 EDGECOMBE AVENUE","Manhattan","11225","MANHATTAN","40.817372","-73.947712","110","9","1059460","1019600001","22102","MN1002","(40.817372, -73.947712)","23-May"
"P.S. 111 - BRONX","X","11","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","5972000","CIP","X111","3740 BAYCHESTER AVENUE","Bronx","11225","BRONX","40.884343","-73.840254","212","12","2065992","2049160001","48401","BX1202","(40.884343, -73.840254)","23-May"
"I.S. 119 - QUEENS","Q","24","EXTERIOR DOORS / EXTERIOR MASONRY / FIRE ALARM / FLOOD ELIMINATION / LL26 EXIT SIGNS / PARAPETS / ROOFS / WINDOWS","19271000","CIP","Q119","74-01 78 AVENUE","Queens","11225","QUEENS","40.704406","-73.875183","405","32","4092660","4038120020","63301","QN0503","(40.704406, -73.875183)","23-May"
"P.S. 154 - QUEENS","Q","25","ELECTRICAL WORK FOR A/C INITIATIVE","7216","CIP","Q154","75-02 162 STREET","Queens","11225","QUEENS","40.726769","-73.806894","408","24","4148003","4068340001","1257","QN0802","(40.726769, -73.806894)","23-May"
"VISTA ACADEMY - BROOKLYN","K","19","FY20 RESO A PATH OF TRAVEL SCIENCE LAB UPGRADES / FY20 RESO A SCIENCE LAB UPGRADES","522167","CIP","K302","350 LINWOOD STREET","Brooklyn","11225","BROOKLYN","40.677104","-73.883433","305","37","3088357","3039690001","1170","BK0501","(40.677104, -73.883433)","23-May"
"P.S. 112 - BROOKLYN","K","20","EXTERIOR MASONRY / PARAPETS / ROOFS / WATER INFILTRATION / WINDOWS","9953000","CIP","K112","7115 15 AVENUE","Brooklyn","11225","BROOKLYN","40.61978","-74.000792","311","38","3157760","3061800001","190","BK1101","(40.61978, -74.000792)","23-May"
"EAST SIDE COMMUNITY SCHOOL","M","1","COVID VENTILATION","265699","CIP","M060","420 EAST 12 STREET","Manhattan","11225","MANHATTAN","40.729589","-73.982555","103","2","1005974","1004390017","34","MN0303","(40.729589, -73.982555)","23-May"
"P.S. 97 - QUEENS","Q","27","EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / RTU REPLACEMENT","8538000","CIP","Q097","85-52 85 STREET","Queens","11225","QUEENS","40.694518","-73.859659","409","32","4181565","4088550020","12","QN0905","(40.694518, -73.859659)","23-May"
"Q256 SPED - QUEENS","Q","27","PHASE III  WORK- DEMO AND PLAYGROUND REDEVELOPMENT","7275970","CIP","Q816","445 BEACH 135 STREET","Queens","11225","QUEENS","40.577026","-73.854539","414","32","4305631","4162580006","928","QN1403","(40.577026, -73.854539)","23-May"
"P.S. 144 - QUEENS","Q","28","RESO A LIBRARY UPGRADE","485550","CIP","Q144","69-20 JUNO STREET","Queens","11225","QUEENS","40.715281","-73.852412","406","29","4614902","4032120001","729","QN0602","(40.715281, -73.852412)","23-May"
"P.S. 138 - BROOKLYN","K","17","RPZ VALVES","7216","CIP","K138","760 PROSPECT PLACE","Brooklyn","11225","BROOKLYN","40.67438","-73.951443","308","36","3330794","3012330026","31701","BK0802","(40.67438, -73.951443)","23-May"
"HS FOR HEALTH CAREER & SCIENCE - M","M","6","CAFETERIA CHILLER","4915479","CIP","M465","549 AUDUBON AVENUE","Manhattan","11225","MANHATTAN","40.855855","-73.92712","112","10","1076751","1021600018","277","MN1202","(40.855855, -73.92712)","23-May"
"P.S. 42 - QUEENS","Q","27","ELECTRICAL LIGHTING FIXTURES / NON SANDY CLIMATE CONTROL / SANDY - HEATING PLANT / SANDY- ELECTRICAL SYSTEMS / SANDY- FLOOD ELIMINATION / SANDY- HVAC / SANDY- INTERIOR SPACES / SANDY- SANITARY / STORM PIPING","15125767","CIP","Q042","488 BEACH 66 STREET","Queens","11225","QUEENS","40.594538","-73.795304","414","31","4302817","4160390014","964","QN1402","(40.594538, -73.795304)","23-May"
"P.S. 126 - MANHATTAN","M","2","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","26926890","CIP","M126","80 CATHERINE STREET","Manhattan","11225","MANHATTAN","40.710729","-73.996631","103","1","1083357","1001110160","25","MN0301","(40.710729, -73.996631)","23-May"
"P.S. 188 - BROOKLYN","K","21","FY21 RESO A AUDITORIUM UPGRADE","697000","CIP","K188","3314 NEPTUNE AVENUE","Brooklyn","11225","BROOKLYN","40.577217","-74.000194","313","47","3188726","3070060001","328","BK1302","(40.577217, -74.000194)","23-May"
"P.S. 177 - BROOKLYN","K","21","LOW VOLTAGE ELECTRICAL SYSTEM","1760500","CIP","K177","346 AVENUE P","Brooklyn","11225","BROOKLYN","40.608604","-73.974847","311","44","3175834","3066310001","424","BK1103","(40.608604, -73.974847)","23-May"
"P.S. 92 - QUEENS","Q","30","RPZ BACKFLOW PREVENTION DEVICES","187000","CIP","Q292","99-01 34TH AVENUE","Queens","11225","QUEENS","40.755418","-73.869017","403","21","4042496","4017140018","377","QN0303","(40.755418, -73.869017)","23-May"
"P.S. 17 - QUEENS","Q","30","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6630000","CIP","Q017","28-37 29 STREET","Queens","11225","QUEENS","40.768985","-73.922428","401","22","4007663","4005940001","71","QN0103","(40.768985, -73.922428)","23-May"
"NAPLES STREET ELEMENTARY SCHOOL - R","R","31","EXTERIOR MASONRY / PARAPETS / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS / WATER PENETRATION IN BASEMENT","13900000","CIP","R048","1055 TARGEE STREET","Staten Island","11225","STATEN IS","40.60223","-74.091355","502","50","5046419","5031710001","50","SI0201","(40.60223, -74.091355)","23-May"
"WILLIAM C. BRYANT HS - QUEENS","Q","30","FY20 RESO A GYMNASIUM UPGRADE / FY20 RESO A PATH OF TRAVEL GYMNASIUM UPGRADE","787700","CIP","Q445","48-10 31 AVENUE","Queens","11225","QUEENS","40.75823","-73.910514","401","26","4013655","4007380002","163","QN0104","(40.75823, -73.910514)","23-May"
"CURIOUS YOUNG LEARNERS PRE-K CENTER","Q","27","PLAYGROUND REDEVELOPMENT","437000","CIP","Q477","87-40 88 STREET","Queens","11225","QUEENS","40.692032","-73.856091","409","32","4438404","4089250026","16","QN0905","(40.692032, -73.856091)","23-May"
"3K CENTER @ 10 ELM STREET - STATEN ISLAND","R","31","Lease","9188000","CAP","R074","10 ELM STREET","Staten Is","10310","STATEN IS","40.641761","-74.114913","501","49","5168587","5001580006","9701","SI0104","(40.641761, -74.114913)","23-May"
"FORT HAMILTON HS - K","K","20","LSP REPLACE 6' FIRE DOMESTIC WATER MAIN VALVES","383500","CIP","K490","8301 SHORE ROAD","Brooklyn","11225","BROOKLYN","40.627898","-74.039985","310","47","3152318","3060130001","46","BK1001","(40.627898, -74.039985)","23-May"
"I.S. 447 - BRONX","X","10","FY19 RESO A IPDVS CAMERA INSTALLATION","222500","CIP","X079","125 EAST 181 STREET","Bronx","11225","BRONX","40.854872","-73.903458","205","14","2013849","2031700001","23704","BX0503","(40.854872, -73.903458)","23-May"
"P.S. 253 - BROOKLYN","K","21","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","9020","CIP","K253","601 OCEAN VIEW AVENUE","Brooklyn","11225","BROOKLYN","40.579607","-73.962071","313","48","3244470","3086660610","364","BK1303","(40.579607, -73.962071)","23-May"
"J.H.S. 72 - QUEENS","Q","28","LSP DOMESTIC WATER HEATER","157118.72","CIP","Q072","133-25 GUY R BREWER BOULEVARD","Queens","11225","QUEENS","40.673769","-73.775951","412","28","4270059","4124950270","33403","QN1204","(40.673769, -73.775951)","23-May"
"JILL CHAIFETZ TRANSFER HIGH SCHOOL - BRONX","X","7","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS","3967500","CIP","X184","778 FOREST AVENUE","Bronx","11225","BRONX","40.819006","-73.905869","201","17","2004690","2026550030","77","BX0102","(40.819006, -73.905869)","23-May"
"BRONX INTERNATIONAL - BRONX","X","9","LSP- GYM UPGRADE","225000","CIP","X400","1110 BOSTON ROAD","Bronx","11225","BRONX","40.827642","-73.904473","203","17","2004526","2026340001","135","BX0301","(40.827642, -73.904473)","23-May"
"P.S. 329 - BROOKLYN","K","21","FY20 RESO A ROOM RENOVATION","390000","CIP","K329","2929 WEST 30 STREET","Brooklyn","11225","BROOKLYN","40.574607","-73.996292","313","47","3189517","3070510001","342","BK1302","(40.574607, -73.996292)","23-May"
"THE WALTON AVENUE SCHOOL","X","9","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","20569000","CIP","X064","1425 WALTON AVENUE","Bronx","11225","BRONX","40.840096","-73.915569","204","16","2008098","2028430040","223","BX0403","(40.840096, -73.915569)","23-May"
"P.S. 26 - QUEENS","Q","26","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7217000","CIP","Q026","195-02 69 AVENUE","Queens","11225","QUEENS","40.736922","-73.77799","408","23","4153296","4071170421","134702","QN0803","(40.736922, -73.77799)","23-May"
"ALFRED E. SMITH HS - X","X","7","ELECTRICAL WORK FOR A/C INITIATIVE","51205.19","CIP","X600","333 EAST 151 STREET","Bronx","11225","BRONX","40.818232","-73.919867","201","17","2001874","2024110022","67","BX0102","(40.818232, -73.919867)","23-May"
"P.S. 165 - QUEENS","Q","25","ELECTRICAL WORK FOR A/C INITIATIVE","132000","CIP","Q165","70-35 150 STREET","Queens","11225","QUEENS","40.729741","-73.818446","408","24","4144881","4066970012","77906","QN0801","(40.729741, -73.818446)","23-May"
"I.S. 224 - MANHATTAN","M","4","RPZ BACKFLOW PREVENTION DEVICES","744000","CIP","M099","410 EAST 100 STREET","Manhattan","11225","MANHATTAN","40.785671","-73.942548","111","8","1052998","1016930001","162","MN1101","(40.785671, -73.942548)","23-May"
"P.S. 4 - STATEN ISLAND","R","31","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6877000","CIP","R004","200 NEDRA LANE","Staten Island","11225","STATEN IS","40.552975","-74.194597","503","51","5079499","5060250030","17013","SI0303","(40.552975, -74.194597)","23-May"
"P.S. 62 - BRONX","X","8","ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","123800","CIP","X062","660 FOX STREET","Bronx","11225","BRONX","40.814031","-73.900609","202","17","2005089","2026830065","83","BX0202","(40.814031, -73.900609)","23-May"
"I.S. 88 - BROOKLYN","K","15","EXTERIOR MASONRY / PARAPETS / PAVED AREAS- CONCRETE / ROOFS / WINDOWS","22940000","CIP","K088","544 7 AVENUE","Brooklyn","11225","BROOKLYN","40.660024","-73.987637","307","39","3331276","3008800001","147","BK0702","(40.660024, -73.987637)","23-May"
"SCHOOL OF THE FUTURE BROOKLYN","K","19","FY20 RESO A LIBRARY UPGRADE","40000","CIP","K174","574 DUMONT AVENUE","Brooklyn","11225","BROOKLYN","40.665798","-73.897723","305","42","3084617","3038020015","1130","BK0503","(40.665798, -73.897723)","23-May"
"P.S. 51 - MANHATTAN","M","2","FY20 RESO A ACCESSIBILITY","160016","CIP","M338","525 WEST 44 STREET","Manhattan","11225","MANHATTAN","40.761518","-73.99591","104","3","1089418","1010730014","12901","MN0402","(40.761518, -73.99591)","23-May"
"P.S. 235 - BROOKLYN","K","18","ELECTRICAL WORK FOR A/C INITIATIVE","7216","CIP","K235","525 LENOX ROAD","Brooklyn","11225","BROOKLYN","40.654704","-73.941089","317","40","3107846","3048440001","814","BK1703","(40.654704, -73.941089)","23-May"
"3K CENTER @ 365 BAY STREET - STATEN ISLAND","R","31","Lease","7680000","CAP","R105","365 BAY STREET","Staten Is","10301","STATEN IS","40.633326","-74.075253","501","49","5159763","5004880071","21","SI0102","(40.633326, -74.075253)","23-May"
"I.S. 292 - BROOKLYN","K","19","LSP- VACUUM PUMP & STEAM TRAP REPLACEMENTS","205063","CIP","K292","301 VERMONT STREET","Brooklyn","11225","BROOKLYN","40.671987","-73.893896","305","42","3083931","3037400001","1144","BK0502","(40.671987, -73.893896)","23-May"
"I.S. 118 - BRONX","X","10","IPDVS CAMERA INSTALLATION","300022","CIP","X118","577 EAST 179 STREET","Bronx","11225","BRONX","40.848339","-73.89308","206","15","2011995","2030690001","37504","BX0602","(40.848339, -73.89308)","23-May"
"QUEENS TECH HS - Q","Q","24","PATH OF TRAVEL SCIENCE LAB / SCIENCE LAB UPGRADES","3752900","CIP","Q600","37-02 47 AVENUE","Queens","11225","QUEENS","40.742205","-73.928219","402","26","4003259","4002280020","189","QN0202","(40.742205, -73.928219)","23-May"
"P.S. 181 - QUEENS","Q","29","EXTERIOR MASONRY / FLOOD ELIMINATION / PLAYGROUND REDEVELOPMENT / ROOFS","9089000","CIP","Q181","148-15 230 STREET","Queens","11225","QUEENS","40.656126","-73.753207","413","31","4291453","4137180001","694","QN1306","(40.656126, -73.753207)","23-May"
"J.H.S. 190 - QUEENS","Q","28","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7969000","CIP","Q190","68-17 AUSTIN STREET","Queens","11225","QUEENS","40.722707","-73.851699","406","29","4075214","4031720002","71305","QN0602","(40.722707, -73.851699)","23-May"
"THE HIGH SCHOOL FOR CLIMATE JUSTICE","M","2","LSP HOT WATER HEATER","74000","CIP","M645","320 EAST 96 STREET","Manhattan","11225","MANHATTAN","40.783625","-73.945637","108","8","1050338","1015580034","15601","MN0803","(40.783625, -73.945637)","23-May"
"P.S. 346 - BROOKLYN","K","19","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","20204.8","CIP","K346","1400 PENNSYLVANIA AVENUE","Brooklyn","11225","BROOKLYN","40.64726","-73.881114","305","42","3098294","3044520025","105804","BK0504","(40.64726, -73.881114)","23-May"
"P.S. 80 - QUEENS","Q","28","FLOOD ELIMINATION / PA SYSTEM REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","8276000","CIP","Q080","171-05 137 AVENUE","Queens","11225","QUEENS","40.67282","-73.769252","412","28","4270056","4124950166","33405","QN1204","(40.67282, -73.769252)","23-May"
"METROPOLITAN HS - BRONX","X","12","EXTERIOR MASONRY / PARAPETS / WATER INFILTRATION","3223264","CIP","X099","1180 REV. J.A. POLITE AVENUE","Bronx","11225","BRONX","40.827315","-73.897612","202","17","2005276","2026920014","131","BX0202","(40.827315, -73.897612)","23-May"
"P.S. 273 - QUEENS","Q","27","LSP DOMESTIC WATER HEATER REPLACEMENT","142758.92","CIP","Q273","88-07 102ND STREET","Queens","11225","QUEENS","40.693606","-73.844631","409","29","4539360","4092880101","28","QN0902","(40.693606, -73.844631)","23-May"
"P.S. 130 - BRONX","X","8","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","5273474.75","CIP","X130","750 PROSPECT AVENUE","Bronx","11225","BRONX","40.817721","-73.902421","202","17","2005168","2026880001","85","BX0202","(40.817721, -73.902421)","23-May"
"P.S. 229 - QUEENS","Q","24","FIRE ALARM REPLACEMENT","835000","CIP","Q229","67-25 51 ROAD","Queens","11225","QUEENS","40.734294","-73.897557","405","30","4440274","4024230001","513","QN0501","(40.734294, -73.897557)","23-May"
"P.S. 108 - QUEENS","Q","27","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","23224031","CIP","Q108","108-10 109 AVENUE","Queens","11225","QUEENS","40.679584","-73.831547","410","28","4247572","4114750011","96","QN1001","(40.679584, -73.831547)","23-May"
"3K CENTER @ 61-02/10 LAUREL HILL BLVD - QUEENS","Q","24","Lease","8305000","CAP","Q399","61-02/10 LAUREL HILL BOULEVARD","Queens","11377",,,,,,,,,,,"23-May"
"P.S. 222 - QUEENS","Q","30","LSP DOMESTIC WATER HEATER","187631.22","CIP","Q222","86-15 37TH AVENUE","Queens","11225","QUEENS","40.750172","-73.880363","403","25","4035854","4014600034","279","QN0301","(40.750172, -73.880363)","23-May"
"I.S. 74 - QUEENS","Q","26","FY20 RESO A LOCKER ROOM UPGRADE","120000","CIP","Q074","61-15 OCEANIA STREET","Queens","11225","QUEENS","40.745201","-73.767446","411","23","4163953","4077230001","1367","QN1104","(40.745201, -73.767446)","23-May"
"MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN","K","17","Demo","1859000","CAP","K134","1186 CARROLL STREET","Brooklyn","11225","BROOKLYN","40.667195","-73.951167","309","35","3348092","3012890025","321","BK0901","(40.667195, -73.951167)","23-May"
"P.S. 74 - STATEN ISLAND","R","31","FY20 RESO A IPDVS CAMERA INSTALLATION","587331","CIP","R831","211 DANIEL LOW TERRACE","Staten Island","11225","STATEN IS","40.639087","-74.079922","501","49","5000290","5000180006","11","SI0101","(40.639087, -74.079922)","23-May"
"I.S. 265 - BROOKLYN","K","13","EXTERIOR MASONRY / PARAPETS / ROOFS","10301778","CIP","K265","101 PARK AVENUE","Brooklyn","11225","BROOKLYN","40.696324","-73.97578","302","35","3057942","3020280001","211","BK0203","(40.696324, -73.97578)","23-May"
"P.S. 45 - BROOKLYN","K","32","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7899600","CIP","K045","84 SCHAEFER STREET","Brooklyn","11225","BROOKLYN","40.686746","-73.910693","304","37","3079428","3034270011","401","BK0402","(40.686746, -73.910693)","23-May"
"IT TAKES A VILLAGE ACADEMY - K","K","18","SWIMMING POOL","23500000","CIP","K415","5800 TILDEN AVENUE","Brooklyn","11225","BROOKLYN","40.648657","-73.922171","317","45","3104598","3047420001","936","BK1703","(40.648657, -73.922171)","23-May"
"P.S. 31 - STATEN ISLAND","R","31","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","8370000","CIP","R031","55 LAYTON AVENUE","Staten Island","11225","STATEN IS","40.641595","-74.085135","501","49","5001150","5000490182","9","SI0101","(40.641595, -74.085135)","23-May"
"THE BLACK ASSOCIATION DAY CARE","M","5","Lease","7323000","CAP","MAQV","110 WEST 146 STREET","Manhattan","10039","MANHATTAN","40.821357","-73.936353","110","9","1060189","1020140036","232","MN1002","(40.821357, -73.936353)","23-May"
"P.S. 225 - MANHATTAN","M","2","EXTERIOR DOORS / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","18888000","CIP","M480","317 EAST 67 STREET","Manhattan","11225","MANHATTAN","40.765359","-73.960059","108","5","1083343","1014420001","118","MN0801","(40.765359, -73.960059)","23-May"
"I.S. 204 - QUEENS","Q","30","EXTERIOR MASONRY / PARAPETS / WINDOWS","13889000","CIP","Q204","36-41 28 STREET","Queens","11225","QUEENS","40.757065","-73.932664","401","26","4004156","4003430001","51","QN0105","(40.757065, -73.932664)","23-May"
"J.H.S. 172 - QUEENS","Q","26","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","15188000","CIP","Q172","81-14 257 STREET","Queens","11225","QUEENS","40.741944","-73.712965","413","23","4178464","4087310004","157902","QN1301","(40.741944, -73.712965)","23-May"
"I.S. 229 - BRONX","X","9","STH SBHC","2874700","CIP","X229","275 HARLEM RIVER PARK BRIDGE","Bronx","11225","BRONX","40.852536","-73.921467","205","16","2009253","2028820130","53","BX0501","(40.852536, -73.921467)","23-May"
"P.S. 114 - BRONX","X","9","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6650000","CIP","X114","1155 CROMWELL AVENUE","Bronx","11225","BRONX","40.834776","-73.923067","204","16","2003022","2024950100","6302","BX0491","(40.834776, -73.923067)","23-May"
"P.S. 90 - BROOKLYN","K","21","FY20 RESO A ROOM RENOVATION","247000","CIP","K090","2840 WEST 12 STREET","Brooklyn","11225","BROOKLYN","40.578255","-73.979628","313","47","3196558","3072660040","350","BK1302","(40.578255, -73.979628)","23-May"
"THOMAS A. EDISON HS - Q","Q","28","STRUCTURAL REPAIR OF Q620 GYM","621000","CIP","Q620","165-65 84 AVENUE","Queens","11225","QUEENS","40.715389","-73.800369","408","24","4211027","4098670002","452","QN0805","(40.715389, -73.800369)","23-May"
"K053 SPED - BROOKLYN","K","32","FY20 RESO A GYMNASIUM UPGRADE","275000","CIP","K384","242 COOPER STREET","Brooklyn","11225","BROOKLYN","40.690353","-73.904803","304","37","3080043","3034420001","409","BK0402","(40.690353, -73.904803)","23-May"
"I.S. 348 - MANHATTAN","M","6","LOW VOLTAGE ELECTRICAL SYSTEM / PUBLIC ADDRESS SYSTEM / WATER MAIN / BACKFLOW PREVENTION","2380000","CIP","M859","512 WEST 182 STREET","Manhattan","11225","MANHATTAN","40.848925","-73.931028","112","10","1063699","1021550006","269","MN1202","(40.848925, -73.931028)","23-May"
"P.S. 152 - BRONX","X","8","CHILLER PLANT UPGRADE / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","11147999","CIP","X152","1007 EVERGREEN AVENUE","Bronx","11225","BRONX","40.824024","-73.880032","209","17","2023336","2037110001","52","BX0901","(40.824024, -73.880032)","23-May"
"P.S. 187 - MANHATTAN","M","6","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","22535.98","CIP","M187","349 CABRINI BOULEVARD","Manhattan","11225","MANHATTAN","40.85674","-73.937056","112","10","1064371","1021790365","273","MN1202","(40.85674, -73.937056)","23-May"
"HARRY S. TRUMAN HS - X","X","11","EXTERIOR MASONRY / ROOFS / WINDOWS","18600000","CIP","X455","750 BAYCHESTER AVENUE","Bronx","11225","BRONX","40.874088","-73.833904","210","12","2116159","2051410150","46205","BX1004","(40.874088, -73.833904)","23-May"
"P.S. 315 - BROOKLYN","K","22","LOW VOLTAGE ELECTRICAL SYSTEM","1243000","CIP","K152","725 EAST 23 STREET","Brooklyn","11225","BROOKLYN","40.632562","-73.954724","314","45","3205780","3075510026","772","BK1401","(40.632562, -73.954724)","23-May"
"P.S. 1 - BROOKLYN","K","15","FY21 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE","565550","CIP","K001","309 47TH STREET","Brooklyn","11225","BROOKLYN","40.649042","-74.012289","307","38","3011821","3007550022","80","BK0702","(40.649042, -74.012289)","23-May"
"I.S. 45 - BRONX","X","10","GYM ROOF / GYMNASIUM FLOOR / PATH OF TRAVEL GYMNASIUM FLOOR","2160000","CIP","X045","2502 LORILLARD PLACE","Bronx","11225","BRONX","40.858692","-73.887214","206","15","2011937","2030670001","387","BX0603","(40.858692, -73.887214)","23-May"
"P.S. 38 - MANHATTAN","M","4","RPZ BACKFLOW PREVENTION DEVICES","552000","CIP","M121","232 EAST 103 STREET","Manhattan","11225","MANHATTAN","40.788952","-73.944538","111","8","1052384","1016520016","164","MN1101","(40.788952, -73.944538)","23-May"
"THE LONGWOOD ACADEMY OF DISCOVERY - X","X","8","LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","42000","CIP","X060","888 REV. J.A. POLITE AVENUE","Bronx","11225","BRONX","40.820403","-73.898912","202","17","2005348","2026960085","87","BX0202","(40.820403, -73.898912)","23-May"
"P.S. 15 - MANHATTAN","M","1","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6788401","CIP","M015","333 EAST 4 STREET","Manhattan","11225","MANHATTAN","40.721791","-73.978986","103","2","1004415","1003740020","2601","MN0303","(40.721791, -73.978986)","23-May"
"HOLCOMBE L. RUCKER SCHOOLOF COMMUNITY RESEARCH - B","X","8","FY16 RESO A AUDITORIUM UPGRADE","500000","CIP","X039","965 LONGWOOD AVENUE","Bronx","11225","BRONX","40.817512","-73.898212","202","17","2005616","2027100001","87","BX0202","(40.817512, -73.898212)","23-May"
"BUSHWICK LEADERS - K","K","32","CERTIFICATE OF OCCUPANCY / FIRE SPRINKLER SYSTEM","13088000","CIP","K865","797 BUSHWICK AVENUE","Brooklyn","11225","BROOKLYN","40.695056","-73.92814","304","34","3073761","3032420001","393","BK0401","(40.695056, -73.92814)","23-May"
"P.S. 268 - QUEENS","Q","29","FY18 RESO A ROOFTOP PLAYGROUND","544900","CIP","Q268","92-07 175 STREET","Queens","11225","QUEENS","40.707537","-73.785626","412","27","4217573","4102150001","444","QN1201","(40.707537, -73.785626)","23-May"
"I.S. 241 - BRONX","X","9","IPDVS FULL CAMERA UPGRADE / IPDVS INSTALLATION","337000","CIP","X970","1595 BATHGATE AVENUE","Bronx","11225","BRONX","40.839244","-73.901316","203","15","2009555","2029130001","167","BX0302","(40.839244, -73.901316)","23-May"
"P.S. 234 - QUEENS","Q","30","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS","2610000","CIP","Q234","30-15 29TH STREET","Queens","11225","QUEENS","40.767305","-73.923246","401","22","4007619","4005920015","73","QN0103","(40.767305, -73.923246)","23-May"
"I.S. 68 - BROOKLYN","K","18","EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS","5998000","CIP","K068","956 EAST 82 STREET","Brooklyn","11225","BROOKLYN","40.635553","-73.91079","318","46","3224947","3080180001","956","BK1803","(40.635553, -73.91079)","23-May"
"P.S. 32 - QUEENS","Q","25","FY19 RESO A GYMNASIUM UPGRADE / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE","608000","CIP","Q032","171-11 35 AVENUE","Queens","11225","QUEENS","40.764763","-73.794683","407","19","4118954","4052560001","1141","QN0704","(40.764763, -73.794683)","23-May"
"P.S. 185 - BROOKLYN","K","20","FY21 RESO A SUPPLEMENTAL COOLING","617710","CIP","K185","8601 RIDGE BOULEVARD","Brooklyn","11225","BROOKLYN","40.623986","-74.033779","310","47","3153416","3060430001","60","BK1001","(40.623986, -74.033779)","23-May"
"I.S. 556 - BRONX","X","11","EXTERIOR MASONRY / PARAPETS","6475000","CIP","X135","2441 WALLACE AVENUE","Bronx","11225","BRONX","40.862109","-73.864577","211","13","2051313","2044320001","330","BX1104","(40.862109, -73.864577)","23-May"
