"vendorid","lpep_pickup_datetime","lpep_dropoff_datetime","store_and_fwd_flag","ratecodeid","pulocationid","dolocationid","passenger_count","trip_distance","fare_amount","extra","mta_tax","tip_amount","tolls_amount","ehail_fee","improvement_surcharge","total_amount","payment_type","trip_type"
"1","2018-01-01T00:12:45.000","2018-01-01T00:25:21.000","N","1","181","33","2","2.50","11","0.5","0.5","0","0",,"0.3","12.3","2","1"
"1","2018-01-01T00:41:37.000","2018-01-01T00:49:12.000","N","1","181","189","3","1.20","7","0.5","0.5","1.65","0",,"0.3","9.95","1","1"
"2","2018-01-01T00:08:05.000","2018-01-01T00:17:29.000","N","1","25","97","1","1.17","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"2","2018-01-01T00:27:22.000","2018-01-01T00:55:03.000","N","1","181","91","1","5.06","21.5","0.5","0.5","2","0",,"0.3","24.8","1","1"
"2","2018-01-01T00:07:21.000","2018-01-01T00:21:42.000","N","1","223","196","1","6.74","20.5","0.5","0.5","0","0",,"0.3","21.8","2","1"
"2","2018-01-01T00:13:20.000","2018-01-01T00:31:47.000","N","1","97","137","1","4.54","16","0.5","0.5","4.32","0",,"0.3","21.62","1","1"
"2","2018-01-01T00:48:31.000","2018-01-01T01:18:57.000","N","1","256","7","1","5.37","23","0.5","0.5","0","0",,"0.3","24.3","2","1"
"2","2018-01-01T00:07:18.000","2018-01-01T00:34:43.000","N","1","33","161","1","6.57","25.5","0.5","0.5","0","0",,"0.3","26.8","2","1"
"2","2018-01-01T00:57:00.000","2018-01-01T01:02:03.000","N","1","112","112","1","1.18","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T00:05:07.000","2018-01-01T00:13:07.000","N","1","83","157","6","1.65","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"2","2018-01-01T00:56:49.000","2018-01-01T01:06:54.000","N","1","173","83","6","1.62","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:35:20.000","2018-01-01T00:54:56.000","N","1","17","195","1","6.13","21","0.5","0.5","0","0",,"0.3","22.3","1","1"
"2","2018-01-01T00:55:54.000","2018-01-01T01:06:30.000","N","1","49","225","1","2.39","10","0.5","0.5","1","0",,"0.3","12.3","1","1"
"2","2018-01-01T00:55:33.000","2018-01-01T01:13:50.000","N","1","260","82","1","2.63","14","0.5","0.5","0","0",,"0.3","15.3","2","1"
"2","2018-01-01T00:03:43.000","2018-01-01T00:11:31.000","N","1","181","89","1","2.16","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:20:33.000","2018-01-01T00:27:56.000","N","1","190","17","1","1.67","8","0.5","0.5","1.86","0",,"0.3","11.16","1","1"
"2","2018-01-01T00:29:26.000","2018-01-01T00:34:01.000","N","1","17","61","1","1.06","6","0.5","0.5","2.19","0",,"0.3","9.49","1","1"
"2","2018-01-01T00:53:58.000","2018-01-01T01:19:09.000","N","1","17","229","1","8.81","28","0.5","0.5","4","0",,"0.3","33.3","1","1"
"1","2018-01-01T00:06:30.000","2018-01-01T00:21:59.000","N","1","33","181","1","3.00","13.5","0.5","0.5","2.95","0",,"0.3","17.75","1","1"
"1","2018-01-01T00:28:58.000","2018-01-01T00:37:39.000","N","1","181","25","1","1.60","8","0.5","0.5","1.85","0",,"0.3","11.15","1","1"
"1","2018-01-01T00:40:33.000","2018-01-01T00:47:22.000","N","1","25","33","1","1.60","7","0.5","0.5","1.25","0",,"0.3","9.55","1","1"
"1","2018-01-01T00:53:44.000","2018-01-01T01:04:12.000","N","1","33","181","1","2.30","10","0.5","0.5","3.35","0",,"0.3","14.65","1","1"
"2","2018-01-01T00:58:12.000","2018-01-01T01:19:45.000","N","1","255","249","1","4.05","17.5","0.5","0.5","3.76","0",,"0.3","24.51","1","1"
"2","2018-01-01T00:17:22.000","2018-01-01T00:20:47.000","N","1","226","260","1","0.50","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2018-01-01T01:00:07.000","2018-01-01T01:19:52.000","N","1","83","70","1","3.83","16","0.5","0.5","4.32","0",,"0.3","21.62","1","1"
"2","2018-01-01T00:14:23.000","2018-01-01T23:44:27.000","N","1","116","42","1","1.33","7.5","0.5","0.5","0","0",,"0.3","8.8","1","1"
"2","2018-01-01T00:35:31.000","2018-01-01T00:39:53.000","N","1","152","116","1","0.74","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:43:17.000","2018-01-01T00:50:08.000","N","1","116","244","1","0.89","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2018-01-01T00:53:16.000","2018-01-01T01:01:19.000","N","1","244","243","1","2.76","10","0.5","0.5","0","0",,"0.3","11.3","2","1"
"2","2018-01-01T00:07:57.000","2018-01-01T00:08:01.000","N","5","181","181","1","0.00","18","0","0","2","0",,"0","20","1","2"
"2","2018-01-01T00:22:47.000","2018-01-01T00:35:12.000","N","1","181","61","1","2.35","11","0.5","0.5","3.69","0",,"0.3","15.99","1","1"
"2","2018-01-01T00:53:26.000","2018-01-01T01:03:09.000","N","1","181","181","1","1.74","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:30:26.000","2018-01-01T00:45:35.000","N","1","95","215","1","4.55","16","0.5","0.5","0","0",,"0.3","17.3","2","1"
"1","2018-01-01T00:09:55.000","2018-01-01T00:27:19.000","N","1","33","37","1","4.50","17","0.5","0.5","0","0",,"0.3","18.3","2","1"
"2","2018-01-01T00:55:57.000","2018-01-01T01:08:35.000","N","1","147","42","1","2.64","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2018-01-01T00:12:58.000","2018-01-01T00:54:30.000","N","1","25","127","1","16.48","48.5","0.5","0.5","0","0",,"0.3","49.8","2","1"
"2","2018-01-01T00:56:04.000","2018-01-01T01:09:00.000","N","1","127","244","1","2.17","11","0.5","0.5","0","0",,"0.3","12.3","2","1"
"2","2018-01-01T00:19:47.000","2018-01-01T00:35:23.000","N","1","179","263","1","4.92","16","0.5","0.5","6","0",,"0.3","23.3","1","1"
"2","2018-01-01T00:50:20.000","2018-01-01T01:01:41.000","N","1","7","223","1","2.55","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2018-01-01T00:05:57.000","2018-01-01T00:21:09.000","N","1","244","229","1","8.76","24.5","0.5","0.5","5.16","0",,"0.3","30.96","1","1"
"2","2018-01-01T00:41:46.000","2018-01-01T00:44:47.000","N","1","41","41","1","0.44","4","0.5","0.5","0","0",,"0.3","5.3","2","1"
"2","2018-01-01T00:19:04.000","2018-01-01T00:42:26.000","N","1","66","181","1","3.85","18","0.5","0.5","0","0",,"0.3","19.3","2","1"
"2","2018-01-01T00:48:44.000","2018-01-01T01:07:19.000","N","1","181","49","1","3.48","15","0.5","0.5","3.26","0",,"0.3","21.51","1","1"
"1","2018-01-01T00:10:50.000","2018-01-01T00:36:17.000","N","1","264","264","2","14.90","40","0.5","0.5","0","0",,"0.3","41.3","2","1"
"1","2018-01-01T00:53:26.000","2018-01-01T01:06:00.000","N","1","25","17","2","3.40","11.5","0.5","0.5","3.2","0",,"0.3","16","1","1"
"2","2018-01-01T00:31:07.000","2018-01-01T00:44:21.000","N","1","41","247","1","2.65","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2018-01-01T00:50:56.000","2018-01-01T01:01:33.000","N","1","247","41","1","2.38","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2018-01-01T00:30:43.000","2018-01-01T00:30:47.000","N","5","181","181","5","0.00","20","0","0","6","0",,"0","26","1","2"
"2","2018-01-01T00:18:02.000","2018-01-01T00:24:50.000","N","1","83","129","5","1.18","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2018-01-01T00:27:33.000","2018-01-01T00:35:08.000","N","1","129","70","5","1.44","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"2","2018-01-01T00:58:27.000","2018-01-01T01:03:27.000","N","1","82","260","5","0.67","5","0.5","0.5","1.58","0",,"0.3","7.88","1","1"
"2","2018-01-01T00:03:31.000","2018-01-01T00:14:05.000","N","1","41","238","1","2.53","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2018-01-01T00:26:46.000","2018-01-01T01:08:08.000","N","1","166","82","1","9.78","35","0.5","0.5","0","0",,"0.3","36.3","2","1"
"2","2018-01-01T00:31:00.000","2018-01-01T00:42:39.000","N","1","17","17","1","1.19","8.5","0.5","0.5","0","0",,"0.3","9.8","1","1"
"2","2018-01-01T00:00:24.000","2018-01-01T00:16:59.000","N","1","52","224","2","5.83","18","0.5","0.5","0","0",,"0.3","19.3","2","1"
"2","2018-01-01T00:48:42.000","2018-01-02T00:16:59.000","N","1","25","233","2","7.64","24","0.5","0.5","1.26","0",,"0.3","26.56","1","1"
"2","2018-01-01T00:14:49.000","2018-01-01T00:22:51.000","N","1","65","17","1","1.86","8","0.5","0.5","1.86","0",,"0.3","11.16","1","1"
"2","2018-01-01T00:47:10.000","2018-01-01T00:49:23.000","N","1","25","25","1","0.00","3.5","0.5","0.5","0","0",,"0.3","4.8","1","1"
"1","2018-01-01T00:25:50.000","2018-01-01T00:51:30.000","N","1","25","236","1","9.70","30","0.5","0.5","4","0",,"0.3","35.3","1","1"
"2","2018-01-01T00:56:16.000","2018-01-01T01:04:54.000","N","1","181","61","1","1.45","7.5","0.5","0.5","2","0",,"0.3","12.75","1","1"
"2","2018-01-01T00:12:51.000","2018-01-01T00:21:43.000","N","1","61","188","2","1.99","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2018-01-01T00:11:22.000","2018-01-01T00:13:53.000","N","1","223","223","1","0.46","4","0.5","0.5","1.06","0",,"0.3","6.36","1","1"
"2","2018-01-01T00:40:21.000","2018-01-01T00:50:00.000","N","1","7","260","1","1.86","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2018-01-01T00:11:57.000","2018-01-01T00:14:07.000","N","1","75","74","1","0.81","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2018-01-01T00:32:33.000","2018-01-01T00:37:53.000","N","1","75","262","1","1.18","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T00:50:22.000","2018-01-01T00:52:42.000","N","1","74","75","1","0.69","4","0.5","0.5","1.2","0",,"0.3","6.5","1","1"
"2","2018-01-01T00:14:27.000","2018-01-01T00:34:38.000","N","1","41","235","1","5.78","20.5","0.5","0.5","0","0",,"0.3","21.8","2","1"
"2","2018-01-01T00:55:08.000","2018-01-01T00:57:13.000","N","1","42","41","1","0.61","4","0.5","0.5","0","0",,"0.3","5.3","2","1"
"1","2018-01-01T00:25:21.000","2018-01-01T00:33:25.000","N","1","74","75","1","1.40","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"2","2018-01-01T00:07:09.000","2018-01-01T00:35:19.000","N","1","181","237","1","9.69","30.5","0.5","0.5","6.36","0",,"0.3","38.16","1","1"
"2","2018-01-01T00:50:47.000","2018-01-01T01:15:26.000","N","1","112","198","1","4.31","19","0.5","0.5","4.06","0",,"0.3","24.36","1","1"
"2","2018-01-01T00:18:30.000","2018-01-01T00:24:05.000","N","1","166","116","1","1.63","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2018-01-01T00:25:16.000","2018-01-01T00:36:55.000","N","1","116","246","1","5.85","17.5","0.5","0.5","3.76","0",,"0.3","22.56","1","1"
"2","2018-01-01T00:12:48.000","2018-01-01T00:24:33.000","N","1","41","239","1","2.42","10.5","0.5","0.5","2.36","0",,"0.3","14.16","1","1"
"2","2018-01-01T00:32:55.000","2018-01-01T00:38:41.000","N","1","166","239","1","1.71","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1"
"2","2018-01-01T00:19:40.000","2018-01-01T00:32:40.000","N","5","33","87","1","3.67","25","0","0","0","0",,"0","25","1","2"
"2","2018-01-01T00:42:29.000","2018-01-01T00:47:27.000","N","1","66","33","1","0.80","5","0.5","0.5","0","0",,"0.3","6.3","1","1"
"2","2018-01-01T00:55:14.000","2018-01-01T01:12:38.000","N","1","33","79","1","3.40","14.5","0.5","0.5","0","0",,"0.3","15.8","2","1"
"2","2018-01-01T00:12:25.000","2018-01-01T00:17:50.000","N","1","260","129","1","1.06","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T00:29:09.000","2018-01-01T00:34:22.000","N","1","112","255","1","1.31","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2018-01-01T00:40:49.000","2018-01-01T01:01:25.000","N","1","255","237","2","5.45","19.5","0.5","0.5","4.16","0",,"0.3","24.96","1","1"
"2","2018-01-01T00:23:04.000","2018-01-01T00:32:49.000","N","1","92","53","1","2.72","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2018-01-01T00:30:35.000","2018-01-01T01:08:19.000","N","1","81","126","1","9.81","35","0.5","0.5","0","0",,"0.3","36.3","1","1"
"2","2018-01-01T00:20:12.000","2018-01-01T00:25:49.000","N","1","74","75","1","1.11","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T00:28:21.000","2018-01-01T00:32:39.000","N","1","75","74","1","0.99","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1"
"2","2018-01-01T00:33:24.000","2018-01-01T00:41:23.000","N","1","74","42","1","1.92","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:42:43.000","2018-01-01T00:49:28.000","N","1","42","116","1","1.00","6.5","0.5","0.5","1.56","0",,"0.3","9.36","1","1"
"2","2018-01-01T00:53:36.000","2018-01-01T00:58:58.000","N","1","116","166","1","1.10","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T01:04:53.000","2018-01-01T01:17:06.000","N","1","24","48","1","3.08","11.5","0.5","0.5","2","0",,"0.3","14.8","1","1"
"2","2017-12-31T23:41:48.000","2017-12-31T23:53:11.000","N","1","244","127","1","1.98","10","0.5","0.5","2.26","0",,"0.3","13.56","1","1"
"2","2018-01-01T00:08:31.000","2018-01-01T00:17:28.000","N","1","247","244","2","1.85","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2018-01-01T00:20:02.000","2018-01-01T00:27:25.000","N","1","244","244","1","1.23","7","0.5","0.5","2.49","0",,"0.3","10.79","1","1"
"2","2017-12-31T23:59:10.000","2018-01-01T00:09:11.000","N","1","179","168","1","3.66","13","0.5","0.5","0","5.76",,"0.3","20.06","2","1"
"2","2018-01-01T00:19:05.000","2018-01-01T00:31:13.000","N","1","41","159","1","2.85","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2018-01-01T00:45:33.000","2018-01-01T00:48:08.000","N","1","74","75","1","0.49","4","0.5","0.5","0","0",,"0.3","5.3","1","1"
"2","2018-01-01T00:52:56.000","2018-01-01T01:01:46.000","N","1","75","41","1","1.60","8","0.5","0.5","0","0",,"0.3","9.3","2","1"
"2","2018-01-01T00:21:03.000","2018-01-01T00:27:30.000","N","1","130","215","1","1.60","7","0.5","0.5","0","0",,"0.3","8.3","1","1"
"2","2018-01-01T00:12:05.000","2018-01-01T00:27:20.000","N","1","256","7","1","4.38","15.5","0.5","0.5","5.04","0",,"0.3","21.84","1","1"
"2","2018-01-01T00:13:06.000","2018-01-01T00:16:05.000","N","1","61","61","5","0.59","4","0.5","0.5","0","0",,"0.3","5.3","2","1"
"2","2018-01-01T00:24:38.000","2018-01-01T00:37:48.000","N","1","17","129","5","6.19","19.5","0.5","0.5","0","0",,"0.3","20.8","2","1"
"2","2018-01-01T00:54:29.000","2018-01-01T00:59:14.000","N","1","255","112","5","1.02","5.5","0.5","0.5","2.04","0",,"0.3","8.84","1","1"
"1","2018-01-01T00:11:04.000","2018-01-01T00:19:35.000","N","1","7","82","1","1.90","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:54:49.000","2018-01-01T01:10:53.000","N","1","256","226","1","3.33","14","0.5","0.5","0","0",,"0.3","15.3","2","1"
"2","2018-01-01T00:27:39.000","2018-01-01T00:41:41.000","N","1","255","49","1","3.17","12","0.5","0.5","0","0",,"0.3","13.3","1","1"
"2","2018-01-01T00:43:51.000","2018-01-01T01:11:01.000","N","1","17","140","1","9.28","28.5","0.5","0.5","5.96","0",,"0.3","35.76","1","1"
"2","2018-01-01T01:04:31.000","2018-01-01T01:18:51.000","N","1","25","89","1","5.34","17","0.5","0.5","4.58","0",,"0.3","22.88","1","1"
"1","2018-01-01T00:11:56.000","2018-01-01T00:26:35.000","N","1","33","228","1","3.10","13","0.5","0.5","2.85","0",,"0.3","17.15","1","1"
"1","2018-01-01T00:37:04.000","2018-01-01T00:44:29.000","N","1","181","228","1","1.60","8","0.5","0.5","1.85","0",,"0.3","11.15","1","1"
"1","2018-01-01T00:48:52.000","2018-01-01T00:57:08.000","N","1","181","181","1","0.90","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2018-01-01T00:34:57.000","2018-01-01T00:40:16.000","N","1","83","82","1","0.90","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1"
"2","2018-01-01T00:55:30.000","2018-01-01T01:06:36.000","N","1","260","129","2","1.24","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:34:19.000","2018-01-01T00:48:03.000","N","1","33","227","1","4.62","16.5","0.5","0.5","0","0",,"0.3","17.8","2","1"
"1","2018-01-01T00:18:10.000","2018-01-01T00:42:22.000","N","1","40","90","1","7.70","26","0.5","0.5","6.8","0",,"0.3","34.1","1","1"
"2","2018-01-01T00:14:51.000","2018-01-01T00:40:37.000","N","1","66","43","1","7.77","27","0.5","0.5","5.66","0",,"0.3","33.96","1","1"
"1","2018-01-01T00:48:34.000","2018-01-01T00:51:25.000","N","5","74","42","1","1.10","0","0","0","0","0",,"0","0","3","2"
"2","2018-01-01T00:15:47.000","2018-01-01T00:20:15.000","N","1","166","151","1","0.93","5.5","0.5","0.5","1.7","0",,"0.3","8.5","1","1"
"2","2018-01-01T00:27:47.000","2018-01-01T00:30:46.000","N","1","166","166","1","0.51","4.5","0.5","0.5","1.16","0",,"0.3","6.96","1","1"
"2","2018-01-01T00:39:12.000","2018-01-01T00:46:52.000","N","1","166","41","1","1.31","7.5","0.5","0.5","1.76","0",,"0.3","10.56","1","1"
"2","2018-01-01T00:56:54.000","2018-01-01T01:01:28.000","N","1","166","41","1","0.82","5.5","0.5","0.5","0","0",,"0.3","6.8","1","1"
"2","2018-01-01T00:12:56.000","2018-01-01T00:18:26.000","N","1","173","82","1","1.07","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T00:32:27.000","2018-01-01T00:45:10.000","N","1","25","181","1","1.66","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1"
"2","2018-01-01T00:38:25.000","2018-01-01T00:53:54.000","N","1","95","129","1","6.46","20.5","0.5","0.5","0","0",,"0.3","21.8","2","1"
"1","2018-01-01T00:24:55.000","2018-01-01T00:36:41.000","N","1","256","36","1","2.60","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2018-01-01T00:26:26.000","2018-01-01T00:43:26.000","N","1","97","36","6","3.65","14","0.5","0.5","3.82","0",,"0.3","19.12","1","1"
"2","2018-01-01T00:19:05.000","2018-01-01T00:30:32.000","N","1","65","40","1","1.79","9","0.5","0.5","2.58","0",,"0.3","12.88","1","1"
"1","2018-01-01T00:52:06.000","2018-01-01T01:00:06.000","N","1","226","83","1","2.10","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"1","2018-01-01T00:27:43.000","2018-01-01T00:32:46.000","N","1","82","129","4","2.00","8","0.5","0.5","0","0",,"0.3","9.3","2","1"
"1","2018-01-01T00:49:35.000","2018-01-01T01:00:44.000","N","1","83","129","3","1.50","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2018-01-01T00:33:16.000","2018-01-01T00:43:16.000","N","1","147","119","1","3.73","12.5","0.5","0.5","0","0",,"0.3","13.8","1","1"
"2","2018-01-01T00:06:46.000","2018-01-01T00:12:51.000","N","1","181","257","1","1.57","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2018-01-01T00:25:55.000","2018-01-01T00:32:00.000","N","1","181","40","1","1.14","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T00:33:30.000","2018-01-01T00:41:29.000","N","1","146","145","1","0.98","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1"
"2","2018-01-01T01:00:36.000","2018-01-01T01:07:20.000","N","1","7","7","1","1.20","6.5","0.5","0.5","1.56","0",,"0.3","9.36","1","1"
"2","2018-01-01T00:12:28.000","2018-01-01T00:18:24.000","N","1","247","120","1","1.12","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2018-01-01T00:19:49.000","2018-01-01T00:20:19.000","N","5","120","120","1","0.00","6","0","0","0","0",,"0","6","2","2"
"2","2018-01-01T00:21:48.000","2018-01-01T00:22:17.000","N","5","120","120","1","0.00","5","0","0","0","0",,"0","5","2","2"
"1","2018-01-01T00:19:39.000","2018-01-01T00:27:46.000","N","1","61","188","1","1.80","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"1","2018-01-01T00:36:55.000","2018-01-01T00:43:59.000","N","1","61","25","1","1.70","8","0.5","0.5","9","0",,"0.3","18.3","1","1"
"1","2018-01-01T00:52:12.000","2018-01-01T00:57:27.000","N","1","65","25","1","0.90","5.5","0.5","0.5","1.35","0",,"0.3","8.15","1","1"
"2","2018-01-01T00:47:38.000","2018-01-01T00:59:10.000","N","1","66","80","1","3.88","13.5","0.5","0.5","0","0",,"0.3","14.8","2","1"
"2","2018-01-01T00:16:44.000","2018-01-01T00:22:52.000","N","1","129","173","1","1.14","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2018-01-01T00:38:33.000","2018-01-01T00:47:11.000","N","1","82","173","1","1.57","8","0.5","0.5","0","0",,"0.3","9.3","2","1"
"2","2018-01-01T00:40:19.000","2018-01-01T00:43:09.000","N","1","179","7","1","0.53","4","0.5","0.5","0","0",,"0.3","5.3","2","1"
"2","2018-01-01T00:16:10.000","2018-01-01T00:35:16.000","N","1","59","41","1","6.16","21","0.5","0.5","0.45","0",,"0.3","24.7","1","1"
"2","2018-01-01T00:41:36.000","2018-01-01T00:49:06.000","N","1","74","74","1","1.20","7","0.5","0.5","0.7","0",,"0.3","9","1","1"
"2","2018-01-01T01:01:34.000","2018-01-01T01:18:08.000","N","1","168","18","1","5.64","19.5","0.5","0.5","0","0",,"0.3","20.8","2","1"
"1","2018-01-01T00:14:54.000","2018-01-01T00:20:20.000","N","1","133","181","1","2.40","8.5","0.5","0.5","2.45","0",,"0.3","12.25","1","1"
"2","2018-01-01T00:34:44.000","2018-01-01T00:47:52.000","N","1","168","94","1","3.38","12.5","0.5","0.5","0","0",,"0.3","13.8","2","1"
"1","2018-01-01T00:06:01.000","2018-01-01T00:12:32.000","N","1","34","66","1","2.70","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1"
"1","2018-01-01T00:15:16.000","2018-01-01T00:28:53.000","N","1","66","80","1","5.80","18","0.5","0.5","4.8","0",,"0.3","24.1","1","1"
"1","2018-01-01T00:38:35.000","2018-01-01T00:52:04.000","N","1","255","223","1","6.30","19.5","0.5","0.5","6.2","0",,"0.3","27","1","1"
"1","2018-01-01T00:55:17.000","2018-01-01T01:00:20.000","N","1","7","7","1","0.70","5","0.5","0.5","1.85","0",,"0.3","8.15","1","1"
"2","2018-01-01T00:45:58.000","2018-01-01T00:58:21.000","N","1","177","37","1","2.24","10","0.5","0.5","0","0",,"0.3","11.3","2","1"
"1","2018-01-01T00:10:19.000","2018-01-01T00:23:09.000","N","1","256","37","1","2.10","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2018-01-01T00:24:20.000","2018-01-01T00:42:48.000","N","1","41","74","6","1.89","11","0.5","0.5","0","0",,"0.3","12.3","2","1"
"2","2018-01-01T00:51:30.000","2018-01-01T01:05:42.000","N","1","75","159","6","3.07","12.5","0.5","0.5","0","0",,"0.3","13.8","2","1"
"2","2018-01-01T00:49:46.000","2018-01-01T00:54:10.000","N","1","260","82","1","0.63","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:33:20.000","2018-01-01T00:41:37.000","N","1","260","82","1","0.97","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2018-01-01T00:52:05.000","2018-01-01T00:54:27.000","N","1","83","260","1","0.44","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1"
"2","2018-01-01T00:15:44.000","2018-01-01T00:51:20.000","N","1","255","170","5","5.16","24","0.5","0.5","5.06","0",,"0.3","30.36","1","1"
"2","2018-01-01T00:24:06.000","2018-01-01T00:28:24.000","N","1","127","220","1","1.06","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1"
"2","2018-01-01T00:30:14.000","2018-01-01T00:33:39.000","N","1","153","127","1","1.01","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:43:03.000","2018-01-01T00:55:11.000","N","1","136","235","1","2.12","10","0.5","0.5","0","0",,"0.3","11.3","1","1"
"2","2018-01-01T00:47:30.000","2018-01-01T00:54:30.000","N","1","112","255","5","1.26","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1"
"2","2018-01-01T00:55:14.000","2018-01-01T00:58:23.000","N","1","255","256","5","0.54","4","0.5","0.5","1.06","0",,"0.3","6.36","1","1"
"2","2018-01-01T00:19:34.000","2018-01-01T00:53:20.000","N","1","255","263","6","7.60","28.5","0.5","0.5","6","0",,"0.3","35.8","1","1"
"1","2018-01-01T00:37:21.000","2018-01-01T01:03:20.000","N","1","78","127","1","5.70","22.5","0.5","0.5","0","0",,"0.3","23.8","2","1"
"2","2018-01-01T00:06:17.000","2018-01-01T00:20:58.000","N","1","255","36","3","3.09","12.5","0.5","0.5","0","0",,"0.3","13.8","2","1"
"2","2018-01-01T00:36:43.000","2018-01-01T00:57:14.000","N","1","37","217","3","2.74","15","0.5","0.5","0","0",,"0.3","16.3","1","1"
"2","2018-01-01T01:01:22.000","2018-01-01T01:19:03.000","N","1","80","129","3","5.16","18.5","0.5","0.5","3.96","0",,"0.3","23.76","1","1"
"2","2018-01-01T00:37:17.000","2018-01-01T00:51:17.000","N","1","33","45","1","2.94","13","0.5","0.5","2.5","0",,"0.3","16.8","1","1"
"2","2018-01-01T00:33:28.000","2018-01-01T00:38:22.000","N","1","119","244","1","1.38","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T00:40:14.000","2018-01-01T00:52:07.000","N","1","244","152","1","1.33","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:12:31.000","2018-01-01T00:16:18.000","N","1","7","7","1","0.58","4.5","0.5","0.5","1.45","0",,"0.3","7.25","1","1"
"2","2018-01-01T00:29:29.000","2018-01-01T00:39:12.000","N","1","146","226","1","1.52","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"1","2018-01-01T00:50:39.000","2018-01-01T01:28:08.000","N","1","255","68","1","7.80","29","0.5","0.5","15","0",,"0.3","45.3","1","1"
"2","2018-01-01T00:29:56.000","2018-01-01T00:40:48.000","N","1","7","145","1","2.15","9.5","0.5","0.5","4","0",,"0.3","14.8","1","1"
"2","2018-01-01T00:52:49.000","2018-01-01T01:01:39.000","N","1","7","260","1","2.05","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2018-01-01T00:13:17.000","2018-01-01T00:18:19.000","N","1","25","49","1","1.17","6","0.5","0.5","1.82","0",,"0.3","9.12","1","1"
