"entity_name","entity_role","street_address","suite_apartment_number","city","state","postcode","country","owner_officer_1_first_name","owner_officer_1_last_name","individual_role_1","individual_title_1","officer_equivalent_1","owner_officer_2_first_name","owner_officer_2_last_name","individual_role_2","individual_title_2","officer_equivalent_2","owner_officer_3_first_name","owner_officer_3_last_name","individual_role_3","individual_title_3","officer_equivalent_3","owner_officer_4_first_name","owner_officer_4_last_name","individual_role_4","individual_title_4","officer_equivalent_4","owner_officer_5_first_name","owner_officer_5_last_name","individual_role_5","individual_title_5","officer_equivalent_5","borough","zipcode","assembly_district","election_district_","bin","bbl","community_board","council_district","census_tract","nta","latitude","longitude"
"CAESARSTONE USA, INC.","Sub-Contractor","9275 Corbin Avenue",,"Northridge","CALIFORNIA","91324","USA","Masha","O'Brien","Officer","VP",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"METROPOLITAN SEWER INC","Sub-Contractor","1324 Herschell Street",,"Bronx","NEW YORK","10461","USA","Michael","Lajqi","Both","President",,"Michael","Lajqi","Owner","Owner",,"Amy","Kosmetatos","Officer","Administor",,"Michael","Lajqi","Owner","PRESIDENT",,"Michael","Lajqi","Owner","president",,"Bronx","10461","82","031","2027268","2038480096","10","13","96","BX59","40.836549","-73.843795"
"MIDNIGHT EXPRESS","Sub-Contractor","84-14 Pitkin Avenue",,"Ozone Park","NEW YORK","11417","USA","Peter","Marousakis","Owner","Owner",,"Alfred J.","Delorenzo","Owner","Vice President",,"Peter","Marousakis","Owner","OWNER",,,,,,,,,,,,"Queens","11417","23","060","4245027","4113470024","10","32","58","QN56","40.675224","-73.852234"
"NAFPAK","Sub-Contractor","43-19 19th Ave",,"Astoria","NEW YORK","11105","USA","Dennis","Zervos","Owner","Owner",,"Dennis","Zervos","Both","President","Chief Executive Officer","Dennis","Zervos","Owner","president",,"dennis","zervos","Owner","president",,"Dennis","Zervos","Owner","President",,"Queens","11105","36","055",,,"01","22","12301","QN72","40.776678","-73.897159"
"RELIANT ELECTRICAL CONTRACTING, INC.","Sub-Contractor","628 Classon Avenue",,"Brooklyn","NEW YORK","11238","USA","Jenny","Toussaint","Both","President",,"Sumel","Ahmed","Both","President",,"QUASHEM","BHUYAIN","Officer","PRESIDENT",,"Sumel","Ahmed","Owner","Owner",,"Mohammod","Bhuyain","Owner","President",,"Brooklyn","11238","57","059","3027740","3011330057","08","35","305","BK61","40.678520","-73.958770"
"FJM-FERRO","Contractor","263 52nd Street","Suite 2","Brooklyn","NEW YORK","11220","USA","Joseph","Casucci","Both","Owner",,"Joseph","Casucci","Both","COO","Chief Operating Officer","Mark","Rafaniello","Both","President","Chief Executive Officer",,,,,,,,,,,"Brooklyn","11220","51","078","3395795","3007970048","07","38","20","BK32","40.647200","-74.016786"
"R&S UNITED SERVICE, INC","Sub-Contractor","15 Ranick Drive West",,"Amityville","NEW YORK","11701","USA","Avi","Polischuk","Officer","President","Chief Executive Officer","Avi","Polischuk","Owner","President",,"Avi","Polischuck","Officer","President",,"Avi","Polischuck","Both","President","Chief Executive Officer","Alex","Bogomolny","Both","President",,"Out of NYC",,,,,,,,,,,
"R&S UNITED SERVICE, INC","Contractor","15 Ranick Drive West",,"Amityville","NEW YORK","11701","USA","Avi","Polischuk","Officer","President","Chief Executive Officer","Avi","Polischuk","Owner","President",,"Avi","Polischuck","Officer","President",,"Avi","Polischuck","Both","President","Chief Executive Officer","Alex","Bogomolny","Both","President",,"Out of NYC",,,,,,,,,,,
"AGIR ELECTRIC LTD D/B/A PINNACLE ELECTRIC","Contractor","130-45 91st Avenue",,"Richmond Hill","NEW YORK","11418","USA","Anthony","Gironta","Both","President",,"Antony","Gironta","Both","President",,"Anthony","Gironta","Officer","CEO","Chief Executive Officer","Anthony","Gironta","Owner","Owner",,"Antony","Gironta","Officer","President","Chief Executive Officer","Queens","11418","24","065","4196821","4093580033","09","29","14202","QN54","40.698357","-73.820053"
"AGIR ELECTRIC LTD D/B/A PINNACLE ELECTRIC","Sub-Contractor","130-45 91st Avenue",,"Richmond Hill","NEW YORK","11418","USA","Anthony","Gironta","Both","President",,"Antony","Gironta","Both","President",,"Anthony","Gironta","Officer","CEO","Chief Executive Officer","Anthony","Gironta","Owner","Owner",,"Antony","Gironta","Officer","President","Chief Executive Officer","Queens","11418","24","065","4196821","4093580033","09","29","14202","QN54","40.698357","-73.820053"
"KINGS COUNTY WATERPROOFING CORP.","Sub-Contractor","214-35 42 Avenue","2nd Floor","Bayside","NEW YORK","11361","USA","Alexandra","Gioia","Officer","HR Manager",,"Joseph","Gioia","Officer","Principal Officer",,"Joseph","Gioia","Officer","President",,"Joseph","Gioia","Owner","President",,"Alex","Goia","Officer","President",,"Queens","11361","26","051","4567074","4062900053","11","19","1467","QN46","40.762933","-73.769041"
"POSILLICO CIVIL INC","Sub-Contractor","131-36A 20th Ave",,"College Point","NEW YORK","11356","USA","Joseph","Posillico","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11356","27","060",,,"07","19","907","QN23","40.781642","-73.837337"
"POSILLICO CIVIL INC","Contractor","131-36A 20th Ave",,"College Point","NEW YORK","11356","USA","Joseph","Posillico","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11356","27","060",,,"07","19","907","QN23","40.781642","-73.837337"
"DEMAR PLUMBING CORP.","Sub-Contractor","147 Attorney Street",,"New York","NEW YORK","10002","USA","ALESSANDRO","DEMARINIS","Owner","PRESIDENT",,"Alessandra","Demarinis","Owner","President",,,,,,,,,,,,,,,,,"Manhattan","10002","74","008","1004280","1003500073","03","02","2201","MN28","40.720216","-73.983532"
"DEMAR PLUMBING CORP.","Contractor","147 Attorney Street",,"New York","NEW YORK","10002","USA","ALESSANDRO","DEMARINIS","Owner","PRESIDENT",,"Alessandra","Demarinis","Owner","President",,,,,,,,,,,,,,,,,"Manhattan","10002","74","008","1004280","1003500073","03","02","2201","MN28","40.720216","-73.983532"
"APEC COR.P.","Sub-Contractor","3464 Bailey Ave",,"Bronx","NEW YORK","10463","USA","Hazir","Loshaj","Owner","President",,"Steven","Weingarten","Owner","President",,,,,,,,,,,,,,,,,"Bronx","10463","81","010","2090687","2032620231","08","11","279","BX28","40.881616","-73.899872"
"NEW YORK INSULATION","Sub-Contractor","58-48 59th St",,"Maspeth","NEW YORK","11378","USA","Anthony","Cardinale","Owner","Owner",,"Anthony","Cardinale","Owner","President",,"Anthony","Cardinale","Officer","President",,"Kieran","Slevin","Both","President","Chief Executive Officer","Jeff","Micheli","Officer","Vice President","Chief Financial Officer","Queens","11378","37","043","4539687","4026810058","05","30","525","QN30","40.719591","-73.908261"
"FW FREEDOM CONSTRUCTION CORP","Sub-Contractor","46 Tredwell Avenue",,"Lynbrook","NEW YORK","11563","USA","Frederico","Da Silva","Officer","COO","Chief Operating Officer","Frederico","Da Silva","Officer","Officer",,"Weldon","Paulo Costa","Owner","Principal",,"Frederico","Da Silva","Owner","President",,"Weldon","Paulo Costa","Officer","President",,"Out of NYC",,,,,,,,,,,
"NEW YORK POURED FLOORS CORP","Sub-Contractor","1552 STEVENS AVENUE",,"MERRICK","NEW YORK","11566","USA","David","Melnick","Officer",,,"DAVID","MELNICK","Officer","President",,"DAVID","MELNICK","Both","PRESIDENT","Chief Executive Officer","Norman","Shear","Owner","Vice President",,"David","Melnick","Owner","President",,"Out of NYC",,,,,,,,,,,
"PAR ENVIRONMENTAL CORP.","Sub-Contractor","313 Spook Rock Rd",,"Suffern","NEW YORK","10901","USA","Patrick","Mahoney","Owner","President",,"Patrick","Mahoney","Officer","President","Chief Executive Officer",,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ACTION CHUTES","Contractor","20 Jon Barrett Rd",,"Patterson","NEW YORK","12563","USA","Steve","Herbert","Both","President",,"Steve","Hebert","Owner","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"A.V.K. CONTRACTING CORP","Sub-Contractor","22-59 77th Street East",,"Elmhurst","NEW YORK","11370","USA","George","Deleuos","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Queens","11370","36","047","4022097","4010090045","01","22","317","QN72","40.767539","-73.892274"
"DHS FRACO LLC","Sub-Contractor","4612 Queens Blvd","210A","New York","NEW YORK","11104","USA","Armand","Rainville","Officer","President",,"Emmanuelle","Rainville","Officer","President",,"Armand","Rainville","Owner","President",,"Edmund","Kirsch","Owner","pres",,"Edmund","Kirsch","Owner","president",,"Manhattan",,,,,,,,,,,
"INTEGRATED HVAC SYSTEMS & SERVICES INC","Sub-Contractor","52 Columbia Street",,"Islip","NEW YORK","11751","USA","Eugene","Beyer","Owner",,,"Eugene","Beyer","Owner","PRESIDENT",,"Eugene","Byer","Officer","President",,"Eugene","Beyer","Owner","President",,"Ike","Beyer","Officer","Member",,"Out of NYC",,,,,,,,,,,
"COSAN CONSTRUCTION CORP","Sub-Contractor","734 South Columbus Avenue",,"Mt Vernon","NEW YORK","10550","USA","Terence","Ferguson","Owner","President",,"Terence","Fergusan","Officer","President",,"Laura","Jackman","Both",,,"Terence","Ferguson","Both","owner","Chief Executive Officer","Terrence","Ferguson","Both","President","Chief Executive Officer","Out of NYC",,,,,,,,,,,
"BACHI & SON CORP","Sub-Contractor","63 Brendon Hill Road",,"Scarsdale","NEW YORK","10583","USA","Bashkim","Byberi","Owner","President",,"Bashkim","Byberi","Owner","Owner",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"MECHANICAL EAST","Sub-Contractor","40 Dobbin Street",,"Brooklyn","NEW YORK","11222","USA","Amir","Flanchrych","Owner","Owner",,"Felix","Vandalovsky","Owner","Owner",,"Amir","Flanchraych","Owner","Owner",,"Amir","Flanchrych","Owner","President",,,,,,,"Brooklyn","11222","50","095","3065959","3026430027","01","33","569","BK76","40.723546","-73.953659"
"GOTHAM TECHNICAL SERVICES INC","Sub-Contractor","215-20 43rd Avenue",,"Bayside","NEW YORK","11361","USA","Mark","Reyes","Owner","President",,"Chris","Papadoplous","Both","Vice President",,"Jessica","Xhaferri","Owner","Owner",,"Chris","Papadoplous","Owner","Owner",,,,,,,"Queens","11361","26","051","4138460","4063080008","11","19","1471","QN46","40.761905","-73.767171"
"GIANT TAPING & PLASTERING, INC.","Sub-Contractor","80 Broad Street, Suite 1902",,"New York","NEW YORK","10004","USA","Isidro","Velasquez","Officer","COO","Chief Operating Officer","Isidro","Velasquez","Owner","President",,"Isidro","Velasquez","Both",,,"Isidro","Velazquez","Officer","PRESIDENT",,"Rufino","Vleazquez","Both","VP","Chief Operating Officer","Manhattan","10004","65","088","1000038","1000110021","01","01","9","MN25","40.704322","-74.011581"
"MILLENNIUM ELEVATOR ENTERPRISES INC","Sub-Contractor","2618 Avenue Z",,"Brooklyn","NEW YORK","11235","USA","MITCH","EVELKIN","Both","PRESIDENT",,"Mitch","Evelkin","Owner","President",,,,,,,,,,,,,,,,,"Brooklyn","11235","41","082","3205274","3074710010","15","48","600","BK17","40.589168","-73.943350"
"B&H CONTRACTING CORP.","Sub-Contractor","7129 Roosevelt Avenue",,"Jackson Heights","NEW YORK","11372","USA","Juned","Ahmed","Owner","Owner",,"Belal","Hossain","Owner","President",,"Belal","Hossain","Both","President",,,,,,,,,,,,"Queens","11372","39","049","4029758","4012820149","03","25","265","QN50","40.746570","-73.894167"
"FIVE STAR CONSTRUCTION INC","Sub-Contractor","254 36th Street","Bldg. 25th Fl, Space C544","Brooklyn","NEW YORK","11232","USA","Anna","Genna","Owner","President",,"Anna","Jenna","Officer","Principal",,"Veronica","Rodriguez","Officer","Office Manager",,,,,,,,,,,,"Brooklyn","11232","51","052","3398687","3006950020","07","38","2","BK32","40.655951","-74.007158"
"ALLSTATE INTERIORS FLOORING OF NY INC","Sub-Contractor","1195 Route 208",,"Monroe","NEW YORK","10950","USA","Gus","McGill","Officer","Controller",,"fred","soward","Owner","owner",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"BLUE ICE RESTORATION INC","Sub-Contractor","1808 21 avenue","1F","Astoria","NEW YORK","11105","USA","Roma","Krajewska","Both","owner","Chief Executive Officer","Roma","Krajewski","Owner","Owner",,"Roma","Krajewska","Officer","Principal Officer",,"Roma","Krajewska","Both","Owner","Chief Executive Officer","Roma","Krajevska","Both","owner","Chief Executive Officer","Queens","11105","36","042","4431165","4008960053","01","22","103","QN72","40.783813","-73.916774"
"ALBANY GLASS M&S DOORS","Sub-Contractor","375 Jericho Turnpike",,"Floral Park","NEW YORK","11001","USA","Anna","Rozum","Both","President",,"Anna","Rozum","Owner","President",,"Anna","Rozum","Both","president","Chief Executive Officer","Anna","Rozum","Both","President","Chief Executive Officer","Anna","Rozum","Both","owner","Chief Executive Officer","Queens",,,,,,,,,,,
"AZAR DECORATING INC","Sub-Contractor","48 Bakertown road, Suite 404",,"Monroe","NEW YORK","10950","USA","David","Goldberger","Both","President","Chief Executive Officer","David","Goldberger","Both","owner","Chief Executive Officer","David","Goldberger","Owner","President",,"Sam","Goldberger","Both","President","Chief Executive Officer","Sam","Goldberger","Both","owner","Chief Executive Officer","Out of NYC",,,,,,,,,,,
"TRIBOROUGH","Sub-Contractor","35-00 Farrington Street","1st Floor","Flushing","NEW YORK","11354","USA","Jared","Bohrer","Owner","VP",,"Jared","Bohrer","Officer","Principal",,"Jared","Bohrer","Both","Vice President",,"John","Hsu","Both","President","Chief Executive Officer","Jared","Bohrer","Officer","partner",,"Queens","11354","40","052",,,"07","20","869","QN22","40.764277","-73.831716"
"SNG BRICK & STONE INC","Sub-Contractor","1119 38th St",,"Brooklyn","NEW YORK","11218","USA","Edyta","-","Both","pres",,"Edyta","-","Both","President",,"Gregory","Dec","Both","President",,,,,,,,,,,,"Brooklyn","11218","44","011","3123025","3052910020","12","39","226","BK88","40.643338","-73.989251"
"PAPASIDERO MARBLE AND TILE LLC","Sub-Contractor","28 Wilner Road",,"Somers","NEW YORK","10589","USA","Sal","Papasidero","Both","President",,"Sal","Papasidero","Both",,,"Salavatore","Papasidero","Both","President",,"sal","papasidero","Both","President",,"sal","papasidero","Both","pres",,"Out of NYC",,,,,,,,,,,
"AGRA MASONRY INC","Sub-Contractor","2546 East 13th Street","#F2","Brooklyn","NEW YORK","11235","USA","Maryann","Furman","Owner","President",,"Mary Ann","Furman","Owner","President",,"Mary Ann","Fourman","Both","Ms.",,"Elina","Shumsky","Both","Officer",,"Maryann","Furman","Both","President","Chief Executive Officer","Brooklyn","11235","45","057","3203888","3074330025","15","48","588","BK25","40.588265","-73.956284"
"TOMASO","Sub-Contractor","213-39 35th Avenue",,"Bayside","NEW YORK","11361","USA","Sergio","Guallpa",,"President",,"Sergio","Guallpa","Owner","President",,"Sergio","Guallpa","Both","Owner",,"Sergio","Guallpa","Owner","PRESIDENT",,"Sergio","Guallpa","Both","President","Chief Executive Officer","Queens","11361","26","068","4443782","4061190047","11","19","1097","QN46","40.769043","-73.773486"
"TOMASO","Contractor","213-39 35th Avenue",,"Bayside","NEW YORK","11361","USA","Sergio","Guallpa",,"President",,"Sergio","Guallpa","Owner","President",,"Sergio","Guallpa","Both","Owner",,"Sergio","Guallpa","Owner","PRESIDENT",,"Sergio","Guallpa","Both","President","Chief Executive Officer","Queens","11361","26","068","4443782","4061190047","11","19","1097","QN46","40.769043","-73.773486"
"AJC PLUMBING & HEATING CORP.","Sub-Contractor","3448 75th Street",,"jackson Heights","NEW YORK","11372","USA","Andrzej","Czechowski","Officer","Manager","Chief Executive Officer","ANDREZEJ","CZECHOWSKI","Owner","PRESIDENT",,"Andrew","Czechowski","Owner","president",,"andrew","czechowski","Owner","president",,,,,,,"Queens","11372","34","027","4028974","4012610032","03","25","289","QN28","40.751690","-73.891307"
"BAYSIDE REFRIGERATION","Sub-Contractor","24-26 46th Street",,"AStoria","NEW YORK","11103","USA","gerri","Domenikos","Both","president","Chief Executive Officer","Gerri","domenikos","Owner","president",,,,,,,,,,,,,,,,,"Queens","11103","36","051","4430186","4007180046","01","22","141","QN70","40.767130","-73.905777"
"VA CONSTRUCTION SERVICE","Sub-Contractor","528 Wyona Street",,"Brooklyn","NEW YORK","11207","USA","Adrian","Brathwaite","Officer","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Brooklyn","11207","60","088","3084738","3038080045","05","42","1126","BK85","40.665704","-73.891361"
"STERLING FLOOR DESIGNS LTD","Sub-Contractor","82 Modular Avenue",,"Commack","NEW YORK","11725","USA","Jerry","Herz","Both","Vice President",,"Erik","Herz","Owner","VP",,"Brian","Herz","Both","Vice President",,"Jerry","Herz","Officer","CEO","Chief Executive Officer","Brian","Herz","Officer","VP of Sales",,"Out of NYC",,,,,,,,,,,
"SIGN GUYS NEW YORK CITY, INC.","Sub-Contractor","237 Oack St",,"West Hempstead","NEW YORK","11552","USA","Michael","Emma","Officer","PRESIDENT",,"Michael","Emma","Officer","CEO","Chief Executive Officer","Michael","Emma","Owner","President",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"TAK PLUMBING AND HEATING CORP","Sub-Contractor","133B SUTTON STREET",,"Brooklyn","NEW YORK","11222","USA","Robert","Szaba","Owner","Principal",,"ROBERT","SZABAT","Both","VICE PRESIDENT",,,,,,,,,,,,,,,,,"Brooklyn","11222","50","033",,,"01","33","589","BK76","40.727311","-73.940967"
"STAT FIRE SPRINKLER INC","Contractor","889 S. 2nd Street",,"Ronkonkoma","NEW YORK","11779","USA","Danielle","Sulger","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"GOTHAM DRYWALL, INC.","Sub-Contractor","31-00 47th Avenue","Suite 4110","Long Island City","NEW YORK","11101","USA","Ashley","Finamore","Officer","Controller",,"AMY","Balidemin","Both",,,"John","Fitzpatrick","Officer","Principal",,"Ashley","Finamore","Officer","Officer",,"Abdulla","Darrat","Both","CM",,"Queens","11101","37","025","4003539","4002810001","02","26","199","QN31","40.743060","-73.935652"
"GOTHAM DRYWALL, INC.","Contractor","31-00 47th Avenue","Suite 4110","Long Island City","NEW YORK","11101","USA","Ashley","Finamore","Officer","Controller",,"AMY","Balidemin","Both",,,"John","Fitzpatrick","Officer","Principal",,"Ashley","Finamore","Officer","Officer",,"Abdulla","Darrat","Both","CM",,"Queens","11101","37","025","4003539","4002810001","02","26","199","QN31","40.743060","-73.935652"
"UPRIGHT FIRE PROTECTION","Sub-Contractor","32B East Carl Street",,"Hickville","NEW YORK","11801","USA","Thomas","Coppinge","Officer","Vice President",,"Thomas","Coppinger","Officer","Vice President","Chief Operating Officer","Thomas","Coppinger","Both","Vice President",,"Abdulla","Darrat","Owner","Construction Manager",,"Thomas","Coppinger","Owner","Owner",,"Out of NYC",,,,,,,,,,,
"CUSTOM METALCRAFTERS, INC","Sub-Contractor","16 McKinley Ave",,"Albertson","NEW YORK","11507","USA","Steven","Rosner","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"CUSTOM METALCRAFTERS, INC","Contractor","16 McKinley Ave",,"Albertson","NEW YORK","11507","USA","Steven","Rosner","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"GT MECHANICAL CORP.","Sub-Contractor","2101 Rene Court",,"Ridgewood","NEW YORK","11385","USA","Paul","Brzozwski","Owner","President",,"Paul","Brzozowski","Owner","Owner",,,,,,,,,,,,,,,,,"Queens","11385","37","060","4080197","4033610042","05","34","595","QN20","40.712360","-73.911027"
"ALUMITECH","Sub-Contractor","104-06 150th Street",,"Jamaica","NEW YORK","11435","USA","Julio","Sanguirma","Owner","Owner",,"Julio","Sanguirma","Officer","President","Chief Executive Officer","Julio","Sangurima","Owner","President",,"Julio","Sanguirma","Owner","President",,,,,,,"Queens","11435","32","017","4215063","4100610026","12","28","204","QN61","40.697691","-73.802297"
"COSMOPOLITAN INTERIORS","Sub-Contractor","315 West 33rd Street",,"New York","NEW YORK","10001","USA","Shuja","Maqbool","Owner","PM",,"Shuja","Maqabool","Owner","President",,,,,,,,,,,,,,,,,"Manhattan","10001","75","062","1013552","1007570022","04","03","103","MN13","40.751831","-73.994651"
"DEFALCO CONSTRUCTION INC","Sub-Contractor","178-01 Liberty Avenue",,"Jamaica","NEW YORK","11433","USA","Michael","Falco","Owner","owner",,"Mike","Falco","Owner","owner",,"Mike","Falco","Owner","Owner",,"Mike","Falco","Officer","President",,,,,,,"Queens","11433","29","019","4440201","4103290207","12","27","444","QN61","40.705447","-73.782040"
"CITY GATES","Sub-Contractor","15-20 129th Street",,"College point","NEW YORK","11356","USA","Vincent","Greco","Owner","President",,"Vincent","Greco","Both","President","Chief Executive Officer","Vincent","Greco","Both","owner","Chief Executive Officer","Vincent","Greco","Officer","President",,,,,,,"Queens","11356","27","063","4098491","4040950058","07","19","947","QN23","40.784492","-73.839450"
"LATTY'S GENERAL PLUMBING CONTRACTOR CORP","Contractor","1058 E Gunhill Road",,"Bronx","NEW YORK","10469","USA","Ian","Latty","Both","President","Chief Executive Officer","Ian","Latty","Officer","CEO","Chief Executive Officer",,,,,,,,,,,,,,,,"Bronx","10469","83","021","2057231","2046380029","12","12","370","BX44","40.874369","-73.857020"
"SJ ELECTRIC CORP","Sub-Contractor","228 Merrick Road",,"Lynbrook","NEW YORK","11563","USA","ROBERT","AMABILE","Officer","PRESIDENT",,"Robert","Amabile","Officer","President","Chief Executive Officer","Brian","Kay","Officer","CEO","Chief Executive Officer","Robert","Amabile","Officer","President",,"Jodi","Ficarra","Officer","Mr.","Chief Financial Officer","Out of NYC",,,,,,,,,,,
"QUALITY FACILITY SOLUTIONS","Sub-Contractor","75 Taaffe Place",,"Brooklyn","NEW YORK","11205","USA","Ted","Schonfeldch","Officer","Vice President",,"Ted","Schonfeldch","Owner","owner",,,,,,,,,,,,,,,,,"Brooklyn","11205","50","082","3054190","3018830005","03","33","1237","BK75","40.696724","-73.960695"
"TRISTATE CRANE LLC","Sub-Contractor","201 Snediker Ave",,"Brooklyn","NEW YORK","11207","USA","Saul","Herrera","Both","Member",,"Manuel","Herrera","Officer","Member",,"manuel","herrera","Officer","-",,"Manuel","Herrera","Both","Member","Chief Executive Officer","Manny","Unknown","Both","Unknown",,"Brooklyn","11207","55","061","3326869","3037320001","05","42","1144","BK85","40.670396","-73.901245"
"MOOREGROUP CORPORATION","Sub-Contractor","1 Jefferson Place",,"Baldwin","NEW YORK","11510","USA","Martin","Moore","Owner","President",,"John","Moore","Owner","President",,"-","-","Officer","-",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"A&J PREMIUM CORP.","Sub-Contractor","17 Madison Street",,"Franklin Square","NEW YORK","11010","USA","Wendy","Gonzalez","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"AMB CONSTRUCTION INC.","Sub-Contractor","30 Pekola Terrace",,"Carteret","NEW JERSEY","7008","USA","Bledar","Paja","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ALL QUALITY HOME IMPROVEMENT","Sub-Contractor","168-01 12th Avenue","Apt. 4D","Whitestone","NEW YORK","11357","USA","Constantine","Mavromatis","Owner","President",,"Constantine","Mavromatis","Both","President",,"Constantine","Mavromatis","Officer","President",,,,,,,,,,,,"Queens","11357","26","016","4104354","4046020119","07","19","991","QN49","40.791543","-73.795818"
"L. FRANK URBAN INC.","Contractor","11 Chapin Road Unit B",,"Pine Brook","NEW YORK","7058","USA","LuisFrank","Urban","Owner","President",,"Frank","Urban","Owner","President",,"Luis","Urban","Owner","President",,"Frank","Urban","Both","President",,"Jamie","Modica","Officer","Chief Financial Officer","Chief Financial Officer","Out of NYC",,,,,,,,,,,
"DANEX MARBLE AND TILE INC.","Contractor","17 Kilmer Avenue",,"Dix Hills","NEW YORK","11746","USA","Daniel","Wisniewski","Officer","President",,"Daniel","Wisniewski","Officer","CEO","Chief Executive Officer",,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"CHUTEMASTER ENVIRONMENTAL INC.","Sub-Contractor","1640 VAUXHALL RAOD",,"UNION","NEW YORK","7083","USA","CURTIS","CONDON","Officer","VICE PRESIDENT",,"CRAIG","BERLIN","Officer","PRESIDENT",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"C&L CONCRETE CORP","Sub-Contractor","9 Union Avenue",,"Ronkonkoma","NEW YORK","11779","USA","Luis","Antunes","Owner","owner",,"Luis","Antunes","Officer","CEO","Chief Executive Officer","Patrick","Charon","Both",,,"Patrick","Charon","Officer","Officer",,"Luis","Antunes","Both","President",,"Out of NYC",,,,,,,,,,,
"SARATOGA SECURITY SERVICES INC","Sub-Contractor","248 50th Street",,"Brooklyn","NEW YORK","11220","USA","Ian","Younge","Officer","VP",,"Edgar","Younge","Owner","Owner",,"Ian","Younge","Both","Owner","Chief Executive Officer","Ian","Younge","Officer","President","Chief Executive Officer","Ian","Younge","Officer","Officer",,"Brooklyn","11220","51","066","3013149","3007890026","07","38","20","BK32","40.648429","-74.015853"
"NOKAJ CONSTRUCTION GROUP, INC.","Contractor","25-21 49TH STREET",,"LONG ISLAND CITY","NEW YORK","11103","USA","KEVIN","NOKAJ","Officer","President",,,,,,,,,,,,,,,,,,,,,,"Queens","11103","36","051","4616401","4007450037","01","22","297","QN63","40.764042","-73.904947"
"ECD NY INC","Sub-Contractor","18-27a 42nd street",,"Astoria","NEW YORK","11105","USA","Patrick","Sorrentino","Officer","Officer",,"Barry","MCKENNA","Owner","President",,,,,,,,,,,,,,,,,"Queens","11105","36","055",,,"01","22","12301","QN72","40.778516","-73.896431"
"ECD NY INC","Contractor","18-27a 42nd street",,"Astoria","NEW YORK","11105","USA","Patrick","Sorrentino","Officer","Officer",,"Barry","MCKENNA","Owner","President",,,,,,,,,,,,,,,,,"Queens","11105","36","055",,,"01","22","12301","QN72","40.778516","-73.896431"
"BREEZE NATIONAL INC","Sub-Contractor","843 S. Ocean Ave",,"Freeport","NEW YORK","11520","USA","Toby","Romano","Officer","Chairman of the Board",,"Toby","Romano","Officer","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"L&L PAINTING CO. INC","Contractor","900 South Oyster Bay Road",,"Hicksville","NEW YORK","11801","USA","Michael","Levine","Both","President",,"Michael","Levine","Both","Pres",,"Michael","Levine","Officer","President",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"CENTENNIAL CLOUD LLC.","Sub-Contractor","1273 Ryder Street",,"Brooklyn","NEW YORK","11234","USA",,,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn","11234","41","027","3217196","3078170021","18","45","738","BK58","40.621180","-73.937203"
"NYR CONTRACTING CORP.","Sub-Contractor","80 East Artisan Ave",,"Huntington","NEW YORK","11743","USA","Paul","Blonder","Officer","Manager","Chief Executive Officer","Mona","Blonder","Officer","Manager","Chief Executive Officer","Mona","Blonder","Owner","President",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ROZ-A-LITE ELECTRICAL CONTRACTING, INC.","Sub-Contractor","159 20th Street","401","Brooklyn","NEW YORK","11232","USA","Alex","Rozovsky","Both",,,"Alex","Rozovsky","Both","pres",,,,,,,,,,,,,,,,,"Brooklyn","11232","51","055","3009138","3006360047","07","38","143","BK37","40.663719","-73.995840"
"CASSWAY CONTRACTING CORP","Sub-Contractor","771 Nepperhan Ave",,"Yonkers","NEW YORK","10703","USA","James","Cassidy","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
