"the_geom","job_number","job_type","residflag","nonresflag","job_status","compltyear","permityear","classainit","classaprop","classanet","hotelinit","hotelprop","otherbinit","otherbprop","unitsco","boro","bin","bbl","addressnum","addressst","occ_init","occ_prop","job_desc","datefiled","datepermit","datelstupd","datecomplt","zoningdst1","zoningdst2","zoningdst3","specldst1","specldst2","landmark","floorsinit","floorsprop","enlargemnt","ownership","cenblock10","bctcb2010","bct2010","nta2010","ntaname10","commntydst","councildst","schsubdist","schcommnty","schelmntry","schmiddle","firecmpany","firebattln","firedivsn","policepcnt","pl_firm07","pl_pfirm15","latitude","longitude","geomsource","dcpedited","version","location","bldg_class","centract10","cenblock20","centract20","bctcb2020","bct2020","nta2020","ntaname20","cdta2020","cdtaname20"
"POINT (996562.6200478375 205987.56838959455)","320622199","New Building","Residential",,"5. Completed Construction","2020","2016","0.0","7.0","7.0","0","0","0","0","7.0","3","3064428","3025407504","116","INDIA STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2014-12-24T00:00:00.000","2016-07-22T00:00:00.000","2021-01-13T00:00:00.000","2020-09-02T00:00:00.000","R6B",,,,,,"0.0","4.0",,"Private For-Profit: Individual","360470565002000","30565002000","3056500","BK76","Greenpoint","301","33","14_3","14","44","403","L106","28","11","094",,,"40.7320646142","-73.9555751968","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9555751968 40.7320646142)","R0","36047056500","360470565002000","36047056500","30565002000","3056500","BK0101","Greenpoint","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (986261.2768054307 186429.03171934187)","320622331","Alteration","Residential",,"5. Completed Construction","2018","2015","1.0","1.0","0.0","0","0","0","0","1.0","3","3007777","3004570066","61","SECOND STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2014-12-26T00:00:00.000","2015-07-29T00:00:00.000","2018-02-20T00:00:00.000","2018-02-20T00:00:00.000","R6B",,,,,,"3.0","4.0",,"Private For-Profit: Individual","360470077001003","30077001003","3007700","BK33","Carroll Gardens-Columbia Street-Red Hook","306","39","15_3","15","115","281","E279","32","11","076",,,"40.6783893693","-73.9927502199","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9927502199 40.6783893693)","A5","36047007700","360470077001003","36047007700","30077001003","3007700","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","BK06","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"POINT (1007701.4970482588 191072.94008241594)","320625221","New Building","Residential",,"9. Withdrawn",,,"0.0","19.0","19.0","0","0","0","0","0.0","3","3326194","3033750014","1222","PUTNAM AVENUE","Empty Site","Residential: 3 or More Units (R-2)",,"2015-05-22T00:00:00.000",,"2016-02-19T00:00:00.000",,"R6",,,,,,"0.0","6.0",,"Private For-Profit: Partnership","360470415002001","30415002001","3041500","BK78","Bushwick South","304","37","32_1","32","91","406","L112","37","15","083",,,"40.691105","-73.915436","Lat/Lon geosupport",,"22Q4","POINT (-73.915436 40.691105)","V0","36047041500","360470415002001","36047041500","30415002001","3041500","BK0402","Bushwick (East)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (1006761.6833110899 190934.60374492407)","320625908","New Building","Residential",,"5. Completed Construction","2021","2017","0.0","8.0","8.0","0","0","0","0","8.0","3","3076576","3033490045","65","WOODBINE STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2015-06-26T00:00:00.000","2017-02-21T00:00:00.000","2023-01-10T00:00:00.000","2021-04-29T00:00:00.000","R6",,,,,,"0.0","4.0",,"Private For-Profit: Individual","360470399002001","30399002001","3039900","BK78","Bushwick South","304","34","32_1","32","91","406","L112","37","15","083",,,"40.6907277393","-73.9188254021","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9188254021 40.6907277393)","C1","36047039900","360470399002002","36047039900","30399002002","3039900","BK0402","Bushwick (East)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (988030.317558676 153082.2749221772)","320627363","New Building","Residential",,"1. Filed Application",,,"0.0","6.0","6.0","0","0","0","0","0.0","3","3344407","3069170085","127A","BAY 49 STREET","Empty Site","Residential: 3 or More Units (R-2)","NEW 3-STORY 6-FAMILY DWELLING RESIDENTIAL BUILDING.","2014-09-23T00:00:00.000",,"2015-09-25T00:00:00.000",,"R5",,,,,,"0.0","3.0",,"Private For-Profit: Corporation","360470314004003","30314004003","3031400","BK26","Gravesend","313","47","21_2","21","127","181","L166","43","08","060",,"1","40.586859","-73.986391","Lat/Lon geosupport",,"22Q4","POINT (-73.986391 40.586859)","C3","36047031400","360470314016001","36047031400","30314016001","3031401","BK1301","Gravesend (South)","BK13","BK13 Coney Island-Brighton Beach (CD 13 Approximation)"
"POINT (1003098.6686554998 193919.27100391686)","320627942","New Building","Residential",,"5. Completed Construction","2016","2015","0.0","24.0","24.0","0","0","0","0","24.0","3","3072211","3031710030","82","JEFFERSON STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2014-09-26T00:00:00.000","2015-06-03T00:00:00.000","2016-11-21T00:00:00.000","2016-11-21T00:00:00.000","R6",,,,,,"0.0","5.0",,"Private For-Profit: Other","360470391002003","30391002003","3039100","BK78","Bushwick South","304","34","32_2","32","78","302","E218","28","11","083",,,"40.6989285167","-73.9320256996","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9320256996 40.6989285167)","D1","36047039100","360470391002002","36047039100","30391002002","3039100","BK0401","Bushwick (West)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (997754.5855116695 159097.77437408268)","320711128","Alteration","Residential",,"5. Completed Construction","2018","2014","1.0","1.0","0.0","0","0","0","0","1.0","3","3197068","3072990018","2022","EAST 21 STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2013-02-11T00:00:00.000","2014-03-19T00:00:00.000","2018-08-21T00:00:00.000","2018-08-21T00:00:00.000","R3-2",,,,,,"2.0","3.0","Horizontal and Vertical","Private For-Profit: Individual","360470560001003","30560001003","3056000","BK44","Madison","315","48","22_3","22","7","187","E276","33","15","061",,,"40.6033608556","-73.9513682848","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9513682848 40.6033608556)","A1","36047056000","360470560001003","36047056000","30560001003","3056000","BK1502","Madison","BK15","BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation)"
"POINT (988780.0499830842 165543.5659444183)","320712494","Alteration","Residential",,"5. Completed Construction","2022","2013","3.0","2.0","-1.0","0","0","0","0","2.0","3","3131553","3055060071","1913","59 STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2013-01-31T00:00:00.000","2013-11-14T00:00:00.000","2022-09-21T00:00:00.000","2022-09-21T00:00:00.000","R5",,,,,,"3.0","3.0",,"Private For-Profit: Individual","360470468001003","30468001003","3046800","BK88","Borough Park","312","44","20_3","20","221","351","E247","40","08","066",,,"40.6210623598","-73.983683351","BIN DOB buildingfootprints",,"22Q4","POINT (-73.983683351 40.6210623598)","B2","36047046800","360470468001000","36047046800","30468001000","3046800","BK1204","Mapleton-Midwood (West)","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (1002700.3338222504 194196.80489766598)","320717140","New Building","Residential",,"5. Completed Construction","2019","2015","0.0","468.0","468.0","0","0","0","0","468.0","3","3426367","3031520048","123","MELROSE STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2014-10-07T00:00:00.000","2015-06-10T00:00:00.000","2020-12-02T00:00:00.000","2019-06-18T00:00:00.000","R6A","R7A",,,,,"0.0","9.0",,"Private For-Profit: Partnership","360470391001002","30391001002","3039100","BK78","Bushwick South","304","34","32_2","32","78","302","E218","28","11","083",,,"40.6996911213","-73.9334614905","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9334614905 40.6996911213)","D6","36047039100","360470391001002","36047039100","30391001002","3039100","BK0401","Bushwick (West)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (996334.6175510883 207399.95828133821)","320723080","New Building","Residential",,"5. Completed Construction","2015","2013","0.0","7.0","7.0","0","0","0","0","7.0","3","3427052","3024870056","95","DUPONT STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2013-06-07T00:00:00.000","2013-11-14T00:00:00.000","2016-03-08T00:00:00.000","2015-12-22T00:00:00.000","R6B",,,,,,"0.0","4.0",,"Private For-Profit: Partnership","360470563002002","30563002002","3056300","BK76","Greenpoint","301","33","14_3","14","44","403","L106","28","11","094",,,"40.7359415921","-73.9563953354","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9563953354 40.7359415921)","C1","36047056300","360470563012000","36047056300","30563012000","3056301","BK0101","Greenpoint","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1006510.9738387614 184734.89206300676)","320739411","New Building","Residential",,"5. Completed Construction","2015","2013","0.0","7.0","7.0","0","0","0","0","7.0","3","3420446","3014510048","414","HOWARD AVENUE","Empty Site","Residential: 3 or More Units (R-2)",,"2013-05-16T00:00:00.000","2013-07-01T00:00:00.000","2017-09-01T00:00:00.000","2015-07-09T00:00:00.000","R6",,,,,,"0.0","4.0",,"Government, City: Corporation","360470303002004","30303002004","3030300","BK79","Ocean Hill","316","41","23_2","16","47","248","L176","44","15","073",,,"40.6737115797","-73.9197499276","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9197499276 40.6737115797)","C1","36047030300","360470303002004","36047030300","30303002004","3030300","BK1601","Ocean Hill","BK16","BK16 Ocean Hill-Brownsville (CD 16 Approximation)"
"POINT (989141.4196671695 163391.24610209465)","320770983","Alteration","Residential",,"5. Completed Construction","2015","2014","1.0","2.0","1.0","0","0","0","0","2.0","3","3133683","3055500016","2130","64 STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)","CONVERT EXISTING ONE (1) FAMILY TO TWO (2) FAMILY.PLUMBING &amp; PARTITION WORKS AT CELLAR, 1ST FLOOR THRU ROOF AS PER PLAN. ERECT NEW DECK.  OBTAIN NEW CERTIFICATE OF OCCUPANCY.","2013-10-08T00:00:00.000","2014-02-26T00:00:00.000","2015-01-07T00:00:00.000","2015-01-07T00:00:00.000","R5",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360470254001002","30254001002","3025400","BK28","Bensonhurst West","311","47","20_3","20","220","194","L172","42","08","062",,,"40.6151544962","-73.9823831888","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9823831888 40.6151544962)","B3","36047025400","360470254001002","36047025400","30254001002","3025400","BK1101","Bensonhurst","BK11","BK11 Bensonhurst-Bath Beach (CD 11 Approximation)"
"POINT (987476.4246375859 168041.5999903381)","320771759","New Building","Residential",,"9. Withdrawn",,,"0.0","3.0","3.0","0","0","0","0","0.0","3","3328493","3054850007","5407","16 AVENUE","Empty Site","Residential: 3 or More Units (R-2)",,"2013-06-27T00:00:00.000",,"2014-02-04T00:00:00.000",,"R6",,,,,,"0.0","4.0",,"Private For-Profit: Corporation","360470470002000","30470002000","3047000","BK88","Borough Park","312","44","20_3","20","228","351","E247","40","08","066",,,"40.6279195124","-73.988378061","BIN DOB buildingfootprints",,"22Q4","POINT (-73.988378061 40.6279195124)","M1","36047047000","360470470002000","36047047000","30470002000","3047000","BK1202","Borough Park","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (989320.4291516691 186572.15971392393)","320783997","New Building","Residential",,"2. Approved Application",,,"0.0","2.0","2.0","0","0","0","0","0.0","3","3019316","3009460001","639","DEGRAW STREET","Empty Site","Residential: 1-2 Family Houses (R-3)","FOUR STORY AND PENTHOUSE. NEW BUILDING.","2013-07-18T00:00:00.000",,"2015-06-29T00:00:00.000",,"R8A",,,,,,"0.0","4.0",,"Private For-Profit: Individual","360470131002001","30131002001","3013100","BK37","Park Slope-Gowanus","306","39","13_1","13","233","283","E226","31","11","078",,,"40.678781","-73.981721","Lat/Lon geosupport",,"22Q4","POINT (-73.981721 40.678781)","V1","36047013100","360470131002001","36047013100","30131002001","3013100","BK0602","Park Slope","BK06","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"POINT (984364.6765960008 170032.9723199159)","320817933","Demolition","Residential",,"5. Completed Construction","2014","2014","3.0","0.0","-3.0","0","0","0","0","0.0","3","3139708","3056820066","1131","56 STREET","Residential: Not Specified (RES)","Empty Site","DEMOLITION OF EXISTING HOUSE STRUCTURE.","2013-12-09T00:00:00.000","2014-06-12T00:00:00.000","2017-04-07T00:00:00.000","2014-06-12T00:00:00.000","R5",,,,,,"3.0","0.0",,"Private For-Profit: Individual","360470216002000","30216002000","3021600","BK88","Borough Park","312","44","20_2","20","228","219","E247","40","08","066",,,"40.6333859964","-73.9995882793","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9995882793 40.6333859964)","A1","36047021600","360470216002000","36047021600","30216002000","3021600","BK1202","Borough Park","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (1014523.425005421 184916.03408917785)","320819708","Alteration","Residential","Non-Residential","3. Permitted for Construction",,"2015","0.0","3.0","3.0","0","0","0","0","0.0","3","3426956","3039770032","531","GLENMORE AVENUE","Commercial: Not Specified (COM)","Residential: 3 or More Units (R-2)",,"2014-06-03T00:00:00.000","2015-05-19T00:00:00.000","2023-01-06T00:00:00.000",,"R5B",,,,,,"1.0","3.0","Horizontal and Vertical","Private For-Profit: Partnership","360471152001002","31152001002","3115200","BK82","East New York","305","37","19_2","19","196","410","L175","44","15","075",,,"40.674185","-73.890864","Lat/Lon geosupport",,"22Q4","POINT (-73.890864 40.674185)","C0","36047115200","360471152001002","36047115200","31152001002","3115200","BK0502","East New York (North)","BK05","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"POINT (983759.511139676 159891.54181541502)","B00620549","New Building","Residential",,"1. Filed Application",,,"0.0","5.0","5.0","0","0","0","0","0.0","3","3166695","3063710035","33","BAY 20 STREET","Empty Site",,"NEW 4 STORY RESIDENTIAL BUILDING WITH FIVE DWELLING UNITS.","2021-11-05T00:00:00.000",,"2023-02-08T00:00:00.000",,,,,,,,"0.0","0.0",,"Private For-Profit: Individual","360470278002004","30278002004","3027800","BK28","Bensonhurst West","311","47","20_3","20","819","191","E243","42","08","062",,,"40.6055498609","-74.0017678624","BIN DOB buildingfootprints",,"22Q4","POINT (-74.0017678624 40.6055498609)","Other","36047027800","360470278002004","36047027800","30278002004","3027800","BK1101","Bensonhurst","BK11","BK11 Bensonhurst-Bath Beach (CD 11 Approximation)"
"POINT (994633.482501924 168861.71941308677)","320856935","Alteration","Residential",,"3. Permitted for Construction",,"2015","3.0","3.0","0.0","0","0","0","0","0.0","3","3179078","3066910075","1419","AVENUE H","Residential: 3 or More Units (J-0)","Residential: 3 or More Units (R-2)",,"2014-11-12T00:00:00.000","2015-05-28T00:00:00.000","2021-09-03T00:00:00.000",,"R2",,,,,,"3.0","3.0",,"Private For-Profit: Individual","360470528001005","30528001005","3052800","BK42","Flatbush","314","45","22_1","22","14","211","E281","41","15","070",,,"40.6301650702","-73.9625930872","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9625930872 40.6301650702)","C0","36047052800","360470528001002","36047052800","30528001002","3052800","BK1402","Flatbush (West)-Ditmas Park-Parkville","BK14","BK14 Flatbush-Midwood (CD 14 Approximation)"
"POINT (1019369.3703660071 187591.7583965063)","320859399","Alteration","Residential","Non-Residential","5. Completed Construction","2022","2014","1.0","0.0","-1.0","0","0","0","0","0.0","3","3327220","3041450001","3325","ATLANTIC AVENUE","Storage: Moderate Hazard (B-1)","Storage: Moderate Hazard (S-1)",,"2014-01-16T00:00:00.000","2014-09-23T00:00:00.000","2014-10-29T00:00:00.000","2022-12-01T00:00:00.000","C8-2","R5",,,,,"4.0","4.0",,"Private For-Profit: Other","360471178001001","31178001001","3117800","BK83","Cypress Hills-City Line","305","37","19_1","19","206","411","E236","39","15","075",,,"40.6815113546","-73.8733801675","BIN DOB buildingfootprints",,"22Q4","POINT (-73.8733801675 40.6815113546)","E7","36047117800","360471178001001","36047117800","31178001001","3117800","BK0501","Cypress Hills","BK05","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"POINT (990159.556410417 175338.46105276048)","320862526","Alteration","Residential","Non-Residential","5. Completed Construction","2015","2014","0.0","0.0","0.0","0","0","15","8","8.0","3","3123973","3053160001","3002","FORT HAMILTON PARKWAY","Assembly: Other (PUB)","Unknown (E)",,"2014-04-28T00:00:00.000","2014-07-08T00:00:00.000","2015-07-21T00:00:00.000","2015-07-21T00:00:00.000","R5",,,"OP",,,"4.0","4.0",,"Private Non-Profit: Other","360470500001003","30500001003","3050000","BK40","Windsor Terrace","307","39","15_1","15","104","220","E240","48","11","072",,,"40.6479464585","-73.9787055341","BIN DOB buildingfootprints","hotel_prop/hotel_init/classa_prop/otherb_init/otherb_prop/classa_init","22Q4","POINT (-73.9787055341 40.6479464585)","W2","36047050000","360470500011003","36047050000","30500011003","3050001","BK0701","Windsor Terrace-South Slope","BK07","BK07 Sunset Park-Windsor Terrace (CD 7 Approximation)"
"POINT (944528.550887838 168331.0367474258)","520291336","Demolition","Residential",,"5. Completed Construction","2017","2017","1.0","0.0","-1.0","0","0","0","0","0.0","5","5026279","5011320042","479","VILLA AVENUE","Residential: Not Specified (RES)","Empty Site",,"2017-02-21T00:00:00.000","2017-04-19T00:00:00.000","2017-09-01T00:00:00.000","2017-04-19T00:00:00.000","R3A",,,,,,"1.0","0.0",,"Private For-Profit: Individual","360850247001000","50247001000","5024700","SI28","Port Richmond","501","49","31_4","31","277","362","L080","22","08","121",,,"40.6286254832","-74.1431018313","BIN DOB buildingfootprints",,"22Q4","POINT (-74.1431018313 40.6286254832)","A1","36085024700","360850247001000","36085024700","50247001000","5024700","SI0106","Port Richmond","SI01","SI01 North Shore (CD 1 Equivalent)"
"POINT (997412.3857367635 184088.41861842573)","320876254","Alteration","Residential",,"9. Withdrawn",,,"6.0","6.0","0.0","0","0","0","0","0.0","3","3031901","3012470073","771","ST JOHNS PLACE","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)","ALTERATION HEREBY FILED FOR APARTMENT RE-ARRANGEMENT AS SHOWN ON PLANS.","2013-09-17T00:00:00.000",,"2013-11-18T00:00:00.000",,"R6",,,,,,"3.0","3.0",,"Private For-Profit: Individual","360470317023000","30317023000","3031702","BK61","Crown Heights North","308","35","17_1","17","157","270","E280","38","15","077",,,"40.6719553568","-73.9525518805","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9525518805 40.6719553568)","C2","36047031702","360470317023000","36047031702","30317023000","3031702","BK0802","Crown Heights (North)","BK08","BK08 Crown Heights (North) (CD 8 Approximation)"
"POINT (995738.8953173459 195108.06587041914)","320879475","Alteration","Residential","Non-Residential","5. Completed Construction","2016","2014","0.0","7.0","7.0","0","0","0","0","7.0","3","3060516","3022110001","639","BEDFORD AVENUE","Commercial: Not Specified (COM)","Residential: 3 or More Units (R-2)",,"2013-10-10T00:00:00.000","2014-10-31T00:00:00.000","2016-04-05T00:00:00.000","2016-04-05T00:00:00.000","R6",,,,,,"1.0","4.0","Horizontal and Vertical","Private For-Profit: Partnership","360470533003001","30533003001","3053300","BK72","Williamsburg","301","33","14_1","14","33","305","E211","31","11","090",,,"40.7022040952","-73.9585659165","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9585659165 40.7022040952)","D7","36047053300","360470533003001","36047053300","30533003001","3053300","BK0103","South Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1001912.8508171737 190030.90214025974)","320900076","New Building","Residential",,"9. Withdrawn",,,"0.0","3.0","3.0","0","0","0","0","0.0","3","3044492","3016290139","606","QUINCY STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2017-01-11T00:00:00.000",,"2017-05-18T00:00:00.000",,"R6B",,,,,,"0.0","3.0",,"Private For-Profit: Corporation","360470277001000","30277001000","3027700","BK35","Stuyvesant Heights","303","36","16_2","16","75","293","E214","37","15","081",,,"40.6882582911","-73.9363124203","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9363124203 40.6882582911)","B3","36047027700","360470277001000","36047027700","30277001000","3027700","BK0302","Bedford-Stuyvesant (East)","BK03","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"POINT (997378.1403984278 205554.90193209052)","320908201","New Building","Residential",,"5. Completed Construction","2019","2016","0.0","5.0","5.0","0","0","0","0","5.0","3","3425402","3025597503","198A","KENT STREET","Empty Site","Residential: 3 or More Units (R-2)","THIS APPLICATION IS FILED TO BUILD 5 FAMILY RESIDENCE,4 STORY BUILDING WITH PENTHOUSE.","2015-07-14T00:00:00.000","2016-12-07T00:00:00.000","2020-08-05T00:00:00.000","2019-09-30T00:00:00.000","R6B",,,,,,"0.0","4.0",,"Private For-Profit: Corporation","360470575003002","30575003002","3057500","BK76","Greenpoint","301","33","14_3","14","44","403","L106","28","11","094",,,"40.7308758784","-73.9526334906","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9526334906 40.7308758784)","R0","36047057500","360470575003002","36047057500","30575003002","3057500","BK0101","Greenpoint","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1009917.6756867617 184544.07748401165)","320912134","New Building","Residential",,"3. Permitted for Construction",,"2019","0.0","19.0","19.0","0","0","0","0","0.0","3","3083402","3036750005","253","MOTHER GASTON BOULEVARD","Empty Site","Residential: 3 or More Units (R-2)",,"2018-04-16T00:00:00.000","2019-11-13T00:00:00.000","2020-01-17T00:00:00.000",,"R7A",,,,,,"0.0","6.0",,"Private For-Profit: Partnership","360470908001005","30908001005","3090800","BK81","Brownsville","316","37","23_1","23","47","245","L120","44","15","073",,,"40.6731786148","-73.9074693948","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9074693948 40.6731786148)","D1","36047090800","360470908001006","36047090800","30908001006","3090800","BK1602","Brownsville","BK16","BK16 Ocean Hill-Brownsville (CD 16 Approximation)"
"POINT (997830.0932346731 194794.7820481658)","320914953","New Building","Residential",,"3. Permitted for Construction",,"2016","0.0","1.0","1.0","0","0","0","0","0.0","3","3424165","3022450062","45","WALTON STREET","Empty Site","Residential: 1-2 Family Houses (R-3)",,"2014-07-14T00:00:00.000","2016-09-22T00:00:00.000","2019-05-07T00:00:00.000",,"R7A",,,,,,"0.0","3.0",,"Private For-Profit: Individual","360470509002005","30509002005","3050900","BK72","Williamsburg","301","33","14_1","14","33","306","E230","57","11","090",,,"40.7013412427","-73.9510244935","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9510244935 40.7013412427)","V1","36047050900","360470509002004","36047050900","30509002004","3050900","BK0103","South Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (986448.8305641711 195379.25692908466)","320375214","New Building","Residential",,"5. Completed Construction","2014","2012","0.0","290.0","290.0","0","0","0","0","290.0","3","3398406","3000367504","60","WATER STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2012-06-26T00:00:00.000","2012-12-06T00:00:00.000","2022-04-28T00:00:00.000","2014-11-25T00:00:00.000","M1-2","R8",,,,"Yes","0.0","17.0",,"Private For-Profit: Partnership","360470021001003","30021001003","3002100","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","302","33","13_2","13","249","291","E205","32","11","084","1","1","40.702955635","-73.992071116","BIN DOB buildingfootprints",,"22Q4","POINT (-73.992071116 40.702955635)","R0","36047002100","360470021001009","36047002100","30021001009","3002100","BK0202","Downtown Brooklyn-DUMBO-Boerum Hill","BK02","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"POINT (993332.3768364191 156632.20417401195)","320707437","Demolition","Residential",,"5. Completed Construction","2013","2013","1.0","0.0","-1.0","0","0","0","0","0.0","3","3192963","3071310062","2193","EAST 4 STREET","Residential: Not Specified (RES)","Empty Site","DEMOLITION OF EXISTING HOUSE STRUCTURE","2013-01-18T00:00:00.000","2013-04-04T00:00:00.000","2013-06-05T00:00:00.000","2013-04-04T00:00:00.000","R4",,,"OP",,,"2.0","0.0",,"Private For-Profit: Other","360470394003002","30394003002","3039400","BK25","Homecrest","315","47","21_2","21","137","192","E254","33","15","061",,,"40.596599","-73.967297","Lat/Lon geosupport",,"22Q4","POINT (-73.967297 40.596599)","A3","36047039400","360470394003003","36047039400","30394003003","3039400","BK1501","Gravesend (East)-Homecrest","BK15","BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation)"
"POINT (1000696.7069240063 185910.96090508997)","320939829","Demolition","Residential",,"5. Completed Construction","2014","2014","2.0","0.0","-2.0","0","0","0","0","0.0","3","3030196","3012100015","1480","PACIFIC STREET","Residential: Not Specified (RES)","Empty Site",,"2014-04-08T00:00:00.000","2014-09-10T00:00:00.000","2015-01-23T00:00:00.000","2014-09-10T00:00:00.000","R6",,,,,,"3.0","0.0",,"Private For-Profit: Individual","360470311003001","30311003001","3031100","BK61","Crown Heights North","308","36","17_1","17","158","270","E234","38","15","077",,,"40.676952334","-73.9407076673","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9407076673 40.676952334)","C1","36047031100","360470311003003","36047031100","30311003003","3031100","BK0802","Crown Heights (North)","BK08","BK08 Crown Heights (North) (CD 8 Approximation)"
"POINT (1003260.3140015006 193734.33535017073)","320313415","New Building","Residential",,"5. Completed Construction","2015","2012","0.0","3.0","3.0","0","0","0","0","3.0","3","3072450","3031830031","62","TROUTMAN STREET","Empty Site","Residential: 3 or More Units (R-2)","ERECT NEW THREE STORY, THREE FAMILY DWELLING. SEE SECTION 24","2011-05-25T00:00:00.000","2012-08-02T00:00:00.000","2015-04-10T00:00:00.000","2015-04-10T00:00:00.000","R6",,,,,,"0.0","3.0",,"Government, City: HPD","360470391002004","30391002004","3039100","BK78","Bushwick South","304","34","32_2","32","78","302","E218","28","11","083",,,"40.6984205653","-73.9314432647","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9314432647 40.6984205653)","C0","36047039100","360470391002003","36047039100","30391002003","3039100","BK0401","Bushwick (West)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (1010661.3700655103 171617.20307533443)","320840426","New Building","Residential",,"1. Filed Application",,,"0.0","2.0","2.0","0","0","0","0","0.0","3","3398426","3080400043","8818","AVENUE J","Empty Site","Residential: 1-2 Family Houses (R-3)","PROPOSED NEW BUILDING APPLICATION THREE STY AND CELLAR TWO FAMILY DUPLEX. ONE ZONING LOT 7 TAX LOTS 8818 AVENUE J BROOKLYN NY 11236","2013-10-31T00:00:00.000",,"2013-11-07T00:00:00.000",,"R5B",,,,,,"0.0","3.0",,"Private For-Profit: Individual","360470994001002","30994001002","3099400","BK50","Canarsie","318","46","18_2","18","170","228","L170","58","15","069",,,"40.637695","-73.904839","Lat/Lon geosupport",,"22Q4","POINT (-73.904839 40.637695)","V0","36047099400","360470994001002","36047099400","30994001002","3099400","BK1803","Canarsie","BK18","BK18 Canarsie-Flatlands (CD 18 Approximation)"
"POINT (996516.9095093459 207141.10118751228)","320978000","New Building","Residential",,"3. Permitted for Construction",,"2018","0.0","7.0","7.0","0","0","0","0","0.0","3","3063828","3024950052","129","EAGLE STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2014-09-24T00:00:00.000","2018-05-29T00:00:00.000","2020-07-09T00:00:00.000",,"R6B",,,,,,"0.0","4.0",,"Private For-Profit: Partnership","360470563002003","30563002003","3056300","BK76","Greenpoint","301","33","14_3","14","44","403","L106","28","11","094",,,"40.7352308422","-73.9557380252","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9557380252 40.7352308422)","V0","36047056300","360470563012001","36047056300","30563012001","3056301","BK0101","Greenpoint","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
