"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","ratecodeid","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","total_amount","pickup_location","dropoff_location"
"VTS","2009-06-15T23:50:00.000","2009-06-16T00:07:00.000","1","10.35","-73.980052999999998","40.750162000000003",,,"-73.826577999999998","40.712359999999997","Credit","23.699999999999999","0.5",,"5","4.1500000000000004","33.350000000000001","POINT (-73.980053 40.750162)","POINT (-73.826578 40.71236)"
"CMT","2009-05-05T13:11:05.000","2009-05-05T13:17:16.000","1","0.40000000000000002","-73.990819999999999","40.749119999999998",,"0","-73.983565999999996","40.747103000000003","Credit","4.9000000000000004","0",,"1","0","5.9000000000000004","POINT (-73.99082 40.74912)","POINT (-73.983566 40.747103)"
"VTS","2009-05-09T20:21:00.000","2009-05-09T20:27:00.000","2","1.3300000000000001","-73.977154999999996","40.779730000000001",,,"-73.989260000000002","40.763015000000003","CASH","6.0999999999999996","0.5",,"0","0","6.5999999999999996","POINT (-73.977155 40.77973)","POINT (-73.98926 40.763015)"
"CMT","2009-03-12T19:08:56.000","2009-03-12T19:27:39.000","1","4.0999999999999996","0","0",,"0","0","0","Cash","13.9","0",,"0","0","13.9","POINT (0 0)","POINT (0 0)"
"VTS","2009-05-21T23:29:00.000","2009-05-21T23:45:00.000","1","3.9500000000000002","-73.992397999999994","40.715127000000003",,,"-73.932590000000005","40.697502","Credit","12.9","0.5",,"2","0","15.4","POINT (-73.992398 40.715127)","POINT (-73.93259 40.697502)"
"DDS","2009-12-24T16:12:46.000","2009-12-24T16:23:39.000","1","1.7","-73.970428999999996","40.758862999999998",,,"-73.981325999999996","40.773519","CASH","8.0999999999999996","1",,"0","0","9.5999999999999996","POINT (-73.970429 40.758863)","POINT (-73.981326 40.773519)"
"VTS","2009-02-18T14:23:00.000","2009-02-18T14:40:00.000","1","2.6200000000000001","-73.984144999999998","40.759377999999998",,,"-73.954336999999995","40.773130000000002","Credit","10.9","0",,"2","0","12.9","POINT (-73.984145 40.759378)","POINT (-73.954337 40.77313)"
"CMT","2009-08-24T10:13:55.000","2009-08-24T10:26:37.000","1","1.7","-73.974069","40.764051000000002",,"0","-73.993737999999993","40.751331","Cash","8.5","0",,"0","0","8.5","POINT (-73.974069 40.764051)","POINT (-73.993738 40.751331)"
"CMT","2009-06-12T06:19:50.000","2009-06-12T06:31:25.000","3","2.8999999999999999","-73.994213000000002","40.751184000000002",,"0","-73.958669","40.764065000000002","Cash","9.6999999999999993","0",,"0","0","9.6999999999999993","POINT (-73.994213 40.751184)","POINT (-73.958669 40.764065)"
"CMT","2009-07-19T17:52:42.000","2009-07-19T18:07:24.000","1","2.3999999999999999","-73.991876000000005","40.735070999999998",,"0","-73.985964999999993","40.762310999999997","Cash","9.6999999999999993","0",,"0","0","9.6999999999999993","POINT (-73.991876 40.735071)","POINT (-73.985965 40.762311)"
"CMT","2009-02-04T20:14:43.000","2009-02-04T20:55:10.000","1","18.600000000000001","-73.977930000000001","40.757389000000003",,,"-73.984886000000003","40.588597999999998","Cash","43.799999999999997","0",,"0","0","43.799999999999997","POINT (-73.97793 40.757389)","POINT (-73.984886 40.588598)"
"VTS","2009-12-23T18:50:00.000","2009-12-23T18:55:00.000","1","1.6599999999999999","-73.973872999999998","40.779024999999997",,,"-73.969553000000005","40.797846999999997","CASH","6.0999999999999996","1","0.5","0","0","7.5999999999999996","POINT (-73.973873 40.779025)","POINT (-73.969553 40.797847)"
"VTS","2009-10-23T20:09:00.000","2009-10-23T20:33:00.000","5","9.75","-73.967856999999995","40.753791999999997",,,"-73.862165000000005","40.768656999999997","CASH","24.100000000000001","0.5",,"0","4.5700000000000003","29.170000000000002","POINT (-73.967857 40.753792)","POINT (-73.862165 40.768657)"
"CMT","2009-08-05T11:41:21.000","2009-08-05T11:48:39.000","1","1","-73.983558000000002","40.739075",,"0","-74.001643999999999","40.746637","Cash","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-73.983558 40.739075)","POINT (-74.001644 40.746637)"
"VTS","2009-07-16T20:32:00.000","2009-07-16T20:55:00.000","1","3.4900000000000002","-73.987942000000004","40.750051999999997",,,"-73.950085000000001","40.779800000000002","Credit","14.1","0.5",,"3","0","17.600000000000001","POINT (-73.987942 40.750052)","POINT (-73.950085 40.7798)"
"VTS","2009-01-14T18:54:00.000","2009-01-14T19:05:00.000","1","2.8199999999999998","-73.969466999999995","40.753638000000002",,,"-73.998058","40.723990000000001","CASH","10.9","1",,"0","0","11.9","POINT (-73.969467 40.753638)","POINT (-73.998058 40.72399)"
"CMT","2009-03-21T12:02:21.000","2009-03-21T12:09:29.000","2","0.90000000000000002","-73.994440999999995","40.750853999999997",,"0","-73.986019999999996","40.759822999999997","Cash","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-73.994441 40.750854)","POINT (-73.98602 40.759823)"
"DDS","2009-08-13T17:29:15.000","2009-08-13T18:07:28.000","1","7.2000000000000002","-73.986372000000003","40.760406000000003",,,"-73.981657999999996","40.670734000000003","CASH","24.100000000000001","1",,"0","0","25.100000000000001","POINT (-73.986372 40.760406)","POINT (-73.981658 40.670734)"
"VTS","2009-01-31T12:31:00.000","2009-01-31T12:38:00.000","1","1.7","-74.009074999999996","40.713662999999997",,,"-73.996612999999996","40.732424999999999","CASH","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-74.009075 40.713663)","POINT (-73.996613 40.732425)"
"CMT","2009-05-27T21:30:52.000","2009-05-27T21:35:15.000","1","1.1000000000000001","-74.006558999999996","40.751182",,"0","-73.993374000000003","40.757100999999999","Credit","4.9000000000000004","0",,"1.0800000000000001","0","5.9800000000000004","POINT (-74.006559 40.751182)","POINT (-73.993374 40.757101)"
"VTS","2009-06-18T15:55:00.000","2009-06-18T16:03:00.000","1","0.89000000000000001","-73.950653000000003","40.775302000000003",,,"-73.960832999999994","40.775582","CASH","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-73.950653 40.775302)","POINT (-73.960833 40.775582)"
"CMT","2009-10-03T19:20:21.000","2009-10-03T19:41:58.000","1","9.6999999999999993","-73.994225","40.751120999999998",,"0","-73.925126000000006","40.868085000000001","Cash","24.100000000000001","0",,"0","0","24.100000000000001","POINT (-73.994225 40.751121)","POINT (-73.925126 40.868085)"
"CMT","2009-03-16T18:35:13.000","2009-03-16T18:39:21.000","1","0.59999999999999998","0","0",,"0","0","0","Cash","5.5","0",,"0","0","5.5","POINT (0 0)","POINT (0 0)"
"VTS","2009-04-20T12:58:00.000","2009-04-20T13:06:00.000","1","0.70999999999999996","-73.971716999999998","40.757176999999999",,,"-73.981876999999997","40.756239999999998","CASH","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-73.971717 40.757177)","POINT (-73.981877 40.75624)"
"CMT","2009-07-26T15:43:24.000","2009-07-26T15:55:23.000","1","2.2999999999999998","-73.992024999999998","40.724773999999996",,"0","-73.993055999999996","40.752031000000002","Credit","8.9000000000000004","0",,"3","0","11.9","POINT (-73.992025 40.724774)","POINT (-73.993056 40.752031)"
"CMT","2009-05-16T17:52:23.000","2009-05-16T18:04:00.000","1","2","-73.967648999999994","40.788055999999997",,"0","-73.972119000000006","40.765625","Credit","8.5","0",,"1","0","9.5","POINT (-73.967649 40.788056)","POINT (-73.972119 40.765625)"
"VTS","2009-11-03T22:55:00.000","2009-11-03T23:00:00.000","5","1.29","-73.988815000000002","40.763593",,,"-74.000534999999999","40.747692000000001","CASH","5.2999999999999998","0.5","0.5","0","0","6.2999999999999998","POINT (-73.988815 40.763593)","POINT (-74.000535 40.747692)"
"CMT","2009-04-09T07:38:18.000","2009-04-09T07:48:14.000","1","1.6000000000000001","-73.994279000000006","40.751005999999997",,"0","-73.983125000000001","40.770907999999999","Cash","7.2999999999999998","0",,"0","0","7.2999999999999998","POINT (-73.994279 40.751006)","POINT (-73.983125 40.770908)"
"VTS","2009-03-07T00:12:00.000","2009-03-07T00:15:00.000","1","0.17999999999999999","-73.990477999999996","40.756211999999998",,,"-73.990477999999996","40.756211999999998","Credit","75","0",,"0","8","83","POINT (-73.990478 40.756212)","POINT (-73.990478 40.756212)"
"CMT","2009-07-19T22:15:26.000","2009-07-19T22:30:36.000","1","4.2000000000000002","-73.983790999999997","40.766981000000001",,"0","-73.917490000000001","40.760772000000003","Cash","12.5","0",,"0","0","12.5","POINT (-73.983791 40.766981)","POINT (-73.91749 40.760772)"
"VTS","2009-01-23T07:15:00.000","2009-01-23T07:29:00.000","3","2.6800000000000002","-73.950847999999993","40.77908",,,"-73.980153000000001","40.759472000000002","CASH","10.1","0",,"0","0","10.1","POINT (-73.950848 40.77908)","POINT (-73.980153 40.759472)"
"VTS","2009-06-03T12:02:00.000","2009-06-03T12:09:00.000","1","1.05","-73.984264999999994","40.754562",,,"-73.968622999999994","40.750974999999997","CASH","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-73.984265 40.754562)","POINT (-73.968623 40.750975)"
"CMT","2009-01-19T10:28:44.000","2009-01-19T10:35:17.000","1","0.90000000000000002","-73.981378000000007","40.741438000000002",,,"-73.978099999999998","40.751950000000001","Cash","5.2999999999999998","0",,"0","0","5.2999999999999998","POINT (-73.981378 40.741438)","POINT (-73.9781 40.75195)"
"CMT","2009-08-25T14:13:12.000","2009-08-25T14:26:07.000","1","1.3999999999999999","-73.993466999999995","40.752284000000003",,"0","-73.975230999999994","40.758316000000001","Cash","8.0999999999999996","0",,"0","0","8.0999999999999996","POINT (-73.993467 40.752284)","POINT (-73.975231 40.758316)"
"CMT","2009-06-08T07:08:55.000","2009-06-08T07:42:41.000","1","13","-73.863792000000004","40.769758000000003",,"0","-74.001248000000004","40.756174999999999","Cash","32.100000000000001","0",,"0","4.1500000000000004","36.25","POINT (-73.863792 40.769758)","POINT (-74.001248 40.756175)"
"VTS","2009-09-02T14:30:00.000","2009-09-02T14:42:00.000","5","1.72","-73.974969999999999","40.761512000000003",,,"-73.987847000000002","40.741371999999998","CASH","7.7000000000000002","0",,"0","0","7.7000000000000002","POINT (-73.97497 40.761512)","POINT (-73.987847 40.741372)"
"CMT","2009-07-10T20:41:13.000","2009-07-10T20:46:39.000","1","1.7","-73.975673999999998","40.744725000000003",,"0","-73.959996000000004","40.764625000000002","Cash","6.5","0",,"0","0","6.5","POINT (-73.975674 40.744725)","POINT (-73.959996 40.764625)"
"CMT","2009-09-26T20:46:52.000","2009-09-26T20:58:40.000","1","1.3999999999999999","-73.971721000000002","40.756779999999999",,"0","-73.993831","40.759017","Cash","8.0999999999999996","0",,"0","0","8.0999999999999996","POINT (-73.971721 40.75678)","POINT (-73.993831 40.759017)"
"CMT","2009-09-16T13:04:51.000","2009-09-16T13:11:02.000","1","1","-74.000209999999996","40.737746000000001",,"0","-73.999958000000007","40.725577000000001","Cash","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-74.00021 40.737746)","POINT (-73.999958 40.725577)"
"VTS","2009-06-16T20:54:00.000","2009-06-16T21:07:00.000","1","2.9500000000000002","-73.986928000000006","40.761069999999997",,,"-73.951166999999998","40.774365000000003","Credit","10.1","0.5",,"2","0","12.6","POINT (-73.986928 40.76107)","POINT (-73.951167 40.774365)"
"CMT","2009-04-09T10:00:42.000","2009-04-09T10:08:43.000","1","1","-74.001249999999999","40.720041000000002",,"0","-74.015974999999997","40.717545999999999","Cash","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-74.00125 40.720041)","POINT (-74.015975 40.717546)"
"VTS","2009-11-14T02:24:00.000","2009-11-14T02:26:00.000","1","0.52000000000000002","-73.994901999999996","40.739077999999999",,,"-73.999836999999999","40.74333","CASH","3.7000000000000002","0.5","0.5","0","0","4.7000000000000002","POINT (-73.994902 40.739078)","POINT (-73.999837 40.74333)"
"CMT","2009-12-19T00:44:56.000","2009-12-19T01:11:44.000","1","7.0999999999999996","-74.008465000000001","40.714072999999999",,"0","-73.995614000000003","40.644483000000001","Cash","21.300000000000001","0.5","0.5","0","0","22.300000000000001","POINT (-74.008465 40.714073)","POINT (-73.995614 40.644483)"
"CMT","2009-10-23T19:47:35.000","2009-10-23T19:52:20.000","4","0.69999999999999996","-74.006985","40.716436000000002",,"0","-74.002628000000001","40.726149999999997","Credit","4.5","1","0","1","0","6.5","POINT (-74.006985 40.716436)","POINT (-74.002628 40.72615)"
"CMT","2009-09-15T14:07:22.000","2009-09-15T14:15:46.000","1","1.3","-74.012621999999993","40.814309999999999",,"0","-74.012621999999993","40.814309999999999","Cash","6.5","0",,"0","0","6.5","POINT (-74.012622 40.81431)","POINT (-74.012622 40.81431)"
"VTS","2009-04-13T18:49:00.000","2009-04-13T19:06:00.000","1","3.3100000000000001","-73.967748","40.762815000000003",,,"-73.998671999999999","40.723255000000002","Credit","11.300000000000001","1",,"1.6000000000000001","0","13.9","POINT (-73.967748 40.762815)","POINT (-73.998672 40.723255)"
"VTS","2009-09-07T17:07:00.000","2009-09-07T17:15:00.000","1","3.27","-73.985737999999998","40.744042",,,"-73.954179999999994","40.781922000000002","CASH","9.3000000000000007","0",,"0","0","9.3000000000000007","POINT (-73.985738 40.744042)","POINT (-73.95418 40.781922)"
"CMT","2009-09-14T08:02:42.000","2009-09-14T08:17:02.000","2","2.6000000000000001","-73.978617","40.689953000000003",,"0","-73.996814000000001","40.710493999999997","Cash","10.9","0",,"0","0","10.9","POINT (-73.978617 40.689953)","POINT (-73.996814 40.710494)"
"VTS","2009-11-29T02:01:00.000","2009-11-29T02:21:00.000","2","5.8099999999999996","-73.989348000000007","40.716807000000003",,,"-73.974312999999995","40.783197999999999","Credit","15.699999999999999","0.5","0.5","1.5","0","18.199999999999999","POINT (-73.989348 40.716807)","POINT (-73.974313 40.783198)"
"VTS","2009-01-20T20:20:00.000","2009-01-20T20:23:00.000","5","0.39000000000000001","-73.991197999999997","40.732559999999999",,,"-73.991200000000006","40.728319999999997","CASH","3.2999999999999998","0.5",,"0","0","3.7999999999999998","POINT (-73.991198 40.73256)","POINT (-73.9912 40.72832)"
"VTS","2009-05-02T04:47:00.000","2009-05-02T04:52:00.000","1","2.77","-73.965024999999997","40.775362999999999",,,"-73.990916999999996","40.744052000000003","CASH","7.7000000000000002","0.5",,"0","0","8.1999999999999993","POINT (-73.965025 40.775363)","POINT (-73.990917 40.744052)"
"CMT","2009-03-30T16:32:12.000","2009-03-30T16:36:23.000","1","0.80000000000000004","-73.954733000000004","40.777687",,"0","-73.956727000000001","40.785913000000001","Cash","5.5","0",,"0","0","5.5","POINT (-73.954733 40.777687)","POINT (-73.956727 40.785913)"
"VTS","2009-09-15T04:47:00.000","2009-09-15T04:48:00.000","1","0","-73.974045000000004","40.730671999999998",,,"-73.974040000000002","40.730677999999997","Credit","7.7999999999999998","0",,"2","0","9.8000000000000007","POINT (-73.974045 40.730672)","POINT (-73.97404 40.730678)"
"VTS","2009-08-04T19:22:00.000","2009-08-04T19:31:00.000","1","0.73999999999999999","-74.000569999999996","40.718237000000002",,,"-74.009528000000003","40.719920000000002","CASH","6.0999999999999996","1",,"0","0","7.0999999999999996","POINT (-74.00057 40.718237)","POINT (-74.009528 40.71992)"
"VTS","2009-02-03T13:56:00.000","2009-02-03T14:04:00.000","5","0.77000000000000002","-73.972217999999998","40.762725000000003",,,"-73.976134999999999","40.75902","CASH","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-73.972218 40.762725)","POINT (-73.976135 40.75902)"
"VTS","2009-07-24T20:03:00.000","2009-07-24T20:18:00.000","1","5.21","-74.010092","40.703332000000003",,,"-73.972421999999995","40.753188000000002","CASH","14.9","0.5",,"0","0","15.4","POINT (-74.010092 40.703332)","POINT (-73.972422 40.753188)"
"DDS","2009-12-01T15:09:05.000","2009-12-01T15:15:07.000","1","0.90000000000000002","-73.958726999999996","40.775815000000001",,,"-73.966852000000003","40.763706999999997","CASH","4.9000000000000004","0.5",,"0","0","5.4000000000000004","POINT (-73.958727 40.775815)","POINT (-73.966852 40.763707)"
"VTS","2009-08-08T11:28:00.000","2009-08-08T11:40:00.000","1","1.49","-73.984656999999999","40.748373000000001",,,"-74.006467999999998","40.754358000000003","Credit","7.7000000000000002","0",,"1.5","0","9.1999999999999993","POINT (-73.984657 40.748373)","POINT (-74.006468 40.754358)"
"VTS","2009-02-21T14:11:00.000","2009-02-21T14:31:00.000","1","4.6299999999999999","-73.957757000000001","40.769857999999999",,,"-73.955173000000002","40.742989999999999","CASH","14.5","0",,"0","4.1500000000000004","18.649999999999999","POINT (-73.957757 40.769858)","POINT (-73.955173 40.74299)"
"CMT","2009-09-01T08:47:52.000","2009-09-01T08:54:36.000","1","1","-73.984384000000006","40.747047000000002",,"0","-73.973320000000001","40.753602000000001","Cash","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-73.984384 40.747047)","POINT (-73.97332 40.753602)"
"CMT","2009-11-17T20:29:10.000","2009-11-17T20:38:22.000","1","1.7","-73.999403000000001","40.749034000000002",,"0","-73.976285000000004","40.748288000000002","Cash","7.2999999999999998","0.5","0.5","0","0","8.3000000000000007","POINT (-73.999403 40.749034)","POINT (-73.976285 40.748288)"
"CMT","2009-10-29T00:52:54.000","2009-10-29T01:03:39.000","2","2.7999999999999998","-74.006444999999999","40.739362",,"0","-73.979898000000006","40.765689999999999","Cash","9.3000000000000007","0.5","0","0","0","9.8000000000000007","POINT (-74.006445 40.739362)","POINT (-73.979898 40.76569)"
"VTS","2009-01-30T15:45:00.000","2009-01-30T15:55:00.000","6","2.3399999999999999","-73.981710000000007","40.740878000000002",,,"-73.957954999999998","40.765076999999998","CASH","8.0999999999999996","0",,"0","0","8.0999999999999996","POINT (-73.98171 40.740878)","POINT (-73.957955 40.765077)"
"CMT","2009-12-01T06:58:47.000","2009-12-01T07:06:02.000","1","1.3999999999999999","-73.974041999999997","40.743251999999998",,"0","-73.978517999999994","40.758237999999999","Credit","6.5","0","0.5","1.3999999999999999","0","8.4000000000000004","POINT (-73.974042 40.743252)","POINT (-73.978518 40.758238)"
"CMT","2009-08-07T17:33:07.000","2009-08-07T17:38:20.000","1","1.8999999999999999","-73.971722","40.762739000000003",,"0","-73.954847000000001","40.779072999999997","Cash","6.5","0",,"0","0","6.5","POINT (-73.971722 40.762739)","POINT (-73.954847 40.779073)"
"CMT","2009-10-03T23:47:06.000","2009-10-03T23:56:18.000","2","0.80000000000000004","-74.005300000000005","40.718341000000002",,"0","-73.998345999999998","40.724823000000001","Credit","6.5","0",,"1.75","0","8.25","POINT (-74.0053 40.718341)","POINT (-73.998346 40.724823)"
"VTS","2009-11-04T21:25:00.000","2009-11-04T21:36:00.000","1","3.7400000000000002","-73.999504999999999","40.733607999999997",,,"-73.982902999999993","40.776938000000001","Credit","10.5","0.5","0.5","2","0","13.5","POINT (-73.999505 40.733608)","POINT (-73.982903 40.776938)"
"VTS","2009-12-15T06:06:00.000","2009-12-15T06:12:00.000","1","1.29","-73.971447999999995","40.750968",,,"-73.989908","40.751525000000001","CASH","5.7000000000000002","0","0.5","0","0","6.2000000000000002","POINT (-73.971448 40.750968)","POINT (-73.989908 40.751525)"
"CMT","2009-05-01T09:22:54.000","2009-05-01T09:36:00.000","1","2.2000000000000002","-73.997128000000004","40.747034999999997",,"0","-73.986859999999993","40.725112000000003","Cash","8.5","0",,"0","0","8.5","POINT (-73.997128 40.747035)","POINT (-73.98686 40.725112)"
"CMT","2009-08-21T09:39:30.000","2009-08-21T09:56:48.000","1","1.8999999999999999","-73.976202000000001","40.776107000000003",,"0","-73.955235999999999","40.764707999999999","Cash","10.5","0",,"0","0","10.5","POINT (-73.976202 40.776107)","POINT (-73.955236 40.764708)"
"VTS","2009-07-18T23:48:00.000","2009-07-19T00:08:00.000","1","5.1799999999999997","-73.981954999999999","40.723807000000001",,,"-73.997226999999995","40.690987999999997","CASH","14.9","0.5",,"0","0","15.4","POINT (-73.981955 40.723807)","POINT (-73.997227 40.690988)"
"VTS","2009-04-29T21:37:00.000","2009-04-29T21:43:00.000","1","0.22","-74.007557000000006","40.742941999999999",,,"-73.989255","40.769457000000003","CASH","6.9000000000000004","0.5",,"0","0","7.4000000000000004","POINT (-74.007557 40.742942)","POINT (-73.989255 40.769457)"
"VTS","2009-05-11T09:15:00.000","2009-05-11T09:26:00.000","1","1.26","-74.008476999999999","40.707577999999998",,,"-74.015780000000007","40.711032000000003","Credit","7.2999999999999998","0",,"2","0","9.3000000000000007","POINT (-74.008477 40.707578)","POINT (-74.01578 40.711032)"
"VTS","2009-07-11T12:26:00.000","2009-07-11T12:42:00.000","2","0.40000000000000002","-73.948362000000003","40.789417",,,"-73.992395000000002","40.758679999999998","CASH","12.5","0",,"0","0","12.5","POINT (-73.948362 40.789417)","POINT (-73.992395 40.75868)"
"CMT","2009-02-03T12:37:47.000","2009-02-03T12:49:01.000","1","2","-73.995672999999996","40.754745999999997",,,"-73.980791999999994","40.774779000000002","Cash","8.0999999999999996","0",,"0","0","8.0999999999999996","POINT (-73.995673 40.754746)","POINT (-73.980792 40.774779)"
"VTS","2009-04-13T09:30:00.000","2009-04-13T09:36:00.000","1","0.88","-73.958901999999995","40.768438000000003",,,"-73.963792999999995","40.774303000000003","CASH","4.9000000000000004","0",,"0","0","4.9000000000000004","POINT (-73.958902 40.768438)","POINT (-73.963793 40.774303)"
"VTS","2009-05-14T20:53:00.000","2009-05-14T21:03:00.000","1","2.7400000000000002","-73.955403000000004","40.776902",,,"-73.955866999999998","40.805588","Credit","8.5","0.5",,"1.5","0","10.5","POINT (-73.955403 40.776902)","POINT (-73.955867 40.805588)"
"VTS","2009-04-24T21:06:00.000","2009-04-24T21:15:00.000","3","2.6200000000000001","-73.974931999999995","40.75338",,,"-73.988560000000007","40.778502000000003","CASH","8.0999999999999996","0.5",,"0","0","8.5999999999999996","POINT (-73.974932 40.75338)","POINT (-73.98856 40.778502)"
"CMT","2009-04-16T18:30:24.000","2009-04-16T18:36:19.000","1","1.5","-73.963241999999994","40.798551000000003",,"0","-73.952241000000001","40.789703000000003","Credit","6.0999999999999996","0",,"1.0800000000000001","0","7.1799999999999997","POINT (-73.963242 40.798551)","POINT (-73.952241 40.789703)"
"CMT","2009-05-10T07:16:18.000","2009-05-10T07:26:09.000","1","1.5","-73.988894000000002","40.748845000000003",,"0","-73.987656999999999","40.748531999999997","Cash","7.7000000000000002","0",,"0","0","7.7000000000000002","POINT (-73.988894 40.748845)","POINT (-73.987657 40.748532)"
"VTS","2009-05-24T21:57:00.000","2009-05-24T22:03:00.000","3","1.25","-74.007360000000006","40.715812",,,"-73.995442999999995","40.723260000000003","CASH","5.2999999999999998","0.5",,"0","0","5.7999999999999998","POINT (-74.00736 40.715812)","POINT (-73.995443 40.72326)"
"VTS","2009-06-11T06:49:00.000","2009-06-11T06:57:00.000","1","3.1099999999999999","-73.989535000000004","40.720523",,,"-73.968067000000005","40.758947999999997","CASH","8.9000000000000004","0",,"0","0","8.9000000000000004","POINT (-73.989535 40.720523)","POINT (-73.968067 40.758948)"
"VTS","2009-10-05T18:20:00.000","2009-10-05T18:28:00.000","1","1.3300000000000001","-73.955538000000004","40.779226999999999",,,"-73.976190000000003","40.788252999999997","Credit","6.0999999999999996","1",,"2","0","9.0999999999999996","POINT (-73.955538 40.779227)","POINT (-73.97619 40.788253)"
"CMT","2009-12-12T16:07:11.000","2009-12-12T16:13:19.000","1","0.80000000000000004","-73.976119999999995","40.757613999999997",,"0","-73.966038999999995","40.761921000000001","Cash","5.2999999999999998","0","0.5","0","0","5.7999999999999998","POINT (-73.97612 40.757614)","POINT (-73.966039 40.761921)"
"CMT","2009-10-24T09:18:07.000","2009-10-24T09:26:30.000","1","1.2","-74.000940999999997","40.757230999999997",,"0","-73.991084000000001","40.755811000000001","Cash","6.5","0","0","0","0","6.5","POINT (-74.000941 40.757231)","POINT (-73.991084 40.755811)"
"VTS","2009-03-20T23:03:00.000","2009-03-20T23:17:00.000","5","2.5099999999999998","-73.975267000000002","40.749417000000001",,,"-74.000789999999995","40.729621999999999","CASH","9.6999999999999993","0.5",,"0","0","10.199999999999999","POINT (-73.975267 40.749417)","POINT (-74.00079 40.729622)"
"CMT","2009-05-11T10:30:34.000","2009-05-11T10:38:49.000","1","1.8","-73.966504999999998","40.804735000000001",,"0","-73.971242000000004","40.782702","Cash","7.2999999999999998","0",,"0","0","7.2999999999999998","POINT (-73.966505 40.804735)","POINT (-73.971242 40.782702)"
"VTS","2009-02-05T20:47:00.000","2009-02-05T21:09:00.000","2","9.9000000000000004","-73.86354","40.769952000000004",,,"-73.988472999999999","40.736355000000003","CASH","24.100000000000001","0.5",,"0","4.1500000000000004","28.75","POINT (-73.86354 40.769952)","POINT (-73.988473 40.736355)"
"VTS","2009-12-11T08:36:00.000","2009-12-11T08:41:00.000","2","0.81000000000000005","-73.966322000000005","40.804538000000001",,,"-73.972097000000005","40.794122999999999","CASH","5.2999999999999998","0","0.5","0","0","5.7999999999999998","POINT (-73.966322 40.804538)","POINT (-73.972097 40.794123)"
"VTS","2009-09-01T13:48:00.000","2009-09-01T13:58:00.000","1","1.0600000000000001","-73.969179999999994","40.760092999999998",,,"-73.976065000000006","40.758628000000002","CASH","6.5","0",,"0","0","6.5","POINT (-73.96918 40.760093)","POINT (-73.976065 40.758628)"
"CMT","2009-11-26T08:23:22.000","2009-11-26T08:37:05.000","1","5","-73.975682000000006","40.740706000000003",,"0","-73.950999999999993","40.799281000000001","Cash","13.300000000000001","0","0.5","0","0","13.800000000000001","POINT (-73.975682 40.740706)","POINT (-73.951 40.799281)"
"VTS","2009-10-16T13:44:00.000","2009-10-16T13:48:00.000","1","0.40000000000000002","-73.963939999999994","40.762633000000001",,,"-73.968671999999998","40.757961999999999","CASH","4.0999999999999996","0",,"0","0","4.0999999999999996","POINT (-73.96394 40.762633)","POINT (-73.968672 40.757962)"
"DDS","2009-03-06T18:53:46.000","2009-03-06T19:08:53.000","1","2.7000000000000002","-73.946717000000007","40.784945",,,"-73.981966","40.7789","CREDIT","10.5","1",,"2","0","13.5","POINT (-73.946717 40.784945)","POINT (-73.981966 40.7789)"
"VTS","2009-11-23T13:40:00.000","2009-11-23T13:47:00.000","2","1.26","-73.973917","40.794800000000002",,,"-73.953173000000007","40.786988000000001","CASH","6.0999999999999996","0","0.5","0","0","6.5999999999999996","POINT (-73.973917 40.7948)","POINT (-73.953173 40.786988)"
"VTS","2009-04-25T22:39:00.000","2009-04-25T22:48:00.000","1","1.6499999999999999","-73.978781999999995","40.762042999999998",,,"-73.97775","40.746195","Credit","6.9000000000000004","0.5",,"2","0","9.4000000000000004","POINT (-73.978782 40.762043)","POINT (-73.97775 40.746195)"
"DDS","2009-08-01T10:22:03.000","2009-08-01T10:35:59.000","2","1.6000000000000001","-73.977440999999999","40.750379000000002",,,"-73.981350000000006","40.764513999999998","CREDIT","6.9000000000000004","0",,"2","0","8.9000000000000004","POINT (-73.977441 40.750379)","POINT (-73.98135 40.764514)"
"VTS","2009-09-24T19:12:00.000","2009-09-24T19:24:00.000","5","2.21","-73.977587999999997","40.747062",,,"-73.958072000000001","40.76408","CASH","8.9000000000000004","1",,"0","0","9.9000000000000004","POINT (-73.977588 40.747062)","POINT (-73.958072 40.76408)"
"VTS","2009-03-05T22:47:00.000","2009-03-05T22:53:00.000","5","1.97","-73.984551999999994","40.771026999999997",,,"-73.970519999999993","40.798287999999999","Credit","6.5","0.5",,"1","0","8","POINT (-73.984552 40.771027)","POINT (-73.97052 40.798288)"
