"centername","legalname","building","street","borough","zipcode","phone","permitnumber","permitexp","status","agerange","maximumcapacity","dc_id","programtype","facilitytype","childcaretype","bin","url","datepermitted","actual","violationratepercent","violationavgratepercent","totaleducationalworkers","averagetotaleducationalworkers","publichealthhazardviolationrate","averagepublichealthhazardiolationrate","criticalviolationrate","avgcriticalviolationrate","inspectiondate","regulationsummary","violationcategory","healthcodesubsection","violationstatus","inspectionsummaryresult"
"RENAISSANCE VILLAGE LLC.","RENAISSANCE VILLAGE LLC.","220","CABRINI BOULEVARD","MANHATTAN","10033","212-928-7855","7707","2023-02-02T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","29","DC16889","PRESCHOOL","GDC","Child Care - Pre School","1064369","WWW.RENVILLAGE.COM","2007-02-02T00:00:00.000","Y","40","21.905","9","11.9769","0","6.1285","40","18.9541","2023-03-08T00:00:00.000","Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year","CRITICAL","47.25(a)(2)(B)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"BIRCH FAMILY SERVICES","Birch Family Services, Inc.","2885","SAINT THERESA AVENUE","BRONX","10461","646-975-2700","103802","2024-09-08T00:00:00.000","Permitted","2 YEARS - 5 YEARS","92","DC34597","PRESCHOOL","GDC","Child Care - Pre School","2047304","www.birchfamilyservices.org","2016-09-08T14:32:48.000","Y","66.6667","21.905","17","11.9769","0","6.1285","66.6667","18.9541","2021-04-07T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"INTERNATIONAL ACADEMY OF NEW YORK","International Academy of New York","4","EAST   90 STREET","MANHATTAN","10128","212-641-0260","105049","2023-09-19T00:00:00.000","Permitted","2 YEARS - 5 YEARS","80","DC38100","PRESCHOOL","GDC","Child Care - Pre School","1046979",,"2019-09-19T13:02:42.000","Y","75","21.905","4","11.9769","25","6.1285","75","18.9541","2022-03-08T00:00:00.000","At time of inspection required hand wash signs were Not provided.","GENERAL","47.35(b)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"BEGINNING STEPS DAY CARE","BEGINNING STEPS INFANT DAY CARE, LLC.","21","SNYDER AVENUE","BROOKLYN","11226","718-940-7700","64597","2024-05-19T00:00:00.000","Permitted","0 YEARS - 2 YEARS","40","DC25731","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3117220",,"2014-05-19T00:00:00.000","Y","40","17.4391","14","8.4034","0","4.9984","40","15.3835","2021-03-10T00:00:00.000","Food Protection Certificate is available for inspection","GENERAL","81.15(b)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.","BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.","4202","8TH  AVENUE","BROOKLYN","11232","718-437-8788","55337","2023-12-18T00:00:00.000","Permitted","2 YEARS - 5 YEARS","176","DC23100","PRESCHOOL","GDC","Child Care - Pre School","3337411","www.bca.net","2013-12-18T00:00:00.000","Y","0","21.905","9","11.9769","0","6.1285","0","18.9541","2021-10-19T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"LITTLE EXPLORERS PRESCHOOL & DAY CARE","LITTLE EXPLORERS,INC.","213-41","40 AVENUE","QUEENS","11361","347-502-7073","7940","2024-10-25T00:00:00.000","Permitted","2 YEARS - 5 YEARS","15","DC16871","PRESCHOOL","GDC","Child Care - Pre School","4137625",,"2008-10-24T00:00:00.000","Y","40","21.905","2","11.9769","0","6.1285","40","18.9541","2023-04-24T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"CATHOLIC SCHOOL REGION OF CENTRAL WESTCHESTER","CATHOLIC SCHOOL REGION OF CENTRAL WESTCHESTER - ST. BARNABAS SCHOOL","413","EAST 241 STREET","BRONX","10470","718-324-1088",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC14931","PRESCHOOL","SBCC","School Based Child Care","2019742",,,,"50","45.1817","20","8.0094","50","23.3017","50","35.2291","2021-10-14T00:00:00.000","Floors in commercial building properly Not constructed; Not maintained in good repair; unclean","GENERAL","131.09(e)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"THE LEARNING TREE","BOOKS & RATTLES,INC.","86-28","FRANCIS LEWIS BLVD.","QUEENS","11427","718-740-2300","7865","2024-03-10T00:00:00.000","Permitted","2 YEARS - 5 YEARS","76","DC18309","PRESCHOOL","GDC","Child Care - Pre School","4224335",,"2008-03-10T00:00:00.000","Y","100","21.905","11","11.9769","100","6.1285","0","18.9541","2022-06-02T00:00:00.000","At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.","GENERAL","47.33(b)","CORRECTED",
"EAST CALVARY DAY CARE CENTER, INC.","EAST CALVARY DAY CARE CENTER, INC.","1","WEST 112 STREET","MANHATTAN","10026","212-534-5249","1483","2025-03-27T00:00:00.000","Permitted","2 YEARS - 5 YEARS","50","DC1493","PRESCHOOL","GDC","Child Care - Pre School","1083309","eastcalvarydaycare.org","2004-12-01T00:00:00.000","N","25","21.905","6","11.9769","0","6.1285","25","18.9541","2022-11-21T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"NYC EARLY LEARNING COMPANY, INC","NYC EARLY LEARNING COMPANY, INC","331","East 150 Street","BRONX","10451","718-292-0812","104741","2025-03-08T00:00:00.000","Permitted","2 YEARS - 5 YEARS","61","DC36657","PRESCHOOL","GDC","Child Care - Pre School","2001854",,"2019-03-08T11:51:07.000","Y","25","21.905","28","11.9769","0","6.1285","25","18.9541","2023-02-08T00:00:00.000","At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.","GENERAL","47.45(b)","CORRECTED",
"Athena Scholars Inc.","Athena Scholars Inc.","811","54 STREET","BROOKLYN","11220","718-872-7108","103784","2024-08-31T00:00:00.000","Permitted",,"18","DC34125","PRESCHOOL","GDC","Child Care - Pre School","3138848",,"2016-08-31T11:01:41.000","Y","0","21.905","3","11.9769","0","6.1285","0","18.9541","2022-01-05T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"THE SHIELD INSTITUTE","SHIELD OF DAVID, INC.","144-61","ROOSEVELT AVENUE","QUEENS","11354","718-939-8700","5200","2024-02-08T00:00:00.000","Permitted","2 YEARS - 5 YEARS","162","DC1334","PRESCHOOL","GDC","Child Care - Pre School","4113673","WWW.SHIELD.ORG","1985-04-08T00:00:00.000","Y","83.3333","21.905","33","11.9769","50","6.1285","66.6667","18.9541","2023-01-23T00:00:00.000","All teachers have Not received training in infectious disease control and reporting.","CRITICAL","47.37(b)(2)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"THE SHIELD INSTITUTE","SHIELD OF DAVID, INC.","144-61","ROOSEVELT AVENUE","QUEENS","11354","718-939-8700","5200","2024-02-08T00:00:00.000","Permitted","2 YEARS - 5 YEARS","162","DC1334","PRESCHOOL","GDC","Child Care - Pre School","4113673","WWW.SHIELD.ORG","1985-04-08T00:00:00.000","Y","83.3333","21.905","33","11.9769","50","6.1285","66.6667","18.9541","2023-01-23T00:00:00.000","All teachers have Not received training in infectious disease control and reporting.","CRITICAL","47.37(b)(2)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"THE SHIELD INSTITUTE","SHIELD OF DAVID, INC.","144-61","ROOSEVELT AVENUE","QUEENS","11354","718-939-8700","5200","2024-02-08T00:00:00.000","Permitted","2 YEARS - 5 YEARS","162","DC1334","PRESCHOOL","GDC","Child Care - Pre School","4113673","WWW.SHIELD.ORG","1985-04-08T00:00:00.000","Y","83.3333","21.905","33","11.9769","50","6.1285","66.6667","18.9541","2023-01-23T00:00:00.000","All teachers have Not received training in infectious disease control and reporting.","CRITICAL","47.37(b)(2)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"CHILDREN'S PARADISE DAY CARE, INC.","CHILDRENS PARADISE DAY CARE, INC.","600","NEW YORK AVE","BROOKLYN","11203","718-604-4600","7612","2024-06-08T00:00:00.000","Permitted","2 YEARS - 5 YEARS","15","DC14624","PRESCHOOL","GDC","Child Care - Pre School","3106932",,"2006-06-06T00:00:00.000","Y","0","21.905","3","11.9769","0","6.1285","0","18.9541","2022-09-20T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"BEGINNINGS NURSERY SCHOOL, INC.","BEGINNINGS NURSERY SCHOOL","130","EAST 16TH STREET","MANHATTAN","10003","212-228-5679","9240","2023-11-30T00:00:00.000","Permitted","2 YEARS - 5 YEARS","74","DC22469","PRESCHOOL","GDC","Child Care - Pre School","1017811","www.beginningsnursery.org","2011-11-30T00:00:00.000","Y","20","21.905","27","11.9769","0","6.1285","20","18.9541","2023-01-05T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS","FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.","3732","10TH AVENUE","MANHATTAN","10034","212-567-5655","26538","2022-10-25T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","64","DC24718","PRESCHOOL","GDC","Child Care - Pre School","1080030","fochdaycare.org","2012-10-25T00:00:00.000","Y","33.3333","21.905","8","11.9769","16.6667","6.1285","33.3333","18.9541","2022-10-06T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Previously closed program re-opened"
"HANSON PLACE CHILD DEVELOPMENT CENTER, INC","HANSON PLACE CHILD DEVELOPMENT CENTER,INC.","55","HANSON PLACE","BROOKLYN","11217","718-237-4303","5770","2023-03-31T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","62","DC14645","PRESCHOOL","GDC","Child Care - Pre School","3059236","hansonplaceinc.com","2005-03-31T00:00:00.000","N","0","21.905","11","11.9769","0","6.1285","0","18.9541","2020-10-30T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"INNER FORCE TOTS, INC.","Inner Force Tots Inc.","133-40","79  Street","QUEENS","11414","718-296-0555","104213","2023-08-17T00:00:00.000","Permitted","2 YEARS - 5 YEARS","72","DC35260","PRESCHOOL","GDC","Child Care - Pre School","4541230",,"2017-08-17T14:42:52.000","Y","0","21.905","9","11.9769","0","6.1285","0","18.9541","2021-06-18T00:00:00.000","At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.","GENERAL","47.33(b)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"YESHIVA KEHILATH YAKOV","YESHIVA KEHILATH YAKOV","206","WILSON STREET","BROOKLYN","11211","718-963-1212",,"2115-01-23T00:00:00.000","Active","2 YEARS - 5 YEARS","0","DC12181","PRESCHOOL","SBCC","School Based Child Care","3059981",,,,"50","45.1817","5","8.0094","0","23.3017","50","35.2291","2023-01-18T00:00:00.000","Children Not immunized with approved vaccine against influenza by December 31 of each year unless exempt","CRITICAL","43.17(a)(2)(B)(i)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"BNOSMENACHEM","BNOS MENACHEM INC.","739","EAST NEW YORK AVENUE","BROOKLYN","11203","718-493-1100",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC12013","PRESCHOOL","SBCC","School Based Child Care","3038483",,,,"0","45.1817","8","8.0094","0","23.3017","0","35.2291","2022-11-23T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Reinspection Not Required"
"LAC EARLY CHILDHOOD CENTER","LIFE ADJUSTMENT CENTER, INC.","2","FIFTH AVENUE","MANHATTAN","10011","212-828-3975","104253","2023-10-11T00:00:00.000","Permitted",,"31","DC35249","PRESCHOOL","GDC","Child Care - Pre School","1008850","www.lifeadjustmentcenter.com","2017-10-11T19:06:43.000","Y","0","21.905","5","11.9769","0","6.1285","0","18.9541","2021-09-08T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"COLUMBIA GREENHOUSE NURSERY SCHOOL","COLUMBIA GREENHOUSE NURSERY SCHOOL","404","WEST 116 STREET","MANHATTAN","10027","212-666-4796","2049","2023-12-16T00:00:00.000","Permitted","2 YEARS - 5 YEARS","50","DC2579","PRESCHOOL","GDC","Child Care - Pre School","1056054","columbiagreenhouse.com","2005-11-20T00:00:00.000","N","0","21.905","13","11.9769","0","6.1285","0","18.9541","2022-01-12T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"ONCE UPON A CHILD DAY CARE, LLC","ONCE UPON A CHILD DAY CARE,LLC","68-05","64TH PLACE","QUEENS","11385","718-808-3407","8196","2024-09-10T00:00:00.000","Permitted","2 YEARS - 5 YEARS","29","DC19328","PRESCHOOL","GDC","Child Care - Pre School","4088248","www.onceuponachild.vpweb.com","2010-09-10T00:00:00.000","Y","60","21.905","3","11.9769","0","6.1285","60","18.9541","2021-08-17T00:00:00.000","Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff","CRITICAL","47.37(b)(4)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"KINGS BAY YM - YWHA INC","Kings Bay YM - YWHA Inc","309","GRAND AVENUE","BROOKLYN","11238","718-872-9445","104286","2023-11-15T00:00:00.000","Permitted",,"42","DC35930","PRESCHOOL","GDC","Child Care - Pre School","3390845","www.jcc-brooklyn.org","2017-11-15T13:28:02.000","Y","25","21.905","6","11.9769","25","6.1285","0","18.9541","2021-10-12T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"BASIC TRUST","MILLER DAY CARE CENTER, INC.","127","WEST 94TH STREET","MANHATTAN","10025","212-222-6602","103795","2022-09-02T00:00:00.000","Expired-In Renewal","0 YEARS - 2 YEARS","18","DC22985","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1032559","www.basictrust.org","2016-09-02T19:30:19.000","Y","40","17.4391","10","8.4034","0","4.9984","40","15.3835","2020-09-30T00:00:00.000","Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff","CRITICAL","47.37(b)(4)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"RIVERDALE NURSERY SCHOOL AND FAMILY CENTER","RIVERDALE NURSERY SCHOOL AND FAMILY CENTER","3816","WALDO AVENUE","BRONX","10463","718-884-3950","7674","2025-01-03T00:00:00.000","Permitted","2 YEARS - 5 YEARS","63","DC16679","PRESCHOOL","GDC","Child Care - Pre School","2084024","www.rnsfc.org","2006-12-07T00:00:00.000","Y","50","21.905","13","11.9769","25","6.1285","50","18.9541","2021-11-15T00:00:00.000","At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.","GENERAL","47.41(h)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"BUSHWICK IMPROVEMENT SOCIETY, INC.","BUSHWICK IMPROVEMENT SOCIETY, INC.","77-83","STAGG STREET","BROOKLYN","11206","718-388-1395","4515","2024-02-14T00:00:00.000","Permitted","2 YEARS - 5 YEARS","55","DC371","PRESCHOOL","GDC","Child Care - Pre School","3070819",,"2004-02-04T00:00:00.000","N","0","21.905","12","11.9769","0","6.1285","0","18.9541","2020-10-05T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"C'E MONTESSORI, LLC.","C'E MONTESSORI, LLC.","117","S 3RD ST","BROOKLYN","11249","347-384-2179","104436","2022-06-19T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","45","DC33597","PRESCHOOL","GDC","Child Care - Pre School","3390802","www.montessoribrooklyn.com","2018-06-19T14:33:46.000","Y","40","21.905","10","11.9769","20","6.1285","40","18.9541","2020-11-13T00:00:00.000","Epi auto injector Not provided, Not maintained or expired.","CRITICAL","47.29(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"ALL MY CHILDREN DAYCARE AND NURSERY SCHOOL","All My Children Daycare and Nursery School","622","Amsterdam Avenue","MANHATTAN","10024","718-730-2370","105462","2023-08-04T00:00:00.000","Permitted","2 YEARS - 5 YEARS","40","DC38679","PRESCHOOL","GDC","Child Care - Pre School","1086107",,"2021-08-04T08:51:40.000","Y","0","21.905","9","11.9769","0","6.1285","0","18.9541","2022-06-08T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"PACCOR KIDS","AUNTY JEANS PLACE, INC","118-17","GUY R BREWER BOULEVARD","QUEENS","11434","718-525-9620","6781","2024-12-17T00:00:00.000","Permitted","2 YEARS - 5 YEARS","97","DC2924","PRESCHOOL","GDC","Child Care - Pre School","4448582",,"2004-12-17T00:00:00.000","N","50","21.905","10","11.9769","25","6.1285","50","18.9541","2022-09-27T00:00:00.000","All teachers have Not received training in infectious disease control and reporting.","CRITICAL","47.37(b)(2)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"PARSONS PRESCHOOL","PSYCHOTHERAPEUTIC EVALUATIONAL PROGRAMS, INC.","85-27","91 STREET","QUEENS","11421","718-464-5606","96197","2023-09-02T00:00:00.000","Permitted","2 YEARS - 5 YEARS","187","DC33188","PRESCHOOL","GDC","Child Care - Pre School","4182252","www.parsonspreschool.org","2015-09-02T00:00:00.000","Y","0","21.905","30","11.9769","0","6.1285","0","18.9541","2021-09-09T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"HAPPY DRAGON OF NEW YORK, INC","HAPPY DRAGON OF NEW YORK, INC","86-02","57 AVENUE","QUEENS","11373","718-397-5733","6896","2025-04-06T00:00:00.000","Permitted","2 YEARS - 5 YEARS","55","DC3002","PRESCHOOL","GDC","Child Care - Pre School","4065133",,"2000-10-30T00:00:00.000","Y","60","21.905","14","11.9769","20","6.1285","60","18.9541","2021-04-07T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Reinspection Required; Fines pending"
"ELITE EARLY CHILDHOOD LEARNING CENTER, INC.","ELITE EARLY CHILDHOOD LEARNING CENTER, INC.","527","EASTERN PARKWAY","BROOKLYN","11216","718-773-5070","104010","2021-05-01T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","60","DC34522","PRESCHOOL","GDC","Child Care - Pre School","3032633",,"2017-05-01T14:15:32.000","Y","80","21.905","4","11.9769","20","6.1285","80","18.9541","2021-11-03T00:00:00.000","Exits and other egress Not provided with required signage at time of inspection.","CRITICAL","47.59(a)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"ROCKAWAY YMCA SUMMER CAMP","YMCA OF GREATER NY","207","BEACH 73 STREET","QUEENS","11692","718-215-6957","71297","2022-09-15T00:00:00.000","Expired-In Renewal","0 YEARS - 16 YEARS","100","DC31888","ALL AGE CAMP","Camp","Camp","4594499","ymcanyc.org","2014-08-04T00:00:00.000","N","0","26.8868","0","1","0","14.2558","0","21.8553","2022-07-26T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"LA ESCUELITA DE SOFIA DAYCARE","LA ESCUELITA DE SOFIA","5720","MOSHOLU AVENUE","BRONX","10471","917-952-5872","103603","2024-04-05T00:00:00.000","Permitted","2 YEARS - 5 YEARS","21","DC32877","PRESCHOOL","GDC","Child Care - Pre School","2096965",,"2016-04-05T12:20:31.000","Y","80","21.905","4","11.9769","20","6.1285","60","18.9541","2023-02-09T00:00:00.000","Written safety Plan does Not include provisions for fire prevention and response","CRITICAL","47.11(b)(3)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"THE LEARNING EXPERIENCE","Yash Child Care Corp","1012","BAY RIDGE AVE","BROOKLYN","11219","718-238-3606","104342","2024-02-21T00:00:00.000","Permitted","2 YEARS - 5 YEARS","82","DC35099","PRESCHOOL","GDC","Child Care - Pre School","3146005","www.thelearningexperience.com","2018-02-21T13:10:41.000","Y","0","21.905","12","11.9769","0","6.1285","0","18.9541","2023-03-07T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"THE CALHOUN SCHOOL","THE CALHOUN LOWER SCHOOL","160","WEST 74 STREET","MANHATTAN","10023","212-497-6550",,"2115-11-23T00:00:00.000","Active","3 YEARS - 5 YEARS","152","DC2591","PRESCHOOL","SBCC","School Based Child Care","1081029",,,,"50","45.1817","39","8.0094","0","23.3017","50","35.2291","2021-11-10T00:00:00.000","Water Not tested for lead as required. Elevated lead levels Not remediated. School fails to use approved water source when indicated","CRITICAL","43.24(a)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"THE PICKWICK SCHOOL, INC.","THE PICKWICK SCHOOL, INC.","151-15","85 DRIVE","QUEENS","11432","718-526-1340","7780","2023-07-06T00:00:00.000","Permitted","0 YEARS - 2 YEARS","18","DC17591","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","4208372","PICKWICKSCHOOL.COM","2007-07-06T00:00:00.000","Y","16.6667","17.4391","6","8.4034","0","4.9984","16.6667","15.3835","2023-01-06T00:00:00.000","Enrolled children have Not received aged appropriate immunization in accordance with Public Health Law 2164 or successor unless medically exempt","CRITICAL","47.25(a)(2)(A)(i)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"SEMILLITAS CORP.","SEMILLITAS CORP.","81-07","NORTHERN BOULEVARD","QUEENS","11372","718-507-2723","7033","2024-11-05T00:00:00.000","Permitted","2 YEARS - 5 YEARS","20","DC2801","PRESCHOOL","GDC","Child Care - Pre School","4026954",,"2002-02-25T00:00:00.000","Y","50","21.905","4","11.9769","33.3333","6.1285","50","18.9541","2023-04-21T00:00:00.000","At time of inspection hand wash sinks are Not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.","CRITICAL","47.43(e)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"ALTSCHOOL PRESCHOOL","ALTSCHOOL II LLC","212","HICKS STREET","BROOKLYN","11201","929-524-3588",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC33715","PRESCHOOL","SBCC","School Based Child Care","3002039",,,,"100","45.1817","8","8.0094","33.3333","23.3017","66.6667","35.2291","2021-06-02T00:00:00.000","School-based child care program fails to maintain minimum staff to child ratios.","PUBLIC HEALTH HAZARD","43.09(b)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"YESHIVAT OHR HAIIM","YESHIVAT OHR HAIIM","86-06","135TH STREET","QUEENS","11418","718-658-7066",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC20398","PRESCHOOL","SBCC","School Based Child Care","4206444",,,,"50",,"0","0","0",,"50",,"2022-03-31T00:00:00.000","Approved fire extinguishers provided in good working order and inspected","CRITICAL","43.22(b)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"CONGREGATION AHAVAS YISROEL OF KEW GARDENS HILLS , INC.","CONCREGATION AHAVAS YISROEL OF KEW GARDENS HILLS , INC.","147-02","73 AVENUE","QUEENS","11367","718-575-0801","105830","2024-09-20T00:00:00.000","Permitted","2 YEARS - 5 YEARS","45","DC40695","PRESCHOOL","GDC","Child Care - Pre School","4144466","http://caykgh.blogspot.com/","2022-09-20T08:31:35.000","Y","66.6667","21.905","7","11.9769","0","6.1285","66.6667","18.9541","2022-12-01T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"THE GREATER RIDGEWOOD YOUTH COUNCIL, INC.","THE GREATER RIDGEWOOD YOUTH COUNCIL, INC.","59-03","SUMMERFIELD STREET","QUEENS","11385","718-456-5437","25877","2024-10-22T00:00:00.000","Permitted","2 YEARS - 5 YEARS","54","DC22642","PRESCHOOL","GDC","Child Care - Pre School","4437841","www.greaterridgewoodyouthcouncil.org","2012-10-22T00:00:00.000","Y","16.6667","21.905","5","11.9769","0","6.1285","16.6667","18.9541","2022-03-01T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"OUR LITTLE ANGELS CORP","OUR LITTLE ANGELS CORP","86-29","COMMONWEALTH BLVD","QUEENS","11426","718-347-7377","7358","2025-03-17T00:00:00.000","Permitted","2 YEARS - 5 YEARS","37","DC10483","PRESCHOOL","GDC","Child Care - Pre School","4175963",,"2005-03-16T00:00:00.000","N","33.3333","21.905","7","11.9769","16.6667","6.1285","33.3333","18.9541","2021-10-19T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"COLONY SOUTH BROOKLYN HOUSES, INC.","COLONY SOUTH BROOKLYN HOUSES, INC.","2700","LINDEN BOULEVARD","BROOKLYN","11208","718-647-4730","1699","2024-04-08T00:00:00.000","Permitted","2 YEARS - 5 YEARS","55","DC344","PRESCHOOL","GDC","Child Care - Pre School","3326995",,"2004-07-02T00:00:00.000","N","20","21.905","7","11.9769","0","6.1285","20","18.9541","2020-09-29T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"BANK STREET COLLEGE FAMILY CENTER","BANK STREET COLLEGE FAMILY CENTER","610","WEST 112 STREET","MANHATTAN","10025","212-875-4412","5728","2022-10-31T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","50","DC2207","PRESCHOOL","GDC","Child Care - Pre School","1057331","www.bankstreet.edu","2004-10-07T00:00:00.000","N","33.3333","21.905","4","11.9769","0","6.1285","33.3333","18.9541","2022-12-14T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"INSPIRE KIDS EARLY CHILDHOOD DEVELOPMENT","INSPIRE KIDS EARLY LEARNING CENTER, LLC","118","St.  Nicholas Avenue","BROOKLYN","11237","718-552-2990","105014","2023-08-23T00:00:00.000","Permitted","2 YEARS - 5 YEARS","30","DC38197","PRESCHOOL","GDC","Child Care - Pre School","3073686",,"2019-08-23T12:00:42.000","Y","40","21.905","12","11.9769","20","6.1285","20","18.9541","2021-08-20T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"ELITE MINDS MONTESSORI","ELITE MINDS, INC.","117","UNION ST","BROOKLYN","11231","917-519-3280","104387","2024-05-03T00:00:00.000","Permitted","2 YEARS - 5 YEARS","35","DC35112","PRESCHOOL","GDC","Child Care - Pre School","3348876","elitemindsmontessori.com","2018-05-03T08:24:26.000","Y","33.3333","21.905","6","11.9769","0","6.1285","33.3333","18.9541","2021-06-09T00:00:00.000","Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.","GENERAL","47.13(d)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
