"license_number","name","type","current_status","dmv_license_plate_number","vehicle_vin_number","vehicle_type","model_year","medallion_type","agent_number","agent_name","agent_telephone_number","agent_website_address","agent_address","last_updated_date","last_updated_time"
"3C69","ELNASR LLC","05/31/2025","CUR","Y202536C","3N8CM0JT6GK696834","WAV","2016","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"4Y15","BIRD TAXI CORP","05/31/2024","CUR","Y103677C","JTMRJREV4GD046740","HYB","2016","NAMED DRIVER","013","TEAM SYSTEMS CORP","(718)786-0643",,"30-17   40 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6N74","LAJ CAB CORP","05/31/2025","CUR","Y203483C","5TDZZ3DC3LS063615","WAV","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"9H58","ISHAN & ARSHI LLC","05/31/2024","CUR","Y205095C","5TDKRKEC5NS131474","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"4K21","KARINA TRANSIT LLC","05/31/2024","CUR","4K21D","3N8CM0JT2FK717631",,"2015","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3T59","PGLC 7 LLC","05/31/2025","CUR","Y103086C","4T1C31AK8LU519350","HYB","2020","OWNER MUST DRIVE","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2A96","RAJBONGSI TAXI CORP","05/31/2025","CUR","Y205647C","NM0GE9E20N1544530","WAV","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"7P51","ANEPANALYPTOS LLC","05/31/2024","CUR","Y204557C","NM0GS9E2XN1532572","WAV","2022","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8L13","H & S TRANS USA INC.","05/31/2025","CUR","Y204760C","5TDKRKEC9NS128805","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"9E21","HENRY,NAIDER","05/31/2025","CUR","9E21B","JTDZN3EU3GJ042575","HYB","2016","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"7C11","PABLO, JIVVY","05/31/2023","CUR","7C11A","3N8CM0JT6GK700171","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6V42","6V41 & 6V42 ACQUISITION, LLC","05/31/2024","CUR","Y202931C","NM0GS9E2XM1495571","WAV","2021","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"3T48","GURMAN LLC","05/31/2024","CUR","Y101380C","3N8CM0JT3KK691647","WAV","2019","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"6C63","SERAPHIN,GONEL & SERAPHIN,EVELYNE","05/31/2023","CUR","Y204045C","JTMRJREV9HD108909","HYB","2017","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"9Y40","BOBBY CAB CORP","05/31/2024","CUR","9Y40C","3N8CM0JT3FK714639","WAV","2015","NAMED DRIVER","366","I ROSENBERG AUTO REPAIRS INC","(212)279-3166",,"514 WEST   44 STREET NEW YORK NY 10036","2023-08-27T00:00:00.000","13:20"
"8L34","HANA EXPRESS CAB CORP.","05/31/2025","CUR","Y205723C","4T3LWRFV8PU088465","HYB","2023","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"9B87","AUGUSTIN, JEAN BAPTISTE","05/31/2024","CUR","Y203273C","3N8CM0JTXGK702053","WAV","2016","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2T85","SUKHAR CAR SERVICE INC.","05/31/2024","CUR","Y102315C","2T3LWRFV4KW019250","HYB","2019","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"5C68","NESSA TRANS LLC","05/31/2025","CUR","Y103503C","NM0GE9E27L1447015","WAV","2020","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"8C20","AMERICAN TRANSYLVANIAN CORPORATION","05/31/2025","CUR","Y201706C","5TDZZ3DC3JS922036","WAV","2018","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"2T87","BOUKERCHE,MOHAMED","05/31/2024","CUR","2T87B","NM0GS9E29M1496517","WAV","2021","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3T42","ASGHAR,FAISAL","05/31/2024","CUR","Y101968C","NM0GS9E29L1454279","WAV","2020","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"9N22","ASHOKA CAB LLC","05/31/2025","CUR","Y202593C","3N8CM0JT1FK714848","WAV","2015","NAMED DRIVER","017","521 WEST 21ST ST MANAGEMENT CORP","(212)665-4900",,"415 WEST  127 STREET NEW YORK NY 10027","2023-08-27T00:00:00.000","13:20"
"2N14","GINGI CAB CORP","05/31/2025","CUR","Y203825C","4T3LWRFV4PU087555","HYB","2023","NAMED DRIVER","336","TAXI WORLD INC.","(212)957-9200",,"627 WEST   51 STREET NEW YORK NY 10019","2023-08-27T00:00:00.000","13:20"
"1L41","MY FIRST TAXI INC","05/31/2025","CUR","Y201683C","JTDZN3EU8GJ044998","HYB","2016","NAMED DRIVER","110","WINNERS GARAGE INC","(718)458-7000",,"34-14   64 STREET WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"1D86","KHUTORSKY,GREGORY","05/31/2024","CUR","Y203789C","4T3LWRFV5NU065674","HYB","2022","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"8H38","LEKA TRANSIT INC.","05/31/2024","CUR","Y203685C","5TDZK3DC6GS694529","WAV","2016","NAMED DRIVER","312","GOTHAM YELLOW LLC","(718)993-8100",,"136 CANAL STREET WEST BRONX NY 10451","2023-08-27T00:00:00.000","13:20"
"3H28","NICKS TAXI INC","05/31/2024","CUR","Y104039C","4T1C31AKXLU518233","HYB","2020","NAMED DRIVER","201","GREEN APPLE MANAGEMENT CORP","(718)361-5555",,"34-20   31 STREET LIC NY 11106","2023-08-27T00:00:00.000","13:20"
"1J94","SKOPOS TAXI, INC.","05/31/2025","CUR","Y206523C","1FMCU9BZ3NUA67625","HYB","2022","NAMED DRIVER","290","UNITED TAXI MANAGEMENT GROUP, INC.","(718)392-4600",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"1V17","BETTY TRANSIT, LLC","05/31/2024","CUR","Y206620C","4T3LWRFV1PU097640","HYB","2023","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2T64","ROBIN SYEDA LLC","05/31/2024","CUR","Y100984C","JTMRJREV4JD236917","HYB","2018","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"9H77","MY FAVORITE TAXI LLC","05/31/2024","CUR","Y104097C","JTDZN3EU9GJ044962","HYB","2016","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"4H79","4H79 & 4H80 ACQUISITION, LLC","05/31/2024","CUR","Y204819C","NM0GS9E2XL1455330","WAV","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"4Y39","PAWN CAB CORP","05/31/2024","CUR","4Y39A","3N8CM0JT7FK710402",,"2015","NAMED DRIVER","014","MIDTOWN OPERATING CORP","(718)937-2080",,"36 - 22   14 STREET LIC NY 11106","2023-08-27T00:00:00.000","13:20"
"7J71","CFP TRANSIT INC.","05/31/2025","CUR","Y201368C","2T3LWRFV2MW120743","HYB","2021","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"2Y48","MANNU & PALLU LLC","05/31/2024","CUR","Y204393C","4T3LWRFV5NU068400","HYB","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"1L47","AC TAXI 5 LLC","05/31/2025","CUR","Y205419C","5TDKRKEC7NS128883","WAV","2022","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1L36","MOISTURE HACKING CORP","05/31/2025","CUR","Y203167C","1FMCU9BZ0NUA16437","HYB","2022","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"3Y74","MAHBOOB CAB CORP","05/31/2024","CUR","Y204126C","JTMMWRFV3PD191147","HYB","2023","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8C44","HANDRAL,DANIEL","05/31/2025","CUR","Y201268C","NM0GS9E25L1478594","WAV","2020","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3B53","WUN THAE LLC","05/31/2025","CUR","Y201015C","5TDZZ3DC7HS817848","WAV","2017","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1T52","RAHMAN & NOOR TAXI LLC","05/31/2024","CUR","Y204230C","1FMCU9BZ4NUA67617","HYB","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"4P59","4P59 & 4P74 ACQUISITION LLC","05/31/2024","CUR","Y103204C","5TDZZ3DC1LS047882","WAV","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"3P98","ERETERIA BEACH INC","05/31/2024","CUR","Y202919C","3N8CM0JT9GK701962","WAV","2016","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1B46","DELIKANLIS, CHRISTOS","05/31/2024","CUR","Y206530C","4T1C11AK0PU171488","HYB","2023","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3Y72","NOBLE TAXI CORP","05/31/2024","CUR","3Y72C","3N8CM0JT3EK702781","WAV","2014","NAMED DRIVER","013","TEAM SYSTEMS CORP","(718)786-0643",,"30-17   40 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"9T43","WHEELER TAXI 44 LLC","05/31/2024","CUR","Y200085C","2T3LWRFV2LW057965","HYB","2020","OWNER MUST DRIVE","354","SEPTUAGINT SOLUTIONS LLC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6K97","JAGGI & YASH TRANSPORTATION LL","05/31/2024","CUR","Y205450C","5TDKRKECXNS133740","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"9D48","GREFFIN,ROLAND","05/31/2024","CUR","Y203686C","NM0GS9E22L1478505","WAV","2020","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"9N37","ASA STARS LLC","05/31/2025","CUR","Y201753C","JTDZN3EU5EJ008456","HYB","2014","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"1B64","LA PREMIERE LLC","05/31/2024","CUR","Y202881C","4T1C31AKXNU579780","HYB","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1T56","MAHMOOD,ARSHAD","05/31/2024","CUR","Y205235C","JTMLWRFVXND162141","HYB","2022","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8C99","BADHON HALDER LLC","05/31/2024","CUR","Y101296C","3N8CM0JTXKK691810","WAV","2019","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"6N95","STRANGEBREW SERVICE LLC","05/31/2025","CUR","Y202957C","4T3LWRFV8MU031128","HYB","2021","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1F97","ANANYA TAXI CORP","05/31/2024","CUR","1F97D","JTMRJREV7GD025560","HYB","2016","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"4G26","NITYANANDA LLC","05/31/2025","CUR","Y202402C","NM0GS9E22L1479153","WAV","2020","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"9Y37","TAQIB AND NUSHANA 9Y37 INC.","05/31/2024","CUR","Y204314C","5TDKRKEC0NS119698","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"5E48","RAFI TRANS CORP","05/31/2025","CUR","5E48B","3N8CM0JT7GK701720","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3Y26","AC TAXI 12 LLC","05/31/2024","CUR","Y206247C","4T3LWRFV1PU089201","HYB","2023","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"3A41","DHALIWAL,JASVIR,S","05/31/2025","CUR","Y206344C","JTMLWRFV1PD186640","HYB","2023","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8V22","8V22, 8V23, 8V34 ACQUISITION LLC","05/31/2024","CUR","Y202526C","NM0GS9E21L1461582","WAV","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"2L87","HERA CAB CORP","05/31/2025","CUR","Y204970C","5TDKRKEC5NS128560","WAV","2022","NAMED DRIVER","224","S & R MEDALLION CORP","(212)957-9200",,"625 WEST   51 STREET NEW YORK NY 10019","2023-08-27T00:00:00.000","13:20"
"4E87","ARAF & AFRIN LLC","05/31/2025","CUR","Y104109C","5TDZZ3DC9LS054935","WAV","2020","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"2A72","AGIOS GIORGIOS LLC","05/31/2025","CUR","Y102437C","2T3LWRFVXKW029958","HYB","2019","OWNER MUST DRIVE","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"5H81","JULELLA CAB CORP","05/31/2024","CUR","Y204202C","5TDKRKEC0NS107535","WAV","2022","NAMED DRIVER","017","521 WEST 21ST ST MANAGEMENT CORP","(212)665-4900",,"415 WEST  127 STREET NEW YORK NY 10027","2023-08-27T00:00:00.000","13:20"
"1J43","AKTER MIM SUNNY LLC","05/31/2025","CUR","Y206503C","NM0GS9E20N1545363","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"3M63","MAX & MAYA CAB CORP","05/31/2024","CUR","Y205580C","4T1B31HK7KU511160","HYB","2019","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3J92","FINGER HACKING LLC","05/31/2025","CUR","Y200607C","3N8CM0JT7FK717088","WAV","2015","NAMED DRIVER","017","521 WEST 21ST ST MANAGEMENT CORP","(212)665-4900",,"415 WEST  127 STREET NEW YORK NY 10027","2023-08-27T00:00:00.000","13:20"
"3F66","BEAUVAIS,JACQUES,Y","05/31/2024","CUR","3F66H","3N8CM0JT1FK716907","WAV","2015","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"9Y11","SINGH,JASWINDER","05/31/2024","CUR","Y205361C","1FMCU9BZ4NUA66788","HYB","2022","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2C40","TOUGH ROCK CAB CORP","05/31/2025","CUR","Y204420C","JTDZN3EU2E3333666","HYB","2014","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3Y64","T.S. & LEO TAXI CORP.","05/31/2024","CUR","Y204071C","NM0GS9E24N1526802","WAV","2022","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"9M76","GABS CAB LLC","05/31/2024","CUR","Y201863C","4T3LWRFV5MU023732","HYB","2021","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8P77","CHESTER CAB CORP","05/31/2024","CUR","Y200236C","5YJ3E1EAXMF855057","BEV","2021","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2L37","SAANVI LLC","05/31/2025","CUR","Y205916C","2T3MWRFV0KW013563","HYB","2019","NAMED DRIVER","360","JS TAXI LEASING CORP.","(646)727-7001",,"657 TENTH AVENUE 1ST FLOOR NEW YORK NY 10036","2023-08-27T00:00:00.000","13:20"
"3C20","ST.LOUIME,JEAN","05/31/2025","CUR","Y201603C","3N8CM0JT1KK698192","WAV","2019","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"9G15","CROYDON TAXI CORP","05/31/2025","CUR","Y104009C","JTMMWRFV8KD033766","HYB","2019","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2A19","SINGH,LAKHWINDER","05/31/2025","CUR","Y205099C","2T3LWRFV1LW054443","HYB","2020","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3W47","G.P. CAB CORP.","05/31/2022","CUR","Y101838C","3N8CM0JTXKK694206","WAV","2019","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"1F30","KALEN TRANSPORTATION INC.","05/31/2025","CUR","Y206367C","1FMCU9BZ2NUA64215","HYB","2022","OWNER MUST DRIVE","289","BOULEVARD TAXI LEASING INC","(718)932-3312",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"9C42","SK TAXI INC.","05/31/2025","CUR","Y201897C","4T1BD1FK9FU174707","HYB","2015","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1J20","ILTEC SERVICE CORP","05/31/2025","CUR","1J20H","3N8CM0JT4GK698761","WAV","2016","NAMED DRIVER","201","GREEN APPLE MANAGEMENT CORP","(718)361-5555",,"34-20   31 STREET LIC NY 11106","2023-08-27T00:00:00.000","13:20"
"7M47","SUSPEND CAB CORP","05/31/2024","CUR","Y205566C","NM0GS9E2XN1544995","WAV","2022","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8H61","CHAND TRANS CORP.","05/31/2024","CUR","Y205079C","5TDKRKEC4NS132101","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"6F56","PHILEMON, LAMARTINE","05/31/2024","CUR","Y200969C","5TDZK3DC6GS745706","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"7J87","RS TAXI LLC","05/31/2025","CUR","Y202804C","NM0GS9E28L1479125","WAV","2020","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"8Y55","SYED & BROTHERS CAB CORP.","05/31/2024","CUR","Y101335C","JTDZN3EU5FJ017630","HYB","2015","OWNER MUST DRIVE","999",,,,,"2023-08-27T00:00:00.000","13:20"
"1K21","SAMPBOAT TAXI CORP","05/31/2024","CUR","Y205284C","5TDKRKEC6NS127966","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"6J98","SHARKY TAXI INC","05/31/2025","CUR","Y200946C","JTMRJREVXHD152997","HYB","2017","NAMED DRIVER","224","S & R MEDALLION CORP","(212)957-9200",,"625 WEST   51 STREET NEW YORK NY 10019","2023-08-27T00:00:00.000","13:20"
"8D98","LAMA,FURBA,C","05/31/2024","CUR","Y202712C","1FMCU9BZ1MUA89105","HYB","2021","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2L99","CROSS ISLAND 1396 LLC","05/31/2025","CUR","Y205041C","2T3LWRFV2KW023135","HYB","2019","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"3M52","RANAY TAXI CORP","05/31/2024","CUR","Y203952C","NM0GS9E28N1531825","WAV","2022","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1J90","ELAY TAXI INC","05/31/2025","CUR","Y203448C","NM0GS9E21L1478642","WAV","2020","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1C21","KHALIL,HOSAMELDIN,M","05/31/2025","CUR","Y200319C","4T1BD1FK2FU142973","HYB","2015","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3M89","LACORUNA TAXI INC","05/31/2024","CUR","Y103916C","4T1BD1FK4FU160861","HYB","2015","NAMED DRIVER","110","WINNERS GARAGE INC","(718)458-7000",,"34-14   64 STREET WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"7D21","MAHMOOD, TARIQ","05/31/2024","CUR","Y201193C","5TDZZ3DC5LS067553","WAV","2020","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"7C35","VOLTAIRE, JOSEPH & MARIE","05/31/2025","CUR","Y205895C","NM0GS9E29P1552735","WAV","2023","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"4H51","PROSS HACKING CORP","05/31/2024","CUR","Y206021C","NM0GS9E22N1545073","WAV","2022","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8M22","NY ABAR TAXI CORP","05/31/2024","CUR","Y200944C","5TDZZ3DC8LS051945","WAV","2020","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"4K54","ELPIDA TAXI LLC","05/31/2024","CUR","Y104075C","JTDZN3EU7FJ024580","HYB","2015","NAMED DRIVER","290","UNITED TAXI MANAGEMENT GROUP, INC.","(718)392-4600",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"2M13","ALLIS CAB CORP","05/31/2024","CUR","Y103972C","JTDZN3EU4GJ044206","HYB","2016","NAMED DRIVER","110","WINNERS GARAGE INC","(718)458-7000",,"34-14   64 STREET WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"9B84","F & S TRANSIT CORP.","05/31/2024","CUR","9B84J","NM0GS9E21N1545551","WAV","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"9V18","9V18 & 9V19 ACQUISITION, LLC","05/31/2024","CUR","Y201435C","4T3LWRFV5MU017767","HYB","2021","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"5N50","FAHRUDIN & VALIDA TAXI INC","05/31/2025","CUR","Y206241C","NM0GS9E26N1544993","WAV","2022","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"4N55","DEANA CAB CORP","05/31/2023","CUR","Y201815C","5TDZK3DC8GS755458","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3J96","JULIA ROSE HACKING CORP.","05/31/2025","CUR","Y203166C","4T1C11AK0LU360667",,"2020","NAMED DRIVER","017","521 WEST 21ST ST MANAGEMENT CORP","(212)665-4900",,"415 WEST  127 STREET NEW YORK NY 10027","2023-08-27T00:00:00.000","13:20"
"8V72","VOBLA TAXI INC","05/31/2024","CUR","Y200792C","5TDZZ3DC2KS989809","WAV","2019","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"4E81","BRB #1 LLC","05/31/2023","CUR","Y203314C","4T3LWRFV8MU039987","HYB","2021","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"4K90","ZULIE TAXI INC","05/31/2024","CUR","Y206276C","JTMLWRFV1PD184936","HYB","2023","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3F94","NAFTALIEV, NAOMI","05/31/2024","CUR","Y206348C","1FMCU9BZ6NUA44744","HYB","2022","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"7F45","PIERRE,GARY","05/31/2024","CUR","Y203491C","JTDZN3EU3GJ044990","HYB","2016","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"3G59","LA MIRAGE TAXI INC.","05/31/2025","CUR","Y202535C","1FMCU9BZ0MUB10784","HYB","2021","NAMED DRIVER","217","MEDALLION MAINTENANCE INC.","(718)472-9000",,"11-38   44 ROAD LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"7D47","ISKHAKOV,ALEKSANDR","05/31/2024","CUR","Y203046C","NM0GS9E27M1495575","WAV","2021","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8P96","TOPS CAB CORP","05/31/2024","CUR","Y202332C","4T3LWRFV3NU069531","HYB","2022","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1D93","SHEMUL TAXI CORP.","05/31/2024","CUR","Y203218C","NM0GS9E24M1494996","WAV","2021","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"4W80","DHAKA TAXI LLC","05/31/2024","CUR","Y101962C","5TDZZ3DC0KS999643","WAV","2019","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"3Y92","W BUY TRANS CORP","05/31/2024","CUR","Y203781C","5TDZK3DC2GS734444","WAV","2016","NAMED DRIVER","224","S & R MEDALLION CORP","(212)957-9200",,"625 WEST   51 STREET NEW YORK NY 10019","2023-08-27T00:00:00.000","13:20"
"6N50","DING TRANS CORP","05/31/2023","CUR","Y203353C","JTMRJREV2JD241159","HYB","2018","NAMED DRIVER","213","J T L MANAGEMENT INC","(718)392-7000",,"36-16 SKILLMAN AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6M61","SEXY CAB CORP","05/31/2024","CUR","Y206236C","4T3LWRFV7PU089834","HYB","2023","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
