"developmentteamdwid","projectid","type","entityname","firstname","lastname","entityindividualindicator","parententityname","individualrole","individualtitle","individualofficerequivalence","careof","housenumber","streetname","apartmentsuitefloor","city","state","zip","tradetype","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"77990","49635","BORROWER LEGAL ENTITY","HFH NYC Inc.",,,"Entity","Habitat for Humanity Housing Development Fund Company, Inc.",,,,,"111","John Street","23","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"77991","49635","BORROWER LEGAL ENTITY","HFH HDFC Inc.",,,"Entity","HFH HDFC Inc.",,,,,"111","John Street","23","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"77992","49635","BORROWER LEGAL ENTITY","HFH NYC GC LLC",,,"Entity","HFH NYC GC LLC",,,,,"111","John Street","23","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"78079","52693","GENERAL CONTRACTOR","EmpireHD, Inc.",,,"Entity","EmpireHD, Inc.",,,,,"99","Tulip Ave","#203","Floral Park","NEW YORK",,,,,,,,,,,
"77993","49635","BORROWER LEGAL ENTITY","HFH NYC GC LLC","Alex","Havriliak","Individual","HFH NYC GC LLC","Officer","CFO","CFO",,"111","John Street","23","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"80720","50623","GENERAL CONTRACTOR","Universal",,,"Entity","Universal",,,,,"111","John Street","1010","NY","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"80721","50623","GENERAL CONTRACTOR","Universal","Alexander","Berkovitch","Individual","Universal","Both","100% Owner",,,"111","John Street","1010","NY","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"84617","55223","BORROWER LEGAL ENTITY","AG Habitat Tilden Street LLC",,,"Entity","AG Habitat Tilden Street LLC",,,,"Habitat for Humanity New York City","111","John Street","23rd fl","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"84618","55223","BORROWER LEGAL ENTITY","AG Habitat Tilden Street LLC","Karen","Haycox","Individual","AG Habitat Tilden Street LLC","Officer","Managing Member",,"Habitat for Humanity New York City","111","John Street","23rd floor","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"84619","55223","BORROWER LEGAL ENTITY","AG Habitat Tilden Street LLC","Alex","Havriliak","Individual","AG Habitat Tilden Street LLC","Officer","Managing Member",,"Habitat for Humanity New York City","111","John Street","23rd floor","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"84620","55223","BORROWER LEGAL ENTITY","Habitat for Humanity New York City, Inc.",,,"Entity","AG Habitat Tilden Street LLC",,,,"Habitat for Humanity New York City","111","John Street","23rd fl","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"84914","55223","BORROWER LEGAL ENTITY","Habitat for Humanity New York City, Inc.","Karen","Haycox","Individual","Habitat for Humanity New York City, Inc.","Officer","CEO",,"Habitat for Humanity New York City","111","John Street","23rd floor","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"84915","55223","BORROWER LEGAL ENTITY","Habitat for Humanity New York City, Inc.","Alex","Havriliak","Individual","Habitat for Humanity New York City, Inc.","Officer","CFO & EVP",,"Habitat for Humanity New York City","111","John Street","23rd floor","New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"85163","66929","GENERAL CONTRACTOR","H4H NYC GC LLC",,,"Entity","H4H NYC GC LLC",,,,,"111","John Street","23rd Floor","NY","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"85164","66929","GENERAL CONTRACTOR","H4H NYC GC LLC","Karen","Haycox","Individual","H4H NYC GC LLC","Officer","Principal",,,"111","John Street","23rd Floor","NY","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"85715","64390","GENERAL CONTRACTOR","HFH NYC GC LLC",,,"Entity","HFH NYC GC LLC",,,,,"111","John Street",,"New York","NEW YORK","10038",,"Manhattan","40.707671","-74.005764","1","1","1502","1001167","1000750030","MN25"
"34152","48794","SUB CONTRACTOR","Nasima Contracting",,,"Entity","Nasima Contracting",,,,,"118","Fulton Street","Suite 115","New York","NEW YORK","10038",,"Manhattan","40.710040","-74.007405","1","1","1502","1000000","1000780047","MN25"
"34153","48794","SUB CONTRACTOR","Nasima Contracting","Tanjina","Sultana","Individual","Nasima Contracting","Both","President",,,"118","Fulton Street","Suite 115","New York","NEW YORK","10038",,"Manhattan","40.710040","-74.007405","1","1","1502","1000000","1000780047","MN25"
"46557","52415","SUB CONTRACTOR","Thyssen Krupp Elevator Corp.",,,"Entity","Thyssen Krupp Elevator Corp.",,,,"Mario Caradaci","195","Broadway",,"New York","NEW YORK","10007",,"Manhattan","40.710536","-74.009378","1","1","13","1001227","1000800001","MN25"
"25025","50282","SUB CONTRACTOR","Stacie Scorcia & CO INC.",,,"Entity","Stacie Scorcia & CO INC.",,,,"Stacie Scorcia & CO INC.","1","Beekman Street",,"New York","NEW YORK","10038",,"Manhattan","40.711588","-74.006868","1","1","1501","1090476","1000900013","MN25"
"79896","50282","SUB CONTRACTOR","Stacie Scorcia & CO INC.",,,"Entity","Stacie Scorcia & CO INC.",,,,"Stacie Scorcia & CO INC.","1","Beekman Street",,"New York","NEW YORK","10038",,"Manhattan","40.711588","-74.006868","1","1","1501","1090476","1000900013","MN25"
"84178","51617","BORROWER LEGAL ENTITY","Knickerbocker Village Inc.","Adam","Roman","Individual","Knickerbocker Village Inc.","Officer","President",,,"156","William Street","10th Floor","New York","NEW YORK","10038",,"Manhattan","40.709944","-74.006045","1","1","1501","1001281","1000937501","MN25"
"84179","51617","BORROWER LEGAL ENTITY","Knickerbocker Village Inc.","Matthew","Lembo","Individual","Knickerbocker Village Inc.","Officer","Vice President & Secretary",,,"156","William Street","10th Floor","New York","NEW YORK","10038",,"Manhattan","40.709944","-74.006045","1","1","1501","1001281","1000937501","MN25"
"84180","51617","BORROWER LEGAL ENTITY","Knickerbocker Village Inc.","Eric","Odegaard","Individual","Knickerbocker Village Inc.","Officer","VP & Assistant Secretary",,,"156","William Street","10th Floor","New York","NEW YORK","10038",,"Manhattan","40.709944","-74.006045","1","1","1501","1001281","1000937501","MN25"
"86134","70746","BORROWER LEGAL ENTITY","TIVOLI BI, LLC",,,"Entity","TIVOLI BI, LLC",,,,,"156","William Street",,"New York","NEW YORK","10038",,"Manhattan","40.709944","-74.006045","1","1","1501","1001281","1000937501","MN25"
"1953","44239","BORROWER LEGAL ENTITY","101 Gold Street Corp.",,,"Entity","100 Gold Street LLC",,,,,"100","Gold Street",,"New York","NEW YORK","10038",,"Manhattan","40.710353","-74.004007","1","1","1501","1001289","1000940025","MN25"
"1954","44239","BORROWER LEGAL ENTITY","100 Gold Street LLC",,,"Entity","100 Gold Street LLC",,,,,"100","Gold Street",,"New York","NEW YORK","10038",,"Manhattan","40.710353","-74.004007","1","1","1501","1001289","1000940025","MN25"
"83712","64796","BORROWER LEGAL ENTITY","Woodstock HDFC for Senior Citzens Inc.","Ivan","Armstrong","Individual","Woodstock HDFC for Senior Citzens Inc.","Officer","Member",,,"233","Broadway","2075","New York","NEW YORK","10279",,"Manhattan","40.712265","-74.007892","1","1","21","1087167","1001237501","MN24"
"5767","68192","BORROWER LEGAL ENTITY","1850 Second Ave Services Corporation",,,"Entity","1850 Second Ave Services Corporation",,,,,"11","Park Place",,"New York City","NEW YORK","10007",,"Manhattan","40.712828","-74.008296","1","1","21","1001399","1001240004","MN24"
"38804","49418","BORROWER LEGAL ENTITY","1850 Second Avenue Services Corp",,,"Entity","1850 Second Avenue Services Corp",,,,"NYFSC","11","Park Place","1416","New York","NEW YORK","10007",,"Manhattan","40.712828","-74.008296","1","1","21","1001399","1001240004","MN24"
"38805","49418","BORROWER LEGAL ENTITY","1850 Second Avenue Services Corp","Deborah","Bernstein","Individual","1850 Second Avenue Services Corp","Officer","President",,"NYFSC","11","Park Place","1416","New York","NEW YORK","10007",,"Manhattan","40.712828","-74.008296","1","1","21","1001399","1001240004","MN24"
"38806","49418","BORROWER LEGAL ENTITY","1850 Second Avenue Services Corp","Joan","Finkelstein","Individual","1850 Second Avenue Services Corp","Officer","Secretary/Tres.",,"NYFSC","11","Park Place","1416","New York","NEW YORK","10007",,"Manhattan","40.712828","-74.008296","1","1","21","1001399","1001240004","MN24"
"38807","49418","BORROWER LEGAL ENTITY","1850 Second Avenue Services Corp","Ann","Van Ness","Individual","1850 Second Avenue Services Corp","Officer","Member",,"NYFSC","11","Park Place","1416","New York","NEW YORK","10007",,"Manhattan","40.712828","-74.008296","1","1","21","1001399","1001240004","MN24"
"47135","49418","BORROWER LEGAL ENTITY","1850 Second Avenue Services Corp",,,"Entity","1850 Second Avenue Services Corp",,,,"NYFSC","11","Park Place","1416","New York","NEW YORK","10007",,"Manhattan","40.712828","-74.008296","1","1","21","1001399","1001240004","MN24"
"47136","49418","BORROWER LEGAL ENTITY","1850 Second Avenue Services Corp","Deborah","Bernstein","Individual","1850 Second Avenue Services Corp","Officer","President",,"NYFSC","11","Park Place","1416","New York","NEW YORK","10007",,"Manhattan","40.712828","-74.008296","1","1","21","1001399","1001240004","MN24"
"47137","49418","BORROWER LEGAL ENTITY","1850 Second Avenue Services Corp","Joan","Finkelstein","Individual","1850 Second Avenue Services Corp","Officer","Secretary/Tres.",,"NYFSC","11","Park Place","1416","New York","NEW YORK","10007",,"Manhattan","40.712828","-74.008296","1","1","21","1001399","1001240004","MN24"
"47138","49418","BORROWER LEGAL ENTITY","1850 Second Avenue Services Corp","Ann","Van Ness","Individual","1850 Second Avenue Services Corp","Officer","Member",,"NYFSC","11","Park Place","1416","New York","NEW YORK","10007",,"Manhattan","40.712828","-74.008296","1","1","21","1001399","1001240004","MN24"
"83883","61842","BORROWER LEGAL ENTITY","NYCHA III Parent Housing Development Fund Corporation",,,"Entity","NYCHA III SPE Ingersoll Senior Housing Development Fund Corporation",,,,"NYCHA","250","Broadway",,"New York","NEW YORK","10007",,"Manhattan","40.712982","-74.007301","1","1","21","1001408","1001240024","MN24"
"83884","61842","BORROWER LEGAL ENTITY","NYCHA",,,"Entity","NYCHA III Parent Housing Development Fund Corporation",,,,"NYCHA","250","Broadway",,"New York","NEW YORK","10007",,"Manhattan","40.712982","-74.007301","1","1","21","1001408","1001240024","MN24"
"85953","65261","BORROWER LEGAL ENTITY","NYC HOUSING AUTHORITY","Spencer","Edwards","Individual","NYC HOUSING AUTHORITY",,,,,"250","Broadway",,"New York","NEW YORK","10007",,"Manhattan","40.712982","-74.007301","1","1","21","1001408","1001240024","MN24"
"26778","50602","SUB CONTRACTOR","Zaman Construction Corp.",,,"Entity","Zaman Construction Corp.",,,,,"130","Church Street","Suite 278","New York","NEW YORK","10007",,"Manhattan","40.714019","-74.008668","1","1","21","1001434","1001337504","MN24"
"26779","50602","SUB CONTRACTOR","Zaman Construction Corp.","Jahid","Minto","Individual","Zaman Construction Corp.","Both","President",,,"130","Church Street","Suite 278","New York","NEW YORK","10007",,"Manhattan","40.714019","-74.008668","1","1","21","1001434","1001337504","MN24"
"76298","50602","SUB CONTRACTOR","Zaman Construction Corp.",,,"Entity","Zaman Construction Corp.",,,,,"130","Church Street","Suite 278","New York","NEW YORK","10007",,"Manhattan","40.714019","-74.008668","1","1","21","1001434","1001337504","MN24"
"76299","50602","SUB CONTRACTOR","Zaman Construction Corp.","Jahid","Minto","Individual","Zaman Construction Corp.","Both","President",,,"130","Church Street","Suite 278","New York","NEW YORK","10007",,"Manhattan","40.714019","-74.008668","1","1","21","1001434","1001337504","MN24"
"79043","48733","GENERAL CONTRACTOR","Zaman Construction Corp",,,"Entity","Zaman Construction Corp",,,,,"130","Church Street","Suite 278","New York","NEW YORK","10007",,"Manhattan","40.714019","-74.008668","1","1","21","1001434","1001337504","MN24"
"79044","48733","GENERAL CONTRACTOR","Zaman Construction Corp","Jahid","Minto","Individual","Zaman Construction Corp","Both","President",,,"130","Church Street","Suite 278","New York","NEW YORK","10007",,"Manhattan","40.714019","-74.008668","1","1","21","1001434","1001337504","MN24"
"85273","63877","BORROWER LEGAL ENTITY","1490 Southern Owner LLC",,,"Entity","1490 Southern Owner LLC",,,,,"58","Reade Street",,"New York","NEW YORK","10007",,"Manhattan","40.714898","-74.006349","1","1","33","1001636","1001507502","MN24"
"85274","63877","BORROWER LEGAL ENTITY","1490 Southern Owner LLC","Jill","Crawford","Individual","1490 Southern Owner LLC","Officer",,,,"58","Reade Street",,"New York","NEW YORK","10007",,"Manhattan","40.714898","-74.006349","1","1","33","1001636","1001507502","MN24"
"85275","63877","BORROWER LEGAL ENTITY","Type A Real Estate Advisors, Llc",,,"Entity","1490 Southern Owner LLC",,,,,"58","Reade Street",,"New York","NEW YORK","10007",,"Manhattan","40.714898","-74.006349","1","1","33","1001636","1001507502","MN24"
"85276","63877","BORROWER LEGAL ENTITY","Type A Real Estate Advisors, Llc","Ann","Tirschwell","Individual","Type A Real Estate Advisors, Llc","Officer",,,,"58","Reade Street",,"New York","NEW YORK","10007",,"Manhattan","40.714898","-74.006349","1","1","33","1001636","1001507502","MN24"
"79994","52723","SUB CONTRACTOR","Eastern Exterior Wall Systems, Inc.",,,"Entity","Eastern Exterior Wall Systems, Inc.",,,,,"99","Hudson Street",,"New York","NEW YORK","10013",,"Manhattan","40.718974","-74.008770","1","1","39","1075728","1001817504","MN24"
"79995","52723","SUB CONTRACTOR","Eastern Exterior Wall Systems, Inc.","Charles","Marcon","Individual","Eastern Exterior Wall Systems, Inc.","Owner","CEO",,,"99","Hudson Street",,"New York","NEW YORK","10013",,"Manhattan","40.718974","-74.008770","1","1","39","1075728","1001817504","MN24"
"14807","48765","BORROWER LEGAL ENTITY","BFC 360 Preservation LLC","Donald","Capocia","Individual","BFC 360 Preservation LLC","Both","Member",,,"35","N. Moore Street",,"New York","NEW YORK","10013",,"Manhattan","40.719885","-74.007818","1","1","33","1002162","1001907503","MN24"
"85986","68968","Borrower Legal Entity","EVERLASTING PINE HOUSING DEVELOPMENT FUND COMPANY, INC.","Charles","Lai","Individual","EVERLASTING PINE HOUSING DEVELOPMENT FUND COMPANY, INC.",,,,,"96","Baxter Street",,"New York","NEW YORK","10013",,"Manhattan","40.717033","-73.999643","1","1","29","1084583","1001980126","MN27"
"85987","68968","BORROWER LEGAL ENTITY","EVERLASTING PINE HOUSING DEVELOPMENT FUND COMPANY, INC.","Charles","Lai","Individual","EVERLASTING PINE HOUSING DEVELOPMENT FUND COMPANY, INC.",,,,,"96","Baxter Street",,"New York","NEW YORK","10013",,"Manhattan","40.717033","-73.999643","1","1","29","1084583","1001980126","MN27"
"10160","49391","BORROWER LEGAL ENTITY","The Durst Buildings Corp.",,,"Entity","Avenue of the America Investors LLC",,,,,"54","Avenue of the Americas",,"New York","NEW YORK","10013",,"Manhattan","40.721425","-74.005271","1","1","33","1002739","1002120070","MN24"
"3920","64027","SUB CONTRACTOR","MEDCOR",,,"Entity","MEDCOR",,,,,"388","Greenwich Street",,"New York","New York","10013","Drywall / Taping,Electrical ,Plumbing","Manhattan","40.720659","-74.010098","1","1","39","1082816","1002160001","MN24"
"78080","52693","GENERAL CONTRACTOR","EmpireHD, Inc.","Richard","DiBella","Individual","EmpireHD, Inc.","Both","President","CEO",,"99","Tulip Ave","#203","Floral Park","NEW YORK",,,,,,,,,,,
"5043","64027","SUB CONTRACTOR","MEDCOR",,,"Entity","MEDCOR",,,,,"388","Greenwich Street",,"New York","New York","10013","Concrete,Demolition,Drywall / Taping,Electrical ,Excavation,Fire Suppression ,Masonry,Painting,Plumbing,Roofing,Steel / Metals","Manhattan","40.720659","-74.010098","1","1","39","1082816","1002160001","MN24"
"78297","44865","BORROWER LEGAL ENTITY","Comunilife, Inc.","Carolina","Buzzetti","Individual","Comunilife, Inc.","Officer","Board Member",,,"181","Hudson Street","#4D","New York","NEW YORK","10013",,"Manhattan","40.722726","-74.008106","1","1","39","1002859","1002227501","MN24"
"83023","58671","BORROWER LEGAL ENTITY","Comunilife, Inc.","Carolina","Buzzetti","Individual","Comunilife, Inc.",,"Director",,,"181","Hudson Street","#4D","New York","NEW YORK","10013",,"Manhattan","40.722726","-74.008106","1","1","39","1002859","1002227501","MN24"
"7636","51104","BORROWER LEGAL ENTITY","281 West Street, LLC",,,"Entity","Bridge Land West LLC",,,,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7637","51104","BORROWER LEGAL ENTITY","Ponte Steakhouse, Inc.",,,"Entity","281 West Street, LLC",,,,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7638","51104","BORROWER LEGAL ENTITY","Ponte Steakhouse, Inc.","Vincent J.","Ponte","Individual","Ponte Steakhouse, Inc.","Both","Stockholder","CEO","Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7639","51104","BORROWER LEGAL ENTITY","Ponte Steakhouse, Inc.","Vncent M.","Ponte","Individual","Ponte Steakhouse, Inc.","Both","Stockholder",,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7679","51607","BORROWER LEGAL ENTITY","Hudson Street North, LLC",,,"Entity","Bridge Land Hudson LLC",,,,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7680","51607","BORROWER LEGAL ENTITY","Ponte Equities, Inc.",,,"Entity","Hudson Street North, LLC",,,,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7681","51607","BORROWER LEGAL ENTITY","V. Ponte & Sons, Inc.",,,"Entity","Hudson Street North, LLC",,,,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7682","51607","BORROWER LEGAL ENTITY","Ponte Family Trust",,,"Entity","Ponte Equities, Inc.",,,,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7683","51607","BORROWER LEGAL ENTITY","Ponte Family Trust",,,"Entity","V. Ponte & Sons, Inc.",,,,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7684","51607","BORROWER LEGAL ENTITY","Ponte Family Trust","Vincent J.","Ponte","Individual","Ponte Family Trust","Both","Stockholder","CEO","Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7685","51607","BORROWER LEGAL ENTITY","Ponte Family Trust","Vincent M.","Ponte","Individual","Ponte Family Trust","Owner","Stockholder",,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7686","51607","BORROWER LEGAL ENTITY","Ponte Family Trust","Vincent F.","Ponte","Individual","Ponte Family Trust","Owner","Stockholder",,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7687","51607","BORROWER LEGAL ENTITY","Ponte Family Trust","Vincent F.","Ponte","Individual","Ponte Family Trust","Owner","Stockholder",,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7688","51607","BORROWER LEGAL ENTITY","Ponte Family Trust","Vincent F.","Ponte","Individual","Ponte Family Trust","Owner","Stockholder",,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7689","51607","BORROWER LEGAL ENTITY","Ponte Family Trust","Anthony D.","Ponte","Individual","Ponte Family Trust","Owner","Stockholder",,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7690","51607","BORROWER LEGAL ENTITY","Ponte Family Trust","Marguerite","Colazzo","Individual","Ponte Family Trust","Owner","Stockholder",,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7691","51607","BORROWER LEGAL ENTITY","Ponte Family Trust","Margaret","Florio","Individual","Ponte Family Trust","Owner","Stockholder",,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"7737","51607","BORROWER LEGAL ENTITY","Ponte Family Trust","Margaret","McMahon","Individual","Ponte Family Trust","Owner","Stockholder",,"Ponte","268","West Street",,"New York","NEW YORK","10013",,"Manhattan","40.723379","-74.011512","1","1","39","1090656","1002237502","MN24"
"27534","48906","SUB CONTRACTOR","Vertex Security",,,"Entity","Vertex Security",,,,,"480","Canal Street",,"New York","NEW YORK","10013",,"Manhattan","40.723895","-74.008197","1","1","39","1002933","1002250008","MN24"
"27535","48906","SUB CONTRACTOR","Vertex Security","Yaron","Erez","Individual","Vertex Security","Officer","President","CEO",,"480","Canal Street",,"New York","NEW YORK","10013",,"Manhattan","40.723895","-74.008197","1","1","39","1002933","1002250008","MN24"
"31361","48906","SUB CONTRACTOR","Vertex Security",,,"Entity","Vertex Security",,,,,"480","Canal Street",,"New York","NEW YORK","10013",,"Manhattan","40.723895","-74.008197","1","1","39","1002933","1002250008","MN24"
"31362","48906","SUB CONTRACTOR","Vertex Security","Yaron","Erez","Individual","Vertex Security","Officer","President","CEO",,"480","Canal Street",,"New York","NEW YORK","10013",,"Manhattan","40.723895","-74.008197","1","1","39","1002933","1002250008","MN24"
"3926","62299","SUB CONTRACTOR","SOLUBON LTD",,,"Entity","SOLUBON LTD",,,,,"433","Broadway",,"New York","NEW YORK","10013",,"Manhattan","40.720077","-74.001320","2","1","47","1090587","1002310014","MN24"
"4122","62299","SUB CONTRACTOR","SOLUBON LTD",,,"Entity","SOLUBON LTD",,,,,"433","Broadway",,"New York","NEW YORK","10013",,"Manhattan","40.720077","-74.001320","2","1","47","1090587","1002310014","MN24"
"24677","44362","SUB CONTRACTOR","Sheridan Electric Ltd.",,,"Entity","Sheridan Electric Ltd.",,,,,"197","Grand Street","Ste 5S","New York","NEW YORK","10013",,"Manhattan","40.719180","-73.996894","2","1","41","1003090","1002370014","MN24"
"26691","48012","SUB CONTRACTOR","Sheridan Electric",,,"Entity","Sheridan Electric",,,,,"197","Grand Street Ste 5S",,"New York","NEW YORK","10013",,"Manhattan","40.719180","-73.996894","2","1","41","1003090","1002370014","MN24"
"26692","48012","SUB CONTRACTOR","Sheridan Electric","Anthony","DiNota Jr.","Individual","Sheridan Electric","Owner",,"CEO",,"197","Grand Street Ste 5S",,"New York","NEW YORK","10013",,"Manhattan","40.719180","-73.996894","2","1","41","1003090","1002370014","MN24"
"27663","44362","SUB CONTRACTOR","Sheridan Electric Ltd.",,,"Entity","Sheridan Electric Ltd.",,,,,"197","Grand Street","Ste 5S","New York","NEW YORK","10013",,"Manhattan","40.719180","-73.996894","2","1","41","1003090","1002370014","MN24"
"75138","48012","SUB CONTRACTOR","Sheridan Electric",,,"Entity","Sheridan Electric",,,,,"197","Grand Street Ste 5S",,"New York","NEW YORK","10013",,"Manhattan","40.719180","-73.996894","2","1","41","1003090","1002370014","MN24"
"75516","48012","SUB CONTRACTOR","Sheridan Electric","Anthony","DiNota Jr.","Individual","Sheridan Electric","Owner",,"CEO",,"197","Grand Street Ste 5S",,"New York","NEW YORK","10013",,"Manhattan","40.719180","-73.996894","2","1","41","1003090","1002370014","MN24"
"2577","67636","BORROWER LEGAL ENTITY","TWO BRIDGESET ASSOCIATES, L.P.",,,"Entity","Two Bridges Neighborhood Council, Inc.",,,,,"275","Cherry Street",,"New York","NEW YORK","10002",,"Manhattan","40.711351","-73.988558","3","1","6","1077590","1002470001","MN28"
"2578","67636","BORROWER LEGAL ENTITY","2TB Housing Development Fund Corporation",,,"Entity","Two Bridges Neighborhood Council, Inc.",,,,,"275","Cherry Street",,"New York","NEW YORK","10002",,"Manhattan","40.711351","-73.988558","3","1","6","1077590","1002470001","MN28"
"2579","67636","BORROWER LEGAL ENTITY","Two Bridges Settlement Housing Corporation",,,"Entity","Two Bridges Neighborhood Council, Inc.",,,,,"275","Cherry Street",,"New York","NEW YORK","10002",,"Manhattan","40.711351","-73.988558","3","1","6","1077590","1002470001","MN28"
"84177","51617","BORROWER LEGAL ENTITY","Knickerbocker Village Inc.",,,"Entity","Knickerbocker Village Inc.",,,,,"10","Monroe Street","1st Floor","New York","NEW YORK","10002",,"Manhattan","40.711453","-73.995661","3","1","8","1077585","1002530001","MN27"
"84181","51617","BORROWER LEGAL ENTITY","Knickerbocker Village Inc.","Vincent","Callagy","Individual","Knickerbocker Village Inc.","Officer","Assistant VP",,,"10","Monroe Street","1st Floor","New York","NEW YORK","10002",,"Manhattan","40.711453","-73.995661","3","1","8","1077585","1002530001","MN27"
"23406","44350","BORROWER LEGAL ENTITY","West Tremont Inc.","Raul","Russi","Individual","West Tremont Inc.","Officer","CEO","CEO",,"453","FDR Drive","#803C","New York","NEW YORK","10002",,"Manhattan","40.712862","-73.977798","3","2","202","1083400","1002630008","MN28"
"26848","48013","BORROWER LEGAL ENTITY","Promesa HDFC","Raul","Russi","Individual","Promesa HDFC","Officer","CEO",,,"453","FDR Drive","804-C","NY","NEW YORK","10002",,"Manhattan","40.712862","-73.977798","3","2","202","1083400","1002630008","MN28"
"31889","48013","BORROWER LEGAL ENTITY","Promesa HDFC","Raul","Russi","Individual","Promesa HDFC","Officer","CEO",,,"453","FDR Drive","804-C","NY","NEW YORK","10002",,"Manhattan","40.712862","-73.977798","3","2","202","1083400","1002630008","MN28"
"77663","47948","BORROWER LEGAL ENTITY","Beck Street Devlopment HDFC","Raul","Russi","Individual","Beck Street Devlopment HDFC","Officer","CEO",,,"453","FDR Drive","804-C","NY","NEW YORK","10002",,"Manhattan","40.712862","-73.977798","3","2","202","1083400","1002630008","MN28"
"80319","49501","BORROWER LEGAL ENTITY","Fox Street Development HDFC","Raul","Russi","Individual","Fox Street Development HDFC","Officer","CEO",,,"453","FDR Drive","804-C","NY","NEW YORK","10002",,"Manhattan","40.712862","-73.977798","3","2","202","1083400","1002630008","MN28"
"49","59474","SUB CONTRACTOR","AMC PLUMBING, HEATING & COOLING INC.",,,"Entity","AMC PLUMBING, HEATING & COOLING INC.",,,,,"22","Rutgers Street",,"New York","NEW YORK","10002","Mechanical,Plumbing","Manhattan","40.713196","-73.990098","3","1","6","1003258","1002730026","MN28"
"1991","64745","BORROWER LEGAL ENTITY","EAST VILLAGE HOMES OWNER LLC",,,"Entity","EAST VILLAGE HOMES OWNER LLC",,,,,"2","Allen Street","7th Floor","New York","NEW YORK","10002",,"Manhattan","40.714406","-73.992793","3","1","16","1088837","1002947502","MN27"
