"evt_code","evt_desc","evt_type","evt_date","evt_mrc","evt_printed","evt_obtype","evt_object","evt_standwork","evt_ppm","evt_freq","evt_isstype","evt_class","evt_route","evt_target","evt_duration","evt_parent","evt_reqm","evt_jobtype","evt_priority","evt_reported","evt_start","evt_due","evt_completed","evt_warranty","evt_safety","evt_reopened","evt_schedend","evt_created","evt_updated","evt_updatecount","evt_perioduom","evt_sqlidentity","evt_multiequip","evt_completed_trunc","evt_udfchar01","evt_udfchar02","evt_udfchar03","evt_udfchar04","evt_udfchar05","evt_udfchar06","evt_udfchar08","evt_udfchar10","evt_udfchar11","evt_udfchar12","evt_udfchar13","evt_udfchar14","evt_udfchar15","evt_udfchar16","evt_udfnum01","evt_udfnum02","evt_udfchkbox01","evt_udfchkbox02","evt_udfchkbox03","evt_udfchkbox04","evt_udfchkbox05"
"2059957","Box of garbage bags","JOB","Aug 10 2020  8:53AM","B-05","-","S","B383-GT001",,,,"F",,,"Aug 10 2020 12:00AM","1",,,"GTBR",,"Aug 10 2020  8:53AM",,,,"-","-","-","Aug 10 2020 12:00AM","Aug 10 2020  8:54AM","Aug 12 2020 10:23AM","1",,"1994551","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2051100","Three new double raised beds (1of 2)","JOB","Jul 13 2020  2:04PM","B-05","-","S","B581-GT001",,,,"F",,,"Jul 13 2020 12:00AM","1",,,"GTBR",,"Jul 13 2020  2:04PM",,,,"-","-","-","Jul 13 2020 12:00AM","Jul 13 2020  2:06PM","Jul 14 2020 10:49AM","1",,"1985727","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2137042","Double Load Delivery of Soil / Compost mix","JOB","Apr  2 2021  5:58PM","X-06","-","S","X252-GT001",,,,"F",,,"Apr  2 2021 12:00AM","1",,,"GTBR",,"Apr  2 2021  5:58PM",,,,"-","-","-","Apr  2 2021 12:00AM","Apr  2 2021  6:00PM","Apr  2 2021  6:04PM","0",,"2061587","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"+","-","+","+","-"
"2065284","DELIVERY 7 cy mulch to Pembroke Ave","JOB","Aug 28 2020  3:11PM","Q-11","-","S","QGT015",,,,"F",,,"Aug 28 2020 12:00AM","1",,,"GTBR",,"Aug 28 2020  3:11PM",,,,"-","-","-","Aug 28 2020 12:00AM","Aug 28 2020  3:12PM","Sep  8 2020  3:32PM","1",,"1999841","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"2078967","GTO scrape","JOB","Oct 13 2020  1:28PM","B-05","-","S","B496-GT001","DSNY Scrape",,,"F",,,"Oct 13 2020 12:00AM","1",,,"GTBR","2-MED","Oct 13 2020  1:28PM",,,,"-","-","-","Oct 13 2020 12:00AM","Oct 13 2020  1:29PM","Oct 16 2020  3:00PM","2",,"2013453","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2042314","7 cy of soil,7 cy of mulch, a box of trash bags, help with trash pick up","JOB","Jun 15 2020 12:55PM","X-03","-","S","X320-GT001",,,,"F",,,"Jun 15 2020 12:00AM","1",,,"GTBR",,"Jun 15 2020 12:55PM",,,,"-","-","-","Jun 15 2020 12:00AM","Jun 15 2020 12:56PM","Jun 29 2020  9:49AM","2",,"1977039","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2042337","Delivery 1/2 load compost, no soil mix, to Bryant Hill Garden","JOB","Jun 15 2020  1:45PM","X-02","-","S","X315-GT001",,,,"F",,,"Jun 15 2020 12:00AM","1",,,"GTBR",,"Jun 15 2020  1:45PM",,,,"-","-","-","Jun 15 2020 12:00AM","Jun 15 2020  1:47PM","Jun 29 2020  9:49AM","2",,"1977060","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2042347","Delivery 7 yds soil to Garden of Life","JOB","Jun 15 2020  2:22PM","X-04","-","S","X298-GT001",,,,"F",,,"Jun 15 2020 12:00AM","1",,,"GTBR",,"Jun 15 2020  2:22PM",,,,"-","-","-","Jun 15 2020 12:00AM","Jun 15 2020  2:23PM","Jun 29 2020  9:49AM","2",,"1977070","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2042349","Delivery 15 pcs lumber to New Hoe Ave Garden","JOB","Jun 15 2020  2:25PM","X-02","-","S","X241-GT001",,,,"F",,,"Jun 15 2020 12:00AM","1",,,"GTBR",,"Jun 15 2020  2:25PM",,,,"-","-","-","Jun 15 2020 12:00AM","Jun 15 2020  2:26PM","Jun 29 2020  9:49AM","2",,"1977072","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2185666","deliver 7 cubic yards of woodchips","JOB","Jul  8 2021  3:01PM","X-05","-","S","X292-GT001",,,,"F",,,"Jul  8 2021 12:00AM","1",,,"GTBR",,"Jul  8 2021  3:01PM",,,,"-","-","-","Jul  8 2021 12:00AM","Jul  8 2021  3:01PM","Jul  9 2021  9:48AM","1",,"2091939","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2048017","DELIVERY of 7 c/y of top soil to Ten Eyck Garden","JOB","Jul  2 2020  4:54PM","B-01","-","S","B445-GT001",,,,"F",,,"Jul  2 2020 12:00AM","1",,,"GTBR",,"Jul  2 2020  4:54PM",,,,"-","-","-","Jul  2 2020 12:00AM","Jul  2 2020  4:54PM","Jul  7 2020  9:59AM","1",,"1982676","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1981010","Level Site (Grading).","JOB","Nov 25 2019  9:43AM","B-03","-","S","B498-GT001",,,,"F",,,"Nov 25 2019 12:00AM","1",,,"GTBR",,"Nov 25 2019  9:43AM",,,,"-","-","-","Nov 25 2019 12:00AM","Nov 25 2019  9:49AM","Nov 25 2019 12:19PM","2",,"1916162","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2043622","(1 of 2) Deliver 3 yds. of woodchips.","JOB","Jun 19 2020 12:24PM","B-03","-","S","B567-GT001",,,,"F",,,"Jun 19 2020 12:00AM","1",,,"GTBR",,"Jun 19 2020 12:24PM",,,,"-","-","-","Jun 19 2020 12:00AM","Jun 19 2020 12:28PM","Jun 29 2020  9:49AM","2",,"1978331","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2043630","(2 of 2) Deliver 4 peices of lumber to replace broken beds.","JOB","Jun 19 2020 12:34PM","B-03","-","S","B567-GT001",,,,"F",,,"Jun 19 2020 12:00AM","1",,,"GTBR",,"Jun 19 2020 12:34PM",,,,"-","-","-","Jun 19 2020 12:00AM","Jun 19 2020 12:35PM","Jun 29 2020  9:49AM","2",,"1978339","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2101816","Rubble and Debris removal","JOB","Jan  8 2021  2:30PM","X-03","-","S","X318-GT001",,,,"F",,,"Jan  8 2021 12:00AM","1",,,"GTBR",,"Jan  8 2021  2:30PM",,,,"-","-","-","Jan  8 2021 12:00AM","Jan  8 2021  2:31PM","Jan 11 2021  3:09PM","1",,"2035805","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"+","-","+","+","-"
"2080490","(3 of 3) Deliver 3 yards of woodchips.","JOB","Oct 19 2020  2:47PM","B-03","-","S","B574-GT001",,,,"F",,,"Oct 19 2020 12:00AM","1",,,"GTBR",,"Oct 19 2020  2:47PM",,,,"-","-","-","Oct 19 2020 12:00AM","Oct 19 2020  2:49PM","Oct 22 2020  9:36AM","1",,"2014954","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2048921","Soil for 24 raised beds (2 of 2)","JOB","Jul  6 2020 11:21AM","B-05","-","S","B462-GT001",,,,"F",,,"Jul  6 2020 12:00AM","1",,,"GTBR",,"Jul  6 2020 11:21AM",,,,"-","-","-","Jul  6 2020 12:00AM","Jul  6 2020 11:22AM","Jul  7 2020  9:59AM","1",,"1983561","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2243370","LOT RESTORATION George Wash Carver","JOB","Nov 18 2021  4:08PM","Q-12","-","S","Q489-GT001",,,,"F",,,"Nov 18 2021 12:00AM","1",,,"GTBR",,"Nov 18 2021  4:08PM",,,,"-","-","-","Nov 18 2021 12:00AM","Nov 18 2021  4:09PM","Nov 19 2021  2:24PM","1",,"2140150","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2062882","deliver 3 bags of stalite to Miracle Garden for rat abatement","JOB","Aug 20 2020  9:45AM","M-03","-","S","M314-GT001",,,,"F",,,"Aug 20 2020 12:00AM","1",,,"GTBR",,"Aug 20 2020  9:45AM",,,,"-","-","-","Aug 20 2020 12:00AM","Aug 20 2020  9:45AM","Aug 20 2020  9:47AM","0",,"1997459","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","+","+","-"
"2049711","Pressurized lumber for stage and Trellis?","JOB","Jul  8 2020  3:39PM","B-05","-","S","B455-GT001",,,,"F",,,"Jul  8 2020 12:00AM","1",,,"GTBR",,"Jul  8 2020  3:39PM",,,,"-","-","-","Jul  8 2020 12:00AM","Jul  8 2020  3:41PM","Jul  9 2020  2:12PM","1",,"1984343","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2049754","Bed construction materials for Latinos Unidos Garden","JOB","Jul  8 2020  4:36PM","X-01","-","S","X337-GT001",,,,"F",,,"Jul  8 2020 12:00AM","1",,,"GTBR",,"Jul  8 2020  4:36PM",,,,"-","-","-","Jul  8 2020 12:00AM","Jul  8 2020  4:41PM","Jul  9 2020  2:12PM","1",,"1984386","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","+"
"2085677","Scoop to see if front of garden can be leveled and pathway stones can be reset.","JOB","Nov  2 2020  2:25PM","B-03","-","S","B488-GT001",,,,"F",,,"Nov  2 2020 12:00AM","1",,,"GTBR",,"Nov  2 2020  2:25PM",,,,"-","-","-","Nov  2 2020 12:00AM","Nov  2 2020  2:29PM","Nov  2 2020  2:34PM","0",,"2020111","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Needs Scoping",,,,,,"-","-","+","+","-"
"2196095","Requesting 4 cubic yards of topsoil","JOB","Aug 12 2021 11:28AM","X-09","-","S","X325-GT001",,,,"F",,,"Aug 12 2021 12:00AM","1",,,"GTBR",,"Aug 12 2021 11:28AM",,,,"-","-","-","Aug 12 2021 12:00AM","Aug 12 2021 11:30AM","Aug 26 2021 10:34AM","1",,"2102269","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"2196096","Requesting 4 cubic yards of compost","JOB","Aug 12 2021 11:30AM","X-09","-","S","X325-GT001",,,,"F",,,"Aug 12 2021 12:00AM","1",,,"GTBR",,"Aug 12 2021 11:30AM",,,,"-","-","-","Aug 12 2021 12:00AM","Aug 12 2021 11:31AM","Aug 26 2021 10:34AM","1",,"2102270","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"2193763","7 cubic feet wood chips","JOB","Aug  4 2021  3:25PM","B-05","-","S","B446-GT001",,,,"F",,,"Aug  4 2021 12:00AM","1",,,"GTBR",,"Aug  4 2021  3:25PM",,,,"-","-","-","Aug  4 2021 12:00AM","Aug  4 2021  3:27PM","Aug  5 2021 12:07PM","1",,"2099941","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2063342","Fix Storm Damaged Gate at Marcus Garvey Community Garden","JOB","Aug 21 2020  3:31PM","B-16","-","S","B510-GT001",,,,"F",,,"Aug 21 2020 12:00AM","1",,,"GTBR",,"Aug 21 2020  3:31PM",,,,"-","-","-","Aug 21 2020 12:00AM","Aug 21 2020  3:33PM","Aug 21 2020  3:33PM","0",,"1997917","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","+","-","-"
"2068164","1 of 3 DELIVERY of 7 yards of woodchips for Jardin de las Rosas","JOB","Sep  9 2020 10:02AM","X-05","-","S","X322-GT001",,,,"F",,,"Sep  9 2020 12:00AM","1",,,"GTBR","2-MED","Sep  9 2020 10:02AM",,,,"-","-","-","Sep  9 2020 12:00AM","Sep  9 2020 10:02AM","Sep 10 2020 12:50PM","4",,"2002700","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2078988","Install 12 by 8 cement pad and install tool shed at Fred MacLeod CG","JOB","Oct 13 2020  2:28PM","B-16","-","S","B510-GT001",,,,"F",,,"Oct 13 2020 12:00AM","1",,,"GTBR",,"Oct 13 2020  2:28PM",,,,"-","-","-","Oct 13 2020 12:00AM","Oct 13 2020  2:31PM","Oct 15 2020  9:57AM","1",,"2013474","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"2063810","Rat Abatement Assessment","JOB","Aug 24 2020 11:49AM","M-09","-","S","M368-GT001",,,,"F",,,"Aug 24 2020 12:00AM","1",,,"GTBR",,"Aug 24 2020 11:49AM",,,,"-","-","-","Aug 24 2020 12:00AM","Aug 24 2020 11:50AM","Aug 24 2020 11:59AM","0",,"1998379","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"+","-","-","+","-"
"2224073","Fence Repair","JOB","Oct 20 2021 11:45AM","X-01","-","S","X352-GT001",,,,"F",,,"Oct 20 2021 12:00AM","1",,,"GTBR","3-HIGH","Oct 20 2021 11:45AM",,,,"-","-","-","Oct 20 2021 12:00AM","Oct 20 2021 11:47AM","Mar 11 2022  3:28PM","1",,"2129979","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","+"
"2074973","Deliver 2 snow shovels and 1 pack of gloves.","JOB","Oct  2 2020  9:35AM","B-03","-","S","B573-GT001",,,,"F",,,"Oct  2 2020 12:00AM","1",,,"GTBR",,"Oct  2 2020  9:35AM",,,,"-","-","-","Oct  2 2020 12:00AM","Oct  2 2020  9:39AM","Oct  2 2020  9:48AM","1",,"2009484","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","+","+","-"
"2181870","4 cubic feet compost","JOB","Jun 28 2021 12:25PM","B-05","-","S","B453-GT001",,,,"F",,,"Jun 28 2021 12:00AM","1",,,"GTBR",,"Jun 28 2021 12:25PM",,,,"-","-","-","Jun 28 2021 12:00AM","Jun 28 2021 12:28PM","Jul  6 2021 12:17PM","1",,"2088185","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2083966","DELIVERY 3 cy soil to Project Eden","JOB","Oct 26 2020  3:50PM","Q-06","-","S","Q475-GT001",,,,"F",,,"Oct 26 2020 12:00AM","1",,,"GTBR",,"Oct 26 2020  3:50PM",,,,"-","-","-","Oct 26 2020 12:00AM","Oct 26 2020  3:51PM","Oct 28 2020 10:20AM","1",,"2018414","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"2198465","repair damaged raised bed in garden","JOB","Aug 17 2021  8:30AM","R-01","-","S","RGT004",,,,"F",,,"Aug 17 2021 12:00AM","1",,,"GTBR",,"Aug 17 2021  8:30AM",,,,"-","-","-","Aug 17 2021 12:00AM","Aug 17 2021  8:31AM","Aug 26 2021 10:34AM","1",,"2104635","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2044826","DELIVERY of 20 bags of soil to Bradhurst Community Garden","JOB","Jun 23 2020  1:02PM","M-10","-","S","M333-GT001",,,,"F",,,"Jun 23 2020 12:00AM","1",,,"GTBR",,"Jun 23 2020  1:02PM",,,,"-","-","-","Jun 23 2020 12:00AM","Jun 23 2020  1:04PM","Jun 29 2020  9:49AM","2",,"1979530","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2066793","Rodent Abatement","JOB","Sep  3 2020  9:13AM","X-01","-","S","X145-GT001",,,,"F",,,"Sep  3 2020 12:00AM","1",,,"GTBR",,"Sep  3 2020  9:13AM",,,,"-","-","-","Sep  3 2020 12:00AM","Sep  3 2020  9:14AM","Sep  3 2020  9:20AM","0",,"2001337","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","-","+","-"
"2199139","GRAFFITI REMOVAL GT Sign Know Waste Lands","JOB","Aug 19 2021 12:23PM","B-04","-","S","B556-GT001",,,,"F",,,"Aug 19 2021 12:00AM","1",,,"GTBR",,"Aug 19 2021 12:23PM",,,,"-","-","-","Aug 19 2021 12:00AM","Aug 19 2021 12:24PM","Aug 26 2021 10:33AM","1",,"2105306","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","+"
"2199191","40 pieces of lumber","JOB","Aug 19 2021  2:38PM","X-04","-","S","X328-GT001",,,,"F",,,"Aug 19 2021 12:00AM","1",,,"GTBR",,"Aug 19 2021  2:38PM",,,,"-","-","-","Aug 19 2021 12:00AM","Aug 19 2021  2:40PM","Aug 26 2021 10:33AM","1",,"2105358","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"2199192","14 cube yards of soil mix","JOB","Aug 19 2021  2:40PM","X-04","-","S","X328-GT001",,,,"F",,,"Aug 19 2021 12:00AM","1",,,"GTBR",,"Aug 19 2021  2:40PM",,,,"-","-","-","Aug 19 2021 12:00AM","Aug 19 2021  2:41PM","Aug 26 2021 10:33AM","1",,"2105359","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"2045172","Rainwater harvesting system to Leave it Better Kids Garden","JOB","Jun 24 2020 10:59AM","X-05","-","S","X355-GT001",,,,"F",,,"Jun 24 2020 12:00AM","1",,,"GTBR",,"Jun 24 2020 10:59AM",,,,"-","-","-","Jun 24 2020 12:00AM","Jun 24 2020 11:00AM","Jun 24 2020 11:14AM","0",,"1979876","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","+","+","-"
"2045719","Rat abatement -","JOB","Jun 25 2020  1:49PM","B-05","-","S","B461-GT001",,,,"F",,,"Jun 25 2020 12:00AM","1",,,"GTBR",,"Jun 25 2020  1:49PM",,,,"-","-","-","Jun 25 2020 12:00AM","Jun 25 2020  1:53PM","Jun 25 2020  1:56PM","0",,"1980410","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Work Request",,,"311-02937679",,,"-","-","+","+","-"
"2045923","Three new double high raised beds","JOB","Jun 26 2020  8:42AM","B-05","-","S","B417-GT001",,,,"F",,,"Jun 26 2020 12:00AM","1",,,"GTBR",,"Jun 26 2020  8:42AM",,,,"-","-","-","Jun 26 2020 12:00AM","Jun 26 2020  8:47AM","Jun 26 2020  9:04AM","0",,"1980609","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","+","+","-"
"2045945","Soil/compost for three double high raised beds","JOB","Jun 26 2020  9:08AM","B-05","-","S","B417-GT001",,,,"F",,,"Jun 26 2020 12:00AM","1",,,"GTBR",,"Jun 26 2020  9:08AM",,,,"-","-","-","Jun 26 2020 12:00AM","Jun 26 2020  9:09AM","Jun 26 2020  9:12AM","0",,"1980620","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","+","+","-"
"2227209","(1/2) 11/12 DELIVERY 5 CY Mulch + Landscape Fabric Trees of Life","JOB","Oct 28 2021  5:26PM","Q-12","-","S","Q121A-GT001",,,,"F",,,"Oct 28 2021 12:00AM","1",,,"GTBR",,"Oct 28 2021  5:26PM",,,,"-","-","-","Oct 28 2021 12:00AM","Oct 28 2021  5:27PM","Nov  3 2021  9:26AM","2",,"2133059","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2227210","DELIVERY 3 CY Soil/Compost Mix Trees of Life","JOB","Oct 28 2021  5:29PM","Q-12","-","S","Q121A-GT001",,,,"F",,,"Oct 28 2021 12:00AM","1",,,"GTBR",,"Oct 28 2021  5:29PM",,,,"-","-","-","Oct 28 2021 12:00AM","Oct 28 2021  5:29PM","Nov 18 2021  3:48PM","2",,"2133060","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2017264","(2 of 6) Deliver 7 yards of soil/compost mix to fill new raised beds.","JOB","Mar 12 2020 11:39AM","B-03","-","S","B525-GT001",,,,"F",,,"Mar 12 2020 12:00AM","1",,,"GTBR",,"Mar 12 2020 11:39AM",,,,"-","-","-","Mar 12 2020 12:00AM","Mar 12 2020 11:42AM","Mar 13 2020  8:50AM","1",,"1952156","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2007877","Pruning and woody debris pickup.","JOB","Feb 25 2020 10:20AM","B-03","-","S","B398-GT001",,,,"F",,,"Feb 25 2020 12:00AM","1",,,"GTBR",,"Feb 25 2020 10:20AM",,,,"-","-","-","Feb 25 2020 12:00AM","Feb 25 2020 10:46AM","Feb 25 2020 11:18AM","1",,"1942821","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","+"
"1832066","DELIVERY - Full Load Mix of Soil and Compost","JOB","Dec 14 2018 12:05PM","M-11","-","S","MGT008","Soil/Compost",,,"F",,,"Dec 14 2018 12:00AM","1",,,"GTBR","2-MED","Dec 14 2018 12:05PM",,,,"-","-","-","Dec 14 2018 12:00AM","Dec 14 2018 12:07PM","Jun 27 2019  1:49PM","3",,"1786257","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2205924","4 cubic yards soil/compost","JOB","Aug 30 2021  9:42AM","B-05","-","S","B581-GT001",,,,"F",,,"Aug 30 2021 12:00AM","1",,,"GTBR",,"Aug 30 2021  9:42AM",,,,"-","-","-","Aug 30 2021 12:00AM","Aug 30 2021  9:44AM","Sep  1 2021 12:49PM","2",,"2112057","-",,"1. LOW",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2224434","Deliver and install chicken coop.","JOB","Oct 21 2021  2:24PM","B-03","-","S","B576-GT001",,,,"F",,,"Oct 21 2021 12:00AM","1",,,"GTBR",,"Oct 21 2021  2:24PM",,,,"-","-","-","Oct 21 2021 12:00AM","Oct 21 2021  2:27PM","Oct 22 2021  1:38PM","1",,"2130337","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2224465","DELIVERY of 4 cubic yards of mulch to Frederick Douglass Blvd Community Garden","JOB","Oct 21 2021  3:50PM","M-10","-","S","M377-GT001",,,,"F",,,"Oct 21 2021 12:00AM","1",,,"GTBR",,"Oct 21 2021  3:50PM",,,,"-","-","-","Oct 21 2021 12:00AM","Oct 21 2021  3:50PM","Oct 22 2021  1:38PM","1",,"2130368","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"2204830","deliver 30 bags of mulch to garden","JOB","Aug 25 2021 10:20AM","X-05","-","S","X292-GT001",,,,"F",,,"Aug 25 2021 12:00AM","1",,,"GTBR",,"Aug 25 2021 10:20AM",,,,"-","-","-","Aug 25 2021 12:00AM","Aug 25 2021 10:20AM","Aug 26 2021 10:33AM","1",,"2110970","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2006197","Delivery of 7 cubic yards of soil/compost mix to Glover Street Community Garden","JOB","Feb 19 2020 11:37AM","X-10","-","S","XGT011",,,,"F",,,"Feb 19 2020 12:00AM","1",,,"GTBR",,"Feb 19 2020 11:37AM",,,,"-","-","-","Feb 19 2020 12:00AM","Feb 19 2020 11:46AM","Feb 20 2020  8:36AM","1",,"1941155","-",,"1. LOW",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2006207","Delivery 7 cubic yards compost to College Ave Garden","JOB","Feb 19 2020 12:06PM","X-04","-","S","X358-GT001",,,,"F",,,"Feb 19 2020 12:00AM","1",,,"GTBR",,"Feb 19 2020 12:06PM",,,,"-","-","-","Feb 19 2020 12:00AM","Feb 19 2020 12:06PM","Feb 20 2020  8:36AM","1",,"1941165","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2006209","Delivery 4 cubic yards woodchips to Glover Street Garden","JOB","Feb 19 2020 12:10PM","X-10","-","S","XGT011",,,,"F",,,"Feb 19 2020 12:00AM","1",,,"GTBR",,"Feb 19 2020 12:10PM",,,,"-","-","-","Feb 19 2020 12:00AM","Feb 19 2020 12:11PM","Feb 20 2020  8:36AM","1",,"1941167","-",,"1. LOW",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1998104","deliver 16 pieces of lumber","JOB","Jan 27 2020  2:09PM","X-04","-","S","XGT025",,,,"F",,,"Jan 27 2020 12:00AM","1",,,"GTBR",,"Jan 27 2020  2:09PM",,,,"-","-","-","Jan 27 2020 12:00AM","Jan 27 2020  2:09PM","Jan 28 2020  8:29AM","1",,"1933108","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1998105","deliver 14 cubic yards of top soil","JOB","Jan 27 2020  2:11PM","X-04","-","S","XGT025",,,,"F",,,"Jan 27 2020 12:00AM","1",,,"GTBR",,"Jan 27 2020  2:11PM",,,,"-","-","-","Jan 27 2020 12:00AM","Jan 27 2020  2:11PM","Jan 28 2020  8:29AM","1",,"1933109","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1986713","7 cubic feet soil/compost mix","JOB","Dec 19 2019  4:08PM","B-05","-","S","B453-GT001",,,,"F",,,"Dec 19 2019 12:00AM","1",,,"GTBR",,"Dec 19 2019  4:08PM",,,,"-","-","-","Dec 19 2019 12:00AM","Dec 19 2019  4:09PM","Dec 20 2019  1:19PM","1",,"1921805","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1986820","Rat Abatement","JOB","Dec 20 2019 11:52AM","X-03","-","S","X356-GT001","Gardener IPM Instruction/Demo - Rodents",,,"F",,,"Dec 20 2019 12:00AM","1",,,"GTBR","3-HIGH","Dec 20 2019 11:52AM",,,,"-","-","-","Dec 20 2019 12:00AM","Dec 20 2019 11:53AM","Dec 21 2019 11:29AM","2",,"1921912","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2205634","45 pieces of lumber for raise beds","JOB","Aug 27 2021 12:03PM","X-09","-","S","X325-GT001",,,,"F",,,"Aug 27 2021 12:00AM","1",,,"GTBR",,"Aug 27 2021 12:03PM",,,,"-","-","-","Aug 27 2021 12:00AM","Aug 27 2021 12:06PM","Sep  1 2021 12:49PM","1",,"2111768","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
