"fiscal_year","location","print_order","attribute_reference","attribute_category","need_name","category","sub_category","column_l_fy15_weight","column_m_fy15_per_capita_no_ats_growth","column_n_fy14_actual_registers","column_o_projected_register","column_p_projected_formula","column_q_register_change","column_r_register_dollar_change"
"2015","R049","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R048","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","610","615","2535365.57","5","20612.73"
"2015","R022","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1025","1043","4299815.11","18","74205.82"
"2015","R056","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","666","612","2522997.93","-54","-222617.46"
"2015","Q291","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q575","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q555","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q502","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q501","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q450","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q445","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R024","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q301","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R002","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q286","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q280","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","478","582","2399321.57","104","428744.75"
"2015","Q258","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q235","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q234","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","607","583","2403444.11","-24","-98941.10"
"2015","Q254","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","618","615","2535365.57","-3","-12367.64"
"2015","Q329","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","74","152","626626.94","78","321558.56"
"2015","R009","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","51","113","465847.66","62","255597.83"
"2015","R021","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","434","400","1649018.26","-34","-140166.55"
"2015","R020","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","500","469","1933473.91","-31","-127798.91"
"2015","R019","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","588","590","2432301.93","2","8245.09"
"2015","R018","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","563","579","2386953.93","16","65960.73"
"2015","R016","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","700","594","2448792.11","-106","-436989.84"
"2015","R014","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","199","102","420499.66","-97","-399886.93"
"2015","Q580","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R011","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","257","236","972920.77","-21","-86573.46"
"2015","R001","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","487","491","2024169.91","4","16490.18"
"2015","R008","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","514","548","2259155.01","34","140166.55"
"2015","R007","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R006","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","722","683","2815698.68","-39","-160779.28"
"2015","R005","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","214","222","915205.13","8","32980.37"
"2015","R004","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","746","746","3075419.05","0","0.00"
"2015","R003","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","976","970","3998869.28","-6","-24735.27"
"2015","R065","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","366","333","1372807.70","-33","-136044.01"
"2015","R013","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","815","823","3392855.07","8","32980.37"
"2015","K564","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","X392","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","50","206127.28","50","206127.28"
"2015","M211","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","M209","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","M933","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","M340","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","75","309190.92","75","309190.92"
"2015","M282","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K403","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","M177","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K765","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K562","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K556","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K554","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K552","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K549","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R063","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","M280","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q316","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","75","309190.92","75","309190.92"
"2015","X328","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R028","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R010","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","50","206127.28","50","206127.28"
"2015","Q300","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","100","412254.56","100","412254.56"
"2015","Q313","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q332","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","X077","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","100","412254.56","100","412254.56"
"2015","Q334","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","X458","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","50","206127.28","50","206127.28"
"2015","Q314","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q315","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q343","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","100","412254.56","100","412254.56"
"2015","K764","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K760","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K763","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K384","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","473","453","1867513.18","-20","-82450.91"
"2015","Q312","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","50","206127.28","50","206127.28"
"2015","R440","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R861","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","522","560","2308625.56","38","156656.73"
"2015","R605","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R600","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R470","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R460","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R455","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K545","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R445","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K086","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","456","440","1813920.08","-16","-65960.73"
"2015","R080","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","528","534","2201439.37","6","24735.27"
"2015","R078","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","485","595","2452914.66","110","453480.02"
"2015","R075","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R074","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","259","318","1310969.52","59","243230.19"
"2015","R072","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R069","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","940","938","3866947.81","-2","-8245.09"
"2015","R450","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K168","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K383","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","80","50","206127.28","-30","-123676.37"
"2015","K377","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","309","273","1125454.96","-36","-148411.64"
"2015","K376","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","642","624","2572468.48","-18","-74205.82"
"2015","K349","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K347","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K299","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","345","344","1418155.70","-1","-4122.55"
"2015","K045","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","618","605","2494140.12","-13","-53593.09"
"2015","K274","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","528","520","2143723.74","-8","-32980.37"
"2015","K075","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","516","466","1921106.27","-50","-206127.28"
"2015","K162","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K151","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","366","334","1376930.25","-32","-131921.46"
"2015","K145","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","765","746","3075419.05","-19","-78328.37"
"2015","K123","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","823","820","3380487.43","-3","-12367.64"
"2015","K116","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","518","522","2151968.83","4","16490.18"
"2015","K106","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","559","541","2230297.19","-18","-74205.82"
"2015","Q227","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","180","181","746180.76","1","4122.55"
"2015","K291","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q174","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","644","638","2630184.12","-6","-24735.27"
"2015","Q284","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q220","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","657","658","2712635.03","1","4122.55"
"2015","Q217","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q206","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","582","590","2432301.93","8","32980.37"
"2015","Q196","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","747","750","3091909.23","3","12367.64"
"2015","Q190","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q139","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","887","842","3471183.43","-45","-185514.55"
"2015","Q175","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","731","713","2939375.04","-18","-74205.82"
"2015","Q310","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q167","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q161","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","697","709","2922884.86","12","49470.55"
"2015","Q160","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","616","616","2539488.12","0","0.00"
"2015","Q157","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q144","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","772","791","3260933.61","19","78328.37"
"2015","Q034","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","527","541","2230297.19","14","57715.64"
"2015","Q182","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","950","943","3887560.54","-7","-28857.82"
"2015","Q505","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q230","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q015","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","443","454","1871635.72","11","45348.00"
"2015","Q896","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q690","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q687","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q686","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q287","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q620","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q303","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","167","169","696710.21","2","8245.09"
"2015","Q440","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q354","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","422","492","2028292.46","70","288578.20"
"2015","Q350","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q338","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q328","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q325","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q121","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","816","828","3413467.79","12","49470.55"
"2015","Q680","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q308","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q351","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q333","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","393","327","1348072.43","-66","-272088.01"
"2015","Q324","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q323","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q319","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q318","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q140","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","563","532","2193194.28","-31","-127798.91"
"2015","Q309","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q475","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q306","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","443","430","1772694.63","-13","-53593.09"
"2015","Q302","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q297","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q282","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q273","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","218","257","1059494.23","39","160779.28"
"2015","Q262","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q317","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","420","404","1665508.44","-16","-65960.73"
"2015","Q054","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","573","569","2345728.47","-4","-16490.18"
"2015","Q117","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1001","1017","4192628.92","16","65960.73"
"2015","Q101","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","545","546","2250909.92","1","4122.55"
"2015","Q099","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","745","751","3096031.78","6","24735.27"
"2015","Q086","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","859","866","3570124.53","7","28857.82"
"2015","Q082","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","638","630","2597203.76","-8","-32980.37"
"2015","Q080","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","556","552","2275645.20","-4","-16490.18"
"2015","Q362","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","358","408","1681998.62","50","206127.28"
"2015","Q055","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","493","495","2040660.09","2","8245.09"
"2015","Q400","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q050","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","731","746","3075419.05","15","61838.18"
"2015","Q048","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","459","493","2032415.00","34","140166.55"
"2015","Q040","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","568","578","2382831.38","10","41225.46"
"2015","Q008","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q650","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q480","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q035","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","658","661","2725002.67","3","12367.64"
"2015","Q072","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q010","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q085","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","499","504","2077763.00","5","20612.73"
"2015","Q084","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","246","236","972920.77","-10","-41225.46"
"2015","Q078","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","314","358","1475871.34","44","181392.01"
"2015","Q076","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","516","505","2081885.55","-11","-45348.00"
"2015","Q070","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","905","906","3735026.35","1","4122.55"
"2015","Q069","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1165","1110","4576025.67","-55","-226740.01"
"2015","Q355","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q011","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1178","1159","4778030.40","-19","-78328.37"
"2015","Q112","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","444","424","1747959.35","-20","-82450.91"
"2015","Q002","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","681","674","2778595.76","-7","-28857.82"
"2015","Q498","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q496","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q494","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q492","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q033","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1045","1020","4204996.56","-25","-103063.64"
"2015","Q017","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","480","478","1970576.82","-2","-8245.09"
"2015","Q149","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1275","1249","5149059.51","-26","-107186.19"
"2015","Q222","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","279","274","1129577.51","-5","-20612.73"
"2015","Q212","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","808","797","3285668.88","-11","-45348.00"
"2015","Q204","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q171","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","521","515","2123111.01","-6","-24735.27"
"2015","Q166","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1169","1216","5013015.50","47","193759.65"
"2015","Q152","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1238","1219","5025383.14","-19","-78328.37"
"2015","Q092","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","860","860","3545389.25","0","0.00"
"2015","Q150","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1010","993","4093687.83","-17","-70083.28"
"2015","Q111","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","240","211","869857.13","-29","-119553.82"
"2015","Q148","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","970","981","4044217.28","11","45348.00"
"2015","Q145","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q141","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q127","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","971","943","3887560.54","-28","-115431.28"
"2015","Q126","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q122","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1047","1048","4320427.84","1","4122.55"
"2015","Q327","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q151","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","421","396","1632528.08","-25","-103063.64"
"2015","Q109","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q138","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","454","456","1879880.81","2","8245.09"
"2015","Q136","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","599","606","2498262.66","7","28857.82"
"2015","Q135","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","973","951","3920540.91","-22","-90696.00"
"2015","Q134","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","450","424","1747959.35","-26","-107186.19"
"2015","Q132","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","293","304","1253253.88","11","45348.00"
"2015","Q131","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","838","830","3421712.89","-8","-32980.37"
