"hour_beginning","location","pedestrians","towards_manhattan","towards_brooklyn","weather_summary","temperature","precipitation","lat","long","events","geocoded_column"
"2019-09-15T09:00:00.000","Brooklyn Bridge","927","568","359","partly-cloudy-day","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-03T12:00:00.000","Brooklyn Bridge","2386","1111","1275","cloudy","53","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-27T14:00:00.000","Brooklyn Bridge","1712","729","983","cloudy","57","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-08T12:00:00.000","Brooklyn Bridge","1318","594","724","clear-day","34","0.0065","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-03T05:00:00.000","Brooklyn Bridge","38","19","19","partly-cloudy-night","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-28T14:00:00.000","Brooklyn Bridge","1200","511","689","clear-day","36","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-05T19:00:00.000","Brooklyn Bridge","34","25","9","cloudy","44","0.00050","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-29T16:00:00.000","Brooklyn Bridge","1461","654","807","cloudy","56","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-06T17:00:00.000","Brooklyn Bridge","2110","1069","1041","partly-cloudy-day","79","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-23T03:00:00.000","Brooklyn Bridge","2","1","1","cloudy","60","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-17T08:00:00.000","Brooklyn Bridge","297","120","177","cloudy","52","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-19T05:00:00.000","Brooklyn Bridge","63","47","16","partly-cloudy-night","58","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-02T03:00:00.000","Brooklyn Bridge","1","0","1","cloudy","36","0.0079","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-04T08:00:00.000","Brooklyn Bridge","395","194","201","partly-cloudy-day","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-26T02:00:00.000","Brooklyn Bridge","0","0","0","clear-night","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-03T13:00:00.000","Brooklyn Bridge","2180","959","1221","partly-cloudy-day","52","0","40.7081639691088","-73.9995087014816","Daylight Saving Time ends","(40.7081639691088, -73.9995087014816)"
"2019-10-16T06:00:00.000","Brooklyn Bridge","49","29","20","partly-cloudy-night","53","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-10T04:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","34","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-07T12:00:00.000","Brooklyn Bridge","2354","1133","1221","partly-cloudy-day","82","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-30T10:00:00.000","Brooklyn Bridge","558","306","252","rain","40","0.0093","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-18T09:00:00.000","Brooklyn Bridge","556","313","243","clear-day","33","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-26T12:00:00.000","Brooklyn Bridge","3001","1416","1585","partly-cloudy-day","61","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-05T16:00:00.000","Brooklyn Bridge","1644","777","867","clear-day","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-31T12:00:00.000","Brooklyn Bridge","2913","1336","1577","partly-cloudy-day","77","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-30T19:00:00.000","Brooklyn Bridge","1884","982","902","partly-cloudy-day","79","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-27T06:00:00.000","Brooklyn Bridge","162","82","80","partly-cloudy-night","61","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-29T11:00:00.000","Brooklyn Bridge","519","249","270","cloudy","33","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-31T10:00:00.000","Brooklyn Bridge","177","89","88","clear-day","7","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-19T19:00:00.000","Brooklyn Bridge","723","298","425","cloudy","67","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-23T18:00:00.000","Brooklyn Bridge","82","35","47","partly-cloudy-night","38","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-20T10:00:00.000","Brooklyn Bridge","970","487","483","clear-day","43","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-10T01:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","33","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-12T12:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-day","29","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-14T04:00:00.000","Brooklyn Bridge","0","0","0","cloudy","58","0","40.7081639691088","-73.9995087014816","Columbus Day (regional holiday)","(40.7081639691088, -73.9995087014816)"
"2019-04-03T23:00:00.000","Brooklyn Bridge","17","0","17","clear-night","54","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-20T06:00:00.000","Brooklyn Bridge","34","13","21","rain","61","0.0532","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-14T18:00:00.000","Brooklyn Bridge","2203","897","1306","cloudy","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-28T15:00:00.000","Brooklyn Bridge","3031","1391","1640","partly-cloudy-day","81","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-14T12:00:00.000","Brooklyn Bridge","1142","553","589","clear-day","40","0.0038","40.7081639691088","-73.9995087014816","Valentine's Day","(40.7081639691088, -73.9995087014816)"
"2019-06-10T18:00:00.000","Brooklyn Bridge","455","242","213","fog","67","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-04T08:00:00.000","Brooklyn Bridge","422","164","258","clear-day","41","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-20T00:00:00.000","Brooklyn Bridge","29","0","29","clear-night","50","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-29T15:00:00.000","Brooklyn Bridge","1664","676","988","partly-cloudy-day","91","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-28T00:00:00.000","Brooklyn Bridge","20","17","3","clear-night","49","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-12T17:00:00.000","Brooklyn Bridge","2042","1011","1031","clear-day","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-05T10:00:00.000","Brooklyn Bridge","794","437","357","clear-day","27","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-12T10:00:00.000","Brooklyn Bridge","844","453","391","partly-cloudy-day","79","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-26T08:00:00.000","Brooklyn Bridge","313","128","185","cloudy","61","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-06T18:00:00.000","Brooklyn Bridge","1704","1010","694","partly-cloudy-day","81","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-21T04:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","53","0","40.7081639691088","-73.9995087014816","Easter Sunday","(40.7081639691088, -73.9995087014816)"
"2019-10-06T23:00:00.000","Brooklyn Bridge","3","2","1","cloudy","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-08T03:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","70","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-08T21:00:00.000","Brooklyn Bridge","137","82","55","clear-night","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-14T23:00:00.000","Brooklyn Bridge","2","1","1","cloudy","59","0.004","40.7081639691088","-73.9995087014816","Tax Day","(40.7081639691088, -73.9995087014816)"
"2019-05-15T14:00:00.000","Brooklyn Bridge","2385","1175","1210","partly-cloudy-day","66","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-10T05:00:00.000","Brooklyn Bridge","2","0","2","clear-night","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-03T17:00:00.000","Brooklyn Bridge","50","48","2","clear-night","34","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-09T12:00:00.000","Brooklyn Bridge","2035","950","1085","clear-day","81","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-14T19:00:00.000","Brooklyn Bridge","12","6","6","clear-night","66","0","40.7081639691088","-73.9995087014816","Columbus Day (regional holiday)","(40.7081639691088, -73.9995087014816)"
"2019-11-15T08:00:00.000","Brooklyn Bridge","340","131","209","clear-day","35","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-09T00:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-31T05:00:00.000","Brooklyn Bridge","57","40","17","clear-night","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-24T04:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","64","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-28T13:00:00.000","Brooklyn Bridge","1854","983","871","cloudy","49","0","40.7081639691088","-73.9995087014816","Thanksgiving Day","(40.7081639691088, -73.9995087014816)"
"2019-04-10T19:00:00.000","Brooklyn Bridge","855","433","422","clear-day","54","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-02T04:00:00.000","Brooklyn Bridge","0","0","0","fog","52","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-01T10:00:00.000","Brooklyn Bridge","1768","1034","734","partly-cloudy-day","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-27T22:00:00.000","Brooklyn Bridge","0","0","0","clear-night","37","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-28T21:00:00.000","Brooklyn Bridge","100","84","16","partly-cloudy-night","68","0.0053","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-27T07:00:00.000","Brooklyn Bridge","291","126","165","clear-day","57","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-02T03:00:00.000","Brooklyn Bridge","6","1","5","snow","32","0.032","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-28T08:00:00.000","Brooklyn Bridge","404","244","160","partly-cloudy-day","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-29T20:00:00.000","Brooklyn Bridge","40","40","0","rain","40","0.0343","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-26T16:00:00.000","Brooklyn Bridge","753","391","362","rain","55","0.0637","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-17T08:00:00.000","Brooklyn Bridge","210","95","115","clear-day","34","0","40.7081639691088","-73.9995087014816","St. Patrick's Day","(40.7081639691088, -73.9995087014816)"
"2019-04-21T19:00:00.000","Brooklyn Bridge","2150","797","1353","partly-cloudy-day","59","0","40.7081639691088","-73.9995087014816","Easter Sunday","(40.7081639691088, -73.9995087014816)"
"2019-05-23T09:00:00.000","Brooklyn Bridge","214","107","107","rain","58","0.0249","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-17T03:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","66","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-27T05:00:00.000","Brooklyn Bridge","68","55","13","clear-night","67","0","40.7081639691088","-73.9995087014816","Memorial Day","(40.7081639691088, -73.9995087014816)"
"2019-08-07T10:00:00.000","Brooklyn Bridge","1160","720","440","partly-cloudy-day","78","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-17T01:00:00.000","Brooklyn Bridge","0","0","0","rain","33","0.0275","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-09T10:00:00.000","Brooklyn Bridge","1260","737","523","clear-day","40","0.0016","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-25T04:00:00.000","Brooklyn Bridge","1","0","1","clear-night","49","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-03T19:00:00.000","Brooklyn Bridge","81","70","11","rain","56","0.0078","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-17T21:00:00.000","Brooklyn Bridge","92","23","69","partly-cloudy-night","72","0.0061","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-16T07:00:00.000","Brooklyn Bridge","281","130","151","cloudy","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-11T21:00:00.000","Brooklyn Bridge","12","8","4","cloudy","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-21T17:00:00.000","Brooklyn Bridge","1883","983","900","clear-day","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-11T10:00:00.000","Brooklyn Bridge","618","333","285","cloudy","33","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-16T07:00:00.000","Brooklyn Bridge","254","99","155","clear-day","44","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-07T16:00:00.000","Brooklyn Bridge","2191","969","1222","clear-day","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-02T23:00:00.000","Brooklyn Bridge","8","5","3","cloudy","78","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-12T09:00:00.000","Brooklyn Bridge","202","117","85","rain","48","0.0391","40.7081639691088","-73.9995087014816","Mother's Day","(40.7081639691088, -73.9995087014816)"
"2019-11-02T02:00:00.000","Brooklyn Bridge","0","0","0","clear-night","41","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-04T01:00:00.000","Brooklyn Bridge","5","5","0","rain","54","0.0329","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-18T22:00:00.000","Brooklyn Bridge","46","42","4","clear-night","57","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-27T02:00:00.000","Brooklyn Bridge","0","0","0","clear-night","61","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-09T17:00:00.000","Brooklyn Bridge","2124","1048","1076","partly-cloudy-day","81","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-28T09:00:00.000","Brooklyn Bridge","334","175","159","clear-day","31","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-28T17:00:00.000","Brooklyn Bridge","58","55","3","clear-night","48","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-25T04:00:00.000","Brooklyn Bridge","0","0","0","clear-night","58","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-01T06:00:00.000","Brooklyn Bridge","40","19","21","snow","27","0.0083","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-13T20:00:00.000","Brooklyn Bridge","10","7","3","clear-night","28","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-15T12:00:00.000","Brooklyn Bridge","1968","842","1126","clear-day","60","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-19T14:00:00.000","Brooklyn Bridge","987","421","566","clear-day","24","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-03T19:00:00.000","Brooklyn Bridge","932","461","471","cloudy","54","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-07T09:00:00.000","Brooklyn Bridge","306","158","148","clear-day","24","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-22T19:00:00.000","Brooklyn Bridge","457","195","262","partly-cloudy-day","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-15T17:00:00.000","Brooklyn Bridge","1686","931","755","clear-day","86","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-14T23:00:00.000","Brooklyn Bridge","3","2","1","clear-night","66","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-11T04:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","55","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-04T16:00:00.000","Brooklyn Bridge","1811","868","943","clear-day","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-05T05:00:00.000","Brooklyn Bridge","4","1","3","partly-cloudy-night","37","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-20T07:00:00.000","Brooklyn Bridge","282","127","155","partly-cloudy-day","81","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-02T22:00:00.000","Brooklyn Bridge","12","4","8","partly-cloudy-night","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-11T06:00:00.000","Brooklyn Bridge","84","50","34","clear-night","54","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-13T00:00:00.000","Brooklyn Bridge","13","11","2","partly-cloudy-night","63","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-10T02:00:00.000","Brooklyn Bridge","1","0","1","cloudy","56","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-31T21:00:00.000","Brooklyn Bridge","2","1","1","clear-night","13","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-29T06:00:00.000","Brooklyn Bridge","18","17","1","partly-cloudy-night","37","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-14T17:00:00.000","Brooklyn Bridge","1129","490","639","partly-cloudy-day","46","0.0029","40.7081639691088","-73.9995087014816","Valentine's Day","(40.7081639691088, -73.9995087014816)"
"2019-08-23T09:00:00.000","Brooklyn Bridge","256","141","115","rain","67","0.0178","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-18T21:00:00.000","Brooklyn Bridge","8","6","2","rain","40","0.0855","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-22T07:00:00.000","Brooklyn Bridge","244","103","141","partly-cloudy-day","53","0","40.7081639691088","-73.9995087014816","Easter Monday","(40.7081639691088, -73.9995087014816)"
"2019-09-26T09:00:00.000","Brooklyn Bridge","585","296","289","clear-day","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-06T08:00:00.000","Brooklyn Bridge","179","60","119","clear-day","20","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-22T12:00:00.000","Brooklyn Bridge","2242","949","1293","cloudy","63","0","40.7081639691088","-73.9995087014816","Easter Monday","(40.7081639691088, -73.9995087014816)"
"2019-03-25T22:00:00.000","Brooklyn Bridge","3","2","1","cloudy","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-12T22:00:00.000","Brooklyn Bridge","44","31","13","clear-night","64","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-30T09:00:00.000","Brooklyn Bridge","664","415","249","clear-day","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-04T13:00:00.000","Brooklyn Bridge","2765","1174","1591","partly-cloudy-day","84","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-13T10:00:00.000","Brooklyn Bridge","893","415","478","cloudy","40","0.0011","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-26T16:00:00.000","Brooklyn Bridge","2072","996","1076","partly-cloudy-day","85","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-21T11:00:00.000","Brooklyn Bridge","2363","1190","1173","clear-day","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-03T23:00:00.000","Brooklyn Bridge","0","0","0","clear-night","43","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-10T08:00:00.000","Brooklyn Bridge","384","167","217","partly-cloudy-day","55","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-01T05:00:00.000","Brooklyn Bridge","3","2","1","cloudy","54","0.0011","40.7081639691088","-73.9995087014816","New Year's Day","(40.7081639691088, -73.9995087014816)"
"2019-03-14T00:00:00.000","Brooklyn Bridge","1","0","1","cloudy","42","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-30T05:00:00.000","Brooklyn Bridge","0","0","0","cloudy","58","0.00040","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-18T22:00:00.000","Brooklyn Bridge","34","23","11","cloudy","26","0.0074","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-10T12:00:00.000","Brooklyn Bridge","1714","846","868","partly-cloudy-day","65","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-22T02:00:00.000","Brooklyn Bridge","2","1","1","clear-night","65","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-27T22:00:00.000","Brooklyn Bridge","5","2","3","clear-night","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-11T14:00:00.000","Brooklyn Bridge","1311","636","675","partly-cloudy-day","36","0.00070","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-16T07:00:00.000","Brooklyn Bridge","291","119","172","clear-day","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-12T14:00:00.000","Brooklyn Bridge","3615","1632","1983","partly-cloudy-day","64","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-11T19:00:00.000","Brooklyn Bridge","320","145","175","rain","75","0.094","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-07T06:00:00.000","Brooklyn Bridge","188","108","80","clear-night","56","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-06T09:00:00.000","Brooklyn Bridge","333","166","167","clear-day","38","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-06T12:00:00.000","Brooklyn Bridge","2574","1080","1494","clear-day","66","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-20T05:00:00.000","Brooklyn Bridge","3","3","0","clear-night","28","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-19T17:00:00.000","Brooklyn Bridge","607","279","328","cloudy","36","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-06T00:00:00.000","Brooklyn Bridge","3","3","0",,,,"40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-29T11:00:00.000","Brooklyn Bridge","1708","838","870","cloudy","52","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-07T08:00:00.000","Brooklyn Bridge","389","197","192","clear-day","34","0.00020","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-06T16:00:00.000","Brooklyn Bridge","1942","889","1053","partly-cloudy-day","80","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-06T02:00:00.000","Brooklyn Bridge","0","0","0","cloudy","41","0.0014","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-11T07:00:00.000","Brooklyn Bridge","133","64","69","clear-night","21","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-08T07:00:00.000","Brooklyn Bridge","95","42","53","clear-day","22","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-25T05:00:00.000","Brooklyn Bridge","17","14","3","partly-cloudy-night","63","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-02T12:00:00.000","Brooklyn Bridge","2590","1167","1423","clear-day","48","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-25T18:00:00.000","Brooklyn Bridge","1535","858","677","clear-day","75","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-30T02:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","49","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-14T05:00:00.000","Brooklyn Bridge","23","10","13","partly-cloudy-night","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-29T05:00:00.000","Brooklyn Bridge","20","18","2","clear-night","39","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
