"building_id","boro","phn","street_address","total_units","aep_start_date","of_b_c_violations_at_start","current_status","discharge_date","aep_round","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"325293","Brooklyn","717","LEXINGTON AVENUE","3","2011-01-31T00:00:00.000","195","AEP Discharged","2013-05-13T00:00:00.000","Aep Round 4","11221","40.689862","-73.932018","3","36","291","3044123","3016210072","Bedford-Stuyvesant (East)"
"48957","Bronx","1472","BEACH AVENUE","30","2013-01-31T00:00:00.000","1132","AEP Discharged","2013-05-30T00:00:00.000","Aep Round 6","10460","40.837042","-73.867168","9","18","218","2028217","2038990028","Soundview-Bruckner-Bronx River"
"101275","Bronx","4354","PARK AVENUE","3","2008-11-13T00:00:00.000","299","AEP Discharged","2017-10-18T00:00:00.000","Aep Round 2","10457","40.851257","-73.897293","6","15","395","2011275","2030360016","Tremont"
"313431","Brooklyn","178","HOOPER STREET","35","2021-02-01T00:00:00.000","800","AEP Discharged","2022-09-08T00:00:00.000","Aep Round 14","11211","40.704526","-73.95773","1","33","533","3060353","3022060007","South Williamsburg"
"70432","Bronx","1118","EAST 225 STREET","3","2014-01-31T00:00:00.000","271","AEP Discharged","2015-10-27T00:00:00.000","Aep Round 7","10466","40.883874","-73.848399","12","12","386","2090245","2049030058","Eastchester-Edenwald-Baychester"
"287536","Brooklyn","1159","EASTERN PARKWAY","16","2022-01-31T00:00:00.000","630","AEP Discharged","2022-06-17T00:00:00.000","Aep Round 15","11213","40.66874","-73.929902","8","41","34901","3324649","3013910061","Crown Heights (North)"
"280553","Brooklyn","739","EAST 88 STREET","3","2008-11-13T00:00:00.000","52","AEP Discharged","2009-05-12T00:00:00.000","Aep Round 2","11236","40.640349","-73.908637","18","46","964","3224622","3080090020","Canarsie"
"366757","Brooklyn","192","SCHAEFER STREET","8","2009-11-12T00:00:00.000","292","AEP Discharged","2016-02-04T00:00:00.000","Aep Round 3","11207","40.689746","-73.907743","4","37","411","3079497","3034290027","Bushwick (East)"
"29616","Manhattan","323","WEST 4 STREET","14","2022-01-31T00:00:00.000","161","AEP Active",,"Aep Round 15","10014","40.737693","-74.003857","2","3","77","1011033","1006150056","West Village"
"344337","Brooklyn","2501","NEWKIRK AVENUE","55","2018-01-31T00:00:00.000","3298","AEP Discharged","2018-06-05T00:00:00.000","Aep Round 11","11226","40.639709","-73.953068","17","45","79002","3120374","3052120024","East Flatbush-Erasmus"
"5836","Manhattan","2304","AMSTERDAM AVENUE","19","2023-01-31T00:00:00.000","2136","AEP Discharged","2023-05-08T00:00:00.000","Aep Round 16","10033","40.84381","-73.934047","12","10","261","1063171","1021310048","Washington Heights (South)"
"363183","Brooklyn","392","ROCKAWAY PARKWAY","4","2009-11-12T00:00:00.000","605","AEP Discharged","2018-06-01T00:00:00.000","Aep Round 3","11212","40.65843","-73.917139","17","41","890","3101917","3046710024","East Flatbush-Remsen Village"
"122191","Bronx","1117","WESTCHESTER AVENUE","32","2016-02-01T00:00:00.000","1093","AEP Discharged","2016-06-24T00:00:00.000","Aep Round 9","10459","40.825426","-73.890453","2","17","12701","2006158","2027510036","Longwood"
"377835","Brooklyn","257","MOTHER GASTON BOULEVARD","8","2018-01-31T00:00:00.000","368","AEP Active",,"Aep Round 11","11212","40.673044","-73.907727","16","37","908","3083401","3036750004","Brownsville"
"8015","Manhattan","3350","BROADWAY","31","2020-01-31T00:00:00.000","650","AEP Discharged","2021-01-22T00:00:00.000","Aep Round 13","10031","40.8204","-73.954841","9","7","22301","1059810","1019880134","Manhattanville-West Harlem"
"219111","Brooklyn","510","CHAUNCEY STREET","18","2022-01-31T00:00:00.000","327","AEP Discharged","2022-07-14T00:00:00.000","Aep Round 15","11233","40.682476","-73.911373","16","37","369","3041173","3015170002","Ocean Hill"
"50311","Bronx","289","BONNER PLACE","9","2020-01-31T00:00:00.000","1025","AEP Discharged","2023-03-01T00:00:00.000","Aep Round 13","10456","40.827652","-73.916712","4","16","173","2001993","2024230016","Concourse-Concourse Village"
"336977","Brooklyn","249","MIDWOOD STREET","16","2014-01-31T00:00:00.000","790","AEP Discharged","2014-06-23T00:00:00.000","Aep Round 7","11225","40.660017","-73.952304","9","40","800","3115038","3050330067","Prospect Lefferts Gardens-Wingate"
"293955","Brooklyn","108","FLUSHING AVENUE","6","2023-01-31T00:00:00.000","265","AEP Discharged","2023-06-15T00:00:00.000","Aep Round 16","11205","40.697916","-73.972873","2","35","211","3057991","3020310033","Fort Greene"
"28645","Manhattan","110","TERRACE VIEW AVENUE","19","2022-01-31T00:00:00.000","279","AEP Discharged","2022-07-14T00:00:00.000","Aep Round 15","10463","40.876444","-73.912829","8","10","309","1064543","1022150230","Kingsbridge-Marble Hill"
"78785","Bronx","1115","FOREST AVENUE","6","2017-01-31T00:00:00.000","170","AEP Discharged","2017-06-12T00:00:00.000","Aep Round 10","10456","40.827273","-73.902454","3","16","135","2004640","2026510042","Morrisania"
"43371","Manhattan","508","WEST 180 STREET","21","2021-02-01T00:00:00.000","942","AEP Active",,"Aep Round 14","10033","40.847635","-73.931907","12","10","261","1063599","1021520041","Washington Heights (South)"
"55433","Bronx","1050","CARROLL PLACE","62","2012-01-31T00:00:00.000","2716","AEP Discharged","2012-05-09T00:00:00.000","Aep Round 5","10456","40.83095","-73.919327","4","16","18102","2002726","2024560001","Concourse-Concourse Village"
"343150","Brooklyn","5706","NEW UTRECHT AVENUE","6","2019-01-31T00:00:00.000","289","AEP Active",,"Aep Round 12","11219","40.629868","-73.995951","12","44","240","3140420","3056980019","Borough Park"
"463856","Queens","72-14","69 PLACE","6","2022-01-31T00:00:00.000","146","AEP Active",,"Aep Round 15","11385","40.701712","-73.881864","5","32","629","4090360","4037040025","Glendale"
"366853","Brooklyn","304","SCHAEFER STREET","6","2013-01-31T00:00:00.000","269","AEP Discharged","2016-07-29T00:00:00.000","Aep Round 6","11237","40.69275","-73.904796","4","37","409","3079604","3034310045","Bushwick (East)"
"219102","Brooklyn","494","CHAUNCEY STREET","3","2014-01-31T00:00:00.000","62","AEP Discharged","2016-08-23T00:00:00.000","Aep Round 7","11233","40.682353","-73.912404","16","41","371","3041156","3015160032","Ocean Hill"
"92375","Bronx","1054","LONGFELLOW AVENUE","4","2022-01-31T00:00:00.000","158","AEP Active",,"Aep Round 15","10459","40.824658","-73.887716","2","17","119","2006268","2027560076","Longwood"
"65036","Bronx","214","EAST 168 STREET","49","2023-01-31T00:00:00.000","1279","AEP Discharged","2023-06-16T00:00:00.000","Aep Round 16","10456","40.835498","-73.915665","4","16","17901","2002770","2024570021","Concourse-Concourse Village"
"110495","Bronx","674","ST ANNS AVENUE","9","2009-11-12T00:00:00.000","911","AEP Discharged","2016-03-10T00:00:00.000","Aep Round 3","10455","40.81763","-73.911262","1","17","75","2004323","2026170022","Melrose"
"355453","Brooklyn","1616","PRESIDENT STREET","25","2022-01-31T00:00:00.000","1318","AEP Active",,"Aep Round 15","11213","40.667186","-73.934586","9","35","35302","3037905","3014070041","Crown Heights (South)"
"116604","Bronx","1657","UNIONPORT ROAD","21","2017-01-31T00:00:00.000","353","AEP Discharged","2019-12-20T00:00:00.000","Aep Round 10","10462","40.842644","-73.865364","11","13","240","2042846","2040260024","Pelham Parkway-Van Nest"
"185921","Brooklyn","2152","ATLANTIC AVENUE","3","2013-01-31T00:00:00.000","177","AEP Active",,"Aep Round 6","11233","40.67658","-73.915357","16","41","303","3038565","3014330020","Ocean Hill"
"109228","Bronx","3153","SEYMOUR AVENUE","17","2015-02-02T00:00:00.000","791","AEP Discharged","2020-08-17T00:00:00.000","Aep Round 8","10469","40.871432","-73.846479","12","12","364","2061682","2047590019","Eastchester-Edenwald-Baychester"
"66702","Bronx","519","EAST 187 STREET","3","2018-01-31T00:00:00.000","108","AEP Discharged","2019-08-19T00:00:00.000","Aep Round 11","10458","40.857056","-73.890387","6","15","387","2011769","2030570042","Belmont"
"93725","Bronx","857","MACY PLACE","3","2023-01-31T00:00:00.000","264","AEP Active",,"Aep Round 16","10455","40.818322","-73.901766","2","17","85","2005183","2026880082","Longwood"
"374748","Brooklyn","340","ST MARKS AVENUE","6","2020-01-31T00:00:00.000","146","AEP Active",,"Aep Round 13","11238","40.677673","-73.964441","8","35","205","3028555","3011530025","Prospect Heights"
"323920","Brooklyn","307","LEGION STREET","4","2015-02-02T00:00:00.000","204","AEP Active",,"Aep Round 8","11212","40.661018","-73.916314","16","42","894","3082018","3035820024","Brownsville"
"37176","Manhattan","311","WEST 95 STREET","33","2022-01-31T00:00:00.000","365","AEP Discharged","2022-05-27T00:00:00.000","Aep Round 15","10025","40.794995","-73.974661","7","6","183","1034189","1012530064","Upper West Side (Central)"
"644617","Queens","67-39","CLYDE STREET","7","2023-01-31T00:00:00.000","66","AEP Active",,"Aep Round 16","11375","40.722026","-73.855658","6","29","711","4074966","4031650060","Forest Hills"
"25378","Manhattan","58","MARBLE HILL AVENUE","50","2015-02-02T00:00:00.000","642","AEP Discharged","2015-06-12T00:00:00.000","Aep Round 8","10463","40.87572","-73.909702","8","10","309","1064679","1022150555","Kingsbridge-Marble Hill"
"40940","Manhattan","528","WEST 136 STREET","37","2021-02-01T00:00:00.000","1516","AEP Discharged","2022-01-21T00:00:00.000","Aep Round 14","10031","40.820125","-73.953071","9","7","22301","1059808","1019880127","Manhattanville-West Harlem"
"26941","Manhattan","312","PLEASANT AVENUE","3","2011-01-31T00:00:00.000","42","AEP Discharged","2012-06-04T00:00:00.000","Aep Round 4","10035","40.795524","-73.932802","11","8","178","1053169","1017150150","East Harlem (North)"
"10857","Manhattan","531","EAST 5 STREET","8","2020-01-31T00:00:00.000","403","AEP Discharged","2020-10-28T00:00:00.000","Aep Round 13","10009","40.724512","-73.983552","3","2","32","1005068","1004010048","East Village"
"55615","Bronx","1381","CASTLE HILL AVENUE","75","2015-02-02T00:00:00.000","1248","AEP Discharged","2015-06-02T00:00:00.000","Aep Round 8","10462","40.835794","-73.852112","9","18","222","2029041","2039350053","Parkchester"
"303875","Brooklyn","1363","GREENE AVENUE","6","2007-11-13T00:00:00.000","812","AEP Discharged","2008-09-02T00:00:00.000","Aep Round 1","11237","40.69997","-73.917654","4","37","431","3075116","3032890038","Bushwick (West)"
"49167","Bronx","2409","BEAUMONT AVENUE","23","2014-01-31T00:00:00.000","1458","AEP Discharged","2014-04-10T00:00:00.000","Aep Round 7","10458","40.854621","-73.884235","6","15","389","2012542","2030900023","Belmont"
"291598","Brooklyn","315","FENIMORE STREET","24","2017-01-31T00:00:00.000","1024","AEP Discharged","2017-05-16T00:00:00.000","Aep Round 10","11225","40.658604","-73.951977","9","40","802","3115482","3050390065","Prospect Lefferts Gardens-Wingate"
"62806","Bronx","495","EAST 138 STREET","10","2007-11-13T00:00:00.000","657","AEP Discharged","2017-04-27T00:00:00.000","Aep Round 1","10454","40.80776","-73.919681","1","8","39","2000275","2022830062","Mott Haven-Port Morris"
"116931","Bronx","2291","UNIVERSITY AVENUE","15","2021-02-01T00:00:00.000","511","AEP Discharged","2021-06-22T00:00:00.000","Aep Round 14","10468","40.860721","-73.906783","7","14","255","2014747","2032180064","University Heights (North)-Fordham"
"63921","Bronx","377","EAST 153 STREET","24","2015-02-02T00:00:00.000","1015","AEP Discharged","2015-07-13T00:00:00.000","Aep Round 8","10455","40.819136","-73.917427","1","17","67","2001699","2024000033","Melrose"
"227711","Brooklyn","388","CRESCENT STREET","15","2018-01-31T00:00:00.000","569","AEP Discharged","2018-06-27T00:00:00.000","Aep Round 11","11208","40.679314","-73.870994","5","37","1190","3093395","3041650031","East New York-City Line"
"119086","Bronx","1895","WALTON AVENUE","31","2018-01-31T00:00:00.000","524","AEP Discharged","2022-07-27T00:00:00.000","Aep Round 11","10453","40.849651","-73.909271","5","14","23301","2008238","2028520021","Mount Hope"
"346344","Brooklyn","1827","NOSTRAND AVENUE","6","2018-01-31T00:00:00.000","280","AEP Discharged","2018-06-08T00:00:00.000","Aep Round 11","11226","40.641472","-73.948559","17","45","828","3111281","3049470056","East Flatbush-Erasmus"
"380710","Brooklyn","202","TAPSCOTT STREET","4","2012-01-31T00:00:00.000","179","AEP Discharged","2012-06-15T00:00:00.000","Aep Round 5","11212","40.663038","-73.91974","16","41","892","3081473","3035490045","East Flatbush-Remsen Village"
"684490","Queens","104-03","NORTHERN BOULEVARD","6","2016-02-01T00:00:00.000","236","AEP Discharged","2016-06-14T00:00:00.000","Aep Round 9","11368","40.757708","-73.864471","3","21","365","4042095","4016990043","East Elmhurst"
"373639","Brooklyn","1239","ST JOHNS PLACE","16","2023-01-31T00:00:00.000","434","AEP Discharged","2023-06-14T00:00:00.000","Aep Round 16","11213","40.670945","-73.937426","8","35","339","3036709","3013760061","Crown Heights (North)"
"62623","Bronx","401","EAST 136 STREET","9","2018-01-31T00:00:00.000","224","AEP Discharged","2018-06-21T00:00:00.000","Aep Round 11","10454","40.80778","-73.923745","1","8","25","2000217","2022810001","Mott Haven-Port Morris"
"242324","Brooklyn","10","WESTMINSTER ROAD","21","2012-01-31T00:00:00.000","1208","AEP Discharged","2016-11-03T00:00:00.000","Aep Round 5","11218","40.648816","-73.96872","14","40","506","3116368","3050720006","Flatbush (West)-Ditmas Park-Parkville"
"363225","Brooklyn","48","ROCKAWAY PARKWAY","4","2022-01-31T00:00:00.000","141","AEP Active",,"Aep Round 15","11212","40.665047","-73.92451","17","41","892","3099539","3045990030","East Flatbush-Remsen Village"
"368936","Brooklyn","446","SENATOR STREET","20","2017-01-31T00:00:00.000","243","AEP Discharged","2017-07-05T00:00:00.000","Aep Round 10","11220","40.635553","-74.021711","10","43","126","3144706","3058550025","Bay Ridge"
"49163","Bronx","2350","BEAUMONT AVENUE","30","2014-01-31T00:00:00.000","1080","AEP Discharged","2014-06-03T00:00:00.000","Aep Round 7","10458","40.853353","-73.884848","6","15","391","2012868","2031030026","Belmont"
"387868","Brooklyn","238","WALWORTH STREET","3","2008-11-13T00:00:00.000","54","AEP Discharged","2009-03-19T00:00:00.000","Aep Round 2","11205","40.691698","-73.953695","3","33","241","3322073","3017630060","Bedford-Stuyvesant (West)"
"308505","Brooklyn","334","HART STREET","8","2007-11-13T00:00:00.000","937","AEP Discharged","2008-03-28T00:00:00.000","Aep Round 1","11206","40.694373","-73.938241","3","36","281","3043081","3015940035","Bedford-Stuyvesant (East)"
"85566","Bronx","900","HOE AVENUE","46","2016-02-01T00:00:00.000","4947","AEP Discharged","2016-07-05T00:00:00.000","Aep Round 9","10459","40.821328","-73.890251","2","17","119","2006072","2027460001","Longwood"
"100442","Bronx","3605","OLINVILLE AVENUE","3","2007-11-13T00:00:00.000","87","AEP Discharged","2013-02-08T00:00:00.000","Aep Round 1","10467","40.880219","-73.867086","12","12","378","2057360","2046450085","Williamsbridge-Olinville"
"188348","Brooklyn","3402","AVENUE I","38","2020-01-31T00:00:00.000","1039","AEP Discharged","2020-10-05T00:00:00.000","Aep Round 13","11210","40.62956","-73.943255","18","45","740","3207323","3075980058","Flatlands"
"380427","Brooklyn","288","SUYDAM STREET","6","2022-01-31T00:00:00.000","212","AEP Active",,"Aep Round 15","11237","40.702677","-73.923169","4","34","429","3073212","3032200016","Bushwick (West)"
"21512","Manhattan","90","ELIZABETH STREET","19","2016-02-01T00:00:00.000","180","AEP Discharged","2016-06-24T00:00:00.000","Aep Round 9","10013","40.718255","-73.995924","2","1","41","1003119","1002390011","SoHo-Little Italy-Hudson Square"
"321331","Brooklyn","527","KNICKERBOCKER AVENUE","23","2007-11-13T00:00:00.000","2482","AEP Discharged","2013-09-13T00:00:00.000","Aep Round 1","11221","40.697573","-73.91616","4","37","433","3076121","3033260006","Bushwick (East)"
"346867","Brooklyn","573","NOSTRAND AVENUE","6","2017-01-31T00:00:00.000","414","AEP Discharged","2017-06-29T00:00:00.000","Aep Round 10","11216","40.677756","-73.949746","8","36","315","3029816","3012010074","Crown Heights (North)"
"84307","Bronx","3075","HEATH AVENUE","43","2022-01-31T00:00:00.000","1018","AEP Active",,"Aep Round 15","10463","40.877627","-73.9017","8","14","277","2015936","2032610061","Kingsbridge Heights-Van Cortlandt Village"
"351680","Brooklyn","181","PARK PLACE","3","2009-11-12T00:00:00.000","206","AEP Discharged","2014-06-03T00:00:00.000","Aep Round 3","11238","40.677277","-73.97149","8","35","163","3028759","3011587503","Prospect Heights"
"63991","Bronx","388","EAST 155 STREET","3","2012-01-31T00:00:00.000","242","AEP Discharged","2014-11-06T00:00:00.000","Aep Round 5","10455","40.82029","-73.916381","1","17","67","2001716","2024010018","Melrose"
"95624","Bronx","900","MELROSE AVENUE","24","2021-02-01T00:00:00.000","1235","AEP Discharged","2021-06-30T00:00:00.000","Aep Round 14","10451","40.824537","-73.913641","3","17","141","2001504","2023830005","Morrisania"
"321331","Brooklyn","527","KNICKERBOCKER AVENUE","23","2007-11-13T00:00:00.000","2482","AEP Discharged","2013-09-13T00:00:00.000","Aep Round 1","11221","40.697573","-73.91616","4","37","433","3076121","3033260006","Bushwick (East)"
"78629","Bronx","3444","FISH AVENUE","10","2023-01-31T00:00:00.000","512","AEP Discharged","2023-06-22T00:00:00.000","Aep Round 16","10469","40.876814","-73.850354","12","12","386","2117047","2047130001","Eastchester-Edenwald-Baychester"
"363506","Brooklyn","101","ROGERS AVENUE","12","2019-01-31T00:00:00.000","485","AEP Active",,"Aep Round 12","11216","40.674142","-73.952871","8","36","31701","3031192","3012330009","Crown Heights (North)"
"808797","Brooklyn","12","MARTENSE STREET","21","2013-01-31T00:00:00.000","1090","AEP Discharged","2013-07-12T00:00:00.000","Aep Round 6","11226","40.651226","-73.958542","14","40","79602","3116854","3050890012","Flatbush"
"25930","Manhattan","200","NAGLE AVENUE","48","2020-01-31T00:00:00.000","2027","AEP Discharged","2020-09-30T00:00:00.000","Aep Round 13","10034","40.862103","-73.923371","12","10","291","1064715","1022170035","Inwood"
"186919","Brooklyn","595","AUTUMN AVENUE","6","2016-02-01T00:00:00.000","488","AEP Discharged","2016-05-31T00:00:00.000","Aep Round 9","11208","40.674175","-73.867777","5","42","1200","3095563","3042540012","East New York-City Line"
"40605","Manhattan","496","WEST 133 STREET","16","2013-01-31T00:00:00.000","631","AEP Discharged","2013-06-10T00:00:00.000","Aep Round 6","10027","40.817525","-73.953026","9","9","21303","1059644","1019700160","Manhattanville-West Harlem"
"334478","Brooklyn","25","MAC DONOUGH STREET","19","2018-01-31T00:00:00.000","734","AEP Discharged","2018-09-26T00:00:00.000","Aep Round 11","11216","40.680853","-73.945201","3","36","269","3053337","3018510063","Bedford-Stuyvesant (West)"
"198944","Brooklyn","651","BARBEY STREET","6","2018-01-31T00:00:00.000","693","AEP Active",,"Aep Round 11","11207","40.666555","-73.885927","5","42","1124","3090424","3040770008","East New York-New Lots"
"513321","Queens","33-32","102 STREET","4","2012-01-31T00:00:00.000","183","AEP Discharged","2021-03-03T00:00:00.000","Aep Round 5","11368","40.756854","-73.866458","3","21","377","4042553","4017160022","North Corona"
"808973","Brooklyn","1415","NEW YORK AVENUE","42","2023-01-31T00:00:00.000","996","AEP Discharged","2023-05-19T00:00:00.000","Aep Round 16","11210","40.638177","-73.945298","17","45","782","3327550","3049810001","East Flatbush-Farragut"
"245741","Brooklyn","614","MARLBOROUGH ROAD","8","2012-01-31T00:00:00.000","718","AEP Discharged","2015-12-16T00:00:00.000","Aep Round 5","11226","40.634882","-73.963254","14","45","520","3121151","3052350019","Flatbush (West)-Ditmas Park-Parkville"
"111362","Bronx","1027","REV JAMES POLITE AVENUE","3","2014-01-31T00:00:00.000","69","AEP Discharged","2019-06-20T00:00:00.000","Aep Round 7","10459","40.82416","-73.898878","2","17","131","2005247","2026910042","Longwood"
"513432","Queens","40-15","102 STREET","6","2018-01-31T00:00:00.000","170","AEP Discharged","2020-03-04T00:00:00.000","Aep Round 11","11368","40.749262","-73.863933","4","21","40501","4048548","4019740043","Corona"
"57762","Bronx","1142","COLLEGE AVENUE","30","2011-01-31T00:00:00.000","2392","AEP Discharged","2015-06-18T00:00:00.000","Aep Round 4","10456","40.831147","-73.914322","4","16","175","2002258","2024340015","Concourse-Concourse Village"
"120558","Bronx","2031","WEBSTER AVENUE","30","2014-01-31T00:00:00.000","695","AEP Discharged","2014-06-17T00:00:00.000","Aep Round 7","10457","40.85091","-73.899032","5","15","379","2013300","2031420074","Mount Hope"
"315873","Brooklyn","371","IRVING AVENUE","8","2020-01-31T00:00:00.000","241","AEP Discharged","2020-11-02T00:00:00.000","Aep Round 13","11237","40.697498","-73.911689","4","37","439","3076879","3033630003","Bushwick (East)"
"66245","Bronx","612","EAST 180 STREET","26","2020-01-31T00:00:00.000","1190","AEP Discharged","2022-07-15T00:00:00.000","Aep Round 13","10457","40.849275","-73.891177","6","15","373","2012012","2030690078","Tremont"
"362694","Brooklyn","57","ROCKAWAY AVENUE","3","2011-01-31T00:00:00.000","177","AEP Discharged","2011-12-22T00:00:00.000","Aep Round 4","11233","40.681164","-73.9114","16","37","369","3041364","3015220001","Ocean Hill"
"40973","Manhattan","124","WEST 137 STREET","20","2018-01-31T00:00:00.000","531","AEP Active",,"Aep Round 11","10030","40.815788","-73.940845","10","9","228","1058345","1019210046","Harlem (North)"
"129545","Brooklyn","734","4 AVENUE","4","2008-11-13T00:00:00.000","121","AEP Discharged","2012-01-17T00:00:00.000","Aep Round 2","11232","40.661293","-73.997174","7","38","145","3009510","3006480038","Sunset Park (West)"
"123620","Bronx","4769","WHITE PLAINS ROAD","63","2014-01-31T00:00:00.000","2246","AEP Discharged","2014-05-27T00:00:00.000","Aep Round 7","10470","40.90524","-73.849534","12","11","414","2071760","2051070003","Wakefield-Woodlawn"
"78263","Bronx","1064","FINDLAY AVENUE","9","2018-01-31T00:00:00.000","1030","AEP Discharged","2018-06-25T00:00:00.000","Aep Round 11","10456","40.829366","-73.914336","4","16","175","2002226","2024330049","Concourse-Concourse Village"
"315762","Brooklyn","191","IRVING AVENUE","6","2017-01-31T00:00:00.000","175","AEP Discharged","2017-06-22T00:00:00.000","Aep Round 10","11237","40.701689","-73.919051","4","37","443","3074524","3032700006","Bushwick (West)"
"328318","Brooklyn","15","LOCUST STREET","6","2013-01-31T00:00:00.000","725","AEP Discharged","2015-06-17T00:00:00.000","Aep Round 6","11206","40.69908","-73.937743","4","34","389","3071760","3031340042","Bushwick (West)"
"875273","Bronx","873","UNION AVENUE","3","2011-01-31T00:00:00.000","187","AEP Discharged","2017-03-01T00:00:00.000","Aep Round 4","10459","40.821122","-73.90255","3","17","133","2113551","2026680049","Morrisania"
"292826","Brooklyn","599","FLATBUSH AVENUE","11","2013-01-31T00:00:00.000","912","AEP Discharged","2013-06-17T00:00:00.000","Aep Round 6","11225","40.658725","-73.960505","9","40","79801","3115286","3050370010","Prospect Lefferts Gardens-Wingate"
"388444","Brooklyn","658","WARWICK STREET","3","2008-11-13T00:00:00.000","108","AEP Discharged","2012-09-27T00:00:00.000","Aep Round 2","11207","40.666845","-73.884179","5","42","1124","3090469","3040780044","East New York-New Lots"
"705627","Queens","77-07","WOODSIDE AVENUE","18","2023-01-31T00:00:00.000","334","AEP Active",,"Aep Round 16","11373","40.743581","-73.887816","4","25","267","4037030","4014970045","Elmhurst"
"22529","Manhattan","61","HAMILTON PLACE","25","2021-02-01T00:00:00.000","1250","AEP Discharged","2021-07-01T00:00:00.000","Aep Round 14","10031","40.822471","-73.951588","9","7","225","1061743","1020710045","Hamilton Heights-Sugar Hill"
"339810","Brooklyn","346","MONTGOMERY STREET","24","2019-01-31T00:00:00.000","258","AEP Discharged","2019-06-20T00:00:00.000","Aep Round 12","11225","40.665513","-73.953191","9","35","321","3034431","3013050015","Crown Heights (South)"
"324042","Brooklyn","1118","LENOX ROAD","9","2020-01-31T00:00:00.000","287","AEP Active",,"Aep Round 13","11212","40.658876","-73.919215","17","41","886","3101879","3046700047","East Flatbush-Remsen Village"
"806248","Bronx","2320","AQUEDUCT AVENUE EAST","61","2008-11-13T00:00:00.000","1776","AEP Discharged","2009-04-30T00:00:00.000","Aep Round 2","10468","40.860402","-73.905843","7","14","253","2014543","2032090021","University Heights (North)-Fordham"
"222337","Brooklyn","690","CLEVELAND STREET","6","2008-11-13T00:00:00.000","466","AEP Discharged","2021-07-06T00:00:00.000","Aep Round 2","11208","40.667408","-73.882635","5","42","1120","3090543","3040800033","East New York-New Lots"
"112492","Bronx","1535","TAYLOR AVENUE","41","2013-01-31T00:00:00.000","2081","AEP Discharged","2013-05-30T00:00:00.000","Aep Round 6","10460","40.838515","-73.866558","9","17","218","2028627","2039200005","Soundview-Bruckner-Bronx River"
"60536","Bronx","2490","DAVIDSON AVENUE","36","2014-01-31T00:00:00.000","3369","AEP Active",,"Aep Round 7","10468","40.863788","-73.901468","7","14","265","2014358","2032000011","University Heights (North)-Fordham"
"330376","Brooklyn","872","MACON STREET","8","2009-11-12T00:00:00.000","672","AEP Discharged","2012-07-02T00:00:00.000","Aep Round 3","11233","40.684933","-73.916039","16","41","373","3040210","3014980026","Ocean Hill"
"176225","Brooklyn","575","80 STREET","9","2009-11-12T00:00:00.000","666","AEP Discharged","2013-09-13T00:00:00.000","Aep Round 3","11209","40.624735","-74.022407","10","43","136","3150981","3059810047","Bay Ridge"
"515679","Queens","32-17","104 STREET","6","2020-01-31T00:00:00.000","429","AEP Discharged","2022-01-11T00:00:00.000","Aep Round 13","11369","40.759089","-73.864862","3","21","365","4042112","4016990063","East Elmhurst"
"68178","Bronx","729","EAST 215 STREET","3","2022-01-31T00:00:00.000","354","AEP Active",,"Aep Round 15","10467","40.880294","-73.863426","12","12","390","2057916","2046630083","Williamsbridge-Olinville"
"351126","Brooklyn","46","PALMETTO STREET","3","2007-11-13T00:00:00.000","154","AEP Discharged","2010-11-22T00:00:00.000","Aep Round 1","11221","40.690239","-73.92015","4","37","397","3076527","3033480030","Bushwick (East)"
"704785","Queens","1675","WOODBINE STREET","6","2007-11-13T00:00:00.000","618","AEP Discharged","2013-06-17T00:00:00.000","Aep Round 1","11385","40.700712","-73.908662","5","34","549","4082399","4034490041","Ridgewood"
"22786","Manhattan","174","HESTER STREET","22","2016-02-01T00:00:00.000","225","AEP Discharged","2016-06-24T00:00:00.000","Aep Round 9","10013","40.718008","-73.997522","2","1","41","1002640","1002050018","SoHo-Little Italy-Hudson Square"
"43555","Manhattan","534","WEST 187 STREET","10","2018-01-31T00:00:00.000","293","AEP Discharged","2018-07-03T00:00:00.000","Aep Round 11","10033","40.852382","-73.929401","12","10","269","1063742","1021560072","Washington Heights (North)"
"514685","Queens","31-42","103 STREET","6","2017-01-31T00:00:00.000","260","AEP Discharged","2017-06-20T00:00:00.000","Aep Round 10","11369","40.760468","-73.866205","3","21","365","4041773","4016890029","East Elmhurst"
"338100","Brooklyn","738","MILLER AVENUE","6","2023-01-31T00:00:00.000","193","AEP Discharged","2023-05-26T00:00:00.000","Aep Round 16","11207","40.662484","-73.888169","5","42","1122","3096710","3043030027","East New York-New Lots"
"357353","Brooklyn","926","PROSPECT PLACE","8","2008-11-13T00:00:00.000","312","AEP Discharged","2009-04-23T00:00:00.000","Aep Round 2","11213","40.674076","-73.945928","8","36","341","3031293","3012350025","Crown Heights (North)"
"359188","Brooklyn","285","QUINCY STREET","21","2019-01-31T00:00:00.000","908","AEP Active",,"Aep Round 12","11216","40.687118","-73.949336","3","36","251","3050643","3018030072","Bedford-Stuyvesant (West)"
"397356","Brooklyn","1088","WINTHROP STREET","42","2020-01-31T00:00:00.000","1176","AEP Discharged","2020-09-18T00:00:00.000","Aep Round 13","11212","40.661558","-73.923753","17","41","884","3100598","3046300006","East Flatbush-Remsen Village"
"68069","Bronx","854","EAST 214 STREET","3","2023-01-31T00:00:00.000","147","AEP Active",,"Aep Round 16","10467","40.878745","-73.860164","12","12","380","2058258","2046720067","Williamsbridge-Olinville"
