"report_date","borough","geographic_subset","geographic_identifier","client_died","does_not_reside_in_nyc","no_risk","referred_person_has_sufficient","referred_person_retains","someone_else_willing_and","unable_to_locate","under_18","total_ineligible_by_geographic","client_died_by_geographic","does_not_reside_in_nyc_by","no_risk_by_geographic_subset","referred_person_has_sufficient_1","referred_person_retains_1","someone_else_willing_and_1","unable_to_locate_by_geographic","under_18_by_geographic_subset","total_ineligible_referrals","client_died_citywide","does_not_reside_in_nyc_1","no_risk_citywide","referred_person_has_sufficient_2","referred_person_retains_2","someone_else_willing_and_2","unable_to_locate_citywide","under_18_citywide","total_ineligible_referrals_1"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11229","2","2","7","19","3","10","10","0","53","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11225","1","2","8","24","1","14","13","0","63","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","12","1","5","38","66","2","35","40","0","187","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","64","0","0","0","0","0","0","0","0","0","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","10","5","1","31","60","2","15","43","0","157","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","8","3","1","20","66","0","17","46","0","153","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","9","2","1","14","50","1","13","20","0","101","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","UNABLE TO MATCH","0","0","0","0","0","1","1","0","2","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11233","1","1","20","23","0","16","20","0","81","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","4","7","2","9","47","0","14","19","0","98","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","5","1","1","4","20","0","5","11","0","42","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","2","3","0","6","16","0","9","11","0","45","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Community District","2","2","2","23","21","0","13","26","0","87","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11205","0","0","4","16","0","7","6","0","33","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","6","6","1","23","42","0","10","15","0","97","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10002","3","1","21","32","0","16","16","1","90","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11234","0","1","8","15","1","15","9","0","49","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11226","0","1","22","49","3","31","32","0","138","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10005","0","0","0","1","0","0","0","0","1","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","18","0","4","21","49","1","30","26","0","131","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","15","2","2","13","39","5","22","19","0","102","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","13","4","2","16","37","4","32","20","0","115","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","14","0","0","27","50","5","30","26","0","138","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","55","0","0","0","0","0","0","0","0","0","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","UNABLE TO MATCH","0","0","0","1","0","0","2","0","3","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10010","1","0","4","10","0","0","3","0","18","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","10","1","0","9","36","1","20","18","0","85","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","7","0","2","9","23","1","11","15","0","61","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","5","4","2","22","69","2","29","36","0","164","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","6","2","1","11","27","0","10","10","0","61","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","11","1","1","11","30","2","15","14","0","74","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10003","1","1","5","13","0","4","14","0","38","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","1","1","2","27","43","1","20","8","0","102","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","2","1","3","19","41","0","13","15","0","92","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","27","0","0","0","0","0","0","0","0","0","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","12","0","4","23","75","1","27","21","0","151","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","26","0","0","1","0","0","0","0","0","1","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","3","1","1","31","57","2","28","24","0","144","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10007","0","0","3","3","0","1","0","0","7","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","8","0","3","16","46","1","25","7","0","98","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","6","1","1","14","55","1","15","18","0","105","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10016","0","0","8","20","0","7","8","0","43","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","4","1","0","25","33","0","21","5","0","85","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","UNABLE TO MATCH","0","0","0","1","0","0","2","0","3","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","5","2","4","23","69","2","15","26","0","141","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10030","0","0","12","19","1","5","8","0","45","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10009","2","0","6","29","0","3","10","0","50","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10001","1","0","2","9","0","1","3","0","16","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10024","1","1","13","32","0","3","8","0","58","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","1","0","4","26","58","2","14","18","0","122","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","City Council District","50","2","2","24","21","0","13","28","0","90","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","City Council District","49","3","7","37","38","0","34","35","0","154","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","2","1","1","9","29","2","14","5","0","61","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10017","1","0","0","4","0","0","0","0","5","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10028","0","0","4","12","0","2","8","0","26","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","31","1","1","39","57","0","41","21","1","161","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","28","2","0","32","36","1","42","22","0","135","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","26","2","1","14","32","1","41","16","0","107","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","27","4","4","35","51","0","45","15","0","154","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","32","1","1","39","28","1","19","11","0","100","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10022","2","1","6","12","0","2","4","0","27","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10018","0","0","0","3","0","1","4","0","8","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","22","0","2","10","20","1","33","14","0","80","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","23","1","1","18","30","0","27","12","0","89","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","20","3","3","8","42","0","38","17","0","111","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","UNABLE TO MATCH","0","0","0","2","0","3","1","0","6","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","19","2","1","11","22","0","31","5","0","72","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","24","2","4","21","30","2","40","12","0","111","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10026","0","0","7","9","1","5","10","0","32","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","4","2","4","27","87","0","18","27","0","165","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11206","0","0","16","32","1","20","13","0","82","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","25","0","3","12","30","0","36","9","0","90","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","9","6","1","42","84","3","24","48","0","208","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10129","0","0","0","0","0","0","0","0","0","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10027","2","1","8","34","0","6","12","0","63","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10019","2","0","5","14","0","4","4","0","29","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11238","1","1","15","18","0","9","4","0","48","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10038","0","0","7","3","0","2","4","0","16","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10040","0","0","5","10","1","8","6","0","30","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10065","1","0","2","5","0","1","4","0","13","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10069","0","1","1","1","0","0","0","0","3","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10075","0","0","3","7","0","4","6","0","20","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11106","1","0","2","12","0","9","2","0","26","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10463","0","0","0","0","0","0","0","0","0","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","UNABLE TO MATCH","0","0","0","0","0","1","1","0","2","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10034","0","0","5","10","0","4","14","0","33","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11004","0","1","1","3","0","2","1","0","8","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11040","0","0","0","0","0","0","0","0","0","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11102","0","1","3","8","1","11","4","0","28","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11103","0","0","2","2","0","7","6","0","17","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11104","0","0","1","3","0","5","4","0","13","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11360","0","0","4","2","0","7","0","0","13","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11358","1","0","4","5","0","8","2","0","20","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Zip Code","10282","0","0","0","1","0","2","0","0","3","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11361","0","0","1","4","0","3","0","0","8","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11363","0","1","1","3","0","1","0","0","6","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11365","0","0","4","3","1","9","4","0","21","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11366","0","0","0","4","0","2","5","0","11","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11367","0","1","3","9","0","12","0","0","25","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11417","0","0","2","3","1","3","1","0","10","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11375","1","2","9","24","0","21","8","0","65","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11377","1","1","9","18","0","19","5","0","53","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11356","1","0","1","2","0","2","1","0","7","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11379","0","1","1","8","0","7","1","0","18","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11411","1","0","4","4","0","7","1","0","17","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11413","1","1","6","12","0","14","2","1","37","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11414","0","0","10","11","0","7","3","0","31","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11415","0","0","1","5","0","3","1","0","10","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11426","0","0","0","3","0","3","1","0","7","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11374","0","3","5","16","1","8","3","0","36","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11427","0","0","9","8","0","7","3","0","27","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11432","2","1","9","9","0","21","5","0","47","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11433","1","0","6","18","0","15","6","0","46","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11434","2","1","15","19","1","16","7","0","61","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10310","0","3","6","6","0","8","2","0","25","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11697","0","0","0","0","0","0","0","0","0","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11421","0","1","4","7","0","4","2","0","18","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10302","0","0","6","2","0","4","2","0","14","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10304","2","1","8","12","0","7","6","0","36","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10306","0","1","13","8","0","5","15","0","42","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10307","0","0","1","1","0","1","0","0","3","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10308","1","1","3","1","0","6","3","0","15","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","City Council District","10","0","0","3","7","0","4","0","0","14","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11694","1","0","10","4","0","1","0","0","16","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","40","0","3","27","58","4","37","43","0","172","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","42","3","4","24","69","2","32","37","0","171","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","33","1","4","21","35","1","13","15","0","90","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","35","3","4","32","65","2","31","21","0","158","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","City Council District","18","2","3","31","77","0","25","23","0","161","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Zip Code","11207","3","0","14","40","0","15","17","0","89","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-06-30T00:00:00.000","MANHATTAN","City Council District","1","0","0","21","42","0","14","16","0","93","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","47","2","1","17","33","0","28","20","0","101","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","48","4","0","25","51","1","28","15","0","124","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","45","0","4","18","54","2","25","27","0","130","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","City Council District","2","1","2","26","72","1","24","26","0","152","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","44","0","2","8","25","0","10","7","0","52","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","City Council District","3","3","3","23","66","1","29","24","0","149","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","39","0","2","3","29","1","14","7","0","56","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","40","0","2","15","46","2","17","27","0","109","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","37","1","1","27","34","0","27","24","1","115","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","35","1","2","18","50","1","18","20","0","110","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","41","1","0","20","70","1","20","30","0","142","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","36","3","3","15","68","1","23","29","0","142","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","18","1","3","26","59","2","12","19","0","122","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
