"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","additional_details","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","status","due_date","resolution_description","resolution_action_updated","community_board","council_district","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","latitude","longitude","location"
"58433761","2023-08-06T10:42:50.000","2023-08-06T12:56:11.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Blocking Driveway","Street/Sidewalk","10473","715 ROSEDALE AVENUE","ROSEDALE AVENUE","SEWARD AVENUE","LAFAYETTE AVENUE","SEWARD AVENUE","LAFAYETTE AVENUE","ADDRESS","BRONX","ROSEDALE AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-06T12:56:16.000","09 BRONX","18","2035940059","BRONX","1021247","237790","MOBILE","40.819181","-73.866633","POINT (-73.866633 40.819181)"
"58430624","2023-08-06T10:26:13.000","2023-08-06T10:40:53.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10027","11 HANCOCK PLACE","HANCOCK PLACE","WEST 124 STREET","MORNINGSIDE AVENUE","WEST 124 STREET","MORNINGSIDE AVENUE","ADDRESS","NEW YORK","HANCOCK PLACE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-06T10:40:58.000","09 MANHATTAN","09","1019517501","MANHATTAN","997007","234597","MOBILE","40.8107429","-73.9534716","POINT (-73.9534716 40.8107429)"
"58428535","2023-08-06T09:53:35.000","2023-08-06T10:18:27.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11205","2 PARK AVENUE","PARK AVENUE","NAVY STREET","MONUMENT WALK","NAVY STREET","MONUMENT WALK","ADDRESS","BROOKLYN","PARK AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-06T10:18:32.000","02 BROOKLYN","35",,"BROOKLYN","989818","192917","MOBILE","40.6961876","-73.9799204","POINT (-73.9799204 40.6961876)"
"58434865","2023-08-06T09:52:27.000","2023-08-06T10:04:51.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","100 MESEROLE AVENUE","MESEROLE AVENUE","LORIMER STREET","MANHATTAN AVENUE","LORIMER STREET","MANHATTAN AVENUE","ADDRESS","BROOKLYN","MESEROLE AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-06T10:04:54.000","01 BROOKLYN","33","3026190001","BROOKLYN","997282","204143","MOBILE","40.7266988","-73.9531803","POINT (-73.9531803 40.7266988)"
"58431725","2023-08-06T08:10:45.000","2023-08-06T08:26:34.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10027","354 WEST 125 STREET","WEST 125 STREET","ST NICHOLAS AVENUE","MORNINGSIDE AVENUE","ST NICHOLAS AVENUE","MORNINGSIDE AVENUE","ADDRESS","NEW YORK","WEST 125 STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-06T08:26:37.000","09 MANHATTAN","09","1019510051","MANHATTAN","997291","234707","MOBILE","40.8106741","-73.9531032","POINT (-73.9531032 40.8106741)"
"58430625","2023-08-06T07:16:00.000","2023-08-06T12:46:37.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Crosswalk","Street/Sidewalk","11207","430 MILLER AVENUE","MILLER AVENUE","BELMONT AVENUE","SUTTER AVENUE","BELMONT AVENUE","SUTTER AVENUE","ADDRESS","BROOKLYN","MILLER AVENUE","Closed",,"The Police Department reviewed your complaint and provided additional information below.","2023-08-06T12:46:41.000","05 BROOKLYN","42","3037590040","BROOKLYN","1014593","183485","MOBILE","40.6702215","-73.8908958","POINT (-73.8908958 40.6702215)"
"58434864","2023-08-06T06:38:27.000","2023-08-06T07:04:42.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10467","3211 PARKSIDE PLACE","PARKSIDE PLACE","WEBSTER AVENUE","EAST 207 STREET","WEBSTER AVENUE","EAST207 STREET","ADDRESS","BRONX","PARKSIDE PLACE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-06T07:04:46.000","07 BRONX","11","2033547501","BRONX","1019034","257802","MOBILE","40.8737386","-73.8748545","POINT (-73.8748545 40.8737386)"
"58426380","2023-08-05T23:28:05.000","2023-08-05T23:31:29.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11375","68-30 BURNS STREET","BURNS STREET","68 AVENUE","69 AVENUE","68 AVENUE","69 AVENUE","ADDRESS","FOREST HILLS","BURNS STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-05T23:31:33.000","06 QUEENS","29","4032050012","QUEENS","1025572","202018","MOBILE","40.7209085","-73.8511186","POINT (-73.8511186 40.7209085)"
"58425121","2023-08-05T23:07:18.000","2023-08-06T00:36:50.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11417","107-42 88 STREET","88 STREET","107 AVENUE","SUTTER AVENUE","107 AVENUE","SUTTER AVENUE","ADDRESS","OZONE PARK","88 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-06T00:36:53.000","10 QUEENS","32","4091480028","QUEENS","1025965","186224","MOBILE","40.6768198","-73.8494396","POINT (-73.8494396 40.6768198)"
"58417949","2023-08-05T22:16:32.000","2023-08-06T08:20:34.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10466","1815 SCHIEFFELIN AVENUE","SCHIEFFELIN AVENUE","EAST 223 STREET","EAST 224 STREET","EAST 223 STREET","EAST224 STREET","ADDRESS","BRONX","SCHIEFFELIN AVENUE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-06T08:20:40.000","12 BRONX","12","2049020075","BRONX","1026634","260661","MOBILE","40.8820517","-73.8470618","POINT (-73.8470618 40.8820517)"
"58422646","2023-08-05T21:03:35.000","2023-08-05T21:08:40.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11375","68-30 BURNS STREET","BURNS STREET","68 AVENUE","69 AVENUE","68 AVENUE","69 AVENUE","ADDRESS","FOREST HILLS","BURNS STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-05T21:08:42.000","06 QUEENS","29","4032050012","QUEENS","1025572","202018","MOBILE","40.7209085","-73.8511186","POINT (-73.8511186 40.7209085)"
"58423862","2023-08-05T18:15:33.000","2023-08-05T18:32:23.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11693","BEACH 94 STREET","BEACH 94 STREET","BEACH 94 STREET","SHORE FRONT PARKWAY","BEACH 94 STREET","SHORE FRONT PARKWAY","INTERSECTION",,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-05T18:32:26.000","14 QUEENS","32",,"QUEENS","1035552","152050","PHONE","40.5838697","-73.8153034","POINT (-73.8153034 40.5838697)"
"58426379","2023-08-05T16:24:24.000","2023-08-05T19:00:50.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11230","720 EAST 8 STREET","EAST 8 STREET","NEWKIRK AVENUE","PARKVILLE AVENUE","NEWKIRK AVENUE","PARKVILLE AVENUE","ADDRESS","BROOKLYN","EAST 8 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-05T19:00:53.000","14 BROOKLYN","45","3054240050","BROOKLYN","992962","169741","PHONE","40.632509","-73.9689186","POINT (-73.9689186 40.632509)"
"58426378","2023-08-05T15:50:41.000","2023-08-05T16:17:11.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10023","21 WEST END AVENUE","WEST END AVENUE","WEST 60 STREET","WEST 61 STREET","WEST 60 STREET","WEST 61 STREET","ADDRESS","NEW YORK","WEST END AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-05T16:17:15.000","07 MANHATTAN","06","1011717510","MANHATTAN","987063","220706","ONLINE","40.7727182","-73.9904289","POINT (-73.9904289 40.7727182)"
"58423632","2023-08-05T14:49:18.000","2023-08-05T15:47:13.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10451","488 EAST 163 STREET","EAST 163 STREET","BROOK AVENUE","ELTON AVENUE","BROOK AVENUE","ELTON AVENUE","ADDRESS","BRONX","EAST 163 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-05T15:47:16.000","03 BRONX","17","2023670001","BRONX","1009152","239643","PHONE","40.8240951","-73.9102523","POINT (-73.9102523 40.8240951)"
"58422647","2023-08-05T10:58:22.000","2023-08-05T11:49:59.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10457","1972 LAFONTAINE AVENUE","LAFONTAINE AVENUE","EAST TREMONT AVENUE","EAST 178 STREET","EAST TREMONT AVENUE","EAST178 STREET","ADDRESS","BRONX","LAFONTAINE AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-05T11:50:05.000","06 BRONX","15","2030680006","BRONX","1013534","247797","ONLINE","40.846983","-73.8937324","POINT (-73.8937324 40.846983)"
"58425120","2023-08-05T10:50:22.000","2023-08-05T11:01:14.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10002","LUTHER GULICK PARK","LUTHER GULICK PARK","COLUMBIA STREET","BIALYSTOKER PLACE","COLUMBIA STREET","BIALYSTOKER PLACE","UNRECOGNIZED","NEW YORK","LUTHER GULICK PARK","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-05T11:01:19.000","03 MANHATTAN","01","1003310095","MANHATTAN","989283","200081","ONLINE","40.7158816","-73.9818588","POINT (-73.9818588 40.7158816)"
"58421423","2023-08-05T10:44:38.000","2023-08-05T11:01:22.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10002","LUTHER GULICK PARK","LUTHER GULICK PARK","COLUMBIA STREET","BIALYSTOKER PLACE","COLUMBIA STREET","BIALYSTOKER PLACE","UNRECOGNIZED","NEW YORK","LUTHER GULICK PARK","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-05T11:01:29.000","03 MANHATTAN","01","1003310095","MANHATTAN","989283","200081","ONLINE","40.7158816","-73.9818588","POINT (-73.9818588 40.7158816)"
"58426377","2023-08-05T10:02:29.000","2023-08-05T11:12:00.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Blocking Driveway","Street/Sidewalk","11692","649 BEACH 69 STREET","BEACH 69 STREET","DE COSTA AVENUE","BAYFIELD AVENUE","DE COSTA AVENUE","BAYFIELD AVENUE","ADDRESS","ARVERNE","BEACH 69 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-05T11:12:05.000","14 QUEENS","31","4160450036","QUEENS","1040143","157339","MOBILE","40.5983433","-73.799059","POINT (-73.799059 40.5983433)"
"58421424","2023-08-05T09:33:08.000","2023-08-05T11:26:23.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","10471","4660 MANHATTAN COLLEGE PARKWAY","MANHATTAN COLLEGE PARKWAY","WEST 242 STREET","POST ROAD","WEST 242 STREET","POST ROAD","ADDRESS","BRONX","MANHATTAN COLLEGE PARKWAY","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-05T11:26:30.000","08 BRONX","11","2058011060","BRONX","1012176","263593","ONLINE","40.8899641","-73.8989695","POINT (-73.8989695 40.8899641)"
"58422648","2023-08-05T08:47:35.000","2023-08-05T08:57:16.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11205","2 PARK AVENUE","PARK AVENUE","NAVY STREET","MONUMENT WALK","NAVY STREET","MONUMENT WALK","ADDRESS","BROOKLYN","PARK AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-05T08:57:20.000","02 BROOKLYN","35",,"BROOKLYN","989818","192917","MOBILE","40.6961876","-73.9799204","POINT (-73.9799204 40.6961876)"
"58420222","2023-08-05T08:47:10.000","2023-08-05T08:59:58.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","100 MESEROLE AVENUE","MESEROLE AVENUE","LORIMER STREET","MANHATTAN AVENUE","LORIMER STREET","MANHATTAN AVENUE","ADDRESS","BROOKLYN","MESEROLE AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-05T09:00:02.000","01 BROOKLYN","33","3026190001","BROOKLYN","997282","204143","MOBILE","40.7266988","-73.9531803","POINT (-73.9531803 40.7266988)"
"58419115","2023-08-05T08:41:41.000","2023-08-05T09:07:59.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11238","491 ST JOHNS PLACE","ST JOHNS PLACE","WASHINGTON AVENUE","CLASSON AVENUE","WASHINGTON AVENUE","CLASSON AVENUE","ADDRESS","BROOKLYN","ST JOHNS PLACE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-05T09:08:05.000","08 BROOKLYN","35","3011740051","BROOKLYN","994864","184596","MOBILE","40.6735852","-73.9615993","POINT (-73.9615993 40.6735852)"
"58417948","2023-08-05T07:17:44.000","2023-08-05T09:16:26.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11208","451 ESSEX STREET","ESSEX STREET","PITKIN AVENUE","BELMONT AVENUE","PITKIN AVENUE","BELMONT AVENUE","ADDRESS","BROOKLYN","ESSEX STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-05T09:16:31.000","05 BROOKLYN","42","3040200035","BROOKLYN","1017138","184474","ONLINE","40.6729182","-73.8812048","POINT (-73.8812048 40.6729182)"
"58407786","2023-08-05T01:44:36.000","2023-08-05T02:02:36.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11249","102 SOUTH 2 STREET","SOUTH 2 STREET","WYTHE AVENUE","BERRY STREET","WYTHE AVENUE","BERRY STREET","ADDRESS","BROOKLYN","SOUTH2 STREET","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-05T02:02:39.000","01 BROOKLYN","34","3024160022","BROOKLYN","994275","199367","ONLINE","40.713709","-73.9638307","POINT (-73.9638307 40.713709)"
"58412824","2023-08-05T00:49:57.000","2023-08-05T11:29:06.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11377","51-64 65 PLACE","65 PLACE","51 ROAD","52 AVENUE","51 ROAD","52 AVENUE","ADDRESS","WOODSIDE","65 PLACE","Closed",,"The Police Department reviewed your complaint and provided additional information below.","2023-08-05T11:29:15.000","05 QUEENS","30","4023750163","QUEENS","1011947","206678","ONLINE","40.733862","-73.9003464","POINT (-73.9003464 40.733862)"
"58410310","2023-08-04T22:50:26.000","2023-08-05T00:32:00.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10309","1051 RATHBUN AVENUE","RATHBUN AVENUE","MINTURN AVENUE","MAGUIRE AVENUE","MINTURN AVENUE","MAGUIRE AVENUE","ADDRESS","STATEN ISLAND","RATHBUN AVENUE","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-05T00:32:06.000","03 STATEN ISLAND","51","5069670049","STATEN ISLAND","925495","134626","PHONE","40.5361789","-74.2115866","POINT (-74.2115866 40.5361789)"
"58415385","2023-08-04T22:35:08.000","2023-08-04T22:58:03.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11220","574 51 STREET","51 STREET","5 AVENUE","6 AVENUE","5 AVENUE","6 AVENUE","ADDRESS","BROOKLYN","51 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T22:58:07.000","07 BROOKLYN","38","3008000037","BROOKLYN","981638","173771","MOBILE","40.6432779","-74.0092319","POINT (-74.0092319 40.6432779)"
"58414134","2023-08-04T22:26:17.000","2023-08-04T22:31:52.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11249","102 SOUTH 2 STREET","SOUTH 2 STREET","WYTHE AVENUE","BERRY STREET","WYTHE AVENUE","BERRY STREET","ADDRESS","BROOKLYN","SOUTH2 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-04T22:31:56.000","01 BROOKLYN","34","3024160022","BROOKLYN","994275","199367","ONLINE","40.713709","-73.9638307","POINT (-73.9638307 40.713709)"
"58412825","2023-08-04T21:55:21.000","2023-08-04T23:14:12.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11433","110-36 174 STREET","174 STREET","110 AVENUE","111 AVENUE","110 AVENUE","111 AVENUE","ADDRESS","JAMAICA","174 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T23:14:17.000","12 QUEENS","27","4102720055","QUEENS","1045410","193133","ONLINE","40.6961977","-73.7794886","POINT (-73.7794886 40.6961977)"
"58408737","2023-08-04T19:49:15.000","2023-08-04T19:59:31.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10456","1011 WASHINGTON AVENUE","WASHINGTON AVENUE","EAST 164 STREET","WEIHER COURT","EAST 164 STREET","WEIHER COURT","ADDRESS","BRONX","WASHINGTON AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-04T19:59:36.000","03 BRONX","16","2023860144","BRONX","1009228","240291","PHONE","40.8264828","-73.9099636","POINT (-73.9099636 40.8264828)"
"58416352","2023-08-04T19:44:40.000","2023-08-04T20:22:09.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11238","711 WASHINGTON AVENUE","WASHINGTON AVENUE","PROSPECT PLACE","PARK PLACE","PROSPECT PLACE","PARK PLACE","ADDRESS","BROOKLYN","WASHINGTON AVENUE","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-04T20:22:13.000","08 BROOKLYN","35","3011610001","BROOKLYN","994409","185500","PHONE","40.676067","-73.9632058","POINT (-73.9632058 40.676067)"
"58412821","2023-08-04T17:45:52.000","2023-08-04T18:27:08.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11201","284 STATE STREET","STATE STREET","SMITH STREET","HOYT STREET","SMITH STREET","HOYT STREET","ADDRESS","BROOKLYN","STATE STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-04T18:27:13.000","02 BROOKLYN","33","3001767501","BROOKLYN","987493","190325","MOBILE","40.6887971","-73.9886452","POINT (-73.9886452 40.6887971)"
"58415383","2023-08-04T16:13:10.000","2023-08-04T16:42:41.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11238","491 ST JOHNS PLACE","ST JOHNS PLACE","WASHINGTON AVENUE","CLASSON AVENUE","WASHINGTON AVENUE","CLASSON AVENUE","ADDRESS","BROOKLYN","ST JOHNS PLACE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T16:42:46.000","08 BROOKLYN","35","3011740051","BROOKLYN","994864","184596","MOBILE","40.6735852","-73.9615993","POINT (-73.9615993 40.6735852)"
"58410311","2023-08-04T16:07:39.000","2023-08-04T16:18:34.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11238","653 GRAND AVENUE","GRAND AVENUE","PROSPECT PLACE","PARK PLACE","PROSPECT PLACE","PARK PLACE","ADDRESS","BROOKLYN","GRAND AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-04T16:18:38.000","08 BROOKLYN","35","3011620001","BROOKLYN","994479","185439","MOBILE","40.6756607","-73.962813","POINT (-73.962813 40.6756607)"
"58409020","2023-08-04T15:55:48.000","2023-08-04T16:17:10.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Crosswalk","Street/Sidewalk","10035","EAST 128 STREET","EAST 128 STREET","EAST 128 STREET","PARK AVENUE","EAST 128 STREET","PARK AVENUE","INTERSECTION",,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-04T16:17:16.000","11 MANHATTAN","09",,"MANHATTAN","1001515","233286","PHONE","40.8069751","-73.9376345","POINT (-73.9376345 40.8069751)"
"58411225","2023-08-04T15:16:04.000","2023-08-04T16:34:17.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10468","20 WEST MOSHOLU PARKWAY SOUTH","WEST MOSHOLU PARKWAY SOUTH",,"PAUL AVENUE",,"PAUL AVENUE","ADDRESS","BRONX","WEST MOSHOLU PARKWAY SOUTH","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T16:34:21.000","07 BRONX","11","2032510490","BRONX","1015803","259982","PHONE","40.8795554","-73.8861876","POINT (-73.8861876 40.8795554)"
"58411535","2023-08-04T14:55:37.000","2023-08-04T15:44:57.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Blocking Driveway","Street/Sidewalk","11375","68-40 AUSTIN STREET","AUSTIN STREET","YELLOWSTONE BOULEVARD","BEND","YELLOWSTONE BOULEVARD","BEND","ADDRESS","FOREST HILLS","AUSTIN STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T15:45:00.000","06 QUEENS","29","4032340022","QUEENS","1025547","202516","ONLINE","40.7223224","-73.8513788","POINT (-73.8513788 40.7223224)"
"58412823","2023-08-04T14:14:55.000","2023-08-04T15:45:30.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11201","113 FLEET PLACE","FLEET PLACE","FAIR STREET","WILLOUGHBY STREET","FAIR STREET","WILLOUGHBY STREET","ADDRESS","BROOKLYN","FLEET PLACE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T15:45:35.000","02 BROOKLYN","35",,"BROOKLYN","989306","191515","MOBILE","40.6923397","-73.9817679","POINT (-73.9817679 40.6923397)"
"58416659","2023-08-04T13:57:20.000","2023-08-04T15:41:40.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11201","212 JAY STREET","JAY STREET","NASSAU STREET","CONCORD STREET","NASSAU STREET","CONCORD STREET","ADDRESS","BROOKLYN","JAY STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T15:41:45.000","02 BROOKLYN","33","3000860075","BROOKLYN","987853","193617","MOBILE","40.6981045","-73.987284","POINT (-73.987284 40.6981045)"
"58414136","2023-08-04T13:34:55.000","2023-08-04T20:50:42.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Double Parked","Street/Sidewalk","11414","155-35 77 STREET","77 STREET","FAIRFIELD PLACE","156 AVENUE","FAIRFIELD PLACE","156 AVENUE","ADDRESS","HOWARD BEACH","77 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-04T20:50:47.000","10 QUEENS","32","4114570065","QUEENS","1024111","180718","MOBILE","40.6626927","-73.8560676","POINT (-73.8560676 40.6626927)"
"58415381","2023-08-04T13:27:47.000","2023-08-04T13:43:56.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11373","87-31 JUSTICE AVENUE","JUSTICE AVENUE","53 AVENUE","54 AVENUE","53 AVENUE","54 AVENUE","ADDRESS","ELMHURST","JUSTICE AVENUE","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-04T13:43:59.000","04 QUEENS","25","4018390062","QUEENS","1018721","207881","MOBILE","40.7372933","-73.8753598","POINT (-73.8753598 40.7372933)"
"58415384","2023-08-04T13:08:53.000","2023-08-04T13:34:21.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10021","429 EAST 75 STREET","EAST 75 STREET","1 AVENUE","YORK AVENUE","1 AVENUE","YORK AVENUE","ADDRESS","NEW YORK","EAST 75 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-04T13:34:25.000","08 MANHATTAN","05","1014700016","MANHATTAN","997052","219604","ONLINE","40.7693577","-73.9530565","POINT (-73.9530565 40.7693577)"
"58416658","2023-08-04T12:41:54.000","2023-08-04T13:20:07.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11361","212-15 41 AVENUE","41 AVENUE","212 STREET","213 STREET","212 STREET","213 STREET","ADDRESS","BAYSIDE","41 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T13:20:11.000","11 QUEENS","19","4062360038","QUEENS","1047231","217502","MOBILE","40.7636748","-73.7723739","POINT (-73.7723739 40.7636748)"
"58415382","2023-08-04T12:37:18.000","2023-08-04T14:11:17.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11201","113 FLEET PLACE","FLEET PLACE","FAIR STREET","WILLOUGHBY STREET","FAIR STREET","WILLOUGHBY STREET","ADDRESS","BROOKLYN","FLEET PLACE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-04T14:11:22.000","02 BROOKLYN","35",,"BROOKLYN","989306","191515","MOBILE","40.6923397","-73.9817679","POINT (-73.9817679 40.6923397)"
"58407785","2023-08-04T11:34:13.000","2023-08-04T15:47:07.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Blocking Driveway","Street/Sidewalk","11201","131 REMSEN STREET","REMSEN STREET","HENRY STREET","CLINTON STREET","HENRY STREET","CLINTON STREET","ADDRESS","BROOKLYN","REMSEN STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-04T15:47:10.000","02 BROOKLYN","33","3002490006","BROOKLYN","986106","192035","ONLINE","40.6939604","-73.9932025","POINT (-73.9932025 40.6939604)"
