"dbn","school_name","year","total_enrollment","grade_3k_pk_half_day_full","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multi_racial","multi_racial_1","native_american","native_american_1","white","white_1","missing_race_ethnicity_data","missing_race_ethnicity_data_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index"
"02M438","International High School at Union Square","2018-19","356","0","0","0","0","0","0","0","0","0","0","80","91","94","91","138","0.388","218","0.612","56","0.157","70","0.197","192","0.539","0","0.0","2","0.006","36","0.101","0","0.0","12","0.034","307","0.862","312","87.6%","Above 95%"
"02M438","International High School at Union Square","2019-20","351","0","0","0","0","0","0","0","0","0","0","75","106","85","85","130","0.37","221","0.63","54","0.154","72","0.205","184","0.524","0","0.0","3","0.009","38","0.108","0","0.0","15","0.043","273","0.778","311","88.6%","Above 95%"
"02M438","International High School at Union Square","2020-21","307","0","0","0","0","0","0","0","0","0","0","27","94","101","85","123","0.401","184","0.599","44","0.143","58","0.189","173","0.564","0","0.0","1","0.003","31","0.101","0","0.0","12","0.039","252","0.821","282","91.9%","Above 95%"
"02M439","Manhattan Village Academy","2016-17","432","0","0","0","0","0","0","0","0","0","0","99","112","131","90","275","0.637","157","0.363","31","0.072","49","0.113","258","0.597","0","0.0","1","0.002","34","0.079","59","0.137","65","0.15","7","0.016","329","76.2%","61.7%"
"02M439","Manhattan Village Academy","2017-18","456","0","0","0","0","0","0","0","0","0","0","106","114","110","126","273","0.599","183","0.401","41","0.09","62","0.136","308","0.675","0","0.0","1","0.002","39","0.086","5","0.011","71","0.156","9","0.02","354","77.6%","68.0%"
"02M439","Manhattan Village Academy","2018-19","452","0","0","0","0","0","0","0","0","0","0","112","121","115","104","272","0.602","180","0.398","40","0.088","64","0.142","287","0.635","0","0.0","2","0.004","40","0.088","19","0.042","71","0.157","9","0.02","349","77.2%","68.2%"
"02M439","Manhattan Village Academy","2019-20","460","0","0","0","0","0","0","0","0","0","0","113","121","120","106","279","0.607","181","0.393","46","0.1","71","0.154","308","0.67","0","0.0","1","0.002","33","0.072","1","0.002","68","0.148","8","0.017","343","74.6%","66.9%"
"02M439","Manhattan Village Academy","2020-21","461","0","0","0","0","0","0","0","0","0","0","102","122","118","119","262","0.568","199","0.432","50","0.108","70","0.152","291","0.631","0","0.0","2","0.004","41","0.089","7","0.015","79","0.171","12","0.026","337","73.1%","63.3%"
"02M442","Ballet Tech, NYC Public School for Dance","2016-17","150","0","0","0","0","0","39","41","24","26","20","0","0","0","0","81","0.54","69","0.46","45","0.3","44","0.293","26","0.173","5","0.033","2","0.013","28","0.187","0","0.0","5","0.033","3","0.02","83","55.3%","42.3%"
"02M442","Ballet Tech, NYC Public School for Dance","2017-18","141","0","0","0","0","0","37","37","19","23","25","0","0","0","0","70","0.496","71","0.504","45","0.319","27","0.191","30","0.213","7","0.05","1","0.007","31","0.22","0","0.0","7","0.05","2","0.014","79","56.0%","45.1%"
"02M442","Ballet Tech, NYC Public School for Dance","2018-19","142","0","0","0","0","0","36","38","26","20","22","0","0","0","0","74","0.521","68","0.479","39","0.275","25","0.176","35","0.246","11","0.077","1","0.007","31","0.218","0","0.0","7","0.049","4","0.028","63","44.4%","46.6%"
"02M442","Ballet Tech, NYC Public School for Dance","2019-20","141","0","0","0","0","0","34","39","23","26","19","0","0","0","0","81","0.574","60","0.426","38","0.27","25","0.177","29","0.206","16","0.113","2","0.014","31","0.22","0","0.0","9","0.064","5","0.035","68","48.2%","47.5%"
"02M442","Ballet Tech, NYC Public School for Dance","2020-21","142","0","0","0","0","0","40","33","20","23","26","0","0","0","0","81","0.57","61","0.43","30","0.211","24","0.169","30","0.211","18","0.127","3","0.021","37","0.261","0","0.0","7","0.049","5","0.035","66","46.5%","46.2%"
"02M449","Vanguard High School","2016-17","459","0","0","0","0","0","0","0","0","0","0","131","115","112","101","234","0.51","225","0.49","24","0.052","116","0.253","281","0.612","2","0.004","3","0.007","20","0.044","13","0.028","109","0.237","22","0.048","350","76.3%","68.9%"
"02M449","Vanguard High School","2017-18","446","0","0","0","0","0","0","0","0","0","0","124","117","94","111","232","0.52","214","0.48","20","0.045","123","0.276","263","0.59","1","0.002","2","0.004","24","0.054","13","0.029","105","0.235","16","0.036","363","81.4%","79.5%"
"02M449","Vanguard High School","2018-19","427","0","0","0","0","0","0","0","0","0","0","115","117","107","88","220","0.515","207","0.485","24","0.056","107","0.251","249","0.583","3","0.007","2","0.005","29","0.068","13","0.03","105","0.246","13","0.03","315","73.8%","76.3%"
"02M449","Vanguard High School","2019-20","424","0","0","0","0","0","0","0","0","0","0","117","113","96","98","207","0.488","217","0.512","22","0.052","111","0.262","254","0.599","7","0.017","3","0.007","22","0.052","5","0.012","104","0.245","10","0.024","324","76.4%","77.9%"
"02M449","Vanguard High School","2020-21","428","0","0","0","0","0","0","0","0","0","0","133","117","90","88","227","0.53","201","0.47","21","0.049","118","0.276","247","0.577","7","0.016","1","0.002","26","0.061","8","0.019","92","0.215","11","0.026","306","71.5%","77.2%"
"02M459","Manhattan International High School","2016-17","331","0","0","0","0","0","0","0","0","0","0","89","95","78","69","153","0.462","178","0.538","65","0.196","51","0.154","175","0.529","0","0.0","0","0.0","39","0.118","1","0.003","13","0.039","236","0.713","161","48.6%","90.3%"
"02M459","Manhattan International High School","2017-18","337","0","0","0","0","0","0","0","0","0","0","90","90","81","76","151","0.448","186","0.552","59","0.175","50","0.148","181","0.537","0","0.0","0","0.0","46","0.136","1","0.003","10","0.03","239","0.709","288","85.5%","94.2%"
"02M459","Manhattan International High School","2018-19","313","0","0","0","0","0","0","0","0","0","0","86","89","68","70","141","0.45","172","0.55","45","0.144","47","0.15","159","0.508","0","0.0","0","0.0","61","0.195","1","0.003","7","0.022","224","0.716","230","73.5%","94.8%"
"02M459","Manhattan International High School","2019-20","301","0","0","0","0","0","0","0","0","0","0","83","97","51","70","145","0.482","156","0.518","44","0.146","48","0.159","148","0.492","0","0.0","0","0.0","59","0.196","2","0.007","7","0.023","215","0.714","214","71.1%","Above 95%"
"02M459","Manhattan International High School","2020-21","298","0","0","0","0","0","0","0","0","0","0","70","89","72","67","136","0.456","162","0.544","53","0.178","58","0.195","139","0.466","1","0.003","0","0.0","45","0.151","2","0.007","6","0.02","230","0.772","214","71.8%","Above 95%"
"02M475","Stuyvesant High School","2016-17","3365","0","0","0","0","0","0","0","0","0","0","851","847","834","833","1455","0.432","1910","0.568","2507","0.745","21","0.006","82","0.024","84","0.025","10","0.003","602","0.179","59","0.018","20","0.006","1","0.0","1526","45.3%","31.2%"
"02M475","Stuyvesant High School","2017-18","3336","0","0","0","0","0","0","0","0","0","0","823","857","828","828","1428","0.428","1906","0.571","2451","0.735","24","0.007","92","0.028","85","0.025","13","0.004","595","0.178","76","0.023","15","0.004","0","0.0","1547","46.4%","41.7%"
"02M475","Stuyvesant High School","2018-19","3316","0","0","0","0","0","0","0","0","0","0","823","822","849","822","1415","0.427","1901","0.573","2425","0.731","29","0.009","100","0.03","109","0.033","16","0.005","625","0.188","12","0.004","16","0.005","0","0.0","1460","44.0%","39.9%"
"02M475","Stuyvesant High School","2019-20","3381","0","0","0","0","0","0","0","0","0","0","909","820","811","841","1458","0.431","1923","0.569","2438","0.721","28","0.008","116","0.034","110","0.033","18","0.005","627","0.185","44","0.013","15","0.004","0","0.0","1534","45.4%","41.3%"
"02M475","Stuyvesant High School","2020-21","3342","0","0","0","0","0","0","0","0","0","0","812","904","810","816","1412","0.423","1930","0.577","2386","0.714","47","0.014","126","0.038","106","0.032","23","0.007","587","0.176","67","0.02","20","0.006","1","0.0","1518","45.4%","40.4%"
"02M489","High School of Economics and Finance","2016-17","762","0","0","0","0","0","0","0","0","0","0","226","197","181","158","320","0.42","442","0.58","164","0.215","191","0.251","340","0.446","2","0.003","7","0.009","56","0.073","2","0.003","141","0.185","42","0.055","596","78.2%","64.6%"
"02M489","High School of Economics and Finance","2017-18","738","0","0","0","0","0","0","0","0","0","0","219","210","144","165","302","0.409","436","0.591","160","0.217","175","0.237","331","0.449","4","0.005","8","0.011","54","0.073","6","0.008","144","0.195","48","0.065","600","81.3%","76.9%"
"02M489","High School of Economics and Finance","2018-19","741","0","0","0","0","0","0","0","0","0","0","236","186","164","155","308","0.416","433","0.584","161","0.217","181","0.244","326","0.44","3","0.004","5","0.007","59","0.08","6","0.008","143","0.193","44","0.059","573","77.3%","77.6%"
"02M489","High School of Economics and Finance","2019-20","738","0","0","0","0","0","0","0","0","0","0","210","192","177","159","337","0.457","401","0.543","167","0.226","163","0.221","340","0.461","4","0.005","6","0.008","57","0.077","1","0.001","132","0.179","33","0.045","568","77.0%","78.2%"
"02M489","High School of Economics and Finance","2020-21","737","0","0","0","0","0","0","0","0","0","0","190","187","188","172","329","0.446","408","0.554","175","0.237","143","0.194","338","0.459","6","0.008","8","0.011","60","0.081","7","0.009","142","0.193","40","0.054","585","79.4%","77.1%"
"02M500","Unity Center for Urban Technologies","2016-17","261","0","0","0","0","0","0","0","0","0","0","68","77","59","57","83","0.318","178","0.682","10","0.038","77","0.295","158","0.605","2","0.008","1","0.004","8","0.031","5","0.019","73","0.28","23","0.088","238","91.2%","73.2%"
"02M500","Unity Center for Urban Technologies","2017-18","255","0","0","0","0","0","0","0","0","0","0","73","60","61","61","75","0.294","180","0.706","10","0.039","75","0.294","151","0.592","3","0.012","1","0.004","8","0.031","7","0.027","63","0.247","20","0.078","227","89.0%","83.2%"
"02M500","Unity Center for Urban Technologies","2018-19","278","0","0","0","0","0","0","0","0","0","0","100","74","48","56","88","0.317","190","0.683","23","0.083","70","0.252","168","0.604","1","0.004","1","0.004","13","0.047","2","0.007","66","0.237","19","0.068","255","91.7%","87.6%"
"02M500","Unity Center for Urban Technologies","2019-20","267","0","0","0","0","0","0","0","0","0","0","68","99","54","46","82","0.307","185","0.693","29","0.109","67","0.251","156","0.584","0","0.0","2","0.007","10","0.037","3","0.011","54","0.202","16","0.06","244","91.4%","87.2%"
"02M500","Unity Center for Urban Technologies","2020-21","314","0","0","0","0","0","0","0","0","0","0","104","69","89","52","103","0.328","211","0.672","31","0.099","63","0.201","197","0.627","1","0.003","3","0.01","16","0.051","3","0.01","59","0.188","22","0.07","280","89.2%","85.0%"
"02M507","Urban Assembly Gateway School for Technology","2016-17","468","0","0","0","0","0","0","0","0","0","0","118","126","109","115","107","0.229","361","0.771","47","0.1","139","0.297","245","0.524","2","0.004","2","0.004","19","0.041","14","0.03","92","0.197","16","0.034","262","56.0%","62.4%"
"02M507","Urban Assembly Gateway School for Technology","2017-18","445","0","0","0","0","0","0","0","0","0","0","114","116","112","103","91","0.204","353","0.793","37","0.083","130","0.292","235","0.528","2","0.004","3","0.007","23","0.052","15","0.034","99","0.222","10","0.022","265","59.6%","67.5%"
"02M507","Urban Assembly Gateway School for Technology","2018-19","456","0","0","0","0","0","0","0","0","0","0","122","116","112","106","90","0.197","366","0.803","32","0.07","130","0.285","245","0.537","2","0.004","5","0.011","27","0.059","15","0.033","102","0.224","16","0.035","265","58.1%","66.7%"
"02M507","Urban Assembly Gateway School for Technology","2019-20","453","0","0","0","0","0","0","0","0","0","0","114","120","108","111","96","0.212","357","0.788","25","0.055","112","0.247","273","0.603","3","0.007","4","0.009","34","0.075","2","0.004","104","0.23","17","0.038","281","62.0%","69.9%"
"02M507","Urban Assembly Gateway School for Technology","2020-21","456","0","0","0","0","0","0","0","0","0","0","122","109","117","108","90","0.197","366","0.803","18","0.039","105","0.23","280","0.614","4","0.009","6","0.013","38","0.083","5","0.011","116","0.254","28","0.061","298","65.4%","70.7%"
"02M519","Talent Unlimited High School","2016-17","495","0","0","0","0","0","0","0","0","0","0","139","106","121","129","401","0.81","94","0.19","20","0.04","163","0.329","202","0.408","8","0.016","2","0.004","78","0.158","22","0.044","74","0.149","2","0.004","246","49.7%","45.0%"
"02M519","Talent Unlimited High School","2017-18","478","0","0","0","0","0","0","0","0","0","0","129","135","100","114","381","0.797","97","0.203","17","0.036","147","0.308","205","0.429","8","0.017","2","0.004","68","0.142","31","0.065","68","0.142","3","0.006","266","55.6%","52.7%"
"02M519","Talent Unlimited High School","2018-19","518","0","0","0","0","0","0","0","0","0","0","162","126","131","99","408","0.788","110","0.212","18","0.035","152","0.293","224","0.432","9","0.017","2","0.004","63","0.122","50","0.097","73","0.141","5","0.01","295","56.9%","53.3%"
"02M519","Talent Unlimited High School","2019-20","532","0","0","0","0","0","0","0","0","0","0","139","149","116","128","399","0.75","133","0.25","19","0.036","144","0.271","252","0.474","7","0.013","2","0.004","80","0.15","28","0.053","76","0.143","4","0.008","305","57.3%","55.8%"
"02M519","Talent Unlimited High School","2020-21","523","0","0","0","0","0","0","0","0","0","0","140","129","145","109","386","0.738","137","0.262","21","0.04","126","0.241","248","0.474","9","0.017","1","0.002","83","0.159","35","0.067","77","0.147","6","0.011","273","52.2%","54.4%"
"02M520","Murry Bergtraum High School for Business Careers","2016-17","407","0","0","0","0","0","0","0","0","0","0","119","105","86","97","203","0.499","204","0.501","36","0.088","199","0.489","157","0.386","0","0.0","1","0.002","7","0.017","7","0.017","97","0.238","35","0.086","314","77.1%","70.7%"
"02M520","Murry Bergtraum High School for Business Careers","2017-18","271","0","0","0","0","0","0","0","0","0","0","65","76","65","65","138","0.509","133","0.491","14","0.052","135","0.498","110","0.406","0","0.0","1","0.004","8","0.03","3","0.011","69","0.255","23","0.085","210","77.5%","81.1%"
"02M520","Murry Bergtraum High School for Business Careers","2018-19","182","0","0","0","0","0","0","0","0","0","0","57","42","45","38","99","0.544","83","0.456","8","0.044","92","0.505","73","0.401","0","0.0","1","0.005","3","0.016","5","0.027","43","0.236","11","0.06","143","78.6%","81.2%"
"02M520","Murry Bergtraum High School for Business Careers","2019-20","114","0","0","0","0","0","0","0","0","0","0","41","22","25","26","70","0.614","44","0.386","2","0.018","62","0.544","44","0.386","0","0.0","2","0.018","2","0.018","2","0.018","12","0.105","3","0.026","95","83.3%","80.2%"
"02M520","Murry Bergtraum High School for Business Careers","2020-21","130","0","0","0","0","0","0","0","0","0","0","80","17","12","21","76","0.585","54","0.415","11","0.085","69","0.531","42","0.323","1","0.008","3","0.023","2","0.015","2","0.015","20","0.154","3","0.023","109","83.8%","80.2%"
"02M527","P.S. 527 - East Side School for Social Action","2016-17","294","0","68","74","50","52","50","0","0","0","0","0","0","0","0","144","0.49","150","0.51","34","0.116","13","0.044","50","0.17","8","0.027","2","0.007","187","0.636","0","0.0","42","0.143","7","0.024","50","17.0%","12.9%"
"02M527","P.S. 527 - East Side School for Social Action","2017-18","387","0","90","70","69","56","49","53","0","0","0","0","0","0","0","194","0.501","193","0.499","43","0.111","15","0.039","68","0.176","45","0.116","0","0.0","216","0.558","0","0.0","62","0.16","18","0.047","66","17.1%","17.9%"
"02M527","P.S. 527 - East Side School for Social Action","2018-19","431","0","82","96","74","69","56","54","0","0","0","0","0","0","0","219","0.508","212","0.492","54","0.125","17","0.039","61","0.142","48","0.111","1","0.002","250","0.58","0","0.0","79","0.183","17","0.039","76","17.6%","19.0%"
"02M527","P.S. 527 - East Side School for Social Action","2019-20","480","0","99","81","89","78","73","60","0","0","0","0","0","0","0","240","0.5","240","0.5","60","0.125","30","0.063","72","0.15","56","0.117","1","0.002","261","0.544","0","0.0","95","0.198","16","0.033","99","20.6%","21.3%"
"02M527","P.S. 527 - East Side School for Social Action","2020-21","458","0","83","83","75","81","70","66","0","0","0","0","0","0","0","224","0.489","234","0.511","65","0.142","24","0.052","65","0.142","64","0.14","1","0.002","239","0.522","0","0.0","88","0.192","26","0.057","71","15.5%","16.7%"
"02M529","Jacqueline Kennedy Onassis High School","2016-17","641","0","0","0","0","0","0","0","0","0","0","173","180","131","157","356","0.555","285","0.445","42","0.066","147","0.229","423","0.66","1","0.002","4","0.006","21","0.033","3","0.005","114","0.178","56","0.087","473","73.8%","72.0%"
"02M529","Jacqueline Kennedy Onassis High School","2017-18","567","0","0","0","0","0","0","0","0","0","0","92","166","166","143","316","0.557","251","0.443","35","0.062","130","0.229","371","0.654","3","0.005","5","0.009","20","0.035","3","0.005","103","0.182","58","0.102","460","81.1%","83.2%"
"02M529","Jacqueline Kennedy Onassis High School","2018-19","443","0","0","0","0","0","0","0","0","0","0","52","94","139","158","240","0.542","203","0.458","28","0.063","105","0.237","289","0.652","2","0.005","3","0.007","15","0.034","1","0.002","89","0.201","40","0.09","346","78.1%","79.4%"
"02M529","Jacqueline Kennedy Onassis High School","2019-20","302","0","0","0","0","0","0","0","0","0","0","44","49","78","131","158","0.523","144","0.477","17","0.056","79","0.262","193","0.639","1","0.003","2","0.007","10","0.033","0","0.0","68","0.225","19","0.063","241","79.8%","81.5%"
"02M529","Jacqueline Kennedy Onassis High School","2020-21","196","0","0","0","0","0","0","0","0","0","0","45","54","39","58","110","0.561","86","0.439","8","0.041","42","0.214","133","0.679","1","0.005","3","0.015","9","0.046","0","0.0","47","0.24","6","0.031","150","76.5%","77.4%"
"02M531","Repertory Company High School for Theatre Arts","2016-17","246","0","0","0","0","0","0","0","0","0","0","63","64","66","53","205","0.833","41","0.167","5","0.02","84","0.341","129","0.524","0","0.0","0","0.0","20","0.081","8","0.033","40","0.163","3","0.012","169","68.7%","57.9%"
"02M531","Repertory Company High School for Theatre Arts","2017-18","242","0","0","0","0","0","0","0","0","0","0","60","56","61","65","199","0.822","43","0.178","4","0.017","82","0.339","115","0.475","0","0.0","0","0.0","26","0.107","15","0.062","42","0.174","1","0.004","168","69.4%","61.7%"
"02M531","Repertory Company High School for Theatre Arts","2018-19","237","0","0","0","0","0","0","0","0","0","0","60","62","56","59","192","0.81","45","0.19","2","0.008","68","0.287","107","0.451","5","0.021","0","0.0","34","0.143","21","0.089","40","0.169","1","0.004","162","68.4%","55.9%"
"02M531","Repertory Company High School for Theatre Arts","2019-20","237","0","0","0","0","0","0","0","0","0","0","61","67","58","51","188","0.793","49","0.207","3","0.013","74","0.312","95","0.401","7","0.03","0","0.0","51","0.215","7","0.03","41","0.173","0","0.0","163","68.8%","50.5%"
"02M531","Repertory Company High School for Theatre Arts","2020-21","240","0","0","0","0","0","0","0","0","0","0","62","62","60","56","190","0.792","50","0.208","3","0.013","69","0.287","98","0.408","5","0.021","0","0.0","54","0.225","11","0.046","47","0.196","1","0.004","162","67.5%","50.5%"
"02M533","Union Square Academy for Health Sciences","2016-17","406","0","0","0","0","0","0","0","0","0","0","128","113","83","82","296","0.729","110","0.271","53","0.131","93","0.229","227","0.559","4","0.01","1","0.002","23","0.057","5","0.012","59","0.145","27","0.067","316","77.8%","72.1%"
"02M533","Union Square Academy for Health Sciences","2017-18","398","0","0","0","0","0","0","0","0","0","0","126","109","85","78","275","0.691","122","0.307","50","0.126","82","0.206","231","0.58","2","0.005","1","0.003","24","0.06","8","0.02","68","0.171","29","0.073","342","85.9%","83.3%"
"02M533","Union Square Academy for Health Sciences","2018-19","414","0","0","0","0","0","0","0","0","0","0","136","107","90","81","275","0.664","139","0.336","49","0.118","83","0.2","247","0.597","1","0.002","1","0.002","25","0.06","8","0.019","63","0.152","31","0.075","351","84.8%","83.2%"
"02M533","Union Square Academy for Health Sciences","2019-20","404","0","0","0","0","0","0","0","0","0","0","139","111","88","66","277","0.686","127","0.314","44","0.109","69","0.171","266","0.658","1","0.002","2","0.005","22","0.054","0","0.0","71","0.176","25","0.062","355","87.9%","86.2%"
"02M533","Union Square Academy for Health Sciences","2020-21","423","0","0","0","0","0","0","0","0","0","0","148","105","95","75","296","0.7","127","0.3","40","0.095","77","0.182","277","0.655","2","0.005","2","0.005","22","0.052","3","0.007","75","0.177","25","0.059","355","83.9%","84.5%"
"02M534","Harvest Collegiate High School","2016-17","458","0","0","0","0","0","0","0","0","0","0","117","119","121","101","256","0.559","202","0.441","32","0.07","118","0.258","204","0.445","6","0.013","1","0.002","88","0.192","9","0.02","133","0.29","8","0.017","247","53.9%","47.7%"
"02M534","Harvest Collegiate High School","2017-18","487","0","0","0","0","0","0","0","0","0","0","127","123","120","117","270","0.554","217","0.446","31","0.064","119","0.244","224","0.46","6","0.012","1","0.002","95","0.195","11","0.023","135","0.277","9","0.018","319","65.5%","61.6%"
"02M534","Harvest Collegiate High School","2018-19","457","0","0","0","0","0","0","0","0","0","0","113","118","116","110","268","0.586","189","0.414","30","0.066","96","0.21","228","0.499","6","0.013","2","0.004","84","0.184","11","0.024","115","0.252","11","0.024","310","67.8%","63.5%"
"02M534","Harvest Collegiate High School","2019-20","440","0","0","0","0","0","0","0","0","0","0","116","104","109","111","252","0.573","188","0.427","25","0.057","87","0.198","221","0.502","7","0.016","2","0.005","83","0.189","15","0.034","104","0.236","14","0.032","296","67.3%","67.9%"
"02M534","Harvest Collegiate High School","2020-21","452","0","0","0","0","0","0","0","0","0","0","149","97","99","107","247","0.546","205","0.454","25","0.055","92","0.204","245","0.542","5","0.011","3","0.007","71","0.157","11","0.024","99","0.219","17","0.038","307","67.9%","70.8%"
"02M542","Manhattan Bridges High School","2016-17","525","0","0","0","0","0","0","0","0","0","0","154","148","128","95","279","0.531","246","0.469","1","0.002","1","0.002","520","0.99","0","0.0","0","0.0","0","0.0","3","0.006","26","0.05","245","0.467","360","68.6%","83.8%"
"02M542","Manhattan Bridges High School","2017-18","517","0","0","0","0","0","0","0","0","0","0","154","166","96","101","266","0.515","251","0.485","1","0.002","2","0.004","511","0.988","0","0.0","0","0.0","1","0.002","2","0.004","23","0.044","251","0.485","430","83.2%","92.1%"
"02M542","Manhattan Bridges High School","2018-19","532","0","0","0","0","0","0","0","0","0","0","200","134","133","65","280","0.526","252","0.474","1","0.002","2","0.004","526","0.989","0","0.0","0","0.0","1","0.002","2","0.004","39","0.073","247","0.464","466","87.6%","92.0%"
"02M542","Manhattan Bridges High School","2019-20","520","0","0","0","0","0","0","0","0","0","0","150","182","106","82","263","0.506","257","0.494","1","0.002","1","0.002","515","0.99","0","0.0","0","0.0","1","0.002","2","0.004","28","0.054","189","0.363","445","85.6%","92.8%"
"02M542","Manhattan Bridges High School","2020-21","514","0","0","0","0","0","0","0","0","0","0","140","133","123","118","263","0.512","251","0.488","0","0.0","2","0.004","509","0.99","1","0.002","0","0.0","1","0.002","1","0.002","36","0.07","231","0.449","450","87.5%","90.3%"
"02M543","New Design High School","2016-17","407","0","0","0","0","0","0","0","0","0","0","140","107","87","73","230","0.565","177","0.435","24","0.059","142","0.349","224","0.55","3","0.007","2","0.005","7","0.017","5","0.012","111","0.273","25","0.061","287","70.5%","77.3%"
"02M543","New Design High School","2017-18","427","0","0","0","0","0","0","0","0","0","0","135","125","81","86","255","0.597","172","0.403","28","0.066","157","0.368","226","0.529","4","0.009","1","0.002","6","0.014","5","0.012","115","0.269","22","0.052","348","81.5%","86.5%"
"02M543","New Design High School","2018-19","426","0","0","0","0","0","0","0","0","0","0","123","134","92","77","251","0.589","175","0.411","22","0.052","145","0.34","245","0.575","4","0.009","1","0.002","7","0.016","2","0.005","112","0.263","23","0.054","333","78.2%","83.9%"
"02M543","New Design High School","2019-20","454","0","0","0","0","0","0","0","0","0","0","129","131","103","91","285","0.628","169","0.372","26","0.057","164","0.361","246","0.542","2","0.004","1","0.002","13","0.029","2","0.004","130","0.286","18","0.04","361","79.5%","85.8%"
"02M543","New Design High School","2020-21","511","0","0","0","0","0","0","0","0","0","0","164","120","125","102","334","0.654","177","0.346","31","0.061","165","0.323","297","0.581","1","0.002","0","0.0","13","0.025","4","0.008","130","0.254","24","0.047","409","80.0%","86.1%"
"02M544","Independence High School","2016-17","338","0","0","0","0","0","0","0","0","0","0","15","74","118","131","174","0.515","164","0.485","9","0.027","122","0.361","176","0.521","2","0.006","6","0.018","23","0.068","0","0.0","44","0.13","22","0.065","281","83.1%","71.1%"
"02M544","Independence High School","2017-18","334","0","0","0","0","0","0","0","0","0","0","40","93","97","104","164","0.491","170","0.509","7","0.021","103","0.308","190","0.569","2","0.006","3","0.009","29","0.087","0","0.0","69","0.207","27","0.081","309","92.5%","89.1%"
"02M544","Independence High School","2018-19","319","0","0","0","0","0","0","0","0","0","0","40","83","83","113","164","0.514","155","0.486","4","0.013","94","0.295","200","0.627","1","0.003","2","0.006","18","0.056","0","0.0","82","0.257","24","0.075","280","87.8%","88.0%"
"02M544","Independence High School","2019-20","342","0","0","0","0","0","0","0","0","0","0","51","75","100","116","172","0.503","170","0.497","10","0.029","111","0.325","208","0.608","0","0.0","1","0.003","12","0.035","0","0.0","97","0.284","31","0.091","302","88.3%","91.0%"
"02M544","Independence High School","2020-21","315","0","0","0","0","0","0","0","0","0","0","57","69","85","104","145","0.46","170","0.54","8","0.025","108","0.343","182","0.578","0","0.0","3","0.01","14","0.044","0","0.0","103","0.327","28","0.089","277","87.9%","90.2%"
"02M545","High School for Dual Language and Asian Studies","2016-17","397","0","0","0","0","0","0","0","0","0","0","109","90","101","97","239","0.602","158","0.398","335","0.844","17","0.043","25","0.063","3","0.008","0","0.0","14","0.035","3","0.008","11","0.028","47","0.118","339","85.4%","67.7%"
"02M545","High School for Dual Language and Asian Studies","2017-18","396","0","0","0","0","0","0","0","0","0","0","107","103","87","99","243","0.614","153","0.386","341","0.861","14","0.035","18","0.045","4","0.01","0","0.0","11","0.028","8","0.02","13","0.033","52","0.131","350","88.4%","80.9%"
"02M545","High School for Dual Language and Asian Studies","2018-19","402","0","0","0","0","0","0","0","0","0","0","113","103","98","88","239","0.595","163","0.405","366","0.91","9","0.022","14","0.035","4","0.01","0","0.0","9","0.022","0","0.0","13","0.032","54","0.134","358","89.1%","79.0%"
"02M545","High School for Dual Language and Asian Studies","2019-20","396","0","0","0","0","0","0","0","0","0","0","91","106","99","100","232","0.586","164","0.414","367","0.927","7","0.018","11","0.028","1","0.003","0","0.0","9","0.023","1","0.003","12","0.03","58","0.146","340","85.9%","82.4%"
"02M545","High School for Dual Language and Asian Studies","2020-21","403","0","0","0","0","0","0","0","0","0","0","116","90","99","98","233","0.578","170","0.422","366","0.908","5","0.012","14","0.035","2","0.005","0","0.0","13","0.032","3","0.007","23","0.057","79","0.196","340","84.4%","78.7%"
"02M546","Academy for Software Engineering","2016-17","458","0","0","0","0","0","0","0","0","0","0","125","114","120","99","88","0.192","370","0.808","42","0.092","116","0.253","235","0.513","0","0.0","3","0.007","47","0.103","15","0.033","110","0.24","20","0.044","335","73.1%","61.5%"
"02M546","Academy for Software Engineering","2017-18","460","0","0","0","0","0","0","0","0","0","0","124","124","97","115","88","0.191","372","0.809","35","0.076","105","0.228","254","0.552","2","0.004","2","0.004","48","0.104","14","0.03","119","0.259","19","0.041","321","69.8%","68.3%"
"02M546","Academy for Software Engineering","2018-19","459","0","0","0","0","0","0","0","0","0","0","118","124","110","107","90","0.196","369","0.804","44","0.096","93","0.203","256","0.558","2","0.004","2","0.004","48","0.105","14","0.031","119","0.259","19","0.041","311","67.8%","67.9%"
"02M546","Academy for Software Engineering","2019-20","453","0","0","0","0","0","0","0","0","0","0","117","122","106","108","75","0.166","378","0.834","54","0.119","98","0.216","241","0.532","2","0.004","3","0.007","49","0.108","6","0.013","116","0.256","22","0.049","314","69.3%","71.4%"
"02M546","Academy for Software Engineering","2020-21","447","0","0","0","0","0","0","0","0","0","0","113","116","117","101","78","0.174","369","0.826","49","0.11","108","0.242","238","0.532","3","0.007","4","0.009","38","0.085","7","0.016","118","0.264","21","0.047","299","66.9%","71.9%"
"02M550","Liberty High School Academy for Newcomers","2016-17","430","0","0","0","0","0","0","0","0","0","0","127","135","89","79","161","0.374","269","0.626","45","0.105","103","0.24","219","0.509","0","0.0","2","0.005","61","0.142","0","0.0","15","0.035","370","0.86","178","41.4%","Above 95%"
