"system","df_activated","fountaintype","fountaincount","painted","filter_installed","position","outdoor","gispropnum","propertyname","omppropid","subpropertyname","parkdistrict","borough","ampsid","ampsclass","ampsstatus","ampsparentid","ampsname","communityboard","councildistrict","precinct","zipcode","x","y"
"B159-DF0460","Activated","E","1","true","false","Out in Open","true","B159","Mount Prospect Park","B159",,"B-08","B","100038004","DRINKFTN","I","B159","E-Mount Prospect Park","355","35","78","11238","993297.909057557","183970.592738553"
"B161-DF0455","Activated","C","1","true","false","In Playground","true","B161","Underhill Playground","B161",,"B-08","B","100038006","DRINKFTN","I","B161","C-Underhill Playground","308","35","77","11238","993780.205665141","185840.546675816"
"B161-DF0456","Activated","C","1","true","false","Under Tree, In Playground","true","B161","Underhill Playground","B161",,"B-08","B","100038057","DRINKFTN","I","B161","C-Underhill Playground","308","35","77","11238","993761.850058808","185772.541234388"
"B162-DF0511","Activated","C","1","false","true","In Playground, Out in Open","true","B162","Brizzi Playground","B162",,"B-12","B","100038174","DRINKFTN","I","B162","C-Brizzi Playground","312","39","66","11219","985750.723364546","173360.286859482"
"B162-DF0512","Activated","C","1","false","false","In Playground, Out in Open","true","B162","Brizzi Playground","B162",,"B-12","B","100038098","DRINKFTN","I","B162","C-Brizzi Playground","312","39","66","11219","985740.484867975","173289.47893022"
"B163-DF0184","Activated","E High Low","2","true","false","Out in Open, In Playground","true","B163","Sperandeo Brothers Playground","B163",,"B-05","B","100037501","DRINKFTN","I","B163","E High Low-Sperandeo Brothers Playground","305","37","75","11208","1016358.08078488","186190.225110307"
"B163-DF0185","Activated","E High Low","2","true","false","Under Tree, In Playground","true","B163","Sperandeo Brothers Playground","B163",,"B-05","B","100037592","DRINKFTN","I","B163","E High Low-Sperandeo Brothers Playground","305","37","75","11208","1016485.87810146","186211.456695139"
"B163-DF0186","Activated","E","1","true","false","Near Ballfield, Out in Open","true","B163","Sperandeo Brothers Playground","B163",,"B-05","B","100037524","DRINKFTN","I","B163","E-Sperandeo Brothers Playground","305","37","75","11208","1016294.52513772","185901.572800472"
"B164-DF0625","Activated","E","1","true","false","Out in Open","true","B164","Bath Beach Park","B164",,"B-11","B","100038692","DRINKFTN","I","B164","E-Bath Beach Park","311","43","62","11214","981049.389919474","158733.617950141"
"B164-DF0626","Activated","E","1","true","true","Just Outside Playground","true","B164","Bath Beach Park","B164",,"B-11","B","100038644","DRINKFTN","I","B164","E-Bath Beach Park","311","43","62","11214","981101.104054883","158823.606943398"
"B164-DF0627","Activated","A","1","true","false","Under Tree","true","B164","Bath Beach Park","B164",,"B-11","B","100038670","DRINKFTN","I","B164","A-Bath Beach Park","311","43","62","11214","981203.066449388","158814.70801106"
"B164-DF0628","Activated","A","1","true","false","Near Ballfield","true","B164","Bath Beach Park","B164",,"B-11","B","100038626","DRINKFTN","I","B164","A-Bath Beach Park","311","43","62","11214","981169.943156048","158569.010667815"
"B166B-DF0708","Activated","A","1","true","false","In Playground","true","B166B","Homecrest Playground","B166B",,"B-15","B","100039117","DRINKFTN","I","B166B","A-Homecrest Playground","315","48","61","11235","996113.596995726","152927.247016981"
"B166C-DF0619","Activated","A","1","true","false","Near Ballfield, Out in Open","true","B166C","Coney Island Boat Basin","B166C-ZN02","Six Diamonds Zone 2","B-13","B","100038545","DRINKFTN","I","B166C-ZN02","A-Coney Island Boat Basin-Six Diamonds Zone 2","313","43","60","11214","987257.975927472","151588.164065226"
"B166C-DF0620","Activated","A","1","false","false","Out in Open, Near Ballfield","true","B166C","Coney Island Boat Basin","B166C-ZN02","Six Diamonds Zone 2","B-13","B","100038580","DRINKFTN","I","B166C-ZN02","A-Coney Island Boat Basin-Six Diamonds Zone 2","313","43","60","11214","987068.451700225","151044.409247219"
"B166C-DF0621","Activated","A","1","false","false","Near Ballfield, Out in Open","true","B166C","Coney Island Boat Basin","B166C-ZN02","Six Diamonds Zone 2","B-13","B","100038581","DRINKFTN","I","B166C-ZN02","A-Coney Island Boat Basin-Six Diamonds Zone 2","313","43","60","11214","986692.597136974","151220.760928645"
"B166C-DF0622","Activated","A","1","false","false","Out in Open, Near Ballfield","true","B166C","Coney Island Boat Basin","B166C-ZN02","Six Diamonds Zone 2","B-13","B","100038532","DRINKFTN","I","B166C-ZN02","A-Coney Island Boat Basin-Six Diamonds Zone 2","313","43","60","11214","986979.312442809","151711.911521136"
"B166C-DF0623","Activated","A","1","false","false","Out in Open, Near Ballfield","true","B166C","Coney Island Boat Basin","B166C-ZN02","Six Diamonds Zone 2","B-13","B","100038582","DRINKFTN","I","B166C-ZN02","A-Coney Island Boat Basin-Six Diamonds Zone 2","313","43","60","11214","987321.987610474","152125.161678895"
"B166C-DF0624","Activated","A","1","true","true","Out in Open, Near Ballfield","true","B166C","Coney Island Boat Basin","B166C-ZN02","Six Diamonds Zone 2","B-13","B","100038510","DRINKFTN","I","B166C-ZN02","A-Coney Island Boat Basin-Six Diamonds Zone 2","313","43","60","11214","987247.495961546","151628.347055733"
"B166D-DF0821","Activated","C","1","false","false","Near Ballfield, Out in Open","true","B166D","McGuire Fields","B166D",,"B-18","B","100039857","DRINKFTN","I","B166D","C-McGuire Fields","318","46","63","11234","1012394.70190063","164372.046961978"
"B166D-DF0822","Activated","A","1","false","true","Out in Open, Near Ballfield","true","B166D","McGuire Fields","B166D",,"B-18","B","100039883","DRINKFTN","I","B166D","A-McGuire Fields","318","46","63","11234","1012369.38042897","164473.039542138"
"B166D-DF0823","Activated","A","1","false","false","Near Ballfield, Out in Open","true","B166D","McGuire Fields","B166D",,"B-18","B","100039807","DRINKFTN","I","B166D","A-McGuire Fields","318","46","63","11234","1012372.01264154","164596.50025323"
"B166D-DF0827","Activated","D","1","false","false","Near Ballfield, Out in Open","true","B166D","McGuire Fields","B166D",,"B-18","B","100039827","DRINKFTN","I","B166D","D-McGuire Fields","318","46","63","11234","1012295.33234871","165109.763334304"
"B166D-DF0828","Activated","D","1","false","false","Under Tree, In Shade, Near Ballfield","true","B166D","McGuire Fields","B166D",,"B-18","B","100039852","DRINKFTN","I","B166D","D-McGuire Fields","318","46","63","11234","1011967.52526155","164960.993618726"
"B166D-DF0829","Activated","D","1","false","false","Out in Open, Near Ballfield","true","B166D","McGuire Fields","B166D",,"B-18","B","100039830","DRINKFTN","I","B166D","D-McGuire Fields","318","46","63","11234","1011635.11385288","165326.152009144"
"B166D-DF0830","Activated","A","1","false","false","Near Ballfield, Out in Open","true","B166D","McGuire Fields","B166D",,"B-18","B","100039855","DRINKFTN","I","B166D","A-McGuire Fields","318","46","63","11234","1011639.56495946","165347.243830472"
"B166D-DF0831","Activated","A","1","false","false","Near Ballfield, Out in Open","true","B166D","McGuire Fields","B166D",,"B-18","B","100039881","DRINKFTN","I","B166D","A-McGuire Fields","318","46","63","11234","1011964.04003229","165308.276388719"
"B166D-DF0832","Activated","D","1","false","false","Out in Open, Near Ballfield","true","B166D","McGuire Fields","B166D",,"B-18","B","100039805","DRINKFTN","I","B166D","D-McGuire Fields","318","46","63","11234","1012007.3175048","165317.415806144"
"B166D-DF1082","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B166D","McGuire Fields","B166D",,"B-18","B","100042988","DRINKFTN","I","B166D-BLG5718","Indoor Drinking Fountain-McGuire Fields-Comfort Station","318","46","63","11234","1012347.6750918","164655.761289566"
"B166-DF0824","Activated","C","1","false","false","Near Ballfield, Out in Open","true","B166","Belt Parkway/Shore Parkway","B166",,"B-15","B","100039833","DRINKFTN","I","B166","C-Belt Parkway/Shore Parkway","318","46","63","11234","1012414.09326605","164726.3490749"
"B166-DF0825","Broken","D","1","false","false","Near Ballfield, Out in Open","true","B166","Belt Parkway/Shore Parkway","B166",,"B-15","B","100039858","DRINKFTN","I","B166","D-Belt Parkway/Shore Parkway","318","46","63","11234","1012480.70566563","164853.128020808"
"B166-DF0826","Broken","D","1","false","false","Out in Open, Near Ballfield","true","B166","Belt Parkway/Shore Parkway","B166",,"B-15","B","100039861","DRINKFTN","I","B166","D-Belt Parkway/Shore Parkway","318","46","63","11234","1012473.22470946","165124.654708728"
"B167-DF0482","Activated","C","1","false","false","In Playground, Under Tree","true","B167","La Guardia Playground","B167",,"B-01","B","100038115","DRINKFTN","I","B167","C-La Guardia Playground","301","34","90","11211","995383.474112138","198143.532568469"
"B168-DF0483","Activated","E","1","true","false","Under Tree, Out in Open, In Shade","true","B168","Continental Army Plaza","B168",,"B-01","B","100038167","DRINKFTN","I","B168","E-Continental Army Plaza","301","34","90","11211","995238.984899804","198227.26271598"
"B169A-DF0364","Activated","C","1","false","false","Under Tree, In Shade, In Playground","true","B169A","Brighton Playground","B169A",,"B-13","B","100037866","DRINKFTN","I","B169A","C-Brighton Playground","313","48","60","11235","993924.327752217","148858.966439649"
"X201-DF0116","Activated","A","1","true","false","Out in Open","true","X201","Seton Park","X201",,"X-08","X","100038135","DRINKFTN","I","X201","A-Seton Park","208","11","50","10471","1007328.79667814","261937.332474052"
"B169B-DF0325","Activated","C","1","false","false","Out in Open, In Playground","true","B169B","Poseidon Playground","B169B",,"B-13","B","100037891","DRINKFTN","I","B169B","C-Poseidon Playground","313","47","60","11224","986416.937255218","147691.385441482"
"B169B-DF1083","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B169B","Poseidon Playground","B169B",,"B-13","B","100043772","DRINKFTN","I","B169B-BLG1150","Indoor Drinking Fountain-Poseidon Playground-Maintenance Building","313","47","60","11224","986534.811363309","147821.883868142"
"B169-DF0539","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN01A","Coney Island Beach Zone 1a","B-13","B","100038273","DRINKFTN","I","B169-ZN01A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1a","313","48","60","11235","996449.458528727","148914.121513053"
"B169-DF0540","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN01A","Coney Island Beach Zone 1a","B-13","B","100038286","DRINKFTN","I","B169-ZN01A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1a","313","48","60","11235","996454.245592638","148914.145791232"
"B169-DF0542","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN01B","Coney Island Beach Zone 1b","B-13","B","100038276","DRINKFTN","I","B169-ZN01B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1b","313","48","60","11235","995766.000906139","148872.066479057"
"B169-DF0543","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN01B","Coney Island Beach Zone 1b","B-13","B","100038267","DRINKFTN","I","B169-ZN01B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1b","313","48","60","11235","995770.667563468","148872.532357394"
"B169-DF0549","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN01B","Coney Island Beach Zone 1b","B-13","B","100038259","DRINKFTN","I","B169-ZN01B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1b","313","48","60","11235","995651.869244635","148865.409012064"
"B169-DF0560","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN02B","Coney Island Beach Zone 2b","B-13","B","100038309","DRINKFTN","I","B169-ZN02B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 2b","313","47","60","11224","994763.827057465","148741.314443975"
"B169-DF0561","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN02B","Coney Island Beach Zone 2b","B-13","B","100038305","DRINKFTN","I","B169-ZN02B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 2b","313","47","60","11224","994767.4799373","148741.385638058"
"B169-DF0562","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN01B","Coney Island Beach Zone 1b","B-13","B","100038315","DRINKFTN","I","B169-ZN01B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1b","313","48","60","11235","995542.144726559","148786.647030472"
"B169-DF0563","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN01B","Coney Island Beach Zone 1b","B-13","B","100038341","DRINKFTN","I","B169-ZN01B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1b","313","48","60","11235","995546.211319476","148786.751360982"
"B169-DF0564","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN02B","Coney Island Beach Zone 2b","B-13","B","100038332","DRINKFTN","I","B169-ZN02B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 2b","313","47","60","11224","994208.540766477","148678.192522972"
"B169-DF0565","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN02B","Coney Island Beach Zone 2b","B-13","B","100038326","DRINKFTN","I","B169-ZN02B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 2b","313","47","60","11224","994212.051258131","148678.387404471"
"B169-DF0566","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN02B","Coney Island Beach Zone 2b","B-13","B","100038338","DRINKFTN","I","B169-ZN02B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 2b","313","47","60","11224","994073.915707632","148667.245694473"
"B169-DF0567","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN02B","Coney Island Beach Zone 2b","B-13","B","100038334","DRINKFTN","I","B169-ZN02B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 2b","313","47","60","11224","994076.021346464","148667.191888809"
"B169-DF0568","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN03B","Coney Island Beach Zone 3b","B-13","B","100038335","DRINKFTN","I","B169-ZN03B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 3b","313","47","60","11224","992343.834850221","148513.11903423"
"B169-DF0569","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN03B","Coney Island Beach Zone 3b","B-13","B","100038331","DRINKFTN","I","B169-ZN03B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 3b","313","47","60","11224","992347.637007966","148513.768967315"
"B169-DF0570","Broken","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN03B","Coney Island Beach Zone 3b","B-13","B","100038310","DRINKFTN","I","B169-ZN03B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 3b","313","47","60","11224","992805.597050055","148626.657521054"
"B169-DF0571","Broken","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN03B","Coney Island Beach Zone 3b","B-13","B","100038306","DRINKFTN","I","B169-ZN03B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 3b","313","47","60","11224","992801.709918722","148625.558769971"
"B169-DF0575","Broken","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN07A","Coney Island Beach Zone 7a","B-13","B","100038377","DRINKFTN","I","B169-ZN07A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 7a","313","47","60","11224","986526.493466556","147496.164047136"
"B169-DF0576","Broken","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN07A","Coney Island Beach Zone 7a","B-13","B","100038352","DRINKFTN","I","B169-ZN07A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 7a","313","47","60","11224","986529.897659227","147496.551841646"
"B169-DF0577","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN07A","Coney Island Beach Zone 7a","B-13","B","100038346","DRINKFTN","I","B169-ZN07A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 7a","313","47","60","11224","985757.984176799","147465.869816392"
"B169-DF0578","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN07A","Coney Island Beach Zone 7a","B-13","B","100038361","DRINKFTN","I","B169-ZN07A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 7a","313","47","60","11224","985760.93725489","147466.073228061"
"B169-DF0579","Activated","E","1","false","false","Out in Open, Under Tree","true","B169","Coney Island Beach & Boardwalk","B169-ZN07C","Coney Island Beach Zone 7c","B-13","B","100038355","DRINKFTN","I","B169-ZN07C","E-Coney Island Beach & Boardwalk-Zone 7c","313","47","60","11224","984486.570709139","147600.555898726"
"B169-DF0580","Activated","E","1","false","false","Out in Open, Under Tree","true","B169","Coney Island Beach & Boardwalk","B169-ZN07C","Coney Island Beach Zone 7c","B-13","B","100038349","DRINKFTN","I","B169-ZN07C","E-Coney Island Beach & Boardwalk-Zone 7c","313","47","60","11224","984483.018222808","147600.932210311"
"B169-DF0581","Broken","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN07C","Coney Island Beach Zone 7c","B-13","B","100038343","DRINKFTN","I","B169-ZN07C","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 7c","313","47","60","11224","983940.900212556","147719.849295303"
"B169-DF0582","Broken","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN07C","Coney Island Beach Zone 7c","B-13","B","100038347","DRINKFTN","I","B169-ZN07C","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 7c","313","47","60","11224","983936.314263716","147721.389974638"
"B169-DF0583","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN04A","Coney Island Beach Zone 4a","B-13","B","100038359","DRINKFTN","I","B169-ZN04A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 4a","313","47","60","11224","992177.474946722","148402.646158054"
"B169-DF0584","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN04A","Coney Island Beach Zone 4a","B-13","B","100038353","DRINKFTN","I","B169-ZN04A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 4a","313","47","60","11224","992173.518917888","148401.870897144"
"B169-DF0585","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN04A","Coney Island Beach Zone 4a","B-13","B","100038360","DRINKFTN","I","B169-ZN04A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 4a","313","47","60","11224","991827.050450727","148412.603159144"
"B169-DF0586","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN04A","Coney Island Beach Zone 4a","B-13","B","100038354","DRINKFTN","I","B169-ZN04A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 4a","313","47","60","11224","991830.618028894","148413.368905648"
"B169-DF0587","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN04B","Coney Island Beach Zone 4b","B-13","B","100038366","DRINKFTN","I","B169-ZN04B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 4b","313","47","60","11224","990989.59772931","148216.971988722"
"B169-DF0588","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN04B","Coney Island Beach Zone 4b","B-13","B","100038362","DRINKFTN","I","B169-ZN04B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 4b","313","47","60","11224","990993.604282975","148217.496265888"
"B169-DF0589","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN04B","Coney Island Beach Zone 4b","B-13","B","100038387","DRINKFTN","I","B169-ZN04B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 4b","313","47","60","11224","990879.170456722","148201.384093388"
"B169-DF0590","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN04B","Coney Island Beach Zone 4b","B-13","B","100038380","DRINKFTN","I","B169-ZN04B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 4b","313","47","60","11224","990875.132735133","148200.942165136"
"B169-DF0591","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05A","Coney Island Beach Zone 5a","B-13","B","100038389","DRINKFTN","I","B169-ZN05A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5a","313","47","60","11224","990057.896836802","148084.892200395"
"B169-DF0592","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05A","Coney Island Beach Zone 5a","B-13","B","100038383","DRINKFTN","I","B169-ZN05A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5a","313","47","60","11224","990053.904390722","148084.306571647"
"B169-DF0593","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05A","Coney Island Beach Zone 5a","B-13","B","100038371","DRINKFTN","I","B169-ZN05A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5a","313","47","60","11224","989665.480298802","148029.766654476"
"B169-DF0594","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05A","Coney Island Beach Zone 5a","B-13","B","100038376","DRINKFTN","I","B169-ZN05A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5a","313","47","60","11224","989661.439952552","148029.459896564"
"B169-DF0595","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05B","Coney Island Beach Zone 5b","B-13","B","100038391","DRINKFTN","I","B169-ZN05B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5b","313","47","60","11224","989472.714608222","148003.106274724"
"B169-DF0596","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05B","Coney Island Beach Zone 5b","B-13","B","100038374","DRINKFTN","I","B169-ZN05B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5b","313","47","60","11224","989468.944602638","148002.499648645"
"B169-DF0597","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05B","Coney Island Beach Zone 5b","B-13","B","100038358","DRINKFTN","I","B169-ZN05B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5b","313","47","60","11224","988999.045279964","147928.738641306"
"B169-DF0598","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05B","Coney Island Beach Zone 5b","B-13","B","100038411","DRINKFTN","I","B169-ZN05B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5b","313","47","60","11224","988996.110902637","147928.462395146"
"B169-DF0599","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05B","Coney Island Beach Zone 5b","B-13","B","100038416","DRINKFTN","I","B169-ZN05B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5b","313","47","60","11224","988878.581938222","147910.089400395"
"B169-DF0600","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN05B","Coney Island Beach Zone 5b","B-13","B","100038429","DRINKFTN","I","B169-ZN05B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5b","313","47","60","11224","988875.740080386","147909.738023147"
"B169-DF0602","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN06A","Coney Island Beach Zone 6a","B-13","B","100038441","DRINKFTN","I","B169-ZN06A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 6a","313","47","60","11224","987938.532965302","147820.173241645"
"B169-DF0603","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN06A","Coney Island Beach Zone 6a","B-13","B","100038418","DRINKFTN","I","B169-ZN06A","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 6a","313","47","60","11224","987941.881055727","147820.009528055"
"B169-DF0604","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN06B","Coney Island Beach Zone 6b","B-13","B","100038399","DRINKFTN","I","B169-ZN06B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 6b","313","47","60","11224","987539.161716803","147739.921433642"
"B169-DF0605","Activated","E","1","false","false","Out in Open","true","B169","Coney Island Beach & Boardwalk","B169-ZN06B","Coney Island Beach Zone 6b","B-13","B","100038436","DRINKFTN","I","B169-ZN06B","E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 6b","313","47","60","11224","987536.04722172","147739.426355898"
"B169-DF0606","NotYetActivated","Trough","1","false","false","In Playground, Out in Open","true","B169","Coney Island Beach & Boardwalk","B169",,"B-13","B","100038417","DRINKFTN","I","B169","Trough-Coney Island Beach & Boardwalk","313","47","60","11224","987319.036828965","147806.065986394"
"B169-DF0607","NotYetActivated","Trough","1","false","false","In Playground, Out in Open","true","B169","Coney Island Beach & Boardwalk","B169",,"B-13","B","100038426","DRINKFTN","I","B169","Trough-Coney Island Beach & Boardwalk","313","47","60","11224","987263.502163142","147806.674909055"
"B169-DF1060","Activated","Food Prep Sink","1",,"true","Indoor","false","B169","Coney Island Beach & Boardwalk","B169-ZN03A","Coney Island Beach Zone 3a","B-13","B","100042996","DRINKFTN","I","B169-ZN03A-BLG2859","Food Prep Sink-Coney Island Beach & Boardwalk-Brighton 2nd St. Lifeguard Station","313","47","60","11224","993855.639569386","148628.175890728"
"B169-DF1062","Activated","Slop Sink","1",,"false","Indoor","false","B169","Coney Island Beach & Boardwalk","B169-ZN07A","Coney Island Beach Zone 7a","B-13","B","100043009","DRINKFTN","I","B169-ZN07A-BLG1145","Slop Sink-Coney Island Beach & Boardwalk-W 27 St Comfort","313","47","60","11224","986389.949776381","147543.552075728"
"B169-DF1063","Activated","Food Prep Sink","1",,"false","Indoor","false","B169","Coney Island Beach & Boardwalk","B169-ZN04A","Coney Island Beach Zone 4a","B-13","B","100043007","DRINKFTN","I","B169-ZN04A-BLG9586","Food Prep Sink-Coney Island Beach & Boardwalk-West 2nd Comfort Station","313","47","60","11224","992142.821472719","148368.934283226"
"B173-DF0805","Activated","E","1","true","false","Out in Open","true","B173","Fraser Square","B173",,"B-18","B","100039837","DRINKFTN","I","B173","E-Fraser Square","318","45","63","11234","1000574.09201172","165158.397095307"
"B192A-DF0882","Activated","A","1","true","false","Near Ballfield","true","B192A","Fort Hamilton Athletic Field","B192A",,"B-10","B","100040204","DRINKFTN","I","B192A","A-Fort Hamilton Athletic Field","310","43","68","11209","974177.757337302","167660.430805146"
"B192A-DF0883","Activated","A","1","true","false","Near Ballfield","true","B192A","Fort Hamilton Athletic Field","B192A",,"B-10","B","100040231","DRINKFTN","I","B192A","A-Fort Hamilton Athletic Field","310","43","68","11209","974181.817040473","167652.809429302"
"B192A-DF0884","Activated","D","1",,"false","Near Ballfield","true","B192A","Fort Hamilton Athletic Field","B192A",,"B-10","B","100040255","DRINKFTN","I","B192A","D-Fort Hamilton Athletic Field","310","43","68","11209","973863.593923643","167378.984189555"
"B192-DF0694","Activated","A","1","false","false","In Playground","true","B192","Russell Pedersen Playground","B192",,"B-10","B","100039097","DRINKFTN","I","B192","A-Russell Pedersen Playground","310","43","68","11209","974136.819098964","167395.639668062"
"B192-DF0696","Activated","E","1",,"false","In Playground","true","B192","Russell Pedersen Playground","B192",,"B-10","B","100039150","DRINKFTN","I","B192","E-Russell Pedersen Playground","310","43","68","11209","974195.451855719","167499.032177805"
"B193-DF0291","UnderConstruction","A","1","false","false","Out in Open, Just Outside Playground","true","B193","Hamilton Metz Field","B193",,"B-09","B","100037767","DRINKFTN","I","B193","A-Hamilton Metz Field","309","41","71","11203","1000781.06469488","180718.60416381"
"B193-DF0292","UnderConstruction","E","1","true","false","Out in Open","true","B193","Hamilton Metz Field","B193",,"B-09","B","100037711","DRINKFTN","I","B193","E-Hamilton Metz Field","309","41","71","11203","1000731.18782614","180611.930820733"
"B193-DF0293","UnderConstruction","A","1","false","false","Near Ballfield","true","B193","Hamilton Metz Field","B193",,"B-09","B","100037735","DRINKFTN","I","B193","A-Hamilton Metz Field","309","41","71","11203","1000400.79478614","180725.051329389"
