"complaint_number","incident_address","incident_address_1","incident_address_2","incident_address_3","incident_address_4","complaint_type_311","descriptor_1_311","complaint_status","date_received","deleted","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"T-10-10-22-0396","559-561","East Tremont Avenue","559-561 East Tremont Avenue","10457","Bronx",,,"05-Close","2010-10-22T00:00:00.000","No","40.846515","-73.894944","6","15","37504","2011829","2030600055","East Tremont"
"T-11-05-27-0368","87-14","129 STREET","87-14 129 STREET","11418","Queens","Asbestos","N/A","05-Close","2011-05-27T14:28:36.000","No","40.701173","-73.823198","9","29","14201","4196186","4093350018","Richmond Hill"
"T-11-07-14-0155","280","EAST 161 STREET","280 EAST 161 STREET","10451","Bronx","Indoor Air Quality","Dust from Construction","05-Close","2011-07-14T20:19:00.000","No","40.825375","-73.917846","4","16","173","2001913","2024200120","East Concourse-Concourse Village"
"T-11-07-14-0156","46","WEST 73 STREET","46 WEST 73 STREET","10023","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-14T21:59:37.000","No","40.777726","-73.977437","7","6","157","1028645","1011250061","Lincoln Square"
"T-11-07-14-0157","165","BAY 11 STREET","165 BAY 11 STREET","11228","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-14T22:45:00.000","No","40.607423","-74.011269","11","43","172","3167442","3063960008","Bath Beach"
"T-11-07-15-0158","25","LEFFERTS AVENUE","25 LEFFERTS AVENUE","11225","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-15T06:11:31.000","No","40.661793","-73.959934","9","40","327","3034873","3013180001","Prospect Lefferts Gardens-Wingate"
"T-11-07-15-0159","200","WEST 113 STREET","200 WEST 113 STREET","10026","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-15T10:55:28.000","No","40.8014","-73.954222","10","9","216","1055119","1018280034","Central Harlem South"
"T-11-07-15-0160","148","2 AVENUE","148 2 AVENUE","10003","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-15T11:06:24.000","No","40.72934","-73.987123","3","2","40","1077564","1004510001","East Village"
"T-11-07-15-0162","110-11","QUEENS BOULEVARD","110-11 QUEENS BOULEVARD","11375","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-15T15:59:11.000","No","40.719923","-73.840507","6","29","75702","4052585","4022370001","Forest Hills"
"T-11-07-15-0163","141-10","28 AVENUE","141-10 28 AVENUE","11354","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-15T16:19:46.000","No","40.773106","-73.827545","7","20","88901","4443317","4043430010","Flushing"
"T-11-07-15-0164","2871","CROPSEY AVENUE","2871 CROPSEY AVENUE","11214","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-15T17:37:32.000","No","40.584858","-73.987212","13","47","308","3342988","3069247501","Gravesend"
"T-11-07-15-0165","418","EAST 74 STREET","418 EAST 74 STREET","10021","Manhattan","Asbestos","N/A","05-Close","2011-07-15T17:36:20.000","No","40.768848","-73.954418","8","5","124","1045882","1014680036","Lenox Hill-Roosevelt Island"
"T-11-07-15-0167","438","52 STREET","438 52 STREET","11220","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-15T20:10:57.000","No","40.644746","-74.01276","7","38","76","3013901","3008070024","Sunset Park West"
"T-11-07-15-0168","255","WEST 43 STREET","255 WEST 43 STREET","10036","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-15T23:39:46.000","No","40.757359","-73.987973","5","3","119","1024703","1010150001","Midtown-Midtown South"
"T-11-07-16-0169","2120","LAFAYETTE AVENUE","2120 LAFAYETTE AVENUE","10473","Bronx","Indoor Air Quality","Dust from Construction","05-Close","2011-07-16T12:38:53.000","No","40.822961","-73.851183","9","18","86","2022394","2036120041","Soundview-Castle Hill-Clason Point-Harding Park"
"T-11-07-16-0171","235","WEST 103 STREET","235 WEST 103 STREET","10025","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-16T21:07:20.000","No","40.799251","-73.968866","7","6","191","1056562","1018750010","Upper West Side"
"T-11-07-17-0174","417","OCEAN AVENUE","417 OCEAN AVENUE","11226","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-17T11:38:50.000","No","40.652673","-73.961492","14","40","50803","3116132","3050620001","Flatbush"
"T-11-07-17-0175","105-22","171 PLACE","105-22 171 PLACE","11433","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-17T14:23:11.000","No","40.701776","-73.785482","12","27","440","4448391","4102400036","South Jamaica"
"T-11-07-17-0176","158-22","CROSS BAY BOULEVARD","158-22 CROSS BAY BOULEVARD","11414","Queens","Asbestos","N/A","05-Close","2011-07-17T14:22:33.000","No","40.660333","-73.84017","10","32","892","4293045","4139910012","Lindenwood-Howard Beach"
"T-11-07-17-0177","1270","EAST 51 STREET","1270 EAST 51 STREET","11234","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-17T22:11:12.000","No","40.629792","-73.927035","18","46","728","3215591","3077760026","Flatlands"
"T-11-07-18-0178","20","WEST 68 STREET","20 WEST 68 STREET","10023","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-18T09:20:55.000","No","40.773941","-73.978525","7","6","153","1028246","1011200041","Lincoln Square"
"T-11-07-18-0181","36-00","NORTHERN BOULEVARD","36-00 NORTHERN BOULEVARD","11101","Queens","Asbestos","N/A","05-Close","2011-07-18T10:01:43.000","No","40.752045","-73.927692","1","26","171",,,"Hunters Point-Sunnyside-West Maspeth"
"T-11-07-18-0182","124","EAST 103 STREET","124 EAST 103 STREET","10029","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-18T10:32:03.000","No","40.790603","-73.94839","11","8","166","1051902","1016300063","East Harlem South"
"T-11-07-18-0186","350","EAST 77 STREET","350 EAST 77 STREET","10075","Manhattan","Asbestos","N/A","05-Close","2011-07-18T12:13:17.000","No","40.771508","-73.95482","8","5","134","1045178","1014510031","Lenox Hill-Roosevelt Island"
"T-11-07-18-0187","2150","SCHNECTADY AVENUE","2150 SCHNECTADY AVENUE","11234","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-18T15:12:22.000","No","40.619529","-73.929881","18","46","674","3219777","3078710076","Flatlands"
"T-11-07-18-0188","25","LEFFERTS AVENUE","25 LEFFERTS AVENUE","11225","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-18T15:10:48.000","No","40.661793","-73.959934","9","40","327","3034873","3013180001","Prospect Lefferts Gardens-Wingate"
"T-11-07-18-0189","345","EAST 69 STREET","345 EAST 69 STREET","10021","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-18T15:46:27.000","No","40.76625","-73.95829","8","5","126","1044821","1014440023","Lenox Hill-Roosevelt Island"
"T-11-07-18-0190","2275","RANDALL AVENUE","2275 RANDALL AVENUE","10473","Bronx","Asbestos","N/A","05-Close","2011-07-18T16:27:39.000","No","40.819326","-73.845797","9","18","90","2092677","2035730001","Soundview-Castle Hill-Clason Point-Harding Park"
"T-11-07-18-0191","91","WILLOW AVENUE","91 WILLOW AVENUE","10454","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-18T18:18:10.000","No","40.800678","-73.913957","1","17","19",,,"Mott Haven-Port Morris"
"T-10-07-02-0029","1510","UNIONPORT ROAD","1510 UNIONPORT ROAD","10462","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2010-07-02T11:02:57.000","No","40.836222","-73.856314","9","18","21002","2096782","2039437501","Parkchester"
"T-10-09-27-0324","254","PARK AVENUE","254 PARK AVENUE","10017","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2010-09-27T14:56:29.000","No","40.755114","-73.975496","5","4","94","1035405","1012820034","Midtown-Midtown South"
"T-10-10-26-0412","168-30","127 AVENUE","168-30 127 AVENUE","11434","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2010-10-26T22:05:32.000","No","40.67812","-73.773517","12","28","33402","4436334","4124950002","Springfield Gardens North"
"T-11-07-18-0192","80-55","CORNISH AVENUE","80-55 CORNISH AVENUE","11373","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-18T18:27:46.000","No","40.739115","-73.882487","4","25","485","4467710","4015380075","Elmhurst-Maspeth"
"T-11-07-18-0193","68","THAYER STREET","68 THAYER STREET","10040","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-18T19:08:36.000","No","40.86381","-73.927303","12","10","287","1064250","1021750180","Washington Heights North"
"T-11-07-18-0195","306","FRANKLIN AVENUE","306 FRANKLIN AVENUE","11238","Brooklyn","Mold","Public Complaint - Comm Location","05-Close","2011-07-18T20:55:06.000","No","40.688831","-73.957188","3","35","233","3055640","3019490041","Bedford"
"T-11-07-18-0196","360","CENTRAL PARK WEST","360 CENTRAL PARK WEST","10025","Manhattan","Asbestos","N/A","05-Close","2011-07-18T21:41:09.000","No","40.791567","-73.964767","7","6","181","1031728","1012097502","Upper West Side"
"T-11-07-18-0197","1935","83 STREET","1935 83 STREET","11214","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-18T22:34:44.000","No","40.607141","-73.997796","11","47","284","3164688","3063160059","Bensonhurst West"
"T-11-07-19-0198","7","PETER COOPER ROAD","7 PETER COOPER ROAD","10010","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-19T07:31:02.000","No","40.734474","-73.975557","6","4","60","1083698","1009780001","Stuyvesant Town-Cooper Village"
"T-11-07-19-0199","2256","PACIFIC STREET","2256 PACIFIC STREET","11233","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-19T08:02:49.000","No","40.675459","-73.909666","16","37","36501","3324665","3014420028","Ocean Hill"
"T-11-07-19-0200","2326","WEST 8 STREET","2326 WEST 8 STREET","11223","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-19T09:11:17.000","No","40.591301","-73.978306","13","47","382","3322181","3071400016","Gravesend"
"T-11-07-19-0201","155-22","JEWEL AVENUE","155-22 JEWEL AVENUE","11367","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-19T10:16:39.000","No","40.732169","-73.812403","8","24","122702","4451590","4067920001","Pomonok-Flushing Heights-Hillcrest"
"T-11-07-19-0203","234","WEST 48 STREET","234 WEST 48 STREET","10036","Manhattan","Mold","Public Complaint - Comm Location","05-Close","2011-07-19T12:37:19.000","No","40.760454","-73.985655","5","3","125","1024764","1010190055","Midtown-Midtown South"
"T-11-07-19-0204","10","NASSAU PLACE","10 NASSAU PLACE","10307","Staten Island","Asbestos","N/A","05-Close","2011-07-19T13:01:00.000","No","40.518255","-74.239526","3","51","248","5150641","5080140029","Charleston-Richmond Valley-Tottenville"
"T-11-07-19-0205","300","EAST 57 STREET","300 EAST 57 STREET","10022","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-19T13:20:17.000","No","40.759251","-73.965181","6","5","108","1039992","1013490049","Turtle Bay-East Midtown"
"T-11-07-19-0206","83-60","118 STREET","83-60 118 STREET","11415","Queens","Indoor Air Quality","Dust from Construction","05-Close","2011-07-19T13:57:00.000","No","40.705713","-73.834403","9","29","134","4079260","4033210043","Kew Gardens"
"T-11-07-19-0209","668","HAWTHORNE STREET","668 HAWTHORNE STREET","11203","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-19T16:37:37.000","No","40.658614","-73.938112","9","41","87401","3107474","3048230021","Prospect Lefferts Gardens-Wingate"
"T-11-07-19-0210","201","WEST 108 STREET","201 WEST 108 STREET","10025","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-19T17:26:34.000","No","40.801874","-73.965047","7","7","195","1056681","1018800029","Morningside Heights"
"T-11-07-19-0211","3310","NOSTRAND AVENUE","3310 NOSTRAND AVENUE","11229","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-07-19T18:28:00.000","No","40.603575","-73.942495","15","46","566","3340607","3073080032","Madison"
"T-11-07-19-0212","116","JOHN STREET","116 JOHN STREET","10038","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-19T19:22:07.000","No","40.707605","-74.00572","1","1","1502","1001126","1000690032","Battery Park City-Lower Manhattan"
"T-11-07-19-0213","2056","MCGRAW AVENUE","2056 MCGRAW AVENUE","10462","Bronx","Indoor Air Quality","Dry Cleaning Vapors (PERC)","05-Close","2011-07-19T19:48:01.000","No","40.835459","-73.856373","9","18","222","2028965","2039320174","Parkchester"
"T-11-07-20-0214","1880","LAFAYETTE AVENUE","1880 LAFAYETTE AVENUE","10473","Bronx","Indoor Air Quality","Dust from Construction","05-Close","2011-07-20T01:41:13.000","No","40.821892","-73.859109","9","18","16","2092711","2036000004","Soundview-Castle Hill-Clason Point-Harding Park"
"T-11-07-20-0215","2007","NEWBOLD AVENUE","2007 NEWBOLD AVENUE","10462","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-20T06:29:06.000","No","40.832643","-73.856784","9","18","92","2026282","2038050078","Westchester-Unionport"
"T-11-07-20-0216","101-20","101 STREET","101-20 101 STREET","11416","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-20T07:23:43.000","No","40.685184","-73.841463","9","32","112","4198311","4094180007","Richmond Hill"
"T-11-07-20-0218","18","FATHER CAPODANNO BOULEVARD","18 FATHER CAPODANNO BOULEVARD","10305","Staten Island","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-20T09:14:30.000","No","40.596093","-74.061988","2","50","74","5106093","5031250116","Grasmere-Arrochar-Ft. Wadsworth"
"T-11-07-20-0219","32","ST PAUL PLACE","32 ST PAUL PLACE","11226","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-20T09:45:50.000","No","40.653017","-73.963712","14","40","50804","3323038","3050580031","Flatbush"
"T-11-07-20-0220","1626","PITKINS AVENUE","1626 PITKINS AVENUE","11212","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-20T11:09:54.000","No","40.669299","-73.913261","16","41","924","3081006","3035190034","Brownsville"
"T-10-07-25-0449","2170","MARTIN LUTHER KING JR BOULEVARD","2170 MARTIN LUTHER KING JR BOULEVARD","10453","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2010-07-25T21:51:51.000","No","40.858102","-73.909107","5","14","251","2014580","2032110009","University Heights-Morris Heights"
"T-10-10-09-0109","3215","H AVENUE","3215 H AVENUE","11210","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2010-10-09T15:11:55.000","No","40.631801","-73.945371","17","45","786","3205952","3075600001","Flatbush"
"T-10-12-24-0374","119","WEST 133 STREET","119 WEST 133 STREET","10030","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2010-12-24T12:36:43.000","No","40.813266","-73.942856","10","9","226","1058224","1019180023","Central Harlem North-Polo Grounds"
"T-11-06-24-0321","324","BLEECKER ST","324 BLEECKER ST","10014","Manhattan",,,"05-Close","2011-06-24T00:00:00.000","No","40.733205","-74.004171","2","3","73","1010045","1005880062","West Village"
"T-11-07-20-0221","1325","5 AVENUE","1325 5 AVENUE","10029","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-20T12:30:59.000","No","40.797706","-73.948608","11","9","17402","1086046","1016177501","East Harlem South"
"T-11-07-20-0222","176","JOHNSON STREET","176 JOHNSON STREET","11201","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-20T12:31:12.000","No","40.694797","-73.982791","2","35","15","3058206","3020497501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"T-11-07-20-0223","40","EAST 78 STREET","40 EAST 78 STREET","10075","Manhattan","Asbestos","N/A","05-Close","2011-07-20T12:37:53.000","No","40.775496","-73.962306","8","4","142","1072068","1013927501","Upper East Side-Carnegie Hill"
"T-11-07-20-0224","83-09","LEFFERTS BOULEVARD","83-09 LEFFERTS BOULEVARD","11415","Queens","Indoor Air Quality","Dry Cleaning Vapors (PERC)","05-Close","2011-07-20T12:49:06.000","No","40.705791","-73.831701","9","29","140","4192800","4092317501","Kew Gardens"
"T-11-07-20-0225","176","JOHNSON STREET","176 JOHNSON STREET","11201","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-20T12:59:26.000","No","40.694797","-73.982791","2","35","15","3058206","3020497501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"T-11-07-20-0226","70","FORSYTH STREET","70 FORSYTH STREET","10002","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-20T15:09:17.000","No","40.717157","-73.993478","3","1","16","1003949","1003060005","Chinatown"
"T-11-07-20-0227","200","TROUTMAN STREET","200 TROUTMAN STREET","11206","Brooklyn","Asbestos","N/A","05-Close","2011-07-20T16:26:15.000","No","40.701432","-73.927902","4","34","423","3072497","3031850001","Bushwick South"
"T-11-07-20-0228","2345","BROADWAY","2345 BROADWAY","10024","Manhattan","Mold","Public Complaint - Comm Location","05-Close","2011-07-20T17:38:27.000","No","40.787931","-73.976838","7","6","171","1081052","1012330011","Upper West Side"
"T-11-07-20-0229","1","BEACH 105 STREET","1 BEACH 105 STREET","11694","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-20T17:51:05.000","No","40.581498","-73.825268","14","32","938","4303819","4161770055","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"T-11-07-20-0230","228","MOTT STREET","228 MOTT STREET","10012","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-20T19:36:40.000","No","40.722451","-73.99513","2","1","43","1007475","1004930009","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-07-20-0231","3466","FULTON STREET","3466 FULTON STREET","11208","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-20T20:58:45.000","No","40.684874","-73.867868","5","37","1184","3256593","3041510037","Cypress Hills-City Line"
"T-11-07-20-0232","550","THROOP AVENUE","550 THROOP AVENUE","11221","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-07-20T21:41:13.000","No","40.684523","-73.941257","3","36","267","3052084","3018300042","Bedford"
"T-11-07-21-0233","107-02","MERRICK BOULEVARD","107-02 MERRICK BOULEVARD","11433","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-21T06:53:49.000","No","40.699926","-73.788619","12","27","254","4529895","4101700050","South Jamaica"
"T-11-07-21-0234","116","WILLIAMS AVENUE","116 WILLIAMS AVENUE","11207","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-21T07:11:45.000","No","40.673436","-73.900134","5","37","1144","3083637","3036990001","East New York (Pennsylvania Ave)"
"T-11-07-21-0235","250","BEACH 17 STREET","250 BEACH 17 STREET","11691","Queens","Asbestos","N/A","05-Close","2011-07-21T10:46:56.000","No","40.596639","-73.751151","14","31","101001","4299269","4156310017","Far Rockaway-Bayswater"
"T-11-07-21-0236","162-24","JAMAICA AVENUE","162-24 JAMAICA AVENUE","11432","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-21T10:45:42.000","No","40.704394","-73.797517","12","27","44601","4215624","4101020010","Jamaica"
"T-11-07-21-0237","21","JUMEL PLACE","21 JUMEL PLACE","10032","Manhattan","Asbestos","N/A","05-Close","2011-07-21T11:36:36.000","No","40.839305","-73.936159","12","10","249","1076741","1021120058","Washington Heights South"
"T-11-07-21-0238","1744","CLAY AVENUE","1744 CLAY AVENUE","10457","Bronx","Indoor Air Quality","Dust from Construction","05-Close","2011-07-21T11:56:31.000","No","40.84539","-73.904784","5","15","231","2009351","2028910006","Mount Hope"
"T-11-07-21-0239","30","COOPER STREET","30 COOPER STREET","10034","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-21T12:01:06.000","No","40.867576","-73.924312","12","10","295","1064966","1022390025","Marble Hill-Inwood"
"T-11-07-21-0240","403","ROGERS AVENUE","403 ROGERS AVENUE","11225","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-21T11:57:51.000","No","40.663065","-73.953784","9","40","329","3034791","3013150001","Prospect Lefferts Gardens-Wingate"
"T-11-07-21-0241","433","ROGERS AVENUE","433 ROGERS AVENUE","11225","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-21T12:07:49.000","No","40.661958","-73.953665","9","40","800","3035331","3013290006","Prospect Lefferts Gardens-Wingate"
"T-11-07-21-0242","2241","WESTCHESTER AVENUE","2241 WESTCHESTER AVENUE","10462","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-07-21T13:38:32.000","No","40.834324","-73.850572","10","18","20601","2041407","2039630057","Westchester-Unionport"
"T-11-07-21-0243","4911","CHURCH AVENUE","4911 CHURCH AVENUE","11203","Brooklyn","Asbestos","N/A","05-Close","2011-07-21T14:57:06.000","No","40.651709","-73.931167","17","41","868","3102094","3046750040","Rugby-Remsen Village"
"T-11-07-21-0244","501 1/2","EAST 83 STREET","501 1/2 EAST 83 STREET","10028","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-21T15:59:35.000","No","40.773835","-73.948194","8","5","136","1051211","1015800104","Yorkville"
"T-11-07-21-0245","180","OCEAN AVENUE","180 OCEAN AVENUE","11225","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-21T17:21:25.000","No","40.6574","-73.962315","55","39","177",,,"park-cemetery-etc-Brooklyn"
"T-11-07-21-0246","111","WOODRUFF AVE","111 WOODRUFF AVE","11226","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-21T17:22:07.000","No","40.653801","-73.962472","14","40","50804","3115914","3050530026","Flatbush"
"T-11-07-21-0247","99","WALL STREET","99 WALL STREET","10005","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-21T17:25:30.000","No","40.705","-74.007156","1","1","7","1000865","1000337501","Battery Park City-Lower Manhattan"
"T-11-07-21-0248","150","EAST 19 STREET","150 EAST 19 STREET","11226","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-21T18:29:32.000","No","40.645918","-73.961453","14","40","512","3117594","3051220021","Flatbush"
"T-11-07-21-0249","80","BRUCKNER BOULEVARD","80 BRUCKNER BOULEVARD","10454","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-07-21T20:00:36.000","No","40.8062","-73.925979","1","8","19","2119403","2022957501","Mott Haven-Port Morris"
"T-11-07-22-0252","400","2 AVENUE","400 2 AVENUE","10010","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-22T04:28:28.000","No","40.737983","-73.980821","6","2","64","1084709","1009290001","Gramercy"
"T-11-07-22-0253","34-00","NORTHERN BOULEVARD","34-00 NORTHERN BOULEVARD","11101","Queens","Asbestos","N/A","05-Close","2011-07-22T06:03:56.000","No","40.752021","-73.929356","1","26","171","4003107","4002140243","Hunters Point-Sunnyside-West Maspeth"
"T-11-07-22-0254","8","CLARK STREET","8 CLARK STREET","11201","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-07-22T09:25:07.000","No","40.698259","-73.995983","2","33","301","3001753","3002340039","Brooklyn Heights-Cobble Hill"
"T-11-07-22-0255","350","WEST 55 STREET","350 WEST 55 STREET","10019","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-22T10:29:50.000","No","40.766021","-73.985267","4","3","139","1025420","1010450054","Clinton"
"T-11-07-22-0256","352","BEEKMAN AVENUE","352 BEEKMAN AVENUE","10454","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-22T11:58:22.000","No","40.809049","-73.913679","1","8","33","2003660","2025540018","Mott Haven-Port Morris"
"T-11-07-22-0257","41-42","50 STREET","41-42 50 STREET","11377","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-22T13:04:23.000","No","40.745846","-73.914371","2","26","25301","4001171","4001340045","Hunters Point-Sunnyside-West Maspeth"
"T-11-07-22-0258","450","CLINTON AVENUE","450 CLINTON AVENUE","11238","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-22T13:13:28.000","No","40.685022","-73.967207","2","35","199","3055967","3019600008","Clinton Hill"
"T-11-07-22-0259","188","PROSPECT PARK W","188 PROSPECT PARK W","11215","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-22T14:37:30.000","No","40.661546","-73.979405","6","39","167",,,"Park Slope-Gowanus"
"T-11-07-22-0260","35-16","34 STREET","35-16 34 STREET","11106","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-22T14:41:06.000","No","40.7566","-73.926442","1","26","57","4008101","4006060029","Astoria"
"T-11-07-22-0261","577","BAY STREET","577 BAY STREET","10304","Staten Island","Indoor Air Quality","Ventilation","05-Close","2011-07-22T15:26:07.000","No","40.627751","-74.076266","1","49","21","5013194","5004910001","Stapleton-Rosebank"
"T-11-07-22-0262","8530","3 AVENUE","8530 3 AVENUE","11209","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-22T15:32:55.000","No","40.624014","-74.030847","10","43","62","3153083","3060330052","Bay Ridge"
"T-11-07-22-0263","522","EAST 5 STREET","522 EAST 5 STREET","10009","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-22T15:38:55.000","No","40.724556","-73.983696","3","2","32","1005019","1004000017","East Village"
"T-11-07-22-0264","1491","METROPOLITAN AVENUE","1491 METROPOLITAN AVENUE","10462","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-22T15:36:55.000","No","40.837177","-73.860645","9","18","21602","2096640","2039377501","Parkchester"
"T-11-07-22-0265","176","CHURCH STREET","176 CHURCH STREET","10013","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-22T16:26:52.000","No","40.715565","-74.007449","1","1","33","1001604","1001460027","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-07-22-0266","345","8 AVENUE","345 8 AVENUE","10001","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-22T16:29:02.000","No","40.74792","-73.996589","4","3","97","1082793","1007510001","Hudson Yards-Chelsea-Flatiron-Union Square"
"T-11-07-22-0267","450","NORTH END AVENUE","450 NORTH END AVENUE","10282","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-22T16:40:25.000","No","40.717356","-74.014163","1","1","31703","1085459","1000160221","Battery Park City-Lower Manhattan"
"T-11-07-22-0268","87-31","164 STREET","87-31 164 STREET","11432","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-22T16:46:30.000","No","40.709459","-73.799355","8","24","44602","4210416","4098360021","Jamaica"
"T-11-07-22-0269","1365","ST NICHOLAS AVENUE","1365 ST NICHOLAS AVENUE","10033","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-22T16:57:17.000","No","40.84778","-73.934871","12","10","263","1079920","1021620001","Washington Heights South"
"T-11-07-22-0270","72-15","KISSENA BOULEVARD","72-15 KISSENA BOULEVARD","11367","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-22T18:02:38.000","No","40.727895","-73.814009","8","24","122702","4146993","4067930002","Pomonok-Flushing Heights-Hillcrest"
"T-11-07-22-0271","1569","FLATBUSH AVENUE","1569 FLATBUSH AVENUE","11210","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-22T18:38:48.000","No","40.632499","-73.947287","14","45","786","3337327","3075580032","Flatbush"
