"contract_id","contract_number","start_date","end_date","amount","fiscal_year","purpose","program_id","provider_id","agency_name"
"498","CT126020201410403","2019-07-01T00:00:00.000","2022-06-30T00:00:00.000","236844","FY2020","COMPASS Explore Program providing careers to boat building.","285","106","DYCD"
"499","CT126020201412033","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To support computer based training and learning.","264","369","DYCD"
"500","CT126020201410802","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","98831","FY2020","Funds for citywide environmental education programming.","264","370","DYCD"
"501","CT126020201404673","2019-03-11T00:00:00.000","2022-03-10T00:00:00.000","1617000","FY2020","To support Community Based SYEP Younger Youth","269","179","DYCD"
"502","CT181620201411597","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","150000","FY2020","Courts/Intervention For Juvenile In Probation System","300","371","DOHMH"
"504","CT106920201412977","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support the expansion of community workshops services","120","152","DSS"
"507","CT126020201409332","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","14000","FY2020","This program offers a safe haven for youth after school.","264","375","DYCD"
"508","CT126020201412226","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support CWNY'S resource, information and learning center.","264","376","DYCD"
"509","CT126020201412527","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","This program offers  food pantry in the community.","264","377","DYCD"
"510","CT106920201407471","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","Provision of legal and social services to the immigrant comm","120","241","DSS"
"511","CT126020201411117","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","115000","FY2020","Funds for basic literacy and High School Equivalency classes","272","378","DYCD"
"512","CT126020201407324","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","12000","FY2020","To fund community programming and activities.","264","379","DYCD"
"513","CT126020201410564","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","30000","FY2020","To support literacy, educational services & HS Equivalency.","264","145","DYCD"
"514","CT126020201410910","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","8500","FY2020","To support adult education and literacy classes","264","380","DYCD"
"515","CT181620201411015","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","149547","FY2020","Autism Awareness / Member Items","297","381","DOHMH"
"517","CT126020201409454","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","17000","FY2020","To fund Youth Group programs  with home help, tutoring etc.","264","383","DYCD"
"520","CT126020201410609","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","22500","FY2020","To support Girl Hack Programming","264","386","DYCD"
"521","CT126020201412106","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Fund to help youth and young professionals with challenges","264","387","DYCD"
"523","CT181620201410741","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","86000","FY2020","Geriatric Mental Health","300","388","DOHMH"
"524","CT126020201408551","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","13000","FY2020","To fund the cost of piano & violin lessons for low-income","264","8","DYCD"
"526","CT181620201410502","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","380500","FY2020","Court-Involved Youth Mental Health / Medicaid Redesign","452","105","DOHMH"
"527","CT126020201411011","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","8500","FY2020","To provide after school and summer camp programs","264","389","DYCD"
"529","CT126020201410877","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","This program offers leadership training to youth.","264","390","DYCD"
"530","CT126020201409847","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support summer enrichment and academic  program","264","391","DYCD"
"531","CT106920201411150","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","150000","FY2020","Provision of Legal Services to low wage workers","120","1","DSS"
"532","CT106920201411255","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","40000","FY2020","Support outreach efforts & referral svcs to low-wage workers","120","392","DSS"
"533","CT126020201412171","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","To support community programs and events","264","393","DYCD"
"535","CT126020201409813","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","52500","FY2020","This program offers veterans cultural events.","264","394","DYCD"
"536","CT126020201411042","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","120000","FY2020","To support digital literacy & inclusion for exam preparation","264","174","DYCD"
"538","CT112520201410791","2019-12-02T00:00:00.000","2021-06-30T00:00:00.000","1269287","FY2020","PROVIDE SENIOR CENTER SERVICES TO OLDER ADULTS","464","396","DFTA"
"540","CT126020201410341","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","45000","FY2020","To support afterschool programs includes leadership training","264","398","DYCD"
"541","CT126020201409545","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","Support the expansion of BHC's early childhood programs","264","399","DYCD"
"542","CT126020201410683","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","60000","FY2020","To support leadership development program for young women","264","380","DYCD"
"543","CT126020201411359","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","13500","FY2020","To fund community events including Back-to-School Health Fai","264","400","DYCD"
"544","CT126020201409511","2019-09-01T00:00:00.000","2020-08-31T00:00:00.000","122559","FY2020","COMPASS Middle School prgm at Bedford Community Center","279","401","DYCD"
"546","CT126020201409960","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support artist fees, workshops, and cultural presentation","264","403","DYCD"
"547","CT126020201407728","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","7500","FY2020","To fund after-school programming at Boys & Girls Republic","264","38","DYCD"
"548","CT106920201410190","2019-10-01T00:00:00.000","2022-09-30T00:00:00.000","1731915","FY2020","Prov. of Maximizing Access to Federal Disability Benefits","119","30","DSS"
"549","CT126020201400934","2018-07-01T00:00:00.000","2020-06-30T00:00:00.000","1179059","FY2020","Reassignment of Out of School Youth from Central Queens YWHA","289","37","DYCD"
"550","CT126020201405417","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","103000","FY2020","Funding to support sports program and general cost expenses","264","404","DYCD"
"551","CT126020201409650","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","30000","FY2020","To provide a Greener program that improves the environment","264","405","DYCD"
"552","CT126020201409977","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","45000","FY2020","To provide a Greener program that improves the environment","264","58","DYCD"
"554","CT126020201409887","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","Funds for basic literacy, & High School Equivalency classes.","264","91","DYCD"
"555","CT126020201409856","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","55000","FY2020","Funds to support leadership development training for girls.","264","406","DYCD"
"556","CT126020201409646","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","56000","FY2020","To provide food pantry programs for families in need Citywid","264","407","DYCD"
"557","CT126020201410126","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","200000","FY2020","Funds to support the ""Nobody Ages Out"" Initiative","264","408","DYCD"
"558","CT126020201410622","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","31000","FY2020","This program offers support to the homeless veterans.","264","111","DYCD"
"561","CT106920201409543","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","Provision of civil legal services to low-wage workers in nee","120","410","DSS"
"562","CT126020201410459","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","138500","FY2020","Funds for educational cultural programs in the museum.","264","411","DYCD"
"563","CT126020201409676","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","21500","FY2020","To support community education programming.","264","412","DYCD"
"564","CT106920201411147","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","80000","FY2020","Provision of civil legal services to low-wage workers","120","312","DSS"
"567","CT126020201410052","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","30000","FY2020","This program offers environmental program  youth.","264","414","DYCD"
"568","CT126020201410547","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","To fund educational and anti-violence programs.","264","195","DYCD"
"569","CT126020201401100","2018-07-01T00:00:00.000","2020-06-30T00:00:00.000","187165","FY2020","Reassignment of Central Queens YM & YWHA due to merger","283","37","DYCD"
"570","CT126020201407713","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","To support basic literacy, ESOL, civics and GED courses.","272","1","DYCD"
"571","CT126020201404516","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","60000","FY2020","To provide support to afterschool programming","264","99","DYCD"
"572","CT126020201410668","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support Free Tax Prep in Council District 18.","264","415","DYCD"
"573","CT126020201409410","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","To provide recreational programming for young adults","264","335","DYCD"
"574","CT126020201409451","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","27000","FY2020","To fund Drag Queen Story Hour Reading Events.","264","416","DYCD"
"575","CT181620201411001","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","51500","FY2020","GERIATRIC MENTAL HEALTH","300","140","DOHMH"
"576","CT126020201411718","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","The program provides trauma therapy to children & caregivers","264","269","DYCD"
"577","CT126020201405643","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","190000","FY2020","To support Summer and Afterschool programming/staffing.","264","133","DYCD"
"578","CT106920201410278","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","45000","FY2020","Provision of Immigrant Opportunities Initiative Services","120","133","DSS"
"579","CT181620201410921","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","293269","FY2020","Autism Awareness / Children Under Five","452","365","DOHMH"
"580","CT181620201410953","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","273103","FY2020","Developmental, Psychological and Behavioral Health Services","325","106","DOHMH"
"581","CT181620201410638","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","354603","FY2020","Medicaid Redesign Transition / Member Items","300","417","DOHMH"
"582","CT181620201410563","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","49000","FY2020","Health and wellness education/awareness etc","300","418","DOHMH"
"584","CT181620201410538","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","36103","FY2020","Developmental, Psychological and Behavioral Health Services","302","124","DOHMH"
"586","CT126020201407968","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","70000","FY2020","To fund afterschool program for   youth debate training.","264","25","DYCD"
"587","CT126020201408806","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","To fund leadership development training programs for youth.","264","420","DYCD"
"588","CT126020201401099","2018-07-01T00:00:00.000","2021-06-30T00:00:00.000","1245468","FY2021","Reassignment of Central Queens YM & YWHA due to merger","279","37","DYCD"
"589","CT181620201410637","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Opioid Prevention and Treatment","302","421","DOHMH"
"591","CT126020201409851","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","30000","FY2020","To support greener NYC programs.","264","423","DYCD"
"592","CT126020201409849","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","40000","FY2020","Funds will be used to support a Youth Development program","264","334","DYCD"
"593","CT106920201410444","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","84000","FY2020","Provision of Immigrant Opportunities Initiative Services","120","424","DSS"
"594","CT106920201410307","2019-10-01T00:00:00.000","2022-09-30T00:00:00.000","2116685","FY2020","Provision of Maximizing Access to Federal Disability Benefit","119","30","DSS"
"596","CT181620201410561","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","86000","FY2020","Screen older adults for depression and alcohol/substance use","300","40","DOHMH"
"599","CT126020201410201","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To support educational workshops  and events.","264","427","DYCD"
"600","CT126020201409848","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support summer day camp and youth services.","264","428","DYCD"
"601","CT126020201411176","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","14500","FY2020","Funding will support general operating costs at TADA!","264","429","DYCD"
"602","CT126020201411476","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To fund after school services for children.","264","430","DYCD"
"603","CT126020201409331","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","This program offers food pantries and soup kitchens citywide","264","431","DYCD"
"605","CT126020201408267","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","47500","FY2020","To support therapeutic events for patients fight illnesses","264","432","DYCD"
"607","CT106920201409452","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","125000","FY2020","Provision of funding to support the agency's immigration.","120","241","DSS"
"614","CT106920201410277","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","750000","FY2020","Provision of Legal Services for Low-Income New Yorkers.","120","21","DSS"
"615","CT106920201410999","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Prov. to support operating expenses associated w/ Immigrant","120","439","DSS"
"616","CT181620201410472","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","122000","FY2020","Geriatric Mental Health:depression and alcohol/substance use","300","45","DOHMH"
"617","CT106920201410067","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","27000","FY2020","Provision of Immigrant Opportunities Services","120","150","DSS"
"619","CT106920201407758","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","200000","FY2020","Provision of Immigrant Opportunities Initiative services.","120","440","DSS"
"620","CT106920201410777","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","115000","FY2020","Provision of Legal Representation, Advocacy, and Tenant & Co","120","441","DSS"
"621","CT126020201410624","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To support computer digital inclusion programing in 51 CDs.","264","361","DYCD"
"622","CT106920201410786","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","37777","FY2020","Legal support for Bx residents in USCIS immigration court","120","442","DSS"
"624","CT106920201409934","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","65000","FY2020","Provision of Immigrant Opportunities Initiative Services","120","360","DSS"
"625","CT106920201410776","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Provision of funding to support outreach to low-wage workers","120","30","DSS"
"626","CT181620201409902","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Instructional & recreational service for Autism children","297","443","DOHMH"
"627","CT106920201409456","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Provision supports legal and social services through the Bro","120","442","DSS"
"629","CT126020201408117","2019-07-01T00:00:00.000","2022-06-30T00:00:00.000","13173654","FY2020","Rutgers Community Center College Prep","281","444","DYCD"
"630","CT126020201406981","2019-09-01T00:00:00.000","2020-08-31T00:00:00.000","568078","FY2020","COMPASS Elementary at 51 Avenue Academy (Q877)","271","68","DYCD"
"631","CT126020201409122","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","250000","FY2020","To support a range of services to empower the TGNC community","264","149","DYCD"
"633","CT126020201409317","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To provide after-school homework help","264","292","DYCD"
"634","CT106920201409546","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","455000","FY2020","Provision of legal services for the working poor.","120","265","DSS"
"635","CT106920201410022","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","2000000","FY2020","Provision of Legal Services for Low-Income New Yorkers","120","446","DSS"
"636","CT126020201407726","2019-09-01T00:00:00.000","2020-08-31T00:00:00.000","760972","FY2020","COMPASS Middle school program at Conselyea prep school","279","447","DYCD"
"637","CT126020201408151","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","To provide adult literacy & ESOL services","400","448","DYCD"
"638","CT181620201409138","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","72183","FY2020","Recreational/Socialization Services -Autism Spectrum Disorde","297","449","DOHMH"
"639","CT126020201407463","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","80000","FY2020","To support recreational programming in CD37","264","197","DYCD"
"640","CT126020201408896","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","Provide computer based training & learning, technical skill","264","336","DYCD"
"641","CT126020201410914","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To cover administrative and operational costs of league","264","450","DYCD"
"642","CT126020201408900","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To train under/unemployed individuals, for careers in the IT","264","336","DYCD"
"643","CT126020201410804","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Funding for the Hodori Little Tiger Afterschool program.","264","406","DYCD"
"645","CT126020201411073","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","4000","FY2020","This program support workshop on health fitness and sports","264","16","DYCD"
"646","CT126020201410909","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Funds will support college access and career development","264","16","DYCD"
"647","CT126020201411296","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","This program support counseling services for Young Adults","264","16","DYCD"
"649","CT126020201411416","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To provide funding for a food pantry and nutrition program.","264","243","DYCD"
"650","CT126020201403499","2019-03-11T00:00:00.000","2022-03-10T00:00:00.000","678950","FY2020","To support Community Based SYEP Older Youth","399","453","DYCD"
"651","CT126020201404051","2019-03-11T00:00:00.000","2022-03-10T00:00:00.000","810000","FY2020","To support Community Based SYEP Younger Youth","269","453","DYCD"
"653","CT126020201410726","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","6000","FY2020","Support outreach and social service programming of SCM","264","360","DYCD"
"654","CT126020201411071","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","3000","FY2020","This program support swimming lesson for second grade","264","16","DYCD"
"655","CT126020201410727","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","13000","FY2020","Funds will support uniforms and transportation of youth team","264","455","DYCD"
"656","CT126020201409498","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","To support basic literacy, ESL and GED classes for adults","272","81","DYCD"
"657","CT112520201409496","2019-12-01T00:00:00.000","2021-06-30T00:00:00.000","1488392","FY2020","PROVIDE SENIOR CENTER SERVICES TO OLDER ADULTS","464","456","DFTA"
"659","CT181620201409871","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","197372","FY2020","Recreational/Socialization Services -hiring of staff members","297","457","DOHMH"
"660","CT126020201410911","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","This program support the summer and after school programs","264","16","DYCD"
"661","CT126020201410321","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To support Adult ESOL programs and Youth Employment programs","264","218","DYCD"
"662","CT126020201406631","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","37000","FY2020","Support programming that addresses At Risk Latina Teens.","264","171","DYCD"
"663","CT126020201407370","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Funds to support programs at Astoria Houses Comm Ctr.","264","65","DYCD"
"664","CT106920201407834","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","55000","FY2020","Provision of Mobile Legal Centers.","120","21","DSS"
"665","CT106920201409593","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","53000","FY2020","Provision of Immigrant Opportunities Initiative Services.","120","458","DSS"
"666","CT106920201411254","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","17500","FY2020","To support the Family Law and Community Outreach programs.","120","96","DSS"
"667","CT126020201408237","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","95000","FY2020","To support NTRP's public programs including educational","264","459","DYCD"
"668","CT106920201409097","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","150000","FY2020","Provision of legal services for the working poor","120","198","DSS"
"669","CT106920201408899","2019-10-01T00:00:00.000","2022-09-30T00:00:00.000","2115302.9","FY2020","Max. Access to Fed. Disability Benefit-Bronx, Manhattan, SI","119","446","DSS"
"670","CT126020201406626","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","2074476","FY2020","To fund NYC Cleanup Initiative for Districts beautification.","264","155","DYCD"
"671","CT126020201410682","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","supports capacity building and immigrant outreach community","264","246","DYCD"
"673","CT126020201410236","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To support ""Connect for Success"",  attendance intervention.","264","461","DYCD"
"674","CT126020201410744","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To fund mental health and health services for youth.","264","458","DYCD"
"675","CT126020201405612","2019-03-11T00:00:00.000","2022-03-10T00:00:00.000","527500","FY2020","To support Community Based SYEP Older Youth","399","462","DYCD"
"676","CT181620201409796","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","Mental Health Services for Vulnerable Populations","300","463","DOHMH"
"678","CT106920201409098","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","300000","FY2020","Provision of legal services for the working poor.","120","465","DSS"
"679","CT126020201402446","2019-07-01T00:00:00.000","2022-06-30T00:00:00.000","146034","FY2020","To provide peer support and guidance to participants.","286","466","DYCD"
"682","CT126020201407465","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support operational expenses for Bushwick Farmers Market","264","197","DYCD"
"683","CT106920201408904","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","38000","FY2020","Provision of Immigrant Opportunities Initiative Services","120","265","DSS"
"684","CT126020201409842","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support mentoring, life skills and advocacy for girls.","264","467","DYCD"
"685","CT126020201408207","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","80000","FY2020","To provide environmentally friendly focused programs.","264","459","DYCD"
"686","CT126020201410906","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To support capacity building of nonprofit human providers","264","380","DYCD"
"687","CT126020201408506","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","131000","FY2020","TO SUPPORT COMMUNITY BASED PLANNING AND ORGANIZATION","264","468","DYCD"
"689","CT181620200002482","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","3993268","FY2020","Family Support Services","331","397","DOHMH"
"690","CT126020201409921","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To fund the Teens Center's programs to empower youth,","264","71","DYCD"
"691","CT126020201408737","2019-03-11T00:00:00.000","2022-03-10T00:00:00.000","543550","FY2020","To support Community Based SYEP Older Youth","399","29","DYCD"
"692","CT126020201409888","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","Funds to support the Afterschool & Summer Camp programs.","264","91","DYCD"
"693","CT126020201410696","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To fund annual Atlantic Antic Festival.","264","470","DYCD"
"694","CT126020201407730","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","30000","FY2020","To support after-school information and preventive workshop","264","471","DYCD"
"695","CT126020201405853","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","185000","FY2020","To support literacy program for adults.","272","472","DYCD"
"696","CT126020201408286","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","64333","FY2020","Help children achieve reading proficiency by 3rd grade.","264","399","DYCD"
"697","CT126020201408733","2019-07-01T00:00:00.000","2020-03-10T00:00:00.000","963000","FY2020","To support Special Initiatives SYEP Vulnerable Youth","270","29","DYCD"
"699","CT126020201408765","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To fund career services and job readiness programming.","264","473","DYCD"
"700","CT126020201410552","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","To fund Holocaust Remembrance day events.","264","474","DYCD"
"701","CT126020201408523","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","99900","FY2020","TO SUPPORT BASIC LITERACY FOR SPEAKERS OF OTHER LANGUAGES","272","468","DYCD"
"702","CT126020201405851","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","129500","FY2020","To support educational programming for adults","272","380","DYCD"
"703","CT126020201410489","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","12000","FY2020","To fund monthly meetings and eventsof Maspeth communities.","264","475","DYCD"
"704","CT181620201409213","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","87250","FY2020","Transition services young adults Autism Spectrum Disorder","300","476","DOHMH"
"708","CT126020201409916","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To support youth sports programming.","264","478","DYCD"
"709","CT126020201407849","2019-09-01T00:00:00.000","2020-08-31T00:00:00.000","460050","FY2020","Compass Elementary School program at PS 107 (x107)","271","479","DYCD"
"710","CT106920201408587","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","440000","FY2020","Provision of Immigrant Opportunities Initiative Services","120","21","DSS"
"713","CT181620201408767","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","81000","FY2020","Screen older adults for depression and alcohol/substance use","300","296","DOHMH"
"714","CT126020201409422","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","Support free programming for children at LIC Landing.","264","480","DYCD"
"716","CT106920201408686","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Provision of funds for Justice for Immigrants & legal svcs.","120","481","DSS"
"717","CT106920201408990","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","300000","FY2020","Provision of Legal Supportive Alternatives to Violence","120","481","DSS"
"718","CT106920201408776","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","425000","FY2020","Provision of Immigrant Opportunities Initiative Services","120","446","DSS"
"720","CT126020201404518","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","To provide programming for the National Night Out","264","99","DYCD"
"721","CT181620201409211","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","70031","FY2020","After school, summer programs; trainings/seminars families","300","482","DOHMH"
"723","CT126020201407284","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","150250","FY2020","To support adult literacy and civics programming.","272","80","DYCD"
"724","CT106920201408777","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","Provision of Immigrant Opportunities Initiative Services","120","357","DSS"
"725","CT126020201408419","2019-09-01T00:00:00.000","2020-08-31T00:00:00.000","457765","FY2020","COMPASS Elementary program at PS 019 Roberto Clemente","271","461","DYCD"
"726","CT126020201407461","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","18500","FY2020","To support reading proficiency in schools/ medical settings","264","325","DYCD"
"727","CT126020201409976","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","Supports programming in 51 Council Districts computer base.","264","398","DYCD"
"728","CT106920201408903","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","455000","FY2020","Provision of Legal Services for the Working Poor FY20 07053","120","410","DSS"
"729","CT126020201404637","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To support community youth program","264","99","DYCD"
"730","CT126020201409859","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To provide culinary training and experience for teenagers","264","484","DYCD"
"731","CT126020201408150","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Supports Free Dance Lessons, Choreography Workshops.","264","485","DYCD"
"734","CT126020201405223","2019-07-01T00:00:00.000","2022-06-30T00:00:00.000","139320","FY2020","COMPASS Explore providing after school system program","285","488","DYCD"
