"borobox","box_type","location","zip","borough","communitydistict","citycouncil","latitude","longitude","location_point"
"B1805","ERS","PITKIN AVE & ESSEX ST","11208","Brooklyn","BK05","37","40.67399166","-73.8817086","POINT (-73.8817086 40.67399166)"
"X2248","ERS","PARK AVE & E 151 ST","10451","Bronx","BX04","17","40.81928533","-73.92402557","POINT (-73.92402557 40.81928533)"
"X3620","ERS","LACONIA AVE & E GUN HILL RD","10469","Bronx","BX12","12","40.87390396","-73.85551758","POINT (-73.85551758 40.87390396)"
"B2857","ERS","20 AVE & 61 ST","11204","Brooklyn","BK12","44","40.61880002","-73.98348873","POINT (-73.98348873 40.61880002)"
"R1228","BARS","KENSINGTON AVE & OLYMPIA BLVD","10305","Staten Island","SI02","50","40.59150499","-74.07417732","POINT (-74.07417732 40.59150499)"
"Q6599","ERS","E/S MAIN ST & MANTON ST","11435","Queens","QN08","24","40.71016607","-73.81882295","POINT (-73.81882295 40.71016607)"
"X2425","ERS","WORTHEN ST & TRUXTON ST","10474","Bronx","BX02","17","40.81281889","-73.89197703","POINT (-73.89197703 40.81281889)"
"B1811","ERS","ETNA ST & HIGHLAND PL","11208","Brooklyn","BK05","37","40.68492968","-73.88205691","POINT (-73.88205691 40.68492968)"
"Q1408","BARS","CRONSTON AVE & BEACH 130 ST","11694","Queens","QN14","32","40.57942111","-73.85099296","POINT (-73.85099296 40.57942111)"
"Q7440","BARS","34 AVE & 12 ST","11106","Queens","QN01","26","40.76423995","-73.93700479","POINT (-73.93700479 40.76423995)"
"X4076","ERS","PENNYFIELD AVE TRAFFIC CIR FT SCHUYLER","10465","Bronx","BX10","13","40.80916394","-73.80186006","POINT (-73.80186006 40.80916394)"
"B1317","ERS","3 AVE & CARROLL ST","11215","Brooklyn","BK06","39","40.6770784","-73.98630927","POINT (-73.98630927 40.6770784)"
"M0261","ERS","ELDRIDGE ST & BROOME ST","10002","Manhattan","MN03","1","40.71858343","-73.99174683","POINT (-73.99174683 40.71858343)"
"Q9814","ERS","88 AVE & 145 ST","11435","Queens","QN12","24","40.70436223","-73.81105396","POINT (-73.81105396 40.70436223)"
"Q9279","BARS","JUNCTION BLVD & CHRISTIE AVE","11373","Queens","QN04","21","40.73983722","-73.8671467","POINT (-73.8671467 40.73983722)"
"X3751","ERS","ARLINGTON AVE & W 235 ST","10463","Bronx","BX08","11","40.8860048","-73.91184837","POINT (-73.91184837 40.8860048)"
"B1950","ERS","ATLANTIC AVE & LINCOLN AVE","11208","Brooklyn","BK05","37","40.68241259","-73.8690191","POINT (-73.8690191 40.68241259)"
"B0630","ERS","WILLOUGHBY AVE & CLINTON AVE","11205","Brooklyn","BK02","35","40.6915448","-73.96849273","POINT (-73.96849273 40.6915448)"
"M1479","ERS","LEXINGTON AV & E 125 ST\KING BLVD","10035","Manhattan","MN11","9","40.80437468","-73.93741853","POINT (-73.93741853 40.80437468)"
"B0464","ERS","HENRY ST & CRANBERRY ST","11201","Brooklyn","BK02","33","40.69939442","-73.99207483","POINT (-73.99207483 40.69939442)"
"Q5536","BARS","HILLSIDE AVE & 215 ST","11427","Queens","QN13","23","40.72680968","-73.75003446","POINT (-73.75003446 40.72680968)"
"R1749","BARS","ARDMORE AVE & SOUTH GANNON AVE","10314","Staten Island","SI02","50","40.60738777","-74.13896698","POINT (-74.13896698 40.60738777)"
"B2795","ERS","14 AVE & 67 ST","11219","Brooklyn","BK10","43","40.62348994","-74.00052988","POINT (-74.00052988 40.62348994)"
"B3067","ERS","AVENUE I & E 19 ST","11230","Brooklyn","BK14","45","40.62797112","-73.95805293","POINT (-73.95805293 40.62797112)"
"R3038","BARS","PENDALE ST & MONTREAL AVE","10306","Staten Island","SI03","50","40.5579604","-74.12395112","POINT (-74.12395112 40.5579604)"
"B2153","ERS","GLENWOOD RD & E 99 ST","11236","Brooklyn","BK18","42","40.64618202","-73.90069188","POINT (-73.90069188 40.64618202)"
"M1033","ERS","3 AVE & E 72 ST","10021","Manhattan","MN08","4","40.76974919","-73.96060181","POINT (-73.96060181 40.76974919)"
"X3684","ERS","BRONX BLVD & E 224 ST","10466","Bronx","BX12","12","40.88829971","-73.86460022","POINT (-73.86460022 40.88829971)"
"B1458","ERS","4 AVE & 46 ST","11220","Brooklyn","BK07","38","40.64870738","-74.01024814","POINT (-74.01024814 40.64870738)"
"R3681","ERS","RICHMOND AVE & MEMPHIS AVE","10312","Staten Island","SI03","51","40.54916667","-74.16725863","POINT (-74.16725863 40.54916667)"
"R2498","ERS","BEACON AVE & ALTAMONT ST\RICHMOND VFD","10304","Staten Island","SI02","50","40.58054757","-74.11888176","POINT (-74.11888176 40.58054757)"
"Q3819","BARS","W SVC RD CLEARVIEW XWAY & 53 AVE","11364","Queens","QN11","20","40.74983909","-73.77465346","POINT (-73.77465346 40.74983909)"
"B2545","ERS","16 AVE & 43 ST","11219","Brooklyn","BK12","44","40.63439528","-73.98201469","POINT (-73.98201469 40.63439528)"
"Q9568","ERS","71 AVE & JUNO ST","11375","Queens","QN06","29","40.71394171","-73.84871373","POINT (-73.84871373 40.71394171)"
"R2026","ERS","CAPODANNO BLVD & HUNTER AVE","10306","Staten Island","SI02","50","40.57306188","-74.08769738","POINT (-74.08769738 40.57306188)"
"M1358","ERS","8 AVE & W 113 ST","10026","Manhattan","MN10","9","40.80248744","-73.95677811","POINT (-73.95677811 40.80248744)"
"M0819","ERS","9 AVE & W 46 ST","10036","Manhattan","MN04","3","40.76098873","-73.99076377","POINT (-73.99076377 40.76098873)"
"Q4800","ERS","90 AVE & 168 ST","11432","Queens","QN12","27","40.70778137","-73.79340154","POINT (-73.79340154 40.70778137)"
"Q1464","BARS","ROCKAWAY PT BLVD & BEACH 193 ST","11697","Queens","GNRA","32","40.56212821","-73.90230596","POINT (-73.90230596 40.56212821)"
"Q6665","BARS","204 ST 600' N OF FOOTHILL AVE","11423","Queens","QN08","23","40.7219397","-73.76184886","POINT (-73.76184886 40.7219397)"
"Q9688","ERS","JAMAICA AVE & 134 ST","11418","Queens","QN09","29","40.70235748","-73.81874883","POINT (-73.81874883 40.70235748)"
"X3613","ERS","BARKER AVE & MAGENTA ST","10467","Bronx","BX12","12","40.8753293","-73.86921534","POINT (-73.86921534 40.8753293)"
"R1466","BARS","DELAWARE AVE & BEAR ST","10304","Staten Island","SI02","50","40.59185979","-74.09530179","POINT (-74.09530179 40.59185979)"
"Q3845","BARS","HARDING XWAY N & 206 ST","11364","Queens","QN11","23","40.74539621","-73.77050383","POINT (-73.77050383 40.74539621)"
"Q4704","ERS","MATHIAS AVE & BREWER BLVD","11433","Queens","QN12","27","40.69083028","-73.78705689","POINT (-73.78705689 40.69083028)"
"B2006","ERS","SUTTER AVE & BRADFORD ST","11207","Brooklyn","BK05","42","40.66992633","-73.89148048","POINT (-73.89148048 40.66992633)"
"M0276","ERS","RIDGE ST & DELANCEY ST","10002","Manhattan","MN03","1","40.71741442","-73.98399542","POINT (-73.98399542 40.71741442)"
"R3837","ERS","RAMBLEWOOD AVE & OAKDALE ST","10308","Staten Island","SI03","51","40.54573164","-74.15520078","POINT (-74.15520078 40.54573164)"
"X2278","ERS","ST ANNS AVE & RAE ST","10455","Bronx","BX01","17","40.81737256","-73.9113805","POINT (-73.9113805 40.81737256)"
"Q8862","BARS","115 AVE & VAN WYCK XWAY E SVC RD","11436","Queens","QN12","28","40.68144916","-73.80427971","POINT (-73.80427971 40.68144916)"
"B0534","ERS","COURT ST & AMITY ST","11201","Brooklyn","BK06","39","40.68836464","-73.99300452","POINT (-73.99300452 40.68836464)"
"B1183","ERS","4 AVE & 90 ST","11209","Brooklyn","BK10","43","40.61983254","-74.02956408","POINT (-74.02956408 40.61983254)"
"Q7225","BARS","REVIEW AVE 1200' W OF LAUREL HILL BLVD","11101","Queens","QN02","26","40.72909848","-73.93145411","POINT (-73.93145411 40.72909848)"
"B0227","BARS","MARCY AVE & HOPE ST","11211","Brooklyn","BK01","34","40.71291373","-73.95503639","POINT (-73.95503639 40.71291373)"
"Q4487","ERS","CHERRY AVE & MURRAY ST","11355","Queens","QN07","20","40.75882042","-73.81120157","POINT (-73.81120157 40.75882042)"
"Q4663","BARS","CRYDERS LA & BURTON ST","11357","Queens","QN07","19","40.78880206","-73.79617682","POINT (-73.79617682 40.78880206)"
"M1034","ERS","PARK AVE & E 72 ST","10021","Manhattan","MN08","4","40.77111454","-73.96353315","POINT (-73.96353315 40.77111454)"
"Q5316","BARS","100 AVE & 199 ST","11423","Queens","QN12","27","40.71033481","-73.76034","POINT (-73.76034 40.71033481)"
"R4222","BARS","PRESTON AVE & KING ST","10312","Staten Island","SI03","51","40.53375614","-74.15758078","POINT (-74.15758078 40.53375614)"
"Q5905","ERS","137 RD & 244 ST","11422","Queens","QN13","31","40.66782116","-73.73310831","POINT (-73.73310831 40.66782116)"
"Q5516","BARS","89 AVE & HOLLIS COURT BLVD","11427","Queens","QN13","23","40.72292938","-73.75345844","POINT (-73.75345844 40.72292938)"
"X3790","ERS","INDEPENDENCE AVE & DODGES LA","10471","Bronx","BX08","11","40.89471443","-73.91148298","POINT (-73.91148298 40.89471443)"
"Q7709","BARS","24 AVE & 101 ST","11369","Queens","QN03","21","40.76674744","-73.86922791","POINT (-73.86922791 40.76674744)"
"R4315","ERS","BLOOMINGDALE RD & WOODROW RD","10309","Staten Island","SI03","51","40.54093995","-74.21763746","POINT (-74.21763746 40.54093995)"
"B1470","ERS","6 AVE & 40 ST","11232","Brooklyn","BK07","38","40.64937636","-74.00228696","POINT (-74.00228696 40.64937636)"
"X3879","ERS","BAYCHESTER AVE & CAMP ST","10466","Bronx","BX12","11","40.90083679","-73.84671668","POINT (-73.84671668 40.90083679)"
"M1314","ERS","CENTRAL PARK WEST & W 107 ST","10025","Manhattan",,"7","40.79871853","-73.95953659","POINT (-73.95953659 40.79871853)"
"Q9255","BARS","STRONG AVE & 102 ST","11368","Queens","QN04","21","40.74133607","-73.85932262","POINT (-73.85932262 40.74133607)"
"Q7069","BARS","HULL AVE & 66 ST","11378","Queens","QN05","30","40.72670899","-73.89865243","POINT (-73.89865243 40.72670899)"
"X3927","ERS","FIELDSTON RD & W 256 ST","10471","Bronx","BX08","11","40.90384463","-73.90038526","POINT (-73.90038526 40.90384463)"
"Q4710","ERS","140 AVE & 171 ST","11434","Queens","QN12","31","40.67102557","-73.7692019","POINT (-73.7692019 40.67102557)"
"Q1069","BARS","SEAGIRT BLVD & BEACH 14 ST","11691","Queens","QN14","31","40.59527141","-73.74820535","POINT (-73.74820535 40.59527141)"
"B0680","ERS","MARCY AVE & CLIFTON PL","11216","Brooklyn","BK03","36","40.68951081","-73.94803898","POINT (-73.94803898 40.68951081)"
"R4298","ERS","MOSELY AVE & FABIAN AVE","10312","Staten Island","SI03","51","40.53973253","-74.17417301","POINT (-74.17417301 40.53973253)"
"R0183","ERS","BARD AVE & SUNSET HILL DRIVE","10301","Staten Island","SI01","49","40.62445039","-74.10443491","POINT (-74.10443491 40.62445039)"
"M1353","ERS","MANHATTAN AVE & W 112 ST","10026","Manhattan","MN09","9","40.80246979","-73.95868839","POINT (-73.95868839 40.80246979)"
"X4793","ERS","E/S PARK AVE & E 182 ST","10457","Bronx","BX06","15","40.8546611","-73.89505346","POINT (-73.89505346 40.8546611)"
"Q7067","BARS","HULL AVE & REMSEN PL","11378","Queens","QN05","30","40.72542794","-73.90115801","POINT (-73.90115801 40.72542794)"
"B1404","ERS","2 AVE & 48 ST","11232","Brooklyn","BK07","38","40.65021429","-74.01576089","POINT (-74.01576089 40.65021429)"
"B2939","ERS","AVENUE L & E 12 ST","11230","Brooklyn","BK14","44","40.62009477","-73.9632679","POINT (-73.9632679 40.62009477)"
"B3378","ERS","AVENUE X & E 4 ST","11223","Brooklyn","BK15","47","40.59095287","-73.96651951","POINT (-73.96651951 40.59095287)"
"B0755","ERS","BUSHWICK AVE & STANHOPE ST","11221","Brooklyn","BK04","34","40.6942806","-73.92673532","POINT (-73.92673532 40.6942806)"
"M0027","ERS","SOUTH ST 250' S OF OLD SLIP","10004","Manhattan","MN01","1","40.70276385","-74.00881509","POINT (-74.00881509 40.70276385)"
"R2426","BARS","SCHEFFELIN AVE & LOWELL ST/RVFD","10306","Staten Island","SI02","50","40.5797295","-74.13543806","POINT (-74.13543806 40.5797295)"
"B0923","ERS","KINGSTON AVE & BERGEN ST","11216","Brooklyn","BK08","36","40.67564318","-73.94160932","POINT (-73.94160932 40.67564318)"
"M1697","ERS","EDGECOMBE AVE & W 166 ST","10032","Manhattan","MN12","10","40.83785012","-73.93638317","POINT (-73.93638317 40.83785012)"
"X2832","ERS","TAYLOR AVE & BRUCKNER BLVD N/B","10473","Bronx","BX09","18","40.8250917","-73.86398149","POINT (-73.86398149 40.8250917)"
"Q5301","BARS","BAISLEY BLVD & BREWER BLVD","11434","Queens","QN12","27","40.67836455","-73.77947817","POINT (-73.77947817 40.67836455)"
"Q6503","ERS","164 ST & 84 DR","11432","Queens","QN08","24","40.71392573","-73.80211146","POINT (-73.80211146 40.71392573)"
"R1279","BARS","OVERLOOK TERR & WINDERMERE RD","10305","Staten Island","SI02","50","40.60208382","-74.07794811","POINT (-74.07794811 40.60208382)"
"M0167","ERS","WEST ST & N MOORE ST","10013","Manhattan","MN01","1","40.72031851","-74.01216823","POINT (-74.01216823 40.72031851)"
"Q7087","ERS","51 AVE & 70 ST","11377","Queens","QN02","30","40.73555089","-73.89421608","POINT (-73.89421608 40.73555089)"
"Q8893","BARS","120 AVE & INWOOD ST","11436","Queens","QN12","28","40.67681275","-73.794044","POINT (-73.794044 40.67681275)"
"Q7756","BARS","30 AVE & 87 ST","11369","Queens","QN03","22","40.76170492","-73.88174766","POINT (-73.88174766 40.76170492)"
"X3575","ERS","WEBSTER AVE & E GUN HILL RD","10467","Bronx","BX07","11","40.87864614","-73.87159658","POINT (-73.87159658 40.87864614)"
"R0106","ERS","LAFAYETTE AVE & ARNOLD ST","10301","Staten Island","SI01","49","40.63802492","-74.09386276","POINT (-74.09386276 40.63802492)"
"B2258","ERS","GLENWOOD RD & E 87 ST","11236","Brooklyn","BK18","46","40.64030738","-73.90983126","POINT (-73.90983126 40.64030738)"
"B1217","ERS","8 AVE & 7 ST","11215","Brooklyn","BK06","39","40.66696331","-73.97821264","POINT (-73.97821264 40.66696331)"
"B2703","ERS","12 AVE & 45 ST","11219","Brooklyn","BK12","44","40.63859712","-73.99199028","POINT (-73.99199028 40.63859712)"
"R0979","BARS","UNION AVE & RICHMOND TERR","10303","Staten Island","SI01","49","40.63681702","-74.15794004","POINT (-74.15794004 40.63681702)"
"Q6657","BARS","PALO ALTO AVE & 188 ST","11432","Queens","QN08","24","40.71651727","-73.77424799","POINT (-73.77424799 40.71651727)"
"R0435","ERS","OSGOOD AVE & TARGEE ST","10304","Staten Island","SI01","49","40.61900053","-74.08478224","POINT (-74.08478224 40.61900053)"
"Q7376","BARS","36 AVE & 12 ST","11106","Queens","QN01","26","40.76080162","-73.93914474","POINT (-73.93914474 40.76080162)"
"B2595","ERS","11 AVE & 60 ST","11219","Brooklyn","BK12","44","40.63150351","-74.00295139","POINT (-74.00295139 40.63150351)"
"Q7132","BARS","JACKSON AVE & 46 AVE","11101","Queens","QN02","26","40.74561268","-73.94618648","POINT (-73.94618648 40.74561268)"
"Q4829","BARS","CLINTONVILLE ST & 19 AVE","11357","Queens","QN07","19","40.78145518","-73.80726216","POINT (-73.80726216 40.78145518)"
"X3828","ERS","HARPER AVE & LUSTRE ST","10466","Bronx","BX12","12","40.89110198","-73.83301809","POINT (-73.83301809 40.89110198)"
"B4215","ERS","79 ST & 7 AVENUE W/S VZ BRIDGE APP","11209","Brooklyn","BK10","43","40.62425882","-74.02024706","POINT (-74.02024706 40.62425882)"
"Q7124","BARS","46 RD & VERNON BLVD","11101","Queens","QN02","26","40.74618549","-73.9529457","POINT (-73.9529457 40.74618549)"
"B1855","ERS","RIDGEWOOD AVE & LINCOLN AVE","11208","Brooklyn","BK05","37","40.68611671","-73.86990891","POINT (-73.86990891 40.68611671)"
"Q2310","ERS","S/B CI PWAY 1/10 MI S OF F LEWIS BLVD","11357","Queens","QN07","19","40.78613234","-73.8052195","POINT (-73.8052195 40.78613234)"
"B1650","ERS","SARATOGA AVE & ATLANTIC AVE","11233","Brooklyn","BK16","41","40.67664704","-73.91646486","POINT (-73.91646486 40.67664704)"
"B0157","BARS","METROPOLITAN AVE & OLIVE ST","11211","Brooklyn","BK01","34","40.71459272","-73.93875477","POINT (-73.93875477 40.71459272)"
"B2582","ERS","12 AVE & 39 ST","11218","Brooklyn","BK12","39","40.64195565","-73.98849443","POINT (-73.98849443 40.64195565)"
"X2940","ERS","WASHINGTON AVE & E 175 ST","10457","Bronx","BX06","15","40.84473793","-73.89934758","POINT (-73.89934758 40.84473793)"
"Q2935","ERS","E SVC RD WHITESTONE XWAY & 20 AVE","11357","Queens","QN07","19","40.78159908","-73.82453917","POINT (-73.82453917 40.78159908)"
"R1078","BARS","MEDFORD RD & SPRING ST","10304","Staten Island","SI02","50","40.60344781","-74.0957818","POINT (-74.0957818 40.60344781)"
"Q5996","ERS","RIDGEDALE ST & LUCAS ST","11413","Queens","QN12","27","40.68269064","-73.75317065","POINT (-73.75317065 40.68269064)"
"Q5695","BARS","89  AVE & 238 ST","11426","Queens","QN13","23","40.72853909","-73.72940055","POINT (-73.72940055 40.72853909)"
"R3887","ERS","RICHMOND AVE & HILLTOP RD","10312","Staten Island","SI03","51","40.53596707","-74.15704288","POINT (-74.15704288 40.53596707)"
"X3386","ERS","W KINGSBRIDGE RD & KINGSBRIDGE TER","10463","Bronx","BX07","14","40.87036128","-73.90442003","POINT (-73.90442003 40.87036128)"
"X2983","ERS","E TREMONT AVE & ANTHONY AVE","10457","Bronx","BX05","15","40.84869243","-73.90328063","POINT (-73.90328063 40.84869243)"
"M0402","ERS","CLINTON ST & STANTON ST","10002","Manhattan","MN03","1","40.72023424","-73.98447732","POINT (-73.98447732 40.72023424)"
"R1569","ERS","TODT HILL RD & LORTEL AVE","10314","Staten Island","SI02","50","40.6099798","-74.11788101","POINT (-74.11788101 40.6099798)"
"Q7276","BARS","THOMSON AVE & 31 ST","11101","Queens","QN02","26","40.7449612","-73.93541365","POINT (-73.93541365 40.7449612)"
"Q2658","ERS","DEXTER CT BTW 85 DR & 86 RD","11421","Queens","QN09","30","40.6932196","-73.86832929","POINT (-73.86832929 40.6932196)"
"X3901","ERS","NEW POST RD & W 251 ST","10471","Bronx","BX08","11","40.89563351","-73.89774546","POINT (-73.89774546 40.89563351)"
"M1548","ERS","MADISON AVE & E 133 ST","10037","Manhattan","MN11","9","40.810811","-73.93681514","POINT (-73.93681514 40.810811)"
"Q6321","BARS","THORNHILL AVE & DOUGLASTON PWAY","11362","Queens","QN11","19","40.75839378","-73.74014565","POINT (-73.74014565 40.75839378)"
"X2223","ERS","GRAND CONCOURSE & E 149 ST","10451","Bronx","BX04","17","40.81855963","-73.92731653","POINT (-73.92731653 40.81855963)"
"Q5664","BARS","104 AVE & 207 ST","11429","Queens","QN13","27","40.71052983","-73.75156614","POINT (-73.75156614 40.71052983)"
"Q6547","BARS","82 RD & 164 PL","11432","Queens","QN08","24","40.71802146","-73.80231867","POINT (-73.80231867 40.71802146)"
"M1888","ERS","HARLEM RV DR SVC/RD-900' N OF W159 ST","10039","Manhattan","MN10","9","40.83445073","-73.93605438","POINT (-73.93605438 40.83445073)"
"Q8566","ERS","86 AVE & 94 ST","11421","Queens","QN09","32","40.69563151","-73.85139704","POINT (-73.85139704 40.69563151)"
"Q7735","BARS","27 AVE & ASTORIA BLVD AT 99 ST","11369","Queens","QN03","21","40.76217105","-73.87040097","POINT (-73.87040097 40.76217105)"
"Q6102","BARS","35 AVE & 203 ST","11361","Queens","QN11","19","40.76609705","-73.7844317","POINT (-73.7844317 40.76609705)"
"R1131","ERS","SOUTH AVE AND RAILROAD BRIDGE","10303","Staten Island","SI01","49","40.63392479","-74.16633964","POINT (-74.16633964 40.63392479)"
"Q6401","BARS","VAN ZANDT AVE & BROWVALE LA","11362","Queens","QN11","19","40.7660823","-73.73171622","POINT (-73.73171622 40.7660823)"
"R1552","ERS","WESTWOOD AVE & MANOR RD","10314","Staten Island","SI02","49","40.60635867","-74.12092054","POINT (-74.12092054 40.60635867)"
"Q4389","BARS","149 ST & 15 DR","11357","Queens","QN07","19","40.78576659","-73.81636579","POINT (-73.81636579 40.78576659)"
"M1667","ERS","BROADWAY & W 155 ST","10032","Manhattan","MN12","7","40.83276546","-73.94582395","POINT (-73.94582395 40.83276546)"
"Q4270","BARS","132 ST & 15 AVE","11356","Queens","QN07","19","40.78463237","-73.83633431","POINT (-73.83633431 40.78463237)"
"X5117","ERS","FOOD CNT DR ENT TO HP CO-OP MEAT MARKET","10474","Bronx","BX02","17","40.80800116","-73.87189725","POINT (-73.87189725 40.80800116)"
"B0847","ERS","ROCKAWAY AVE & MAC DOUGAL ST","11233","Brooklyn","BK16","37","40.68023987","-73.91122493","POINT (-73.91122493 40.68023987)"
"B0882","ERS","STUYVESANT AVE & PUTNAM AVE","11221","Brooklyn","BK03","36","40.68603234","-73.93266905","POINT (-73.93266905 40.68603234)"
"M1392","ERS","RIVERSIDE DR & W 116 ST","10024","Manhattan","MN09","7","40.80884158","-73.96581413","POINT (-73.96581413 40.80884158)"
"B1543","ERS","OCEAN AVE & CHURCH AVE","11226","Brooklyn","BK14","40","40.6500826","-73.96100797","POINT (-73.96100797 40.6500826)"
"B2214","ERS","AVENUE A & E 89 ST","11236","Brooklyn","BK17","45","40.65065993","-73.91890734","POINT (-73.91890734 40.65065993)"
"B0274","BARS","MESEROLE ST & WATERBURY ST","11206","Brooklyn","BK01","34","40.7086776","-73.93698021","POINT (-73.93698021 40.7086776)"
"R2477","BARS","BEACON AVE & RICHMOND RD/RVFD","10306","Staten Island","SI02","50","40.57590128","-74.12357065","POINT (-74.12357065 40.57590128)"
"B0347","ERS","GRAHAM AVE & COOK ST","11206","Brooklyn","BK01","34","40.70234555","-73.94238141","POINT (-73.94238141 40.70234555)"
"Q5623","BARS","115 AVE & 196 ST","11412","Queens","QN12","27","40.69705266","-73.75732997","POINT (-73.75732997 40.69705266)"
"Q9503","ERS","WOODHAVEN BLVD OPP 62 RD","11374","Queens","QN06","29","40.72618733","-73.87021136","POINT (-73.87021136 40.72618733)"
"B2758","ERS","10 AVE & 79 ST","11228","Brooklyn","BK10","43","40.62201418","-74.01640622","POINT (-74.01640622 40.62201418)"
"B3632","ERS","ORIENTAL BLVD & OCEAN AVE","11235","Brooklyn","BK15","48","40.57749959","-73.94726192","POINT (-73.94726192 40.57749959)"
"Q9732","BARS","73 AVE & 183 ST","11365","Queens","QN08","24","40.7316652","-73.78735294","POINT (-73.78735294 40.7316652)"
"Q4814","BARS","HARDING XWAY N & 171 ST","11365","Queens","QN07","20","40.73853382","-73.79810703","POINT (-73.79810703 40.73853382)"
"Q9698","ERS","91 AVE & 135 ST","11418","Queens","QN09","29","40.69921499","-73.81608677","POINT (-73.81608677 40.69921499)"
"R3170","BARS","SIMMONS LA  315'S OF VICTORY BLVD","10314","Staten Island","SI02","50","40.59453435","-74.18562267","POINT (-74.18562267 40.59453435)"
"X2582","ERS","NELSON AVE & W 168 ST","10452","Bronx","BX04","16","40.83836092","-73.92491804","POINT (-73.92491804 40.83836092)"
"Q5237","ERS","VAN WYCK XWAY W SVC RD & 130 AVE","11420","Queens","QN10","28","40.67130662","-73.80180337","POINT (-73.80180337 40.67130662)"
"R3473","ERS","FIELDWAY AVE & AMBOY RD","10308","Staten Island","SI03","51","40.55242985","-74.14369573","POINT (-74.14369573 40.55242985)"
"B1275","ERS","6 AVE & 13 ST","11215","Brooklyn","BK06","39","40.66563066","-73.98594773","POINT (-73.98594773 40.66563066)"
"M1209","ERS","5 AVE & E 92 ST","83","Manhattan","MN08","4","40.78534346","-73.95763599","POINT (-73.95763599 40.78534346)"
"Q6355","BARS","WEST DR & ARLEIGH RD","11363","Queens","QN11","19","40.77474082","-73.75240319","POINT (-73.75240319 40.77474082)"
"Q5855","ERS","SPRINGFIELD BLVD & EDGEWOOD AVE","11413","Queens","QN13","31","40.66966638","-73.75643734","POINT (-73.75643734 40.66966638)"
"Q9592","ERS","UNION TPK & KESSEL ST","11375","Queens","QN06","29","40.71027267","-73.84102608","POINT (-73.84102608 40.71027267)"
"M1640","ERS","RIVERSIDE DR & W 148 ST","10031","Manhattan","MN09","7","40.82892474","-73.95039474","POINT (-73.95039474 40.82892474)"
"B3919","ERS","RUGBY RD OPP WALDORF CT","11230","Brooklyn","BK14","45","40.63145423","-73.96352806","POINT (-73.96352806 40.63145423)"
"M1242","ERS","RIVERSIDE DR & W 97 ST","10025","Manhattan","MN07","6","40.79645143","-73.97410726","POINT (-73.97410726 40.79645143)"
"B1780","ERS","FULTON ST & WARWICK ST","11207","Brooklyn","BK05","37","40.67909754","-73.88730461","POINT (-73.88730461 40.67909754)"
"Q4766","ERS","BEAVER RD & 150 ST","11433","Queens","QN12","28","40.69910548","-73.80276783","POINT (-73.80276783 40.69910548)"
"Q4245","BARS","GRAND AVE & 58 PL","11378","Queens","QN05","30","40.71985696","-73.91048376","POINT (-73.91048376 40.71985696)"
"R0632","ERS","THOMPSON PL & JAMES PL","10305","Staten Island","SI01","49","40.60972107","-74.0711107","POINT (-74.0711107 40.60972107)"
"Q8728","ERS","144 AVE & LATHAM LA","11434","Queens","QN12","31","40.6687553","-73.77351332","POINT (-73.77351332 40.6687553)"
"M1123","ERS","RIVERSIDE DR & W 81 ST","10024","Manhattan","MN07","6","40.78618399","-73.98144778","POINT (-73.98144778 40.78618399)"
"R2824","ERS","ARTHUR KILL RD & GREAVES AVE/RVFD","10308","Staten Island","SI03","51","40.56569747","-74.15416757","POINT (-74.15416757 40.56569747)"
"B3677","ERS","DEVON AVE & EBONY CT","11229","Brooklyn","BK15","46","40.59284206","-73.92848301","POINT (-73.92848301 40.59284206)"
"Q5421","BARS","92 AVE & 218 ST","11428","Queens","QN13","23","40.72324958","-73.74132601","POINT (-73.74132601 40.72324958)"
"M1943","ERS","EAST PROM-R/O 580 MAIN ST-ROOSEVELT IS.","10044","Manhattan","MN08","5","40.76300738","-73.94906843","POINT (-73.94906843 40.76300738)"
"R0142","BARS","CLINTON AVE & CASSIDY PL","10301","Staten Island","SI01","49","40.64179245","-74.09808765","POINT (-74.09808765 40.64179245)"
"M1165","ERS","COLUMBUS AVE & W 86 ST","10024","Manhattan","MN07","6","40.78648646","-73.97217415","POINT (-73.97217415 40.78648646)"
"B3351","ERS","AVENUE Y & E 12 ST","11235","Brooklyn","BK15","48","40.58966542","-73.95859609","POINT (-73.95859609 40.58966542)"
"X3920","ERS","COLLEGE RD & W 252 ST","10471","Bronx","BX08","11","40.89702286","-73.89935754","POINT (-73.89935754 40.89702286)"
"M0322","ERS","GREENE ST & SPRING ST","10012","Manhattan","MN02","1","40.72379524","-74.00036757","POINT (-74.00036757 40.72379524)"
"B3110","ERS","AVENUE I & E 38 ST","11210","Brooklyn","BK18","45","40.62979489","-73.93960544","POINT (-73.93960544 40.62979489)"
"Q7318","BARS","SKILLMAN AVE & 44 ST","11104","Queens","QN02","26","40.74678391","-73.91986918","POINT (-73.91986918 40.74678391)"
"Q3149","ERS","75 RD & AUSTIN ST","11375","Queens","QN06","29","40.71673149","-73.8379587","POINT (-73.8379587 40.71673149)"
"R1795","BARS","WELLBROOK AVE & HAROLD ST","10314","Staten Island","SI02","49","40.60142969","-74.13024813","POINT (-74.13024813 40.60142969)"
"Q5638","BARS","111 AVE & 200 ST","11412","Queens","QN12","27","40.70406426","-73.75651887","POINT (-73.75651887 40.70406426)"
