"license_nbr","license_type","lic_expir_dd","license_status","license_creation_date","industry","business_name","business_name_2","address_building","address_street_name","address_street_name_2","address_city","address_state","address_zip","contact_phone","address_borough","detail","community_board","council_district","bin","bbl","nta","census_tract","detail_2","longitude","latitude","location"
"1279121-DCA","Business","2024-06-30T00:00:00.000","Active","2008-03-11T00:00:00.000","Electronic & Appliance Service","TECH ELECTRONICS SHOP INC.",,"16804","UNION TPKE",,"FRESH MEADOWS","NY","11366","7188200080","Queens","4","408","24","4152117","4070190001",,,,"-73.80003968278501","40.72298303111164","
,  
(40.72298303111164, -73.80003968278501)"
"2086808-DCA","Individual","2024-02-28T00:00:00.000","Active","2019-06-05T00:00:00.000","Process Server Individual","SHI, MICHAEL",,,,,"BAYSIDE","NY","11364",,,,,,,,,,,,,
"1439255-DCA","Business","2024-06-30T00:00:00.000","Active","2012-07-31T00:00:00.000","Electronic & Appliance Service","QUEZADA, AMAURY","MASTER AUTO SOUND","7614","ATLANTIC AVE",,"OZONE PARK","NY","11416","7182968303","Queens","4","409","32","4186880","4090010006",,,,"-73.86327241665845","40.684036644236414","
,  
(40.684036644236414, -73.86327241665845)"
"2105598-1-DCA","Business","2023-12-31T00:00:00.000","Active","2022-04-27T00:00:00.000","Tobacco Retail Dealer","FOOD YOU DESIRE CORP",,"8917","5TH AVE",,"BROOKLYN","NY","11209","3472727225","Brooklyn","3","310","43","3154225","3060670004",,,,"-74.02783348570989","40.61959291124509","
,  
(40.61959291124509, -74.02783348570989)"
"2107651-DCA","Individual","2023-09-30T00:00:00.000","Active","2022-07-21T00:00:00.000","General Vendor","NDIAYE, KHADY",,,,,"BRONX","NY","10456",,,,,,,,,,"General Vendor Type: General Vendor (White)",,,
"2075576-DCA","Business","2020-06-30T00:00:00.000","Inactive","2018-07-13T00:00:00.000","Electronic & Appliance Service","AZCONA, RAMON",,"1056","GREENE AVE",,"BROOKLYN","NY","11221","7185520800","Brooklyn","3","303","41","3044196","3016230035","BK35","387",,"-73.9255075787529","40.69134270498445","
,  
(40.69134270498445, -73.9255075787529)"
"2049216-2-DCA","Business","2022-12-31T00:00:00.000","Inactive","2017-03-07T00:00:00.000","Tobacco Retail Dealer","OUR GOURMET DELI CORP",,"8917","5TH AVE",,"BROOKLYN","NY","11209","718-836-0165","Brooklyn","3","310","43","3154225","3060670004","BK31","160",,"-74.02783348570989","40.61959291124509","
,  
(40.61959291124509, -74.02783348570989)"
"2072686-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-05T00:00:00.000","Electronic Cigarette Dealer","GALABYA, RAJ K","RAJ NEWSTAND","N/W/C","MAIDEN LANE","WILLIAM STREET","NEW YORK","NY","10005","917-287-6728","Manhattan","1","101","01",,,,,,"-74.00800367479317","40.70797786256731","
,  
(40.70797786256731, -74.00800367479317)"
"2048095-DCA","Business","2023-03-31T00:00:00.000","Inactive","2017-02-06T00:00:00.000","Garage","PROPARK AMERICA NEW YORK LLC",,"401","W 110TH ST",,"NEW YORK","NY","10025","5169289767","Manhattan","1","109","07","1087754","1018650040","MN09","19701","Vehicle Spaces: 148, Bicycle Spaces: 15","-73.96148909506633","40.801984727411416","
,  
(40.801984727411416, -73.96148909506633)"
"2075433-DCA","Individual","2020-10-31T00:00:00.000","Inactive","2018-07-11T00:00:00.000","Tow Truck Driver","kanaya, talesh",,,,,"BRONX","NY","10466",,,,,,,,,,,,,
"1434339-DCA","Business","2023-12-31T00:00:00.000","Inactive","2012-06-15T00:00:00.000","Tobacco Retail Dealer","GREAT LAND DELI CORP",,"290","KNICKERBOCKER AVE",,"BROOKLYN","NY","11237","718-497-4864","Brooklyn","3","304","34","3073176","3032190027","BK77","429",,"-73.92377907620258","40.701886973921766","
,  
(40.701886973921766, -73.92377907620258)"
"2072809-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-06T00:00:00.000","Electronic Cigarette Dealer","MUKTI 49 PETROLEUM INC.","BP","9949","HORACE HARDING EXPY",,"CORONA","NY","11368","7185921247","Queens","4","404","21","4047916","4019480027","QN25","43702",,"-73.85756843204375","40.73633673538162","
,  
(40.73633673538162, -73.85756843204375)"
"2022177-DCA","Business","2023-03-31T00:00:00.000","Inactive","2015-05-05T00:00:00.000","Garage","SP PLUS CORPORATION",,"141-151","W 83RD ST",,"NEW YORK","NY","10024","2125025490","Manhattan","1","107","06",,,"MN12","169","Vehicle Spaces: 182, Bicycle Spaces: 18","-73.97483091455368","40.785064408269015","
,  
(40.785064408269015, -73.97483091455368)"
"2105544-DCA","Individual","2023-07-31T00:00:00.000","Active","2022-04-26T00:00:00.000","Ticket Seller","ALEXIS, JOSLY",,,,,"BROOKLYN","NY","11212",,,,,,,,,,,,,
"2105547-DCA","Individual","2023-07-31T00:00:00.000","Active","2022-04-26T00:00:00.000","Ticket Seller","ABALO, KOSSI",,,,,"BRONX","NY","10457",,,,,,,,,,,,,
"2094078-DCA","Business","2023-07-31T00:00:00.000","Active","2020-01-30T00:00:00.000","Secondhand Dealer - General","Best Wireless Graham Avenue Inc",,"31","GRAHAM AVE",,"BROOKLYN","NY","11206","2122222292","Brooklyn","3","301","34","3071561","3031130022",,,,"-73.94241005416572","40.7024495016966","
,  
(40.7024495016966, -73.94241005416572)"
"2078117-DCA","Business","2020-08-15T00:00:00.000","Inactive","2018-09-13T00:00:00.000","Sidewalk Cafe","ESQEV LLC","EMMY SQUARED","83","1ST AVE",,"NEW YORK","NY","10003","9175022793","Manhattan","1","103","02","1077683","1004477501","MN22","38","Sidewalk Cafe Type: Unenclosed, Square Feet: 231, Tables: 8, Chairs: 18","-73.98654631912504","40.72587319157503","
,  
(40.72587319157503, -73.98654631912504)"
"2084024-DCA","Business","2024-06-30T00:00:00.000","Active","2019-04-02T00:00:00.000","Electronic & Appliance Service","125 AMSTERDAM WIRELESS INC.",,"501","W 125TH ST",,"NEW YORK","NY","10027",,"Manhattan","1","109","07","1059700","1019820024",,,,"-73.95637057914557","40.81352995714842","
,  
(40.81352995714842, -73.95637057914557)"
"2075778-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-17T00:00:00.000","Electronic Cigarette Dealer","VIRAJ GROCERY STORE INC.",,"280","MORNINGSTAR RD",,"STATEN ISLAND","NY","10303","917-647-0284","Staten Island","5","501","49","5026623","5011540026","SI12","239",,"-74.14688367723141","40.63126388538218","
,  
(40.63126388538218, -74.14688367723141)"
"2115180-DCA","Business","2025-02-28T00:00:00.000","Active","2023-07-18T00:00:00.000","Home Improvement Contractor","HOME SQUIRREL NY LLC",,"116","AVERY AVE",,"PATCHOGUE","NY","11772","6315263031","Outside NYC",,,,,,,,,,,
"2075466-1-DCA","Business","2023-11-30T00:00:00.000","Inactive","2018-07-11T00:00:00.000","Electronic Cigarette Dealer","PYUN, KISUN","7-ELEVEN","1440","FOREST AVE",,"STATEN ISLAND","NY","10302","7184201340","Staten Island","5","501","49","5106785","5003930011","SI07","201",,"-74.13657697953764","40.62458752996328","
,  
(40.62458752996328, -74.13657697953764)"
"1366638-DCA","Individual","2025-05-31T00:00:00.000","Active","2010-08-16T00:00:00.000","Locksmith","KINSELLA, MICHAEL J",,,,,"BROOKLYN","NY","11218",,,,,,,,,,,,,
"2059625-DCA","Individual","2019-02-28T00:00:00.000","Inactive","2017-10-19T00:00:00.000","Home Improvement Salesperson","CRIOLLO, CARLOS",,,,,"PEEKSKILL","NY","10566",,,,,,,,,,,,,
"1140503-DCA","Individual","2009-10-31T00:00:00.000","Inactive","2003-05-23T00:00:00.000","Home Improvement Salesperson","JEAN-PIERRE, CHRISTO",,,,,"QUEENS VLG","NY","11429",,,,,,,,,,,,,
"2098310-DCA","Business","2024-06-30T00:00:00.000","Active","2021-04-07T00:00:00.000","Electronic & Appliance Service","DR FIRST APPLIANCES LLC",,"590","WILLIAMS AVE",,"BROOKLYN","NY","11207","9292334476","Brooklyn","3","305","42","3085415","3038350046",,,,"-73.89706285353694","40.66143839812184","
,  
(40.66143839812184, -73.89706285353694)"
"1057756-DCA","Individual","2024-03-31T00:00:00.000","Active","2000-07-31T00:00:00.000","Sightseeing Guide","HANKE, VOLKER C.",,,,,"STATEN ISLAND","NY","10301",,,,,,,,,,,,,
"2106464-DCA","Business","2023-02-28T00:00:00.000","Inactive","2022-06-01T00:00:00.000","Home Improvement Contractor","ROBERTS,JELANI","KEEPEM MUSED","1221","E 86TH ST",,"BROOKLYN","NY","11236","9295988028","Brooklyn","3","318","46","3226855","3080650032",,,,"-73.90286770696419","40.63296080796511","
,  
(40.63296080796511, -73.90286770696419)"
"2070690-DCA","Business","2019-12-31T00:00:00.000","Inactive","2018-05-07T00:00:00.000","Laundries","BAI LI LAUNDROMAT INC",,"8919","80TH ST",,"WOODHAVEN","NY","11421","6463091817","Queens","4","409","32","4185400","4089650053","QN53","8","Laundry Type: Retail Laundry","-73.86129446162902","40.688508259469494","
,  
(40.688508259469494, -73.86129446162902)"
"2105589-DCA","Individual","2023-07-31T00:00:00.000","Active","2022-04-27T00:00:00.000","Ticket Seller","NUNEZ, JOSE",,,,,"STATEN ISLAND","NY","10301",,,,,,,,,,,,,
"2075379-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-11T00:00:00.000","Electronic Cigarette Dealer","MUKTI 321 PETROELUM INC","BP","25202","UNION TPKE",,"BELLEROSE","NY","11426","7187495864","Queens","4","413","23","4174554","4085650001","QN43","157101",,"-73.71836048841745","40.74362578374005","
,  
(40.74362578374005, -73.71836048841745)"
"2064854-DCA","Business","2024-09-30T00:00:00.000","Active","2018-01-11T00:00:00.000","Newsstand","HOSSAIN, TAMANNA S",,"S/E/C","WEST   14 STREET","8 AVENUE","NEW YORK","NY","10011","718-864-2070","Manhattan","1","102","03",,,,,,"-74.00252241397993","40.73975142777679","
,  
(40.73975142777679, -74.00252241397993)"
"1447607-DCA","Business","2024-06-30T00:00:00.000","Active","2012-10-12T00:00:00.000","Electronic & Appliance Service","BENSONHURST AUTO SOUND INC.",,"8635","18TH AVE",,"BROOKLYN","NY","11214","7182343450","Brooklyn","3","311","47","3166598","3063690028",,,,"-74.00338171795059","40.606544736563514","
,  
(40.606544736563514, -74.00338171795059)"
"2071967-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-05-29T00:00:00.000","Electronic Cigarette Dealer","216 SAL DELI & GROCERY CORP",,"216","AVENUE B",,"NEW YORK","NY","10009","212-477-1841","Manhattan","1","103","02","1005252","1004070037","MN22","34",,"-73.97847459385697","40.72884453677296","
,  
(40.72884453677296, -73.97847459385697)"
"2103669-DCA","Individual","2023-07-31T00:00:00.000","Active","2022-01-28T00:00:00.000","Ticket Seller","AGYEMANG, OSEI",,,,,"BRONX","NY","10453",,,,,,,,,,,,,
"2104748-DCA","Individual","2023-05-31T00:00:00.000","Inactive","2022-03-25T00:00:00.000","Locksmith","MINUTO, LEONARD",,,,,"WEST PALM BEACH","FL","33411",,,,,,,,,,,,,
"1241040-DCA","Business","2024-06-30T00:00:00.000","Active","2006-10-11T00:00:00.000","Electronic & Appliance Service","APPLIANCES R. RUSS, INC.",,"231","QUINTARD ST",,"STATEN ISLAND","NY","10305","7186883767","Staten Island","5","502","50","5050161","5033930046",,,,"-74.08138086939888","40.59172425435218","
,  
(40.59172425435218, -74.08138086939888)"
"2098048-DCA","Individual","2022-02-28T00:00:00.000","Inactive","2021-03-12T00:00:00.000","Process Server Individual","MASOUD, SAADAH",,,,,"BROOKLYN","NY","11228",,,,,,,,,,,,,
"2105518-DCA","Individual","2024-02-28T00:00:00.000","Active","2022-04-25T00:00:00.000","Process Server Individual","MERCADO, SUEGEIL",,,,,"BROOKLYN","NY","11217",,,,,,,,,,,,,
"2086609-DCA","Business","2024-06-30T00:00:00.000","Active","2019-05-30T00:00:00.000","Electronic & Appliance Service","COMPUTER SMART SHOP LTD",,"5412","AVENUE N",,"BROOKLYN","NY","11234","516-984-4888","Brooklyn","3","318","46","3254636","3078997501",,,,"-73.9227892720016","40.619197059782216","
,  
(40.619197059782216, -73.9227892720016)"
"2070114-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-04-27T00:00:00.000","Electronic Cigarette Dealer","FIRST CHOICE NEWS INC",,"639","BROADWAY",,"NEW YORK","NY","10012","2124772044","Manhattan","1","102","01","1008236","1005230038","MN23","5501",,"-73.99602411965768","40.72632953855936","
,  
(40.72632953855936, -73.99602411965768)"
"2101910-DCA","Business","2025-02-28T00:00:00.000","Active","2021-10-04T00:00:00.000","Home Improvement Contractor","NEW EMPIRE RENOVATIONS CORP.",,"85","N LONG BEACH AVE",,"FREEPORT","NY","11520","5164489561","Outside NYC",,,,,,,,,,,
"2068145-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-03-22T00:00:00.000","Electronic Cigarette Dealer","BHH ENTERPRISE INC","EZ MINI MART","52","RIVINGTON ST",,"NEW YORK","NY","10002","212-475-7962","Manhattan","1","103","01","1075912","1004217501","MN27","3601",,"-73.9907537769954","40.72081227275736","
,  
(40.72081227275736, -73.9907537769954)"
"2066635-1-DCA","Business","2023-12-31T00:00:00.000","Active","2018-02-23T00:00:00.000","Tobacco Retail Dealer","SWETA ARORA AND SATINDER ARORA","39TH BODEGA","269","W 39TH ST",,"NEW YORK","NY","10018","212-840-6950","Manhattan","1","105","03","1014496","1007890007","MN17","113",,"-73.99013544337123","40.75489930122157","
,  
(40.75489930122157, -73.99013544337123)"
"2096979-1-DCA","Business","2023-11-30T00:00:00.000","Active","2020-11-19T00:00:00.000","Electronic Cigarette Dealer","Karan Vadhan",,"SWC","W 34TH ST","6 AVENUE","NEW YORK","NY","10001","917-929-6121","Manhattan","1","105","03","1015199","1008090045",,,,"-73.98827023617238","40.74998602973073","
,  
(40.74998602973073, -73.98827023617238)"
"1397792-DCA","Business","2024-06-30T00:00:00.000","Active","2011-06-23T00:00:00.000","Electronic & Appliance Service","HATZISTEFANIDIS, STEPHEN","SDIGITAL COMPUTER AND NETWORKING SYSTEMS","2315","24TH AVE",,"ASTORIA","NY","11102","7183378788","Queens","4","401","22","4019230","4008750003",,,,"-73.92033666771977","40.77578986128961","
,  
(40.77578986128961, -73.92033666771977)"
"0937773-DCA","Business","2017-12-31T00:00:00.000","Inactive","1996-06-12T00:00:00.000","Laundry","IPANEMA LAUNDRY, INC",,"25","MALCOLM X BLVD",,"NEW YORK","NY","10026",,"Manhattan","1","110","9","1054959","1018210031","MN11","216",,"-73.95183999373246","40.79907717872112","
,  
(40.79907717872112, -73.95183999373246)"
"1192441-DCA","Individual","2013-10-31T00:00:00.000","Inactive","2012-03-15T00:00:00.000","Home Improvement Salesperson","SHAKOOR, MOHAMMAD N",,,,,"BROOKLYN","NY","11235",,,,,,,,,,,,,
"1163695-DCA","Individual","2010-03-31T00:00:00.000","Inactive","2004-04-07T00:00:00.000","Sightseeing Guide","THOMPSON, ELIZABETH P.",,,,,"BROOKLYN","NY","11222",,,,,,,,,,,,,
"2020072-DCA","Individual","2017-02-28T00:00:00.000","Inactive","2015-03-26T00:00:00.000","Home Improvement Salesperson","BROWN, MICHAEL EDWIN",,,,,"SCARSDALE","NY","10583",,,,,,,,,,,,,
"1136821-DCA","Business","2023-12-31T00:00:00.000","Inactive","2003-04-21T00:00:00.000","Tobacco Retail Dealer","MANIDA FOOD CENTER, INC.",,"622","MANIDA ST",,"BRONX","NY","10474","718-861-6394","Bronx","2","202","17","2006661","2027650290","BX27","93",,"-73.88789517492334","40.81261912301937","
,  
(40.81261912301937, -73.88789517492334)"
"2115230-DCA","Individual","2024-03-31T00:00:00.000","Active","2023-07-20T00:00:00.000","Sightseeing Guide","Scott, Max",,,,,"JACKSON HEIGHTS","NY","11372",,,,,,,,,,,,,
"2072438-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-02T00:00:00.000","Electronic Cigarette Dealer","270 MARKET, INC.",,"270","W 47TH ST",,"NEW YORK","NY","10036","212-278-8008","Manhattan","1","105","03","1024748","1010180061","MN17","125",,"-73.98662966054061","40.76003985456557","
,  
(40.76003985456557, -73.98662966054061)"
"2074817-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-29T00:00:00.000","Electronic Cigarette Dealer","RIDGE ORGANIC INC",,"8204","3RD AVE",,"BROOKLYN","NY","11209","347-531-3741","Brooklyn","3","310","43","3152040","3060060037","BK31","62",,"-74.0299329007695","40.62625673668451","
,  
(40.62625673668451, -74.0299329007695)"
"1373772-DCA","Business","2023-02-28T00:00:00.000","Inactive","2010-10-07T00:00:00.000","Home Improvement Contractor","TAYLOR, III THOMAS E","TAYLOR PAINTING & STUDIO","70","LA SALLE ST",,"NEW YORK","NY","10027","6463197334","Manhattan","1","109","07","1084110","1019780001",,,,"-73.95847324804707","40.81331664538997","
,  
(40.81331664538997, -73.95847324804707)"
"2065404-DCA","Business","2019-02-28T00:00:00.000","Inactive","2018-01-26T00:00:00.000","Home Improvement Contractor","SUPERSONIC GROUP INC.",,"5","HIGHLAND LN",,"STATEN ISLAND","NY","10308","9177806669","Staten Island","5","503","51","5092021","5053130031","SI54","15603",,"-74.1468599144243","40.536968881665906","
,  
(40.536968881665906, -74.1468599144243)"
"2072329-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-05-31T00:00:00.000","Electronic Cigarette Dealer","NEW YORK DELI OF WILLIAMSBURG CORP",,"82","HAVEMEYER ST",,"BROOKLYN","NY","11211","718-599-4891","Brooklyn","3","301","34","3062492","3023680023","BK73","519",,"-73.9561039107654","40.713931395953274","
,  
(40.713931395953274, -73.9561039107654)"
"2073568-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-16T00:00:00.000","Electronic Cigarette Dealer","AARON INC",,"6705","18TH AVE",,"BROOKLYN","NY","11204","347-729-0830","Brooklyn","3","311","47","3134662","3055690006","BK28","260",,"-73.99157130078643","40.61775147139107","
,  
(40.61775147139107, -73.99157130078643)"
"2091369-DCA","Business","2024-03-31T00:00:00.000","Active","2019-10-11T00:00:00.000","Stoop Line Stand","KAPAMILYA RESTAURANT & BAKE SHOP","Fritzies bake shop","6910","ROOSEVELT AVE",,"WOODSIDE","NY","11377","718-507-0205","Queens","4","402","26","4030351","4013010029",,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0","-73.89612325285016","40.74634690919477","
,  
(40.74634690919477, -73.89612325285016)"
"2107613-DCA","Business","2023-07-31T00:00:00.000","Active","2022-07-20T00:00:00.000","Secondhand Dealer - General","CENTRAL HUB AUTOMOTIVE REPAIRS INC",,"496","RALPH AVE",,"BROOKLYN","NY","11233","6463877452","Brooklyn","3","308","41","3330705","3013690046",,,,"-73.92226630837021","40.67234672759652","
,  
(40.67234672759652, -73.92226630837021)"
"1412382-DCA","Business","2024-06-30T00:00:00.000","Active","2011-10-28T00:00:00.000","Electronic & Appliance Service","CREATIVE AUDIO & SECURITY, INC.",,"355","65TH ST",,"BROOKLYN","NY","11220","6462089821","Brooklyn","3","310","38","3144152","3058170050",,,,"-74.02237906908834","40.638618236936495","
,  
(40.638618236936495, -74.02237906908834)"
"2090685-DCA","Individual","2020-10-31T00:00:00.000","Inactive","2019-09-19T00:00:00.000","Tow Truck Driver","mazhar, imran",,,,,"BROOKLYN","NY","11229",,,,,,,,,,,,,
"2078749-DCA","Business","2025-02-28T00:00:00.000","Active","2018-10-02T00:00:00.000","Home Improvement Contractor","LONG ISLAND RESTORATION LLC","RESTORATION 1 OF SUFFOLK COUNTY","5","RUMFORD RD",,"KINGS PARK","NY","11754","631-320-2008","Outside NYC",,,,,,,,,,,
"1387881-DCA","Business","2024-02-28T00:00:00.000","Active","2011-04-14T00:00:00.000","Process Serving Agency","FLASHPOINT INVESTIGATIONS, INC.",,"8303","24TH AVE",,"EAST ELMHURST","NY","11370","7186109696","Queens","4","403","22","4023527","4010780044",,,,"-73.8859031997765","40.765001523207424","
,  
(40.765001523207424, -73.8859031997765)"
"2051380-2-DCA","Business","2020-12-31T00:00:00.000","Inactive","2017-04-18T00:00:00.000","Tobacco Retail Dealer","BRIGHTON'S BEST DELI CORP",,"1133","BRIGHTON BEACH AVE",,"BROOKLYN","NY","11235","718-676-0207","Brooklyn","3","313","48","3245666","3087170020","BK19","61004",,"-73.95583347132629","40.577682964880154","
,  
(40.577682964880154, -73.95583347132629)"
"2072282-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-05-31T00:00:00.000","Electronic Cigarette Dealer","ONE STOP TO SHOP GOURMET & DELI CORP",,"1339","FULTON ST",,"BROOKLYN","NY","11216","718-783-2383","Brooklyn","3","303","36","3053248","3018490035","BK75","249",,"-73.94800310083563","40.680312851038515","
,  
(40.680312851038515, -73.94800310083563)"
"1352907-DCA","Business","2024-04-30T00:00:00.000","Active","2012-03-20T00:00:00.000","Tow Truck Company","T.J. AUTO DOCTOR INC.",,"3602","21ST ST",,"ASTORIA","NY","11106","7183920250","Queens","4","401","26","4004274","4003490016",,,"Active Plate Numbers:  7292","-73.93698573884518","40.759694027043835","
,  
(40.759694027043835, -73.93698573884518)"
"2057848-DCA","Individual","2024-03-31T00:00:00.000","Active","2017-09-05T00:00:00.000","Sightseeing Guide","WENDY, PINCUS",,,,,"ASTORIA","NY","11105",,,,,,,,,,,,,
"2063281-DCA","Business",,"Inactive","2017-12-14T00:00:00.000","Laundries","USA 88 FORTUNE, INC","CORONA 88 LAUNDROMAT","10303","37TH AVE",,"CORONA","NY","11368","7182623756","Queens","4","403","21","4043400","4017450031","QN26","379","Laundry Type: Retail Laundry","-73.86431049126128","40.75330745013604","
,  
(40.75330745013604, -73.86431049126128)"
"2074691-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-28T00:00:00.000","Electronic Cigarette Dealer","SWETA ARORA AND SATINDER ARORA",,"269","W 39TH ST",,"NEW YORK","NY","10018","212-840-6950","Manhattan","1","105","03","1014496","1007890007","MN17","113",,"-73.99013544337123","40.75489930122157","
,  
(40.75489930122157, -73.99013544337123)"
"2072661-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-05T00:00:00.000","Electronic Cigarette Dealer","NOR CREST SERVICE STATION INC.",,"17802","UNION TPKE",,"FLUSHING","NY","11366",,"Queens","4","408","24","4155423","4072270029","QN06","1277",,"-73.78992395740212","40.72632735608902","
,  
(40.72632735608902, -73.78992395740212)"
"2020738-DCA","Business","2024-06-30T00:00:00.000","Active","2015-04-09T00:00:00.000","Electronic & Appliance Service","ACCESS INTERNET CAFE CORP","Forum Cafe","2513","BROADWAY",,"ASTORIA","NY","11106","7186068866","Queens","4","401","22","4007102","4005790016",,,,"-73.92820307873986","40.76331743980176","
,  
(40.76331743980176, -73.92820307873986)"
"2033361-DCA","Business","2024-02-28T00:00:00.000","Active","2016-02-17T00:00:00.000","Process Serving Agency","NEW PHAZE PROCESS SERVICE INC",,"845","SOUTHERN DR",,"FRANKLIN SQUARE","NY","11010","5168306425","Outside NYC",,,,,,,,,,,
"1352473-DCA","Business","2021-12-31T00:00:00.000","Inactive","2010-04-30T00:00:00.000","Tobacco Retail Dealer","HEIGHTS DELI AND CONVENIENCE CORP.",,"89","MONTAGUE ST",,"BROOKLYN","NY","11201","917-202-5422","Brooklyn","3","302","33","3255619","3002427501","BK09","501",,"-73.99561847871712","40.69516274603665","
,  
(40.69516274603665, -73.99561847871712)"
"2083544-2-DCA","Business","2022-11-30T00:00:00.000","Inactive","2019-03-21T00:00:00.000","Electronic Cigarette Dealer","PHIL UP PETROLEUM INC.",,"2955","CROPSEY AVE",,"BROOKLYN","NY","11214","917-660-2028","Brooklyn","3","313","47","3188542","3069970325","BK21","348",,"-73.98631589897815","40.58296066050316","
,  
(40.58296066050316, -73.98631589897815)"
"0730691-DCA","Business","2024-06-30T00:00:00.000","Active","1994-06-17T00:00:00.000","Electronic & Appliance Service","J & R TELEVISION & AIR CONDITIONING SERVICE & SALES, INC",,"108","7TH AVE",,"BROOKLYN","NY","11215","7186383040","Brooklyn","3","306","39","3020201","3009570039",,,,"-73.97575965466343","40.674042002874955","
,  
(40.674042002874955, -73.97575965466343)"
"2105522-1-DCA","Business","2023-12-31T00:00:00.000","Active","2022-04-25T00:00:00.000","Tobacco Retail Dealer","HUNTS POINT DELI CORP",,"1331","SENECA AVE",,"BRONX","NY","10474","9174718703","Bronx","2","202","17","2006383","2027610139",,,,"-73.8862043005336","40.81907305325831","
,  
(40.81907305325831, -73.8862043005336)"
"1321830-DCA","Individual","2024-03-31T00:00:00.000","Active","2009-06-12T00:00:00.000","Sightseeing Guide","DEPAOLIS, DAMIEN",,,,,"NEW YORK","NY","10002",,,,,,,,,,,,,
"2071299-DCA","Business","2024-05-01T00:00:00.000","Active","2018-05-16T00:00:00.000","Employment Agency","CENTRAL PARK RPN, PLLC",,"590","MADISON AVE",,"NEW YORK","NY","10022","3475260259","Manhattan","1","105","04","1035778","1012920015",,,,"-73.972478754967","40.762145306022575","
,  
(40.762145306022575, -73.972478754967)"
"2067463-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-03-08T00:00:00.000","Electronic Cigarette Dealer","559 SMOKE SHOP INC",,"559","4TH AVE",,"BROOKLYN","NY","11215","718-404-7897","Brooklyn","3","307","39","3023892","3010470001","BK37","141",,"-73.99214912495523","40.66622442041491","
,  
(40.66622442041491, -73.99214912495523)"
"2016497-DCA","Business","2019-02-28T00:00:00.000","Inactive","2014-12-16T00:00:00.000","Home Improvement Contractor","EXEL CONSTRUCTION CORP",,"2811","213TH ST",,"BAYSIDE","NY","11360","6463274000","Queens","4","411","19","4133778","4060130018","QN46","1093",,"-73.77633821647993","40.77638533058267","
,  
(40.77638533058267, -73.77633821647993)"
"2067037-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-02-28T00:00:00.000","Electronic Cigarette Dealer","ZEE SMOKE & COVENIENCE INC",,"246","E 14TH ST",,"NEW YORK","NY","10003","2127777466","Manhattan","1","103","02","1006906","1004690030","MN22","40",,"-73.98611553449003","40.73283384080331","
,  
(40.73283384080331, -73.98611553449003)"
"2107665-DCA","Business","2024-06-30T00:00:00.000","Active","2022-07-21T00:00:00.000","Electronic & Appliance Service","STAR TECH WIRELESS CORP",,"113","DYCKMAN ST",,"NEW YORK","NY","10040","9178499433","Manhattan","1","112","10","1064707","1022170001",,,,"-73.92504157190068","40.86208424781552","
,  
(40.86208424781552, -73.92504157190068)"
"2074851-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-02T00:00:00.000","Electronic Cigarette Dealer","GALAXY STATION & MINIMART INC.",,"8505","ASTORIA BLVD",,"EAST ELMHURST","NY","11370","7185058055","Queens","4","403","22","4024048","4010970001","QN28","329",,"-73.8838825361389","40.764472513472626","
,  
(40.764472513472626, -73.8838825361389)"
"1328994-DCA","Business","2024-06-30T00:00:00.000","Active","2009-08-11T00:00:00.000","Electronic & Appliance Service","COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE","517","E 117TH ST",,"NEW YORK","NY","10035","718-965-7603","Manhattan","1","111","08","1088112","1017160008",,,,"-73.93240828404274","40.795633766410916","
,  
(40.795633766410916, -73.93240828404274)"
"2107509-DCA","Business","2024-03-31T00:00:00.000","Active","2022-07-15T00:00:00.000","Stoop Line Stand","STUYVESANT GOURMET DELI & GROCERY INC. I",,"440","E 14TH ST",,"NEW YORK","NY","10009",,"Manhattan","1","103","02","1006019","1004410029",,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0","-73.98120170193275","40.73079379069769","
,  
(40.73079379069769, -73.98120170193275)"
