"object_id","orgname","appronstre","boroughname","apprfromst","apprtostre","apprdayswe","reviewstat","apprmonope","apprmonclo","apprtueope","apprtueclo","apprwedope","apprwedclo","apprthuope","apprthuclo","apprfriope","apprfriclo","apprsatope","apprsatclo","apprsunope","apprsunclo","sunday_end","apprenddat","shape_stle","the_geom","segmentidt","segmentidf","lionversion"
"140","Jeffrey's Grocery","WAVERLY PLACE","Manhattan","7 AVENUE SOUTH","CHRISTOPHER STREET","thu,fri,sat,sun","approvedFull",,,,,,,"11:00","23:00","11:00","23:00","09:00","23:00","09:00","2023-04-10T00:00:00.000","23:00","2023-10-29T00:00:00.000","240.557547973","MULTILINESTRING ((983865.1155872196 206868.4872313887, 983813.6589972228 207103.47691889107))","0032233","0032233",
"141","Jeffrey's Grocery","WAVERLY PLACE","Manhattan","7 AVENUE SOUTH","CHRISTOPHER STREET","thu,fri,sat,sun","approvedFull",,,,,,,"11:00","23:00","11:00","23:00","09:00","23:00","09:00","2023-04-10T00:00:00.000","23:00","2023-10-29T00:00:00.000","238.587641309","MULTILINESTRING ((983916.1128605604 206635.4135505557, 983865.1155872196 206868.4872313887))","0032237","0032237",
"142","Jeffrey's Grocery","WAVERLY PLACE","Manhattan","7 AVENUE SOUTH","CHRISTOPHER STREET","thu,fri,sat,sun","approvedFull",,,,,,,"11:00","23:00","11:00","23:00","09:00","23:00","09:00","2023-04-10T00:00:00.000","23:00","2023-10-29T00:00:00.000","151.803706456","MULTILINESTRING ((983813.6589972228 207103.47691889107, 983780.801451385 207251.68200306594))","0032258","0032258",
"143","JST Restaurant Corp","JANE STREET","Manhattan","8 AVENUE","HUDSON STREET","thu,fri,sat,sun","approvedFull",,,,,,,"17:00","23:00","17:00","23:00","11:00","23:00","11:00","2023-04-15T00:00:00.000","22:00","2023-10-31T00:00:00.000","392.484878283","MULTILINESTRING ((983092.9320922196 208198.87827138603, 982700.4509218037 208200.58430472016))","0032269","0032269",
"144","Little Italy Merchants Association","MULBERRY STREET","Manhattan","HESTER STREET","BROOME STREET","thu,fri,sat,sun","approvedFull",,,,,,,"16:30","23:30","16:30","23:30","10:30","23:30","10:30","2023-04-02T00:00:00.000","23:30","2023-10-30T00:00:00.000","459.044792814","MULTILINESTRING ((984823.6769903004 200921.10444113612, 984872.288769722 201025.02811780572, 984917.5216188878 201130.52987530828, 984959.303031385 201237.4486247301, 984997.5673905611 201345.61146613955))","0032324","0032324",
"145","Little Italy Merchants Association","MULBERRY STREET","Manhattan","HESTER STREET","BROOME STREET","thu,fri,sat,sun","approvedFull",,,,,,,"16:30","23:30","16:30","23:30","10:30","23:30","10:30","2023-04-02T00:00:00.000","23:30","2023-10-30T00:00:00.000","449.155340062","MULTILINESTRING ((984997.5673905611 201345.61146613955, 985126.9601763934 201775.72543531656))","0032348","0032348",
"146","Altamarea Group","LAFAYETTE STREET","Manhattan","SPRING STREET","KENMARE STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","12:00","23:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-01T00:00:00.000","23:00","2023-12-31T00:00:00.000","317.823424233","MULTILINESTRING ((984870.6089830548 202166.1806911379, 985047.554167226 202430.19230222702))","0032365","0032365",
"147","Academy of St. Joseph","WASHINGTON PLACE","Manhattan","BARROW STREET","AVENUE OF THE AMERICAS","mon,tue,wed,thu,fri","approvedFullSchools","11:10","13:10","11:10","13:10","11:10","13:10","11:10","13:10","11:10","13:10",,,,"2023-02-01T00:00:00.000",,"2024-06-30T00:00:00.000","426.817193036","MULTILINESTRING ((984108.4713997245 206078.76112055779, 983749.4727738947 206309.61367723346))","0032419","0032419",
"148","Bayard Rustin Educational Campus","WEST 18 STREET","Manhattan","9 AVENUE","8 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00",,,,"2023-01-31T00:00:00.000",,"2024-06-28T00:00:00.000","899.138517977","MULTILINESTRING ((984055.2628447264 209699.62986305356, 983268.5062161386 210134.9045830667))","0032463","0032463",
"149","LIttle Italy Merchants  Association","HESTER STREET","Manhattan","MOTT STREET","MULBERRY STREET","thu,fri,sat,sun","approvedFull",,,,,,,"16:30","23:30","16:30","23:30","10:30","23:30","10:30","2023-04-02T00:00:00.000","23:30","2023-10-30T00:00:00.000","251.091006078","MULTILINESTRING ((985051.6158388853 200815.79264388978, 984823.6769903004 200921.10444113612))","0032474","0032474",
"150","Peasant","ELIZABETH STREET","Manhattan","SPRING STREET","PRINCE STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","11:00","23:00","11:00","2023-05-01T00:00:00.000","23:00","2023-12-01T00:00:00.000","537.414107277","MULTILINESTRING ((985717.6942311376 202068.72648972273, 985870.6660380512 202583.9095144719))","0032529","0032529",
"151","PS 42M","HESTER STREET","Manhattan","ORCHARD STREET","LUDLOW STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:45","14:45","07:45","14:45","07:45","14:45","07:45","14:45","07:45","14:45",,,,"2023-09-05T00:00:00.000",,"2024-06-28T00:00:00.000","224.359486276","MULTILINESTRING ((986867.4586638808 200059.7971086502, 986659.1519938856 200143.1368369758))","0032668","0032668",
"152","Lower East Side Partnership","ORCHARD STREET","Manhattan","GRAND STREET","DELANCEY STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","12:00","21:00","12:00","21:00","12:00","21:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-31T00:00:00.000","21:00","2023-12-31T00:00:00.000","360.746758793","MULTILINESTRING ((986827.2422088832 200572.17469280958, 986957.3534972221 200908.64055530727))","0032670","0032670",
"153","Lower East Side Partnership","BROOME STREET","Manhattan","ALLEN STREET","LUDLOW STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","12:00","21:00","12:00","21:00","12:00","21:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-31T00:00:00.000","21:00","2023-12-31T00:00:00.000","143.869813535","MULTILINESTRING ((986957.3534972221 200908.64055530727, 986823.5479905605 200961.50462281704))","0032674","0032674",
"154","JADIS","RIVINGTON STREET","Manhattan","ELDRIDGE STREET","FORSYTH STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","17:00","23:00","17:00","23:00","17:00","23:00","17:00","23:00","16:00","23:30","16:00","23:30","16:00","2023-04-01T00:00:00.000","23:00","2023-11-30T00:00:00.000","260.932620267","MULTILINESTRING ((986604.6343863904 201966.44355781376, 986847.5341630578 201871.1255069822))","0032687","0032687",
"155","SONNYBOY","RIVINGTON STREET","Manhattan","ALLEN STREET","ELDRIDGE STREET","tue,wed,thu,fri,sat,sun","approvedFull",,,"17:00","22:00","17:00","22:00","17:00","22:00","10:00","23:45","10:00","23:45","10:00","2023-04-01T00:00:00.000","22:00","2023-11-30T00:00:00.000","232.621432995","MULTILINESTRING ((986847.5341630578 201871.1255069822, 987062.2745472193 201781.6867094785))","0032691","0032691",
"156","Von Design Ltd","BLEECKER STREET","Manhattan","MOTT STREET","BOWERY","wed,thu,fri,sat,sun","approvedFull",,,,,"17:00","23:00","17:00","23:00","17:00","23:00","11:00","23:00","11:00","2023-04-14T00:00:00.000","23:00","2023-10-31T00:00:00.000","210.520477784","MULTILINESTRING ((986178.5886505544 203578.21165972948, 985980.3672622144 203649.114076972))","0032718","0032718",
"157","Fourth Arts Block (aka FABnyc)","EAST 4 STREET","Manhattan","BOWERY","2 AVENUE","thu","approvedFull",,,,,,,"16:00","21:00",,,,,,"2023-04-13T00:00:00.000",,"2023-10-26T00:00:00.000","674.83057396","MULTILINESTRING ((986591.4953050613 204176.74195872247, 987179.944915548 203846.40370863676))","0032745","0032745",
"158","Lower East Side Partnership","BROOME STREET","Manhattan","ALLEN STREET","LUDLOW STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","12:00","21:00","12:00","21:00","12:00","21:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-31T00:00:00.000","21:00","2023-12-31T00:00:00.000","226.854958183","MULTILINESTRING ((987168.0354905576 200824.51998864114, 986957.3534972221 200908.64055530727))","0032834","0032834",
"159","Lower East Side Partnership","RIVINGTON STREET","Manhattan","ALLEN STREET","LUDLOW STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","12:00","21:00","12:00","21:00","12:00","21:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-31T00:00:00.000","21:00","2023-12-31T00:00:00.000","139.064846625","MULTILINESTRING ((987136.8642930537 201751.2602611482, 987267.7006455511 201704.1340430528))","0032858","0032858",
"160","Lower East Side Partnership","RIVINGTON STREET","Manhattan","ALLEN STREET","LUDLOW STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","12:00","21:00","12:00","21:00","12:00","21:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-31T00:00:00.000","21:00","2023-12-31T00:00:00.000","226.720032428","MULTILINESTRING ((987267.7006455511 201704.1340430528, 987478.3563922197 201620.31203222275))","0032862","0032862",
"161","Lower East Side Partnership","LUDLOW STREET","Manhattan","STANTON STREET","RIVINGTON STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","12:00","21:00","12:00","21:00","12:00","21:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-31T00:00:00.000","21:00","2023-12-31T00:00:00.000","451.657507554","MULTILINESTRING ((987478.3563922197 201620.31203222275, 987640.4525247216 202041.87975864112))","0032865","0032865",
"162","Rivington East Merchants Association Corp.","RIVINGTON STREET","Manhattan","ESSEX STREET","NORFOLK STREET","fri,sat,sun","approvedFull",,,,,,,,,"17:00","23:00","11:00","23:00","11:00","2023-05-01T00:00:00.000","23:00","2023-12-31T00:00:00.000","235.884737629","MULTILINESTRING ((987703.3493805528 201531.11306364834, 987922.5123280585 201443.8822669834))","0032869","0032869",
"163","More Gardens Fund","STANTON STREET","Manhattan","ESSEX STREET","NORFOLK STREET","sun","approvedFull",,,,,,,,,,,,,"11:00","2023-05-14T00:00:00.000","18:00","2023-08-27T00:00:00.000","236.059102644","MULTILINESTRING ((987867.459944725 201950.35107031465, 988087.0198730528 201863.64848780632))","0032870","0032870",
"164","Lower East Side Partnership","STANTON STREET","Manhattan","ALLEN STREET","LUDLOW STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","12:00","21:00","12:00","21:00","12:00","21:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-31T00:00:00.000","21:00","2023-12-31T00:00:00.000","152.593690642","MULTILINESTRING ((987289.6658247262 202181.01333864033, 987431.4601605535 202124.6289369762))","0032880","0032880",
"165","Lower East Side Partnership","STANTON STREET","Manhattan","ALLEN STREET","LUDLOW STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","12:00","21:00","12:00","21:00","12:00","21:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-31T00:00:00.000","21:00","2023-12-31T00:00:00.000","224.778190214","MULTILINESTRING ((987431.4601605535 202124.6289369762, 987640.4525247216 202041.87975864112))","0032883","0032883",
"166","Washington Irving Educational Campus","IRVING PLACE","Manhattan","EAST 16 STREET","EAST 17 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:00","16:20","07:00","16:20","07:00","16:20","07:00","16:20","07:00","16:20",,,,"2023-08-01T00:00:00.000",,"2024-06-30T00:00:00.000","244.612872008","MULTILINESTRING ((987626.4761747271 207163.6309980601, 987745.4096638858 207377.38385139406))","0032967","0032967",
"167","Overthrow Hospitality","EAST 7 STREET","Manhattan","AVENUE A","1 AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedFull","16:00","23:00","16:00","23:00","16:00","23:00","16:00","23:00","16:00","23:00","12:00","23:00","12:00","2023-06-01T00:00:00.000","23:00","2023-12-31T00:00:00.000","696.966721588","MULTILINESTRING ((988202.8628172278 204133.31225556135, 988813.6424355507 203797.58786138892))","0033104","0033104",
"168","St. Marks Business Coalition","ST MARKS PLACE","Manhattan","1 AVENUE","AVENUE A","fri,sat,sun","approvedFull",,,,,,,,,"16:30","23:00","11:30","23:00","11:30","2023-04-01T00:00:00.000","22:00","2024-03-31T00:00:00.000","697.830910494","MULTILINESTRING ((988326.0515472144 204358.59067639709, 988936.7655488849 204020.95716531575))","0033107","0033107",
"169","Friends Seminary","EAST 16 STREET","Manhattan","3 AVENUE","RUTHERFORD PLACE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30",,,,"2023-08-01T00:00:00.000",,"2024-07-31T00:00:00.000","456.056813493","MULTILINESTRING ((988070.9765980542 206917.92282806337, 988470.1916788816 206697.4344238937))","0033125","0033125",
"170","Friends Seminary","RUTHERFORD PLACE","Manhattan","EAST 16 STREET","EAST 17 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30",,,,"2023-08-01T00:00:00.000",,"2024-07-31T00:00:00.000","243.803447162","MULTILINESTRING ((988584.4886943847 206912.78602731228, 988470.1916788816 206697.4344238937))","0033133","0033133",
"171","Loisaida Open Streets Community Coalition","AVENUE B","Manhattan","EAST 6 STREET","EAST 14 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-31T00:00:00.000","20:00","2050-12-31T00:00:00.000","241.713303811","MULTILINESTRING ((989341.4025348872 203228.830796808, 989457.7881288826 203440.67912639678))","0033237","0033237",
"172","Loisaida Open Streets Community Coalition","AVENUE B","Manhattan","EAST 6 STREET","EAST 14 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-31T00:00:00.000","20:00","2050-12-31T00:00:00.000","253.68884102","MULTILINESTRING ((989457.7881288826 203440.67912639678, 989583.4529038072 203661.0569664836))","0033238","0033238",
"173","Loisaida Open Streets Community Coalition","AVENUE B","Manhattan","EAST 6 STREET","EAST 14 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-31T00:00:00.000","20:00","2050-12-31T00:00:00.000","250.569120038","MULTILINESTRING ((989819.2962641418 204093.9947488904, 989940.4708905518 204313.31550447643))","0033252","0033252",
"174","Loisaida Open Streets Community Coalition","AVENUE B","Manhattan","EAST 6 STREET","EAST 14 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-31T00:00:00.000","20:00","2050-12-31T00:00:00.000","266.548268138","MULTILINESTRING ((989940.4708905518 204313.31550447643, 990070.8246324658 204545.81471139193))","0033255","0033255",
"175","West 21 Street Open Street Coalition","WEST 21 STREET","Manhattan","9 AVENUE","10 AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-02-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","900.08476021","MULTILINESTRING ((983622.4520305544 210775.59555889666, 982834.8751936406 211211.34239080548))","0033456","0033456",
"176","Loisaida Open Streets Community Coalition","AVENUE B","Manhattan","EAST 6 STREET","EAST 14 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-31T00:00:00.000","20:00","2050-12-31T00:00:00.000","266.232301228","MULTILINESTRING ((990070.8246324658 204545.81471139193, 990199.036646381 204779.14134447277))","0034611","0034611",
"177","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","164.731992613","MULTILINESTRING ((994808.5710624754 200111.14543114603, 994704.2175966352 199983.6817753166))","0034880","0034880",
"178","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","214.028052053","MULTILINESTRING ((994944.036670804 200276.8471994698, 994808.5710624754 200111.14543114603))","0034883","0034883",
"179","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","276.895850917","MULTILINESTRING ((995118.9575808048 200491.495720312, 994944.036670804 200276.8471994698))","0034932","0034932",
"180","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","261.03240024","MULTILINESTRING ((995283.8325791359 200693.8670347333, 995118.9575808048 200491.495720312))","0034934","0034934",
"181","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.503309088","MULTILINESTRING ((995447.4411758035 200895.297406137, 995283.8325791359 200693.8670347333))","0034938","0034938",
"182","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","261.615425162","MULTILINESTRING ((995613.0609233081 201097.81340530515, 995447.4411758035 200895.297406137))","0034958","0034958",
"183","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.680876225","MULTILINESTRING ((995777.076343298 201299.1417428106, 995613.0609233081 201097.81340530515))","0034960","0034960",
"184","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.124641494","MULTILINESTRING ((995942.0661708117 201500.24665555358, 995777.076343298 201299.1417428106))","0034962","0034962",
"185","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.149914963","MULTILINESTRING ((996106.9710247219 201701.45393030345, 995942.0661708117 201500.24665555358))","0035080","0035080",
"186","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.518506713","MULTILINESTRING ((996271.8850649744 201903.13003614545, 996106.9710247219 201701.45393030345))","0035084","0035084",
"187","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.552436056","MULTILINESTRING ((996435.9628207982 202104.24183864892, 996271.8850649744 201903.13003614545))","0035102","0035102",
"188","North Brooklyn Open Streets Community Coalition (NBK OSCC)","NORTH 15 STREET","Brooklyn","NASSAU AVENUE","BANKER STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","2023-02-01T00:00:00.000","23:59","2023-12-31T00:00:00.000","255.075045161","MULTILINESTRING ((996858.5505582988 202770.2572388947, 997049.1768174767 202600.77299781144))","0035108","0035108",
"189","The Parkside School","WEST 74 STREET","Manhattan","COLUMBUS AVENUE","CENTRAL PARK WEST","mon,tue,wed,thu,fri","approvedFullSchools","09:30","14:00","09:30","14:00","09:30","14:00","09:30","14:00","09:30","14:00",,,,"2023-07-03T00:00:00.000",,"2024-06-28T00:00:00.000","898.45740245","MULTILINESTRING ((991173.6491984725 222552.15173014998, 990389.2206492275 222990.21286189556))","0037188","0037188",
"190","Church of the Heavenly Rest","EAST 90 STREET","Manhattan","5 AVENUE","MADISON AVENUE","wed,sun","approvedFull",,,,,"14:00","18:00",,,,,,,"12:00","2023-01-08T00:00:00.000","14:00","2023-12-31T00:00:00.000","510.7600155","MULTILINESTRING ((995723.781502381 224942.32772405446, 996173.312427476 224699.8452693969))","0037591","0037591",
"191","The Spence School","EAST 91 STREET","Manhattan","MADISON AVENUE","5 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00",,,,"2023-09-11T00:00:00.000",,"2024-06-28T00:00:00.000","509.62195856","MULTILINESTRING ((995852.324552387 225171.75935180485, 996300.1067932993 224928.4373319))","0037599","0037599",
"192","The Nightingale Bamford School","EAST 92 STREET","Manhattan","5 AVENUE","MADISON AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","09:00","14:30","09:00","14:30","09:00","14:30","09:00","14:30","09:00","14:30",,,,"2023-09-05T00:00:00.000",,"2024-06-28T00:00:00.000","507.821982814","MULTILINESTRING ((995981.6887949705 225401.5170943886, 996426.4057532996 225156.34370023012))","0037601","0037601",
"193","Uptown Grand Central","EAST 100 STREET","Manhattan","PARK AVENUE","3 AVENUE","fri","approvedFull",,,,,,,,,"17:00","22:00",,,,"2023-06-02T00:00:00.000",,"2023-09-02T00:00:00.000","507.500425198","MULTILINESTRING ((998355.096121639 226527.14804522693, 998798.8977274746 226280.98383939266))","0037913","0037913",
"194","W 103rd Open Streets Coalition","WEST 103 STREET","Manhattan","RIVERSIDE DRIVE","AMSTERDAM AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-05-01T00:00:00.000","20:00","2023-12-31T00:00:00.000","473.674297259","MULTILINESTRING ((992565.9115058035 230631.22120189667, 992151.9326749742 230861.41431106627))","0038126","0038126",
"195","Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District","AMSTERDAM AVENUE","Manhattan","WEST 106 STREET","CATHEDRAL PARKWAY","sat,sun","approvedFull",,,,,,,,,,,"10:00","21:00","10:00","2023-03-25T00:00:00.000","20:30","2023-11-12T00:00:00.000","262.082479366","MULTILINESTRING ((993880.5532334745 231145.30810022354, 994006.6566558033 231375.05829688907))","0038180","0038180",
"196","Columbus Amsterdam Business Improvement District","COLUMBUS AVENUE","Manhattan","CATHEDRAL PARKWAY","WEST 106 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","2023-04-02T00:00:00.000","18:00","2023-09-03T00:00:00.000","282.673155956","MULTILINESTRING ((994531.0306070596 230461.5555307269, 994666.5897191316 230709.60359105468))","0038223","0038223",
"197","Columbus Amsterdam Business Improvement District","COLUMBUS AVENUE","Manhattan","CATHEDRAL PARKWAY","WEST 106 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","2023-04-02T00:00:00.000","18:00","2023-09-03T00:00:00.000","262.125636257","MULTILINESTRING ((994666.5897191316 230709.60359105468, 994793.7220108062 230938.83541606367))","0038225","0038225",
"198","Columbus Amsterdam Business Improvement District","COLUMBUS AVENUE","Manhattan","CATHEDRAL PARKWAY","WEST 106 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","2023-04-02T00:00:00.000","18:00","2023-09-03T00:00:00.000","261.849287276","MULTILINESTRING ((994793.7220108062 230938.83541606367, 994920.864144966 231167.74571938813))","0038229","0038229",
"199","Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District","AMSTERDAM AVENUE","Manhattan","WEST 106 STREET","CATHEDRAL PARKWAY","sat,sun","approvedFull",,,,,,,,,,,"10:00","21:00","10:00","2023-03-25T00:00:00.000","20:30","2023-11-12T00:00:00.000","262.597270057","MULTILINESTRING ((994006.6566558033 231375.05829688907, 994133.4464284778 231605.01846688986))","0038233","0038233",
"200","Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District","AMSTERDAM AVENUE","Manhattan","WEST 106 STREET","CATHEDRAL PARKWAY","sat,sun","approvedFull",,,,,,,,,,,"10:00","21:00","10:00","2023-03-25T00:00:00.000","20:30","2023-11-12T00:00:00.000","250.021306539","MULTILINESTRING ((994133.4464284778 231605.01846688986, 994255.1010408103 231823.44650772214))","0038235","0038235",
"201","Columbus Amsterdam Business Improvement District","COLUMBUS AVENUE","Manhattan","CATHEDRAL PARKWAY","WEST 106 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","2023-04-02T00:00:00.000","18:00","2023-09-03T00:00:00.000","252.056471835","MULTILINESTRING ((994920.864144966 231167.74571938813, 995025.8609822243 231396.89224272966))","0038239","0038239",
"202","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 120 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-06-17T00:00:00.000","23:00","2023-10-08T00:00:00.000","262.247503458","MULTILINESTRING ((996089.1065591425 231418.37513940036, 996216.1765149683 231647.78084856272))","0038463","0038463",
"203","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 120 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-06-17T00:00:00.000","23:00","2023-10-08T00:00:00.000","261.416840964","MULTILINESTRING ((996216.1765149683 231647.78084856272, 996342.5742280483 231876.6091310531))","0038465","0038465",
