"project_id","bbl","validated_borough","validated_block","validated_lot","validated","validated_date","unverified_borough","unverified_block","unverified_lot"
"2018M0375 - 1 - 00484 - 0012","1004840012","Manhattan","484","12","true","2021-04-01T00:00:00.000","Manhattan","484","12"
"2018M0375 - 1 - 00484 - 0023","1004840023","Manhattan","484","23","true","2021-04-01T00:00:00.000","Manhattan","484","23"
"2018M0375 - 1 - 00484 - 0024","1004840024","Manhattan","484","24","true","2021-04-01T00:00:00.000","Manhattan","484","24"
"2018M0375 - 1 - 00484 - 0026","1004840026","Manhattan","484","26","true","2021-04-01T00:00:00.000","Manhattan","484","26"
"2018M0375 - 1 - 00484 - 0028","1004840028","Manhattan","484","28","true","2021-04-01T00:00:00.000","Manhattan","484","28"
"2018M0375 - 1 - 00484 - 0031","1004840031","Manhattan","484","31","true","2021-04-01T00:00:00.000","Manhattan","484","31"
"2018M0375 - 1 - 00484 - 0032","1004840032","Manhattan","484","32","true","2021-04-01T00:00:00.000","Manhattan","484","32"
"2018M0375 - 1 - 00484 - 7501","1004847501","Manhattan","484","7501","true","2021-04-01T00:00:00.000","Manhattan","484","7501"
"2018M0375 - 1 - 00484 - 7502","1004847502","Manhattan","484","7502","true","2021-04-01T00:00:00.000","Manhattan","484","7502"
"2018M0375 - 1 - 00485 - 0003","1004850003","Manhattan","485","3","true","2021-04-01T00:00:00.000","Manhattan","485","3"
"2018M0375 - 1 - 00485 - 0005","1004850005","Manhattan","485","5","true","2021-04-01T00:00:00.000","Manhattan","485","5"
"2018M0375 - 1 - 00485 - 0006","1004850006","Manhattan","485","6","true","2021-04-01T00:00:00.000","Manhattan","485","6"
"2018M0375 - 1 - 00485 - 0008","1004850008","Manhattan","485","8","true","2021-04-01T00:00:00.000","Manhattan","485","8"
"2018M0375 - 1 - 00485 - 0011","1004850011","Manhattan","485","11","true","2021-04-01T00:00:00.000","Manhattan","485","11"
"2018M0375 - 1 - 00485 - 0012","1004850012","Manhattan","485","12","true","2021-04-01T00:00:00.000","Manhattan","485","12"
"2018M0375 - 1 - 00485 - 0014","1004850014","Manhattan","485","14","true","2021-04-01T00:00:00.000","Manhattan","485","14"
"2018M0375 - 1 - 00485 - 0016","1004850016","Manhattan","485","16","true","2021-04-01T00:00:00.000","Manhattan","485","16"
"2018M0375 - 1 - 00485 - 0017","1004850017","Manhattan","485","17","true","2021-04-01T00:00:00.000","Manhattan","485","17"
"2018M0375 - 1 - 00485 - 0018","1004850018","Manhattan","485","18","true","2021-04-01T00:00:00.000","Manhattan","485","18"
"2018M0375 - 1 - 00485 - 0021","1004850021","Manhattan","485","21","true","2021-04-01T00:00:00.000","Manhattan","485","21"
"2018M0375 - 1 - 00485 - 0022","1004850022","Manhattan","485","22","true","2021-04-01T00:00:00.000","Manhattan","485","22"
"2018M0375 - 1 - 00485 - 0024","1004850024","Manhattan","485","24","true","2021-04-01T00:00:00.000","Manhattan","485","24"
"2018M0375 - 1 - 00485 - 0025","1004850025","Manhattan","485","25","true","2021-04-01T00:00:00.000","Manhattan","485","25"
"2018M0375 - 1 - 00485 - 0028","1004850028","Manhattan","485","28","true","2021-04-01T00:00:00.000","Manhattan","485","28"
"2018M0375 - 1 - 00485 - 0029","1004850029","Manhattan","485","29","true","2021-04-01T00:00:00.000","Manhattan","485","29"
"2018M0375 - 1 - 00485 - 0032","1004850032","Manhattan","485","32","true","2021-04-01T00:00:00.000","Manhattan","485","32"
"2018M0375 - 1 - 00485 - 0033","1004850033","Manhattan","485","33","true","2021-04-01T00:00:00.000","Manhattan","485","33"
"2018M0375 - 1 - 00485 - 0034","1004850034","Manhattan","485","34","true","2021-04-01T00:00:00.000","Manhattan","485","34"
"2018M0375 - 1 - 00485 - 0035","1004850035","Manhattan","485","35","true","2021-04-01T00:00:00.000","Manhattan","485","35"
"2018M0375 - 1 - 00485 - 0036","1004850036","Manhattan","485","36","true","2021-04-01T00:00:00.000","Manhattan","485","36"
"2018M0375 - 1 - 00485 - 0037","1004850037","Manhattan","485","37","true","2021-04-01T00:00:00.000","Manhattan","485","37"
"2018M0375 - 1 - 00485 - 0038","1004850038","Manhattan","485","38","true","2021-04-01T00:00:00.000","Manhattan","485","38"
"2018M0375 - 1 - 00485 - 0039","1004850039","Manhattan","485","39","true","2021-04-01T00:00:00.000","Manhattan","485","39"
"2018M0375 - 1 - 00485 - 0040","1004850040","Manhattan","485","40","true","2021-04-01T00:00:00.000","Manhattan","485","40"
"2018M0375 - 1 - 00485 - 7501","1004857501","Manhattan","485","7501","true","2021-04-01T00:00:00.000","Manhattan","485","7501"
"2018M0375 - 1 - 00485 - 7502","1004857502","Manhattan","485","7502","true","2021-04-01T00:00:00.000","Manhattan","485","7502"
"2018M0375 - 1 - 00485 - 7503","1004857503","Manhattan","485","7503","true","2021-04-01T00:00:00.000","Manhattan","485","7503"
"2018M0375 - 1 - 00485 - 7504","1004857504","Manhattan","485","7504","true","2021-04-01T00:00:00.000","Manhattan","485","7504"
"2018M0375 - 1 - 00486 - 0002","1004860002","Manhattan","486","2","true","2021-04-01T00:00:00.000","Manhattan","486","2"
"2018M0375 - 1 - 00486 - 0005","1004860005","Manhattan","486","5","true","2021-04-01T00:00:00.000","Manhattan","486","5"
"2018M0375 - 1 - 00486 - 0007","1004860007","Manhattan","486","7","true","2021-04-01T00:00:00.000","Manhattan","486","7"
"2018M0375 - 1 - 00486 - 0008","1004860008","Manhattan","486","8","true","2021-04-01T00:00:00.000","Manhattan","486","8"
"2018M0375 - 1 - 00486 - 0009","1004860009","Manhattan","486","9","true","2021-04-01T00:00:00.000","Manhattan","486","9"
"2018M0375 - 1 - 00486 - 0011","1004860011","Manhattan","486","11","true","2021-04-01T00:00:00.000","Manhattan","486","11"
"2018M0375 - 1 - 00486 - 0014","1004860014","Manhattan","486","14","true","2021-04-01T00:00:00.000","Manhattan","486","14"
"2018M0375 - 1 - 00486 - 0017","1004860017","Manhattan","486","17","true","2021-04-01T00:00:00.000","Manhattan","486","17"
"2018M0375 - 1 - 00486 - 0019","1004860019","Manhattan","486","19","true","2021-04-01T00:00:00.000","Manhattan","486","19"
"2018M0375 - 1 - 00486 - 0020","1004860020","Manhattan","486","20","true","2021-04-01T00:00:00.000","Manhattan","486","20"
"2018M0375 - 1 - 00486 - 0021","1004860021","Manhattan","486","21","true","2021-04-01T00:00:00.000","Manhattan","486","21"
"2018M0375 - 1 - 00486 - 0022","1004860022","Manhattan","486","22","true","2021-04-01T00:00:00.000","Manhattan","486","22"
"2018M0375 - 1 - 00486 - 0023","1004860023","Manhattan","486","23","true","2021-04-01T00:00:00.000","Manhattan","486","23"
"2018M0375 - 1 - 00486 - 0025","1004860025","Manhattan","486","25","true","2021-04-01T00:00:00.000","Manhattan","486","25"
"2018M0375 - 1 - 00486 - 0026","1004860026","Manhattan","486","26","true","2021-04-01T00:00:00.000","Manhattan","486","26"
"2018M0375 - 1 - 00486 - 0027","1004860027","Manhattan","486","27","true","2021-04-01T00:00:00.000","Manhattan","486","27"
"2018M0375 - 1 - 00486 - 0036","1004860036","Manhattan","486","36","true","2021-04-01T00:00:00.000","Manhattan","486","36"
"2018M0375 - 1 - 00486 - 0038","1004860038","Manhattan","486","38","true","2021-04-01T00:00:00.000","Manhattan","486","38"
"2018M0375 - 1 - 00486 - 0039","1004860039","Manhattan","486","39","true","2021-04-01T00:00:00.000","Manhattan","486","39"
"2018M0375 - 1 - 00486 - 7501","1004867501","Manhattan","486","7501","true","2021-04-01T00:00:00.000","Manhattan","486","7501"
"2018M0375 - 1 - 00486 - 7502","1004867502","Manhattan","486","7502","true","2021-04-01T00:00:00.000","Manhattan","486","7502"
"2018M0375 - 1 - 00486 - 7503","1004867503","Manhattan","486","7503","true","2021-04-01T00:00:00.000","Manhattan","486","7503"
"2018M0375 - 1 - 00487 - 0001","1004870001","Manhattan","487","1","true","2021-04-01T00:00:00.000","Manhattan","487","1"
"2018M0375 - 1 - 00487 - 0004","1004870004","Manhattan","487","4","true","2021-04-01T00:00:00.000","Manhattan","487","4"
"2018M0375 - 1 - 00487 - 0005","1004870005","Manhattan","487","5","true","2021-04-01T00:00:00.000","Manhattan","487","5"
"2018M0375 - 1 - 00487 - 0006","1004870006","Manhattan","487","6","true","2021-04-01T00:00:00.000","Manhattan","487","6"
"2018M0375 - 1 - 00487 - 0007","1004870007","Manhattan","487","7","true","2021-04-01T00:00:00.000","Manhattan","487","7"
"2018M0375 - 1 - 00487 - 0008","1004870008","Manhattan","487","8","true","2021-04-01T00:00:00.000","Manhattan","487","8"
"2018M0375 - 1 - 00487 - 0010","1004870010","Manhattan","487","10","true","2021-04-01T00:00:00.000","Manhattan","487","10"
"2018M0375 - 1 - 00487 - 0012","1004870012","Manhattan","487","12","true","2021-04-01T00:00:00.000","Manhattan","487","12"
"2018M0375 - 1 - 00487 - 0016","1004870016","Manhattan","487","16","true","2021-04-01T00:00:00.000","Manhattan","487","16"
"2018M0375 - 1 - 00487 - 0018","1004870018","Manhattan","487","18","true","2021-04-01T00:00:00.000","Manhattan","487","18"
"2018M0375 - 1 - 00487 - 0020","1004870020","Manhattan","487","20","true","2021-04-01T00:00:00.000","Manhattan","487","20"
"2018M0375 - 1 - 00487 - 0026","1004870026","Manhattan","487","26","true","2021-04-01T00:00:00.000","Manhattan","487","26"
"2018M0375 - 1 - 00487 - 0027","1004870027","Manhattan","487","27","true","2021-04-01T00:00:00.000","Manhattan","487","27"
"2018M0375 - 1 - 00487 - 0028","1004870028","Manhattan","487","28","true","2021-04-01T00:00:00.000","Manhattan","487","28"
"2018M0375 - 1 - 00487 - 0029","1004870029","Manhattan","487","29","true","2021-04-01T00:00:00.000","Manhattan","487","29"
"2018M0375 - 1 - 00487 - 0030","1004870030","Manhattan","487","30","true","2021-04-01T00:00:00.000","Manhattan","487","30"
"2018M0375 - 1 - 00487 - 7501","1004877501","Manhattan","487","7501","true","2021-04-01T00:00:00.000","Manhattan","487","7501"
"2018M0375 - 1 - 00487 - 7502","1004877502","Manhattan","487","7502","true","2021-04-01T00:00:00.000","Manhattan","487","7502"
"2018M0375 - 1 - 00488 - 0017","1004880017","Manhattan","488","17","true","2021-04-01T00:00:00.000","Manhattan","488","17"
"2018M0375 - 1 - 00488 - 0021","1004880021","Manhattan","488","21","true","2021-04-01T00:00:00.000","Manhattan","488","21"
"2018M0375 - 1 - 00488 - 0022","1004880022","Manhattan","488","22","true","2021-04-01T00:00:00.000","Manhattan","488","22"
"2018M0375 - 1 - 00488 - 0023","1004880023","Manhattan","488","23","true","2021-04-01T00:00:00.000","Manhattan","488","23"
"2018M0375 - 1 - 00488 - 0025","1004880025","Manhattan","488","25","true","2021-04-01T00:00:00.000","Manhattan","488","25"
"2018M0375 - 1 - 00488 - 0027","1004880027","Manhattan","488","27","true","2021-04-01T00:00:00.000","Manhattan","488","27"
"2018M0375 - 1 - 00488 - 0030","1004880030","Manhattan","488","30","true","2021-04-01T00:00:00.000","Manhattan","488","30"
"2018M0375 - 1 - 00488 - 0032","1004880032","Manhattan","488","32","true","2021-04-01T00:00:00.000","Manhattan","488","32"
"2018M0375 - 1 - 00488 - 0034","1004880034","Manhattan","488","34","true","2021-04-01T00:00:00.000","Manhattan","488","34"
"2018M0375 - 1 - 00488 - 0037","1004880037","Manhattan","488","37","true","2021-04-01T00:00:00.000","Manhattan","488","37"
"2018M0375 - 1 - 00488 - 7502","1004887502","Manhattan","488","7502","true","2021-04-01T00:00:00.000","Manhattan","488","7502"
"2018M0375 - 1 - 00498 - 0001","1004980001","Manhattan","498","1","true","2021-04-01T00:00:00.000","Manhattan","498","1"
"2018M0375 - 1 - 00498 - 0005","1004980005","Manhattan","498","5","true","2021-04-01T00:00:00.000","Manhattan","498","5"
"2018M0375 - 1 - 00498 - 0007","1004980007","Manhattan","498","7","true","2021-04-01T00:00:00.000","Manhattan","498","7"
"2018M0375 - 1 - 00498 - 0009","1004980009","Manhattan","498","9","true","2021-04-01T00:00:00.000","Manhattan","498","9"
"2018M0375 - 1 - 00498 - 0011","1004980011","Manhattan","498","11","true","2021-04-01T00:00:00.000","Manhattan","498","11"
"2018M0375 - 1 - 00498 - 0015","1004980015","Manhattan","498","15","true","2021-04-01T00:00:00.000","Manhattan","498","15"
"2018M0375 - 1 - 00498 - 0016","1004980016","Manhattan","498","16","true","2021-04-01T00:00:00.000","Manhattan","498","16"
"2018M0375 - 1 - 00498 - 0018","1004980018","Manhattan","498","18","true","2021-04-01T00:00:00.000","Manhattan","498","18"
"2018M0375 - 1 - 00498 - 0020","1004980020","Manhattan","498","20","true","2021-04-01T00:00:00.000","Manhattan","498","20"
"2018M0375 - 1 - 00498 - 0021","1004980021","Manhattan","498","21","true","2021-04-01T00:00:00.000","Manhattan","498","21"
"2018M0375 - 1 - 00498 - 0023","1004980023","Manhattan","498","23","true","2021-04-01T00:00:00.000","Manhattan","498","23"
"2018M0375 - 1 - 00498 - 0026","1004980026","Manhattan","498","26","true","2021-04-01T00:00:00.000","Manhattan","498","26"
"2018M0375 - 1 - 00498 - 0027","1004980027","Manhattan","498","27","true","2021-04-01T00:00:00.000","Manhattan","498","27"
"2018M0375 - 1 - 00498 - 7501","1004987501","Manhattan","498","7501","true","2021-04-01T00:00:00.000","Manhattan","498","7501"
"2018M0375 - 1 - 00498 - 7502","1004987502","Manhattan","498","7502","true","2021-04-01T00:00:00.000","Manhattan","498","7502"
"2018M0375 - 1 - 00499 - 0003","1004990003","Manhattan","499","3","true","2021-04-01T00:00:00.000","Manhattan","499","3"
"2018M0375 - 1 - 00499 - 0004","1004990004","Manhattan","499","4","true","2021-04-01T00:00:00.000","Manhattan","499","4"
"2018M0375 - 1 - 00499 - 0005","1004990005","Manhattan","499","5","true","2021-04-01T00:00:00.000","Manhattan","499","5"
"2018M0375 - 1 - 00499 - 0006","1004990006","Manhattan","499","6","true","2021-04-01T00:00:00.000","Manhattan","499","6"
"2018M0375 - 1 - 00499 - 0007","1004990007","Manhattan","499","7","true","2021-04-01T00:00:00.000","Manhattan","499","7"
"2018M0375 - 1 - 00499 - 0011","1004990011","Manhattan","499","11","true","2021-04-01T00:00:00.000","Manhattan","499","11"
"2018M0375 - 1 - 00499 - 0015","1004990015","Manhattan","499","15","true","2021-04-01T00:00:00.000","Manhattan","499","15"
"2018M0375 - 1 - 00499 - 0017","1004990017","Manhattan","499","17","true","2021-04-01T00:00:00.000","Manhattan","499","17"
"2018M0375 - 1 - 00499 - 0018","1004990018","Manhattan","499","18","true","2021-04-01T00:00:00.000","Manhattan","499","18"
"2018M0375 - 1 - 00499 - 0020","1004990020","Manhattan","499","20","true","2021-04-01T00:00:00.000","Manhattan","499","20"
"2018M0375 - 1 - 00499 - 0021","1004990021","Manhattan","499","21","true","2021-04-01T00:00:00.000","Manhattan","499","21"
"2018M0375 - 1 - 00499 - 0022","1004990022","Manhattan","499","22","true","2021-04-01T00:00:00.000","Manhattan","499","22"
"2018M0375 - 1 - 00499 - 0027","1004990027","Manhattan","499","27","true","2021-04-01T00:00:00.000","Manhattan","499","27"
"2018M0375 - 1 - 00499 - 0028","1004990028","Manhattan","499","28","true","2021-04-01T00:00:00.000","Manhattan","499","28"
"2018M0375 - 1 - 00499 - 0029","1004990029","Manhattan","499","29","true","2021-04-01T00:00:00.000","Manhattan","499","29"
"2018M0375 - 1 - 00499 - 0035","1004990035","Manhattan","499","35","true","2021-04-01T00:00:00.000","Manhattan","499","35"
"2018M0375 - 1 - 00499 - 0036","1004990036","Manhattan","499","36","true","2021-04-01T00:00:00.000","Manhattan","499","36"
"2018M0375 - 1 - 00499 - 0037","1004990037","Manhattan","499","37","true","2021-04-01T00:00:00.000","Manhattan","499","37"
"2018M0375 - 1 - 00499 - 0039","1004990039","Manhattan","499","39","true","2021-04-01T00:00:00.000","Manhattan","499","39"
"2018M0375 - 1 - 00499 - 0042","1004990042","Manhattan","499","42","true","2021-04-01T00:00:00.000","Manhattan","499","42"
"2018M0375 - 1 - 00499 - 7501","1004997501","Manhattan","499","7501","true","2021-04-01T00:00:00.000","Manhattan","499","7501"
"2018M0375 - 1 - 00499 - 7502","1004997502","Manhattan","499","7502","true","2021-04-01T00:00:00.000","Manhattan","499","7502"
"2018M0375 - 1 - 00499 - 7503","1004997503","Manhattan","499","7503","true","2021-04-01T00:00:00.000","Manhattan","499","7503"
"2018M0375 - 1 - 00499 - 7504","1004997504","Manhattan","499","7504","true","2021-04-01T00:00:00.000","Manhattan","499","7504"
"2018M0375 - 1 - 00499 - 7505","1004997505","Manhattan","499","7505","true","2021-04-01T00:00:00.000","Manhattan","499","7505"
"2018M0375 - 1 - 00499 - 7506","1004997506","Manhattan","499","7506","true","2021-04-01T00:00:00.000","Manhattan","499","7506"
"2018M0375 - 1 - 00499 - 7507","1004997507","Manhattan","499","7507","true","2021-04-01T00:00:00.000","Manhattan","499","7507"
"2018M0375 - 1 - 00500 - 0001","1005000001","Manhattan","500","1","true","2021-04-01T00:00:00.000","Manhattan","500","1"
"2018M0375 - 1 - 00500 - 0005","1005000005","Manhattan","500","5","true","2021-04-01T00:00:00.000","Manhattan","500","5"
"2018M0375 - 1 - 00500 - 0011","1005000011","Manhattan","500","11","true","2021-04-01T00:00:00.000","Manhattan","500","11"
"2018M0375 - 1 - 00500 - 0015","1005000015","Manhattan","500","15","true","2021-04-01T00:00:00.000","Manhattan","500","15"
"2018M0375 - 1 - 00500 - 0016","1005000016","Manhattan","500","16","true","2021-04-01T00:00:00.000","Manhattan","500","16"
"2018M0375 - 1 - 00500 - 0017","1005000017","Manhattan","500","17","true","2021-04-01T00:00:00.000","Manhattan","500","17"
"2018M0375 - 1 - 00500 - 0018","1005000018","Manhattan","500","18","true","2021-04-01T00:00:00.000","Manhattan","500","18"
"2018M0375 - 1 - 00500 - 0019","1005000019","Manhattan","500","19","true","2021-04-01T00:00:00.000","Manhattan","500","19"
"2018M0375 - 1 - 00500 - 0021","1005000021","Manhattan","500","21","true","2021-04-01T00:00:00.000","Manhattan","500","21"
"2018M0375 - 1 - 00500 - 0022","1005000022","Manhattan","500","22","true","2021-04-01T00:00:00.000","Manhattan","500","22"
"2018M0375 - 1 - 00500 - 0032","1005000032","Manhattan","500","32","true","2021-04-01T00:00:00.000","Manhattan","500","32"
"2018M0375 - 1 - 00500 - 0033","1005000033","Manhattan","500","33","true","2021-04-01T00:00:00.000","Manhattan","500","33"
"2018M0375 - 1 - 00500 - 0035","1005000035","Manhattan","500","35","true","2021-04-01T00:00:00.000","Manhattan","500","35"
"2018M0375 - 1 - 00500 - 0036","1005000036","Manhattan","500","36","true","2021-04-01T00:00:00.000","Manhattan","500","36"
"2018M0375 - 1 - 00500 - 0038","1005000038","Manhattan","500","38","true","2021-04-01T00:00:00.000","Manhattan","500","38"
"2018M0375 - 1 - 00500 - 7501","1005007501","Manhattan","500","7501","true","2021-04-01T00:00:00.000","Manhattan","500","7501"
"2018M0375 - 1 - 00500 - 7502","1005007502","Manhattan","500","7502","true","2021-04-01T00:00:00.000","Manhattan","500","7502"
"2018M0375 - 1 - 00500 - 7503","1005007503","Manhattan","500","7503","true","2021-04-01T00:00:00.000","Manhattan","500","7503"
"2018M0375 - 1 - 00500 - 7504","1005007504","Manhattan","500","7504","true","2021-04-01T00:00:00.000","Manhattan","500","7504"
"2018M0375 - 1 - 00500 - 7505","1005007505","Manhattan","500","7505","true","2021-04-01T00:00:00.000","Manhattan","500","7505"
"2018M0375 - 1 - 00500 - 7506","1005007506","Manhattan","500","7506","true","2021-04-01T00:00:00.000","Manhattan","500","7506"
"2018M0375 - 1 - 00500 - 7507","1005007507","Manhattan","500","7507","true","2021-04-01T00:00:00.000","Manhattan","500","7507"
"2018M0375 - 1 - 00501 - 0001","1005010001","Manhattan","501","1","true","2021-04-01T00:00:00.000","Manhattan","501","1"
"2018M0375 - 1 - 00501 - 0003","1005010003","Manhattan","501","3","true","2021-04-01T00:00:00.000","Manhattan","501","3"
"2018M0375 - 1 - 00501 - 0004","1005010004","Manhattan","501","4","true","2021-04-01T00:00:00.000","Manhattan","501","4"
"2018M0375 - 1 - 00501 - 0005","1005010005","Manhattan","501","5","true","2021-04-01T00:00:00.000","Manhattan","501","5"
"2018M0375 - 1 - 00501 - 0006","1005010006","Manhattan","501","6","true","2021-04-01T00:00:00.000","Manhattan","501","6"
"2018M0375 - 1 - 00501 - 0008","1005010008","Manhattan","501","8","true","2021-04-01T00:00:00.000","Manhattan","501","8"
"2018M0375 - 1 - 00501 - 0010","1005010010","Manhattan","501","10","true","2021-04-01T00:00:00.000","Manhattan","501","10"
"2018M0375 - 1 - 00501 - 0012","1005010012","Manhattan","501","12","true","2021-04-01T00:00:00.000","Manhattan","501","12"
"2018M0375 - 1 - 00501 - 0015","1005010015","Manhattan","501","15","true","2021-04-01T00:00:00.000","Manhattan","501","15"
"2018M0375 - 1 - 00501 - 0020","1005010020","Manhattan","501","20","true","2021-04-01T00:00:00.000","Manhattan","501","20"
"2018M0375 - 1 - 00501 - 0028","1005010028","Manhattan","501","28","true","2021-04-01T00:00:00.000","Manhattan","501","28"
"2018M0375 - 1 - 00501 - 0030","1005010030","Manhattan","501","30","true","2021-04-01T00:00:00.000","Manhattan","501","30"
"2018M0375 - 1 - 00501 - 0031","1005010031","Manhattan","501","31","true","2021-04-01T00:00:00.000","Manhattan","501","31"
"2018M0375 - 1 - 00501 - 0032","1005010032","Manhattan","501","32","true","2021-04-01T00:00:00.000","Manhattan","501","32"
"2018M0375 - 1 - 00501 - 0033","1005010033","Manhattan","501","33","true","2021-04-01T00:00:00.000","Manhattan","501","33"
"2018M0375 - 1 - 00501 - 0034","1005010034","Manhattan","501","34","true","2021-04-01T00:00:00.000","Manhattan","501","34"
"2018M0375 - 1 - 00501 - 0035","1005010035","Manhattan","501","35","true","2021-04-01T00:00:00.000","Manhattan","501","35"
"2018M0375 - 1 - 00501 - 0036","1005010036","Manhattan","501","36","true","2021-04-01T00:00:00.000","Manhattan","501","36"
"2018M0375 - 1 - 00501 - 0039","1005010039","Manhattan","501","39","true","2021-04-01T00:00:00.000","Manhattan","501","39"
"2018M0375 - 1 - 00501 - 7501","1005017501","Manhattan","501","7501","true","2021-04-01T00:00:00.000","Manhattan","501","7501"
"2018M0375 - 1 - 00501 - 7502","1005017502","Manhattan","501","7502","true","2021-04-01T00:00:00.000","Manhattan","501","7502"
"2018M0375 - 1 - 00502 - 0002","1005020002","Manhattan","502","2","true","2021-04-01T00:00:00.000","Manhattan","502","2"
"2018M0375 - 1 - 00502 - 0004","1005020004","Manhattan","502","4","true","2021-04-01T00:00:00.000","Manhattan","502","4"
"2018M0375 - 1 - 00502 - 0006","1005020006","Manhattan","502","6","true","2021-04-01T00:00:00.000","Manhattan","502","6"
"2018M0375 - 1 - 00502 - 0020","1005020020","Manhattan","502","20","true","2021-04-01T00:00:00.000","Manhattan","502","20"
"2018M0375 - 1 - 00502 - 0023","1005020023","Manhattan","502","23","true","2021-04-01T00:00:00.000","Manhattan","502","23"
"2018M0375 - 1 - 00502 - 0025","1005020025","Manhattan","502","25","true","2021-04-01T00:00:00.000","Manhattan","502","25"
"2018M0375 - 1 - 00502 - 0031","1005020031","Manhattan","502","31","true","2021-04-01T00:00:00.000","Manhattan","502","31"
"2018M0375 - 1 - 00502 - 0033","1005020033","Manhattan","502","33","true","2021-04-01T00:00:00.000","Manhattan","502","33"
"2018M0375 - 1 - 00502 - 0037","1005020037","Manhattan","502","37","true","2021-04-01T00:00:00.000","Manhattan","502","37"
"2018M0375 - 1 - 00502 - 0038","1005020038","Manhattan","502","38","true","2021-04-01T00:00:00.000","Manhattan","502","38"
"2018M0375 - 1 - 00502 - 0041","1005020041","Manhattan","502","41","true","2021-04-01T00:00:00.000","Manhattan","502","41"
"2018M0375 - 1 - 00502 - 7501","1005027501","Manhattan","502","7501","true","2021-04-01T00:00:00.000","Manhattan","502","7501"
"2018M0375 - 1 - 00502 - 7502","1005027502","Manhattan","502","7502","true","2021-04-01T00:00:00.000","Manhattan","502","7502"
"2018M0375 - 1 - 00512 - 0014","1005120014","Manhattan","512","14","true","2021-04-01T00:00:00.000","Manhattan","512","14"
"2018M0375 - 1 - 00512 - 0015","1005120015","Manhattan","512","15","true","2021-04-01T00:00:00.000","Manhattan","512","15"
"2018M0375 - 1 - 00512 - 0017","1005120017","Manhattan","512","17","true","2021-04-01T00:00:00.000","Manhattan","512","17"
"2018M0375 - 1 - 00512 - 0020","1005120020","Manhattan","512","20","true","2021-04-01T00:00:00.000","Manhattan","512","20"
"2018M0375 - 1 - 00512 - 0022","1005120022","Manhattan","512","22","true","2021-04-01T00:00:00.000","Manhattan","512","22"
"2018M0375 - 1 - 00512 - 0023","1005120023","Manhattan","512","23","true","2021-04-01T00:00:00.000","Manhattan","512","23"
"2018M0375 - 1 - 00512 - 7501","1005127501","Manhattan","512","7501","true","2021-04-01T00:00:00.000","Manhattan","512","7501"
"2018M0375 - 1 - 00512 - 7502","1005127502","Manhattan","512","7502","true","2021-04-01T00:00:00.000","Manhattan","512","7502"
"2018M0375 - 1 - 00512 - 7503","1005127503","Manhattan","512","7503","true","2021-04-01T00:00:00.000","Manhattan","512","7503"
"2018M0375 - 1 - 00513 - 0003","1005130003","Manhattan","513","3","true","2021-04-01T00:00:00.000","Manhattan","513","3"
"2018M0375 - 1 - 00513 - 0007","1005130007","Manhattan","513","7","true","2021-04-01T00:00:00.000","Manhattan","513","7"
"2018M0375 - 1 - 00513 - 0009","1005130009","Manhattan","513","9","true","2021-04-01T00:00:00.000","Manhattan","513","9"
"2018M0375 - 1 - 00513 - 0010","1005130010","Manhattan","513","10","true","2021-04-01T00:00:00.000","Manhattan","513","10"
"2018M0375 - 1 - 00513 - 0022","1005130022","Manhattan","513","22","true","2021-04-01T00:00:00.000","Manhattan","513","22"
"2018M0375 - 1 - 00513 - 0023","1005130023","Manhattan","513","23","true","2021-04-01T00:00:00.000","Manhattan","513","23"
"2018M0375 - 1 - 00513 - 0025","1005130025","Manhattan","513","25","true","2021-04-01T00:00:00.000","Manhattan","513","25"
"2018M0375 - 1 - 00513 - 0028","1005130028","Manhattan","513","28","true","2021-04-01T00:00:00.000","Manhattan","513","28"
"2018M0375 - 1 - 00513 - 0030","1005130030","Manhattan","513","30","true","2021-04-01T00:00:00.000","Manhattan","513","30"
"2018M0375 - 1 - 00513 - 0031","1005130031","Manhattan","513","31","true","2021-04-01T00:00:00.000","Manhattan","513","31"
"2018M0375 - 1 - 00513 - 0033","1005130033","Manhattan","513","33","true","2021-04-01T00:00:00.000","Manhattan","513","33"
"2018M0375 - 1 - 00513 - 0035","1005130035","Manhattan","513","35","true","2021-04-01T00:00:00.000","Manhattan","513","35"
"2018M0375 - 1 - 00513 - 0036","1005130036","Manhattan","513","36","true","2021-04-01T00:00:00.000","Manhattan","513","36"
"2018M0375 - 1 - 00513 - 0039","1005130039","Manhattan","513","39","true","2021-04-01T00:00:00.000","Manhattan","513","39"
"2018M0375 - 1 - 00513 - 7501","1005137501","Manhattan","513","7501","true","2021-04-01T00:00:00.000","Manhattan","513","7501"
"2018M0375 - 1 - 00513 - 7502","1005137502","Manhattan","513","7502","true","2021-04-01T00:00:00.000","Manhattan","513","7502"
"2018M0375 - 1 - 00513 - 7503","1005137503","Manhattan","513","7503","true","2021-04-01T00:00:00.000","Manhattan","513","7503"
"2018M0375 - 1 - 00514 - 0001","1005140001","Manhattan","514","1","true","2021-04-01T00:00:00.000","Manhattan","514","1"
"2018M0375 - 1 - 00514 - 0003","1005140003","Manhattan","514","3","true","2021-04-01T00:00:00.000","Manhattan","514","3"
"2018M0375 - 1 - 00514 - 0004","1005140004","Manhattan","514","4","true","2021-04-01T00:00:00.000","Manhattan","514","4"
