"kit_id_number","borough","zipcode","date_collected","received_date","first_draw_at_the_tap_lead","first_draw_at_the_tap_copper"
"21180185","Staten Island","10309","2021-06-25T07:00:00.000","2021-06-29T12:26:10.000","0","0.056"
"21180032","Staten Island","10309","2021-06-25T07:00:00.000","2021-06-29T13:03:18.000","0","0.057"
"21179991","Brooklyn","11213","2021-06-25T07:00:00.000","2021-06-29T12:33:44.000","3","0.113"
"21180022","Queens","11385","2021-06-25T06:29:00.000","2021-06-29T12:46:55.000","9","0.13"
"21180084","Brooklyn","11231","2021-06-24T08:25:00.000","2021-06-28T13:56:33.000","5","0.141"
"21180344","Brooklyn","11223","2021-06-24T08:00:00.000","2021-06-28T13:55:13.000","9","0.096"
"21180154","Staten Island","10306","2021-06-24T07:01:00.000","2021-06-28T13:39:38.000","1","0.139"
"21180135","Queens","11361","2021-06-24T07:00:00.000","2021-06-28T14:04:37.000","2","0.366"
"21180172","Brooklyn","11230","2021-06-24T07:00:00.000","2021-06-28T14:40:10.000","2","0.164"
"21180031","Staten Island","10309","2021-06-24T07:00:00.000","2021-06-28T13:45:26.000","0","0.168"
"21180033","Staten Island","10309","2021-06-24T07:00:00.000","2021-06-28T13:44:28.000","0","0.126"
"21180021","Staten Island","10301","2021-06-24T06:30:00.000","2021-06-28T14:41:27.000","11","0.172"
"21179988","Bronx","10463","2021-06-24T06:06:00.000","2021-06-28T13:42:53.000","0","0.15"
"21180048","Queens","11379","2021-06-24T05:45:00.000","2021-06-28T14:29:46.000","7","0.122"
"21179976","Staten Island","10308","2021-06-24T05:30:00.000","2021-06-28T13:41:01.000","0","0.065"
"21179994","Queens","11358","2021-06-24T05:20:00.000","2021-06-28T13:51:57.000","5","0.134"
"21180322","Queens","11417","2021-06-24T04:00:00.000","2021-07-01T12:00:15.000","2","0.156"
"21180282","Staten Island","10305","2021-06-23T11:30:00.000","2021-06-23T13:16:15.000","0","0.114"
"21179938","Staten Island","10309","2021-06-23T09:00:00.000","2021-06-23T13:19:36.000","0","0.101"
"21179925","Staten Island","10314","2021-06-23T08:12:00.000","2021-06-28T13:50:28.000","0","0.14"
"21180097","Queens","11358","2021-06-23T08:03:00.000","2021-06-28T13:46:13.000","19","0.131"
"21180326","Staten Island","10312","2021-06-23T07:50:00.000","2021-06-28T14:00:55.000","0","0.11"
"21180247","Brooklyn","11209","2021-06-23T07:00:00.000","2021-06-28T14:25:30.000","0","0.054"
"21180090","Brooklyn","11216","2021-06-23T07:00:00.000","2021-07-02T12:41:55.000","5","0.179"
"21179931","Staten Island","10305","2021-06-23T07:00:00.000","2021-06-28T14:38:41.000","55","0.177"
"21180372","Staten Island","10306","2021-06-23T06:30:00.000","2021-06-29T12:16:09.000","3","0.115"
"21179951","Queens","11102","2021-06-23T06:05:00.000","2021-06-28T14:21:54.000","7","0.119"
"21179993","Brooklyn","11226","2021-06-23T06:00:00.000","2021-06-28T14:26:32.000","12","0.086"
"21180217","Brooklyn","11234","2021-06-23T06:00:00.000","2021-06-28T14:02:29.000","0","0.2"
"21180201","Staten Island","10312","2021-06-23T05:00:00.000","2021-06-28T14:37:41.000","2","0.153"
"21179933","Staten Island","10306","2021-06-22T09:00:00.000","2021-06-23T14:11:51.000","7","0.181"
"21179941","Bronx","10471","2021-06-22T08:03:00.000","2021-06-28T14:16:05.000","2","0.118"
"21179955","Queens","11375","2021-06-22T08:00:00.000","2021-06-28T13:48:02.000","0","0.085"
"21180300","Queens","11379","2021-06-22T07:10:00.000","2021-06-28T13:42:08.000","8","0.189"
"21180151","Staten Island","10304","2021-06-22T07:10:00.000","2021-06-28T13:36:42.000","0","0.146"
"21180295","Bronx","10457","2021-06-22T07:05:00.000","2021-06-23T14:00:15.000","0","0.15"
"21180012","Queens","11105","2021-06-22T07:00:00.000","2021-06-28T14:15:10.000","4","0.262"
"21180082","Brooklyn","11218","2021-06-22T07:00:00.000","2021-06-23T13:44:28.000","13","0.063"
"21180361","Brooklyn","11220","2021-06-22T06:59:00.000","2021-06-28T13:59:19.000","2","0.144"
"21180214","Brooklyn","11234","2021-06-22T06:45:00.000","2021-06-23T13:59:01.000","3","0.132"
"21180288","Staten Island","10312","2021-06-22T06:30:00.000","2021-06-23T13:23:00.000","1","0.227"
"21179970","Staten Island","10314","2021-06-22T06:30:00.000","2021-06-28T13:33:51.000","4","0.117"
"21179999","Queens","11103","2021-06-22T06:21:00.000","2021-06-23T13:18:29.000","4","0.139"
"21180120","Queens","11104","2021-06-22T06:19:00.000","2021-06-28T14:18:16.000","8","0.107"
"21180099","Queens","11432","2021-06-22T06:12:00.000","2021-06-23T13:35:26.000","3","0.044"
"21180059","Queens","11434","2021-06-22T05:35:00.000","2021-06-23T13:20:33.000","0","0.112"
"21180028","Staten Island","10310","2021-06-22T05:10:00.000","2021-06-22T12:30:45.000","1","0.178"
"21180257","Queens","11105","2021-06-22T04:25:00.000","2021-06-23T13:46:14.000","8","0.143"
"21180260","Brooklyn","11234","2021-06-21T23:08:00.000","2021-06-28T13:57:58.000","0","0.221"
"21180104","Staten Island","10314","2021-06-21T18:44:00.000","2021-06-28T13:34:48.000","1","0.137"
"21180329","Staten Island","10309","2021-06-21T09:00:00.000","2021-06-23T13:32:09.000","1","0.054"
"21180092","Queens","11432","2021-06-21T08:30:00.000","2021-06-28T14:30:38.000","0","0.055"
"21180137","Queens","11418","2021-06-21T08:15:00.000","2021-06-23T13:58:04.000","3","0.312"
"21180163","Staten Island","10309","2021-06-21T08:00:00.000","2021-06-23T13:33:36.000","1","0.102"
"21180014","Queens","11414","2021-06-21T07:30:00.000","2021-06-23T14:23:47.000","0","0.173"
"21180190","Staten Island","10310","2021-06-21T07:30:00.000","2021-06-23T14:10:40.000","6","0.165"
"21180193","Staten Island","10306","2021-06-21T07:30:00.000","2021-06-23T12:53:37.000","1","0.177"
"21180281","Staten Island","10314","2021-06-21T07:23:00.000","2021-06-23T14:04:11.000","0","0.037"
"21180248","Staten Island","10309","2021-06-21T07:20:00.000","2021-06-23T12:44:28.000","1","0.134"
"21180332","Staten Island","10309","2021-06-21T07:15:00.000","2021-06-22T13:40:49.000","0","0.107"
"21180114","Staten Island","10309","2021-06-21T07:14:00.000","2021-06-23T14:08:49.000","0","0.032"
"21179987","Bronx","10470","2021-06-21T07:00:00.000","2021-06-23T12:47:10.000","11","0.051"
"21180311","Staten Island","10310","2021-06-21T06:52:00.000","2021-06-28T14:24:17.000","2","0.098"
"21180178","Queens","11358","2021-06-20T16:00:00.000","2021-06-28T14:20:44.000","5","0.185"
"21180016","Queens","11691","2021-06-20T10:00:00.000","2021-06-23T12:50:31.000","0","0.069"
"21180370","Brooklyn","11234","2021-06-20T09:30:00.000","2021-06-23T14:21:25.000","3","0.079"
"21180051","Queens","11375","2021-06-20T09:22:00.000","2021-06-23T13:40:53.000","12","0.151"
"21180187","Staten Island","10306","2021-06-20T09:00:00.000","2021-06-28T14:13:58.000","0","0.147"
"21179981","Staten Island","10312","2021-06-20T08:18:00.000","2021-06-29T12:44:08.000","34","0.121"
"21180079","Staten Island","10312","2021-06-20T08:10:00.000","2021-06-23T12:49:21.000","0","0.187"
"21180343","Brooklyn","11224","2021-06-20T08:00:00.000","2021-06-23T13:24:09.000","5","0.151"
"21179959","Queens","11385","2021-06-20T07:45:00.000","2021-06-28T13:49:26.000","3","0.024"
"21180141","Queens","11432","2021-06-20T07:45:00.000","2021-06-23T14:07:54.000","11","0.226"
"21180256","Queens","11374","2021-06-20T07:30:00.000","2021-06-29T12:50:00.000","16","0.051"
"21180161","Staten Island","10312","2021-06-20T07:10:00.000","2021-06-23T14:22:07.000","1","0.093"
"21180298","Brooklyn","11212","2021-06-20T07:00:00.000","2021-06-23T12:42:40.000","0","0.098"
"21180138","Brooklyn","11229","2021-06-20T06:30:00.000","2021-06-23T12:46:20.000","13","0.126"
"21180062","Queens","11412","2021-06-20T06:05:00.000","2021-06-22T13:26:46.000","5","0.094"
"21180106","Staten Island","10308","2021-06-19T08:25:00.000","2021-06-22T13:03:15.000","0","0.093"
"21179984","Staten Island","10309","2021-06-19T08:15:00.000","2021-06-21T12:14:49.000","0","0.133"
"21179945","Bronx","10471","2021-06-19T07:50:00.000","2021-06-22T13:34:40.000","1","0.134"
"21180117","Staten Island","10309","2021-06-19T07:41:00.000","2021-06-22T13:04:37.000","4","0.164"
"21180196","Queens","11358","2021-06-19T07:30:00.000","2021-06-23T13:42:45.000","3","0.141"
"21180142","Queens","11412","2021-06-19T07:28:00.000","2021-06-22T12:28:43.000","1","0.116"
"21180160","Staten Island","10312","2021-06-19T07:23:00.000","2021-06-23T13:43:51.000","1","0.175"
"21180285","Staten Island","10308","2021-06-19T07:10:00.000","2021-06-22T13:37:25.000","1","0.131"
"21179946","Brooklyn","11215","2021-06-19T07:10:00.000","2021-06-23T14:20:27.000","4","0.217"
"21180132","Queens","11373","2021-06-19T07:07:00.000","2021-06-22T13:38:27.000","75","0.241"
"21180284","Staten Island","10306","2021-06-19T07:00:00.000","2021-06-23T13:51:25.000","0","0.097"
"21180017","Queens","11432","2021-06-19T06:58:00.000","2021-06-28T14:22:40.000","1","0.073"
"21179968","Staten Island","10314","2021-06-19T06:45:00.000","2021-06-23T13:55:15.000","2","0.12"
"21180002","Queens","11358","2021-06-19T06:30:00.000","2021-06-22T13:24:04.000","8","0.162"
"21180052","Queens","11354","2021-06-19T06:30:00.000","2021-06-29T11:57:22.000","8","0.186"
"21180054","Queens","11105","2021-06-19T06:09:00.000","2021-06-22T13:27:32.000","4","0.236"
"21180182","Queens","11419","2021-06-19T05:30:00.000","2021-06-23T13:39:02.000","4","0.123"
"21180273","Queens","11372","2021-06-18T17:18:00.000","2021-06-28T13:38:24.000","8","0.207"
"21180184","Brooklyn","11212","2021-06-18T11:00:00.000","2021-06-28T14:45:10.000","0","0.037"
"21180368","Brooklyn","11223","2021-06-18T09:00:00.000","2021-06-21T12:09:41.000","9","0.509"
"21180205","Staten Island","10312","2021-06-18T08:02:00.000","2021-06-21T12:18:20.000","0","0.164"
"21180088","Brooklyn","11234","2021-06-18T08:00:00.000","2021-06-22T13:17:57.000","7","0.02"
"21179985","Staten Island","10309","2021-06-18T08:00:00.000","2021-06-22T13:33:54.000","1","0.149"
"21180249","Staten Island","10306","2021-06-18T08:00:00.000","2021-06-22T13:15:22.000","0","0.125"
"21180294","Staten Island","10309","2021-06-18T07:45:00.000","2021-06-22T13:19:15.000","0","0.14"
"21180176","Brooklyn","11233","2021-06-18T07:32:00.000","2021-06-23T14:18:33.000","2","0.24"
"21180195","Staten Island","10306","2021-06-18T07:30:00.000","2021-06-22T13:32:24.000","0","0.144"
"21180242","Staten Island","10306","2021-06-18T07:30:00.000","2021-06-21T12:12:53.000","0","0.165"
"21180107","Queens","11379","2021-06-18T07:30:00.000","2021-06-22T13:31:48.000","6","0.09"
"21180287","Staten Island","10308","2021-06-18T07:15:00.000","2021-06-22T13:25:58.000","0","0.104"
"21180349","Brooklyn","11215","2021-06-18T07:15:00.000","2021-06-21T12:11:28.000","3","0.178"
"21180318","Staten Island","10305","2021-06-18T07:10:00.000","2021-06-21T12:02:14.000","0","0.164"
"21179930","Staten Island","10314","2021-06-18T07:00:00.000","2021-06-21T11:47:51.000","0","0.158"
"21180231","Staten Island","10306","2021-06-18T07:00:00.000","2021-06-22T13:10:16.000","7","0.086"
"21180221","Queens","11361","2021-06-18T07:00:00.000","2021-06-18T11:41:31.000","3","0.086"
"21180203","Staten Island","10312","2021-06-18T06:57:00.000","2021-06-23T13:40:04.000","0","0.054"
"21179980","Staten Island","10312","2021-06-18T06:56:00.000","2021-06-23T13:21:41.000","2","0.201"
"21180229","Staten Island","10314","2021-06-18T06:54:00.000","2021-06-23T14:22:58.000","0","0.023"
"21179964","Queens","11361","2021-06-18T06:30:00.000","2021-06-23T13:47:07.000","0","0.167"
"21180277","Brooklyn","11236","2021-06-18T06:05:00.000","2021-06-22T13:31:14.000","0","0.131"
"21180272","Queens","11432","2021-06-18T06:00:00.000","2021-06-23T13:35:02.000","1","0.083"
"21180215","Brooklyn","11234","2021-06-18T06:00:00.000","2021-06-21T12:08:21.000","7","0.161"
"21179944","Brooklyn","11226","2021-06-18T06:00:00.000","2021-06-21T12:16:55.000","5","0.198"
"21179926","Staten Island","10314","2021-06-18T05:50:00.000","2021-06-21T11:43:35.000","2","0.112"
"21180109","Staten Island","10308","2021-06-18T05:25:00.000","2021-06-22T13:23:34.000","0","0.127"
"21180036","Staten Island","10309","2021-06-17T09:00:00.000","2021-06-30T12:34:44.000","2","0.249"
"21180220","Queens","11357","2021-06-17T08:50:00.000","2021-06-22T13:03:54.000","18","0.253"
"21180020","Queens","11432","2021-06-17T08:34:00.000","2021-06-22T13:25:08.000","1","0.152"
"21180262","Queens","11379","2021-06-17T08:10:00.000","2021-06-22T12:51:14.000","8","0.129"
"21180038","Brooklyn","11215","2021-06-17T08:00:00.000","2021-06-21T11:55:35.000","4","0.19"
"21180266","Queens","11358","2021-06-17T08:00:00.000","2021-06-22T13:01:25.000","12","0.157"
"21180330","Staten Island","10309","2021-06-17T07:45:00.000","2021-06-22T13:06:05.000","0","0.032"
"21180293","Staten Island","10309","2021-06-17T07:45:00.000","2021-06-22T13:16:31.000","1","0.095"
"21180177","Queens","11354","2021-06-17T07:30:00.000","2021-06-22T13:21:21.000","25","0.08"
"21180095","Brooklyn","11213","2021-06-17T07:25:00.000","2021-06-29T12:54:49.000","3","0.131"
"21180125","Brooklyn","11224","2021-06-17T07:14:00.000","2021-06-22T13:10:49.000","0","0.098"
"21180174","Queens","11103","2021-06-17T07:00:00.000","2021-06-22T13:14:30.000","8","0.113"
"21180063","Staten Island","10301","2021-06-17T07:00:00.000","2021-06-22T13:05:21.000","6","0.157"
"21179990","Brooklyn","11215","2021-06-17T06:30:00.000","2021-06-21T12:04:40.000","5","0.122"
"21180073","Staten Island","10312","2021-06-17T06:30:00.000","2021-06-22T13:22:25.000","3","0.145"
"21180074","Queens","11432","2021-06-17T06:23:00.000","2021-06-22T13:41:43.000","1","0.065"
"21180309","Queens","11417","2021-06-17T06:15:00.000","2021-06-22T13:29:13.000","3","0.148"
"21180319","Brooklyn","11234","2021-06-17T06:00:00.000","2021-06-22T13:33:14.000","13","0.127"
"21180328","Staten Island","10309","2021-06-17T06:00:00.000","2021-06-21T11:46:39.000","0","0.152"
"21179936","Staten Island","10308","2021-06-17T06:00:00.000","2021-06-22T13:18:45.000","69","0.083"
"21180259","Bronx","10469","2021-06-17T05:50:00.000","2021-06-22T13:35:57.000","0","0.21"
"21179943","Bronx","10463","2021-06-17T05:50:00.000","2021-06-22T13:36:41.000","2","0.052"
"21179974","Staten Island","10314","2021-06-17T05:30:00.000","2021-06-21T11:53:54.000","0","0.074"
"21180250","Manhattan","10018","2021-06-17T05:20:00.000","2021-06-21T12:17:31.000","4","0.218"
"21180225","Manhattan","10010","2021-06-17T05:15:00.000","2021-06-22T13:35:23.000","0","0.213"
"21180162","Staten Island","10312","2021-06-17T05:15:00.000","2021-06-22T13:30:30.000","0","0.034"
"21180331","Staten Island","10309","2021-06-17T05:14:00.000","2021-06-23T14:17:17.000","3","0.076"
"21180042","Brooklyn","11228","2021-06-16T12:15:00.000","2021-06-22T12:46:05.000","3","0.268"
"21180116","Staten Island","10309","2021-06-16T09:35:00.000","2021-06-22T13:39:52.000","0","0.082"
"21180327","Staten Island","10312","2021-06-16T09:00:00.000","2021-06-22T12:48:02.000","0","0.114"
"21179982","Staten Island","10312","2021-06-16T09:00:00.000","2021-06-22T12:54:24.000","4","0.166"
"21180159","Queens","11372","2021-06-16T08:45:00.000","2021-06-22T13:28:13.000","10","0.09"
"21180155","Staten Island","10308","2021-06-16T08:40:00.000","2021-06-22T12:32:11.000","0","0.154"
"21180010","Brooklyn","11228","2021-06-16T08:35:00.000","2021-06-22T13:39:14.000","23","0.157"
"21180191","Staten Island","10306","2021-06-16T08:25:00.000","2021-06-22T13:11:35.000","0","0.097"
"21180094","Brooklyn","11223","2021-06-16T08:15:00.000","2021-06-22T13:13:31.000","3","0.081"
"21179956","Queens","11378","2021-06-16T08:06:00.000","2021-06-21T11:59:32.000","5","0.154"
"21180291","Staten Island","10309","2021-06-16T08:00:00.000","2021-06-22T12:53:43.000","0","0.113"
"21179961","Queens","11354","2021-06-16T07:20:00.000","2021-06-22T12:38:44.000","3","0.132"
"21179977","Staten Island","10312","2021-06-16T07:15:00.000","2021-06-22T13:02:36.000","0","0.079"
"21180102","Staten Island","10314","2021-06-16T07:10:00.000","2021-06-28T14:11:27.000","4","0.373"
"21180065","Staten Island","10304","2021-06-16T07:05:00.000","2021-06-22T12:51:55.000","24","0.158"
"21180019","Queens","11691","2021-06-16T07:00:00.000","2021-06-22T13:00:29.000","0","0.059"
"21180037","Brooklyn","11231","2021-06-16T07:00:00.000","2021-06-22T13:12:16.000","0","0.009"
"21180111","Staten Island","10309","2021-06-16T07:00:00.000","2021-06-22T12:57:28.000","11","0.118"
"21180204","Staten Island","10312","2021-06-16T06:45:00.000","2021-06-22T12:40:46.000","2","0.126"
"21180360","Queens","11378","2021-06-16T06:30:00.000","2021-06-22T12:35:44.000","4","0.112"
"21180157","Staten Island","10308","2021-06-16T06:30:00.000","2021-06-22T13:20:31.000","0","0.055"
"21180152","Staten Island","10306","2021-06-16T06:30:00.000","2021-06-22T12:55:07.000","0","0.172"
"21180239","Staten Island","10306","2021-06-16T06:25:00.000","2021-06-22T12:58:21.000","0","0.044"
"21180313","Staten Island","10303","2021-06-16T06:21:00.000","2021-06-21T12:06:24.000","0","0.137"
"21180292","Queens","11420","2021-06-16T06:00:00.000","2021-06-22T12:29:54.000","4","0.2"
"21180280","Staten Island","10306","2021-06-16T06:00:00.000","2021-06-22T12:34:51.000","1","0.165"
"21180044","Brooklyn","11214","2021-06-16T06:00:00.000","2021-06-22T12:47:00.000","3","0.162"
"21179998","Brooklyn","11220","2021-06-16T06:00:00.000","2021-06-22T12:59:37.000","5","0.118"
"21180146","Queens","11375","2021-06-16T06:00:00.000","2021-06-23T13:50:22.000","2","0.184"
"21180130","Bronx","10461","2021-06-16T06:00:00.000","2021-06-21T12:02:39.000","9","0.097"
"21180121","Staten Island","10306","2021-06-16T05:55:00.000","2021-06-22T12:40:00.000","0","0.252"
"21180124","Brooklyn","11224","2021-06-16T05:40:00.000","2021-06-22T12:45:00.000","0","0.142"
"21180167","Staten Island","10310","2021-06-16T05:15:00.000","2021-06-22T12:37:28.000","5","0.126"
"21179937","Staten Island","10309","2021-06-16T05:05:00.000","2021-06-22T12:49:02.000","0","0.095"
"21180188","Queens","11418","2021-06-16T05:00:00.000","2021-06-22T12:55:42.000","2","0.084"
"21180218","Queens","11378","2021-06-16T04:50:00.000","2021-06-22T12:52:39.000","10","0.105"
"21179957","Queens","11385","2021-06-16T04:45:00.000","2021-06-22T12:43:09.000","3","0.132"
"21180068","Staten Island","10314","2021-06-16T04:30:00.000","2021-06-22T12:33:44.000","0","0.186"
"21180223","Queens","11691","2021-06-16T04:21:00.000","2021-06-22T12:44:13.000","0","0.346"
"21180278","Staten Island","10306","2021-06-15T23:45:00.000","2021-06-22T13:12:51.000","1","0.091"
"21180030","Staten Island","10312","2021-06-15T18:00:00.000","2021-06-22T12:56:45.000","0","0.108"
"21180310","Queens","11354","2021-06-15T16:38:00.000","2021-06-22T12:41:49.000","3","0.208"
"21180335","Staten Island","10309","2021-06-15T10:00:00.000","2021-06-22T12:50:30.000","1","0.122"
"21180289","Queens","11374","2021-06-15T07:30:00.000","2021-06-23T13:53:49.000","7","0.12"
"21180069","Staten Island","10306","2021-06-15T06:40:00.000","2021-06-22T13:15:57.000","0","0.156"
"21180314","Queens","11385","2021-06-15T06:00:00.000","2021-06-22T13:29:52.000","3","0.017"
"21180316","Staten Island","10314","2021-06-14T14:50:00.000","2021-06-22T12:27:53.000","0","0.038"
"21280663","Queens","11420","2021-06-11T06:01:00.000","2021-06-16T09:10:36.000","4","0.201"
"21280673","Queens","11354","2021-06-02T06:32:00.000","2021-06-04T12:44:44.000","4","0.118"
"20169783","QUEENS","11378","2020-09-29T07:30:00.000","2020-10-06T11:20:39.000","2","0.453"
"20170114","STATEN ISLAND","10314","2020-09-26T09:15:00.000","2020-10-01T11:47:54.000","6","0.199"
"20169876","STATEN ISLAND","10310","2020-09-26T06:30:00.000","2020-10-01T11:47:21.000","3","0.080"
"20170146","BROOKLYN","11236","2020-09-24T09:00:00.000","2020-09-29T11:22:04.000","13","0.205"
"20170033","STATEN ISLAND","10312","2020-09-18T07:15:00.000","2020-09-23T10:39:18.000","0","0.148"
"20170122","STATEN ISLAND","10308","2020-09-18T06:06:00.000","2020-09-23T10:41:41.000","1","0.079"
"20170081","STATEN ISLAND","10308","2020-09-16T06:05:00.000","2020-09-23T10:42:09.000","0","0.086"
"20169714","BROOKLYN","11218","2020-09-15T07:25:00.000","2020-09-17T11:22:06.000","10","0.117"
"20170106","QUEENS","11417","2020-09-15T07:25:00.000","2020-09-23T10:40:31.000","4","0.145"
"20169824","QUEENS","11434","2020-09-12T08:55:00.000","2020-09-23T10:41:10.000","0","0.089"
"20169916","QUEENS","11413","2020-09-10T07:00:00.000","2020-09-16T09:49:06.000","0","0.110"
"20170088","BRONX","10471","2020-09-09T10:00:00.000","2020-09-16T09:50:30.000","0","0.221"
"20170142","BROOKLYN","11209","2020-09-09T07:47:00.000","2020-09-16T09:52:05.000","6","0.223"
"20169698","STATEN ISLAND","10308","2020-09-08T05:15:00.000","2020-09-11T11:05:21.000","2","0.103"
"20169819","QUEENS","11377","2020-09-07T16:35:00.000","2020-09-16T09:49:24.000","5","0.452"
"20169874","BROOKLYN","11226","2020-09-05T07:00:00.000","2020-09-16T09:52:33.000","10","0.238"
"20169823","QUEENS","11427","2020-09-04T21:15:00.000","2020-09-16T09:51:24.000","9","0.187"
"20169894","BROOKLYN","11208","2020-09-04T06:27:00.000","2020-09-17T11:22:52.000","4","0.187"
"20170006","STATEN ISLAND","10308","2020-09-03T05:30:00.000","2020-09-08T11:23:52.000","0","0.101"
"20169952","QUEENS","11357","2020-09-01T23:05:00.000","2020-09-08T11:24:57.000","6","0.191"
"20170068","QUEENS","11415","2020-08-29T22:00:00.000","2020-09-08T11:24:38.000","17","0.246"
"20169991","STATEN ISLAND","10309","2020-08-29T11:00:00.000","2020-09-02T11:32:09.000","2","0.137"
"20169890","BROOKLYN","11222","2020-08-28T13:54:00.000","2020-09-08T11:26:33.000","0","0.234"
"20170032","STATEN ISLAND","10312","2020-08-28T06:10:00.000","2020-09-02T11:48:59.000","0","0.122"
"20169761","BROOKLYN","11204","2020-08-26T08:30:00.000","2020-09-02T11:27:38.000","0","0.076"
"20170101","QUEENS","11377","2020-08-23T18:08:00.000","2020-09-02T11:47:23.000","8","0.146"
"20169827","BROOKLYN","11212","2020-08-23T08:24:00.000","2020-08-26T11:30:56.000","0","0.104"
"20169728","QUEENS","11360","2020-08-22T15:28:00.000","2020-08-26T11:31:13.000","3","0.073"
"20170145","BROOKLYN","11228","2020-08-21T07:55:00.000","2020-08-24T12:15:16.000","7","0.158"
"20169715","QUEENS","11101","2020-08-19T12:10:00.000","2020-08-24T12:17:02.000","7","0.166"
"20169866","QUEENS","11415","2020-08-19T12:00:00.000","2020-09-02T11:25:06.000","3","0.088"
"20169793","STATEN ISLAND","10312","2020-08-18T08:50:00.000","2020-08-24T12:15:47.000","0","0.077"
"20169957","QUEENS","11358","2020-08-15T06:05:00.000","2020-08-18T11:31:03.000","1","0.173"
"20169770","BROOKLYN","11214","2020-08-14T07:15:00.000","2020-08-18T11:33:48.000","2","0.128"
"20170045","BROOKLYN","11207","2020-08-11T08:00:00.000","2020-08-18T11:34:58.000","0","0.081"
"20169846","BROOKLYN","11217","2020-08-10T19:45:00.000","2020-08-14T11:23:16.000","3","0.198"
"20170151","QUEENS","11368","2020-08-10T07:30:00.000","2020-08-14T11:32:27.000","3","0.038"
"20170073","STATEN ISLAND","10314","2020-08-10T06:30:00.000","2020-08-14T11:35:25.000","0","0.151"
"20169832","STATEN ISLAND","10314","2020-08-09T08:15:00.000","2020-08-20T11:21:04.000","0","0.091"
"20169909","QUEENS","11358","2020-08-08T16:00:00.000","2020-08-14T11:21:22.000","36","0.178"
"20169998","BROOKLYN","11216","2020-08-07T05:52:00.000","2020-08-11T12:08:27.000","4","0.268"
"20169995","BRONX","10460","2020-08-06T15:48:00.000","2020-08-14T11:29:54.000","4","0.018"
"20169705","BRONX","10462","2020-08-05T07:00:00.000","2020-08-11T12:07:48.000","3","0.200"
"20169889","STATEN ISLAND","10308","2020-08-05T06:00:00.000","2020-08-11T12:07:12.000","0","0.079"
"20169759","BROOKLYN","11217","2020-08-04T09:15:00.000","2020-08-18T11:32:28.000","0","0.133"
"20169844","BROOKLYN","11217","2020-08-04T08:00:00.000","2020-08-11T12:06:11.000","2","0.208"
"20170044","BROOKLYN","11207","2020-08-03T07:00:00.000","2020-08-05T12:41:02.000","5","0.156"
"20170161","QUEENS","11361","2020-08-03T06:30:00.000","2020-08-05T12:38:46.000","3","0.039"
"20169892","QUEENS","11375","2020-08-01T19:46:00.000","2020-08-05T12:40:24.000","3","0.150"
"20169833","STATEN ISLAND","10314","2020-07-31T07:00:00.000","2020-08-05T12:43:00.000","0","0.197"
"20169808","BROOKLYN","11206","2020-07-30T06:48:00.000","2020-08-05T12:39:52.000","7","0.280"
"20170148","QUEENS","11378","2020-07-29T09:43:00.000","2020-08-05T12:39:22.000","0","0.220"
"20171119","STATEN ISLAND","10308","2020-07-28T08:05:00.000","2020-07-30T11:19:51.000","0","0.157"
"20169836","BROOKLYN","11238","2020-07-28T07:30:00.000","2020-08-06T11:31:00.000","3","0.215"
"20170052","QUEENS","11372","2020-07-27T22:30:00.000","2020-07-30T11:16:42.000","7","0.214"
"20169821","QUEENS","11375","2020-07-26T17:10:00.000","2020-07-30T11:21:58.000","71","0.147"
"20169843","BRONX","10463","2020-07-26T06:05:00.000","2020-08-05T12:41:21.000","2","0.099"
"20169721","QUEENS","11415","2020-07-25T09:10:00.000","2020-07-30T11:20:52.000","2","0.209"
"20169950","QUEENS","11103","2020-07-22T08:00:00.000","2020-07-24T12:05:13.000","6","0.160"
"20169707","BRONX","10461","2020-07-22T06:00:00.000","2020-07-30T11:18:51.000","5","0.128"
"20170162","QUEENS","11358","2020-07-20T07:06:00.000","2020-07-24T11:39:32.000","1","0.137"
"20169949","QUEENS","11106","2020-07-20T06:05:00.000","2020-07-24T11:39:56.000","5","0.109"
"20169944","BROOKLYN","11226","2020-07-19T18:00:00.000","2020-07-24T11:38:41.000","9","0.159"
"20169753","BRONX","10463","2020-07-18T05:30:00.000","2020-07-22T12:31:38.000","1","0.129"
"20169701","STATEN ISLAND","10308","2020-07-17T05:00:00.000","2020-07-21T11:26:57.000","0","0.101"
"20170050","BROOKLYN","11209","2020-07-16T07:15:00.000","2020-07-20T11:29:30.000","39","0.137"
"20170058","QUEENS","11358","2020-07-14T07:30:00.000","2020-07-16T11:24:22.000","103","0.168"
"20169992","STATEN ISLAND","10309","2020-07-14T06:20:00.000","2020-07-17T11:31:18.000","0","0.086"
"20170140","BROOKLYN","11228","2020-07-13T07:45:00.000","2020-07-16T11:30:49.000","3","0.126"
"20169711","BROOKLYN","11232","2020-07-13T07:22:00.000","2020-07-22T12:30:33.000","11","0.103"
"20169946","BROOKLYN","11230","2020-07-13T06:40:00.000","2020-07-15T11:03:50.000","2","0.167"
"20170099","QUEENS","11358","2020-07-12T08:09:00.000","2020-07-15T11:04:31.000","8","0.075"
"20169913","QUEENS","11418","2020-07-11T08:00:00.000","2020-07-16T11:29:18.000","0","0.162"
"20169882","QUEENS","11434","2020-07-10T08:15:00.000","2020-07-22T12:30:06.000","5","0.034"
