"contract_id","organization_id","agency_id","agency_name","service_id","contract_amount","contract_end","contract_start","contract_number","fiscal_year"
"541","650","125","DFTA","1665","905129","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002401","FY2018"
"542","650","125","DFTA","1666","397723","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400367","FY2018"
"543","650","125","DFTA","1667","3120000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002402","FY2018"
"544","651","125","DFTA","1668","1106485","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000571","FY2018"
"545","652","125","DFTA","1669","1805680","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171407399","FY2018"
"546","652","125","DFTA","1669","766497","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171407402","FY2018"
"547","652","125","DFTA","1669","947585","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171407404","FY2018"
"548","652","125","DFTA","1669","684707","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171407401","FY2018"
"549","652","125","DFTA","1669","1000225","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171407517","FY2018"
"550","652","125","DFTA","1669","821060","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171407400","FY2018"
"551","652","125","DFTA","1669","1757405","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171407403","FY2018"
"552","653","125","DFTA","1670","3078264","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003257","FY2018"
"553","653","125","DFTA","1671","554766","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181401801","FY2018"
"554","654","125","DFTA","1672","1375443","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400466","FY2018"
"555","655","125","DFTA","1673","558677","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000721","FY2018"
"556","655","125","DFTA","1674",,,,,"FY2018"
"557","656","125","DFTA","1676","2115742","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402147","FY2018"
"558","657","125","DFTA","1677","1826628","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402073","FY2018"
"559","658","125","DFTA","1678","1383435","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400363","FY2018"
"560","658","125","DFTA","1679","1351504","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000212","FY2018"
"561","658","125","DFTA","1680","1729168","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400262","FY2018"
"562","659","125","DFTA","1681","244013","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181412256","FY2018"
"563","659","125","DFTA","1681",,,,"CT112520171403946","FY2018"
"564","660","125","DFTA","1682","652143","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402708","FY2018"
"565","661","125","DFTA","1683","11744865","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181401591","FY2018"
"566","662","125","DFTA","1684","2124750","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400742","FY2018"
"567","662","125","DFTA","1685","956994","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400365","FY2018"
"568","662","125","DFTA","1686","682005","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001457","FY2018"
"569","662","125","DFTA","1686","1007223","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001458","FY2018"
"570","662","125","DFTA","1686","942000","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001456","FY2018"
"571","662","125","DFTA","1687","585110","2018-03-31T00:00:00.000","2017-01-01T00:00:00.000","CT112520181401893","FY2018"
"572","662","125","DFTA","1688","5691000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001459","FY2018"
"573","663","125","DFTA","1689","1421445","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000724","FY2018"
"574","664","125","DFTA","1690","790467","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400768","FY2018"
"575","665","125","DFTA","1691","16211259","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002686","FY2018"
"576","666","125","DFTA","1692","9651861","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402482","FY2018"
"577","666","125","DFTA","1692","19205820","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402494","FY2018"
"578","667","125","DFTA","1693","1504307","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000932","FY2018"
"579","667","125","DFTA","1694","879368","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003220","FY2018"
"580","668","125","DFTA","1695","822848","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002194","FY2018"
"581","668","125","DFTA","1695","1135967","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002193","FY2018"
"582","668","125","DFTA","1695","828678","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002191","FY2018"
"583","668","125","DFTA","1695","646260","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002196","FY2018"
"584","668","125","DFTA","1695","868563","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002192","FY2018"
"585","668","125","DFTA","1695","1044263","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002195","FY2018"
"586","668","125","DFTA","1696","1135967","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002193","FY2018"
"587","668","125","DFTA","1696","1044263","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002195","FY2018"
"588","668","125","DFTA","1697","398155","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003572","FY2018"
"589","668","125","DFTA","1697","398030","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003571","FY2018"
"590","669","125","DFTA","1698","1191712","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401525","FY2018"
"591","670","125","DFTA","1699","3852000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000390","FY2018"
"592","671","125","DFTA","1701",,,,"CT112520171400501","FY2018"
"593","671","125","DFTA","1704","1180982","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400474","FY2018"
"594","671","125","DFTA","1702",,"2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400862","FY2018"
"595","671","125","DFTA","1703","662930","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400500","FY2018"
"596","671","125","DFTA","1703","1417165","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400499","FY2018"
"597","671","125","DFTA","1703","946543","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400476","FY2018"
"598","671","125","DFTA","1703","1265720","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400475","FY2018"
"599","671","125","DFTA","1703","1180982","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400474","FY2018"
"600","671","125","DFTA","1703","1288315","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400471","FY2018"
"601","671","125","DFTA","1703","1356129","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400478","FY2018"
"602","671","125","DFTA","1703","1151315","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400498","FY2018"
"603","671","125","DFTA","1703","835152.16","2018-10-31T00:00:00.000","2017-01-01T00:00:00.000","CT112520171412992","FY2018"
"604","671","125","DFTA","1703","1012528","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400479","FY2018"
"605","671","125","DFTA","1704","1417165","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400499","FY2018"
"606","671","125","DFTA","1705","1277954","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400863","FY2018"
"607","671","125","DFTA","1705","1887251","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400864","FY2018"
"608","671","125","DFTA","1706","3549000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400502","FY2018"
"609","672","125","DFTA","1707","1204276","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400729","FY2018"
"610","673","125","DFTA","1708",,,,"CT112520171400243","FY2018"
"611","673","125","DFTA","1709","1590285","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400192","FY2018"
"612","674","125","DFTA","1710","683281","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000385","FY2018"
"613","675","125","DFTA","1711","732731","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400191","FY2018"
"614","676","125","DFTA","1712","1198780","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001741","FY2018"
"615","677","125","DFTA","1713","1815262","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402075","FY2018"
"616","677","125","DFTA","1713","1280166","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400931","FY2018"
"617","678","125","DFTA","1714","2068227","2018-12-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401488","FY2018"
"618","679","125","DFTA","1715","1932433","2017-12-31T00:00:00.000","2015-07-01T00:00:00.000","CT112520160001486","FY2018"
"619","679","125","DFTA","1716","395968","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181403154","FY2018"
"620","680","125","DFTA","1717","2971400","2018-12-31T00:00:00.000","2015-07-01T00:00:00.000","CT112520160000962","FY2018"
"621","680","125","DFTA","1717","1254066","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000279","FY2018"
"622","680","125","DFTA","1718","697024","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003216","FY2018"
"623","680","125","DFTA","1719","397321","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003221","FY2018"
"624","680","125","DFTA","1720","3462000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000388","FY2018"
"625","681","125","DFTA","1721","580464","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001742","FY2018"
"626","682","125","DFTA","1722","836475","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002627","FY2018"
"627","683","125","DFTA","1723","787036","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401639","FY2018"
"628","684","125","DFTA","1724","1493728","2019-04-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002251","FY2018"
"629","685","125","DFTA","1725","2012769","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003081","FY2018"
"630","685","125","DFTA","1725","1095772","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003078","FY2018"
"631","685","125","DFTA","1725","732099","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003082","FY2018"
"632","685","125","DFTA","1725","1231321","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003080","FY2018"
"633","686","125","DFTA","1726","1827550","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400193","FY2018"
"634","687","125","DFTA","1727","2083163","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400352","FY2018"
"635","687","125","DFTA","1727","973989","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400352","FY2018"
"636","687","125","DFTA","1727","3767178","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003745","FY2018"
"637","687","125","DFTA","1728","973989","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400352","FY2018"
"638","687","125","DFTA","1729","1410000","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT112520160000437","FY2018"
"639","687","125","DFTA","1730",,,,"CT112520150000470","FY2018"
"640","688","125","DFTA","1731","772700","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400337","FY2018"
"641","688","125","DFTA","1731","1391646","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400338","FY2018"
"642","688","125","DFTA","1731","676130","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400336","FY2018"
"643","688","125","DFTA","1731","790666","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400335","FY2018"
"644","688","125","DFTA","1731","757751","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400334","FY2018"
"645","688","125","DFTA","1732","1391646","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400338","FY2018"
"646","688","125","DFTA","1733","1391646","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400338","FY2018"
"647","689","125","DFTA","1734","1453724","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002198","FY2018"
"648","690","125","DFTA","1735","1621825","2018-12-31T00:00:00.000","2015-07-01T00:00:00.000","CT112520160000964","FY2018"
"649","690","125","DFTA","1736","400344","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002492","FY2018"
"650","691","125","DFTA","1737","1553397","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001052","FY2018"
"651","692","125","DFTA","1738","903244","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401742","FY2018"
"652","692","125","DFTA","1738","683641","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401741","FY2018"
"653","692","125","DFTA","1738","1468352","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401743","FY2018"
"654","692","125","DFTA","1738","771144","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401744","FY2018"
"655","692","125","DFTA","1739","1468352","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401743","FY2018"
"656","692","125","DFTA","1740","2010856","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181401593","FY2018"
"657","693","125","DFTA","1741","4500000","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181408973","FY2018"
"658","693","125","DFTA","1741","1296000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171416622","FY2018"
"659","694","125","DFTA","1742","1025027","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000777","FY2018"
"660","695","125","DFTA","1743","1295084","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002252","FY2018"
"661","696","125","DFTA","1744","2356336","2018-12-31T00:00:00.000","2015-07-01T00:00:00.000","CT112520160001142","FY2018"
"662","697","125","DFTA","1745","741828","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401235","FY2018"
"663","697","125","DFTA","1745","1000998","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401234","FY2018"
"664","697","125","DFTA","1745","729534","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401232","FY2018"
"665","697","125","DFTA","1745","536604","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400888","FY2018"
"666","698","125","DFTA","1746","685253","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001891","FY2018"
"667","2","816","DOHMH","6","375000","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","17-LSN-713","FY2017"
"668","3","816","DOHMH","15","475784","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000476","FY2018"
"669","3","816","DOHMH","16","839106","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001788","FY2018"
"670","3","816","DOHMH","17","839106","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001788","FY2018"
"671","3","816","DOHMH","16","493771","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001789","FY2018"
"672","5","816","DOHMH","26","471783","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001951","FY2018"
"673","10","816","DOHMH","39","447500","2019-06-03T00:00:00.000","2016-10-01T00:00:00.000","CT181620171425006","FY2018"
"674","10","816","DOHMH","40","610145","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-FNS-520","FY2017"
"675","10","816","DOHMH","41","90586","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","11-SNS-520","FY2017"
"676","10","816","DOHMH","42","261690","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-TCC-520","FY2017"
"677","10","816","DOHMH","43","51101","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","12-EIP-520","FY2017"
"678","10","816","DOHMH","44","3699632","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","14-SRA-520","FY2017"
"679","10","816","DOHMH","45","318958","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","15-SCG-520","FY2017"
"680","10","816","DOHMH","48","512971","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","16-HRM-520","FY2017"
"681","10","816","DOHMH","49","429494","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","16-MHV-520","FY2017"
"682","10","816","DOHMH","50","440000","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","17-LSN-520","FY2017"
"683","10","816","DOHMH","46","353438","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCI-520","FY2017"
"684","10","816","DOHMH","47","140625","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCP-520","FY2017"
"685","14","816","DOHMH","64","2150425","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002312","FY2018"
"686","17","816","DOHMH","72","425104","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181400602","FY2018"
"687","22","816","DOHMH","94","450000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000016","FY2018"
"688","22","816","DOHMH","94","450000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000017","FY2018"
"689","22","816","DOHMH","94","450000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000031","FY2018"
"690","22","816","DOHMH","94","450000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000032","FY2018"
"691","22","816","DOHMH","94","350000","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","CT181620171408102","FY2018"
"692","22","816","DOHMH","97","318274","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-FNS-655","FY2017"
"693","22","816","DOHMH","98","240676","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-TCC-655","FY2017"
"694","22","816","DOHMH","101","832632","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","14-STH-655","FY2017"
"695","22","816","DOHMH","102","318958","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","15-SCG-655","FY2017"
"696","22","816","DOHMH","93","935695","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001016","FY2018"
"697","22","816","DOHMH","93","201893","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001126","FY2018"
"698","22","816","DOHMH","93","3746530","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001306","FY2018"
"699","22","816","DOHMH","93","705909","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001711","FY2018"
"700","22","816","DOHMH","93","284388","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001983","FY2018"
"701","22","816","DOHMH","93","871979","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002226","FY2018"
"702","22","816","DOHMH","93","742104","2019-06-30T00:00:00.000","2016-11-01T00:00:00.000","CT181620171423162","FY2018"
"703","22","816","DOHMH","93","399471","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000541","FY2018"
"704","22","816","DOHMH","95","3746530","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001306","FY2018"
"705","22","816","DOHMH","95","2130742","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002116","FY2018"
"706","22","816","DOHMH","96","2130742","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002116","FY2018"
"707","22","816","DOHMH","99","205000","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","13-CON-655","FY2017"
"708","22","816","DOHMH","95","1551180","2022-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181405918","FY2018"
"709","22","816","DOHMH","100","247500","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","13-STC-655","FY2017"
"710","22","816","DOHMH","104","210937","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCP-655","FY2017"
"711","22","816","DOHMH","103","250000","2018-09-30T00:00:00.000","2017-03-01T00:00:00.000","16-BCP-655","FY2017"
"712","23","816","DOHMH","114","1888234","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001352","FY2018"
"713","23","816","DOHMH","115","1888234","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001352","FY2018"
"714","23","816","DOHMH","119","215118","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001561","FY2018"
"715","23","816","DOHMH","113","1888234","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001352","FY2018"
"716","23","816","DOHMH","113","577372","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002641","FY2018"
"717","23","816","DOHMH","116","1888234","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001352","FY2018"
"718","23","816","DOHMH","118","260034","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001477","FY2018"
"719","23","816","DOHMH","117","260034","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001477","FY2018"
"720","23","816","DOHMH","120","162000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620171404743","FY2018"
"721","23","816","DOHMH","120","442500","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620171404744","FY2018"
"722","23","816","DOHMH","120","324000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620171404758","FY2018"
"723","23","816","DOHMH","120",,"2016-09-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620171404819",
"724","23","816","DOHMH","121","383846","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000646","FY2018"
"725","23","816","DOHMH","122","383846","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000646","FY2018"
"726","24","816","DOHMH","140","215120","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-FNS-531","FY2017"
"727","24","816","DOHMH","138","182595","2018-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002446","FY2018"
"728","24","816","DOHMH","139","1206409","2018-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002852","FY2018"
"729","24","816","DOHMH","141","437575","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","16-HRM-531","FY2017"
"730","29","816","DOHMH","167","541771","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000766","FY2018"
"731","46","816","DOHMH","209","503706","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000170","FY2018"
"732","46","816","DOHMH","209","313193","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620171401991","FY2018"
"733","60","816","DOHMH","263","141151","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000276","FY2018"
"734","60","816","DOHMH","264","984991","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000482","FY2018"
"735","66","816","DOHMH","297","1303079","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000767","FY2018"
"736","66","816","DOHMH","298","1303079","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000767","FY2018"
"737","66","816","DOHMH","299","1303079","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000767","FY2018"
"738","70","816","DOHMH","312","151581","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001832","FY2018"
"739","76","816","DOHMH","328","245881","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002358","FY2018"
"740","76","816","DOHMH","328","654270","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002027","FY2018"
"741","76","816","DOHMH","329","654270","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002027","FY2018"
"742","77","816","DOHMH","346","1290349","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000571","FY2018"
"743","77","816","DOHMH","343","566107","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000196","FY2018"
"744","77","816","DOHMH","344","566107","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000196","FY2018"
"745","77","816","DOHMH","347","1290349","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000571","FY2018"
"746","77","816","DOHMH","348","269182","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181401144","FY2018"
"747","77","816","DOHMH","345","1290349","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000571","FY2018"
"748","80","816","DOHMH","355","154398","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","11-HPT-572","FY2017"
"749","80","816","DOHMH","358","332032","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCI-572","FY2017"
"750","80","816","DOHMH","359","75155","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CFB-572","FY2017"
"751","80","816","DOHMH","361","140625","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CSH-572","FY2017"
"752","80","816","DOHMH","362","440000","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","17-LSN-572","FY2017"
"753","80","816","DOHMH","356","205000","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","13-CON-572","FY2017"
"754","80","816","DOHMH","357","98141","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","15-SCI-572","FY2017"
"755","80","816","DOHMH","360","105281","2017-06-30T00:00:00.000","2017-01-01T00:00:00.000","16-CHC-572","FY2017"
"756","87","816","DOHMH","377","202812","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCP-827","FY2017"
"757","87","816","DOHMH","378","19687","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CFB-827","FY2017"
"758","94","816","DOHMH","393","453552","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001019","FY2018"
"759","94","816","DOHMH","394","453552","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001019","FY2018"
"760","94","816","DOHMH","395","1416327","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001194","FY2018"
"761","94","816","DOHMH","396","1416327","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001194","FY2018"
"762","98","816","DOHMH","415","59062","2017-06-30T00:00:00.000","2017-01-01T00:00:00.000","16-CCP-843","FY2017"
"763","99","816","DOHMH","418","432000","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","17-LSN-729","FY2017"
"764","100","816","DOHMH","420","1615499","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000556","FY2018"
"765","110","816","DOHMH","447","195691","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","13-CLI-534","FY2017"
"766","110","816","DOHMH","448","21094","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-HEP-534","FY2017"
