"origid","name","address","borough","zipcode","facility_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50080787","EUGENE KHAYTSIN-DDS","154 AVENUE T","BROOKLYN","11223","Dental CBCT X-Ray","40.598539","-73.979485","311","47","36047040000","3191059","3070980001","BK29"
"40505966","SILVERMAN LEONARD DVM","105 PROSPECT PARK WEST","BROOKLYN","11215","Veterinary X-Ray","40.666601","-73.975200","306","39","36047016500","3025648","3010850044","BK37"
"50040662","SERENITY LASER DENTAL PC","3065 NOSTRAND AVE","BROOKLYN","11229","Dental X-Ray","40.609674","-73.943596","315","46","36047064000","3183778","3068150057","BK45"
"41287961","SCANLON MICHAEL E. - DP","405 CHURCH AVENUE","BROOKLYN","11218","Podiatric X-Ray","40.644113","-73.976340","312","39","36047049600","3124652","3053370031","BK41"
"41240461","AGUDELO LILANA - DDS","528 3 AVENUE","BROOKLYN","11215","Dental X-Ray","40.669359","-73.992787","306","39","36047011700","3023075","3010260037","BK37"
"50078471","BIG APPLE MEDICAL WALK IN URGENT CARE PLLC","3805 CHURCH AVE","BROOKLYN","11203","Non-Hospital X-Ray","40.651188","-73.941726","317","41","36047081400","3394917","3048750040","BK91"
"40501427","ABRAMS MICHAEL DDS","6910 AVENUE U","BROOKLYN","11234","Dental X-Ray","40.618981","-73.908752","318","46","36047070000","3237617","3084290036","BK45"
"40857926","IANNACONE RONALD F.- DPM","6910 AVENUE U SUITE LA","BROOKLYN","11234","Podiatric X-Ray","40.618981","-73.908752","318","46","36047070000","3237617","3084290036","BK45"
"40500795","BRAUN SIDNEY DDS","1242 56TH ST","BROOKLYN","11219","Dental X-Ray","40.631830","-73.997413","312","44","36047021600","3140064","3056900023","BK88"
"40499075","COHEN HOWARD A. DDS","1642 REMSEN AVE","BROOKLYN","11236","Dental X-Ray","40.631572","-73.896338","318","46","36047102600","3227990","3080860045","BK50"
"50078874","CITY MEDICAL OF UPPER EAST SIDE PLLC","2183A RALPH AVE","BROOKLYN","11234","Non-Hospital X-Ray","40.624752","-73.917801","318","46","36047069601","3235399","3083440020","BK45"
"40984760","GREENBERG E. & GRINBERG","194 QUENTIN ROAD","BROOKLYN","11223","Dental X-Ray","40.605950","-73.979130","311","44","36047042600","3176853","3066510001","BK29"
"40505968","GUSMORINO PETER DVM","9605 GLENWOOD ROAD","BROOKLYN","11236","Veterinary X-Ray","40.644723","-73.902973","318","42","36047096800","3321379","3081650007","BK50"
"40502657","MANLEY JOEL - DDS","169 KINGSTON AVENUE","BROOKLYN","11213","Dental X-Ray","40.674184","-73.941735","308","36","36047034300","3031055","3012300005","BK61"
"41725403","STEVEN KLEIN - DDS","380 HENRY STREET","BROOKLYN","11201","Dental X-Ray","40.688142","-73.997505","306","39","36047004900","3003212","3003000017","BK33"
"40523403","KLEBANOV IGOR-D.D.S.","7913 BAY PARKWAY #1A","BROOKLYN","11214","Dental X-Ray","40.605751","-73.989841","311","44","36047027000","3162925","3062770001","BK28"
"40956915","PHOTOPOULOS CONSTANCE - DDS","7702 4 AVENUE","BROOKLYN","11209","Dental X-Ray","40.629261","-74.025719","310","43","36047006400","3149794","3059600040","BK31"
"40506216","WYCKOFF HEIGHTS HOSPITA","374 STOCKHOLM STREET RADIOLOGY","BROOKLYN","11237","Hospital X-Ray","40.704636","-73.917699","304","37","36047044300","3074262","3032600001","BK77"
"41642899","MOUNZER TCHELEBI - MD","374 STOCKHOLM STREET","BROOKLYN","11237","Non-Hospital X-Ray","40.704636","-73.917699","304","37","36047044300","3074262","3032600001","BK77"
"77-0000056","TMA LLC Radiation Oncology Services","374 STOCKHOLM STREET","BROOKLYN","11237","Linear Accelerator","40.704636","-73.917699","304","37","36047044300","3074262","3032600001","BK77"
"91-2846-01","Wyckoff Heights Medical Center","374 STOCKHOLM STREET","BROOKLYN","11237","Radioactive Materials","40.704636","-73.917699","304","37","36047044300","3074262","3032600001","BK77"
"41389478","TOLCHINSKY EVELINA - DDS","100 PINEAPPLE WALK","BROOKLYN","11201","Dental X-Ray","40.697916","-73.992001","302","33","36047000100","3001727","3002320001","BK09"
"50088633","SPINE SPORTS & INTERVENTIONAL PAIN MEDICINE PC","186 MONTAGUE ST FL 3","BROOKLYN","11201","Non-Hospital X-Ray","40.694026","-73.991565","302","33","36047000900","3002106","3002500034","BK09"
"50048513","SERGE KUPETZ","2882 W 15TH ST UPPR LEVEL","BROOKLYN","11224","Dental X-Ray","40.577468","-73.982778","313","47","36047034800","3391739","3070227501","BK21"
"41555875","DR. KENNETH HUMPHRE","317 ATLANTIC AVENUE","BROOKLYN","11201","Veterinary X-Ray","40.688224","-73.988137","302","33","36047004300","3000640","3001760045","BK38"
"41422091","MILLENNIUM AMBULATORY SURG","1408 OCEAN AVENUE","BROOKLYN","11230","Non-Hospital X-Ray","40.627581","-73.956755","314","45","36047076200","3179802","3067120062","BK43"
"41476825","NORTH STAR MEDICAL P.C.","1408 OCEAN AVENUE","BROOKLYN","11230","Non-Hospital X-Ray","40.627581","-73.956755","314","45","36047076200","3179802","3067120062","BK43"
"50098802","SUNSET PARK HEALTH COUNCIL INC","3117 AVENUE W","BROOKLYN","11229","Dental X-Ray","40.596757","-73.933499","315","46","36047057000","3201629","3073930001","BK17"
"50060646","HIGH TECH DENTAL PC","231 S 3RD ST","BROOKLYN","11211","Dental X-Ray","40.711001","-73.958357","301","34","36047052300","3396899","3024200030","BK73"
"91-3677-01","Aasha Gopal M.D.","231 SOUTH 3RD ST","BROOKLYN","11211","Radioactive Materials","40.711001","-73.958357","301","34","36047052300","3396899","3024200030","BK73"
"40505645","OWUSU STEPHEN DPM","106 PENNSYLVANIA AVENUE","BROOKLYN","11207","Podiatric X-Ray","40.675209","-73.896728","305","37","36047119800","3083503","3036860024","BK82"
"50066019","MOUNT ZION PODIATRY P.C.","106 PENNSYLVANIA AVE STE 1","BROOKLYN","11207","Podiatric X-Ray","40.675209","-73.896728","305","37","36047119800","3083503","3036860024","BK82"
"50061263","SUNSET PARK HEALTH COUNCIL INC","71 SULLIVAN ST","BROOKLYN","11231","Dental X-Ray","40.677343","-74.011558","306","38","36047005300","3008585","3005660001","BK33"
"40502567","SLUTZKY MICHAEL DDS","1779 63RD ST","BROOKLYN","11204","Dental X-Ray","40.620710","-73.989647","311","38","36047024800","3132769","3055320047","BK28"
"50003129","BRIDGE FAMILY DENTAL","8116 3 AVENUE","BROOKLYN","11209","Dental X-Ray","40.626913","-74.029663","310","43","36047004600","3151628","3059960046","BK31"
"41416224","LEVIT LEONID - DDS","411 CHURCH AVENUE","BROOKLYN","11218","Dental X-Ray","40.644185","-73.976170","312","39","36047049600","3124650","3053370028","BK41"
"41744040","KUCKELMAN LINDA I - DVM","753 FRANKLIN AVENUE","BROOKLYN","11238","Veterinary X-Ray","40.672983","-73.957122","308","35","36047021900","3031772","3012450006","BK61"
"40684176","KOZLOWSKI LEO M. - DDS","1704 AVENUE J","BROOKLYN","11230","Dental X-Ray","40.625400","-73.959329","314","44","36047053200","3253673","3067190045","BK43"
"50017943","BROOKLYN URGENT MEDICAL CARE","633 DRIGGS AVE","BROOKLYN","11211","Non-Hospital X-Ray","40.715146","-73.958455","301","34","36047051900","3062373","3023537501","BK73"
"41717416","KHABIHDIT HASBANI DAOUD - M.D.","731 CONEY ISLAND AVE","BROOKLYN","11218","Dental X-Ray","40.639596","-73.968865","314","40","36047152200","3118201","3051410123","BK42"
"91-3658-01","Aasha Gopal M.D.","699 STANLEY AVE","BROOKLYN","11207","Radioactive Materials","40.659759","-73.882984","305","42","36047110400","3097694","3043540033","BK82"
"41168000","DELLAPIETRA ANDREW - DDS","795 FLUSHING AVENUE","BROOKLYN","11206","Dental X-Ray","40.700981","-73.940875","301","34","36047049100","3071667","3031270030","BK90"
"41249122","GROSSMAN MARGUERITE - DD","1441 43RD ST FL 1ST 1ST FLOOR","BROOKLYN","11219","Dental X-Ray","40.636482","-73.985455","312","44","36047023200","3136002","3056000060","BK88"
"50073095","NEW YORK CITY HEALTH + HOSPITALS","275 ATLANTIC AVE","BROOKLYN","11201","Non-Hospital X-Ray","40.688896","-73.989969","302","33","36047004300","3000605","3001750001","BK38"
"50009367","PROHEALTH URGENT CARE MEDICINE PLLC","330 COURT ST","BROOKLYN","11231","Non-Hospital X-Ray","40.682877","-73.995663","306","39","36047006700","3000000","3003397503","BK33"
"50064794","CARROLL GARDENS ORTHODONTICS PLLC","291 Union St","BROOKLYN","11231","Dental X-Ray","40.682554","-73.996420","306","39","36047006700","3398702","3003397503","BK33"
"40522768","MOSERY RAFAEL DDS","415 BEVERLY ROAD","BROOKLYN","11218","Dental X-Ray","40.643084","-73.976164","312","39","36047049400","3124671","3053370076","BK41"
"50057525","LDFCB DENTISTRY LLC","1526 50TH ST","BROOKLYN","11219","Dental X-Ray","40.631355","-73.987567","312","44","36047023600","3129339","3054580017","BK88"
"41500663","SAFONOVA NATALIYA - DDS/","2211 OCEAN AVENUE","BROOKLYN","11229","Dental X-Ray","40.607724","-73.952976","315","48","36047055000","3183224","3068030075","BK44"
"50094655","ALEXANDER KORDONSKY DDS PC","65 MASPETH AVE STE 1B","BROOKLYN","11211","Dental X-Ray","40.715742","-73.940353","301","34","36047047700","3325355","3028930042","BK90"
"40503286","GROSSBERG RONALD DDS","319 COURT STREET","BROOKLYN","11231","Dental X-Ray","40.683273","-73.995450","306","39","36047007500","3006814","3004210003","BK33"
"50006021","ODA PRIMARY HEALTHCARE NETWORK","58 RUTLEDGE ST","BROOKLYN","11249","Dental X-Ray","40.700456","-73.959514","301","33","36047053700","3060943","3022247506","BK72"
"50039547","SGRNC LLC","2266 CROPSEY AVE","BROOKLYN","11214","Dental X-Ray","40.596054","-73.997249","311","43","36047029400","3329130","3064710013","BK28"
"41590566","MICHAEL GITLIN - DDS","178 BRIGHTON 11 STREET","BROOKLYN","11235","Dental X-Ray","40.578760","-73.958576","313","48","36047061004","3245410","3087070449","BK19"
"50042644","PROHEALTH URGENT CARE MEDICINE PLLC","6906 18TH AVE","BROOKLYN","11204","Non-Hospital X-Ray","40.616723","-73.992627","311","43","36047026000","3156698","3061600042","BK28"
"41702286","MASKELL ALAN & SEAN - D","722 BROADWAY","BROOKLYN","11206","Dental X-Ray","40.701223","-73.942754","301","33","36047050700","3061508","3022760020","BK75"
"41149056","HIRSCH JONATHAN M. - M","2136 OCEAN AVENUE","BROOKLYN","11229","Non-Hospital X-Ray","40.609709","-73.953374","315","48","36047055000","3182524","3067820032","BK44"
"50043024","R J MEDICAL & URGENT CARE PLLC","464-466 BAY RIDGE AVE","BROOKLYN","11220","Non-Hospital X-Ray","40.633914","-74.022003","310","43","36047013000","3145750","3058730035","BK31"
"40503665","PERCY THOMAS - DDS","5520 GLENWOOD ROAD","BROOKLYN","11234","Dental X-Ray","40.635488","-73.923606","318","46","36047072400","3213825","3077390043","BK58"
"40502467","FEILHARDT SEYMOUR DMD","2292 RALPH AVENUE","BROOKLYN","11234","Dental X-Ray","40.622301","-73.917566","318","46","36047069200","3219138","3078570001","BK58"
"40501700","DEVIN PLATT - DDS","270 FLATBUSH AVE","BROOKLYN","11217","Dental X-Ray","40.678980","-73.973771","306","39","36047016100","3347102","3009360021","BK64"
"40502472","BARRY DDS PEARLMAN","1507 AVENUE M","BROOKLYN","11230","Dental X-Ray","40.618041","-73.959801","314","44","36047076800","3180675","3067350050","BK43"
"50046444","LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOC PC","2475 RALPH AVE","BROOKLYN","11234","Non-Hospital X-Ray","40.617684","-73.917067","318","46","36047068600","3236311","3083830014","BK45"
"50015560","HERTELOO PETER","1702 ROCKAWAY PKWY","BROOKLYN","11236","Dental X-Ray","40.639941","-73.896541","318","46","36047099000","3321557","3082420050","BK50"
"41610253","FATAKHOV ROBERT - DDS","5205 CHURCH AVENUE","BROOKLYN","11203","Dental X-Ray","40.652210","-73.928305","317","41","36047086800","3102222","3046780044","BK96"
"41301268","PIKMAN BORIS - DDS","205 AVENUE U 2ND FLOOR","BROOKLYN","11223","Dental X-Ray","40.596642","-73.976371","311","47","36047040000","3191278","3071010051","BK29"
"41674096","AMRANI SAAR - DMD MD","1610 EAST 19 STREET","BROOKLYN","11229","Dental X-Ray","40.610736","-73.954792","315","48","36047055200","3182481","3067810007","BK44"
"50079413","KINGS HIGHWAY ORAL MAXILLOFACIAL SURGERY PC","1610 E 19TH ST","BROOKLYN","11229","Dental CBCT X-Ray","40.610736","-73.954792","315","48","36047055200","3182481","3067810007","BK44"
"40505655","BELL BURT DPM","3065 BRIGHTON 5 STREET","BROOKLYN","11235","Podiatric X-Ray","40.577955","-73.962558","313","48","36047036200","3244868","3086750045","BK19"
"50046440","LENOX HILL RADIOLOGY AND MEDICAL IMAGING ASSOCIATES P.C.","6740 3RD AVE","BROOKLYN","11220","Non-Hospital X-Ray","40.637073","-74.025513","310","43","36047007000","3144616","3058530045","BK31"
"41595990","KIPNIS MARINA - DDS P","2110 BATH AVENUE","BROOKLYN","11214","Dental X-Ray","40.599787","-73.999150","311","47","36047029200","3168940","3064450131","BK27"
"50070489","TU'S DENTAL PLLC","2110 BATH AVE FL 1","BROOKLYN","11214","Dental X-Ray","40.599787","-73.999150","311","47","36047029200","3168940","3064450131","BK27"
"40501880","RACIOPPI PAUL A. JR.-D.D","461 BAY RIDGE PKWY","BROOKLYN","11209","Dental X-Ray","40.630071","-74.023590","310","43","36047013400","3148334","3059300063","BK31"
"50089650","BAY PODIATRY ASSOCIATES PLLC","8635 21ST AVE STE 1C","BROOKLYN","11214","Podiatric X-Ray","40.602524","-73.996827","311","47","36047029000","3166996","3063780019","BK28"
"50017523","CITY MEDICAL OF UPPER EAST SIDE PLLC","228 COURT ST","BROOKLYN","11201","Non-Hospital X-Ray","40.686226","-73.994047","306","39","36047004500","3003421","3003070035","BK33"
"40796675","RINCON GABRIEL - DDS","474 54 STREET","BROOKLYN","11220","Dental X-Ray","40.643286","-74.013361","307","38","36047007600","3014604","3008230038","BK32"
"40503938","MORSY HUSSEIN DDS","1301 KINGS HIGHWAY","BROOKLYN","11229","Dental X-Ray","40.608092","-73.959912","315","48","36047055400","3329257","3067760045","BK25"
"41358554","TYULENEVA OLGA - M.D.","1120 BRIGHTON BEACH AVENUE 1-Z","BROOKLYN","11235","Non-Hospital X-Ray","40.577768","-73.956175","313","48","36047061002","3245724","3087210350","BK19"
"40909299","KOLESNIKOV VADIM - MD","2560 OCEAN AVENUE","BROOKLYN","11229","Non-Hospital X-Ray","40.598882","-73.951322","315","48","36047057800","3199761","3073520011","BK44"
"41009885","LADYZHENSKAYA YELENA-DDS & DR","8520 20 AVENUE 2ND FLOOR","BROOKLYN","11214","Dental X-Ray","40.605041","-73.997821","311","47","36047028400","3329076","3063450039","BK28"
"50058214","SUNSET PARK HEALTH COUNCIL INC","4211 14TH AVE","BROOKLYN","11219","Dental X-Ray","40.637486","-73.985955","312","44","36047023200","3135976","3056000001","BK88"
"50058517","AMAZING SMILES ORTHODONTICS PC","2078 E 65TH ST","BROOKLYN","11234","Dental X-Ray","40.617326","-73.912223","318","46","36047069800","3237029","3084070038","BK45"
"41317930","MOYSEYSTEV KONSTANTIN - DD","1371 ROCKAWAY PKWY","BROOKLYN","11236","Dental X-Ray","40.646315","-73.903612","318","42","36047097400","3229405","3081660030","BK50"
"40501653","YOUNG HENRY DDS","415 73 STREET","BROOKLYN","11209","Dental X-Ray","40.631880","-74.023890","310","43","36047013000","3147448","3059090074","BK31"
"41424858","LEVIN ALEXANDER & JOS","1302 NEWKIRK AVENUE 1C","BROOKLYN","11230","Dental X-Ray","40.634745","-73.964936","314","40","36047052000","3121110","3052340001","BK42"
"40503033","FIELDS MITCHELL R. D","455 OCEAN PARKWAY 1D","BROOKLYN","11218","Dental X-Ray","40.637415","-73.972966","312","39","36047049000","3126839","3053900074","BK41"
"41143873","JEFFREY M. DRESSEL DDS","62 SECOND PLACE","BROOKLYN","11231","Dental X-Ray","40.679930","-73.998857","306","39","36047006500","3005271","3003660006","BK33"
"41528734","DR.MINDY HOMER","62 SECOND PLACE","BROOKLYN","11231","Dental X-Ray","40.679930","-73.998857","306","39","36047006500","3005271","3003660006","BK33"
"50086301","A&R DENTAL GROUP PC","2748 OCEAN AVE APT 2","BROOKLYN","11229","Dental X-Ray","40.594227","-73.950443","315","48","36047059200","3202119","3074040015","BK17"
"41014878","CAMPBELL DOUGLAS - DPM","4801 FORT HAMILTON PKWY","BROOKLYN","11219","Podiatric X-Ray","40.638777","-73.997042","312","44","36047022000","3137333","3056320044","BK88"
"41643658","ROGER GRANNUM - DDS PC","730 BROADWAY 1ST FLOOR","BROOKLYN","11206","Dental X-Ray","40.701116","-73.942581","301","33","36047050700","3061511","3022760024","BK75"
"40513962","KHRAKOVSKY VADIM DDS","2981 AVENUE U","BROOKLYN","11229","Dental X-Ray","40.600669","-73.939779","315","46","36047056600","3199077","3073370047","BK44"
"40498568","SANJURJO LEO DDS","128 STRYKER ST","BROOKLYN","11223","Dental X-Ray","40.590597","-73.972938","315","47","36047038600","3194399","3071730040","BK26"
"41723755","SEMLA-PULASKI HALINA M. - DPM","117 NASSAU AVENUE","BROOKLYN","11222","Podiatric X-Ray","40.724304","-73.949213","301","33","36047057100","3337790","3026480030","BK76"
"41440597","LUSTER JUANA E.- DDS","1376 EAST 15 STREET","BROOKLYN","11230","Dental X-Ray","40.616318","-73.959727","314","48","36047076800","3180896","3067430039","BK43"
"41325812","PASQUALE M. - D DESANTO","8404 13 AVENUE","BROOKLYN","11228","Podiatric X-Ray","40.615133","-74.012819","310","43","36047014800","3164870","3063210041","BK30"
"40539390","PARSHINA VIKTORIYA DDS","2615 EAST 16 STREET 3 FL","BROOKLYN","11235","Dental X-Ray","40.587715","-73.953339","315","48","36047060600","3204966","3074600099","BK17"
"50083706","OLEG PEN","2615 E 16TH ST FL 3","BROOKLYN","11235","Dental X-Ray","40.587715","-73.953339","315","48","36047060600","3204966","3074600099","BK17"
"41207565","SHEN DAI - DDS","726 60 STREET FLOOR 1","BROOKLYN","11220","Dental X-Ray","40.636372","-74.011029","307","38","36047011800","3143594","3057850015","BK34"
"40501962","MAGID BORIS-DDS","887 MANHATTAN AVE","BROOKLYN","11222","Dental X-Ray","40.729916","-73.954141","301","33","36047056500","3064834","3025630044","BK76"
"41003275","VOLOTSENKO DMITRIY","9516 CHURCH AVENUE","BROOKLYN","11212","Dental X-Ray","40.655276","-73.916094","317","42","36047089000","3103564","3047160042","BK96"
"41310259","MOUAZEB MAYA - DDS","709 AVENUE U","BROOKLYN","11223","Dental X-Ray","40.598020","-73.963886","315","47","36047039400","3192104","3071100050","BK25"
"50049690","CARROLL GARDENS DENTAL ASSOCIATES PC","402 COURT ST","BROOKLYN","11231","Dental X-Ray","40.680547","-73.996788","306","39","36047006500","3004973","3003560034","BK33"
"40608641","EISENBERG STEVEN - DDS","3901 NOSTRAND AVE STE LL5 SUITE LL5","BROOKLYN","11235","Dental X-Ray","40.588548","-73.939599","315","48","36047059800","3205436","3074750001","BK17"
"40872360","JEFFREY DACHER - DPM","3901 NOSTRAND AVE","BROOKLYN","11235","Podiatric X-Ray","40.588548","-73.939599","315","48","36047059800","3205436","3074750001","BK17"
"50058209","SUNSET PARK HEALTH COUNCIL INC","825 4TH AVE","BROOKLYN","11232","Dental X-Ray","40.657914","-74.000652","307","38","36047010100","3009847","3006690001","BK32"
"41679287","DR. JOSEPH A. LICHT","1420 AVENUE P","BROOKLYN","11229","Dental X-Ray","40.610323","-73.959248","315","48","36047055400","3397656","3067777501","BK25"
"40500354","OSHRAIN RICHARD DDS","2270 KIMBALL ST","BROOKLYN","11234","Dental X-Ray","40.607280","-73.923653","318","46","36047066200","3242303","3085560080","BK45"
"41053168","RAZIEL AHRON - DDS P.","3915 AVENUE V","BROOKLYN","11234","Dental X-Ray","40.606374","-73.923557","318","46","36047066200","3242303","3085560080","BK45"
"91-3409-01","Joshua Halpern M.D.","2270 KIMBALL STREET","BROOKLYN","11234","Radioactive Materials","40.607280","-73.923653","318","46","36047066200","3242303","3085560080","BK45"
"50032803","TANENBAUM HAROLD","2270 KIMBALL ST BLDG SUITE102","BROOKLYN","11234","Non-Hospital X-Ray","40.607280","-73.923653","318","46","36047066200","3242303","3085560080","BK45"
"50059552","LANCE ADELSON","2270 KIMBALL ST STE 211","BROOKLYN","11234","Dental X-Ray","40.607280","-73.923653","318","46","36047066200","3242303","3085560080","BK45"
"77-0000058","Accord Physicians PLLC","2270 KIMBALL STREET","BROOKLYN","11234","Linear Accelerator","40.607280","-73.923653","318","46","36047066200","3242303","3085560080","BK45"
"91-3037-01","Charles Traube M.D.","2270 KIMBALL ST","BROOKLYN","11234","Radioactive Materials","40.607280","-73.923653","318","46","36047066200","3242303","3085560080","BK45"
"50003102","JING ZHAO DDS PC","2270 KIMBALL ST STE 202","BROOKLYN","11234","Dental X-Ray","40.607280","-73.923653","318","46","36047066200","3242303","3085560080","BK45"
"50018384","ATLANTIC DERMATOLOGIC ASSOCIATES LLP","2270 KIMBALL ST STE 201","BROOKLYN","11234","Non-Hospital X-Ray","40.607280","-73.923653","318","46","36047066200","3242303","3085560080","BK45"
"40501812","COHEN PAUL DDS","447 FULTON STREET FL 2","BROOKLYN","11201","Dental X-Ray","40.691410","-73.987210","302","33","36047001100","3000385","3001510011","BK38"
"50036625","SBK DENTAL LLC","385 4TH AVE UNIT 2","BROOKLYN","11215","Dental X-Ray","40.672076","-73.987267","306","39","36047013700","3420412","3009930006","BK37"
"50015548","CITY MEDICAL OF UPPER EAST SIDE PLLC","154 N 7TH ST","BROOKLYN","11249","Non-Hospital X-Ray","40.718104","-73.958175","301","33","36047055300","3398112","3023270019","BK73"
"40506008","KESCHNER MICHAEL DVM","290 MC DONALD AVENUE","BROOKLYN","11218","Veterinary X-Ray","40.646906","-73.980231","312","39","36047049800","3124106","3053230015","BK41"
"50047467","NEW YORK PROFESSIONAL MEDICAL SERVICES LLC","2444 86TH ST","BROOKLYN","11214","Non-Hospital X-Ray","40.598615","-73.988362","311","47","36047030000","3185589","3068650043","BK29"
"41078346","LO ANGELA- DDS","612 60 STREET","BROOKLYN","11220","Dental X-Ray","40.637832","-74.013450","307","38","36047011800","3143524","3057840012","BK34"
"41320497","FUKS LEONID - DDS","4205 18 AVENUE","BROOKLYN","11218","Dental X-Ray","40.631495","-73.975563","314","44","36047048000","3127668","3054160018","BK42"
"40502856","BORNFELD STEVEN & MARK","1865 OCEAN AVENUE","BROOKLYN","11230","Dental X-Ray","40.616505","-73.954644","314","48","36047075800","3210009","3076560073","BK43"
"40864660","ABDELWAHAB HUSSEIN DDS","3105 CHURCH AVENUE","BROOKLYN","11226","Dental X-Ray","40.650873","-73.948426","317","40","36047081800","3108559","3048690027","BK95"
"40891088","TEMBA F. & ALI A. -","2060 EAST 19 STREET","BROOKLYN","11229","Dental X-Ray","40.600200","-73.952801","315","48","36047057800","3198233","3073230025","BK44"
"50080069","BROOKLYN PLAZA MEDICAL CENTER INC.","297 MYRTLE AVE","BROOKLYN","11205","Non-Hospital X-Ray","40.693377","-73.976074","302","35","36047002901","3335246","3020400001","BK68"
"40498825","COHEN PAUL DDS","327 PENNSYLVANIA AVE","BROOKLYN","11207","Dental X-Ray","40.669600","-73.895269","305","42","36047115600","3084071","3037550002","BK85"
"41498917","SANDS FREDERICK B -","175 MONROE STREET","BROOKLYN","11216","Dental X-Ray","40.685324","-73.951915","303","36","36047024300","3390168","3018120168","BK75"
"50085802","MOUAZEB DENTAL PC","701 AVENUE U","BROOKLYN","11223","Dental X-Ray","40.598011","-73.963947","315","47","36047039400","3192107","3071100053","BK25"
"40620236","FAMILY & PEDIATRIC DEN","4303 13 AVENUE","BROOKLYN","11219","Dental X-Ray","40.638288","-73.988708","312","39","36047023200","3136178","3056050009","BK88"
"40498626","LUBLIN T. & LUBLIN","6820 AVENUE U","BROOKLYN","11234","Dental X-Ray","40.618515","-73.909462","318","46","36047070600","3237588","3084280045","BK45"
"41002325","TABAK ANATOLY & TABAK","3130 BRIGHTON 6 STREET SUITE 1D","BROOKLYN","11235","Dental X-Ray","40.576445","-73.961256","313","48","36047036002","3245101","3086890055","BK19"
"50060169","SOYFER ALEKSANDR DDS","3130 BRIGHTON 6TH ST STE 1G","BROOKLYN","11235","Dental X-Ray","40.576445","-73.961256","313","48","36047036002","3245101","3086890055","BK19"
"40502628","GUTMAN RONALD J. DMD","865 FLATBUSH AVE","BROOKLYN","11226","Dental X-Ray","40.651033","-73.958866","314","40","36047079602","3116852","3050890010","BK60"
"40500570","JULIAN SEEWALD - DDS","167 RUTLEDGE ST","BROOKLYN","11211","Dental X-Ray","40.702261","-73.956757","301","33","36047053300","3060792","3022180042","BK72"
"40500001","SEEWALD JULIAN DDS","2928 AVENUE R","BROOKLYN","11229","Dental X-Ray","40.607401","-73.943057","315","48","36047056400","3184617","3068360001","BK44"
"50046907","NYU LUTHERAN MEDICAL CENTER","46 MCKEEVER PL FL 1","BROOKLYN","11225","Dental X-Ray","40.665035","-73.959031","309","35","36047032500","3034356","3013010001","BK63"
"50068542","SUNSET PARK HEALTH COUNCIL INC. PS 375/352","46 MCKEEVER PL","BROOKLYN","11225","Dental X-Ray","40.665035","-73.959031","309","35","36047032500","3034356","3013010001","BK63"
"40503095","FRENCH-MCLEAN DIANE DDS","551 EAST 26 STREET","BROOKLYN","11210","Dental X-Ray","40.637214","-73.951993","314","45","36047078800","3120884","3052280018","BK42"
"40503705","FERRIOLA JEANNINE-D.D.S.","1701 BAYRIDGE P'KWAY N","BROOKLYN","11204","Dental X-Ray","40.614620","-73.998008","311","43","36047026400","3159610","3062150001","BK28"
"40820560","GEORGE DIACOUMAKOS","7815 5 AVENUE","BROOKLYN","11209","Dental X-Ray","40.627060","-74.023622","310","43","36047013600","3150393","3059710005","BK31"
"50061092","5TH AVENUE DENTAL ASSOCIATES LLP","7815 5TH AVE","BROOKLYN","11209","Dental CBCT X-Ray","40.627060","-74.023622","310","43","36047013600","3150393","3059710005","BK31"
"40508701","COOPERSMITH ZELMAN","2021 AVENUE X","BROOKLYN","11235","Non-Hospital X-Ray","40.592794","-73.949850","315","48","36047059401","3202163","3074050032","BK17"
"91-2792-01","Allen Zelman M.D.","2021 AVENUE X","BROOKLYN","11235","Radioactive Materials","40.592794","-73.949850","315","48","36047059401","3202163","3074050032","BK17"
"50008506","GUO QIAO","5906 7TH AVE","BROOKLYN","11220","Dental X-Ray","40.637297","-74.011281","307","38","36047010200","3016349","3008650043","BK34"
"40503214","HERSKOVITS GARY-D.D.S.","9412 4TH AVE","BROOKLYN","11209","Dental X-Ray","40.616526","-74.030905","310","43","36047005400","3155498","3061140036","BK31"
"40501438","CHU STEVEN K. DDS","3371 FULTON STREET","BROOKLYN","11208","Dental X-Ray","40.683901","-73.871342","305","37","36047118400","3092271","3041310013","BK83"
"50082838","NEW YORK PRESBYTERIAN BROOKLYN METHODIST","38 6TH AVE FL 3","BROOKLYN","11217","Hospital X-Ray","40.681782","-73.974142","306","35","36047012902","3418421","3011180003","BK37"
"41712368","LAU JANICE - DDS","148 ATLANTIC AVENUE","BROOKLYN","11201","Dental X-Ray","40.690376","-73.994883","306","39","36047004500","3002951","3002850023","BK33"
"40500639","KOHN ALAN - DDS","800 OCEAN PARKWAY","BROOKLYN","11230","Dental X-Ray","40.628805","-73.971352","314","44","36047046201","3170327","3065030020","BK42"
"40526262","KAUFMAN MARK DDS","1805 AVENUE J","BROOKLYN","11230","Dental X-Ray","40.625521","-73.958374","314","44","36047076200","3179746","3067110007","BK43"
"40729476","COMITO JR. MICHAEL J. - DD","438 BAYRIDGE PARKWAY","BROOKLYN","11209","Dental X-Ray","40.630274","-74.023961","310","43","36047013400","3148763","3059410022","BK31"
