"accession","artwork_title","artist_lastname","artist_firstname","medium","artwork_year","dimension","bldgid","school_name","borough"
"35205","THE AMERICAN TRUCKING INDUSTRY","LEGGETT","ANN","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35296","WASHINGTON AND LAFAYETTE","MALOUBIER","JACQUES","PRINT","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35206","FREEDOM OF ARTISTIC EXPRESSION","MASON","FRANK","PRINT","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35207","FRANCE AND AMERICA","MANSHIP","JOHN","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"17017","CHILDREN PLAYING INSTRUMENTS","CAPRONI BROTHERS",,,,,"K133","P.S. 133 - BROOKLYN","BROOKLYN"
"17019","BOYS SINGING FROM BOOK","CAPRONI BROTHERS",,,,,"K133","P.S. 133 - BROOKLYN","BROOKLYN"
"35208","UNDER MY WINGS EVERYTHING PROSPERS","BAILEY","RUSSELL","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35209","AMERICA AN INTERPRETATION OF A POEM BY WILLIAM BLAKE","MONTMINY","TRACEY","PRINT","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35210","THREE MOMENTOUS EVENTS IN WORLD HISTORY","MORTELLITO","DOMENICO","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35211","LIFE- LIBERTY-AND THE PURSUIT OF HAPPINESS","MORTELLITO","ADRIA","PRINT","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35212","A HISTORY OF SOUTHERN CALIFORNIA (IN COLOR)","NANTANDY",,"PRINT","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35214","A HISTORY OF SOUTHERN CALIFORNIA 'PRINT'","NANTANDY",,"PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35213","HOUR OF CRISIS- BATTLE OF THE HUDSON RIVER 'PRINT'","ORTLIP","PAUL","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35215","TRIUMPH AND TRAGEDY","PAGE","EVELYN","PRINT","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35216","THE PIONEERS AND THE PLAINS WESTWARD MOVEMENT IN AMERICA","PENNEY","JAMES","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35217","THE LIBERATOR- THREE MOMENTOUS EVENTS IN AMERICAN HISTORY","PORTER","BETA","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35218","BLOOD ON THE SANDS","PRESCOTT","WILLIAM","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35219","GONE TO THE MOON","RATH","HILDEGARDE","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35220","BOSTON, 1775-1776","REARDON","MARY","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35201","PASSAGE TO INDIA","LANING","EDWARD","PRINT",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"20068","HISTORY OF MANKIND IN TERMS OF MENTAL AND PHYSICAL LABOR","STARR","MAXWELL","OIL ON CANVAS","1947-01-01T00:00:00.000",,"K430","BROOKLYN TECH HS - K","BROOKLYN"
"20069","UNTITLED","CRICHLOW","ERNEST","ACRYLIC ON MASONITE","1976-01-01T00:00:00.000",,"K455","BOYS & GIRLS HS - K","BROOKLYN"
"20070","1. ""SYMBOLS OF CULTURAL AND PHYSICAL ACTIVITI","LUBIN","JACK","MOSAIC, GLASS","1959-01-01T00:00:00.000",,"K213","P.S. 213 - BROOKLYN","BROOKLYN"
"20071","UNTITLED","ANONYMOUS",,"TEMPERA ON MASONITE","1933-01-01T00:00:00.000","46-1/2""X71"" 3"" WD FRAME","K490","FORT HAMILTON HS - K","BROOKLYN"
"20072","""CROWD DESCENDING BOARDWALK""","NOLAN SCENERY STUDIOS",,"ACRYLIC ON CANVAS","1988-01-01T00:00:00.000",,"K090","P.S. 90 - BROOKLYN","BROOKLYN"
"20073","""EDUCATION""","LUBIN","JACK","MOSAIC, GLASS","1961-01-01T00:00:00.000",,"K262","P.S. 262 - BROOKLYN","BROOKLYN"
"20073","""EDUCATION""","LUBIN","JACK","MOSAIC, MARBLE","1961-01-01T00:00:00.000",,"K262","P.S. 262 - BROOKLYN","BROOKLYN"
"20075","DAILY ACTIVITIES IN THE NEIGHBORHOOD","BEARDEN","ROMARE","MOSAIC, GLASS","1977-01-01T00:00:00.000",,"K346","P.S. 346 - BROOKLYN","BROOKLYN"
"20075","DAILY ACTIVITIES IN THE NEIGHBORHOOD","BEARDEN","ROMARE","MOSAIC, STONE","1977-01-01T00:00:00.000",,"K346","P.S. 346 - BROOKLYN","BROOKLYN"
"20076","""ONCE UPON A TIME""","CRIMI","ALFRED","MOSAIC, GLASS","1974-01-01T00:00:00.000",,"K377","P.S. 377 - BROOKLYN","BROOKLYN"
"20078","CITYSCAPE","VERGETTE","NICHOLAS","CERAMIC TILE","1966-01-01T00:00:00.000",,"K312","P.S. 312 - BROOKLYN","BROOKLYN"
"20079","LIBERAL ARTS","LUBIN","JACK","CERAMIC","1957-01-01T00:00:00.000",,"K272","P.S. 272 - BROOKLYN","BROOKLYN"
"20080","UNTITLED","CORDERO","JORGE","ACRYLIC ON WALL",,,"K188","P.S. 188 - BROOKLYN","BROOKLYN"
"20081","TRIUMPH OF SCIENCE OVER CHARLETISM","TOBIAS","ABRAHAM","CASEIN","1943-01-01T00:00:00.000",,"K705","MIDWOOD HS ADDITION - BROOKLYN","BROOKLYN"
"20084","GREAT DISCOVERIES","BRADFORD","FRANCIS","MOSAIC","1961-01-01T00:00:00.000",,"K580","GEORGE WESTINGHOUSE VOC HS - K","BROOKLYN"
"20085","NURSERY RHYMES","GERSEI","JOSEPH","OIL ON CANVAS","1920-01-01T00:00:00.000",,"X036","P.S. 36 - BRONX","BRONX"
"20086","SCENES FROM THE HISTORY OF THE BRONX","ORDWAY","RUTH","OIL ON CANVAS","1920-01-01T00:00:00.000",,"X036","P.S. 36 - BRONX","BRONX"
"21000","EARLY HISTORY OF FLUSHING","PENNEY","JAMES","OIL ON CANVAS","1938-01-01T00:00:00.000",,"Q460","FLUSHING HS - Q","QUEENS"
"21001","UNTITLED","POLONY","ELEMER","MOSAIC, GLASS","1974-01-01T00:00:00.000",,"Q226","I.S. 226 - QUEENS","QUEENS"
"21002","CHILDREN AT PLAY","TREVISANI","N.","TEMPERA ON PANEL","1942-01-01T00:00:00.000",,"Q152","P.S. 152 - QUEENS","QUEENS"
"21004","THE LOUIS ARMSTRONG MURAL","LUVAAS","LUCINDA","EXTERIOR PAINT","1981-01-01T00:00:00.000",,"Q227","I.S. 227 - QUEENS","QUEENS"
"21007","""FIGURES OF HISTORY""","REILLY","FRANK","MOSAIC, CERAMIC","1958-01-01T00:00:00.000",,"Q169","P.S. 169 - QUEENS","QUEENS"
"21008","""CITY OF NEW YORK""","POOR","HENRY","MOSAIC","1956-01-01T00:00:00.000",,"Q185","J.H.S. 185 - QUEENS","QUEENS"
"21008","""CITY OF NEW YORK""","POOR","HENRY","CERAMIC","1956-01-01T00:00:00.000",,"Q185","J.H.S. 185 - QUEENS","QUEENS"
"21009","""ENGLISH LITERATURE""","MCNALLY","JAMES","OIL ON CANVAS","1941-01-01T00:00:00.000",,"Q405","BAYSIDE HS - Q","QUEENS"
"21010","UNTITLED ""EAT""","PROPER","ROBERT","CERAMIC","1975-01-01T00:00:00.000",,"Q410","BEACH CHANNEL HS - Q","QUEENS"
"21012","""SUN""","HASTINGS","JACK","CERAMIC","1963-01-01T00:00:00.000",,"Q197","P.S. 197 - QUEENS","QUEENS"
"21013","UNTITLED","HASTINGS","JACK","CERAMIC","1963-01-01T00:00:00.000",,"Q197","P.S. 197 - QUEENS","QUEENS"
"21014","TOOLS OF EDUCATION","SPIVAK","MAX","MOSAIC, MARBLE","1956-01-01T00:00:00.000",,"Q189","J.H.S. 189 - QUEENS","QUEENS"
"21014","TOOLS OF EDUCATION","SPIVAK","MAX","MOSAIC, GLASS","1956-01-01T00:00:00.000",,"Q189","J.H.S. 189 - QUEENS","QUEENS"
"21015","LONG ISLAND HERITAGE","YOUNG","CLIFF(ORD)","MOSAIC, GLASS","1962-01-01T00:00:00.000",,"Q232","P.S. 232 - QUEENS","QUEENS"
"21015","LONG ISLAND HERITAGE","YOUNG","CLIFF(ORD)","MOSAIC, MARBLE","1962-01-01T00:00:00.000",,"Q232","P.S. 232 - QUEENS","QUEENS"
"21017","THE GRADUATE","BLASHFIELD","EDWIN","LITHOGRAPH, COLOR","1920-01-01T00:00:00.000",,"K104","P.S. 104 - BROOKLYN","BROOKLYN"
"21018","SCHOLARSHIP AND CHARACTER","LAMB STUDIOS",,"STAINED GLASS","1925-01-01T00:00:00.000",,"K104","P.S. 104 - BROOKLYN","BROOKLYN"
"21019","""WE CAN SEE FAR FOR WE ARE STANDING ON THE SHOULDERS OF GIANTS""","GELLERT","HUGO","MOSAIC, MARBLE","1970-01-01T00:00:00.000",,"Q505","HILLCREST HS - QUEENS","QUEENS"
"21019","""WE CAN SEE FAR FOR WE ARE STANDING ON THE SHOULDERS OF GIANTS""","GELLERT","HUGO","MOSAIC, GLASS","1970-01-01T00:00:00.000",,"Q505","HILLCREST HS - QUEENS","QUEENS"
"21020","""STUDENT ACTIVITIES IN SCHOOL""","REEVES","RUTH","OIL ON CANVAS","1940-01-01T00:00:00.000",,"Q490","CAMPUS MAGNET HS (JACKSON) - Q","QUEENS"
"21021","CHALLENGE OF SPACE","KIRK","RICHARD","MOSAIC, MARBLE","1972-01-01T00:00:00.000",,"Q238","I.S. 238 - QUEENS","QUEENS"
"21021","CHALLENGE OF SPACE","KIRK","RICHARD","MOSAIC, GLASS","1972-01-01T00:00:00.000",,"Q238","I.S. 238 - QUEENS","QUEENS"
"21022","SCENES FROM THE EARLY HISTORY OF MANHATTAN","FAULKNER","BARRY","OIL ON WOOD",,,"M460","WASHINGTON IRVING HS - MANHATTAN","MANHATTAN"
"21023","""SPIRITS OF EDUCATION""","LUBIN","JACK","MOSAIC, GLASS","1967-01-01T00:00:00.000",,"K292","I.S. 292 - BROOKLYN","BROOKLYN"
"21023","""SPIRITS OF EDUCATION""","LUBIN","JACK","MOSAIC, MARBLE","1967-01-01T00:00:00.000",,"K292","I.S. 292 - BROOKLYN","BROOKLYN"
"21024","MAN IN SPACE","CAVALLARO","VINCENT","MOSAIC, GLASS","1971-01-01T00:00:00.000",,"K085","P.S. 753 (OLD P85/STERLING HS) - K","BROOKLYN"
"21026","""THE SCIENCES"", ""THE ARTS""","TREADWELL","HELEN","MOSAIC","1968-01-01T00:00:00.000",,"K318","I.S. 318 - BROOKLYN","BROOKLYN"
"21027","""THE HISTORY OF AMERICAN MUSIC""","MARGOLIS","DAVID","FRESCO","1934-01-01T00:00:00.000",,"K415","SAMUEL J. TILDEN HS - K","BROOKLYN"
"21029","""KNOWLEDGE"", WISDOM""","ANONYMOUS",,"STAINED GLASS","1910-01-01T00:00:00.000",,"K743","ADULT LRNG CTR (OLD GRLS HS) - K","BROOKLYN"
"21030","""GENERAL PULASKI & HIS AIDES ON HORSEBACK""","CAVALLARO","VINCENT","MOSAIC, MARBLE","1962-01-01T00:00:00.000",,"K304","P.S. 304 - BROOKLYN","BROOKLYN"
"21030","""GENERAL PULASKI & HIS AIDES ON HORSEBACK""","CAVALLARO","VINCENT","MOSAIC, GLASS","1962-01-01T00:00:00.000",,"K304","P.S. 304 - BROOKLYN","BROOKLYN"
"21031","UNTITLED","NIVOLA","COSTANTINO","FRESCO","1959-01-01T00:00:00.000",,"K046","P.S. 46 - BROOKLYN","BROOKLYN"
"21031","UNTITLED","NIVOLA","COSTANTINO","CONCRETE","1959-01-01T00:00:00.000",,"K046","P.S. 46 - BROOKLYN","BROOKLYN"
"21033","UPWARD","STODDARD","FREDRICK","OIL ON CANVAS","1925-01-01T00:00:00.000",,"K167","P.S. 167 - BROOKLYN","BROOKLYN"
"21035","""YOUTH LEARNS FROM THE PAST AND LOOK TOWARD THE FUTURE""","ROMANO","UMBERTO","MOSAIC, GLASS","1962-01-01T00:00:00.000",,"K243","P.S. 243 - BROOKLYN","BROOKLYN"
"21036","""SCHOOL PLAYTIME""","GROM","BOGDAN","TERRA COTTA","1967-01-01T00:00:00.000",,"K335","P.S. 335 - BROOKLYN","BROOKLYN"
"21037","""UNTITLED""","GELLER",,"TO BE DETERMINED",,,,,
"21038","""ADVENTURE"", ""ROMANCE""","LELLA","CARL","OIL ON CANVAS","1933-01-01T00:00:00.000",,"Q148","P.S. 148 - QUEENS","QUEENS"
"21039","""UNTITLED""","LA SUSA","JENNIE","TEMPERA ON PANEL","1938-01-01T00:00:00.000",,"R600","RALPH MCKEE VOC HS - S. I.","STATEN ISLAND"
"21040","TRAINING TECHNICAL AND VOCATIONAL WORKERS","LOEW","MICHAEL","OIL ON CANVAS","1934-01-01T00:00:00.000",,"R600","RALPH MCKEE VOC HS - S. I.","STATEN ISLAND"
"21041","""THE PLEASURES OF LIVING""","CONNAH","JOHN","OIL ON CANVAS","1934-01-01T00:00:00.000",,"R450","CURTIS HS - S. I.","STATEN ISLAND"
"21042","QUEST FOR KNOWLEDGE","LUNDBORG","FLORENCE","OIL ON CANVAS","1932-01-01T00:00:00.000",,"R450","CURTIS HS - S. I.","STATEN ISLAND"
"21044","UNTITLED","PENNEY","JAMES","TO BE DETERMINED",,,"Q041","P.S. 41 - QUEENS","QUEENS"
"21045","MOON AND SEA, SUN AND EARTH","SPIVAK","MAX","MOSAIC","1965-01-01T00:00:00.000",,"M092","P.S. 92 - MANHATTAN","MANHATTAN"
"21046","""IMPORTANT WOMEN IN SILK INDUSTRY"", ...","MACCOY","GUY","OIL ON CANVAS","1939-01-01T00:00:00.000",,"K655","BKLYN HS OF THE ARTS (OL S J HL)-K","BROOKLYN"
"21048","""ADVANCEMENT OF SCIENCE""","CASTELLON","FEDERICO","TEMPERA ON PANEL","1934-01-01T00:00:00.000",,"K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"21049","""SCIENCES""","ANONYMOUS",,"STAINED GLASS",,,"K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"21051","WALTER B. GUNNISON MEMORIAL WINDOW","TIFFANY","LOUIS","STAINED GLASS","1919-01-01T00:00:00.000",,"K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"21093","""BIRDS OF LONG ISLAND""","FERGUSON","WALTER","TEMPERA","1948-01-01T00:00:00.000",,"K405","MIDWOOD HS - K","BROOKLYN"
"21053","""HANS BRINKER OF THE SILVER SKATES""","DOGGETT","ALAN","STAINED GLASS","1929-01-01T00:00:00.000",,"K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"21054","""LIFE OF ERASMUS"" ALSO CALLED ""ALUMNI ...","CHURCH GLASS (FABRICATOR)",,"STAINED GLASS",,,"K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"21055","UNTITLED","BEVILACQUA","FRANCIS","MARBLE","1975-01-01T00:00:00.000",,"K450","GRAND STREET CAMPUS (OLD E.D.HS)-K","BROOKLYN"
"21056","DREAMS OF CHILDHOOD","CHOATE","NATHANIEL","MOSAIC","1965-01-01T00:00:00.000",,"K307","P.S. 307 - BROOKLYN","BROOKLYN"
"21057","THE BIRTH AND DEVELOPMENT OF EDUCATION","STODDARD","FREDRICK","OIL ON CANVAS","1916-01-01T00:00:00.000",,"K450","GRAND STREET CAMPUS (OLD E.D.HS)-K","BROOKLYN"
"21060","""UNTITLED""","GALBRAITH","ROBERT","METAL, ENAMELED","1979-01-01T00:00:00.000",,"X722","P.S. 721 (OTC) - BRONX","BRONX"
"21061","""UNTITLED""","PRUSSING","HANK","PLASTER, PAINTED","1987-01-01T00:00:00.000",,"K515","SOUTH SHORE HS - K","BROOKLYN"
"21062","UNTITLED","ANONYMOUS",,"STAINED GLASS","1903-04-01T00:00:00.000",,"Q081","P.S. 81 - QUEENS","QUEENS"
"21065","UNTITLED","LEWIS","NORMAN","ACRYLIC ON MASONITE","1976-01-01T00:00:00.000",,"K455","BOYS & GIRLS HS - K","BROOKLYN"
"21066","UNTITLED","STEFANELLI","JOE","STEEL","1977-01-01T00:00:00.000",,"K324","I.S. 324 - BROOKLYN","BROOKLYN"
"21066","UNTITLED","STEFANELLI","JOE","ENAMEL PAINT","1977-01-01T00:00:00.000",,"K324","I.S. 324 - BROOKLYN","BROOKLYN"
"21067","""DR. RONALD E. MCNAIR""","KINROD",,"ACRYLIC ON WALL","1987-01-01T00:00:00.000",,"K005","P.S. 5 - BROOKLYN","BROOKLYN"
"21068","""MALCOLM X""","MENELEK III",,"ACRYLIC ON PLYWOOD",,,"K262","P.S. 262 - BROOKLYN","BROOKLYN"
"21069","""UNTITLED""","STEFANELLI","JOE","MOSAIC","1975-01-01T00:00:00.000",,"K308","P.S. 308 - BROOKLYN","BROOKLYN"
"21070","UNTITLED","NICKELSEN","JOHN","STAINED GLASS","1959-01-01T00:00:00.000",,"K289","P.S. 289 - BROOKLYN","BROOKLYN"
"21071","""UNTITLED""","KINROD",,"ACRYLIC ON WALL","1970-01-01T00:00:00.000",,"K167","P.S. 167 - BROOKLYN","BROOKLYN"
"21072","""ELEMENTS OF EDUCATION""","LUBIN","JACK","MOSAIC","1962-01-01T00:00:00.000",,"K305","P.S. 305 - BROOKLYN","BROOKLYN"
"21073","""UNTITLED""","WILLIAMS","TODD","METAL PAINTED","1986-01-01T00:00:00.000",,"K390","I.S. 390 - BROOKLYN","BROOKLYN"
"21074","""SPACE AND SATELLITES""","SPIVAK","MAX","MOSAIC, GLASS","1967-01-01T00:00:00.000",,"R024","I.S. 24 - STATEN ISLAND","STATEN ISLAND"
"21075","IMMIGRATION","WINTER","LUMEN","MOSAIC, GLASS","1963-01-01T00:00:00.000",,"M020","P.S. 20 - MANHATTAN","MANHATTAN"
"21076","UNTITLED","CAVALLARO","VINCENT","ALUMINUM, PAINTED, ENAMEL","1975-01-01T00:00:00.000",,"M142","P.S. 142 - MANHATTAN","MANHATTAN"
"21077","""SPINNING AND WEAVING""","ANONYMOUS",,"STAINED GLASS",,,"M440","BAYARD RUSTIN EDUCATIONAL COMP-M","MANHATTAN"
"21078","FAR EAST COSTUME","ANONYMOUS",,"STAINED GLASS, PAINTED",,,"M440","BAYARD RUSTIN EDUCATIONAL COMP-M","MANHATTAN"
"21079","""INDUSTRIAL CHRONOLOGY IN TEXTILE...","LOEW","MICHAEL","OIL ON CANVAS","1935-01-01T00:00:00.000",,"M440","BAYARD RUSTIN EDUCATIONAL COMP-M","MANHATTAN"
"21082","EVOLUTION OF COSTUME THROUGH THE AGES","BREIDVIK","MONS","FRESCO SECCO","1936-01-01T00:00:00.000",,"M440","BAYARD RUSTIN EDUCATIONAL COMP-M","MANHATTAN"
"21083","""THE USE OF ELECTRICITY, CHEMISTRY, DESIGN AND RAW MATERIALS...","AALTEN","JACQUES VAN","FRESCO SECCO","1939-01-01T00:00:00.000",,"M440","BAYARD RUSTIN EDUCATIONAL COMP-M","MANHATTAN"
"21085","TIMELESS SPIRIT","MOY","SEONG","CERAMIC","1984-01-01T00:00:00.000",,"M131","I.S. 131 - MANHATTAN","MANHATTAN"
"21086","GREAT HARMONY (TA TUNG)","POLYMENAKOS","PETER","PHOTOGRAPH, B+W",,"SEE NOTES","M131","I.S. 131 - MANHATTAN","MANHATTAN"
"21086","GREAT HARMONY (TA TUNG)","POLYMENAKOS","PETER","PHOTO MURAL",,"SEE NOTES","M131","I.S. 131 - MANHATTAN","MANHATTAN"
"21087","TEACHER AND STUDENT","TOBIAS","ABRAHAM","MOSAIC","1960-01-01T00:00:00.000",,"M134","P.S. 134 - MANHATTAN","MANHATTAN"
"21087","TEACHER AND STUDENT","TOBIAS","ABRAHAM","TERRAZZO","1960-01-01T00:00:00.000",,"M134","P.S. 134 - MANHATTAN","MANHATTAN"
"21089","WOMANHOOD","STODDARD","FREDRICK","OIL ON CANVAS","1908-01-01T00:00:00.000",,"M661","MNHT COMP NIGHT&DAY (OL BACN X)-M","MANHATTAN"
"21091","NEW YORK OLD AND NEW","MOLDOVAN","SACHA","OIL ON CANVAS","1936-01-01T00:00:00.000",,"K164","P.S. 164 - BROOKLYN","BROOKLYN"
"21092","""BUFFALO HUNT""","HODES","SUE","OIL ON MASONITE","1955-01-01T00:00:00.000",,"K405","MIDWOOD HS - K","BROOKLYN"
"21094","""UNTITLED""","HARING","KEITH","TO BE DETERMINED","1976-01-01T00:00:00.000",,"M097","BARD COLLEGE HS (OLD M097) - M","MANHATTAN"
"21096","GREENWICH VILLAGE AND ITS CULTURAL ACTIVITIES","WINTER","LUMEN","CERAMIC","1958-01-01T00:00:00.000",,"M041","P.S. 41 - MANHATTAN","MANHATTAN"
"21097","UNTITLED","BEVINGTON","MARIETTE","FRESCO SECCO","1975-01-01T00:00:00.000",,"M520","MURRY BERGTRAUM HS (ECF) - M","MANHATTAN"
"21097","UNTITLED","BEVINGTON","MARIETTE","STONE","1975-01-01T00:00:00.000",,"M520","MURRY BERGTRAUM HS (ECF) - M","MANHATTAN"
"21097","UNTITLED","BEVINGTON","MARIETTE","MARBLE","1975-01-01T00:00:00.000",,"M520","MURRY BERGTRAUM HS (ECF) - M","MANHATTAN"
"21098","""ABSTRACTION""","FOGEL","SEYMOUR","MOSAIC","1977-01-01T00:00:00.000",,"M535","PARK WEST HS (ECF) - MANHATTAN","MANHATTAN"
"21099","EARLY NEWSPAPER PRINTING","TREADWELL","HELEN","MOSAIC","1958-01-01T00:00:00.000",,"M111","P.S. 111 - MANHATTAN","MANHATTAN"
"21201","CUM ROBUSTO PERFECTUS","TIFFANY","LOUIS","STAINED GLASS",,,"K458","BOYS HS (OLD) - K","BROOKLYN"
"21202","MAN IN SPACE","CAVALLARO","VINCENT","MOSAIC, GLASS","1965-01-01T00:00:00.000",,"M009","P.S. 9 - MANHATTAN","MANHATTAN"
"21214","EDUCATION","COX","ALLYN","MOSAIC, GLASS","1961-01-01T00:00:00.000",,"M155","P.S. 155 - MANHATTAN","MANHATTAN"
"21215","SCIENCE, MUSIC, ART, AND LITERATURE","WINTER","LUMEN","MOSAIC, GLASS","1964-01-01T00:00:00.000",,"M096","P.S. 96 - MANHATTAN","MANHATTAN"
"21215","SCIENCE, MUSIC, ART, AND LITERATURE","WINTER","LUMEN","MOSAIC, STONE","1964-01-01T00:00:00.000",,"M096","P.S. 96 - MANHATTAN","MANHATTAN"
"21219","MUSIC RHYTHMS, ELEMENTS OF EDUCATION","LUBIN","JACK","MOSAIC, GLASS","1969-01-01T00:00:00.000",,"M112","P.S. 112 (TANDEM M206) - MANHATTAN","MANHATTAN"
"21220","ANIMAL AND VEGETABLE KINGDOM (4 PANELS)","LUBIN","JACK","MOSAIC, GLASS","1969-01-01T00:00:00.000",,"M112","P.S. 112 (TANDEM M206) - MANHATTAN","MANHATTAN"
"21221","""ABSTRACT""","STEFANELLI","JOE","CERAMIC","1985-01-01T00:00:00.000",,"R075","I.S. 75 - STATEN ISLAND","STATEN ISLAND"
"21222","ANIMAL AND VEGETABLE KINGDOM, (4 PANELS)..","LUBIN","JACK","MOSAIC, GLASS","1967-01-01T00:00:00.000",,"M207","P.S. 207 (TANDEM M149) - MANHATTAN","MANHATTAN"
"21223","INTRODUCTION TO EDUCATION","LUBIN","JACK","MOSAIC, GLASS","1965-01-01T00:00:00.000",,"M076","P.S. 76 - MANHATTAN","MANHATTAN"
"21225","YOUTH ACTIVITIES","POLONY","ELEMER","MOSAIC, MARBLE","1962-01-01T00:00:00.000","22'- 4"" X 7'- 6.5""","M079","P.S. 79 (MULT. HANDICAP) - M","MANHATTAN"
"21225","YOUTH ACTIVITIES","POLONY","ELEMER","MOSAIC, CERAMIC","1962-01-01T00:00:00.000","22'- 4"" X 7'- 6.5""","M079","P.S. 79 (MULT. HANDICAP) - M","MANHATTAN"
"21226","THE WORLD OF SPACE","POLONY","ELEMER","MOSAIC, GLASS","1967-01-01T00:00:00.000","7' - 8"" X 18' -7""","M208","P.S. 208 (TANDEM M185) - MANHATTAN","MANHATTAN"
"21227","CHILDREN AT PLAY, STUDY","STEWART","JACK","MOSAIC, GLASS","1958-09-01T00:00:00.000",,"M028","P.S. 28 - MANHATTAN","MANHATTAN"
"21228","ABSTRACTION","NICKELSEN","JOHN","STAINED GLASS","1959-01-01T00:00:00.000",,"M123","P.S. 123 - MANHATTAN","MANHATTAN"
"21229","WONDROUS WINDOWS","ROSENBAUM","DANIEL","STAINED GLASS","1991-01-01T00:00:00.000",,"Q165","P.S. 165 - QUEENS","QUEENS"
"21229","WONDROUS WINDOWS","ROSENBAUM","DANIEL","PLEXIGLASS","1991-01-01T00:00:00.000",,"Q165","P.S. 165 - QUEENS","QUEENS"
"21230","CENTRAL PARK AS A REFUGE","SPIVAK","MAX","MOSAIC, GLASS","1962-01-01T00:00:00.000",,"M084","P.S. 84 - MANHATTAN","MANHATTAN"
"21230","CENTRAL PARK AS A REFUGE","SPIVAK","MAX","MOSAIC, MARBLE","1962-01-01T00:00:00.000",,"M084","P.S. 84 - MANHATTAN","MANHATTAN"
"21378","PS 4 ONSTAGE","BILLOPS","CAMILLE","CERAMIC TILE","1995-01-01T00:00:00.000","73"" X 40 1/2""","M004","P.S. 4 - MANHATTAN","MANHATTAN"
"21379","GOOD MORNING IN NEW YORK","BILLOPS","CAMILLE","CERAMIC TILE","1996-01-01T00:00:00.000","24"" X48""","M004","P.S. 4 - MANHATTAN","MANHATTAN"
"21233","""NURSERY TALES""","WOOLF","EDITH","OIL ON CANVAS","1927-01-01T00:00:00.000",,"Q070","P.S. 70 - QUEENS","QUEENS"
"21234","""AMERICA IN THE MAKING""","WOOLF","EDITH","OIL ON CANVAS","1925-01-01T00:00:00.000",,"Q070","P.S. 70 - QUEENS","QUEENS"
"21235","SEA AND BIRD LIFE","SPIVAK","MAX","MOSAIC","1960-01-01T00:00:00.000",,"R048","P.S. 48 - STATEN ISLAND","STATEN ISLAND"
"21236","""ABSTRACT FORMS IN SPACE""","POLONY","ELEMER","MARBLE","1978-01-01T00:00:00.000",,"R722","P.S. 722 (OTC) - STATEN ISLAND","STATEN ISLAND"
"21239","ON THE GREEN, NIEUW AMSTERDAM","STONEHILL","GEORGE","OIL ON CANVAS","1942-01-01T00:00:00.000",,"M460","WASHINGTON IRVING HS - MANHATTAN","MANHATTAN"
"21241","""EDUCATION""","ANONYMOUS",,"STAINED GLASS",,,"M460","WASHINGTON IRVING HS - MANHATTAN","MANHATTAN"
"21242","""LIGHT AND COLOR SPECTRUM""","WINTER","LUMEN","MOSAIC, GLASS","1974-01-01T00:00:00.000",,"R060","P.S. 60 - STATEN ISLAND","STATEN ISLAND"
"21242","""LIGHT AND COLOR SPECTRUM""","WINTER","LUMEN","MARBLE","1974-01-01T00:00:00.000",,"R060","P.S. 60 - STATEN ISLAND","STATEN ISLAND"
"21243","""WASHINGTON THE SOLDIER"" AND ""OUR FRENCH ALLIES"".","PEIXOTTO","ERNEST","OIL ON CANVAS","1933-01-01T00:00:00.000",,"R445","PORT RICHMOND HS - S. I.","STATEN ISLAND"
"21245","""WASHINGTON AND HIS FRIENDS AT MOUNT...","HEWLETT","MONROE","TO BE DETERMINED","1933-01-01T00:00:00.000",,"M465","G. WASHINGTON HS EDUC. CAMPUS - M","MANHATTAN"
"21246","""VALLEY FORGE""","KELLER","DEANE","TO BE DETERMINED","1933-01-01T00:00:00.000",,"M465","G. WASHINGTON HS EDUC. CAMPUS - M","MANHATTAN"
