"unique_id","publish_date","site_id","status","ppt_id","address","city","state","zip","boro","latitude","longitude","cross_street_1","cross_street_2","corner","install_date","active_date","wifi_status","tablet_status","phone_status","community_board","council_district","census_tract","nta","nta_name"
"20181120_041521.bk-17-145928","2018-11-20T04:15:21.000","bk-17-145928","Link Active!","145928","3402 CHURCH AVENUE","New York","NY","11203","Brooklyn","40.65094749","-73.94554463","EAST 34 STREET","EAST 35 STREET","NE","2017-09-17T00:00:00.000","2017-10-30T00:00:00.000","up","up","up","17","45","856","BK91","East Flatbush-Farragut"
"20181120_041521.bk-17-145927","2018-11-20T04:15:21.000","bk-17-145927","Link Active!","145927","3121 CHURCH AVENUE","New York","NY","11226","Brooklyn","40.650962","-73.947834","RALEIGH PLACE","FAIRVIEW PLACE","NW","2017-09-17T00:00:00.000","2017-10-30T00:00:00.000","up","up","up","17","40","818","BK95","Erasmus"
"20181120_041521.bk-17-126297","2018-11-20T04:15:21.000","bk-17-126297","Link Active!","126297","3301 CHURCH AVENUE","New York","NY","11203","Brooklyn","40.65102676","-73.94651287","NEW YORK AVENUE","EAST 34 STREET","NE","2017-06-27T00:00:00.000","2017-10-30T00:00:00.000","up","up","up","17","40","818","BK95","Erasmus"
"20181120_041521.bk-17-126271","2018-11-20T04:15:21.000","bk-17-126271","Link Active!","126271","4802 CHURCH AVENUE","New York","NY","11203","Brooklyn","40.65159","-73.932187","EAST 48 STREET","EAST 49 STREET","SEC","2017-11-17T00:00:00.000","2018-07-24T00:00:00.000","up","up","up","17","45","860","BK91","East Flatbush-Farragut"
"20181120_041521.mn-06-121824","2018-11-20T04:15:21.000","mn-06-121824","Link Active!","121824_121825","797 3 AVENUE","New York","NY","10022","Manhattan","40.75523348","-73.97103228","EAST 49 STREET","EAST 50 STREET","NE","2016-02-08T00:00:00.000","2016-03-08T00:00:00.000","up","down","up","6","4","98","MN19","Turtle Bay-East Midtown"
"20181120_041521.bk-08-126469","2018-11-20T04:15:21.000","bk-08-126469","Link Active!","126469","529 EASTERN PARKWAY","New York","NY","11216","Brooklyn","40.670115","-73.950627","NOSTRAND AVENUE","RODGERS AVENUE","NW","2017-02-03T00:00:00.000","2017-02-23T00:00:00.000","up","up","up","8","35","31702","BK61","Crown Heights North"
"20181120_041521.mn-06-121789","2018-11-20T04:15:21.000","mn-06-121789","Link Installed; Connecting Power and Fiber","121789","252 EAST 52 STREET","New York","NY","10022","Manhattan","40.75617415","-73.96782908","2 AVENUE","3 AVENUE","SWC","2018-02-03T00:00:00.000",,"Not Available","Not Available","Not Available","6","4","98","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-06-121792","2018-11-20T04:15:21.000","mn-06-121792","Link Active!","121792_144021","300 EAST 49 STREET","New York","NY","10017","Manhattan","40.754138","-73.968836","2 AVENUE","1 AVENUE","SEC","2017-11-04T00:00:00.000","2018-02-16T00:00:00.000","up","up","up","6","4","90","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-06-121822","2018-11-20T04:15:21.000","mn-06-121822","Link Active!","121822_121823","798 3 AVENUE","New York","NY","10022","Manhattan","40.75535623","-73.97125096","EAST 49 STREET","EAST 50 STREET","NW","2016-02-08T00:00:00.000","2016-03-08T00:00:00.000","up","down","up","6","4","100","MN19","Turtle Bay-East Midtown"
"20181120_041521.bk-07-145886","2018-11-20T04:15:21.000","bk-07-145886","Link Active!","145886","799 4 AVENUE","New York","NY","11232","Brooklyn","40.658808","-73.999532","28 STREET","27 STREET","NE","2017-07-15T00:00:00.000","2017-08-22T00:00:00.000","up","up","up","7","38","101","BK32","Sunset Park West"
"20181120_041521.bk-07-145865","2018-11-20T04:15:21.000","bk-07-145865","Link Active!","145865","941 4 AVENUE","New York","NY","11232","Brooklyn","40.65413323","-74.00440376","36 STREET","37 STREET","SE","2017-07-15T00:00:00.000","2017-08-23T00:00:00.000","up","up","up","7","38","84","BK32","Sunset Park West"
"20181120_041521.bk-07-125917","2018-11-20T04:15:21.000","bk-07-125917","Link Active!","125917","620 5 AVENUE","New York","NY","11215","Brooklyn","40.66355007","-73.99124562","17 STREET","18 STREET","NW","2017-09-23T00:00:00.000","2018-01-16T00:00:00.000","up","up","up","7","38","143","BK37","Park Slope-Gowanus"
"20181120_041521.bk-06-145994","2018-11-20T04:15:21.000","bk-06-145994","Link Active!","145994","342 FLATBUSH AVENUE","New York","NY","11217","Brooklyn","40.67613405","-73.97183554","STERLING PLACE","8 AVENUE","SWC","2017-11-10T00:00:00.000","2018-02-21T00:00:00.000","up","up","up","6","39","159","BK37","Park Slope-Gowanus"
"20181120_041521.bk-06-145909","2018-11-20T04:15:21.000","bk-06-145909","Link Active!","145909","548 4 AVENUE","New York","NY","11215","Brooklyn","40.666904","-73.991789","15 STREET","14 STREET","NW","2017-07-15T00:00:00.000","2018-01-05T00:00:00.000","up","up","up","6","39","117","BK37","Park Slope-Gowanus"
"20181120_041521.bk-03-145748","2018-11-20T04:15:21.000","bk-03-145748","Link Active!","145748","549 CLASSON AVENUE","New York","NY","11238","Brooklyn","40.681853","-73.958535","FULTON STREET","PUTNAM AVENUE","NE","2017-02-27T00:00:00.000","2017-04-20T00:00:00.000","up","up","up","3","35","227","BK69","Clinton Hill"
"20181120_041521.bk-03-145739","2018-11-20T04:15:21.000","bk-03-145739","Link Active!","145739","1245 FULTON STREET","New York","NY","11216","Brooklyn","40.680556","-73.951381","ARLINGTON PLACE","BEDFORD AVENUE","NW","2017-02-24T00:00:00.000","2017-04-10T00:00:00.000","up","up","up","3","36","245","BK75","Bedford"
"20181120_041521.bk-03-108944","2018-11-20T04:15:21.000","bk-03-108944","Link Pending Activation","108944","846 BROADWAY","New York","NY","11206","Brooklyn","40.69895576","-73.93893235","PARK AVENUE","ELLERY STREET","SW","2018-04-10T00:00:00.000",,"Not Available","Not Available","Not Available","3","36","28501","BK78","Bushwick South"
"20181120_041521.bk-02-145910","2018-11-20T04:15:21.000","bk-02-145910","Link Active!","145910","66 SMITH STREET","New York","NY","11201","Brooklyn","40.68940822","-73.9887287","STATE STREET","SCHERMERHORN STREET","NW","2017-07-27T00:00:00.000","2017-10-06T00:00:00.000","up","up","up","2","33","43","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"20181120_041521.bk-02-145868","2018-11-20T04:15:21.000","bk-02-145868","Link Active!","145868","470 VANDERBILT AVENUE","New York","NY","11238","Brooklyn","40.68226753","-73.96775318","ATLANTIC AVENUE","FULTON STREET","NW","2017-07-15T00:00:00.000","2018-06-12T00:00:00.000","up","up","up","2","35","199","BK69","Clinton Hill"
"20181120_041521.bk-02-145752","2018-11-20T04:15:21.000","bk-02-145752","Link Active!","145752","710 FULTON STREET","New York","NY","11217","Brooklyn","40.685787","-73.97332","HANSON PLACE","SOUTH PORTLAND AVENUE","MIDBLK","2017-03-02T00:00:00.000","2017-03-24T00:00:00.000","up","up","up","2","35","181","BK68","Fort Greene"
"20181120_041521.mn-06-136668","2018-11-20T04:15:21.000","mn-06-136668","Link Active!","136668","362 3 AVENUE","New York","NY","10016","Manhattan","40.74098927","-73.98173228","EAST 26 STREET","EAST 27 STREET","NW","2017-05-13T00:00:00.000","2017-07-19T00:00:00.000","up","up","up","6","2","68","MN21","Gramercy"
"20181120_041521.bk-02-127256","2018-11-20T04:15:21.000","bk-02-127256","Link Active!","127256","320 SCHERMERHORN STREET","New York","NY","11217","Brooklyn","40.68721034","-73.9817194","NEVINS STREET","3 STREET","SE","2017-08-10T00:00:00.000","2017-11-21T00:00:00.000","up","up","up","2","33","39","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"20181120_041521.mn-06-134852","2018-11-20T04:15:21.000","mn-06-134852","Link Installed; Connecting Power and Fiber","134852_135710","170 EAST 33 STREET","New York","NY","10016","Manhattan","40.74509981","-73.97882096","3 AVENUE","LEXINGTON AVENUE","SW","2018-05-19T00:00:00.000",,"Not Available","Not Available","Not Available","6","2","72","MN20","Murray Hill-Kips Bay"
"20181120_041521.mn-06-134922","2018-11-20T04:15:21.000","mn-06-134922","Link Active!","134922_134923","411 3 AVENUE","New York","NY","10016","Manhattan","40.742433","-73.980371","EAST 29 STREET","EAST 28 STREET","SE","2017-06-24T00:00:00.000","2017-08-03T00:00:00.000","up","up","up","6","2","66","MN20","Murray Hill-Kips Bay"
"20181120_041521.mn-06-135591","2018-11-20T04:15:21.000","mn-06-135591","Link Active!","135591_135623","441 2 AVENUE","New York","NY","10010","Manhattan","40.73934123","-73.97998543","EAST 25 STREET","EAST 26 STREET","NW","2017-12-07T00:00:00.000","2018-04-10T00:00:00.000","up","up","up","6","2","66","MN20","Murray Hill-Kips Bay"
"20181120_041521.mn-06-135857","2018-11-20T04:15:21.000","mn-06-135857","Link Active!","135857_135858","140 3 AVENUE","New York","NY","10003","Manhattan","40.73391885","-73.98688143","EAST 15 STREET","EAST 14 STREET","SW","2017-04-29T00:00:00.000","2017-05-31T00:00:00.000","up","up","up","6","2","50","MN21","Gramercy"
"20181120_041521.mn-06-136202","2018-11-20T04:15:21.000","mn-06-136202","Link Active!","136202_136232","160 EAST 38 STREET","New York","NY","10016","Manhattan","40.748287044035735","-73.97653467917542","3 AVENUE","LEXINGTON AVENUE","SW","2016-02-06T00:00:00.000","2016-03-18T00:00:00.000","up","up","up","6","4","80","MN20","Murray Hill-Kips Bay"
"20181120_041521.mn-06-136486","2018-11-20T04:15:21.000","mn-06-136486","Link Active!","136486","130 3 AVENUE","New York","NY","10003","Manhattan","40.73369379","-73.98704351","EAST 15 STREET","EAST 14 STREET","SW","2016-01-29T00:00:00.000","2016-02-01T00:00:00.000","up","up","up","6","2","50","MN21","Gramercy"
"20181120_041521.mn-07-120510","2018-11-20T04:15:21.000","mn-07-120510","Link Active!","120510","219 WEST 100 STREET","New York","NY","10025","Manhattan","40.79714850762655","-73.96960720122337","BROADWAY","AMSTERDAM AVENUE","NE","2016-08-13T00:00:00.000","2016-09-06T00:00:00.000","up","up","up","7","7","187","MN12","Upper West Side"
"20181120_041521.mn-07-120277","2018-11-20T04:15:21.000","mn-07-120277","Ready to Install","120277_120278","251 WEST 105 STREET","New York","NY","10025","Manhattan","40.800681","-73.96826","BROADWAY","WEST END AVENUE","NWC",,,"Not Available","Not Available","Not Available","7","6","191","MN12","Upper West Side"
"20181120_041521.mn-07-120393","2018-11-20T04:15:21.000","mn-07-120393","Link Active!","120393","216 WEST 103 STREET","New York","NY","10025","Manhattan","40.798954","-73.968326","BROADWAY","AMSTERDAM AVENUE","SE","2016-06-17T00:00:00.000","2016-07-07T00:00:00.000","up","up","up","7","7","191","MN12","Upper West Side"
"20181120_041521.mn-07-120401","2018-11-20T04:15:21.000","mn-07-120401","Link Active!","120401","2800 BROADWAY","New York","NY","10025","Manhattan","40.802944","-73.967379","WEST 108 STREET","WEST 109 STREET","NE","2016-06-11T00:00:00.000","2016-07-20T00:00:00.000","up","up","up","7","7","195","MN09","Morningside Heights"
"20181120_041521.mn-07-120525","2018-11-20T04:15:21.000","mn-07-120525","Link Active!","120525","765 AMSTERDAM AVENUE","New York","NY","10025","Manhattan","40.795399","-73.969254","WEST 98 STREET","WEST 99 STREET","NE","2016-10-22T00:00:00.000","2016-11-23T00:00:00.000","up","up","up","7","7","185","MN12","Upper West Side"
"20181120_041521.mn-07-120533","2018-11-20T04:15:21.000","mn-07-120533","Link Pending Activation","120533","896 AMSTERDAM AVENUE","New York","NY","10025","Manhattan","40.79908844","-73.9668303","WEST 104 STREET","WEST 103 STREET","SWC","2017-11-22T00:00:00.000",,"Not Available","Not Available","Not Available","7","7","191","MN12","Upper West Side"
"20181120_041521.mn-07-120596","2018-11-20T04:15:21.000","mn-07-120596","Link Active!","120596","250 WEST 95 STREET","New York","NY","10025","Manhattan","40.79404227","-73.97256708","BROADWAY","WEST END AVENUE","SE","2016-05-20T00:00:00.000","2016-07-07T00:00:00.000","up","up","up","7","6","183","MN12","Upper West Side"
"20181120_041521.mn-07-120609","2018-11-20T04:15:21.000","mn-07-120609","Link Active!","120609","734 AMSTERDAM AVENUE","New York","NY","10025","Manhattan","40.79396219","-73.97057117","WEST 96 STREET","WEST 95 STREET","SW","2017-06-27T00:00:00.000","2017-08-07T00:00:00.000","up","up","up","7","6","183","MN12","Upper West Side"
"20181120_041521.mn-07-133415","2018-11-20T04:15:21.000","mn-07-133415","Link Active!","133415","2298 BROADWAY","New York","NY","10024","Manhattan","40.78622273","-73.97799347","WEST 83 STREET","WEST 82 STREET","SE","2016-04-06T00:00:00.000","2016-04-27T00:00:00.000","up","up","up","7","6","171","MN12","Upper West Side"
"20181120_041521.mn-07-133404","2018-11-20T04:15:21.000","mn-07-133404","Link Active!","133404_133405","2160 BROADWAY","New York","NY","10023","Manhattan","40.781853288461434","-73.9808357237589","WEST 76 STREET","WEST 77 STREET","NE","2016-05-25T00:00:00.000","2016-06-27T00:00:00.000","up","up","up","7","6","163","MN12","Upper West Side"
"20181120_041521.mn-07-133413","2018-11-20T04:15:21.000","mn-07-133413","Link Active!","133413_133414","2096 BROADWAY","New York","NY","10023","Manhattan","40.778381","-73.981665","WEST 72 STREET","WEST 71 STREET","SE","2017-01-27T00:00:00.000","2017-02-27T00:00:00.000","up","up","up","7","6","157","MN14","Lincoln Square"
"20181120_041521.bk-01-138951","2018-11-20T04:15:21.000","bk-01-138951","Link Active!","138951","15 DEBEVOISE STREET","New York","NY","11206","Brooklyn","40.70166753","-73.94248859","GRAHAM AVENUE","BROADWAY","NW","2017-07-01T00:00:00.000","2017-08-02T00:00:00.000","up","up","up","1","34","491","BK90","East Williamsburg"
"20181120_041521.mn-06-121778","2018-11-20T04:15:21.000","mn-06-121778","Link Active!","121778_121779","1004 2 AVENUE","New York","NY","10022","Manhattan","40.75678","-73.96698","EAST 53 STREET","EAST 54 STREET","NE","2017-08-26T00:00:00.000","2018-02-08T00:00:00.000","up","up","up","6","4","98","MN19","Turtle Bay-East Midtown"
"20181120_041521.bk-02-145811","2018-11-20T04:15:21.000","bk-02-145811","Link Active!","145811","322 LIVINGSTON STREET","New York","NY","11217","Brooklyn","40.68803876","-73.98187215","NEVINS STREET","HANOVER PLACE","SW","2017-03-31T00:00:00.000","2017-04-28T00:00:00.000","up","up","up","2","33","37","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"20181120_041521.mn-06-121820","2018-11-20T04:15:21.000","mn-06-121820","Link Active!","121820_121821","160 EAST 50 STREET","New York","NY","10022","Manhattan","40.75587721","-73.97102968","3 AVENUE","LEXINGTON AVENUE","SW","2016-05-14T00:00:00.000","2016-06-24T00:00:00.000","up","up","up","6","4","100","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-06-121816","2018-11-20T04:15:21.000","mn-06-121816","Link Active!","121816_121817","754 3 AVENUE","New York","NY","10017","Manhattan","40.753899","-73.972326","EAST 47 STREET","EAST 46 STREET","SW","2016-02-07T00:00:00.000","2016-02-22T00:00:00.000","up","up","up","6","4","92","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-06-135588","2018-11-20T04:15:21.000","mn-06-135588","Link Active!","135588_135675","147 3 AVENUE","New York","NY","10003","Manhattan","40.73422211","-73.98665825","EAST 15 STREET","EAST 16 STREET","NW","2017-04-29T00:00:00.000","2017-05-22T00:00:00.000","up","up","up","6","2","48","MN21","Gramercy"
"20181120_041521.mn-06-135647","2018-11-20T04:15:21.000","mn-06-135647","Link Active!","135647_135648","465 2 AVENUE","New York","NY","10016","Manhattan","40.73996264","-73.97954419","EAST 26 STREET","EAST 27 STREET","NW","2017-09-26T00:00:00.000","2017-11-15T00:00:00.000","up","up","up","6","2","66","MN20","Murray Hill-Kips Bay"
"20181120_041521.mn-06-136356","2018-11-20T04:15:21.000","mn-06-136356","Link Active!","136356_136357","1001 1 AVENUE","New York","NY","10022","Manhattan","40.75694399","-73.96407038","EAST 55 STREET","EAST 54 STREET","NW","2017-10-20T00:00:00.000","2018-03-08T00:00:00.000","up","up","up","6","5","108","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-07-120285","2018-11-20T04:15:21.000","mn-07-120285","Link Active!","120285_145533","2617 BROADWAY","New York","NY","10025","Manhattan","40.796566","-73.970619","WEST 99 STREET","WEST 98 STREET","SW","2016-10-03T00:00:00.000","2016-11-02T00:00:00.000","up","up","up","7","6","187","MN12","Upper West Side"
"20181120_041521.mn-07-120395","2018-11-20T04:15:21.000","mn-07-120395","Link Active!","120395","210 WEST 101 STREET","New York","NY","10025","Manhattan","40.7977016599","-73.9692439318","BROADWAY","AMSTERDAM AVENUE","SE","2017-05-13T00:00:00.000","2017-06-27T00:00:00.000","up","up","up","7","7","187","MN12","Upper West Side"
"20181120_041521.bx-01-118942","2018-11-20T04:15:21.000","bx-01-118942","Link Active!","118942","2922 3 AVENUE","New York","NY","10455","Bronx","40.817446","-73.915574","EAST 152 STREET","EAST 151 STREET","SE","2016-10-22T00:00:00.000","2016-12-28T00:00:00.000","up","up","up","1","17","71","BX34","Melrose South-Mott Haven North"
"20181120_041521.mn-07-133501","2018-11-20T04:15:21.000","mn-07-133501","Link Active!","133501","1860 BROADWAY","New York","NY","10023","Manhattan","40.76981618598207","-73.9819292617475","WEST 61 STREET","WEST 62 STREET","NE","2016-04-30T00:00:00.000","2016-09-30T00:00:00.000","up","up","up","7","3","145","MN14","Lincoln Square"
"20181120_041521.mn-07-120599","2018-11-20T04:15:21.000","mn-07-120599","Link Active!","120599_120600","677 COLUMBUS AVENUE","New York","NY","10025","Manhattan","40.79078578","-73.96891544","WEST 93 STREET","WEST 94 STREET","SE","2018-02-08T00:00:00.000","2018-05-21T00:00:00.000","up","up","up","7","6","177","MN12","Upper West Side"
"20181120_041521.mn-07-133623","2018-11-20T04:15:21.000","mn-07-133623","Link Active!","133623","230 WEST 79 STREET","New York","NY","10024","Manhattan","40.78364875","-73.97975218","BROADWAY","AMSTERDAM AVENUE","SE","2017-08-19T00:00:00.000","2018-04-02T00:00:00.000","up","up","up","7","6","167","MN12","Upper West Side"
"20181120_041521.mn-07-133624","2018-11-20T04:15:21.000","mn-07-133624","Link Active!","133624_136006","2518 BROADWAY","New York","NY","10025","Manhattan","40.79318087","-73.97264858","WEST 94 STREET","WEST 93 STREET","SE","2017-06-27T00:00:00.000","2017-08-07T00:00:00.000","up","up","up","7","6","179","MN12","Upper West Side"
"20181120_041521.mn-07-133626","2018-11-20T04:15:21.000","mn-07-133626","Link Active!","133626","2640 BROADWAY","New York","NY","10025","Manhattan","40.79728379059183","-73.96965239417057","WEST 100 STREET","WEST 101 STREET","NE","2017-10-15T00:00:00.000","2018-03-14T00:00:00.000","up","up","up","7","7","187","MN12","Upper West Side"
"20181120_041521.mn-07-133628","2018-11-20T04:15:21.000","mn-07-133628","Link Active!","133628_135054","2618 BROADWAY","New York","NY","10025","Manhattan","40.79642525","-73.97027901","WEST 99 STREET","WEST 98 STREET","SE","2017-07-07T00:00:00.000","2017-08-18T00:00:00.000","up","up","up","7","7","187","MN12","Upper West Side"
"20181120_041521.mn-07-133633","2018-11-20T04:15:21.000","mn-07-133633","Link Active!","133633","2420 BROADWAY","New York","NY","10024","Manhattan","40.790235","-73.974793","WEST 89 STREET","WEST 90 STREET","NE","2017-09-10T00:00:00.000","2017-10-25T00:00:00.000","up","up","up","7","6","175","MN12","Upper West Side"
"20181120_041521.mn-07-133634","2018-11-20T04:15:21.000","mn-07-133634","Link Active!","133634","2482 BROADWAY","New York","NY","10025","Manhattan","40.792132","-73.973409","WEST 92 STREET","WEST 93 STREET","NE","2018-04-10T00:00:00.000","2018-05-31T00:00:00.000","up","up","up","7","6","179","MN12","Upper West Side"
"20181120_041521.mn-07-137400","2018-11-20T04:15:21.000","mn-07-137400","Link Active!","137400_137401","130 WEST 68 STREET","New York","NY","10023","Manhattan","40.77496988222377","-73.98107921370058","COLUMBUS AVENUE","BROADWAY","SW","2016-10-22T00:00:00.000","2016-11-23T00:00:00.000","up","up","up","7","6","153","MN14","Lincoln Square"
"20181120_041521.mn-07-137419","2018-11-20T04:15:21.000","mn-07-137419","Link Active!","137419","1003 COLUMBUS AVENUE","New York","NY","10025","Manhattan","40.80124724","-73.96127853","WEST 109 STREET","CATHEDRAL PARKWAY","NE","2017-12-12T00:00:00.000","2018-02-28T00:00:00.000","up","up","up","7","7","193","MN09","Morningside Heights"
"20181120_041521.bk-01-126673","2018-11-20T04:15:21.000","bk-01-126673","Link Active!","126673","202 GRAHAM AVENUE","New York","NY","11206","Brooklyn","40.70892202","-73.94338965","SCHOLES STREET","STAGG STREET","NE","2017-04-28T00:00:00.000","2017-05-23T00:00:00.000","up","up","up","1","34","493","BK78","Bushwick South"
"20181120_041521.mn-04-123136","2018-11-20T04:15:21.000","mn-04-123136","Link Active!","123136","595 6 AVENUE","New York","NY","10011","Manhattan","40.73943218","-73.99547509","WEST 17 STREET","WEST 18 STREET","NWC","2018-02-04T00:00:00.000","2018-04-05T00:00:00.000","up","up","up","4","3","81","MN13","Hudson Yards-Chelsea-Flatiron-Union Square"
"20181120_041521.mn-08-107963","2018-11-20T04:15:21.000","mn-08-107963","Link Active!","107963_107972","1525 3 AVENUE","New York","NY","10028","Manhattan","40.7786","-73.95399","EAST 86 STREET","EAST 85 STREET","SE","2016-02-26T00:00:00.000","2016-03-30T00:00:00.000","up","up","up","8","5","14601","MN32","Yorkville"
"20181120_041521.mn-08-107971","2018-11-20T04:15:21.000","mn-08-107971","Link Installed; Connecting Power and Fiber","107971","1410 1 AVENUE","New York","NY","10021","Manhattan","40.76950566","-73.95460936","EAST 74 STREET","EAST 75 STREET","Midblock","2018-05-31T00:00:00.000",,"Not Available","Not Available","Not Available","8","5","132","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-119821","2018-11-20T04:15:21.000","mn-08-119821","Link Active!","119821","181 EAST 90 STREET","New York","NY","10128","Manhattan","40.781503","-73.952279","3 AVENUE","LEXINGTON AVENUE","NW","2016-02-26T00:00:00.000","2016-03-23T00:00:00.000","up","up","up","8","5","14802","MN40","Upper East Side-Carnegie Hill"
"20181120_041521.mn-08-119822","2018-11-20T04:15:21.000","mn-08-119822","Link Active!","119822_119823","1585 3 AVENUE","New York","NY","10128","Manhattan","40.780782","-73.9524","EAST 89 STREET","EAST 90 STREET","NE","2016-03-19T00:00:00.000","2016-03-28T00:00:00.000","up","down","up","8","5","154","MN32","Yorkville"
"20181120_041521.mn-08-119826","2018-11-20T04:15:21.000","mn-08-119826","Link Active!","119826_120282","1530 3 AVENUE","New York","NY","10028","Manhattan","40.779038","-73.95398","EAST 86 STREET","EAST 87 STREET","NW","2016-03-05T00:00:00.000","2016-03-23T00:00:00.000","up","up","up","8","5","14802","MN40","Upper East Side-Carnegie Hill"
"20181120_041521.mn-08-119829","2018-11-20T04:15:21.000","mn-08-119829","Link Active!","119829","1700 3 AVENUE","New York","NY","10128","Manhattan","40.78466254","-73.94987392","EAST 95 STREET","EAST 96 STREET","NE","2016-02-27T00:00:00.000","2016-04-01T00:00:00.000","up","up","up","8","5","15801","MN40","Upper East Side-Carnegie Hill"
"20181120_041521.mn-08-120842","2018-11-20T04:15:21.000","mn-08-120842","Link Active!","120842","400 EAST 73 STREET","New York","NY","10021","Manhattan","40.76837393","-73.95536175","1 AVENUE","YORK AVENUE","SE","2017-10-16T00:00:00.000","2018-01-03T00:00:00.000","up","up","up","8","5","124","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-120843","2018-11-20T04:15:21.000","mn-08-120843","Link Active!","120843","399 EAST 72 STREET","New York","NY","10021","Manhattan","40.76777013","-73.95569057","1 AVENUE","YORK AVENUE","NE","2017-09-28T00:00:00.000","2018-01-03T00:00:00.000","up","up","up","8","5","124","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-120942","2018-11-20T04:15:21.000","mn-08-120942","Link Active!","120942_121136","21 EAST 66 STREET","New York","NY","10065","Manhattan","40.768093","-73.968364","MADISON AVENUE","5 AVENUE","NW","2017-01-29T00:00:00.000","2017-04-17T00:00:00.000","up","up","up","8","4","122","MN40","Upper East Side-Carnegie Hill"
"20181120_041521.mn-08-121764","2018-11-20T04:15:21.000","mn-08-121764","Link Active!","121764_121765","1131 2 AVENUE","New York","NY","10022","Manhattan","40.76104904","-73.96418067","EAST 60 STREET","EAST 59 STREET","Midblock","2017-10-28T00:00:00.000","2018-02-22T00:00:00.000","up","up","up","8","4","110","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-121980","2018-11-20T04:15:21.000","mn-08-121980","Link Active!","121980","25 EAST 61 STREET","New York","NY","10065","Manhattan","40.764821","-73.970303","MADISON AVENUE","PARK AVENUE","NE","2017-04-08T00:00:00.000","2017-05-31T00:00:00.000","up","up","up","8","4","11401","MN40","Upper East Side-Carnegie Hill"
"20181120_041521.mn-08-121988","2018-11-20T04:15:21.000","mn-08-121988","Link Active!","121988","30 EAST 64 STREET","New York","NY","10065","Manhattan","40.766736","-73.969308","MADISON AVENUE","5 AVENUE","SW","2016-12-18T00:00:00.000","2017-04-21T00:00:00.000","up","up","up","8","4","122","MN40","Upper East Side-Carnegie Hill"
"20181120_041521.mn-08-128748","2018-11-20T04:15:21.000","mn-08-128748","Link Active!","128748","1325 3 AVENUE","New York","NY","10021","Manhattan","40.772144","-73.958697","EAST 76 STREET","EAST 75 STREET","SE","2016-03-05T00:00:00.000","2016-03-24T00:00:00.000","up","up","up","8","4","134","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-133368","2018-11-20T04:15:21.000","mn-08-133368","Link Active!","133368_133369","201 EAST 86 STREET","New York","NY","10028","Manhattan","40.778792","-73.953663","3 AVENUE","2 AVENUE","NE","2016-04-23T00:00:00.000","2016-05-05T00:00:00.000","up","up","up","8","5","14602","MN32","Yorkville"
"20181120_041521.mn-08-134748","2018-11-20T04:15:21.000","mn-08-134748","Link Active!","134748_134749","206 EAST 86 STREET","New York","NY","10028","Manhattan","40.77860514","-73.95371545","3 AVENUE","2 AVENUE","SE","2016-02-22T00:00:00.000","2016-04-15T00:00:00.000","up","up","up","8","5","14601","MN32","Yorkville"
"20181120_041521.mn-08-134750","2018-11-20T04:15:21.000","mn-08-134750","Link Active!","134750_134751","1031 3 AVENUE","New York","NY","10065","Manhattan","40.762896","-73.965443","EAST 61 STREET","EAST 62 STREET","NE","2016-03-05T00:00:00.000","2016-03-29T00:00:00.000","up","up","up","8","4","110","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-135072","2018-11-20T04:15:21.000","mn-08-135072","Link Installed; Connecting Power and Fiber","135072_135073","343 EAST 66 STREET","New York","NY","10065","Manhattan","40.764116575756425","-73.95894778204809","1 AVENUE","2 AVENUE","NW","2018-05-01T00:00:00.000",,"Not Available","Not Available","Not Available","8","5","118","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-135076","2018-11-20T04:15:21.000","mn-08-135076","Link Active!","135076_135077","1126 1 AVENUE","New York","NY","10065","Manhattan","40.76126735","-73.96062004","EAST 62 STREET","EAST 61 STREET","SE","2018-04-04T00:00:00.000","2018-06-07T00:00:00.000","up","down","up","8","5","10602","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-135088","2018-11-20T04:15:21.000","mn-08-135088","Link Active!","135088_135260","1284 1 AVENUE","New York","NY","10065","Manhattan","40.76566545183086","-73.95740873203073","EAST 69 STREET","EAST 68 STREET","SE","2017-12-07T00:00:00.000","2018-05-11T00:00:00.000","up","up","up","8","5","116","MN31","Lenox Hill-Roosevelt Island"
