"event_id","event_name","start_date_time","end_date_time","event_agency","event_type","event_borough","event_location","event_street_side","street_closure_type","community_board","police_precinct"
"316178","Murray Hill Farmers Market","2017-11-19T07:00:00.000","2017-11-19T17:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," SECOND AVENUE between EAST   32 STREET and EAST   33 STREET","East","Partial Sidewalk Closure ","6, ","17, "
"365144","Flying Radio Controled Model Planes at field","2017-11-30T08:00:00.000","2017-11-30T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"369850","Lawn Maintenance","2017-11-24T00:00:00.000","2017-11-24T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Center Lawn ",,"N/A","5, ","13, "
"320618","Athletic Event Non Sports ","2017-11-21T07:30:00.000","2017-11-21T08:30:00.000","Parks Department","Special Event","Manhattan","Fort Tryon Park: Margaret Corbin Circle ,Fort Tryon Park: Heather Garden ,Fort Tryon Park: Fort Tryon Park ",,"N/A","12, ","34, "
"377828","Barlow Clem Wedding","2017-11-24T14:00:00.000","2017-11-24T16:00:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Grecian Shelter/Peristyle Lawn West ",,"N/A","55, ","78, "
"380164","Joe Torre Safe At Home 15th Annual Gala","2017-11-08T18:00:00.000","2017-11-08T23:30:00.000","Street Activity Permit Office","Production Event","Manhattan"," BROADWAY between MORRIS STREET and BATTERY PLACE","East","Curb Lane Only","1, ","1, "
"366760","Field Reconstruction","2017-11-11T06:00:00.000","2017-11-11T23:00:00.000","Parks Department","Construction","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ",,"N/A","11, ","25, "
"362807","Holiday Tree Lighting and Winter Fun Event","2017-12-02T13:00:00.000","2017-12-02T17:00:00.000","Parks Department","Special Event","Queens","Astoria Park: Great Lawn 01A North Side of Playground   ",,"N/A","1, ","114, "
"375525","East Meadow Winter CLosure","2017-12-05T00:00:00.000","2017-12-05T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East Meadow ",,"N/A","64, ","22, "
"381179","Pilgrim Hill Winter Closure until April 7, 2018","2017-12-07T00:00:00.000","2017-12-07T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: Pilgrim Hill ",,"N/A","64, ","22, "
"377377","Performa 17: The Environment-Bubble","2017-11-19T13:00:00.000","2017-11-19T17:00:00.000","Parks Department","Special Event","Queens","Flushing Meadows Corona Park: Front of Queens Museum of Art   ",,"N/A","81, ","110, "
"376877","PE Classes","2017-11-10T08:00:00.000","2017-11-10T15:00:00.000","Parks Department","Special Event","Bronx","Crotona Park: Crotona Park ",,"N/A","3, ","42, "
"369846","Lawn Maintenance","2017-12-04T00:00:00.000","2017-12-04T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Farragut Lawn ",,"N/A","5, ","13, "
"330490","Learn It Grow IT Eat It Youthmarket","2017-11-22T10:00:00.000","2017-11-22T15:00:00.000","Parks Department","Special Event","Bronx","McKinley Square: McKinley Square ",,"N/A","3, ","42, "
"330027","Hunts Point Farmer's Market","2017-11-15T07:00:00.000","2017-11-15T16:00:00.000","Parks Department","Special Event","Bronx","Monsignor Raul Del Valle Square: Whole Park ",,"N/A","2, ","41, "
"330038","North Central Bronx Farmer's Market","2017-11-22T08:00:00.000","2017-11-22T16:00:00.000","Parks Department","Special Event","Bronx","Mosholu Parkway: Mosholu Parkway ",,"N/A","7, ","52, "
"379802","Prodject - Chanel Event","2017-11-10T10:00:00.000","2017-11-10T22:00:00.000","Street Activity Permit Office","Production Event","Manhattan"," MERCER STREET between BROOME STREET and SPRING STREET","Both","Curb Lane Only","2, ","1, "
"377376","Performa 17: The Environment-Bubble","2017-11-18T13:00:00.000","2017-11-18T17:00:00.000","Parks Department","Special Event","Queens","Flushing Meadows Corona Park: Front of Queens Museum of Art   ",,"N/A","81, ","110, "
"347757","restoration project","2017-12-05T00:00:00.000","2017-12-05T23:30:00.000","Parks Department","Special Event","Manhattan","Morningside Park: West 114th St Picnic Area ",,"N/A","9, ","26, "
"318106","Old Cathedral Outdoor Market","2017-11-25T10:00:00.000","2017-11-25T19:00:00.000","Street Activity Permit Office","Sidewalk Sale","Manhattan"," PRINCE STREET between MOTT STREET and MULBERRY STREET","North","Sidewalk and Street Closure ","2, ","5, "
"364146","Miscellaneous","2017-11-08T08:00:00.000","2017-11-08T18:00:00.000","Parks Department","Construction","Manhattan","Central Park: North Meadow-Soccer-01 ,Central Park: North Meadow-Soccer-02 ,Central Park: North Meadow-Soccer-03 ,Central Park: North Meadow-Soccer-04 ,Central Park: North Meadow-Soccer-05 ,Central Park: North Meadow-Soccer-06 ,Morningside Park: Softball-01 ,Morningside Park: Softball-02 ",,"N/A","09, 64, ","22, 26, "
"314100","92 Street Greenmarket Sunday","2017-11-12T08:00:00.000","2017-11-12T17:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," 1 AVENUE between EAST   92 STREET and EAST   93 STREET","East","Sidewalk and Curb Lane Closure ","8, ","19, "
"317955","57 Street Greenmarket Wednesday  Saturday","2017-12-06T08:00:00.000","2017-12-06T18:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," 10 AVENUE between WEST   57 STREET and WEST   58 STREET","East","Sidewalk and Curb Lane Closure ","4, ","18, "
"375525","East Meadow Winter CLosure","2017-12-06T00:00:00.000","2017-12-06T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East Meadow ",,"N/A","64, ","22, "
"347757","restoration project","2017-12-01T00:00:00.000","2017-12-01T23:30:00.000","Parks Department","Special Event","Manhattan","Morningside Park: West 114th St Picnic Area ",,"N/A","9, ","26, "
"369429","Ai WeiWei Installation","2017-12-02T01:00:00.000","2017-12-02T22:00:00.000","Parks Department","Special Event","Manhattan","Washington Square Park: Arch Plaza ",,"N/A","2, ","6, "
"317499","(2017) Green Market (Jan - Dec)","2017-11-22T08:00:00.000","2017-11-22T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: North Plaza ",,"N/A","5, ","13, "
"380876","Party on the plaza","2017-11-12T12:30:00.000","2017-11-12T16:00:00.000","Street Activity Permit Office","Plaza Partner Event","Queens","Douglaston Plaza: Douglaston Plaza 235 Street between 41 Avenue and 42 Avenue","Full","Pedestrian Plaza ","11, ","111, "
"364912","Miscellaneous","2017-12-06T08:00:00.000","2017-12-06T20:00:00.000","Parks Department","Construction","Queens","Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",,"N/A","81, ","110, "
"374176","NYRR Open Run - Crotona Park","2017-11-12T08:00:00.000","2017-11-12T09:00:00.000","Parks Department","Special Event","Bronx","Crotona Park: Crotona Park ",,"N/A","3, ","42, "
"374176","NYRR Open Run - Crotona Park","2017-11-19T08:00:00.000","2017-11-19T09:00:00.000","Parks Department","Special Event","Bronx","Crotona Park: Crotona Park ",,"N/A","3, ","42, "
"375840","Winter Village at Bryant Park","2017-11-22T00:00:00.000","2017-11-22T23:59:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"335783","October, November December model aircraft flying","2017-12-05T09:00:00.000","2017-12-05T20:00:00.000","Parks Department","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field ",,"N/A","2, ","122, "
"381186","E. 102nd Landscape Winter Closure until April 7, 2018","2017-12-06T00:00:00.000","2017-12-06T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East 102nd St Landscape A ",,"N/A","64, ","22, "
"381184","E 72nd  Plygrnd Lawn Winter Closure until April 7, 2018","2017-11-29T00:00:00.000","2017-11-29T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East 72nd Street Playground Lawns ",,"N/A","8, ","19, "
"377497","Arthur and Natalie Ahn Wedding","2017-11-12T15:00:00.000","2017-11-12T20:00:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Picnic House ",,"N/A","55, ","78, "
"364912","Miscellaneous","2017-11-22T08:00:00.000","2017-11-22T20:00:00.000","Parks Department","Construction","Queens","Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",,"N/A","81, ","110, "
"331050","Athletic Event Non Sports ","2017-11-18T09:00:00.000","2017-11-18T15:00:00.000","Parks Department","Special Event","Manhattan","Central Park: Kerbs Boathouse ",,"N/A","64, ","22, "
"317527","Miscellaneous","2017-12-03T08:00:00.000","2017-12-03T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: Gandhi Statue ,Union Square Park: South Plaza ,Union Square Park: North Plaza ",,"N/A","5, ","13, "
"369134","Tinkergarten class","2017-11-16T10:00:00.000","2017-11-16T11:15:00.000","Parks Department","Special Event","Staten Island","Willowbrook Park: Carousel Lawn ",,"N/A","2, ","122, "
"377537","Celebration ","2017-11-28T18:00:00.000","2017-11-28T19:00:00.000","Parks Department","Special Event","Manhattan","Madison Square Park: Madison Square Park ",,"N/A","5, ","13, "
"337439","Public Tours - Wednesdays","2017-11-22T11:00:00.000","2017-11-22T12:00:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Fountain Terrace ",,"N/A","5, ","14, "
"330054","Clinton Hill Farmer's Market","2017-11-21T08:00:00.000","2017-11-21T18:00:00.000","Parks Department","Special Event","Brooklyn","Underwood Park: Perimeter ",,"N/A","2, ","88, "
"376321","BOY SCOUT HIKING AND ACTIVITY DAY","2017-11-11T10:00:00.000","2017-11-11T15:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: Broadway BBQ Area 1 ,Van Cortlandt Park: John Kieran Nature Trail ",,"N/A","26, ","50, "
"381182","DIana Ross Plygrnd Lawn Winter Closure until April 7, 2018","2017-12-06T00:00:00.000","2017-12-06T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: Diana Ross Playground Lawn ",,"N/A","64, ","22, "
"324814","Model Helicopter Flying","2017-12-03T08:00:00.000","2017-12-03T19:00:00.000","Parks Department","Special Event","Brooklyn","Calvert Vaux Park: Hobby Field ",,"N/A","13, ","60, "
"324814","Model Helicopter Flying","2017-11-16T08:00:00.000","2017-11-16T19:00:00.000","Parks Department","Special Event","Brooklyn","Calvert Vaux Park: Hobby Field ",,"N/A","13, ","60, "
"335783","October, November December model aircraft flying","2017-12-01T09:00:00.000","2017-12-01T20:00:00.000","Parks Department","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field ",,"N/A","2, ","122, "
"320462","Athletic Event Non Sports ","2017-11-21T13:30:00.000","2017-11-21T17:30:00.000","Parks Department","Special Event","Manhattan","Central Park: North Reservoir Landscape A ",,"N/A","64, ","22, "
"364912","Miscellaneous","2017-11-29T08:00:00.000","2017-11-29T20:00:00.000","Parks Department","Construction","Queens","Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",,"N/A","81, ","110, "
"317757","Miscellaneous","2017-12-02T00:00:00.000","2017-12-02T23:59:00.000","Parks Department","Special Event","Manhattan","St. Nicholas Park: West 135th Street Lawn ,St. Nicholas Park: West 135th Street Plaza ,St. Nicholas Park: West 135th Street Sidewalk ",,"N/A","9, ","26, "
"380172","TWITTER NYSE event","2017-11-09T14:00:00.000","2017-11-09T16:00:00.000","Street Activity Permit Office","Street Event","Manhattan"," BROAD STREET between WALL STREET and EXCHANGE PLACE","West","Curb Lane Only","1, ","1, "
"369861","Lawn Maintenance","2017-12-06T00:00:00.000","2017-12-06T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"369429","Ai WeiWei Installation","2017-11-09T01:00:00.000","2017-11-09T22:00:00.000","Parks Department","Special Event","Manhattan","Washington Square Park: Arch Plaza ",,"N/A","2, ","6, "
"364912","Miscellaneous","2017-11-10T08:00:00.000","2017-11-10T20:00:00.000","Parks Department","Construction","Queens","Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",,"N/A","81, ","110, "
"374547","PE classes","2017-11-30T11:00:00.000","2017-11-30T13:00:00.000","Parks Department","Special Event","Bronx","Crotona Park: Crotona Park ",,"N/A","3, ","42, "
"363387","Crab Apple Grove LAWN CLOSURE","2017-12-01T00:00:00.000","2017-12-01T23:59:00.000","Parks Department","Construction","Manhattan","Riverside Park: Crab Apple Grove-RSP ",,"N/A","7, ","24, "
"365144","Flying Radio Controled Model Planes at field","2017-11-10T08:00:00.000","2017-11-10T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"369861","Lawn Maintenance","2017-11-16T00:00:00.000","2017-11-16T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"370420","Bike Safety Classes","2017-11-11T11:00:00.000","2017-11-11T13:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: Southwest MPPA ",,"N/A","26, ","50, "
"320720","Holy Hour","2017-11-12T10:30:00.000","2017-11-12T12:00:00.000","Parks Department","Special Event","Queens","Flushing Meadows Corona Park: Vatican Pavillion ",,"N/A","81, ","110, "
"368421","Big Apple Circus","2017-12-05T19:00:00.000","2017-12-05T20:00:00.000","Parks Department","Special Event","Manhattan","Damrosch Park: Damrosch Park ,Damrosch Park: Tent Area ,Damrosch Park: Tent Area ,Damrosch Park: Bandshell ",,"N/A","7, ","20, "
"347757","restoration project","2017-11-26T00:00:00.000","2017-11-26T23:30:00.000","Parks Department","Special Event","Manhattan","Morningside Park: West 114th St Picnic Area ",,"N/A","9, ","26, "
"379731","NOVEMBER 2017 ADOPTION DRIVE, EVERY SATURDAY IN NOVEMBER","2017-11-11T09:00:00.000","2017-11-11T18:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: Southwest Corner ",,"N/A","5, ","13, "
"368421","Big Apple Circus","2017-12-03T19:00:00.000","2017-12-03T20:00:00.000","Parks Department","Special Event","Manhattan","Damrosch Park: Damrosch Park ,Damrosch Park: Tent Area ,Damrosch Park: Tent Area ,Damrosch Park: Bandshell ",,"N/A","7, ","20, "
"317950","Ft Washington Greenmarket Tuesday","2017-11-21T08:00:00.000","2017-11-21T18:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," FT WASHINGTON AVENUE between WEST  168 STREET and WEST  169 STREET","West","Sidewalk and Curb Lane Closure ","12, ","33, "
"374547","PE classes","2017-12-04T11:00:00.000","2017-12-04T13:00:00.000","Parks Department","Special Event","Bronx","Crotona Park: Crotona Park ",,"N/A","3, ","42, "
"317499","(2017) Green Market (Jan - Dec)","2017-11-10T08:00:00.000","2017-11-10T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: North Plaza ",,"N/A","5, ","13, "
"380432","7th Grade Field Day Rescheduled","2017-11-17T10:00:00.000","2017-11-17T13:00:00.000","Parks Department","Special Event","Staten Island","Clove Lakes Park: Knoll 01 (Comm) - Clove Picnic Victory Blvd Side ,Clove Lakes Park: Baseball-01 ,Clove Lakes Park: Baseball-02 ",,"N/A","01, 1, ","120, "
"366760","Field Reconstruction","2017-11-08T06:00:00.000","2017-11-08T23:00:00.000","Parks Department","Construction","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ",,"N/A","11, ","25, "
"330659","West Dalehead Arch Landscape Restoration","2017-12-01T00:00:00.000","2017-12-01T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: West Dalehead Arch ",,"N/A","64, ","22, "
"365144","Flying Radio Controled Model Planes at field","2017-11-27T08:00:00.000","2017-11-27T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"369846","Lawn Maintenance","2017-12-03T00:00:00.000","2017-12-03T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Farragut Lawn ",,"N/A","5, ","13, "
"379029","Permitted Film Event","2017-11-07T11:01:00.000","2017-11-21T23:59:00.000","Mayor's Office of Film, Theatre & Broadcasting","Theater Load in and Load Outs ","Manhattan","115 WEST   62 STREET, WEST   62 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,  AMSTERDAM AVE between WEST   61 STREET and WEST   64 STREET,  AMSTERDAM AVE between WEST   62 STREET and WEST 63RD ST",,"N/A","7, ","20, "
"321755","PS 57 Youthmarket","2017-11-22T08:00:00.000","2017-11-22T16:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," EAST  115 STREET between 3 AVENUE and LEXINGTON AVENUE","South","Partial Sidewalk Closure ","11, ","23, 25, "
"379170","Phillips Curb Lane Usage","2017-11-11T07:00:00.000","2017-11-16T21:00:00.000","Street Activity Permit Office","Street Event","Manhattan"," PARK AVENUE between EAST   57 STREET and EAST   56 STREET","West","Curb Lane Only","5, ","18, "
"374157","NYRR Open Run - Inwood Hill Park","2017-11-18T08:00:00.000","2017-11-18T09:00:00.000","Parks Department","Special Event","Manhattan","Inwood Hill Park: Inwood Hill Park ",,"N/A","12, ","34, "
"369856","Lawn Maintenance","2018-02-27T00:00:00.000","2018-02-27T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Magnolia Lawn ",,"N/A","5, ","13, "
"314120","Inwood Greenmarket Saturday","2017-11-25T08:00:00.000","2017-11-25T15:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," ISHAM STREET between COOPER STREET and SEAMAN AVENUE","Both","Sidewalk and Curb Lane Closure ","12, ","34, "
"369861","Lawn Maintenance","2017-11-12T00:00:00.000","2017-11-12T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"320630","Super Soccer Stars North PPP Fall2017","2017-11-14T09:00:00.000","2017-11-14T17:45:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Nellie's Lawn ",,"N/A","55, ","78, "
"365144","Flying Radio Controled Model Planes at field","2017-11-28T08:00:00.000","2017-11-28T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"374193","NYRR Open Run - Highland park","2017-12-02T08:00:00.000","2017-12-02T09:00:00.000","Parks Department","Special Event","Queens","Highland Park: Reservoir Path ",,"N/A","5, ","104, "
"314098","82 St Greenmarket Saturday","2017-11-18T08:00:00.000","2017-11-18T17:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan","408 EAST   82 STREET between 1 AVENUE and YORK AVENUE","South","Sidewalk and Curb Lane Closure ","8, ","19, "
"375840","Winter Village at Bryant Park","2017-11-26T00:00:00.000","2017-11-26T23:59:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"369861","Lawn Maintenance","2017-12-07T00:00:00.000","2017-12-07T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"381182","DIana Ross Plygrnd Lawn Winter Closure until April 7, 2018","2017-12-03T00:00:00.000","2017-12-03T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: Diana Ross Playground Lawn ",,"N/A","64, ","22, "
"365144","Flying Radio Controled Model Planes at field","2017-11-08T08:00:00.000","2017-11-08T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"376789","EAST COAST CAR ASSOCIATION TOYS FOR TOTS","2017-11-12T08:30:00.000","2017-11-12T14:30:00.000","Police Department","Parade","Queens","Forest Park: Bandshell Parking Lot FOREST PARK between PICNIC GROVE 01 and P, Forest Park: Forest Park Drive West FOREST PARK between FOREST PARK DRIVE WEST and W, 29-01 216 STREET, FOREST PK DR JACKIE ROBINSON PKWY TO E/B GRAND CENTRAL PKWY, GRAND CENTRAL PKWY E/B TO N/B CLEARVIEW EXP TO 35 AV (EXIT 35 AV), 35 AV CLEARVIEW EXWY TO BELL BLVD, BELL BOULEVARD between 35 AVENUE and 29 AVENUE,  29 AVENUE between BELL BOULEVARD and 216 STREET","Both","Full Street Closure ","11, 5, 8, 82, ","102, 104, 107, 111, "
"376877","PE Classes","2017-11-22T08:00:00.000","2017-11-22T15:00:00.000","Parks Department","Special Event","Bronx","Crotona Park: Crotona Park ",,"N/A","3, ","42, "
"381186","E. 102nd Landscape Winter Closure until April 7, 2018","2017-12-02T00:00:00.000","2017-12-02T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East 102nd St Landscape A ",,"N/A","64, ","22, "
"377374","Performa 17: The Environment-Bubble","2017-11-17T13:00:00.000","2017-11-17T17:00:00.000","Parks Department","Special Event","Queens","Flushing Meadows Corona Park: Front of Queens Museum of Art   ",,"N/A","81, ","110, "
"321744","Brownsville Rockaway Youthmarket","2017-11-17T12:00:00.000","2017-11-17T17:00:00.000","Street Activity Permit Office","Farmers Market","Brooklyn"," ROCKAWAY AVENUE between LIVONIA AVENUE and DUMONT AVENUE","East","Partial Sidewalk Closure ","16, ","73, "
"381182","DIana Ross Plygrnd Lawn Winter Closure until April 7, 2018","2017-12-08T00:00:00.000","2017-12-08T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: Diana Ross Playground Lawn ",,"N/A","64, ","22, "
"375525","East Meadow Winter CLosure","2017-11-29T00:00:00.000","2017-11-29T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East Meadow ",,"N/A","64, ","22, "
"381184","E 72nd  Plygrnd Lawn Winter Closure until April 7, 2018","2017-12-04T00:00:00.000","2017-12-04T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East 72nd Street Playground Lawns ",,"N/A","8, ","19, "
"378681","Celebration ","2017-11-22T09:00:00.000","2017-11-22T15:00:00.000","Parks Department","Special Event","Brooklyn","Herbert Von King Park: Large Lawn ",,"N/A","3, ","79, "
"314111","Columbia  Greenmarket Thursday","2017-11-30T08:00:00.000","2017-11-30T17:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," BROADWAY between WEST  114 STREET and WEST  116 STREET","East","Sidewalk and Curb Lane Closure ","9, ","26, "
"369856","Lawn Maintenance","2017-11-18T00:00:00.000","2017-11-18T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Magnolia Lawn ",,"N/A","5, ","13, "
"369861","Lawn Maintenance","2017-11-09T00:00:00.000","2017-11-09T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"379761","Times Square Military Recruiting Station Opening","2017-11-10T10:00:00.000","2017-11-10T11:00:00.000","Street Activity Permit Office","Press Conference","Manhattan","43/44 Broadway Pedestrian Plaza (Times Sq): 43/44 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   43 STREET and WEST   44 STREET","Full","Pedestrian Plaza ","5, ","14, "
"374547","PE classes","2017-12-08T11:00:00.000","2017-12-08T13:00:00.000","Parks Department","Special Event","Bronx","Crotona Park: Crotona Park ",,"N/A","3, ","42, "
"335783","October, November December model aircraft flying","2017-11-16T09:00:00.000","2017-11-16T20:00:00.000","Parks Department","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field ",,"N/A","2, ","122, "
"324466","Harvest Home Jacobi Farmers Market","2017-11-10T07:00:00.000","2017-11-10T05:00:00.000","Street Activity Permit Office","Farmers Market","Bronx"," PELHAM PKWY SOUTH between WILSON AVENUE and EASTCHESTER ROAD","North","Partial Sidewalk Closure ","11, ","49, "
"364146","Miscellaneous","2017-11-18T08:00:00.000","2017-11-18T18:00:00.000","Parks Department","Construction","Manhattan","Central Park: North Meadow-Soccer-01 ,Central Park: North Meadow-Soccer-02 ,Central Park: North Meadow-Soccer-03 ,Central Park: North Meadow-Soccer-04 ,Central Park: North Meadow-Soccer-05 ,Central Park: North Meadow-Soccer-06 ,Morningside Park: Softball-01 ,Morningside Park: Softball-02 ",,"N/A","09, 64, ","22, 26, "
"325312","Harlem Hospital Market","2017-11-24T07:00:00.000","2017-11-24T19:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan","135 LENOX AVENUE between WEST  135 STREET and WEST  137 STREET","North","Sidewalk and Curb Lane Closure ","10, ","32, "
"375525","East Meadow Winter CLosure","2017-12-01T00:00:00.000","2017-12-01T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East Meadow ",,"N/A","64, ","22, "
"374533","Celebration","2017-11-19T11:00:00.000","2017-11-19T12:00:00.000","Parks Department","Special Event","Manhattan","Fort Tryon Park: Billings Lawn ,Fort Tryon Park: Linden Terrace ",,"N/A","12, ","34, "
"335783","October, November December model aircraft flying","2017-11-09T09:00:00.000","2017-11-09T20:00:00.000","Parks Department","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field ",,"N/A","2, ","122, "
"374198","NYRR Open Run -Soundview Park","2017-11-11T08:00:00.000","2017-11-11T09:00:00.000","Parks Department","Special Event","Bronx","Soundview Park: Soundview Park ",,"N/A","9, ","43, "
"376356","Billy Johnson Playground Lawn reconstruction","2017-11-14T00:00:00.000","2017-11-14T23:00:00.000","Parks Department","Construction","Manhattan","Central Park: Johnson Playground Lawns ",,"N/A","64, ","22, "
"379046","Union Square Holiday market","2017-11-11T00:00:00.000","2017-11-11T23:59:00.000","Parks Department","Special Event","Manhattan","Union Square Park: South Plaza ",,"N/A","5, ","13, "
"369850","Lawn Maintenance","2017-12-06T00:00:00.000","2017-12-06T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Center Lawn ",,"N/A","5, ","13, "
"368421","Big Apple Circus","2017-11-23T19:00:00.000","2017-11-23T20:00:00.000","Parks Department","Special Event","Manhattan","Damrosch Park: Damrosch Park ,Damrosch Park: Tent Area ,Damrosch Park: Tent Area ,Damrosch Park: Bandshell ",,"N/A","7, ","20, "
"314098","82 St Greenmarket Saturday","2017-12-02T08:00:00.000","2017-12-02T17:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan","408 EAST   82 STREET between 1 AVENUE and YORK AVENUE","South","Sidewalk and Curb Lane Closure ","8, ","19, "
"380277","Ready...Set...Quit 1 Mile Walk and 5k Run by:Reality Check and Tobacco-Free Staten Island","2017-11-18T09:00:00.000","2017-11-18T12:00:00.000","Parks Department","Special Event","Staten Island","Silver Lake Park: Reservoir Circumference ",,"N/A","1, ","120, "
"321861","Vigils - November 1, 20, 25 - All Saints, Presentation, Christ the King","2017-11-25T19:30:00.000","2017-11-25T22:30:00.000","Parks Department","Special Event","Queens","Flushing Meadows Corona Park: Vatican Pavillion ",,"N/A","81, ","110, "
"380351","Synthetic Turf Care - November","2017-11-21T07:30:00.000","2017-11-21T13:30:00.000","Parks Department","Construction","Bronx","Behagen Playground: Softball-02 ,St. James Park: Soccer-01 ,Crotona Park: Soccer-01 ,Ferry Point Park: Soccer-01 ,Starlight Park: Soccer-01 ,Starlight Park: Softball-0 ,Starlight Park: Softball-01 ,Soundview Park: Soccer-01 ,Macombs Dam Park: Soccer-01 ,Watson Gleason Playground: Soccer-01 ",,"N/A","03, 04, 07, 09, 10, ","42, 43, 44, 45, 52, "
"314103","97 Street Greenmarket Friday","2017-11-17T08:00:00.000","2017-11-17T16:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," WEST   97 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE","North","Sidewalk and Curb Lane Closure ","7, ","24, "
"379046","Union Square Holiday market","2017-11-08T00:00:00.000","2017-11-08T23:59:00.000","Parks Department","Special Event","Manhattan","Union Square Park: South Plaza ",,"N/A","5, ","13, "
